date,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyBasicAverageShares,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyNetPPE,quarterlyTaxProvision,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,quarterlyBasicEPS,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyPretaxIncome,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1995-11-30,,,-900000.0,0.0,118400000.0,1700000.0,,99200000.0,144615385.0,638700000.0,366900000.0,10200000.0,18800000,18800000.0,40300000.0,136500000.0,0.0,400000.0,-15900000.0,37400000.0,-34700000.0,11300000.0,2300000.0,18100000.0,,,-100000.0,50500000.0,18800000.0,,0.13,238200000.0,124900000.0,,-1200000.0,-5500000.0,,83200000.0,,34500000.0,,6600000.0,400500000.0,6600000.0,144615385.0,0.0,,20900000.0,150300000.0,242000000.0,12000000.0,42900000,-111600000.0,-14500000.0,,0.13,,271800000.0,358400000.0,101700000.0,353600000.0,16200000.0,,-1200000.0,0.0,200000.0,,32700000,182400000,69500000.0,,-13000000.0,-300000.0,30800000.0,,,
1996-02-29,,,5000000.0,0.0,114500000.0,19800000.0,,99500000.0,142307692.0,657500000.0,369900000.0,10400000.0,18500000,18500000.0,41300000.0,132700000.0,0.0,800000.0,-27000000.0,36200000.0,-21700000.0,11500000.0,2300000.0,18200000.0,,,800000.0,51700000.0,18500000.0,,0.13,237500000.0,121700000.0,,-1200000.0,1200000.0,,83500000.0,,9500000.0,,11600000.0,420000000.0,11600000.0,142307692.0,0.0,,17400000.0,162900000.0,248200000.0,11800000.0,42200000,-113800000.0,-13600000.0,,0.13,,287600000.0,376900000.0,104800000.0,362000000.0,33400000.0,,-1500000.0,,300000.0,,31800000,183000000,75900000.0,,6900000.0,-1400000.0,30300000.0,,,
1996-05-31,,,-2500000.0,100000.0,117900000.0,16800000.0,,104000000.0,,668800000.0,371300000.0,12400000.0,21500000,21500000.0,42200000.0,136700000.0,0.0,800000.0,-21300000.0,34700000.0,-29600000.0,6600000.0,2000000.0,18700000.0,,,200000.0,54600000.0,21500000.0,,,239300000.0,118700000.0,,-300000.0,-3500000.0,,90400000.0,,22100000.0,,9100000.0,429500000.0,9100000.0,,0.0,,19400000.0,175500000.0,252600000.0,13000000.0,48200000,-113900000.0,-15200000.0,,,,297500000.0,386700000.0,102600000.0,366500000.0,32000000.0,,-13200000.0,,100000.0,,35800000,194400000,76600000.0,,-5300000.0,3400000.0,34500000.0,,,
1996-08-31,,,2500000.0,0.0,117600000.0,11500000.0,,103200000.0,123125000.0,690300000.0,376200000.0,11300000.0,19700000,19700000.0,45200000.0,137300000.0,0.0,900000.0,-23200000.0,37500000.0,-14500000.0,6500000.0,2000000.0,19700000.0,,,100000.0,56500000.0,19700000.0,,0.16,239600000.0,117200000.0,,-600000.0,-4500000.0,,89600000.0,,6200000.0,,11600000.0,450700000.0,11600000.0,123125000.0,9100000.0,,22000000.0,185400000.0,259000000.0,12200000.0,44400000,-120500000.0,-14400000.0,,0.16,,314100000.0,407600000.0,102300000.0,379500000.0,25900000.0,,-200000.0,-100000.0,200000.0,,33100000,192800000,73800000.0,,-9300000.0,4300000.0,31900000.0,,,
1996-11-30,,,-500000.0,0.0,113200000.0,11900000.0,,114000000.0,119473684.0,720900000.0,386600000.0,10700000.0,22700000,22700000.0,46500000.0,133500000.0,0.0,1100000.0,-26400000.0,39300000.0,-17600000.0,6400000.0,2000000.0,20300000.0,,,200000.0,57200000.0,22700000.0,,0.18,246500000.0,117700000.0,,-4000000.0,-6300000.0,,94600000.0,,12400000.0,,11000000.0,474400000.0,11000000.0,126111111.0,0.0,,27600000.0,195300000.0,268900000.0,13700000.0,48100000,-124200000.0,-17300000.0,,0.19,,334300000.0,430300000.0,113000000.0,393100000.0,29200000.0,,-3400000.0,0.0,700000.0,,37400000,208600000,79000000.0,,-5000000.0,800000.0,36400000.0,,,
1997-02-28,,,-3100000.0,0.0,112400000.0,16200000.0,,112600000.0,132352941.0,741800000.0,398200000.0,12800000.0,22500000,22500000.0,47400000.0,132000000.0,0.0,1200000.0,-35800000.0,42500000.0,-18700000.0,6700000.0,2000000.0,19600000.0,,,-100000.0,60200000.0,22500000.0,,0.17,245000000.0,121100000.0,,-7100000.0,-3700000.0,,97400000.0,,7200000.0,,8000000.0,496800000.0,8000000.0,132352941.0,0.0,,20300000.0,207500000.0,277100000.0,13900000.0,50000000,-127000000.0,-17300000.0,,0.17,,343600000.0,452700000.0,113000000.0,404100000.0,33500000.0,,-600000.0,200000.0,100000.0,,37200000,210000000,86000000.0,,-400000.0,-1500000.0,36400000.0,,,
1997-05-31,,,6300000.0,-100000.0,111500000.0,9000000.0,,123100000.0,,761800000.0,405800000.0,12900000.0,26000000,26000000.0,49700000.0,133300000.0,0.0,1100000.0,-6200000.0,43100000.0,-13700000.0,6700000.0,2000000.0,21900000.0,,,-14700000.0,62600000.0,26000000.0,,,249400000.0,118400000.0,,2400000.0,8600000.0,,105500000.0,,23500000.0,,14200000.0,512400000.0,14200000.0,,0.0,,20700000.0,203500000.0,287400000.0,16000000.0,55800000,-132800000.0,-18800000.0,,,,356000000.0,468400000.0,116100000.0,420200000.0,27800000.0,,-15500000.0,0.0,100000.0,,42900000,228600000,88700000.0,,-15800000.0,4700000.0,42000000.0,,,
1997-08-31,,,-1800000.0,100000.0,109700000.0,7900000.0,,125600000.0,126842105.0,784600000.0,416400000.0,13000000.0,24100000,24100000.0,57500000.0,132800000.0,0.0,1100000.0,-27800000.0,45600000.0,-22500000.0,6700000.0,1800000.0,23000000.0,,,-200000.0,70500000.0,24100000.0,,0.19,248500000.0,118600000.0,,-4100000.0,-1800000.0,,109900000.0,,18900000.0,,12400000.0,536100000.0,12400000.0,126842105.0,14200000.0,,22600000.0,209300000.0,297800000.0,14600000.0,52400000,-142600000.0,-20100000.0,,0.19,,368200000.0,492200000.0,115700000.0,440400000.0,28000000.0,,-2000000.0,-100000.0,200000.0,,39400000,235500000,86400000.0,,-13200000.0,4200000.0,38700000.0,,,
1997-11-30,,,3600000.0,-100000.0,109000000.0,2900000.0,,136900000.0,133333333.0,823000000.0,430600000.0,13000000.0,28000000,28000000.0,56700000.0,132500000.0,0.0,1200000.0,-13600000.0,51600000.0,-12000000.0,6900000.0,1600000.0,23600000.0,,,-400000.0,69700000.0,28000000.0,,0.21,259300000.0,117400000.0,,-100000.0,-3600000.0,,115100000.0,,20400000.0,,16000000.0,563700000.0,16000000.0,133333333.0,0.0,,28300000.0,211800000.0,313200000.0,16900000.0,58400000,-153400000.0,-22700000.0,,0.21,,392400000.0,519700000.0,126800000.0,466600000.0,25600000.0,,-8400000.0,0.0,300000.0,,45400000,252000000,91600000.0,,-19200000.0,3900000.0,44900000.0,,,
1998-02-28,,,-100000.0,0.0,134000000.0,15100000.0,,140100000.0,138500000.0,872000000.0,470500000.0,14900000.0,27700000,27700000.0,62700000.0,158400000.0,0.0,1200000.0,-48800000.0,61200000.0,-22100000.0,6700000.0,1700000.0,24400000.0,,,-400000.0,77600000.0,27700000.0,,0.19,297200000.0,137700000.0,,-30600000.0,-22200000.0,,122700000.0,,30200000.0,,15900000.0,574800000.0,15900000.0,145789474.0,0.0,,28700000.0,206500000.0,332800000.0,17000000.0,60000000,-158100000.0,-26400000.0,,0.2,,401500000.0,530700000.0,138800000.0,490900000.0,41500000.0,0.0,7100000.0,,200000.0,,45100000,262800000,103400000.0,,1000000.0,-2200000.0,44700000.0,,,
1998-05-31,,,-5300000.0,0.0,180000000.0,-17900000.0,,250400000.0,,1017800000.0,509200000.0,16300000.0,43200000,43200000.0,110300000.0,204300000.0,0.0,-15900000.0,-21900000.0,108200000.0,-60200000.0,8100000.0,4000000.0,24300000.0,,0.0,-13400000.0,126600000.0,43200000.0,,,363300000.0,142100000.0,,32900000.0,5800000.0,,197600000.0,,47800000.0,,12700000.0,654500000.0,12700000.0,,0.0,,41800000.0,230100000.0,367100000.0,8000000.0,87300000,-194700000.0,-41500000.0,,,,508600000.0,610000000.0,159000000.0,561800000.0,23600000.0,,-7000000.0,,200000.0,,71000000,448000000,109100000.0,,-41800000.0,6000000.0,51200000.0,,,
1998-08-31,,,5200000.0,-100000.0,158800000.0,7100000.0,,193600000.0,161428571.0,1050800000.0,530500000.0,17700000.0,33900000,33900000.0,86400000.0,184700000.0,0.0,1200000.0,-32700000.0,114300000.0,-24300000.0,18700000.0,2400000.0,26000000.0,,,-1900000.0,104100000.0,33900000.0,,0.21,364700000.0,138300000.0,,1100000.0,-7700000.0,,160700000.0,,31700000.0,,17900000.0,686100000.0,17900000.0,161428571.0,12700000.0,,37700000.0,224100000.0,392200000.0,21500000.0,74300000,-212400000.0,-41200000.0,,0.21,,520300000.0,644300000.0,180000000.0,604600000.0,48300000.0,,-10500000.0,,800000.0,,56600000,354300000,123600000.0,,-8400000.0,5100000.0,55400000.0,,,
1998-11-30,,,-13500000.0,0.0,168500000.0,-19300000.0,,203800000.0,159200000.0,1103000000.0,561300000.0,14300000.0,39800000,39800000.0,83300000.0,195800000.0,0.0,1200000.0,-34400000.0,117600000.0,-42800000.0,6400000.0,2500000.0,27300000.0,,,-1000000.0,97600000.0,39800000.0,,0.25,373000000.0,138400000.0,,4500000.0,-100000.0,,163500000.0,,48700000.0,,4400000.0,730000000.0,4400000.0,159200000.0,0.0,,41600000.0,232600000.0,422900000.0,24800000.0,80200000,-192900000.0,-44800000.0,,0.25,,541700000.0,687200000.0,177200000.0,615800000.0,25500000.0,,-4500000.0,,400000.0,,65900000,367300000,129200000.0,,-30100000.0,1400000.0,64600000.0,,,
1999-02-28,,,23800000.0,0.0,168400000.0,24000000.0,,193100000.0,157916667.0,1145100000.0,587100000.0,17800000.0,37900000,37900000.0,87700000.0,196700000.0,0.0,1100000.0,-42100000.0,122300000.0,-36000000.0,5700000.0,2000000.0,28300000.0,,,1400000.0,105500000.0,37900000.0,,0.23,376000000.0,137300000.0,,-1900000.0,-4400000.0,,167400000.0,,37100000.0,,28300000.0,769100000.0,28300000.0,164782609.0,0.0,,39900000.0,235100000.0,449800000.0,23100000.0,79700000,-194700000.0,-41300000.0,,0.24,,558000000.0,724900000.0,179300000.0,644500000.0,65300000.0,,600000.0,,0.0,,61900000,360500000,133700000.0,,10400000.0,-600000.0,61000000.0,,,
1999-05-31,,,-13100000.0,0.0,283600000.0,4500000.0,,386000000.0,,1407800000.0,773300000.0,40400000.0,27400000,27400000.0,146200000.0,324300000.0,15800000.0,-49000000.0,-50300000.0,138000000.0,-122100000.0,16400000.0,9400000.0,40700000.0,,,2600000.0,186600000.0,27400000.0,,,536400000.0,200200000.0,,-6500000.0,6300000.0,,283400000.0,-3800000.0,117900000.0,50000000.0,88100000.0,871400000.0,15800000.0,,0.0,,46800000.0,206300000.0,573100000.0,15800000.0,137200000,-282300000.0,-59500000.0,,,,634500000.0,825300000.0,212100000.0,855400000.0,64000000.0,,-26800000.0,,1100000.0,72300000.0,96800000,669400000,148900000.0,,-9900000.0,-7300000.0,43200000.0,,,
1999-08-31,,,16000000.0,-100000.0,266700000.0,4500000.0,,249600000.0,166153846.0,1429200000.0,799100000.0,23500000.0,43200000,43200000.0,111400000.0,309100000.0,31800000.0,100000.0,-28600000.0,134700000.0,-10100000.0,16200000.0,4100000.0,42500000.0,,,100000.0,134900000.0,43200000.0,,0.25,512600000.0,199400000.0,,4600000.0,3300000.0,,207800000.0,-4100000.0,32000000.0,52200000.0,82200000.0,916600000.0,31800000.0,172800000.0,15800000.0,,47500000.0,208200000.0,599700000.0,26800000.0,96400000,-266500000.0,-55100000.0,,0.26,,630100000.0,868400000.0,203500000.0,866200000.0,59600000.0,,-15100000.0,-100000.0,1900000.0,50400000.0,72900000,457400000,139800000.0,,-12700000.0,5700000.0,70000000.0,,,
1999-11-30,,,-5400000.0,0.0,260000000.0,14300000.0,,249500000.0,166551724.0,1486600000.0,812600000.0,26100000.0,48300000,48300000.0,109300000.0,303700000.0,26400000.0,1100000.0,-47800000.0,136100000.0,-47400000.0,16100000.0,3900000.0,43700000.0,,,400000.0,135400000.0,48300000.0,,0.29,516900000.0,197500000.0,,-5500000.0,-800000.0,,216300000.0,-3700000.0,30400000.0,53300000.0,93700000.0,969700000.0,26400000.0,166551724.0,31800000.0,,49700000.0,217200000.0,615100000.0,29700000.0,107000000,-295900000.0,-34100000.0,,0.29,,674000000.0,920000000.0,213200000.0,911000000.0,48400000.0,,-5900000.0,,500000.0,67300000.0,80900000,465800000,147400000.0,,-32200000.0,6100000.0,78000000.0,,,
2000-02-29,,,14409000.0,0.0,255390000.0,33310000.0,,255250000.0,169179310.0,1543884000.0,827100000.0,24104000.0,49062000,49062000.0,112701000.0,300679000.0,40812000.0,0.0,-50473000.0,153466000.0,-19930000.0,16035000.0,3998000.0,45289000.0,,,601000.0,136805000.0,49062000.0,,0.29,523731000.0,209244000.0,,187000.0,-15681000.0,,218679000.0,-3104000.0,13280000.0,53961000.0,114877000.0,1020153000.0,40812000.0,169179310.0,26400000.0,,52406000.0,216931000.0,617856000.0,30073000.0,105978000,-285029000.0,-35034000.0,,0.29,,716784000.0,969296000.0,223052000.0,902885000.0,68344000.0,,-3462000.0,,586000.0,74065000.0,81874000,473929000,154611000.0,,-11108000.0,6286000.0,79135000.0,,,
2000-05-31,,,11370000.0,0.0,254378000.0,44490000.0,,268507000.0,,1581342000.0,859872000.0,25809000.0,52825000,52825000.0,122372000.0,303074000.0,52182000.0,-834000.0,-30065000.0,164906000.0,-20803000.0,16604000.0,3892000.0,48696000.0,,,-1054000.0,148181000.0,52825000.0,,,538466000.0,217365000.0,,15514000.0,-9795000.0,,236331000.0,-4312000.0,37228000.0,54738000.0,109822000.0,1042876000.0,52182000.0,,40812000.0,,50976000.0,221007000.0,642507000.0,31866000.0,113959000,-305494000.0,-37198000.0,,,,721470000.0,992450000.0,235392000.0,948001000.0,81688000.0,,-40253000.0,,413000.0,57640000.0,88150000,504838000,167812000.0,,3761000.0,-707000.0,84691000.0,,,
2000-08-31,,,-21673000.0,0.0,247317000.0,-13955000.0,,277078000.0,169496667.0,1602802000.0,883555000.0,27616000.0,50849000,50849000.0,132936000.0,299353000.0,30509000.0,0.0,-40948000.0,175549000.0,-9131000.0,16201000.0,4087000.0,52036000.0,,,693000.0,160552000.0,50849000.0,,0.3,510777000.0,220014000.0,,-7992000.0,-10883000.0,,244881000.0,-3667000.0,19017000.0,55472000.0,78263000.0,1092025000.0,30509000.0,169496667.0,52182000.0,,47030000.0,226412000.0,663541000.0,30653000.0,111945000,-322329000.0,-42270000.0,,0.3,,719247000.0,1040220000.0,211424000.0,985870000.0,28315000.0,,-9040000.0,,687000.0,47754000.0,84329000,521959000,148193000.0,,-63199000.0,13049000.0,81502000.0,,,
2000-11-30,,,3667000.0,0.0,238939000.0,15218000.0,,288954000.0,166273529.0,1670773000.0,907651000.0,26721000.0,56533000,56533000.0,129921000.0,292283000.0,34176000.0,0.0,-40390000.0,200449000.0,-1227000.0,15850000.0,3883000.0,53344000.0,,,1513000.0,156642000.0,56533000.0,,0.33,520421000.0,229586000.0,,-590000.0,-24889000.0,,250098000.0,-5336000.0,11670000.0,58938000.0,71487000.0,1150352000.0,34176000.0,171312121.0,30509000.0,,55362000.0,238649000.0,678065000.0,34167000.0,120177000,-322329000.0,-35771000.0,,0.34,,763122000.0,1096750000.0,228138000.0,1000394000.0,50989000.0,,-6932000.0,,284000.0,37311000.0,93456000,539052000,156926000.0,,-34388000.0,2123000.0,90700000.0,,,
2001-02-28,,,5003000.0,0.0,232621000.0,32478000.0,,288197000.0,171593750.0,1724951000.0,946393000.0,28610000.0,54910000,54910000.0,129348000.0,288362000.0,39179000.0,0.0,-58098000.0,223330000.0,-5088000.0,15609000.0,3749000.0,55741000.0,,,-1612000.0,157958000.0,54910000.0,,0.32,518047000.0,255507000.0,,-13366000.0,-22572000.0,,248526000.0,-5126000.0,13916000.0,60745000.0,67662000.0,1206904000.0,39179000.0,171593750.0,34176000.0,,49244000.0,240897000.0,690886000.0,32833000.0,119178000,-322329000.0,-35768000.0,,0.32,,778558000.0,1151285000.0,229685000.0,1013215000.0,68246000.0,,-5145000.0,,3629000.0,28483000.0,90568000,536723000,164832000.0,,-16232000.0,957000.0,87743000.0,,,
2001-05-31,244450000.0,,34545000.0,0.0,220940000.0,65773000.0,94960000.0,410203000.0,,1752224000.0,932554000.0,29142000.0,60158000,60158000.0,136151000.0,270006000.0,73724000.0,0.0,-21973000.0,214349000.0,-25028000.0,20605000.0,3400000.0,49066000.0,,,-16000.0,53204000.0,60158000.0,,,520909000.0,230422000.0,,17383000.0,9651000.0,,152763000.0,-5424000.0,17006000.0,62409000.0,110229000.0,1231315000.0,73724000.0,,39179000.0,,42495000.0,242172000.0,702132000.0,36350000.0,128701000,-355801000.0,-33635000.0,,,,819670000.0,1174330000.0,250903000.0,1057933000.0,99408000.0,,-42890000.0,,1392000.0,36505000.0,99559000,562966000,35140000.0,,17778000.0,-7670000.0,96508000.0,,,
2001-08-31,248283000.0,,-8973000.0,0.0,217738000.0,27699000.0,78690000.0,327323000.0,171333333.0,1785270000.0,946561000.0,29405000.0,56540000,56540000.0,145743000.0,270940000.0,64751000.0,0.0,-67410000.0,204208000.0,,20540000.0,3086000.0,53202000.0,,,204000.0,145743000.0,56540000.0,,0.33,496606000.0,105226000.0,,-25377000.0,10727000.0,130745000.0,237277000.0,-5914000.0,537000.0,64173000.0,126650000.0,1288664000.0,64751000.0,171333333.0,73724000.0,,42541000.0,248983000.0,710590000.0,33159000.0,120939000,-355801000.0,-32731000.0,,0.33,,838709000.0,1230405000.0,225666000.0,1066391000.0,60430000.0,,-1993000.0,,1070000.0,61899000.0,91534000,564600000,18320000.0,,-37523000.0,12008000.0,89699000.0,,,
2001-11-30,252487000.0,,36528000.0,0.0,209031000.0,92023000.0,87029000.0,321950000.0,170544118.0,1875199000.0,954806000.0,29623000.0,57985000,57985000.0,141661000.0,263250000.0,101279000.0,-1000.0,-74482000.0,200065000.0,,21068000.0,2721000.0,54219000.0,,,-1713000.0,141661000.0,57985000.0,,0.34,530053000.0,101476000.0,,25358000.0,4404000.0,139579000.0,235198000.0,-7447000.0,3795000.0,64563000.0,202932000.0,1345146000.0,101279000.0,170544118.0,64751000.0,,46336000.0,254698000.0,713751000.0,34120000.0,123160000,-355801000.0,-28309000.0,,0.34,,920393000.0,1288030000.0,266803000.0,1069552000.0,120332000.0,,-9322000.0,,570000.0,101653000.0,93537000,557148000,48056000.0,,32968000.0,-244000.0,92105000.0,,,
2002-02-28,237694000.0,,-15022000.0,0.0,186143000.0,76092000.0,121078000.0,316151000.0,168436364.0,1898362000.0,961558000.0,30328000.0,55584000,55584000.0,140263000.0,241692000.0,86257000.0,0.0,-89234000.0,194360000.0,-94386000.0,18139000.0,2389000.0,55549000.0,,,-802000.0,140263000.0,55584000.0,,0.32,540067000.0,103025000.0,,599000.0,5805000.0,145845000.0,229340000.0,-8249000.0,43154000.0,65365000.0,239142000.0,1358295000.0,86257000.0,173700000.0,101279000.0,,38205000.0,255853000.0,712688000.0,32631000.0,119405000,-355801000.0,-23937000.0,,0.33,,936804000.0,1301179000.0,298375000.0,1068489000.0,100029000.0,,-25817000.0,,802000.0,152885000.0,89077000,545491000,120953000.0,,16721000.0,-2604000.0,88215000.0,,,
2002-05-31,283234000.0,,-45629000.0,0.0,703250000.0,74335000.0,160709000.0,348258000.0,,2519234000.0,1665984000.0,30669000.0,64142000,64142000.0,152801000.0,782841000.0,40628000.0,250000000.0,-618220000.0,193821000.0,-1506000.0,18369000.0,2756000.0,79591000.0,,,702000.0,152801000.0,64142000.0,,,1095475000.0,208984000.0,,-2462000.0,10795000.0,678598000.0,255555000.0,-6885000.0,109933000.0,65508000.0,85086000.0,1423759000.0,40628000.0,,86257000.0,,60393000.0,280936000.0,778402000.0,37424000.0,133423000,-433261000.0,-22307000.0,,,,853250000.0,1365136000.0,312634000.0,1211663000.0,96642000.0,,475949000.0,,805000.0,44458000.0,102754000,603813000,11791000.0,,-9638000.0,11469000.0,351566000.0,,,
2002-08-31,282351000.0,,-7221000.0,0.0,663590000.0,48332000.0,115333000.0,383713000.0,171241667.0,2535952000.0,1671908000.0,38066000.0,61647000,61647000.0,176832000.0,746833000.0,33407000.0,0.0,-28669000.0,209513000.0,,16736000.0,8024000.0,83243000.0,,,-1804000.0,176832000.0,61647000.0,,0.36,1050279000.0,212574000.0,,0.0,-15641000.0,689043000.0,282013000.0,-9689000.0,8705000.0,68579000.0,69160000.0,1485673000.0,33407000.0,171241667.0,40628000.0,,70854000.0,292057000.0,770291000.0,36249000.0,143247000,-433261000.0,-21647000.0,,0.36,,864044000.0,1426783000.0,303446000.0,1203552000.0,69979000.0,,-48531000.0,,2071000.0,35753000.0,105181000,665726000,26233000.0,,-46304000.0,16570000.0,97896000.0,,,
2002-11-30,287476000.0,,17502000.0,0.0,610894000.0,82434000.0,134489000.0,397135000.0,171189189.0,2584841000.0,1678365000.0,35246000.0,63340000,63340000.0,175846000.0,695668000.0,50909000.0,0.0,-43179000.0,219964000.0,,17355000.0,8012000.0,84774000.0,,,431000.0,175846000.0,63340000.0,,0.37,1034242000.0,206765000.0,,-9642000.0,-10404000.0,699586000.0,283823000.0,-10066000.0,1717000.0,70542000.0,89224000.0,1550599000.0,50909000.0,171189189.0,33407000.0,,65357000.0,299989000.0,772014000.0,37237000.0,143223000,-433261000.0,-29735000.0,,0.37,,906476000.0,1490123000.0,338574000.0,1205275000.0,112169000.0,,-51488000.0,,1155000.0,38315000.0,107977000,680958000,58168000.0,,23137000.0,-9554000.0,100577000.0,,,
2003-02-28,273372000.0,,-8734000.0,0.0,566737000.0,40715000.0,187942000.0,389341000.0,168728571.0,2577213000.0,1686065000.0,35682000.0,59055000,59055000.0,174192000.0,654770000.0,42175000.0,0.0,-36432000.0,230171000.0,-325000.0,16223000.0,7434000.0,88033000.0,,,5377000.0,174192000.0,59055000.0,,0.34,1007425000.0,205006000.0,,-3090000.0,-10124000.0,708445000.0,274416000.0,-4689000.0,3616000.0,71303000.0,77199000.0,1569788000.0,42175000.0,173691176.0,50909000.0,,49912000.0,302328000.0,772614000.0,34560000.0,135906000,-433261000.0,-29065000.0,,0.35,,891148000.0,1503174000.0,352655000.0,1205875000.0,69780000.0,,-42082000.0,,761000.0,35024000.0,100224000,663757000,40293000.0,,-23296000.0,-1661000.0,93615000.0,,,
2003-05-31,278147000.0,,-9936000.0,0.0,534763000.0,44187000.0,153134000.0,397188000.0,,2582946000.0,1705402000.0,34067000.0,65211000,65211000.0,168567000.0,631775000.0,32239000.0,0.0,-27942000.0,228410000.0,-148000.0,28251000.0,7447000.0,97012000.0,,,6337000.0,168567000.0,65211000.0,,,936614000.0,206115000.0,,9664000.0,531000.0,721855000.0,278956000.0,2137000.0,9752000.0,76124000.0,57659000.0,1646332000.0,32239000.0,,42175000.0,,53909000.0,305721000.0,777432000.0,38460000.0,144456000,-480732000.0,-34572000.0,,,,877544000.0,1568071000.0,304839000.0,1258164000.0,78759000.0,,-60753000.0,,1712000.0,25420000.0,110389000,676144000,16527000.0,,-22812000.0,2293000.0,103671000.0,,,
2003-08-31,271766000.0,,22675000.0,0.0,527714000.0,41051000.0,85904000.0,390208000.0,171154054.0,2596126000.0,1698745000.0,35435000.0,63327000,63327000.0,176130000.0,626853000.0,54914000.0,-4343000.0,-47905000.0,224845000.0,-14088000.0,26653000.0,6880000.0,99139000.0,,,-1087000.0,176130000.0,63327000.0,,0.37,886148000.0,192859000.0,,1533000.0,4055000.0,726334000.0,287448000.0,1050000.0,2137000.0,77530000.0,92285000.0,1709978000.0,54914000.0,171154054.0,32239000.0,,48839000.0,299726000.0,779552000.0,37181000.0,146753000,-480732000.0,-31007000.0,,0.37,,897381000.0,1631398000.0,259295000.0,1260284000.0,72058000.0,,-1478000.0,,1406000.0,37371000.0,111318000,677656000,31415000.0,,-42297000.0,15593000.0,100508000.0,,,
2003-11-30,279588000.0,,43682000.0,0.0,482850000.0,151458000.0,116839000.0,407872000.0,169895122.0,2694943000.0,1697486000.0,35899000.0,69657000,69657000.0,176954000.0,584274000.0,98596000.0,0.0,-93097000.0,212910000.0,-70849000.0,23492000.0,6468000.0,101424000.0,,,7135000.0,176954000.0,69657000.0,,0.4,906525000.0,189822000.0,,180000.0,12073000.0,730850000.0,293437000.0,8185000.0,10701000.0,79178000.0,196115000.0,1788418000.0,98596000.0,174142500.0,54914000.0,,56271000.0,301869000.0,776814000.0,40918000.0,152382000,-480732000.0,-26014000.0,,0.41,,997457000.0,1701055000.0,322251000.0,1257546000.0,177472000.0,,-40693000.0,,1648000.0,97519000.0,116483000,701309000,68724000.0,,79190000.0,-7274000.0,110575000.0,,,
2004-02-29,276718000.0,,15156000.0,0.0,482576000.0,82908000.0,186275000.0,401229000.0,170494872.0,2755004000.0,1721972000.0,35861000.0,66493000,66493000.0,185019000.0,599227000.0,113752000.0,0.0,-93844000.0,204196000.0,-56923000.0,22250000.0,5958000.0,116651000.0,,,-3151000.0,185019000.0,66493000.0,,0.39,944272000.0,183536000.0,,7982000.0,9837000.0,756118000.0,295711000.0,5034000.0,19336000.0,87784000.0,248858000.0,1810732000.0,113752000.0,170494872.0,98596000.0,,48902000.0,295188000.0,782318000.0,39047000.0,146553000,-480732000.0,-27998000.0,,0.39,,1033032000.0,1717914000.0,345045000.0,1263050000.0,110906000.0,,-1906000.0,,3306000.0,135106000.0,110692000,696940000,33355000.0,,-4013000.0,12565000.0,105540000.0,,,
