date,quarterlyCashAndCashEquivalents,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyNetPPE,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicEPS,quarterlyResearchAndDevelopment,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyDilutedEPS,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyGoodwill,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyCurrentAccruedExpenses
2012-09-30,43608000.0,34813000,26735000.0,,,-183280000.0,1656000.0,2741945000.0,185502000.0,1043000.0,43608000.0,-322653000.0,-6000.0,243638000.0,18423000,-3636000.0,,,106920000.0,71786000.0,108755316.0,60340000.0,39396000.0,0.0,,,,-14956000.0,0.37,2486000.0,,-141894000.0,631000.0,12559000,-23125000.0,332643000.0,77922000.0,38606000,-309154000.0,-243546000.0,104252227.0,19768000.0,997000.0,64926000,-351000.0,-262313000.0,,109791000,43484000,,2935000000.0,8739000.0,3012922000.0,1682770000.0,0.0,3638000.0,1274516000.0,,1350127000.0,31494000.0,0.37,,43608000.0,78297000.0,13850000.0,121269000.0,0.0,41553000,38606000,1346489000.0,,,,,,,
2012-12-31,30785000.0,30681000,66943000.0,,3434000.0,-536145000.0,1173000.0,4867000.0,43608000.0,1107000.0,30785000.0,-234721000.0,202896000.0,85000000.0,19502000,-12395000.0,,-10223000.0,156128000.0,66603000.0,112007741.0,62918000.0,0.0,573000.0,15090000.0,,52299000.0,-14273000.0,0.33,1787000.0,,-12823000.0,-19051000.0,12710000,-20835000.0,52299000.0,90263000.0,36076000,-231869000.0,-235064000.0,107830985.0,21535000.0,1038000.0,107980000,-8245000.0,429924000.0,,113667000,48463000,20752000.0,3133214000.0,10150000.0,3223477000.0,1678146000.0,0.0,12268000.0,1491807000.0,19881000.0,1625847000.0,34523000.0,0.33,,30785000.0,79144000.0,6408000.0,109903000.0,12805000.0,38873000,36076000,1577599000.0,,,,,,,
2013-03-31,35575000.0,35794000,35939000.0,-589000.0,,-74912000.0,2008000.0,2995510000.0,30785000.0,1109000.0,35575000.0,-821000.0,,100000000.0,17366000,-3750000.0,-277000.0,,-22981000.0,66656000.0,114967087.0,51116000.0,0.0,0.0,,,45435000.0,-12759000.0,0.28,452000.0,,4790000.0,-1611000.0,12769000,-27730000.0,45435000.0,64828000.0,31425000,-23345000.0,-231369000.0,110809924.0,23025000.0,1023000.0,76330000,-589000.0,50295000.0,,119322000,47181000,,3164268000.0,-6406000.0,3229096000.0,1675944000.0,0.0,46611000.0,1499550000.0,9096000.0,1630509000.0,36347000.0,0.28,-6864000.0,35575000.0,82975000.0,-3181000.0,102102000.0,4727000.0,33931000,31425000,1583898000.0,,,,,,,
2013-06-30,206932000.0,36524000,39959000.0,-366000.0,,-244878000.0,2858000.0,3027654000.0,35575000.0,1112000.0,206932000.0,-657000.0,,0.0,18475000,-7342000.0,5838000.0,,139643000.0,72572000.0,115359245.0,75435000.0,0.0,0.0,,,46982000.0,5108000.0,0.31,,,171357000.0,1430000.0,13739000,-44488000.0,46982000.0,230692000.0,34466000,-43721000.0,-241391000.0,111137437.0,22785000.0,1562000.0,81219000,-366000.0,74778000.0,,126246000,54058000,,3201924000.0,11787000.0,3432616000.0,1842825000.0,0.0,31858000.0,1530406000.0,3258000.0,1795843000.0,35664000.0,0.31,1547000.0,206932000.0,90582000.0,-345000.0,101698000.0,3031000.0,37101000,34466000,1763985000.0,,,,,,,
2013-09-30,81699000.0,37371000,34633000.0,-171000.0,,-212558000.0,2281000.0,3223672000.0,206932000.0,1112000.0,81699000.0,-871000.0,0.0,0.0,17098000,-4196000.0,-4670000.0,,-164029000.0,81682000.0,117604515.0,72033000.0,0.0,0.0,,,58248000.0,3146000.0,0.26,,,-125233000.0,1787000.0,13943000,-44494000.0,58248000.0,112430000.0,29245000,-33237000.0,-256640000.0,111231452.0,23428000.0,1069000.0,75159000,-171000.0,71162000.0,,133111000,58491000,,3405809000.0,2630000.0,3518239000.0,1883072000.0,0.0,34052000.0,1514309000.0,7928000.0,1824824000.0,37249000.0,0.26,11266000.0,81699000.0,95862000.0,-7301000.0,100455000.0,-8175000.0,32352000,29245000,1757059000.0,,,,,,,
2013-12-31,126723000.0,39789000,85009000.0,-390000.0,6460000.0,-132024000.0,2837000.0,8969000.0,81699000.0,1157000.0,126723000.0,-4175000.0,205988000.0,0.0,20095000,-5990000.0,386000.0,-12805000.0,239022000.0,96755000.0,114560673.0,72675000.0,0.0,0.0,21774000.0,671000.0,60601000.0,10156000.0,0.66,,,45024000.0,-41431000.0,13795000,-46302000.0,61272000.0,197941000.0,76373000,-266673000.0,-226002000.0,113495805.0,25994000.0,1165000.0,131098000,-390000.0,68500000.0,,141934000,62371000,24037000.0,3779199000.0,4435000.0,3977140000.0,2045245000.0,0.0,6124000.0,1758470000.0,32025000.0,1983973000.0,39774000.0,0.66,2353000.0,126723000.0,102160000.0,1352000.0,91715000.0,41291000.0,82172000,76940000,1946647000.0,3481000.0,,,,,,
2014-03-31,47015000.0,43677000,44039000.0,0.0,,-127881000.0,2830000.0,3864904000.0,126723000.0,1158000.0,47015000.0,-1274000.0,,87000000.0,20260000,-5657000.0,-1424000.0,,112328000.0,95479000.0,121062845.0,64572000.0,0.0,,,,52886000.0,7528000.0,0.32,,,-79708000.0,1408000.0,15302000,-46347000.0,52886000.0,76007000.0,37223000,-256608000.0,-235009000.0,115438325.0,28375000.0,1121000.0,92674000,0.0,63298000.0,,152180000,62454000,,4047484000.0,-8565000.0,4123491000.0,2200307000.0,0.0,37543000.0,1750274000.0,8966000.0,2147421000.0,46049000.0,0.32,-7715000.0,47015000.0,106131000.0,1425000.0,89326000.0,363000.0,41209000,37340000,2109878000.0,,,,,,,
2014-06-30,53945000.0,43256000,49521000.0,0.0,,-110402000.0,3513000.0,3941042000.0,47015000.0,1160000.0,53945000.0,-1062000.0,,10000000.0,21321000,-6789000.0,633000.0,,-39423000.0,93818000.0,121254222.0,103187000.0,0.0,,,,65539000.0,2073000.0,0.36,,,6930000.0,5915000.0,14985000,-54527000.0,65539000.0,87236000.0,41540000,-56834000.0,-247871000.0,115653489.0,28271000.0,1678000.0,99113000,-9028000.0,102125000.0,,160240000,72054000,,4121654000.0,18912000.0,4208890000.0,2278182000.0,0.0,49016000.0,1736548000.0,12640000.0,2212643000.0,44930000.0,0.36,12653000.0,53945000.0,115310000.0,-9653000.0,86794000.0,-3136000.0,46008000,41665000,2163627000.0,,,,,,,
2014-09-30,49216000.0,43215000,58187000.0,0.0,,-74004000.0,-1006000.0,3954759000.0,53945000.0,1160000.0,49216000.0,-1300000.0,,40000000.0,21360000,-5661000.0,357000.0,,-50035000.0,97200000.0,121617554.0,88805000.0,0.0,,,,73528000.0,3735000.0,0.47,,,-4729000.0,-3652000.0,13966000,-54536000.0,73528000.0,87704000.0,54103000,-43499000.0,-248179000.0,115726911.0,29249000.0,1056000.0,108796000,9028000.0,87505000.0,,167368000,77929000,,4138191000.0,2397000.0,4225895000.0,2292297000.0,0.0,39888000.0,1739328000.0,12283000.0,2218769000.0,46224000.0,0.47,7989000.0,49216000.0,121144000.0,-5554000.0,86232000.0,219000.0,59193000,54228000,2178881000.0,,,,,,,
2014-12-31,47663000.0,45870000,51719000.0,0.0,7130000.0,-220841000.0,2233000.0,9730000.0,49216000.0,1163000.0,47663000.0,-1194000.0,,138000000.0,21072000,-11126000.0,505000.0,-15183000.0,125437000.0,116246000.0,121652351.0,81017000.0,0.0,,24913000.0,672000.0,65521000.0,-1484000.0,0.39,,,-1553000.0,3311000.0,16689000,-54681000.0,66193000.0,135184000.0,44998000,-208007000.0,-257738000.0,116032453.0,29181000.0,1129000.0,101972000,0.0,79823000.0,,167367000,75857000,28485000.0,4266923000.0,-2611000.0,4402107000.0,2490124000.0,0.0,8629000.0,1737425000.0,31946000.0,2423931000.0,45640000.0,0.39,-8007000.0,47663000.0,121727000.0,-19270000.0,89301000.0,-4718000.0,49486000,45122000,2369884000.0,5367000.0,,,,,,
2015-03-31,45304000.0,46677000,60884000.0,,,-228878000.0,2248000.0,4197853000.0,47663000.0,1164000.0,45304000.0,-1184000.0,,99000000.0,22128000,-6415000.0,-2367000.0,,1713000.0,96900000.0,122595718.0,87439000.0,0.0,,,,71553000.0,-7800000.0,0.46,,,-2359000.0,1548000.0,16249000,-54732000.0,71553000.0,83790000.0,53623000,-91511000.0,-258728000.0,116117615.0,30428000.0,1142000.0,113440000,,86255000.0,,173154000,76305000,,4380355000.0,-4059000.0,4464145000.0,2557090000.0,0.0,53625000.0,1732876000.0,3136000.0,2485537000.0,50172000.0,0.46,6032000.0,45304000.0,122982000.0,-10105000.0,85602000.0,4638000.0,58636000,53742000,2431912000.0,,,,,,,
2015-06-30,175893000.0,48207000,63141000.0,,,-744778000.0,2185000.0,4452046000.0,45304000.0,1228000.0,175893000.0,-1408000.0,,0.0,23507000,-8609000.0,1065000.0,,196019000.0,93572000.0,124475890.0,95848000.0,0.0,,,,69378000.0,-1819000.0,0.47,,,130589000.0,1091000.0,16655000,-68741000.0,69378000.0,203388000.0,55199000,-161278000.0,-272130000.0,116861678.0,31552000.0,1653000.0,118200000,,94440000.0,,185860000,86161000,,4630362000.0,-262000.0,4833750000.0,2410472000.0,0.0,52638000.0,2144173000.0,2071000.0,2341094000.0,51492000.0,0.47,-2175000.0,175893000.0,134368000.0,9926000.0,84744000.0,-1153000.0,60956000,55339000,2288456000.0,,,,,,,
2015-09-30,1115532000.0,47427000,81761000.0,,,-269620000.0,3561000.0,4452251000.0,175893000.0,1233000.0,1115532000.0,-2229000.0,30266000.0,185000000.0,21616000,-8188000.0,-945000.0,,1070290000.0,118737000.0,130398111.0,102994000.0,0.0,,,,76303000.0,-20812000.0,0.58,,,939639000.0,2389000.0,16716000,-72603000.0,76303000.0,1347177000.0,71545000,-233645000.0,-273015000.0,122644837.0,30711000.0,1590000.0,134088000,,100765000.0,,197497000,97584000,,4655659000.0,-8956000.0,6002836000.0,3615496000.0,0.0,71394000.0,2109292000.0,3016000.0,3539193000.0,52486000.0,0.58,6925000.0,1115532000.0,145011000.0,-203205000.0,84671000.0,4224000.0,78200000,71718000,3467799000.0,,,,,,,
2015-12-31,75799000.0,58904000,14898000.0,-1203738000.0,2172000.0,-297506000.0,3154000.0,10938000.0,1115532000.0,1241000.0,75799000.0,-2559000.0,-32000.0,36000000.0,31741000,-13954000.0,811000.0,-19609000.0,18449000.0,170349000.0,131021387.0,81048000.0,0.0,45019000.0,30547000.0,2223000.0,82693000.0,-6352000.0,0.07,,,-1039733000.0,3652000.0,18138000,-73226000.0,84916000.0,255660000.0,8506000,-1139230000.0,-337566000.0,123531844.0,40766000.0,1670000.0,87405000,-2885000.0,78489000.0,,225759000,104007000,35904000.0,5815747000.0,22705000.0,6071407000.0,3698803000.0,0.0,19133000.0,2089077000.0,46774000.0,3613887000.0,62848000.0,0.07,-10674000.0,75799000.0,162911000.0,120335000.0,106597000.0,-60401000.0,11744000,8675000,3535621000.0,10728000.0,,,,,,
2016-03-31,49753000.0,66299000,92172000.0,-4794000.0,,-52498000.0,2765000.0,5933959000.0,75799000.0,1251000.0,49753000.0,-908000.0,73574000.0,116000000.0,32592000,-6082000.0,-2878000.0,,137156000.0,170741000.0,131956094.0,95466000.0,0.0,318000.0,,,77108000.0,-35939000.0,0.66,,,-26046000.0,3702000.0,23402000,-73827000.0,77108000.0,97495000.0,82427000,-258668000.0,-328801000.0,124754174.0,42897000.0,1710000.0,167661000,-4794000.0,94558000.0,,229403000,97681000,,6193924000.0,-14781000.0,6291419000.0,3866034000.0,0.0,106738000.0,2143062000.0,15739000.0,3788926000.0,65423000.0,0.66,-5642000.0,49753000.0,163980000.0,-11921000.0,89224000.0,24156000.0,89407000,82592000,3682188000.0,,,,,,,
2016-06-30,41058000.0,64462000,93813000.0,-14515000.0,,-192617000.0,3773000.0,6164787000.0,49753000.0,1252000.0,41058000.0,-1220000.0,-205000.0,88000000.0,34042000,-12270000.0,4598000.0,,-5575000.0,137860000.0,132025915.0,144204000.0,0.0,1000000.0,,,91188000.0,-53845000.0,0.66,,,-8695000.0,3692000.0,20512000,-97687000.0,91188000.0,56775000.0,82830000,-147324000.0,-343444000.0,124914467.0,43950000.0,2383000.0,171805000,-14515000.0,142984000.0,,244273000,113440000,,6402223000.0,11471000.0,6458998000.0,4015781000.0,0.0,127593000.0,2114707000.0,485000.0,3924593000.0,66371000.0,0.66,5240000.0,41058000.0,177902000.0,58164000.0,99576000.0,11578000.0,90040000,83044000,3797000000.0,,,,,,,
2016-09-30,18692000.0,66092000,131692000.0,-6381000.0,,-342618000.0,4466000.0,6458763000.0,41058000.0,1258000.0,18692000.0,-690000.0,50054000.0,166000000.0,34737000,-13951000.0,-797000.0,,129463000.0,153091000.0,133763472.0,146489000.0,0.0,10673000.0,,,102470000.0,-41094000.0,0.94,,,-22366000.0,4882000.0,19537000,-98116000.0,102470000.0,44290000.0,117840000,-298318000.0,-323472000.0,125752291.0,46555000.0,1915000.0,212984000,-6381000.0,145799000.0,,257183000,124657000,,6697766000.0,2285000.0,6742056000.0,4212684000.0,0.0,118315000.0,2198826000.0,9156000.0,4110214000.0,66434000.0,0.93,11340000.0,18692000.0,190749000.0,-9084000.0,85912000.0,39201000.0,127226000,118088000,3991899000.0,,,,,,,
2016-12-31,43858000.0,67513000,95259000.0,-2551000.0,,-556904000.0,4843000.0,6770447000.0,18692000.0,1259000.0,43858000.0,-2150000.0,1000.0,365000000.0,37088000,-19636000.0,444000.0,-900861000.0,199787000.0,167076000.0,126065539.0,153104000.0,0.0,4962000.0,7649448000.0,1695000.0,101388000.0,16770000.0,0.65,,,25166000.0,4754000.0,18355000,-98188000.0,103083000.0,74353000.0,82227000,-327725000.0,-339257000.0,125525954.0,49158000.0,2037000.0,181505000,-2551000.0,150954000.0,,261016000,126171000,43923000.0,7017093000.0,9694000.0,7091446000.0,4495280000.0,0.0,24582000.0,2244892000.0,16611000.0,4392197000.0,67332000.0,0.65,-863000.0,43858000.0,193684000.0,-3949000.0,79570000.0,3513000.0,90416000,82403000,4306223000.0,9838000.0,,,,,,
2017-03-31,29311000.0,68240000,92858000.0,-1519000.0,,-187916000.0,3124000.0,6770593000.0,43858000.0,1259000.0,29311000.0,-1292000.0,0.0,363000000.0,37239000,-10450000.0,-1438000.0,,-127578000.0,136586000.0,132618644.0,113121000.0,0.0,581000.0,,,77106000.0,22816000.0,0.65,,,-14547000.0,4372000.0,18808000,-98212000.0,77106000.0,47793000.0,82085000,-90000.0,-355187000.0,125605403.0,49432000.0,1990000.0,179529000,-1519000.0,111829000.0,,263008000,124203000,,6986564000.0,-33530000.0,7034357000.0,4448542000.0,0.0,79981000.0,2236116000.0,6251000.0,4371436000.0,70565000.0,0.64,-30069000.0,29311000.0,192443000.0,46522000.0,79385000.0,3579000.0,89734000,82282000,4291455000.0,,,,,,,
2017-06-30,31648000.0,68497000,96965000.0,-1151000.0,,-498527000.0,2867000.0,6782788000.0,29311000.0,1260000.0,31648000.0,-2818000.0,0.0,128000000.0,38746000,-11310000.0,1575000.0,,-124647000.0,122293000.0,132783402.0,175928000.0,0.0,0.0,,,92678000.0,17003000.0,0.69,,,2337000.0,4270000.0,21865000,-98256000.0,92678000.0,53088000.0,86799000,-48944000.0,-366437000.0,125673156.0,46632000.0,2965000.0,182343000,-1151000.0,173110000.0,,276003000,136407000,,6984375000.0,20702000.0,7037463000.0,4458780000.0,0.0,77393000.0,2221791000.0,4676000.0,4366102000.0,71099000.0,0.69,11979000.0,31648000.0,204904000.0,-4533000.0,79294000.0,-2181000.0,94098000,87006000,4288709000.0,,,,,,,
2017-09-30,63732000.0,67573000,104238000.0,-351000.0,,-353427000.0,3163000.0,6770086000.0,31648000.0,1260000.0,63732000.0,-1525000.0,0.0,25000000.0,41034000,-10063000.0,58000.0,,-89786000.0,152730000.0,133044473.0,160580000.0,0.0,0.0,,,114247000.0,17731000.0,0.74,,,32084000.0,4431000.0,19498000,-98286000.0,114247000.0,85627000.0,93573000,-38710000.0,-370959000.0,125717517.0,48075000.0,2289000.0,193347000,-351000.0,159055000.0,,284156000,139881000,,7001328000.0,3577000.0,7086955000.0,4513230000.0,0.0,85971000.0,2215266000.0,4618000.0,4398983000.0,76702000.0,0.74,24515000.0,63732000.0,207454000.0,-513000.0,78512000.0,3990000.0,101075000,93764000,4313012000.0,,,,,,,
2017-12-31,55683000.0,67947000,223786000.0,-14923000.0,126818000.0,-68725000.0,-5529000.0,7132431000.0,63732000.0,1260000.0,55683000.0,-2184000.0,0.0,94000000.0,41595000,-9425000.0,1771000.0,-1060060000.0,126017000.0,163724000.0,134676639.0,147746000.0,0.0,0.0,8031923000.0,,96087000.0,33290000.0,1.71,,,-8049000.0,4319000.0,18790000,-98286000.0,96087000.0,88891000.0,215581000,-281812000.0,-253284000.0,126007129.0,49157000.0,2317000.0,314538000,-14923000.0,145562000.0,,281842000,141114000,,7366246000.0,-19623000.0,7455137000.0,4731330000.0,0.0,81026000.0,2350751000.0,2847000.0,4635243000.0,72781000.0,1.69,-16940000.0,55683000.0,209061000.0,-13084000.0,70091000.0,122732000.0,229315000,215961000,4554217000.0,,,,,,,
2018-03-31,35527000.0,73213000,96772000.0,-438000.0,,-226668000.0,1342000.0,7171599000.0,86044000.0,1260000.0,35527000.0,-1131000.0,,,42175000,-10464000.0,,,-172660000.0,181093000.0,132682560.0,171608000.0,,47944000.0,,,108931000.0,55271000.0,0.7,,,-31980000.0,4230000.0,21464000,-98327000.0,152204000.0,54064000.0,88256000,-30928000.0,-263355000.0,125772439.0,51749000.0,2726000.0,190696000,,170477000.0,,285485000,133912000,,7416560000.0,15972000.0,7470624000.0,4753978000.0,,87411000.0,2343754000.0,,4601774000.0,78360000.0,0.7,10434000.0,54064000.0,207125000.0,9172000.0,63868000.0,3597000.0,95430000,88256000,4514363000.0,,,,,,,
2018-06-30,49194000.0,73543000,104810000.0,-34314000.0,,-318817000.0,2097000.0,7390080000.0,54064000.0,1261000.0,49194000.0,-1089000.0,,,44523000,-11379000.0,,,45075000.0,165207000.0,132772772.0,168134000.0,,0.0,,,107252000.0,62930000.0,0.75,,,15042000.0,4219000.0,21651000,-108486000.0,150989000.0,69106000.0,94960000,-198167000.0,-276688000.0,125874130.0,51892000.0,3116000.0,201225000,,167045000.0,,296813000,144716000,,7652843000.0,4080000.0,7721949000.0,5006147000.0,,87663000.0,2341950000.0,,4855158000.0,78554000.0,0.75,-2546000.0,69106000.0,218259000.0,16054000.0,97556000.0,3429000.0,102713000,95153000,4767495000.0,,,,,,,
2018-09-30,45378000.0,71990000,142325000.0,-18054000.0,,-344374000.0,2638000.0,7425806000.0,69106000.0,1264000.0,45378000.0,-806000.0,,,47066000,-12485000.0,,,-103874000.0,191850000.0,134240290.0,189285000.0,,20000.0,,,126539000.0,68362000.0,1.03,,,-2523000.0,4306000.0,19707000,-108795000.0,170757000.0,66583000.0,130199000,-87934000.0,-255065000.0,126466837.0,52283000.0,2613000.0,241674000,,188479000.0,,306953000,153591000,,7732107000.0,19583000.0,7798690000.0,5028596000.0,,96384000.0,2395719000.0,,4857839000.0,81372000.0,1.02,19789000.0,66583000.0,225581000.0,-13889000.0,114451000.0,34429000.0,139687000,130418000,4761455000.0,,,,,,,
2018-12-31,57496000.0,71560000,112417000.0,-12694000.0,,-388927000.0,3167000.0,,66583000.0,1271000.0,57496000.0,-1271000.0,56451000.0,,49359000,-13660000.0,,,-15792000.0,158131000.0,133584084.0,148768000.0,,,,,101461000.0,34650000.0,0.8,,,6107000.0,6218000.0,18434000,-109299000.0,146658000.0,72690000.0,101289000,-126869000.0,-262902000.0,126466028.0,53126000.0,2721000.0,214902000,,147497000.0,,307353000,156677000,,7775288000.0,-24179000.0,7847978000.0,5062556000.0,,104383000.0,2413724000.0,,4915898000.0,79116000.0,0.8,,72690000.0,228237000.0,39000.0,125326000.0,3804000.0,109250000,101462000,4811515000.0,,,,,,,
2019-03-31,38988000.0,77337000,103973000.0,-17395000.0,,-255948000.0,1813000.0,,72690000.0,1274000.0,38988000.0,-1182000.0,,,48522000,-8512000.0,,,51774000.0,141842000.0,134289716.0,169339000.0,,,,,99302000.0,11807000.0,0.74,,,-25862000.0,4196000.0,22678000,-109523000.0,143872000.0,46828000.0,94603000,-246975000.0,-277655000.0,127037247.0,54659000.0,2954000.0,207154000,,168157000.0,,311546000,148477000,,8085686000.0,3638000.0,8132514000.0,5358702000.0,,110158000.0,2384149000.0,,5214830000.0,85732000.0,0.74,,46828000.0,225814000.0,,161029000.0,2630000.0,102160000,94770000,5001094000.0,,,,,,,
2019-06-30,47667000.0,77757000,115404000.0,-13949000.0,,-299350000.0,2715000.0,,46828000.0,1285000.0,47667000.0,-841000.0,,,48633000,-9142000.0,,,8202000.0,272083000.0,135654761.0,194068000.0,,,,,115056000.0,-27476000.0,0.82,,,8816000.0,4157000.0,23351000,-115572000.0,160137000.0,55644000.0,104652000,-193454000.0,-288399000.0,127585436.0,54406000.0,3998000.0,218443000,,193227000.0,,323602000,157993000,,8335075000.0,18421000.0,8390719000.0,5561908000.0,,132757000.0,2442209000.0,,5401771000.0,87852000.0,0.81,,55644000.0,235750000.0,,174480000.0,4326000.0,112689000,104828000,5038198000.0,,,,,,,
2019-09-30,62277000.0,78570000,120047000.0,-2317000.0,,-979316000.0,4052000.0,,55644000.0,1294000.0,62277000.0,-2936000.0,100056000.0,,48094000,-9943000.0,,,-254040000.0,141388000.0,137318475.0,181059000.0,,,,,122658000.0,-43439000.0,0.84,,,11071000.0,4092000.0,22519000,-116440000.0,167801000.0,66715000.0,107922000,84052000.0,-296752000.0,128776549.0,56051000.0,3035000.0,224192000,,178123000.0,,337505000,162638000,,8251715000.0,468000.0,8318430000.0,5410441000.0,,151591000.0,2522714000.0,,5242640000.0,96297000.0,0.83,,66715000.0,241208000.0,141133000.0,175442000.0,2704000.0,115995000,108087000,4812000000.0,,,,,,,
