date,quarterlyInterestExpense,quarterlyCommonStockIssuance,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyAccountsReceivable,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyTotalNonCurrentAssets,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyPurchaseOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyChangeInInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation
2016-06-30,192000000.0,,7032000000.0,1954000000.0,12000000.0,315000000.0,1970000000.0,398000000.0,-1631000000.0,1654000000,1653000000.0,-2904000000.0,-51000000.0,-1268000000.0,-2996000000.0,0.0,5659000000.0,12837000000.0,546000000.0,1962000000.0,2534000000.0,880000000.0,122000000.0,-1682000000.0,3815000000.0,26724000000.0,0.84,819000000.0,1653000000.0,31324000000.0,12047000000.0,-3340000000.0,49000000.0,-17000000.0,0.0,935000000.0,,819000000.0,0.0,2411000000,4881000000,-3062000000.0,193000000.0,47000000.0,-16000000.0,2957000000.0,4866000000.0,28181000000.0,1954000000.0,,-1107000000.0,151000000.0,819000000.0,-97000000.0,27915000000.0,-173000000.0,2460000000,124000000.0,3140000000.0,4212000000.0,22669000000.0,1924000000.0,,4600000000.0,5512000000.0,5285000000.0,-46000000.0,546000000.0,0.0,501000000.0,0.84,415000000.0,,,,,
2016-09-30,179000000.0,,6872000000.0,1952000000.0,-18000000.0,-478000000.0,1980000000.0,363000000.0,2442000000.0,1094000000,1093000000.0,-2851000000.0,-51000000.0,-1061000000.0,1479000000.0,0.0,5607000000.0,13878000000.0,766000000.0,1969000000.0,1727000000.0,633000000.0,146000000.0,2391000000.0,819000000.0,26531000000.0,0.56,2298000000.0,1093000000.0,32934000000.0,12042000000.0,-3278000000.0,51000000.0,-24000000.0,151000000.0,935000000.0,,2298000000.0,,2384000000,5193000000,962000000.0,296000000.0,-84000000.0,101000000.0,3150000000.0,4820000000.0,29987000000.0,1952000000.0,,-1106000000.0,-18000000.0,2298000000.0,98000000.0,27816000000.0,-171000000.0,2435000000,18000000.0,2944000000.0,5406000000.0,23092000000.0,2043000000.0,,6403000000.0,6895000000.0,5285000000.0,-2000000.0,766000000.0,-1742000000.0,791000000.0,0.56,412000000.0,,,,,
2016-12-31,189000000.0,,18880000000.0,,16000000.0,13835000000.0,2051000000.0,513000000.0,291000000.0,10278000000,10276000000.0,-2877000000.0,-61000000.0,-1693000000.0,2271000000.0,0.0,8416000000.0,13881000000.0,779000000.0,1958000000.0,15708000000.0,5430000000.0,151000000.0,230000000.0,2298000000.0,38672000000.0,,4569000000.0,10276000000.0,45932000000.0,12036000000.0,-2052000000.0,55000000.0,-6000000.0,534000000.0,935000000.0,,4569000000.0,0.0,2049000000,4733000000,408000000.0,425000000.0,3188000000.0,126000000.0,2828000000.0,4835000000.0,33159000000.0,,,-1191000000.0,-88000000.0,4569000000.0,3673000000.0,36906000000.0,-518000000.0,15775000000,-13886000000.0,12770000000.0,5762000000.0,25784000000.0,1905000000.0,,7260000000.0,7375000000.0,5285000000.0,8000000.0,779000000.0,0.0,489000000.0,,427000000.0,,,,,
2017-03-31,179000000.0,,18598000000.0,1939000000.0,-38000000.0,19000000.0,2122000000.0,520000000.0,2665000000.0,1402000000,1401000000.0,-2933000000.0,-33000000.0,-1776000000.0,659000000.0,0.0,8309000000.0,13884000000.0,528000000.0,1923000000.0,2091000000.0,689000000.0,135000000.0,2632000000.0,4569000000.0,38549000000.0,0.72,5228000000.0,1401000000.0,46175000000.0,12201000000.0,-2212000000.0,52000000.0,18000000.0,2000000.0,935000000.0,,5228000000.0,,2251000000,4589000000,1257000000.0,235000000.0,-23000000.0,-189000000.0,2779000000.0,4856000000.0,33912000000.0,1939000000.0,416000000.0,-1187000000.0,-68000000.0,5228000000.0,-230000000.0,37124000000.0,-551000000.0,2303000000,16000000.0,12260000000.0,6465000000.0,25612000000.0,1810000000.0,,7626000000.0,8300000000.0,5307000000.0,-199000000.0,528000000.0,,141000000.0,0.72,431000000.0,,,,,
2017-06-30,177000000.0,,19207000000.0,1931067961.0,-9000000.0,536000000.0,1999000000.0,505000000.0,-717000000.0,1990000000,1989000000.0,-2952000000.0,-58000000.0,-2240000000.0,-2973000000.0,3359000000.0,8527000000.0,13887000000.0,568000000.0,1900000000.0,2910000000.0,920000000.0,119000000.0,-775000000.0,5228000000.0,39115000000.0,1.03,2255000000.0,1989000000.0,43726000000.0,12196000000.0,-1838000000.0,52000000.0,15000000.0,43000000.0,935000000.0,,2255000000.0,,2551000000,5068000000,-2564000000.0,194000000.0,53000000.0,-44000000.0,3119000000.0,4852000000.0,31305000000.0,1931067961.0,108000000.0,-1182000000.0,123000000.0,2255000000.0,-16000000.0,37939000000.0,-1049000000.0,2603000000,-487000000.0,12418000000.0,4104000000.0,25723000000.0,1949000000.0,,4611000000.0,5582000000.0,5307000000.0,-1000000.0,568000000.0,,238000000.0,1.03,394000000.0,,,,,
2017-09-30,169000000.0,,19114000000.0,1915000000.0,0.0,198000000.0,1987000000.0,480000000.0,2217000000.0,1867000000,1866000000.0,-2939000000.0,-60000000.0,-1934000000.0,327000000.0,0.0,8234000000.0,13890000000.0,568000000.0,1907000000.0,2644000000.0,777000000.0,148000000.0,2157000000.0,2255000000.0,39004000000.0,0.97,2582000000.0,1866000000.0,44160000000.0,12196000000.0,-1946000000.0,51000000.0,-29000000.0,88000000.0,935000000.0,,2582000000.0,,2615000000,5123000000,499000000.0,270000000.0,-253000000.0,79000000.0,3183000000.0,4846000000.0,31991000000.0,1915000000.0,,-1175000000.0,12000000.0,2582000000.0,44000000.0,38542000000.0,-759000000.0,2666000000,46000000.0,12166000000.0,5128000000.0,25329000000.0,1940000000.0,,5156000000.0,6662000000.0,5307000000.0,16000000.0,568000000.0,,439000000.0,0.97,372000000.0,,,,,
2017-12-31,211000000.0,,18851000000.0,,0.0,191000000.0,2225000000.0,386000000.0,757000000.0,4968000000,4966000000.0,-2965000000.0,-48000000.0,-1821000000.0,-1329000000.0,0.0,5247000000.0,13030000000.0,698000000.0,1914000000.0,2183000000.0,-2785000000.0,142000000.0,709000000.0,2582000000.0,38858000000.0,,1253000000.0,4966000000.0,43202000000.0,12400000000.0,-1897000000.0,54000000.0,6000000.0,0.0,935000000.0,,1253000000.0,864000000.0,2172000000,4714000000,-1046000000.0,374000000.0,-2903000000.0,99000000.0,2870000000.0,4879000000.0,27822000000.0,,,-1263000000.0,-238000000.0,1253000000.0,-265000000.0,42251000000.0,-558000000.0,3201000000,-40000000.0,15377000000.0,4296000000.0,21030000000.0,1844000000.0,,4344000000.0,6792000000.0,5307000000.0,203000000.0,698000000.0,0.0,263000000.0,,283000000.0,,,,,
2018-03-31,166000000.0,,19053000000.0,1894000000.0,-23000000.0,314000000.0,2257000000.0,424000000.0,2809000000.0,1895000000,1894000000.0,-2988000000.0,-34000000.0,-1793000000.0,975000000.0,3153000000.0,5292000000.0,13033000000.0,618000000.0,1891000000.0,2466000000.0,571000000.0,133000000.0,2775000000.0,1314000000.0,39075000000.0,1.0,2191000000.0,1894000000.0,43899000000.0,12400000000.0,-1927000000.0,53000000.0,9000000.0,0.0,935000000.0,,2191000000.0,864000000.0,2318000000,4670000000,1087000000.0,203000000.0,54000000.0,-164000000.0,2936000000.0,4879000000.0,28502000000.0,1899000000.0,,-1257000000.0,-30000000.0,2289000000.0,-41000000.0,42816000000.0,-513000000.0,2371000000,76000000.0,15394000000.0,5078000000.0,21027000000.0,1734000000.0,,4824000000.0,7475000000.0,5307000000.0,-7000000.0,618000000.0,,243000000.0,1.0,296000000.0,,,,,
2018-06-30,178000000.0,,19034000000.0,1891000000.0,-2000000.0,235000000.0,2123000000.0,422000000.0,1041000000.0,1877000000,1876000000.0,-2940000000.0,-38000000.0,-1767000000.0,-766000000.0,,5376000000.0,13036000000.0,641000000.0,1878000000.0,2557000000.0,680000000.0,144000000.0,1003000000.0,2289000000.0,39046000000.0,0.99,1430000000.0,1876000000.0,43177000000.0,12405000000.0,-1652000000.0,51000000.0,-11000000.0,,935000000.0,,1430000000.0,864000000.0,2500000000,4879000000,-1165000000.0,209000000.0,10000000.0,6000000.0,3141000000.0,4818000000.0,27379000000.0,1891000000.0,,-1328000000.0,135000000.0,1523000000.0,-40000000.0,43369000000.0,-437000000.0,2551000000,34000000.0,15796000000.0,3990000000.0,20991000000.0,1738000000.0,,4131000000.0,6388000000.0,5307000000.0,-2000000.0,641000000.0,,252000000.0,0.99,230000000.0,,,,,
2018-09-30,159000000.0,,18673000000.0,1883000000.0,0.0,212000000.0,2077000000.0,532000000.0,2716000000.0,1944000000,1943000000.0,-2970000000.0,-60000000.0,-1691000000.0,969000000.0,,5427000000.0,11896000000.0,700000000.0,1891000000.0,2608000000.0,664000000.0,187000000.0,2656000000.0,1523000000.0,38788000000.0,1.03,2393000000.0,1943000000.0,43953000000.0,12385000000.0,-2034000000.0,64000000.0,-43000000.0,,935000000.0,,2393000000.0,2007000000.0,2555000000,5292000000,847000000.0,289000000.0,151000000.0,79000000.0,3255000000.0,4861000000.0,28457000000.0,1883000000.0,,-1324000000.0,42000000.0,2492000000.0,-56000000.0,43805000000.0,-367000000.0,2619000000,-68000000.0,15494000000.0,4842000000.0,19811000000.0,2037000000.0,,5165000000.0,8646000000.0,5307000000.0,4000000.0,700000000.0,,424000000.0,1.03,207000000.0,,,,,
2018-12-31,162000000.0,,30496000000.0,1865671642.0,-107000000.0,-253000000.0,2331000000.0,1430000000.0,1825000000.0,1251000000,1250000000.0,-3012000000.0,-106000000.0,9967000000.0,-1059000000.0,3891000000.0,5172000000.0,11898000000.0,797000000.0,1938000000.0,1710000000.0,459000000.0,142000000.0,1719000000.0,2492000000.0,51339000000.0,0.66,1333000000.0,1250000000.0,55638000000.0,12279000000.0,-2547000000.0,59000000.0,45000000.0,72000000.0,935000000.0,,1333000000.0,13848000000.0,2125000000,4786000000,306000000.0,399000000.0,-272000000.0,106000000.0,2922000000.0,4950000000.0,40849000000.0,1877000000.0,,-1506000000.0,-276000000.0,1433000000.0,-12851000000.0,43962000000.0,-356000000.0,2724000000,70000000.0,14787000000.0,5443000000.0,19656000000.0,1864000000.0,,4299000000.0,21193000000.0,5196000000.0,-2000000.0,797000000.0,,326000000.0,0.67,254000000.0,,,,,
2019-03-31,384000000.0,,32015000000.0,1874000000.0,-129000000.0,-378000000.0,2356000000.0,1511000000.0,2289000000.0,1121000000,1120000000.0,-2995000000.0,-38000000.0,1683000000.0,2022000000.0,3608000000.0,5353000000.0,27024000000.0,533000000.0,1922000000.0,1516000000.0,395000000.0,158000000.0,2251000000.0,1433000000.0,52971000000.0,0.597652,3352000000.0,1120000000.0,59233000000.0,12327000000.0,-2717000000.0,53000000.0,-16000000.0,,935000000.0,,3352000000.0,2144000000.0,2278000000,4389000000,641000000.0,205000000.0,-72000000.0,-189000000.0,2811000000.0,4917000000.0,45152000000.0,1874000000.0,,-1502000000.0,-25000000.0,3455000000.0,-1950000000.0,43582000000.0,-151000000.0,2286000000,201000000.0,14079000000.0,4367000000.0,35033000000.0,1578000000.0,-1831000000.0,6262000000.0,10119000000.0,5196000000.0,-81000000.0,525000000.0,-12800000000.0,554000000.0,0.6,357000000.0,,,,,
2019-06-30,312000000.0,,32094000000.0,1870000000.0,-2000000.0,163000000.0,2235000000.0,1480000000.0,103000000.0,1997000000,1996000000.0,-3016000000.0,-41000000.0,-1696000000.0,-1619000000.0,,5378000000.0,27096000000.0,569000000.0,1917000000.0,2601000000.0,604000000.0,163000000.0,62000000.0,3455000000.0,53018000000.0,1.07,1796000000.0,1996000000.0,57501000000.0,12331000000.0,-2646000000.0,53000000.0,-5000000.0,,935000000.0,,1796000000.0,2144000000.0,2750000000,5193000000,-2002000000.0,224000000.0,20000000.0,14000000.0,3319000000.0,4933000000.0,43035000000.0,1870000000.0,,-1499000000.0,121000000.0,1836000000.0,-26000000.0,44081000000.0,-195000000.0,2803000000,34000000.0,14464000000.0,4086000000.0,35083000000.0,1874000000.0,-1000000.0,4483000000.0,7952000000.0,5196000000.0,16000000.0,569000000.0,0.0,210000000.0,1.07,364000000.0,,,,,
2019-09-30,293000000.0,,27346000000.0,1868000000.0,4000000.0,-4780000000.0,2188000000.0,1364000000.0,2882000000.0,-2602000000,-2600000000.0,-3047000000.0,-81000000.0,-2637000000.0,-191000000.0,,5240000000.0,26903000000.0,552000000.0,1962000000.0,-2128000000.0,474000000.0,165000000.0,2801000000.0,1836000000.0,48622000000.0,-1.39,1604000000.0,-2600000000.0,52913000000.0,12688000000.0,-2402000000.0,57000000.0,0.0,,935000000.0,,1604000000.0,1000000000.0,2945000000,5412000000,785000000.0,246000000.0,-209000000.0,18000000.0,3497000000.0,5009000000.0,42276000000.0,1868000000.0,,-1497000000.0,51000000.0,1645000000.0,-436000000.0,39910000000.0,0.0,3002000000,141000000.0,10545000000.0,4843000000.0,34614000000.0,1915000000.0,-452000000.0,4291000000.0,7662000000.0,5262000000.0,97000000.0,552000000.0,-1144000000.0,319000000.0,-1.39,316000000.0,,,,,
2019-12-31,,,23581000000.0,1857981554.0,8000000.0,-3444000000.0,2293000000.0,1003000000.0,2563000000.0,-1814000000,-1809000000.0,-3075000000.0,-86000000.0,-2062000000.0,515000000.0,,5083000000.0,27042000000.0,572000000.0,1999000000.0,-1223000000.0,591000000.0,152000000.0,2477000000.0,1645000000.0,44447000000.0,-1.0,2117000000.0,-1809000000.0,49271000000.0,12687000000.0,-2864000000.0,63000000.0,13000000.0,,935000000.0,,2117000000.0,1000000000.0,2512000000,4802000000,523000000.0,325000000.0,166000000.0,78000000.0,3084000000.0,5074000000.0,42952000000.0,1865000000.0,,-1571000000.0,-105000000.0,2160000000.0,14000000.0,36539000000.0,-499000000.0,2575000000,35000000.0,6222000000.0,5284000000.0,34778000000.0,1718000000.0,-41000000.0,4824000000.0,8174000000.0,5177000000.0,141000000.0,556000000.0,0.0,146000000.0,-0.973637,345000000.0,,,,,
