date,quarterlyInterestExpense,quarterlyCommonStockIssuance,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyAccountsReceivable,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyTotalNonCurrentAssets,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyPurchaseOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyChangeInInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation
1994-09-30,310000000.0,26000000.0,,2595000000.0,9000000.0,0.0,7708000000.0,7868000000.0,2129000000.0,1230000000,1230000000.0,-7152000000.0,-465000000.0,-1449000000.0,43000000.0,9564000000.0,3394000000.0,15557000000.0,4412000000.0,10865000000.0,2147000000.0,917000000.0,4852000000.0,1664000000.0,255000000.0,38642000000.0,0.47,354000000.0,1230000000.0,52882000000.0,19909000000.0,,427000000.0,,,,-226000000.0,354000000.0,1763000000.0,2457000000,13673000000,248000000.0,2719000000.0,162000000.0,,6869000000.0,18017000000.0,39943000000.0,2595000000.0,,-599000000.0,-273000000.0,354000000.0,-624000000.0,17175000000.0,-455000000.0,2894000000,46000000.0,12939000000.0,,25897000000.0,6804000000.0,,14240000000.0,14046000000.0,,28000000.0,3975000000.0,,1326000000.0,0.47,6946000000.0,,,,,
1994-12-31,292000000.0,14000000.0,,,-15000000.0,0.0,7987000000.0,7826000000.0,2531000000.0,1092000000,1092000000.0,-7083000000.0,-573000000.0,-2093000000.0,-114000000.0,8283000000.0,3395000000.0,14975000000.0,5181000000.0,11171000000.0,1876000000.0,784000000.0,4382000000.0,1958000000.0,354000000.0,38741000000.0,,184000000.0,1092000000.0,52649000000.0,19744000000.0,,1083000000.0,,,,-164000000.0,184000000.0,1497000000.0,2168000000,13844000000,1083000000.0,3789000000.0,-345000000.0,,7349000000.0,18254000000.0,39863000000.0,,,-713000000.0,-307000000.0,184000000.0,-569000000.0,17489000000.0,-523000000.0,3251000000,-472000000.0,12786000000.0,,26294000000.0,6495000000.0,,13908000000.0,13569000000.0,,268000000.0,4098000000.0,,1355000000.0,,7924000000.0,,,,,
1995-03-31,318000000.0,53000000.0,,2550000000.0,0.0,-28000000.0,8062000000.0,7769000000.0,407000000.0,1363000000,1335000000.0,-7306000000.0,-308000000.0,-675000000.0,73000000.0,8930000000.0,3359000000.0,15621000000.0,4251000000.0,11235000000.0,2330000000.0,967000000.0,4973000000.0,99000000.0,184000000.0,38850000000.0,0.52,257000000.0,1335000000.0,53487000000.0,19846000000.0,,578000000.0,,38000000.0,,-26000000.0,257000000.0,1489000000.0,2648000000,13300000000,-1950000000.0,2528000000.0,105000000.0,,6899000000.0,18541000000.0,40077000000.0,2550000000.0,,-706000000.0,-132000000.0,257000000.0,345000000.0,18085000000.0,-478000000.0,3226000000,199000000.0,13410000000.0,,27130000000.0,6401000000.0,,14637000000.0,12947000000.0,,641000000.0,3673000000.0,,1345000000.0,0.52,8150000000.0,,,,,
1995-06-30,308000000.0,78000000.0,,2532000000.0,-3968000000.0,0.0,7522000000.0,8001000000.0,2243000000.0,1410000000,1410000000.0,-7553000000.0,-354000000.0,-1821000000.0,-66000000.0,8618000000.0,3158000000.0,13802000000.0,4377000000.0,11387000000.0,2411000000.0,1001000000.0,5029000000.0,1889000000.0,257000000.0,39234000000.0,0.56,191000000.0,1410000000.0,53263000000.0,19846000000.0,,278000000.0,,,,,191000000.0,1231000000.0,2719000000,13763000000,603000000.0,2659000000.0,28000000.0,,7096000000.0,18940000000.0,39383000000.0,2532000000.0,,565000000.0,602000000.0,191000000.0,-498000000.0,18788000000.0,-493000000.0,3147000000,-128000000.0,13880000000.0,,26875000000.0,6667000000.0,,14029000000.0,12508000000.0,,-132000000.0,3949000000.0,,1287000000.0,0.56,9915000000.0,,,,,
1995-09-30,290000000.0,77000000.0,,2517000000.0,3943000000.0,0.0,7612000000.0,8205000000.0,1787000000.0,1433000000,1433000000.0,-7627000000.0,-392000000.0,-897000000.0,687000000.0,9363000000.0,3596000000.0,14247000000.0,4303000000.0,11272000000.0,2449000000.0,1016000000.0,4945000000.0,1395000000.0,191000000.0,38967000000.0,0.57,878000000.0,1433000000.0,53690000000.0,19490000000.0,,427000000.0,,,,,878000000.0,2419000000.0,2739000000,13329000000,-488000000.0,2280000000.0,140000000.0,,7042000000.0,18899000000.0,39792000000.0,2517000000.0,,-1960000000.0,-189000000.0,878000000.0,-205000000.0,19369000000.0,-542000000.0,3166000000,,13898000000.0,,25730000000.0,6287000000.0,,14723000000.0,14062000000.0,,187000000.0,3876000000.0,,1288000000.0,0.57,7887000000.0,,,,,
1995-12-31,263000000.0,83000000.0,,,-3000000.0,0.0,7862000000.0,8497000000.0,2250000000.0,1272000000,1272000000.0,-7485000000.0,-567000000.0,-2234000000.0,260000000.0,8861000000.0,3738000000.0,13107000000.0,4227000000.0,11116000000.0,2157000000.0,885000000.0,4508000000.0,1683000000.0,878000000.0,38932000000.0,,1138000000.0,1272000000.0,53811000000.0,19319000000.0,,388000000.0,,,,,1138000000.0,2719000000.0,2420000000,12747000000,1161000000.0,3364000000.0,41000000.0,,6647000000.0,18601000000.0,39826000000.0,,,-838000000.0,-286000000.0,1138000000.0,249000000.0,19779000000.0,-607000000.0,2808000000,,13985000000.0,,24882000000.0,6100000000.0,,14879000000.0,14944000000.0,,816000000.0,3839000000.0,,1371000000.0,,8037000000.0,,,,,
1996-03-31,277000000.0,101000000.0,,2490000000.0,0.0,0.0,8547000000.0,8576000000.0,614000000.0,1565000000,1565000000.0,-7778000000.0,-316000000.0,-584000000.0,-458000000.0,9616000000.0,3740000000.0,14156000000.0,4334000000.0,11276000000.0,2652000000.0,1087000000.0,5109000000.0,298000000.0,1138000000.0,39052000000.0,0.63,680000000.0,1565000000.0,54752000000.0,19200000000.0,,421000000.0,,,,,680000000.0,2559000000.0,2929000000,13734000000,-1457000000.0,2352000000.0,7000000.0,,7263000000.0,19054000000.0,40582000000.0,2490000000.0,,-832000000.0,-467000000.0,680000000.0,-488000000.0,20507000000.0,-716000000.0,3350000000,11000000.0,14170000000.0,,26055000000.0,6471000000.0,,15700000000.0,14527000000.0,,-172000000.0,3913000000.0,,1364000000.0,0.63,8159000000.0,,,,,
1996-06-30,266000000.0,91000000.0,,2469000000.0,-11000000.0,0.0,8201000000.0,9078000000.0,2181000000.0,1621000000,1621000000.0,-7928000000.0,-372000000.0,-874000000.0,485000000.0,9476000000.0,465000000.0,13066000000.0,4352000000.0,11293000000.0,2748000000.0,1127000000.0,5168000000.0,1809000000.0,680000000.0,39253000000.0,0.66,1165000000.0,1621000000.0,55026000000.0,18882000000.0,,412000000.0,,,,,1165000000.0,2724000000.0,3014000000,13760000000,-366000000.0,2325000000.0,153000000.0,,7366000000.0,19221000000.0,40803000000.0,2469000000.0,,-829000000.0,256000000.0,1165000000.0,-779000000.0,21297000000.0,-645000000.0,3426000000,428000000.0,14223000000.0,,26278000000.0,6394000000.0,,15773000000.0,14525000000.0,,-407000000.0,3940000000.0,,1239000000.0,0.66,12747000000.0,,,,,
1996-09-30,281000000.0,149000000.0,,2454000000.0,-20000000.0,0.0,8601000000.0,9165000000.0,1727000000.0,1646000000,1646000000.0,-8081000000.0,-1241000000.0,-2091000000.0,-706000000.0,9291000000.0,4067000000.0,14233000000.0,4297000000.0,11412000000.0,2790000000.0,1144000000.0,5105000000.0,486000000.0,1165000000.0,39341000000.0,0.67,459000000.0,1646000000.0,54721000000.0,18764000000.0,,426000000.0,,,,,459000000.0,2296000000.0,3071000000,13688000000,-221000000.0,2457000000.0,170000000.0,,7368000000.0,19493000000.0,40346000000.0,2454000000.0,,-822000000.0,-406000000.0,459000000.0,-342000000.0,21976000000.0,-736000000.0,3497000000,-226000000.0,14375000000.0,,26302000000.0,6320000000.0,,15380000000.0,14044000000.0,,591000000.0,3871000000.0,,1215000000.0,0.67,8002000000.0,,,,,
1996-12-31,262000000.0,107000000.0,,,-57000000.0,0.0,9002000000.0,3587000000.0,3112000000.0,1471000000,1471000000.0,-8221000000.0,-469000000.0,-2857000000.0,-219000000.0,9352000000.0,4367000000.0,12961000000.0,4338000000.0,17096000000.0,2493000000.0,1022000000.0,4466000000.0,2643000000.0,459000000.0,39681000000.0,,240000000.0,1471000000.0,54871000000.0,18998000000.0,,432000000.0,,,,,240000000.0,2279000000.0,2755000000,13371000000,1372000000.0,3409000000.0,-167000000.0,,7093000000.0,25317000000.0,40653000000.0,,,-979000000.0,-335000000.0,240000000.0,-446000000.0,22478000000.0,-673000000.0,3187000000,256000000.0,14218000000.0,,25613000000.0,6278000000.0,,15190000000.0,15040000000.0,,-281000000.0,3906000000.0,,1482000000.0,,8285000000.0,,,,,
1997-03-31,287000000.0,106000000.0,,2429000000.0,0.0,0.0,8812000000.0,9213000000.0,695000000.0,1773000000,1773000000.0,-8158000000.0,-510000000.0,-245000000.0,81000000.0,9795000000.0,4454000000.0,13979000000.0,4391000000.0,11376000000.0,2979000000.0,1206000000.0,5209000000.0,185000000.0,240000000.0,38896000000.0,0.73,321000000.0,1773000000.0,54722000000.0,18307000000.0,,430000000.0,,,,,321000000.0,2361000000.0,3266000000,14093000000,-3895000000.0,2077000000.0,64000000.0,,7657000000.0,19534000000.0,40905000000.0,2429000000.0,,-976000000.0,-120000000.0,321000000.0,-321000000.0,23276000000.0,-678000000.0,3696000000,2345000000.0,13817000000.0,,26672000000.0,6436000000.0,,15826000000.0,14233000000.0,,37000000.0,3961000000.0,,1484000000.0,0.73,8239000000.0,,,,,
1997-06-30,279000000.0,-48000000.0,,2426000000.0,-77000000.0,0.0,8860000000.0,9369000000.0,2762000000.0,1836000000,1836000000.0,-8382000000.0,-458000000.0,-2126000000.0,-4000000.0,9755000000.0,4574000000.0,13135000000.0,4514000000.0,11547000000.0,3085000000.0,1249000000.0,5175000000.0,2304000000.0,321000000.0,39053000000.0,0.76,317000000.0,1836000000.0,54972000000.0,18137000000.0,,425000000.0,,,,,317000000.0,2342000000.0,3364000000,14290000000,2893000000.0,2428000000.0,77000000.0,,7878000000.0,19929000000.0,40524000000.0,2426000000.0,,-970000000.0,-27000000.0,317000000.0,-635000000.0,24073000000.0,-127000000.0,3789000000,,14448000000.0,,25999000000.0,6412000000.0,,15919000000.0,14525000000.0,,-189000000.0,4089000000.0,,1567000000.0,0.76,8290000000.0,,,,,
1997-09-30,249000000.0,39000000.0,,2423000000.0,5000000.0,-812000000.0,8925000000.0,9460000000.0,1631000000.0,1406000000,1406000000.0,-8390000000.0,-208000000.0,-875000000.0,462000000.0,9847000000.0,4555000000.0,13283000000.0,4245000000.0,11609000000.0,2363000000.0,957000000.0,5050000000.0,1423000000.0,317000000.0,38892000000.0,0.58,779000000.0,1406000000.0,55043000000.0,17823000000.0,,391000000.0,,,,,779000000.0,2195000000.0,3424000000,13991000000,-620000000.0,2305000000.0,102000000.0,,7669000000.0,19999000000.0,40402000000.0,2423000000.0,,-970000000.0,-184000000.0,779000000.0,-264000000.0,24519000000.0,0.0,3815000000,,14641000000.0,,26055000000.0,6322000000.0,,16151000000.0,14347000000.0,,-721000000.0,3854000000.0,,1397000000.0,0.58,8217000000.0,,,,,
1997-12-31,237000000.0,108000000.0,,,-2000000.0,-645000000.0,9039000000.0,9097000000.0,3252000000.0,1295000000,1295000000.0,-8381000000.0,-698000000.0,-2275000000.0,1503000000.0,10080000000.0,4766000000.0,12430000000.0,4270000000.0,11621000000.0,2184000000.0,889000000.0,4294000000.0,2554000000.0,779000000.0,38507000000.0,,2282000000.0,1295000000.0,55947000000.0,17789000000.0,,454000000.0,,,,,2282000000.0,1673000000.0,3066000000,13740000000,1734000000.0,3318000000.0,-174000000.0,,7336000000.0,20002000000.0,41027000000.0,,,-969000000.0,-200000000.0,2282000000.0,601000000.0,24924000000.0,0.0,3520000000,91000000.0,14920000000.0,,25956000000.0,6404000000.0,,17440000000.0,15071000000.0,,572000000.0,3816000000.0,,1825000000.0,,8760000000.0,,,,,
1998-03-31,244000000.0,71000000.0,,2425000000.0,-54000000.0,-806000000.0,9719000000.0,8901000000.0,471000000.0,1382000000,1382000000.0,-8599000000.0,-341000000.0,196000000.0,172000000.0,10456000000.0,4750000000.0,12465000000.0,4368000000.0,11757000000.0,2319000000.0,937000000.0,4974000000.0,130000000.0,2282000000.0,38394000000.0,0.57,2454000000.0,1382000000.0,57358000000.0,17736000000.0,,434000000.0,,,,,2454000000.0,2776000000.0,3369000000,14156000000,-1824000000.0,2597000000.0,67000000.0,,7737000000.0,20356000000.0,42116000000.0,2444000000.0,,-970000000.0,-631000000.0,2454000000.0,-480000000.0,25346000000.0,,3803000000,412000000.0,15242000000.0,,26287000000.0,6419000000.0,,18964000000.0,15829000000.0,,-139000000.0,3934000000.0,,1817000000.0,0.57,9072000000.0,,,,,
1998-06-30,238000000.0,27000000.0,,2428000000.0,-19000000.0,-199000000.0,9119000000.0,9094000000.0,3188000000.0,1736000000,1736000000.0,-8740000000.0,-465000000.0,-537000000.0,2151000000.0,11047000000.0,4853000000.0,13127000000.0,4849000000.0,11855000000.0,2902000000.0,1166000000.0,5293000000.0,2723000000.0,2454000000.0,38506000000.0,0.71,4605000000.0,1736000000.0,59363000000.0,17557000000.0,,429000000.0,,,,,4605000000.0,2527000000.0,3339000000,14786000000,631000000.0,2505000000.0,113000000.0,,8188000000.0,20595000000.0,43341000000.0,2443000000.0,,-972000000.0,568000000.0,4605000000.0,-500000000.0,26111000000.0,,3768000000,279000000.0,16022000000.0,,27262000000.0,6598000000.0,,20857000000.0,16079000000.0,,-35000000.0,4420000000.0,,1840000000.0,0.72,9282000000.0,,,,,
1998-09-30,200000000.0,59000000.0,,2430000000.0,-93000000.0,-111000000.0,9246000000.0,9371000000.0,2757000000.0,1980000000,1980000000.0,-9045000000.0,-422000000.0,-1262000000.0,919000000.0,11096000000.0,4902000000.0,13292000000.0,4514000000.0,12113000000.0,3302000000.0,1322000000.0,5122000000.0,2335000000.0,4605000000.0,39137000000.0,0.81,5524000000.0,1980000000.0,60875000000.0,17653000000.0,,428000000.0,,,,,5524000000.0,2304000000.0,3613000000,14371000000,271000000.0,2692000000.0,66000000.0,,8127000000.0,21158000000.0,43641000000.0,2448000000.0,,-971000000.0,35000000.0,5524000000.0,-650000000.0,27033000000.0,,4041000000,12000000.0,17234000000.0,,27549000000.0,6244000000.0,,21738000000.0,16092000000.0,,-221000000.0,4086000000.0,,1846000000.0,0.81,9355000000.0,,,,,
1998-12-31,208000000.0,108000000.0,,,-34000000.0,-2265000000.0,9445000000.0,9789000000.0,1704000000.0,274000000,274000000.0,-8899000000.0,-593000000.0,-2291000000.0,-1443000000.0,10973000000.0,5080000000.0,12615000000.0,5010000000.0,12335000000.0,564000000.0,290000000.0,4691000000.0,1111000000.0,5524000000.0,39690000000.0,,4081000000.0,274000000.0,59920000000.0,17566000000.0,,399000000.0,,,,,4081000000.0,2047000000.0,3036000000,14499000000,1047000000.0,3359000000.0,30000000.0,,8046000000.0,21234000000.0,43723000000.0,,,-1071000000.0,-164000000.0,4081000000.0,-924000000.0,26261000000.0,,3435000000,-46000000.0,16197000000.0,,27344000000.0,6453000000.0,,20230000000.0,16379000000.0,,-354000000.0,4611000000.0,,2013000000.0,,9649000000.0,,,,,
1999-03-31,206000000.0,38000000.0,,2424000000.0,12000000.0,0.0,9610000000.0,9916000000.0,1953000000.0,1787000000,1787000000.0,-8941000000.0,-323000000.0,-2363000000.0,-887000000.0,11916000000.0,5095000000.0,11960000000.0,4969000000.0,12167000000.0,2955000000.0,1168000000.0,4941000000.0,1630000000.0,4081000000.0,39123000000.0,0.73,3194000000.0,1787000000.0,58782000000.0,17040000000.0,-1581000000.0,403000000.0,,,935000000.0,,3194000000.0,1834000000.0,3161000000,15134000000,-503000000.0,2493000000.0,53000000.0,,8130000000.0,21108000000.0,42941000000.0,2439000000.0,,-1070000000.0,-332000000.0,3194000000.0,-425000000.0,26991000000.0,-613000000.0,3564000000,213000000.0,15841000000.0,,26698000000.0,7004000000.0,,19659000000.0,16243000000.0,,-52000000.0,4566000000.0,,1914000000.0,0.74,9643000000.0,,,,,
1999-06-30,222000000.0,31000000.0,,2406000000.0,-66000000.0,0.0,9104000000.0,10543000000.0,3498000000.0,2030000000,2030000000.0,-9105000000.0,-401000000.0,-1307000000.0,1214000000.0,12598000000.0,5173000000.0,13052000000.0,4779000000.0,12170000000.0,3355000000.0,1325000000.0,4865000000.0,3097000000.0,3194000000.0,39981000000.0,0.84,4408000000.0,2030000000.0,60453000000.0,17268000000.0,-1709000000.0,421000000.0,,,935000000.0,,4408000000.0,1320000000.0,3577000000,15567000000,1336000000.0,2630000000.0,40000000.0,,8356000000.0,21275000000.0,44512000000.0,2417000000.0,,-1067000000.0,385000000.0,4408000000.0,-924000000.0,27957000000.0,-862000000.0,3998000000,-309000000.0,15941000000.0,,27964000000.0,7211000000.0,,20472000000.0,16548000000.0,,-217000000.0,4358000000.0,,2095000000.0,0.84,9739000000.0,,,,,
1999-09-30,199000000.0,39000000.0,,2386000000.0,-56000000.0,0.0,8937000000.0,11116000000.0,3793000000.0,2001000000,2001000000.0,-9272000000.0,-427000000.0,-1464000000.0,1468000000.0,14097000000.0,5335000000.0,13123000000.0,4813000000.0,12173000000.0,3317000000.0,1316000000.0,4711000000.0,3366000000.0,4408000000.0,40427000000.0,0.84,5876000000.0,2001000000.0,62320000000.0,17138000000.0,-1855000000.0,430000000.0,,,935000000.0,,5876000000.0,1608000000.0,3516000000,15492000000,1296000000.0,2318000000.0,7000000.0,,8329000000.0,21445000000.0,46425000000.0,2396000000.0,,-1058000000.0,136000000.0,5876000000.0,-864000000.0,28819000000.0,-738000000.0,3946000000,59000000.0,15895000000.0,,28402000000.0,7163000000.0,,21893000000.0,18023000000.0,,-407000000.0,4383000000.0,,2369000000.0,0.84,9944000000.0,,,,,
1999-12-31,473000000.0,-34000000.0,,,-25000000.0,0.0,9028000000.0,11336000000.0,2131000000.0,1857000000,1857000000.0,-9328000000.0,-598000000.0,-2363000000.0,-776000000.0,12424000000.0,5680000000.0,12226000000.0,5259000000.0,12271000000.0,3068000000.0,1211000000.0,4313000000.0,1533000000.0,5876000000.0,40486000000.0,,5100000000.0,1857000000.0,61381000000.0,16879000000.0,-2108000000.0,448000000.0,,,935000000.0,,5100000000.0,2242000000.0,3236000000,15558000000,-207000000.0,3351000000.0,44000000.0,,8495000000.0,21599000000.0,46076000000.0,,,-1143000000.0,-228000000.0,5100000000.0,-469000000.0,29556000000.0,-1116000000.0,3684000000,31000000.0,15305000000.0,,28059000000.0,7063000000.0,,20895000000.0,18017000000.0,,90000000.0,4811000000.0,,2454000000.0,,10153000000.0,,,,,
2000-03-31,185000000.0,5000000.0,,2309195402.0,7000000.0,0.0,8686000000.0,11353000000.0,3343000000.0,2009000000,2009000000.0,-9412000000.0,-305000000.0,-3358000000.0,-874000000.0,14062000000.0,5730000000.0,11757000000.0,5091000000.0,12381000000.0,3293000000.0,1284000000.0,4621000000.0,3038000000.0,5100000000.0,40644000000.0,0.87,4226000000.0,2009000000.0,60647000000.0,16910000000.0,-2302000000.0,428000000.0,,,935000000.0,,4226000000.0,1337000000.0,3478000000,15590000000,752000000.0,2493000000.0,7000000.0,,8569000000.0,21793000000.0,45532000000.0,2309195402.0,,-1125000000.0,281000000.0,4226000000.0,-751000000.0,30378000000.0,-916000000.0,3906000000,175000000.0,15115000000.0,,27640000000.0,7021000000.0,,20003000000.0,17892000000.0,,-120000000.0,4663000000.0,,2470000000.0,0.87,10153000000.0,,,,,
2000-06-30,193000000.0,24000000.0,,2261458333.0,-90000000.0,0.0,8113000000.0,11776000000.0,2506000000.0,2171000000,2171000000.0,-9521000000.0,-395000000.0,-1797000000.0,-2000000.0,12956000000.0,5933000000.0,11255000000.0,5440000000.0,12355000000.0,3559000000.0,1388000000.0,4710000000.0,2111000000.0,4226000000.0,40817000000.0,0.95,4224000000.0,2171000000.0,59786000000.0,16686000000.0,-2562000000.0,433000000.0,,,935000000.0,,4224000000.0,2024000000.0,3752000000,16423000000,-717000000.0,2426000000.0,760000000.0,,9192000000.0,21876000000.0,44708000000.0,2285263158.0,,-1104000000.0,481000000.0,4224000000.0,-624000000.0,31468000000.0,-891000000.0,4185000000,-134000000.0,15078000000.0,,27302000000.0,7231000000.0,,18969000000.0,17406000000.0,,-248000000.0,5007000000.0,,1922000000.0,0.96,10114000000.0,,,,,
2000-09-30,158000000.0,8000000.0,,2229807692.0,-44000000.0,0.0,8100000000.0,12047000000.0,3266000000.0,2319000000,2319000000.0,-9501000000.0,-418000000.0,-2228000000.0,555000000.0,13862000000.0,6089000000.0,10217000000.0,4791000000.0,12252000000.0,3806000000.0,1487000000.0,4549000000.0,2848000000.0,4224000000.0,40680000000.0,1.03,4779000000.0,2319000000.0,60279000000.0,16381000000.0,-2997000000.0,418000000.0,,,935000000.0,,4779000000.0,2736000000.0,3964000000,15757000000,1054000000.0,2703000000.0,-37000000.0,,8755000000.0,21753000000.0,45377000000.0,2251456311.0,,-1087000000.0,-146000000.0,4779000000.0,-311000000.0,32617000000.0,-903000000.0,4382000000,-349000000.0,14902000000.0,,26076000000.0,7002000000.0,,19599000000.0,19301000000.0,,-111000000.0,4373000000.0,,2171000000.0,1.04,9770000000.0,,,,,
2000-12-31,542000000.0,75000000.0,,,-166000000.0,0.0,8765000000.0,13436000000.0,1929000000.0,2011000000,2011000000.0,-9603000000.0,-564000000.0,10041000000.0,-3842000000.0,13221000000.0,6665000000.0,19154000000.0,5253000000.0,15303000000.0,3302000000.0,1291000000.0,5019000000.0,1365000000.0,4779000000.0,61829000000.0,,937000000.0,2011000000.0,79067000000.0,33090000000.0,-2950000000.0,438000000.0,,,935000000.0,,937000000.0,9968000000.0,3485000000,15506000000,-577000000.0,3787000000.0,276000000.0,,8738000000.0,24906000000.0,64062000000.0,,,-1184000000.0,125000000.0,937000000.0,-15820000000.0,33481000000.0,-887000000.0,3923000000,-119000000.0,15005000000.0,,37086000000.0,6768000000.0,,17238000000.0,26976000000.0,,-202000000.0,4815000000.0,,2517000000.0,,11267000000.0,,,,,
2001-03-31,451000000.0,351000000.0,,2197530864.0,-11000000.0,0.0,9025000000.0,14474000000.0,557000000.0,1786000000,1780000000.0,-9845000000.0,-320000000.0,-458000000.0,-511000000.0,2745000000.0,6536000000.0,18712000000.0,6425000000.0,15259000000.0,2881000000.0,1095000000.0,5148000000.0,237000000.0,937000000.0,62892000000.0,0.8,426000000.0,1780000000.0,79498000000.0,33159000000.0,-3095000000.0,588000000.0,,,935000000.0,,426000000.0,11748000000.0,3332000000,17982000000,-2861000000.0,2847000000.0,472000000.0,,9757000000.0,25104000000.0,64668000000.0,2225000000.0,,-1171000000.0,-219000000.0,426000000.0,-634000000.0,34055000000.0,-986000000.0,3920000000,43000000.0,14830000000.0,10918000000.0,36410000000.0,8225000000.0,,16606000000.0,28258000000.0,,-59000000.0,6172000000.0,,2007000000.0,0.81,11162000000.0,,,,,
2001-06-30,438000000.0,8684000000.0,,2200000000.0,-74000000.0,-1084000000.0,8724000000.0,14631000000.0,4069000000.0,2288000000,2288000000.0,-10039000000.0,-470000000.0,-3409000000.0,-31000000.0,3680000000.0,6855000000.0,14793000000.0,6066000000.0,15064000000.0,2682000000.0,1431000000.0,5329000000.0,3599000000.0,426000000.0,62736000000.0,1.03,395000000.0,2288000000.0,79467000000.0,33041000000.0,-3101000000.0,575000000.0,,,935000000.0,,395000000.0,5639000000.0,4204000000,18869000000,1896000000.0,2758000000.0,-73000000.0,,10270000000.0,25103000000.0,56048000000.0,2221359223.0,,-1171000000.0,165000000.0,395000000.0,-660000000.0,35182000000.0,-985000000.0,4779000000,-109000000.0,19535000000.0,11543000000.0,32428000000.0,8599000000.0,,16731000000.0,23620000000.0,,-100000000.0,5813000000.0,,2283000000.0,1.04,10780000000.0,,,,,
2001-09-30,276000000.0,62000000.0,,2175700935.0,-46000000.0,0.0,9063000000.0,14762000000.0,3256000000.0,2328000000,2328000000.0,-10322000000.0,-429000000.0,-2799000000.0,64000000.0,4901000000.0,6879000000.0,14254000000.0,5765000000.0,15057000000.0,3931000000.0,1492000000.0,5292000000.0,2827000000.0,395000000.0,62947000000.0,1.06,459000000.0,2328000000.0,80339000000.0,33128000000.0,-3061000000.0,561000000.0,,,935000000.0,,459000000.0,5484000000.0,4207000000,18111000000,1786000000.0,2685000000.0,28000000.0,,9972000000.0,25379000000.0,56492000000.0,2196226415.0,,-1162000000.0,-292000000.0,459000000.0,-430000000.0,36276000000.0,-981000000.0,4768000000,-284000000.0,19881000000.0,11575000000.0,31847000000.0,8139000000.0,,17392000000.0,24645000000.0,,9000000.0,5513000000.0,,2578000000.0,1.07,10714000000.0,,,,,
2001-12-31,253000000.0,107000000.0,,,-12000000.0,0.0,8923000000.0,15008000000.0,1011000000.0,2164000000,2164000000.0,-10488000000.0,-703000000.0,226000000.0,-6000000.0,2272000000.0,10484000000.0,18651000000.0,5754000000.0,15137000000.0,3671000000.0,1389000000.0,5148000000.0,308000000.0,459000000.0,67693000000.0,,453000000.0,2164000000.0,84968000000.0,37548000000.0,-3373000000.0,613000000.0,,,935000000.0,,453000000.0,3451000000.0,3924000000,17982000000,-1878000000.0,3600000000.0,258000000.0,,9678000000.0,25625000000.0,61335000000.0,,,-1265000000.0,53000000.0,453000000.0,-1192000000.0,37269000000.0,-1008000000.0,4537000000,-170000000.0,19620000000.0,11330000000.0,40682000000.0,8304000000.0,,17275000000.0,20653000000.0,,-414000000.0,5498000000.0,,2751000000.0,,11547000000.0,,,,,
