date,quarterlyChangeInWorkingCapital,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyDilutedEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyChangeInInventory,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyEndCashPosition,quarterlyBasicAverageShares,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyCashDividendsPaid,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyGoodwill,quarterlyPretaxIncome,quarterlyStockholdersEquity,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyDilutedAverageShares,quarterlyNetIncome,quarterlyCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyTaxProvision,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,quarterlyBasicEPS,quarterlyOperatingExpense,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2009-12-31,803000000,40742000000,3766000000,-89000000,477000000.0,,-3955000000,4129000000,11025000000,19423000000.0,1274000000,326000000,80000000,1601000000,41000000.0,2101000000,,-539000000,0.0,-428000000.0,29251000000,14636000000.0,28764000000.0,984000000,25876000000,,12454000000,2861000000,11491000000,7000000.0,-1199000000.0,651000000,-8730000000.0,2138000000,,1259000000,-85000000,-2172000000,,1815000000,711000000,,710000000,-581000000,-895000000,55000000,10693000000,4508000000,3775000000,273000000,18024000000,3403000000,6896000000,,2855000000,3356000000,5197000000,0,1234000000,2996000000,66714000000,710000000,2101000000,2101000000,54260000000,966000000,345000000,13429000000.0,272000000,,,,,,,,
2010-03-31,-605000000,61215000000,5422000000,116000000,24000000.0,1.16,-4422000000,4089000000,11318000000,22928000000.0,1206000000,-163000000,-166000000,1239000000,40000000.0,3878000000,1614000000.0,-6130000000,,-653000000.0,45634000000,15971000000.0,37119000000.0,582000000,34494000000,-9591000000.0,17215000000,2850000000,15581000000,3702000000.0,-714000000.0,1665000000,-9032000000.0,3134000000,,1831000000,-72000000,7993000000,,-5000000,249000000,1620000000.0,1883000000,-241000000,1777000000,1000000,13896000000,7561000000,5097000000,333000000,29496000000,8635000000,7229000000,1.17,2883000000,3377000000,6575000000,0,-246000000,2101000000,95709000000,1883000000,3878000000,3878000000,78494000000,1524000000,624000000,25648000000.0,313000000,,,,,,,,
2010-06-30,-358000000,58231000000,4913000000,-10000000,-326000000.0,0.53,-5959000000,4694000000,12253000000,21377000000.0,1701000000,-262000000,-194000000,1761000000,41000000.0,2854000000,1747000000.0,-649000000,,-503000000.0,44462000000,16393000000.0,36439000000.0,1262000000,33359000000,-253000000.0,15251000000,2933000000,13769000000,-3726000000.0,-605000000.0,796000000,-8330000000.0,2630000000,,1461000000,118000000,-1000000000,,784000000,939000000,1752000000.0,937000000,-367000000,-1024000000,9000000,13047000000,7353000000,5167000000,323000000,29103000000,4919000000,7559000000,0.54,2993000000,3010000000,5606000000,0,417000000,3878000000,91590000000,937000000,2854000000,2854000000,76339000000,927000000,448000000,25230000000.0,366000000,,,,,,,,
2010-09-30,-1091000000,58638000000,5130000000,21000000,121000000.0,0.43,-4720000000,4321000000,11863000000,22644000000.0,1510000000,-445000000,2360000000,1563000000,51000000.0,2288000000,1748000000.0,-32000000,,-508000000.0,45012000000,16621000000.0,36764000000.0,1086000000,34982000000,1000000.0,15824000000,2758000000,13626000000,37000000.0,807000000.0,887000000,-8934000000.0,3115000000,,1651000000,-135000000,-1105000000,,445000000,760000000,1754000000.0,754000000,-412000000,-566000000,9000000,13710000000,6992000000,5735000000,326000000,29571000000,4888000000,7542000000,0.43,2811000000,3144000000,6013000000,0,33000000,2854000000,93620000000,754000000,2288000000,2288000000,77796000000,464000000,433000000,25476000000.0,340000000,,,,,,,,
2010-12-31,1004000000,59347000000,5409000000,124000000,264000000.0,,-3890000000,4798000000,13773000000,23030000000.0,1273000000,511000000,-1671000000,1427000000,42000000.0,2481000000,,-651000000,,-511000000.0,43687000000,16619000000.0,37856000000.0,712000000,35834000000,-5000000.0,16221000000,3460000000,15660000000,-5000000.0,-2486000000.0,993000000,-9238000000.0,3416000000,,1371000000,17000000,-1700000000,,2524000000,547000000,,540000000,-641000000,193000000,-267000000,13792000000,7984000000,5310000000,165000000,26859000000,4579000000,8975000000,,3525000000,3807000000,6539000000,0,1883000000,2288000000,95289000000,540000000,2481000000,2481000000,79068000000,1865000000,294000000,25963000000.0,421000000,,,,,,,,
2011-03-31,-2057000000,60770000000,5535000000,-177000000,-122000000.0,0.45,-2744000000,4636000000,12573000000,23712000000.0,1646000000,-694000000,832000000,1703000000,44000000.0,2088000000,1754000000.0,-244000000,,-507000000.0,40991000000,16876000000.0,38592000000.0,1200000000,37499000000,0.0,17529000000,2933000000,19779000000,-7000000.0,-3000000.0,2194000000,-9709000000.0,3518000000,,1794000000,241000000,795000000,,-986000000,802000000,1760000000.0,799000000,-237000000,-393000000,-892000000,14003000000,8252000000,6116000000,398000000,24288000000,8487000000,7937000000,0.46,2990000000,4087000000,7131000000,0,-1223000000,2481000000,98269000000,799000000,2088000000,2088000000,80740000000,5757000000,446000000,26351000000.0,372000000,,,,,,,,
2011-06-30,389000000,59916000000,5308000000,11000000,-282000000.0,0.55,-2004000000,4871000000,13878000000,24265000000.0,1806000000,-253000000,-824000000,1863000000,45000000.0,2267000000,1764000000.0,-381000000,,-510000000.0,39636000000,17300000000.0,39063000000.0,1365000000,39111000000,0.0,17496000000,3008000000,20280000000,37000000.0,-4000000.0,1985000000,-10049000000.0,3386000000,,1743000000,321000000,-755000000,,1282000000,976000000,1771000000.0,976000000,-418000000,179000000,0,14216000000,7993000000,6414000000,389000000,23420000000,8812000000,9007000000,0.55,3065000000,2738000000,6830000000,0,864000000,2088000000,99027000000,976000000,2267000000,2267000000,81531000000,6160000000,441000000,26509000000.0,370000000,,,,,,,,
2011-09-30,193000000,59132000000,5293000000,-263000000,343000000.0,0.52,-4864000000,4615000000,13226000000,23917000000.0,1691000000,-241000000,-2000000,1749000000,48000000.0,1976000000,1770000000.0,-619000000,,-518000000.0,38772000000,17695000000.0,37592000000.0,1273000000,36700000000,0.0,17329000000,2866000000,20360000000,7000000.0,-3000000.0,2119000000,-10061000000.0,3281000000,,1639000000,0,-883000000,,1369000000,927000000,1777000000.0,922000000,-626000000,-291000000,7000000,13856000000,7580000000,6399000000,346000000,23139000000,9328000000,8611000000,0.52,2924000000,2681000000,6835000000,0,743000000,2267000000,95832000000,922000000,1976000000,1976000000,78503000000,5739000000,425000000,25416000000.0,375000000,,,,,,,,
2011-12-31,1406000000,58509000000,5525000000,78000000,361000000.0,,-6637000000,4893000000,14688000000,23932000000.0,1507000000,632000000,75000000,1635000000,44000000.0,1974000000,,-484000000,,-508000000.0,40064000000,18012000000.0,37297000000.0,934000000,35217000000,0.0,16202000000,3333000000,18445000000,0.0,-1104000000.0,1249000000,-10119000000.0,3396000000,,1308000000,0,-2332000000,,2855000000,842000000,,830000000,-490000000,-2000000,-240000000,13813000000,6738000000,5706000000,92000000,23095000000,4856000000,9795000000,,3386000000,2863000000,6361000000,0,2365000000,1976000000,93837000000,830000000,1974000000,1974000000,77635000000,3836000000,333000000,25186000000.0,368000000,,,,,,,,
2012-03-31,-2106000000,59556000000,5545000000,-96000000,-184000000.0,0.46,-5242000000,4667000000,13093000000,24658000000.0,1789000000,-482000000,1000000,1845000000,49000000.0,1852000000,1773000000.0,-244000000,,-514000000.0,40258000000,18298000000.0,37940000000.0,1138000000,37091000000,,17693000000,2822000000,19298000000,0.0,-2639000000.0,2241000000,-10574000000.0,3360000000,,1328000000,134000000,917000000,,-851000000,819000000,1783000000.0,813000000,-335000000,-122000000,-98000000,14084000000,6901000000,6286000000,319000000,23198000000,8610000000,8426000000,0.46,2878000000,2925000000,7314000000,0,-1186000000,1974000000,96647000000,813000000,1852000000,1852000000,78954000000,5143000000,553000000,25602000000.0,357000000,,,,,,,,
2012-06-30,479000000,60866000000,5161000000,6000000,-200000000.0,0.58,-6684000000,4870000000,13286000000,24322000000.0,1963000000,-32000000,13000000,1932000000,44000000.0,4643000000,1777000000.0,-400000000,,-511000000.0,44812000000,18800000000.0,37147000000.0,1450000000,36248000000,,19831000000,2854000000,16054000000,0.0,-903000000.0,2381000000,-10565000000.0,3318000000,,1398000000,-279000000,1209000000,,2059000000,1034000000,1786000000.0,1029000000,-405000000,2791000000,-84000000,13757000000,6807000000,6165000000,416000000,28081000000,8725000000,8416000000,0.58,2907000000,2641000000,6642000000,0,1654000000,1852000000,97114000000,1029000000,4643000000,4643000000,77283000000,2168000000,429000000,24981000000.0,352000000,,,,,,,,
2012-09-30,-999000000,61101000000,5499000000,551000000,280000000.0,0.36,-6559000000,4718000000,12909000000,24888000000.0,1709000000,-198000000,84000000,1763000000,42000000.0,3873000000,1779000000.0,-485000000,,-517000000.0,45256000000,18921000000.0,37531000000.0,788000000,36551000000,,19517000000,2955000000,15845000000,0.0,-794000000.0,1031000000,-10839000000.0,3326000000,,1453000000,3000000,-1298000000,,967000000,659000000,1789000000.0,652000000,-489000000,-770000000,-57000000,14049000000,6749000000,6429000000,129000000,27323000000,4235000000,8191000000,0.37,3009000000,2716000000,7110000000,0,478000000,4643000000,97779000000,652000000,3873000000,3873000000,78262000000,2183000000,864000000,25196000000.0,356000000,,,,,,,,
2012-12-31,1510000000,43123000000,4642000000,-51000000,609000000.0,,-2633000000,-1179000000,-4273000000,16856000000.0,-1778000000,583000000,-50000000,-1991000000,27000000.0,4475000000,,-558000000,,-516000000.0,28250000000,10457000000.0,25801000000.0,-1602000000,32215000000,,15622000000,545000000,14873000000,-210000000.0,-159000000.0,735000000,-6846000000.0,3038000000,,1475000000,31000000,-624000000,,1748000000,-945000000,,534000000,-381000000,602000000,-493000000,10010000000,6302000000,3741000000,-657000000,15574000000,2858000000,-3094000000,,599000000,2484000000,6129000000,0,1367000000,3873000000,75478000000,534000000,4475000000,4475000000,59856000000,3851000000,-669000000,22552000000.0,280000000,,,,,,,,
2013-03-31,-1190000000,41280000000,4378000000,-104000000,-246000000.0,0.32,-3354000000,3242000000,8744000000,16719000000.0,856000000,-160000000,44000000,888000000,33000000.0,2759000000,1784000000.0,-298000000,,-232000000.0,27433000000,10756000000.0,25552000000.0,555000000,32018000000,-119000000.0,14295000000,2332000000,13847000000,56000000.0,-818000000.0,1422000000,-6874000000.0,2985000000,,1376000000,51000000,-993000000,,-385000000,574000000,1798000000.0,568000000,-235000000,-1716000000,-22000000,9845000000,6293000000,3849000000,-19000000,14970000000,5938000000,5502000000,0.32,2386000000,2347000000,6265000000,0,-620000000,4475000000,73298000000,568000000,2759000000,2759000000,59003000000,3531000000,279000000,22230000000.0,266000000,-315000000.0,,,,,,,
2013-06-30,-113000000,40274000000,4316000000,-62000000,76000000.0,0.34,-4182000000,3231000000,8595000000,16633000000.0,907000000,-177000000,53000000,920000000,35000000.0,2476000000,1788000000.0,-284000000,,-232000000.0,27141000000,11117000000.0,25181000000.0,630000000,31549000000,0.0,13738000000,2269000000,13133000000,1000000.0,-931000000.0,1336000000,-6930000000.0,2893000000,,1332000000,29000000,-735000000,,803000000,617000000,1803000000.0,616000000,-333000000,-283000000,-42000000,9703000000,6084000000,3937000000,13000000,14986000000,5742000000,5364000000,0.34,2324000000,2104000000,5989000000,0,470000000,2759000000,71823000000,616000000,2476000000,2476000000,58085000000,3075000000,235000000,21869000000.0,266000000,340000000.0,,,,,,,
2013-09-30,-58000000,42367000000,4533000000,-71000000,140000000.0,0.57,-3318000000,3144000000,8472000000,17353000000.0,1305000000,-165000000,-436000000,1317000000,30000000.0,3692000000,1779000000.0,-433000000,-701000000.0,-232000000.0,27098000000,11878000000.0,25679000000.0,1044000000,32492000000,0.0,15463000000,1784000000,15269000000,27000000.0,-71000000.0,1365000000,-7268000000.0,2514000000,,1521000000,18000000,847000000,,780000000,1030000000,1794000000.0,1024000000,-460000000,1216000000,-43000000,10085000000,6218000000,4161000000,14000000,15089000000,5906000000,5328000000,0.58,1839000000,2191000000,6245000000,0,320000000,2476000000,74859000000,1024000000,3692000000,3692000000,59396000000,4830000000,218000000,22111000000.0,276000000,-125000000.0,,,,,,,
2013-12-31,2424000000,40025000000,5345000000,173000000,823000000.0,1.0,-2889000000,3493000000,9488000000,17614000000.0,1146000000,386000000,-65000000,1063000000,30000000.0,2664000000,1743000000.0,-468000000,-2107000000.0,-247000000.0,25629000000,13419000000.0,25597000000.0,163000000,32373000000,0.0,13216000000,2294000000,14396000000,-29000000.0,-6346000000.0,889000000,-7367000000.0,2491000000,,1449000000,34000000,-5764000000,,5212000000,170000000,1761000000.0,1766000000,-594000000,-1028000000,-136000000,10247000000,6282000000,3743000000,-7000000,14482000000,3051000000,5995000000,1.01,2347000000,2318000000,5403000000,0,4618000000,3692000000,72557000000,1766000000,2664000000,2664000000,59341000000,2639000000,847000000,21994000000.0,269000000,592000000.0,,,,,,,
2014-03-31,-1478000000,41184000000,5372000000,-98000000,67000000.0,0.09,-3116000000,3204000000,8641000000,17777000000.0,885000000,-299000000,48000000,1105000000,35000000.0,2422000000,1704000000.0,-317000000,-468000000.0,-238000000.0,25859000000,13315000000.0,25408000000.0,123000000,31776000000,0.0,13702000000,2265000000,15325000000,9000000.0,-3237000000.0,836000000,-7535000000.0,2607000000,,1616000000,40000000,679000000,,-577000000,150000000,1722000000.0,163000000,-326000000,-242000000,-42000000,10242000000,6202000000,4027000000,-27000000,14772000000,2585000000,5437000000,0.1,2319000000,2274000000,5900000000,0,-903000000,2664000000,72960000000,163000000,2422000000,2422000000,59258000000,4177000000,720000000,21992000000.0,262000000,-305000000.0,,,,,,,
2014-06-30,-19000000,40273000000,5303000000,-82000000,-85000000.0,0.36,-2760000000,3105000000,8436000000,18064000000.0,1012000000,-54000000,84000000,1228000000,33000000.0,2132000000,1694000000.0,-381000000,-252000000.0,-238000000.0,25358000000,13666000000.0,25527000000.0,733000000,32407000000,0.0,13100000000,2038000000,14915000000,17000000.0,-827000000.0,1062000000,-7581000000.0,2722000000,,1504000000,72000000,-842000000,,945000000,642000000,1712000000.0,622000000,-398000000,-290000000,-55000000,10483000000,6086000000,4088000000,91000000,14255000000,2440000000,5331000000,0.37,2093000000,1938000000,5248000000,0,547000000,2422000000,72680000000,622000000,2132000000,2132000000,59580000000,4286000000,224000000,22066000000.0,271000000,375000000.0,,,,,,,
2014-09-30,177000000,39011000000,5184000000,-75000000,37000000.0,0.53,-4584000000,3142000000,8337000000,17471000000.0,1041000000,-272000000,-160000000,1571000000,36000000.0,1704000000,1688000000.0,-402000000,-300000000.0,-237000000.0,24396000000,14298000000.0,24399000000.0,1080000000,30956000000,0.0,12846000000,2053000000,14615000000,3000000.0,-532000000.0,1235000000,-7319000000.0,2390000000,,1395000000,51000000,-706000000,,781000000,902000000,1705000000.0,899000000,-405000000,-428000000,-188000000,10152000000,5753000000,4122000000,178000000,13988000000,2630000000,5195000000,0.53,2101000000,1920000000,5352000000,0,376000000,2132000000,69967000000,899000000,1704000000,1704000000,57121000000,3891000000,227000000,21110000000.0,264000000,-233000000.0,,,,,,,
2014-12-31,1746000000,38919000000,5299000000,69000000,368000000.0,0.29,-7318000000,3146000000,8830000000,16912000000.0,996000000,437000000,-156000000,909000000,37000000.0,1631000000,1677000000.0,-542000000,-680000000.0,-251000000.0,24955000000,14529000000.0,23389000000.0,618000000,27853000000,-7000000.0,11707000000,2101000000,13964000000,-22000000.0,-1134000000.0,1408000000,-7085000000.0,2140000000,,1461000000,31000000,-1819000000,,2413000000,507000000,1695000000.0,500000000,-513000000,-31000000,-407000000,9827000000,5512000000,3480000000,111000000,13865000000,2837000000,5684000000,0.3,2150000000,2047000000,4708000000,0,1900000000,1704000000,66772000000,500000000,1631000000,1631000000,55065000000,2835000000,29000000,20335000000.0,262000000,347000000.0,,,,,,,
2015-03-31,-1189000000,39594000000,5199000000,25000000,317000000.0,0.19,-9208000000,2941000000,7762000000,16083000000.0,971000000,-178000000,67000000,1043000000,36000000.0,1835000000,1648000000.0,417000000,-1500000000.0,-249000000.0,23128000000,14582000000.0,22356000000.0,425000000,24612000000,-81000000.0,11864000000,1924000000,16466000000,939000000.0,-4181000000.0,1138000000,-6822000000.0,2003000000,,1240000000,27000000,185000000,,-282000000,312000000,1665000000.0,324000000,-441000000,204000000,-160000000,9261000000,5373000000,3421000000,113000000,12822000000,2709000000,4821000000,0.2,1970000000,1872000000,4061000000,0,-723000000,1631000000,64206000000,324000000,1835000000,1835000000,52342000000,5883000000,386000000,19434000000.0,232000000,-558000000.0,,,,,,,
2015-06-30,-19000000,40384000000,4499000000,-77000000,-366000000.0,0.25,-8692000000,3066000000,7661000000,14884000000.0,1059000000,-3000000,76000000,887000000,30000000.0,1958000000,1625000000.0,166000000,-632000000.0,-246000000.0,23596000000,14725000000.0,21055000000.0,527000000,24645000000,0.0,11888000000,1961000000,16788000000,296000000.0,-763000000.0,653000000,-6156000000.0,2159000000,,3720000000,48000000,-482000000,,853000000,427000000,1643000000.0,406000000,-349000000,565000000,-218000000,8728000000,5289000000,3000000000,100000000,13090000000,3740000000,4595000000,0.25,2007000000,1483000000,3294000000,0,504000000,1835000000,65118000000,406000000,1958000000,1958000000,53230000000,6247000000,314000000,19677000000.0,225000000,415000000.0,,,,,,,
2015-09-30,385000000,36438000000,4875000000,-29000000,545000000.0,4.46,-9609000000,2670000000,6849000000,14788000000.0,835000000,-133000000,-1000000,7847000000,32000000.0,2039000000,1609000000.0,2877000000,-871000000.0,-241000000.0,22801000000,21707000000.0,20963000000.0,7688000000,29952000000,-455000000.0,12174000000,1790000000,13637000000,-185000000.0,-309000000.0,638000000,-6224000000.0,1962000000,4895000000.0,637000000,32000000,-3973000000,,841000000,7268000000,1629000000.0,7266000000,-388000000,-361000000,6967000000,8564000000,5137000000,3029000000,348000000,13029000000,2937000000,4179000000,4.52,1835000000,1563000000,3352000000,0,453000000,1958000000,66390000000,7266000000,2039000000,2039000000,54216000000,3330000000,114000000,19115000000.0,206000000,-725000000.0,,,,,,,
2015-12-31,1446000000,34743000000,4890000000,51000000,163000000.0,-0.46,-9986000000,2835000000,7364000000,14554000000.0,889000000,265000000,57000000,-513000000,38000000.0,1870000000,1589000000.0,-811000000,-619000000.0,-272000000.0,23821000000,20700000000.0,20664000000.0,-756000000,28012000000,9000000.0,8958000000,1902000000,10922000000,-1050000000.0,-1363000000.0,633000000,-6192000000.0,1832000000,5387000000.0,635000000,19000000,-1613000000,,2316000000,-716000000,1610000000.0,-729000000,-336000000,-169000000,-1446000000,8362000000,4750000000,2609000000,32000000,14557000000,2713000000,4529000000,-0.46,1946000000,1634000000,2634000000,0,1980000000,2039000000,62843000000,-729000000,1870000000,1870000000,53885000000,841000000,199000000,18768000000.0,231000000,912000000.0,,,,,,,
2016-03-31,-1290000000,36113000000,4779000000,-53000000,-135000000.0,0.35,-9381000000,2535000000,6455000000,15028000000.0,876000000,-77000000,102000000,929000000,30000000.0,1338000000,1569000000.0,-316000000,-1187000000.0,-269000000.0,22935000000,20970000000.0,20977000000.0,478000000,27770000000,0.0,9009000000,1615000000,13178000000,0.0,-1755000000.0,590000000,-6494000000.0,1934000000,5630000000.0,377000000,-44000000,207000000,,-454000000,472000000,1587000000.0,554000000,-335000000,-532000000,-154000000,8534000000,4738000000,2756000000,49000000,13800000000,2468000000,3920000000,0.35,1659000000,1630000000,3101000000,0,-789000000,1870000000,63975000000,554000000,1338000000,1338000000,54966000000,3599000000,244000000,19094000000.0,207000000,-404000000.0,,,,,,,
2016-06-30,109000000,35595000000,4562000000,-33000000,-184000000.0,0.29,-9768000000,2516000000,6302000000,14951000000.0,804000000,14000000,10000000,823000000,42000000.0,1755000000,1557000000.0,-189000000,-125000000.0,-268000000.0,22599000000,21127000000.0,20741000000.0,487000000,27592000000,0.0,8979000000,1668000000,12996000000,0.0,-70000000.0,592000000,-6526000000.0,2008000000,5618000000.0,385000000,98000000,-179000000,,791000000,471000000,1576000000.0,464000000,-269000000,417000000,-182000000,8425000000,4801000000,2713000000,118000000,13578000000,2545000000,3786000000,0.3,1712000000,1489000000,2796000000,0,522000000,1338000000,63271000000,464000000,1755000000,1755000000,54292000000,3702000000,135000000,18781000000.0,201000000,377000000.0,,,,,,,
2016-09-30,103000000,35688000000,4884000000,-77000000,176000000.0,0.35,-9699000000,2488000000,6396000000,15168000000.0,892000000,-58000000,-102000000,893000000,30000000.0,1686000000,1557000000.0,-16000000,-415000000.0,-264000000.0,21731000000,21366000000.0,20751000000.0,557000000,27509000000,0.0,8855000000,1552000000,13957000000,0.0,-269000000.0,479000000,-6703000000.0,1709000000,5717000000.0,384000000,28000000,-858000000,,801000000,548000000,1576000000.0,548000000,-305000000,-69000000,-206000000,8465000000,4762000000,2776000000,40000000,13105000000,2669000000,3908000000,0.35,1596000000,1624000000,3019000000,0,496000000,1755000000,63265000000,548000000,1686000000,1686000000,54410000000,4001000000,129000000,18721000000.0,207000000,-238000000.0,,,,,,,
2016-12-31,872000000,36323000000,5318000000,22000000,552000000.0,0.06,-11122000000,2589000000,6770000000,14687000000.0,840000000,183000000,-53000000,551000000,38000000.0,1741000000,1540000000.0,-508000000,-874000000.0,-293000000.0,21906000000,21149000000.0,20276000000.0,-68000000,25161000000,-246000000.0,8480000000,1705000000,14417000000,0.0,-5123000000.0,800000000,-6458000000.0,1572000000,5585000000.0,350000000,47000000,-1032000000,,1700000000,93000000,1559000000.0,93000000,-315000000,55000000,-333000000,8229000000,4721000000,2469000000,-78000000,13217000000,2636000000,4181000000,0.06,1749000000,1745000000,2611000000,0,1385000000,1686000000,61538000000,93000000,1741000000,1741000000,53058000000,3982000000,575000000,18101000000.0,208000000,296000000.0,,,,,,,
2017-03-31,-1621000000,36357000000,4897000000,13000000,-443000000.0,0.41,-10564000000,2525000000,6414000000,15075000000.0,1006000000,-95000000,43000000,1040000000,39000000.0,1307000000,1529000000.0,-287000000,-461000000.0,-292000000.0,21300000000,21468000000.0,20515000000.0,721000000,25658000000,,8415000000,1475000000,15057000000,0.0,-1492000000.0,641000000,-6698000000.0,1615000000,5594000000.0,357000000,60000000,378000000,,-557000000,633000000,1550000000.0,630000000,-306000000,-434000000,-166000000,8377000000,4676000000,2603000000,154000000,12906000000,2397000000,3889000000,0.41,1519000000,1679000000,3035000000,0,-863000000,1741000000,62076000000,630000000,1307000000,1307000000,53661000000,5468000000,119000000,18297000000.0,200000000,-454000000.0,,,,,,,
2017-06-30,126000000,36965000000,5012000000,-13000000,13000000.0,0.32,-10217000000,2324000000,5986000000,15377000000.0,831000000,-86000000,-72000000,815000000,38000000.0,1397000000,1519000000.0,1000000,-608000000.0,-289000000.0,21402000000,21648000000.0,20915000000.0,517000000,25720000000,,8193000000,1449000000,15563000000,169000000.0,-1118000000.0,778000000,-6933000000.0,1488000000,5853000000.0,347000000,94000000,-754000000,,819000000,500000000,1539000000.0,498000000,-182000000,90000000,-211000000,8444000000,4587000000,2710000000,84000000,13226000000,2819000000,3662000000,0.33,1493000000,1574000000,2395000000,0,637000000,1307000000,62757000000,498000000,1397000000,1397000000,54564000000,5555000000,103000000,18514000000.0,195000000,607000000.0,,,,,,,
2017-09-30,-402000000,37192000000,5139000000,77000000,4000000.0,0.65,-9917000000,2552000000,6530000000,15633000000.0,1177000000,-55000000,-209000000,1226000000,27000000.0,844000000,1507000000.0,158000000,-717000000.0,-288000000.0,21157000000,22296000000.0,21071000000.0,1162000000,26031000000,,8155000000,1330000000,16035000000,0.0,-539000000.0,617000000,-7095000000.0,1496000000,6060000000.0,349000000,11000000,-1272000000,,535000000,993000000,1524000000.0,992000000,-233000000,-553000000,4000000,8538000000,4664000000,2781000000,272000000,12918000000,2831000000,3978000000,0.66,1375000000,1651000000,2981000000,0,302000000,1397000000,63291000000,992000000,844000000,844000000,55136000000,5715000000,19000000,18638000000.0,209000000,-540000000.0,,,,,,,
2017-12-31,904000000,36918000000,5705000000,34000000,431000000.0,0.53,-9998000000,2664000000,6966000000,15680000000.0,962000000,218000000,13000000,1056000000,33000000.0,761000000,1497000000.0,-173000000,-388000000.0,-329000000.0,21125000000,22749000000.0,21085000000.0,724000000,26111000000,,7520000000,1657000000,15793000000,0.0,-232000000.0,676000000,-7003000000.0,2689000000,6345000000.0,366000000,42000000,-1713000000,,1796000000,810000000,1513000000.0,802000000,-293000000,-83000000,-118000000,8677000000,3376000000,2557000000,178000000,12972000000,2959000000,4302000000,0.54,1702000000,1728000000,2691000000,0,1503000000,844000000,63109000000,802000000,761000000,761000000,55589000000,4680000000,120000000,18639000000.0,212000000,363000000.0,,,,,,,
2018-03-31,-976000000,37953000000,5727000000,141000000,-144000000.0,0.62,-9858000000,2849000000,6765000000,15943000000.0,1278000000,-38000000,-14000000,1444000000,28000000.0,1130000000,1489000000.0,-274000000,-527000000.0,-330000000.0,21155000000,23315000000.0,21301000000.0,1157000000,26452000000,,8370000000,1527000000,16798000000,,-1171000000.0,666000000,-7151000000.0,2589000000,6347000000.0,422000000,92000000,229000000,,407000000,944000000,1505000000.0,938000000,-284000000,369000000,-41000000,8792000000,3419000000,2620000000,307000000,13180000000,2999000000,3916000000,0.63,1571000000,1847000000,3113000000,0,123000000,761000000,64503000000,938000000,1130000000,1130000000,56133000000,5608000000,80000000,18810000000.0,207000000,-413000000.0,,,,,,,
2018-06-30,-140000000,37687000000,5248000000,-101000000,-181000000.0,0.22,-10526000000,2540000000,6112000000,15320000000.0,592000000,-202000000,380000000,696000000,39000000.0,1246000000,1475000000.0,-767000000,-650000000.0,-327000000.0,22855000000,23305000000.0,21002000000.0,248000000,25203000000,,8202000000,1904000000,14832000000,,-1291000000.0,1039000000,-6936000000.0,2819000000,6223000000.0,373000000,32000000,160000000,,775000000,325000000,1488000000.0,323000000,-248000000,116000000,-96000000,8384000000,3395000000,2683000000,14000000,14857000000,2529000000,3572000000,0.22,1948000000,1587000000,2416000000,0,527000000,1130000000,62974000000,323000000,1246000000,1246000000,54772000000,4854000000,248000000,18362000000.0,200000000,525000000.0,,,,,,,
