date,quarterlyNetIncomeCommonStockholders,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyGrossPPE,quarterlyDilutedEPS,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyOtherIncomeExpense,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,quarterlyBasicEPS,quarterlyInventory,quarterlyOperatingExpense,quarterlyNetPPE,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyTotalAssets,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2000-09-30,134000000,432000000,1106000000.0,-637000000.0,,,,,432000000,,-1062000000.0,24063000000.0,,-437000000.0,1541000000.0,18068000000.0,0.29,4262000000.0,4770000000.0,1761000000,19801000000.0,15975000000.0,,1216000000.0,1943000000.0,1550000000.0,1308000000.0,,,,453000000.0,462068966.0,,105000000.0,103000000.0,134000000,134000000,4006000000.0,21000000.0,-1061000000.0,,1106000000.0,1106000000.0,2373000000.0,52000000.0,0.29,505000000.0,21000000.0,17007000000.0,,2118000000.0,365000000.0,845000000.0,6431000000.0,6000000.0,186000000.0,-165000000.0,,-760000000.0,-302000000.0,2118000000.0,462068966.0,29470000000.0,,24700000000.0,,5000000.0,-94000000.0,1200000000.0,5000000.0,594000000.0,-1328000000.0,,,,,
2000-12-31,221000000,477000000,881000000.0,-2293000000.0,,,,,477000000,,-645000000.0,24840000000.0,,-459000000.0,1761000000.0,19150000000.0,,4882000000.0,5573000000.0,1916000000,19958000000.0,15699000000.0,,2695000000.0,1498000000.0,1709000000.0,841000000.0,,,,1075000000.0,,,409000000.0,138000000.0,221000000,221000000,4811000000.0,16000000.0,-1304000000.0,,881000000.0,881000000.0,1632000000.0,86000000.0,,499000000.0,598000000.0,17846000000.0,,2465000000.0,352000000.0,1918000000.0,4932000000.0,528000000.0,307000000.0,-28000000.0,,-795000000.0,150000000.0,2465000000.0,,31033000000.0,,25460000000.0,,56000000.0,-225000000.0,1106000000.0,5000000.0,708000000.0,-1677000000.0,,,,,
2001-03-31,106000000,508000000,1830000000.0,-931000000.0,-15000000.0,,,-64000000.0,508000000,,109000000.0,27157000000.0,,770000000.0,2642000000.0,23795000000.0,0.2,5326000000.0,4929000000.0,2545000000,,18020000000.0,,1074000000.0,1527000000.0,1840000000.0,1921000000.0,,,,624000000.0,530000000.0,,913000000.0,37000000.0,106000000,106000000,5781000000.0,22000000.0,-2797000000.0,,1830000000.0,1830000000.0,2044000000.0,57000000.0,0.2,498000000.0,116000000.0,20998000000.0,2859000000.0,2796000000.0,350000000.0,935000000.0,6374000000.0,18000000.0,163000000.0,-117000000.0,,-767000000.0,876000000.0,2796000000.0,530000000.0,35588000000.0,,30659000000.0,,,880000000.0,950000000.0,5000000.0,690000000.0,-2060000000.0,,,,,
2001-06-30,112000000,415000000,1190000000.0,-772000000.0,0.0,,,21000000.0,415000000,,-161000000.0,28457000000.0,,125000000.0,2754000000.0,24610000000.0,0.21,5569000000.0,4425000000.0,2215000000,21660000000.0,17898000000.0,,1124000000.0,1569000000.0,2000000000.0,1754000000.0,,,,461000000.0,533333333.0,,-90000000.0,109000000.0,112000000,112000000,5659000000.0,46000000.0,-2990000000.0,,1190000000.0,1190000000.0,2061000000.0,61000000.0,0.21,542000000.0,46000000.0,21620000000.0,,2800000000.0,324000000.0,-105000000.0,6118000000.0,7000000.0,173000000.0,8000000.0,,-398000000.0,237000000.0,2800000000.0,533333333.0,35529000000.0,,31104000000.0,,,-640000000.0,1830000000.0,5000000.0,769000000.0,-2301000000.0,,,,,
2001-09-30,3000000,450000000,1297000000.0,-967000000.0,0.0,,,-53000000.0,450000000,,-904000000.0,30143000000.0,,195000000.0,2757000000.0,26017000000.0,0.01,5366000000.0,4355000000.0,2268000000,23549000000.0,19687000000.0,,883000000.0,1586000000.0,2129000000.0,1762000000.0,,,,506000000.0,531707317.0,,192000000.0,-34000000.0,3000000,3000000,5128000000.0,19000000.0,-3125000000.0,,1297000000.0,1297000000.0,2105000000.0,2000000.0,0.01,589000000.0,56000000.0,22892000000.0,,2466000000.0,403000000.0,876000000.0,5853000000.0,6000000.0,5000000.0,-45000000.0,,-1102000000.0,198000000.0,2466000000.0,531707317.0,36381000000.0,,32026000000.0,,,107000000.0,1190000000.0,5000000.0,771000000.0,-2841000000.0,,,,,
2001-12-31,52000000,678000000,922000000.0,-644000000.0,0.0,,,-686000000.0,678000000,,-526000000.0,29667000000.0,,-685000000.0,2809000000.0,26748000000.0,,5041000000.0,4653000000.0,2299000000,23648000000.0,19586000000.0,,1507000000.0,1598000000.0,1550000000.0,1588000000.0,,,,711000000.0,,,-243000000.0,104000000.0,246000000,52000000,5539000000.0,33000000.0,-3314000000.0,,922000000.0,922000000.0,1904000000.0,110000000.0,,626000000.0,33000000.0,23434000000.0,,2672000000.0,388000000.0,-80000000.0,5441000000.0,-17000000.0,356000000.0,-69000000.0,,-906000000.0,380000000.0,2672000000.0,,36736000000.0,,32083000000.0,,,-375000000.0,1297000000.0,5000000.0,819000000.0,-2500000000.0,,,,,
2002-03-31,-313000000,644000000,1313000000.0,-621000000.0,,,,-221000000.0,644000000,,-26000000.0,34672000000.0,,940000000.0,2496000000.0,29563000000.0,-0.59,7446000000.0,5909000000.0,2719000000,,20619000000.0,,2050000000.0,1996000000.0,1867000000.0,1990000000.0,,,,729000000.0,530508475.0,,161000000.0,53000000.0,192000000,-313000000,4259000000.0,28000000.0,-4337000000.0,,1313000000.0,1313000000.0,2051000000.0,106000000.0,-0.59,550000000.0,85000000.0,25226000000.0,3105000000.0,4191000000.0,460000000.0,410000000.0,5961000000.0,,298000000.0,38000000.0,,-653000000.0,627000000.0,4191000000.0,539655172.0,40201000000.0,,34292000000.0,,92000000.0,391000000.0,922000000.0,5000000.0,1388000000.0,-3474000000.0,,,,,
2002-06-30,-115000000,353000000,1028000000.0,-567000000.0,,,,131000000.0,353000000,,-205000000.0,34212000000.0,,548000000.0,2381000000.0,27807000000.0,-0.22,7958000000.0,5405000000.0,2131000000,25276000000.0,19206000000.0,,2372000000.0,1495000000.0,2365000000.0,1691000000.0,,,,440000000.0,522727273.0,,-89000000.0,-63000000.0,-98000000,-115000000,3511000000.0,28000000.0,-4180000000.0,,1028000000.0,1028000000.0,1649000000.0,-9000000.0,-0.22,510000000.0,87000000.0,23627000000.0,,4335000000.0,528000000.0,-100000000.0,7381000000.0,,-107000000.0,-65000000.0,,-638000000.0,433000000.0,4335000000.0,522727273.0,38675000000.0,,33270000000.0,,0.0,-285000000.0,1313000000.0,5000000.0,1258000000.0,-4125000000.0,,,,,
2002-09-30,-314000000,328000000,975000000.0,-135000000.0,,,,36000000.0,328000000,,-329000000.0,33249000000.0,,91000000.0,2067000000.0,27068000000.0,-0.58,8259000000.0,5042000000.0,2138000000,24012000000.0,18132000000.0,,2272000000.0,1292000000.0,2155000000.0,,,,,2138000000.0,541379310.0,,59000000.0,20000000.0,-99000000,-314000000,2413000000.0,12000000.0,-4102000000.0,,975000000.0,975000000.0,1650000000.0,-46000000.0,-0.58,503000000.0,1810000000.0,22966000000.0,,5019000000.0,554000000.0,33000000.0,6518000000.0,,-145000000.0,0.0,,-451000000.0,122000000.0,5019000000.0,541379310.0,36566000000.0,,31524000000.0,,0.0,7000000.0,1028000000.0,5000000.0,1085000000.0,-4927000000.0,,,,,
2002-12-31,-2765000000,-1538000000,780000000.0,-298000000.0,,,,-112000000.0,-1538000000,,-48000000.0,33299000000.0,,-1285000000.0,-700000000.0,23050000000.0,,6511000000.0,4349000000.0,2134000000,25810000000.0,16706000000.0,,1921000000.0,1264000000.0,2031000000.0,,,,,2134000000.0,,,28000000.0,-686000000.0,-2566000000,-2765000000,-341000000.0,44000000.0,-4204000000.0,,780000000.0,780000000.0,981000000.0,-69000000.0,,384000000.0,3672000000.0,18846000000.0,,3341000000.0,507000000.0,-171000000.0,8760000000.0,,-2635000000.0,-51000000.0,,-374000000.0,326000000.0,3341000000.0,,33776000000.0,,29427000000.0,,70000000.0,-135000000.0,975000000.0,6000000.0,1139000000.0,-4959000000.0,,,,,
2003-03-31,93000000,573000000,1163000000.0,195000000.0,,351000000.0,,-23000000.0,573000000,,160000000.0,32207000000.0,,,-606000000.0,22903000000.0,0.17,9590000000.0,4735000000.0,2223000000,,15493000000.0,,2045000000.0,1140000000.0,4422000000.0,,,,,2223000000.0,547058824.0,,-102000000.0,69000000.0,73000000,93000000,-144000000.0,29000000.0,-4267000000.0,,1163000000.0,1163000000.0,957000000.0,40000000.0,0.17,387000000.0,1650000000.0,18636000000.0,1375000000.0,4015000000.0,582000000.0,-225000000.0,7702000000.0,,113000000.0,-9000000.0,,-265000000.0,425000000.0,4015000000.0,547058824.0,32869000000.0,,28134000000.0,,,394000000.0,769000000.0,6000000.0,1153000000.0,-4893000000.0,,,,,
2003-06-30,-129000000,435000000,1653000000.0,-317000000.0,,,,10000000.0,435000000,,4000000.0,33089000000.0,,,-735000000.0,23603000000.0,-0.22,10343000000.0,5319000000.0,2192000000,21836000000.0,15385000000.0,,2026000000.0,1142000000.0,4615000000.0,,,,,2192000000.0,586363636.0,,-122000000.0,207000000.0,65000000,-129000000,206000000.0,32000000.0,-4577000000.0,,2151000000.0,2151000000.0,849000000.0,34000000.0,-0.22,,1757000000.0,19026000000.0,,4548000000.0,589000000.0,405000000.0,7997000000.0,,99000000.0,-55000000.0,,-308000000.0,312000000.0,4548000000.0,586363636.0,34158000000.0,,28839000000.0,,,434000000.0,1163000000.0,6000000.0,1180000000.0,-4753000000.0,,,,,
2003-09-30,76000000,487000000,1477000000.0,-304000000.0,,,,-12000000.0,487000000,,44000000.0,28831000000.0,,273000000.0,-659000000.0,23685000000.0,0.12,7545000000.0,4914000000.0,2322000000,20477000000.0,15325000000.0,,1759000000.0,1279000000.0,2027000000.0,,,,,2322000000.0,633333333.0,,701000000.0,36000000.0,46000000,76000000,687000000.0,36000000.0,-4739000000.0,,1477000000.0,1477000000.0,838000000.0,20000000.0,0.12,399000000.0,1835000000.0,18946000000.0,,4370000000.0,504000000.0,-254000000.0,4738000000.0,0.0,66000000.0,-18000000.0,,-305000000.0,349000000.0,4370000000.0,633333333.0,30415000000.0,,25501000000.0,,,-208000000.0,1653000000.0,6000000.0,1148000000.0,-4370000000.0,,,,,
2003-12-31,-444000000,655000000,1737000000.0,43000000.0,,,,-58000000.0,655000000,,206000000.0,28454000000.0,,-602000000.0,-1103000000.0,23098000000.0,,6487000000.0,4886000000.0,2087000000,21967000000.0,16792000000.0,,1562000000.0,1211000000.0,2416000000.0,,,,,2087000000.0,,,-731000000.0,-92000000.0,89000000,-444000000,645000000.0,60000000.0,-4593000000.0,,1737000000.0,1737000000.0,1051000000.0,66000000.0,,376000000.0,1432000000.0,18505000000.0,,2846000000.0,451000000.0,-279000000.0,3924000000.0,2000000.0,155000000.0,-78000000.0,,-350000000.0,556000000.0,2846000000.0,,29904000000.0,,25018000000.0,,,325000000.0,1477000000.0,6000000.0,1225000000.0,-3995000000.0,,,,,
2004-03-31,48000000,831000000,1120000000.0,-616000000.0,-8000000.0,226000000.0,,-21000000.0,631000000,,211000000.0,27492000000.0,,-72000000.0,-1055000000.0,23179000000.0,0.08,5949000000.0,4781000000.0,2257000000,,16330000000.0,,2100000000.0,1204000000.0,2409000000.0,,,,,2257000000.0,600000000.0,,-432000000.0,-6000000.0,74000000,48000000,1077000000.0,48000000.0,-4745000000.0,,1120000000.0,1120000000.0,1048000000.0,64000000.0,0.08,357000000.0,1626000000.0,18434000000.0,1381000000.0,2413000000.0,493000000.0,-387000000.0,3895000000.0,2000000.0,138000000.0,-41000000.0,,-190000000.0,401000000.0,2413000000.0,600000000.0,29734000000.0,,24953000000.0,,,-615000000.0,1737000000.0,6000000.0,1127000000.0,-3237000000.0,,,,,
2004-06-30,38000000,773000000,1248000000.0,289000000.0,,193000000.0,,,574000000,,22000000.0,26657000000.0,,-222000000.0,-1017000000.0,23033000000.0,0.06,5236000000.0,4484000000.0,2263000000,21421000000.0,16540000000.0,,1705000000.0,1165000000.0,2356000000.0,,,,,2263000000.0,633333333.0,,430000000.0,-1000000.0,67000000,38000000,1174000000.0,42000000.0,-4797000000.0,,1248000000.0,1248000000.0,1062000000.0,59000000.0,0.06,366000000.0,1689000000.0,18236000000.0,,1797000000.0,460000000.0,-354000000.0,4433000000.0,2000000.0,126000000.0,-78000000.0,,-187000000.0,209000000.0,1797000000.0,633333333.0,28997000000.0,,24513000000.0,,,123000000.0,1120000000.0,6000000.0,1083000000.0,-3280000000.0,,,,,
2004-09-30,140000000,901000000,1582000000.0,-195000000.0,,124000000.0,,,691000000,,286000000.0,27300000000.0,,25000000.0,-877000000.0,23544000000.0,0.21,5688000000.0,5110000000.0,2423000000,21612000000.0,16437000000.0,,1823000000.0,1317000000.0,2588000000.0,,,,,2423000000.0,636363636.0,,-34000000.0,-10000000.0,133000000,140000000,1430000000.0,40000000.0,-5087000000.0,,1582000000.0,1582000000.0,1122000000.0,78000000.0,0.22,388000000.0,1732000000.0,18457000000.0,,2073000000.0,470000000.0,0.0,3749000000.0,3000000.0,211000000.0,-44000000.0,,-221000000.0,507000000.0,2073000000.0,666666667.0,29956000000.0,,24846000000.0,,32000000.0,337000000.0,1248000000.0,6000000.0,1027000000.0,-3196000000.0,,,,,
2004-12-31,160000000,894000000,1408000000.0,-464000000.0,,,,,662000000,,161000000.0,26482000000.0,,96000000.0,-813000000.0,24641000000.0,,4822000000.0,4938000000.0,2543000000,21660000000.0,16823000000.0,,1537000000.0,1575000000.0,1919000000.0,,,,,2543000000.0,,,-176000000.0,-31000000.0,92000000,160000000,1645000000.0,52000000.0,-5853000000.0,,1408000000.0,1408000000.0,685000000.0,48000000.0,,418000000.0,1881000000.0,18788000000.0,,1760000000.0,487000000.0,-195000000.0,3302000000.0,9000000.0,140000000.0,-55000000.0,,-294000000.0,455000000.0,1760000000.0,,29732000000.0,,24794000000.0,,35000000.0,-174000000.0,1582000000.0,7000000.0,1143000000.0,-3890000000.0,,,,,
2005-03-31,133000000,957000000,1555000000.0,-166000000.0,-21000000.0,153000000.0,,,733000000,,249000000.0,26252000000.0,,10000000.0,-680000000.0,24353000000.0,0.2,5095000000.0,4896000000.0,2645000000,,16451000000.0,,990000000.0,1547000000.0,2095000000.0,,,,,2645000000.0,665000000.0,,-243000000.0,-2000000.0,133000000,133000000,1748000000.0,49000000.0,-5530000000.0,,1946000000.0,1946000000.0,729000000.0,126000000.0,0.2,413000000.0,1912000000.0,18823000000.0,1422000000.0,1894000000.0,467000000.0,-176000000.0,3228000000.0,8000000.0,259000000.0,-3000000.0,,-271000000.0,520000000.0,1894000000.0,665000000.0,29663000000.0,,24767000000.0,,430000000.0,159000000.0,1396000000.0,7000000.0,1106000000.0,-3947000000.0,,,,,
2005-06-30,85000000,481000000,1381000000.0,-168000000.0,-26000000.0,,,,481000000,,67000000.0,26722000000.0,,628000000.0,-3646000000.0,24335000000.0,0.13,5369000000.0,5336000000.0,2668000000,21353000000.0,16329000000.0,,1868000000.0,1650000000.0,2359000000.0,,,,,2668000000.0,653846154.0,,328000000.0,87000000.0,85000000,85000000,1228000000.0,45000000.0,-5783000000.0,,1381000000.0,1381000000.0,772000000.0,82000000.0,0.13,437000000.0,2187000000.0,18552000000.0,,1916000000.0,475000000.0,-264000000.0,2964000000.0,8000000.0,167000000.0,0.0,,-260000000.0,327000000.0,1916000000.0,653846154.0,29380000000.0,,24044000000.0,,372000000.0,-59000000.0,1555000000.0,7000000.0,1094000000.0,-1606000000.0,,,,,
2005-09-30,244000000,850000000,1164000000.0,-363000000.0,-79000000.0,,,-442000000.0,850000000,,349000000.0,26710000000.0,,375000000.0,-1362000000.0,24807000000.0,0.37,5304000000.0,5406000000.0,2782000000,21406000000.0,16339000000.0,,1993000000.0,1770000000.0,2634000000.0,,,,,2782000000.0,642105263.0,,35000000.0,-13000000.0,244000000,244000000,1421000000.0,49000000.0,-6041000000.0,,1164000000.0,1164000000.0,770000000.0,143000000.0,0.38,479000000.0,1932000000.0,18766000000.0,,1607000000.0,450000000.0,-478000000.0,2948000000.0,4000000.0,387000000.0,-2000000.0,,-270000000.0,619000000.0,1607000000.0,659459459.0,29648000000.0,,24242000000.0,,299000000.0,-217000000.0,1381000000.0,7000000.0,1063000000.0,-3708000000.0,,,,,
2005-12-31,177000000,851000000,1390000000.0,-176000000.0,,,,-291000000.0,851000000,,357000000.0,26172000000.0,,-963000000.0,-1214000000.0,24741000000.0,,5406000000.0,5232000000.0,2973000000,20766000000.0,15908000000.0,,1345000000.0,1617000000.0,2504000000.0,,,,,2973000000.0,,,57000000.0,-47000000.0,179000000,177000000,1649000000.0,78000000.0,-6087000000.0,,1810000000.0,1810000000.0,721000000.0,93000000.0,,460000000.0,2122000000.0,18654000000.0,,1798000000.0,504000000.0,-277000000.0,3017000000.0,6000000.0,272000000.0,-217000000.0,,-342000000.0,699000000.0,1798000000.0,,29432000000.0,,24200000000.0,,395000000.0,226000000.0,1164000000.0,7000000.0,1104000000.0,-3661000000.0,,,,,
2006-03-31,351000000,899000000,1342000000.0,-271000000.0,-16000000.0,,,-444000000.0,899000000,,312000000.0,26160000000.0,,193000000.0,-863000000.0,25348000000.0,0.52,5104000000.0,5628000000.0,3013000000,,16119000000.0,,1655000000.0,1730000000.0,2577000000.0,,,,,3013000000.0,662264151.0,,15000000.0,52000000.0,351000000,351000000,2190000000.0,55000000.0,-6415000000.0,,1777000000.0,1777000000.0,833000000.0,195000000.0,0.53,466000000.0,2114000000.0,18933000000.0,1428000000.0,1460000000.0,434000000.0,-357000000.0,2970000000.0,8000000.0,546000000.0,-16000000.0,,-232000000.0,544000000.0,1460000000.0,675000000.0,30103000000.0,,24475000000.0,,276000000.0,-48000000.0,1390000000.0,7000000.0,1067000000.0,-3502000000.0,,,,,
2006-06-30,169000000,860000000,1330000000.0,-424000000.0,,,,-498000000.0,860000000,,45000000.0,26266000000.0,,264000000.0,-694000000.0,25813000000.0,0.25,5187000000.0,6129000000.0,3038000000,21079000000.0,16081000000.0,,1867000000.0,1926000000.0,2655000000.0,,,,,3038000000.0,650000000.0,,-134000000.0,-25000000.0,211000000,169000000,2451000000.0,59000000.0,-6637000000.0,,1841000000.0,1841000000.0,822000000.0,106000000.0,0.26,495000000.0,2178000000.0,19176000000.0,,1416000000.0,442000000.0,-10000000.0,3945000000.0,20000000.0,317000000.0,-50000000.0,,-388000000.0,433000000.0,1416000000.0,676000000.0,30973000000.0,,24844000000.0,,482000000.0,-9000000.0,1342000000.0,7000000.0,1116000000.0,-3439000000.0,,,,,
2006-09-30,-340000000,908000000,1989000000.0,80000000.0,,,,-521000000.0,908000000,,412000000.0,26323000000.0,,1177000000.0,-1034000000.0,26170000000.0,-0.52,5953000000.0,6878000000.0,3150000000,20370000000.0,15387000000.0,,2039000000.0,1883000000.0,2860000000.0,,,,,3150000000.0,653846154.0,,46000000.0,-606000000.0,-353000000,-340000000,2673000000.0,66000000.0,-6768000000.0,,2449000000.0,2449000000.0,735000000.0,74000000.0,-0.52,507000000.0,2242000000.0,19402000000.0,,2022000000.0,488000000.0,-244000000.0,3925000000.0,31000000.0,-279000000.0,-152000000.0,,-425000000.0,837000000.0,2022000000.0,653846154.0,31936000000.0,,25058000000.0,,403000000.0,659000000.0,1330000000.0,7000000.0,1071000000.0,-2881000000.0,,,,,
2006-12-31,81000000,432000000,1575000000.0,-287000000.0,,,,-896000000.0,432000000,,182000000.0,25027000000.0,,-1923000000.0,-1025000000.0,26053000000.0,,5029000000.0,6565000000.0,3129000000,19998000000.0,14892000000.0,,2021000000.0,1903000000.0,2684000000.0,,,,,3129000000.0,,,76000000.0,140000000.0,73000000,81000000,3036000000.0,125000000.0,-6979000000.0,,2123000000.0,2123000000.0,790000000.0,33000000.0,,518000000.0,2697000000.0,19074000000.0,,1453000000.0,440000000.0,-706000000.0,3515000000.0,19000000.0,106000000.0,-137000000.0,,-415000000.0,597000000.0,1453000000.0,,31163000000.0,,24598000000.0,,850000000.0,-348000000.0,1989000000.0,7000000.0,892000000.0,-2600000000.0,,,,,
2007-03-31,-455000000,783000000,1448000000.0,-677000000.0,,,,-470000000.0,783000000,,105000000.0,26140000000.0,,1036000000.0,-1533000000.0,25030000000.0,-0.68,5022000000.0,6834000000.0,3121000000,,15661000000.0,,2534000000.0,1860000000.0,2815000000.0,,,,,3121000000.0,669117647.0,,115000000.0,-20000000.0,119000000,-455000000,2545000000.0,85000000.0,-6815000000.0,,1944000000.0,1944000000.0,1095000000.0,181000000.0,-0.68,496000000.0,2338000000.0,18215000000.0,1749000000.0,1310000000.0,422000000.0,148000000.0,4886000000.0,14000000.0,300000000.0,-52000000.0,,-476000000.0,581000000.0,1310000000.0,679104478.0,31955000000.0,,25121000000.0,,326000000.0,69000000.0,1379000000.0,7000000.0,897000000.0,-2617000000.0,,,,,
2007-06-30,247000000,800000000,1478000000.0,-470000000.0,,,,-697000000.0,800000000,,-188000000.0,26298000000.0,,286000000.0,-1364000000.0,26345000000.0,0.36,5660000000.0,7555000000.0,3344000000,20638000000.0,15009000000.0,,2882000000.0,2036000000.0,2617000000.0,,,,,3344000000.0,667567568.0,,-189000000.0,258000000.0,279000000,247000000,3061000000.0,88000000.0,-7106000000.0,,2140000000.0,2140000000.0,1185000000.0,274000000.0,0.37,497000000.0,2544000000.0,19239000000.0,,2130000000.0,411000000.0,-59000000.0,3737000000.0,15000000.0,553000000.0,94000000.0,,-714000000.0,526000000.0,2130000000.0,686111111.0,32622000000.0,,25067000000.0,,428000000.0,30000000.0,1448000000.0,7000000.0,913000000.0,-2373000000.0,,,,,
2007-09-30,103000000,747000000,1664000000.0,-188000000.0,,,,-667000000.0,747000000,,203000000.0,26914000000.0,,638000000.0,-1260000000.0,27223000000.0,0.15,5578000000.0,7620000000.0,3471000000,21336000000.0,14748000000.0,,2717000000.0,2119000000.0,3353000000.0,,,,,3471000000.0,686666667.0,,944000000.0,-21000000.0,91000000,103000000,3199000000.0,93000000.0,-7395000000.0,,2273000000.0,2273000000.0,1181000000.0,146000000.0,0.15,511000000.0,2724000000.0,19828000000.0,,1247000000.0,448000000.0,-363000000.0,3841000000.0,7000000.0,237000000.0,-304000000.0,,-538000000.0,741000000.0,1247000000.0,686666667.0,33350000000.0,,25730000000.0,,909000000.0,186000000.0,1478000000.0,7000000.0,978000000.0,-2368000000.0,,,,,
2007-12-31,17000000,1082000000,2058000000.0,-635000000.0,,,,-1197000000.0,710000000,1306000000.0,-188000000.0,31289000000.0,,-2368000000.0,-1241000000.0,27522000000.0,,5482000000.0,8336000000.0,3664000000,6995000000.0,16629000000.0,,1076000000.0,2270000000.0,2893000000.0,,743000000.0,,25807000000.0,-6515000000.0,,1416000000.0,-697000000.0,-419000000.0,13000000,17000000,3164000000.0,115000000.0,-7502000000.0,,3364000000.0,2058000000.0,1197000000.0,84000000.0,,480000000.0,-7225000000.0,20020000000.0,505000000.0,1365000000.0,507000000.0,518000000.0,2434000000.0,22000000.0,531000000.0,-198000000.0,,-697000000.0,509000000.0,151000000.0,,34453000000.0,,26117000000.0,,829000000.0,415000000.0,1664000000.0,7000000.0,1073000000.0,-2378000000.0,,,,,
2008-03-31,233000000,900000000,1766000000.0,-1110000000.0,,,,-1373000000.0,900000000,,-162000000.0,28985000000.0,,238000000.0,-1008000000.0,28768000000.0,0.34,6033000000.0,8363000000.0,4104000000,,16945000000.0,,3521000000.0,2562000000.0,3364000000.0,,,,,4104000000.0,665714286.0,,-207000000.0,68000000.0,234000000,233000000,3321000000.0,99000000.0,-7849000000.0,,1766000000.0,1766000000.0,1106000000.0,240000000.0,0.35,514000000.0,3204000000.0,20919000000.0,1957000000.0,1500000000.0,435000000.0,329000000.0,4506000000.0,6000000.0,474000000.0,-16000000.0,,-633000000.0,471000000.0,1500000000.0,685294118.0,35745000000.0,,27382000000.0,,1281000000.0,-292000000.0,2058000000.0,7000000.0,1169000000.0,-2474000000.0,,,,,
2008-06-30,903000000,906000000,1743000000.0,-525000000.0,,,,-1514000000.0,906000000,,-432000000.0,30017000000.0,,-774000000.0,-105000000.0,31447000000.0,1.31,5825000000.0,8904000000.0,4146000000,24192000000.0,17905000000.0,,3369000000.0,2649000000.0,3493000000.0,,,,,4146000000.0,672000000.0,,-80000000.0,908000000.0,903000000,903000000,4289000000.0,98000000.0,-8347000000.0,,2286000000.0,2286000000.0,1318000000.0,317000000.0,1.34,600000000.0,3240000000.0,23100000000.0,,1197000000.0,469000000.0,197000000.0,4101000000.0,,1220000000.0,-137000000.0,,-752000000.0,320000000.0,1197000000.0,694000000.0,38115000000.0,,29211000000.0,,1607000000.0,-23000000.0,1766000000.0,7000000.0,1135000000.0,-2432000000.0,,,,,
2008-09-30,145000000,1106000000,1707000000.0,-803000000.0,,,,-1375000000.0,846000000,,206000000.0,28719000000.0,88000000.0,-63000000.0,40000000.0,30027000000.0,0.22,5415000000.0,8393000000.0,4345000000,23304000000.0,17690000000.0,-22000000.0,3638000000.0,2451000000.0,3320000000.0,,,,,4345000000.0,669000000.0,,986000000.0,-19000000.0,145000000,145000000,4229000000.0,90000000.0,-7937000000.0,,1707000000.0,1707000000.0,1230000000.0,168000000.0,0.22,597000000.0,3499000000.0,22090000000.0,,954000000.0,458000000.0,36000000.0,4201000000.0,,313000000.0,17000000.0,,-578000000.0,784000000.0,954000000.0,675000000.0,36653000000.0,,28260000000.0,,1233000000.0,-36000000.0,1743000000.0,7000000.0,1141000000.0,-2500000000.0,,,,,
