date,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyBasicEPS,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyCashDividendsPaid
2008-09-30,-57682000,101916000,87968000,87968000,1.81,16866000.0,30454000.0,,767000.0,353407000.0,138875000.0,92694000.0,245531000.0,1600000.0,39715000.0,,,54358000.0,,188156000,213392000.0,9275000,471068000,362000.0,452236000,413386000,467519000.0,1763000.0,-12743000.0,,816941000,87968000,1456113000,5464000.0,32221000,96058000,727693000,50023000.0,87883000.0,,-23454000,12208000.0,3759000.0,0.0,65802000,-931000.0,48656000.0,728420000,138857000,-123055000.0,413386000,-91102000,2.22,,316078000.0,13176000.0,177221000,132720000.0,,,639172000,656469000,71224000.0,42852000.0,-946288000,28450000,,38850000.0,-5858000,561609000,127922000,-47259000,-59433000.0,,,,
2008-12-31,-48836000,80353000,33255000,33255000,,18010000.0,0.0,,,326863000.0,92328000.0,77713000.0,200977000.0,9003000.0,,,9124000.0,48933000.0,29664000.0,156232000,193231000.0,10444000,413386000,367000.0,463438000,364550000,392985000.0,2588000.0,-80710000.0,,720138000,33255000,1343977000,496000.0,1245000,74916000,613595000,33329000.0,106103000.0,,10333000,5667000.0,-40397000.0,0.0,46290000,-113000.0,,730382000,74747000,-167000.0,364550000,-53584000,,,205065000.0,-23631000.0,127832000,53129000.0,,,623839000,546652000,66943000.0,19827000.0,-913033000,29404000,,98888000.0,-5437000,406042000,48833000,-73119000,-76699000.0,,,,
2009-03-31,-73290000,74164000,25023000,25023000,0.53,18717000.0,0.0,4527000.0,,321122000.0,104747000.0,74458000.0,253728000.0,3817000.0,41004000.0,66068000.0,9089000.0,44266000.0,35608000.0,165488000,174886000.0,9361000,364550000,373000.0,497054000,291260000,306412000.0,6805000.0,-139453000.0,-15930000.0,681643000,25023000,1328028000,1277000.0,1295000,71073000,623361000,31202000.0,,,16216000,9035000.0,-64535000.0,0.0,77832000,-13107000.0,47013000.0,704667000,56761000,959000.0,291260000,-110383000,0.61,,208330000.0,1062000.0,151600000,40595000.0,-20505000.0,0.0,646385000,494310000,129051000.0,15541000.0,-919122000,28560000,10593000.0,205794000.0,-3091000,462058000,42842000,-31133000,,,,,
2009-06-30,42189000,94057000,67011000,67011000,1.38,20961000.0,0.0,4697000.0,,347221000.0,150045000.0,101974000.0,298503000.0,-3880000.0,41661000.0,58602000.0,267000.0,46584000.0,41718000.0,195863000,183042000.0,9723000,291260000,377000.0,589568000,333449000,297878000.0,6505000.0,-171345000.0,-39392000.0,695342000,67011000,1492337000,65000.0,1221000,89034000,644885000,130843000.0,,,-9436000,9514000.0,-11106000.0,0.0,77168000,-131000.0,48479000.0,847452000,115701000,289000.0,333449000,-45236000,1.61,,305238000.0,748000.0,181443000,99473000.0,-16000000.0,0.0,796995000,518738000,126147000.0,32495000.0,-852111000,29669000,11265000.0,256119000.0,-5023000,603741000,109375000,-10770000,,,,,
2009-09-30,29024000,195179000,318982000,318982000,6.42,21777000.0,0.0,4777000.0,,349981000.0,169864000.0,143463000.0,296654000.0,-1220000.0,42569000.0,50213000.0,268000.0,45733000.0,50405000.0,233251000,179794000.0,10098000,333449000,391000.0,719266000,362473000,220725000.0,5911000.0,-223476000.0,-18610000.0,846678000,318982000,1797036000,238000.0,1610000,193391000,595311000,141494000.0,,,20719000,-172588000.0,4814000.0,0.0,62995000,-931000.0,49670000.0,1201725000,210104000,-14000.0,362473000,-83784000,7.49,,434006000.0,1569000.0,218376000,194095000.0,-85542000.0,0.0,950358000,477588000,117723000.0,-124887000.0,-533128000,29339000,10869000.0,356793000.0,-1788000,730660000,200755000,-83329000,,,,,
2009-12-31,-160332000,146265000,78455000,78455000,,24052000.0,0.0,5137000.0,,350630000.0,118659000.0,127561000.0,228564000.0,-5389000.0,,35985000.0,359000.0,43793000.0,60758000.0,195327000,172080000.0,10011000,362473000,405000.0,800155000,202141000,159878000.0,4863000.0,-387889000.0,51165000.0,811283000,78455000,1834224000,569000.0,1790000,141061000,512595000,137566000.0,107999000.0,,40171000,185029000.0,-3000000.0,0.0,60568000,-3246000.0,,1321629000,123012000,-5030000.0,202141000,-262057000,,,313189000.0,-183424000.0,180179000,108138000.0,-75075000.0,-1500000.0,1022941000,408765000,103830000.0,29683000.0,-454673000,30489000,7944000.0,598014000.0,-5204000,541753000,117862000,-43728000,-77510000.0,,,,
2010-03-31,146634000,104697000,53875000,53875000,1.06,25201000.0,0.0,4608000.0,,333531000.0,132497000.0,118861000.0,265278000.0,-3130000.0,46309000.0,480124000.0,442000.0,36016000.0,71146000.0,231207000,156832000.0,9779000,202141000,424000.0,1235668000,348775000,78329000.0,4806000.0,-526493000.0,-20223000.0,724960000,53875000,2201561000,-11282000.0,1863000,99866000,884933000,212674000.0,,,6492000,11426000.0,-47768000.0,0.0,75256000,-118932000.0,50862000.0,1316628000,95413000,9676000.0,348775000,-311474000,1.16,,319116000.0,1784000.0,216820000,80828000.0,-98388000.0,-2500000.0,1476601000,343592000,541341000.0,26953000.0,-400798000,30816000,11909000.0,886893000.0,-4831000,584394000,87909000,358995000,,,,,
2010-06-30,7260000,187319000,114957000,114596000,2.26,62249000.0,0.0,4895000.0,,426324000.0,208056000.0,163046000.0,322184000.0,1039000.0,47791000.0,474051000.0,448000.0,59179000.0,141611000.0,272096000,236547000.0,11687000,348775000,432000.0,1220199000,356035000,41981000.0,9267000.0,-270235000.0,-65293000.0,888063000,114957000,2445739000,4594000.0,4504000,181917000,1061255000,257524000.0,,,21239000,12617000.0,-94673000.0,0.0,119138000,-6491000.0,50847000.0,1384484000,186825000,18486000.0,356035000,-108099000,2.41,,445255000.0,1680000.0,256443000,165871000.0,-74987000.0,-108472000.0,1557676000,465776000,595479000.0,51275000.0,-285841000,34988000,15465000.0,864164000.0,-5402000,767439000,173159000,-66032000,,,,,
2010-09-30,177086000,305364000,222980000,224560000,4.41,28481000.0,0.0,5347000.0,,453618000.0,248946000.0,195936000.0,335569000.0,-10715000.0,48570000.0,471112000.0,424000.0,59402000.0,117800000.0,329419000,243243000.0,14795000,356035000,438000.0,1475069000,533121000,174000.0,8293000.0,-233283000.0,-27239000.0,906487000,222980000,2746545000,2640000.0,4285000,301126000,1065324000,195727000.0,,79666000.0,23275000,9607000.0,-19048000.0,0.0,112753000,-230000.0,50559000.0,1636999000,341767000,12275000.0,533121000,-29519000,4.59,,666188000.0,2273000.0,311297000,318679000.0,-122023000.0,0.0,1840058000,506329000,558995000.0,94119000.0,-62861000,35905000,21254000.0,941948000.0,-4238000,1001757000,336769000,-118439000,,,,,
2010-12-31,-174154000,179917000,135729000,135111000,,42990000.0,0.0,6148000.0,,510894000.0,162426000.0,243767000.0,252902000.0,-1621000.0,,476268000.0,,56440000.0,,289452000,232030000.0,14203000,533121000,438000.0,1662218000,358967000,175000.0,7578000.0,-792582000.0,83480000.0,948489000,135729000,2905953000,41100000.0,14418000,171795000,1046866000,450308000.0,134146000.0,,-129000,3890000.0,-32889000.0,0.0,90311000,-3792000.0,,1813336000,202686000,-40177000.0,358967000,-392006000,,,478412000.0,25477000.0,270853000,180905000.0,-3000.0,-1433000.0,1957464000,471168000,575698000.0,45794000.0,69110000,39739000,19768000.0,1303251000.0,-8122000,731314000,188960000,38433000,-94407000.0,,,,
2011-03-31,192107000,276219000,104790000,104013000,2.05,47209000.0,0.0,6670000.0,,525801000.0,221978000.0,322735000.0,303512000.0,-7073000.0,49319000.0,93569000.0,0.0,55938000.0,,351749000,234063000.0,12479000,358967000,445000.0,1745586000,551074000,481644000.0,7715000.0,-488877000.0,-56487000.0,959681000,104790000,3065351000,9520000.0,8439000,267940000,1283412000,618427000.0,,,128753000,,10360000.0,0.0,115512000,-157262000.0,51159000.0,1724401000,160886000,-16000.0,551074000,55051000,2.12,,505808000.0,8260000.0,332600000,140692000.0,0.0,-66204000.0,2105670000,1086696000,196716000.0,36679000.0,163545000,44386000,14110000.0,1194512000.0,-8279000,809320000,154059000,-147198000,,,,,
2011-06-30,60175000,223283000,256368000,256277000,5.02,33858000.0,0.0,8239000.0,,529594000.0,321358000.0,267888000.0,353489000.0,-2451000.0,49718000.0,88222000.0,,54679000.0,,424519000,228885000.0,13651000,551074000,446000.0,1949418000,611249000,486778000.0,7795000.0,-551581000.0,-97729000.0,983640000,256368000,3360075000,-10333000.0,17157000,213485000,1302952000,407087000.0,,,-79433000,,19476000.0,0.0,127794000,-1429000.0,51105000.0,1989627000,338037000,-19000.0,611249000,-155181000,5.16,,749227000.0,11610000.0,402629000,316591000.0,-213000.0,-870000.0,2376435000,1126193000,176759000.0,60314000.0,396528000,49346000,13231000.0,1338169000.0,-9798000,1102716000,324708000,-8649000,,,,,
2011-09-30,-190083000,560469000,469499000,472886000,9.17,37119000.0,0.0,8548000.0,,510154000.0,345339000.0,305745000.0,352656000.0,827000.0,49779000.0,82831000.0,,47448000.0,,483770000,210693000.0,13957000,611249000,446000.0,2404633000,421166000,492169000.0,7879000.0,-1232235000.0,-47871000.0,933596000,469499000,3815573000,2610000.0,21444000,548776000,1348659000,509689000.0,,,37170000,,-59835000.0,0.0,169545000,-3678000.0,51184000.0,2390299000,633688000,-2885000.0,421166000,-738023000,9.43,,1100148000.0,19369000.0,461265000,611852000.0,,-899000.0,2881977000,1181261000,167398000.0,138966000.0,858438000,53843000,13415000.0,1983467000.0,-11693000,1452804000,616378000,-734000,,,,,
2011-12-31,211670000,281841000,225716000,225956000,,39183000.0,0.0,10357000.0,,504784000.0,264453000.0,222134000.0,266073000.0,1170000.0,,77360000.0,,46990000.0,,420920000,200151000.0,13737000,421166000,446000.0,2657663000,632836000,497640000.0,8332000.0,-774736000.0,76294000.0,903827000,225716000,3970671000,6258000.0,23490000,264778000,1269331000,694360000.0,176957000.0,,-1711000,10577000.0,-87582000.0,0.0,146867000,-802000.0,,2574295000,320729000,31043000.0,632836000,-66615000,,,724698000.0,31592000.0,396826000,298660000.0,,-219000.0,3066844000,1105798000,163533000.0,72704000.0,1033738000,64322000,25438000.0,2024827000.0,-17063000,990771000,303778000,5554000,-112635000.0,,,,
2012-03-31,559239000,182380000,181970000,181816000,3.54,43526000.0,0.0,10735000.0,,520769000.0,324562000.0,298217000.0,293959000.0,-2376000.0,49827000.0,938377000.0,,45720000.0,,501757000,210918000.0,15842000,632836000,449000.0,3618703000,1192075000,503192000.0,11258000.0,-1301457000.0,-58235000.0,889765000,181970000,5092827000,-16287000.0,41313000,168683000,2317852000,925356000.0,,,-48856000,4804000.0,-51112000.0,0.0,173984000,-254225000.0,51347000.0,2591659000,256095000,31583000.0,1192075000,-371501000,3.65,,743288000.0,24776000.0,475180000,228995000.0,,-13286000.0,4203062000,1290229000,1027623000.0,47179000.0,1163494000,73520000,16640000.0,2426628000.0,-13697000,1037247000,241531000,730533000,,,,,
2012-06-30,-379289000,431606000,352347000,352654000,6.88,41122000.0,0.0,10440000.0,,508331000.0,429520000.0,272087000.0,322617000.0,3205000.0,49812000.0,937841000.0,,45237000.0,,545787000,196037000.0,15663000,1192075000,450000.0,3942342000,812786000,508826000.0,16882000.0,-1688494000.0,-118486000.0,850507000,352347000,5428806000,-52700000.0,38483000,416880000,2390835000,974977000.0,,,21680000,8861000.0,-107647000.0,0.0,201203000,-943000.0,51226000.0,2927787000,478224000,-2387000.0,812786000,-730773000,7.07,,1004142000.0,29903000.0,519684000,445679000.0,,-143000.0,4578299000,1366635000,1024200000.0,93025000.0,1524615000,78616000,17730000.0,3129556000.0,-14726000,1326759000,458355000,-52995000,,,,,
2012-09-30,85684000,674945000,596586000,599973000,11.66,47813000.0,0.0,10799000.0,,517721000.0,493777000.0,377326000.0,309809000.0,-8256000.0,49851000.0,937266000.0,,46305000.0,,640909000,192488000.0,16008000,812786000,450000.0,4667997000,898470000,514542000.0,17067000.0,-1802377000.0,-55939000.0,852080000,596586000,6217809000,-98000.0,36710000,664418000,2506724000,1215554000.0,,,21756000,2781000.0,-62872000.0,0.0,240176000,-229000.0,51185000.0,3577864000,764249000,-487000.0,898470000,-598279000,11.97,,1396501000.0,29984000.0,614103000,731174000.0,,-442000.0,5365729000,1475340000,1031384000.0,131201000.0,2105386000,81931000,17672000.0,3769527000.0,-10527000,1706310000,755592000,635000,,,,,
2012-12-31,637879000,496819000,288663000,289595000,5.63,68944000.0,0.0,11711000.0,,522672000.0,367512000.0,387911000.0,250890000.0,-2293000.0,49870000.0,936651000.0,,45159000.0,,565435000,208113000.0,17628000,898470000,450000.0,5183194000,1536349000,520344000.0,16856000.0,-1564181000.0,127383000.0,887367000,288663000,6569742000,-7721000.0,35828000,480611000,2672767000,1737501000.0,232483000.0,,149235000,3150000.0,-23676000.0,0.0,184648000,-1624000.0,51241000.0,3896975000,390506000,718000.0,1536349000,137840000,5.79,,939750000.0,32404000.0,536096000,356022000.0,,-19990000.0,5682375000,1461726000,1211041000.0,66427000.0,2368611000,89269000,19993000.0,3646845000.0,-16208000,1190640000,374315000,-9318000,-143214000.0,,,,
2013-03-31,74861000,183117000,244271000,244292000,4.76,90589000.0,0.0,13222000.0,,502295000.0,471807000.0,425032000.0,292347000.0,-2942000.0,49939000.0,935997000.0,,41474000.0,,699826000,191135000.0,19080000,1536349000,452000.0,5181617000,1611210000,526231000.0,17329000.0,-1522215000.0,-115162000.0,824675000,244271000,6855127000,4443000.0,35102000,168066000,2864292000,1521947000.0,,,-111620000,-7229000.0,-88060000.0,0.0,250546000,-76380000.0,51353000.0,3990835000,326851000,-581000.0,1611210000,-16002000,4.89,188112000.0,1009665000.0,12552000.0,667524000,290442000.0,,-102000.0,6030452000,1605339000,1258953000.0,46150000.0,2570114000,92500000,21826000.0,3570407000.0,-15051000,1302012000,309839000,-70972000,,,,,
2013-06-30,151004000,593382000,437326000,437440000,8.39,88088000.0,0.0,16959000.0,,1738346000.0,649250000.0,387336000.0,296383000.0,-782000.0,50760000.0,1762890000.0,,387296000.0,,829024000,1052087000.0,26027000,1611210000,467000.0,5945074000,1762214000,532206000.0,19633000.0,-2748534000.0,-127821000.0,2941221000,437326000,9867371000,-180426000.0,16316000,571952000,4009711000,2130706000.0,,,72496000,3917000.0,-75582000.0,0.0,316251000,-346905000.0,52111000.0,5857660000,581217000,35000.0,1762214000,-969965000,8.62,139898000.0,1383855000.0,14559000.0,786038000,535557000.0,,-330742000.0,6926150000,1771437000,2238274000.0,98117000.0,3007686000,109141000,34978000.0,4182860000.0,-21430000,1680238000,554831000,524514000,,,,,
2013-09-30,-666120000,970464000,832989000,832989000,15.72,83934000.0,0.0,18536000.0,,1761194000.0,706234000.0,544021000.0,280838000.0,-3278000.0,51363000.0,1767757000.0,,371498000.0,,942168000,1038863000.0,35747000,1762214000,468000.0,6583620000,1096094000,538266000.0,24135000.0,-2885377000.0,-40978000.0,2956608000,832989000,10445655000,-5330000.0,15947000,949987000,4049033000,1692101000.0,,,28997000,14762000.0,39761000.0,0.0,312896000,-459723000.0,52984000.0,6396622000,1080233000,-960000.0,1096094000,-1215426000,16.22,-47065000.0,1989065000.0,18466000.0,887885000,1020351000.0,,-713000.0,7489047000,1825844000,2223189000.0,187362000.0,3840675000,119766000,35006000.0,5487526000.0,-20477000,2269903000,1046897000,-451561000,,,,,
2013-12-31,193900000,554473000,378077000,378077000,7.14,75981000.0,0.0,23173000.0,,1767912000.0,535962000.0,545342000.0,207852000.0,-29753000.0,51632000.0,1750580000.0,,326425000.0,,832454000,1019985000.0,37121000,1096094000,476000.0,6752714000,1289994000,151931000.0,22192000.0,-2881544000.0,172389000.0,2963519000,378077000,10444460000,4279000.0,33514000,526986000,3534731000,2949795000.0,312787000.0,,63068000,-22554000.0,84729000.0,0.0,247345000,-507000.0,52938000.0,6909729000,509500000,-1277000.0,1289994000,39126000,7.32,-98782000.0,1333301000.0,18039000.0,772160000,450187000.0,-414561000.0,-361000.0,7480941000,1381745000,2152986000.0,72110000.0,4218752000,135053000,50288000.0,5462720000.0,-27487000,1541153000,500847000,-405492000,-177734000.0,,,,
2014-03-31,-1844000,177004000,331218000,331218000,6.25,81177000.0,0.0,23224000.0,,1771548000.0,627160000.0,561915000.0,235331000.0,-5969000.0,52153000.0,1757478000.0,,334631000.0,,967745000,998307000.0,38376000,1289994000,478000.0,6710508000,1288150000,97707000.0,17745000.0,-2655427000.0,-94156000.0,2957744000,331218000,10813684000,5499000.0,7693000,147273000,3604275000,2652013000.0,,,-261655000,8828000.0,92751000.0,0.0,299411000,-96660000.0,53018000.0,7209409000,472174000,-5077000.0,1288150000,-40855000,6.35,147608000.0,1406471000.0,13758000.0,906145000,416053000.0,-58449000.0,-2633000.0,7855940000,1430989000,2173286000.0,84835000.0,4549970000,149373000,39412000.0,5422358000.0,-29731000,1641802000,438726000,-141917000,,,,,
2014-06-30,2215749000,689981000,576451000,576451000,10.89,106858000.0,0.0,24042000.0,,1905551000.0,841133000.0,555716000.0,240579000.0,-1777000.0,52397000.0,1765699000.0,,396489000.0,,1149982000,976946000.0,40287000,1288150000,480000.0,7164706000,3503899000,41316000.0,17106000.0,-1728472000.0,-218803000.0,3091564000,576451000,11600323000,6723000.0,7303000,657726000,3776291000,3435427000.0,,,-8000,17242000.0,78335000.0,0.0,340903000,-666000.0,52955000.0,7824032000,773158000,-117000.0,3503899000,1576166000,11.0,165317000.0,1882996000.0,13086000.0,1085653000,715765000.0,-59381000.0,-98417000.0,8508759000,1507245000,2269046000.0,139314000.0,5126421000,168681000,35739000.0,3660807000.0,-32255000,2123575000,733014000,-51331000,,,,,
2014-09-30,1539825000,1292132000,1062253000,1062253000,20.03,107938000.0,0.0,24802000.0,,3483144000.0,843560000.0,609071000.0,216519000.0,3347000.0,52405000.0,3888019000.0,1965182000.0,866167000.0,,1297273000,2175214000.0,57599000,3503899000,480000.0,6237077000,5043724000,37781000.0,22953000.0,-3038397000.0,-40398000.0,7880515000,1062253000,15184380000,-14324000.0,7762000,1263393000,6451269000,3629946000.0,,,82724000,20381000.0,-72204000.0,0.0,525441000,-148130000.0,53024000.0,8733111000,1386141000,14503000.0,5043724000,-1817721000,20.27,-103368000.0,2619978000.0,16053000.0,1214872000,1305589000.0,-999095000.0,-2395034000.0,7303865000,1589145000,4862124000.0,243336000.0,6188674000,203790000,46969000.0,1193353000.0,-28739000,2836497000,1322705000,2118416000,,,,,
2014-12-31,-1895073000,755280000,451831000,451831000,,103533000.0,0.0,25430000.0,,3326474000.0,643894000.0,600758000.0,165412000.0,-5045000.0,,3850085000.0,3755653000.0,1040260000.0,,1095818000,2334761000.0,71558000,5043724000,480000.0,4290833000,3148651000,37195000.0,30549000.0,-3224579000.0,171148000.0,9673189000,451831000,14940563000,8004000.0,9228000,714501000,6373869000,1199468000.0,442947000.0,,153544000,-14744000.0,-259902000.0,0.0,281480000,-504922000.0,,8566694000,654148000,38000.0,3148651000,-2066134000,,-5687000.0,1674685000.0,17063000.0,998830000,552041000.0,-3211000.0,-282000.0,5267374000,1379991000,4993878000.0,100210000.0,6640505000,198953000,67172000.0,1142182000.0,-40779000,1840097000,578867000,-496174000,-243994000.0,,,,
2015-03-31,107163000,208983000,333327000,333327000,6.36,132987000.0,0.0,25361000.0,,3327784000.0,706776000.0,610764000.0,168458000.0,-4843000.0,51909000.0,5304108000.0,4973644000.0,1072038000.0,,1238267000,2282347000.0,65002000,3148651000,481000.0,4635455000,3255814000,0.0,33479000.0,-2417932000.0,-120593000.0,10875011000,333327000,16842492000,41474000.0,20737000,177720000,8212367000,1334592000.0,,,-235965000,-35172000.0,-224545000.0,0.0,567322000,-308618000.0,52406000.0,8630125000,505724000,-55000.0,3255814000,-1140820000,6.42,201215000.0,1672236000.0,18234000.0,1147904000,407243000.0,-147629000.0,-26162000.0,5967481000,1703234000,6509133000.0,73916000.0,6973832000,214863000,54533000.0,1379641000.0,-31263000,1840694000,433969000,1214248000,,,,,
2015-06-30,-1366865000,702376000,517032000,517032000,9.94,146399000.0,0.0,27156000.0,,3366396000.0,889868000.0,903641000.0,187491000.0,-1444000.0,51589000.0,5399966000.0,6395468000.0,991882000.0,,1414575000,2246629000.0,67674000,3255814000,482000.0,3188076000,1888949000,0.0,41547000.0,-2717215000.0,-167347000.0,12333875000,517032000,17027346000,13495000.0,20441000,649288000,8469381000,1351152000.0,,,39932000,-6405000.0,-43123000.0,0.0,367221000,-677963000.0,52038000.0,8557965000,757598000,-170000.0,1888949000,-1439096000,10.02,204603000.0,2092906000.0,19195000.0,1319745000,648377000.0,0.0,-19775000.0,4693471000,1931134000,6538247000.0,131345000.0,7490864000,246102000,60736000.0,1299127000.0,-53088000,2280397000,678331000,-660713000,,,,,
2015-09-30,-47291000,1309800000,1196732000,1196732000,23.41,131474000.0,0.0,28830000.0,,3386519000.0,890532000.0,780784000.0,155619000.0,-5783000.0,50550000.0,5421328000.0,6391556000.0,952388000.0,,1458575000,2203270000.0,69054000,1888949000,482000.0,3052842000,1841658000,0.0,41436000.0,-911390000.0,-1664000.0,12315813000,1196732000,16614770000,11759000.0,18426000,1267514000,8087997000,949055000.0,,,-15048000,-22098000.0,-185465000.0,0.0,388528000,-1280803000.0,51130000.0,8526773000,1566660000,225000.0,1841658000,-94123000,23.67,-213937000.0,2947282000.0,18352000.0,1360691000,1456170000.0,0.0,-89727000.0,4298957000,1582807000,6505190000.0,259438000.0,8687596000,257135000,58799000.0,1211184000.0,-42286000,3102901000,1488707000,-1262730000,,,,,
2015-12-31,-364393000,881072000,504269000,504269000,10.0,134777000.0,0.0,32270000.0,,3375000000.0,645169000.0,681587000.0,120612000.0,-14017000.0,49741000.0,6158443000.0,7931363000.0,892576000.0,,1221483000,2167533000.0,70764000,1841658000,482000.0,2648511000,1477265000,0.0,43767000.0,-3071793000.0,220910000.0,13867338000,504269000,17420575000,20075000.0,118656000,833794000,8625106000,1903257000.0,535132000.0,,203068000,2340000.0,244852000.0,0.0,322842000,-821671000.0,50403000.0,8795469000,731061000,-5169000.0,1477265000,-1220479000,10.14,-25680000.0,1879383000.0,18484000.0,1118449000,616530000.0,-225000000.0,-4674000.0,3553237000,1439310000,7185796000.0,112261000.0,9191865000,274786000,75065000.0,1171246000.0,-47278000,1999995000,657900000,-20801000,-260346000.0,,,,
2016-03-31,379900000,344327000,374424000,374424000,7.47,143242000.0,0.0,32788000.0,,3378327000.0,857140000.0,1117255000.0,128669000.0,-63278000.0,49630000.0,6321202000.0,7594338000.0,830161000.0,,1469132000,2128539000.0,72871000,1477265000,484000.0,3382802000,1857165000,,46894000.0,-1051346000.0,-191704000.0,13469783000,374424000,18334546000,18073000.0,68734000,291071000,9282179000,1252604000.0,,,-219329000,-25681000.0,297765000.0,0.0,334783000,-259361000.0,50129000.0,9052367000,580258000,-5000.0,1857165000,147274000,7.54,311991000.0,2019450000.0,18846000.0,1363473000,460493000.0,0.0,-723000.0,4864763000,1987574000,7294605000.0,86069000.0,9566289000,299845000,66034000.0,1525637000.0,-53256000,2148119000,550318000,-133973000,,,,,
2016-06-30,836553000,966007000,580638000,580638000,11.6,143674000.0,0.0,35797000.0,,3360585000.0,982993000.0,1019513000.0,126084000.0,-10861000.0,49604000.0,7255205000.0,7954414000.0,803935000.0,,1697411000,2082120000.0,77712000,1857165000,484000.0,4370960000,2693718000,,50290000.0,-1650316000.0,-152443000.0,13772703000,580638000,19687170000,43397000.0,55134000,905564000,10412465000,924264000.0,,,265616000,-54182000.0,135442000.0,0.0,431870000,-265783000.0,50059000.0,9274705000,820550000,-1000.0,2693718000,-786568000,11.71,375982000.0,2429818000.0,19078000.0,1583902000,692548000.0,0.0,-72000.0,5914467000,2209651000,8202814000.0,111910000.0,10146927000,320450000,54982000.0,1677242000.0,-60443000,2555902000,732407000,674770000,,,,,
2016-09-30,-271449000,1507854000,506017000,506017000,10.13,141096000.0,0.0,36389000.0,,2416338000.0,1105086000.0,882081000.0,101489000.0,-945131000.0,49420000.0,6381709000.0,9296417000.0,802433000.0,,1815136000,2040213000.0,78745000,2693718000,484000.0,4378316000,2422269000,960984000.0,55480000.0,-2119075000.0,-126148000.0,14200202000,506017000,20033784000,10646000.0,107429000,1404983000,10231214000,658702000.0,,,-115233000,7891000.0,322346000.0,0.0,494607000,-232333000.0,49975000.0,9802570000,931759000,-22000.0,2422269000,-1563282000,10.24,-161559000.0,3589063000.0,19335000.0,1700002000,797534000.0,0.0,-16000.0,5833582000,2905976000,7325238000.0,291517000.0,10652944000,339805000,54115000.0,1956047000.0,-102871000,3690552000,1773927000,-218191000,,,,,
2016-12-31,-341068000,1106509000,673908000,673908000,13.47,138767000.0,0.0,37419000.0,,2396906000.0,860115000.0,857467000.0,72072000.0,-1551000.0,49320000.0,6199060000.0,9591067000.0,822334000.0,,1486000000,1993885000.0,79807000,2422269000,485000.0,4299955000,2081075000,967734000.0,55236000.0,-1920465000.0,186074000.0,14437454000,673908000,19838973000,-11130000.0,108579000,1054696000,10018831000,848533000.0,705987000.0,,284819000,-39933000.0,-134684000.0,0.0,419108000,-256049000.0,50020000.0,9820142000,897706000,28000.0,2082007000,-1130719000,13.66,-10058000.0,2276361000.0,19473000.0,1368774000,762663000.0,0.0,-7002000.0,5401519000,2858670000,7160161000.0,88755000.0,11326852000,347017000,74595000.0,2218880000.0,-51813000,2348433000,790361000,-264869000,-358970000.0,,,,
