date,quarterlyPurchaseOfInvestment,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,quarterlyEbitda,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyBasicEPS,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetIncome,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock
2003-03-31,-423000000.0,78000000.0,-1000000,1475000000,697000000.0,418000000.0,14000000.0,3410000000.0,104000000.0,2222000000.0,0.0,,5468000000.0,2007000000.0,,1076000000.0,2331000000.0,-14000000.0,,5071402000.0,51000000,,,4139000000.0,492000000.0,85000000.0,6000000.0,199000000.0,1057000000.0,0.002857,419000000.0,3000000.0,294000000.0,,300000000.0,0.0,14000000,,112000000.0,215000000.0,-40000000.0,3000000.0,310000000.0,3000000.0,2000000.0,4000000.0,41000000.0,14000000.0,0.0,-457000000.0,28000000.0,5046860000.0,54000000.0,215000000.0,98000000.0,798000000.0,5000000.0,,19000000.0,619000000.0,119000000.0,188000000.0,58000000.0,1116000000.0,5000000.0,6361000000.0,29000000.0,893000000.0,3410000000.0,4526000000.0,0.002857,1154000000.0,30000000.0,921000000.0,-36000000.0,2612000000.0,1919000000.0
2003-06-30,-884000000.0,-33000000.0,9000000,1545000000,74000000.0,428000000.0,19000000.0,3507000000.0,-41000000.0,2243000000.0,0.0,,5546000000.0,2025000000.0,,1124000000.0,2350000000.0,-4000000.0,,5092878000.0,59000000,,,4198000000.0,568000000.0,85000000.0,18000000.0,195000000.0,1117000000.0,0.003571,419000000.0,3000000.0,331000000.0,,299000000.0,0.0,19000000,,113000000.0,218000000.0,-46000000.0,15000000.0,307000000.0,15000000.0,2000000.0,4000000.0,38000000.0,19000000.0,0.0,-485000000.0,14000000.0,5051102000.0,55000000.0,218000000.0,8000000.0,97000000.0,7000000.0,,26000000.0,639000000.0,120000000.0,195000000.0,-38000000.0,1038000000.0,-76000000.0,6441000000.0,27000000.0,895000000.0,3507000000.0,4545000000.0,0.003571,986000000.0,31000000.0,880000000.0,-19000000.0,3410000000.0,1935000000.0
2003-09-30,-667000000.0,5000000.0,31000000,1715000000,-180000000.0,456000000.0,44000000.0,3396000000.0,274000000.0,2592000000.0,0.0,,5887000000.0,2357000000.0,,1174000000.0,2394000000.0,5000000.0,,,77000000,,,4223000000.0,766000000.0,85000000.0,0.0,191000000.0,1259000000.0,,425000000.0,-18000000.0,368000000.0,,314000000.0,0.0,41000000,,125000000.0,235000000.0,-58000000.0,22000000.0,304000000.0,-4000000.0,2000000.0,13000000.0,56000000.0,44000000.0,0.0,-505000000.0,5000000.0,,57000000.0,235000000.0,73000000.0,-111000000.0,14000000.0,,55000000.0,669000000.0,111000000.0,239000000.0,15000000.0,1170000000.0,-198000000.0,6815000000.0,24000000.0,928000000.0,3396000000.0,4566000000.0,,545000000.0,20000000.0,1154000000.0,-35000000.0,3507000000.0,1926000000.0
2003-12-31,-395000000.0,116000000.0,74000000,2006000000,77000000.0,536000000.0,63000000.0,3724000000.0,-69000000.0,2641000000.0,,,6029000000.0,2382000000.0,,1221000000.0,2457000000.0,4000000.0,,5212312000.0,122000000,,7000000.0,4330000000.0,586000000.0,85000000.0,13000000.0,204000000.0,1470000000.0,0.012143,462000000.0,-33000000.0,406000000.0,,343000000.0,0.0,63000000,,144000000.0,259000000.0,-44000000.0,32000000.0,302000000.0,32000000.0,2000000.0,1000000.0,89000000.0,63000000.0,0.0,-537000000.0,,5074300000.0,68000000.0,259000000.0,219000000.0,328000000.0,24000000.0,,87000000.0,684000000.0,119000000.0,271000000.0,175000000.0,1067000000.0,180000000.0,6971000000.0,22000000.0,942000000.0,3724000000.0,4791000000.0,0.012143,503000000.0,33000000.0,1085000000.0,-31000000.0,3396000000.0,1960000000.0
2004-03-31,-581000000.0,-19000000.0,62000000,1909000000,-403000000.0,530000000.0,46000000.0,3158000000.0,-94000000.0,2245000000.0,,,5784000000.0,1980000000.0,,1254000000.0,2503000000.0,-8000000.0,,5295220000.0,101000000,,6000000.0,4490000000.0,585000000.0,85000000.0,-1000000.0,213000000.0,1379000000.0,0.009286,468000000.0,26000000.0,432000000.0,,345000000.0,0.0,46000000,,153000000.0,265000000.0,-35000000.0,76000000.0,,-224000000.0,1000000.0,-12000000.0,63000000.0,46000000.0,-300000000.0,-567000000.0,,5114858000.0,77000000.0,265000000.0,61000000.0,-566000000.0,18000000.0,,64000000.0,687000000.0,123000000.0,225000000.0,26000000.0,1436000000.0,1000000.0,6735000000.0,21000000.0,951000000.0,3158000000.0,4594000000.0,0.008571,214000000.0,36000000.0,991000000.0,-10000000.0,3724000000.0,2107000000.0
2004-06-30,-1318000000.0,93000000.0,80000000,2014000000,-460000000.0,559000000.0,61000000.0,3120000000.0,70000000.0,2411000000.0,,,6286000000.0,2155000000.0,,1252000000.0,2564000000.0,-1000000.0,,5496694000.0,126000000,,10000000.0,4812000000.0,629000000.0,80000000.0,-3000000.0,241000000.0,1455000000.0,0.011429,479000000.0,-9000000.0,470000000.0,,354000000.0,0.0,61000000,0.0,169000000.0,256000000.0,-38000000.0,211000000.0,,211000000.0,0.0,-10000000.0,72000000.0,61000000.0,0.0,-568000000.0,,5250322000.0,80000000.0,256000000.0,211000000.0,-38000000.0,24000000.0,,85000000.0,684000000.0,125000000.0,244000000.0,173000000.0,1846000000.0,-44000000.0,7223000000.0,19000000.0,937000000.0,3120000000.0,4966000000.0,0.011429,899000000.0,41000000.0,1061000000.0,-18000000.0,3158000000.0,2369000000.0
2004-09-30,-976000000.0,258000000.0,133000000,2350000000,-702000000.0,634000000.0,106000000.0,2969000000.0,390000000.0,2974000000.0,0.0,,7055000000.0,2680000000.0,,1298000000.0,2670000000.0,25000000.0,,,187000000,,10000000.0,5076000000.0,774000000.0,80000000.0,2000000.0,252000000.0,1716000000.0,,501000000.0,-29000000.0,544000000.0,,379000000.0,0.0,106000000,0.0,209000000.0,294000000.0,-59000000.0,108000000.0,,108000000.0,0.0,-6000000.0,101000000.0,106000000.0,0.0,-591000000.0,,,80000000.0,294000000.0,443000000.0,-151000000.0,41000000.0,,147000000.0,707000000.0,122000000.0,299000000.0,384000000.0,2495000000.0,-145000000.0,8050000000.0,17000000.0,995000000.0,2969000000.0,5464000000.0,,331000000.0,40000000.0,1451000000.0,-15000000.0,3120000000.0,2514000000.0
2004-12-31,-2393000000.0,295000000.0,403000000,3490000000,-1523000000.0,996000000.0,295000000.0,2475000000.0,286000000.0,3572000000.0,,,8322000000.0,3224000000.0,,1352000000.0,2965000000.0,132000000.0,,5867218000.0,470000000,217000000.0,10000000.0,5790000000.0,865000000.0,80000000.0,13000000.0,340000000.0,2494000000.0,0.053571,593000000.0,-55000000.0,398000000.0,,470000000.0,9000000.0,295000000,,240000000.0,348000000.0,-58000000.0,254000000.0,,254000000.0,0.0,-2000000.0,156000000.0,295000000.0,0.0,-617000000.0,,5523224000.0,92000000.0,122000000.0,775000000.0,-494000000.0,134000000.0,,429000000.0,735000000.0,123000000.0,588000000.0,717000000.0,3973000000.0,-91000000.0,9362000000.0,16000000.0,1040000000.0,2475000000.0,6448000000.0,0.05,915000000.0,41000000.0,1737000000.0,-3000000.0,2969000000.0,2911000000.0
2005-03-31,-2911000000.0,37000000.0,402000000,3243000000,-909000000.0,968000000.0,290000000.0,2254000000.0,36000000.0,3725000000.0,,,9007000000.0,3352000000.0,,1370000000.0,3255000000.0,156000000.0,,5999077000.0,443000000,231000000.0,10000000.0,6386000000.0,888000000.0,80000000.0,-32000000.0,340000000.0,2275000000.0,0.051429,566000000.0,-8000000.0,427000000.0,,447000000.0,10000000.0,290000000,,247000000.0,373000000.0,-43000000.0,152000000.0,,152000000.0,,-6000000.0,164000000.0,290000000.0,0.0,-628000000.0,,5657204000.0,113000000.0,132000000.0,536000000.0,-221000000.0,145000000.0,,435000000.0,742000000.0,119000000.0,648000000.0,493000000.0,4803000000.0,-23000000.0,10111000000.0,33000000.0,1104000000.0,2254000000.0,7057000000.0,0.048571,2077000000.0,41000000.0,1773000000.0,6000000.0,2475000000.0,3195000000.0
2005-06-30,-2320000000.0,66000000.0,427000000,3520000000,305000000.0,1044000000.0,320000000.0,3094000000.0,,3667000000.0,,,9376000000.0,3123000000.0,,1409000000.0,3575000000.0,-287000000.0,,6024816000.0,473000000,,,6821000000.0,827000000.0,,-10000000.0,1593000000.0,2476000000.0,0.055714,617000000.0,-29000000.0,,,472000000.0,0.0,320000000,,496000000.0,544000000.0,-63000000.0,63000000.0,,63000000.0,,0.0,193000000.0,320000000.0,0.0,-645000000.0,,5705644000.0,239000000.0,544000000.0,472000000.0,840000000.0,153000000.0,,473000000.0,764000000.0,145000000.0,0.0,409000000.0,4432000000.0,,10488000000.0,109000000.0,1112000000.0,3094000000.0,7526000000.0,0.052857,2698000000.0,46000000.0,1530000000.0,-53000000.0,2254000000.0,3299000000.0
2005-09-30,-3846000000.0,67000000.0,418000000,3678000000,-429000000.0,1035000000.0,430000000.0,3491000000.0,,4085000000.0,,,10300000000.0,3484000000.0,,1481000000.0,4005000000.0,51000000.0,,,469000000,,,7466000000.0,895000000.0,,8000000.0,576000000.0,2643000000.0,,617000000.0,28000000.0,501000000.0,,470000000.0,0.0,430000000,,648000000.0,601000000.0,-96000000.0,74000000.0,,74000000.0,,-18000000.0,165000000.0,430000000.0,0.0,-664000000.0,,,155000000.0,601000000.0,752000000.0,397000000.0,48000000.0,,478000000.0,817000000.0,147000000.0,628000000.0,656000000.0,4770000000.0,,11551000000.0,96000000.0,1251000000.0,3491000000.0,8261000000.0,,3505000000.0,51000000.0,1779000000.0,-60000000.0,3094000000.0,3521000000.0
2005-12-31,-3185000000.0,-448000000.0,750000000,5749000000,93000000.0,1564000000.0,565000000.0,4150000000.0,,5801000000.0,,,12162000000.0,5060000000.0,,1547000000.0,4570000000.0,70000000.0,,6119449000.0,802000000,,,8380000000.0,1331000000.0,,-36000000.0,2164000000.0,4185000000.0,0.097143,814000000.0,-79000000.0,,,632000000.0,0.0,565000000,,1409000000.0,741000000.0,-82000000.0,134000000.0,,283000000.0,,81000000.0,244000000.0,565000000.0,149000000.0,-692000000.0,,5815467000.0,1071000000.0,741000000.0,283000000.0,659000000.0,266000000.0,,831000000.0,855000000.0,182000000.0,0.0,201000000.0,4557000000.0,,14181000000.0,93000000.0,2019000000.0,4150000000.0,8707000000.0,0.092857,3396000000.0,52000000.0,2896000000.0,-5000000.0,3491000000.0,3815000000.0
2006-03-31,-607000000.0,-643000000.0,529000000,4359000000,2462000000.0,1297000000.0,410000000.0,6346000000.0,,5229000000.0,,,11286000000.0,4456000000.0,,1731000000.0,4673000000.0,13000000.0,,6149759000.0,579000000,,,8682000000.0,861000000.0,69000000.0,-25000000.0,648000000.0,3062000000.0,0.07,768000000.0,40000000.0,634000000.0,,592000000.0,313000000.0,410000000,,1536000000.0,773000000.0,-193000000.0,78000000.0,,-141000000.0,,-11000000.0,204000000.0,410000000.0,134000000.0,-726000000.0,,5886370000.0,1347000000.0,460000000.0,-125000000.0,2196000000.0,195000000.0,,605000000.0,1005000000.0,176000000.0,1066000000.0,-318000000.0,1880000000.0,,13911000000.0,70000000.0,2625000000.0,6346000000.0,8226000000.0,0.067143,3287000000.0,50000000.0,2108000000.0,-5000000.0,4150000000.0,4014000000.0
2006-06-30,-613000000.0,325000000.0,566000000,4370000000,531000000.0,1325000000.0,472000000.0,8013000000.0,,5784000000.0,,,12491000000.0,5023000000.0,,1954000000.0,5065000000.0,118000000.0,-1000000.0,6134576000.0,623000000,,,9330000000.0,1089000000.0,38000000.0,62000000.0,665000000.0,3045000000.0,0.078571,759000000.0,-9000000.0,709000000.0,,584000000.0,338000000.0,472000000,,1522000000.0,761000000.0,-237000000.0,74000000.0,,129000000.0,,-4000000.0,213000000.0,472000000.0,56000000.0,-757000000.0,,5959625000.0,1268000000.0,423000000.0,1007000000.0,1667000000.0,189000000.0,,661000000.0,1197000000.0,175000000.0,1136000000.0,770000000.0,1163000000.0,,15114000000.0,62000000.0,2623000000.0,8013000000.0,9176000000.0,0.077143,1319000000.0,57000000.0,2513000000.0,16000000.0,6346000000.0,4249000000.0
2006-09-30,-2875000000.0,545000000.0,608000000,4837000000,-2729000000.0,1412000000.0,542000000.0,6392000000.0,,7221000000.0,40000000.0,,14509000000.0,6471000000.0,,2075000000.0,5607000000.0,-148000000.0,-1000000.0,,674000000,,,9984000000.0,1252000000.0,38000000.0,-19000000.0,1191000000.0,3425000000.0,,804000000.0,-57000000.0,746000000.0,,625000000.0,369000000.0,542000000,,2270000000.0,750000000.0,-145000000.0,32000000.0,,53000000.0,,-7000000.0,270000000.0,542000000.0,22000000.0,-794000000.0,,,1217000000.0,381000000.0,1055000000.0,-1621000000.0,179000000.0,,721000000.0,1281000000.0,179000000.0,1144000000.0,910000000.0,3718000000.0,,17205000000.0,160000000.0,2696000000.0,6392000000.0,10110000000.0,,310000000.0,66000000.0,3390000000.0,22000000.0,8013000000.0,4355000000.0
2006-12-31,-2581000000.0,611000000.0,1322000000,7115000000,-1234000000.0,2220000000.0,1004000000.0,7159000000.0,,8233000000.0,46000000.0,,16664000000.0,7337000000.0,,2200000000.0,6611000000.0,73000000.0,,6183079000.0,1396000000,,,11228000000.0,1621000000.0,38000000.0,15000000.0,1163000000.0,4895000000.0,0.167143,898000000.0,-33000000.0,924000000.0,,714000000.0,392000000.0,1004000000,,481000000.0,896000000.0,-257000000.0,101000000.0,,188000000.0,,-7000000.0,303000000.0,1004000000.0,87000000.0,-838000000.0,,6003837000.0,1185000000.0,504000000.0,1813000000.0,767000000.0,444000000.0,,1448000000.0,1362000000.0,184000000.0,1365000000.0,1556000000.0,4710000000.0,,19461000000.0,164000000.0,2797000000.0,7159000000.0,11869000000.0,0.162857,1589000000.0,74000000.0,3885000000.0,23000000.0,6392000000.0,0.0
2007-03-31,-3642000000.0,-218000000.0,986000000,5264000000,-978000000.0,1849000000.0,770000000.0,7095000000.0,,6450000000.0,63000000.0,,16029000000.0,5485000000.0,,2304000000.0,7381000000.0,49000000.0,,6206571000.0,1055000000,,,12261000000.0,928000000.0,38000000.0,-7000000.0,1533000000.0,3415000000.0,0.127143,863000000.0,95000000.0,922000000.0,,680000000.0,430000000.0,770000000,,462000000.0,965000000.0,-206000000.0,75000000.0,,180000000.0,,-10000000.0,208000000.0,770000000.0,105000000.0,-895000000.0,,6041021000.0,927000000.0,535000000.0,734000000.0,-64000000.0,364000000.0,,134000000.0,1409000000.0,183000000.0,627000000.0,528000000.0,5482000000.0,,18711000000.0,281000000.0,2682000000.0,7095000000.0,12577000000.0,0.124286,2877000000.0,69000000.0,2403000000.0,32000000.0,7159000000.0,0.0
2007-06-30,-3370000000.0,178000000.0,1041000000,5410000000,-1433000000.0,1995000000.0,818000000.0,7118000000.0,,8243000000.0,65000000.0,,18745000000.0,6992000000.0,,2562000000.0,8199000000.0,84000000.0,,6234697000.0,1122000000,561000000.0,,13404000000.0,1410000000.0,38000000.0,26000000.0,487000000.0,3415000000.0,0.134286,954000000.0,-43000000.0,1063000000.0,,746000000.0,17000000.0,818000000,,698000000.0,1251000000.0,-289000000.0,118000000.0,,229000000.0,,-13000000.0,251000000.0,818000000.0,111000000.0,-936000000.0,,6067642000.0,241000000.0,673000000.0,1227000000.0,23000000.0,378000000.0,,1196000000.0,1626000000.0,208000000.0,666000000.0,938000000.0,6649000000.0,,21647000000.0,237000000.0,2902000000.0,7118000000.0,13767000000.0,0.131429,2200000000.0,81000000.0,3660000000.0,56000000.0,7095000000.0,5149000000.0
2007-09-30,-2143000000.0,754000000.0,1060000000,6217000000,396000000.0,2090000000.0,904000000.0,9352000000.0,1224000000.0,10815000000.0,68000000.0,,21956000000.0,9299000000.0,,2841000000.0,9101000000.0,-128000000.0,-3000000.0,,1153000000,830000000.0,68000000.0,14532000000.0,1637000000.0,38000000.0,15000000.0,518000000.0,4127000000.0,,1030000000.0,-95000000.0,1410000000.0,,823000000.0,67000000.0,904000000,,996000000.0,1516000000.0,-234000000.0,71000000.0,,142000000.0,,-18000000.0,346000000.0,904000000.0,74000000.0,-1009000000.0,,,426000000.0,619000000.0,1696000000.0,2234000000.0,326000000.0,,1230000000.0,1832000000.0,207000000.0,1114000000.0,1462000000.0,6034000000.0,-227000000.0,25347000000.0,299000000.0,3391000000.0,9352000000.0,15386000000.0,,2758000000.0,93000000.0,4970000000.0,63000000.0,7118000000.0,5368000000.0
2007-12-31,-6136000000.0,954000000.0,2126000000,9608000000,-3462000000.0,3332000000.0,1581000000.0,9162000000.0,484000000.0,13235000000.0,110000000.0,,26189000000.0,10535000000.0,,2931000000.0,10684000000.0,22000000.0,-9000000.0,6300378000.0,2232000000,1193000000.0,110000000.0,16804000000.0,1939000000.0,38000000.0,19000000.0,565000000.0,6276000000.0,0.258571,1206000000.0,-113000000.0,2095000000.0,,960000000.0,727000000.0,1581000000,,1450000000.0,2700000000.0,-232000000.0,179000000.0,,485000000.0,,200000000.0,459000000.0,1581000000.0,315000000.0,-1061000000.0,,6131020000.0,781000000.0,780000000.0,2787000000.0,-190000000.0,745000000.0,,2326000000.0,1870000000.0,246000000.0,1478000000.0,2555000000.0,9286000000.0,-302000000.0,30039000000.0,311000000.0,3850000000.0,9162000000.0,18448000000.0,0.251429,2887000000.0,106000000.0,5366000000.0,74000000.0,9352000000.0,6046000000.0
2008-03-31,-6621000000.0,-80000000.0,1315000000,7512000000,-1362000000.0,2474000000.0,1045000000.0,9070000000.0,-1224000000.0,12418000000.0,132000000.0,,26736000000.0,9634000000.0,,3113000000.0,11642000000.0,-16000000.0,,6295303000.0,1431000000,1409000000.0,132000000.0,18053000000.0,1593000000.0,38000000.0,2000000.0,522000000.0,5038000000.0,0.17,1159000000.0,95000000.0,2416000000.0,,886000000.0,700000000.0,1045000000,,1695000000.0,2784000000.0,-215000000.0,54000000.0,,77000000.0,,162000000.0,364000000.0,1045000000.0,130000000.0,-1151000000.0,,6156822000.0,929000000.0,675000000.0,1193000000.0,-92000000.0,432000000.0,,1477000000.0,1962000000.0,273000000.0,1321000000.0,978000000.0,10378000000.0,346000000.0,30471000000.0,300000000.0,3735000000.0,9070000000.0,19448000000.0,0.165714,5472000000.0,116000000.0,4154000000.0,69000000.0,9162000000.0,6342000000.0
2008-06-30,-4427000000.0,-41000000.0,1392000000,7464000000,-1372000000.0,2600000000.0,1072000000.0,9373000000.0,-486000000.0,12087000000.0,133000000.0,,27998000000.0,9218000000.0,,3397000000.0,12714000000.0,35000000.0,,6322169000.0,1509000000,1336000000.0,133000000.0,19622000000.0,1603000000.0,38000000.0,-1000000.0,523000000.0,4864000000.0,0.172857,1208000000.0,-181000000.0,2727000000.0,,916000000.0,727000000.0,1072000000,,1760000000.0,2869000000.0,-330000000.0,178000000.0,,354000000.0,,118000000.0,545000000.0,1072000000.0,176000000.0,-1220000000.0,,6186166000.0,822000000.0,806000000.0,1321000000.0,303000000.0,438000000.0,,1510000000.0,2177000000.0,292000000.0,1133000000.0,991000000.0,11401000000.0,-10000000.0,31709000000.0,291000000.0,3711000000.0,9373000000.0,20774000000.0,0.17,3386000000.0,117000000.0,3683000000.0,77000000.0,9070000000.0,6831000000.0
2008-09-30,-5819000000.0,3286000000.0,1442000000,7895000000,-1993000000.0,2739000000.0,1136000000.0,11875000000.0,1822000000.0,18542000000.0,141000000.0,,34690000000.0,14092000000.0,,3747000000.0,13845000000.0,-409000000.0,,,1576000000,3029000000.0,141000000.0,21030000000.0,2422000000.0,207000000.0,-30000000.0,596000000.0,5156000000.0,,1297000000.0,36000000.0,4853000000.0,,999000000.0,746000000.0,1136000000,,1134000000.0,4450000000.0,-422000000.0,72000000.0,,200000000.0,,-513000000.0,509000000.0,1136000000.0,136000000.0,-1292000000.0,,,433000000.0,675000000.0,4295000000.0,2502000000.0,446000000.0,,1582000000.0,2455000000.0,298000000.0,2022000000.0,3873000000.0,12615000000.0,-819000000.0,39572000000.0,285000000.0,4882000000.0,11875000000.0,24490000000.0,,4498000000.0,134000000.0,5520000000.0,8000000.0,9373000000.0,7177000000.0
2008-12-31,-13120000000.0,2025000000.0,2126000000,10167000000,-8639000000.0,3532000000.0,1605000000.0,7236000000.0,-767000000.0,19878000000.0,-27000000.0,,35163000000.0,14757000000.0,,3997000000.0,15448000000.0,-27000000.0,,6310458000.0,2284000000,3440000000.0,170000000.0,22909000000.0,2196000000.0,207000000.0,-60000000.0,3807000000.0,6635000000.0,0.258571,1406000000.0,113000000.0,6235000000.0,,1091000000.0,1681000000.0,1605000000,,5311000000.0,5121000000.0,-353000000.0,77000000.0,,62000000.0,,158000000.0,396000000.0,1605000000.0,19000000.0,-1417000000.0,2498000000.0,6223994000.0,2062000000.0,865000000.0,3938000000.0,-4639000000.0,679000000.0,,2284000000.0,2580000000.0,315000000.0,2417000000.0,3585000000.0,18411000000.0,226000000.0,42787000000.0,277000000.0,7624000000.0,7236000000.0,25647000000.0,0.254286,4894000000.0,158000000.0,4715000000.0,69000000.0,11875000000.0,7392000000.0
2009-03-31,-10417000000.0,-714000000.0,1667000000,8163000000,-3685000000.0,2971000000.0,1205000000.0,4466000000.0,-760000000.0,18926000000.0,181000000.0,,33853000000.0,13751000000.0,,4097000000.0,16653000000.0,-4000000.0,,6320951000.0,1839000000,3460000000.0,181000000.0,24311000000.0,1932000000.0,207000000.0,5000000.0,483000000.0,5192000000.0,0.192857,1304000000.0,84000000.0,7014000000.0,,985000000.0,852000000.0,1205000000,,946000000.0,5175000000.0,-116000000.0,45000000.0,,74000000.0,,63000000.0,312000000.0,1205000000.0,28000000.0,-1551000000.0,3865000000.0,6238260000.0,527000000.0,863000000.0,841000000.0,-2770000000.0,525000000.0,,1730000000.0,2546000000.0,319000000.0,1486000000.0,725000000.0,20547000000.0,264000000.0,43237000000.0,268000000.0,9384000000.0,4466000000.0,25013000000.0,0.19,6843000000.0,172000000.0,3976000000.0,15000000.0,7236000000.0,7643000000.0
2009-06-30,-11220000000.0,846000000.0,1672000000,8337000000,-1339000000.0,3023000000.0,1229000000.0,5605000000.0,879000000.0,22252000000.0,179000000.0,,35170000000.0,16661000000.0,,4222000000.0,17878000000.0,-170000000.0,,6364120000.0,1848000000,3667000000.0,179000000.0,25888000000.0,2686000000.0,207000000.0,-7000000.0,663000000.0,5314000000.0,0.197143,1351000000.0,-68000000.0,8469000000.0,,1010000000.0,954000000.0,1229000000,,1267000000.0,5591000000.0,-272000000.0,166000000.0,,208000000.0,,60000000.0,380000000.0,1229000000.0,77000000.0,-1569000000.0,6899000000.0,6255984000.0,875000000.0,970000000.0,2270000000.0,1139000000.0,503000000.0,,1732000000.0,2653000000.0,341000000.0,2058000000.0,1998000000.0,18617000000.0,-754000000.0,48140000000.0,259000000.0,12970000000.0,5605000000.0,24222000000.0,0.192857,10160000000.0,176000000.0,4854000000.0,53000000.0,4466000000.0,7957000000.0
2009-09-30,-12068000000.0,-2743000000.0,6275000000,16238000000,-3771000000.0,7696000000.0,4196000000.0,5263000000.0,740000000.0,15861000000.0,180000000.0,,31555000000.0,11506000000.0,430000000.0,4667000000.0,23353000000.0,1241000000.0,,6400618000.0,6503000000,853000000.0,180000000.0,31640000000.0,3361000000.0,206000000.0,-12000000.0,936000000.0,8542000000.0,0.264286,1421000000.0,-75000000.0,2053000000.0,,1063000000.0,1286000000.0,4196000000,,1135000000.0,4355000000.0,-472000000.0,187000000.0,,319000000.0,,-362000000.0,455000000.0,4196000000.0,146000000.0,-1713000000.0,10528000000.0,6286224000.0,898000000.0,2216000000.0,3110000000.0,-342000000.0,2124000000.0,,6320000000.0,2954000000.0,358000000.0,1904000000.0,2638000000.0,18201000000.0,-675000000.0,47501000000.0,247000000.0,15946000000.0,5263000000.0,23464000000.0,0.26,8781000000.0,228000000.0,5601000000.0,77000000.0,5605000000.0,8210000000.0
2009-12-31,-12928000000.0,1558000000.0,4725000000,15683000000,-3958000000.0,6411000000.0,3378000000.0,7609000000.0,956000000.0,18158000000.0,205000000.0,,33332000000.0,13097000000.0,258000000.0,4986000000.0,26695000000.0,425000000.0,,6438481000.0,4934000000,922000000.0,205000000.0,35768000000.0,3090000000.0,253000000.0,-64000000.0,919000000.0,9272000000.0,0.534286,1686000000.0,-121000000.0,2590000000.0,,1288000000.0,1370000000.0,3378000000,,1667000000.0,5061000000.0,-381000000.0,374000000.0,,523000000.0,,33000000.0,576000000.0,3378000000.0,252000000.0,-1871000000.0,15024000000.0,6324794000.0,926000000.0,2769000000.0,5781000000.0,2346000000.0,1380000000.0,,4758000000.0,3115000000.0,398000000.0,2283000000.0,5400000000.0,17187000000.0,271000000.0,53926000000.0,241000000.0,20594000000.0,7609000000.0,24796000000.0,0.524286,9415000000.0,209000000.0,6511000000.0,111000000.0,5263000000.0,8962000000.0
