date,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyAccountsPayable,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNetPPE,quarterlyEbitda,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyBasicAverageShares,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyInventory,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyBasicEPS,quarterlyNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2014-06-30,33714000,0.0,265258000,71000,300434000,300434000,1140759000,179926000.0,-105021000.0,0.04,19650000.0,,1227000.0,549000.0,68001000.0,30776000.0,454000.0,255018000.0,,101870000.0,47097000.0,-29186000.0,34694000,15945000,334001000,609654000,60003000.0,-475000.0,255018000,51721000,16024000,10640000.0,,120508000.0,1368319000,17027000.0,681380000,10640000.0,265258000,434588000.0,242941000,480245000,495626000,,72684000.0,65954000,17690000,1863945000,17690000,17690000,299952000,723186000,48731000,0.0,1000.0,426376000.0,300434000.0,247000,269133000,123395000.0,662388000,176987000,,-191491000.0,110649000,168533000.0,-29185000.0,309702000,,0.04,,,,,,,
2014-09-30,141216000,0.0,319194000,72000,249469000,249469000,1254141000,300434000.0,-4989000.0,0.205,19524000.0,,,6755000.0,-195166000.0,28850000.0,-6993000.0,264629000.0,,-26830000.0,5630000.0,-27695000.0,146106000,53969000,273687000,937908000,-152468000.0,-12395000.0,264629000,164150000,52111000,15105000.0,,-50965000.0,1463903000,18044000.0,770484000,15105000.0,319194000,435964000.0,233490000,490479000,514207000,,-54525000.0,61366000,89105000,1978110000,89105000,89105000,465300000,723969000,49770000,0.0,-464000.0,427044000.0,249469000.0,-3355000,449221000,123356000.0,637459000,172124000,,18636000.0,143299000,-57438000.0,-28159000.0,472608000,,0.21,,,,,,,
2014-12-31,142144000,0.0,299965000,71000,593175000,593175000,1350300000,249469000.0,-7447000.0,0.2,28951000.0,-216812000.0,,3910000.0,147199000.0,26230000.0,-14808000.0,305564000.0,,291529000.0,98179000.0,-43932000.0,146299000,34563000,210432000,895201000,142475000.0,2199000.0,305564000,166001000,54435000,11847000.0,,343706000.0,1549399000,19702000.0,856687000,11847000.0,299965000,439490000.0,323156000,421627000,545684000,,247597000.0,67906000,87709000,2095083000,87709000,87709000,446264000,744783000,57064000,0.0,-136000.0,427590000.0,593175000.0,-2428000,279835000,123256000.0,536714000,255250000,,92112000.0,147681000,-69099000.0,-44068000.0,448937000,,0.205,,,,,,,
2015-03-31,23617000,-539109000.0,349997000,72000,232040000,232040000,1384526000,593175000.0,-7355000.0,0.025,28347000.0,,,33667000.0,-127439000.0,87075000.0,-27114000.0,359489000.0,,-176526000.0,429234000.0,-68619000.0,27667000,15339000,252051000,804941000,-250089000.0,4049000.0,359489000,48975000,11889000,9043000.0,,-361135000.0,1439479000,21308000.0,856640000,5792000.0,349997000,439232000.0,730309000,433219000,1108575000,,-245145000.0,81809000,11728000,2548054000,11728000,11728000,377664000,1163528000,52415000,0.0,-2494000.0,429394000.0,232040000.0,-1840000,395917000,595492000.0,577947000,648500000,,-50303000.0,137482000,40066000.0,-610222000.0,427277000,,0.025,,,,,,,
2015-06-30,27680000,-351000.0,347152000,72000,171236000,171236000,1415580000,232040000.0,-11106000.0,0.035,42737000.0,,4262000.0,3058000.0,42335000.0,83746000.0,-27395000.0,430536000.0,,-3387000.0,43974000.0,-96866000.0,31901000,22303000,375431000,783577000,-38332000.0,-19588000.0,430536000,56657000,12914000,12253000.0,,-60804000.0,1557936000,24756000.0,870640000,12253000.0,347152000,439842000.0,756738000,591295000,1205677000,,-100253000.0,83735000,14766000,2763613000,14766000,14766000,379053000,1348033000,65882000,0.0,173000.0,431180000.0,171236000.0,41000,353406000,591771000.0,836605000,673003000,,-262442000.0,150824000,130065000.0,-97044000.0,404524000,,0.035,,,,,,,
2015-09-30,164058000,0.0,415763000,72000,159398000,159398000,1535254000,171236000.0,-11066000.0,0.225,342124000.0,,4100000.0,3096000.0,-203583000.0,79692000.0,-39058000.0,478418000.0,,-133535000.0,194613000.0,-61248000.0,171397000,43929000,274285000,1204109000,-298431000.0,273000.0,478418000,197544000,63581000,23504000.0,,-11838000.0,1775296000,26147000.0,971117000,23504000.0,415763000,442106000.0,651644000,848604000,1260206000,,-194783000.0,89094000,100477000,3035502000,100477000,100477000,587160000,1500248000,67358000,0.0,-349000.0,431486000.0,159398000.0,-3239000,551188000,591872000.0,867082000,562550000,,-45129000.0,188266000,-111976000.0,-73555000.0,616949000,,0.235,,,,,,,
2015-12-31,171330000,0.0,384088000,72000,129852000,129852000,1668222000,159398000.0,-235675000.0,0.24,42000000.0,-293233000.0,4056000.0,5149000.0,96811000.0,75686000.0,-45013000.0,538531000.0,28296000.0,269344000.0,-227743000.0,-72195000.0,177582000,43415000,200460000,1170686000,78986000.0,10840000.0,538531000,206311000,65727000,15576000.0,,-29546000.0,1498763000,28729000.0,1076533000,15576000.0,384088000,442614000.0,721868000,478810000,1370137000,-22872000.0,197149000.0,94868000,105603000,2868900000,105603000,105603000,561670000,1200678000,78582000,0.0,117000.0,431896000.0,129852000.0,-2196000,433638000,585181000.0,783031000,627000000,,79350000.0,192935000,-80738000.0,-66654000.0,609016000,,0.245,,,,,,,
2016-03-31,33053000,0.0,445753000,146000,157001000,157001000,1741317000,129852000.0,-145500000.0,0.04,167000000.0,,4532000.0,25800000.0,-136990000.0,73217000.0,-43828000.0,601910000.0,21414000.0,-168036000.0,299254000.0,-104573000.0,34883000,30581000,184243000,1047702000,-238396000.0,2724000.0,601910000,66904000,13873000,14403000.0,,27149000.0,1768783000,32021000.0,1082027000,14403000.0,445753000,443260000.0,870907000,605900000,1449341000,-19997000.0,-272609000.0,103382000,19180000,3218124000,19180000,19180000,480636000,1476807000,93089000,0.0,0.0,433626000.0,157001000.0,2702000,566286000,588895000.0,834287000,767525000,,-45958000.0,224076000,-976000.0,-103156000.0,567066000,,0.04,,,,,,,
2016-06-30,10669000,0.0,458269000,146000,121216000,121216000,1771348000,157001000.0,-661738000.0,-0.12,177000000.0,,5754000.0,2282000.0,62424000.0,70689000.0,-45260000.0,712873000.0,24019000.0,5959000.0,88725000.0,-149733000.0,19378000,30068000,332060000,1000783000,-71979000.0,-26463000.0,712873000,55094000,4325000,14220000.0,,-35785000.0,1849185000,35716000.0,1029371000,14220000.0,458269000,442872000.0,946222000,709354000,1577739000,-4233000.0,-143774000.0,108106000,-52656000,3426924000,6344000,6344000,477647000,1655576000,95823000,0.0,-715000.0,435543000.0,121216000.0,-2955000,460955000,580301000.0,1086749000,838116000,,-250696000.0,170226000,146872000.0,-130662000.0,523136000,,-0.12,,,,,,,
2016-09-30,190349000,0.0,499314000,145000,179954000,179954000,1923154000,121216000.0,-81762000.0,0.29,277000000.0,,8189000.0,8688000.0,-267776000.0,68248000.0,-50031000.0,751286000.0,-14721000.0,67915000.0,72423000.0,-67360000.0,199310000,81898000,254222000,1471573000,-91024000.0,-37822000.0,751286000,236955000,62124000,14822000.0,,58738000.0,2026561000,37645000.0,1156650000,14822000.0,499314000,445853000.0,910779000,851404000,1658776000,0.0,555000.0,114011000,128225000,3685337000,128225000,128225000,698624000,1762183000,106747000,0.0,-143000.0,437830000.0,179954000.0,-772000,713731000,576903000.0,970621000,796768000,,110182000.0,238284000,-77803000.0,-82224000.0,772949000,0.0,0.29,,,,,,,
2016-12-31,157061000,0.0,419804000,145000,250470000,250470000,2032581000,179954000.0,-281750000.0,0.23,27000000.0,-397056000.0,7958000.0,-184000.0,92489000.0,64310000.0,-52143000.0,804211000.0,0.0,398649000.0,-254407000.0,-65080000.0,166750000,40387000,418565000,1308128000,216597000.0,19727000.0,804211000,206138000,52151000,2704000.0,,70516000.0,1976890000,39388000.0,1259414000,2704000.0,419804000,447579000.0,927615000,694702000,1678008000,0.0,333569000.0,137227000,104910000,3654898000,104910000,104910000,586554000,1622317000,110204000,0.0,-17000.0,438260000.0,250470000.0,-1731000,625536000,563591000.0,917491000,790388000,,38417000.0,208750000,143239000.0,-65097000.0,721574000,0.0,0.24,,,,,,,
2017-03-31,2286000,,497887000,147000,172128000,172128000,2020033000,250470000.0,-156750000.0,-0.01,77000000.0,,7820000.0,-2474000.0,21261000.0,61986000.0,-48211000.0,830539000.0,0.0,-33562000.0,43558000.0,-91790000.0,7536000,38372000,294857000,1117331000,-70151000.0,15905000.0,830539000,48549000,4558000,12082000.0,,-78342000.0,1906028000,41013000.0,1232416000,63000.0,497887000,439360000.0,929588000,627539000,1671132000,0.0,-125352000.0,145536000,-2272000,3577160000,-2272000,-2272000,505423000,1557127000,86118000,0.0,0.0,439360000.0,172128000.0,2570000,629235000,571381000.0,901613000,784052000,,19084000.0,217310000,-90982000.0,-91790000.0,611908000,,-0.01,,,,,,,
2017-06-30,-15510000,,503031000,147000,165685000,165685000,2023771000,172128000.0,-86750000.0,-0.03,177000000.0,,7841000.0,0.0,12526000.0,59866000.0,-47032000.0,875005000.0,0.0,-29207000.0,97106000.0,-75483000.0,-4785000,43649000,483210000,1088245000,-63845000.0,-2170000.0,875005000,37569000,-3202000,12694000.0,,-6443000.0,2166470000,42354000.0,1218426000,64000.0,503031000,440423000.0,933934000,936539000,1727774000,0.0,-104690000.0,156217000,-12308000,3894244000,-12308000,-12308000,498246000,1870473000,87099000,0.0,0.0,440423000.0,165685000.0,-2884000,602795000,580446000.0,1168786000,777717000,,-246274000.0,232680000,175373000.0,-75483000.0,589999000,,-0.03,,,,,,,
2017-09-30,51536000,,498172000,146000,258002000,258002000,2100696000,165685000.0,-171750000.0,0.12,297000000.0,,9575000.0,-112000.0,-172054000.0,48646000.0,-36926000.0,868250000.0,0.0,33576000.0,116217000.0,-58651000.0,147178000,54455000,482897000,1405615000,-211003000.0,28970000.0,868250000,147178000,-2706000,9633000.0,,92317000.0,2456842000,45121000.0,1272556000,63000.0,498172000,448439000.0,929243000,1100426000,1673523000,0.0,-25075000.0,157861000,54242000,4130365000,54242000,54242000,645350000,2029669000,100162000,0.0,-1648000.0,441275000.0,258002000.0,-86067000,733292000,559318000.0,1180653000,771382000,,-16506000.0,266074000,2090000.0,-60299000.0,760265000,0.0,0.12,,,,,,,
2017-12-31,-48620000,,590839000,146000,312483000,312483000,2018642000,258002000.0,-249750000.0,-0.2,152000000.0,-526984000.0,9301000.0,-195000.0,59161000.0,46995000.0,-38211000.0,885774000.0,0.0,263256000.0,-150122000.0,-55415000.0,-1136000,50426000,561108000,1365361000,204353000.0,13205000.0,885774000,-1136000,39300000,5523000.0,,54481000.0,2337679000,45259000.0,1184441000,64000.0,590839000,441826000.0,927350000,1060375000,1668688000,0.0,207841000.0,162304000,-87920000,4006367000,-87920000,-87920000,589703000,1987725000,97444000,0.0,0.0,441826000.0,312483000.0,-38183000,609670000,555674000.0,1158548000,765046000,,21305000.0,296841000,59214000.0,-55415000.0,775658000,0.0,-0.2,,,,,,,
2018-03-31,-34337000,,514634000,148000,283644000,283644000,2017732000,318135000.0,-161750000.0,-0.07,162000000.0,,,-1770000.0,53703000.0,45931000.0,-21083000.0,870120000.0,,22024000.0,3799000.0,-55930000.0,8819000,407791000,470378000,1185370000,262432000.0,-10645000.0,870120000,54917000,-4093000,8137000.0,,-27950000.0,2592005000,46098000.0,1155946000,63000.0,514634000,443052000.0,929530000,1317057000,1672314000,,-33906000.0,170825000,-30244000,4264319000,-30244000,-30244000,523453000,2246587000,98455000,,,443052000.0,290185000.0,-34592000,805413000,565201000.0,1148493000,758705000,,16697000.0,276888000,-66894000.0,-55930000.0,661917000,,-0.07,,,,,,,
2018-06-30,-121496000,,552619000,148000,196879000,196879000,1923912000,290185000.0,-186750000.0,-0.21,27000000.0,,,87000.0,63193000.0,45880000.0,-38489000.0,835427000.0,,123983000.0,-135069000.0,-39677000.0,-26035000,361669000,691163000,1174859000,145959000.0,-25324000.0,835427000,19138000,-26090000,12536000.0,,-85865000.0,2561515000,45173000.0,1060402000,64000.0,552619000,444626000.0,978841000,1338399000,1679637000,,84306000.0,226471000,-95544000,4241152000,-95544000,-95544000,526584000,2317240000,135424000,,,444626000.0,204320000.0,-86909000,724945000,551160000.0,1299332000,752370000,,-175127000.0,258567000,227058000.0,-70135000.0,648275000,,-0.21,,,,,,,
2018-09-30,105521000,-1000.0,527640000,148000,168682000,168682000,2005921000,204320000.0,-231500000.0,0.17,100000000.0,,,-765000.0,-140742000.0,43792000.0,-44360000.0,821078000.0,,-27190000.0,24561000.0,-25832000.0,137567000,396873000,499467000,1442976000,-180335000.0,26004000.0,821078000,181325000,30874000,11772000.0,,-27780000.0,2587030000,43758000.0,1134684000,63000.0,527640000,451035000.0,921509000,1299739000,1640139000,,-53022000.0,218054000,75266000,4227169000,75266000,75266000,665207000,2221248000,137625000,,-2325000.0,447070000.0,176540000.0,-22895000,867074000,551208000.0,1173115000,703455000,,128040000.0,303399000,-197517000.0,-28158000.0,777769000,,0.17,,,,,,,
2018-12-31,-17477000,1000.0,587446000,148000,557403000,557403000,2016871000,176540000.0,-115000000.0,0.01,25000000.0,-655595000.0,,0.0,210680000.0,41793000.0,-38987000.0,826868000.0,,509413000.0,-83159000.0,-48946000.0,37781000,389678000,560884000,1389980000,468041000.0,-28579000.0,826868000,84520000,-21242000,9338000.0,,389520000.0,2593628000,46739000.0,1139082000,64000.0,587446000,452497000.0,912174000,1315977000,1651394000,,460467000.0,208340000,4218000,4245022000,4218000,4218000,625227000,2228151000,123819000,,264000.0,448438000.0,566060000.0,-47956000,652546000,546494000.0,1019496000,703834000,,140309000.0,340415000,63766000.0,-48681000.0,764753000,,0.01,,,,,,,
2019-03-31,30354000,,509528000,149000,288726000,288726000,2049807000,566060000.0,-161250000.0,0.05,,,,-7617000.0,-87042000.0,40109000.0,-40176000.0,1401454000.0,,-89789000.0,-141635000.0,-35911000.0,35259000,341174000,377401000,1204722000,-159400000.0,-1514000.0,1401454000,81723000,8131000,12493000.0,,-267904000.0,2206708000,46464000.0,1158482000,63000.0,509528000,453230000.0,1292253000,1094012000,2229364000,,-125700000.0,107209000,22477000,4436072000,22477000,22477000,544787000,2386265000,124361000,,,449749000.0,298156000.0,-667000,743677000,548735000.0,875252000,590431000,,156880000.0,268187000,-178428000.0,-35911000.0,659935000,,0.05,,,,,,,
2019-06-30,-18598000,,565803000,149000,455726000,455726000,2048274000,298156000.0,-1567000.0,-0.04,,,,1955000.0,11926000.0,39527000.0,-39492000.0,1401517000.0,,202496000.0,2394000.0,-41135000.0,-11482000,304977000,607382000,1191729000,172212000.0,-12376000.0,1401517000,35775000,-5740000,13142000.0,,167790000.0,2444447000,47257000.0,1141129000,64000.0,565803000,451066000.0,1298993000,1332641000,2235461000,,161361000.0,105932000,-17349000,4679908000,-17349000,-17349000,554321000,2631634000,116252000,,,451066000.0,465946000.0,-1128000,735181000,548762000.0,965711000,591396000,,-94578000.0,304063000,236102000.0,-42132000.0,637408000,,-0.04,,,,,,,
2019-09-30,132836000,0.0,550978000,149000,416603000,416603000,2153666000,465946000.0,0.0,0.23,,,,-1010000.0,-112469000.0,37811000.0,-49371000.0,1374726000.0,,-10239000.0,549000.0,-28721000.0,138920000,287283000,483627000,1429456000,-213286000.0,37717000.0,1374726000,185642000,29344000,12413000.0,,-38341000.0,2459089000,46722000.0,1242437000,63000.0,550978000,454695000.0,1280438000,1199661000,2174676000,,-38960000.0,99953000,102315000,4633765000,102315000,102315000,689898000,2480099000,129481000,,-276000.0,451385000.0,427605000.0,-429000,843495000,541798000.0,906544000,591995000,,61062000.0,309305000,-125010000.0,-28997000.0,739558000,,0.23,,,,,,,
