date,quarterlyDilutedEPS,quarterlyNetIncome,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetIncomeContinuousOperations,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyBasicAverageShares,quarterlyCapitalStock,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTaxProvision,quarterlyEbitda,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyNetIncomeCommonStockholders,quarterlyOtherCurrentAssets,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyDilutedAverageShares,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyPurchaseOfInvestment,quarterlyDeferredIncomeTax,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyInventory,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2017-06-30,0.37,131000000,-5000000,341000000.0,-92000000,226000000,-106000000,133000000,16494000000.0,14277000000.0,,134000000,163000000.0,510000000.0,510000000.0,923000000.0,92000000,426000000.0,162000000,-9000000,224000000,451000000,356829766.0,32000000.0,2217000000.0,1575000000.0,91000000,478000000,454000000.0,12000000,0.0,,12000000.0,59000000,966000000,-1000000.0,-1051000000.0,925000000.0,-42000000.0,12103000000.0,-64000000,1644000000,454000000.0,333000000,135000000.0,131000000,0.0,0.37,-66000000.0,5058000000.0,10528000000.0,633000000,352000000.0,471000000,4191000000.0,-2295000000,8291000000.0,-1000000.0,-74000000,-18000000,510000000,1245000000.0,8360000000.0,358085067.0,678000000,-121000000.0,1367000000.0,,,,,,,,,,
2017-09-30,0.41,146000000,-5000000,330000000.0,-113000000,538000000,-271000000,150000000,16585000000.0,14313000000.0,,425000000,67000000.0,662000000.0,662000000.0,921000000.0,95000000,451000000.0,160000000,-14000000,242000000,510000000,356426891.0,32000000.0,2272000000.0,1608000000.0,92000000,497000000,458000000.0,8000000,0.0,,8000000.0,152000000,949000000,3000000.0,-979000000.0,1015000000.0,-33000000.0,12125000000.0,220000000,1641000000,458000000.0,344000000,198000000.0,146000000,0.0,0.41,104000000.0,5042000000.0,10517000000.0,605000000,328000000.0,445000000,4259000000.0,-18000000,8352000000.0,-1000000.0,-128000000,-8000000,662000000,1219000000.0,8377000000.0,357692115.0,692000000,-121000000.0,1282000000.0,,,,,,,,,,
2017-12-31,,81000000,-4000000,360000000.0,-170000000,506000000,-167000000,84000000,16866000000.0,14584000000.0,-1004000000.0,336000000,84000000.0,656000000.0,656000000.0,934000000.0,97000000,411000000.0,163000000,-181000000,246000000,662000000,,32000000.0,2282000000.0,1697000000.0,162000000,506000000,482000000.0,10000000,784000000.0,,10000000.0,-6000000,1027000000,162000000.0,-940000000.0,296000000.0,-23000000.0,12423000000.0,80000000,1761000000,1486000000.0,389000000,111000000.0,81000000,0.0,,25000000.0,5077000000.0,10726000000.0,638000000,361000000.0,475000000,4245000000.0,-15000000,8495000000.0,-11000000.0,-348000000,-47000000,656000000,1435000000.0,8357000000.0,,734000000,-121000000.0,1280000000.0,61000000.0,,,,,,,,,
2018-03-31,0.2,72000000,-2000000,414000000.0,-128000000,-117000000,40000000,75000000,16923000000.0,14659000000.0,,-245000000,360000000.0,462000000.0,462000000.0,917000000.0,96000000,362000000.0,167000000,-2000000,114000000,656000000,356460561.0,32000000.0,2264000000.0,1839000000.0,39000000,377000000,468000000.0,13000000,,14000000.0,,-194000000,891000000,-179000000.0,-886000000.0,969000000.0,-20000000.0,12465000000.0,-372000000,1610000000,468000000.0,231000000,121000000.0,72000000,,0.2,-110000000.0,5082000000.0,10626000000.0,660000000,389000000.0,493000000,4258000000.0,-27000000,8524000000.0,-2000000.0,-132000000,-23000000,462000000,1423000000.0,8286000000.0,357273815.0,719000000,-121000000.0,1374000000.0,,,,,,,,,,
2018-06-30,0.2,72000000,-9000000,429000000.0,-118000000,242000000,-148000000,76000000,16698000000.0,14578000000.0,,124000000,343000000.0,394000000.0,394000000.0,927000000.0,100000000,309000000.0,162000000,-28000000,121000000,462000000,355773490.0,32000000.0,2120000000.0,1789000000.0,44000000,383000000,471000000.0,7000000,,4000000.0,,-68000000,949000000,50000000.0,-1015000000.0,977000000.0,-40000000.0,12453000000.0,-11000000,1647000000,471000000.0,293000000,108000000.0,72000000,,0.2,1000000.0,5068000000.0,10664000000.0,656000000,361000000.0,494000000,4049000000.0,-812000000,8441000000.0,,-144000000,-74000000,394000000,1416000000.0,8321000000.0,356376160.0,698000000,-125000000.0,1320000000.0,,,,,,,,,,
2018-09-30,0.27,96000000,-4000000,454000000.0,-125000000,387000000,-205000000,98000000,16635000000.0,14588000000.0,,262000000,307000000.0,446000000.0,446000000.0,916000000.0,99000000,281000000.0,175000000,-9000000,157000000,394000000,354993315.0,32000000.0,2047000000.0,1794000000.0,59000000,431000000,461000000.0,1000000,,-1000000.0,,52000000,919000000,-61000000.0,-1010000000.0,996000000.0,-10000000.0,12420000000.0,108000000,1600000000,461000000.0,280000000,146000000.0,96000000,,0.27,61000000.0,5053000000.0,10626000000.0,639000000,345000000.0,464000000,4017000000.0,-26000000,8454000000.0,,-127000000,-26000000,446000000,1406000000.0,8304000000.0,355561704.0,681000000,-124000000.0,1249000000.0,,,,,,,,,,
2018-12-31,,-952000000,-3000000,364000000.0,-149000000,546000000,-363000000,-949000000,15179000000.0,13176000000.0,-1033000000.0,397000000,107000000.0,524000000.0,524000000.0,1091000000.0,99000000,-795000000.0,171000000,-4000000,-1274000000,446000000,,32000000.0,2003000000.0,1657000000.0,-324000000,-1004000000,468000000.0,14000000,767000000.0,,,78000000,951000000,169000000.0,-1110000000.0,288000000.0,0.0,12136000000.0,407000000,1658000000,1501000000.0,273000000,76000000.0,-952000000,,,143000000.0,5024000000.0,10479000000.0,678000000,355000000.0,507000000,2847000000.0,-30000000,6987000000.0,-1000000.0,-103000000,-1450000000,524000000,1108000000.0,8280000000.0,,707000000,-124000000.0,1118000000.0,64000000.0,,,,,,,,,
2019-03-31,0.12,43000000,-3000000,353000000.0,-122000000,-43000000,104000000,47000000,15742000000.0,13695000000.0,,-165000000,385000000.0,402000000.0,402000000.0,1026000000.0,99000000,-752000000.0,179000000,-59000000,79000000,524000000,355444756.0,32000000.0,2047000000.0,1917000000.0,32000000,357000000,979000000.0,15000000,,,,-122000000,868000000,-130000000.0,-1104000000.0,1071000000.0,0.0,12753000000.0,-282000000,1563000000,979000000.0,209000000,85000000.0,43000000,,0.12,-115000000.0,5020000000.0,10836000000.0,659000000,376000000.0,480000000,2790000000.0,-30000000,7009000000.0,1000000.0,-180000000,-33000000,402000000,1100000000.0,8242000000.0,356357083.0,695000000,-124000000.0,1221000000.0,,,,,,,,,,
2019-06-30,0.34,123000000,-5000000,332000000.0,-108000000,226000000,-126000000,126000000,15588000000.0,13562000000.0,,118000000,412000000.0,393000000.0,393000000.0,982000000.0,100000000,-629000000.0,185000000,-1000000,149000000,402000000,355630327.0,32000000.0,2026000000.0,1889000000.0,23000000,434000000,903000000.0,11000000,,,,-9000000,929000000,-23000000.0,-1115000000.0,1024000000.0,0.0,12600000000.0,-98000000,1628000000,903000000.0,261000000,90000000.0,123000000,,0.35,-3000000.0,4981000000.0,10711000000.0,668000000,363000000.0,483000000,2789000000.0,-28000000,7017000000.0,,-110000000,-13000000,393000000,1078000000.0,8233000000.0,356627708.0,699000000,-125000000.0,1227000000.0,,,,,,,,,,
2019-09-30,-1.33,-472000000,-9000000,342000000.0,-112000000,413000000,-268000000,-468000000,14343000000.0,12396000000.0,,301000000,298000000.0,389000000.0,389000000.0,565000000.0,100000000,-1101000000.0,186000000,-2000000,-848000000,393000000,355779274.0,32000000.0,1947000000.0,1775000000.0,-380000000,-562000000,848000000.0,13000000,,,,-4000000,922000000,-4000000.0,-1166000000.0,1087000000.0,0.0,11990000000.0,-330000000,1616000000,848000000.0,269000000,74000000.0,-472000000,,-1.33,61000000.0,4911000000.0,10215000000.0,653000000,316000000.0,467000000,2155000000.0,-29000000,5973000000.0,,-132000000,-1018000000,389000000,1068000000.0,8189000000.0,355779274.0,694000000,-124000000.0,1146000000.0,,,,,,,,,,
