date,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyBasicEPS,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyEbitda,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentDeferredRevenue
2013-09-30,800000.0,,2228500000.0,-14100000.0,12200000.0,10300000.0,-363100000.0,170400000.0,1097300000.0,400000.0,21500000.0,142200000.0,283800000.0,,36900000.0,21300000.0,0.87,2300000.0,36500000.0,0.0,426100000.0,877100000.0,539200000.0,,23300000.0,137000000,991700000.0,93000000.0,2300000.0,,-15800000.0,-29200000.0,80800000.0,670700000,38600000.0,105300000,-1236800000.0,0.86,371600000.0,142200000.0,149900000.0,69700000,,0.0,,528500000.0,1319600000.0,242400000.0,747100000.0,343800000.0,183500000.0,-2500000.0,69700000.0,30800000.0,134300000.0,690500000.0,283800000.0,79800000.0,283800000.0,-16000000.0,34100000.0,141600000.0,79600000.0,134100000.0,12500000.0,300000.0,9900000.0,,26200000.0,2843000000.0,69700000.0,141700000.0,1965900000.0,29000000.0,1745700000.0,,
2013-12-31,1700000.0,,2246900000.0,-7400000.0,-15500000.0,13200000.0,-365100000.0,148700000.0,1101100000.0,1600000.0,-17900000.0,92400000.0,307800000.0,,56700000.0,-3000000.0,0.31,2400000.0,55700000.0,-12300000.0,407500000.0,839900000.0,548000000.0,0.0,5800000.0,74500000,987800000.0,30500000.0,2400000.0,,-20400000.0,-33400000.0,80500000.0,562100000,41800000.0,35700000,-1259100000.0,0.31,382800000.0,24000000.0,75300000.0,24700000,,0.0,,469700000.0,1294200000.0,144600000.0,747100000.0,266500000.0,186500000.0,4400000.0,24700000.0,21600000.0,117600000.0,678400000.0,307800000.0,79500000.0,307800000.0,-15900000.0,34100000.0,283800000.0,79400000.0,54900000.0,12600000.0,200000.0,9900000.0,,63700000.0,2802800000.0,24700000.0,138100000.0,1962900000.0,43200000.0,1701700000.0,,
2014-03-31,500000.0,,2255900000.0,-14700000.0,6000000.0,15300000.0,-363500000.0,164600000.0,1107600000.0,1300000.0,-16600000.0,102000000.0,242900000.0,,43800000.0,-1100000.0,0.37,2100000.0,43700000.0,-100000.0,375900000.0,828700000.0,561600000.0,,18700000.0,92100000,968600000.0,48200000.0,2100000.0,,-18600000.0,-41400000.0,80500000.0,577400000,-71000000.0,58200000,-1287300000.0,0.37,377500000.0,-64900000.0,-6900000.0,29500000,,0.0,,475400000.0,1280300000.0,198200000.0,747100000.0,331000000.0,187600000.0,-600000.0,29500000.0,22000000.0,123300000.0,677500000.0,242900000.0,79200000.0,242900000.0,-15900000.0,34200000.0,307800000.0,79000000.0,-25500000.0,12600000.0,-14300000.0,9700000.0,,-50900000.0,2763800000.0,29500000.0,134400000.0,1935100000.0,38900000.0,1656200000.0,,
2014-06-30,400000.0,,2267700000.0,-15000000.0,4500000.0,13800000.0,-356400000.0,186800000.0,1123800000.0,1300000.0,-11500000.0,106800000.0,245600000.0,,41100000.0,-33300000.0,0.47,300000.0,42000000.0,-100000.0,394300000.0,879000000.0,583100000.0,,18200000.0,99600000,951300000.0,54800000.0,300000.0,,-13900000.0,-30100000.0,80000000.0,570400000,-24700000.0,65700000,-1316400000.0,0.47,377200000.0,2700000.0,44300000.0,36600000,,0.0,,463600000.0,1272600000.0,194500000.0,747100000.0,341200000.0,220900000.0,-1700000.0,37300000.0,22500000.0,130900000.0,676600000.0,245600000.0,78800000.0,245600000.0,-15800000.0,35200000.0,242900000.0,78600000.0,30400000.0,12600000.0,-1000000.0,9600000.0,,-10200000.0,2790700000.0,37300000.0,130800000.0,1911700000.0,35500000.0,1666900000.0,,
2014-09-30,500000.0,,2261000000.0,-15000000.0,7400000.0,11100000.0,-356400000.0,165500000.0,1121200000.0,-900000.0,-15900000.0,101300000.0,263600000.0,,42800000.0,22100000.0,0.33,-100000.0,42800000.0,-149000000.0,391600000.0,857000000.0,593500000.0,,14200000.0,92900000,936400000.0,40300000.0,1100000.0,,-17200000.0,-28200000.0,79500000.0,593600000,500000.0,58500000,-1324600000.0,0.33,363800000.0,18000000.0,62100000.0,26100000,,0.0,,492300000.0,1240200000.0,209200000.0,747100000.0,333400000.0,198800000.0,-700000.0,26100000.0,23000000.0,139000000.0,672700000.0,263600000.0,78400000.0,263600000.0,-15700000.0,34900000.0,245600000.0,78200000.0,44900000.0,16400000.0,400000.0,17700000.0,,14400000.0,2753000000.0,26100000.0,127200000.0,1896000000.0,31800000.0,1631800000.0,,
2014-12-31,200000.0,,2261700000.0,-20100000.0,13100000.0,10300000.0,-443100000.0,146800000.0,1013300000.0,2800000.0,-17700000.0,77900000.0,256800000.0,,41400000.0,-11300000.0,0.16,-2600000.0,41900000.0,-13200000.0,377700000.0,816100000.0,590700000.0,,6600000.0,61000000,931000000.0,19400000.0,1600000.0,,-22100000.0,-48800000.0,78800000.0,499800000,4800000.0,36500000,-1330700000.0,0.16,359300000.0,-6800000.0,59700000.0,12800000,,0.0,,421900000.0,1307100000.0,122200000.0,747100000.0,241900000.0,210100000.0,-10700000.0,12800000.0,23300000.0,107100000.0,658700000.0,256800000.0,77900000.0,256800000.0,-15600000.0,34800000.0,263600000.0,77400000.0,37600000.0,16400000.0,0.0,6800000.0,,72500000.0,2698100000.0,12800000.0,123500000.0,1882000000.0,19900000.0,1684800000.0,,
2015-03-31,1100000.0,,2277800000.0,0.0,-3100000.0,17400000.0,-439700000.0,147800000.0,1018200000.0,-1400000.0,-21900000.0,84800000.0,196800000.0,,47200000.0,-6000000.0,0.17,300000.0,47000000.0,-1000000.0,370400000.0,803200000.0,588300000.0,,6500000.0,61100000,919900000.0,19600000.0,1800000.0,,-23300000.0,-28500000.0,78500000.0,518000000,-49000000.0,37600000,-1357900000.0,0.17,361300000.0,-60000000.0,-9600000.0,13100000,,0.0,,433200000.0,1292700000.0,205100000.0,747100000.0,303800000.0,216100000.0,-11200000.0,13100000.0,23700000.0,107300000.0,656900000.0,196800000.0,77400000.0,196800000.0,-15500000.0,34400000.0,256800000.0,77500000.0,-32900000.0,16400000.0,-14000000.0,7100000.0,,-40700000.0,2681300000.0,13100000.0,119800000.0,1878100000.0,19000000.0,1663100000.0,,
2015-06-30,11100000.0,,2303200000.0,0.0,-6900000.0,16100000.0,-434300000.0,148600000.0,1052500000.0,300000.0,-1200000.0,89900000.0,232400000.0,,-2500000.0,-5500000.0,0.55,-200000.0,39900000.0,-1100000.0,509000000.0,844300000.0,615100000.0,,21400000.0,116600000,917600000.0,63700000.0,1900000.0,,-27800000.0,-20900000.0,78700000.0,535400000,17600000.0,92400000,-1385600000.0,0.54,359400000.0,35600000.0,57700000.0,42300000,,0.0,,445500000.0,1139600000.0,205400000.0,747100000.0,321300000.0,221600000.0,-10800000.0,42300000.0,24100000.0,99500000.0,528200000.0,232400000.0,77500000.0,232400000.0,-15500000.0,34700000.0,196800000.0,77500000.0,29900000.0,143900000.0,-4400000.0,18200000.0,,-17500000.0,2701100000.0,42300000.0,116200000.0,1856800000.0,16400000.0,1648600000.0,,
2015-09-30,10400000.0,,2325600000.0,0.0,-1500000.0,12400000.0,-433200000.0,158700000.0,1046100000.0,-1700000.0,-28000000.0,73600000.0,254000000.0,,35900000.0,-10900000.0,0.08,400000.0,35800000.0,-1100000.0,585200000.0,868400000.0,605500000.0,,3400000.0,59500000,913700000.0,9300000.0,1800000.0,,-28600000.0,-17400000.0,78300000.0,533600000,32200000.0,37700000,-1411900000.0,0.08,335400000.0,21600000.0,67000000.0,5900000,,0.0,,460000000.0,1077500000.0,272800000.0,747100000.0,300400000.0,232500000.0,-14300000.0,5900000.0,24600000.0,118000000.0,526900000.0,254000000.0,77600000.0,254000000.0,-15500000.0,35800000.0,232400000.0,77600000.0,38400000.0,143300000.0,-900000.0,14400000.0,,20900000.0,2708800000.0,5900000.0,112500000.0,1840400000.0,18300000.0,1662700000.0,,
2015-12-31,4900000.0,,5452800000.0,0.0,17100000.0,39900000.0,-492500000.0,608200000.0,2418800000.0,2800000.0,-452900000.0,119300000.0,392000000.0,,105600000.0,20700000.0,-0.37,5000000.0,63800000.0,-727500000.0,1147700000.0,1933400000.0,509800000.0,,-23200000.0,95400000,3953400000.0,-85900000.0,2100000.0,,-51200000.0,489000000.0,161600000.0,1267400000,29400000.0,13700000,-1499400000.0,-0.37,336000000.0,138000000.0,102000000.0,-62700000,,0.0,,1148100000.0,5755300000.0,243000000.0,2174100000.0,783400000.0,685200000.0,-42500000.0,-62700000.0,25000000.0,1095200000.0,3675200000.0,392000000.0,161600000.0,392000000.0,-33000000.0,124000000.0,254000000.0,165100000.0,50800000.0,206500000.0,-25500000.0,57300000.0,,-68200000.0,9321800000.0,-62700000.0,677500000.0,7388400000.0,426800000.0,6903000000.0,,
2016-03-31,14100000.0,,5446900000.0,,-14700000.0,32800000.0,-470200000.0,478100000.0,2372800000.0,0.0,-73800000.0,172800000.0,315600000.0,,77200000.0,6300000.0,-0.23,-3100000.0,88100000.0,-17100000.0,1049600000.0,1877400000.0,438900000.0,,-17500000.0,122800000,3859000000.0,-55400000.0,2200000.0,,-76100000.0,-50100000.0,165100000.0,1348200000,-96300000.0,95600000,-1587900000.0,-0.23,340400000.0,-76400000.0,47000000.0,-37900000,,0.0,0.0,1175400000.0,5694500000.0,352300000.0,2146100000.0,813200000.0,679500000.0,-102800000.0,-37900000.0,25200000.0,1091000000.0,3627900000.0,315600000.0,165100000.0,315600000.0,-33000000.0,129700000.0,392000000.0,165200000.0,-29100000.0,205100000.0,0.0,48500000.0,,-16800000.0,9116900000.0,-37900000.0,663200000.0,7239500000.0,421100000.0,6744100000.0,,
2016-06-30,8200000.0,,5474500000.0,,-18500000.0,23800000.0,-479300000.0,536400000.0,2331000000.0,-85000000.0,-213300000.0,127100000.0,66600000.0,,79500000.0,19500000.0,-0.01,1200000.0,79300000.0,-141900000.0,918500000.0,1562900000.0,404800000.0,,-22600000.0,156400000,3793300000.0,-23600000.0,1500000.0,,-61300000.0,-174800000.0,165200000.0,1364000000,33600000.0,47600000,-1681200000.0,-0.01,348300000.0,-249000000.0,139200000.0,-1000000,,0.0,3700000.0,1236900000.0,5659800000.0,293600000.0,2186300000.0,790500000.0,636200000.0,-24100000.0,-1000000.0,25600000.0,1079300000.0,3615500000.0,66600000.0,165200000.0,66600000.0,-33100000.0,132400000.0,315600000.0,165200000.0,77900000.0,80300000.0,0.0,47600000.0,,-20600000.0,8909300000.0,-1000000.0,671200000.0,7346400000.0,541900000.0,6578300000.0,,
2016-09-30,13300000.0,,5502500000.0,,-1600000.0,16100000.0,-466700000.0,509700000.0,2330700000.0,-90700000.0,-110100000.0,168300000.0,127000000.0,,82200000.0,20300000.0,0.11,2400000.0,82000000.0,-17100000.0,894800000.0,1553200000.0,389300000.0,0.0,3800000.0,204100000,3713900000.0,21300000.0,2400000.0,,-62000000.0,-50700000.0,166500000.0,1452700000,80800000.0,86100000,-1788600000.0,0.11,335500000.0,60400000.0,220900000.0,17500000,,0.0,2500000.0,1284400000.0,5567300000.0,291500000.0,2119400000.0,744100000.0,617000000.0,-17800000.0,17500000.0,26100000.0,1036600000.0,3597500000.0,127000000.0,165200000.0,127000000.0,-33000000.0,135300000.0,66600000.0,165300000.0,158900000.0,80300000.0,-800000.0,47500000.0,,55600000.0,8792800000.0,17500000.0,653800000.0,7239600000.0,595600000.0,6462100000.0,,
2016-12-31,48400000.0,,5596500000.0,,2100000.0,30800000.0,-510000000.0,570800000.0,2273000000.0,0.0,-76300000.0,158700000.0,184500000.0,,84000000.0,-22200000.0,0.11,3000000.0,73800000.0,-259200000.0,922600000.0,1546200000.0,373800000.0,0.0,6000000.0,207900000,3704900000.0,23500000.0,1400000.0,,-78600000.0,-61900000.0,166700000.0,1385700000,46400000.0,74700000,-1891600000.0,0.1,359300000.0,57500000.0,196100000.0,17500000,,0.0,7700000.0,1227000000.0,5567000000.0,111300000.0,2118000000.0,675000000.0,630400000.0,-5000000.0,17500000.0,26700000.0,1032500000.0,3537100000.0,184500000.0,165300000.0,184500000.0,-33000000.0,136100000.0,127000000.0,165400000.0,117500000.0,80500000.0,200000.0,48300000.0,,20300000.0,8762600000.0,17500000.0,629600000.0,7216400000.0,597600000.0,6489600000.0,,
2017-03-31,8100000.0,,5660300000.0,,9500000.0,44900000.0,-502100000.0,637300000.0,2271600000.0,0.0,-83000000.0,173400000.0,168500000.0,,88600000.0,-23800000.0,0.08,4800000.0,88200000.0,-1872700000.0,985400000.0,1669700000.0,354100000.0,,4500000.0,205400000,3659200000.0,17900000.0,1500000.0,,-83000000.0,-33200000.0,167900000.0,1567100000,-57400000.0,84800000,-2001100000.0,0.08,364900000.0,-16000000.0,99900000.0,13400000,,0.0,8300000.0,1393700000.0,5556200000.0,258200000.0,2119000000.0,774500000.0,656300000.0,-14700000.0,13400000.0,27200000.0,1033000000.0,3530800000.0,168500000.0,165600000.0,168500000.0,-33100000.0,135100000.0,184500000.0,165900000.0,16900000.0,81800000.0,-11200000.0,52400000.0,,-80200000.0,8813200000.0,13400000.0,615400000.0,7143500000.0,590900000.0,6541600000.0,,
2017-06-30,7100000.0,,5745000000.0,,-21100000.0,37200000.0,-485400000.0,656100000.0,2258600000.0,0.0,-67800000.0,122400000.0,184500000.0,,79700000.0,-2500000.0,-0.04,800000.0,80000000.0,-17400000.0,1006400000.0,1691000000.0,315000000.0,,-15900000.0,167800000,3627400000.0,-21800000.0,2500000.0,,-67900000.0,-43600000.0,166100000.0,1526500000,22400000.0,42700000,-2117600000.0,-0.04,347200000.0,16000000.0,127500000.0,-5900000,,0.0,4700000.0,1404100000.0,5529300000.0,261500000.0,2119500000.0,782200000.0,666200000.0,-12400000.0,-5900000.0,27700000.0,1037600000.0,3518900000.0,184500000.0,166100000.0,184500000.0,-33200000.0,137100000.0,168500000.0,166300000.0,59600000.0,81700000.0,0.0,52500000.0,,-17700000.0,8794300000.0,-5900000.0,605600000.0,7103300000.0,579100000.0,6535700000.0,,
2017-09-30,9600000.0,,5802000000.0,,-5900000.0,27100000.0,-470000000.0,613500000.0,2298500000.0,-209400000.0,-268500000.0,209300000.0,255900000.0,,86400000.0,-20400000.0,0.32,6100000.0,86400000.0,-17300000.0,999300000.0,1717900000.0,334400000.0,0.0,7700000.0,252700000,3579200000.0,60400000.0,2400000.0,,-59100000.0,112100000.0,168500000.0,1554900000,40500000.0,122900000,-2222800000.0,0.31,731000000.0,71400000.0,227700000.0,52700000,,0.0,3700000.0,1345600000.0,6068700000.0,294500000.0,2119800000.0,729500000.0,689500000.0,-9800000.0,52700000.0,28200000.0,1055500000.0,3663500000.0,255900000.0,166300000.0,255900000.0,-33300000.0,139200000.0,184500000.0,166400000.0,168600000.0,81700000.0,0.0,53100000.0,,49400000.0,9366500000.0,52700000.0,592900000.0,7648600000.0,1171600000.0,7068000000.0,,
2017-12-31,43800000.0,,5908900000.0,,-435200000.0,48100000.0,-484600000.0,669800000.0,2753700000.0,0.0,-79200000.0,223700000.0,218400000.0,,95800000.0,8900000.0,,-5300000.0,96100000.0,-130500000.0,954300000.0,1699200000.0,790300000.0,0.0,-428600000.0,267600000,3575800000.0,60700000.0,2700000.0,,-84300000.0,-152100000.0,,1619900000,4200000.0,127900000,-2333100000.0,,751900000.0,-37500000.0,193700000.0,489300000,,0.0,3600000.0,1396200000.0,5510300000.0,125300000.0,2120000000.0,733200000.0,682600000.0,-8600000.0,489300000.0,28500000.0,511200000.0,3611300000.0,218400000.0,,218400000.0,-33400000.0,147500000.0,255900000.0,167100000.0,109400000.0,700000.0,0.0,59400000.0,,-1400000.0,9218300000.0,489300000.0,578500000.0,7519100000.0,1167200000.0,6464600000.0,,
2018-03-31,16000000.0,,5983600000.0,,-18900000.0,61200000.0,-552800000.0,698200000.0,2763100000.0,,-89400000.0,181600000.0,109100000.0,25100000.0,92400000.0,14900000.0,0.13,3600000.0,100500000.0,-609900000.0,971000000.0,1699000000.0,863700000.0,,6600000.0,237900000,3539400000.0,27500000.0,3100000.0,,-89500000.0,-100500000.0,169200000.0,1710300000,-69800000.0,89200000,-2444200000.0,0.12,764300000.0,-109300000.0,80900000.0,20900000,,,,1528700000.0,5426100000.0,256100000.0,2120300000.0,835600000.0,675600000.0,1600000.0,20900000.0,29000000.0,498400000.0,3534700000.0,109100000.0,167200000.0,109100000.0,-33400000.0,146700000.0,218400000.0,167200000.0,-8600000.0,700000.0,-8500000.0,63700000.0,,-102500000.0,9160200000.0,20900000.0,565100000.0,7461200000.0,1156300000.0,6397100000.0,,
2018-06-30,15500000.0,,6038400000.0,,12700000.0,47700000.0,-573200000.0,681400000.0,2763100000.0,,-86500000.0,267700000.0,144200000.0,,110300000.0,-50100000.0,0.35,-4900000.0,110300000.0,-40200000.0,982200000.0,1763200000.0,888800000.0,,15700000.0,286100000,3501400000.0,74300000.0,3100000.0,,-86500000.0,-61900000.0,168800000.0,1728400000,-53400000.0,157400000,-2537000000.0,0.35,764500000.0,35100000.0,183400000.0,58600000,,,,1460700000.0,5392500000.0,284400000.0,2119700000.0,837200000.0,716300000.0,-22400000.0,58600000.0,7900000.0,512700000.0,3512600000.0,144200000.0,167100000.0,144200000.0,-33500000.0,150700000.0,109100000.0,167000000.0,96900000.0,900000.0,0.0,61100000.0,,-7400000.0,9137800000.0,58600000.0,544300000.0,7374600000.0,1151600000.0,6374700000.0,,
2018-09-30,22100000.0,,6107900000.0,-7700000.0,50200000.0,35200000.0,-571300000.0,709400000.0,2922900000.0,,-95700000.0,430700000.0,156700000.0,,112500000.0,-9300000.0,1.17,-2200000.0,110800000.0,-173600000.0,1073700000.0,1938300000.0,1050500000.0,,66300000.0,474200000,3456700000.0,261400000.0,3000000.0,,-98500000.0,-213700000.0,168600000.0,1872400000,-75500000.0,318200000,-2651200000.0,1.16,756100000.0,12500000.0,322000000.0,195100000,,,,1441700000.0,5230700000.0,341300000.0,2119600000.0,1009200000.0,724400000.0,2100000.0,195100000.0,8300000.0,548600000.0,3336400000.0,156700000.0,167000000.0,156700000.0,-33400000.0,153600000.0,144200000.0,166800000.0,223500000.0,900000.0,0.0,59200000.0,,-170200000.0,9227300000.0,195100000.0,528300000.0,7289000000.0,1142700000.0,6304400000.0,,
2018-12-31,45700000.0,,6263100000.0,-33200000.0,-8400000.0,35000000.0,-651000000.0,636500000.0,2832200000.0,,-110700000.0,244000000.0,178800000.0,,115000000.0,9000000.0,0.32,-2400000.0,109000000.0,-122400000.0,1118300000.0,1707400000.0,1070500000.0,,20800000.0,283700000,3482100000.0,74100000.0,2800000.0,,-110700000.0,-188700000.0,167300000.0,1635000000,128800000.0,129000000,-2781000000.0,0.32,749300000.0,22100000.0,321500000.0,53300000,,,,1391000000.0,5046900000.0,167000000.0,2119600000.0,776300000.0,711400000.0,3800000.0,53300000.0,8800000.0,518900000.0,3104400000.0,178800000.0,166100000.0,178800000.0,-33300000.0,150400000.0,156700000.0,165300000.0,210800000.0,125900000.0,0.0,59200000.0,,233800000.0,8997400000.0,53300000.0,511600000.0,7290000000.0,1141600000.0,6165200000.0,,
2019-03-31,13000000.0,,6601000000.0,-13200000.0,-3000000.0,46700000.0,-656900000.0,637000000.0,2837600000.0,,-82200000.0,206100000.0,105700000.0,,106900000.0,-11200000.0,0.25,1000000.0,107000000.0,-50200000.0,1139900000.0,1684500000.0,1090400000.0,,11400000.0,263400000,3708600000.0,53100000.0,3300000.0,,-102200000.0,-95000000.0,166100000.0,1553400000,-78300000.0,99200000,-2892400000.0,0.25,733100000.0,-73100000.0,104300000.0,41700000,,69400000.0,,1347300000.0,5192400000.0,294400000.0,2119500000.0,808300000.0,717500000.0,11100000.0,41700000.0,,525900000.0,3067200000.0,105700000.0,165000000.0,105700000.0,-33000000.0,152900000.0,178800000.0,164900000.0,2100000.0,126100000.0,,57400000.0,,-36200000.0,9169900000.0,41700000.0,494200000.0,7485400000.0,1131400000.0,6332300000.0,,
2019-06-30,9500000.0,,6706300000.0,-13500000.0,-13600000.0,28800000.0,-660400000.0,669200000.0,2770800000.0,,-89100000.0,129200000.0,126900000.0,,96900000.0,20800000.0,-0.12,1100000.0,97000000.0,-400000.0,1050100000.0,1726200000.0,1037700000.0,,-4900000.0,184400000,3706300000.0,-24900000.0,2000000.0,,-89100000.0,-21500000.0,164600000.0,1592900000,14100000.0,32300000,-3000000000.0,-0.12,792500000.0,21200000.0,131800000.0,-20000000,,,,1463700000.0,5414400000.0,298900000.0,2119600000.0,848200000.0,698900000.0,400000.0,-20000000.0,0.0,506400000.0,3232600000.0,126900000.0,164600000.0,126900000.0,-32700000.0,151400000.0,105700000.0,164300000.0,42700000.0,1100000.0,,57900000.0,,,9235300000.0,-20000000.0,480600000.0,7509100000.0,1174500000.0,6464500000.0,,
2019-09-30,9800000.0,,6794000000.0,-108900000.0,5600000.0,24100000.0,-672700000.0,647700000.0,2664700000.0,,-80500000.0,219000000.0,177400000.0,,110700000.0,-7100000.0,0.27,-6500000.0,110800000.0,-693500000.0,1077200000.0,1769600000.0,1049100000.0,,-400000.0,263700000,3681600000.0,43800000.0,3600000.0,,-80500000.0,-49600000.0,162800000.0,1576600000,-7600000.0,108300000,-3112400000.0,0.27,765600000.0,50500000.0,180500000.0,44200000,,,,1357600000.0,5490700000.0,347400000.0,2119100000.0,849900000.0,700700000.0,-800000.0,44200000.0,0.0,515500000.0,3339000000.0,177400000.0,161900000.0,177400000.0,-32800000.0,156000000.0,126900000.0,159700000.0,100000000.0,1100000.0,,63900000.0,,,9232600000.0,44200000.0,461900000.0,7463000000.0,1170100000.0,6567900000.0,,
