date,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyPretaxIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,quarterlyDilutedEPS,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyDeferredIncomeTax,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyCommonStockIssuance,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyBasicEPS,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2010-12-31,24987000.0,2261949000,710000.0,,,,1148000.0,727000.0,-7140000.0,178671000.0,428636000.0,428636000.0,255189000,0.0,149577000.0,1301000.0,112252000.0,-14224000.0,96028000.0,-156894000.0,68385000,124686000,-2785000.0,114157000.0,173447000,,,436451000,,171332000,2069771000.0,4325000.0,-8815000.0,-8815000.0,0.0,1912877000.0,633927000.0,0.0,2198618000.0,7088000.0,,38882000.0,8381000.0,2635069000,78620000.0,110462000,122972000.0,122972000.0,6409000,,,201788000.0,122346000.0,28560000.0,-32574000.0,,428636000,-21811000,-250000.0,373120000.0,122972000.0,1293000.0,,110695000.0,0.0,,18129000.0,822000.0,284448000.0,,14667000,,,,,,
2011-03-31,-8000.0,2393934000,-730000.0,,24270000.0,,,854000.0,-7140000.0,,564075000.0,564075000.0,428636000,0.0,158183000.0,1255000.0,131407000.0,-2857000.0,119653000.0,-168578000.0,-13279000,127207000,-67000.0,119657000.0,135439000,,0.34,572748000,0.0,166844000,2074419000.0,-5392000.0,-2519000.0,-2519000.0,0.0,1905841000.0,459755000.0,,2184317000.0,7819000.0,,31632000.0,,2757065000,71480000.0,124350000,122176000.0,122176000.0,3759000,,355903000.0,196287000.0,124405000.0,28560000.0,0.0,,564075000,21405000,-120000.0,363131000.0,122176000.0,1588000.0,0.35,126551000.0,0.0,,4000.0,402000.0,276888000.0,352898000.0,6898000,-10595000.0,,,,,
2011-06-30,-25000.0,2447802000,-586000.0,,0.0,,,1196000.0,-7140000.0,,701350000.0,701350000.0,564075000,1790068000.0,194752000.0,1814000.0,164615000.0,-401000.0,149812000.0,-183311000.0,-17072000,168292000,-229000.0,150314000.0,137275000,,0.42,710950000,0.0,168707000,2079026000.0,-1178000.0,2249000.0,2250000.0,0.0,1895715000.0,597654000.0,,2096396000.0,8404000.0,,35734000.0,,2807346000,64340000.0,167891000,148065000.0,148065000.0,6252000,,355921000.0,190837000.0,126497000.0,28560000.0,-13674000.0,,701350000,-14100000,-105000.0,359544000.0,148065000.0,1550000.0,0.42,159018000.0,0.0,,502000.0,0.0,192793000.0,353267000.0,9206000,-10599000.0,,,,,
2011-09-30,-15000.0,2530999000,-3339000.0,,0.0,,,1115000.0,-7140000.0,,715622000.0,715622000.0,701350000,0.0,185195000.0,1700000.0,157123000.0,-137755000.0,143414000.0,-197447000.0,-14987000,167247000,688000.0,143425000.0,14272000,,0.38,728480000,0.0,172476000,2083682000.0,7113000.0,8385000.0,8384000.0,0.0,1886235000.0,722091000.0,,2032195000.0,11743000.0,,34683000.0,,2760675000,57200000.0,29492000,135040000.0,135040000.0,6311000,,356014000.0,57200000.0,0.0,28560000.0,0.0,,715622000,-137770000,,229676000.0,135040000.0,1506000.0,0.38,150512000.0,0.0,,11000.0,0.0,140667000.0,353327000.0,7098000,-10603000.0,,,,,
2011-12-31,-6000.0,2654217000,7853000.0,,0.0,,130789000.0,1221000.0,-7140000.0,,840201000.0,840201000.0,715622000,0.0,191867000.0,1560000.0,162488000.0,-310000.0,145034000.0,-214351000.0,-38896000,163681000,408000.0,144969000.0,124579000,,,845312000,0.0,168058000,2086077000.0,1243000.0,222000.0,-540000.0,0.0,1871726000.0,835023000.0,,2027023000.0,3890000.0,,41675000.0,,2872335000,50060000.0,163371000,144747000.0,144747000.0,5854000,,,50060000.0,0.0,28560000.0,0.0,,840201000,-271000,,218118000.0,144747000.0,1375000.0,,150192000.0,0.0,,-65000.0,0.0,151621000.0,,5158000,-31815000.0,,,,,
2012-03-31,-20000.0,2762966000,-2327000.0,,0.0,,6575000.0,1336000.0,-7140000.0,,997489000.0,997489000.0,840201000,0.0,199638000.0,1659000.0,167766000.0,-395000.0,150499000.0,-231557000.0,-6206000,163811000,204000.0,150529000.0,157288000,,0.41,1005042000,,199953000,2088669000.0,-4574000.0,3348000.0,3068000.0,0.0,1857112000.0,950375000.0,,2000797000.0,6217000.0,,42225000.0,132989000.0,3005839000,42920000.0,163416000,147181000.0,147181000.0,7503000,,355943000.0,42920000.0,0.0,28560000.0,,,997489000,-398000,,242873000.0,147181000.0,1352000.0,0.42,157413000.0,0.0,,30000.0,,141589000.0,353529000.0,6914000,0.0,,,,,
2012-06-30,-42000.0,2844678000,290000.0,,,,12521000.0,2235000.0,-7140000.0,,1102116000.0,1102116000.0,997489000,0.0,201408000.0,1874000.0,165854000.0,,144203000.0,-253148000.0,-67634000,172916000,68000.0,144164000.0,104627000,,0.4,1110278000,,176306000,2091093000.0,5151000.0,2750000.0,2498000.0,0.0,1837945000.0,1059960000.0,,1946547000.0,5927000.0,,49707000.0,135225000.0,3056825000,35780000.0,172916000,141414000.0,141414000.0,7354000,,355519000.0,35841000.0,0.0,28560000.0,-395000.0,,1102116000,-614000,5760000.0,212147000.0,141414000.0,1295000.0,0.4,151701000.0,0.0,,-39000.0,61000.0,107307000.0,353733000.0,7498000,-63658000.0,,,,,
2012-09-30,-43000.0,2975488000,-3360000.0,,,,10963000.0,1229000.0,-7140000.0,,555056000.0,555056000.0,1102116000,0.0,161273000.0,2352000.0,134810000.0,-638430000.0,120287000.0,-267612000.0,-37103000,128651000,4000.0,120210000.0,-547060000,,0.34,565572000,,39523000,2596420000.0,-6724000.0,513000.0,361000.0,0.0,2328808000.0,1144269000.0,,2480992000.0,9287000.0,,35870000.0,0.0,3046564000,28640000.0,-509779000,119697000.0,119697000.0,6762000,,355928000.0,31553000.0,0.0,28560000.0,0.0,,555056000,-638618000,-4370000.0,71076000.0,119697000.0,1292000.0,0.34,125403000.0,0.0,,-77000.0,2913000.0,150892000.0,353927000.0,5116000,-35388000.0,,,,,
2012-12-31,-87000.0,3107074000,3090000.0,,0.0,,20898000.0,966000.0,-7140000.0,-1710000.0,778216000.0,778216000.0,555056000,0.0,287241000.0,3256000.0,233031000.0,-1531000.0,185014000.0,-315580000.0,-28561000,254026000,-1007000.0,185888000.0,223160000,,,785379000,,49458000,2596814000.0,15461000.0,8144000.0,8104000.0,0.0,2281234000.0,1297207000.0,,2403958000.0,5909000.0,,90916000.0,0.0,3189337000,21500000.0,252495000,177744000.0,177744000.0,8931000,,,32805000.0,2055000.0,28560000.0,0.0,,778216000,-2266000,,82263000.0,177744000.0,1347000.0,,196325000.0,0.0,,-348000.0,9250000.0,121377000.0,,11311000,-24806000.0,,,,,
2013-03-31,-19000.0,3225783000,874000.0,,,,20363000.0,6267000.0,-50060000.0,27826000.0,75535000.0,75535000.0,778216000,0.0,205761000.0,1684000.0,162776000.0,-1900620000.0,141117000.0,-339921000.0,1032439000,165612000,1681000.0,137703000.0,-702681000,,0.37,87093000,,1161033000,4551912000.0,-1110000.0,4282000.0,4239000.0,1023000.0,4211991000.0,1380982000.0,,4313160000.0,4507000.0,,54751000.0,,4400253000,0.0,-1735008000,133421000.0,133421000.0,9842000,,356382000.0,13437000.0,1207000.0,1090000000.0,,680000.0,75535000,-1900720000,-1830000.0,1174470000.0,133421000.0,6506000.0,0.38,151010000.0,-11518000.0,,-2908000.0,12230000.0,94663000.0,354423000.0,9893000,,,,,,
2013-06-30,-156000.0,3217153000,2429000.0,,,,20648000.0,2054000.0,-1530000000.0,-15857000.0,36257000.0,36257000.0,75535000,0.0,166890000.0,2280000.0,116721000.0,-124855000.0,82155000.0,-381283000.0,-34736000,125258000,7505000.0,72779000.0,-39278000,,0.2,41174000,,21449000,4681663000.0,2727000.0,1662000.0,1631000.0,801000.0,4300380000.0,1409526000.0,,4354838000.0,2499000.0,,75859000.0,,4396012000,1142802000.0,403000,71117000.0,71117000.0,8821000,,355804000.0,1157410000.0,1272000.0,0.0,0.0,2525000.0,36257000,-129662000,1233000.0,1178859000.0,71117000.0,6149000.0,0.2,91031000.0,-2433000.0,,-2368000.0,13336000.0,48309000.0,354800000.0,8876000,-92219000.0,,,,,
2013-09-30,-43000.0,3320308000,-2940000.0,,,,19814000.0,1304000.0,-103000000.0,-10032000.0,61956000.0,61956000.0,36257000,0.0,166405000.0,3598000.0,119143000.0,-388000.0,81252000.0,-420019000.0,-89548000,118672000,1832000.0,78670000.0,25699000,,0.22,69064000,,20870000,4684858000.0,-2522000.0,1613000.0,1573000.0,1056000.0,4264839000.0,1450954000.0,,4329381000.0,3964000.0,,75763000.0,,4398445000,1039951000.0,118284000,77057000.0,77057000.0,9326000,,356557000.0,1057267000.0,2408000.0,0.0,0.0,1653000.0,61956000,-3488000,-332000.0,1078137000.0,77057000.0,5899000.0,0.22,90642000.0,-44000.0,,-936000.0,14908000.0,58643000.0,355707000.0,9390000,-35629000.0,,,,,
2013-12-31,-86000.0,3366546000,1186000.0,,,,20416000.0,845000.0,-42000000.0,-25618000.0,95823000.0,95823000.0,61956000,0.0,167416000.0,1473000.0,122213000.0,-13560000.0,83136000.0,-459712000.0,-74105000,124591000,1394000.0,81223000.0,33867000,,,101287000,,21134000,4688196000.0,1992000.0,-12677000.0,-12717000.0,718000.0,4228484000.0,1512689000.0,,4288557000.0,2457000.0,,77131000.0,,4389844000,998136000.0,111031000,93900000.0,93900000.0,7077000,,,1002164000.0,1837000.0,0.0,0.0,1225000.0,95823000,-16584000,346000.0,1023298000.0,93900000.0,5670000.0,,90285000.0,-8000.0,,1206000.0,2191000.0,40801000.0,,7149000,-32165000.0,,,,,
2014-03-31,-26000.0,3431675000,-445000.0,,,,17655000.0,1212000.0,0.0,-15817000.0,81970000.0,81970000.0,95823000,0.0,165379000.0,2329000.0,117619000.0,-125231000.0,81560000.0,-496333000.0,-587000,114832000,1281000.0,79823000.0,-13853000,,0.22,88246000,,44054000,4816381000.0,-4132000.0,14000.0,-40000.0,1380000.0,4320048000.0,1567479000.0,,4388619000.0,2123000.0,,73709000.0,,4476865000,997750000.0,-10399000,79809000.0,79809000.0,10043000,,357940000.0,1001136000.0,1235000.0,,,1108000.0,81970000,-128091000,-3320000.0,1045190000.0,79809000.0,6027000.0,0.22,91670000.0,-600000.0,,-406000.0,2151000.0,48945000.0,357398000.0,10110000,,,,,,
2014-06-30,-642000.0,3500204000,-2846000.0,,,,18109000.0,1811000.0,0.0,3626000.0,139199000.0,139199000.0,81970000,0.0,148570000.0,3383000.0,101813000.0,-52000.0,64313000.0,-534848000.0,-41128000,102543000,880000.0,62642000.0,57229000,,0.18,148921000,,19901000,4820195000.0,-2253000.0,-850000.0,-907000.0,1792000.0,4285347000.0,1606476000.0,,4372674000.0,3350000.0,,73882000.0,,4521595000,997990000.0,102491000,63492000.0,63492000.0,10309000,,358097000.0,1001490000.0,2257000.0,,,591000.0,139199000,-4244000,1192000.0,1021391000.0,63492000.0,5690000.0,0.18,74688000.0,-19000.0,,-840000.0,1243000.0,68038000.0,357655000.0,10375000,-44792000.0,,,,,
2014-09-30,-94000.0,3600316000,6108000.0,,,,13853000.0,1517000.0,0.0,-18673000.0,233003000.0,233003000.0,139199000,0.0,165852000.0,2036000.0,49907000.0,-9196000.0,73226000.0,-646830000.0,-17204000,120379000,751000.0,5093000.0,93804000,,0.01,236322000,,15447000,4965643000.0,2025000.0,597000.0,548000.0,1594000.0,4318813000.0,1589486000.0,,4381809000.0,1183000.0,,84243000.0,,4618131000,998252000.0,111183000,4496000.0,4496000.0,8287000,,358762000.0,1002368000.0,2324000.0,,,583000.0,233003000,-9337000,-4376000.0,1017815000.0,4496000.0,5376000.0,0.01,81609000.0,-2000.0,,-67325000.0,1792000.0,44021000.0,358366000.0,8383000,-17924000.0,,,,,
2014-12-31,-255000.0,3628736000,-2329000.0,,,,14798000.0,26263000.0,0.0,-28841000.0,308098000.0,308098000.0,233003000,0.0,140375000.0,2962000.0,92226000.0,-99000.0,51941000.0,-687740000.0,-14603000,94120000,228000.0,51225000.0,75095000,,,338493000,,16171000,4945112000.0,-1201000.0,-806000.0,-850000.0,1373000.0,4257372000.0,1619654000.0,,4309270000.0,2343000.0,,79442000.0,,4647763000,998518000.0,94021000,52031000.0,52031000.0,8895000,,,1002856000.0,3396000.0,,,-6000.0,308098000,-4350000,874000.0,1019027000.0,52031000.0,5427000.0,,60933000.0,-152000.0,,-513000.0,942000.0,32872000.0,,8992000,-17059000.0,,,,,
2015-03-31,-612000.0,4427496000,1653000.0,,,,15060000.0,1250000.0,-1000000000.0,-36717000.0,88008000.0,88008000.0,308098000,0.0,130504000.0,2704000.0,86043000.0,-900016000.0,55825000.0,-619577000.0,568431000,89131000,3025000.0,52401000.0,-220090000,,0.13,91737000,,38586000,5747510000.0,150000.0,2982000.0,2936000.0,3328000.0,5127933000.0,1648875000.0,800000000.0,5176337000.0,1685000.0,,66509000.0,,5268074000,800000000.0,-810885000,49419000.0,49419000.0,8074000,,371115000.0,801992000.0,1859000.0,,,1500000.0,88008000,-877395000,-1516000.0,840578000.0,49419000.0,9634000.0,0.13,63995000.0,-34456000.0,,-436000.0,133000.0,25157000.0,370844000.0,8170000,,,,,,
2015-06-30,-1447000.0,4467699000,244000.0,,12000.0,,15946000.0,2071000.0,-85000000.0,-21075000.0,71892000.0,71892000.0,88008000,0.0,164435000.0,736000.0,107883000.0,-1100000.0,55427000.0,-672904000.0,-120618000,109292000,861000.0,53637000.0,-16116000,,0.13,76197000,,18157000,5749986000.0,1432000.0,-89000.0,-130000.0,2211000.0,5077082000.0,1667745000.0,0.0,5127174000.0,1741000.0,,101122000.0,,5203371000,715000000.0,108192000,53726000.0,53726000.0,7765000,,404308000.0,717515000.0,2379000.0,,,798000.0,71892000,-5020000,1656000.0,735672000.0,53726000.0,10658000.0,0.13,63313000.0,-1174000.0,,-783000.0,136000.0,24717000.0,404138000.0,7886000,-34444000.0,,,,,
2015-09-30,-1620000.0,4342821000,523000.0,,0.0,,15407000.0,1860000.0,-68000000.0,-26818000.0,80512000.0,80512000.0,71892000,0.0,153251000.0,906000.0,-55253000.0,-560000.0,54125000.0,-872173000.0,-86023000,99547000,531000.0,-101087000.0,8620000,,-0.24,84083000,-1464000.0,17054000,5752516000.0,213000.0,-5162000.0,-5223000.0,1647000.0,4880343000.0,1551606000.0,0.0,4925094000.0,1447000.0,,91956000.0,,5009177000,647000000.0,98987000,-95925000.0,-95925000.0,7011000,,404540000.0,649302000.0,2149000.0,,,428000.0,80512000,-4764000,-578000.0,666356000.0,-95925000.0,11973000.0,-0.24,61295000.0,6000.0,,-154554000.0,153000.0,17555000.0,404370000.0,7170000,-16565000.0,,,,,
2015-12-31,-1153000.0,4150735000,587000.0,,0.0,,10664000.0,1455000.0,-21000000.0,-23197000.0,103297000.0,103297000.0,80512000,0.0,200496000.0,2349000.0,-100814000.0,-900566000.0,62277000.0,-1171035000.0,793357000,133389000,1401000.0,-170384000.0,22785000,,,105876000,-7656000.0,12568000,6649554000.0,1390000.0,-1122000.0,-1182000.0,1904000.0,5478519000.0,1358363000.0,0.0,5526335000.0,815000.0,,129208000.0,,5632211000,1466000000.0,-767177000,-169262000.0,-169262000.0,8766000,,,1468908000.0,2732000.0,,,1364000.0,103297000,-903970000,399000.0,1481476000.0,-169262000.0,12315000.0,,71288000.0,-403000.0,,-231108000.0,176000.0,19776000.0,,9011000,-17584000.0,,,,,
2016-03-31,-47000.0,4156387000,-525000.0,,,,8248000.0,1878000.0,-95000000.0,-5306000.0,86776000.0,86776000.0,103297000,0.0,187511000.0,3718000.0,119102000.0,-274000.0,48687000.0,-1242379000.0,-129426000,113754000,7069000.0,40595000.0,-16521000,,0.1,90302000,-33126000.0,34260000,6649597000.0,-3091000.0,-384000.0,-371000.0,5924000.0,5407218000.0,1362145000.0,0.0,5472842000.0,1339000.0,,127980000.0,,5563144000,1371000000.0,113480000,40979000.0,40979000.0,10613000,,403125000.0,1372497000.0,1310000.0,,,6932000.0,86776000,-930000,-2144000.0,1406757000.0,40979000.0,13251000.0,0.1,59531000.0,-1300000.0,,-1078000.0,187000.0,36648000.0,402952000.0,10844000,,,,,,
2016-06-30,-60000.0,4839227000,-2176000.0,,0.0,,10686000.0,2923000.0,-665000000.0,26322000.0,124490000.0,124490000.0,86776000,0.0,212351000.0,-937000.0,140819000.0,-2052000.0,67110000.0,-1317452000.0,-94428000,134267000,4862000.0,60921000.0,37714000,,0.14,131293000,0.0,14073000,6649607000.0,-705000.0,615000.0,603000.0,3387000.0,5332155000.0,1400451000.0,632547000.0,5429916000.0,3435000.0,,135282000.0,,5561209000,706000000.0,132215000,60306000.0,60306000.0,9724000,,436986000.0,707909000.0,1716000.0,,,4590000.0,124490000,-2098000,2926000.0,721982000.0,60306000.0,12766000.0,0.14,77069000.0,-25834000.0,,-1425000.0,193000.0,67229000.0,436726000.0,9959000,-36740000.0,,,,,
2016-09-30,-115000.0,4963175000,1972000.0,,0.0,,12022000.0,2334000.0,-141000000.0,66256000.0,125545000.0,125545000.0,124490000,0.0,233204000.0,1785000.0,161765000.0,-800013000.0,88996000.0,-1391371000.0,639812000,161577000,5876000.0,81609000.0,1055000,,0.19,130779000,0.0,15881000,7479107000.0,3397000.0,-1377000.0,-1404000.0,3859000.0,6087736000.0,1454382000.0,0.0,6195253000.0,1410000.0,,134695000.0,,6326032000,1345000000.0,-638436000,82986000.0,82986000.0,9282000,,441917000.0,1346976000.0,1772000.0,,,6007000.0,125545000,-800120000,835000.0,1362857000.0,82986000.0,12677000.0,0.19,98509000.0,-162000.0,,-840000.0,204000.0,77063000.0,440635000.0,9513000,-19310000.0,,,,,
2016-12-31,-116000.0,4939988000,-465000.0,,0.0,,18829000.0,1481000.0,-152000000.0,55301000.0,124295000.0,124295000.0,125545000,0.0,258491000.0,-3041000.0,105966000.0,-2180000.0,89188000.0,-1550737000.0,-173610000,174703000,6796000.0,10680000.0,-1250000,,,128092000,0.0,19057000,7479116000.0,7440000.0,-186000.0,-132000.0,228000.0,5928379000.0,1438773000.0,0.0,6025227000.0,503000.0,,165180000.0,,6153319000,1193000000.0,172523000,10866000.0,10866000.0,3867000,,,1194274000.0,1012000.0,,,6664000.0,124295000,-2287000,7051000.0,1213331000.0,10866000.0,12163000.0,,93311000.0,0.0,,-71402000.0,262000.0,64621000.0,,4123000,-22658000.0,,,,,
2017-03-31,-54000.0,4975954000,-949000.0,,,,13770000.0,1414000.0,-129000000.0,59650000.0,114749000.0,114749000.0,124295000,0.0,197951000.0,762000.0,131911000.0,-879000.0,67819000.0,-1614680000.0,-129578000,119923000,5503000.0,61352000.0,-9546000,,0.14,119481000,0.0,44790000,7479116000.0,-5463000.0,128000.0,115000.0,114000.0,5864436000.0,1469091000.0,,5966228000.0,1405000.0,,122234000.0,,6085709000,1064000000.0,119044000,61224000.0,61224000.0,7656000,,441955000.0,1064965000.0,701000.0,,,6373000.0,114749000,104000,-4582000.0,1109755000.0,61224000.0,12895000.0,0.14,75717000.0,-1300000.0,,303000.0,264000.0,68185000.0,441484000.0,7898000,,,,,,
2017-06-30,-32000.0,5030728000,-510000.0,,,,11419000.0,2250000.0,-111000000.0,67632000.0,76575000.0,76575000.0,114749000,0.0,199684000.0,1250000.0,133554000.0,-15000.0,73862000.0,-1632493000.0,-162833000,124681000,6617000.0,67056000.0,-38174000,,0.15,82600000,0.0,11419000,7432222000.0,-3466000.0,-556000.0,-820000.0,0.0,5799729000.0,1505777000.0,0.0,5913410000.0,589000.0,,116753000.0,,5996010000,953000000.0,124666000,67612000.0,67612000.0,8824000,,442370000.0,953863000.0,810000.0,,,6482000.0,76575000,-32000,-2119000.0,965282000.0,67612000.0,12375000.0,0.15,82931000.0,-5000.0,,240000.0,53000.0,80595000.0,441784000.0,9069000,-52108000.0,,,,,
2017-09-30,-116000.0,5067305000,-2120000.0,,,,13522000.0,2678000.0,-99000000.0,74295000.0,69910000.0,69910000.0,76575000,0.0,203034000.0,1241000.0,134771000.0,-5000.0,74155000.0,-1694345000.0,-135669000,129121000,6128000.0,66315000.0,-6665000,,0.15,78483000,0.0,13522000,7432222000.0,-234000.0,-263000.0,-279000.0,0.0,5737877000.0,1528154000.0,0.0,5857203000.0,1006000.0,,120086000.0,,5935686000,854000000.0,129116000,66578000.0,66578000.0,8549000,,442476000.0,854859000.0,798000.0,,,6360000.0,69910000,-106000,2314000.0,868381000.0,66578000.0,12352000.0,0.15,82948000.0,-6000.0,,-944000.0,61000.0,86265000.0,442094000.0,8793000,-36663000.0,,,,,
2017-12-31,-15609000.0,4899664000,2850000.0,,,,12118000.0,1700000.0,-84000000.0,77007000.0,98521000.0,98521000.0,69910000,0.0,242546000.0,1939000.0,-55073000.0,-822000.0,86525000.0,-1999838000.0,-116984000,165083000,-1185000.0,-137906000.0,28611000,,,103415000,0.0,12143000,7432222000.0,2563000.0,-195000.0,-227000.0,25000.0,5432384000.0,1350628000.0,0.0,5579898000.0,1398000.0,,147108000.0,,5683313000,770000000.0,164261000,-137711000.0,-137711000.0,8672000,,,771506000.0,1430000.0,,,5779000.0,98521000,-19539000,-1265000.0,783649000.0,-137711000.0,11289000.0,,95438000.0,0.0,,-218229000.0,76000.0,98726000.0,,8913000,-33163000.0,,,,,
2018-03-31,-41000.0,4925539000,851000.0,,,,7645000.0,1496000.0,-107000000.0,73197000.0,115568000.0,115568000.0,98521000,0.0,199252000.0,1433000.0,130734000.0,-203000.0,75816000.0,-2057103000.0,-108051000,125340000,7587000.0,67638000.0,17047000,,0.15,119258000,,47569000,7432222000.0,-3103000.0,-485000.0,-507000.0,23000.0,5375119000.0,1378899000.0,,5518469000.0,1243000.0,,113679000.0,,5637727000,663000000.0,125137000,68123000.0,68123000.0,9517000,,443181000.0,664619000.0,,,,5591000.0,115568000,-224000,-4158000.0,712188000.0,68123000.0,12306000.0,0.15,85573000.0,-1200000.0,,-2604000.0,86000.0,95298000.0,442728000.0,9757000,,,,,,
2018-06-30,-2384000.0,5234615000,-4682000.0,,,,20008000.0,3580000.0,-79000000.0,87819000.0,92661000.0,92661000.0,115568000,0.0,212400000.0,4710000.0,383304000.0,-614490000.0,75354000.0,-2060553000.0,229784000,135200000,6229000.0,314918000.0,-22907000,,0.72,103116000,,21668000,7855455000.0,-1791000.0,-3224000.0,-3253000.0,22000.0,5794902000.0,1657153000.0,,6112996000.0,783000.0,,125074000.0,,6216112000,956500000.0,-479290000,318142000.0,318142000.0,11739000,,443770000.0,959829000.0,,,-1016000.0,5659000.0,92661000,-387870000,4975000.0,981497000.0,318142000.0,14416000.0,0.72,87326000.0,-5000.0,,245297000.0,96000.0,263965000.0,443191000.0,11972000,-64589000.0,,,,,
2018-09-30,-664000.0,5187188000,5776000.0,,47734000.0,,13346000.0,2655000.0,-28000000.0,10734000.0,119373000.0,119373000.0,92661000,0.0,185769000.0,1317000.0,112777000.0,-510425000.0,49104000.0,-2125237000.0,390127000,108413000,11411000.0,34926000.0,26712000,,0.08,123127000,,15319000,8358472000.0,2983000.0,905000.0,881000.0,22000.0,6233235000.0,1680715000.0,,6462891000.0,228000.0,,127886000.0,,6586018000,1380500000.0,-402012000,34021000.0,34021000.0,8490000,,444120000.0,1383511000.0,,,-4847000.0,12877000.0,119373000,-472182000,-3718000.0,1398830000.0,34021000.0,14804000.0,0.08,57883000.0,,,-1391000.0,106000.0,171048000.0,443634000.0,8779000,-33873000.0,,,,,
2018-12-31,-524000.0,5171916000,-1117000.0,,0.0,,19883000.0,1541000.0,-116500000.0,7893000.0,75767000.0,75767000.0,119373000,0.0,196591000.0,7489000.0,102126000.0,-546000.0,44006000.0,-2193081000.0,-150953000,108460000,14208000.0,25501000.0,-43606000,,,79704000,,28841000,8359027000.0,10875000.0,18673000.0,18748000.0,19000.0,6165946000.0,1647586000.0,,6390342000.0,1332000.0,,131442000.0,,6470046000,1264000000.0,107914000,6828000.0,6828000.0,20849000,,,1269289000.0,,,0.0,8488000.0,75767000,-1050000,,1298130000.0,6828000.0,13941000.0,,65149000.0,0.0,,-4867000.0,111000.0,167315000.0,,21143000,-34453000.0,,,,,
2019-03-31,-1154000.0,5225948000,308000.0,,,,14120000.0,1478000.0,-80670000.0,23254000.0,125781000.0,125781000.0,75767000,0.0,225049000.0,765000.0,140059000.0,-174000.0,70919000.0,-2265928000.0,-66879000,118194000,12709000.0,57239000.0,50014000,,0.13,129257000,,62358000,8371414000.0,-7170000.0,-110000.0,-110000.0,18000.0,6105486000.0,1664861000.0,,6349443000.0,1010000.0,,137595000.0,,6478700000,1183500000.0,118020000,57349000.0,57349000.0,16043000,,445121000.0,1190394000.0,3945000.0,,,13946000.0,125781000,-1312000,,1252752000.0,57349000.0,7780000.0,0.13,87454000.0,-1100000.0,,40000.0,119000.0,187900000.0,444389000.0,16535000,,,,,,
2019-06-30,-53000.0,5111946000,,,,,17451000.0,2653000.0,-88153000.0,51207000.0,87182000.0,87182000.0,125781000,0.0,189466000.0,2249000.0,-53146000.0,-750000.0,54856000.0,-2493650000.0,-146166000,109258000,14610000.0,-127452000.0,-38599000,-132000.0,-0.28,91284000,,25041000,8371517000.0,4659000.0,-2758000.0,-2758000.0,17000.0,5877867000.0,1500034000.0,,6149539000.0,98000.0,,122361000.0,,6240823000,1095500000.0,108508000,-124694000.0,-124694000.0,11782000,,446470000.0,1103836000.0,,,-909000.0,12435000.0,87182000,-1821000,,1128877000.0,-124694000.0,7330000.0,-0.28,67105000.0,,,-169276000.0,125000.0,217312000.0,445769000.0,12249000,-63515000.0,,,,,
