date,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyEbitda,quarterlyNetPPE,quarterlyTotalRevenue,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyBasicAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyPretaxIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyTaxProvision,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyBasicEPS,quarterlyTotalAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyPurchaseOfInvestment,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyGoodwill
1999-09-30,,-1662000.0,-18992000.0,,31316000.0,,,,2123000.0,,2123000.0,302689000.0,46697000.0,6200000.0,28499000.0,25447000.0,,5064000,705444000.0,172868000,2159000.0,-13372000.0,8742000.0,-262382000.0,,-5832000.0,967826000.0,-6833000.0,217788000.0,149245000.0,58558000.0,-4868000.0,-4053000.0,-24224000.0,-2783000,82018000.0,-6085000.0,-3055000.0,,,-2812000.0,810767000.0,79290000.0,144335000.0,99806000.0,,287723000.0,-18240000.0,,960012000.0,-3778000.0,-3778000,,429242000.0,,,39435000.0,,807000.0,4757000.0,82018000.0,75852000.0,0.0,,-3794000.0,28533000.0,-8027000.0,,2123000.0,-7528000.0,657323000.0,0.0,,,,,
1999-12-31,,-1735000.0,4471000.0,,38632000.0,310426000.0,,0.2,2809000.0,,2809000.0,310946000.0,520000.0,2123000.0,24613000.0,28021000.0,,40318000,713493000.0,263438000,2056000.0,-14333000.0,32388000.0,-267695000.0,80010000.0,-2803000.0,981188000.0,26094000.0,231918000.0,192914000.0,,-16190000.0,686000.0,,30825000,97318000.0,-2905000.0,9915000.0,,,-41224000.0,817826000.0,99059000.0,193981000.0,102338000.0,,313023000.0,-30523000.0,0.202222,1010740000.0,16179000.0,16179000,,457770000.0,,,34964000.0,,445000.0,5176000.0,97318000.0,73858000.0,0.0,,16171000.0,69457000.0,-15512000.0,,2809000.0,-7465000.0,699794000.0,0.0,80613000.0,,,,
2000-03-31,,-844000.0,24638000.0,,45324000.0,,,0.408889,4965000.0,,4965000.0,331646000.0,331646000.0,2809000.0,29473000.0,24283000.0,,65503000,718092000.0,368988000,2002000.0,-10888000.0,-92060000.0,-274297000.0,79578000.0,-6831000.0,992389000.0,50761000.0,223806000.0,175915000.0,,106198000.0,2156000.0,,55485000,45779000.0,1395000.0,18913000.0,,,73036000.0,824551000.0,120588000.0,268179000.0,140943000.0,,284980000.0,95310000.0,0.411111,1000466000.0,32676000.0,31848000,,,,,10326000.0,,119000.0,4843000.0,45779000.0,72976000.0,0.0,,32669000.0,100809000.0,-11982000.0,,4965000.0,-7649000.0,668820000.0,33738000.0,80041500.0,,,,
2000-06-30,,-1217000.0,-15815000.0,,33720000.0,,,0.04,2564000.0,,2564000.0,336236000.0,336236000.0,4965000.0,32026000.0,11576000.0,,17823000,722732000.0,247949000,,-11410000.0,-15213000.0,-280077000.0,79452000.0,-952000.0,1002809000.0,4864000.0,247486000.0,178136000.0,,25164000.0,-2401000.0,13684000.0,8942000,38079000.0,8422000.0,1741000.0,,,9223000.0,850179000.0,130255000.0,205287000.0,169791000.0,,283980000.0,13754000.0,0.04,1028315000.0,3123000.0,3123000,,434661000.0,,,26141000.0,0.0,227000.0,4305000.0,38079000.0,80490000.0,0.0,,3116000.0,42662000.0,-12352000.0,,2564000.0,-7565000.0,692079000.0,47964000.0,80046000.0,,,,
2000-09-30,,-1605000.0,-41207000.0,,33046000.0,13514000.0,,,1904000.0,,1904000.0,328528000.0,46649000.0,2564000.0,40411000.0,29358000.0,,6928000,730584000.0,284162000,,-14512000.0,3938000.0,-279033000.0,,-4164000.0,1009617000.0,-4609000.0,281217000.0,202862000.0,76923000.0,11269000.0,-660000.0,-1782000.0,-1340000,43795000.0,11695000.0,-1422000.0,,,4367000.0,884180000.0,101063000.0,252456000.0,189416000.0,,291528000.0,-3243000.0,,1087042000.0,-3187000.0,-3187000,,467452000.0,,,67348000.0,,1157000.0,4426000.0,43795000.0,105654000.0,0.0,,-3192000.0,31706000.0,-15867000.0,,1904000.0,-7590000.0,758514000.0,0.0,,,,,
2000-12-31,,-423000.0,29106000.0,,45565000.0,,,0.222222,5360000.0,,5360000.0,364180000.0,364180000.0,1904000.0,32576000.0,112184000.0,,45947000,731936000.0,667487000,3289000.0,-11531000.0,91551000.0,-282838000.0,79326000.0,-1643000.0,1014774000.0,31189000.0,332256000.0,465029000.0,,-79761000.0,3456000.0,,36265000,18495000.0,4534000.0,12133000.0,,,-111686000.0,883423000.0,300108000.0,585657000.0,273423000.0,,414328000.0,-91292000.0,0.222222,1348452000.0,17709000.0,19056000,,615480000.0,,,13566000.0,,593000.0,5669000.0,18495000.0,120970000.0,0.0,,17709000.0,81830000.0,-8334000.0,,5360000.0,-7595000.0,984272000.0,0.0,79843500.0,,,,
2001-03-31,,-941000.0,21913000.0,,50102000.0,,,0.411111,17084000.0,,17084000.0,390401000.0,390401000.0,5360000.0,38827000.0,98220000.0,,63968000,735650000.0,890035000,3260000.0,-11504000.0,-105985000.0,-289015000.0,79722000.0,-340000.0,1024665000.0,52549000.0,402993000.0,431500000.0,,129891000.0,11724000.0,,55814000,33495000.0,3727000.0,19519000.0,,,86885000.0,875583000.0,285482000.0,784119000.0,322867000.0,,298185000.0,118387000.0,0.413333,1307083000.0,33030000.0,33030000,,,,,16329000.0,,2102000.0,5367000.0,33495000.0,122905000.0,0.0,,33030000.0,105916000.0,-12182000.0,,17084000.0,-7762000.0,916682000.0,43468000.0,80181000.0,,,,
2001-06-30,,-6919000.0,-32808000.0,,36118000.0,,,0.053333,2823000.0,,2823000.0,371920000.0,371920000.0,17084000.0,31647000.0,114510000.0,,20896000,742383000.0,260644000,2093000.0,-8079000.0,61997000.0,-294151000.0,80014500.0,-592000.0,1036534000.0,6945000.0,275660000.0,277454000.0,,-59254000.0,-14261000.0,,8785000,74795000.0,6950000.0,2633000.0,,,-71715000.0,902241000.0,110984000.0,215741000.0,161390000.0,,325185000.0,-67333000.0,0.053333,1179695000.0,4312000.0,4312000,,522531000.0,,,49137000.0,-2356000.0,2280000.0,4120000.0,74795000.0,117626000.0,0.0,,4312000.0,44903000.0,-17004000.0,,2823000.0,-7804000.0,807775000.0,40403000.0,80833500.0,,,,
2001-09-30,,2654000.0,-23885000.0,,33970000.0,9626000.0,,,4044000.0,,4044000.0,352367000.0,46824000.0,2823000.0,38166000.0,98595000.0,,7149000,743949000.0,230242000,2978000.0,-20603000.0,32405000.0,-299721000.0,,-2791000.0,1043670000.0,-4129000.0,283283000.0,261752000.0,98008000.0,-21061000.0,1221000.0,8163000.0,-1051000,86329000.0,-17608000.0,-1394000.0,,,-10675000.0,930440000.0,82150000.0,197323000.0,150951000.0,,353799000.0,-41664000.0,,1192192000.0,-2735000.0,-2735000,,547045000.0,,,73022000.0,,1471000.0,4549000.0,86329000.0,104679000.0,-102000.0,,-2735000.0,32919000.0,-10123000.0,,4044000.0,-7828000.0,839825000.0,87738000.0,,,,,
2001-12-31,,57000.0,3801000.0,,42581000.0,251938000.0,,0.242222,4509000.0,,4509000.0,362088000.0,298000.0,4044000.0,30879000.0,77673000.0,,44424000,750337000.0,395831000,2615000.0,-11351000.0,37949000.0,-305846000.0,80212500.0,-590000.0,1056183000.0,31637000.0,287880000.0,347969000.0,109852000.0,-26190000.0,465000.0,-11370000.0,34770000,68086000.0,953000.0,11956000.0,,,-42138000.0,905122000.0,165701000.0,318480000.0,180885000.0,,415803000.0,-37541000.0,0.244444,1253091000.0,19681000.0,19681000,,593713000.0,,,69221000.0,,1252000.0,4385000.0,68086000.0,97965000.0,0.0,,19681000.0,77351000.0,-11294000.0,,4509000.0,-7837000.0,891003000.0,0.0,81243000.0,,,,
2002-03-31,,-1911000.0,23951000.0,,46597000.0,,,0.43,6195000.0,,6195000.0,373137000.0,373137000.0,4509000.0,31528000.0,102667000.0,,68431000,749038000.0,525780000,4024000.0,-9335000.0,-41037000.0,-312262000.0,80589000.0,-1086000.0,1061300000.0,56228000.0,297545000.0,369831000.0,,52955000.0,1686000.0,-699000.0,59300000,32122000.0,1362000.0,21298000.0,,,11458000.0,899413000.0,200099000.0,419883000.0,225826000.0,,415822000.0,43620000.0,0.433333,1269244000.0,34930000.0,34930000,,,,,45270000.0,,998000.0,4070000.0,32122000.0,86390000.0,0.0,,34930000.0,105897000.0,-10232000.0,,6195000.0,-88630000.0,896107000.0,68977000.0,81489000.0,,,,
2002-06-30,,-1691000.0,-24912000.0,,36799000.0,,,0.056667,3939000.0,,3939000.0,372318000.0,372318000.0,6195000.0,34864000.0,106999000.0,,18248000,751006000.0,442309000,2585000.0,-10634000.0,3327000.0,-317257000.0,80811000.0,-2602000.0,1068263000.0,7820000.0,308084000.0,357196000.0,,3442000.0,-2256000.0,8799000.0,9581000,41142000.0,1223000.0,3056000.0,,,-7218000.0,928083000.0,173190000.0,395929000.0,224003000.0,,418215000.0,-7192000.0,0.06,1285279000.0,4764000.0,4764000,,595641000.0,,,70182000.0,,2293000.0,4054000.0,41142000.0,88841000.0,0.0,,4764000.0,46380000.0,-9025000.0,,3939000.0,72531000.0,912961000.0,65538000.0,81765000.0,,,,
2002-09-30,,-1170000.0,-18940000.0,,34681000.0,194823000.0,,,1282000.0,,1282000.0,361748000.0,69463000.0,3939000.0,39684000.0,102223000.0,,9013000,756397000.0,466834000,2505000.0,-11918000.0,-29949000.0,-321833000.0,,-1857000.0,1078230000.0,-2917000.0,367444000.0,365958000.0,122570000.0,19558000.0,-2657000.0,-13923000.0,728000,86842000.0,15221000.0,-386000.0,,,16879000.0,953346000.0,168652000.0,431425000.0,232846000.0,,370628000.0,7640000.0,,1319304000.0,-2531000.0,-2531000,,580964000.0,,,89122000.0,,402000.0,4047000.0,86842000.0,101583000.0,-3000.0,,-2531000.0,35409000.0,7734000.0,,1282000.0,-8076000.0,957556000.0,77530000.0,,,,,
2002-12-31,,0.0,-29770000.0,,46759000.0,385210000.0,,0.283333,2295000.0,,2295000.0,385210000.0,,1282000.0,45799000.0,105151000.0,,51314000,759388000.0,668779000,2523000.0,-11069000.0,35578000.0,-328602000.0,80949000.0,-295000.0,1087990000.0,38265000.0,499852000.0,506610000.0,,-23763000.0,1013000.0,140000.0,41875000,154000000.0,6044000.0,14942000.0,,,-52835000.0,936591000.0,241244000.0,580145000.0,291684000.0,,344892000.0,-34832000.0,0.286667,1443201000.0,23323000.0,23323000,,549077000.0,,,116099000.0,,719000.0,4329000.0,154000000.0,110528000.0,0.0,,23323000.0,88634000.0,-10802000.0,,2295000.0,-8072000.0,1057991000.0,50330000.0,81975000.0,,,,
2003-03-31,,-1318000.0,53216000.0,,56188000.0,254276000.0,,0.5,15676000.0,,15676000.0,424972000.0,,2295000.0,33437000.0,95404000.0,,81700000,761708000.0,1152101000,2947000.0,-8497000.0,-165415000.0,-335121000.0,81144000.0,-912000.0,1096829000.0,67881000.0,682123000.0,659159000.0,170696000.0,187832000.0,13381000.0,-622000.0,71658000,70693000.0,6173000.0,26637000.0,,,130361000.0,953475000.0,456680000.0,1024255000.0,569604000.0,,269118000.0,179335000.0,0.506667,1612634000.0,41244000.0,41244000,,,,,65676000.0,,-321000.0,3456000.0,70693000.0,117065000.0,5294000.0,,41244000.0,127846000.0,-9036000.0,,15676000.0,-8369000.0,1187662000.0,55682000.0,82401000.0,,,,
2003-06-30,,-998000.0,-90875000.0,,41702000.0,435085000.0,,0.053333,2931000.0,,2931000.0,435085000.0,,15676000.0,33207000.0,125745000.0,,18456000,768780000.0,369660000,2640000.0,-14358000.0,34850000.0,-341825000.0,81405000.0,-258000.0,1110605000.0,7344000.0,460646000.0,452144000.0,,-32239000.0,-12745000.0,16637000.0,9665000,106993000.0,2783000.0,2871000.0,,,-57786000.0,974420000.0,160576000.0,318293000.0,312031000.0,,273675000.0,-46597000.0,0.053333,1426564000.0,4473000.0,4473000,,521945000.0,,,156551000.0,,637000.0,2958000.0,106993000.0,126825000.0,0.0,,4473000.0,51367000.0,-15356000.0,,2931000.0,-8389000.0,991479000.0,63689000.0,82860000.0,,,,
2003-09-30,,-1992000.0,25980000.0,,40006000.0,2553000.0,0.0,,1839000.0,,1839000.0,418941000.0,69314000.0,2931000.0,41053000.0,131527000.0,,6235000,852604000.0,353089000,3215000.0,-19343000.0,59937000.0,-275986000.0,,-342000.0,1128590000.0,-5616000.0,523603000.0,449723000.0,154367000.0,-39694000.0,-1092000.0,,-1868000,188248000.0,221000.0,-1988000.0,,,-23290000.0,1121256000.0,121275000.0,314951000.0,285860000.0,,257899000.0,-59037000.0,,1570979000.0,-3628000.0,-3628000,,542201000.0,,,191433000.0,,-499000.0,3249000.0,188248000.0,122409000.0,0.0,,-3628000.0,38138000.0,-21335000.0,,1839000.0,-8415000.0,1152038000.0,79512000.0,,,,,
2003-12-31,,-7800000.0,-7396000.0,,49853000.0,259304000.0,,0.29,5116000.0,,5116000.0,438049000.0,,1839000.0,25298000.0,176317000.0,,51086000,862702000.0,643454000,3942000.0,-17286000.0,109277000.0,-280685000.0,82008000.0,,1143387000.0,39974000.0,778234000.0,689962000.0,178745000.0,-80914000.0,3277000.0,,42655000,326830000.0,-1541000.0,15596000.0,,,-110119000.0,1128964000.0,269589000.0,550946000.0,417204000.0,,233094000.0,-98200000.0,0.296667,1818926000.0,24378000.0,24378000,,515138000.0,,,198829000.0,,972000.0,3653000.0,326830000.0,121589000.0,3941000.0,,24378000.0,92508000.0,-25086000.0,,5116000.0,-8442000.0,1380877000.0,82818000.0,83658000.0,,,,
2004-03-31,,-1655000.0,110449000.0,,62596000.0,490238000.0,,0.606667,25194000.0,,25194000.0,490238000.0,,5116000.0,33684000.0,130170000.0,,95523000,874289000.0,1037661000,4523000.0,-17038000.0,-204161000.0,-286262000.0,82452000.0,,1160551000.0,83878000.0,551839000.0,601937000.0,,242932000.0,20078000.0,,87018000,43687000.0,5176000.0,32851000.0,,,176681000.0,1134973000.0,328114000.0,888047000.0,465517000.0,,317314000.0,225894000.0,0.62,1736910000.0,51027000.0,51027000,,,,,88380000.0,,551000.0,3691000.0,43687000.0,126187000.0,-2000.0,,51027000.0,149614000.0,-18693000.0,,25194000.0,-8902000.0,1246672000.0,88279000.0,84090000.0,,,,
2004-06-30,,-2083000.0,-124874000.0,,41957000.0,481458000.0,,0.02,3390000.0,,3390000.0,481458000.0,,25194000.0,35258000.0,157218000.0,,13398000,886263000.0,438503000,3751000.0,-17448000.0,70386000.0,-287204000.0,82764000.0,-307000.0,1173467000.0,2478000.0,542840000.0,555963000.0,,-72659000.0,-21804000.0,-278000.0,5072000,120062000.0,-8587000.0,924000.0,,,-71624000.0,1157031000.0,182101000.0,391474000.0,378546000.0,,316807000.0,-90107000.0,0.02,1712994000.0,1554000.0,1554000,,599107000.0,,,213254000.0,,1054000.0,3648000.0,120062000.0,118292000.0,2000.0,,1554000.0,47029000.0,-19531000.0,,3390000.0,-8952000.0,1231536000.0,92753000.0,84498000.0,,,,
2004-09-30,,3738000.0,-65132000.0,,38609000.0,-2380000.0,,,5043000.0,,5043000.0,467917000.0,69786000.0,3390000.0,42916000.0,250236000.0,,1869000,880389000.0,414397000,5706000.0,-26887000.0,163163000.0,-292915000.0,,0.0,1173304000.0,-8811000.0,687738000.0,686016000.0,190098000.0,-138361000.0,1653000.0,467000.0,-7119000,287436000.0,8740000.0,-3426000.0,,,-143492000.0,1169584000.0,147898000.0,382907000.0,348370000.0,,315887000.0,-165248000.0,,1855600000.0,-5385000.0,-5385000,,610709000.0,,,278386000.0,,2711000.0,4403000.0,287436000.0,143550000.0,0.0,,-5385000.0,31490000.0,-23149000.0,,5043000.0,-8973000.0,1387683000.0,99963000.0,,,,,
2004-12-31,,5463000.0,11496000.0,,61934000.0,,,0.353333,10446000.0,,10446000.0,503967000.0,503967000.0,5043000.0,34515000.0,172156000.0,,62438000,890540000.0,853988000,5745000.0,-14596000.0,6377000.0,-297827000.0,83391000.0,,1188367000.0,49962000.0,824303000.0,867147000.0,,-22470000.0,5403000.0,1421000.0,53628000,293100000.0,3562000.0,19760000.0,,,-53874000.0,1209510000.0,371061000.0,738426000.0,487217000.0,,319871000.0,-37066000.0,0.363333,2076657000.0,30202000.0,30202000,,657933000.0,,,266890000.0,,1684000.0,5350000.0,293100000.0,160943000.0,4904000.0,,30202000.0,115562000.0,21496000.0,,10446000.0,-9016000.0,1572690000.0,89783000.0,85173000.0,,,,
2005-03-31,,837000.0,99316000.0,,73838000.0,,,0.613333,8563000.0,,8563000.0,516997000.0,275234000.0,10446000.0,34866000.0,109645000.0,,97097000,894307000.0,1065057000,2712000.0,-13844000.0,-224244000.0,-302050000.0,82743000.0,,1196357000.0,85054000.0,620376000.0,695607000.0,241763000.0,235413000.0,-1883000.0,8409000.0,88295000,100643000.0,-4117000.0,33389000.0,,,177021000.0,1216611000.0,383662000.0,902924000.0,475534000.0,,318678000.0,221569000.0,0.623333,1912218000.0,51665000.0,51665000,,,,,167574000.0,,1480000.0,4721000.0,100643000.0,174143000.0,0.0,,51665000.0,162133000.0,-13052000.0,,8563000.0,-9471000.0,1395221000.0,124079000.0,84420000.0,,,,
2005-06-30,,-13017000.0,-56847000.0,,46393000.0,,,0.023333,3167000.0,,3167000.0,518134000.0,518134000.0,8563000.0,36282000.0,125889000.0,,14726000,901588000.0,544280000,1194000.0,-11074000.0,87572000.0,-307135000.0,82404000.0,0.0,1208723000.0,2613000.0,554414000.0,602059000.0,,-69779000.0,-5396000.0,-9162000.0,5851000,196939000.0,3852000.0,778000.0,,,-72043000.0,1256964000.0,248582000.0,492036000.0,311848000.0,,318093000.0,-80853000.0,0.023333,1859023000.0,1835000.0,1835000,,695251000.0,,,224421000.0,,1659000.0,4897000.0,196939000.0,181839000.0,0.0,,1835000.0,52244000.0,-23189000.0,,3167000.0,-9333000.0,1340889000.0,122844000.0,84237000.0,,,,
2005-09-30,,14517000.0,-34345000.0,,47386000.0,-59871000.0,1392000.0,,25008000.0,,25008000.0,438052000.0,70457000.0,3167000.0,54683000.0,428768000.0,,-666000,905130000.0,684937000,267000.0,-21386000.0,-29552000.0,-316628000.0,,0.0,1221758000.0,-12376000.0,976256000.0,952790000.0,228924000.0,63830000.0,21841000.0,,-9406000,177353000.0,-3531000.0,-5014000.0,,,79358000.0,1257038000.0,230041000.0,646957000.0,734854000.0,,317204000.0,42444000.0,,2209828000.0,-7362000.0,-7362000,,669216000.0,,,258766000.0,,2536000.0,5506000.0,177353000.0,112966000.0,0.0,,-7362000.0,37980000.0,-12437000.0,,25008000.0,-9344000.0,1771776000.0,120542000.0,,,,,
2005-12-31,,0.0,-44572000.0,,64432000.0,,,0.41,8177000.0,,8177000.0,526147000.0,526147000.0,25008000.0,35364000.0,226849000.0,,70320000,911145000.0,1164576000,4048000.0,-25039000.0,176487000.0,-320116000.0,82650000.0,-10723000.0,1231261000.0,56828000.0,978428000.0,1053222000.0,,-168279000.0,-16831000.0,,61669000,51670000.0,-2867000.0,22564000.0,,,-194947000.0,1277901000.0,411658000.0,1038475000.0,881475000.0,,335415000.0,-193318000.0,0.413333,2331123000.0,34264000.0,34264000,,733997000.0,,,322138000.0,,1642000.0,6483000.0,51670000.0,166408000.0,4090000.0,,34264000.0,126101000.0,-25039000.0,,8177000.0,-9366000.0,1804976000.0,122781000.0,83880000.0,,,,
2006-03-31,,-12500000.0,44738000.0,,76792000.0,617531000.0,,0.713333,8700000.0,,8700000.0,617531000.0,,8177000.0,38479000.0,166168000.0,,113631000,913997000.0,1064422000,9144000.0,-748000.0,-259882000.0,-325365000.0,83466000.0,1614000.0,1239362000.0,99389000.0,672351000.0,834012000.0,,270647000.0,523000.0,,104942000,91905000.0,3157000.0,39188000.0,,,202294000.0,1303045000.0,323241000.0,882688000.0,531903000.0,,334459000.0,269899000.0,0.72,2137057000.0,60201000.0,60201000,,,,,277900000.0,,620000.0,6173000.0,91905000.0,210382000.0,0.0,,60201000.0,181734000.0,-10242000.0,,8700000.0,-9919000.0,1519526000.0,120506000.0,84435000.0,,,,
2006-06-30,,-4043000.0,-169203000.0,,49825000.0,595471000.0,,-0.046667,4739000.0,,4739000.0,595471000.0,,8700000.0,37983000.0,176831000.0,,5410000,919373000.0,536103000,2023000.0,-6267000.0,63499000.0,-328026000.0,84165000.0,2414000.0,1247399000.0,-6988000.0,705374000.0,813395000.0,,-57675000.0,-3961000.0,,-3399000,157009000.0,11315000.0,-3013000.0,,,-67404000.0,1324677000.0,190705000.0,489677000.0,500276000.0,,333813000.0,-63942000.0,-0.046667,2138072000.0,-3975000.0,-3975000,,743518000.0,,,429303000.0,,1769000.0,5358000.0,157009000.0,209411000.0,4700000.0,,-3975000.0,46426000.0,-9785000.0,,4739000.0,-10096000.0,1542601000.0,116834000.0,85188000.0,,,,
2006-09-30,,544000.0,-81728000.0,,52307000.0,93637000.0,,,4991000.0,,4991000.0,621662000.0,72745000.0,4739000.0,46823000.0,300505000.0,,-7844000,934939000.0,534507000,10131000.0,-26740000.0,93918000.0,-335783000.0,,-34188000.0,1270722000.0,-20688000.0,897155000.0,965516000.0,267307000.0,-67686000.0,252000.0,,-16749000,284439000.0,-23501000.0,-8717000.0,,,-23025000.0,1433412000.0,130936000.0,498949000.0,555837000.0,,332332000.0,-94426000.0,,2398928000.0,-11971000.0,-11971000,,808056000.0,,,516541000.0,,3716000.0,7655000.0,284439000.0,234935000.0,2091000.0,,-11971000.0,35558000.0,-25980000.0,,4991000.0,-10065000.0,1777266000.0,175487000.0,,,,,
2006-12-31,,0.0,23569000.0,,60636000.0,645154000.0,,0.336667,10121000.0,,10121000.0,645154000.0,,4991000.0,45485000.0,298249000.0,,61121000,942299000.0,741465000,4976000.0,-14315000.0,5296000.0,-341203000.0,83139000.0,,1283502000.0,46258000.0,1022970000.0,1088861000.0,,12357000.0,5130000.0,120000.0,52144000,289653000.0,2842000.0,18134000.0,,,-23064000.0,1431494000.0,233933000.0,628685000.0,677283000.0,,336725000.0,-1958000.0,0.336667,2520355000.0,28124000.0,28124000,,784105000.0,,,490973000.0,,1989000.0,7875000.0,289653000.0,225069000.0,6251000.0,,28124000.0,112780000.0,-12523000.0,,10121000.0,-10056000.0,1875201000.0,154987000.0,83712000.0,,,,
2007-03-31,,-55236000.0,180744000.0,,89726000.0,652805000.0,,0.956667,8149000.0,,8149000.0,652805000.0,,10121000.0,48895000.0,154457000.0,,148503000,946527000.0,1024636000,5000000.0,-12047000.0,-163955000.0,-348283000.0,83679000.0,,1294810000.0,134000000.0,790079000.0,807282000.0,,229266000.0,-1972000.0,-612000.0,139441000,131126000.0,12389000.0,53473000.0,,,132560000.0,1420744000.0,281218000.0,795469000.0,599443000.0,,335477000.0,217219000.0,0.963333,2228026000.0,80527000.0,80527000,,,,,309543000.0,,1650000.0,7091000.0,131126000.0,187422000.0,1369000.0,,80527000.0,229167000.0,-67283000.0,,8149000.0,-10549000.0,1575221000.0,163156000.0,84141000.0,,,,
2007-06-30,,-53449000.0,-81136000.0,,60753000.0,671550000.0,,-0.06,5721000.0,,5721000.0,671550000.0,,8149000.0,53706000.0,203700000.0,,3582000,953284000.0,665358000,3971000.0,-13448000.0,92990000.0,-354222000.0,84030000.0,,1307506000.0,-9202000.0,756721000.0,811323000.0,,-81021000.0,-2428000.0,-267000.0,-5573000,231345000.0,963000.0,-4250000.0,,,-78415000.0,1419802000.0,199249000.0,610178000.0,461021000.0,,334465000.0,-94469000.0,-0.06,2231125000.0,-4952000.0,-4952000,,733635000.0,,,392654000.0,,1758000.0,5387000.0,231345000.0,209980000.0,427000.0,,-4952000.0,55180000.0,-14397000.0,,5721000.0,-10615000.0,1559575000.0,153514000.0,84645000.0,,,,
2007-09-30,,-803000.0,-54450000.0,,61825000.0,-931000.0,,,5140000.0,,5140000.0,644797000.0,73356000.0,5721000.0,64386000.0,212352000.0,,-49420000,970871000.0,590306000,4568000.0,-23714000.0,62132000.0,-357367000.0,,,1328238000.0,-65463000.0,703266000.0,799866000.0,380882000.0,-38196000.0,-581000.0,5933000.0,-58762000,260817000.0,1568000.0,-27045000.0,,,-32872000.0,1430879000.0,129278000.0,587243000.0,367430000.0,,383184000.0,-61910000.0,,2230745000.0,-38418000.0,-38418000,,813899000.0,,,444201000.0,,559000.0,7260000.0,260817000.0,223771000.0,-804000.0,,-38418000.0,3063000.0,-24517000.0,,5140000.0,-10649000.0,1585948000.0,147639000.0,,,,,
2007-12-31,,-4206000.0,33940000.0,,71907000.0,,,0.36,3845000.0,,3845000.0,668969000.0,668969000.0,5140000.0,55341000.0,189885000.0,,64015000,978707000.0,811138000,4192000.0,-13694000.0,23130000.0,-363891000.0,83355000.0,-10071000.0,1342598000.0,48679000.0,838533000.0,937122000.0,,-6525000.0,-1295000.0,2530000.0,54537000,323931000.0,8549000.0,18494000.0,,,-54588000.0,1430633000.0,266954000.0,684694000.0,448160000.0,,359165000.0,-20219000.0,0.363333,2367755000.0,30185000.0,30185000,,791807000.0,,,410261000.0,,1952000.0,7810000.0,323931000.0,223987000.0,8032000.0,,30185000.0,126444000.0,-17900000.0,,3845000.0,-10633000.0,1698786000.0,146094000.0,83856000.0,,,,
2008-03-31,,-4694000.0,159719000.0,146310000.0,91285000.0,,,0.15,9292000.0,,9292000.0,670913000.0,670913000.0,3845000.0,45120000.0,306500000.0,,29927000,990419000.0,1177545000,5723000.0,-16279000.0,-147825000.0,-369469000.0,83680000.0,-969000.0,1359888000.0,15929000.0,881697000.0,966766000.0,,174245000.0,5447000.0,60072000.0,20335000,183885000.0,-11491000.0,3394000.0,,,100092000.0,1400876000.0,345159000.0,1065925000.0,640975000.0,,357712000.0,157966000.0,0.15,2367642000.0,12535000.0,12535000,,,,,250542000.0,,2286000.0,6692000.0,183885000.0,178447000.0,21000.0,,12535000.0,111620000.0,-20973000.0,,9292000.0,-11101000.0,1696729000.0,0.0,84198000.0,,,,
