date,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyOperatingIncome,quarterlyPurchaseOfInvestment,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,quarterlyBasicEPS,quarterlyGrossPPE,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyDilutedAverageShares,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyDilutedEPS,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyPretaxIncome,quarterlyResearchAndDevelopment,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,quarterlyChangesInAccountReceivables,quarterlyBasicAverageShares,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
2010-09-30,287600000,3000000.0,-42200000,-56200000,,,2412800000,-10900000,-423700000,17600000,93400000,0.0,,107800000.0,495100000,,309500000,-0.97,1250200000.0,-20800000,351400000,-756500000.0,36800000,194200000,0.0,-432000000,137200000,,112000000.0,149600000,12300000,35100000,1869600000,-423700000,-423700000,100000.0,2103300000,-74000000.0,435500000.0,45000000.0,-11300000,300000.0,-57200000,2200000,-0.97,331000000,-541700000.0,146700000,104500000,500000.0,-2900000,32800000,-25500000,,708500000,133700000,-60000000,6700000.0,363700000,5300000.0,,435500000.0,1980800000,,1485700000,21500000,22900000,17600000,15600000,,94000000,221200000.0,58200000,43100000,,,
2010-12-31,272600000,2400000.0,2400000,29500000,,,2421900000,-12500000,-26400000,24200000,84800000,1400000.0,,46400000.0,458700000,,275500000,-0.06,1214700000.0,-7800000,67000000,-782900000.0,5900000,187800000,0.0,-450100000,121900000,,82000000.0,55300000,-6200000,49400000,1833500000,-26400000,-26400000,100000.0,2146400000,-100000000.0,435800000.0,0.0,-12500000,600000.0,-74100000,2000000,-0.06,149000000,-505200000.0,155100000,101400000,300000.0,-43700000,98000000,6600000,,709500000,135200000,-15500000,5900000.0,10900000,5700000.0,,435800000.0,1971800000,,1513100000,85500000,29900000,24200000,15900000,,99700000,221300000.0,63200000,17600000,,,
2011-03-31,288400000,1900000.0,69600000,-40300000,,,2415100000,-12900000,-1800000,18600000,96900000,3900000.0,,-5300000.0,458100000,,322500000,,1228900000.0,1400000,27900000,-784700000.0,47000000,191500000,0.0,-454500000,138100000,,59000000.0,137200000,-6200000,43000000,1815000000,-1800000,-1800000,300000.0,2092600000,-66000000.0,,0.0,-13000000,3900000.0,-19500000,3000000,,127500000,-521200000.0,161500000,108100000,-400000.0,92000000,41400000,-5600000,,707700000,164900000,50600000,8400000.0,52400000,5800000.0,-12300000.0,,1960600000,,1502500000,28400000,24400000,18600000,16000000,,106400000,222500000.0,55200000,24200000,,,
2011-06-30,313600000,1500000.0,32900000,55700000,,,2468300000,-12000000,1000000,76100000,108200000,3600000.0,,38200000.0,506200000,,281800000,0.00229,,1000000,-35900000,-783700000.0,6500000,205400000,0.0,-450700000,148800000,,103000000.0,52500000,-6600000,45500000,1860200000,1000000,1000000,400000.0,2186500000,-36000000.0,438700000.0,,-12100000,0.0,44700000,1700000,0.002279,128600000,,170400000,109900000,700000.0,-39700000,22000000,57500000,,707900000,138200000,15000000,7000000.0,14000000,6000000.0,,436700000.0,2017600000,,1511400000,9900000,82100000,76100000,16200000,,99200000,223300000.0,55800000,18600000,,,
2011-09-30,331600000,1400000.0,158600000,56700000,,,2217300000,-6200000,127400000,23300000,112600000,2000000.0,,-86900000.0,464600000,,274900000,0.29,,6100000,-47500000,-667800000.0,5800000,219000000,0.0,-335300000,153000000,,60000000.0,55900000,-1900000,48600000,1669100000,127400000,127400000,300000.0,1942400000,-76000000.0,440000000.0,,-6300000,0.0,-55900000,2100000,0.29,118200000,,167900000,109500000,800000.0,86400000,15100000,-52800000,,691000000,130600000,141900000,7300000.0,14500000,5600000.0,,437100000.0,1882000000,,1417400000,8800000,28900000,23300000,14600000,,101100000,222000000.0,55300000,76100000,,,
2011-12-31,283000000,2400000.0,21100000,35300000,,,2236800000,-7000000,-4800000,38800000,90600000,2800000.0,,33500000.0,453500000,-5300000.0,300500000,-0.01,,-4600000,28600000,-695300000.0,5100000,192400000,0.0,-360300000,126500000,,13000000.0,55300000,-10000000,48000000,1708700000,-4800000,-4800000,300000.0,1936300000,-57000000.0,435000000.0,,-7100000,1300000.0,-49900000,2300000,-0.01,30900000,,179100000,106500000,1100000.0,-32000000,72100000,15500000,,684000000,137000000,1800000,7300000.0,6600000,5600000.0,29200000.0,435000000.0,1876500000,,1423000000,65000000,44400000,38800000,17000000,,103600000,222900000.0,53000000,23300000,,,
2012-03-31,309300000,2500000.0,14900000,37900000,,,2183600000,-24700000,480700000,265400000,95600000,81700000.0,,31000000.0,875600000,0.0,403100000,,1251900000.0,8800000,-276700000,-214600000.0,52800000,213700000,-14400000.0,126400000,121000000,,,57700000,-8200000,48900000,1577000000,480700000,480700000,500000.0,1780500000,-50000000.0,,30900000.0,-10300000,9700000.0,-23300000,5100000,,44300000,-586400000.0,189000000,100500000,-20000000.0,-41800000,278000000,226600000,,665500000,144600000,-7600000,8800000.0,-488300000,6000000.0,-24500000.0,,2310000000,,1434400000,267700000,271400000,265400000,17400000,,67300000,224000000.0,49400000,38800000,,,
2012-06-30,339700000,1600000.0,99800000,57300000,,16300000.0,2231800000,-14900000,68500000,297600000,110000000,86600000.0,,-25200000.0,860600000,,527400000,0.16,,-400000,-10300000,-312500000.0,35100000,229700000,0.0,27000000,146000000,,,52700000,-100000,44300000,1500200000,68500000,68500000,400000.0,1704400000,0.0,438500000.0,0.0,-14900000,1100000.0,1100000,1300000,0.16,38500000,,187700000,102300000,0.0,25600000,49600000,32200000,,663000000,144800000,83100000,8400000.0,14600000,112800000.0,-10200000.0,437400000.0,2258800000,,1398200000,34700000,410400000,297600000,15400000,,94100000,224500000.0,45200000,265400000,,,
2012-09-30,334400000,1600000.0,39100000,45200000,,-73800000.0,2015000000,-10500000,15000000,77300000,111300000,4100000.0,,22400000.0,675700000,,297600000,0.03,,-3000000,-108100000,-297500000.0,42500000,223100000,0.0,61800000,142000000,,,66100000,-7700000,56600000,1513200000,15000000,15000000,500000.0,1717400000,-50000000.0,439700000.0,0.0,-10600000,11300000.0,-155100000,1300000,0.03,37200000,,197200000,99900000,-166400000.0,-22100000,-57400000,-220300000,,662100000,154600000,23100000,9500000.0,8100000,116800000.0,6800000.0,438400000.0,2076800000,,1401100000,-68000000,194100000,77300000,14700000,,95900000,225700000.0,52100000,297600000,,,
2012-12-31,320400000,2000000.0,54400000,26600000,,-1900000.0,1987500000,-15900000,31500000,159500000,96200000,6400000.0,0.0,-11700000.0,684800000,0.0,317600000,0.07,,-3400000,49900000,-288100000.0,44400000,224200000,0.0,79200000,110700000,,,69600000,16000000,59700000,1468500000,31500000,31500000,400000.0,1669900000,0.0,440300000.0,0.0,-16300000,8400000.0,9300000,1400000,0.07,36500000,,180900000,97400000,900000.0,6400000,91100000,82200000,,654700000,156200000,35100000,9900000.0,3600000,7000000.0,30700000.0,440000000.0,2066700000,,1381900000,74800000,166500000,159500000,17900000,,88100000,226800000.0,48800000,77300000,,,
2013-03-31,326800000,1800000.0,-92900000,34400000,,13400000.0,2089400000,-18400000,-69500000,153700000,101800000,6000000.0,-22100000.0,131600000.0,691000000,0.0,317300000,,1284500000.0,-46000000,-13600000,-357600000.0,50600000,225000000,0.0,18200000,126400000,,,67400000,-200000,58000000,1595500000,-69500000,-69500000,900000.0,1772100000,-280000000.0,,0.0,-19300000,5500000.0,-14000000,1500000,,32900000,-625600000.0,172100000,95400000,2600000.0,-142100000,26000000,-5800000,,658900000,161700000,-107600000,9400000.0,-38100000,7100000.0,-32300000.0,,2107600000,,1416600000,6700000,160800000,153700000,13200000,,69600000,227300000.0,47400000,159500000,,,
2013-06-30,372200000,800000.0,173600000,62400000,,25000000.0,2014600000,-25700000,142200000,198100000,126300000,7200000.0,,-94500000.0,677900000,,465800000,0.32,,9900000,4600000,-379000000.0,36500000,245900000,0.0,-13000000,141700000,,,63900000,-2500000,54900000,1380600000,142200000,142200000,800000.0,1548800000,,443100000.0,,-26100000,2500000.0,2700000,1100000,0.32,30600000,,169800000,94000000,200000.0,94600000,78200000,44400000,,658200000,145800000,157100000,9000000.0,14900000,6300000.0,600000.0,441700000.0,2001600000,,1323700000,52100000,204400000,198100000,15400000,,111900000,227600000.0,34100000,153700000,,,
2013-09-30,392000000,2300000.0,83900000,71900000,,1900000.0,1851000000,-18300000,51900000,126600000,133100000,7400000.0,,4100000.0,574000000,,331900000,0.12,,400000,23400000,-328700000.0,49900000,258900000,0.0,44900000,133600000,,,61200000,2000000,53800000,1352100000,51900000,51900000,800000.0,1519100000,,443500000.0,,-18400000,4000000.0,-161300000,1200000,0.12,28900000,,169100000,92500000,100000.0,-4000000,97200000,-71500000,,666400000,146500000,67500000,7400000.0,15600000,6400000.0,9800000.0,442200000.0,1895900000,,1321900000,78800000,133000000,126600000,15200000,,127300000,228000000.0,35500000,198100000,,,
2013-12-31,353200000,3000000.0,112300000,59000000,,-5900000.0,1812800000,-28000000,92200000,185200000,121500000,4700000.0,0.0,-35800000.0,618300000,-3300000.0,374900000,0.21,,8700000,-3600000,-275100000.0,52600000,231700000,-4100000.0,105700000,113000000,,,62500000,-17200000,53800000,1273100000,92200000,92200000,800000.0,1437900000,0.0,445200000.0,22700000.0,-24000000,8600000.0,6100000,1100000,0.21,29600000,,184500000,91400000,800000.0,37000000,79300000,58600000,,678200000,137600000,95600000,8700000.0,3400000,100000.0,17400000.0,442900000.0,1918500000,,1300200000,55300000,185300000,185200000,15600000,,121000000,229000000.0,30500000,126600000,,,
2014-03-31,376400000,2400000.0,-249300000,55600000,,27500000.0,2305500000,-46800000,-186800000,167500000,125500000,5400000.0,-35500000.0,322000000.0,653200000,-17000000.0,537200000,,1379000000.0,-89700000,9500000,-602400000.0,64400000,250900000,0.0,-199000000,134500000,,,69900000,-4400000,61900000,1604000000,-186800000,-186800000,4300000.0,1768300000,0.0,,47000000.0,-46900000,14200000.0,-33800000,1100000,,29500000,-667800000.0,190700000,93000000,4500000.0,-320800000,68100000,-17700000,0.0,711200000,149500000,-265600000,8000000.0,-78800000,100000.0,-22900000.0,,2106500000,,1453300000,21200000,167600000,167500000,15200000,,94000000,230600000.0,33100000,185200000,,,
2014-06-30,416800000,2100000.0,63900000,71900000,,13700000.0,2401200000,-48600000,28900000,32100000,140200000,6500000.0,-124600000.0,21500000.0,504000000,-9100000.0,632100000,0.06,,5200000,-31300000,-813300000.0,39800000,276600000,0.0,-400900000,141400000,,,68300000,-13000000,59900000,1602800000,28900000,28900000,4400000.0,1769100000,,446000000.0,48600000.0,-48600000,2200000.0,-131200000,1700000,0.06,28800000,,204600000,91900000,300000.0,-25200000,42500000,-135400000,,746500000,150400000,45600000,8400000.0,16700000,300000.0,-900000.0,444700000.0,2000300000,,1496300000,-6100000,32400000,32100000,16600000,,150000000,230600000.0,38100000,167500000,,,
2014-09-30,440400000,900000.0,163900000,82100000,,19200000.0,2358000000,-111100000,127200000,60500000,150900000,5500000.0,-231300000.0,-63500000.0,565000000,0.0,357200000,0.29,,-4300000,-86300000,-686100000.0,53000000,289500000,-200000.0,-287100000,142200000,,380000000.0,68800000,1100000,60800000,1462100000,127200000,127200000,4100000.0,2000800000,,445800000.0,0.0,-111100000,200000.0,149000000,1700000,0.29,27600000,,199700000,88900000,100000.0,63500000,-8400000,28400000,,823500000,139400000,144700000,8000000.0,17500000,0.0,-5800000.0,444900000.0,2070900000,,1505900000,-119500000,60500000,60500000,17500000,,155200000,230700000.0,23500000,32100000,,,
2014-12-31,388400000,2000000.0,144700000,71500000,,-19000000.0,2239600000,-81300000,107500000,62300000,135200000,3300000.0,0.0,-54900000.0,512800000,0.0,362700000,0.24,,3400000,-5700000,-614600000.0,59300000,253200000,0.0,-224400000,109800000,,390000000.0,63700000,-20100000,56000000,1327300000,107500000,107500000,3800000.0,1876900000,-130000000.0,445900000.0,0.0,-81300000,500000.0,10700000,2100000,0.24,24700000,,217500000,91300000,200000.0,54700000,70000000,1800000,,875100000,124300000,124700000,7700000.0,17200000,0.0,29500000.0,445000000.0,2015200000,,1502400000,-11300000,62300000,62300000,17900000,,136000000,230900000.0,12000000,60500000,,,
2015-03-31,411300000,4200000.0,30800000,76100000,,16900000.0,2247100000,-36900000,27700000,67000000,152500000,1800000.0,-34200000.0,63500000.0,524000000,0.0,377900000,,1533500000.0,-41700000,3600000,-586600000.0,75300000,258800000,0.0,-202600000,130200000,,397500000.0,76400000,-6500000,68800000,1311000000,27700000,27700000,4500000.0,1869200000,-452000000.0,,13600000.0,-36900000,1200000.0,-33100000,4300000,,30800000,-653400000.0,218000000,88900000,800000.0,-64500000,75400000,4700000,0.0,880100000,138900000,7600000,7600000.0,-20100000,0.0,-27900000.0,,2044500000,,1520500000,38500000,67000000,67000000,18900000,,95100000,231200000.0,-400000,62300000,,,
2015-06-30,428300000,3000000.0,105600000,89000000,,11800000.0,2433900000,-16900000,60000000,92300000,157600000,15100000.0,0.0,4500000.0,538900000,0.0,606200000,0.13,,200000,-28700000,-745100000.0,49400000,270700000,-500000.0,-356300000,153900000,,382600000.0,68600000,-600000,61500000,1287400000,60000000,60000000,4600000.0,1827700000,-50000000.0,447400000.0,27500000.0,-20100000,1000000.0,-13800000,6100000,0.13,31600000,,207600000,88900000,200000.0,-1800000,55100000,25300000,,896800000,143400000,81300000,7100000.0,21300000,,-13900000.0,445700000.0,2077600000,,1538700000,35000000,92300000,92300000,18200000,,150400000,231300000.0,200000,67000000,,,
2015-09-30,450200000,3400000.0,178400000,95100000,,-6100000.0,2242000000,-17400000,130200000,83600000,165000000,4300000.0,-206800000.0,-66000000.0,521900000,-22300000.0,438900000,0.29,,2700000,-56000000,-635800000.0,58900000,285200000,0.0,-264000000,151600000,,492600000.0,69900000,19800000,62600000,1151900000,130200000,130200000,0.0,1803100000,-70000000.0,446700000.0,98000000.0,-24100000,200000.0,-18500000,6900000,0.29,31200000,,187800000,90500000,2400000.0,65400000,30400000,-8700000,,875200000,127700000,153900000,7300000.0,23700000,,-8800000.0,444500000.0,1978000000,,1456100000,6300000,83600000,83600000,17600000,,145800000,231200000.0,-21400000,92300000,,,
2015-12-31,413900000,700000.0,73500000,81100000,,-12600000.0,2231300000,-10400000,25400000,94500000,149500000,7300000.0,0.0,29000000.0,478000000,0.0,411400000,0.06,,4800000,32800000,-650400000.0,65100000,264400000,0.0,-267300000,122900000,,497700000.0,68400000,-5200000,61400000,1163300000,25400000,25400000,0.0,1819900000,-293000000.0,447100000.0,24200000.0,-10400000,200000.0,-95500000,6900000,0.06,33000000,,193900000,85800000,-2700000.0,-27100000,115000000,10900000,,871300000,133300000,47300000,7000000.0,21900000,,30600000.0,445300000.0,1964000000,,1486000000,104600000,94500000,94500000,19300000,,136700000,231300000.0,-11200000,83600000,,,
2016-03-31,435800000,3200000.0,79400000,83300000,,-10000000.0,2265600000,-21900000,28800000,107100000,160100000,4800000.0,-39700000.0,27000000.0,535900000,0.0,399800000,,1542000000.0,-7800000,-31000000,-621800000.0,81500000,275700000,-100000.0,-225200000,168500000,,512800000.0,76800000,2200000,68700000,1191000000,28800000,28800000,4100000.0,1865800000,0.0,,50700000.0,-21800000,700000.0,-26600000,6700000,,30900000,-675000000.0,193000000,82100000,-2600000.0,-28900000,59900000,12600000,,867000000,137800000,48000000,8100000.0,19200000,,-47800000.0,,2040400000,,1504500000,38100000,107100000,107100000,24700000,,77200000,231400000.0,800000,94500000,,,
2016-06-30,477700000,2600000.0,136800000,97200000,,23500000.0,2250500000,-18400000,87100000,94800000,176800000,14400000.0,,-20600000.0,520800000,,555500000,0.2,,4200000,20500000,-663900000.0,45200000,300900000,0.0,-270000000,172500000,,392400000.0,79600000,6300000,72000000,1135300000,87100000,87100000,4000000.0,1695000000,-115000000.0,447300000.0,73900000.0,-18400000,100000.0,-109900000,6300000,0.19,20000000,,186000000,85300000,0.0,19900000,115100000,-12300000,0.0,856000000,138000000,111000000,7600000.0,23900000,,-800000.0,445600000.0,1980500000,,1459700000,96700000,94800000,94800000,19500000,,151300000,231400000.0,-4600000,107100000,,,
2016-09-30,495800000,1700000.0,109700000,105700000,,-3800000.0,2298700000,-18300000,57000000,84700000,182100000,1200000.0,,17200000.0,532200000,,372100000,0.13,,5500000,-88500000,-701200000.0,55200000,313700000,0.0,-304200000,172100000,,613500000.0,76400000,9700000,69100000,1139500000,57000000,57000000,4100000.0,1926600000,-145000000.0,445400000.0,26100000.0,-18300000,200000.0,-6800000,7300000,0.13,19200000,,177000000,90000000,-129500000.0,-16700000,15800000,-10100000,,852900000,138900000,82000000,7300000.0,25000000,,1700000.0,443600000.0,1994500000,,1462300000,-2500000,84700000,84700000,20400000,,146600000,228900000.0,-300000,94800000,,,
2016-12-31,453800000,2600000.0,132900000,73100000,,27800000.0,2179300000,-23400000,87900000,88100000,155000000,5700000.0,0.0,-35600000.0,499600000,0.0,445100000,0.2,,3000000,51300000,-657400000.0,65600000,298800000,0.0,-269700000,140600000,,499000000.0,81900000,-16400000,74600000,1059200000,87900000,87900000,3900000.0,1734200000,-125000000.0,441600000.0,24800000.0,-23400000,0.0,-114500000,7400000,0.2,18100000,,191400000,94500000,500000.0,37000000,134900000,3400000,,839900000,131300000,102900000,7300000.0,15000000,,27300000.0,440700000.0,1909600000,,1410000000,111500000,88100000,88100000,22600000,,169900000,229100000.0,-12700000,84700000,,,
2017-03-31,494300000,2400000.0,99300000,76800000,,-7900000.0,2224900000,-48900000,44500000,78900000,160800000,1900000.0,-46600000.0,-1400000.0,632100000,0.0,428800000,,1646300000.0,13300000,-57800000,-612900000.0,74700000,333500000,0.0,-212200000,193600000,,564500000.0,84000000,-9300000,75900000,1059200000,44500000,44500000,2900000.0,1796100000,-25000000.0,,52400000.0,-43800000,0.0,18500000,7500000,,19600000,-767300000.0,202900000,94800000,100000.0,1500000,26300000,-9200000,-5100000.0,879000000,128200000,71100000,8100000.0,26600000,,-56600000.0,,2012700000,,1380600000,-17500000,78900000,78900000,20700000,,108400000,229100000.0,-2200000,88100000,,,
2017-06-30,507700000,2900000.0,105600000,87900000,,8500000.0,2266000000,-41100000,57400000,112300000,169000000,9100000.0,,4900000.0,593200000,,503000000,0.13,,4400000,11600000,-678900000.0,58000000,338700000,0.0,-272400000,188600000,,540100000.0,81100000,-10800000,73500000,1046900000,57400000,57400000,2900000.0,1763000000,-55000000.0,441600000.0,0.0,-49000000,200000.0,-24800000,6700000,0.13,18100000,,214700000,98100000,0.0,-4300000,102900000,33400000,,901900000,129600000,77100000,7600000.0,19700000,,12300000.0,440900000.0,1993600000,,1400400000,53900000,112300000,112300000,21800000,,177600000,229100000.0,500000,78900000,,,
2017-09-30,525800000,1400000.0,121400000,103700000,,-3300000.0,2282000000,-36400000,66400000,78800000,187200000,4000000.0,,10900000.0,659100000,,379200000,0.15,,1900000,-108500000,-613400000.0,60500000,338600000,0.0,-200600000,191900000,,680700000.0,83500000,-16100000,75000000,1036800000,66400000,66400000,3000000.0,1902800000,-110000000.0,441500000.0,0.0,-36400000,0.0,8700000,7700000,0.15,17400000,,231200000,99800000,-131300000.0,-6600000,-4900000,-33500000,,922100000,128600000,90300000,8500000.0,23900000,78400000.0,-2300000.0,440900000.0,2081400000,,1422300000,-41300000,157200000,78800000,23400000,,183100000,229400000.0,4500000,112300000,,,
2017-12-31,495100000,3700000.0,142500000,96900000,,8200000.0,2369600000,-66500000,79900000,231300000,182900000,2000000.0,0.0,-43800000.0,763200000,0.0,434500000,0.18,,-18100000,70500000,-577700000.0,68500000,312200000,0.0,-161000000,157300000,,783900000.0,86000000,-20800000,77700000,966600000,79900000,79900000,3000000.0,1935100000,-709500000.0,442000000.0,0.0,-66500000,0.0,76600000,9000000,0.18,22700000,,252100000,69200000,-33400000.0,21500000,141400000,152500000,,960200000,126100000,110100000,8300000.0,30200000,78000000.0,34300000.0,441300000.0,2208600000,,1445400000,74900000,309300000,231300000,23400000,,189400000,229500000.0,4700000,78800000,,,
2018-03-31,525900000,3100000.0,-70300000,97100000,,800000.0,2572500000,-56600000,-57600000,281600000,191100000,3200000.0,-46200000.0,197000000.0,842600000,0.0,394600000,,1830000000.0,-65000000,-45300000,-635300000.0,81600000,334800000,,-221500000,195600000,,884400000.0,94000000,-4000000,85100000,1126900000,-57600000,-57600000,,2177900000,0.0,,,-56600000,0.0,52000000,9500000,,21900000,-837900000.0,255700000,66400000,-1800000.0,-192400000,55600000,50300000,,992100000,126900000,-103200000,8900000.0,-45600000,38400000.0,-46300000.0,,2351000000,,1508400000,-1000000,320000000,281600000,23400000,,111800000,229500000.0,-1300000,231300000,,,
2018-06-30,651000000,3800000.0,161000000,106800000,,12400000.0,3104200000,-595700000,90600000,226600000,221100000,8100000.0,,-19800000.0,772100000,,1055300000,0.21,,14400000,-3800000,483100000.0,61200000,429900000,,882600000,225600000,211800000.0,785000000.0,114300000,3600000,104900000,1081800000,90600000,90600000,,2048900000,-100000000.0,443000000.0,464600000.0,-75400000,,392400000,11400000,0.2,2800000,,287800000,83500000,,25300000,113300000,-86600000,-558700000.0,1258400000,133200000,121500000,9400000.0,30900000,,14600000.0,441500000.0,3986800000,187900000.0,3214700000,37900000,182700000,182700000,28100000,38400000.0,258300000,229500000.0,-19400000,313200000,,,
2018-09-30,644600000,2400000.0,131200000,98400000,,6400000.0,3048400000,-156200000,69500000,133700000,207100000,11100000.0,,-9100000.0,779000000,,473400000,0.16,,1400000,-37300000,552600000.0,65600000,437500000,,948900000,238000000,206900000.0,1370300000.0,108700000,-900000,98900000,1025800000,69500000,69500000,,2575000000,-30000000.0,443100000.0,,-67100000,,-8500000,13300000,0.16,2800000,,287800000,83000000,,1200000,70800000,-92900000,0.0,1292600000,120200000,87100000,9800000.0,17600000,86500000.0,-14100000.0,441600000.0,3997300000,183300000.0,3218300000,3700000,195400000,108900000,30800000,0.0,274500000,229800000.0,-25000000,226600000,,,
2018-12-31,586200000,1500000.0,127300000,85400000,0.0,1400000.0,2991700000,-53700000,67900000,149200000,192200000,16700000.0,0.0,-97900000.0,725100000,,538500000,0.15,,600000,115900000,576300000.0,82900000,394000000,,969700000,171600000,202400000.0,1307300000.0,106800000,-28800000,97500000,971800000,67900000,67900000,,2453200000,-508800000.0,443100000.0,,-85900000,0.0,-56100000,14900000,0.15,2700000,,315400000,80800000,,10900000,118700000,15500000,0.0,1338600000,118700000,82600000,9300000.0,14700000,52900000.0,65100000.0,442100000.0,3961400000,178800000.0,3236300000,32800000,171400000,118500000,29800000,32200000.0,274900000,230000000.0,-29400000,133700000,,,
2019-03-31,624800000,4800000.0,54700000,98900000,0.0,-33100000.0,3058200000,-42400000,800000,123600000,210600000,13400000.0,-43600000.0,56300000.0,754100000,,483000000,,2281400000.0,-3700000,-107000000,577100000.0,100500000,414200000,,974400000,242600000,201100000.0,1380300000.0,111700000,-2500000,102300000,1023700000,800000,800000,,2575200000,0.0,,,-78100000,0.0,36400000,14600000,,2900000,-893000000.0,317400000,80400000,0.0,-76200000,-15200000,-25600000,0.0,1388400000,120400000,9400000,9400000.0,8600000,17700000.0,-83700000.0,,4032600000,174400000.0,3278500000,-93300000,96400000,78700000,30700000,35700000.0,142400000,230000000.0,-30300000,149200000,,,
2019-06-30,656800000,2600000.0,164700000,124000000,,44100000.0,3164300000,-43300000,86500000,137000000,233100000,21200000.0,,-25000000.0,747700000,,632100000,0.2,1495400000.0,19000000,25500000,548800000.0,69400000,423700000,,948100000,258300000,203400000.0,1306200000.0,109100000,4700000,101500000,987900000,86500000,86500000,,2532200000,-100100000.0,443300000.0,,-65300000,,-80100000,14500000,0.2,6800000,,311700000,81300000,,8300000,140200000,13400000,0.0,1495400000,117700000,118600000,7600000.0,32100000,0.0,-4700000.0,442300000.0,4112400000,175500000.0,3364700000,74900000,96100000,96100000,31600000,17500000.0,292600000,230000000.0,-30900000,123600000,,,
2019-09-30,660100000,2900000.0,185500000,133800000,,-13600000.0,3063300000,-134500000,103100000,138900000,240100000,13400000.0,,-39200000.0,800600000,,482100000,0.23,1489000000.0,15300000,-2500000,651900000.0,71800000,420000000,,1039300000,240800000,195800000.0,1429900000.0,106300000,-2100000,98100000,921400000,103100000,103100000,,2581200000,-80100000.0,444500000.0,,-62500000,,26000000,15000000,0.23,6000000,,310400000,79000000,,18900000,111600000,1900000,0.0,1489000000,117400000,138500000,8200000.0,35400000,74300000.0,12900000.0,442300000.0,4102600000,168500000.0,3302000000,49100000,169900000,95600000,32000000,0.0,264200000,230300000.0,-45700000,137000000,,,
