date,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyLongTermDebt,quarterlyOperatingCashFlow,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyDilutedEPS,quarterlyRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncomeCommonStockholders,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyBasicEPS,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyCurrentDeferredRevenue,quarterlyGrossPPE,quarterlyGrossProfit,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyInvestmentsAndAdvances,quarterlyChangeInWorkingCapital,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyDilutedAverageShares,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid
2017-06-30,206073000.0,103322000,4212523000.0,1429563000.0,106985000,10101711000.0,7056353000.0,3077185000.0,2394621000.0,124789000,3619026000.0,3045358000.0,1.39,2473401000.0,40169000.0,741000000.0,1886000,281303000,18018000,130987000,0,86381000.0,6696211000.0,92013000.0,2562326000.0,-610049000.0,1240766000.0,546560000,122000.0,23851000.0,564578000.0,1443444000.0,564578000.0,63166000,0.0,-143632000,1.42,0.0,3405500000.0,688574000.0,,437915000,-3580000.0,-29207000,221321000,190389000,,21150000,541237000,1202000,59402000,564578000,-21384000,-2354000.0,154278000.0,40845000.0,-81751000,,-100708000,637162000.0,216594000,-17804000,94223000.0,130987000,-86899000,157145000,130987000,45402000.0,,,,,,,,,
2017-09-30,285841000.0,111283000,4644559000.0,1606921000.0,223627000,11330294000.0,7808793000.0,3726978000.0,2933976000.0,240486000,4172898000.0,3521501000.0,2.18,2676224000.0,46561000.0,794000000.0,1562000,477064000,270178000,202823000,-11229000,86203000.0,7899876000.0,90751000.0,2876440000.0,-466367000.0,1506488000.0,564578000,122000.0,29344000.0,834756000.0,1602507000.0,834756000.0,67506000,0.0,-132398000,2.23,0.0,3430418000.0,731501000.0,,466594000,-598718000.0,-5432000,58686000,327502000,-350000000.0,24654000,577877000,3760000,124679000,834756000,-299076000,-51062000.0,168065000.0,33526000.0,63344000,,-910838000,742498000.0,407908000,-16859000,93001000.0,202823000,317904000,164790000,202823000,50504000.0,,,,,,,,,
2017-12-31,231230000.0,113184000,4704934000.0,1443578000.0,224744000,11310732000.0,7758003000.0,3543442000.0,2902104000.0,245378000,4090768000.0,3552729000.0,3.05,2958921000.0,65321000.0,811000000.0,1529000,305651000,106360000,282696000,-1759000,115196000.0,7634210000.0,89676000.0,2724957000.0,-551857000.0,1469358000.0,834756000,122000.0,30825000.0,941116000.0,1616512000.0,941116000.0,64455000,-32626000.0,74304000,3.15,0.0,3676522000.0,708347000.0,310566000.0,496807000,-65293000.0,-212023000,256985000,208330000,0.0,24400000,609991000,24498000,-74366000,941116000,-118553000,-667000.0,180057000.0,32859000.0,73370000,-130509000.0,-41414000,516019000.0,239822000,-20634000,92623000.0,282696000,1839000,190954000,282696000,125319000.0,,,,,,,,,
2018-03-31,261309000.0,116485000,4744292000.0,1691762000.0,185488000,11692465000.0,7785400000.0,3496737000.0,2867532000.0,200702000,4307676000.0,3907065000.0,1.88,3181110000.0,68882000.0,,1282000,331886000,91631000,174937000,-92000,141702000.0,7804413000.0,89765000.0,2682516000.0,-508603000.0,1609240000.0,1130870000,123000.0,31065000.0,979573000.0,1621913000.0,979573000.0,70233000,-3642000.0,-288152000,1.95,,3888052000.0,746332000.0,184031000.0,469015000,-3875000.0,-4829000,208631000,229319000,-88292000.0,14403000,585500000,19975000,54382000,1222501000,-22731000,,184031000.0,32859000.0,-68590000,,-468842000,505150000.0,260384000,-15214000,93250000.0,174937000,-98993000,137426000,174937000,124055000.0,,,,,,,,,
2018-06-30,214682000.0,111201000,4556206000.0,1716937000.0,54987000,11485133000.0,7435926000.0,3444534000.0,2832316000.0,74387000,4601514000.0,4049207000.0,1.91,3357962000.0,85789000.0,,1292000,332935000,-37063000,176852000,-57000,145533000.0,8046048000.0,89169000.0,2515232000.0,-870688000.0,1532741000.0,1222501000,123000.0,33150000.0,919662000.0,1915685000.0,919662000.0,67340000,-7550000.0,-231375000,1.98,,3439085000.0,852617000.0,,473784000,64000.0,-1644000,209459000,231175000,-292359000.0,19102000,584985000,9523000,54323000,1185438000,-26886000,,179096000.0,39859000.0,-204323000,,-200267000,498918000.0,264325000,-19400000,92702000.0,176852000,-5767000,140391000,176852000,113300000.0,,,,,,,,,
2018-09-30,252069000.0,128400000,4517348000.0,1811339000.0,258593000,11450890000.0,7317899000.0,3404174000.0,2773378000.0,280291000,4484468000.0,4132991000.0,1.71,3515657000.0,90531000.0,,1321000,348054000,3112000,157694000,-247000,143913000.0,7888642000.0,88456000.0,2438627000.0,-944746000.0,1616949000.0,1185438000,123000.0,36072000.0,924442000.0,1699548000.0,924442000.0,65603000,0.0,-121332000,1.78,,3562248000.0,825371000.0,,491186000,12000.0,139000,210399000,237568000,0.0,20702000,619586000,18824000,79874000,1188550000,-21686000,-7147000.0,184979000.0,33032000.0,8997000,,-332252000,506310000.0,280787000,-21698000,92081000.0,157694000,-251572000,142829000,157694000,124486000.0,,,,,,,,,
2018-12-31,261594000.0,131609000,4542074000.0,1422439000.0,305934000,11182108000.0,7326491000.0,3367084000.0,2748431000.0,331009000,4474844000.0,3855617000.0,3.33,3817656000.0,118669000.0,,1261000,504598000,159350000,302000000,-3644000,147632000.0,7841928000.0,87636000.0,2407910000.0,-913858000.0,1117649000.0,1188550000,123000.0,38207000.0,1034521000.0,2070616000.0,1034521000.0,66090000,-11583000.0,485211000,3.45,,3340180000.0,906316000.0,351683000.0,511813000,-17044000.0,29942000,74445000,397063000,-578045000.0,15732000,643422000,7358000,95063000,1347900000,45033000,-2098000.0,186201000.0,42674000.0,35845000,-165482000.0,-615920000,491946000.0,437368000,-25075000,90703000.0,302000000,-221483000,151120000,302000000,126707000.0,,,,,,,,,
2019-03-31,311357000.0,129114000,4549099000.0,1655459000.0,282988000,11514915000.0,7342856000.0,3421850000.0,2708251000.0,297494000,4562098000.0,4172059000.0,1.93,3989763000.0,156254000.0,,-369000,351401000,7678000,172107000,-347000,225361000.0,7983948000.0,85941000.0,2355639000.0,-934192000.0,1518827000.0,1364893000,123000.0,39055000.0,1057465000.0,1807318000.0,1057465000.0,67445000,,-302395000,2.0,,3530967000.0,768342000.0,,492711000,0.0,-2696000,208755000,229241000,-3322000.0,12541000,621825000,29795000,57134000,1372571000,-14506000,-15660000.0,186251000.0,26506000.0,10642000,,-386076000,494025000.0,283956000,-14506000,89244000.0,172107000,-272918000,142045000,172107000,219574000.0,,,,,,,,,
2019-06-30,269913000.0,120458000,4720471000.0,1727183000.0,235058000,11975592000.0,7589234000.0,3383010000.0,2676374000.0,252527000,4749210000.0,4386358000.0,2.9,4251414000.0,152824000.0,,1218000,367697000,116055000,261651000,-130000,234725000.0,8132220000.0,86360000.0,2417188000.0,-928197000.0,1523862000.0,1372571000,123000.0,39529000.0,1170339000.0,1932394000.0,1170339000.0,70908000,,-116411000,3.03,,3843372000.0,870217000.0,,526636000,-250926000.0,-62187000,229847000,257260000,-702000.0,18306000,647094000,27155000,-4391000,1488626000,-268395000,,190215000.0,26635000.0,-55347000,,-671628000,452113000.0,296789000,-17469000,90131000.0,261651000,121372000,158640000,261651000,254523000.0,,,,,,,,,
2019-09-30,290957000.0,135016000,4707383000.0,1703998000.0,224408000,11914194000.0,7474187000.0,4034947000.0,3307480000.0,241114000,3978937000.0,4440007000.0,2.49,4477219000.0,189170000.0,,1114000,396608000,-22749000,225805000,-2133000,239387000.0,8013884000.0,86662000.0,2315645000.0,-1114678000.0,1375929000.0,1488626000,123000.0,,1058762000.0,1165214000.0,1058762000.0,67347000,,-53572000,2.61,,3900310000.0,957667000.0,,546032000,-83934000.0,76025000,216771000,292757000,-55338000.0,15273000,681048000,60677000,66952000,1465877000,-100640000,,185522000.0,26250000.0,-159043000,,-1030130000,457174000.0,329261000,-16706000,90522000.0,225805000,-108924000,149840000,225805000,270293000.0,,,,,,,,,
