date,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyOtherCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyInterestExpense,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyBasicAverageShares,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable
2011-09-30,13150000.0,857000,205001000,-17161000.0,,3013407000,-6309847000,-7348000.0,60840000,57160000,12267000,,,,1.49,,2026000.0,203423000,-13240000.0,2591000.0,120930000.0,-24372000.0,61705000,-153000,10195081000,-453375000.0,433809000,332432000.0,44010000.0,0,-1554000.0,85806000.0,76849000,3885234000,,4595000.0,311708000,-120943000.0,3680000.0,1521822000,1.49,1112978000,501876000,576323000,691432000.0,13985000,265704000,128152000,5111552000,4609676000,,86185000.0,33010000,2098145000,,351459000,100000.0,128152000,128152000,350000000.0,,906118000.0,3604000,82947000,148036000,,,379344000,82350000,-275182000.0,57160000.0,-8583000.0,,,,,
2011-12-31,57160000.0,858000,184835000,182061000.0,,3130613000,-6414528000,7348000.0,2406000,2406000,8216000,,,,1.36,,121000.0,183088000,47214000.0,828000.0,68636000.0,10578000.0,79788000,-14000,10658951000,-506125000.0,430271000,320752000.0,-54754000.0,245000,12386000.0,83755000.0,67966000,4244423000,,4987000.0,299091000,-185373000.0,0.0,1681625000,1.36,1221263000,457895000,616339000,691432000.0,15509000,301693000,116869000,5428577000,4970682000,,84106000.0,34827000,2297964000,,343774000,-7379000.0,116869000,116869000,405000000.0,,974932000.0,1868000,85141000,160686000,,359409000.0,385651000,86497000,-422720000.0,2406000.0,-8583000.0,,,,,
2012-03-31,2406000.0,857000,169050000,0.0,,3230462000,-6525077000,167000000.0,4406000,4406000,8480000,,,,1.23,,864000.0,165188000,160049000.0,1625000.0,62943000.0,-51064000.0,61462000,385000,11068567000,-411263000.0,423036000,251892000.0,2000000.0,4333000,11110000.0,85777000.0,62943000,4543490000,,4534000.0,288176000,-159371000.0,,1918229000,1.24,1317095000,465123000,587758000,691432000.0,18681000,304972000,106107000,5736449000,5271326000,,86147000.0,36404000,2505987000,-48989000.0,337244000,0.0,106107000,106107000,572000000.0,,1041257000.0,4726000,84808000,172056000,,,364804000,85792000,-409941000.0,4406000.0,-8576000.0,,,,,
2012-06-30,4406000.0,860000,102439000,0.0,,3291974000,-6638311000,-585595000.0,96932000,96932000,7205000,,,,0.74,,3583000.0,115384000,142559000.0,1139000.0,38137000.0,82530000.0,52170000,250000,11478165000,-373432000.0,353122000,323040000.0,92526000.0,0,166345000.0,86046000.0,38137000,4839854000,,4684000.0,229700000,-50392000.0,0.0,2128981000,0.75,1371087000,453712000,610349000,691432000.0,17318000,304348000,64302000,6031304000,5577592000,,86381000.0,46306000,2739330000,,272504000,-12692000.0,64302000,64302000,750000000.0,133186000.0,1074633000.0,-9362000,91062000,157120000,,,424993000,80618000,-373073000.0,96932000.0,-10293000.0,,,,,
2012-09-30,96932000.0,865000,132201000,0.0,,3377947000,-6767943000,80000000.0,5827000,5411000,6715000,,,,0.97,,3992000.0,130034000,76187000.0,7646000.0,49568000.0,-29957000.0,64988000,488000,11913185000,-439960000.0,406912000,261216000.0,-91521000.0,0,97317000.0,86589000.0,47939000,5145242000,,8301000.0,272180000,-178744000.0,416000.0,2283556000,0.97,1445011000,427558000,651752000,691432000.0,23043000,324914000,84262000,6313255000,5885697000,,86905000.0,49023000,2935308000,,324236000,-1129000.0,84262000,84262000,830000000.0,,1128642000.0,6159000,77879000,194202000,,,434966000,82676000,-428924000.0,5411000.0,-10330000.0,,,,,
2012-12-31,5411000.0,866000,156860000,510000.0,,3474736000,-6899057000,-80000000.0,69538000,69538000,8119000,32037000.0,,,1.14,,3701000.0,160853000,-89355000.0,1023000.0,57568000.0,51735000.0,103653000,474000,12056431000,-503039000.0,440868000,356616000.0,64127000.0,0,1374000.0,84757000.0,57708000,5157374000,,4400000.0,302532000,-146423000.0,,2184554000,1.14,1533768000,470137000,645862000,620232000.0,17305000,313201000,99152000,6305152000,5835015000,,84849000.0,57409000,2830416000,,210080000,0.0,99152000,99152000,750000000.0,,1121353000.0,734000,81029000,49227000,,302974000.0,392909000,230788000,-203134000.0,69538000.0,-10378000.0,,,,,
2013-03-31,69538000.0,864000,143103000,-19523000.0,,3554593000,-7027421000,0.0,18532000,18532000,6970000,-30576000.0,,,1.04,,2991000.0,146101000,111133000.0,1489000.0,53176000.0,-41969000.0,83274000,554000,12477901000,-410192000.0,426356000,247078000.0,-51006000.0,2617000,1173000.0,84920000.0,53176000,5450480000,,3605000.0,284931000,-163114000.0,,2369731000,1.04,1611732000,444497000,645625000,620232000.0,19182000,321510000,89927000,6569949000,6125452000,,85016000.0,54740000,3015356000,-23910000.0,193343000,120000000.0,89927000,89927000,870000000.0,,1178221000.0,1013000,73035000,47242000,,333550000.0,411789000,233013000,-409217000.0,18532000.0,-10356000.0,,,,,
2013-06-30,18532000.0,865000,206181000,-5952000.0,,3678997000,-7166038000,0.0,4532000,4532000,286000,-24484000.0,,,1.49,,6725000.0,190488000,10124000.0,216000.0,76616000.0,-21185000.0,82690000,573000,12799647000,-391421000.0,493757000,322708000.0,-14000000.0,59000,-405000.0,84942000.0,76616000,5633609000,,3507000.0,360137000,-68713000.0,,2445557000,1.5,1729178000,486541000,671816000,620232000.0,26343000,292721000,127434000,6796370000,6309829000,,85054000.0,53593000,3117373000,,249887000,22000000.0,129565000,129565000,892000000.0,,1260836000.0,22418000,66902000,59399000,,381423000.0,392992000,243870000,-346832000.0,4532000.0,-12092000.0,,,,,
2013-09-30,4532000.0,868000,220193000,95000.0,,3816285000,-7318137000,0.0,4531000,4531000,4082000,-33071000.0,,,1.59,,6668000.0,235422000,4241000.0,8463000.0,81823000.0,-19715000.0,111082000,875000,13201054000,-398599000.0,561336000,370962000.0,-1000.0,4320000,3228000.0,85213000.0,81823000,5882917000,,3347000.0,386043000,-27637000.0,,2532199000,1.59,1855382000,496873000,705880000,620232000.0,22350000,293576000,135995000,7054364000,6557491000,,85347000.0,51625000,3238079000,,293180000,-100000.0,138370000,138370000,900000000.0,,1338623000.0,-8561000,69517000,57758000,,391105000.0,374391000,268156000,-375204000.0,4531000.0,-12122000.0,,,,,
2013-12-31,4531000.0,872000,324223000,409000.0,,4022208000,-7483685000,0.0,4531000,4531000,8142000,23351000.0,,,2.37,,5049000.0,323836000,16184000.0,4326000.0,118085000.0,-122186000.0,116110000,1189000,13596240000,-423989000.0,516602000,383600000.0,0.0,389000,1436000.0,85288000.0,117396000,6112555000,,3820000.0,503204000,-40389000.0,,2547760000,2.37,2050034000,469139000,683167000,620232000.0,23870000,163919000,206827000,7253135000,6783996000,,85426000.0,51209000,3230927000,,236261000,0.0,206827000,206827000,924000000.0,,1459841000.0,6439000,66772000,-87575000,,367754000.0,412495000,280341000,-399784000.0,4531000.0,-12142000.0,,,,,
2014-03-31,4531000.0,870000,220202000,0.0,,4147737000,-7650755000,0.0,4530000,4530000,408000,-35529000.0,,,1.59,,6752000.0,235734000,91765000.0,2908000.0,81745000.0,-65075000.0,140720000,1229000,14085193000,-439894000.0,599216000,348024000.0,-1000.0,7072000,4294000.0,85443000.0,81745000,6434438000,,3724000.0,400885000,-91870000.0,,2741912000,1.59,2174692000,514678000,728986000,620232000.0,24436000,177798000,136170000,7618635000,7103957000,,85579000.0,49287000,3470898000,,297112000,0.0,138457000,138457000,1025000000.0,,1539114000.0,-8780000,84339000,61378000,,402959000.0,384809000,302104000,-439790000.0,4530000.0,-12143000.0,,,,,
2014-06-30,4530000.0,870000,236398000,147000.0,,4286631000,-7838007000,-275000000.0,128555000,128555000,9338000,-46173000.0,,,1.7,,7154000.0,242872000,451056000.0,1153000.0,87758000.0,-19596000.0,126259000,1173000,14870131000,-750287000.0,636669000,421745000.0,124025000.0,8506000,1319000.0,85532000.0,87758000,7032124000,,3548000.0,442191000,-328542000.0,0.0,3311186000,1.71,2309429000,686352000,801190000,620232000.0,20119000,184980000,148640000,8399007000,7712655000,,85689000.0,60299000,4112376000,,295426000,-11218000.0,148640000,148640000,1500000000.0,,1626206000.0,1675000,85278000,52554000,,449456000.0,468952000,341243000,-748776000.0,128555000.0,-13879000.0,,,,,
2014-09-30,128555000.0,872000,229022000,7927000.0,,4429974000,-8049016000,0.0,563657000,563657000,1929000,18611000.0,,,1.65,,10874000.0,219544000,-7840000.0,6468000.0,84707000.0,63016000.0,123388000,1051000,14903126000,-517773000.0,649740000,502201000.0,435102000.0,156000,-3359000.0,85643000.0,84707000,6854110000,,3603000.0,459255000,-15572000.0,,3398477000,1.65,2439794000,1110537000,815643000,620232000.0,23843000,187815000,141904000,8644094000,7533557000,,85779000.0,59215000,4214120000,,278136000,-398000.0,144315000,144315000,1500000000.0,,1710662000.0,20352000,93012000,58592000,,430513000.0,444062000,371604000,-59259000.0,563657000.0,-13910000.0,,,,,
2014-12-31,563657000.0,876000,120279000,235000.0,,4500632000,-8257502000,0.0,405862000,405862000,10579000,27958000.0,,,0.86,,10038000.0,112022000,-12548000.0,1369000.0,44083000.0,4368000.0,138051000,1102000,15372244000,-492877000.0,538551000,347395000.0,-157795000.0,0,-1444000.0,85679000.0,44487000,7114742000,,4126000.0,349853000,-145482000.0,,3448334000,0.87,2501574000,931804000,776327000,620232000.0,27763000,193628000,75792000,8725293000,7793489000,,85773000.0,58515000,4224661000,-23705000.0,169206000,0.0,75792000,75792000,1500000000.0,,1754706000.0,19422000,89780000,57184000,,412108000.0,447384000,369345000,-492642000.0,405862000.0,-13917000.0,,,,,
2015-03-31,405862000.0,877000,-643680000,0.0,,4086138000,-9067931000,0.0,120932000,120932000,1000000,72397000.0,,,-4.84,,11839000.0,-31827000,-9329000.0,4618000.0,-228739000.0,-72726000.0,74749000,1204000,15688501000,-389954000.0,361002000,113173000.0,-284930000.0,0,4047000.0,85770000.0,-228739000,6620570000,,5155000.0,-415063000,-276781000.0,,3220718000,-4.84,2072603000,561185000,553195000,620232000.0,21093000,198089000,-414941000,7860051000,7298866000,,85770000.0,58064000,3773913000,-156063000.0,13507000,0.0,-414941000,-414941000,1500000000.0,,1522629000.0,-600014000,81462000,45334000,,339575000.0,319588000,347495000,-388774000.0,120932000.0,-13947000.0,,,,,
2015-06-30,120932000.0,945000,-942271000,0.0,,4196163000,-10242417000,0.0,856880000,856880000,9073000,20076000.0,,,-6.47,,11616000.0,33889000,715673000.0,752100000.0,-342056000.0,6910000.0,71486000,912000,15866925000,-245150000.0,424283000,257372000.0,735948000.0,0,965000.0,92831000.0,-342056000,5624508000,,4988000.0,-711162000,12222000.0,,2873457000,-6.47,1457298000,1267449000,498884000,620232000.0,19042000,196168000,-600215000,7568504000,6301055000,,92831000.0,56315000,3372341000,-21289000.0,79171000,-22563000.0,-600215000,-600215000,1500000000.0,,1177289000.0,-963433000,75165000,45282000,,319370000.0,262727000,345112000,-237097000.0,856880000.0,-14182000.0,,,,,
2015-09-30,856880000.0,946000,-1191816000,1057000.0,,3433967000,-11597715000,0.0,899312000,899312000,1400000,59310000.0,,,-8.21,,14316000.0,-1194000,274000.0,0.0,-443469000.0,40849000.0,71620000,303000,16020553000,-194010000.0,356055000,206001000.0,42432000.0,0,2833000.0,92969000.0,-428532000,4422838000,,4737000.0,-991846000,11991000.0,,2421287000,-8.21,678950000,1238461000,481108000,620232000.0,25150000,187916000,-763284000,6336362000,5097901000,,92969000.0,54364000,2902395000,-45375000.0,46348000,-100000.0,-763284000,-763284000,1500000000.0,,733371000.0,-1176306000,65096000,47542000,,259833000.0,264062000,309707000,-163843000.0,899312000.0,-15082000.0,,,,,
2015-12-31,899312000.0,948000,-1004617000,121000.0,,2797678000,-12710968000,0.0,779382000,779382000,7826000,34916000.0,,,-6.78,,14309000.0,-36034000,-15993000.0,0.0,-373882000.0,-3885000.0,66815000,441000,16217123000,-220522000.0,311279000,114954000.0,-119930000.0,0,712000.0,92992000.0,-374109000,3506155000,,4679000.0,-828540000,-105568000.0,,2035541000,-6.78,33313000,1077930000,410067000,620232000.0,28962000,197216000,-630508000,5243286000,4165356000,,92992000.0,38468000,2445608000,-54008000.0,10026000,-1970000.0,-630508000,-630508000,1485620000.0,,352705000.0,-952308000,54579000,46060000,,225398000.0,247508000,301253000,-218891000.0,779382000.0,-15070000.0,,,,,
2016-03-31,779382000.0,948000,-292331000,0.0,,2614331000,-13057470000,,676639000,676639000,5775000,33147000.0,,,-2.0,,14991000.0,-48376000,-14990000.0,,-106200000.0,5332000.0,39241000,526000,16371439000,-185872000.0,240600000,85060000.0,-102743000.0,3812000,1362000.0,93000000.0,-106200000,3313969000,,5528000.0,-146943000,-100812000.0,,1929838000,-2.0,-160397000,931090000,357092000,620232000.0,19425000,197074000,-186131000,4901261000,3970171000,,93000000.0,35548000,2286930000,-41660000.0,-15022000,0.0,-186131000,-186131000,1486211000.0,,246553000.0,-228054000,44648000,33354000,,192160000.0,229787000,255622000,-172813000.0,676639000.0,-15104000.0,,,,,
2016-06-30,676639000.0,950000,-424509000,0.0,,2346802000,-13569032000,,641739000,641739000,2173000,-37474000.0,,,-2.91,,15191000.0,21101000,-6379000.0,,-154219000.0,-17535000.0,55564000,721000,16527846000,-156960000.0,298873000,128644000.0,-34900000.0,28399000,3032000.0,93075000.0,-154219000,2958814000,,7490000.0,-285441000,-28316000.0,,1781695000,-2.91,-430674000,917607000,403326000,620232000.0,28914000,202454000,-270290000,4531823000,3614216000,,93075000.0,35170000,2185021000,13908000.0,65855000,-1000.0,-270290000,-270290000,1486795000.0,,92446000.0,-430419000,37852000,44754000,,229622000.0,204207000,233018000,-157165000.0,641739000.0,-7551000.0,,,,,
2016-09-30,641739000.0,950000,-19022000,5494000.0,,2333282000,-13756311000,,698696000,698696000,4768000,2604000.0,,,-0.14,,14616000.0,72718000,-4252000.0,0.0,-5089000.0,35257000.0,53428000,1008000,16674835000,-166295000.0,335717000,215627000.0,56957000.0,21573000,287000.0,93221000.0,-6204000,2918524000,,5764000.0,106971000,49332000.0,,1764147000,-0.14,-443480000,966503000,441318000,620232000.0,25882000,189253000,-12818000,4538747000,3572244000,,93221000.0,33485000,2205465000,25374000.0,114753000,0.0,-12818000,-12818000,1487371000.0,,87523000.0,-76230000,34909000,42035000,,226983000.0,258551000,220964000,-154418000.0,698696000.0,-7588000.0,,,,,
2016-12-31,698696000.0,951000,77598000,2171000.0,,2360064000,-13849701000,,652876000,652876000,8489000,-47617000.0,,,0.4,,14535000.0,122501000,-7700000.0,0.0,39408000.0,-49100000.0,74486000,945000,16909237000,-212659000.0,382155000,169894000.0,-45820000.0,49370000,-1126000.0,93379000.0,39408000,3059536000,,5741000.0,198496000,-42765000.0,,1799277000,0.4,-405284000,969304000,522352000,620232000.0,24203000,184444000,38190000,4681693000,3712389000,,93422000.0,32621000,2321629000,925000.0,165233000,-100000.0,38190000,38190000,1487939000.0,,126894000.0,-29481000,33342000,42732000,,274597000.0,278781000,216922000,-208014000.0,652876000.0,-7781000.0,,,,,
2017-03-31,652876000.0,951000,209278000,45000.0,,2210949000,-14434516000,,578908000,578908000,7309000,-44662000.0,,,1.38,,14411000.0,177618000,-8505000.0,,78312000.0,-15301000.0,86182000,1347000,17213386000,-319923000.0,447176000,249514000.0,-73968000.0,10838000,1728000.0,93389000.0,78306000,2778870000,,6288000.0,321125000,-70409000.0,,1675728000,1.38,-562645000,949227000,507322000,620232000.0,24322000,187228000,130972000,4393999000,3444772000,,93428000.0,32808000,2183050000,31307000.0,223869000,-938000.0,130972000,130972000,1488500000.0,,,46071000,37487000,46251000,,319142000.0,268926000,223307000,-314977000.0,578908000.0,-7577000.0,,,,,
2017-06-30,578908000.0,953000,155879000,349000.0,,2311755000,-14799029000,,519595000,519595000,1567000,-16483000.0,,,1.02,,14653000.0,173961000,-38752000.0,,58617000.0,-23450000.0,87833000,1571000,17780586000,-280458000.0,456452000,255286000.0,-59313000.0,98000,2677000.0,93402000.0,58617000,2981557000,,6293000.0,278416000,-25172000.0,,1725004000,1.02,-465366000,927876000,526221000,620232000.0,26055000,43222000,95619000,4562980000,3635104000,,93435000.0,32873000,2251225000,1115000.0,218719000,-29312000.0,97262000,97262000,1486097000.0,,48322000.0,-3429000,45486000,44758000,,335531000.0,277628000,237733000,-275847000.0,519595000.0,-7576000.0,,,,,
2017-09-30,519595000.0,953000,142638000,116000.0,,2402063000,-14629884000,0.0,422808000,422808000,6658000,-67776000.0,,,0.96,,11465000.0,165649000,-13981000.0,,51239000.0,-31833000.0,88888000,1805000,17852503000,-333927000.0,463681000,251005000.0,-96787000.0,5778000,1185000.0,93501000.0,51239000,3222619000,,7038000.0,266996000,-82922000.0,,1774366000,0.96,-373955000,894132000,592625000,620232000.0,28077000,188162000,91399000,4769054000,3874922000,,93531000.0,31942000,2366991000,43143000.0,218135000,-6581000.0,91399000,91399000,1486509000.0,,99695000.0,-11546000,54545000,52486000,,403197000.0,343381000,245546000,-333811000.0,422808000.0,-7590000.0,,,,,
2017-12-31,422808000.0,954000,174201000,391000.0,,2568278000,-15038947000,0.0,400534000,400534000,10054000,-57236000.0,,,1.83,,11344000.0,212276000,-21771000.0,,2311000.0,-16592000.0,98386000,2199000,18491399000,-345197000.0,550940000,340759000.0,-22274000.0,42066000,1047000.0,93569000.0,-495000,3452452000,,6637000.0,328027000,-4438000.0,,1794787000,1.83,-199259000,935635000,679574000,620232000.0,27798000,201981000,174696000,5042639000,4107004000,,93612000.0,32234000,2474361000,39456000.0,267171000,-14150000.0,174696000,174696000,1486920000.0,,101618000.0,-26731000,49722000,54895000,,460174000.0,351849000,283769000,-341262000.0,400534000.0,-7789000.0,,,,,
2018-03-31,400534000.0,954000,243267000,432000.0,,2751593000,-15170630000,,463810000,463810000,1354000,44722000.0,,,1.96,,11973000.0,246514000,-7562000.0,,56949000.0,14959000.0,100417000,2009000,18789777000,-342511000.0,567134000,383093000.0,63276000.0,54168000,1826000.0,93699000.0,56949000,3619147000,,6730000.0,388099000,40582000.0,,1850473000,1.96,-12937000,977990000,658298000,620232000.0,30051000,44398000,183652000,5260364000,4282374000,,93737000.0,33554000,2508771000,-30466000.0,308016000,-305000.0,186318000,186318000,1487330000.0,,158511000.0,8726000,54223000,61502000,,415248000.0,284847000,259118000,-312255000.0,463810000.0,-7602000.0,,,,,
2018-06-30,463810000.0,954000,183063000,93000.0,,2886498000,-15313370000,,410823000,410823000,927000,-29710000.0,,,1.48,,12045000.0,214202000,-14936000.0,,42783000.0,-26652000.0,95239000,2201000,19197154000,-364408000.0,556274000,321246000.0,-52987000.0,90480000,3466000.0,93728000.0,42066000,3883784000,,3095000.0,338496000,-43162000.0,,1907936000,1.48,112811000,990142000,736959000,620232000.0,22834000,47768000,139105000,5531393000,4541251000,,93759000.0,34905000,2644895000,1162000.0,272271000,-641000.0,140997000,140997000,1487739000.0,,201350000.0,-19094000,53375000,58069000,,444655000.0,345979000,284003000,-359297000.0,410823000.0,-15199000.0,,,,,
2018-09-30,410823000.0,956000,192537000,465000.0,,3025822000,-15448381000,,863946000,863946000,1491000,-26784000.0,,,1.56,,11702000.0,250701000,-19739000.0,,43083000.0,62835000.0,141426000,2740000,19181022000,-519602000.0,591488000,453474000.0,453123000.0,97480000,2956000.0,93845000.0,44183000,3732641000,,6437000.0,340541000,-66128000.0,,1947268000,1.56,243923000,1427715000,845345000,620232000.0,27585000,48585000,146285000,5818435000,4390720000,,93867000.0,37693000,2792613000,89041000.0,318625000,-5464000.0,148354000,148354000,1488147000.0,,244592000.0,-46462000,55546000,67924000,,471423000.0,377703000,272863000,19388000.0,863946000.0,-15237000.0,,,,,
2018-12-31,863946000.0,958000,403640000,2782000.0,,3329786000,-15612383000,0.0,800666000,800666000,11781000,17193000.0,,,3.32,,11649000.0,249592000,-23007000.0,,90465000.0,-35506000.0,106814000,755000,19585399000,-443521000.0,624121000,393181000.0,-63280000.0,27627000,-3137000.0,93897000.0,87458000,3973016000,,6633000.0,595349000,-50340000.0,,2023591000,3.32,542885000,1424139000,708707000,620232000.0,23275000,198297000,316182000,6062084000,4637945000,,93915000.0,35451000,2732298000,-45786000.0,311517000,-5832000.0,316182000,316182000,1488554000.0,,334473000.0,165697000,55553000,61925000,,454200000.0,379455000,312604000,-433454000.0,800666000.0,-17205000.0,,,,,
2019-03-31,800666000.0,82634000,34389000,200000.0,-284441000.0,3842982000,-15802611000,-1553635000.0,20930000,20930000,10946000,33976000.0,,,0.26,,11663000.0,163513000,-400016000.0,,8073000.0,-98823000.0,90854000,1904000,21967059000,-350570000.0,576957000,250091000.0,-779736000.0,77557000,4695000.0,95922000.0,8073000,6164448000,,6713000.0,238518000,-100479000.0,,2804296000,0.26,547626000,596208000,909914000,727573000.0,35797000,228163000,26316000,7557192000,6960984000,,95932000.0,68337000,3714210000,-135297000.0,241330000,-11592000.0,26316000,26316000,1983727000.0,,405294000.0,-117461000,62600000,77817000,,465902000.0,463065000,335627000,-629811000.0,20930000.0,-17179000.0,,,,,
2019-06-30,20930000.0,82635000,143355000,234000.0,0.0,3943513000,-16015994000,-528920000.0,19414000,19414000,3032000,83716000.0,,,1.07,,7869000.0,108289000,-22647000.0,,34046000.0,78231000.0,119076000,2208000,22293560000,-401328000.0,546463000,413992000.0,-1516000.0,50056000,7116000.0,99658000.0,34046000,6277566000,,6494000.0,364551000,12664000.0,,2837754000,1.07,635339000,520056000,814667000,727573000.0,31405000,64461000,106443000,7595934000,7075878000,,99665000.0,70126000,3652421000,,183474000,-853000.0,109309000,109309000,1984230000.0,,439429000.0,42935000,58306000,75185000,,387362000.0,359009000,362989000,-392861000.0,19414000.0,-21468000.0,,,,,
2019-09-30,19414000.0,82638000,55606000,425000.0,0.0,3971178000,-16353015000,-530176000.0,23885000,23885000,8867000,-37509000.0,,,0.39,,8322000.0,133933000,-23825000.0,,15079000.0,-46034000.0,65925000,10000,22584921000,-307517000.0,582305000,320074000.0,4471000.0,24983000,1693000.0,99735000.0,15079000,6231906000,,6797000.0,294100000,12557000.0,,2851328000,0.39,654212000,556579000,796699000,751836000.0,22296000,219585000,40527000,7619205000,7062626000,,99735000.0,73169000,3648027000,-6047000.0,197243000,-1759000.0,40527000,40527000,1984734000.0,,446961000.0,-70005000,49113000,63310000,,425329000.0,430832000,385062000,-291778000.0,23885000.0,-21483000.0,,,,,
