date,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyNetIncome,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCurrentDeferredRevenue,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyTaxProvision,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyDilutedEPS,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNetIncomeCommonStockholders,quarterlyBasicAverageShares,quarterlyTotalAssets,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory
2011-06-30,32375000,64703000,0.0,518490000,-2509000,28374000,-18246000,-40837000,28063000,336468000.0,-17595000,482913000,111110000.0,340392000.0,-5555000,203659000,16429000,152135000.0,1056052000.0,0.135,492045000,53000,-59083000,553258000,474450000,28374000,200668208.0,2010444000,,1235908000,30342000,14242000,3172000.0,-62816000,5256000,75121000,0.1425,55303000,1140140000,-93257000,-2829000.0,,,258962000.0,7183000.0,498098000.0,1315014000,4445000.0,63990000,-627000.0,4445000.0,474450000,-9133000,209957656.0,78808000,390367000,505862000.0,749773000,0.0,44492000,-3192000.0,774536000,868466000,166425000,281981000.0,-157706000.0,53899000.0,-262118000.0,69143000,,,,,,,,
2011-09-30,728000,84294000,0.0,530452000,441000,28987000,-21810000,36519000,28213000,348093000.0,-22793000,498705000,54764000.0,345600000.0,2697000,204673000,18459000,139467000.0,1048815000.0,0.1375,474450000,53000,14709000,558001000,451657000,28987000,201382048.0,2037498000,,1271122000,28795000,14488000,3203000.0,-97906000,4572000,59676000,0.145,48547000,1133399000,-13806000,3306000.0,,,253220000.0,6478000.0,512042000.0,1302035000,4424000.0,65732000,-251000.0,4424000.0,451657000,-60040000,210481400.0,106344000,403019000,534849000.0,730380000,0.0,46672000,,766376000,902710000,167668000,281981000.0,-166442000.0,54926000.0,-780000.0,68908000,,,,,,,,
2011-12-31,-2057000,85153000,0.0,506140000,3047000,30112000,-16770000,172023000,29264000,348344000.0,122041000,607985000,9890000.0,349622000.0,3990000,208663000,17306000,157450000.0,1251136000.0,0.1425,451657000,54000,155253000,704197000,573698000,30112000,202090904.0,2190336000,,1250326000,27430000,15272000,3234000.0,-117252000,4797000,87280000,0.15,47377000,1253917000,120399000,2254000.0,,,256040000.0,5761000.0,526916000.0,1507176000,4908000.0,51367000,-6529000.0,4908000.0,573698000,-47925000,211578804.0,130499000,416304000,564961000.0,837613000,0.0,46570000,,940010000,935634000,159937000,281981000.0,-177294000.0,67960000.0,-808000.0,78363000,,,,,,,,
2012-03-31,12247000,96091000,,605866000,5472000,23978000,-14980000,-32096000,22603000,347162000.0,-140700000,708754000,17977000.0,352710000.0,5291000,211937000,12087000,278233000.0,1466013000.0,0.1125,573698000,54000,-47076000,559219000,432998000,23978000,204502696.0,2283147000,,1362770000,26122000,16613000,3235000.0,-255212000,4799000,149341000,0.1175,34198000,1304028000,-83542000,5855000.0,,,246135000.0,6237000.0,,1712148000,6375000.0,56102000,-1509000.0,6375000.0,432998000,-120851000,214036972.0,126221000,415706000,588939000.0,888322000,0.0,34690000,,920377000,979709000,163187000,281981000.0,,68544000.0,-795000.0,82925000,,,,,,,,
2012-06-30,56473000,53011000,,664362000,1320000,-34999000,-42462000,22196000,-38832000,405462000.0,-11104000,859035000,29133000.0,379970000.0,-28033000,217238000,-8608000,400194000.0,1912221000.0,-0.17,432998000,54000,-20266000,574439000,421894000,-34999000,206063580.0,2449550000,,1376112000,22481000,16653000,3302000.0,-151689000,4739000,104378000,-0.17,-18713000,1501563000,7215000,3509000.0,,,198525000.0,5842000.0,,2110746000,5618000.0,-42701000,-282000.0,5618000.0,421894000,-89773000,206063580.0,152545000,467327000,553940000.0,1034236000,0.0,-47440000,,1073438000,951428000,168062000,256288000.0,,61865000.0,-20806000.0,98805000,,,,,,,,
2012-09-30,-14529000,95273000,,559714000,289000,3819000,-13159000,317182000,295000,391973000.0,374727000,982032000,131967000.0,381781000.0,23244000,417019000,-9547000,316123000.0,2058743000.0,0.0175,421894000,54000,304023000,936541000,796621000,3819000,206339440.0,2690936000,,1314431000,21375000,16626000,3337000.0,-95057000,4855000,180290000,0.0175,-27641000,1733872000,341859000,-28682000.0,,,389378000.0,6702000.0,,2448121000,6424000.0,12229000,-363000.0,6424000.0,796621000,72074000,215224788.0,139920000,453758000,557759000.0,1280114000,0.0,-9252000,,1376505000,963979000,181073000,256288000.0,,61785000.0,-155821000.0,123841000,,,,,,,,
2012-12-31,125282000,99075000,,614723000,-13045000,9061000,-11543000,-28591000,4639000,535481000.0,47331000,926302000,34597000.0,377726000.0,3377000,192282000,5739000,263452000.0,2191247000.0,0.0425,796621000,55000,-40134000,983070000,843952000,9061000,207268264.0,2741682000,22856000.0,1368080000,20268000,15974000,3373000.0,-193729000,6067000,155912000,0.0425,13068000,1787915000,-60975000,4880000.0,,191343000.0,205350000.0,5189000.0,581109000.0,2396597000,6915000.0,16445000,-10587000.0,6915000.0,843952000,-49360000,216220836.0,139118000,590825000,566820000.0,1197090000,0.0,10378000,,1373602000,953056000,192282000,256288000.0,-203383000.0,55344000.0,-40812000.0,127080000,,,,,,,,
2013-03-31,123000,105151000,,748307000,56000,23002000,-10654000,42993000,22911000,532734000.0,-113161000,1067032000,38175000.0,382853000.0,4471000,210348000,15039000,320371000.0,2395440000.0,0.105,843952000,55000,32339000,876898000,730791000,23002000,209428476.0,2887157000,-56734000.0,1511886000,19287000,15691000,3419000.0,-358131000,6625000,212508000,0.11,40104000,1900627000,-4970000,986000.0,-22745000.0,180338000.0,250452000.0,4900000.0,,2645892000,4078000.0,60266000,-565000.0,8375000.0,730791000,-156277000,217067712.0,146107000,593533000,589822000.0,1307094000,0.0,37950000,,1375271000,985708000,210348000,256288000.0,,60799000.0,-776000.0,178002000,,,,,,,,
2013-06-30,39206000,146964000,,769905000,1390000,39484000,-19403000,37946000,39011000,548473000.0,-42079000,1078386000,21811000.0,388965000.0,4286000,230248000,25268000,357908000.0,2428671000.0,0.175,730791000,58000,18543000,820042000,688712000,39484000,218116144.0,3045235000,-14496000.0,1702875000,52219000,17237000,3029000.0,-179459000,7033000,146463000,0.18,67026000,1922961000,-36611000,9729000.0,21257000.0,216330000.0,297274000.0,-4061000.0,,2725945000,1572000.0,88549000,-540000.0,8580000.0,688712000,-119231000,226406640.0,131330000,602389000,629306000.0,1320572000,-66832000.0,64279000,,1342360000,1118207000,230248000,344822000.0,,53916000.0,-9342000.0,164410000,,,,,,,,
2013-09-30,-29532000,165403000,-14000.0,816910000,1971000,49373000,-16326000,130731000,48914000,517931000.0,52569000,1071672000,41873000.0,390200000.0,4946000,253608000,31660000,355947000.0,2467813000.0,0.2175,688712000,58000,114405000,863912000,741281000,49373000,218718640.0,3139037000,12643000.0,1770602000,50541000,17292000,3046000.0,-128426000,6603000,92063000,0.225,82231000,1953946000,63317000,-9089000.0,50328000.0,270381000.0,335839000.0,-1845000.0,,2803652000,-1508000.0,87177000,-4572000.0,10297000.0,741281000,-48630000,227732224.0,122631000,566974000,678679000.0,1386972000,0.0,80574000,4059000.0,1368435000,1179539000,253608000,347548000.0,,49043000.0,-30724000.0,148576000,,,,,,,,
2013-12-31,143898000,144608000,0.0,791900000,7442000,53240000,-21452000,170856000,49607000,665697000.0,296792000,1142003000,38191000.0,395407000.0,5358000,255355000,34143000,428570000.0,2591297000.0,0.2325,741281000,59000,149404000,1140199000,1038073000,53240000,219625096.0,3529300000,-84390000.0,1729127000,48780000,17200000,3065000.0,-124637000,6696000,128127000,0.2425,85088000,2285861000,93289000,-3919000.0,102872000.0,375862000.0,340443000.0,-2620000.0,639829000.0,2931740000,8179000.0,107646000,-14102000.0,9404000.0,1038073000,-17962000,228313028.0,102126000,726740000,731919000.0,1559121000,0.0,83750000,0.0,1800173000,1234041000,255355000,348432000.0,-244422000.0,60015000.0,-751000.0,217661000,,,,,,,,
2014-03-31,130758000,169062000,,840152000,5719000,32983000,-18116000,252445000,33180000,810970000.0,232719000,1326532000,74260000.0,412699000.0,4724000,295512000,34555000,570105000.0,3094342000.0,0.14,1038073000,61000,234329000,1370488000,1270792000,32983000,229935504.0,4446447000,-119207000.0,2164598000,85134000,20318000,6110000.0,-167373000,7023000,111994000,0.1425,70034000,3024269000,196356000,-7873000.0,90481000.0,614541000.0,365546000.0,-614000.0,,3459888000,5213000.0,95076000,-2012000.0,11297000.0,1270792000,-150484000,237445064.0,99696000,1002826000,764902000.0,2021443000,0.0,67735000,-76989000.0,2281849000,1412666000,295512000,657551000.0,,70166000.0,-519413000.0,320393000,,,,,,,,
2014-06-30,67654000,212839000,,996965000,-5216000,48863000,-23452000,159444000,46446000,884890000.0,-11995000,1418757000,22472000.0,423905000.0,7252000,321042000,44874000,610969000.0,3609986000.0,0.205,1270792000,61000,135992000,1386145000,1258797000,48863000,231034732.0,4682567000,-41507000.0,2357681000,81359000,21783000,6135000.0,-307974000,8604000,109348000,0.2125,92672000,3196616000,81467000,-3385000.0,69647000.0,670343000.0,413714000.0,2214000.0,,4023700000,7035000.0,121707000,-2857000.0,11453000.0,1258797000,-239093000,238869032.0,127348000,1078909000,813765000.0,2117707000,0.0,91320000,-17015000.0,2324886000,1476165000,321042000,642613000.0,,73897000.0,-426479000.0,313946000,,,,,,,,
2014-09-30,74687000,265787000,0.0,1108261000,5332000,82620000,-26960000,441845000,77630000,949720000.0,324175000,1607421000,94961000.0,424229000.0,5676000,333878000,26696000,685188000.0,3910051000.0,0.34,1258797000,61000,414885000,1749965000,1582972000,82620000,234453936.0,5446345000,-82318000.0,2678634000,127297000,22907000,5131000.0,-263127000,9282000,98369000,0.3525,107932000,3805294000,381597000,-53673000.0,267000000.0,926780000.0,441810000.0,-605000.0,,4351861000,8965000.0,136515000,-763000.0,11863000.0,1582972000,-191868000,242727500.0,166993000,1171001000,896385000.0,2634293000,0.0,104326000,-150000.0,2767711000,1632903000,333878000,753060000.0,,80371000.0,-171684000.0,319700000,,,,,,,,
2014-12-31,-75099000,205000000,0.0,1280000000,12165000,107000000,-34472000,369266000,104000000,888000000.0,27101000,1740000000,168000000.0,445000000.0,10000000,364000000,90000000,912000000.0,4167000000.0,0.44,1582972000,0,334794000,1787000000,1610000000,107000000,235264024.0,5838000000,-219968000.0,2804000000,123000000,23992000,5000000.0,-276526000,10000000,86289000,0.455,194000000,4095000000,204580000,22931000.0,78872000.0,751000000.0,558000000.0,-1000000.0,733000000.0,4725000000,74787000.0,204000000,-23368000.0,13387000.0,1610000000,-266555000,243431572.0,177000000,1195000000,1003000000.0,2900000000,0.0,194000000,-41846000.0,3034000000,1744000000,364000000,751000000.0,-288000000.0,158000000.0,-556424000.0,324000000,,,,,,,,
2015-03-31,236000000,212000000,,1527000000,-9000000,63000000,-27000000,45000000,65000000,1123000000.0,56000000,1950000000,117000000.0,450000000.0,9000000,403000000,63000000,1245000000.0,4599000000.0,0.255,1610000000,0,18000000,1817000000,1666000000,63000000,237567510.0,6696000000,-334000000.0,3106000000,131000000,27000000,5000000.0,-307000000,10000000,111000000,0.265,129000000,4859000000,-46000000,-6000000.0,58000000.0,1002000000.0,532000000.0,-1000000.0,,5131000000,-10000000.0,165000000,-4000000.0,16000000.0,1666000000,-225000000,245144732.0,151000000,1516000000,1066000000.0,3343000000,7000000.0,128000000,-9000000.0,3590000000,1837000000,403000000,786000000.0,,238000000.0,-253000000.0,528000000,,,,,,,,
2015-06-30,25000000,222000000,,1541000000,3000000,88000000,-31000000,350000000,88000000,1139000000.0,301000000,2092000000,68000000.0,462000000.0,10000000,442000000,84000000,1248000000.0,4891000000.0,0.36,1666000000,0,319000000,2107000000,1967000000,88000000,238007138.0,7022000000,-7000000.0,3184000000,148000000,26000000,5000000.0,-206000000,11000000,165000000,0.37,173000000,5082000000,226000000,-7000000.0,108000000.0,1004000000.0,615000000.0,-4000000.0,,5506000000,0.0,209000000,-3000000.0,17000000.0,1967000000,-74000000,245930022.0,140000000,1624000000,1154000000.0,3458000000,0.0,172000000,-2000000.0,3838000000,1940000000,442000000,811000000.0,,330000000.0,-226000000.0,483000000,,,,,,,,
2015-09-30,106000000,236000000,,1992000000,-18000000,93000000,-43000000,62000000,93000000,1276000000.0,-302000000,2144000000,66000000.0,488000000.0,8000000,464000000,87000000,1281000000.0,5174000000.0,0.38,1967000000,0,19000000,1827000000,1665000000,93000000,238243048.0,7322000000,-19000000.0,3726000000,161000000,29000000,5000000.0,-564000000,11000000,142000000,0.39,183000000,5269000000,-76000000,-1000000.0,43000000.0,1035000000.0,647000000.0,-2000000.0,,5821000000,-27000000.0,220000000,-2000000.0,15000000.0,1665000000,-470000000,246263620.0,162000000,1706000000,1247000000.0,3563000000,0.0,180000000,-5000000.0,3596000000,2051000000,464000000,849000000.0,,274000000.0,-431000000.0,488000000,,,,,,,,
2015-12-31,-62000000,292000000,,1927000000,27000000,111000000,-49000000,201000000,112000000,1216000000.0,95000000,2298000000,143000000.0,518000000.0,8000000,517000000,105000000,1279000000.0,5565000000.0,0.45,1665000000,0,152000000,1936000000,1760000000,111000000,238972366.0,7339000000,0.0,3734000000,155000000,29000000,5000000.0,-244000000,11000000,251000000,0.465,220000000,5171000000,38000000,-3000000.0,-170000000.0,976000000.0,737000000.0,-10000000.0,869000000.0,6302000000,-7000000.0,228000000,-44000000.0,23000000.0,1760000000,-44000000,246701012.0,176000000,1542000000,1358000000.0,3629000000,0.0,217000000,-2000000.0,3605000000,2157000000,517000000,842000000.0,-351000000.0,170000000.0,-673000000.0,390000000,,,,,,,,
2016-03-31,2317000000,460000000,,3973000000,-63000000,-17000000,-45000000,195000000,-15000000,4276000000.0,1676000000,3863000000,197000000.0,580000000.0,15000000,731000000,17000000,2529000000.0,6202000000.0,-0.07,1760000000,0,150000000,3705000000,3436000000,-17000000,251086152.0,18652000000,-174000000.0,11101000000,1646000000,35000000,4000000.0,-212000000,33000000,203000000,-0.07,20000000,13343000000,143000000,-17000000.0,35000000.0,3228000000.0,751000000.0,10000000.0,,6953000000,-1000000.0,70000000,-22000000.0,51000000.0,3436000000,-836000000,251086152.0,269000000,5472000000,1341000000.0,7871000000,0.0,2000000,-782000000.0,7551000000,5297000000,722000000,4442000000.0,,1052000000.0,-1388000000.0,1317000000,,,,,,,,
2016-06-30,177000000,471000000,,4230000000,-3000000,169000000,-49000000,-420000000,169000000,3649000000.0,-726000000,3950000000,212000000.0,626000000.0,32000000,992000000,188000000,3488000000.0,9528000000.0,0.485,3436000000,0,-469000000,3153000000,2710000000,169000000,341117556.0,19496000000,-947000000.0,11643000000,1609000000,76000000,845000000.0,-744000000,52000000,390000000,0.495,377000000,13956000000,-700000000,4000000.0,-43000000.0,3218000000.0,1369000000.0,43000000.0,,10897000000,0.0,485000000,-5000000.0,32000000.0,2710000000,-483000000,347557074.0,443000000,5142000000,1510000000.0,8814000000,0.0,357000000,-80000000.0,7853000000,5529000000,949000000,4707000000.0,,1346000000.0,-1736000000.0,1212000000,,,,,,,,
2016-09-30,104000000,290000000,,4568000000,-6000000,145000000,-117000000,480000000,147000000,3744000000.0,272000000,3767000000,573000000.0,725000000.0,33000000,983000000,171000000,3445000000.0,9521000000.0,0.415,2710000000,0,363000000,3388000000,2982000000,145000000,341549174.0,19634000000,215000000.0,11879000000,1566000000,78000000,845000000.0,-572000000,57000000,362000000,0.425,342000000,13910000000,232000000,-4000000.0,107000000.0,3187000000.0,1325000000.0,46000000.0,,10846000000,-1000000.0,418000000,-2000000.0,29000000.0,2982000000,-313000000,348624832.0,406000000,4887000000,1655000000.0,9023000000,0.0,318000000,14000000.0,7755000000,5710000000,940000000,4730000000.0,,995000000.0,-1133000000.0,922000000,,,,,,,,
2016-12-31,119000000,233000000,,4545000000,-18000000,261000000,-95000000,1596000000,253000000,4651000000.0,948000000,3929000000,313000000.0,797000000.0,34000000,1117000000,227000000,3098000000.0,10273000000.0,0.745,2982000000,0,1501000000,4435000000,3930000000,261000000,342287248.0,20197000000,980000000.0,11832000000,1545000000,89000000,4000000.0,-922000000,75000000,701000000,0.765,521000000,14288000000,1109000000,109000000.0,303000000.0,3763000000.0,1638000000.0,-36000000.0,1239000000.0,11911000000,-3000000.0,644000000,-34000000.0,36000000.0,3930000000,-765000000,351022358.0,505000000,5665000000,1920000000.0,8623000000,0.0,480000000,-449000000.0,8365000000,5895000000,1065000000,4712000000.0,-442000000.0,869000000.0,-1819000000.0,832000000,,,,,,,,
2017-03-31,-10000000,261000000,,4636000000,3000000,139000000,-83000000,1248000000,132000000,4643000000.0,909000000,4290000000,633000000.0,841000000.0,41000000,1131000000,87000000,3121000000.0,10353000000.0,0.395,3930000000,0,1165000000,5564000000,4839000000,139000000,344147936.0,21362000000,59000000.0,11954000000,1504000000,86000000,4000000.0,-594000000,62000000,349000000,0.405,240000000,15278000000,1049000000,-51000000.0,-237000000.0,4275000000.0,1371000000.0,-21000000.0,,11724000000,1000000.0,367000000,-13000000.0,32000000.0,4839000000,-329000000,351672580.0,725000000,6076000000,2059000000.0,9202000000,-1000000.0,219000000,0.0,9408000000,6070000000,1091000000,4712000000.0,,1295000000.0,-560000000.0,723000000,,,,,,,,
2017-06-30,49000000,286000000,,4816000000,3000000,254000000,-98000000,-306000000,252000000,4716000000.0,-414000000,4170000000,554000000.0,912000000.0,45000000,1104000000,169000000,3901000000.0,10412000000.0,0.72,4839000000,0,-404000000,5011000000,4425000000,254000000,344714000.0,21840000000,-755000000.0,12192000000,1466000000,87000000,4000000.0,-700000000,62000000,641000000,0.735,438000000,15448000000,-668000000,-7000000.0,-20000000.0,4238000000.0,1542000000.0,1000000.0,,11954000000,3000000.0,570000000,-2000000.0,30000000.0,4425000000,-157000000,352840000.0,586000000,6482000000,2313000000.0,8966000000,0.0,421000000,0.0,9648000000,6378000000,1065000000,4712000000.0,,1630000000.0,-202000000.0,736000000,,,,,,,,
2017-09-30,-42000000,270000000,,4927000000,-37000000,205000000,-120000000,97000000,201000000,4717000000.0,-144000000,4333000000,568000000.0,1003000000.0,51000000,1068000000,125000000,3955000000.0,10490000000.0,0.58,4425000000,0,-23000000,4876000000,4281000000,205000000,345016000.0,22000000000,-53000000.0,12340000000,1428000000,91000000,4000000.0,-426000000,65000000,345000000,0.595,340000000,15347000000,-258000000,26000000.0,462000000.0,4804000000.0,1408000000.0,9000000.0,,11898000000,37000000.0,482000000,-3000000.0,37000000.0,4281000000,-200000000,353830000.0,595000000,5638000000,2518000000.0,9709000000,1000000.0,326000000,0.0,9660000000,6640000000,1030000000,4712000000.0,,901000000.0,-362000000.0,829000000,,,,,,,,
2017-12-31,-79000000,589000000,,5312000000,-33000000,230000000,-121000000,450000000,223000000,4695000000.0,-209000000,4286000000,328000000.0,1104000000.0,53000000,1299000000,-55000000,3413000000.0,11326000000.0,0.65,4281000000,0,329000000,4603000000,4072000000,230000000,345864662.0,21855000000,699000000.0,13152000000,1398000000,97000000,4000000.0,-984000000,66000000,564000000,0.665,181000000,14991000000,171000000,-76000000.0,-152000000.0,4165000000.0,1480000000.0,-3000000.0,1694000000.0,12806000000,36000000.0,273000000,-47000000.0,36000000.0,4072000000,-579000000,353846154.0,531000000,5659000000,2748000000.0,9332000000,12000000.0,168000000,-50000000.0,8703000000,6850000000,1260000000,4749000000.0,-590000000.0,952000000.0,-229000000.0,687000000,,,,,,,,
2018-03-31,513000000,595000000,,5535000000,-2000000,340000000,-218000000,1846000000,338000000,5172000000.0,1595000000,4771000000,638000000.0,1250000000.0,41000000,1355000000,175000000,3648000000.0,11299000000.0,0.955,4089000000,0,1628000000,6175000000,5668000000,340000000,348717949.0,25170000000,-176000000.0,14194000000,1519000000,104000000,4000000.0,-765000000,68000000,445000000,0.975,540000000,17590000000,1341000000,30000000.0,157000000.0,4962000000.0,1895000000.0,-54000000.0,,13194000000,30000000.0,685000000,-9000000.0,33000000.0,5684000000,-764000000,356020942.0,507000000,6700000000,3104000000.0,10890000000,,513000000,-226000000.0,10976000000,7503000000,1316000000,5295000000.0,,1520000000.0,-1491000000.0,1153000000,,,,,,,,
2018-06-30,3865000000,2446000000,,5746000000,-62000000,300000000,-144000000,-526000000,299000000,6275000000.0,2850000000,5003000000,523000000.0,1327000000.0,65000000,1282000000,175000000,4067000000.0,12410000000.0,0.75,5684000000,0,-670000000,7309000000,6707000000,300000000,391036000.0,28743000000,-377000000.0,16366000000,1501000000,111000000,4000000.0,-610000000,80000000,276000000,0.765,489000000,18046000000,-944000000,-26000000.0,,3803000000.0,1771000000.0,-67000000.0,,14181000000,-1000000.0,665000000,-4000000.0,34000000.0,8534000000,-489000000,398902000.0,602000000,8184000000,3403000000.0,9862000000,,474000000,-11000000.0,12377000000,10610000000,1237000000,5346000000.0,,1898000000.0,-1980000000.0,1001000000,,,,,,,,
2018-09-30,82000000,987000000,-1000000.0,6272000000,-26000000,19000000,-127000000,548000000,16000000,6379000000.0,-1680000000,6983000000,286000000.0,1584000000.0,80000000,1999000000,8000000,4647000000.0,14142000000.0,0.045,8534000000,0,421000000,7441000000,6847000000,19000000,410590000.0,31157000000,-143000000.0,18069000000,2423000000,139000000,4000000.0,-1316000000,97000000,854000000,0.045,41000000,20407000000,462000000,-107000000.0,,4550000000.0,2040000000.0,-79000000.0,,16182000000,-3000000.0,260000000,-4000000.0,38000000.0,6854000000,-2310000000,419044000.0,594000000,7666000000,3422000000.0,12741000000,,24000000,-1721000000.0,13088000000,10653000000,1934000000,6803000000.0,,1276000000.0,-221000000.0,1000000000,,,,,,,,
2018-12-31,152000000,1082000000,0.0,6861000000,0,241000000,-186000000,-634000000,241000000,6648000000.0,-1504000000,6831000000,385000000.0,1706000000.0,67000000,1618000000,116000000,5150000000.0,14553000000.0,0.575,6854000000,0,-820000000,6064000000,5342000000,241000000,411068000.0,30901000000,-477000000.0,18903000000,2239000000,141000000,38000000.0,-1155000000,98000000,416000000,0.585,388000000,19888000000,-1030000000,-26000000.0,,4051000000.0,2006000000.0,-56000000.0,2506000000.0,16559000000,16000000.0,517000000,-54000000.0,40000000.0,5350000000,-1022000000,420246000.0,722000000,7917000000,3663000000.0,11971000000,,357000000,-97000000.0,11998000000,10917000000,1556000000,7015000000.0,-800000000.0,1259000000.0,-391000000.0,784000000,,,,,,,,
2019-03-31,58000000,1778000000,,7186000000,2000000,522000000,-176000000,1316000000,519000000,6775000000.0,1001000000,7381000000,363000000.0,1800000000.0,99000000,1674000000,166000000,5819000000.0,16085000000.0,1.24,5350000000,0,1140000000,7042000000,6345000000,522000000,412924000.0,33569000000,-662000000.0,19953000000,2208000000,155000000,40000000.0,-580000000,99000000,383000000,1.26,685000000,21935000000,581000000,23000000.0,,4641000000.0,2359000000.0,38000000.0,,18444000000,-7000000.0,939000000,-35000000.0,38000000.0,6351000000,-373000000,419752000.0,697000000,8792000000,4185000000.0,13143000000,,685000000,0.0,13616000000,11540000000,1609000000,6981000000.0,,2007000000.0,-927000000.0,755000000,,,,,,,,
2019-06-30,178000000,1973000000,,7632000000,7000000,495000000,-160000000,917000000,492000000,7047000000.0,541000000,7447000000,253000000.0,1878000000.0,120000000,1638000000,170000000,5194000000.0,16075000000.0,1.18,6351000000,0,757000000,7640000000,6875000000,495000000,413370000.0,34368000000,896000000.0,20772000000,2163000000,158000000,87000000.0,-700000000,101000000,336000000,1.2,643000000,22120000000,266000000,-33000000.0,,4032000000.0,2281000000.0,119000000.0,,18356000000,-6000000.0,921000000,-2000000.0,34000000.0,6892000000,-556000000,419671000.0,765000000,9467000000,4680000000.0,12653000000,,662000000,-32000000.0,13596000000,12154000000,1574000000,7126000000.0,,2398000000.0,-4426000000.0,762000000,,,,,,,,
2019-09-30,-108000000,1929000000,0.0,7915000000,-3000000,95000000,-194000000,-99000000,96000000,6975000000.0,-664000000,7975000000,381000000.0,1993000000.0,-173000000,1682000000,79000000,5606000000.0,16847000000.0,0.23,6892000000,0,-293000000,7019000000,6215000000,95000000,413616000.0,34252000000,-553000000.0,20795000000,2086000000,162000000,66000000.0,-794000000,99000000,528000000,0.23,447000000,21847000000,-597000000,-65000000.0,,4010000000.0,2129000000.0,145000000.0,,18976000000,,436000000,-4000000.0,34000000.0,6228000000,-459000000,419956000.0,804000000,8567000000,4775000000.0,13280000000,,175000000,1000000.0,13457000000,12311000000,1617000000,6872000000.0,,1561000000.0,-6940000000.0,832000000,,,,,,,,
