date,quarterlyFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyCurrentAssets,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyCommonStockIssuance,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,quarterlyChangeInInventory,quarterlyGoodwill
2013-03-31,23806000.0,1054799000.0,30821000.0,2104824000.0,8109000.0,1006460000.0,-0.01,7613000,-1894000,2112933000.0,30365000.0,,437000.0,10367000,,-362000.0,,2625000.0,47636000.0,-188000.0,27928000.0,-840000,1123659000.0,-392000,11866000.0,37445000,-16057000.0,2373000.0,,989166000.0,4495000.0,,5121000.0,2625000.0,-0.01,-75600000.0,0.0,,-18839000.0,132951000.0,,1363000.0,2625000.0,,-2655000.0,10191000,1514000.0,78457000,11866000.0,52405000.0,-4030000.0,2436455000.0,26461000.0,-30704000.0,-367336000.0,-1870000.0,0.0,132951000.0,68860000.0,,-429736000.0,-840000.0,2069119000.0,,39359000,-247000.0,1029000.0,,,,,,,,,,
2013-06-30,23948000.0,1124008000.0,29955000.0,2189161000.0,8561000.0,1074453000.0,0.01,7515000,1048000,2197722000.0,29738000.0,,427000.0,10683000,,-2429000.0,,4021000.0,52347000.0,-1835000.0,30072000.0,2576000,1194799000.0,2550000,,36756000,-16205000.0,-106419000.0,,1002808000.0,2625000.0,,539000.0,4021000.0,0.01,-88600000.0,0.0,,-11794000.0,133677000.0,,1375000.0,4021000.0,,-14902000.0,15591000,18874000.0,82302000,12682000.0,54241000.0,5247000.0,2536592000.0,38850000.0,68965000.0,-386924000.0,1396000.0,0.0,136329000.0,70791000.0,,-444044000.0,2576000.0,2149668000.0,,42500000,-241000.0,1538000.0,,,,,,,,,,
2013-09-30,30488000.0,1097814000.0,30104000.0,2128073000.0,75090000.0,1044400000.0,0.11,7326000,14840000,2203163000.0,29710000.0,,388000.0,9995000,,-218000.0,,2940000.0,52728000.0,-492000.0,25920000.0,5884000,1170715000.0,16342000,,35821000,-16337000.0,-26227000.0,,1032306000.0,4021000.0,,856000.0,2940000.0,0.11,-143100000.0,0.0,,-12626000.0,135365000.0,,1396000.0,2940000.0,,-8092000.0,16907000,32112000.0,82832000,12338000.0,55113000.0,359000.0,2473889000.0,38580000.0,-13434000.0,-380621000.0,-1081000.0,975000.0,138106000.0,72901000.0,,-448519000.0,5884000.0,2093268000.0,,44374000,-264000.0,1484000.0,,,,,,,,,,
2013-12-31,10641000.0,1187863000.0,30276000.0,2343269000.0,15355000.0,1138818000.0,,7109000,21446000,2358624000.0,27261000.0,,376000.0,9379000,156310000.0,-1673000.0,,3176000.0,51682000.0,-2891000.0,8352000.0,5407000,1265417000.0,22948000,,33456000,-16568000.0,-152651000.0,4957000.0,1092276000.0,2940000.0,,152000.0,3176000.0,,-471796000.0,0.0,,-11014000.0,,,1424000.0,3176000.0,,-28330000.0,18226000,47790000.0,81958000,12394000.0,57599000.0,3494000.0,2553706000.0,38971000.0,113916000.0,-398536000.0,236000.0,0.0,,77554000.0,-157461000.0,-440837000.0,5407000.0,2155170000.0,,42047000,-266000.0,1566000.0,,,,,,,,,,
2014-03-31,23093000.0,1249386000.0,32290000.0,2435332000.0,7199000.0,1196625000.0,0.02,6569000,3028000,2442531000.0,28656000.0,-1050000.0,387000.0,11871000,154467000.0,162000.0,,3235000.0,54977000.0,-3641000.0,27420000.0,4240000,1319334000.0,4530000,13567000.0,34684000,-19659000.0,-88439000.0,,1121752000.0,3176000.0,,306000.0,3235000.0,0.02,-165500000.0,0.0,,-10360000.0,140219000.0,,1453000.0,3235000.0,,-7488000.0,20293000,46163000.0,87267000,13567000.0,49627000.0,-4032000.0,2660819000.0,30581000.0,57917000.0,-419460000.0,59000.0,0.0,142774000.0,69948000.0,-1050000.0,-459335000.0,4240000.0,2241359000.0,,44226000,-351000.0,363000.0,,,,,,,,,,
2014-06-30,35793000.0,1237586000.0,32080000.0,2488747000.0,14376000.0,1181132000.0,0.04,7059000,6384000,2503123000.0,31030000.0,-700000.0,392000.0,12027000,101013000.0,-261000.0,,10789000.0,60257000.0,-2148000.0,41400000.0,7993000,1316393000.0,7886000,14632000.0,37546000,-20027000.0,-78479000.0,,1185235000.0,3235000.0,,-2000.0,10789000.0,0.04,-263400000.0,0.0,,-10650000.0,144679000.0,,1502000.0,10789000.0,,-5205000.0,22711000,79960000.0,92337000,14632000.0,57847000.0,2155000.0,2776835000.0,40998000.0,45035000.0,-442044000.0,7554000.0,0.0,146999000.0,78807000.0,-700000.0,-474944000.0,7993000.0,2334791000.0,,50507000,-449000.0,-985000.0,,,,,,,,,,
2014-09-30,43019000.0,1171324000.0,33622000.0,2509448000.0,35518000.0,1115849000.0,0.05,7464000,6978000,2544966000.0,32188000.0,-600000.0,394000.0,11772000,98321000.0,-464000.0,,31264000.0,63470000.0,-3455000.0,43263000.0,8591000,1256262000.0,8480000,14491000.0,39086000,-20664000.0,-52055000.0,,1287166000.0,10789000.0,,-21000.0,31264000.0,0.05,-187700000.0,0.0,,-8558000.0,149758000.0,,1563000.0,31264000.0,,-4334000.0,24384000,109842000.0,97092000,14491000.0,63139000.0,4124000.0,2823186000.0,47353000.0,25177000.0,-466516000.0,20475000.0,0.0,152006000.0,84938000.0,-600000.0,-487357000.0,8591000.0,2356670000.0,,51985000,-447000.0,1037000.0,,,,,,,,,,
2014-12-31,40561000.0,1239386000.0,34709000.0,2771926000.0,14413000.0,1173851000.0,,7330000,3981000,2786339000.0,37129000.0,2350000.0,401000.0,11132000,95709000.0,-247000.0,,2901000.0,65558000.0,-4425000.0,7691000.0,5542000,1336721000.0,5483000,,43919000,-21507000.0,-303726000.0,4237000.0,1448026000.0,31264000.0,,245000.0,2901000.0,,-86649000.0,0.0,22494000.0,-8759000.0,,,1670000.0,2901000.0,,-6539000.0,21639000,180041000.0,100267000,15311000.0,69198000.0,2250000.0,3117198000.0,47100000.0,228263000.0,-492069000.0,-28363000.0,0.0,,97335000.0,-200000.0,-519193000.0,5542000.0,2625129000.0,,53803000,-438000.0,1320000.0,,,,,,,,,,
2015-03-31,34270000.0,1247955000.0,37431000.0,2801308000.0,6692000.0,1176868000.0,0.04,7173000,6932000,2808000000.0,38441000.0,,399000.0,11057000,93918000.0,-202000.0,,3017000.0,66257000.0,-1064000.0,39129000.0,8522000,1346551000.0,8434000,,45068000,-27776000.0,-53928000.0,,1459692000.0,2901000.0,,-31000.0,3017000.0,0.04,-159900000.0,0.0,,-9835000.0,165502000.0,,1692000.0,3017000.0,,-9155000.0,21189000,29442000.0,103688000,16242000.0,70116000.0,-2836000.0,3178202000.0,43425000.0,10619000.0,-520114000.0,116000.0,0.0,167165000.0,98596000.0,,-543860000.0,8522000.0,2658088000.0,,58020000,-395000.0,-545000.0,,,,,,,,,,
2015-06-30,29392000.0,1273908000.0,38210000.0,2857557000.0,6396000.0,1203892000.0,0.07,7114000,12222000,2863953000.0,38745000.0,,403000.0,10868000,92371000.0,-2625000.0,,3167000.0,71661000.0,-1061000.0,42188000.0,13873000,1384398000.0,13724000,,45200000,-28115000.0,-81762000.0,,1477803000.0,3017000.0,,-32000.0,3167000.0,0.07,-135200000.0,0.0,,-8378000.0,166683000.0,,1705000.0,3167000.0,,-27871000.0,26461000,27036000.0,109871000,17141000.0,81805000.0,3953000.0,3260426000.0,57263000.0,24649000.0,-549206000.0,150000.0,0.0,168224000.0,110490000.0,,-556385000.0,13873000.0,2711220000.0,,63486000,-408000.0,1000000.0,,,,,,,,,,
2015-09-30,40430000.0,1265896000.0,39297000.0,2896637000.0,33269000.0,1188244000.0,0.1,7002000,16936000,2929906000.0,39281000.0,0.0,393000.0,10399000,90825000.0,-362000.0,,3018000.0,76673000.0,-1371000.0,40511000.0,18620000,1384121000.0,18438000,,45746000,-28321000.0,-102213000.0,,1544082000.0,3167000.0,,162000.0,3018000.0,0.1,-286900000.0,0.0,,-8824000.0,169304000.0,,1740000.0,3018000.0,,-21373000.0,30927000,80185000.0,115970000,17079000.0,88259000.0,3616000.0,3323554000.0,61803000.0,40261000.0,-569493000.0,-149000.0,725000.0,170901000.0,118225000.0,,-576086000.0,18620000.0,2754061000.0,,68300000,-370000.0,795000.0,,,,,,,,,,
2015-12-31,30298000.0,1346262000.0,38234000.0,3027365000.0,87469000.0,1262212000.0,0.2,7082000,35614000,3114834000.0,37646000.0,0.0,403000.0,11412000,97281000.0,-2823000.0,,62869000.0,76758000.0,17123000.0,43631000.0,37741000,1469981000.0,37116000,17519000.0,44146000,-28889000.0,-136705000.0,5049000.0,1643327000.0,3018000.0,,4070000.0,62869000.0,0.21,-312225000.0,0.0,12814000.0,-4978000.0,172984000.0,,1778000.0,62869000.0,,-22916000.0,32612000,97399000.0,114992000,17519000.0,85034000.0,-5467000.0,3467032000.0,53214000.0,143342000.0,-594049000.0,59851000.0,0.0,174679000.0,123719000.0,,-584654000.0,37741000.0,2872983000.0,,86217000,-256000.0,905000.0,,,,,,,,,,
2016-03-31,33660000.0,1387480000.0,40219000.0,3201281000.0,5406000.0,1296494000.0,0.08,8228000,14248000,3206687000.0,39961000.0,-5498000.0,397000.0,12084000,100477000.0,-454000.0,,2754000.0,78652000.0,-2524000.0,41326000.0,15855000,1522935000.0,15750000,18673000.0,47584000,-38232000.0,-196884000.0,,1682293000.0,62869000.0,,162000.0,2754000.0,0.08,-247000000.0,0.0,,-5302000.0,175798000.0,,1802000.0,2754000.0,,-28273000.0,31068000,62891000.0,118871000,18673000.0,96245000.0,6249000.0,3679665000.0,61933000.0,74836000.0,-622824000.0,-60115000.0,0.0,177261000.0,135455000.0,-5498000.0,-613734000.0,15855000.0,3056841000.0,,67295000,-236000.0,-408000.0,,,,,,,,,,
2016-06-30,-4179000.0,1518435000.0,41607000.0,3350069000.0,12440000.0,1429584000.0,0.11,7891000,18922000,3362509000.0,42059000.0,-2088000.0,402000.0,12200000,99915000.0,3943000.0,,3423000.0,84919000.0,-2386000.0,39240000.0,20383000,1654679000.0,20424000,19868000.0,49339000,-38756000.0,-150183000.0,,1702243000.0,2754000.0,,-25000.0,3423000.0,0.11,-258100000.0,0.0,,-4623000.0,177880000.0,,1813000.0,3423000.0,,-66223000.0,35580000,25712000.0,126526000,19868000.0,96795000.0,-2056000.0,3861096000.0,62044000.0,88808000.0,-652657000.0,669000.0,0.0,179221000.0,136244000.0,-2088000.0,-627689000.0,20383000.0,3208439000.0,,74642000,-268000.0,1202000.0,,,,,,,,,,
2016-09-30,37804000.0,1633831000.0,41805000.0,3423768000.0,95431000.0,1552729000.0,0.13,8065000,23382000,3519199000.0,42482000.0,-325000.0,420000.0,12787000,97405000.0,-2883000.0,,87379000.0,90291000.0,-1866000.0,41067000.0,25091000,1767466000.0,24884000,20141000.0,49892000,-38984000.0,-125066000.0,,1746171000.0,3423000.0,,833000.0,87379000.0,0.13,-324900000.0,0.0,,-3247000.0,179223000.0,,1830000.0,87379000.0,,-39640000.0,40399000,47548000.0,132096000,20141000.0,93854000.0,8510000.0,3968754000.0,77444000.0,131578000.0,-685771000.0,83956000.0,0.0,180478000.0,133635000.0,-325000.0,-634248000.0,25091000.0,3282983000.0,,80360000,-409000.0,1189000.0,,,,,,,,,,
2016-12-31,52528000.0,1670788000.0,42216000.0,3464162000.0,10866000.0,1595743000.0,0.13,8639000,23371000,3475028000.0,39940000.0,-4265000.0,412000.0,13328000,98682000.0,-115000.0,,2973000.0,90330000.0,-1376000.0,36514000.0,27047000,1813791000.0,26847000,20226000.0,47873000,-39853000.0,-72338000.0,5284000.0,1655382000.0,87379000.0,,-28000.0,2973000.0,0.13,-122160000.0,0.0,8280000.0,-1850000.0,180053000.0,,1801000.0,2973000.0,,-9577000.0,42457000,-29000.0,132546000,20226000.0,93764000.0,-6731000.0,3998180000.0,62105000.0,-74173000.0,-671364000.0,-84406000.0,0.0,181232000.0,143003000.0,-4265000.0,-658583000.0,27047000.0,3326816000.0,,79609000,-225000.0,1229000.0,,,,,,,,,,
2017-03-31,53577000.0,1673242000.0,44874000.0,3456478000.0,9637000.0,1598960000.0,0.14,9494000,24986000,3466115000.0,38825000.0,-116000.0,415000.0,13599000,95936000.0,-2140000.0,,3081000.0,88163000.0,-1039000.0,31284000.0,25206000,1826697000.0,24986000,21132000.0,47613000,-48690000.0,-19852000.0,,1633210000.0,2973000.0,,6000.0,3081000.0,0.14,-137300000.0,0.0,,-1023000.0,180165000.0,,1802000.0,3081000.0,1039423000.0,-14366000.0,40550000,,133037000,21132000.0,104200000.0,1914000.0,4020366000.0,67943000.0,-47983000.0,-693146000.0,108000.0,0.0,181265000.0,153455000.0,-116000.0,-680919000.0,25206000.0,3327220000.0,-72000.0,77630000,-129000.0,1355000.0,,,,,,,,,,
2017-06-30,72909000.0,1695902000.0,44821000.0,3480997000.0,12241000.0,1614100000.0,0.18,8800000,32458000,3493238000.0,37512000.0,-7000.0,422000.0,13975000,93757000.0,-8914000.0,,8077000.0,93738000.0,-613000.0,33481000.0,32838000,1871905000.0,32458000,21964000.0,45536000,-48707000.0,-26511000.0,,1615444000.0,3081000.0,,-21000.0,8077000.0,0.18,-251300000.0,0.0,,-666000.0,180183000.0,,1802000.0,8077000.0,1141928000.0,-6657000.0,48202000,,138559000,21964000.0,126621000.0,7641000.0,4071098000.0,79566000.0,-48059000.0,-719214000.0,4996000.0,0.0,181189000.0,176003000.0,-7000.0,-691778000.0,32838000.0,3351884000.0,-105000.0,84325000,-96000.0,1418000.0,,,,,,,,,,
2017-09-30,48063000.0,1691341000.0,47152000.0,3492600000.0,10419000.0,1620403000.0,0.21,8228000,37297000,3503019000.0,36548000.0,-68000.0,414000.0,14454000,91455000.0,-2014000.0,,6230000.0,96713000.0,226000.0,36178000.0,37709000,1880116000.0,37297000,,44199000,-48710000.0,-34702000.0,,1616920000.0,8077000.0,,-21000.0,6230000.0,0.21,-137900000.0,0.0,,-363000.0,180304000.0,,1809000.0,6230000.0,,-28708000.0,52514000,,143865000,21765000.0,139368000.0,976000.0,4086960000.0,76771000.0,-43916000.0,-723702000.0,-1847000.0,0.0,181286000.0,188775000.0,-68000.0,-708404000.0,37709000.0,3363258000.0,-41000.0,88711000,-148000.0,1406000.0,,,,,,,,,,
2017-12-31,54230000.0,1711325000.0,44661000.0,3536178000.0,9158000.0,1634990000.0,0.22,8223000,39547000,3545336000.0,35434000.0,191000.0,486000.0,14924000,91206000.0,-178000.0,,5268000.0,98821000.0,-382000.0,34590000.0,39858000,1909966000.0,39547000,21529000.0,43078000,-48899000.0,-66759000.0,5498000.0,1629134000.0,6230000.0,,-21000.0,5268000.0,0.22,-172166000.0,0.0,1716000.0,3000.0,181437000.0,,1822000.0,5268000.0,,-14928000.0,55743000,29861000.0,143482000,21529000.0,143344000.0,-7436000.0,4161715000.0,69158000.0,-3361000.0,-752925000.0,-962000.0,0.0,182432000.0,198641000.0,-110000.0,-729311000.0,39858000.0,3408790000.0,218000.0,89637000,-186000.0,1407000.0,,,,,,,,,,
2018-03-31,26469000.0,1770120000.0,48754000.0,3556552000.0,8982000.0,1689258000.0,0.19,8744000,34423000,3565534000.0,35545000.0,,486000.0,15155000,99085000.0,-1236000.0,,8982000.0,94123000.0,120000.0,39105000.0,34799000,1948205000.0,34423000,,43710000,-54746000.0,-57154000.0,,1610362000.0,9158000.0,,-39663000.0,6036000.0,0.19,-109831000.0,,,279000.0,182274000.0,,1823000.0,6036000.0,,-39663000.0,50413000,,142877000,22671000.0,122703000.0,-5805000.0,4201909000.0,66132000.0,-9154000.0,-785010000.0,-176000.0,,183222000.0,178085000.0,-10320000.0,-748499000.0,34799000.0,3416899000.0,-43000.0,84920000,-183000.0,1592000.0,,,,,,,,,,
2018-06-30,76012000.0,1688657000.0,49528000.0,3575236000.0,9524000.0,1600141000.0,0.21,8341000,38410000,3584760000.0,35624000.0,,483000.0,15451000,100614000.0,575000.0,,9524000.0,98287000.0,-120000.0,43232000.0,38751000,1891322000.0,38410000,,43387000,-55946000.0,-43536000.0,,1686531000.0,8982000.0,,-13538000.0,6487000.0,0.21,-183673000.0,,,0.0,183718000.0,,1859000.0,6487000.0,1142992000.0,-13538000.0,54900000,,147815000,23521000.0,146223000.0,13830000.0,4237717000.0,89550000.0,-45472000.0,-807625000.0,542000.0,,184523000.0,202665000.0,-3827000.0,-773849000.0,38751000.0,3430092000.0,,89826000,-186000.0,1222000.0,,,,,,,,,,
2018-09-30,62366000.0,1728259000.0,48755000.0,3633571000.0,6479000.0,1646265000.0,0.23,9780000,42900000,3640050000.0,35817000.0,,476000.0,15191000,98156000.0,-1784000.0,,6479000.0,104615000.0,-525000.0,49234000.0,43302000,1938028000.0,42900000,,45019000,-54665000.0,-84333000.0,,1695169000.0,9524000.0,,-16514000.0,3387000.0,0.23,-146406000.0,,,0.0,186074000.0,,1863000.0,3387000.0,1143258000.0,-16514000.0,59596000,12913000.0,153370000,23072000.0,153185000.0,-1729000.0,,78880000.0,2408000.0,,-3045000.0,,186916000.0,209769000.0,-5007000.0,-779533000.0,43302000.0,,,94310000,-184000.0,1382000.0,,,,,,,,,,
2018-12-31,53486000.0,1825982000.0,49829000.0,3724349000.0,28623000.0,1747094000.0,,10847000,48156000,3752972000.0,38677000.0,,474000.0,16335000,100796000.0,-653000.0,,6482000.0,104053000.0,10442000.0,3832000.0,48636000,2036523000.0,48156000,,48946000,-55971000.0,-137236000.0,5672000.0,1709678000.0,6479000.0,,-16287000.0,3764000.0,,-125800000.0,,,-1029000.0,,,1871000.0,3764000.0,1143524000.0,-16287000.0,55107000,23494000.0,153882000,22595000.0,149914000.0,-8238000.0,,69773000.0,67466000.0,,3000.0,,,210541000.0,-62000.0,-791915000.0,48636000.0,,,103648000,-182000.0,1376000.0,,,,,,,,,,
2019-03-31,25710000.0,1876477000.0,51425000.0,3807648000.0,6541000.0,1792112000.0,0.19,9147000,35498000,3814189000.0,39066000.0,,466000.0,17517000,94092000.0,-9655000.0,,6541000.0,101420000.0,96000.0,107972000.0,35786000,2105629000.0,35498000,,47589000,-60005000.0,-79033000.0,,1697369000.0,6482000.0,,,3533000.0,0.19,-578400000.0,,,-789000.0,187253000.0,,1881000.0,3533000.0,,-49748000.0,53831000,24580000.0,152845000,23485000.0,168174000.0,-573000.0,,75458000.0,3634000.0,,59000.0,,187984000.0,229152000.0,-107000.0,-823473000.0,35786000.0,,,91745000,-179000.0,1619000.0,,,,,,,,,,
2019-06-30,79870000.0,1940921000.0,50120000.0,3932086000.0,15383000.0,1852834000.0,0.26,9800000,49420000,3947469000.0,41434000.0,,472000.0,18134000,86914000.0,-28646000.0,,15383000.0,108897000.0,10349000.0,105514000.0,49878000,2167483000.0,49420000,,50463000,-60374000.0,-171810000.0,,1773889000.0,6541000.0,,,11103000.0,0.26,-285314000.0,,,-769000.0,189667000.0,,1916000.0,11103000.0,,-21936000.0,58434000,110521000.0,159017000,25230000.0,164533000.0,19507000.0,,101806000.0,78846000.0,,8842000.0,,190543000.0,226562000.0,-3059000.0,-838197000.0,49878000.0,,,109446000,-181000.0,1695000.0,,,,,,,,,,
2019-09-30,60021000.0,1915462000.0,53465000.0,3935079000.0,15251000.0,1824273000.0,0.22,10011000,42154000,3950330000.0,44066000.0,,470000.0,18207000,88812000.0,-3335000.0,,12848000.0,113082000.0,1799000.0,104128000.0,42597000,2128692000.0,42154000,,53390000,-61432000.0,-54431000.0,,1813642000.0,15383000.0,,0.0,7293000.0,0.22,-253780000.0,,,-749000.0,192927000.0,,1936000.0,7293000.0,,-22567000.0,59692000,61232000.0,166547000,25611000.0,150532000.0,-5418000.0,,82588000.0,-30692000.0,,-2535000.0,53000.0,193817000.0,213230000.0,-3392000.0,-860985000.0,42597000.0,,,104870000,-181000.0,1676000.0,,,,,,,,,,
