date,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyResearchAndDevelopment,quarterlyInventory,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyTaxProvision,quarterlyGoodwill,quarterlyDilutedAverageShares,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyBasicAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyGrossPPE,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyDilutedEPS,quarterlyOperatingExpense,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyIncomeTaxPayable
2005-12-31,16123000,16123000,18438000.0,,130097000.0,0.0,-1736000.0,210764000.0,9369000.0,23172000.0,14888000.0,-13000.0,-2619000.0,,,,36261000.0,2493000.0,210764000.0,229884000.0,100544000.0,66153000.0,38598000.0,73843000.0,3867000.0,6772000.0,25072000.0,254956000.0,291217000.0,223804000.0,,-30714000.0,,16702000.0,,0.0,33730000.0,,617250000.0,16123000,,,51443000.0,2996000.0,130209000.0,11673000,90041000,11757000.0,18194000.0,,,73108000.0,254956000.0,41058000.0,15540000,,-1119000.0,,,743000.0,,13504000.0,393446000.0,,39770000.0,4070000.0,-9946000.0,,29859000.0,487041000.0,,11471000.0,118738000.0,0.0,-58220000.0,8978000.0,
2006-03-31,7070000,7070000,23410000.0,,157567000.0,0.0,-1905000.0,8187000.0,9269000.0,20465000.0,15026000.0,-212000.0,2135000.0,62317000.0,51386000.0,,51793000.0,4068000.0,8684000.0,-33961000.0,108416000.0,62015000.0,40200000.0,33936000.0,3998000.0,,254956000.0,220995000.0,272788000.0,274167000.0,0.29,-48094000.0,,21505000.0,,288000.0,5611000.0,,644344000.0,7070000,48666000.0,,47715000.0,504624000.0,139720000.0,5551000,87915000,10595000.0,17829000.0,-606000.0,,73246000.0,220995000.0,0.0,9549000,,2688000.0,,,-65572000.0,,9205000.0,370177000.0,0.28,42164000.0,,2371000.0,,32297000.0,504624000.0,,13475000.0,126245000.0,0.0,-58220000.0,9407000.0,
2006-06-30,10790000,10790000,10306000.0,,130976000.0,0.0,-2292000.0,6002000.0,11151000.0,18798000.0,15385000.0,78000.0,3170000.0,72477000.0,51708000.0,,69678000.0,4364000.0,4027000.0,10414000.0,104698000.0,67941000.0,40827000.0,41075000.0,4326000.0,,220995000.0,231409000.0,301087000.0,264514000.0,0.22,-80315000.0,,8014000.0,,1975000.0,89529000.0,,667300000.0,10790000,49300000.0,,56875000.0,528118000.0,139182000.0,9818000,97702000,-8757000.0,19494000.0,325000.0,,73605000.0,231409000.0,-170000.0,14144000,,1707000.0,,,-6025000.0,,13960000.0,402786000.0,0.21,47057000.0,,2955000.0,,35278000.0,528118000.0,,14990000.0,124192000.0,0.0,-58220000.0,10626000.0,
2006-09-30,-5403000,-5403000,25331000.0,,120637000.0,0.0,-2433000.0,3042000.0,11909000.0,14849000.0,15602000.0,-12296000.0,1027000.0,212881000.0,49649000.0,,74305000.0,34198000.0,3083000.0,-170636000.0,129265000.0,77449000.0,47112000.0,114894000.0,6826000.0,,231409000.0,60773000.0,135078000.0,467920000.0,-0.11,-2043000.0,,22898000.0,,-41000.0,8400000.0,,721002000.0,-5403000,49649000.0,,60367000.0,529469000.0,191533000.0,5782000,107479000,9967000.0,16905000.0,-1474000.0,,73822000.0,60773000.0,2223000.0,12608000,,4764000.0,,,-198838000.0,,-4376000.0,253082000.0,-0.11,54585000.0,,8121000.0,,40833000.0,529469000.0,,45363000.0,146170000.0,0.0,-58220000.0,11165000.0,
2006-12-31,9944000,9944000,28528000.0,,147840000.0,14195000.0,-2706000.0,26431000.0,12551000.0,18619000.0,15813000.0,-465000.0,2259000.0,220430000.0,,,92989000.0,33130000.0,23193000.0,6592000.0,72111000.0,81312000.0,46075000.0,111182000.0,7047000.0,12754000.0,60773000.0,67365000.0,160354000.0,498182000.0,,-87320000.0,,25822000.0,,3238000.0,41669000.0,,784344000.0,9944000,,,70473000.0,7483000.0,214770000.0,8828000,116548000,14408000.0,22845000.0,-1952000.0,,81541000.0,67365000.0,-1985000.0,15875000,,-3783000.0,,,-48003000.0,,12203000.0,286162000.0,,61645000.0,26471000.0,-5858000.0,60684000.0,47245000.0,569574000.0,,44935000.0,169835000.0,0.0,-65728000.0,11805000.0,
2007-03-31,8726000,8726000,33923000.0,,184195000.0,0.0,-2450000.0,8975000.0,12981000.0,16122000.0,15912000.0,0.0,1686000.0,220943000.0,53459000.0,,84081000.0,31359000.0,7412000.0,12047000.0,165690000.0,78369000.0,47329000.0,106637000.0,6822000.0,,67365000.0,79412000.0,163493000.0,531346000.0,0.17,-101281000.0,,31473000.0,,1563000.0,74371000.0,,816839000.0,8726000,51394000.0,,68613000.0,593261000.0,223578000.0,7162000,115942000,17297000.0,14144000.0,-2393000.0,,74132000.0,79412000.0,0.0,13984000,,2543000.0,,,-30875000.0,,10412000.0,285493000.0,0.16,61451000.0,,3477000.0,,46618000.0,593261000.0,,43744000.0,179834000.0,0.0,-58220000.0,12385000.0,
2007-06-30,11171000,11171000,17381000.0,,192228000.0,0.0,-2152000.0,6252000.0,13718000.0,13580000.0,15750000.0,57000.0,3550000.0,221590000.0,53922000.0,,100117000.0,30497000.0,4329000.0,-2441000.0,164753000.0,87922000.0,50141000.0,102450000.0,6557000.0,13005000.0,79412000.0,76971000.0,177088000.0,536294000.0,0.22,-59527000.0,,15229000.0,,1923000.0,35998000.0,,844416000.0,11171000,51938000.0,,76050000.0,7594000.0,228728000.0,11229000,126191000,-4437000.0,19907000.0,-178000.0,,73970000.0,76971000.0,-88000.0,17786000,,2846000.0,,,-26201000.0,,14721000.0,308122000.0,0.21,64821000.0,47192000.0,3820000.0,,49263000.0,615688000.0,,44068000.0,184660000.0,0.0,-58220000.0,13571000.0,
2007-09-30,9232000,9232000,35702000.0,,160784000.0,0.0,-2607000.0,162958000.0,14438000.0,11957000.0,17297000.0,-3707000.0,3078000.0,441275000.0,54743000.0,,94015000.0,42648000.0,162476000.0,43485000.0,214134000.0,95380000.0,51841000.0,169936000.0,7205000.0,,76971000.0,120456000.0,214471000.0,793209000.0,0.17,-1061000.0,,33095000.0,,482000.0,49149000.0,,1146046000.0,9232000,53052000.0,,79821000.0,856519000.0,289527000.0,12097000,131662000,10328000.0,16822000.0,1092000.0,,75517000.0,120456000.0,-686000.0,19302000,,1844000.0,,,-155535000.0,,12310000.0,352837000.0,0.17,67724000.0,,-6651000.0,,51183000.0,856519000.0,,58571000.0,230956000.0,0.0,-58220000.0,15923000.0,
2007-12-31,8251000,8251000,31238000.0,,176609000.0,21831000.0,-4700000.0,27967000.0,18495000.0,11835000.0,18655000.0,-709000.0,1940000.0,443256000.0,,,123322000.0,41764000.0,26990000.0,-3837000.0,92961000.0,101977000.0,57030000.0,162315000.0,10347000.0,14801000.0,120456000.0,116619000.0,239941000.0,809574000.0,,-85852000.0,,26538000.0,,977000.0,41666000.0,,1192334000.0,8251000,,,86548000.0,13068000.0,288540000.0,6057000,143578000,8495000.0,21792000.0,-3752000.0,,91319000.0,116619000.0,691000.0,16404000,,346000.0,,,-63375000.0,,10191000.0,382760000.0,,80491000.0,64675000.0,22417000.0,93293000.0,58616000.0,903794000.0,,58663000.0,229877000.0,7711000.0,-72664000.0,16899000.0,
2008-03-31,7932000,7932000,46706000.0,,234791000.0,0.0,-3547000.0,3297000.0,18834000.0,13023000.0,19549000.0,-9000.0,1361000.0,445843000.0,60976000.0,,107611000.0,38906000.0,3190000.0,2290000.0,224808000.0,120654000.0,56532000.0,156012000.0,10349000.0,,116619000.0,118909000.0,226520000.0,865461000.0,0.13,-91141000.0,,43159000.0,,107000.0,49421000.0,,1233824000.0,7932000,59508000.0,,87911000.0,927890000.0,305934000.0,5626000,144443000,24078000.0,23601000.0,-3433000.0,,92213000.0,118909000.0,0.0,15975000,,-1106000.0,,,-48053000.0,,9293000.0,368363000.0,0.13,82285000.0,,7723000.0,,60246000.0,927890000.0,,57525000.0,248409000.0,0.0,-72664000.0,18619000.0,
2008-06-30,1511000,1511000,13940000.0,,260809000.0,0.0,-4239000.0,10271000.0,19186000.0,13512000.0,20855000.0,-9876000.0,2118000.0,454409000.0,61413000.0,,47422000.0,41656000.0,9544000.0,35646000.0,234220000.0,110795000.0,58649000.0,163933000.0,10311000.0,,118909000.0,154555000.0,201977000.0,906985000.0,0.03,-43376000.0,,9701000.0,,727000.0,38180000.0,,1266518000.0,1511000,59930000.0,,95489000.0,944781000.0,321737000.0,-193000,154138000,-4478000.0,25165000.0,-61000.0,,93519000.0,154555000.0,39992000.0,10118000,,1026000.0,,,11600000.0,,3629000.0,359533000.0,0.02,95682000.0,,6714000.0,,62847000.0,944781000.0,,62058000.0,259679000.0,0.0,-72664000.0,20402000.0,
2008-09-30,10924000,10924000,32325000.0,,222068000.0,0.0,-8721000.0,1202000.0,19676000.0,11865000.0,22893000.0,-16000.0,3790000.0,450635000.0,61547000.0,,111129000.0,40404000.0,1282000.0,-12870000.0,233784000.0,107989000.0,62190000.0,157321000.0,10964000.0,,154555000.0,141685000.0,252814000.0,856604000.0,0.18,-57309000.0,1367000.0,23604000.0,,-80000.0,60698000.0,,1266625000.0,10924000,60388000.0,,100302000.0,949224000.0,317401000.0,16097000,162492000,-1121000.0,21212000.0,-122000.0,,95557000.0,141685000.0,-39992000.0,27061000,,1175000.0,,,-45237000.0,,14714000.0,410021000.0,0.18,84205000.0,,6799000.0,,60692000.0,949224000.0,,62348000.0,255053000.0,0.0,-72664000.0,21944000.0,
2008-12-31,18740000,18740000,42739000.0,171159000.0,17713000.0,35222000.0,-3758000.0,1150000.0,20748000.0,11500000.0,23394000.0,9202000.0,2210000.0,445504000.0,,,186072000.0,37060000.0,-14016000.0,2691000.0,94171000.0,104115000.0,61375000.0,145402000.0,11116000.0,15157000.0,141685000.0,144376000.0,330448000.0,810545000.0,,-103679000.0,,38981000.0,,-116000.0,68311000.0,,1288705000.0,18740000,,,101713000.0,-1343000.0,317883000.0,15820000,163088000,8321000.0,23060000.0,-1938000.0,,102446000.0,144376000.0,-23628000.0,38785000,,-795000.0,,,-39129000.0,,20950000.0,478160000.0,,85893000.0,103782000.0,-19730000.0,108196000.0,71343000.0,970822000.0,,57234000.0,260649000.0,0.0,-79052000.0,246000.0,
2009-03-31,10621000,10621000,31955000.0,162852000.0,17213000.0,0.0,-3728000.0,2806000.0,18476000.0,10608000.0,22970000.0,-47000.0,2302000.0,443739000.0,61564000.0,,184791000.0,34977000.0,2835000.0,37850000.0,237971000.0,85783000.0,56107000.0,137802000.0,10944000.0,,144376000.0,182226000.0,367017000.0,792374000.0,0.17,-82492000.0,,28227000.0,,-29000.0,89707000.0,,1289414000.0,10621000,60905000.0,,83053000.0,,307861000.0,10180000,139160000,10920000.0,16005000.0,-2453000.0,,,182226000.0,0.0,21124000,2942000.0,776000.0,-7007000.0,,3481000.0,-10000.0,12923000.0,497040000.0,0.17,72873000.0,,-562000.0,,50792000.0,981553000.0,,53885000.0,253976000.0,0.0,,18908000.0,
2009-06-30,11590000,11590000,30659000.0,191209000.0,19703000.0,0.0,-1753000.0,1192000.0,17535000.0,11053000.0,21829000.0,-26000.0,2405000.0,449999000.0,61780000.0,,197526000.0,34144000.0,1164000.0,-12122000.0,236108000.0,86358000.0,56703000.0,134846000.0,11002000.0,,182226000.0,170104000.0,367630000.0,824911000.0,0.19,-102629000.0,,28906000.0,,28000.0,64358000.0,,1323844000.0,11590000,61104000.0,,83747000.0,,311219000.0,12193000,140450000,6085000.0,20193000.0,-2429000.0,,,170104000.0,0.0,23195000,4469000.0,415000.0,4017000.0,,-44431000.0,-4434000.0,13995000.0,498933000.0,0.19,71554000.0,,-484000.0,,50372000.0,1012625000.0,,54918000.0,256301000.0,0.0,,20774000.0,
2009-09-30,7796000,7796000,27688000.0,193763000.0,23418000.0,0.0,-2474000.0,12184000.0,19454000.0,12504000.0,22332000.0,-27000.0,-1388000.0,498115000.0,62887000.0,,179906000.0,39154000.0,11551000.0,-25419000.0,267986000.0,93780000.0,59260000.0,172413000.0,11830000.0,,170104000.0,144685000.0,324591000.0,917752000.0,0.13,-48419000.0,,25214000.0,,633000.0,65039000.0,-4204000.0,1388079000.0,7796000,61332000.0,,85424000.0,,346276000.0,4813000,144684000,5078000.0,16466000.0,-2213000.0,,,144685000.0,0.0,16643000,5528000.0,501000.0,-5338000.0,,-66306000.0,-80459000.0,6408000.0,470327000.0,0.12,80611000.0,,1093000.0,,57080000.0,1041803000.0,,61824000.0,284452000.0,0.0,,22670000.0,
2009-12-31,12749000,12749000,29384000.0,224828000.0,29314000.0,0.0,-3211000.0,4735000.0,21917000.0,14445000.0,22052000.0,6555000.0,-279000.0,494498000.0,,,68623000.0,25899000.0,-15550000.0,70126000.0,261519000.0,102147000.0,65135000.0,156664000.0,13441000.0,15492000.0,144685000.0,255038000.0,323661000.0,927356000.0,,-73980000.0,,26173000.0,,337000.0,113159000.0,-7997000.0,1399677000.0,12749000,,,93686000.0,8585000.0,336923000.0,11013000,158821000,-1953000.0,26342000.0,111000.0,,90956000.0,214811000.0,0.0,32756000,5298000.0,-2223000.0,9864000.0,,35977000.0,-23000.0,12470000.0,472321000.0,,82673000.0,146538000.0,-1581000.0,,56073000.0,1062754000.0,,49062000.0,287861000.0,0.0,-68904000.0,184000.0,
2010-03-31,6078000,6078000,30532000.0,275917000.0,28956000.0,0.0,-2861000.0,9319000.0,22227000.0,13673000.0,21623000.0,-34000.0,1823000.0,498695000.0,64338000.0,,123058000.0,23291000.0,9132000.0,-49519000.0,265665000.0,86589000.0,64648000.0,158210000.0,13599000.0,,214811000.0,165292000.0,288350000.0,983401000.0,0.1,-126875000.0,,27671000.0,,187000.0,61825000.0,,1406616000.0,6078000,62513000.0,,95273000.0,,328243000.0,6072000,159921000,8932000.0,15893000.0,-2667000.0,,,165292000.0,0.0,19671000,5705000.0,573000.0,-10366000.0,,-88976000.0,-21065000.0,7901000.0,423215000.0,0.09,89201000.0,,-393000.0,,62243000.0,1078373000.0,,46685000.0,281558000.0,0.0,,23394000.0,
2010-06-30,12709000,12709000,38625000.0,257052000.0,28836000.0,0.0,-2918000.0,2549000.0,23239000.0,12023000.0,21215000.0,2000.0,2318000.0,500120000.0,64377000.0,,189874000.0,22170000.0,2541000.0,-16195000.0,284104000.0,90717000.0,67207000.0,152458000.0,13843000.0,,165292000.0,149097000.0,338971000.0,959681000.0,0.2,-80432000.0,,35707000.0,,8000.0,31342000.0,,1443904000.0,12709000,62618000.0,,101322000.0,,348463000.0,13179000,168529000,8947000.0,17650000.0,-2798000.0,,,149097000.0,0.0,27022000,4553000.0,1431000.0,1771000.0,,-57001000.0,-5001000.0,15027000.0,484223000.0,0.2,88143000.0,,-68000.0,,60144000.0,1095441000.0,,46709000.0,301754000.0,0.0,,24539000.0,
2010-09-30,12538000,12538000,31458000.0,298831000.0,32335000.0,0.0,-3822000.0,3882000.0,25481000.0,13099000.0,22054000.0,-97000.0,3474000.0,526903000.0,63720000.0,,227768000.0,22419000.0,3678000.0,-64470000.0,300334000.0,96797000.0,67005000.0,153933000.0,14650000.0,,149097000.0,84627000.0,312395000.0,1034056000.0,0.2,-97239000.0,,27636000.0,,204000.0,26430000.0,-2193000.0,1497975000.0,12538000,62711000.0,,107851000.0,,365498000.0,12635000,174856000,5786000.0,16302000.0,-992000.0,,,84627000.0,0.0,27285000,5638000.0,-647000.0,-2269000.0,,-100825000.0,-26201000.0,16012000.0,463919000.0,0.2,95216000.0,,-109000.0,,64767000.0,1132477000.0,,48862000.0,316636000.0,0.0,,26443000.0,
2010-12-31,17382000,17382000,44405000.0,311081000.0,31118000.0,0.0,-3414000.0,10216000.0,26136000.0,10861000.0,22014000.0,-25000.0,1711000.0,527614000.0,,,242593000.0,19705000.0,,24899000.0,307031000.0,99257000.0,70215000.0,141632000.0,15018000.0,15875000.0,84627000.0,109526000.0,352119000.0,1033459000.0,,-83442000.0,,40991000.0,,-417000.0,57000000.0,-2850000.0,1534418000.0,17382000,,,115930000.0,10576000.0,373658000.0,17166000,186145000,1212000.0,20019000.0,1595000.0,,100260000.0,109526000.0,0.0,45068000,5158000.0,2189000.0,3728000.0,,-29858000.0,0.0,19093000.0,500959000.0,,98764000.0,195245000.0,-445000.0,,67598000.0,1160760000.0,,46608000.0,327050000.0,0.0,-78246000.0,2127000.0,
2011-03-31,8147000,8147000,55487000.0,319930000.0,31488000.0,0.0,-3415000.0,5095000.0,25901000.0,13478000.0,23973000.0,0.0,3022000.0,568833000.0,64935000.0,,226445000.0,25358000.0,6876000.0,1211000.0,358139000.0,110820000.0,71201000.0,159662000.0,15627000.0,,109526000.0,110737000.0,337182000.0,1103886000.0,0.13,-50708000.0,,52072000.0,,384000.0,59250000.0,-5644000.0,1612082000.0,8147000,63560000.0,-2165000.0,114096000.0,,428236000.0,8350000,185297000,28953000.0,17825000.0,-2748000.0,,,110737000.0,0.0,23977000,5653000.0,-702000.0,,,-59771000.0,-64898000.0,11169000.0,508196000.0,0.13,105746000.0,,5269000.0,,74448000.0,1183846000.0,,52272000.0,375964000.0,0.0,,26914000.0,
2011-06-30,15549000,15549000,27652000.0,301908000.0,34154000.0,0.0,-4616000.0,-20617000.0,26853000.0,15049000.0,25025000.0,0.0,2141000.0,573260000.0,65052000.0,,213997000.0,19971000.0,8105000.0,31869000.0,347402000.0,112783000.0,76800000.0,140947000.0,17201000.0,,110737000.0,142606000.0,356603000.0,1075294000.0,0.24,-68535000.0,,23036000.0,,85000.0,97081000.0,-2241000.0,1604791000.0,15549000,63596000.0,-28807000.0,118651000.0,,415007000.0,15130000,195451000,-7219000.0,18548000.0,-4177000.0,,,142606000.0,0.0,32331000,5335000.0,-1924000.0,,,23900000.0,-49000.0,17690000.0,529497000.0,0.24,103521000.0,,5250000.0,,70621000.0,1189784000.0,,49057000.0,365950000.0,0.0,,29086000.0,
2011-09-30,18322000,18322000,17942000.0,291896000.0,31789000.0,0.0,-9000000.0,-51022000.0,27065000.0,13007000.0,27144000.0,0.0,4181000.0,569308000.0,64002000.0,,185416000.0,17311000.0,3099000.0,-20450000.0,335302000.0,120965000.0,77659000.0,128996000.0,16080000.0,,142606000.0,122156000.0,307572000.0,1049133000.0,0.29,-51132000.0,,8942000.0,,-102000.0,73628000.0,-9325000.0,1543020000.0,18322000,62824000.0,-54019000.0,121802000.0,,400220000.0,20428000,199461000,-19369000.0,21187000.0,-1807000.0,,,122156000.0,0.0,36508000,4285000.0,1169000.0,,,13558000.0,0.0,22503000.0,493887000.0,0.29,101374000.0,,17035000.0,,68491000.0,1142800000.0,,43731000.0,356489000.0,0.0,,26420000.0,
2011-12-31,15245000,15245000,53293000.0,214136000.0,28890000.0,0.0,-4426000.0,-2219000.0,29307000.0,13404000.0,28299000.0,-725000.0,2277000.0,609187000.0,,,144003000.0,27766000.0,,82281000.0,190372000.0,126981000.0,81645000.0,158153000.0,18050000.0,16273000.0,122156000.0,204437000.0,348440000.0,1038665000.0,,-32393000.0,,48867000.0,,5000.0,147003000.0,-3411000.0,1581836000.0,15245000,,-10895000.0,131977000.0,-1895000.0,423192000.0,15120000,213622000,12796000.0,19014000.0,-43000.0,,116708000.0,204437000.0,0.0,43956000,5886000.0,-591000.0,,,31757000.0,-78430000.0,17522000.0,543171000.0,,116857000.0,252508000.0,15778000.0,160242000.0,81135000.0,1158644000.0,,53564000.0,369628000.0,0.0,-88409000.0,2070000.0,
2012-03-31,7807000,7807000,70190000.0,152156000.0,30522000.0,0.0,-6999000.0,-27503000.0,30222000.0,13385000.0,32197000.0,0.0,223000.0,687174000.0,62884000.0,,169092000.0,72771000.0,7701000.0,-54945000.0,218149000.0,131032000.0,87585000.0,283580000.0,22811000.0,,204437000.0,149492000.0,318584000.0,1185629000.0,0.13,-2428000.0,,63191000.0,,35000.0,45432000.0,11781000.0,1709959000.0,7807000,61425000.0,-35239000.0,122776000.0,,547731000.0,4627000,210361000,41662000.0,23616000.0,-6477000.0,,,149492000.0,0.0,27438000,6608000.0,754000.0,3654000.0,,-97028000.0,-135503000.0,8030000.0,524330000.0,0.12,118149000.0,,7807000.0,206513000.0,80024000.0,1162228000.0,,99453000.0,448278000.0,0.0,,26682000.0,
2012-06-30,11180000,11180000,11778000.0,125902000.0,29999000.0,0.0,-7809000.0,-14830000.0,28594000.0,11760000.0,35169000.0,0.0,-1047000.0,682299000.0,62743000.0,,186943000.0,67073000.0,15023000.0,-23203000.0,186639000.0,130827000.0,86598000.0,260094000.0,24654000.0,,149492000.0,126289000.0,313232000.0,1133463000.0,0.18,-70311000.0,,3969000.0,,27000.0,78126000.0,-862000.0,1644881000.0,11180000,61163000.0,-29880000.0,125508000.0,,492914000.0,9018000,212106000,-23052000.0,26984000.0,-7232000.0,,,126289000.0,0.0,33672000,6143000.0,1147000.0,3485000.0,0.0,-19957000.0,-20000000.0,10133000.0,511418000.0,0.18,116490000.0,,6116000.0,187013000.0,79660000.0,1151967000.0,,92278000.0,400636000.0,0.0,,25205000.0,
2012-09-30,16777000,16777000,11596000.0,136254000.0,30160000.0,0.0,-7172000.0,-25523000.0,30094000.0,11005000.0,37475000.0,-1884000.0,-1910000.0,687597000.0,61971000.0,,211014000.0,62887000.0,2926000.0,-51445000.0,197664000.0,140687000.0,88328000.0,243221000.0,24753000.0,,126289000.0,74844000.0,285858000.0,1134707000.0,0.28,-66437000.0,,4424000.0,,-122000.0,36534000.0,-8466000.0,1628414000.0,16777000,60766000.0,-28327000.0,130531000.0,,469242000.0,15134000,218859000,-29244000.0,22792000.0,-5972000.0,,,74844000.0,0.0,39887000,4960000.0,1566000.0,-4305000.0,0.0,-37072000.0,0.0,14867000.0,493707000.0,0.27,115397000.0,,5082000.0,160275000.0,77078000.0,1159172000.0,,88511000.0,380731000.0,0.0,,25624000.0,
2012-12-31,32130000,32130000,42075000.0,146154000.0,28676000.0,0.0,-8195000.0,-8698000.0,32477000.0,13897000.0,41278000.0,2479000.0,-11260000.0,695027000.0,,,199955000.0,58341000.0,4730000.0,23752000.0,150369000.0,155426000.0,88711000.0,228746000.0,23259000.0,16666000.0,74844000.0,98596000.0,298551000.0,1139881000.0,,-28728000.0,,33880000.0,,164000.0,35663000.0,-14316000.0,1660945000.0,32130000,,-13592000.0,148974000.0,12194000.0,469857000.0,18737000,237685000,-14559000.0,20553000.0,-4487000.0,,144293000.0,98596000.0,0.0,48483000,5901000.0,-2967000.0,-2539000.0,,-10306000.0,-9042000.0,20870000.0,521064000.0,,130237000.0,320402000.0,-36096000.0,150424000.0,89534000.0,1191088000.0,,86428000.0,383429000.0,0.0,-103015000.0,3760000.0,
2013-03-31,17801000,17801000,58213000.0,203468000.0,29869000.0,0.0,-4443000.0,948000.0,31623000.0,13167000.0,40982000.0,1191000.0,1968000.0,686226000.0,61800000.0,,177665000.0,53131000.0,8639000.0,21567000.0,197927000.0,150298000.0,85841000.0,205801000.0,23102000.0,,98596000.0,120163000.0,297828000.0,1166346000.0,0.29,-78724000.0,,53770000.0,,-35000.0,45513000.0,1898000.0,1685596000.0,17801000,60360000.0,-7656000.0,138486000.0,,479342000.0,18578000,224327000,16490000.0,19964000.0,-5352000.0,,40982000.0,120163000.0,-306000.0,41680000,5835000.0,498000.0,-495000.0,,-37650000.0,0.0,19769000.0,519250000.0,0.29,119908000.0,,5870000.0,179918000.0,80131000.0,1206254000.0,,81533000.0,397809000.0,0.0,,28402000.0,
2013-06-30,16966000,16966000,35146000.0,244722000.0,26875000.0,0.0,-4462000.0,-18566000.0,31438000.0,15534000.0,40819000.0,0.0,3380000.0,687165000.0,61784000.0,,140308000.0,45790000.0,6381000.0,-2413000.0,192315000.0,151867000.0,86010000.0,187611000.0,23268000.0,,120163000.0,117750000.0,258058000.0,1187192000.0,0.28,-96157000.0,,30684000.0,,45000.0,82561000.0,-1903000.0,1670946000.0,16966000,60382000.0,-15336000.0,138864000.0,,467961000.0,19333000,224874000,-9056000.0,25403000.0,-3889000.0,,40819000.0,117750000.0,0.0,42601000,5407000.0,-2332000.0,5437000.0,-9656000.0,-18058000.0,0.0,20346000.0,483754000.0,0.27,119531000.0,,5362000.0,175560000.0,79972000.0,1202985000.0,,74683000.0,393278000.0,0.0,,28893000.0,
2013-09-30,-3708000,-3708000,-15635000.0,252702000.0,28863000.0,0.0,-7269000.0,-13546000.0,34536000.0,15221000.0,44256000.0,-211000.0,20335000.0,702649000.0,60497000.0,,88221000.0,39320000.0,12367000.0,-14800000.0,192608000.0,157831000.0,90562000.0,185614000.0,22937000.0,,117750000.0,102950000.0,191171000.0,1214084000.0,-0.06,-28697000.0,,-22904000.0,,353000.0,71395000.0,-3664000.0,1640701000.0,-3708000,60497000.0,-16573000.0,139301000.0,,433918000.0,16032000,229863000,-36813000.0,24343000.0,-5157000.0,,44256000.0,102950000.0,0.0,38969000,6732000.0,455000.0,-1425000.0,-9693000.0,14087000.0,-21361000.0,16627000.0,426617000.0,-0.06,123269000.0,,6912000.0,147218000.0,81142000.0,1206783000.0,,69749000.0,364169000.0,0.0,,30429000.0,
2013-12-31,24216000,24216000,46551000.0,243677000.0,33253000.0,0.0,-5153000.0,-37740000.0,38966000.0,13448000.0,44343000.0,-1248000.0,2722000.0,707939000.0,,,82826000.0,37841000.0,10994000.0,16595000.0,151403000.0,189323000.0,102534000.0,170125000.0,22048000.0,17212000.0,102950000.0,119545000.0,202371000.0,1196442000.0,,-2807000.0,,41398000.0,,809000.0,18948000.0,-30900000.0,1657058000.0,24216000,,-39882000.0,167685000.0,12401000.0,452262000.0,26337000,270219000,-4515000.0,25962000.0,-2877000.0,,149913000.0,119545000.0,0.0,51967000,8334000.0,1851000.0,1540000.0,-9661000.0,8198000.0,-2830000.0,26938000.0,460616000.0,,141348000.0,346667000.0,7525000.0,144536000.0,95677000.0,1204796000.0,,68071000.0,384191000.0,0.0,-105570000.0,3578000.0,
