date,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlySaleOfInvestment,quarterlyBasicAverageShares,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyEbitda,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,quarterlyCommonStockIssuance,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAccruedExpenses,quarterlyTotalAssets,quarterlyCostOfRevenue,quarterlyNetIncome,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2003-06-30,5300000.0,,,5128600000.0,-824500000.0,1015300000.0,601200000.0,,406900000.0,103800000.0,160700000.0,160700000.0,1082300000.0,136800000.0,605100000.0,301900000.0,,2761900000.0,512100000,114600000.0,,-3256200000.0,43300000.0,,318500000.0,1881600000.0,6018100000.0,0.0,2035200000.0,272100000.0,,-221200000.0,-38600000.0,414100000,803900000.0,2247400000,-22500000.0,24500000.0,,2831000000.0,0.5,8381500000.0,829100000.0,409200000.0,,4518600000.0,831400000.0,233500000.0,23900000.0,360100000.0,10263100000.0,1232100000.0,203900000.0,98000000.0,203900000,601200000.0,6349800000.0,589900000.0,160700000.0,-6100000.0,0.5,,1061900000.0,999800000.0,89500000.0,,-4900000.0,,-102700000.0,203900000.0,-33600000.0,9180800000.0,491000000.0,,,,
2003-09-30,1800000.0,,,5128200000.0,-820600000.0,1034000000.0,603200000.0,,408300000.0,103800000.0,341900000.0,341900000.0,1217700000.0,160700000.0,623600000.0,283200000.0,,2716400000.0,519100000,120100000.0,,-3337000000.0,22400000.0,,351400000.0,2052500000.0,6053400000.0,-14300000.0,2163300000.0,522600000.0,,-294000000.0,-52700000.0,430800000,956100000.0,2281600000,171700000.0,19600000.0,,2814600000.0,0.56,8336100000.0,842400000.0,410900000.0,,4518400000.0,837500000.0,469900000.0,181200000.0,371200000.0,10388600000.0,1247600000.0,231300000.0,88300000.0,231300000,603200000.0,6356300000.0,585000000.0,341900000.0,7600000.0,0.57,,863700000.0,1000400000.0,87000000.0,,2500000.0,,-103200000.0,231300000.0,-50900000.0,9170900000.0,491500000.0,,,,
2003-12-31,-7900000.0,,,5167900000.0,-729200000.0,946900000.0,595100000.0,,,103800000.0,141200000.0,141200000.0,1443200000.0,341900000.0,703800000.0,251400000.0,,2780200000.0,452600000,55500000.0,,-3439300000.0,41200000.0,,243500000.0,1797200000.0,6219500000.0,-13700000.0,2247700000.0,188000000.0,,-286900000.0,-126000000.0,351800000,1163300000.0,2135000000,-194200000.0,17300000.0,,2766000000.0,,8433600000.0,754800000.0,,,4265400000.0,693400000.0,62000000.0,-200700000.0,,10230800000.0,1188100000.0,188000000.0,100800000.0,188000000,595100000.0,6021600000.0,649800000.0,141200000.0,-5400000.0,,,898900000.0,1062800000.0,102900000.0,,-600000.0,,-103600000.0,188000000.0,-120100000.0,8787600000.0,485500000.0,,,,
2004-03-31,400000.0,,,5132000000.0,-731800000.0,1035000000.0,614800000.0,,410800000.0,103800000.0,196100000.0,196100000.0,1572000000.0,141200000.0,710700000.0,278200000.0,,2735800000.0,505700000,120900000.0,,-3511200000.0,87700000.0,,340700000.0,1972800000.0,6247000000.0,-82200000.0,2363400000.0,253600000.0,-110300000.0,-152500000.0,-42200000.0,420200000,1267300000.0,2390500000,23000000.0,7200000.0,,2825700000.0,0.53,8332100000.0,873800000.0,414400000.0,,4263400000.0,580400000.0,211400000.0,54900000.0,,10304900000.0,1355500000.0,219800000.0,85500000.0,219800000,614800000.0,5907200000.0,624700000.0,196100000.0,-1300000.0,0.54,,847700000.0,1063400000.0,78200000.0,,0.0,,-104000000.0,219800000.0,-41800000.0,8732900000.0,464300000.0,,,,
2004-06-30,400000.0,,,5130900000.0,-738600000.0,1080200000.0,641800000.0,,411800000.0,103800000.0,211300000.0,211300000.0,1734200000.0,196100000.0,732600000.0,297300000.0,,2676000000.0,550800000,119900000.0,,-3591200000.0,114500000.0,,357300000.0,2027700000.0,6267200000.0,-80600000.0,2467300000.0,235900000.0,-16500000.0,-163900000.0,-58900000.0,438400000,764900000.0,2387300000,-111700000.0,-16100000.0,,2649400000.0,0.57,8267100000.0,899100000.0,416500000.0,,4263500000.0,583300000.0,177000000.0,15200000.0,395700000.0,10294800000.0,1307100000.0,237400000.0,112400000.0,237400000,641800000.0,5911200000.0,620000000.0,211300000.0,-5000000.0,0.58,,756200000.0,1064400000.0,76100000.0,,-1700000.0,,-104200000.0,237400000.0,-58500000.0,8560600000.0,460200000.0,,,,
2004-09-30,200000.0,,,5119400000.0,-738800000.0,1126200000.0,669400000.0,,412400000.0,103800000.0,423000000.0,423000000.0,1871300000.0,211300000.0,797600000.0,256300000.0,,2648500000.0,552400000,130100000.0,,-3655500000.0,39800000.0,,377100000.0,2241200000.0,6304000000.0,-66500000.0,2622000000.0,539600000.0,-13900000.0,-258800000.0,-68400000.0,456800000,880300000.0,2445300000,156500000.0,16500000.0,,2689100000.0,0.59,8228000000.0,920600000.0,416700000.0,,4271000000.0,587400000.0,471200000.0,211700000.0,387900000.0,10469200000.0,1319100000.0,247000000.0,95600000.0,247000000,669400000.0,5908800000.0,641300000.0,423000000.0,-3500000.0,0.6,,623300000.0,1050400000.0,76200000.0,,-1000000.0,,-104900000.0,247000000.0,-68200000.0,8597900000.0,460100000.0,,,,
2004-12-31,-700000.0,,,5116200000.0,-439900000.0,1073800000.0,708100000.0,,,103800000.0,417400000.0,417400000.0,2257200000.0,423000000.0,767200000.0,0.0,,2715100000.0,482200000,104400000.0,,-3778800000.0,49800000.0,,290800000.0,2121800000.0,6493900000.0,-68200000.0,2701300000.0,199900000.0,-63300000.0,-141100000.0,-109100000.0,365700000,332200000.0,2390800000,-97600000.0,50100000.0,,2846000000.0,,8668600000.0,776400000.0,,,3892600000.0,607000000.0,90800000.0,-5600000.0,758300000.0,10790400000.0,1317000000.0,186400000.0,116500000.0,186400000,708100000.0,5687200000.0,681000000.0,417400000.0,3200000.0,,,988300000.0,1187600000.0,78100000.0,,-4000000.0,,-104500000.0,186400000.0,-101900000.0,8533200000.0,837300000.0,,,,
2005-03-31,1700000.0,,,4886900000.0,-461900000.0,1135900000.0,668100000.0,,413100000.0,103800000.0,265300000.0,265300000.0,2290600000.0,417400000.0,735900000.0,259000000.0,,2637000000.0,569400000,119800000.0,,-3769400000.0,145400000.0,,374500000.0,2117100000.0,6406400000.0,-260300000.0,2846200000.0,210000000.0,-54700000.0,-311400000.0,-40600000.0,467800000,689900000.0,2572300000,-123000000.0,-18900000.0,,2738900000.0,0.61,8368400000.0,949300000.0,417200000.0,,3892200000.0,616300000.0,169400000.0,-152100000.0,374600000.0,10485500000.0,1436400000.0,254700000.0,101600000.0,254700000,668100000.0,5456000000.0,643500000.0,265300000.0,-17400000.0,0.62,,938500000.0,947500000.0,75900000.0,,-700000.0,,-104000000.0,254700000.0,-38900000.0,8194900000.0,844500000.0,,,,
2005-06-30,-400000.0,,,4886400000.0,-485100000.0,1198600000.0,726100000.0,,412000000.0,104500000.0,303200000.0,303200000.0,2477400000.0,265300000.0,753500000.0,308500000.0,,2604800000.0,565700000,128200000.0,,-3785600000.0,324000000.0,,387200000.0,2230800000.0,6390400000.0,-2800000.0,3026700000.0,377400000.0,,-228900000.0,-72400000.0,472500000,736100000.0,2587200000,21500000.0,-54800000.0,,3352400000.0,0.62,8304000000.0,938800000.0,415800000.0,,3169800000.0,609600000.0,305000000.0,37900000.0,365300000.0,10534800000.0,1388600000.0,259000000.0,93200000.0,259000000,726100000.0,4705000000.0,680300000.0,303200000.0,3900000.0,0.63,,1497500000.0,925600000.0,89200000.0,,3800000.0,,-104000000.0,259000000.0,-102800000.0,8057400000.0,812800000.0,,,,
2005-09-30,6100000.0,,,4885800000.0,-491500000.0,1186000000.0,720300000.0,,413400000.0,104600000.0,463500000.0,463500000.0,2660200000.0,303200000.0,818100000.0,254200000.0,,2606400000.0,562700000,117700000.0,,-3842400000.0,-262700000.0,,392000000.0,2420400000.0,6448800000.0,0.0,3186100000.0,547300000.0,,-285000000.0,-107000000.0,465700000,835000000.0,2623400000,46700000.0,11800000.0,,3353800000.0,0.66,8286500000.0,1026000000.0,416700000.0,,3162700000.0,611600000.0,440300000.0,160300000.0,390300000.0,10706900000.0,1437400000.0,274300000.0,97000000.0,274300000,720300000.0,4692900000.0,676700000.0,463500000.0,-5700000.0,0.66,,1310400000.0,918600000.0,68000000.0,,2200000.0,,-114800000.0,274300000.0,-101100000.0,8046700000.0,794300000.0,,,,
2005-12-31,-7600000.0,,,4893500000.0,-576100000.0,1045100000.0,700800000.0,,,104600000.0,219100000.0,219100000.0,2283700000.0,463500000.0,883300000.0,0.0,,2648400000.0,444300000,79000000.0,,-3815600000.0,15000000.0,,271400000.0,2196500000.0,6464000000.0,-401100000.0,3266100000.0,8600000.0,,-80000000.0,-154200000.0,344300000,339100000.0,2394300000,83100000.0,2700000.0,,3162800000.0,,8378000000.0,879100000.0,,,3702600000.0,479600000.0,-145600000.0,-244400000.0,745700000.0,10574500000.0,1349200000.0,192400000.0,100000000.0,192400000,700800000.0,5128000000.0,717000000.0,219100000.0,-5700000.0,,,1194700000.0,945800000.0,67200000.0,,600000.0,,-112400000.0,192400000.0,-172200000.0,8290800000.0,836100000.0,,,,
2006-03-31,1400000.0,,,1437800000.0,-586700000.0,1196700000.0,724200000.0,,399000000.0,104600000.0,260600000.0,260600000.0,1922700000.0,219100000.0,832200000.0,0.0,,2630600000.0,553800000,129000000.0,,-3861000000.0,38200000.0,,403100000.0,2410300000.0,6491600000.0,-579900000.0,3431300000.0,163800000.0,,-61700000.0,-62600000.0,472500000,375700000.0,2726500000,-205000000.0,-8700000.0,,3714700000.0,0.68,8377500000.0,1028100000.0,401600000.0,3455800000.0,3714400000.0,494900000.0,101200000.0,41500000.0,724900000.0,10787800000.0,1529800000.0,274100000.0,81300000.0,274100000,724200000.0,5150400000.0,706100000.0,260600000.0,5100000.0,0.69,-1800000.0,1781900000.0,941100000.0,74500000.0,,1700000.0,,-108900000.0,274100000.0,-63000000.0,8865100000.0,853300000.0,,,,
2006-06-30,-100000.0,,,1437300000.0,-607600000.0,1235500000.0,774300000.0,,394100000.0,104600000.0,315100000.0,315100000.0,2169000000.0,260600000.0,878100000.0,0.0,,2661600000.0,552700000,121500000.0,,-3994000000.0,78000000.0,,388300000.0,2479300000.0,6655600000.0,0.0,3588300000.0,338000000.0,,-180200000.0,-99500000.0,461200000,341500000.0,2773900000,-48900000.0,6300000.0,,4219100000.0,0.67,8415800000.0,1057400000.0,396600000.0,3448700000.0,3053500000.0,524500000.0,238500000.0,54500000.0,681700000.0,10895100000.0,1538400000.0,266500000.0,91500000.0,266500000,774300000.0,4507000000.0,719700000.0,315100000.0,4000000.0,0.68,-100000.0,2317800000.0,929000000.0,77200000.0,,5700000.0,,-109500000.0,266500000.0,-99700000.0,8726100000.0,868200000.0,,,,
2006-09-30,5400000.0,,,1437100000.0,-587400000.0,1273300000.0,785700000.0,,397000000.0,104600000.0,462700000.0,462700000.0,2466700000.0,315100000.0,915700000.0,0.0,,2697000000.0,572300000,132400000.0,,-4080500000.0,81100000.0,,413700000.0,2644300000.0,6777500000.0,0.0,3753700000.0,610200000.0,-82700000.0,-372600000.0,-99800000.0,487600000,388100000.0,2822400000,182200000.0,4500000.0,,4116700000.0,0.7,8444900000.0,1076300000.0,399700000.0,3448200000.0,3053200000.0,541900000.0,510400000.0,147600000.0,831000000.0,11089200000.0,1549100000.0,281100000.0,84700000.0,281100000,785700000.0,4505800000.0,755400000.0,462700000.0,1700000.0,0.71,0.0,1981900000.0,910700000.0,75800000.0,,8100000.0,,-115700000.0,281100000.0,-94400000.0,8622500000.0,862600000.0,,,,
2006-12-31,-6700000.0,,,1419700000.0,-1046200000.0,1119700000.0,775200000.0,,,104600000.0,410600000.0,410600000.0,2069000000.0,462700000.0,910400000.0,0.0,,2815600000.0,439700000,83600000.0,,-4102000000.0,20200000.0,,266500000.0,2427000000.0,6917600000.0,-69900000.0,3630400000.0,298500000.0,-61300000.0,-174500000.0,-191200000.0,344500000,317700000.0,2583900000,33200000.0,-45800000.0,,4020200000.0,,8287000000.0,833500000.0,,3448300000.0,3053000000.0,952500000.0,107300000.0,-52100000.0,800800000.0,10714000000.0,1464200000.0,182400000.0,95200000.0,182400000,775200000.0,4624800000.0,823900000.0,410600000.0,1400000.0,,200000.0,1991300000.0,619300000.0,79900000.0,,6400000.0,,-115800000.0,182400000.0,-188300000.0,8645000000.0,603400000.0,,,,
2007-03-31,0.0,,,1420000000.0,-1024000000.0,1264000000.0,765000000.0,,398000000.0,105000000.0,236000000.0,236000000.0,2275000000.0,411000000.0,942000000.0,0.0,,2799000000.0,586000000,102000000.0,,-4186000000.0,62000000.0,,423000000.0,2397000000.0,6985000000.0,-114000000.0,3831000000.0,355000000.0,-30000000.0,-474000000.0,-66000000.0,499000000,353000000.0,2963000000,-18000000.0,-33000000.0,,3716000000.0,0.8,8288000000.0,1147000000.0,401000000.0,3448000000.0,3052000000.0,1043000000.0,289000000.0,-175000000.0,731000000.0,10685000000.0,1699000000.0,321000000.0,87000000.0,321000000,765000000.0,4694000000.0,779000000.0,236000000.0,2000000.0,0.81,,1690000000.0,599000000.0,78000000.0,,4000000.0,,-116000000.0,321000000.0,-66000000.0,8410000000.0,621000000.0,,,,
2007-06-30,-4000000.0,,,1412000000.0,-1000000000.0,1377000000.0,859000000.0,,397000000.0,105000000.0,574000000.0,574000000.0,2401000000.0,236000000.0,971000000.0,0.0,,2845000000.0,616000000,141000000.0,,-4310000000.0,38000000.0,,442000000.0,2781000000.0,7155000000.0,-150000000.0,4011000000.0,395000000.0,-4000000.0,58000000.0,-115000000.0,518000000,341000000.0,3015000000,8000000.0,-59000000.0,,4462000000.0,0.75,8342000000.0,1118000000.0,401000000.0,3448000000.0,2588000000.0,1100000000.0,280000000.0,338000000.0,715000000.0,11123000000.0,1638000000.0,301000000.0,98000000.0,301000000,859000000.0,4260000000.0,815000000.0,574000000.0,0.0,0.76,,2435000000.0,572000000.0,76000000.0,,6000000.0,,-116000000.0,301000000.0,-119000000.0,8722000000.0,637000000.0,,,,
2007-09-30,0.0,-20000000.0,,1412000000.0,-984000000.0,1342000000.0,850000000.0,,395000000.0,105000000.0,576000000.0,576000000.0,2507000000.0,574000000.0,1014000000.0,0.0,,2894000000.0,582000000,111000000.0,,-4383000000.0,41000000.0,,416000000.0,2872000000.0,7277000000.0,-153000000.0,4190000000.0,503000000.0,-8000000.0,-370000000.0,-111000000.0,492000000,386000000.0,3004000000,79000000.0,-22000000.0,,4491000000.0,0.76,8400000000.0,1157000000.0,399000000.0,3448000000.0,2588000000.0,1105000000.0,392000000.0,2000000.0,789000000.0,11272000000.0,1662000000.0,305000000.0,90000000.0,305000000,850000000.0,4274000000.0,835000000.0,576000000.0,3000000.0,0.77,0.0,2302000000.0,581000000.0,79000000.0,,-2000000.0,,-122000000.0,305000000.0,-111000000.0,8765000000.0,646000000.0,,,,
2007-12-31,-128000000.0,-77000000.0,,1450000000.0,-827000000.0,1196000000.0,837000000.0,,,105000000.0,524000000.0,524000000.0,2526000000.0,576000000.0,1081000000.0,0.0,,2990000000.0,456000000,90000000.0,,-4313000000.0,22000000.0,,266000000.0,2717000000.0,7303000000.0,-233000000.0,4217000000.0,250000000.0,-54000000.0,-2000000.0,-180000000.0,359000000,314000000.0,2794000000,-59000000.0,45000000.0,,4044000000.0,,8680000000.0,1026000000.0,,3515000000.0,3270000000.0,910000000.0,70000000.0,-52000000.0,694000000.0,11397000000.0,1598000000.0,176000000.0,97000000.0,176000000,837000000.0,4827000000.0,924000000.0,524000000.0,-7000000.0,,0.0,1955000000.0,647000000.0,86000000.0,,-2000000.0,,-121000000.0,176000000.0,-305000000.0,8871000000.0,725000000.0,,,,
2008-03-31,0.0,39000000.0,-242000000.0,1449000000.0,-725000000.0,1364000000.0,819000000.0,,386000000.0,105000000.0,532000000.0,532000000.0,2234000000.0,524000000.0,1148000000.0,0.0,-118000000.0,3052000000.0,628000000,137000000.0,,-4446000000.0,40000000.0,-105000000.0,452000000.0,3070000000.0,7498000000.0,-642000000.0,4399000000.0,248000000.0,70000000.0,-85000000.0,-67000000.0,545000000,399000000.0,3258000000,-179000000.0,-11000000.0,82000000.0,4091000000.0,0.81,8862000000.0,1360000000.0,389000000.0,3598000000.0,4018000000.0,923000000.0,181000000.0,8000000.0,622000000.0,11932000000.0,1894000000.0,315000000.0,94000000.0,315000000,819000000.0,5607000000.0,893000000.0,532000000.0,-11000000.0,0.82,,1840000000.0,666000000.0,82000000.0,,8000000.0,48000000.0,-119000000.0,315000000.0,-172000000.0,9698000000.0,238000000.0,,,,
2008-06-30,10000000.0,-49000000.0,,1449000000.0,-683000000.0,1444000000.0,914000000.0,,379000000.0,105000000.0,556000000.0,556000000.0,2504000000.0,532000000.0,1206000000.0,0.0,,3071000000.0,618000000,133000000.0,,-4502000000.0,21000000.0,,445000000.0,3037000000.0,7573000000.0,-8000000.0,4590000000.0,441000000.0,-118000000.0,-288000000.0,-112000000.0,530000000,365000000.0,3343000000,39000000.0,8000000.0,,3883000000.0,0.82,8956000000.0,1285000000.0,382000000.0,3597000000.0,4008000000.0,936000000.0,329000000.0,24000000.0,667000000.0,11993000000.0,1899000000.0,312000000.0,88000000.0,312000000,914000000.0,5606000000.0,942000000.0,556000000.0,-8000000.0,0.82,,1645000000.0,662000000.0,77000000.0,,1000000.0,,-117000000.0,312000000.0,-130000000.0,9489000000.0,839000000.0,,,,
2008-09-30,0.0,43000000.0,,1449000000.0,-888000000.0,1403000000.0,870000000.0,,380000000.0,105000000.0,684000000.0,684000000.0,2619000000.0,556000000.0,1134000000.0,0.0,,3067000000.0,625000000,133000000.0,,-4432000000.0,94000000.0,,475000000.0,3107000000.0,7499000000.0,0.0,4790000000.0,499000000.0,-12000000.0,-135000000.0,-116000000.0,533000000,388000000.0,3288000000,35000000.0,-9000000.0,,3772000000.0,0.89,8931000000.0,1243000000.0,384000000.0,3652000000.0,4008000000.0,931000000.0,383000000.0,128000000.0,709000000.0,12038000000.0,1885000000.0,342000000.0,92000000.0,342000000,870000000.0,5647000000.0,907000000.0,684000000.0,13000000.0,0.9,,1541000000.0,708000000.0,71000000.0,,5000000.0,,-129000000.0,342000000.0,-194000000.0,9419000000.0,763000000.0,,,,
2008-12-31,-31000000.0,8000000.0,,1461000000.0,-2141000000.0,1156000000.0,811000000.0,,,105000000.0,255000000.0,255000000.0,1448000000.0,684000000.0,1135000000.0,0.0,,2933000000.0,434000000,82000000.0,,-4171000000.0,20000000.0,,261000000.0,2521000000.0,7104000000.0,0.0,4836000000.0,79000000.0,179000000.0,-272000000.0,-166000000.0,345000000,341000000.0,2933000000,24000000.0,169000000.0,51000000.0,3552000000.0,,8425000000.0,866000000.0,,3637000000.0,4068000000.0,394000000.0,-87000000.0,-429000000.0,637000000.0,10946000000.0,1777000000.0,179000000.0,101000000.0,179000000,811000000.0,5946000000.0,897000000.0,255000000.0,-6000000.0,,,1388000000.0,300000000.0,78000000.0,,-9000000.0,,-130000000.0,179000000.0,-185000000.0,9498000000.0,298000000.0,,,,
2009-03-31,0.0,75000000.0,-182000000.0,1460000000.0,-2173000000.0,1302000000.0,773000000.0,,382000000.0,105000000.0,304000000.0,304000000.0,1620000000.0,255000000.0,1058000000.0,0.0,-1000000.0,2884000000.0,613000000,143000000.0,,-4157000000.0,7000000.0,0.0,462000000.0,2572000000.0,7041000000.0,0.0,5027000000.0,245000000.0,21000000.0,-120000000.0,-73000000.0,529000000,323000000.0,3169000000,-74000000.0,-31000000.0,110000000.0,3453000000.0,0.84,8402000000.0,1170000000.0,383000000.0,3631000000.0,4060000000.0,945000000.0,172000000.0,49000000.0,569000000.0,10974000000.0,1867000000.0,321000000.0,84000000.0,319000000,773000000.0,5896000000.0,821000000.0,304000000.0,0.0,0.84,,1393000000.0,301000000.0,67000000.0,,2000000.0,-78000000.0,-130000000.0,321000000.0,-73000000.0,9349000000.0,286000000.0,,,,
2009-06-30,0.0,-11000000.0,-10000000.0,1460000000.0,-2069000000.0,1404000000.0,851000000.0,,383000000.0,105000000.0,424000000.0,424000000.0,1968000000.0,304000000.0,1052000000.0,0.0,-881000000.0,2977000000.0,562000000,-141000000.0,,-4405000000.0,11000000.0,0.0,495000000.0,2715000000.0,7382000000.0,0.0,5246000000.0,451000000.0,-29000000.0,-257000000.0,-88000000.0,553000000,374000000.0,3229000000,-29000000.0,61000000.0,0.0,2576000000.0,0.92,8547000000.0,1191000000.0,383000000.0,3639000000.0,4808000000.0,955000000.0,363000000.0,120000000.0,641000000.0,11262000000.0,1825000000.0,354000000.0,105000000.0,353000000,851000000.0,6714000000.0,833000000.0,424000000.0,9000000.0,0.93,,509000000.0,330000000.0,67000000.0,,0.0,-6000000.0,-130000000.0,354000000.0,-87000000.0,9290000000.0,302000000.0,,,,
2009-09-30,0.0,-29000000.0,-48000000.0,1460000000.0,-2066000000.0,1440000000.0,873000000.0,,382000000.0,105000000.0,527000000.0,527000000.0,2027000000.0,424000000.0,1082000000.0,0.0,-33000000.0,3000000000.0,557000000,132000000.0,,-4498000000.0,16000000.0,0.0,492000000.0,2898000000.0,7498000000.0,-187000000.0,5461000000.0,534000000.0,-10000000.0,-347000000.0,-91000000.0,567000000,386000000.0,3277000000,139000000.0,-39000000.0,21000000.0,2733000000.0,0.94,8622000000.0,1254000000.0,384000000.0,3643000000.0,4823000000.0,993000000.0,443000000.0,103000000.0,768000000.0,11520000000.0,1837000000.0,361000000.0,93000000.0,360000000,873000000.0,6757000000.0,863000000.0,527000000.0,-10000000.0,0.94,,476000000.0,338000000.0,65000000.0,,0.0,30000000.0,-143000000.0,361000000.0,-91000000.0,9490000000.0,519000000.0,,,,
2009-12-31,7000000.0,-48000000.0,165000000.0,1458000000.0,-1966000000.0,1245000000.0,893000000.0,,,105000000.0,334000000.0,334000000.0,2272000000.0,527000000.0,1077000000.0,221000000.0,-921000000.0,3010000000.0,433000000,60000000.0,,-4520000000.0,97000000.0,0.0,235000000.0,2558000000.0,7530000000.0,0.0,5481000000.0,413000000.0,31000000.0,-458000000.0,-125000000.0,352000000,402000000.0,2900000000,142000000.0,-31000000.0,33000000.0,2288000000.0,,8642000000.0,1093000000.0,,3643000000.0,4835000000.0,947000000.0,288000000.0,-193000000.0,731000000.0,11200000000.0,1655000000.0,176000000.0,102000000.0,176000000,893000000.0,6637000000.0,910000000.0,334000000.0,-21000000.0,,,45000000.0,425000000.0,96000000.0,,3000000.0,-5000000.0,-143000000.0,176000000.0,-119000000.0,8925000000.0,531000000.0,,,,
2010-03-31,1000000.0,93000000.0,-203000000.0,1458000000.0,-2011000000.0,1425000000.0,788000000.0,,380000000.0,105000000.0,387000000.0,387000000.0,2439000000.0,334000000.0,1028000000.0,0.0,0.0,2977000000.0,725000000,156000000.0,,-4508000000.0,74000000.0,,573000000.0,2754000000.0,7485000000.0,-148000000.0,5750000000.0,250000000.0,44000000.0,-134000000.0,-60000000.0,637000000,352000000.0,3318000000,-265000000.0,-11000000.0,142000000.0,3229000000.0,1.09,8635000000.0,1284000000.0,384000000.0,3645000000.0,3898000000.0,951000000.0,190000000.0,53000000.0,631000000.0,11389000000.0,1893000000.0,418000000.0,87000000.0,417000000,788000000.0,5719000000.0,817000000.0,387000000.0,1000000.0,1.1,,1076000000.0,439000000.0,65000000.0,,2000000.0,-48000000.0,-142000000.0,418000000.0,-59000000.0,8948000000.0,380000000.0,,,,
2010-06-30,1000000.0,-68000000.0,119000000.0,1457000000.0,-2096000000.0,1305000000.0,822000000.0,,381000000.0,105000000.0,471000000.0,471000000.0,2383000000.0,387000000.0,1075000000.0,0.0,-1000000.0,2916000000.0,581000000,128000000.0,,-4491000000.0,74000000.0,,429000000.0,2792000000.0,7407000000.0,-118000000.0,5903000000.0,343000000.0,29000000.0,-155000000.0,-87000000.0,483000000,470000000.0,3062000000,-23000000.0,-41000000.0,12000000.0,3264000000.0,0.79,8593000000.0,1144000000.0,384000000.0,3639000000.0,3915000000.0,954000000.0,256000000.0,84000000.0,595000000.0,11385000000.0,1757000000.0,302000000.0,91000000.0,301000000,822000000.0,5737000000.0,885000000.0,471000000.0,7000000.0,0.8,,1112000000.0,428000000.0,61000000.0,,4000000.0,47000000.0,-144000000.0,302000000.0,-86000000.0,9001000000.0,396000000.0,,,,
2010-09-30,0.0,-68000000.0,-41000000.0,1457000000.0,-1931000000.0,1369000000.0,828000000.0,,373000000.0,105000000.0,559000000.0,559000000.0,2218000000.0,471000000.0,1145000000.0,0.0,0.0,3015000000.0,629000000,143000000.0,,-4666000000.0,30000000.0,,480000000.0,3005000000.0,7681000000.0,-641000000.0,6087000000.0,486000000.0,43000000.0,-322000000.0,-105000000.0,541000000,344000000.0,3157000000,29000000.0,-1000000.0,133000000.0,3779000000.0,0.9,8719000000.0,1211000000.0,376000000.0,3644000000.0,3929000000.0,926000000.0,381000000.0,88000000.0,615000000.0,11724000000.0,1788000000.0,338000000.0,87000000.0,337000000,828000000.0,5727000000.0,952000000.0,559000000.0,1000000.0,0.91,,1542000000.0,431000000.0,62000000.0,,1000000.0,69000000.0,-149000000.0,338000000.0,-105000000.0,9506000000.0,395000000.0,,,,
