date,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetPPE,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDilutedAverageShares,quarterlyAccountsReceivable,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyBeginningCashPosition,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyAccountsPayable,quarterlyBasicEPS,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyEbitda,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,quarterlyChangeInInventory,quarterlyGoodwill
2014-03-31,-5790000.0,180258000.0,-60492000.0,-20972000.0,3009000.0,73435000.0,15458000,12976000,3919000.0,,5486559000.0,3220640000.0,-31786000.0,0.0,,9216000.0,48489000.0,175751000.0,72709000.0,5595000.0,1437000.0,0.09,44206000.0,52463000.0,12976000,5726327000.0,5811456000.0,12420000.0,31838000,12420000.0,,,-1000.0,46648000.0,100387000.0,-46402000.0,-2827000.0,12204000.0,9807000.0,22331000.0,3461966000.0,143140000.0,32159000.0,0.09,43377000,7032577000.0,148876000,12420000.0,-44729000.0,1364000.0,1000000.0,-28521000.0,97495000,0.0,15458000.0,85129000.0,-650139000.0,3391856000.0,57010000,1969123000.0,6811000,22331000.0,-1546018000.0,-20500000.0,70110000.0,-26501000.0,0.0,91426000.0,,,,,,,,,
2014-06-30,-5954000.0,176905000.0,-36788000.0,-22708000.0,3471000.0,53367000.0,15917000,13363000,3855000.0,,5457547000.0,3220210000.0,365000.0,0.0,,9145000.0,49761000.0,176310000.0,73619000.0,5476000.0,1441000.0,0.09,12420000.0,30659000.0,13363000,5689642000.0,5776046000.0,12785000.0,31952000,12785000.0,,,231000.0,47396000.0,101665000.0,-44271000.0,0.0,-11318000.0,-11597000.0,17247000.0,3442673000.0,143717000.0,25079000.0,0.09,44014000,7054504000.0,151426000,12785000.0,-16214000.0,1338000.0,1005000.0,-28734000.0,98808000,0.0,15917000.0,86404000.0,-665600000.0,3379624000.0,57651000,1960233000.0,6712000,17247000.0,-1596957000.0,-430000.0,63049000.0,3536000.0,0.0,88283000.0,,,,,,,,,
2014-09-30,-5698000.0,174475000.0,-46073000.0,-22697000.0,4072000.0,67907000.0,8681000,7389000,2299000.0,,5431345000.0,3210210000.0,-318000.0,0.0,,9074000.0,52897000.0,176413000.0,74763000.0,5364000.0,1448000.0,0.05,12785000.0,45210000.0,7389000,5673421000.0,5760651000.0,12467000.0,32098000,12467000.0,,,-194000.0,46699000.0,95249000.0,-34257000.0,0.0,20344000.0,10639000.0,20986000.0,3439635000.0,144361000.0,42869000.0,0.05,38480000,7078413000.0,148146000,12467000.0,-22152000.0,1347000.0,1022000.0,-28825000.0,90890000,0.0,8681000.0,87230000.0,-687170000.0,3358733000.0,56769000,1957738000.0,6658000,20986000.0,-1647068000.0,-11550000.0,80902000.0,583000.0,0.0,84909000.0,,,,,,,,,
2014-12-31,-7055000.0,171390000.0,191220000.0,-22326000.0,3551000.0,52006000.0,12798000,10893000,3434000.0,,5626446000.0,3435290000.0,6356000.0,0.0,,9656000.0,50694000.0,176436000.0,77140000.0,5515000.0,1449000.0,0.07,12467000.0,29680000.0,10893000,5858633000.0,5954596000.0,18823000.0,32619000,18823000.0,,,42000.0,45685000.0,100397000.0,-30089000.0,1000.0,-18562000.0,-9860000.0,22513000.0,3640872000.0,144823000.0,22195000.0,0.08,41983000,7157603000.0,151091000,18823000.0,-236870000.0,9673000.0,-5551000.0,-28959000.0,96680000,0.0,12798000.0,95963000.0,-706700000.0,3578598000.0,58414000,1943458000.0,7151000,22513000.0,-1531157000.0,-80370000.0,62274000.0,2575000.0,0.0,83409000.0,,,,,,,,,
2015-03-31,-6955000.0,168870000.0,32622000.0,-21193000.0,3235000.0,72926000.0,22096000,18699000,8140000.0,,5717767000.0,3503466000.0,-2184000.0,0.0,,9878000.0,50019000.0,149802000.0,79042000.0,7226000.0,1459000.0,0.124,18823000.0,51733000.0,18583000,5917124000.0,6012805000.0,16639000.0,33639000,16639000.0,,,458000.0,40034000.0,104790000.0,-29404000.0,0.0,9719000.0,8233000.0,20540000.0,3707614000.0,145327000.0,32722000.0,0.128,47595000,7298758000.0,154809000,16639000.0,-107732000.0,1947000.0,1773000.0,-30422000.0,105569000,,22096000.0,95681000.0,-718632000.0,3634383000.0,57195000,1945443000.0,7361000,20540000.0,-1580991000.0,-34224000.0,73231000.0,1307000.0,0.0,75102000.0,,,,,,,,,
2015-06-30,-9503000.0,167287000.0,10813000.0,-18471000.0,3461000.0,63269000.0,15894000,13448000,1805000.0,,5684779000.0,3554414000.0,57891000.0,0.0,,10198000.0,52472000.0,150304000.0,80745000.0,6971000.0,1463000.0,0.089,16639000.0,44798000.0,13448000,5883456000.0,6038731000.0,74530000.0,35177000,74530000.0,,,-934000.0,48106000.0,107985000.0,-19859000.0,0.0,-6586000.0,-3962000.0,21527000.0,3740620000.0,145898000.0,24403000.0,0.092,49266000,7309007000.0,160457000,74530000.0,-16191000.0,1988000.0,2201000.0,-30632000.0,102317000,,15894000.0,155275000.0,-735904000.0,3675298000.0,58719000,1943509000.0,7473000,21527000.0,-1624228000.0,-509052000.0,65322000.0,299000.0,0.0,72673000.0,,,,,,,,,
2015-09-30,-9255000.0,165156000.0,-120279000.0,-15805000.0,1819000.0,69456000.0,14159000,12070000,1269000.0,,1310000.0,3474111000.0,-64600000.0,0.0,,9424000.0,55386000.0,150740000.0,81500000.0,6717000.0,1464000.0,0.08,74530000.0,53651000.0,12011000,5852426000.0,5943856000.0,9930000.0,32705000,9930000.0,,,428000.0,49363000.0,104691000.0,-26850000.0,0.0,11456000.0,7954000.0,20378000.0,3674045000.0,146331000.0,37724000.0,0.082,45595000,1310000.0,160077000,9930000.0,-13777000.0,2038000.0,-3387000.0,-30721000.0,99093000,-12000.0,14159000.0,91430000.0,-754571000.0,3596162000.0,59096000,1918751000.0,6867000,20378000.0,-1673716000.0,-517303000.0,77883000.0,382000.0,0.0,70208000.0,,,,,,,,,
2015-12-31,-11784000.0,164631000.0,119981000.0,-23792000.0,2564000.0,65776000.0,16606000,14167000,3467000.0,,1448000.0,3611276000.0,91868000.0,10028000.0,,10028000.0,52541000.0,151531000.0,81744000.0,6472000.0,1469000.0,0.093,9930000.0,41984000.0,14391000,5882619000.0,6066161000.0,101798000.0,33932000,101798000.0,,,61000.0,48730000.0,107890000.0,-9285000.0,,-10032000.0,-6375000.0,23673000.0,3784613000.0,146780000.0,23716000.0,0.096,47071000,1448000.0,160431000,101798000.0,-93889000.0,9261000.0,1460000.0,-30735000.0,102562000,13000.0,16606000.0,183542000.0,-772726000.0,3718547000.0,60819000,1926211000.0,8795000,23673000.0,-1703375000.0,-354949000.0,66066000.0,-187000.0,0.0,67288000.0,,,,,,,,,
2016-03-31,302013000.0,148602000.0,1138497000.0,-16968000.0,1964000.0,89841000.0,16046000,15366000,671000.0,,1345000.0,4469957000.0,-29607000.0,0.0,,11476000.0,53914000.0,151451000.0,86424000.0,6649000.0,1474000.0,0.101,101798000.0,72873000.0,15366000,7090258000.0,7291424000.0,72191000.0,35660000,72191000.0,,,-2440000.0,52248000.0,114658000.0,-27313000.0,,18444000.0,21979000.0,22826000.0,4730809000.0,147236000.0,41285000.0,0.104,51035000,1345000.0,168572000,72191000.0,-1257945000.0,2379000.0,-1600000.0,-32322000.0,107258000,,16046000.0,201166000.0,-789784000.0,4645624000.0,63623000,1896527000.0,8071000,22826000.0,-1738848000.0,-31194000.0,85185000.0,763000.0,0.0,119766000.0,,,,,,,,,
2016-06-30,-65824000.0,145999000.0,-286892000.0,-24182000.0,2568000.0,76930000.0,21780000,18482000,2961000.0,,1293000.0,4280925000.0,4975000.0,0.0,,9803000.0,58722000.0,152805000.0,89751000.0,6382000.0,1492000.0,0.12,72191000.0,52748000.0,18381000,7048995000.0,7258503000.0,77166000.0,37703000,77166000.0,,,953000.0,57558000.0,128493000.0,-36992000.0,,-5989000.0,241000.0,23687000.0,4544782000.0,147722000.0,36201000.0,0.124,56522000,1293000.0,187215000,77166000.0,214937000.0,2360000.0,-2801000.0,-32425000.0,122051000,,21780000.0,209508000.0,-804129000.0,4465951000.0,71971000,1825612000.0,9403000,23687000.0,-1796242000.0,-662317000.0,78831000.0,0.0,0.0,115287000.0,,,,,,,,,
2016-09-30,125670000.0,144930000.0,264576000.0,-35256000.0,3038000.0,98892000.0,35798000,31848000,14958000.0,,1199000.0,4401851000.0,81249000.0,0.0,,10195000.0,62876000.0,153419000.0,92648000.0,6978000.0,1511000.0,0.206,77166000.0,63636000.0,31848000,7394210000.0,7645273000.0,158415000.0,36479000,158415000.0,,107150000.0,36000.0,58726000.0,129245000.0,-23661000.0,0.0,24934000.0,18190000.0,25117000.0,4678232000.0,150753000.0,59480000.0,0.21,57319000,1199000.0,192121000,158415000.0,-282219000.0,2338000.0,-1044000.0,-32828000.0,136104000,,35798000.0,251063000.0,-805529000.0,4575309000.0,71926000,1892177000.0,8099000,25117000.0,-1855427000.0,-92645000.0,102923000.0,0.0,0.0,120295000.0,,,,,,,,,
2016-12-31,-15662000.0,144289000.0,-78332000.0,-43140000.0,2054000.0,73786000.0,22466000,19701000,2831000.0,,1093000.0,4369537000.0,-45488000.0,0.0,0.0,9561000.0,62351000.0,154052000.0,95330000.0,7135000.0,1515000.0,0.127,158415000.0,30646000.0,19233000,7405448000.0,7613705000.0,112927000.0,36306000,112927000.0,,0.0,771000.0,62184000.0,132292000.0,15156000.0,0.0,-26677000.0,-20876000.0,28788000.0,4599634000.0,151446000.0,36880000.0,0.129,55941000,1093000.0,194643000,112927000.0,-40942000.0,10371000.0,773000.0,-33246000.0,125739000,,22466000.0,208257000.0,-820685000.0,4518336000.0,76351000,1921143000.0,9384000,28788000.0,-1789678000.0,-549424000.0,81298000.0,0.0,0.0,113181000.0,,,,,,,,,
2017-03-31,-62171000.0,142655000.0,-77168000.0,-35185000.0,2099000.0,107552000.0,21780000,19049000,2615000.0,,984000.0,4391410000.0,-27394000.0,0.0,,11000000.0,60832000.0,153655000.0,100145000.0,6821000.0,1531000.0,0.123,112927000.0,72367000.0,19049000,7401021000.0,7586699000.0,85533000.0,36954000,85533000.0,,,-1220000.0,63182000.0,133649000.0,22858000.0,,22641000.0,21365000.0,29205000.0,4635392000.0,152490000.0,57111000.0,0.124,56119000,984000.0,194481000,85533000.0,-57778000.0,2708000.0,-1490000.0,-34852000.0,126108000,,21780000.0,185678000.0,-836859000.0,4532053000.0,77530000,1864490000.0,10156000,29205000.0,-1844009000.0,-68145000.0,103339000.0,1407000.0,0.0,108838000.0,,,,,,,,,
2017-06-30,171624000.0,107140000.0,340438000.0,-39831000.0,2230000.0,91050000.0,22153000,20244000,1671000.0,,1144000.0,4314137000.0,87618000.0,0.0,,10966000.0,63765000.0,155952000.0,101724000.0,6661000.0,1607000.0,0.129,85533000.0,51219000.0,20244000,7680518000.0,7955393000.0,173151000.0,38000000,173151000.0,,,352000.0,64509000.0,135867000.0,20871000.0,,-5923000.0,1281000.0,29819000.0,4564858000.0,155898000.0,51579000.0,0.129,58482000,1144000.0,199632000,173151000.0,-343870000.0,2603000.0,-18000.0,-35223000.0,128946000,,22153000.0,274875000.0,-853586000.0,4465337000.0,77385000,2127070000.0,8592000,29819000.0,-1903764000.0,-917924000.0,99521000.0,38555000.0,0.0,118028000.0,,,,,,,,,
2017-09-30,86073000.0,105016000.0,98038000.0,-47229000.0,2731000.0,110080000.0,28508000,25614000,2137000.0,,1078000.0,4048828000.0,-5409000.0,0.0,316311000.0,9760000.0,68509000.0,165520000.0,105034000.0,6604000.0,1695000.0,0.154,173151000.0,62851000.0,25614000,7840396000.0,8113172000.0,167742000.0,35454000,167742000.0,,0.0,38000.0,65160000.0,140240000.0,22539000.0,0.0,23392000.0,14804000.0,28031000.0,4326095000.0,165471000.0,80572000.0,0.154,61825000,1078000.0,208749000,167742000.0,-213527000.0,2599000.0,-639000.0,-36970000.0,133936000,0.0,28508000.0,272776000.0,-866954000.0,4196774000.0,78415000,2435922000.0,8441000,28031000.0,-1959448000.0,-344876000.0,129321000.0,2003000.0,0.0,117913000.0,,,,,,,,,
2017-12-31,-13905000.0,107735000.0,-30692000.0,-49099000.0,6064000.0,94015000.0,31986000,29536000,2157000.0,,1155000.0,4117390000.0,8903000.0,0.0,-103000.0,9829000.0,64928000.0,169562000.0,109001000.0,6281000.0,1696000.0,0.17,167742000.0,44916000.0,29536000,8006995000.0,8292641000.0,176645000.0,34768000,176645000.0,,,-391000.0,65904000.0,144262000.0,43099000.0,-10104000.0,-15168000.0,-14443000.0,31377000.0,4390592000.0,169521000.0,62741000.0,0.17,64597000,1155000.0,209190000,176645000.0,-54420000.0,10568000.0,126000.0,-38981000.0,137374000,-1571000.0,31986000.0,285646000.0,-879810000.0,4275623000.0,79665000,2437524000.0,9045000,31377000.0,-2012752000.0,-367599000.0,114969000.0,1595000.0,0.0,126049000.0,,,,,,,,,
2018-03-31,-16183000.0,110117000.0,-76382000.0,-36277000.0,5556000.0,117617000.0,32631000,28206000,2403000.0,17576000.0,860000.0,4098900000.0,6911000.0,,,10887000.0,67054000.0,169625000.0,113876000.0,5986000.0,1699000.0,0.17,176766000.0,81340000.0,28089000,8008892000.0,8323900000.0,183556000.0,32900000,183556000.0,,,-1582000.0,66346000.0,145193000.0,74021000.0,,16944000.0,18503000.0,35047000.0,4397433000.0,169601000.0,90940000.0,0.17,63128000,860000.0,212247000,183677000.0,-34324000.0,3051000.0,-2914000.0,-42391000.0,138029000,,32631000.0,315008000.0,-894289000.0,4253123000.0,82065000,2458852000.0,9567000,35047000.0,,-502808000.0,144310000.0,,,119130000.0,,,,,,,,,
2018-06-30,-13169000.0,109835000.0,-49925000.0,-63324000.0,6220000.0,98263000.0,37033000,31684000,2374000.0,,839000.0,4106495000.0,-13165000.0,,,10592000.0,68726000.0,169926000.0,118472000.0,5729000.0,1699000.0,0.19,183677000.0,34939000.0,31684000,8029121000.0,8317984000.0,170391000.0,33268000,170391000.0,,,-34000.0,67236000.0,150743000.0,87486000.0,,-11970000.0,-6819000.0,39079000.0,4387698000.0,169916000.0,75748000.0,0.19,67927000,839000.0,219469000,170512000.0,-61503000.0,2913000.0,-2100000.0,-42477000.0,143680000,,37033000.0,288863000.0,-905085000.0,4258872000.0,82816000,2461743000.0,9437000,39079000.0,,-44171000.0,128826000.0,,,113298000.0,,,,,,,,,
2018-09-30,-13184000.0,118252000.0,-41836000.0,-64869000.0,2927000.0,115963000.0,35416000,30561000,2738000.0,,777000.0,4122277000.0,1971000.0,,,10132000.0,73402000.0,169931000.0,123776000.0,5480000.0,1699000.0,0.18,170512000.0,51094000.0,30412000,8051641000.0,8347779000.0,172362000.0,33721000,172362000.0,,,-2009000.0,69119000.0,149906000.0,94643000.0,0.0,17375000.0,10082000.0,38561000.0,4424238000.0,169926000.0,102413000.0,0.18,66399000,777000.0,223308000,172483000.0,-72156000.0,2915000.0,-1569000.0,-42480000.0,143204000,,35416000.0,296138000.0,-917009000.0,4269202000.0,83507000,2457079000.0,9440000,38561000.0,,-48172000.0,155036000.0,,,108364000.0,,,,,,,,,
2018-12-31,-13048000.0,111032000.0,-45706000.0,-83051000.0,3840000.0,101139000.0,23532000,25635000,2555000.0,,1101000.0,3989030000.0,-26135000.0,,0.0,10657000.0,71685000.0,170121000.0,129205000.0,5239000.0,1702000.0,0.15,172483000.0,18088000.0,25531000,7986277000.0,8261709000.0,146227000.0,33513000,146227000.0,145000000.0,,80000.0,85138000.0,154607000.0,53944000.0,0.0,-20973000.0,-16808000.0,44386000.0,4413279000.0,170121000.0,75111000.0,0.15,54490000,1101000.0,226292000,146348000.0,-81568000.0,13420000.0,-4143000.0,-42483000.0,146965000,0.0,23532000.0,275432000.0,-935630000.0,4138248000.0,100117000,2402332000.0,10197000,,,-60175000.0,275031000.0,,,103302000.0,,,,,,,,,
2019-03-31,-17209000.0,105526000.0,-67156000.0,-64063000.0,4275000.0,132489000.0,32788000,28701000,2604000.0,,9924000.0,4129271000.0,3495000.0,,,11023000.0,71004000.0,170221000.0,134484000.0,5080000.0,1702000.0,0.17,146348000.0,68426000.0,28575000,7931703000.0,8215909000.0,149722000.0,33293000,149722000.0,,,-2598000.0,75753000.0,153182000.0,30943000.0,-507000.0,25369000.0,23821000.0,42731000.0,4427727000.0,170221000.0,88585000.0,0.17,63477000,9924000.0,224186000,149843000.0,-61838000.0,2630000.0,-2503000.0,-44263000.0,145954000,,32788000.0,284206000.0,-953335000.0,4283857000.0,89705000,2361698000.0,9832000,,,-77495000.0,143870000.0,,,95685000.0,,,,,,,,,
2019-06-30,142610000.0,106017000.0,479159000.0,-50208000.0,3622000.0,95687000.0,39860000,33966000,3292000.0,,9877000.0,4304913000.0,154240000.0,,,10757000.0,72020000.0,172498000.0,136717000.0,4981000.0,1752000.0,0.2,149843000.0,45479000.0,33827000,8237032000.0,8677711000.0,303962000.0,34063000,303962000.0,,,1761000.0,74328000.0,158514000.0,-25853000.0,0.0,-27591000.0,-20972000.0,42572000.0,4625351000.0,172498000.0,64343000.0,0.2,70631000,9877000.0,230534000,304083000.0,-420606000.0,2383000.0,97000.0,-44255000.0,152647000,,39860000.0,440679000.0,-964927000.0,4504686000.0,87883000,2495152000.0,9159000,,,-580178000.0,120665000.0,,,94644000.0,,,,,,,,,
2019-09-30,-25656000.0,102280000.0,-196621000.0,-58660000.0,3691000.0,130792000.0,23421000,22488000,3127000.0,,9788000.0,4176967000.0,-122452000.0,,0.0,9537000.0,77881000.0,175278000.0,139245000.0,4865000.0,1753000.0,0.13,304083000.0,72132000.0,22401000,8200140000.0,8520895000.0,181510000.0,40397000,181510000.0,,,,86276000.0,160188000.0,-48878000.0,-227000.0,22506000.0,15888000.0,45658000.0,4536833000.0,175278000.0,79749000.0,0.13,60691000,9788000.0,238069000,181631000.0,-56623000.0,2382000.0,3558000.0,-45558000.0,154097000,0.0,23421000.0,320755000.0,-988030000.0,4401949000.0,99497000,2450870000.0,9218000,,,-1075419000.0,134884000.0,,,90329000.0,,,,,,,,,
