date,quarterlyBasicAverageShares,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyOtherShortTermInvestments,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue
1995-09-30,321960784.0,,13400000.0,-34600000.0,850700000.0,-47700000.0,24300000.0,-736400000.0,191200000.0,-100000.0,0.0,525600000.0,-4700000.0,71900000.0,337000000.0,,51400000.0,133500000.0,1462300000.0,,,448000000.0,24200000.0,1934600000.0,2988900000.0,0.255,,27300000.0,27300000.0,,,0.0,,119700000.0,,981100000,147000000,147000000,,1966300000.0,,82100000.0,0.0,-41900000.0,408700000.0,,2198700000.0,-10200000.0,1054300000.0,-27300000.0,1307400000.0,321960784.0,-519700000.0,,,1616100000.0,,,572400000.0,1022600000.0,5800000.0,,154000000.0,,261700000.0,0.255,313700000.0,261700000.0,82100000,82100000.0,,658900000.0,145700000.0,,,,
1995-12-31,,3000000.0,14400000.0,-277500000.0,413700000.0,-38800000.0,43600000.0,-754400000.0,192500000.0,0.0,-21900000.0,397600000.0,5100000.0,312400000.0,323600000.0,,70200000.0,176000000.0,1436000000.0,,,428700000.0,273600000.0,1908300000.0,2830600000.0,,,32300000.0,32300000.0,,,0.0,,127100000.0,,1119900000,190400000,190400000,,1747600000.0,,105800000.0,0.0,-29900000.0,627100000.0,,2190400000.0,13200000.0,922300000.0,-27300000.0,864400000.0,,6500000.0,,,1694700000.0,,,492800000.0,1083000000.0,8900000.0,,357000000.0,,436700000.0,,333700000.0,302800000.0,105800000,105800000.0,,883200000.0,166400000.0,,,,
1996-03-31,312631579.0,9600000.0,12200000.0,-77200000.0,373000000.0,-36000000.0,40500000.0,-791200000.0,198200000.0,0.0,-13700000.0,447300000.0,27600000.0,122100000.0,306400000.0,,39800000.0,99200000.0,1437400000.0,,,426000000.0,86100000.0,1903900000.0,2798800000.0,0.19,,59900000.0,59900000.0,,,32300000.0,,121900000.0,,931500000,111400000,111400000,,1687900000.0,,59400000.0,0.0,-17300000.0,381800000.0,,2228600000.0,62700000.0,894900000.0,-27300000.0,801300000.0,312631579.0,-2300000.0,,,1726800000.0,,,549700000.0,1110900000.0,18700000.0,,354200000.0,,270400000.0,0.19,334200000.0,270400000.0,59400000,59400000.0,,886600000.0,148500000.0,,,,
1996-06-30,313846154.0,1200000.0,11000000.0,600000.0,430100000.0,-34200000.0,40200000.0,-804800000.0,199700000.0,0.0,13700000.0,543200000.0,-11700000.0,7400000.0,262300000.0,,27300000.0,68100000.0,1442100000.0,,,424400000.0,-26800000.0,1906700000.0,2793600000.0,0.13,,48200000.0,48200000.0,,,0.0,,110000000.0,,796300000,79100000,79100000,,1693300000.0,,40800000.0,0.0,-19700000.0,326500000.0,,2246900000.0,-33500000.0,886900000.0,-27300000.0,802400000.0,313846154.0,-44200000.0,,,1740400000.0,,,469800000.0,1100300000.0,14500000.0,,354200000.0,,247400000.0,0.13,337000000.0,247400000.0,40800000,40800000.0,,890900000.0,112100000.0,,,,
1996-09-30,309180328.0,6900000.0,13500000.0,-12000000.0,481800000.0,-38300000.0,40800000.0,-831200000.0,203600000.0,100000.0,-35800000.0,491800000.0,11700000.0,60200000.0,320800000.0,,63100000.0,157400000.0,1450200000.0,,,421500000.0,21900000.0,1912500000.0,2966700000.0,0.305,,60000000.0,60000000.0,,,0.0,,128400000.0,,1072300000,170800000,170800000,,1816900000.0,,94300000.0,0.0,-36500000.0,458300000.0,,2281400000.0,-34000000.0,1054200000.0,-30100000.0,931000000.0,309180328.0,10800000.0,,,1714600000.0,,,614000000.0,1149800000.0,1800000.0,,338800000.0,,287500000.0,0.305,343500000.0,287500000.0,94300000,94300000.0,,885900000.0,118200000.0,,,,
1996-12-31,,4300000.0,11400000.0,92000000.0,315000000.0,-488100000.0,30700000.0,-820800000.0,224000000.0,-35200000.0,-9700000.0,475000000.0,1500000.0,274000000.0,368100000.0,,76400000.0,155100000.0,1601900000.0,,,566000000.0,-214100000.0,2198600000.0,3184800000.0,,,61400000.0,61400000.0,,,0.0,,134200000.0,,1189100000,201700000,201700000,,2023800000.0,,78700000.0,0.0,-364600000.0,654000000.0,,2422700000.0,10200000.0,986200000.0,-30100000.0,817300000.0,,-30400000.0,,,1763100000.0,,,535100000.0,1161000000.0,123500000.0,,655300000.0,,452300000.0,,327200000.0,318800000.0,78700000,78700000.0,,1206500000.0,155200000.0,,,,
1997-03-31,306222222.0,4100000.0,15700000.0,-68000000.0,316700000.0,-38000000.0,38700000.0,-854600000.0,249100000.0,0.0,-11900000.0,547400000.0,15900000.0,135100000.0,402600000.0,,44600000.0,113500000.0,1603900000.0,,,574500000.0,97100000.0,2217100000.0,3238300000.0,0.225,,77300000.0,77300000.0,40100000.0,,61400000.0,,122000000.0,,1002500000,129200000,169300000,,2049000000.0,,68900000.0,0.0,-51200000.0,453300000.0,,2458500000.0,600000.0,1021200000.0,-30000000.0,841300000.0,306222222.0,-6900000.0,3900000.0,21600000.0,1802100000.0,,,549200000.0,1189300000.0,-13200000.0,,629900000.0,-72500000.0,324100000.0,0.225,328700000.0,284000000.0,68900000,68900000.0,,1207700000.0,150800000.0,,,,
1997-06-30,306666667.0,4800000.0,15900000.0,-19700000.0,335600000.0,-47400000.0,44400000.0,-892600000.0,263600000.0,100000.0,-12600000.0,666900000.0,-50900000.0,-7700000.0,381300000.0,,32700000.0,83300000.0,1634600000.0,,,557900000.0,-55100000.0,2236900000.0,3295200000.0,0.165,,26400000.0,26400000.0,36300000.0,,0.0,,145300000.0,,905700000,99100000,135400000,,2090800000.0,,50600000.0,0.0,-23400000.0,411700000.0,,2527200000.0,1600000.0,1058300000.0,-29900000.0,862200000.0,306666667.0,-800000.0,-81900000.0,-14300000.0,1822700000.0,,,494000000.0,1204400000.0,24000000.0,,629800000.0,-122400000.0,312600000.0,0.165,335200000.0,276300000.0,50600000,50600000.0,,1228600000.0,151000000.0,,,,
1997-09-30,296176471.0,1700000.0,20600000.0,79500000.0,547100000.0,-48400000.0,53000000.0,-924300000.0,268300000.0,100000.0,-2900000.0,605500000.0,44500000.0,11400000.0,403900000.0,,65200000.0,165900000.0,1647700000.0,,,553600000.0,-37000000.0,2254300000.0,3496900000.0,0.335,,71000000.0,71000000.0,37800000.0,,0.0,,132500000.0,,1151600000,186400000,224200000,,2721600000.0,,100700000.0,0.0,-46400000.0,516800000.0,,2572000000.0,68400000.0,1242600000.0,-30800000.0,1083500000.0,300597015.0,-500000000.0,-201500000.0,6100000.0,1892600000.0,,,634800000.0,775300000.0,2000000.0,,1029100000.0,61400000.0,330400000.0,0.34,340700000.0,292600000.0,100700000,100700000.0,,1638100000.0,129100000.0,,,,
1997-12-31,,3800000.0,24200000.0,-324300000.0,257500000.0,-39100000.0,56400000.0,-939000000.0,267100000.0,100000.0,-7700000.0,505500000.0,-16700000.0,338100000.0,391300000.0,,75200000.0,191400000.0,1648200000.0,,,551800000.0,299000000.0,2256400000.0,3291200000.0,,,54200000.0,54200000.0,38600000.0,,0.0,,146900000.0,,1242400000,215500000,254100000,,2438400000.0,,116200000.0,0.0,-30600000.0,584300000.0,,2587200000.0,-66700000.0,1034800000.0,-30800000.0,795700000.0,,0.0,246500000.0,3500000.0,1977800000.0,,,658100000.0,852800000.0,8500000.0,,1029100000.0,100000000.0,368800000.0,,346500000.0,330200000.0,116200000,116200000.0,,1642700000.0,114300000.0,,,,
1998-03-31,284528302.0,10500000.0,22700000.0,-74800000.0,215000000.0,-49500000.0,61200000.0,-971900000.0,269500000.0,-100000.0,-11800000.0,532100000.0,5400000.0,120500000.0,354000000.0,,48200000.0,123600000.0,1648900000.0,,,547200000.0,71000000.0,2257300000.0,3256500000.0,0.26,,59600000.0,59600000.0,37900000.0,,54200000.0,,131400000.0,,1098100000,146400000,184300000,,2351400000.0,,75400000.0,0.0,-40300000.0,483700000.0,,2620800000.0,100000.0,999200000.0,-30900000.0,700400000.0,290000000.0,,5900000.0,1200000.0,2022400000.0,,,614400000.0,905100000.0,9200000.0,,1029100000.0,-26600000.0,337300000.0,0.265,352400000.0,299400000.0,75400000,75400000.0,,1651000000.0,128200000.0,,,,
1998-06-30,290909091.0,3300000.0,20700000.0,33700000.0,286900000.0,-28300000.0,73600000.0,-1002400000.0,271300000.0,0.0,-10600000.0,623600000.0,-26000000.0,-11000000.0,333600000.0,,30700000.0,78700000.0,1646600000.0,,,541200000.0,-39300000.0,2261400000.0,3287000000.0,0.165,,33600000.0,33600000.0,39300000.0,,0.0,,100700000.0,,880400000,99400000,138700000,,2375400000.0,,48000000.0,0.0,-48800000.0,397000000.0,,2649000000.0,-200000.0,1025600000.0,-30800000.0,721200000.0,290909091.0,,-99000000.0,900000.0,2039500000.0,,,483400000.0,911600000.0,-20500000.0,,1029100000.0,-91500000.0,297600000.0,0.165,353800000.0,258300000.0,48000000,48000000.0,,1654200000.0,138000000.0,,,,
1998-09-30,286666667.0,2200000.0,22700000.0,600000.0,328900000.0,-39700000.0,82500000.0,-1019600000.0,274500000.0,100000.0,-100000.0,572900000.0,6500000.0,58300000.0,384000000.0,,68800000.0,176300000.0,1646000000.0,,,534100000.0,18600000.0,2262600000.0,3475100000.0,0.37,,40200000.0,40200000.0,39300000.0,,0.0,,134300000.0,,1217200000,198900000,238200000,,2508100000.0,,107500000.0,0.0,-52300000.0,549900000.0,,2665600000.0,-29900000.0,1212500000.0,-33700000.0,847200000.0,290540541.0,,-60100000.0,1500000.0,2113400000.0,,,667300000.0,967000000.0,-12600000.0,,1029100000.0,50700000.0,351000000.0,0.375,357300000.0,311700000.0,107500000,107500000.0,,1660900000.0,165400000.0,,,,
1998-12-31,,3400000.0,22500000.0,-169500000.0,346000000.0,-43800000.0,91500000.0,-1054700000.0,321100000.0,3100000.0,0.0,493200000.0,-1100000.0,221900000.0,311900000.0,,68500000.0,178500000.0,1648100000.0,,,530500000.0,178100000.0,2270100000.0,3404100000.0,,,39000000.0,39000000.0,41700000.0,,0.0,,156900000.0,,1239900000,197900000,239600000,,2361800000.0,,110000000.0,0.0,-53500000.0,538200000.0,,2702800000.0,30700000.0,1134000000.0,-33600000.0,814800000.0,,-6300000.0,-39100000.0,78600000.0,2189700000.0,,,701700000.0,1042300000.0,-9700000.0,,879100000.0,79700000.0,340300000.0,,346800000.0,298600000.0,110000000,110000000.0,,1547000000.0,150500000.0,,,,
1999-03-31,284430380.0,13300000.0,18400000.0,-536700000.0,66200000.0,-28800000.0,84500000.0,-970000000.0,299500000.0,243800000.0,0.0,568100000.0,16400000.0,139200000.0,388800000.0,,116900000.0,341600000.0,1533200000.0,,,460100000.0,110400000.0,2077800000.0,3103500000.0,0.785,,55400000.0,55400000.0,40500000.0,,39000000.0,,119200000.0,,945200000,116200000,156700000,,2080200000.0,,224700000.0,55400000.0,413900000.0,423500000.0,,2503200000.0,-36500000.0,1025700000.0,-33200000.0,574200000.0,286242038.0,-237000000.0,82700000.0,-7200000.0,2381100000.0,,,521700000.0,1023300000.0,442700000.0,,879100000.0,-100100000.0,307300000.0,0.79,327400000.0,266800000.0,224700000,224700000.0,,1506000000.0,180400000.0,,,,
1999-06-30,278333333.0,1800000.0,17000000.0,161300000.0,274200000.0,-26500000.0,90500000.0,-10004100000.0,302000000.0,100000.0,100000.0,656800000.0,-23700000.0,-150600000.0,332300000.0,,32000000.0,82100000.0,1529500000.0,,,457400000.0,-177100000.0,2077400000.0,3258900000.0,0.175,,31700000.0,31700000.0,39300000.0,,55400000.0,,107200000.0,,853200000,99000000,138300000,,2224400000.0,,50100000.0,31700000.0,-34400000.0,379700000.0,,11533600000.0,36700000.0,1181500000.0,-32900000.0,713700000.0,286285714.0,-15000000.0,-274300000.0,-2300000.0,2398300000.0,,,473500000.0,1034500000.0,-457900000.0,,878500000.0,-88700000.0,280700000.0,0.18,330200000.0,241400000.0,50100000,50100000.0,,1510700000.0,205000000.0,,,,
1999-09-30,278095238.0,2400000.0,20500000.0,-17400000.0,348300000.0,-35900000.0,89500000.0,-1037100000.0,325500000.0,0.0,0.0,613800000.0,11200000.0,68100000.0,379200000.0,,56000000.0,143600000.0,1530300000.0,,,453500000.0,32200000.0,2073300000.0,3427700000.0,0.31,,42900000.0,42900000.0,41800000.0,179900000.0,31700000.0,-79600000.0,131600000.0,,1066700000,164100000,205900000,,2396300000.0,,87600000.0,42900000.0,-39500000.0,474500000.0,,2567400000.0,,1354400000.0,-35400000.0,859100000.0,282580645.0,-58300000.0,-79900000.0,18800000.0,2450500000.0,,,592200000.0,1031400000.0,-3600000.0,,878300000.0,42900000.0,310400000.0,0.315,333400000.0,268600000.0,87600000,87600000.0,,1537200000.0,189300000.0,,,,
1999-12-31,,1400000.0,21300000.0,-178500000.0,211600000.0,-24200000.0,106000000.0,-1061800000.0,326000000.0,0.0,-200000.0,602200000.0,75200000.0,271000000.0,364600000.0,,62700000.0,160700000.0,1510500000.0,,,450200000.0,246800000.0,2066700000.0,3346700000.0,,,118100000.0,118100000.0,41700000.0,180000000.0,42900000.0,-72000000.0,136600000.0,,1105800000,179000000,220700000,,2248100000.0,,98000000.0,118100000.0,-17300000.0,501800000.0,,2572300000.0,,1280000000.0,-35200000.0,712800000.0,,-7700000.0,149000000.0,-17600000.0,2513300000.0,,,604000000.0,1098600000.0,6900000.0,,878200000.0,9400000.0,322800000.0,,331100000.0,281100000.0,98000000,98000000.0,,1535300000.0,206900000.0,,,,
2000-03-31,276910000.0,658000.0,17530000.0,-127261000.0,177054000.0,-30045000.0,104329000.0,-1084223000.0,318865000.0,0.0,-2670000.0,618774000.0,-71520000.0,93289000.0,362806000.0,,45508000.0,116688000.0,1513422000.0,,,446428000.0,63244000.0,2064179000.0,3232453000.0,0.255,,46558000.0,46558000.0,43203000.0,179950000.0,118078000.0,-70565000.0,88591000.0,,993115000,134218000,177421000,,2152698000.0,,71180000.0,46558000.0,-37548000.0,431221000.0,,2597645000.0,,1168274000.0,-35182000.0,628451000.0,278432000.0,-55342000.0,-9835000.0,-11259000.0,2549273000.0,,,561894000.0,1079755000.0,-7503000.0,,878079000.0,-16572000.0,297003000.0,0.255,327303000.0,253800000.0,71180000,71180000.0,,1524247000.0,189477000.0,,,,
2000-06-30,274830000.0,4050000.0,17843000.0,42674000.0,277943000.0,-31944000.0,102802000.0,-1113180000.0,315766000.0,0.0,-9379000.0,730611000.0,-11358000.0,-19898000.0,294092000.0,,25573000.0,65569000.0,1507518000.0,,,441668000.0,-51842000.0,2051988000.0,3280936000.0,0.145,,35200000.0,35200000.0,43694000.0,179950000.0,46558000.0,-75451000.0,132099000.0,,836204000,83412000,127106000,,2220346000.0,,39996000.0,35200000.0,-34134000.0,377828000.0,,2620698000.0,,1228948000.0,-34936000.0,704134000.0,277064000.0,-17773000.0,-101571000.0,-2017000.0,2554333000.0,,,458376000.0,1060590000.0,-2190000.0,,877942000.0,-111837000.0,294416000.0,0.145,322504000.0,250722000.0,39996000,39996000.0,,1516212000.0,201856000.0,,,,
2000-09-30,273672000.0,871000.0,21152000.0,110496000.0,458607000.0,-38638000.0,97831000.0,-1145329000.0,309126000.0,0.0,-6649000.0,649855000.0,9110000.0,-65835000.0,344001000.0,,68079000.0,175484000.0,1510298000.0,,,437439000.0,-104473000.0,2045568000.0,3547896000.0,0.39,,44310000.0,44310000.0,44225000.0,179950000.0,35200000.0,-75323000.0,135686000.0,,1196755000,196636000,240861000,,2448296000.0,,107405000.0,44310000.0,-35551000.0,500324000.0,,2655627000.0,,1502328000.0,-37396000.0,938294000.0,275380000.0,-26816000.0,-208858000.0,-8607000.0,2624342000.0,,565252000.0,696431000.0,1099600000.0,3087000.0,,877803000.0,80756000.0,303688000.0,0.39,323073000.0,303688000.0,107405000,107405000.0,,1510002000.0,242911000.0,,,,
2000-12-31,,18797000.0,19486000.0,-252414000.0,258123000.0,-37706000.0,92580000.0,-1061800000.0,300499000.0,0.0,-33161000.0,605173000.0,-12341000.0,404653000.0,359546000.0,,72936000.0,188898000.0,1585388000.0,,,474448000.0,366947000.0,2152416000.0,3447764000.0,,,31969000.0,31969000.0,44842000.0,179950000.0,44310000.0,-75877000.0,149232000.0,,1194902000,208384000,253226000,,2272728000.0,,115962000.0,31969000.0,-164580000.0,527349000.0,,2647188000.0,,1295348000.0,-37377000.0,766901000.0,,0.0,238366000.0,5483000.0,2702927000.0,,379680000.0,667553000.0,1175036000.0,8126000.0,,877654000.0,75682000.0,318965000.0,,327674000.0,318965000.0,115962000,115962000.0,,1505827000.0,278526000.0,,,,
2001-03-31,273500000.0,15134000.0,18269000.0,-234518000.0,50233000.0,-32032000.0,140330000.0,-1213050000.0,297224000.0,0.0,-4203000.0,624805000.0,-5715000.0,250881000.0,0.0,,47953000.0,126859000.0,1574013000.0,,,466758000.0,218849000.0,2181101000.0,3301403000.0,0.285,,26254000.0,26254000.0,46875000.0,179950000.0,31969000.0,-81431000.0,147936000.0,,1080281000,144156000,191031000,,2070580000.0,,78906000.0,26254000.0,-22078000.0,442775000.0,,2787063000.0,,1120302000.0,-37378000.0,573276000.0,276454000.0,,129241000.0,-4141000.0,2744455000.0,375107000.0,308519000.0,637506000.0,1230823000.0,9954000.0,,877510000.0,-45432000.0,298619000.0,0.29,322570000.0,298619000.0,78906000,78906000.0,,1497304000.0,0.0,,,,
2001-06-30,272820000.0,3710000.0,17514000.0,123213000.0,278683000.0,-46554000.0,131200000.0,-1252184000.0,300717000.0,0.0,-42053000.0,798308000.0,-5183000.0,-62640000.0,0.0,,30185000.0,82624000.0,1584046000.0,,,466938000.0,-109194000.0,2182184000.0,3427499000.0,0.19,,21071000.0,21071000.0,47329000.0,179950000.0,26254000.0,-95142000.0,155866000.0,,898859000,99551000,146880000,,2259592000.0,,52439000.0,21071000.0,-65756000.0,382221000.0,,2836230000.0,,1245315000.0,-37158000.0,754900000.0,275640000.0,,-169812000.0,7404000.0,2759736000.0,320351000.0,256517000.0,516638000.0,1167907000.0,-19202000.0,,877415000.0,-164803000.0,282670000.0,0.19,326560000.0,282670000.0,52439000,52439000.0,,1504692000.0,0.0,,,,
2001-09-30,271738000.0,2665000.0,18450000.0,-94048000.0,238298000.0,-36022000.0,127303000.0,-1282028000.0,299590000.0,19237000.0,-5072000.0,725703000.0,28097000.0,102461000.0,0.0,,89315000.0,210077000.0,1576946000.0,,,438875000.0,66439000.0,2143124000.0,3611339000.0,0.44,,49168000.0,49168000.0,47495000.0,179950000.0,21071000.0,-90830000.0,162998000.0,,1304184000,208987000,256482000,,2369729000.0,,120762000.0,49168000.0,19684000.0,551609000.0,,2858974000.0,,1468215000.0,-40061000.0,860556000.0,274426000.0,-10721000.0,-71845000.0,7152000.0,2840437000.0,459260000.0,548409000.0,752575000.0,1241610000.0,-7895000.0,,876981000.0,82576000.0,342622000.0,0.445,332602000.0,342622000.0,120762000,120762000.0,,1509173000.0,0.0,,,,
2001-12-31,,8701000.0,14860000.0,-274887000.0,7926000.0,-45497000.0,115860000.0,-1365855000.0,255769000.0,-228314000.0,-13014000.0,512134000.0,84979000.0,415703000.0,2568000.0,,-31068000.0,-76019000.0,1534901000.0,,,429128000.0,370206000.0,2079889000.0,3247430000.0,,,134147000.0,134147000.0,48795000.0,179950000.0,49168000.0,-102099000.0,133049000.0,,1273917000,169017000,217812000,,2100226000.0,,-44951000.0,134147000.0,-55837000.0,515070000.0,,2900756000.0,,1167541000.0,-40153000.0,606444000.0,,0.0,246664000.0,-59757000.0,2755333000.0,462901000.0,361726000.0,758847000.0,1147204000.0,-6703000.0,,876972000.0,222064000.0,346053000.0,,361041000.0,346053000.0,-44951000,-44951000.0,,1493782000.0,0.0,,,,
2002-03-31,273414000.0,55569000.0,16244000.0,-34847000.0,7784000.0,-17405000.0,137382000.0,-1383869000.0,266112000.0,-8762000.0,-49742000.0,559556000.0,85879000.0,120824000.0,32397000.0,,50469000.0,137514000.0,1512497000.0,,,428989000.0,103419000.0,2078868000.0,3324544000.0,0.315,,220026000.0,220026000.0,45632000.0,179950000.0,134147000.0,-63835000.0,162332000.0,,988506000,152979000,198611000,,2065628000.0,,87045000.0,220026000.0,-98000.0,364482000.0,,2896366000.0,,1245676000.0,-40500000.0,575008000.0,276438000.0,,-33442000.0,15891000.0,2801878000.0,372495000.0,292226000.0,624024000.0,1258916000.0,17307000.0,,876979000.0,-44122000.0,211503000.0,0.32,347529000.0,202741000.0,87045000,87045000.0,,1490620000.0,0.0,,,,
2002-06-30,273662000.0,7034000.0,15863000.0,-41452000.0,8243000.0,-31314000.0,104303000.0,-1423577000.0,240205000.0,-1976000.0,0.0,641293000.0,-35236000.0,29902000.0,0.0,,36609000.0,99757000.0,1505367000.0,,,422437000.0,-1412000.0,2032107000.0,3288649000.0,0.23,,184790000.0,184790000.0,45391000.0,179950000.0,220026000.0,-63676000.0,134258000.0,,823462000,115620000,161011000,,1996111000.0,,63148000.0,184790000.0,-23686000.0,313471000.0,,2928944000.0,,1256542000.0,-40412000.0,526230000.0,276004000.0,,-61079000.0,-22598000.0,2824614000.0,383729000.0,279543000.0,509991000.0,1292538000.0,-4372000.0,,868485000.0,-82337000.0,197851000.0,0.23,361191000.0,195875000.0,63148000,63148000.0,,1469881000.0,0.0,,,,
2002-09-30,274358000.0,21725000.0,14120000.0,-70281000.0,8532000.0,-25732000.0,92951000.0,-1455749000.0,222522000.0,-8536000.0,-48375000.0,593231000.0,-64930000.0,22075000.0,0.0,,71351000.0,194416000.0,1476060000.0,,,418057000.0,-3657000.0,1987068000.0,3446037000.0,0.445,,119860000.0,119860000.0,46431000.0,179950000.0,184790000.0,-45776000.0,131607000.0,,1152321000,217072000,263503000,,2075937000.0,,123065000.0,119860000.0,-16724000.0,435124000.0,,2931809000.0,,1458969000.0,-43887000.0,613985000.0,276692000.0,,-160279000.0,4322000.0,2903792000.0,473846000.0,676847000.0,717197000.0,1370100000.0,9008000.0,,868491000.0,51262000.0,218052000.0,0.45,370939000.0,218052000.0,123065000,123065000.0,,1461952000.0,0.0,,,,
2002-12-31,,2163000.0,16174000.0,-182595000.0,28124000.0,-58285000.0,312527000.0,-1416964000.0,348040000.0,-8278000.0,-60390000.0,503291000.0,177883000.0,452542000.0,0.0,,75558000.0,205878000.0,1486055000.0,,,418351000.0,394257000.0,2216933000.0,3480551000.0,,,297743000.0,297743000.0,40454000.0,179950000.0,119860000.0,8297000.0,124507000.0,,1156028000,229430000,269884000,,2108848000.0,,130320000.0,297743000.0,-92064000.0,446188000.0,,2903019000.0,,1263618000.0,-43022000.0,546846000.0,,,139331000.0,140202000.0,2991090000.0,369447000.0,370976000.0,709840000.0,1371703000.0,-33779000.0,,851800000.0,84040000.0,216758000.0,,362162000.0,216758000.0,130320000,130320000.0,,1562002000.0,0.0,,,,
2003-03-31,266732000.0,9109000.0,15612000.0,-251258000.0,27571000.0,-36604000.0,302144000.0,-1447704000.0,353991000.0,0.0,-29662000.0,554483000.0,-153667000.0,137625000.0,0.0,,56562000.0,154120000.0,1493599000.0,,,421635000.0,101021000.0,2217378000.0,3312552000.0,0.365,,144076000.0,144076000.0,43801000.0,179950000.0,297743000.0,-1872000.0,121729000.0,,953162000,168731000,212532000,,2096235000.0,,97558000.0,144076000.0,-40034000.0,356283000.0,,2941303000.0,,1095174000.0,-42484000.0,529570000.0,268456000.0,-187148000.0,-9469000.0,5735000.0,3046164000.0,368506000.0,296003000.0,596879000.0,1216317000.0,-3430000.0,,851329000.0,-294000.0,187552000.0,0.365,361345000.0,187552000.0,97558000,97558000.0,,1566665000.0,0.0,,,,
2003-06-30,262260000.0,20301000.0,16940000.0,-66408000.0,52937000.0,-42317000.0,290668000.0,-1504720000.0,358830000.0,-3885000.0,-4722000.0,676630000.0,-125378000.0,-12062000.0,0.0,,41444000.0,112928000.0,1502465000.0,,,426135000.0,-54379000.0,2219268000.0,3298340000.0,0.27,,18698000.0,18698000.0,44270000.0,179950000.0,144076000.0,-2102000.0,134293000.0,,849115000,128472000,172742000,,2094514000.0,,71484000.0,18698000.0,-46908000.0,333745000.0,,3007185000.0,,1079072000.0,-41740000.0,521566000.0,263966000.0,-65080000.0,-136740000.0,5039000.0,3075908000.0,334336000.0,230380000.0,515370000.0,1203826000.0,-4591000.0,,850738000.0,-130347000.0,205273000.0,0.275,363380000.0,201388000.0,71484000,71484000.0,,1572948000.0,0.0,,,,
2003-09-30,261304000.0,7807000.0,17516000.0,84936000.0,241495000.0,-51890000.0,377871000.0,-1530521000.0,332804000.0,-234000.0,-14048000.0,585619000.0,11147000.0,-36837000.0,0.0,,86263000.0,237235000.0,1610129000.0,,,425329000.0,-88727000.0,2413329000.0,3657779000.0,0.545,,29845000.0,29845000.0,45781000.0,179950000.0,18698000.0,-19887000.0,117467000.0,,1191019000,254493000,300274000,,2428879000.0,,143604000.0,29845000.0,-36952000.0,466834000.0,,3140650000.0,,1244450000.0,-50322000.0,754931000.0,263298000.0,-47024000.0,-216663000.0,-17161000.0,3169190000.0,395969000.0,537670000.0,724185000.0,1228900000.0,-5111000.0,,966289000.0,69676000.0,212341000.0,0.55,374855000.0,212107000.0,150972000,143604000.0,,1673948000.0,0.0,,,,
