date,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyDilutedAverageShares,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyEbitda,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyOperatingIncome,quarterlyBasicEPS,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyStockBasedCompensation,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyOtherNonCashItems,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital
2014-12-31,,3297000000.0,,325000000.0,7228000000.0,,,,,,6815000000.0,9300000000.0,2693000000.0,,,,3754000000.0,,0.0,,,,201000000.0,558000000.0,,,114000000.0,12399000000.0,,,3462000000.0,,,4597000000.0,,2931000000.0,2147000000.0,8518000000.0,916000000.0,,797000000.0,0.0,802000000.0,,2845000000.0,11379000000.0,27910000000.0,18610000000.0,118000000.0,19214000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,5846000000.0,883000000.0,,179000000.0,7771000000.0,,,,34000000.0,,5290000000.0,7670000000.0,3634000000.0,,,,3690000000.0,,,15000000.0,,-2156000000.0,159000000.0,488000000.0,,,17000000.0,11258000000.0,956000000.0,2521000000.0,1933000000.0,,,4574000000.0,,2477000000.0,1896000000.0,7917000000.0,489000000.0,,797000000.0,,472000000.0,,1921000000.0,8710000000.0,25804000000.0,18134000000.0,103000000.0,16548000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,3194000000.0,,563000000.0,8139000000.0,,,,,,5800000000.0,8789000000.0,3946000000.0,,,,3624000000.0,,0.0,,,,286000000.0,497000000.0,,,221000000.0,11320000000.0,,,3077000000.0,,,4387000000.0,,2602000000.0,1923000000.0,7930000000.0,762000000.0,,797000000.0,0.0,541000000.0,,1935000000.0,11333000000.0,26797000000.0,18008000000.0,58000000.0,17120000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,6214000000.0,916000000.0,,45000000.0,8530000000.0,,,,34000000.0,,6187000000.0,8852000000.0,3761000000.0,,,,3881000000.0,,,21000000.0,,-2333000000.0,280000000.0,540000000.0,,,148000000.0,12124000000.0,1056000000.0,2699000000.0,2154000000.0,,,4579000000.0,,2979000000.0,1982000000.0,8071000000.0,1237000000.0,,797000000.0,,1089000000.0,,2058000000.0,9671000000.0,28491000000.0,19639000000.0,46000000.0,18311000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,,3939000000.0,,3000000.0,9474000000.0,,,,,,7565000000.0,9727000000.0,4557000000.0,,,,3992000000.0,,0.0,,,,274000000.0,481000000.0,,,126000000.0,11412000000.0,,,3603000000.0,,,4741000000.0,,3155000000.0,2180000000.0,7502000000.0,1380000000.0,,797000000.0,0.0,1254000000.0,,2743000000.0,12911000000.0,30230000000.0,20503000000.0,65000000.0,18977000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,6530000000.0,1365000000.0,,57000000.0,10313000000.0,,,,29000000.0,,6660000000.0,8652000000.0,5475000000.0,,,,4014000000.0,,,0.0,,-2516000000.0,189000000.0,218000000.0,,,81000000.0,10160000000.0,1139000000.0,2723000000.0,2130000000.0,,,4788000000.0,,2896000000.0,2112000000.0,6583000000.0,1272000000.0,,797000000.0,,1191000000.0,,2459000000.0,9843000000.0,28848000000.0,20196000000.0,79000000.0,16820000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,4142000000.0,,0.0,9922000000.0,,,,,,7253000000.0,9500000000.0,5422000000.0,,,,3953000000.0,,0.0,,,,324000000.0,622000000.0,,,123000000.0,11159000000.0,,,3431000000.0,,,4919000000.0,,3286000000.0,1786000000.0,7647000000.0,1043000000.0,,789000000.0,0.0,920000000.0,,2378000000.0,12807000000.0,30102000000.0,20602000000.0,77000000.0,18412000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,6779000000.0,1514000000.0,,,9948000000.0,,,,,,6360000000.0,8691000000.0,5686000000.0,,,,4089000000.0,,,0.0,,-2690000000.0,,,,,25000000.0,11642000000.0,,2678000000.0,2152000000.0,,,5015000000.0,,,1987000000.0,8074000000.0,899000000.0,,780000000.0,,874000000.0,,1828000000.0,9894000000.0,29715000000.0,21024000000.0,,18002000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,4415000000.0,,,9366000000.0,,,,,,7128000000.0,10515000000.0,4908000000.0,,,,4238000000.0,,0.0,,,,,,,,12000000.0,13833000000.0,,,3541000000.0,,,5276000000.0,,,2123000000.0,10272000000.0,1603000000.0,,767000000.0,0.0,1591000000.0,,1742000000.0,,32094000000.0,21579000000.0,,20961000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,7412000000.0,1694000000.0,,,8361000000.0,,,,,,7003000000.0,9373000000.0,3886000000.0,,,,4455000000.0,,,0.0,,-2957000000.0,,,,,124000000.0,14137000000.0,,2682000000.0,2173000000.0,,,5472000000.0,,,2032000000.0,10596000000.0,1056000000.0,,753000000.0,,932000000.0,,1959000000.0,9875000000.0,31296000000.0,21923000000.0,,21140000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,,4474000000.0,,,7523000000.0,,,,,,8853000000.0,10157000000.0,3499000000.0,,,,4834000000.0,,,,,,,,,,42000000.0,13650000000.0,,,3587000000.0,,,5459000000.0,,,1896000000.0,10091000000.0,992000000.0,,743000000.0,,950000000.0,,3381000000.0,,31733000000.0,21576000000.0,,22503000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
