date,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyStockholdersEquity,quarterlyBasicEPS,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyCapitalExpenditure,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyDilutedAverageShares,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyInventory,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyBasicAverageShares,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment
1999-06-30,,204000000.0,-48000000.0,-45000000.0,,1983000000.0,0.2,140000000.0,341000000.0,393000000.0,,546000000.0,6000000.0,,,1863000000.0,110000000.0,,477000000.0,40000000.0,4567000000.0,266000000,102000000.0,,-162000000.0,,0.0,164000000,1004000000,315000000.0,,-7000000.0,1386000000.0,4567000000.0,165000000.0,241000000.0,,0.2,1199000000.0,10104000000.0,296000000.0,,253000000.0,,,458000000.0,277000000.0,198000000.0,,7000000.0,70000000,3081000000.0,70000000.0,393000000.0,393000000.0,1576000000.0,,315000000.0,,382000000.0,63000000.0,,-153000000.0,,,99000000.0,1199000000.0,61000000.0,3000000.0,,0.0,8718000000.0,941000000.0,8121000000.0,,,
1999-09-30,,186000000.0,-59000000.0,-326000000.0,,1607000000.0,0.34,393000000.0,438000000.0,340000000.0,,695000000.0,-184000000.0,,,1900000000.0,145000000.0,,543000000.0,-22000000.0,4881000000.0,338000000,100000000.0,,-63000000.0,,0.0,238000000,1386000000,300000000.0,,-24000000.0,1479000000.0,4881000000.0,243000000.0,-49000000.0,,0.34,1076000000.0,10609000000.0,451000000.0,7017000000.0,-53000000.0,,,691000000.0,343000000.0,206000000.0,,-59000000.0,167000000,3900000000.0,108000000.0,340000000.0,340000000.0,1514000000.0,,300000000.0,,457000000.0,102000000.0,,-247000000.0,,,99000000.0,1076000000.0,80000000.0,180000000.0,,-215000000.0,9130000000.0,1543000000.0,8917000000.0,,,
1999-12-31,,251000000.0,-67000000.0,1000000.0,,1710000000.0,,340000000.0,399000000.0,133000000.0,,673000000.0,-889000000.0,,,2280000000.0,223000000.0,,654000000.0,82000000.0,5644000000.0,208000000,-96000000.0,,-27000000.0,,0.0,208000000,1133000000,,,58000000.0,1293000000.0,11659000000.0,114000000.0,388000000.0,-6015000000.0,,1482000000.0,11174000000.0,399000000.0,6870000000.0,-207000000.0,,,460000000.0,356000000.0,200000000.0,,90000000.0,141000000,3689000000.0,154000000.0,133000000.0,133000000.0,1548000000.0,,,-43000000.0,465000000.0,147000000.0,,-709000000.0,,,99000000.0,1482000000.0,74000000.0,87000000.0,,7000000.0,9881000000.0,1590000000.0,9400000000.0,,,
2000-03-31,,389000000.0,-47000000.0,,,1834000000.0,0.495,133000000.0,362000000.0,160000000.0,,805000000.0,-15000000.0,,,2056000000.0,230000000.0,,758000000.0,82000000.0,5651000000.0,451000000,-23000000.0,,-102000000.0,,,320000000,1413000000,286868687.0,,,1517000000.0,11666000000.0,125000000.0,-8000000.0,-6015000000.0,0.495,1111000000.0,11427000000.0,473000000.0,,27000000.0,,,608000000.0,538000000.0,182000000.0,,-1000000.0,148000000,4123000000.0,148000000.0,160000000.0,160000000.0,1552000000.0,,286868687.0,-42000000.0,485000000.0,142000000.0,,-90000000.0,,,99000000.0,1111000000.0,88000000.0,23000000.0,,12000000.0,9910000000.0,1668000000.0,9525000000.0,,,
2000-06-30,,366000000.0,-75000000.0,,,1873000000.0,0.32,160000000.0,422000000.0,215000000.0,,704000000.0,-376000000.0,,,2273000000.0,157000000.0,,812000000.0,58000000.0,5796000000.0,357000000,,,-112000000.0,,,241000000,1297000000,287500000.0,,,1613000000.0,11811000000.0,129000000.0,441000000.0,-6015000000.0,0.32,1341000000.0,11869000000.0,482000000.0,7418000000.0,55000000.0,,,593000000.0,465000000.0,190000000.0,,8000000.0,99000000,4329000000.0,99000000.0,215000000.0,215000000.0,1529000000.0,,287500000.0,-44000000.0,463000000.0,92000000.0,,-515000000.0,,,99000000.0,1341000000.0,92000000.0,17000000.0,,6000000.0,10256000000.0,1922000000.0,9941000000.0,,,
2000-09-30,,437000000.0,-59000000.0,,,1996000000.0,0.47,215000000.0,376000000.0,280000000.0,,768000000.0,-273000000.0,,,2043000000.0,217000000.0,,910000000.0,75000000.0,5795000000.0,421000000,,,-97000000.0,,9000000.0,313000000,1458000000,289361702.0,,25000000.0,1742000000.0,11810000000.0,275000000.0,-277000000.0,-6015000000.0,0.47,1024000000.0,11972000000.0,555000000.0,7608000000.0,65000000.0,,,690000000.0,598000000.0,192000000.0,,1000000.0,142000000,4564000000.0,142000000.0,280000000.0,280000000.0,1474000000.0,,289361702.0,-46000000.0,455000000.0,136000000.0,,67000000.0,,,99000000.0,1024000000.0,94000000.0,178000000.0,,-154000000.0,10230000000.0,4435000000.0,9901000000.0,,,
2000-12-31,,287000000.0,-48000000.0,,,2109000000.0,,280000000.0,506000000.0,480000000.0,,945000000.0,384000000.0,,,2511000000.0,203000000.0,,999000000.0,79000000.0,5948000000.0,355000000,,,-149000000.0,,13000000.0,328000000,1515000000,,,293000000.0,1945000000.0,11418000000.0,336000000.0,77000000.0,-5470000000.0,,1354000000.0,12360000000.0,702000000.0,7436000000.0,200000000.0,,,570000000.0,606000000.0,197000000.0,,-23000000.0,124000000,4467000000.0,135000000.0,480000000.0,480000000.0,1412000000.0,,,-45000000.0,617000000.0,128000000.0,,-213000000.0,,,99000000.0,1354000000.0,102000000.0,187000000.0,,9000000.0,10415000000.0,2042000000.0,10197000000.0,,,
2001-03-31,,534000000.0,-265000000.0,,,2099000000.0,0.765,480000000.0,385000000.0,269000000.0,,983000000.0,-172000000.0,,,3022000000.0,354000000.0,,1182000000.0,126000000.0,6068000000.0,519000000,-47000000.0,,-108000000.0,,,456000000,1566000000,292105263.0,,,1933000000.0,11490000000.0,181000000.0,-112000000.0,-5422000000.0,0.76,1539000000.0,12546000000.0,706000000.0,,-211000000.0,,,583000000.0,1052000000.0,208000000.0,,4000000.0,228000000,4196000000.0,228000000.0,269000000.0,269000000.0,1422000000.0,,290196078.0,-44000000.0,527000000.0,222000000.0,,-280000000.0,,,99000000.0,1539000000.0,104000000.0,73000000.0,,0.0,10613000000.0,2191000000.0,10387000000.0,,,
2001-06-30,,482000000.0,-111000000.0,,,2348000000.0,0.4,269000000.0,387000000.0,168000000.0,,855000000.0,189000000.0,,,1940000000.0,165000000.0,,1260000000.0,35000000.0,6081000000.0,368000000,,,-99000000.0,,,249000000,1409000000,292500000.0,,,1680000000.0,11551000000.0,22000000.0,-213000000.0,-5470000000.0,0.4,917000000.0,12162000000.0,550000000.0,6991000000.0,-101000000.0,,,554000000.0,584000000.0,243000000.0,,5000000.0,130000000,4081000000.0,130000000.0,168000000.0,168000000.0,1409000000.0,,292500000.0,-46000000.0,606000000.0,117000000.0,,90000000.0,,,98000000.0,917000000.0,88000000.0,-77000000.0,,593000000.0,10482000000.0,2102000000.0,9756000000.0,,,
2001-09-30,,408000000.0,-163000000.0,,,2425000000.0,0.52,168000000.0,355000000.0,849000000.0,,908000000.0,-27000000.0,,,1938000000.0,254000000.0,,1374000000.0,86000000.0,6123000000.0,467000000,,,-209000000.0,,-565000000.0,339000000,1438000000,292307692.0,,,2265000000.0,11593000000.0,390000000.0,527000000.0,-5470000000.0,0.52,865000000.0,12782000000.0,562000000.0,7542000000.0,681000000.0,,,530000000.0,667000000.0,250000000.0,,7000000.0,168000000,4675000000.0,168000000.0,849000000.0,849000000.0,1433000000.0,,292307692.0,-55000000.0,569000000.0,152000000.0,,-236000000.0,,,98000000.0,865000000.0,91000000.0,181000000.0,,-22000000.0,10517000000.0,2234000000.0,10305000000.0,,,
2001-12-31,,315000000.0,-288000000.0,,,1939000000.0,,849000000.0,558000000.0,950000000.0,,851000000.0,185000000.0,,,1838000000.0,-291000000.0,,1023000000.0,14000000.0,6135000000.0,-189000000,-126000000.0,,-149000000.0,,4000000.0,-189000000,1312000000,,,,2338000000.0,12477000000.0,315000000.0,65000000.0,-6342000000.0,,616000000.0,12574000000.0,574000000.0,7934000000.0,101000000.0,,,461000000.0,613000000.0,251000000.0,,-4000000.0,-305000000,5081000000.0,-295000000.0,950000000.0,950000000.0,1449000000.0,,,-56000000.0,1040000000.0,-312000000.0,,-276000000.0,,,84000000.0,616000000.0,104000000.0,166000000.0,,526000000.0,10236000000.0,4101000000.0,10597000000.0,,,
2002-03-31,,537000000.0,-294000000.0,,,1896000000.0,-0.01,950000000.0,484000000.0,486000000.0,,870000000.0,-196000000.0,,,1879000000.0,226000000.0,,967000000.0,62000000.0,6092000000.0,434000000,,,-107000000.0,,19000000.0,319000000,1275000000,300000000.0,,-177000000.0,2074000000.0,12434000000.0,-13000000.0,-148000000.0,-6342000000.0,-0.01,691000000.0,12368000000.0,609000000.0,,-464000000.0,,,405000000.0,640000000.0,243000000.0,,5000000.0,164000000,4940000000.0,14000000.0,486000000.0,486000000.0,1504000000.0,,300000000.0,-57000000.0,551000000.0,-3000000.0,,-303000000.0,,,84000000.0,691000000.0,97000000.0,-120000000.0,,0.0,10294000000.0,4202000000.0,9608000000.0,,,
2002-06-30,,418000000.0,-159000000.0,,,1952000000.0,-0.09,486000000.0,376000000.0,193000000.0,,830000000.0,-79000000.0,,,1780000000.0,-8000000.0,,887000000.0,4000000.0,6248000000.0,201000000,,,-141000000.0,,1000000.0,87000000,1301000000,300000000.0,,44000000.0,1701000000.0,12590000000.0,32000000.0,-88000000.0,-6342000000.0,-0.09,847000000.0,12194000000.0,635000000.0,7699000000.0,-276000000.0,,,471000000.0,495000000.0,237000000.0,,6000000.0,-12000000,4882000000.0,-12000000.0,193000000.0,193000000.0,1500000000.0,,300000000.0,-70000000.0,743000000.0,-27000000.0,,-220000000.0,,,84000000.0,847000000.0,100000000.0,-109000000.0,,-1000000.0,10493000000.0,4245000000.0,9479000000.0,,,
2002-09-30,,427000000.0,-173000000.0,-150000000.0,,2517000000.0,0.405,193000000.0,430000000.0,339000000.0,,1034000000.0,-12000000.0,,,2573000000.0,216000000.0,,956000000.0,78000000.0,9345000000.0,548000000,,,-112000000.0,,519000000.0,394000000,1462000000,305000000.0,,266000000.0,1871000000.0,15687000000.0,408000000.0,73000000.0,-6342000000.0,0.4,1360000000.0,15702000000.0,620000000.0,9916000000.0,146000000.0,,,428000000.0,724000000.0,236000000.0,,4000000.0,138000000,6026000000.0,138000000.0,339000000.0,339000000.0,2460000000.0,,301234568.0,-70000000.0,640000000.0,122000000.0,,-335000000.0,,,84000000.0,1360000000.0,161000000.0,296000000.0,,-18000000.0,13831000000.0,4486000000.0,13150000000.0,,,
2002-12-31,,459000000.0,-494000000.0,0.0,,2306000000.0,,339000000.0,488000000.0,245000000.0,,971000000.0,17000000.0,,,2636000000.0,147000000.0,,1013000000.0,16000000.0,9566000000.0,271000000,,,-288000000.0,,53000000.0,271000000,1374000000,,,-248000000.0,1860000000.0,16406000000.0,369000000.0,-194000000.0,-6840000000.0,,1309000000.0,15569000000.0,633000000.0,9930000000.0,-94000000.0,,,403000000.0,773000000.0,242000000.0,,-13000000.0,131000000,5901000000.0,131000000.0,245000000.0,245000000.0,2370000000.0,,,-64000000.0,700000000.0,116000000.0,,-271000000.0,,,84000000.0,1309000000.0,137000000.0,81000000.0,,-7000000.0,13709000000.0,3480000000.0,13227000000.0,,,
2003-03-31,,601000000.0,-495000000.0,,,2552000000.0,0.715,245000000.0,438000000.0,397000000.0,,988000000.0,-3000000.0,,,2551000000.0,258000000.0,,1187000000.0,69000000.0,9699000000.0,524000000,,,-169000000.0,,73000000.0,357000000,1487000000,334265734.0,,-36000000.0,2155000000.0,16539000000.0,153000000.0,171000000.0,-6840000000.0,0.715,1200000000.0,15953000000.0,661000000.0,,152000000.0,,,499000000.0,835000000.0,224000000.0,,10000000.0,189000000,6195000000.0,252000000.0,397000000.0,397000000.0,2393000000.0,,334265734.0,-72000000.0,631000000.0,239000000.0,633000000.0,-172000000.0,,,84000000.0,1200000000.0,108000000.0,-16000000.0,,-4000000.0,13798000000.0,3466000000.0,13367000000.0,,,
2003-06-30,,553000000.0,-470000000.0,,,2952000000.0,0.34,397000000.0,348000000.0,370000000.0,,950000000.0,8000000.0,,,1739000000.0,179000000.0,,1235000000.0,49000000.0,9931000000.0,433000000,,,-188000000.0,,338000000.0,285000000,1338000000,346268657.0,,215000000.0,1985000000.0,16771000000.0,345000000.0,-192000000.0,-6840000000.0,0.335,437000000.0,16012000000.0,534000000.0,10627000000.0,-27000000.0,,,388000000.0,843000000.0,255000000.0,,23000000.0,130000000,6589000000.0,130000000.0,370000000.0,370000000.0,2436000000.0,,341176471.0,-73000000.0,665000000.0,116000000.0,,-180000000.0,,,74000000.0,437000000.0,128000000.0,157000000.0,,-21000000.0,14027000000.0,3452000000.0,13027000000.0,,,
2003-09-30,,433000000.0,-500000000.0,-4000000.0,,3023000000.0,0.485,370000000.0,404000000.0,587000000.0,,1006000000.0,27000000.0,,,1772000000.0,255000000.0,,1339000000.0,82000000.0,9855000000.0,527000000,,,-160000000.0,,13000000.0,362000000,1456000000,352577320.0,,345000000.0,2069000000.0,16695000000.0,518000000.0,-168000000.0,-6840000000.0,0.485,412000000.0,15934000000.0,519000000.0,11104000000.0,217000000.0,,,450000000.0,887000000.0,255000000.0,,15000000.0,173000000,7130000000.0,173000000.0,587000000.0,587000000.0,2400000000.0,,352577320.0,-72000000.0,644000000.0,171000000.0,,-133000000.0,,,53000000.0,412000000.0,119000000.0,358000000.0,,-6000000.0,13865000000.0,3364000000.0,12876000000.0,,,
2003-12-31,,411000000.0,-357000000.0,-17000000.0,,3310000000.0,,587000000.0,456000000.0,476000000.0,,996000000.0,-39000000.0,,,1773000000.0,226000000.0,,1478000000.0,-30000000.0,10446000000.0,494000000,,,-254000000.0,,2000000.0,334000000,1306000000,,,-531000000.0,2039000000.0,17775000000.0,324000000.0,-198000000.0,-7329000000.0,,451000000.0,17123000000.0,555000000.0,11986000000.0,-111000000.0,,,310000000.0,796000000.0,256000000.0,,14000000.0,256000000,8145000000.0,208000000.0,476000000.0,476000000.0,2201000000.0,,,-70000000.0,662000000.0,208000000.0,,-244000000.0,,,53000000.0,451000000.0,120000000.0,70000000.0,,-4000000.0,15084000000.0,3340000000.0,13759000000.0,,,
2004-03-31,,532000000.0,-302000000.0,,,3483000000.0,0.5,476000000.0,498000000.0,572000000.0,,1047000000.0,-17000000.0,,,2032000000.0,250000000.0,,1582000000.0,72000000.0,10769000000.0,536000000,,,-174000000.0,,12000000.0,366000000,1520000000,357575758.0,,141000000.0,2273000000.0,18098000000.0,318000000.0,-158000000.0,-7329000000.0,0.495,603000000.0,17583000000.0,560000000.0,,96000000.0,,,473000000.0,857000000.0,243000000.0,,12000000.0,178000000,7963000000.0,177000000.0,572000000.0,572000000.0,2282000000.0,,354000000.0,-70000000.0,681000000.0,177000000.0,1366000000.0,-68000000.0,,,53000000.0,603000000.0,125000000.0,144000000.0,,-1000000.0,15310000000.0,3175000000.0,14043000000.0,,,
2004-06-30,,481000000.0,-326000000.0,,,4107000000.0,0.405,572000000.0,433000000.0,358000000.0,,973000000.0,-28000000.0,,,2345000000.0,175000000.0,,1653000000.0,26000000.0,10789000000.0,457000000,,,-171000000.0,,577000000.0,298000000,1362000000,365432099.0,,160000000.0,1985000000.0,18118000000.0,310000000.0,-321000000.0,-7329000000.0,0.405,1004000000.0,17234000000.0,523000000.0,10729000000.0,-214000000.0,,,389000000.0,829000000.0,270000000.0,,19000000.0,149000000,6671000000.0,148000000.0,358000000.0,358000000.0,2286000000.0,,365432099.0,-72000000.0,675000000.0,148000000.0,,-199000000.0,,,53000000.0,1004000000.0,140000000.0,139000000.0,,-6000000.0,15249000000.0,3136000000.0,13074000000.0,,,
2004-09-30,,522000000.0,-345000000.0,,,4217000000.0,0.52,358000000.0,408000000.0,778000000.0,,1046000000.0,-42000000.0,,,2403000000.0,271000000.0,,1771000000.0,75000000.0,10765000000.0,551000000,,,-156000000.0,,6000000.0,382000000,1465000000,380582524.0,,229000000.0,2424000000.0,18094000000.0,425000000.0,189000000.0,-7329000000.0,0.515,1035000000.0,17573000000.0,480000000.0,10899000000.0,420000000.0,,,419000000.0,882000000.0,294000000.0,,23000000.0,196000000,6913000000.0,196000000.0,778000000.0,778000000.0,2292000000.0,,376923077.0,-78000000.0,664000000.0,196000000.0,,-198000000.0,,,53000000.0,1035000000.0,131000000.0,269000000.0,,-3000000.0,15149000000.0,3068000000.0,13302000000.0,,,
2004-12-31,,463000000.0,-372000000.0,,,4290000000.0,,778000000.0,407000000.0,616000000.0,,1049000000.0,138000000.0,,,2295000000.0,199000000.0,,1870000000.0,22000000.0,11209000000.0,512000000,,,-233000000.0,,1000000.0,341000000,1465000000,,,-629000000.0,2304000000.0,18692000000.0,384000000.0,-288000000.0,-7483000000.0,,908000000.0,17761000000.0,459000000.0,11120000000.0,-152000000.0,,,416000000.0,901000000.0,309000000.0,,-13000000.0,177000000,6881000000.0,177000000.0,666000000.0,666000000.0,2426000000.0,,,-79000000.0,708000000.0,177000000.0,,-253000000.0,,,53000000.0,908000000.0,127000000.0,151000000.0,,-2000000.0,15457000000.0,2845000000.0,13415000000.0,,,
2005-03-31,,747000000.0,-406000000.0,,66000000.0,4369000000.0,0.445,616000000.0,412000000.0,754000000.0,,1088000000.0,8000000.0,,,2801000000.0,200000000.0,,1951000000.0,32000000.0,11227000000.0,503000000,,,-169000000.0,,24000000.0,329000000,1602000000,381818182.0,,141000000.0,2699000000.0,18710000000.0,309000000.0,-78000000.0,-7483000000.0,0.44,1146000000.0,18178000000.0,576000000.0,,138000000.0,,,514000000.0,1155000000.0,267000000.0,,9000000.0,168000000,6639000000.0,168000000.0,754000000.0,754000000.0,2429000000.0,,377528090.0,-78000000.0,759000000.0,168000000.0,1478000000.0,-95000000.0,,,53000000.0,1146000000.0,135000000.0,140000000.0,,-9000000.0,15479000000.0,2774000000.0,13754000000.0,,,
2005-06-30,,688000000.0,-467000000.0,,-56000000.0,4358000000.0,0.335,754000000.0,434000000.0,55000000.0,,1065000000.0,-59000000.0,,,2649000000.0,215000000.0,,1991000000.0,38000000.0,10848000000.0,495000000,,,84000000.0,,,331000000,1476000000,382089552.0,,-226000000.0,2382000000.0,18331000000.0,-135000000.0,-66000000.0,-7483000000.0,0.335,1063000000.0,17427000000.0,540000000.0,10366000000.0,-234000000.0,,,411000000.0,1063000000.0,296000000.0,,11000000.0,177000000,6151000000.0,128000000.0,481000000.0,481000000.0,2396000000.0,,382089552.0,51000000.0,734000000.0,128000000.0,,-31000000.0,,,53000000.0,1063000000.0,125000000.0,-51000000.0,,3000000.0,15045000000.0,2746000000.0,13015000000.0,,,
2005-09-30,,1231000000.0,-575000000.0,,73000000.0,4356000000.0,0.52,55000000.0,500000000.0,235000000.0,,1138000000.0,18000000.0,,,3074000000.0,262000000.0,,2092000000.0,65000000.0,10880000000.0,564000000,,,-453000000.0,,,386000000,1643000000,386274510.0,,11000000.0,2693000000.0,18508000000.0,867000000.0,-965000000.0,-7628000000.0,0.51,910000000.0,17763000000.0,539000000.0,10277000000.0,-285000000.0,,,505000000.0,1568000000.0,275000000.0,,5000000.0,197000000,5968000000.0,197000000.0,235000000.0,235000000.0,2376000000.0,,378846154.0,-225000000.0,752000000.0,197000000.0,,-191000000.0,,,55000000.0,910000000.0,128000000.0,414000000.0,,-14000000.0,15070000000.0,2719000000.0,13351000000.0,,,
2005-12-31,-71000000.0,986000000.0,-553000000.0,,258000000.0,4469000000.0,,235000000.0,542000000.0,555000000.0,,1071000000.0,-111000000.0,,,3340000000.0,177000000.0,,2182000000.0,-16000000.0,10916000000.0,507000000,,,-273000000.0,,1000000.0,294000000,1498000000,,-23000000.0,-34000000.0,2910000000.0,18615000000.0,347000000.0,433000000.0,-7699000000.0,,1340000000.0,17926000000.0,544000000.0,10061000000.0,320000000.0,,,427000000.0,1362000000.0,346000000.0,,6000000.0,193000000,6044000000.0,185000000.0,555000000.0,555000000.0,2197000000.0,,,-95000000.0,777000000.0,185000000.0,,-462000000.0,,-336000000.0,55000000.0,1340000000.0,121000000.0,74000000.0,,-6000000.0,15016000000.0,2618000000.0,13401000000.0,,,
2006-03-31,,1066000000.0,-422000000.0,,166000000.0,4773000000.0,0.74,555000000.0,529000000.0,338000000.0,,1234000000.0,-15000000.0,,,3179000000.0,375000000.0,,2357000000.0,95000000.0,11034000000.0,673000000,6000000.0,,-198000000.0,,2000000.0,488000000,1783000000,383561644.0,-48000000.0,-74000000.0,2828000000.0,18839000000.0,297000000.0,-355000000.0,-7805000000.0,0.73,1164000000.0,17892000000.0,644000000.0,,-217000000.0,,,549000000.0,1380000000.0,366000000.0,,9000000.0,280000000,5954000000.0,280000000.0,338000000.0,338000000.0,2227000000.0,,378378378.0,-95000000.0,746000000.0,280000000.0,1411000000.0,-159000000.0,,-112000000.0,55000000.0,1164000000.0,120000000.0,99000000.0,,-1000000.0,15064000000.0,2619000000.0,13062000000.0,,,
2006-06-30,,1183000000.0,-333000000.0,,117000000.0,5191000000.0,0.48,338000000.0,505000000.0,468000000.0,,1116000000.0,-2000000.0,,,2967000000.0,283000000.0,,2433000000.0,83000000.0,11233000000.0,624000000,13000000.0,,-280000000.0,,250000000.0,439000000,1642000000,385106383.0,-3000000.0,-5000000.0,3039000000.0,19091000000.0,398000000.0,-31000000.0,-7858000000.0,0.47,975000000.0,18339000000.0,579000000.0,10125000000.0,130000000.0,,,526000000.0,1377000000.0,373000000.0,,-40000000.0,200000000,6008000000.0,181000000.0,468000000.0,468000000.0,2272000000.0,,377083333.0,-105000000.0,677000000.0,181000000.0,,-238000000.0,,-188000000.0,305000000.0,975000000.0,125000000.0,118000000.0,,-3000000.0,15300000000.0,2611000000.0,13092000000.0,,,
2006-09-30,5000000.0,1185000000.0,-265000000.0,,269000000.0,5391000000.0,0.59,468000000.0,543000000.0,800000000.0,,1132000000.0,15000000.0,,,3299000000.0,267000000.0,,2553000000.0,41000000.0,11546000000.0,570000000,0.0,,-381000000.0,,6000000.0,380000000,1752000000,389655172.0,-30000000.0,148000000.0,3310000000.0,19506000000.0,563000000.0,190000000.0,-7960000000.0,0.58,1217000000.0,18857000000.0,559000000.0,10109000000.0,332000000.0,,,620000000.0,1429000000.0,369000000.0,,21000000.0,226000000,6105000000.0,226000000.0,800000000.0,800000000.0,2282000000.0,,383050847.0,-104000000.0,752000000.0,226000000.0,,-421000000.0,,-209000000.0,305000000.0,1217000000.0,130000000.0,182000000.0,,-17000000.0,15547000000.0,2540000000.0,13408000000.0,,,
2006-12-31,-9000000.0,1296000000.0,-318000000.0,,59000000.0,5122000000.0,,800000000.0,667000000.0,794000000.0,,1196000000.0,-65000000.0,,,3348000000.0,234000000.0,,2626000000.0,56000000.0,12069000000.0,562000000,-6000000.0,,-535000000.0,,8000000.0,367000000,1724000000,,56000000.0,123000000.0,3630000000.0,20079000000.0,500000000.0,291000000.0,-8010000000.0,,1149000000.0,19747000000.0,591000000.0,10916000000.0,-6000000.0,,,528000000.0,1421000000.0,378000000.0,,-50000000.0,178000000,6728000000.0,178000000.0,896000000.0,896000000.0,2331000000.0,,,-105000000.0,829000000.0,178000000.0,,-799000000.0,,-414000000.0,4000000.0,1149000000.0,121000000.0,-35000000.0,,-18000000.0,16117000000.0,2527000000.0,14565000000.0,,,
2007-03-31,58000000.0,2378000000.0,-271000000.0,,132000000.0,5273000000.0,0.53,758000000.0,592000000.0,965000000.0,,1219000000.0,37000000.0,,,3258000000.0,302000000.0,,2711000000.0,74000000.0,11715000000.0,635000000,87000000.0,,-341000000.0,,5000000.0,403000000,1638000000,390384615.0,-32000000.0,-171000000.0,4606000000.0,19600000000.0,286000000.0,221000000.0,-7885000000.0,0.52,1086000000.0,20107000000.0,542000000.0,,207000000.0,,,419000000.0,1457000000.0,308000000.0,,14000000.0,228000000,6933000000.0,203000000.0,965000000.0,965000000.0,2271000000.0,,383018868.0,-105000000.0,816000000.0,203000000.0,1328000000.0,-299000000.0,,-127000000.0,4000000.0,1086000000.0,126000000.0,-55000000.0,,-12000000.0,15501000000.0,2458000000.0,14808000000.0,,,
2007-06-30,-40000000.0,1993000000.0,-355000000.0,,381000000.0,5369000000.0,0.89,965000000.0,533000000.0,567000000.0,,1193000000.0,-76000000.0,,,3040000000.0,277000000.0,,2937000000.0,33000000.0,11982000000.0,592000000,-14000000.0,,-351000000.0,,17000000.0,379000000,1613000000,392045455.0,-6000000.0,-118000000.0,4079000000.0,19839000000.0,333000000.0,-512000000.0,-7857000000.0,0.88,839000000.0,20006000000.0,541000000.0,11270000000.0,-420000000.0,,,420000000.0,1545000000.0,350000000.0,,6000000.0,244000000,6841000000.0,345000000.0,742000000.0,742000000.0,2137000000.0,,387640449.0,-120000000.0,814000000.0,345000000.0,,-243000000.0,,-377000000.0,4000000.0,839000000.0,125000000.0,-18000000.0,,3000000.0,15927000000.0,3630000000.0,14611000000.0,,,
2007-09-30,14000000.0,2074000000.0,-291000000.0,,-4000000.0,5160000000.0,0.85,567000000.0,539000000.0,221000000.0,,1282000000.0,70000000.0,,,3024000000.0,421000000.0,,3144000000.0,88000000.0,12123000000.0,707000000,-20000000.0,,-192000000.0,,678000000.0,521000000,1763000000,383333333.0,13000000.0,198000000.0,3957000000.0,19819000000.0,275000000.0,-312000000.0,-7696000000.0,0.84,662000000.0,19825000000.0,542000000.0,11314000000.0,-77000000.0,,,481000000.0,1703000000.0,320000000.0,,2000000.0,333000000,7171000000.0,322000000.0,574000000.0,574000000.0,2059000000.0,,378823529.0,-1047000000.0,761000000.0,322000000.0,,-41000000.0,,27000000.0,4000000.0,662000000.0,122000000.0,83000000.0,,2000000.0,15868000000.0,2469000000.0,14639000000.0,,,
