date,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyDilutedAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingExpense,quarterlyBasicAverageShares,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue
1995-09-30,200900000,,31800000,25900000,-9600000.0,0.0,44000000.0,15400000.0,,65200000.0,133400000.0,,291900000.0,,279000000.0,-4400000.0,92100000.0,-600000.0,-17900000.0,291500000.0,-9000000.0,,,0.35,279400000.0,,-100000.0,,,135700000.0,-10800000.0,31600000.0,33400000.0,15400000.0,15400000,,41300000.0,11000000.0,8200000.0,13500000.0,-9500000.0,700000.0,100000.0,152600000.0,-100000.0,-1100000.0,-174700000.0,16600000.0,1500000.0,39300000.0,44000000.0,2800000.0,25300000.0,,9900000.0,117200000.0,-7800000.0,41700000.0,200000.0,,133800000.0,412800000.0,-6700000.0,,,5900000.0,36900000.0,,8200000.0,,500000.0,0.35,500000.0,,,,
1995-12-31,239100000,,43900000,37800000,-9000000.0,0.0,44800000.0,22400000.0,,81800000.0,120200000.0,,298700000.0,,281200000.0,-5100000.0,79700000.0,-600000.0,10300000.0,308800000.0,-900000.0,,,0.5,305000000.0,,-100000.0,,,157300000.0,13000000.0,31400000.0,37900000.0,22400000.0,22400000,,40500000.0,12600000.0,8200000.0,800000.0,-10600000.0,800000.0,-200000.0,140400000.0,100000.0,-18300000.0,-178500000.0,2700000.0,900000.0,44000000.0,44800000.0,38200000.0,36700000.0,,14300000.0,120200000.0,10900000.0,41500000.0,500000.0,,144000000.0,425200000.0,27600000.0,,21100000.0,6100000.0,37400000.0,,0.0,,11400000.0,0.5,11400000.0,,,,
1996-03-31,200500000,,35200000,29400000,-11500000.0,0.0,44500000.0,17800000.0,,66100000.0,115100000.0,200000.0,309600000.0,,279300000.0,-5100000.0,72900000.0,0.0,-6100000.0,321600000.0,-4800000.0,,,0.4,313700000.0,,0.0,,,134400000.0,-5900000.0,31400000.0,30900000.0,17800000.0,17800000,,42200000.0,14300000.0,8300000.0,700000.0,-11500000.0,700000.0,0.0,146300000.0,100000.0,-9100000.0,-183300000.0,2500000.0,2500000.0,36700000.0,44500000.0,17600000.0,28700000.0,,10900000.0,126300000.0,-2900000.0,32400000.0,800000.0,,149500000.0,428800000.0,6100000.0,,20700000.0,5800000.0,39800000.0,,0.0,,8400000.0,0.4,8400000.0,,,,
1996-06-30,215500000,,39400000,32800000,-19000000.0,0.0,,20600000.0,,75300000.0,111800000.0,100000.0,316900000.0,,273300000.0,-5000000.0,69400000.0,1000000.0,-4600000.0,337200000.0,-6800000.0,,,,323600000.0,,-500000.0,,,140200000.0,-5300000.0,31200000.0,35900000.0,20600000.0,20600000,,42400000.0,11600000.0,7700000.0,600000.0,-18600000.0,700000.0,500000.0,151600000.0,-100000.0,-10500000.0,-177800000.0,2300000.0,3500000.0,42500000.0,,25900000.0,32600000.0,,12000000.0,139100000.0,-3800000.0,34500000.0,300000.0,,162100000.0,435400000.0,7300000.0,,20700000.0,6600000.0,34300000.0,,0.0,,4700000.0,,4700000.0,,,,
1996-09-30,218900000,,37000000,30100000,-9400000.0,0.0,44634146.0,18300000.0,,73200000.0,145000000.0,-100000.0,318500000.0,,313100000.0,-5000000.0,103100000.0,-400000.0,-10500000.0,350400000.0,-5100000.0,,,0.41,332200000.0,,-500000.0,,,145700000.0,-21400000.0,31000000.0,36200000.0,18300000.0,18300000,,41900000.0,14100000.0,7900000.0,500000.0,-8900000.0,600000.0,100000.0,173000000.0,0.0,-9900000.0,-177400000.0,2300000.0,3000000.0,43100000.0,44634146.0,14600000.0,29600000.0,,11300000.0,141100000.0,-4600000.0,46300000.0,500000.0,,164100000.0,477200000.0,5700000.0,,20700000.0,6900000.0,56300000.0,,4700000.0,,,0.41,,,,,
1996-12-31,259000000,,48200000,41600000,-14100000.0,0.0,44561404.0,25400000.0,,88900000.0,128800000.0,300000.0,340800000.0,,309100000.0,-5300000.0,89000000.0,-1700000.0,15200000.0,370500000.0,-3000000.0,,,0.57,352300000.0,,-1700000.0,,,170100000.0,17400000.0,30800000.0,40700000.0,25400000.0,25400000,,39800000.0,14500000.0,7800000.0,500000.0,-12400000.0,700000.0,0.0,155600000.0,0.0,-5600000.0,-192900000.0,3700000.0,1200000.0,47300000.0,44561404.0,45300000.0,40900000.0,,15500000.0,147900000.0,25500000.0,45700000.0,2900000.0,,172000000.0,481100000.0,32900000.0,,20400000.0,6600000.0,42800000.0,,0.0,,25600000.0,0.57,25600000.0,,,,
1997-03-31,218100000,,41500000,34600000,-8100000.0,0.0,43750000.0,21000000.0,,76000000.0,116800000.0,-100000.0,334100000.0,,304800000.0,-5300000.0,75700000.0,1300000.0,-11400000.0,386300000.0,-8700000.0,,,0.48,361000000.0,,-800000.0,,,142100000.0,-4000000.0,30700000.0,34500000.0,21000000.0,21000000,,41100000.0,14400000.0,7900000.0,500000.0,-7300000.0,600000.0,0.0,159600000.0,0.0,-12500000.0,-185600000.0,4300000.0,2500000.0,41400000.0,43750000.0,18000000.0,34000000.0,,13000000.0,148500000.0,-2600000.0,35700000.0,1600000.0,,173000000.0,477800000.0,10700000.0,,20200000.0,6900000.0,39500000.0,,0.0,,23000000.0,0.48,23000000.0,,,,
1997-06-30,226700000,,44500000,37900000,-9500000.0,0.0,,24000000.0,,79500000.0,116400000.0,100000.0,337300000.0,,308800000.0,-5500000.0,73700000.0,100000.0,2700000.0,404800000.0,-12800000.0,,,,368000000.0,,-700000.0,,,147200000.0,-1700000.0,30700000.0,35000000.0,24000000.0,24000000,,42700000.0,12900000.0,7900000.0,500000.0,-8900000.0,700000.0,800000.0,161300000.0,0.0,-16900000.0,-186000000.0,4500000.0,4100000.0,41600000.0,,35600000.0,38000000.0,,14000000.0,151300000.0,9100000.0,40000000.0,100000.0,,175600000.0,484400000.0,26700000.0,,19800000.0,6600000.0,33200000.0,,0.0,,32100000.0,,32100000.0,,,,
1997-09-30,237200000,,42700000,35000000,-32500000.0,0.0,43541667.0,20900000.0,,82900000.0,143600000.0,-100000.0,351000000.0,,322600000.0,-5500000.0,102600000.0,-1500000.0,-12000000.0,420100000.0,-2400000.0,,,0.48,382000000.0,,-21700000.0,,,154300000.0,-11700000.0,30500000.0,40200000.0,20900000.0,20900000,,41000000.0,14100000.0,7800000.0,500000.0,-10900000.0,700000.0,-100000.0,174300000.0,0.0,-10600000.0,-192000000.0,5900000.0,2700000.0,47900000.0,43541667.0,15000000.0,34200000.0,,13300000.0,159000000.0,-28000000.0,51200000.0,1000000.0,,203000000.0,525600000.0,4100000.0,,38100000.0,7700000.0,50900000.0,,32100000.0,,4100000.0,0.48,4100000.0,,,,
1997-12-31,300800000,,55800000,47700000,-13700000.0,0.0,43283582.0,29000000.0,,103200000.0,127400000.0,-100000.0,360400000.0,,313800000.0,-5800000.0,88800000.0,-2100000.0,13400000.0,443300000.0,-11400000.0,,,0.67,395000000.0,,-2400000.0,,,197600000.0,33800000.0,30300000.0,47400000.0,29000000.0,29000000,,38600000.0,15100000.0,7700000.0,600000.0,-11300000.0,700000.0,-100000.0,140500000.0,0.0,-16200000.0,-198300000.0,8800000.0,600000.0,55500000.0,43283582.0,48300000.0,46900000.0,,17900000.0,162100000.0,18300000.0,44700000.0,1200000.0,,208600000.0,522400000.0,37000000.0,,37700000.0,8100000.0,43500000.0,,0.0,,22400000.0,0.67,22400000.0,,,,
1998-03-31,237600000,,44800000,36200000,-12100000.0,0.0,43018868.0,22800000.0,,84800000.0,119400000.0,,368300000.0,,317200000.0,-6000000.0,77600000.0,1200000.0,-10300000.0,460100000.0,-5100000.0,,,0.53,410700000.0,,-3300000.0,,,152800000.0,-13200000.0,30300000.0,40000000.0,22800000.0,22800000,,41800000.0,16600000.0,7700000.0,600000.0,-10700000.0,600000.0,900000.0,153700000.0,-100000.0,-7100000.0,-202100000.0,9500000.0,3800000.0,48600000.0,43018868.0,21700000.0,36500000.0,,13700000.0,166200000.0,2500000.0,32300000.0,4100000.0,,212900000.0,530100000.0,11000000.0,,37200000.0,8600000.0,44700000.0,,0.0,,25000000.0,0.53,25000000.0,,,,
1998-06-30,233200000,,45300000,37100000,-11900000.0,0.0,,23500000.0,,86200000.0,118800000.0,,374100000.0,,311500000.0,-6000000.0,76500000.0,3300000.0,-300000.0,477600000.0,-18200000.0,,,,410600000.0,,18200000.0,,,147000000.0,-21500000.0,29100000.0,40900000.0,23500000.0,23500000,,42300000.0,13200000.0,7300000.0,500000.0,-31700000.0,600000.0,1400000.0,175200000.0,100000.0,-24800000.0,-203300000.0,10100000.0,5900000.0,49100000.0,,35000000.0,37800000.0,,14300000.0,170800000.0,-1700000.0,34200000.0,500000.0,,217900000.0,529400000.0,3300000.0,,37000000.0,8200000.0,41800000.0,,0.0,,23200000.0,,23200000.0,,,,
1998-09-30,244100000,,42600000,33900000,-11500000.0,0.0,42291667.0,20300000.0,,82000000.0,148400000.0,,382600000.0,,338800000.0,-6000000.0,108500000.0,-1400000.0,-36200000.0,492000000.0,-13900000.0,,,0.48,411100000.0,,-2000000.0,,,162100000.0,-15800000.0,28800000.0,39400000.0,20300000.0,20300000,,39900000.0,13100000.0,7300000.0,21500000.0,-9700000.0,600000.0,-100000.0,191000000.0,0.0,800000.0,-209300000.0,10700000.0,3800000.0,48100000.0,42291667.0,-8700000.0,33200000.0,,12900000.0,173300000.0,-19300000.0,41500000.0,,,220700000.0,559500000.0,-18400000.0,,36700000.0,8700000.0,45500000.0,,23200000.0,,3900000.0,0.48,3900000.0,,,,
1998-12-31,300600000,,55000000,46100000,-9700000.0,0.0,42089552.0,28200000.0,,101200000.0,120700000.0,,390600000.0,,317200000.0,-6300000.0,82100000.0,-1000000.0,19800000.0,513900000.0,-15400000.0,,,0.67,417600000.0,,-400000.0,,,199400000.0,36300000.0,28600000.0,46200000.0,28200000.0,28200000,,38600000.0,14400000.0,7200000.0,500000.0,-9400000.0,900000.0,100000.0,155400000.0,0.0,-42900000.0,-216200000.0,9600000.0,2800000.0,55100000.0,42089552.0,55800000.0,45300000.0,,17100000.0,174400000.0,3200000.0,41900000.0,,,221100000.0,538300000.0,46400000.0,,37100000.0,8900000.0,39700000.0,,0.0,,7100000.0,0.67,7100000.0,,,,
1999-03-31,247200000,,44800000,35900000,-9300000.0,0.0,41132075.0,21800000.0,,85400000.0,125600000.0,100000.0,399300000.0,,317200000.0,-6200000.0,111600000.0,200000.0,14900000.0,529500000.0,-20300000.0,,,0.53,413100000.0,,100000.0,,,161800000.0,-4000000.0,3600000.0,40600000.0,21800000.0,21800000,,14000000.0,13900000.0,7400000.0,25500000.0,-9400000.0,600000.0,-100000.0,159400000.0,0.0,-26300000.0,-222600000.0,8100000.0,3000000.0,49500000.0,41132075.0,45900000.0,35200000.0,,13400000.0,176700000.0,10300000.0,43100000.0,,,221500000.0,538700000.0,36500000.0,,36700000.0,8900000.0,43000000.0,,0.0,,17400000.0,0.53,17400000.0,,,,
1999-06-30,253800000,,48800000,39700000,-9000000.0,18900000.0,,24700000.0,,88900000.0,135100000.0,,394000000.0,,328400000.0,-6100000.0,116200000.0,1000000.0,-3100000.0,548100000.0,-17200000.0,,,,414900000.0,,-1900000.0,,,164900000.0,-10100000.0,3600000.0,40100000.0,24700000.0,24700000,,18900000.0,16800000.0,7000000.0,25500000.0,-7400000.0,600000.0,0.0,169400000.0,0.0,-23000000.0,-218400000.0,10200000.0,8300000.0,49200000.0,,33500000.0,39600000.0,,14900000.0,175600000.0,1400000.0,45000000.0,300000.0,,221600000.0,550000000.0,26100000.0,,35800000.0,9100000.0,45700000.0,100000.0,0.0,50900000.0,18900000.0,,18900000.0,,,,
1999-09-30,260400000,,45600000,37100000,-6800000.0,5100000.0,40357143.0,22600000.0,,87100000.0,158700000.0,,399100000.0,,352500000.0,-6000000.0,141800000.0,-1700000.0,-12400000.0,564700000.0,-18200000.0,,,0.56,413700000.0,,-600000.0,,,173300000.0,-17600000.0,3300000.0,41500000.0,22600000.0,22600000,,16900000.0,18200000.0,7000000.0,25500000.0,-6200000.0,600000.0,0.0,187000000.0,0.0,-24000000.0,-224100000.0,9500000.0,6600000.0,50000000.0,40357143.0,17000000.0,36500000.0,,13900000.0,175000000.0,-13800000.0,61500000.0,500000.0,,219900000.0,572400000.0,10800000.0,,35400000.0,8500000.0,54800000.0,100000.0,18900000.0,51400000.0,5100000.0,0.56,5100000.0,,,,
1999-12-31,324400000,,62800000,54300000,-6600000.0,16900000.0,39931000.0,33100000.0,,110000000.0,142800000.0,,403500000.0,,351400000.0,-6400000.0,128200000.0,-2200000.0,-600000.0,591400000.0,-14300000.0,,,0.83,426600000.0,,-1100000.0,,,214400000.0,26700000.0,3000000.0,47200000.0,33100000.0,33100000,,14600000.0,19300000.0,7100000.0,25500000.0,-5500000.0,700000.0,100000.0,160300000.0,0.0,-20400000.0,-230100000.0,9600000.0,4500000.0,55700000.0,39854000.0,38800000.0,53500000.0,,20400000.0,173400000.0,11800000.0,52700000.0,500000.0,,218000000.0,569400000.0,33300000.0,,35000000.0,8500000.0,50000000.0,100000.0,5100000.0,51900000.0,16900000.0,0.83,16900000.0,,,,
2000-03-31,262764000,,41199000,32610000,-8009000.0,2187000.0,39410000.0,20102000.0,,87112000.0,105226000.0,,410109000.0,,315927000.0,-6287000.0,85536000.0,1583000.0,1349000.0,605251000.0,-12464000.0,,,0.51,428036000.0,,-1114000.0,,,175652000.0,-6294000.0,3040000.0,45913000.0,20102000.0,20102000,,19690000.0,22363000.0,6859000.0,535000.0,-6928000.0,245000.0,0.0,166615000.0,0.0,-43732000.0,-236814000.0,9411000.0,9791000.0,54502000.0,39360000.0,37070000.0,32552000.0,,12450000.0,173295000.0,-14673000.0,40766000.0,39000.0,,217335000.0,533262000.0,30142000.0,,34629000.0,8589000.0,44235000.0,104000.0,16900000.0,51951000.0,2187000.0,0.51,2187000.0,,,,
2000-06-30,256643000,,46638000,37887000,-7334000.0,2656000.0,,23469000.0,,85447000.0,116361000.0,,413183000.0,,315895000.0,-6060000.0,96475000.0,2196000.0,1443000.0,622660000.0,-30137000.0,,,,415483000.0,,-1043000.0,,,171196000.0,-8865000.0,3040000.0,38809000.0,23469000.0,23469000,,19886000.0,18768000.0,6800000.0,8785000.0,-5936000.0,85000.0,-137000.0,175480000.0,0.0,-27783000.0,-240799000.0,9012000.0,10046000.0,47560000.0,,35575000.0,37665000.0,,14196000.0,172384000.0,469000.0,44000000.0,164000.0,,215949000.0,531844000.0,29639000.0,,34553000.0,8751000.0,43690000.0,115000.0,2187000.0,52115000.0,2656000.0,,2656000.0,,,,
2000-09-30,263945000,,44093000,35367000,-38253000.0,757000.0,37893000.0,21438000.0,,84005000.0,173218000.0,,425116000.0,,353887000.0,-6051000.0,151954000.0,1678000.0,-23410000.0,638047000.0,-5490000.0,,,0.57,425372000.0,,-618000.0,,,179940000.0,-19618000.0,2740000.0,39912000.0,21438000.0,21438000,,21264000.0,20162000.0,7283000.0,48535000.0,-5200000.0,260000.0,-181000.0,196393000.0,0.0,27909000.0,-247648000.0,8640000.0,11241000.0,48638000.0,37886000.0,8453000.0,34926000.0,,13488000.0,177468000.0,-1899000.0,52728000.0,,,244703000.0,598590000.0,3253000.0,,58595000.0,8726000.0,50691000.0,107000.0,2656000.0,52115000.0,757000.0,0.57,757000.0,,,,
2000-12-31,313713000,,57007000,48116000,-5932000.0,3914000.0,37724000.0,29397000.0,,101600000.0,142089000.0,,429879000.0,,345510000.0,-6406000.0,122720000.0,-1650000.0,14390000.0,661038000.0,-922000.0,,,0.78,447539000.0,,-472000.0,,,212113000.0,23636000.0,2495000.0,44593000.0,29397000.0,29397000,,19369000.0,21498000.0,7311000.0,14545000.0,-6163000.0,653000.0,109000.0,172757000.0,0.0,-41464000.0,-253849000.0,8218000.0,9563000.0,53484000.0,37714000.0,50554000.0,47572000.0,,18175000.0,176030000.0,3157000.0,61675000.0,,,244118000.0,589628000.0,44391000.0,,59870000.0,8891000.0,46500000.0,106000.0,757000.0,52214000.0,3914000.0,0.78,3914000.0,,,,
2001-03-31,272270000,,49742000,40848000,-24577000.0,7171000.0,37620000.0,19453000.0,,84998000.0,147686000.0,,434020000.0,,337880000.0,-6396000.0,126387000.0,174000.0,8274000.0,674095000.0,-14738000.0,,,0.52,447803000.0,,-1114000.0,132341000.0,53257000.0,187272000.0,-3917000.0,2495000.0,44150000.0,19453000.0,19453000,,21299000.0,0.0,7290000.0,23545000.0,-6319000.0,116000.0,-324000.0,177054000.0,0.0,-10491000.0,-258180000.0,8109000.0,11514000.0,44150000.0,37603000.0,38324000.0,31514000.0,,12061000.0,175840000.0,3257000.0,0.0,1944000.0,,257609000.0,595489000.0,32005000.0,,73660000.0,8894000.0,49585000.0,107000.0,3914000.0,54158000.0,7171000.0,0.52,7171000.0,,,,
2001-06-30,250262000,,14743000,5726000,-5774000.0,4873000.0,,18950000.0,,-7345000.0,112036000.0,,437138000.0,,317605000.0,-6323000.0,92294000.0,-42000.0,414000.0,686722000.0,-1592000.0,,,,459901000.0,73397000.0,-635000.0,107895000.0,44284000.0,257607000.0,-7333000.0,1095000.0,-13071000.0,18950000.0,19948000,,19742000.0,0.0,7346000.0,6445000.0,-4950000.0,210000.0,-154000.0,184387000.0,0.0,-25397000.0,-263969000.0,7766000.0,11301000.0,-13071000.0,,28881000.0,31873000.0,,11925000.0,173169000.0,-2298000.0,0.0,1018000.0,,254332000.0,571937000.0,23931000.0,,,9017000.0,41565000.0,99000.0,7171000.0,55229000.0,4873000.0,,4873000.0,,,,
2001-09-30,266462000,,42394000,33653000,-4685000.0,11013000.0,37230000.0,20341000.0,,60850000.0,126912000.0,,439872000.0,,344489000.0,-6318000.0,109561000.0,-1296000.0,1678000.0,700745000.0,-7605000.0,,,0.55,467743000.0,,-288000.0,128626000.0,62288000.0,205612000.0,1541000.0,,27197000.0,20341000.0,20341000,,17351000.0,0.0,7365000.0,1340000.0,-4400000.0,54000.0,-584000.0,182846000.0,0.0,-18759000.0,-269663000.0,7220000.0,9986000.0,27197000.0,37181000.0,29574000.0,33015000.0,,12674000.0,170209000.0,6140000.0,0.0,1364000.0,,250166000.0,594655000.0,25174000.0,,72737000.0,8741000.0,45933000.0,109000.0,4873000.0,56643000.0,11013000.0,0.54636,11013000.0,,,,
2001-12-31,311873000,,36739000,27994000,-7335000.0,35953000.0,36931000.0,17423000.0,,70353000.0,106408000.0,,443358000.0,,327765000.0,-6625000.0,88682000.0,-4625000.0,11147000.0,711543000.0,-9465000.0,,,0.47,470136000.0,,-3047000.0,113742000.0,48609000.0,241520000.0,32670000.0,,42359000.0,17423000.0,17423000,,17726000.0,0.0,8027000.0,,-4334000.0,0.0,0.0,150176000.0,0.0,-16412000.0,-276086000.0,7007000.0,9699000.0,42359000.0,36880000.0,48695000.0,28456000.0,,11033000.0,167272000.0,24940000.0,0.0,1018000.0,,248779000.0,576544000.0,44361000.0,,74500000.0,8745000.0,40073000.0,101000.0,11013000.0,57711000.0,35953000.0,0.47,35953000.0,,,,
2002-03-31,270912000,,40360000,31494000,-5548000.0,54130000.0,36777000.0,28807000.0,,57524000.0,112420000.0,,448702000.0,,353128000.0,-6592000.0,92812000.0,-118000.0,-1346000.0,733758000.0,-8058000.0,,,0.78,486127000.0,,-8000.0,115712000.0,49757000.0,213388000.0,-4330000.0,,26030000.0,28807000.0,28807000,,19608000.0,0.0,8703000.0,,-5571000.0,0.0,0.0,154506000.0,0.0,-12914000.0,-283286000.0,6646000.0,10905000.0,26030000.0,36712000.0,36641000.0,46877000.0,,18070000.0,165416000.0,18177000.0,0.0,1736000.0,,245419000.0,598547000.0,31070000.0,,73357000.0,8866000.0,43055000.0,99000.0,35953000.0,59547000.0,54130000.0,0.78,54130000.0,,,,
2002-06-30,281973000,,50163000,41228000,-8591000.0,83378000.0,,25369000.0,,66371000.0,117428000.0,,453671000.0,,366100000.0,-6593000.0,89304000.0,4285000.0,6824000.0,752534000.0,-3147000.0,,,,501277000.0,,1644000.0,109350000.0,46046000.0,215602000.0,6255000.0,,25143000.0,25369000.0,25369000,,28124000.0,0.0,15890000.0,,-8241000.0,0.0,0.0,148251000.0,0.0,-7593000.0,-287728000.0,13985000.0,12234000.0,25143000.0,,45415000.0,40994000.0,,15625000.0,165943000.0,29248000.0,0.0,2147000.0,,252605000.0,618705000.0,37174000.0,,72677000.0,8935000.0,43258000.0,-2752000.0,54130000.0,61919000.0,83378000.0,,83378000.0,,,,
2002-09-30,275821000,,40943000,32800000,-6825000.0,89556000.0,36629000.0,20556000.0,,57686000.0,129459000.0,,459808000.0,,389110000.0,-6582000.0,100250000.0,1085000.0,-5741000.0,766508000.0,-6811000.0,,,0.56,510942000.0,,-361000.0,109424000.0,52370000.0,218135000.0,-14668000.0,,24886000.0,20556000.0,20556000,,29209000.0,0.0,16873000.0,,-6469000.0,,0.0,162919000.0,0.0,-11238000.0,-294802000.0,13615000.0,12336000.0,24886000.0,36562000.0,24234000.0,33197000.0,,12641000.0,165006000.0,6178000.0,0.0,2155000.0,,251291000.0,640401000.0,17765000.0,,72670000.0,8143000.0,47880000.0,-2745000.0,83378000.0,64414000.0,89556000.0,0.56,89556000.0,,,,
2002-12-31,307669000,,55972000,47996000,-4943000.0,128505000.0,36406000.0,51979000.0,,74232000.0,145561000.0,,456190000.0,,441510000.0,-7250000.0,116976000.0,-624000.0,-179000.0,811237000.0,-12082000.0,,,1.43,543822000.0,,-695000.0,98407000.0,75768000.0,233437000.0,15057000.0,,26236000.0,51979000.0,51979000,,28585000.0,0.0,17519000.0,,-5674000.0,,34232000.0,147862000.0,0.0,-19103000.0,-296912000.0,12933000.0,11066000.0,26236000.0,36354000.0,62991000.0,83108000.0,,31129000.0,159278000.0,38949000.0,0.0,229000.0,,247873000.0,689383000.0,57317000.0,,75662000.0,7976000.0,41208000.0,-2741000.0,89556000.0,64643000.0,128505000.0,1.427759,128505000.0,,,,
2003-03-31,259535000,,36881000,28944000,-13221000.0,131357000.0,36064000.0,18047000.0,,53573000.0,119283000.0,,455941000.0,,413035000.0,-7164000.0,90838000.0,1300000.0,7930000.0,822120000.0,-12916000.0,,,0.5,542161000.0,,-700000.0,101520000.0,48108000.0,205962000.0,-5274000.0,,24629000.0,18047000.0,18047000,,28445000.0,0.0,17513000.0,,-9530000.0,,37000.0,153136000.0,0.0,-19714000.0,-296086000.0,12900000.0,10932000.0,24629000.0,36013000.0,35781000.0,28981000.0,,10934000.0,159855000.0,2852000.0,0.0,366000.0,,248409000.0,661444000.0,26251000.0,,75654000.0,7937000.0,42730000.0,-2735000.0,128505000.0,65009000.0,131357000.0,0.5,131357000.0,,,,
2003-06-30,263775000,,42701000,35088000,-12173000.0,142847000.0,,21964000.0,,58369000.0,120051000.0,,461876000.0,,414385000.0,-7156000.0,84923000.0,1049000.0,2438000.0,836928000.0,-3743000.0,,,,547665000.0,,-4015000.0,88583000.0,42940000.0,205406000.0,-6276000.0,,23281000.0,21964000.0,21964000,,35128000.0,0.0,27811000.0,,-8268000.0,,-24000.0,159412000.0,0.0,-9309000.0,-300765000.0,16573000.0,7317000.0,23281000.0,,32979000.0,35515000.0,,13551000.0,161111000.0,11490000.0,0.0,1590000.0,,253331000.0,667716000.0,24711000.0,,75647000.0,7613000.0,41983000.0,-9151000.0,131357000.0,65864000.0,142847000.0,,142847000.0,,,,
2003-09-30,266652000,,39070000,31638000,-6472000.0,145633000.0,35831000.0,19700000.0,,55807000.0,137832000.0,,463070000.0,,444574000.0,-7150000.0,101617000.0,1087000.0,-10594000.0,849478000.0,-1056000.0,,,0.55,559807000.0,,-923000.0,105562000.0,54178000.0,210845000.0,-8249000.0,,24169000.0,19700000.0,19700000,,36215000.0,0.0,28657000.0,,-6677000.0,,0.0,167661000.0,0.0,-7786000.0,-302657000.0,17012000.0,7558000.0,24169000.0,35763000.0,17034000.0,31984000.0,,12284000.0,160413000.0,2786000.0,0.0,420000.0,,253065000.0,697639000.0,10357000.0,,75640000.0,7432000.0,47439000.0,-8968000.0,142847000.0,66329000.0,145633000.0,0.549803,145633000.0,,,,
2003-12-31,291196000,,48038000,40148000,-25270000.0,152505000.0,35798000.0,26650000.0,,65051000.0,128629000.0,,476014000.0,,436247000.0,-8212000.0,91585000.0,829000.0,7827000.0,867916000.0,-2642000.0,,,0.75,576385000.0,,-21109000.0,106288000.0,50175000.0,226145000.0,18062000.0,,24903000.0,26650000.0,26650000,,37044000.0,0.0,28897000.0,,-4163000.0,,1987000.0,150674000.0,0.0,-10228000.0,-308457000.0,16743000.0,8147000.0,24903000.0,35719000.0,42364000.0,42628000.0,,15978000.0,167557000.0,6872000.0,0.0,626000.0,,268767000.0,705014000.0,38201000.0,,84467000.0,7890000.0,41410000.0,-8862000.0,145633000.0,67005000.0,152505000.0,0.74,152505000.0,,,,
2004-03-31,269463000,,33264000,25403000,-6050000.0,159377000.0,35814000.0,16045000.0,,49804000.0,126643000.0,,477267000.0,,443059000.0,-8230000.0,87844000.0,2455000.0,-3681000.0,875731000.0,-3683000.0,,,0.45,583335000.0,,17739000.0,106195000.0,45136000.0,219659000.0,1822000.0,,24401000.0,16045000.0,16045000,,38799000.0,0.0,28441000.0,,-3352000.0,,0.0,148852000.0,0.0,-9381000.0,-313602000.0,18795000.0,10358000.0,24401000.0,35736000.0,22305000.0,25860000.0,,9815000.0,163665000.0,6872000.0,0.0,2532000.0,,266919000.0,709978000.0,18953000.0,,84459000.0,7861000.0,42708000.0,-8770000.0,152505000.0,69731000.0,159377000.0,0.45,159377000.0,,,,
