date,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyStockholdersEquity,quarterlyBasicEPS,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyEbitda,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyDilutedAverageShares,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyStockBasedCompensation,quarterlyOtherIntangibleAssets,quarterlyChangeInInventory,quarterlyGoodwill
1998-12-31,28827000.0,12760000,,,7287000.0,,,,17900000.0,,,,12760000,287889000.0,223604000.0,-18984000.0,10747000.0,,,807724000.0,17230000.0,17230000.0,263159000.0,-183795000.0,15400000.0,,-1900000.0,-969000.0,,1484317000.0,10810000,954370000.0,,,1642136000.0,85152000.0,,,,529947000.0,,181776000.0,,-30846000.0,4000000.0,,3096000.0,,,,-248000.0,,1356083000.0,-255211000.0,,-147879000,,-1839000.0,1110000.0,-212622000.0,,64978000,-158626000,,7119000.0,-286053000.0,9306000.0,,,,,,,,,,
1999-03-31,22300000.0,13600000,0.29,,-4700000.0,,,,,,,,13600000,753100000.0,-31900000.0,-19000000.0,12300000.0,40000000.0,17200000.0,,,,,-9300000.0,15100000.0,,2700000.0,-800000.0,,1503100000.0,11600000,977800000.0,,,,,,,,525300000.0,0.29,-4400000.0,,-36000000.0,-6700000.0,,2300000.0,,,,-400000.0,,1379000000.0,-261300000.0,,107100000,,4400000.0,300000.0,-31600000.0,40000000.0,62900000,94800000,,-8000000.0,,9000000.0,,,,,,,,,,
1999-06-30,33200000.0,13900000,0.12,,-700000.0,,,,,,,,6800000,769900000.0,-31000000.0,-19000000.0,12600000.0,40000000.0,,,,,,1800000.0,15400000.0,,1100000.0,-800000.0,,1514900000.0,4800000,1000300000.0,,,,,,,,514600000.0,0.12,-900000.0,,-32300000.0,4600000.0,,3200000.0,,,,-200000.0,,1393400000.0,-274200000.0,,107800000,,-4600000.0,1400000.0,-31400000.0,40000000.0,64200000,95200000,,11400000.0,,-1600000.0,,,,,,,,,,
1999-09-30,19200000.0,14200000,0.3,,3300000.0,,,,18200000.0,,,,14200000,802800000.0,-32700000.0,-19100000.0,12400000.0,39354839.0,,,,,,17200000.0,15000000.0,,-7200000.0,1400000.0,,1541900000.0,12200000,1032200000.0,,,,,,,,509700000.0,0.31,-27200000.0,,-29200000.0,-300000.0,,5400000.0,,,,-300000.0,,1409200000.0,-280100000.0,,112300000,,14600000.0,,-2000000.0,40666667.0,67200000,99900000,,-15000000.0,,13300000.0,,,,,,,,,,
1999-12-31,27483000.0,20893000,,,-3392000.0,,,,,,,,20943000,463289000.0,247929000.0,-19517000.0,12711000.0,,15100000.0,100404000.0,11738000.0,11738000.0,162768000.0,-48987000.0,16000000.0,,-4100000.0,-2118000.0,,1534048000.0,18993000,1010972000.0,,,1721459000.0,85521000.0,,,,523076000.0,,55496000.0,11738000.0,-1813000.0,4100000.0,,4220000.0,,,,-251000.0,,1403538000.0,-286348000.0,,-165605000,,-4912000.0,,-76470000.0,,69613000,-178316000,,5884000.0,-317921000.0,-29062000.0,,,,,,,,,,
2000-03-31,32442000.0,12151000,0.31,,1973000.0,,,,,,,1432694000.0,14139000,363362000.0,36654000.0,-19425000.0,12655000.0,39444000.0,11738000.0,100407000.0,13711000.0,13711000.0,316121000.0,-25257000.0,16493000.0,,5284000.0,501000.0,,1562102000.0,12151000,1061558000.0,,,,81876000.0,,,-22087000.0,500544000.0,0.31,32310000.0,13711000.0,-43268000.0,156000.0,,2922000.0,,,-17879000.0,-100387000.0,,1432694000.0,-291892000.0,,45105000,,208000.0,697000.0,-57699000.0,40595000.0,69104000,32450000,,5440000.0,,12799000.0,,,,,,,,,,
2000-06-30,26519000.0,14393000,0.41,,4975000.0,,,,,,3681000.0,1423442000.0,18074000,363465000.0,36150000.0,-19066000.0,13338000.0,38601000.0,13711000.0,100407000.0,18686000.0,18686000.0,298730000.0,-14597000.0,,,1071000.0,8298000.0,,1544483000.0,16087000,1044559000.0,,,,81802000.0,,,-545000.0,499924000.0,0.42,9176000.0,18686000.0,13523000.0,-2699000.0,,2868000.0,,,-1694000.0,-9234000.0,,1423442000.0,-293518000.0,,45994000,,-3265000.0,1932000.0,-41116000.0,39782000.0,68806000,32656000,,-1628000.0,,-35067000.0,,,,,,,,,,
2000-09-30,25790000.0,12433000,0.32,,-4960000.0,,,,,,,1454364000.0,14421000,363570000.0,36441000.0,-19097000.0,13440000.0,38695000.0,18686000.0,100409000.0,13726000.0,13726000.0,330091000.0,-20044000.0,15992000.0,,-10087000.0,3795000.0,,1579039000.0,12433000,1083473000.0,,,,90415000.0,,,0.0,495566000.0,0.32,6887000.0,13726000.0,-42467000.0,7154000.0,,3245000.0,,,-3520000.0,-4989000.0,,1454364000.0,-299621000.0,,45580000,,862000.0,609000.0,-45834000.0,39774000.0,68581000,32140000,,-2933000.0,,11717000.0,,,,,,,,,,
2000-12-31,21395000.0,13889000,,,-2369000.0,,,,,,0.0,,13889000,363678000.0,40232000.0,-19911000.0,13826000.0,,13726000.0,100410000.0,11357000.0,11357000.0,225246000.0,-26902000.0,16897000.0,,-2779000.0,154092000.0,,1621079000.0,11902000,1131631000.0,,,1854913000.0,239110000.0,,,0.0,489448000.0,,-771000.0,11357000.0,-49529000.0,-3689000.0,,4283000.0,,,-461000.0,-153942000.0,,1503655000.0,-306287000.0,,46384000,,148000.0,190000.0,-48297000.0,,72790000,32558000,,-6468000.0,-351258000.0,25765000.0,,,,,,,,,,
2001-03-31,29896000.0,12245000,0.32,,-214000.0,,,,,,,1561354000.0,14233000,385151000.0,38942000.0,-19933000.0,14144000.0,38822000.0,11357000.0,100411000.0,11143000.0,11143000.0,302404000.0,-91602000.0,17150000.0,,-2503000.0,1487000.0,,1675692000.0,12245000,1189995000.0,,,,254540000.0,,-1079000.0,0.0,485697000.0,0.32,67743000.0,11143000.0,-87289000.0,3459000.0,,3133000.0,,,-33534000.0,-312000.0,,1561354000.0,-312656000.0,,46905000,,563000.0,937000.0,-121498000.0,39856000.0,71703000,32761000,,956000.0,,57179000.0,,,,,,,,,,
2001-06-30,27288000.0,14269000,0.51,,20332000.0,,,,,,,,22167000,385265000.0,75231000.0,-19972000.0,14813000.0,38984000.0,11143000.0,100415000.0,31475000.0,31475000.0,310646000.0,-37388000.0,,,-1527000.0,72257000.0,,1735093000.0,20180000,1240412000.0,,,1981002000.0,50276000.0,,-809000.0,0.0,494681000.0,0.51,19256000.0,31475000.0,-37392000.0,-1618000.0,,3322000.0,,,-8227000.0,-26759000.0,,1608435000.0,-311264000.0,,12980000,,-6547000.0,-590000.0,-64676000.0,40027000.0,73398000,-1833000,,-3145000.0,-372567000.0,30436000.0,,,,,,,,,,
2001-09-30,30210000.0,13194000,0.33,,-16839000.0,,,,,,4303000.0,,15182000,385025000.0,41477000.0,-20142000.0,15153000.0,39347000.0,31475000.0,100415000.0,14636000.0,14636000.0,295884000.0,-46504000.0,17680000.0,,-7657000.0,30859000.0,,1794950000.0,13194000,1305481000.0,,,2065402000.0,379384000.0,,-4754000.0,0.0,489469000.0,0.34,32556000.0,14636000.0,-60486000.0,6897000.0,,3516000.0,,,-16328000.0,-109869000.0,,1679021000.0,-317275000.0,,49200000,,635000.0,422000.0,-76714000.0,40492000.0,75524000,34047000,,-760000.0,-386381000.0,13437000.0,,,,,,,,,,
2001-12-31,21151000.0,15887000,,,2927000.0,,,,,,259000.0,,17174000,384996000.0,45858000.0,-20546000.0,15804000.0,,14636000.0,235417000.0,17563000.0,17563000.0,174843000.0,-37852000.0,16953000.0,,-12162000.0,39813000.0,,1837978000.0,14103000,1222144000.0,,,2104304000.0,414057000.0,,-4293000.0,0.0,615834000.0,,6550000.0,17563000.0,-46971000.0,3130000.0,,4310000.0,,,-3326000.0,-40037000.0,,1708537000.0,-322428000.0,,49823000,,-2795000.0,532000.0,-59003000.0,,79877000,34019000,,-9032000.0,-395767000.0,28747000.0,,,,,,,,,,
2002-03-31,31836000.0,8053000,-0.15,,-238000.0,,,,,,-8489000.0,,-1331000,385626000.0,42439000.0,-22608000.0,16021000.0,39702000.0,17563000.0,235421000.0,17325000.0,17325000.0,185801000.0,-19546000.0,16640000.0,,-1660000.0,30245000.0,,1875199000.0,-6187000,1271852000.0,,,2145046000.0,449431000.0,,-2973000.0,,603347000.0,-0.15,-7566000.0,17325000.0,-58948000.0,5784000.0,,2999000.0,,,,-31724000.0,,1734751000.0,-348080000.0,,49900000,,5294000.0,8534000.0,-51382000.0,40942000.0,76318000,33879000,,11852000.0,-410295000.0,26874000.0,,,,,,,,,,
2002-06-30,32420000.0,16234000,0.74,,1398000.0,,,,,,,,35335000,355487000.0,73583000.0,-23693000.0,16009000.0,40798000.0,17325000.0,235447000.0,18723000.0,18723000.0,171374000.0,-39672000.0,15133000.0,,3426000.0,37881000.0,,1946905000.0,30479000,1268303000.0,,,2180660000.0,488448000.0,,-4522000.0,,678602000.0,0.75,-7362000.0,18723000.0,-64666000.0,-7490000.0,,3497000.0,,,,-67323000.0,,1759410000.0,-338292000.0,,18254000,,11969000.0,59356000.0,-72092000.0,42136000.0,75828000,2245000,,-11792000.0,-421250000.0,33644000.0,,,,,,,,,,
2002-09-30,32608000.0,18563000,0.31,,5929000.0,,,,,,,,18504000,355546000.0,45149000.0,-24928000.0,16074000.0,42802000.0,18723000.0,235448000.0,24652000.0,24652000.0,192343000.0,-25085000.0,13540000.0,,-9224000.0,19696000.0,,2003534000.0,13648000,1329531000.0,,,2254540000.0,527758000.0,,-6873000.0,,674003000.0,0.32,20583000.0,24652000.0,-44504000.0,6089000.0,,3713000.0,,,,-20971000.0,,1818618000.0,-345645000.0,,49258000,,1165000.0,2271000.0,-57693000.0,44036000.0,78333000,33184000,,-3135000.0,-435922000.0,17825000.0,,,,,,,,,,
2002-12-31,22205000.0,3996000,,,-1529000.0,,,,,,-13780000.0,,2779000,535000000.0,182525000.0,-25232000.0,16425000.0,,24652000.0,100450000.0,23123000.0,23123000.0,198311000.0,203372000.0,,,4219000.0,70874000.0,,1999378000.0,-2078000,1342670000.0,,,2306826000.0,79517000.0,,,,656708000.0,,-243943000.0,23123000.0,-7626000.0,2947000.0,,3581000.0,,,,,,1856129000.0,,,-76663000,,15597000.0,,,,89437000,-93088000,,-12596000.0,-450697000.0,-16108000.0,,,,,,,,,,
2003-03-31,24677000.0,16376000,0.26,,-5010000.0,,,,,,,,16376000,505667000.0,85439000.0,-25353000.0,17449000.0,44271000.0,23123000.0,235466000.0,18113000.0,18113000.0,276278000.0,-64109000.0,17579000.0,,-7881000.0,-1145000.0,,2071401000.0,11520000,1385865000.0,,,2391709000.0,331935000.0,,-3582000.0,,685536000.0,0.26,13594000.0,18113000.0,-75192000.0,-962000.0,,3274000.0,,,,-41684000.0,,1925377000.0,-379226000.0,,17316000,,4924000.0,35687000.0,-88786000.0,45354000.0,85306000,-133000,,-14072000.0,-466332000.0,45505000.0,,,,,,,,,,
2003-06-30,33806000.0,17575000,0.29,,496000.0,,,,,,21272000.0,,18126000,430729000.0,67694000.0,-27099000.0,18126000.0,47161000.0,18113000.0,135505000.0,18609000.0,18609000.0,343625000.0,-19808000.0,18252000.0,,-426000.0,-75278000.0,,2050468000.0,13636000,1360421000.0,,,2368747000.0,310585000.0,,-2359000.0,,690047000.0,0.29,66458000.0,18609000.0,-1274000.0,-3119000.0,,3147000.0,,,,-289000.0,,1885989000.0,-389373000.0,,36841000,,-3579000.0,212630000.0,-53614000.0,48376000.0,86409000,18715000,,1684000.0,-482758000.0,-32036000.0,,,,,,,,,,
2003-09-30,31526000.0,17402000,0.44,,15047000.0,,,,,,,,24595000,430794000.0,50055000.0,-26028000.0,18742000.0,48935000.0,18609000.0,135506000.0,33656000.0,33656000.0,334609000.0,-357000.0,18719000.0,,-9140000.0,-501000.0,,2044044000.0,21726000,1334572000.0,,,2375548000.0,313086000.0,,-1067000.0,0.0,679891000.0,0.44,29737000.0,33656000.0,17619000.0,4289000.0,,3221000.0,,,0.0,-277000.0,,1876531000.0,-395160000.0,,55916000,,212000.0,1708000.0,-31883000.0,50216000.0,87229000,37174000,,-4851000.0,-499017000.0,-34098000.0,,,,,,,,,,
2003-12-31,32382000.0,21957000,,,1312000.0,,,,,,,,35400000,535000000.0,55346000.0,-26322000.0,20299000.0,,33656000.0,506000.0,34968000.0,34968000.0,361323000.0,156036000.0,,,-17652000.0,162452000.0,,2143435000.0,32531000,1422479000.0,,,2470149000.0,61018000.0,,-87000.0,,691374000.0,,-194341000.0,34968000.0,-32425000.0,4573000.0,,2178000.0,,,,,,1955972000.0,,,64918000,,2092000.0,,123654000.0,,99398000,44052000,,-13079000.0,-514177000.0,1355000.0,,,,,,,,,,
2004-03-31,38976000.0,17237000,0.28,,-7028000.0,,,,,,,,17246000,411113000.0,56428000.0,-26342000.0,20622000.0,49163000.0,34968000.0,135507000.0,27940000.0,27940000.0,426537000.0,-178127000.0,21319000.0,,-5324000.0,-630000.0,,2249055000.0,14377000,1536464000.0,,,2596948000.0,323765000.0,,-1029000.0,,683639000.0,0.29,193349000.0,27940000.0,-120888000.0,6170000.0,,4182000.0,,,-97134000.0,,,2064668000.0,-396528000.0,,60367000,,319000.0,1971000.0,-217103000.0,50613000.0,96173000,39745000,,846000.0,-532280000.0,74884000.0,,,,,,,,,,
2004-06-30,39617000.0,17828000,0.45,,17163000.0,,,,,,8276000.0,,26332000,411214000.0,59858000.0,-26396000.0,23236000.0,51359000.0,27940000.0,135532000.0,45103000.0,45103000.0,338500000.0,11038000.0,21391000.0,,221000.0,912000.0,,2275213000.0,23463000,1455370000.0,,,2624408000.0,314102000.0,,2762000.0,,789979000.0,0.46,-99622000.0,45103000.0,-11788000.0,-4144000.0,,4588000.0,,,,,,2072270000.0,-398386000.0,,63258000,,2249000.0,103699000.0,-28579000.0,52681000.0,99880000,40022000,,-3923000.0,-552138000.0,-10666000.0,,,,,,,,,,
2004-09-30,54638000.0,17667000,0.3,,-21666000.0,,,,,,997000.0,14078000.0,18660000,408798000.0,60996000.0,-27592000.0,23667000.0,51640000.0,45103000.0,135534000.0,23437000.0,23437000.0,320090000.0,31659000.0,21125000.0,,-52000.0,5386000.0,,2281020000.0,15791000,1456007000.0,,,2659903000.0,337271000.0,,1488000.0,0.0,789763000.0,0.3,97242000.0,23437000.0,-34507000.0,11481000.0,,4673000.0,,,,-69912000.0,,2086657000.0,-408747000.0,,62828000,,1879000.0,10821000.0,-22979000.0,52934000.0,100157000,39161000,,11429000.0,-573246000.0,-41797000.0,,,,,,,,,,
2004-12-31,27882000.0,16780000,,,7038000.0,,,,,,-9126000.0,9631000.0,21918000,568121000.0,61370000.0,-28426000.0,22913000.0,,23437000.0,135536000.0,30475000.0,30475000.0,325051000.0,194855000.0,21223000.0,4633000.0,-1334000.0,-25984000.0,,2266896000.0,19050000,1457408000.0,,,2666276000.0,340188000.0,,2321000.0,,790534000.0,,-290253000.0,30475000.0,12910000.0,-9578000.0,,4721000.0,,,,,,2070938000.0,,,61427000,,-1316000.0,1248000.0,166973000.0,,99884000,38514000,,-10912000.0,-595338000.0,-33754000.0,,,,,,,,,,
2005-03-31,34757000.0,20059000,0.4,,-2830000.0,,,,,,,9496000.0,23997000,417455000.0,60331000.0,-28613000.0,22595000.0,52190000.0,30475000.0,135540000.0,27645000.0,27645000.0,381382000.0,-121478000.0,22063000.0,,-5402000.0,557000.0,,2327325000.0,21128000,1506983000.0,,,2740608000.0,322993000.0,,3437000.0,,800831000.0,0.4,128609000.0,27645000.0,-78394000.0,-4219000.0,,4503000.0,,,-64267000.0,-9714000.0,,2128003000.0,-421404000.0,,65771000,,9364000.0,13577000.0,-156235000.0,53179000.0,103507000,43176000,,-16917000.0,-612605000.0,40807000.0,,,,,,,,,,
2005-06-30,53868000.0,20842000,0.41,,-14020000.0,,,,,,3602000.0,9519000.0,24807000,417808000.0,58837000.0,-28343000.0,22992000.0,52454000.0,27645000.0,135541000.0,13625000.0,13625000.0,365340000.0,69667000.0,21827000.0,,8416000.0,-2840000.0,,2297022000.0,21938000,1500304000.0,,,2754830000.0,330810000.0,,2772000.0,,777584000.0,0.42,-111798000.0,13625000.0,-20525000.0,-3471000.0,,4981000.0,,,,7495000.0,,2123969000.0,-428695000.0,,65485000,,-2570000.0,-7675000.0,15799000.0,52986000.0,101330000,42493000,,12241000.0,-630861000.0,-47363000.0,,,,,,,,,,
2005-09-30,45720000.0,21475000,0.52,,2948000.0,,,,,,9463000.0,9425000.0,30680000,418667000.0,57872000.0,-31843000.0,22724000.0,52618000.0,13625000.0,135542000.0,16573000.0,16573000.0,357298000.0,-51790000.0,21664000.0,,-9331000.0,-1136000.0,,2303072000.0,27811000,1505877000.0,,,2768789000.0,344423000.0,,3041000.0,,777913000.0,0.53,58563000.0,16573000.0,-2274000.0,6651000.0,,4957000.0,,,,-1147000.0,,2123801000.0,-430150000.0,,66691000,,4459000.0,1628000.0,-97510000.0,53149000.0,101839000,43967000,,-2680000.0,-644988000.0,-40498000.0,,,,,,,,,,
2005-12-31,40115000.0,22605000,,,-7934000.0,,,,,,-16854000.0,9375000.0,35128000,653675000.0,58867000.0,-41701000.0,23192000.0,,16573000.0,135544000.0,8639000.0,8639000.0,316755000.0,181141000.0,23012000.0,-13000.0,-921000.0,78638000.0,,2350852000.0,32260000,1556812000.0,,,2829321000.0,367794000.0,,2678000.0,,774847000.0,,-243831000.0,8639000.0,-51056000.0,-1192000.0,,5468000.0,,,,,,2165571000.0,-437817000.0,,69627000,,-3968000.0,3704000.0,141026000.0,,105302000,46435000,,-836000.0,-663750000.0,3007000.0,,,,,,,,,,
2006-03-31,47401000.0,22625000,0.53,,-3847000.0,,,,,,8737000.0,9376000.0,31031000,473752000.0,61338000.0,-41861000.0,24037000.0,53135849.0,8639000.0,135545000.0,4792000.0,4792000.0,360210000.0,-17470000.0,24280000.0,,1201000.0,-44286000.0,,2347869000.0,28162000,1558676000.0,,,2845436000.0,356861000.0,,2121000.0,,769713000.0,0.53,19047000.0,4792000.0,-11899000.0,-1413000.0,,4501000.0,,,,-41791000.0,,2163387000.0,-449692000.0,,71604000,,1282000.0,1589000.0,-64871000.0,53135849.0,108905000,47567000,,-212000.0,-682049000.0,-39349000.0,,,,,,,,,,
2006-06-30,46397000.0,23244000,0.66,,9250000.0,,,,,,15034000.0,10641000.0,38256000,474098000.0,59943000.0,-31588000.0,24302000.0,52816418.0,4792000.0,135545000.0,14042000.0,14042000.0,,-6363000.0,24754000.0,,4014000.0,39364000.0,,2348469000.0,35387000,1551925000.0,,,2852696000.0,348805000.0,,1276000.0,,777329000.0,0.67,9891000.0,14042000.0,-5976000.0,-6121000.0,,4981000.0,,,,1291000.0,,2156005000.0,-443756000.0,,73103000,,980000.0,262000.0,-52760000.0,53616667.0,108744000,48801000,,-2107000.0,-696691000.0,-31171000.0,,,,,,,,,,
2006-09-30,46657000.0,25082000,0.41,,52382000.0,,,,,,95000.0,10581000.0,24984000,854340000.0,62779000.0,-31630000.0,23979000.0,52654762.0,14042000.0,135568000.0,77005000.0,66424000.0,,-77394000.0,26149000.0,-28000.0,-12028000.0,144158000.0,,2640122000.0,22115000,1696881000.0,,,3088361000.0,349519000.0,,0.0,,924597000.0,0.42,-97925000.0,66424000.0,-215407000.0,10711000.0,,6265000.0,,,,-396674000.0,,2370355000.0,-453409000.0,,74605000,10581000.0,-894000.0,155104000.0,-124051000.0,53939024.0,113405000,50626000,,-1317000.0,-718006000.0,221132000.0,,,,,,,,,,
2006-12-31,43946000.0,24335000,,,-54929000.0,,,,,,,10322000.0,24441000,988273000.0,68242000.0,-34766000.0,25561000.0,,66424000.0,568000.0,11495000.0,11495000.0,109024000.0,-101035000.0,27625000.0,-2000.0,-6087000.0,-39633000.0,,2688606000.0,17850000,1882337000.0,,,3204258000.0,376955000.0,,0.0,,784078000.0,,60836000.0,11495000.0,-84147000.0,-2283000.0,,5593000.0,,,,-113218000.0,,2463751000.0,-467369000.0,,77812000,,2404000.0,136235000.0,-144981000.0,,120492000,52250000,,-8370000.0,-740507000.0,-14728000.0,,,,,,,,,,
2007-03-31,55685000.0,23248000,0.41,,4492000.0,,,,,,,31661000.0,23136000,1158001000.0,69274000.0,-31810000.0,26484000.0,55000000.0,11495000.0,10575000.0,15987000.0,15987000.0,,-24087000.0,29317000.0,-21628000.0,1486000.0,-2758000.0,,2929363000.0,23100000,2023761000.0,,,3443321000.0,447438000.0,,,,866979000.0,0.42,22806000.0,15987000.0,-78594000.0,4167000.0,,5604000.0,,,,0.0,,2679746000.0,-476652000.0,,79711000,,412000.0,2469000.0,-79772000.0,56341463.0,122501000,53227000,,5653000.0,-763575000.0,27401000.0,,,,,,,,,,
2007-06-30,54546000.0,24262000,0.47,,-4269000.0,,,,,,,30191000.0,26718000,1145720000.0,68923000.0,-32419000.0,26901000.0,56559574.0,15987000.0,10576000.0,11718000.0,11718000.0,,-34793000.0,29728000.0,1214000.0,8129000.0,-4006000.0,,2901155000.0,26583000,1998168000.0,,,3441715000.0,468835000.0,,,,864954000.0,0.47,22115000.0,11718000.0,-14153000.0,-5122000.0,,6036000.0,,,,-3656000.0,,2656424000.0,-482492000.0,,81582000,,-231000.0,2263000.0,-89339000.0,56559574.0,123604000,54681000,,3007000.0,-785291000.0,-44662000.0,,,,,,,,,,
2007-09-30,48503000.0,25773000,0.41,,-1437000.0,,,,,,,30198000.0,23515000,1164837000.0,72189000.0,-32556000.0,26072000.0,55664286.0,11718000.0,10578000.0,40479000.0,10281000.0,,12571000.0,30533000.0,-4000.0,-12337000.0,-3387000.0,,2929859000.0,23379000,2033582000.0,,,3480394000.0,475062000.0,,,,861923000.0,0.42,-1380000.0,10281000.0,-37316000.0,7806000.0,,6631000.0,,,,-1983000.0,,2674784000.0,-493635000.0,,83221000,30198000.0,1598000.0,2319000.0,-35932000.0,57021951.0,129338000,57149000,,-4531000.0,-805610000.0,-12624000.0,,,,,,,,,,
2007-12-31,55475000.0,23602000,,,40410000.0,,,,,,,29646000.0,122168000,977556000.0,65737000.0,-34658000.0,26509000.0,,10281000.0,10598000.0,50691000.0,50691000.0,210820000.0,191031000.0,21788000.0,-9000.0,-4021000.0,-45232000.0,,2989297000.0,122033000,1842847000.0,,,3452847000.0,694858000.0,,,,1114632000.0,,-189045000.0,50691000.0,-21376000.0,2436000.0,,7304000.0,,,,-1964000.0,,2696144000.0,-407376000.0,,72978000,,9436000.0,163804000.0,135556000.0,,112206000,46469000,,-7870000.0,-756703000.0,6311000.0,,,,,,,,,,
