date,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyOperatingIncome,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyGrossProfit,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyDilutedAverageShares,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyDilutedEPS,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyPretaxIncome,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyLongTermDebt,quarterlyCashDividendsPaid,quarterlyPurchaseOfBusiness
2014-06-30,1050073000,34042000.0,181444000,-101499000.0,208453000,110270000,524548000,9690000.0,-85359000.0,470050000.0,3.55,31049000.0,286724000,7867000.0,241536000,-61000.0,-37556000.0,892099000,1011916000.0,-7675000.0,16025000.0,,1470236000,156021000,763349000,1753034000,31474000.0,0.0,20242000,21939000.0,-316000.0,105280000,,74879000,26870000.0,110270000,110270000,0.0,283012000,,,-55610000.0,,-36994000.0,,47520000,,50838000.0,562000.0,304108000.0,-1602000,15522000,3.5,180653000.0,58458000.0,180986000,0.0,1011916000,70716000,334580000.0,-3685000.0,27009000.0,2277582000,,1385483000,125043000.0,470050000,804630000,71750000.0,77648000,353000,411592000.0,1968000.0,,,,
2014-09-30,1084222000,20755000.0,209042000,-199351000.0,237003000,130801000,543289000,-2990000.0,-206911000.0,442618000.0,4.22,31020000.0,312004000,24648000.0,264986000,6000.0,-13113000.0,873870000,1052684000.0,-12921000.0,24564000.0,,1601037000,151940000,772218000,1893764000,31547000.0,0.0,18949000,21939000.0,-375000.0,102962000,,71172000,27407000.0,130801000,130801000,0.0,278303000,,,-57560000.0,,-9672000.0,,47611000,,38978000.0,3441000.0,440949000.0,-1606000,15885000,4.15,189325000.0,-27432000.0,208221000,0.0,1052684000,77420000,346991000.0,1496000.0,27961000.0,2437053000,,1563183000,131765000.0,442618000,789609000,50000000.0,88398000,353000,470050000.0,579000.0,,,,
2014-12-31,1069811000,14284000.0,190081000,-130372000.0,219831000,121234000,533916000,-12538000.0,-139062000.0,419465000.0,3.91,31024000.0,284848000,,245710000,95000.0,-24933000.0,878479000,1106984000.0,-1626000.0,-24958000.0,,1722271000,176097000,784963000,2012369000,31542000.0,0.0,34839000,21939000.0,544000.0,94767000,48105000.0,60929000,28263000.0,121234000,121234000,0.0,288206000,,,-92190000.0,,-16234000.0,,42777000,-613676000.0,40529000.0,8765000.0,496106000.0,-2209000,15332000,3.84,132311000.0,-23153000.0,188757000,0.0,1106984000,67523000,338592000.0,-16216000.0,29750000.0,2546285000,,1667806000,40121000.0,419465000,758057000,83500000.0,69613000,354000,442618000.0,-429000.0,,,,
2015-03-31,1089043000,16986000.0,202001000,-139114000.0,232644000,122641000,569385000,14831000.0,-103477000.0,542957000.0,3.95,31036000.0,299140000,47993000.0,277121000,119000.0,-23249000.0,984695000,1119469000.0,-5551000.0,84535000.0,,1844912000,153062000,789903000,2134334000,31592000.0,0.0,21480000,21939000.0,-737000.0,97139000,,63061000,30968000.0,122641000,122641000,0.0,292264000,,,-59363000.0,,-12541000.0,,46534000,,35399000.0,10827000.0,531082000.0,-4200000,16052000,3.88,242719000.0,123492000.0,199024000,0.0,1119469000,76383000,347577000.0,13300000.0,30643000.0,2703719000,,1719024000,183356000.0,542957000,890534000,95000000.0,76066000,355000,419465000.0,-5141000.0,,,,
2015-06-30,1197783000,21743000.0,228804000,-134793000.0,261244000,140204000,554514000,-720000.0,-68825000.0,587685000.0,4.51,31120000.0,335124000,,261016000,110000.0,-93073000.0,989231000,1147059000.0,-7481000.0,17238000.0,,1985116000,179563000,862659000,2251710000,31526000.0,0.0,25711000,21939000.0,-468000.0,106320000,,70212000,32047000.0,140204000,140204000,0.0,293498000,,,-55032000.0,,-45898000.0,,47228000,,28761000.0,47231000.0,600767000.0,-1388000,16529000,4.45,158411000.0,44728000.0,229158000,0.0,1147059000,88954000,291545000.0,-4207000.0,32440000.0,2806224000,,1816993000,103379000.0,587685000,879230000,121000000.0,81453000,357000,542957000.0,-3410000.0,,,,
2015-09-30,1216890000,20996000.0,236915000,-159922000.0,270060000,144883000,546434000,-7010000.0,-155917000.0,604162000.0,4.65,31187000.0,344493000,,244244000,44000.0,-30800000.0,1073233000,1180957000.0,490000.0,2522000.0,,2129999000,166994000,872397000,2401488000,31548000.0,0.0,24157000,21939000.0,-1007000.0,107578000,,70066000,31919000.0,144883000,144883000,0.0,302190000,,,-67445000.0,,-14046000.0,,46695000,,29602000.0,16804000.0,625098000.0,-2156000,17524000,4.59,187433000.0,16477000.0,236277000,0.0,1180957000,91394000,355581000.0,1544000.0,33145000.0,2947922000,,1874689000,119988000.0,604162000,959743000,71450000.0,77250000,358000,587685000.0,-5128000.0,,,,
2015-12-31,997507000,-1814000.0,109063000,-125543000.0,143203000,67874000,597092000,12424000.0,-135921000.0,248005000.0,2.19,31027000.0,195530000,,279942000,309000.0,-313553000.0,814647000,1217220000.0,24208000.0,-35837000.0,,2197873000,194233000,801977000,2127974000,31312000.0,0.0,38283000,21939000.0,2474000.0,86467000,51055000.0,46875000,32883000.0,67874000,67874000,0.0,317150000,,,-75578000.0,,-313955000.0,,48321000,-720875000.0,32305000.0,-420000.0,622939000.0,-5450000,15043000,2.17,94753000.0,-356157000.0,105408000,0.0,1217220000,37534000,415199000.0,-14141000.0,34140000.0,2725066000,,1910419000,19175000.0,248005000,663204000,65200000.0,85709000,358000,604162000.0,-8273000.0,,,,
2016-03-31,834459000,10505000.0,-44388000,,-9600000,-26432000,600566000,-8852000.0,522727000.0,250805000.0,-0.88,29893000.0,56831000,,271963000,-174000.0,-583802000.0,374740000,1241602000.0,2259000.0,39237000.0,,2171441000,195357000,777628000,1540254000,29893000.0,0.0,23692000,21939000.0,-1833000.0,101219000,,62010000,32216000.0,-26432000,-26432000,0.0,328603000,,,-62921000.0,,-583132000.0,,46860000,,35735000.0,680000.0,455679000.0,-2216000,16885000,-0.88,61679000.0,2800000.0,-44478000,0.0,1241602000,-18046000,0.0,14642000.0,34788000.0,2140820000,,1766080000,-1242000.0,250805000,250805000,585648000.0,76606000,358000,248005000.0,-4451000.0,,,,
2016-06-30,998383000,19533000.0,44082000,,80156000,25596000,615757000,-4823000.0,-63791000.0,189960000.0,0.88,29207000.0,155045000,,276528000,-178000.0,-116234000.0,387707000,1269335000.0,1530000.0,33626000.0,,2197037000,201273000,843338000,1486043000,29340000.0,0.0,23208000,21939000.0,-88000.0,110963000,,70756000,32630000.0,25596000,25596000,0.0,339229000,,,-63791000.0,,-114910000.0,,46455000,,37614000.0,1302000.0,376364000.0,-3187000,16966000,0.87,117986000.0,-60845000.0,41681000,0.0,1269335000,16085000,80184000.0,559000.0,36074000.0,2101800000,,1714093000,54195000.0,189960000,270144000,0.0,75255000,358000,250805000.0,-4707000.0,,,,
2016-09-30,1036982000,18351000.0,26363000,,63797000,7799000,626013000,1737000.0,-65540000.0,154128000.0,0.27,29063000.0,146692000,,279499000,128000.0,-71318000.0,468897000,1278672000.0,-3409000.0,24154000.0,,2204836000,204817000,890290000,1441020000,29171000.0,0.0,22103000,21939000.0,-1521000.0,120329000,,78405000,33293000.0,7799000,7799000,0.0,346514000,,,-65540000.0,,-71401000.0,,46866000,,33862000.0,-94000.0,250659000.0,-16637000,18382000,0.27,101407000.0,-35832000.0,10398000,0.0,1278672000,2599000,205021000.0,883000.0,37434000.0,2067033000,,1598136000,35867000.0,154128000,359149000,0.0,74682000,358000,189960000.0,-5446000.0,,,,
2016-12-31,1034560000,15777000.0,32387000,,70459000,15975000,623610000,5204000.0,-66590000.0,87880000.0,0.55,28903000.0,139646000,,281793000,-380000.0,-66301000.0,522374000,1303558000.0,-14587000.0,11269000.0,,2220811000,203430000,894914000,1402493000,29003000.0,0.0,40451000,21939000.0,3351000.0,107259000,59438000.0,65069000,33946000.0,15975000,15975000,0.0,341817000,,,-66590000.0,,-66840000.0,,53177000,-845469000.0,18944000.0,-568000.0,125055000.0,-1837000,15019000,0.55,68170000.0,-66248000.0,31138000,0.0,1303558000,15163000,329836000.0,-18007000.0,38072000.0,2026103000,,1503729000,1580000.0,87880000,417716000,0.0,78363000,358000,154128000.0,-8162000.0,,,,
2017-03-31,1068829000,16456000.0,76823000,,116102000,46120000,654540000,708000.0,-57088000.0,122413000.0,1.6,28750000.0,189612000,24639000.0,306323000,-8000.0,-59137000.0,663964000,1322622000.0,-3107000.0,48009000.0,,2266931000,197844000,879217000,1407722000,28850000.0,0.0,21582000,21939000.0,-3737000.0,112789000,,69441000,34633000.0,46120000,46120000,0.0,348217000,,,-57088000.0,,-59131000.0,,53737000,,15741000.0,6000.0,0.0,-3650000,18319000,1.6,150579000.0,34533000.0,74361000,0.0,1322622000,28241000,454627000.0,18693000.0,39279000.0,2062262000,,1398298000,93491000.0,122413000,577040000,0.0,83840000,358000,87880000.0,-7669000.0,,,,
2017-06-30,1169409000,20390000.0,106341000,,147422000,66730000,618355000,7563000.0,3451000.0,175137000.0,2.33,28649000.0,220400000,3329000.0,267785000,-99000.0,-44690000.0,663965000,1328280000.0,-2832000.0,-31884000.0,,2333661000,183480000,949009000,1450196000,28800000.0,0.0,24940000,21939000.0,-793000.0,114059000,,70075000,35879000.0,66730000,66730000,0.0,350570000,,,-56627000.0,,-44687000.0,,54367000,,12866000.0,3000.0,0.0,384000,19126000,2.32,93003000.0,52724000.0,107774000,0.0,1328280000,41044000,394466000.0,-3321000.0,41081000.0,2068551000,,1404586000,36376000.0,175137000,569603000,80000000.0,80976000,358000,122413000.0,-5591000.0,,,,
2017-09-30,1128074000,17750000.0,37614000,-100162000.0,79160000,19610000,677251000,6500000.0,-91953000.0,113480000.0,0.69,28415000.0,181134000,,323402000,-19000.0,-105758000.0,655936000,1331786000.0,-5384000.0,55002000.0,,2353271000,236697000,946940000,1387126000,28439000.0,0.0,23870000,21939000.0,-2493000.0,143520000,,99182000,36826000.0,19610000,19610000,0.0,353849000,,,-51791000.0,,-105757000.0,,54716000,,7577000.0,1000.0,0.0,-6747000,21634000,0.69,135252000.0,-61657000.0,32142000,0.0,1331786000,12532000,434877000.0,1105000.0,41546000.0,2064377000,,1408441000,83461000.0,113480000,548357000,60000000.0,86705000,359000,175137000.0,-3645000.0,,,,
2017-12-31,1110100000,10659000.0,63361000,-79717000.0,104803000,43793000,681247000,-3863000.0,59012000.0,184569000.0,,,165070000,,323893000,-92000.0,-76335000.0,629535000,2317290000.0,-6703000.0,-4193000.0,,2397064000,159300000,945030000,1364445000,,0.0,40453000,21939000.0,1773000.0,101709000,63645000.0,57690000,40042000.0,43793000,43793000,0.0,357354000,,,-51271000.0,,-76319000.0,,55852000,-978924000.0,814000.0,16000.0,0.0,-3332000,19860000,,88271000.0,71089000.0,61466000,0.0,1338366000,17673000,324382000.0,-16617000.0,41442000.0,2045692000,,1416157000,37000000.0,184569000,508951000,190000000.0,82028000,359000,113480000.0,-3659000.0,,,,
2018-03-31,1148397000,12097000.0,97667000,-168749000.0,144582000,59446000,733399000,17242000.0,-81273000.0,261341000.0,2.13,27911000.0,224294000,8642000.0,367320000,-320000.0,-72626000.0,630439000,1343717000.0,5683000.0,72436000.0,,2456510000,259677000,924103000,1364045000,27950000.0,,26691000,21939000.0,2451000.0,126627000,,77063000,37630000.0,59446000,59446000,,366079000,,,-57524000.0,,-72648000.0,,51974000,,6549000.0,,49375000.0,-4859000,17404000,2.13,201116000.0,47171000.0,94202000,,1343717000,34756000,298764000.0,13767000.0,46915000.0,2097444000,,1467005000,143592000.0,231838000,530602000,145000000.0,99001000,359000,214170000.0,-3628000.0,,,,
2018-06-30,1266520000,11548000.0,113279000,-39545000.0,162472000,46884000,736615000,-2791000.0,-70526000.0,255218000.0,1.69,27819000.0,249639000,,355161000,-908000.0,-29175000.0,720674000,1333949000.0,11265000.0,-69108000.0,,2503394000,259564000,1016881000,1392007000,27935000.0,,23702000,21939000.0,-3458000.0,136360000,,85153000,36457000.0,46884000,46884000,,381454000,,,-70981000.0,,-29208000.0,,52060000,,17845000.0,,,-45322000,20851000,1.68,94302000.0,-6123000.0,70280000,,1333949000,23396000,348269000.0,2854000.0,49193000.0,2128622000,,1407948000,23321000.0,225658000,573927000,40000000.0,95597000,359000,261341000.0,-5126000.0,,,,
2018-09-30,1225007000,24574000.0,64445000,-88923000.0,117099000,38204000,795035000,3732000.0,-60417000.0,372608000.0,1.37,27802000.0,228750000,,402786000,-705000.0,-14600000.0,793071000,1361440000.0,9476000.0,66412000.0,,2541598000,299300000,996257000,1435837000,28017000.0,,26868000,21939000.0,2569000.0,164305000,,109524000,37123000.0,38204000,38204000,,392249000,,,-81494000.0,,-19322000.0,,54422000,,27322000.0,,,-6454000,18285000,1.36,197079000.0,117390000.0,60484000,,1361440000,22280000,327787000.0,-3179000.0,52654000.0,2230872000,,1437801000,115585000.0,343028000,670815000,110000000.0,103486000,360000,255218000.0,-4855000.0,,,,
2018-12-31,1225061000,20945000.0,49616000,-187971000.0,102833000,32019000,824179000,13897000.0,-175362000.0,280152000.0,1.15,27763000.0,208309000,5129000.0,449990000,-985000.0,-44536000.0,814794000,1379254000.0,-15839000.0,34337000.0,,2573617000,261316000,1016752000,1441339000,27946000.0,,62312000,21939000.0,-3284000.0,158693000,70474000.0,103720000,31638000.0,32019000,32019000,,374189000,,,-77391000.0,,-45357000.0,,49531000,-1083507000.0,11566000.0,-784000.0,,-10004000,21555000,1.15,129055000.0,-92456000.0,43470000,,1379254000,11451000,426845000.0,-21740000.0,53217000.0,2265518000,,1450724000,51664000.0,249953000,676798000,90000000.0,113071000,360000,372608000.0,-6236000.0,,,,
2019-03-31,1308217000,19154000.0,117103000,-89111000.0,208989000,88132000,3141683000,-4256000.0,-93337000.0,306043000.0,3.18,27696000.0,274495000,21198000.0,581667000,-1269000.0,-52886000.0,837746000,3716677000.0,1772000.0,-21385000.0,,2659422000,239502000,1033722000,1483799000,28118000.0,,49725000,21939000.0,2781000.0,157392000,57088000.0,102671000,33587000.0,88132000,88132000,,2560016000,,,-64226000.0,,-63531000.0,,49120000,,12528000.0,-10368000.0,,-6942000,18780000,3.13,182581000.0,25891000.0,113290000,157665000.0,3716677000,25158000,457363000.0,15946000.0,91886000.0,4625482000,,3787736000,118355000.0,277661000,735024000,60000000.0,106214000,361000,280152000.0,-5858000.0,,,,
2019-06-30,1434231000,21167000.0,124507000,-119142000.0,215482000,91028000,3121258000,-6063000.0,-36918000.0,328456000.0,3.28,27720000.0,299662000,535000.0,548268000,-1319000.0,-58656000.0,832402000,3758606000.0,-8121000.0,-76534000.0,,2750450000,225679000,1134569000,1538049000,28300000.0,,49362000,21939000.0,-2360000.0,175155000,61794000.0,121395000,33814000.0,91028000,91028000,,2572990000,,,-77776000.0,,-58919000.0,,46360000,,4407000.0,-30000.0,,-4487000,21144000,3.22,117934000.0,22413000.0,123967000,,3758606000,32939000,417867000.0,2329000.0,90975000.0,4659307000,,3826905000,40158000.0,299913000,717780000,160000000.0,99007000,362000,306043000.0,-5261000.0,,,,
2019-09-30,1403697000,25336000.0,121548000,-119854000.0,213938000,98582000,3315490000,6157000.0,-107369000.0,415262000.0,3.55,27775000.0,291888000,0.0,634019000,-456000.0,-40079000.0,954756000,3904910000.0,-8797000.0,22201000.0,,2849032000,286925000,1111809000,1622447000,28388000.0,,49489000,21939000.0,-2733000.0,170340000,61809000.0,115070000,38734000.0,98582000,98582000,,2681471000,,,-95963000.0,,-40256000.0,,46698000,,0.0,-22000.0,,-5927000,23871000,3.47,234528000.0,86806000.0,120032000,,3904910000,21450000,428796000.0,764000.0,92390000.0,4937937000,,3983181000,138565000.0,386565000,815361000,108448000.0,118483000,363000,328456000.0,-5887000.0,,,,
