date,quarterlyGoodwill,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyInvestingCashFlow,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherFinancingCharges,quarterlyCurrentDebt,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyOtherIntangibleAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyOperatingExpense,quarterlyCashAndCashEquivalents,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyBasicEPS,quarterlyNetOtherInvestingChanges,quarterlyNetPPE,quarterlyEbitda,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyPretaxIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyOtherNonCashItems,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable,quarterlyDepreciationAndAmortization
2014-09-30,2809409.13,154256975758.57,98985837920.41,,1306217375.7,0.16,801043456.98,4354854905.31,15579745740.79,4902925491.24,1622425731.24,1971470604.62,69995651416.7,1054020159.3,73680222809.13,2559736103.61,42197227023.17,-2916605.56,-622563142.67,588740671.56,43065355270.07,280201643.98,2651000000.0,1622425731.24,-658411436.8,2410725088.33,111990790623.09,10140160820.0,504945222.42,954906592.31,652099381.9,1078222311.53,43065355270.07,1906945460.38,11011874359.47,10216274357,37842372117.86,10140160820.0,2098496171.61,23708163880.31,-3409468576.06,0.16,-568975515.5,80932280930.06,2654353089.3,94141813.12,0.0,2065612417.74,38310567813.96,55271137838.16,,-10761301309.26,,17189070258.67,,-1688411271.23,828723148.85,80932280930.06,17486691201.17,,,,,,,,,,,,,,,,,,
2014-12-31,2809409.13,148820394026.43,97977118824.93,,570592759.63,,605424609.16,-2491702764.86,16187779354.69,3611567084.87,1016834808.94,1253080546.33,66947437822.37,1247713177.5,70463769454.09,2199829657.09,39705524258.31,-405880894.04,400563481.84,877561890.32,40572435031.56,-460326099.76,3127600000.0,1016834808.94,-658095143.82,2379104477.18,105862436265.55,,606735217.09,831076704.61,1221083642.18,1272799140.33,40572435031.56,759603207.53,9981790140.86,10216274357,42197227023.17,,551558048.68,24379162248.53,-6704794016.38,,-3574588.09,79742419528.0,700174209.45,-1430468227.2,0.0,-177387680.87,35398666811.46,50843275201.5,,-9744466500.32,,16114847034.95,220007533.82,-937170012.03,-513195932.8,79742419528.0,16947382562.22,,,,,,,,,,,,,,,,,,
2015-03-31,2809409.13,146106987127.56,97383871682.3,,495368697.54,-0.1,462895030.18,-2112786096.56,14018492468.73,3711257007.43,-1029091376.56,-728903157.86,64191876797.99,939395765.14,67567558639.83,2043833082.38,37592738161.75,-200000000.0,-484217162.44,585780464.48,38460291560.81,-46760003.24,1225233800.0,-1029091376.56,-469861037.63,2323794781.38,103957126247.77,10290913766.0,655431563.04,994480499.17,40375628.46,956377984.96,38460291560.81,816297946.33,10689596854.64,10216274357,39705524258.31,10290913766.0,569667825.54,23327738717.1,-8530834504.42,-0.1,-12897550.87,78844540425.98,-43094584.91,100028108.47,,-628875049.39,36389567607.94,48723115445.26,,-10773557876.88,,18700881500.54,219231467.75,-613424413.02,-140080038.63,78844540425.98,14834790415.06,,,,,,,,,,,,,,,,,,
2015-06-30,2809409.13,155204994940.26,98897624344.94,11757278.81,1229004164.71,,416204674.88,6348327598.74,14740070060.13,4335439418.67,2925759063.61,3283614433.99,69165598234.66,888750141.85,72459746362.31,1983980313.93,43941065760.49,0.0,-3001934086.48,671898057.1,44819851334.68,267039455.02,1222974400.0,2925759063.61,-602210371.73,2315920197.05,109840873386.75,,428235396.9,1232115309.57,350787556.58,907860935.65,44808094055.87,397260203.24,11425637366.85,10216274357,37592738161.75,,576500895.77,26166286332.93,-6542469958.53,,16610230.77,81012587159.89,4107580591.02,152068099.93,,3435682533.92,37381127024.44,56307370595.32,,-7847798813.27,,18539780178.08,219343240.36,-3500869161.69,-510600732.41,81012587159.89,15137330263.37,,,,,,,,,,,,,,,,,,
2015-09-30,2809409.13,152494801585.58,100910625195.35,,-1357079258.17,-0.17,334988995.23,-4264215273.91,13927624969.38,4427455015.18,-1708448915.79,-1392932865.52,69972920954.8,985708860.74,72603552167.14,1766196482.01,39676850486.58,-287212836.56,-376132713.46,872514829.37,39997923817.31,-26517804.58,2760027200.0,-1708448915.79,-850804662.92,2317498261.68,108499489880.94,10049699505.0,398629733.39,1568220060.21,522798921.09,1004519525.08,39997923817.31,208496459.74,10490803433.53,10216274357,43941065760.49,10049699505.0,606358842.04,24471209010.7,-8439516605.42,-0.17,562099259.73,82939588055.73,-386192636.63,134225399.52,157140.0,-1258707466.0,35895937713.8,51584176390.23,,-9556247729.06,,16207577864.98,210356549.61,-1180281466.52,-796023065.34,82939588055.73,14136121429.12,,,,,,,,,,,,,,,,,,
2015-12-31,2809409.13,148193148754.95,106341503579.43,,-931079802.4,,286009396.04,-6986316095.22,12422039986.1,3501076296.37,95172333.5,629725235.44,74543045728.91,1470627775.66,77108981158.29,1469230883.75,32690534391.36,-2838293242.55,-3086982980.91,684860764.62,33015271236.46,-175734796.16,2867943556.55,95172333.5,-658195116.5,2313338776.33,103255638051.89,,431022914.01,960887002.13,1668662607.95,1491721720.49,33015271236.46,959636952.12,8763195299.03,10216274357,39676850486.58,,572675640.38,24653325636.11,-10652526761.69,,2242303.91,84564011522.4,892565582.66,-422020417.4,-14912120.62,207704818.04,26146656893.6,41851645175.52,,-9461075395.56,,8807550231.55,208229939.37,-1932891796.04,-532084768.37,84564011522.4,13381676938.22,,,,,,,,,,,,,,,,,,
2016-03-31,2809409.13,115859278857.27,71072030362.45,,-2678348843.81,-0.44,68887199.46,900434128.55,14884601213.53,5301845822.56,-4483790086.13,-4369802795.31,46741057669.66,1009982789.15,48360037706.44,1081595276.86,34513689309.99,-317401000.0,9550444028.0,650024313.75,34797853416.17,-8552435398.28,4534813156.55,-4483790086.13,-586782291.88,2147721729.54,74389325391.37,10190432014.0,164194164.57,709572807.51,289990895.72,1025470603.48,34797853416.17,-275799390.4,10986283306.06,10216274357,33613255181.44,10190432014.0,507820929.94,22538364879.41,-13613852940.27,-0.44,425526787.63,47050704593.4,-3590478832.01,129299649.55,56416887.66,-4240503145.76,26029287684.93,44787248494.82,,-13613324766.69,,2925820581.21,201096923.08,-2100784781.59,-1301269993.88,47050704593.4,14608801823.13,,,,,,,,,,,,,,,,,,
2016-06-30,2809409.13,117840342356.27,71888464979.47,,-43111278.2,,60634852.19,264610496.09,17787232657.96,4808694036.26,-2725386422.54,-2425796063.94,48185743752.8,772753759.45,49786998085.97,1294326932.53,34771086983.46,-339206130.8,-2146711263.51,411581022.29,35063289889.74,135569434.28,4705349156.55,-2725386422.54,-467858998.75,2131314878.0,78627358814.27,,10655641.17,600633404.38,598802312.67,787848071.28,35063289889.74,-1454826098.75,13713225846.6,10216274357,34513689309.99,,522286451.11,20304056022.49,-1708679851.81,,3988247.66,47746209866.12,-1861461905.98,152753135.67,-232924.66,-2273042928.27,28840360728.3,45951877376.8,,-16329532266.58,,4843679049.92,200090375.08,-664663778.53,-2242674170.03,47746209866.12,16332406559.21,,,,,,,,,,,,,,,,,,
2016-09-30,2809409.13,120827217612.97,73473017123.73,,-1728384365.42,-0.19,65016908.32,-868340355.05,19485508388.77,5594698883.28,-2010950687.04,-1800934490.2,47816494046.58,949875030.49,49313076469.32,1329384015.8,34056649648.6,-318888564.98,-1173439340.52,457738219.16,34442988068.55,-48427224.76,5691475156.55,-2010950687.04,-381728650.58,2113764596.02,83450053761.62,10583950984.0,14963678.51,654564144.17,79325436.94,958312466.97,34442988068.55,-552229439.86,16039983994.96,10216274357,34771086983.46,10583950984.0,537991576.31,18500176196.31,-1895800359.9,-0.19,-27311.27,48025908835.24,-1256625795.22,86570475.82,1116463.21,-1714364014.38,34136977292.3,47354200489.24,,-18253873265.79,,6593092178.4,214742515.92,-1102142906.19,-1510541906.83,48025908835.24,18933278948.91,,,,,,,,,,,,,,,,,,
2016-12-31,15545423.59,119652733482.28,74290267806.51,,517719689.29,,89403918.9,-2005275761.23,19708458093.03,5931743755.38,-685876417.09,-504698829.72,47105354750.67,1462865083.65,48603252346.15,1564690161.94,32188572012.16,-700036926.75,-1243887124.13,432992430.95,32512220160.09,-41860478.82,3246917262.89,-685876417.09,-962991240.64,2102595216.7,82103864595.96,,156711005.24,711577768.49,549675733.95,1548690409.58,32512220160.09,1577235436.19,16798261521.0,10216274357,34056649648.6,,522242268.44,18323295777.8,-5125793244.96,,217672909.96,48419777963.58,72460783.27,144167182.04,570944.02,-360531647.68,33500612249.81,45362465675.77,,-19252568657.84,,6725343846.62,221676489.16,-1584065509.79,28545026.61,48419777963.58,21285693529.22,,,,,,,,,,,,,,,,,,
2017-03-31,15545423.59,120574299123.31,74438391383.61,,-2045825723.73,0.03,92893431.24,-1080662021.7,18555856176.91,6159893429.85,270140451.23,479306762.24,45079897075.27,979307587.12,46570870940.93,1717782049.38,31107909990.46,-232738603.84,-1626725155.02,371335472.96,31551526279.97,-31995247.4,5831777262.89,270140451.23,-342058034.34,2082405715.77,82043593732.75,9004681708.0,156884211.1,659482796.22,15018256.57,1018559027.43,31551526279.97,1545591810.11,15952237663.39,10216274357,32188572012.16,9004681708.0,542070316.21,18791801478.93,-4438469665.27,0.03,-8653931.39,49095063276.65,1008402261.66,157760026.46,,637066788.7,35472722791.82,46135907739.7,,-18983058534.58,,7732442733.56,220241071.36,-1401959156.66,527032782.68,49095063276.65,20101447987.02,,,,,,,,,,,,,,,,,,
2017-06-30,13455110.51,124264152403.64,85054096931.03,,-1747453155.71,,93413872.78,-6409231667.96,21059630490.56,6743491964.08,1593326382.73,2922053334.9,40846014664.35,1025668443.89,42711855106.14,2315027207.63,24698678322.5,-2854587024.62,-6663154500.13,582078304.4,25124138285.69,-162072437.35,6613590862.89,1593326382.73,-454933035.23,2098019881.81,82662781151.34,,133418694.66,801276596.32,382826757.92,1066303227.36,25124138285.69,2307578203.6,16948478556.13,10216274357,31107909990.46,,1069014360.09,20372771509.9,-3971781530.96,,-25619162.43,52456091643.73,4023482711.89,519351072.59,,3441404407.49,39950926045.2,39210055472.61,,-17365115367.85,,9760442057.85,219706686.69,-4173100079.09,1241274976.24,52456091643.73,23367208694.16,,,,,,,,,,,,,,,,,,
2017-09-30,13455110.51,132442559003.16,86714143012.95,,757249275.88,0.09,87668331.45,6860790219.12,22158938841.09,6748210772.8,872409734.47,1165157381.05,44806333073.26,1232953151.07,46608054477.86,2195460109.95,31559468541.62,-69213066.96,-2393285820.58,360514143.13,31981611817.19,691189827.97,11050015862.89,872409734.47,-625787595.16,2400030049.72,89461827949.93,9693441494.0,133847068.89,703605030.07,293365737.59,1243685254.5,31981611817.19,1971157533.73,17397046347.43,10216274357,24698678322.5,9693441494.0,981348483.59,21069287377.84,-3657286590.69,0.09,-3925621.25,54053848665.01,1680472440.43,154800916.25,681121513.91,1319958297.3,42853773472.07,45728415990.21,,-16492646364.45,,7355938583.65,222946505.9,-2665700807.25,727472279.23,54053848665.01,24130096374.82,,,,,,,,,,,,,,,,,,
2017-12-31,905018094.3,133190004778.33,93747809951.61,,-1017915498.69,,171783379.89,-5820942841.43,20830211129.32,6195845520.23,-73940696.95,264167925.23,43422996355.58,1994377826.66,45987431029.51,2330220764.04,25738525700.19,-205160844.73,-4549888197.62,684520791.51,26089745614.14,-804715173.25,10939801787.26,-73940696.95,-555396438.85,4542614469.79,89479424870.34,,273932072.42,1405228000.91,592541413.98,1755543697.1,26089745614.14,2034993675.73,16433606141.31,10216274357,31559468541.62,,1314003093.15,20669286170.3,-4031021509.46,,-3826198.56,57394018897.0,989127232.34,40438515.6,286160402.18,304606440.83,43491993840.83,39442194826.72,,-16566550123.11,,8626659533.63,283053376.63,-2905224443.11,279449978.63,57394018897.0,22865204805.05,,,,,,,,,,,,,,,,,,
2018-03-31,880105489.01,129358890138.96,94566590769.24,,-3169966863.16,0.02,165349483.86,-4827545257.22,20193238606.3,6435251903.58,180872936.58,495683560.8,42745390298.97,1040996037.68,45274552476.46,2193327363.8,20910980442.97,-151668171.0,-2583035692.47,483785606.06,21247764821.07,-2105001.31,8563071425.88,180872936.58,-355211434.18,4503294227.16,86002817157.98,9043646829.0,2495867933.41,761253653.94,59147712.06,1053234873.05,21247764821.07,1730127720.22,15860535396.68,10216274357,25738525700.19,9043646829.0,1271044990.64,20174551005.63,-7662799769.68,0.02,122082395.4,58187990913.11,1136830096.24,157360929.38,,653044490.18,40728264681.52,34792299369.72,,-16325132324.22,,9577083896.39,283330554.0,-2640772671.89,676892847.17,58187990913.11,21923366326.52,,,,,,,,,,,,,,,,,,
2018-06-30,907932842.97,147212302478.8,101966768536.1,,-4135013067.09,,164660285.06,8649280262.79,21915501391.44,7052239117.58,-140077369.1,273454165.02,45163486218.36,992231811.99,47797423342.46,2985271608.58,29560260705.76,-503754.04,-4817727074.31,650670422.13,29907055018.89,-29736539.66,18631288000.0,-140077369.1,-537906096.03,4486127889.72,102994959981.22,,255356083.58,827401372.56,287121824.37,964230127.83,29907055018.89,1236336994.19,17496705076.85,10216274357,20910980442.97,,1384977509.15,20838660956.63,-2578490996.23,,579272.61,64492941694.14,1074406586.59,150281999.44,,423736164.46,55197536638.76,45245533942.7,,-16465209693.32,,11824145150.88,282785256.75,-5130468308.43,272106866.36,64492941694.14,23151838385.63,,,,,,,,,,,,,,,,,,
2018-09-30,5975828431.76,227872394963.78,163521949932.01,2765582571.16,-2460459668.96,0.08,157581132.52,4744038551.82,34012727808.96,10449376164.3,821790424.16,1360452541.12,57852884741.77,2240833964.74,77063317976.48,3917600841.86,34304299257.58,-216485449.3,-26304051193.8,951688745.31,37838843061.16,-100967892.7,46203698282.12,821790424.16,-1231966290.69,7927667277.5,172886468256.31,10272380302.0,1573394095.1,2311641677.37,790849638.48,2140341674.37,35073260490.0,3042135387.67,23058585159.72,10216274357,29560260705.76,10272380302.0,2868248614.03,22329938974.96,-10463408594.93,0.08,125955868.96,112487136783.47,2509174522.52,197033236.09,,1557485777.21,95823150279.83,64350445031.77,,-15643419269.16,136703.51,16314999945.99,282348095.67,-6468288299.22,901793713.3,112487136783.47,37054863196.63,,,,,,,,,,,,,,,,,,
2018-12-31,5785808291.93,228143804963.2,167839406086.2,2596054766.04,-1991303919.42,,126708569.87,-1466570210.84,34483415071.54,8718739021.2,367440426.64,896771561.55,64880514325.23,2620803255.65,83011798540.4,4100906309.22,32837729046.74,-873124937.09,-5638733883.8,1617446810.89,36591026555.84,-368747697.92,48220619222.24,367440426.64,-1141455017.79,7957983108.0,171790915611.87,,3185993954.33,961025240.49,1242564070.6,2281762976.79,33994971789.8,4216045807.65,20096857757.53,10216274357,34304299257.58,,1985569022.31,22886213478.1,-10967732513.43,,-35248924.64,115266786854.94,2828502898.31,314284525.87,46319664.22,1211056087.42,88779117071.47,60304398877.0,-361523192.76,-15275978842.52,17008237.25,9510894306.48,283068991.64,-5647989860.71,1934282830.86,115266786854.94,38699460879.19,,,,,,,,,,,,,,,,,,
2019-03-31,5643524173.59,256201397518.04,182889116597.29,2353183972.07,2037661411.76,0.06,177736594.3,8499419170.62,31154996366.49,9207943448.88,687356113.07,1092388324.29,73419278132.31,2138590671.01,104025467538.86,3701851055.53,41337148217.36,-4132595.34,-1832235623.71,1308316160.63,44886844286.27,5859344874.31,38938339806.79,687356113.07,-1109732581.12,7740225495.95,194090342872.99,11455935218.0,3172316735.7,895975851.32,410425762.52,2095091120.07,42533660314.2,3920099137.93,19939643967.02,12259529227,32837729046.74,11455935218.0,2066711876.92,29144075710.34,-11277645261.15,0.06,-264718983.45,131062402974.52,2587482421.9,186777936.98,7704128408.6,1279166261.27,90064875334.13,73312280920.75,,-16374242526.01,654231.86,16170461945.33,282362231.37,-2054746156.39,1825008017.86,131062402974.52,35075095504.42,,,,,,,,,,,,,,,,,,
2019-06-30,5866533217.87,255995058383.47,189454153080.07,2427416961.07,1166858300.58,,1657170057.82,-9467310771.77,33077256144.34,9188875541.34,549875358.34,1075696473.75,82346385537.13,2322525801.85,114035546393.36,4100769078.6,31869837445.59,-233185890.48,-3769357080.39,1796082282.51,35845862567.87,-2741076665.29,24550830520.2,549875358.34,-1334714022.57,7933265367.02,193187353573.1,,2870807502.08,887110467.94,450810702.48,2220915056.64,33418445606.8,3948809724.11,21722034604.03,12259529227,41337148217.36,,2337082333.0,29413491627.62,-21829903922.29,,249135669.75,137245378804.47,3044828375.52,173049619.26,0.0,1248746093.01,79151807179.74,66540905303.4,,-15755734281.81,1042412.38,16543086233.91,279360986.42,-4207572891.81,1727894667.47,137245378804.47,37026065868.45,,,,,,,,,,,,,,,,,,
2019-09-30,6002421836.7,264305017682.74,193415311941.47,2409202703.03,2534250136.31,0.08,1714965215.15,4923961891.34,35188427228.19,9603650589.64,879042439.23,1356173928.67,94615494833.15,2446744328.81,125802478886.98,3733494318.01,36793799336.93,-339211490.14,-1883608556.39,1188101791.51,40345509974.29,-1997845183.59,14100607971.39,879042439.23,-1448544787.39,8043872727.87,199771394299.82,10988030490.0,2675435793.29,1045147056.8,1164825140.22,2237915920.13,37936307271.26,4327699680.17,21924166244.44,12259529227,31869837445.59,10988030490.0,2306155563.42,30804576027.86,-22811776565.89,0.08,231318842.01,140509925518.09,2750642350.22,206366630.04,,1562540558.71,73968915412.84,70889705741.27,,-14911479314.5,2376368.98,21413472967.94,276334653.58,-3000959843.05,2089783760.04,140509925518.09,39516126908.36,,,,,,,,,,,,,,,,,,
