date,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyTaxProvision,quarterlyNetPPE,quarterlyDilutedEPS,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyTotalAssets,quarterlyBasicAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables
1997-03-31,64500000.0,64500000.0,,300000.0,2000000.0,,,,800000.0,,0.0125,192200000.0,,,94900000.0,,,1000000.0,-73800000.0,-56000000.0,,,-127700000.0,0.0,2000000.0,,,1878500000.0,176000000.0,,,384600000.0,,479500000.0,,2200000.0,2100000.0,772300000.0,300000.0,,2300000,,200000.0,,-73800000.0,2000000,431700000,,0.0125,703200000.0,-1800000.0,-73300000.0,1175300000.0,1045600000.0,-95800000.0,0.0,127000000.0,832900000.0,429400000.0,566100000.0,,,,0.0,2300000.0,100000.0,1110800000.0,1000000.0,,,1200000,439100000.0,2200000.0,176000000.0,,,
1997-06-30,84200000.0,84200000.0,,3300000.0,20600000.0,,,,7900000.0,,0.0825,0.0,,,225400000.0,,,900000.0,-33300000.0,51000000.0,,,19700000.0,0.0,2100000.0,,,1972700000.0,168484848.0,,,422500000.0,,647900000.0,,13900000.0,2000000.0,785700000.0,3300000.0,,23900000,,,,-33300000.0,20600000,576300000,,0.0825,737400000.0,6900000.0,-56300000.0,1235300000.0,1201700000.0,-31700000.0,0.0,117500000.0,771000000.0,552400000.0,553800000.0,,,,0.0,23900000.0,-100000.0,1151100000.0,1200000.0,,,12700000,436300000.0,13900000.0,168484848.0,,,
1997-09-30,58700000.0,58700000.0,,1600000.0,30200000.0,,,,11600000.0,,0.115,0.0,,,194400000.0,,,-39100000.0,5900000.0,-75000000.0,,,-25500000.0,0.0,1900000.0,,,2015800000.0,171304348.0,0.0,,474900000.0,,669300000.0,-1200000.0,19700000.0,43600000.0,802000000.0,1600000.0,,31800000,,,,5900000.0,30200000,669900000,,0.115,734800000.0,7300000.0,-22200000.0,1281000000.0,1220900000.0,-77500000.0,100000.0,110500000.0,794900000.0,638100000.0,551600000.0,,,,0.0,31800000.0,41700000.0,1222200000.0,1100000.0,,,18600000,441100000.0,19700000.0,171304348.0,,,
1997-12-31,245200000.0,245200000.0,,2600000.0,28200000.0,,,,10900000.0,,,0.0,,,162700000.0,,,42000000.0,56000000.0,111900000.0,,,188200000.0,0.0,39400000.0,,,2150800000.0,,-100000.0,,497700000.0,,660400000.0,-1300000.0,17000000.0,20300000.0,749100000.0,2600000.0,,30800000,,,,56000000.0,28200000,846100000,,,763600000.0,5900000.0,73300000.0,1387200000.0,1338000000.0,80300000.0,0.0,93300000.0,812800000.0,815300000.0,677600000.0,,,,0.0,30800000.0,-4600000.0,1142000000.0,-300000.0,,,17300000,584300000.0,17000000.0,,,,
1998-03-31,329200000.0,329200000.0,,1700000.0,17900000.0,,,,7000000.0,,0.065,247300000.0,,,121300000.0,,,1300000.0,134400000.0,-54300000.0,,,81900000.0,100000.0,2000000.0,,,2075200000.0,167407407.0,,,421000000.0,,542400000.0,-1300000.0,11300000.0,1800000.0,759100000.0,1700000.0,,17400000,,,,134400000.0,15700000,520600000,,0.0675,646000000.0,-4000000.0,101700000.0,1429200000.0,1251100000.0,41900000.0,0.0,133200000.0,824100000.0,503200000.0,708700000.0,,,,0.0,17400000.0,-200000.0,1100000000.0,2200000.0,,,10900000,575500000.0,11300000.0,173846154.0,,,
1998-06-30,304400000.0,304400000.0,,100000.0,38600000.0,,,,15000000.0,,0.135,0.0,,,147200000.0,,,4200000.0,-28000000.0,44800000.0,,,-24700000.0,0.0,2500000.0,,,2200100000.0,173090909.0,,,508600000.0,,655800000.0,-1700000.0,23800000.0,-41600000.0,781200000.0,100000.0,,38600000,,,,-72000000.0,38500000,679700000,,0.1375,699100000.0,-1900000.0,-48100000.0,1501000000.0,1343300000.0,-37800000.0,0.0,114900000.0,856800000.0,641100000.0,687500000.0,,,,0.0,38600000.0,-100000.0,1196600000.0,200000.0,,,23600000,572600000.0,23800000.0,176296296.0,,,
1998-09-30,172100000.0,172100000.0,,2400000.0,46700000.0,,,,18200000.0,,0.16,0.0,,-114800000.0,117500000.0,,,2700000.0,-3700000.0,-16300000.0,,,-132400000.0,0.0,2700000.0,,,2292900000.0,173333333.0,,,621400000.0,,738900000.0,-1700000.0,28600000.0,-112300000.0,806300000.0,2400000.0,,52100000,,,,-118500000.0,49700000,759300000,,0.165,718100000.0,1100000.0,-29000000.0,1574800000.0,1409900000.0,-113700000.0,0.0,101700000.0,883000000.0,707200000.0,671000000.0,,,,0.0,52100000.0,-200000.0,1402700000.0,-3100000.0,,,28500000,569300000.0,28600000.0,178750000.0,,,
1998-12-31,125200000.0,125200000.0,,800000.0,62500000.0,,,,24400000.0,,,0.0,,0.0,217100000.0,,,-2800000.0,-234000000.0,79900000.0,,,-46800000.0,0.0,2100000.0,,,2349800000.0,,,,575400000.0,,792500000.0,-1800000.0,38400000.0,107400000.0,844800000.0,800000.0,,62900000,,,,-234000000.0,62100000,906900000,,,769400000.0,29000000.0,-258000000.0,1580400000.0,1428400000.0,-115200000.0,0.0,93900000.0,921400000.0,844000000.0,635900000.0,,,,0.0,62900000.0,14700000.0,1455200000.0,700000.0,,,38100000,542000000.0,38400000.0,,,,
1999-03-31,44500000.0,44500000.0,,3100000.0,39600000.0,,,,15600000.0,,0.1375,125300000.0,,,174300000.0,,,1400000.0,-28400000.0,-82300000.0,,,-80800000.0,0.0,29400000.0,,,2299900000.0,174285714.0,,,566800000.0,,741100000.0,-1700000.0,24400000.0,29900000.0,867400000.0,3100000.0,,40900000,,-100000.0,,-28400000.0,37800000,682500000,,0.14,672500000.0,-700000.0,-53400000.0,1627400000.0,1355300000.0,-127700000.0,0.0,72400000.0,944600000.0,641600000.0,614200000.0,,,,0.0,40900000.0,500000.0,1582900000.0,1900000.0,,,24000000,541800000.0,24400000.0,177454545.0,,,
1999-06-30,25400000.0,25400000.0,,3000000.0,58100000.0,,,,21000000.0,,0.2125,0.0,,,259400000.0,,,200000.0,-98600000.0,80600000.0,,,-19100000.0,0.0,0.0,,,2467600000.0,173023256.0,,,622500000.0,,881900000.0,-1800000.0,37200000.0,-1100000.0,902800000.0,3000000.0,,60800000,,200000.0,,-98600000.0,57800000,834200000,,0.215,718400000.0,-700000.0,-137800000.0,1749200000.0,1487400000.0,-140900000.0,0.0,64600000.0,980200000.0,773400000.0,605500000.0,,,,0.0,60800000.0,-1100000.0,1723800000.0,300000.0,,,37100000,540900000.0,37200000.0,175058824.0,,,
1999-09-30,30600000.0,30600000.0,,2500000.0,76000000.0,,,,28500000.0,,0.2675,0.0,,,313600000.0,,,200000.0,37100000.0,-6100000.0,,,5200000.0,0.0,0.0,,,2619100000.0,172844037.0,,,702000000.0,,1015600000.0,-3400000.0,47100000.0,-25700000.0,946400000.0,2500000.0,,77800000,,,,12400000.0,75300000,973100000,,0.2725,709400000.0,-500000.0,-12200000.0,1909700000.0,1595000000.0,-75900000.0,0.0,61000000.0,1024100000.0,895300000.0,579400000.0,,,,30700000.0,77800000.0,-1000000.0,1879100000.0,600000.0,,,47500000,518400000.0,47100000.0,176074766.0,,,
1999-12-31,51700000.0,51700000.0,,4900000.0,112800000.0,,,,43000000.0,,,30700000.0,400000.0,0.0,214000000.0,,,-700000.0,101400000.0,-79800000.0,,,21200000.0,0.0,0.0,,,2596800000.0,,,-300000.0,694800000.0,,908800000.0,0.0,69700000.0,-600000.0,1016100000.0,4900000.0,,113600000,,,,101400000.0,108700000,1240600000,,,752400000.0,3500000.0,25000000.0,1844400000.0,1503500000.0,86300000.0,0.0,68700000.0,1093300000.0,1127000000.0,594700000.0,,,,51700000.0,113600000.0,-600000.0,1792700000.0,4000000.0,,,69800000,526000000.0,69700000.0,,,,
2000-03-31,38864000.0,38864000.0,,3626000.0,39462000.0,,,,15193000.0,,0.1425,51797000.0,421000.0,,357094000.0,,,2536000.0,-129439000.0,117243000.0,,,-12870000.0,0.0,,,,2694078000.0,170784000.0,-22670000.0,-286000.0,658820000.0,,1015914000.0,-1689000.0,24336000.0,-674000.0,1018406000.0,3626000.0,,42557000,,,,-129439000.0,38931000,775819000,,0.1425,662613000.0,-1310000.0,-156008000.0,2031465000.0,1597824000.0,-199868000.0,0.0,57269000.0,1096254000.0,733262000.0,581910000.0,,,,38927000.0,42557000.0,-674000.0,1992601000.0,531000.0,,,24269000,524641000.0,24336000.0,171484000.0,,,
2000-06-30,30715000.0,30715000.0,,3905000.0,77490000.0,,,,29830000.0,,0.2875,38927000.0,405000.0,,238029000.0,,,3338000.0,-25244000.0,17511000.0,,,-7924000.0,0.0,,,,2823594000.0,164212000.0,-38784000.0,-62000.0,714348000.0,,952377000.0,-1647000.0,47692000.0,-191000.0,1028993000.0,3905000.0,,79756000,,,,-25244000.0,75851000,982584000,,0.29,809128000.0,-5169000.0,-71865000.0,2014466000.0,1716330000.0,-101425000.0,0.0,62734000.0,1107264000.0,902828000.0,763953000.0,,,,31003000.0,79756000.0,-191000.0,1983751000.0,1639000.0,,,47660000,701219000.0,47692000.0,166276000.0,,,
2000-09-30,32130000.0,32130000.0,,2171000.0,98950000.0,,,,38091000.0,,0.185,31003000.0,407000.0,,188657000.0,,,-6251000.0,74260000.0,-72728000.0,,,1382000.0,0.0,,,,2895846000.0,161904000.0,-4929000.0,238000.0,811993000.0,,1000650000.0,-1597000.0,30892000.0,-150000.0,1053794000.0,2171000.0,,98804000,,,,74260000.0,96633000,1053883000,,0.19,810885000.0,-2398000.0,13661000.0,2084961000.0,1756311000.0,-64844000.0,0.0,69808000.0,1139535000.0,955079000.0,755661000.0,,,,32385000.0,98804000.0,-150000.0,2052831000.0,2317000.0,,,60859000,685853000.0,30892000.0,166108000.0,,,
2000-12-31,183985000.0,183985000.0,,4528000.0,139194000.0,,,,53598000.0,,,32385000.0,416000.0,,242603000.0,16127000.0,,810000.0,103745000.0,52025000.0,,,151600000.0,0.0,,,,2886483000.0,,0.0,185000.0,220916000.0,,463519000.0,-1650000.0,85593000.0,-4170000.0,1137737000.0,4528000.0,,142754000,,,,103745000.0,138226000,1346765000,,,822235000.0,9529000.0,34139000.0,2064248000.0,1638552000.0,156112000.0,0.0,497431000.0,1247931000.0,1204011000.0,1175033000.0,,,,183985000.0,142754000.0,-4170000.0,1880263000.0,968000.0,,,85596000,677602000.0,85593000.0,,,,
2001-03-31,199343000.0,199343000.0,,,63608000.0,,,,24489000.0,,0.23,183985000.0,421000.0,,209830000.0,7675000.0,,-609000.0,-162932000.0,180176000.0,751556000.0,,15358000.0,0.0,,,,3042911000.0,167180000.0,,-5779000.0,650458000.0,,860288000.0,-1695000.0,39371000.0,-1886000.0,1175413000.0,5045000.0,,66653000,,,,-162932000.0,61608000,832112000,,0.2375,794320000.0,13808000.0,-221156000.0,2248591000.0,1747300000.0,-198690000.0,0.0,775000.0,1295611000.0,770504000.0,887012000.0,,,,199343000.0,61608000.0,-1886000.0,2049248000.0,2000000.0,,,39119000,886237000.0,39371000.0,171996000.0,,,
2001-06-30,101805000.0,101805000.0,,,98567000.0,,,,37948000.0,,0.345,199343000.0,422000.0,,196186000.0,1988000.0,,2022000.0,-98140000.0,-47000.0,791180000.0,,-97538000.0,0.0,,,,3227565000.0,167948000.0,,-2781000.0,750987000.0,,947173000.0,-1687000.0,59794000.0,649000.0,1233520000.0,4892000.0,,103434000,,,,-98140000.0,98542000,1023326000,,0.355,835918000.0,-1974000.0,-160852000.0,2391647000.0,1868195000.0,-301171000.0,0.0,36104000.0,1359370000.0,924784000.0,921022000.0,,,,101805000.0,98542000.0,649000.0,2289842000.0,25000.0,,,60619000,884918000.0,59794000.0,173460000.0,,,
2001-09-30,59754000.0,59754000.0,,,135223000.0,,,450855000.0,52072000.0,,0.38,101805000.0,439000.0,,337795000.0,157000.0,,-192000.0,-157843000.0,107640000.0,1184637000.0,,-42051000.0,0.0,,,,5721365000.0,213684000.0,,-2409000.0,1252630000.0,,1590425000.0,-2356000.0,82787000.0,8152000.0,1313951000.0,10687000.0,,144963000,,,,-157843000.0,134276000,1481935000,,0.3875,1659188000.0,3942000.0,-255259000.0,4062177000.0,3551482000.0,-264121000.0,0.0,66179000.0,2169883000.0,1347659000.0,1961057000.0,,,,59754000.0,134276000.0,-2158000.0,4002423000.0,947000.0,,,83151000,1894878000.0,82787000.0,218072000.0,,,
2001-12-31,72144000.0,72144000.0,,,194389000.0,,,159604000.0,74853000.0,,,59754000.0,592000.0,,523675000.0,3717000.0,,-919000.0,119000.0,9362000.0,1274053000.0,,12390000.0,0.0,,,,5714276000.0,,,-17828000.0,333845000.0,,1664372000.0,-2372000.0,119441000.0,2909000.0,1431020000.0,12252000.0,,204475000,,,,119000.0,192223000,2002120000,,,1808369000.0,-23952000.0,-107622000.0,3905907000.0,3437611000.0,115716000.0,0.0,35370000.0,2276665000.0,1750235000.0,1773239000.0,806852000.0,,,72144000.0,251885000.0,13219000.0,3833763000.0,2166000.0,307693000.0,,119536000,1737869000.0,119441000.0,,,,
2002-03-31,59772000.0,59772000.0,,,112534000.0,,,465260000.0,43894000.0,,0.2775,72144000.0,607000.0,,386256000.0,24365000.0,,-8174000.0,94482000.0,-109655000.0,1070223000.0,,-12372000.0,0.0,,,,5608028000.0,239452000.0,,-35042000.0,1099293000.0,,1485549000.0,-2422000.0,68112000.0,2801000.0,1496710000.0,10988000.0,,119837000,,,,94482000.0,108849000,1378741000,,0.285,1575969000.0,26533000.0,-11151000.0,4032059000.0,3231578000.0,-88174000.0,0.0,23424000.0,2376450000.0,1269892000.0,1746029000.0,,,,59772000.0,108849000.0,2801000.0,3972287000.0,3685000.0,,,68640000,1722605000.0,68112000.0,245888000.0,,,
2002-06-30,212767000.0,212767000.0,,,148222000.0,,,463222000.0,57814000.0,,0.3625,59772000.0,611000.0,,272925000.0,7098000.0,,3933000.0,-11961000.0,164061000.0,1128473000.0,,152995000.0,0.0,,,,6107163000.0,242000000.0,,-43363000.0,1328893000.0,,1601818000.0,-2444000.0,90203000.0,895000.0,1584469000.0,10131000.0,,155109000,,,,-11961000.0,144978000,1685563000,,0.3725,1649478000.0,-16043000.0,-96252000.0,4457685000.0,3639165000.0,-328918000.0,0.0,88082000.0,2467998000.0,1540585000.0,2037347000.0,,,,212767000.0,144978000.0,895000.0,4244918000.0,3244000.0,,,90408000,1949265000.0,90203000.0,249436000.0,,,
2002-09-30,212077000.0,212077000.0,,,186094000.0,,,461184000.0,72585000.0,,0.4975,212767000.0,612000.0,,301695000.0,5639000.0,,-344000.0,11823000.0,-13209000.0,1155485000.0,,-690000.0,0.0,,,,6319157000.0,243168000.0,,-45094000.0,1425222000.0,,1726917000.0,-2448000.0,123446000.0,696000.0,1705467000.0,2105000.0,,185909000,,,,11823000.0,183804000,1859506000,,0.5075,1668020000.0,5178000.0,-118906000.0,4651137000.0,3726253000.0,-209825000.0,0.0,80972000.0,2592904000.0,1675702000.0,1999336000.0,,,,212077000.0,183804000.0,696000.0,4439060000.0,2290000.0,,,113509000,1918364000.0,123446000.0,247800000.0,,,
2002-12-31,613168000.0,613168000.0,,,281972000.0,,,459647000.0,109928000.0,,,212077000.0,611000.0,,559621000.0,2570000.0,,-5803000.0,67856000.0,333001000.0,1494259000.0,,401091000.0,265817000.0,,,,6888455000.0,,,-45237000.0,376653000.0,,2124752000.0,-2459000.0,171884000.0,234000.0,1871890000.0,6560000.0,,330912000,,,,67856000.0,324352000,2548009000,,,1981690000.0,23567000.0,-134155000.0,4906765000.0,4128029000.0,123780000.0,0.0,90009000.0,2760426000.0,2160487000.0,2003277000.0,922661000.0,,,613168000.0,387522000.0,234000.0,4293597000.0,3199000.0,,,172044000,1913268000.0,171884000.0,,,,
2003-03-31,479577000.0,479577000.0,,,139159000.0,,,457585000.0,52858000.0,,0.3475,613168000.0,611000.0,,343724000.0,3004000.0,,0.0,-146821000.0,22023000.0,1206808000.0,,-133591000.0,41678000.0,,,,6802880000.0,242668000.0,-18204000.0,-45921000.0,1376538000.0,,1761940000.0,-2441000.0,86137000.0,-8622000.0,1943422000.0,7528000.0,,138027000,,,,-146821000.0,130499000,1552590000,,0.355,1669341000.0,22836000.0,-263952000.0,5133539000.0,3971822000.0,-340230000.0,49754000.0,0.0,2831058000.0,1422091000.0,2209882000.0,,,,479577000.0,130499000.0,-8622000.0,4604208000.0,8660000.0,,,86301000,2209882000.0,86137000.0,248076000.0,,,
2003-06-30,391087000.0,391087000.0,,,196833000.0,,,455522000.0,74833000.0,60000000.0,0.4875,479577000.0,616000.0,,381355000.0,13328000.0,,0.0,-172213000.0,90837000.0,1404144000.0,,-88490000.0,0.0,,,60000000.0,7329016000.0,242736000.0,-100000.0,-38058000.0,1637936000.0,,2019291000.0,-2444000.0,121717000.0,-8049000.0,2062625000.0,11130000.0,,203488000,,,,-172213000.0,192358000,1958185000,,0.5025,1919666000.0,-9819000.0,-300068000.0,5409350000.0,4344936000.0,-443759000.0,0.0,55690000.0,2984080000.0,1765827000.0,2325645000.0,,,,391087000.0,192358000.0,-8049000.0,5018263000.0,4475000.0,,,122000000,2269955000.0,121717000.0,249888000.0,,,
2003-09-30,312151000.0,312151000.0,,,259665000.0,,,453460000.0,98630000.0,62324000.0,0.6725,391087000.0,616000.0,,468068000.0,1642000.0,,0.0,-114231000.0,51554000.0,1531061000.0,,-78936000.0,0.0,,,62324000.0,7874203000.0,244496000.0,0.0,-42453000.0,1871174000.0,,2339242000.0,-2473000.0,168886000.0,-14512000.0,2229038000.0,10365000.0,,258471000,,,,-137054000.0,248106000,2399803000,,0.69,2088425000.0,-26813000.0,-271633000.0,5785778000.0,4720943000.0,-548258000.0,0.0,127646000.0,3153260000.0,2151697000.0,2381701000.0,,,,312151000.0,248106000.0,8311000.0,5473627000.0,11559000.0,,,161035000,2254055000.0,168886000.0,251556000.0,,,
2003-12-31,404092000.0,404092000.0,,,399999000.0,,,451397000.0,152013000.0,,,312151000.0,1252000.0,-16297000.0,479287000.0,21519000.0,,0.0,131417000.0,-35551000.0,1679453000.0,,91941000.0,372507000.0,,,,8063352000.0,,0.0,-39798000.0,452648000.0,,2384866000.0,-6254000.0,247894000.0,-2914000.0,2470678000.0,11137000.0,,450320000,,,,115120000.0,439183000,3138348000,,,2130850000.0,33413000.0,-176938000.0,5932502000.0,4615229000.0,-82047000.0,0.0,79391000.0,3448123000.0,2620533000.0,2230363000.0,1072550000.0,,,404092000.0,517815000.0,8360000.0,5528410000.0,14069000.0,,,247986000,2150972000.0,247894000.0,,,,
2004-03-31,464414000.0,464414000.0,,,212624000.0,,,449335000.0,80787000.0,,0.51,404092000.0,1268000.0,-13432000.0,255738000.0,22913000.0,,0.0,-118957000.0,212855000.0,1431237000.0,,60322000.0,0.0,,,,8354127000.0,250602000.0,,-37138000.0,1821764000.0,,2115786000.0,-6274000.0,131629000.0,-33825000.0,2596033000.0,10160000.0,,215561000,,,,-132389000.0,205401000,2038748000,,0.525,1880572000.0,32103000.0,-292782000.0,6473555000.0,4729396000.0,-486547000.0,0.0,0.0,3624731000.0,1833347000.0,2613610000.0,,,,464414000.0,205401000.0,-25196000.0,6009141000.0,7223000.0,,,131837000,2573633000.0,131629000.0,257658000.0,39977000.0,,
2004-06-30,90318000.0,90318000.0,,,302732000.0,,,447272000.0,115023000.0,,0.725,464414000.0,1269000.0,-25154000.0,417219000.0,3032000.0,,0.0,-370686000.0,107414000.0,1606542000.0,,-374096000.0,0.0,,,,8944688000.0,252508000.0,,-41498000.0,2007279000.0,,2533661000.0,-6405000.0,187603000.0,-111543000.0,2777231000.0,11866000.0,,304215000,,,,-395840000.0,292349000,2518920000,,0.745,2053814000.0,-14224000.0,-550637000.0,6890874000.0,5133339000.0,-821402000.0,0.0,0.0,3811349000.0,2226571000.0,2599678000.0,,,,90318000.0,292349000.0,-81586000.0,6800556000.0,10383000.0,,,187709000,2573925000.0,187603000.0,258712000.0,25753000.0,,
2004-09-30,116411000.0,116411000.0,,,418011000.0,,,445210000.0,158861000.0,407459000.0,1.035,90318000.0,1276000.0,-16198000.0,854338000.0,11067000.0,,0.0,-698492000.0,735607000.0,1391459000.0,,26093000.0,0.0,,,407459000.0,10087060000.0,253132000.0,,-40692000.0,2134264000.0,,2988602000.0,-6379000.0,269936000.0,-9920000.0,3040788000.0,12015000.0,,413880000,,,,-714690000.0,401865000,2967086000,,1.065,2244128000.0,-12723000.0,-961136000.0,7842932000.0,5984450000.0,-1068851000.0,0.0,121603000.0,4102610000.0,2565221000.0,2995848000.0,,,,116411000.0,401865000.0,6278000.0,7726521000.0,16146000.0,,,259150000,2861215000.0,269936000.0,260970000.0,13030000.0,,
2004-12-31,314634000.0,314634000.0,,,667170000.0,,,443147000.0,247858000.0,,,116411000.0,1279000.0,-20435000.0,617415000.0,6947000.0,,0.0,489855000.0,-246244000.0,2226559000.0,,200432000.0,341050000.0,,,,10406897000.0,,,-14424000.0,609039000.0,,2820516000.0,-6369000.0,397373000.0,-43267000.0,3419401000.0,12255000.0,,653063000,,,,469420000.0,640808000,4186462000,,,2701472000.0,-30557000.0,60679000.0,7705425000.0,5884623000.0,304212000.0,0.0,202557000.0,4522274000.0,3453220000.0,3064107000.0,1237426000.0,,,314634000.0,733242000.0,-29926000.0,7390791000.0,26362000.0,,,419312000,2861550000.0,397373000.0,,,,
2005-03-31,350716000.0,350716000.0,,,348170000.0,,,441085000.0,129850000.0,360105000.0,0.83,314634000.0,1290000.0,-20688000.0,338671000.0,15240000.0,,0.0,-264716000.0,373149000.0,1658397000.0,,36082000.0,0.0,,,360105000.0,10901107000.0,254868000.0,-11564000.0,-12683000.0,1780488000.0,,2119159000.0,-6418000.0,218242000.0,-72418000.0,3621147000.0,13733000.0,,347108000,,,,-285404000.0,333375000,2554594000,,0.855,2459587000.0,46531000.0,-552391000.0,8441520000.0,6131240000.0,-714510000.0,0.0,501626000.0,4769867000.0,2221219000.0,4012081000.0,,,,350716000.0,333375000.0,-65696000.0,8090804000.0,14795000.0,,,218320000,3510455000.0,218242000.0,262754000.0,,,
2005-06-30,450772000.0,450772000.0,,,484445000.0,,,444304000.0,180680000.0,292355000.0,1.15,350716000.0,1292000.0,-16978000.0,455837000.0,7931000.0,,0.0,-75765000.0,126343000.0,1740139000.0,,100056000.0,0.0,,,292355000.0,11631073000.0,255874000.0,-9555000.0,-10541000.0,1941984000.0,,2397821000.0,-6545000.0,303711000.0,49335000.0,3909793000.0,14965000.0,,475569000,,,,-92743000.0,460604000,3290971000,,1.185,2476798000.0,-11746000.0,-394601000.0,9154275000.0,6546587000.0,-610457000.0,0.0,637953000.0,5084486000.0,2830367000.0,4148766000.0,,,,450772000.0,460604000.0,65662000.0,8703503000.0,23841000.0,,,303765000,3510813000.0,303711000.0,263678000.0,,,
2005-09-30,214897000.0,214897000.0,,,613702000.0,,,442242000.0,225983000.0,274995000.0,1.5,450772000.0,2585000.0,-23408000.0,461740000.0,2660000.0,,0.0,-159853000.0,-14599000.0,1972095000.0,,-235875000.0,0.0,,,274995000.0,12283757000.0,256081000.0,-19952000.0,-9822000.0,2147569000.0,,2609309000.0,-10458000.0,395421000.0,-61407000.0,4276919000.0,16112000.0,,614133000,,,,-183261000.0,598021000,3841503000,,1.54,2689332000.0,-16813000.0,-544907000.0,9594425000.0,6816459000.0,-700830000.0,0.0,695980000.0,5467298000.0,3243482000.0,4207150000.0,,,,214897000.0,598021000.0,-38274000.0,9379528000.0,15681000.0,,,387719000,3511170000.0,395421000.0,263908000.0,,,
2005-12-31,1002268000.0,1002268000.0,,,830697000.0,,,434897000.0,303613000.0,334395000.0,,214897000.0,2570000.0,-27813000.0,893001000.0,5417000.0,,0.0,519038000.0,215503000.0,2520521000.0,,793887000.0,0.0,,,334395000.0,13048174000.0,,-102175000.0,-5496000.0,2584060000.0,,3477061000.0,-10129000.0,574539000.0,59207000.0,4751120000.0,16702000.0,,826366000,,,,491225000.0,809664000,5007467000,,,3289813000.0,21534000.0,-151046000.0,9758361000.0,7090832000.0,337226000.0,0.0,219504000.0,5957342000.0,4100524000.0,3613771000.0,,,,1002268000.0,906943000.0,-15640000.0,8756093000.0,21033000.0,,,527084000,3386527000.0,574539000.0,,7740000.0,,
2006-03-31,121013000.0,121013000.0,,12350000.0,417544000.0,,,125142000.0,154899000.0,373896000.0,1.01,1002268000.0,2566000.0,-15261000.0,471522000.0,2328000.0,,0.0,-396534000.0,-442715000.0,1915726000.0,,-881255000.0,586469000.0,49216000.0,,373896000.0,12703016000.0,253684000.0,-49700000.0,-3316000.0,876865000.0,12350000.0,3104759000.0,-10271000.0,262645000.0,-43331000.0,4959942000.0,18363000.0,,402964000,-79286000.0,,,-411795000.0,384601000,2962576000,,1.04,2790701000.0,18915000.0,-682721000.0,9912315000.0,6519692000.0,-1090365000.0,0.0,0.0,6183324000.0,2565625000.0,3414933000.0,1169903000.0,,,121013000.0,396951000.0,1725000.0,9791302000.0,32943000.0,375937000.0,,262645000,3386882000.0,262645000.0,260738000.0,28051000.0,,
