date,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyDilutedAverageShares,quarterlyCurrentDeferredRevenue,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyIncomeTaxPayable,quarterlyAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingCashFlow,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyDepreciationAndAmortization,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyEndCashPosition,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment
2015-03-31,3822586165,335234106,1314310895.0,859391177,,-14772530.0,-1082573980,475599556.0,2115669848,306988958,62132861.0,7172280.0,137350602.0,17.155,254127547.0,194084165,-469169536.0,4788566030,435768.0,1204625567,241325469,-586313064,,1699898218.0,34565420.0,1940676242,-32144044,12348372,1050545676,,-2325861417.0,,792072377,-475000.0,1481167027,12309827690.0,5679689573,6829872122,123036267.0,319195902.0,-1409500423,319195902,1645102785.0,9983966273,205759313,14.5175,1808680890,618378146.0,133775951,5627370.0,13837752212,2218109841.0,1577846631.0,0.0,19517441785,1823521521.0,4177897564.0,1161971125,443727879,901943430,7971493420.0,1884278,880596484,52572436.0,-810222353.0,325733264,306988958,150604674,561019412,-1065541890,14801365542,-467751701.0,1869455247,901943430,122051587,-114494001.0,
2015-06-30,3887826743,306988958,1314310895.0,852025624,,-30526191.0,-530300340,517247594.0,2302726817,244725970,52572435.0,40216850.0,92830323.0,1.161774,997286902.0,12210501,-534757067.0,4751316921,45532.0,525669969,-44060677,-940463481,,1757675367.0,53596381.0,682629753,-64780473,17788500,-401295319,,-2464677847.0,,1118591118,0.0,471512979,13538249583.0,5914555238,7904675019,127021849.0,268348941.0,603744275,268348941,963020737.0,11073571736,178127637,1.161774,2058000847,759766916.0,164266743,5627370.0,14806415478,2305761614.0,1762305738.0,0.0,20720970716,1713389497.0,4002815865.0,203164038,502773522,61077307,7897440028.0,1874074,1280558892,52572435.0,-308381720.0,46850031,244725970,181115891,30740237,-1139310914,15802115047,683067162.0,1745797563,61077307,-4630371,-205322721.0,
2015-09-30,3925425780,244725970,1314310895.0,844660070,,-18955602.0,-810180885,552674482.0,2877632828,312578651,52572435.0,38845738.0,503998530.0,0.76598,997286902.0,-19936184,-416390122.0,5893506534,121181.0,843822617,988088311,-1114891211,,1905305643.0,17278943.0,956024333,63296135,33103700,179682134,,-2626827983.0,,846083647,0.0,373835673,15339198809.0,7526756201,9574284247,133783555.0,198280521.0,-179529692,198280521,1003290145.0,12712370826,-268807564,0.76598,2565054177,844881536.0,178466641,5627370.0,16419269218,2383562395.0,1871663911.0,0.0,23946025419,1740143783.0,5134712589.0,175555152,542929641,40269408,9299593082.0,1863870,1422422342,52572435.0,-1140046958.0,403722019,312578651,200051291,32999067,-1770875823,18873877329,861720262.0,1621793881,40269408,33641732,-3078729.0,
2015-12-31,6990600000,312578651,1695900000.0,734200000,,-25407916.0,1060400000,591600000.0,4597800000,516600000,64380952.0,800000.0,156540041.0,39.2175,998200000.0,108477466,-982372493.0,6652500000,300000.0,-1144000000,1451998902,-2156250313,,1797900000.0,118160203.0,2669700000,137121734,18000000,268474667,,-2824360373.0,,1823915282,0.0,2109100000,17332763446.0,9758200000,9592800000,153800000.0,-199048415.0,502706149,-199000000,3065100000.0,14508400000,-332335031,32.025,4081200000,933100000.0,244174923,5627370.0,19391400000,2587692767.0,1881500000.0,-26092252.0,29149600000,-100000.0,6684700000.0,2308100000,726500000,2061800000,11175600000.0,1800000,1307700000,52573468.0,-1247559644.0,560600000,516597918,225500000,2146400000,-3138792450,20768400000,-15683036.0,2925300000,2061800000,-83600000,1003011723.0,
2016-03-31,7598187459,516597918,1695859459.0,721727090,,-3251637.0,5585211,1188948840.0,4815953826,898313162,67834378.0,32230752.0,890778367.0,8.9575,998156954.0,-2457931,-737135655.0,6196440479,18222590.0,941284229,47440938,-763972183,,4226730175.0,99855146.0,1675825288,326793427,0,592894205,161756462.0,-3082750835.0,,173485454,0.0,766171302,18624307829.0,13438686055,9593833513,167389041.0,93212471.0,-1273086712,93212471,3672687778.0,15541556994,-590486729,8.9575,3917640664,766583363.0,268418392,5627370.0,18099104248,3730418646.0,3279860735.0,0.0,31537790303,2598681105.0,7311445107.0,672958831,806618442,607598355,12889799707.0,1843463,1564962545,67834378.0,-26234505.0,641235594,898313162,228714428,403602197,105867035,22483633220,-757208815.0,188478544,607598355,946869440,-275848362.0,
2016-06-30,6929005074,898313162,1695859459.0,763950835,,-27748363.0,811257353,1085657366.0,3753902235,836202699,,763684.0,1121221633.0,,4062512797.0,5457931,-704864345.0,6723889957,241365.0,-710506977,1261559062,-1056027817,,4155795729.0,25144854.0,-435823272,-60793427,0,578105795,,,,1300514546,-2570000000.0,-1541726999,,8965579173,12446803040,172497351.0,-442212471.0,1560086712,-442659698,-60850450.0,16549334989,244486729,,2917699536,876281461.0,326581608,,25018805057,4954882345.0,4055045353.0,0.0,33984384230,3441925360.0,7083759057.0,-1099067301,963337928,-1033706825,13583224988.0,2846399372,3842640566,,-178765495.0,779322119,845000000,256133228,-479820464,-2622867035,26030028028,461208815.0,181130673,-1033706825,100750376,-532151638.0,
2016-09-30,6012844048,845000000,1695859459.0,1001693590,,39570370.0,1901045669,5738159160.0,6890648728,3541570652,67834378.0,16836402.0,2165127921.0,-13.740367,4075581797.0,1864556,-1813117321.0,12682013002,473667.0,-189275315,7689018091,-2137731253,,9897573603.0,163022454.0,1524862782,2602497432,1289531,1775221918,1209134681.0,-4446763973.0,,1029733176,-6435368847.0,-1293613614,42801587117.0,24404421219,30246980865,194282973.0,-176323051.0,-252425395,-175875824,-992919681.0,38354823144,-1107998077,-13.740367,3349078076,1620184536.0,1200393714,1096168391.0,53694587861,7954082285.0,8185803249.0,-43729000.0,78099009080,-2558235433.0,16549068964.0,-1117737790,2280754470,-932069231,33199841625.0,3308690876,10696099836,67834378.0,-15258218.0,1618082682,3541570652,3369742709,363635096,-6116253835,63446822490,2411599759.0,4968235244,-932069231,1711770354,127839205.0,
2016-12-31,11054000000,3541570652,1938000000.0,1015000000,,-65570370.0,1818000000,4730000000.0,5632000000,1421000000,74295442.0,15000000.0,-383127921.0,13.2175,4164000000.0,1135444,-4450882679.0,11866000000,1000000.0,1582000000,-3168018091,-3230268747,,13015000000.0,213977546.0,1976000000,-2290497432,0,-794221918,1454000000.0,-5499000000.0,,3475266824,-139631153.0,719000000,46589000000.0,23150000000,30063000000,200000000.0,-572676949.0,1786425395,-573000000,-11000000.0,41090000000,244998077,13.2175,4211000000,1857000000.0,1226606286,999000000.0,54127000000,8904000000.0,9615000000.0,43729000.0,77277000000,3556000000.0,15286000000.0,1292000000,2578000000,982000000,33140000000.0,32000000,10686000000,74295442.0,-741782.0,1257000000,1421000000,3257000000,304000000,-2597746165,63203000000,1138400241.0,5290000000,982000000,3400000000,-3314839205.0,
2017-03-31,12807000000,1421000000,1938000000.0,947000000,,-224000000.0,1864000000,5697000000.0,11582000000,3069000000,77440000.0,40000000.0,3266000000.0,24.5475,4077000000.0,2000000,-8410000000.0,12648000000,24000000.0,2785000000,7004000000,-1861000000,,15166000000.0,189000000.0,5125000000,1873000000,0,1273000000,558000000.0,-6694000000.0,-72000000.0,-719000000,,2671000000,48854000000.0,29788000000,25254000000,200000000.0,376000000.0,-4407000000,376000000,1890000000.0,42160000000,-2580000000,24.5475,8513000000,1608000000.0,1230000000,999000000.0,55883000000,10096000000.0,10517000000.0,0.0,85671000000,2000000.0,26445000000.0,2295000000,2368000000,1901000000,44247000000.0,30000000,6694000000,77440000.0,-6001000000.0,1224000000,3069000000,3577000000,837000000,-4412000000,69501000000,-569000000.0,5115000000,1901000000,4649000000,-776000000.0,
2017-06-30,12900000000,3069000000,1938000000.0,929000000,,-324000000.0,2352000000,4702000000.0,9477000000,305000000,73459787.0,46000000.0,996000000.0,-1.238773,4264000000.0,26000000,-6206000000.0,13860000000,38000000.0,1792000000,-1805000000,-4098000000,,15635000000.0,134000000.0,2259000000,-2889000000,0,667000000,,-7997000000.0,0.0,2719000000,,-184000000,53128000000.0,28854000000,22971000000,198000000.0,-235000000.0,-201000000,-235000000,1799000000.0,45131000000,-1379000000,-1.238773,9172000000,1533000000.0,1300000000,999000000.0,59357000000,10354000000.0,11491000000.0,-43000000.0,88211000000,2000000.0,31641000000.0,51000000,2401000000,-91000000,48774000000.0,33000000,2767000000,73459787.0,-1087000000.0,1143000000,305000000,3917000000,274000000,-3803000000,71745000000,542000000.0,5377000000,-91000000,4144000000,-400000000.0,
2017-09-30,14311000000,305000000,1935000000.0,910000000,,-117000000.0,2408000000,4506000000.0,12540000000,462000000,73459787.0,17000000.0,3315000000.0,17.478951,5872000000.0,2000000,-640000000.0,13799000000,4000000.0,2977000000,1420000000,-3258000000,,17357000000.0,124000000.0,4538000000,81000000,0,1045000000,,-9457000000.0,0.0,4049000000,0.0,1832000000,56559000000.0,32834000000,25903000000,195000000.0,208000000.0,-650000000,208000000,1731000000.0,47102000000,791000000,17.478951,12078000000,113000000.0,1433000000,999000000.0,61756000000,10888000000.0,11972000000.0,-45000000.0,94590000000,3000000.0,33053000000.0,1624000000,2425000000,1284000000,50389000000.0,34000000,4962000000,73459787.0,-5530000000.0,1273000000,462000000,4154000000,297000000,-5388000000,76292000000,-202000000.0,5668000000,1284000000,5385000000,-949000000.0,
2017-12-31,16910000000,462000000,2080000000.0,898000000,,185000000.0,2189000000,2389000000.0,15437000000,799000000,77528522.0,17000000.0,1695000000.0,19.5025,5838000000.0,-8000000,-922000000.0,16644000000,4000000.0,2170000000,2185000000,-1508000000,,13977000000.0,198000000.0,2295000000,451000000,2452000000,1512000000,943000000.0,-8288000000.0,0.0,4667000000,0.0,862000000,49502000000.0,49413000000,32328000000,195000000.0,-1716000000.0,1088000000,-1295000000,3243000000.0,41214000000,3159000000,19.5025,14638000000,2275000000.0,-542000000,688000000.0,55054000000,12259000000.0,9618000000.0,44000000.0,104467000000,1000000.0,37126000000.0,2157000000,2285000000,1512000000,52027000000.0,2000000,5840000000,77528522.0,-4428000000.0,1433000000,799000000,2183000000,786000000,-5682000000,84355000000,1276000000.0,5904000000,1512000000,4359000000,,
2018-03-31,19947000000,799000000,2078000000.0,889000000,-3895000000.0,-1024000000.0,1278000000,3412000000.0,17504000000,1255000000,83120000.0,198000000.0,2421000000.0,36.25,6043000000.0,3000000,-967000000.0,18049000000,,6448000000,-1580000000,-1320000000,,19401000000.0,84000000.0,6196000000,344000000,2531000000,1046000000,658000000.0,-9152000000.0,-150000000.0,3377000000,,3897000000,51595000000.0,57927000000,36194000000,196000000.0,575000000.0,-4950000000,575000000,6219000000.0,42443000000,2057000000,36.25,16249000000,,874000000,688000000.0,58934000000,15872000000.0,11675000000.0,0.0,116861000000,-1000000.0,39868000000.0,3322000000,2157000000,3013000000,56522000000.0,15000000,5826000000,83120000.0,-2612000000.0,1425000000,1255000000,2971000000,-1544000000,-1522000000,92716000000,182000000.0,6463000000,3013000000,7726000000,,
2018-06-30,10004000000,1255000000,1948000000.0,882000000,-525000000.0,-1030000000.0,2927000000,1390000000.0,26828000000,3223000000,75192000.0,1068000000.0,20140000000.0,-36.330394,8267000000.0,-140000000,62000000.0,19092000000,1361000000.0,4551000000,-6753000000,-4093000000,,20317000000.0,-29000000.0,-5151000000,894000000,155000000,910000000,1305000000.0,-10038000000.0,-6853000000.0,2588000000,,-7692000000,56505000000.0,55530000000,37908000000,196000000.0,-2511000000.0,-813000000,-2511000000,176000000.0,46467000000,-1505000000,-36.330394,23605000000,,910000000,688000000.0,64963000000,17078000000.0,12839000000.0,-62000000.0,120493000000,351000000.0,55165000000.0,-5181000000,2318000000,-2661000000,71265000000.0,21000000,8806000000,75192000.0,-23902000000.0,1631000000,3223000000,4183000000,73000000,3967000000,109173000000,694000000.0,6739000000,-2661000000,7478000000,,
2018-09-30,750000000,3223000000,1895000000.0,872000000,,381000000.0,3474000000,1483000000.0,28958000000,5138000000,74977383.0,18000000.0,28739000000.0,-94.890414,8234000000.0,-70000000,-2252000000.0,22624000000,,6637000000,-4129000000,-5565000000,,26310000000.0,-19000000.0,-6671000000,746000000,71000000,40000000,1716000000.0,-10909000000.0,-2102000000.0,4098000000,,-10120000000,61983000000.0,64802000000,43731000000,209000000.0,-3585000000.0,-3354000000,-3585000000,-6959000000.0,51074000000,-1467000000,-94.890414,23820000000,,886000000,688000000.0,77548000000,22431000000.0,16199000000.0,0.0,142350000000,881000000.0,76536000000.0,-6535000000,2993000000,-7135000000,95992000000.0,29000000,11991000000,74977383.0,-22452000000.0,2563000000,5138000000,4458000000,-107000000,799000000,139723000000,498000000.0,6725000000,-7135000000,10111000000,-220000000.0,
2018-12-31,51523000000,5138000000,11700000000.0,4771000000,,955000000.0,4529000000,16388000000.0,25700000000,9097000000,75192000.0,19000000.0,66984000000.0,85.165,7462000000.0,40000000,-6348000000.0,21857000000,,3410000000,-6817000000,-14435000000,,24284000000.0,160000000.0,11218000000,3977000000,49000000,8441000000,1084000000.0,-58512000000.0,-4833000000.0,12872000000,,7726000000,183517000000.0,57361000000,44606000000,275000000.0,6179000000.0,2155000000,2320000000,15193000000.0,125005000000,-1563000000,85.165,16603000000,,6146000000,1309000000.0,156474000000,19886000000.0,16345000000.0,-20000000.0,213835000000,153000000.0,69189000000.0,5406000000,3693000000,6384000000,101546000000.0,33000000,12901000000,75192000.0,-61060000000.0,3492000000,9097000000,5098000000,4271000000,-2504000000,146152000000,-538000000.0,15755000000,6384000000,7939000000,,
2019-03-31,63423000000,10083000000,12969000000.0,5217000000,,-385000000.0,4375000000,12724000000.0,23699000000,4281000000,75000000.0,178000000.0,28496000000.0,85.0,8190000000.0,-31000000,-6355000000.0,26524000000,,3585000000,-7894000000,-6086000000,-67000000.0,29908000000.0,60000000.0,9987000000,-5623000000,12000000,2567000000,1740000000.0,-67162000000.0,-362000000.0,7274000000,,3801000000,209141000000.0,61635000000,46135000000,274000000.0,-2764000000.0,1717000000,-2764000000,23215000000.0,141979000000,1188000000,85.0,19418000000,,2547000000,1442000000.0,175821000000,23166000000.0,21948000000.0,0.0,237456000000,204000000.0,79077000000.0,6565000000,3520000000,6375000000,109971000000.0,36000000,8263000000,75000000.0,-28227000000.0,3639000000,4281000000,5983000000,-5513000000,-5003000000,156106000000,4449000000.0,17002000000,6375000000,7960000000,-67000000.0,
2019-06-30,82648000000,4281000000,11641000000.0,5545000000,,-1368000000.0,4176000000,15473000000.0,19123000000,8527000000,72804000.0,105000000.0,-18500000000.0,229.226513,30860000000.0,191000000,-3953000000.0,20775000000,,6449000000,-7716000000,-7649000000,,34485000000.0,-26000000.0,29169000000,4740000000,6000000,-10695000000,,-73339000000.0,-6803000000.0,8453000000,,22716000000,228248000000.0,57891000000,46636000000,273000000.0,1605000000.0,-246000000,197000000,25304000000.0,154909000000,804000000,229.226513,10596000000,,2913000000,1480000000.0,196397000000,24028000000.0,23860000000.0,-57000000.0,254288000000,199000000.0,71165000000.0,22519000000,3673000000,17236000000,100225000000.0,35000000,13651000000,72804000.0,26640000000.0,3540000000,8527000000,6939000000,15156000000,4003000000,146861000000,3549000000.0,22199000000,17236000000,10625000000,-70000000.0,
2019-09-30,107730000000,8527000000,11569000000.0,6398000000,,73000000.0,5232000000,18816000000.0,36721000000,2361000000,68496000.0,265000000.0,-6531000000.0,112.068018,33740000000.0,-4256000000,-15199000000.0,23107000000,,8258000000,4267000000,-7376000000,,44500000000.0,-126000000.0,20328000000,-13181000000,3000000,-3911000000,,-97612000000.0,1798000000.0,8472000000,,12848000000,294419000000.0,81456000000,51131000000,271000000.0,3987000000.0,-4101000000,3987000000,49929000000.0,196807000000,1096000000,112.068018,34360000000,,3962000000,2067000000.0,241100000000,29634000000.0,31010000000.0,0.0,322556000000,199000000.0,100313000000.0,8861000000,4323000000,8159000000,135441000000.0,48000000,13735000000,68496000.0,-7801000000.0,3518000000,2361000000,8414000000,2731000000,-25920000000,186572000000,-1804000000.0,28263000000,8159000000,13490000000,1000000.0,
