date,quarterlyNetOtherInvestingChanges,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,quarterlyStockholdersEquity,quarterlyChangeInInventory,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyBasicAverageShares,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingCashFlow,quarterlyOperatingIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNonCurrentDeferredRevenue,quarterlyNetPPE,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyBasicEPS,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyCashDividendsPaid
2003-03-31,-42318014.0,0.11014,,1947151462.0,,10822683.0,1386231820.0,,97433113,58143088.0,58143088.0,0.0,0.0,,450364331.0,396892718.0,736099603,-20591795,,118632275,265502184,-147615690.0,74310269,,,365407669.0,625124137.0,767865433.0,,-16788583,78223887,-39289717,6718084.0,5705891.0,,,459802.0,15740982.0,-106535246.0,459772293.0,29500514,,217791979.0,2345843984.0,,483183488.0,618776260.0,,-37380378,334997796.0,3113709417.0,0.11014,40408388.0,44808286,44808286,,45350375.0,541433818.0,112707507.0,58143088,0,-287900878,26578522.0,3998825.0,,161085647.0,93280447.0,1166557955.0,,44808286,,117323343,39099456.0,-1468.0,715745556.0,396892718.0,
2003-06-30,-15919415.0,0.12071,,1933069026.0,,-56908010.0,1367429421.0,,58143088,126563555.0,126563555.0,0.0,1351.0,,459621775.0,401255470.0,734038903,-21478191,,121613158,-11290483,-135731460.0,77291639,,,353148723.0,623902472.0,809049034.0,,116969769,80557882,68421211,19916250.0,5245171.0,,1353.0,6266099.0,-925809.0,33831850.0,506840470.0,30224233,,217417263.0,2246238012.0,,455428880.0,614075375.0,,95491578,319016615.0,3055287046.0,0.12071,41055276.0,47067405,47067405,,37003917.0,498315548.0,111480481.0,126563555,0,-37398533,24440092.0,4138863.0,,142295016.0,81580440.0,1122218020.0,,47067405,,119963528,39405646.0,118.0,638970688.0,401255470.0,
2003-09-30,-81659003.0,,,1980209346.0,,-55730686.0,2000652350.0,,126563555,83508914.0,83508914.0,0.0,41014317.0,,316165586.0,,660572782,11804787,,117915988,-75797065,-120872501.0,76109806,,,265813074.0,599902755.0,799215289.0,,104666355,78780455,-43055421,35480822.0,6091850.0,,,-959942.0,25307583.0,-9302310.0,555310643.0,29610467,,144940573.0,2198641275.0,110398433.0,439535386.0,543347629.0,,116471142,247431118.0,2997856564.0,,39135533.0,46500690,48469895,,29742031.0,417744462.0,122736359.0,83508914,2263640,-73825168,20555105.0,4185792.0,,140571313.0,70299838.0,1017647218.0,,48469895,,117225153,38444698.0,1350.0,30284981.0,,
2003-12-31,-44521448.0,0.12038,,2015236378.0,,-70731676.0,1757960840.0,,70843746,96537421.0,96537421.0,0.0,18894757.0,,334584568.0,402130479.0,700470179,-13037486,,121255959,-32836532,-120873374.0,78750483,,,265227361.0,582448796.0,779460260.0,,94003607,80208683,12665207,12211774.0,6636610.0,,1288.0,207394.0,9882777.0,-2477135.0,604051269.0,29295375,,144353987.0,2207985315.0,84307613.0,416144532.0,579629009.0,,80966121,213328610.0,2987445575.0,0.12038,41047276.0,49492464,48740178,,23706042.0,389760402.0,117538323.0,83508953,37357,-46806647,21539353.0,3069690.0,,152725750.0,74950406.0,972209197.0,,48740178,,120841170,40632487.0,-30000000.0,282821074.0,404622091.0,
2004-03-31,-39366275.0,0.13026,,2077173400.0,,-61996327.0,2035768625.0,,83508953,172273085.0,172273085.0,0.0,42534102.0,,315810598.0,402327306.0,725727964,-11304067,,120935935,53997340,-120873557.0,79889822,,,245695173.0,588162382.0,902699370.0,,75560926,81840241,76612075,33815583.0,6983211.0,,-2599.0,1492501.0,-8563260.0,-4165048.0,655537775.0,28760493,,124821616.0,2208991343.0,99694386.0,406837618.0,604547482.0,,64256859,273046957.0,3111690714.0,0.13026,39095694.0,51344439,51486097,,19578961.0,446354932.0,141853358.0,172273085,215110,-55905840,15283316.0,4391396.0,,153729014.0,79534365.0,1034517314.0,,51486097,,121180482,39340241.0,30000000.0,24644544.0,402327306.0,
2004-06-30,-31942831.0,0.14068,,2470784523.0,,-59957305.0,2581066044.0,,172273085,230596398.0,230596398.0,0.0,18683122.0,,470465644.0,429041891.0,867114076,-16563050,,135040485,563595696,-120872582.0,80764510,,,258422949.0,1023407605.0,1273370247.0,,64390103,84504336,56325120,150848566.0,5774516.0,,1310.0,328864481.0,17098095.0,-45850145.0,710948632.0,29075384,,137550367.0,3299154103.0,151092728.0,552464310.0,733587725.0,,47827053,510748499.0,4572524350.0,0.14068,50536149.0,51911941,60899266,,286843228.0,1078332221.0,254493662.0,230596398,1,-572157426,12888592.0,5834556.0,,280740494.0,141346231.0,2101739827.0,,60899266,,133526351,49022015.0,1334.0,491398266.0,429041891.0,
2004-09-30,-25919477.0,,,2462668515.0,,-126982487.0,2452725211.0,,230596398,200622401.0,200622401.0,0.0,-1.0,,433414388.0,,959211929,-13711751,,153031190,-1103990,-114788963.0,84725700,,,257549452.0,789669900.0,1143387930.0,,-2139089,89524848,-28488883,31369535.0,7314747.0,,-1259.0,432222.0,34545724.0,-157931006.0,769420436.0,26265661,,142760489.0,3173067910.0,118541010.0,545056067.0,807312624.0,,-15850840,475290412.0,4316455840.0,,63506342.0,58472572,58473187,,301393474.0,1064117425.0,222277939.0,200622401,1259,-23671097,14529419.0,7378453.0,,287433539.0,123212801.0,1853787325.0,,58473187,,151899305,62374457.0,-2593.0,474862039.0,,
2004-12-31,-20245980.0,0.11982,,2486213103.0,,-118850492.0,2424516439.0,,200622750,229558435.0,229558435.0,0.0,-1200.0,,444787617.0,444562252.0,950274778,-8640509,,139341253,-19762419,-114788817.0,81063115,,,249443245.0,810490761.0,1181709863.0,,103711303,86615071,28934485,4497241.0,5501560.0,,-1.0,548356.0,18854092.0,-28546916.0,784100072.0,27967363,,134654428.0,3133491721.0,131336693.0,547620590.0,812870170.0,,95070794,430136789.0,4315201584.0,0.11982,52726182.0,53342933,53342933,,300514759.0,1018497720.0,220167987.0,229558435,2392609,-56294696,14194864.0,7697384.0,,287846172.0,144772018.0,1828988481.0,,53342933,,137404608,50789537.0,-1200.0,480333573.0,444562252.0,
2005-03-31,-40725000.0,0.11006,,2488281741.0,,-113748489.0,2405039903.0,,229558435,142923821.0,142923821.0,0.0,4516324.0,,420423216.0,442492713.0,929696493,-6309914,,133469706,-154080386,-114789601.0,80374849,,,242718259.0,752008464.0,1051779927.0,,76772373,80366384,-86633397,18709794.0,5234583.0,,1210.0,685018.0,3085449.0,-32178598.0,808945586.0,26783555,,127928658.0,3092798065.0,103671100.0,535000000.0,798129383.0,,70462459,328823458.0,4144577993.0,0.11006,53103322.0,53591294,49593712,,306385732.0,904287787.0,204206771.0,142923821,4290206,-6162378,11521161.0,6282950.0,,269078597.0,142962515.0,1656296252.0,,49593712,,131567110,51200726.0,1200.0,488534462.0,442492713.0,
2005-06-30,67426117.0,0.12972,,2538772554.0,,-101893949.0,2404951516.0,541.0,142923821,212026513.0,212026513.0,0.0,1701240.0,,393294464.0,436591748.0,951179575,-69720008,,140890760,-121066978,-114789493.0,86444090,,,235975206.0,758457101.0,1062113661.0,-26355311.0,177452988,79173928,68111334,37338898.0,5787406.0,,-3663.0,1539426.0,-4728298.0,69484566.0,858490242.0,29823248,,121185713.0,3074286240.0,134769854.0,504091076.0,811309685.0,,107732980,246255063.0,4136399902.0,0.12972,61716832.0,56620842,57758684,,343902050.0,839170247.0,196759543.0,212026513,11000368,8800513,11972505.0,5227691.0,,249013134.0,135865963.0,1597627347.0,,57758684,,139869890,60695962.0,0.0,490632134.0,436591748.0,
2005-09-30,-56341316.0,,,2494689895.0,,-163549361.0,2354011614.0,,212026513,240458769.0,240458769.0,0.0,0.0,,378691057.0,,864109299,59356842,,152814039,-34278370,-79813008.0,86129831,,,196200929.0,707672474.0,1040308943.0,-33453009.0,122498876,89427739,29423815,31955865.0,,,1293.0,1777723.0,18439164.0,-19333965.0,895267131.0,29713996,,116387921.0,2946349593.0,107013937.0,487730546.0,737711904.0,,181855718,234801394.0,3986658537.0,,63386300.0,56414609,55791843,,310512195.0,784296167.0,214470383.0,240458769,7476801,-51588503,14898955.0,4806867.0,,238982578.0,127950058.0,1491968641.0,,55791843,,126397395,36969656.0,1161.0,429349593.0,,
2005-12-31,-20109315.0,0.13058,,2558499826.0,,-158987092.0,2326556576.0,,240459356,262948017.0,262948017.0,0.0,-1163.0,,369866264.0,430487345.0,898462612,-11875800,,127552041,-8526573,-79812769.0,87105477,,,203751599.0,715371555.0,1142260728.0,-7184557.0,63373648,78745203,22488661,34307477.0,,,-1163.0,1639726.0,3307361.0,-37733457.0,952174671.0,30196534,,123938830.0,2962988720.0,116640307.0,559659263.0,776847308.0,,51497848,237377602.0,4105249448.0,0.13058,48806838.0,56907780,56907780,,358781253.0,831378067.0,204812187.0,262948017,12948017,-32037446,15594837.0,4588906.0,,235219212.0,128224212.0,1546749622.0,,56907780,,121615304,42870101.0,-1163.0,471337366.0,430487345.0,
2006-03-31,20108147.0,0.03996,,1743480850.0,,-240702943.0,772515180.0,,262948017,197990425.0,197990425.0,0.0,0.0,,332793087.0,344825024.0,866835591,-62521678,,113250612,-130014996,-79813171.0,20532461,,,208874357.0,692691499.0,1002837459.0,-865990362.0,82022195,62826950,-64957134,34857543.0,,,6294951.0,31093810.0,-17031088.0,32169468.0,534089211.0,6383699,,129061186.0,2934632181.0,127106492.0,499193134.0,,1764912424.0,19500517,947523354.0,3937469640.0,0.03996,50423662.0,14148762,14148762,759705745.0,328888370.0,1501297291.0,201484120.0,197990425,-30176319,-16996884,14664876.0,12117001.0,,224885567.0,143794956.0,2193988790.0,,14148762,,866835591,804008641.0,1164.0,226080103.0,344825024.0,
2006-06-30,-22115954.0,0.10967,,1765328500.0,,-287588399.0,528632459.0,,197990425,154494144.0,154494144.0,0.0,1.0,,357811489.0,304918377.0,866504183,-5526672,,126330013,-107278844,-79812605.0,51668712,,,195818182.0,725045176.0,974364752.0,351.0,108309678,77641941,-43496948,22867819.0,,,2259475.0,25058991.0,1955740.0,15855121.0,570033463.0,15724484,,116005577.0,2894030117.0,134314557.0,496475181.0,746394869.0,1738834356.0,102783006,801068600.0,3868394869.0,0.10967,48688072.0,35944228,35944228,,350242053.0,1378021194.0,201392080.0,154494144,-12826547,-45222223,9666481.0,13145566.0,,226710541.0,156518684.0,2103066369.0,,35944228,,120109314,42467373.0,-1117.0,472217513.0,304918377.0,
2006-09-30,-6623237.0,,,1748019448.0,,-289223203.0,499605455.0,,154494144,115729295.0,115729295.0,0.0,0.0,,367127529.0,,845820101,-35749260,,142962827,-48259167,-107613725.0,58199121,,,227646138.0,667550017.0,916244551.0,-52970509.0,55855226,91121703,-38764656,41705600.0,,,5652617.0,169919.0,-22456893.0,-17662318.0,587201297.0,18667878,,120032413.0,2775787415.0,108331284.0,479767520.0,713572489.0,1737886442.0,20105966,805017324.0,3692031966.0,,51841124.0,39532358,39532358,,257933385.0,1276462501.0,197381245.0,115729295,-19483738,-45100773,8241869.0,13438843.0,,213511792.0,111759249.0,1944012518.0,,39532358,,132247612,41125909.0,2233.0,393136247.0,,
2006-12-31,-330848.0,0.12986,,1841844129.0,,-227925210.0,499593430.0,,115729264,146561044.0,146561044.0,0.0,-1165.0,,367670084.0,330451267.0,904059879,-28286347,,146945480,-114680801,-107614166.0,66120690,,,231275629.0,736048462.0,945682665.0,-21058947.0,166416589,99688956,30831780,46383970.0,,,3002098.0,872554.0,4931267.0,66297763.0,624291705.0,22439422,,123661463.0,2903452936.0,125674511.0,489572460.0,764037745.0,1786691519.0,138130242,720497437.0,3849135601.0,0.12986,47256524.0,43681267,43681267,,339967381.0,1271243010.0,194542171.0,146561044,-21081081,-28617195,8053355.0,12487185.0,,210778192.0,155252796.0,2007291473.0,,43681267,,140022134,40333178.0,0.0,471706664.0,331588537.0,
2007-03-31,-6764402.0,0.19008,,1886151983.0,,-237631458.0,488075415.0,,146561044,93823801.0,93823801.0,0.0,0.0,,367374308.0,329056989.0,951342251,-27302906,,151505008,-147067354,-107614161.0,92383533,,,231364161.0,756090867.0,894618312.0,-34180905.0,128719481,102039899,-52736762,67806734.0,,,4335309.0,21225001.0,-6053269.0,17798178.0,668389068.0,29672509,,123750000.0,2837878229.0,115048432.0,482072186.0,,1773597786.0,101416575,587156365.0,3732496541.0,0.19008,49465109.0,62711024,62711024,805518911.0,293492851.0,1090253690.0,201991467.0,93823801,1969557,-33920859,6878459.0,11625923.0,,209604474.0,176624769.0,1846344557.0,,62711024,,951342251,849302352.0,-1153.0,440992851.0,332897921.0,
2007-06-30,-7261817.0,0.19019,,1867216791.0,,-324911796.0,463057386.0,,93823801,96698193.0,96698193.0,0.0,1.0,,337314559.0,328830594.0,933317747,-35199270,,149685381,-72577031,-107614240.0,97063762,,,246042508.0,756105207.0,887917109.0,-15202231.0,134636512,104557917,2874164,68266737.0,,,3731668.0,13476303.0,19883957.0,1397151.0,724213603.0,32631243,,138428268.0,2741193411.0,148788523.0,475316684.0,788767269.0,1714481403.0,99437242,507342189.0,3629110521.0,0.2002,45127464.0,64432519,64432519,,279037195.0,1005788523.0,197087141.0,96698193,1934113,-54210086,10737513.0,9375133.0,,219409139.0,164260361.0,1761893730.0,,64432519,,144550478,39992561.0,1153.0,418524972.0,335529373.0,
2007-09-30,-6781759.0,,,1818267912.0,,-386072742.0,417749180.0,,96698193,88879062.0,88879062.0,0.0,4848455.0,,329380900.0,,922845623,-28786157,,160631737,-82468017,-132065984.0,97127471,,,278417967.0,756721654.0,862005366.0,-58099108.0,120396354,101526844,-7819028,108430886.0,,,2865140.0,7169857.0,-8708293.0,324259.0,752847063.0,31550457,,146351983.0,2613803041.0,132022260.0,478980423.0,767780418.0,1658712114.0,91610197,463375733.0,3475808407.0,,59104893.0,65577014,65577014,,234725231.0,900818841.0,191055351.0,88879062,4128609,-39892027,9815164.0,8329770.0,,202717877.0,152668190.0,1657540495.0,,65577014,,155065205,53538361.0,0.0,386061810.0,,
2007-12-31,-2461019.0,0.21863,,1874913100.0,,-394472142.0,603180057.0,,88878737,107122852.0,107122852.0,0.0,3619029.0,,336076075.0,323926784.0,914661833,-28342438,,153247592,-68702950,-132065746.0,100364485,,,286889462.0,788621512.0,890939517.0,-18444731.0,118737710,106486245,18244116,86517033.0,,,1873075.0,6394875.0,-11847254.0,9628563.0,816073096.0,27776343,,154823716.0,2746450492.0,132989373.0,465346112.0,767903466.0,1652696395.0,90395272,423366769.0,3637390009.0,0.21863,46761347.0,72588142,72588142,,360764724.0,973855398.0,206864634.0,107122852,2453074,-29578906,12336876.0,8421889.0,,189723905.0,193518721.0,1762476909.0,,72588142,,146758367,40272122.0,0.0,331096436.0,329785001.0,
2008-03-31,-4502257.0,0.20946,,1944380208.0,,-332605699.0,411739533.0,,107122852,82001852.0,82001852.0,0.0,2820696.0,,316597058.0,321834677.0,949137949,-27073671,,154842398,-46110341,-132065631.0,100353873,,,294791688.0,784784487.0,844409011.0,-64938666.0,45759770,107804753,-25120981,96245242.0,,,1028889.0,5906329.0,-11513511.0,-60662407.0,845783356.0,31568769,,162726057.0,2716218496.0,112056373.0,445434626.0,799813805.0,1687002366.0,18686099,350985495.0,3560627507.0,0.20946,47037645.0,68785104,68785104,,288056784.0,831462812.0,214738196.0,82001852,1801255,-32800479,98046497.0,9066968.0,,192420533.0,146083736.0,1616247300.0,,68785104,,149324144,41519391.0,0.0,449490793.0,326942285.0,
2008-06-30,8273066.0,0.24,,1926120497.0,,-346376959.0,595247303.0,,82001852,67631793.0,67631793.0,0.0,56280277.0,,341661917.0,315384528.0,950468146,-35814300,,155991361,-93959353,-132065947.0,106000407,,,298184408.0,832694891.0,913267861.0,-95085970.0,106647442,110959700,-14369827,87791573.0,,,1393784.0,14401422.0,-2881857.0,-18015617.0,867311215.0,24325260,,166118461.0,2746069611.0,147121921.0,438654590.0,798882556.0,1665682882.0,70833142,339040301.0,3659337472.0,0.25,45031661.0,81675148,81675148,,374698758.0,900522084.0,247766131.0,67631793,3187462,-27541234,98469367.0,7845512.0,,186783025.0,138821494.0,1733216975.0,,81675148,,151585590,40625890.0,1017.0,310207613.0,320745197.0,
2008-09-30,-11429014.0,,,1999342133.0,,-321424313.0,422077922.0,,67631793,50134128.0,50134128.0,0.0,5586544.0,,339764743.0,,929198347,-17796630,,153183129,-95304426,-107614435.0,98703065,,,286049606.0,806967213.0,888817330.0,-37738851.0,83697531,105122149,-17498252,79916968.0,,,3550750.0,5720197.0,3403576.0,-44837062.0,923721524.0,22665306,,178435171.0,2795155418.0,127151373.0,487563338.0,781528487.0,1689362359.0,65900901,290173515.0,3683972749.0,,48060980.0,75168101,73493163,,402803917.0,877663402.0,228509687.0,50134128,-1768164,12167,100916542.0,5290041.0,,184685970.0,133688525.0,1684630615.0,,73493163,,147669860,42547711.0,-1016.0,497532468.0,,
2008-12-31,-1215.0,0.26,,2218283147.0,,-186124332.0,610128703.0,,50133560,216034483.0,216034483.0,0.0,10074065.0,,378314716.0,306085854.0,1000371540,-27668771,,168795532,91446090,-107614133.0,105591306,,,295122632.0,825361826.0,1152699126.0,-1816416.0,79400194,117810831,165899709,40609519.0,,,2611704.0,1310102.0,14181642.0,-71544439.0,1003302574.0,25739437,,187508499.0,2836430306.0,108415493.0,524986644.0,837077465.0,1762236523.0,51731423,397886110.0,3989129432.0,0.26,50984701.0,79497329,79582322,,343870810.0,939313987.0,259562895.0,216034483,-3013599,-25480816,116495872.0,9207139.0,,197557067.0,157798689.0,1764675814.0,,79582322,,163294075,45483244.0,-1214.0,268572123.0,306085854.0,
2009-03-31,-26948785.0,0.25,,2313196000.0,,-171476000.0,543964000.0,,216034483,186427000.0,186427000.0,0.0,0.0,,312183000.0,308499935.0,948319000,-31072229,,160206299,-194508090,,101698000,,50507000.0,,721279000.0,1029022000.0,-2401584.0,187499806,105760000,-29606709,0.0,,,-2110704.0,3456898.0,-4035642.0,61678439.0,1079663000.0,25258000,,196327000.0,2912709000.0,136698000.0,469827000.0,795886000.0,1773321000.0,156427577,300644000.0,3941731000.0,0.25,52398299.0,76294000,77517000,,413206000.0,901043000.0,255802000.0,186427000,2048000,-28459184,14712000.0,6110000.0,,187193000.0,173894000.0,1622322000.0,,77517000,,152433000,46673000.0,1214.0,390079000.0,311411994.0,
2009-06-30,0.0,0.25,,2310697000.0,,-221266000.0,505335000.0,,186427000,271974000.0,271974000.0,0.0,0.0,-4549000.0,302023000.0,307647413.0,950419000,-35065000,2173000.0,167215000,-30931000,,111053000,-145000.0,67342000.0,,777560000.0,1135285000.0,-29358000.0,170894000,111005000,85386000,0.0,,,148000.0,2976000.0,12630000.0,27557000.0,1136630000.0,34375000,,205040000.0,2852931000.0,182847000.0,463078000.0,791890000.0,1726171000.0,135829000,284417000.0,3988216000.0,0.25,52659000.0,76530000,76530000,,423855000.0,893656000.0,274537000.0,271974000,3315000,-35210000,17831000.0,3503000.0,,185384000.0,160147000.0,1671216000.0,,76530000,,158529000,47524000.0,0.0,407665000.0,311500173.0,
2009-09-30,-3000.0,,,2275254000.0,,-285990000.0,455775000.0,,271974000,343427000.0,343427000.0,0.0,0.0,-4085000.0,306826000.0,,926051000,-37773000,2194000.0,187901000,-63809000,-191684000.0,122359000,-1087000.0,88002000.0,404102000.0,764896000.0,1153846000.0,-68122000.0,192614000,122176000,71614000,0.0,,,90000.0,8398000.0,6524000.0,39929000.0,1182237000.0,39719000,,212418000.0,2746064000.0,165981000.0,461291000.0,745553000.0,1674781000.0,154841000,265428000.0,3899910000.0,,62045000.0,82550000,82550000,,587990000.0,853418000.0,249022000.0,343427000,18607000,-38863000,17702000.0,3497000.0,,,136135000.0,1618314000.0,,82550000,,180498000,58322000.0,0.0,392917000.0,,
2009-12-31,0.0,0.37,,2244208000.0,,-303525000.0,442921000.0,,343427000,346445000.0,337425000.0,0.0,0.0,-4250000.0,303772000.0,295477129.0,913006000,-26365000,3241000.0,170216000,-130253000,,116606000,-727000.0,89451000.0,,790651000.0,1162914000.0,-150368000.0,166128000,118315000,-6002000,0.0,,9020000.0,3241000.0,24365000.0,-22879000.0,25156000.0,1195796000.0,5387000,,206345000.0,2622317000.0,127212000.0,447528000.0,750385000.0,1660629000.0,139763000,257748000.0,3785231000.0,0.38,49881000.0,111219000,110852000,,340018000.0,744105000.0,258839000.0,337425000,1649000,-36112000,18857000.0,3729000.0,-9020000.0,146339000.0,202416000.0,1534756000.0,,110852000,,162621000,44306000.0,0.0,304371000.0,301953549.0,
2010-03-31,0.0,0.28,,2189869000.0,,-330550000.0,429811000.0,,337425000,419110000.0,408272000.0,0.0,0.0,-5008000.0,262862000.0,287330500.0,910441000,-35579000,4655000.0,177436000,-6068000,,120878000,727000.0,95184000.0,,798107000.0,1168103000.0,-124790000.0,125016000,123922000,70847000,0.0,,10838000.0,4655000.0,17067000.0,-18890000.0,4858000.0,1189098000.0,39287000,,213433000.0,2704877000.0,146236000.0,376320000.0,739330000.0,1639855000.0,89437000,274544000.0,3872980000.0,0.28,52733000.0,81591000,81716000,,461546000.0,878694000.0,265251000.0,408272000,168000,-36670000,109668000.0,3825000.0,-1818000.0,142604000.0,150976000.0,1676801000.0,,81716000,,171111000,47189000.0,-571000.0,413829000.0,295089439.0,
2010-06-30,0.0,0.3,,2194808000.0,,-311583000.0,422954000.0,,408272000,406475000.0,394598000.0,0.0,0.0,-5441000.0,247290000.0,281996673.0,901614000,-20394000,3725000.0,174871000,-108676000,,120158000,0.0,103576000.0,,806002000.0,1169711000.0,-111953000.0,102750000,125346000,-13674000,0.0,,11877000.0,3725000.0,8718000.0,-5758000.0,-30867000.0,1196940000.0,34278000,,226101000.0,2643427000.0,145666000.0,393089000.0,731936000.0,1654862000.0,82356000,294510000.0,3813138000.0,0.3,50350000.0,85880000,85824000,,370536000.0,805958000.0,272691000.0,394598000,-1611000,-20546000,123438000.0,4363000.0,-1039000.0,140912000.0,150496000.0,1611960000.0,,85824000,,169678000,44332000.0,0.0,328380000.0,290226120.0,
2010-09-30,0.0,,,2152631000.0,,-321746000.0,516754000.0,,394598000,141020000.0,127824000.0,0.0,248695000.0,-709852000.0,304376000.0,,1007056000,-35068000,3896000.0,192076000,512308000,-254557000.0,120094000,-899564000.0,86877000.0,492581000.0,1118227000.0,1273147000.0,,158473000,143403000,-266774000,248695000.0,,13196000.0,3896000.0,2889000.0,26110000.0,-22089000.0,1196386000.0,36018000,,238024000.0,3334044000.0,191486000.0,423926000.0,804172000.0,2525413000.0,123405000,1039299000.0,4607191000.0,,66776000.0,84076000,84374000,,119899000.0,1329881000.0,358984000.0,127824000,-18752000,-931586000,114577000.0,5206000.0,-1063000.0,170683000.0,145793000.0,2448108000.0,,84374000,,202884000,59481000.0,0.0,42261000.0,,
2010-12-31,0.0,0.45,,2182321000.0,,-354701000.0,489923000.0,714000.0,127824000,91962000.0,79997000.0,0.0,257982000.0,-47709000.0,327953000.0,269903334.0,1120688000,-34463000,4405000.0,213824000,-109520000,,152365000,,24587000.0,,1095387000.0,1269728000.0,-83572000.0,95210000,158858000,-47827000,257508000.0,,11965000.0,4405000.0,15793000.0,9740000.0,-101371000.0,1265818000.0,25791000,,245352000.0,3266764000.0,161254000.0,466550000.0,911610000.0,2477469000.0,60747000,976150000.0,4536492000.0,0.47,55635000.0,126574000,126406000,,114335000.0,1252164000.0,359165000.0,79997000,-955000,-33749000,114831000.0,5824000.0,,161679000.0,177493000.0,2347551000.0,,126406000,,209078000,50220000.0,0.0,43025000.0,278457599.0,
2011-03-31,0.0,0.42,,2199097000.0,,-371428000.0,449759000.0,2856000.0,79997000,83851000.0,74966000.0,0.0,294707000.0,-61467000.0,342933000.0,266442676.0,1133071000,-38913000,3348000.0,215542000,-152290000,,153022000,,40198000.0,,1091873000.0,1340767000.0,-102924000.0,193147000,153431000,-5031000,294596000.0,,8885000.0,3348000.0,16557000.0,3051000.0,15033000.0,1387243000.0,36061000,,249592000.0,3220904000.0,170903000.0,488125000.0,928036000.0,2455236000.0,154234000,988744000.0,4561671000.0,0.44,57330000.0,116961000,116873000,,114246000.0,1263993000.0,378707000.0,74966000,2746000,-47065000,28867000.0,5190000.0,,161003000.0,180567000.0,2355866000.0,,116873000,,205035000,51604000.0,-1275000.0,54616000.0,276258156.0,
2011-06-30,-5890000.0,0.43,,2270442000.0,,-375768000.0,422898000.0,4542000.0,57543000,28185000.0,23861000.0,0.0,289292000.0,-77379000.0,294394000.0,263088326.0,1037913000,-18320000,4134000.0,196868000,-125109000,,142398000,,42650000.0,,973495000.0,1236321000.0,-57350000.0,93152000,144022000,-49289000,287604000.0,,4324000.0,4134000.0,10431000.0,-26330000.0,-57044000.0,1461991000.0,23960000,,251510000.0,3191754000.0,153127000.0,453301000.0,846584000.0,2441643000.0,74832000,922363000.0,4428075000.0,0.45,50221000.0,118438000,118438000,,110925000.0,1184138000.0,387805000.0,8254000,2188000,-17407000,30610000.0,4249000.0,-926000.0,,148177000.0,2157633000.0,,118438000,,191329000,47307000.0,-811000.0,63604000.0,273914231.0,
2011-09-30,0.0,,,2346356000.0,,-321570000.0,407887000.0,-6128000.0,23861000,167927000.0,157761000.0,0.0,247622000.0,54027000.0,321745000.0,,1031565000,-24912000,3822000.0,168753000,-104689000,-272886000.0,98773000,,53841000.0,524554000.0,1463489000.0,1422451000.0,-63748000.0,192782000,102362000,58362000,244660000.0,,10166000.0,3822000.0,9310000.0,-4351000.0,53816000.0,1405365000.0,25681000,,251668000.0,3263092000.0,189969000.0,494755000.0,866962000.0,2536022000.0,167870000,603147000.0,4685543000.0,,65848000.0,73092000,73092000,,125662000.0,875698000.0,400203000.0,82223000,-149000,-33011000,478072000.0,4132000.0,-2270000.0,146889000.0,154813000.0,2339187000.0,,73092000,,164603000,62241000.0,0.0,55914000.0,,
