date,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyCurrentAssets,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyDilutedAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyCommonStockIssuance,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedEPS,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyTaxProvision,quarterlyOtherNonCashItems,quarterlyOtherIntangibleAssets,quarterlyStockBasedCompensation,quarterlySellingGeneralAndAdministration,quarterlyResearchAndDevelopment
1998-09-30,,96200000.0,,1089600000.0,3445600000.0,15555200000.0,1921000000.0,,5409000000.0,191568627.0,195400000.0,17476200000.0,,,9801600000.0,110000000.0,,0.0,147900000.0,,474300000.0,1192500000.0,-6300000.0,226200000.0,195400000,12441100000.0,195400000.0,2911100000.0,,1.02,45200000.0,766200000.0,-114600000.0,-180500000.0,841700000.0,5035100000.0,175300000.0,191568627.0,,-10000000.0,147900000.0,,266700000.0,,1476100000.0,,147900000.0,730200000.0,-179100000.0,426300000,20800000.0,4638100000,,460900000.0,20500000.0,208100000.0,21798900000.0,275300000.0,-122300000.0,1.02,-8290300000.0,730200000.0,-27500000.0,,2280700000.0,,1726200000.0,310100000.0,13508600000.0,0.0,649300000,114700000.0,-130500000.0,,,,
1998-12-31,,-50700000.0,,1278800000.0,-4169300000.0,17265500000.0,2217700000.0,,6799600000.0,,72200000.0,19483200000.0,,,11315200000.0,104900000.0,,100000.0,173000000.0,,495500000.0,968600000.0,15100000.0,332300000.0,72200000,14467800000.0,72200000.0,2952300000.0,,,-12100000.0,770700000.0,-114800000.0,-1654000000.0,907100000.0,5015400000.0,147900000.0,,,-1410600000.0,173000000.0,,456100000.0,,1478900000.0,,173000000.0,904800000.0,-234800000.0,197900000,22600000.0,-3200700000,,618000000.0,6900000.0,-11200000.0,23502900000.0,184100000.0,1495000000.0,,-8416400000.0,904800000.0,25100000.0,,2801600000.0,,1683600000.0,108100000.0,15086500000.0,-200000.0,222300000,35900000.0,177100000.0,,,,
1999-03-31,,191000000.0,,1629000000.0,491000000.0,17540000000.0,2590000000.0,,6542000000.0,191139241.0,151000000.0,20130000000.0,,,11127000000.0,132000000.0,,0.0,280000000.0,,544000000.0,1203000000.0,-5000000.0,2817000000.0,151000000,15041000000.0,151000000.0,2961000000.0,,0.79,-48000000.0,822000000.0,-115000000.0,-217000000.0,854000000.0,5089000000.0,173000000.0,191139241.0,,-5000000.0,280000000.0,,729000000.0,,1484000000.0,,280000000.0,1199000000.0,-212000000.0,381000000,31000000.0,1694000000,,741000000.0,30000000.0,173000000.0,21592000000.0,403000000.0,-79000000.0,0.79,-8777000000.0,1199000000.0,107000000.0,,3569000000.0,,1720000000.0,244000000.0,12815000000.0,,553000000,93000000.0,55000000.0,,,,
1999-06-30,,-317000000.0,,1706000000.0,494000000.0,17602000000.0,2985000000.0,,6117000000.0,191304348.0,88000000.0,20587000000.0,,,10843000000.0,135000000.0,,0.0,242000000.0,,628000000.0,1149000000.0,2000000.0,2726000000.0,88000000,15481000000.0,88000000.0,2958000000.0,,0.46,-84000000.0,864000000.0,-116000000.0,-195000000.0,908000000.0,5106000000.0,280000000.0,191304348.0,,5000000.0,242000000.0,,983000000.0,20000000.0,1488000000.0,,242000000.0,2032000000.0,-200000000.0,285000000,31000000.0,1643000000,,560000000.0,24000000.0,-481000000.0,21803000000.0,-117000000.0,274000000.0,0.46,-8879000000.0,2032000000.0,-38000000.0,,4298000000.0,,1692000000.0,152000000.0,12924000000.0,,541000000,64000000.0,377000000.0,,,,
1999-09-30,,276000000.0,,1482000000.0,631000000.0,17610000000.0,2828000000.0,,6219000000.0,193333333.0,174000000.0,20438000000.0,,,11008000000.0,136000000.0,,0.0,274000000.0,,604000000.0,1283000000.0,3000000.0,2640000000.0,174000000,15249000000.0,174000000.0,2981000000.0,,0.9,24000000.0,907000000.0,-116000000.0,-196000000.0,978000000.0,5189000000.0,242000000.0,193333333.0,,-15000000.0,274000000.0,,759000000.0,19000000.0,1489000000.0,,274000000.0,1778000000.0,-186000000.0,376000000,29000000.0,1914000000,,647000000.0,52000000.0,39000000.0,21964000000.0,462000000.0,-234000000.0,0.9,-9043000000.0,1778000000.0,32000000.0,,3907000000.0,,1750000000.0,243000000.0,12921000000.0,,618000000,69000000.0,276000000.0,,,,
1999-12-31,,-200000000.0,,1881000000.0,500000000.0,18272000000.0,3216000000.0,,6336000000.0,,107000000.0,21488000000.0,,,11322000000.0,137000000.0,,0.0,333000000.0,,618000000.0,1165000000.0,15000000.0,3046000000.0,107000000,16482000000.0,107000000.0,3071000000.0,,,-14000000.0,902000000.0,-117000000.0,-306000000.0,910000000.0,5006000000.0,274000000.0,,,-32000000.0,333000000.0,,1109000000.0,14000000.0,1320000000.0,,333000000.0,2090000000.0,-269000000.0,263000000,0.0,1665000000,,699000000.0,38000000.0,189000000.0,22205000000.0,69000000.0,296000000.0,,-9150000000.0,2090000000.0,59000000.0,,4670000000.0,,1740000000.0,141000000.0,13055000000.0,-5000000.0,263000000,34000000.0,-289000000.0,,,,
2000-03-31,,102000000.0,,2178000000.0,511000000.0,18327000000.0,3575000000.0,,6239000000.0,194000000.0,104000000.0,21902000000.0,,,10600000000.0,139000000.0,,0.0,364000000.0,,571000000.0,1235000000.0,3000000.0,3106000000.0,104000000,16930000000.0,104000000.0,2985000000.0,,0.53,47000000.0,932000000.0,,-197000000.0,993000000.0,4972000000.0,333000000.0,194000000.0,,-11000000.0,364000000.0,,1647000000.0,-8000000.0,1320000000.0,,364000000.0,2223000000.0,-186000000.0,303000000,,1746000000,,729000000.0,-23000000.0,99000000.0,22273000000.0,288000000.0,-60000000.0,0.53,-9254000000.0,2223000000.0,31000000.0,,5130000000.0,,1728000000.0,167000000.0,13019000000.0,-116000000.0,498000000,63000000.0,-82000000.0,,,,
2000-06-30,,-535000000.0,,6112000000.0,976000000.0,31183000000.0,9216000000.0,,10071000000.0,322000000.0,-9000000.0,40399000000.0,,,16969000000.0,269000000.0,,-419000000.0,312000000.0,,823000000.0,2192000000.0,-2000000.0,4178000000.0,-18000000,31810000000.0,-9000000.0,5639000000.0,,-0.03,26000000.0,1887000000.0,,-671000000.0,2502000000.0,8254000000.0,364000000.0,322000000.0,,-49000000.0,312000000.0,,5579000000.0,-101000000.0,2151000000.0,,312000000.0,4972000000.0,-622000000.0,305000000,,3168000000,,1591000000.0,42000000.0,-449000000.0,37289000000.0,87000000.0,219000000.0,-0.03,-15335000000.0,4972000000.0,-372000000.0,,12675000000.0,,3342000000.0,34000000.0,21954000000.0,,875000000,52000000.0,,,,,
2000-09-30,,-243000000.0,,5721000000.0,1237000000.0,31913000000.0,8605000000.0,,10071000000.0,322000000.0,359000000.0,40518000000.0,,,16994000000.0,274000000.0,,0.0,295000000.0,,806000000.0,2684000000.0,16000000.0,4925000000.0,403000000,31767000000.0,359000000.0,5613000000.0,,1.11,15000000.0,1804000000.0,-193000000.0,-365000000.0,3022000000.0,8417000000.0,312000000.0,322000000.0,,31000000.0,295000000.0,,4482000000.0,-155000000.0,2151000000.0,,295000000.0,5256000000.0,-396000000.0,880000000,0.0,3921000000,,1782000000.0,21000000.0,-476000000.0,37549000000.0,153000000.0,175000000.0,1.11,-15479000000.0,5256000000.0,-23000000.0,,12759000000.0,,3506000000.0,622000000.0,22070000000.0,,1259000000,219000000.0,,,,,
2000-12-31,,406000000.0,,18955000000.0,1085000000.0,32517000000.0,22031000000.0,,9602000000.0,,-222000000.0,54548000000.0,,,17767000000.0,364000000.0,,0.0,437000000.0,,,2475000000.0,3000000.0,5044000000.0,-222000000,46160000000.0,-222000000.0,5403000000.0,,,59000000.0,2087000000.0,-193000000.0,-521000000.0,3699000000.0,8054000000.0,295000000.0,,,48000000.0,437000000.0,,17895000000.0,-103000000.0,2152000000.0,,437000000.0,5485000000.0,-569000000.0,388000000,2000000.0,3560000000,,2627000000.0,-210000000.0,756000000.0,38088000000.0,975000000.0,-278000000.0,,-15695000000.0,5485000000.0,192000000.0,,27067000000.0,,3090000000.0,27000000.0,22393000000.0,0.0,646000000,249000000.0,675000000.0,,,,
2001-03-31,,269000000.0,,11412000000.0,12102000000.0,32676000000.0,14234000000.0,,11049000000.0,322000000.0,266000000.0,46910000000.0,,,18797000000.0,269000000.0,,0.0,275000000.0,,,2136000000.0,31000000.0,5395000000.0,266000000,38520000000.0,266000000.0,5384000000.0,,0.83,-13000000.0,1462000000.0,-193000000.0,-206000000.0,3158000000.0,8057000000.0,437000000.0,322000000.0,,109000000.0,275000000.0,,10801000000.0,-172000000.0,2152000000.0,,275000000.0,5573000000.0,-315000000.0,674000000,3000000.0,14238000000,,2058000000.0,59000000.0,-93000000.0,37926000000.0,584000000.0,-533000000.0,0.83,-15823000000.0,5573000000.0,-162000000.0,,19043000000.0,,3163000000.0,436000000.0,22103000000.0,,1026000000,170000000.0,,,,,
2001-06-30,,-449000000.0,,13319000000.0,12367000000.0,34075000000.0,16152000000.0,,10609000000.0,322000000.0,232000000.0,50227000000.0,,,20450000000.0,241000000.0,,0.0,212000000.0,,,2161000000.0,22000000.0,6192000000.0,280000000,41757000000.0,232000000.0,5424000000.0,,0.72,-95000000.0,1489000000.0,-194000000.0,-968000000.0,2532000000.0,8148000000.0,275000000.0,322000000.0,,-385000000.0,212000000.0,,13408000000.0,-131000000.0,2153000000.0,,212000000.0,5079000000.0,-504000000.0,672000000,6000000.0,14528000000,,1252000000.0,-40000000.0,-588000000.0,38851000000.0,55000000.0,847000000.0,0.72,-15984000000.0,5079000000.0,-63000000.0,,19650000000.0,,3210000000.0,453000000.0,22867000000.0,,1131000000,173000000.0,,,,,
2001-09-30,,74000000.0,,15003000000.0,16008000000.0,34812000000.0,18007000000.0,,9925000000.0,322000000.0,421000000.0,52819000000.0,,,19694000000.0,252000000.0,,750000000.0,379000000.0,,,2377000000.0,16000000.0,1360000000.0,403000000,43667000000.0,421000000.0,5432000000.0,,1.31,-6000000.0,1515000000.0,-193000000.0,-262000000.0,2824000000.0,8379000000.0,212000000.0,322000000.0,,222000000.0,379000000.0,,14804000000.0,-128000000.0,2153000000.0,,379000000.0,5125000000.0,-484000000.0,862000000,0.0,18385000000,,1847000000.0,112000000.0,-195000000.0,39013000000.0,558000000.0,-124000000.0,1.31,-15941000000.0,5125000000.0,167000000.0,,21975000000.0,,3438000000.0,626000000.0,23072000000.0,,1277000000,223000000.0,-120000000.0,,,,
2001-12-31,,1227000000.0,,10399000000.0,12276000000.0,34718000000.0,12563000000.0,,9753000000.0,,52000000.0,47281000000.0,,,18287000000.0,220000000.0,,-3000000.0,333000000.0,,,1903000000.0,30000000.0,5519000000.0,54000000,37981000000.0,52000000.0,5314000000.0,,,32000000.0,1643000000.0,-198000000.0,-1996000000.0,1882000000.0,8229000000.0,379000000.0,,,18000000.0,333000000.0,,10348000000.0,-126000000.0,2153000000.0,,333000000.0,5455000000.0,-529000000.0,260000000,1000000.0,14179000000,,2245000000.0,32000000.0,1616000000.0,40709000000.0,1756000000.0,283000000.0,,-16166000000.0,5455000000.0,49000000.0,,18099000000.0,,3296000000.0,57000000.0,24543000000.0,0.0,613000000,3000000.0,133000000.0,,,,
2002-03-31,,-367000000.0,,11750000000.0,11307000000.0,35873000000.0,14280000000.0,,10571000000.0,322000000.0,181000000.0,50153000000.0,,,19956000000.0,230000000.0,,0.0,306000000.0,,963000000.0,2107000000.0,-5000000.0,6791000000.0,181000000,40896000000.0,181000000.0,5247000000.0,,0.56,100000000.0,1587000000.0,-193000000.0,-378000000.0,2554000000.0,8186000000.0,333000000.0,322000000.0,,-25000000.0,306000000.0,,10457000000.0,-170000000.0,2156000000.0,,306000000.0,5215000000.0,-353000000.0,520000000,14000000.0,13414000000,,2162000000.0,-63000000.0,-704000000.0,40868000000.0,-14000000.0,381000000.0,0.56,-16421000000.0,5215000000.0,-27000000.0,,19127000000.0,,3288000000.0,276000000.0,24447000000.0,,882000000,95000000.0,,,,,
2002-06-30,,-320000000.0,,11327000000.0,12762000000.0,36047000000.0,15111000000.0,,10470000000.0,326000000.0,62000000.0,51158000000.0,,,21706000000.0,216000000.0,,0.0,585000000.0,,1146000000.0,2150000000.0,41000000.0,9444000000.0,58000000,41703000000.0,62000000.0,4800000000.0,,0.19,150000000.0,1877000000.0,-194000000.0,-426000000.0,2638000000.0,8384000000.0,306000000.0,326000000.0,,4000000.0,585000000.0,,10742000000.0,-92000000.0,2261000000.0,,585000000.0,4547000000.0,-430000000.0,273000000,642000000.0,14912000000,,2641000000.0,-48000000.0,-370000000.0,39248000000.0,110000000.0,681000000.0,0.19,-15807000000.0,4547000000.0,368000000.0,,18515000000.0,,2802000000.0,96000000.0,23441000000.0,,676000000,38000000.0,,,,,
2002-09-30,,295000000.0,,9945000000.0,1794000000.0,31919000000.0,13597000000.0,,9090000000.0,339000000.0,425000000.0,45516000000.0,,,17718000000.0,180000000.0,,0.0,566000000.0,,1227000000.0,2117000000.0,38000000.0,6212000000.0,387000000,35770000000.0,425000000.0,4912000000.0,,1.25,-426000000.0,1334000000.0,-203000000.0,775000000.0,2546000000.0,8666000000.0,585000000.0,339000000.0,,23000000.0,566000000.0,,9258000000.0,-28000000.0,2261000000.0,,566000000.0,4059000000.0,-364000000.0,783000000,0.0,3911000000,,2662000000.0,25000000.0,-144000000.0,39073000000.0,659000000.0,-1449000000.0,1.25,-16256000000.0,4059000000.0,-6000000.0,,16666000000.0,,3039000000.0,629000000.0,22817000000.0,,1149000000,242000000.0,,,,,
2002-12-31,,347000000.0,,2951000000.0,1624000000.0,28640000000.0,6101000000.0,,9347000000.0,,-837000000.0,34741000000.0,,,15763000000.0,230000000.0,,0.0,1213000000.0,,1166000000.0,2113000000.0,-1137000000.0,3872000000.0,-681000000,26918000000.0,-837000000.0,4371000000.0,,,49000000.0,1642000000.0,-203000000.0,-393000000.0,1741000000.0,7064000000.0,566000000.0,,,35000000.0,1213000000.0,,1981000000.0,-609000000.0,2261000000.0,,1213000000.0,4797000000.0,-575000000.0,471000000,0.0,3737000000,,2042000000.0,20000000.0,78000000.0,37857000000.0,922000000.0,124000000.0,,-16173000000.0,4797000000.0,654000000.0,,9790000000.0,,1999000000.0,-896000000.0,21684000000.0,,834000000,-215000000.0,,,,,
2003-03-31,,451000000.0,,3288000000.0,2014000000.0,29457000000.0,7444000000.0,,10812000000.0,356000000.0,198000000.0,36901000000.0,,,18130000000.0,205000000.0,,0.0,1764000000.0,,966000000.0,2066000000.0,73000000.0,4064000000.0,259000000,27705000000.0,201000000.0,4485000000.0,,1.24,165000000.0,1466000000.0,-203000000.0,-289000000.0,2572000000.0,8437000000.0,1213000000.0,356000000.0,,0.0,1764000000.0,,2142000000.0,-602000000.0,2626000000.0,,1764000000.0,1935000000.0,-324000000.0,600000000,1177000000.0,4080000000,,2930000000.0,27000000.0,151000000.0,38154000000.0,775000000.0,65000000.0,1.24,-15826000000.0,1935000000.0,551000000.0,,8153000000.0,,2238000000.0,459000000.0,22328000000.0,,915000000,200000000.0,,,,,
2003-06-30,,-302000000.0,,2794000000.0,1773000000.0,29427000000.0,5932000000.0,,11310000000.0,395000000.0,175000000.0,35359000000.0,,,18722000000.0,198000000.0,,-225000000.0,1176000000.0,,1178000000.0,1896000000.0,29000000.0,3949000000.0,182000000,26413000000.0,175000000.0,4508000000.0,,0.44,-211000000.0,1474000000.0,-139000000.0,-307000000.0,1685000000.0,8413000000.0,1764000000.0,395000000.0,,12000000.0,1176000000.0,,1893000000.0,-670000000.0,2626000000.0,,1176000000.0,1587000000.0,-325000000.0,422000000,0.0,3669000000,,1860000000.0,24000000.0,-449000000.0,38444000000.0,23000000.0,-304000000.0,0.44,-16031000000.0,1587000000.0,-588000000.0,,6241000000.0,,2275000000.0,242000000.0,22413000000.0,,778000000,60000000.0,,,,,
2003-09-30,,463000000.0,,2811000000.0,1950000000.0,29724000000.0,6355000000.0,,12699000000.0,395000000.0,257000000.0,36079000000.0,,,20021000000.0,217000000.0,,0.0,1708000000.0,,1197000000.0,2159000000.0,24000000.0,3703000000.0,257000000,27621000000.0,257000000.0,4575000000.0,,0.65,-13000000.0,1560000000.0,-138000000.0,-289000000.0,1535000000.0,8458000000.0,1176000000.0,395000000.0,,-5000000.0,1708000000.0,,1915000000.0,-745000000.0,2626000000.0,,1708000000.0,1677000000.0,-292000000.0,599000000,0.0,4109000000,,1700000000.0,205000000.0,-141000000.0,39500000000.0,755000000.0,66000000.0,0.65,-16488000000.0,1677000000.0,532000000.0,,6188000000.0,,2393000000.0,405000000.0,23012000000.0,,1030000000,148000000.0,,,,,
2003-12-31,,338000000.0,,2540000000.0,873000000.0,31847000000.0,4897000000.0,,12322000000.0,,-768000000.0,36744000000.0,,,20492000000.0,194000000.0,,0.0,1182000000.0,,991000000.0,1814000000.0,25000000.0,6192000000.0,-173000000,28870000000.0,-762000000.0,3957000000.0,,,-12000000.0,1873000000.0,-138000000.0,-1003000000.0,1114000000.0,7874000000.0,1708000000.0,,,-619000000.0,1182000000.0,,1014000000.0,-426000000.0,2626000000.0,,1182000000.0,2105000000.0,-417000000.0,-59000000,-35000000.0,2687000000,,1337000000.0,-93000000.0,234000000.0,36033000000.0,755000000.0,-264000000.0,,-14004000000.0,2105000000.0,-512000000.0,,5982000000.0,,1490000000.0,-223000000.0,22029000000.0,-7000000.0,255000000,-50000000.0,,,,,
2004-03-31,,616000000.0,,2836000000.0,1356000000.0,31405000000.0,4830000000.0,,11863000000.0,395000000.0,278000000.0,36235000000.0,,,19386000000.0,201000000.0,,0.0,1290000000.0,,961000000.0,1985000000.0,49000000.0,5723000000.0,291000000,28164000000.0,278000000.0,4057000000.0,,0.7,29000000.0,1377000000.0,-138000000.0,-254000000.0,1048000000.0,8071000000.0,1195000000.0,395000000.0,,15000000.0,1253000000.0,,1095000000.0,-379000000.0,2630000000.0,,1253000000.0,2230000000.0,-309000000.0,608000000,10000000.0,3341000000,,1246000000.0,49000000.0,387000000.0,36224000000.0,925000000.0,-576000000.0,0.7,-14169000000.0,2230000000.0,95000000.0,,6312000000.0,,1630000000.0,456000000.0,22055000000.0,-4000000.0,925000000,165000000.0,,,,,
2004-06-30,,-49000000.0,,2802000000.0,1522000000.0,30983000000.0,4865000000.0,,11533000000.0,396000000.0,100000000.0,35848000000.0,,,18927000000.0,200000000.0,,0.0,873000000.0,,1192000000.0,1846000000.0,51000000.0,5203000000.0,151000000,27765000000.0,100000000.0,4144000000.0,,0.25,-225000000.0,1468000000.0,-139000000.0,-321000000.0,986000000.0,8083000000.0,1290000000.0,396000000.0,,-24000000.0,1066000000.0,,1061000000.0,-335000000.0,2630000000.0,,1066000000.0,2460000000.0,-388000000.0,378000000,1000000.0,3368000000,,1165000000.0,43000000.0,-455000000.0,36544000000.0,339000000.0,-229000000.0,0.25,-14363000000.0,1000000.0,-213000000.0,,6428000000.0,,1595000000.0,229000000.0,22181000000.0,0.0,788000000,78000000.0,,,,,
2004-09-30,,660000000.0,,2787000000.0,1780000000.0,29839000000.0,4983000000.0,,11039000000.0,396000000.0,530000000.0,34822000000.0,,,18484000000.0,195000000.0,,0.0,1291000000.0,,1074000000.0,1972000000.0,193000000.0,3987000000.0,412000000,26539000000.0,530000000.0,4520000000.0,,1.34,113000000.0,1354000000.0,-138000000.0,705000000.0,816000000.0,8283000000.0,873000000.0,396000000.0,,-29000000.0,1461000000.0,,1115000000.0,-531000000.0,2630000000.0,,1461000000.0,1812000000.0,-337000000.0,618000000,2000000.0,3752000000,,1033000000.0,-4000000.0,380000000.0,36692000000.0,997000000.0,-1284000000.0,1.34,-14398000000.0,1812000000.0,420000000.0,,5632000000.0,,1987000000.0,616000000.0,22294000000.0,0.0,1046000000,204000000.0,-99000000.0,,,,
2004-12-31,,-323000000.0,,2654000000.0,1781000000.0,30642000000.0,4021000000.0,,11008000000.0,,177000000.0,34663000000.0,,,18540000000.0,191000000.0,,0.0,420000000.0,,852000000.0,1815000000.0,-277000000.0,4164000000.0,275000000,26148000000.0,177000000.0,4819000000.0,,,116000000.0,977000000.0,-140000000.0,-506000000.0,932000000.0,8515000000.0,1291000000.0,,,-2000000.0,595000000.0,,1050000000.0,-344000000.0,2632000000.0,,595000000.0,1302000000.0,-659000000.0,838000000,4000000.0,3596000000,,1051000000.0,203000000.0,155000000.0,37286000000.0,336000000.0,-688000000.0,,-14485000000.0,1302000000.0,-858000000.0,,5007000000.0,,2024000000.0,403000000.0,22801000000.0,-6000000.0,1166000000,128000000.0,-376000000.0,,,,
2005-03-31,,208000000.0,,2952000000.0,1150000000.0,30694000000.0,4403000000.0,,10674000000.0,393000000.0,355000000.0,35097000000.0,,,18620000000.0,175000000.0,,0.0,1261000000.0,,636000000.0,1833000000.0,173000000.0,4366000000.0,354000000,26829000000.0,355000000.0,4774000000.0,,0.9,64000000.0,1305000000.0,-138000000.0,788000000.0,869000000.0,8268000000.0,320000000.0,393000000.0,,2000000.0,1261000000.0,,1381000000.0,-394000000.0,2635000000.0,94000000.0,1261000000.0,1704000000.0,-465000000.0,528000000,17000000.0,2983000000,,876000000.0,-19000000.0,371000000.0,37188000000.0,673000000.0,-520000000.0,0.9,-14589000000.0,1704000000.0,941000000.0,,5532000000.0,,2241000000.0,526000000.0,22599000000.0,-500000000.0,855000000,172000000.0,-295000000.0,,,,
2005-06-30,,-332000000.0,,2528000000.0,956000000.0,30409000000.0,3530000000.0,,10852000000.0,384000000.0,221000000.0,33939000000.0,,,18347000000.0,191000000.0,,0.0,607000000.0,,729000000.0,1817000000.0,66000000.0,3733000000.0,218000000,25557000000.0,221000000.0,4663000000.0,,0.58,-93000000.0,1371000000.0,-135000000.0,-304000000.0,704000000.0,8382000000.0,1261000000.0,384000000.0,,0.0,882000000.0,,861000000.0,-396000000.0,2638000000.0,1347000000.0,882000000.0,1078000000.0,-553000000.0,446000000,11000000.0,2773000000,,925000000.0,-56000000.0,-78000000.0,37575000000.0,221000000.0,-571000000.0,0.58,-14682000000.0,1078000000.0,-654000000.0,,4531000000.0,,2327000000.0,321000000.0,22893000000.0,7000000.0,863000000,103000000.0,,,,,
2005-09-30,,101000000.0,,3568000000.0,1197000000.0,31286000000.0,4670000000.0,,11025000000.0,390000000.0,387000000.0,35956000000.0,,-1901000000.0,18651000000.0,164000000.0,,0.0,849000000.0,,649000000.0,2103000000.0,108000000.0,3843000000.0,365000000,26971000000.0,387000000.0,4674000000.0,,0.99,83000000.0,1486000000.0,-135000000.0,-472000000.0,844000000.0,8985000000.0,607000000.0,389000000.0,,136000000.0,849000000.0,,1962000000.0,-412000000.0,2697000000.0,2004000000.0,849000000.0,732000000.0,-592000000.0,617000000,365000000.0,3300000000,,1112000000.0,42000000.0,99000000.0,38199000000.0,693000000.0,21000000.0,0.99,-14684000000.0,732000000.0,242000000.0,,5412000000.0,,2579000000.0,561000000.0,23515000000.0,0.0,1037000000,196000000.0,,,,,
2005-12-31,,-504000000.0,,3153000000.0,1232000000.0,32227000000.0,3945000000.0,,11073000000.0,,-149000000.0,36172000000.0,,,18816000000.0,174000000.0,,-122000000.0,401000000.0,,726000000.0,1823000000.0,-224000000.0,4605000000.0,92000000,27084000000.0,-149000000.0,4810000000.0,,,-74000000.0,1496000000.0,-145000000.0,-1017000000.0,846000000.0,9088000000.0,849000000.0,,,15000000.0,528000000.0,,1471000000.0,-27000000.0,2699000000.0,,528000000.0,1163000000.0,-794000000.0,327000000,9000000.0,3055000000,,1144000000.0,98000000.0,50000000.0,39121000000.0,290000000.0,279000000.0,,-14837000000.0,1163000000.0,-448000000.0,,5460000000.0,,2285000000.0,51000000.0,24284000000.0,66000000.0,657000000,-41000000.0,756000000.0,,,,
2006-03-31,,-182000000.0,,2544000000.0,1127000000.0,32516000000.0,3249000000.0,,11081000000.0,396000000.0,381000000.0,35765000000.0,,-2469000000.0,18696000000.0,169000000.0,,54000000.0,276000000.0,,776000000.0,1981000000.0,107000000.0,4419000000.0,378000000,26381000000.0,381000000.0,4847000000.0,,0.97,-50000000.0,1360000000.0,-146000000.0,-757000000.0,685000000.0,9384000000.0,401000000.0,394000000.0,,-34000000.0,478000000.0,,995000000.0,27000000.0,2700000000.0,2407000000.0,478000000.0,1287000000.0,-772000000.0,621000000,5000000.0,3108000000,,1033000000.0,7000000.0,-55000000.0,39782000000.0,590000000.0,42000000.0,0.96,-14974000000.0,1287000000.0,-125000000.0,,4864000000.0,,2520000000.0,567000000.0,24808000000.0,,962000000,189000000.0,,,,,
2006-06-30,,-306000000.0,,2411000000.0,1125000000.0,32929000000.0,3255000000.0,,11845000000.0,396000000.0,175000000.0,36184000000.0,,-3178000000.0,19317000000.0,176000000.0,,-24000000.0,249000000.0,,865000000.0,1811000000.0,39000000.0,4221000000.0,172000000,26758000000.0,175000000.0,4792000000.0,,0.44,-90000000.0,1440000000.0,-145000000.0,-829000000.0,670000000.0,9426000000.0,276000000.0,394000000.0,,-2000000.0,422000000.0,,951000000.0,38000000.0,2700000000.0,3192000000.0,422000000.0,959000000.0,-853000000.0,371000000,1000000.0,2936000000,,1191000000.0,3000000.0,-61000000.0,40491000000.0,547000000.0,255000000.0,0.44,-15093000000.0,959000000.0,-27000000.0,,4561000000.0,,2550000000.0,244000000.0,25398000000.0,,744000000,72000000.0,,,,,
