date,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlyDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyBasicEPS,quarterlyTotalAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyInventory,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyBasicAverageShares,quarterlyOtherIntangibleAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyEbitda,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2013-04-30,596837000.0,1595219000.0,-56313000.0,1075500000.0,60088000.0,8707000.0,107209912.0,233488000.0,3286230000.0,7436612000.0,0.0,1339647000,112235000.0,130336000,1.22,9031831000.0,130336000,130336000,3883067000.0,1318421000.0,151830000.0,79520000.0,313735000.0,945526000.0,860006000.0,57400000.0,359000.0,3052885000.0,-7286000.0,987200000.0,1967809000.0,-67745000.0,,479641000.0,-59416000.0,34197000.0,256438000.0,258337000.0,191873000.0,1.22,256438000.0,256438000.0,5148764000.0,0.0,438814000.0,61537000.0,-50000000.0,0.0,46230000.0,22145000.0,-59971000.0,50000000.0,-293781000.0,-842800000.0,940000.0,107192882.0,3089375000.0,-188689000.0,1142522000.0,-76600000.0,0.0,,172206000.0,-182376000.0,221304000,261080000.0,,285757000.0,-24425000.0,274106000,1142522000.0,,,5468000.0,,,
2013-07-31,803100000.0,1629900000.0,-55400000.0,1040800000.0,61100000.0,8200000.0,105974628.0,250200000.0,3155700000.0,7404000000.0,,1350900000,45800000.0,126600000,1.19,9033900000.0,126600000,126600000,3958800000.0,1288600000.0,149500000.0,55800000.0,357300000.0,1059300000.0,858000000.0,83100000.0,-7100000.0,3051300000.0,-5800000.0,979800000.0,1867100000.0,-115100000.0,,492900000.0,-42300000.0,2200000.0,157500000.0,273800000.0,189500000.0,1.19,157500000.0,157500000.0,5075100000.0,0.0,256400000.0,62900000.0,,,-44300000.0,23800000.0,-36300000.0,235000000.0,-135600000.0,-872600000.0,100000.0,105957873.0,3064000000.0,-165400000.0,1139200000.0,-79300000.0,,,82100000.0,-98900000.0,219100000,303300000.0,,264800000.0,-119600000.0,274400000,1139200000.0,,,5600000.0,,,
2013-10-31,896000000.0,1762300000.0,-61000000.0,1133200000.0,63100000.0,-4800000.0,105145966.0,270300000.0,3182100000.0,7483700000.0,,1559900000,38800000.0,153400000,1.46,9246000000.0,153400000,153400000,4078100000.0,1298500000.0,143600000.0,123900000.0,464200000.0,1023700000.0,1007300000.0,71400000.0,-1800000.0,3100700000.0,-7200000.0,999800000.0,1883600000.0,40600000.0,,552600000.0,-150600000.0,2700000.0,150500000.0,294900000.0,230000000.0,1.46,150500000.0,150500000.0,5167900000.0,0.0,157500000.0,76600000.0,,-102000000.0,-103000000.0,20500000.0,-47100000.0,357000000.0,59700000.0,-893500000.0,-1400000.0,105130715.0,3076200000.0,-100000.0,1163200000.0,-83000000.0,,,85900000.0,-7000000.0,257700000,277400000.0,,261600000.0,-133300000.0,313600000,1163200000.0,,,6700000.0,,,
2014-01-31,608300000.0,1508100000.0,-61000000.0,1201000000.0,62800000.0,-100000.0,104805369.0,250300000.0,3175900000.0,7480900000.0,,1465500000,355600000.0,166700000,1.59,8989000000.0,166700000,166700000,3784200000.0,1296500000.0,150500000.0,109500000.0,365200000.0,864800000.0,920300000.0,55300000.0,600000.0,3096600000.0,-5700000.0,1004400000.0,1879400000.0,154800000.0,,545200000.0,-64300000.0,-78000000.0,168600000.0,274600000.0,246500000.0,1.59,168600000.0,168600000.0,5204800000.0,0.0,150500000.0,79800000.0,-207000000.0,200000.0,96900000.0,18400000.0,-65500000.0,150000000.0,-329300000.0,-889200000.0,100000.0,104791746.0,3048500000.0,-61500000.0,1185300000.0,-94300000.0,,,421100000.0,18100000.0,270600000,238100000.0,,220200000.0,185300000.0,327700000,1185300000.0,,,5700000.0,,,
2014-04-30,891000000.0,1539100000.0,-60600000.0,1091000000.0,62400000.0,900000.0,102561353.0,218000000.0,3151500000.0,7533000000.0,,1234300000,136300000.0,118500000,1.16,9072100000.0,118500000,118500000,4042500000.0,1271700000.0,144900000.0,145200000.0,309400000.0,931000000.0,794000000.0,58500000.0,-1400000.0,3098200000.0,3200000.0,1020700000.0,1879800000.0,-64900000.0,,440300000.0,-113100000.0,85500000.0,153500000.0,243100000.0,183700000.0,1.16,153500000.0,153500000.0,5029600000.0,0.0,168600000.0,65200000.0,-50000000.0,0.0,56500000.0,16700000.0,-130600000.0,348400000.0,-170300000.0,-898000000.0,-26700000.0,102549685.0,3024300000.0,-281500000.0,1265600000.0,-51600000.0,10000000.0,,266900000.0,-15100000.0,197200000,253400000.0,,289200000.0,82600000.0,262800000,1265600000.0,,,4900000.0,,,
2014-07-31,1019300000.0,1728200000.0,-58900000.0,1137700000.0,63200000.0,21400000.0,101776940.0,253400000.0,3146500000.0,7522000000.0,,1323800000,-57100000.0,116000000,1.14,9250200000.0,116000000,116000000,4165800000.0,1265400000.0,149000000.0,101800000.0,392500000.0,1084500000.0,845100000.0,59900000.0,-4300000.0,3098600000.0,-7300000.0,1019900000.0,1881100000.0,-153300000.0,,478700000.0,-52100000.0,-24100000.0,149400000.0,278500000.0,175500000.0,1.14,149400000.0,149400000.0,5084400000.0,0.0,153500000.0,59500000.0,-100000000.0,,-83000000.0,17400000.0,-49000000.0,470000000.0,59900000.0,-932300000.0,7400000.0,101768470.0,2999700000.0,-10600000.0,1274700000.0,-56900000.0,,,-8100000.0,-4100000.0,200200000,269900000.0,,279400000.0,-214800000.0,256100000,1274700000.0,,,6900000.0,,,
2014-10-31,1004100000.0,1725800000.0,-65000000.0,1231000000.0,63100000.0,11700000.0,101824624.0,252400000.0,3165700000.0,7609000000.0,,1481800000,27300000.0,158300000,1.55,9334800000.0,158300000,158300000,4169800000.0,1274900000.0,157700000.0,102100000.0,453200000.0,1065200000.0,945300000.0,37200000.0,3000000.0,3142600000.0,-2500000.0,1028200000.0,1890800000.0,22900000.0,,536500000.0,-142000000.0,-59500000.0,105300000.0,278900000.0,238900000.0,1.55,105300000.0,105300000.0,5165000000.0,0.0,149400000.0,80600000.0,0.0,-80300000.0,-57700000.0,16200000.0,-64700000.0,545900000.0,11800000.0,-963300000.0,1200000.0,101821374.0,3003700000.0,-700000.0,1305000000.0,-74200000.0,,,92000000.0,-44100000.0,257600000,206900000.0,,251300000.0,-146000000.0,318200000,1305000000.0,,,5200000.0,,,
2015-01-31,710100000.0,1515600000.0,-65100000.0,1326000000.0,63100000.0,-12500000.0,101801500.0,237300000.0,3161300000.0,7580000000.0,,1440000000,379300000.0,160900000,1.58,9095600000.0,160900000,160900000,3871400000.0,1269500000.0,147900000.0,85800000.0,373900000.0,944200000.0,917100000.0,17400000.0,-10700000.0,3134900000.0,-5800000.0,1025600000.0,1891800000.0,113900000.0,,522900000.0,-58900000.0,-45800000.0,111700000.0,261900000.0,238400000.0,1.58,111700000.0,111700000.0,5224200000.0,0.0,105300000.0,77500000.0,-281900000.0,-200000.0,75400000.0,16800000.0,-48400000.0,288000000.0,-350100000.0,-985900000.0,900000.0,101800825.0,2973900000.0,-4000000.0,1323300000.0,-109500000.0,,,427700000.0,6400000.0,261000000,189800000.0,,232300000.0,211300000.0,318300000,1323300000.0,,,3800000.0,,,
2015-04-30,1022600000.0,2052300000.0,-65000000.0,1159200000.0,79000000.0,179400000.0,109577740.0,288200000.0,8773100000.0,14830300000.0,,1447100000,136000000.0,-90300000,-0.82,16882600000.0,-90300000,-90300000,9795700000.0,2828200000.0,191900000.0,333000000.0,430100000.0,1163600000.0,1016500000.0,104900000.0,-18100000.0,6009800000.0,-36800000.0,2473300000.0,5944900000.0,41800000.0,,430600000.0,-1342700000.0,-36300000.0,125600000.0,320800000.0,-129800000.0,-0.82,125600000.0,125600000.0,7086900000.0,0.0,111700000.0,-39500000.0,-4131900000.0,-1240000000.0,87100000.0,29500000.0,-85600000.0,226000000.0,1141600000.0,-1020800000.0,33200000.0,109568885.0,6950300000.0,-9000000.0,1678300000.0,-109800000.0,0.0,,221600000.0,13900000.0,109800000,393800000.0,,402800000.0,55600000.0,-21300000,1678300000.0,,,7600000.0,,,
2015-07-31,1059100000.0,2025500000.0,-76400000.0,1214000000.0,108700000.0,15000000.0,119634958.0,387600000.0,8569300000.0,14732900000.0,,1952000000,252100000.0,136400000,1.14,16758400000.0,136400000,136400000,9628400000.0,2874600000.0,183000000.0,233200000.0,507900000.0,1150800000.0,1223300000.0,113500000.0,7000000.0,6001400000.0,-22800000.0,2522200000.0,5694700000.0,8400000.0,,728700000.0,-38100000.0,-16700000.0,133600000.0,438700000.0,222800000.0,1.14,133600000.0,133600000.0,7130000000.0,0.0,125600000.0,86400000.0,-250000000.0,7900000.0,-80800000.0,44400000.0,-53000000.0,302600000.0,-254300000.0,-1069600000.0,2400000.0,119621753.0,6891700000.0,-6900000.0,1656800000.0,-130900000.0,,,305100000.0,8000000.0,290000000,409400000.0,,347100000.0,36900000.0,375900000,1656800000.0,,,7700000.0,,,
2015-10-31,1132700000.0,2006000000.0,-80100000.0,1309900000.0,107700000.0,26700000.0,119680574.0,389800000.0,8328900000.0,14688800000.0,,2077700000,211000000.0,176000000,1.47,16694800000.0,176000000,176000000,9461600000.0,2834400000.0,186400000.0,210200000.0,605400000.0,1051400000.0,1290400000.0,140500000.0,6300000.0,6001700000.0,-32200000.0,2477300000.0,5494500000.0,99200000.0,,787300000.0,-57900000.0,14100000.0,139000000.0,442900000.0,269600000.0,1.47,139000000.0,139000000.0,7233200000.0,0.0,133600000.0,93600000.0,-200000000.0,0.0,-97700000.0,42600000.0,-64400000.0,370000000.0,-213100000.0,-1114800000.0,100000.0,119670298.0,6839200000.0,-500000.0,1661500000.0,-128800000.0,,,275400000.0,5400000.0,344400000,421300000.0,,341400000.0,-44100000.0,419900000,1661500000.0,,,8700000.0,,,
2016-01-31,1006000000.0,1798400000.0,-80000000.0,1415000000.0,107300000.0,-16400000.0,119734947.0,381100000.0,7950000000.0,14483100000.0,-16000000.0,1973900000,498900000.0,185300000,1.55,16281500000.0,185300000,185300000,8956000000.0,2803700000.0,199300000.0,212100000.0,503800000.0,942000000.0,1210100000.0,145300000.0,-7600000.0,5944900000.0,-40800000.0,2461800000.0,5146300000.0,84500000.0,,763800000.0,126700000.0,95900000.0,140500000.0,404100000.0,275300000.0,1.55,140500000.0,140500000.0,7325500000.0,0.0,139000000.0,90000000.0,-582000000.0,-16000000.0,99500000.0,43600000.0,-43400000.0,138000000.0,-662300000.0,-1132800000.0,100000.0,119682362.0,6715000000.0,-400000.0,1623900000.0,-146800000.0,,,542300000.0,1500000.0,359700000,497000000.0,,371000000.0,280300000.0,426200000,1623900000.0,,,10500000.0,,,
2016-04-30,1213000000.0,1573400000.0,-80100000.0,1267700000.0,106400000.0,-7800000.0,118845157.0,351800000.0,7762600000.0,14410700000.0,0.0,1807600000,294900000.0,191000000,1.61,15984100000.0,191000000,191000000,8975600000.0,2616600000.0,197500000.0,114100000.0,450100000.0,899400000.0,1119600000.0,112300000.0,27800000.0,6091100000.0,-36400000.0,2230300000.0,5146000000.0,48000000.0,,688000000.0,-9000000.0,-44800000.0,109800000.0,400900000.0,210200000.0,1.61,109800000.0,109800000.0,7008500000.0,0.0,140500000.0,19200000.0,0.0,0.0,57100000.0,40500000.0,-40600000.0,284000000.0,-366500000.0,-1176600000.0,900000.0,118755584.0,6494400000.0,-433300000.0,1627700000.0,-148400000.0,,,335500000.0,-30700000.0,287100000,469600000.0,-95200000.0,459400000.0,137800000.0,357100000,1627700000.0,,,7700000.0,,,
2016-07-31,1288400000.0,1740700000.0,-77800000.0,1343500000.0,105700000.0,49000000.0,116475496.0,356000000.0,7677500000.0,14321100000.0,,1815800000,188700000.0,170000000,1.46,16061800000.0,170000000,170000000,8965900000.0,2631800000.0,197500000.0,93500000.0,523000000.0,1014600000.0,1093100000.0,176300000.0,-12300000.0,6084600000.0,-21100000.0,2245100000.0,5045700000.0,-117300000.0,,722700000.0,-62500000.0,52900000.0,109600000.0,406700000.0,253400000.0,1.46,109600000.0,109600000.0,7095900000.0,0.0,109800000.0,83400000.0,-100000000.0,0.0,-74300000.0,41500000.0,-50200000.0,306000000.0,-173200000.0,-1225400000.0,700000.0,116334440.0,6440500000.0,-18100000.0,1598500000.0,-145900000.0,,,238900000.0,-200000.0,316000000,530400000.0,,452000000.0,-93600000.0,400600000,1598500000.0,,,8100000.0,,,
2016-10-31,1306300000.0,1805200000.0,-87100000.0,1433400000.0,104800000.0,-22900000.0,116553240.0,363100000.0,7571800000.0,14253000000.0,,1913900000,102600000.0,177300000,1.52,16058200000.0,177300000,177300000,8878100000.0,2626400000.0,199000000.0,137200000.0,517800000.0,1028400000.0,1171000000.0,180000000.0,-400000.0,6080000000.0,-23400000.0,2245000000.0,4945400000.0,-15400000.0,,742900000.0,-33800000.0,-35100000.0,121800000.0,413000000.0,265500000.0,1.52,121800000.0,121800000.0,7180100000.0,0.0,109600000.0,88200000.0,-100000000.0,0.0,4400000.0,41000000.0,-33800000.0,406000000.0,-87900000.0,-1274000000.0,-100000.0,116429632.0,6387300000.0,-700000.0,1586700000.0,-156100000.0,,,136400000.0,12200000.0,329900000,464500000.0,,435800000.0,-129800000.0,411300000,1586700000.0,,,7000000.0,,,
2017-01-31,997200000.0,1690900000.0,-87200000.0,1480700000.0,104300000.0,22500000.0,116508644.0,337200000.0,7572600000.0,14120800000.0,0.0,1878800000,366900000.0,134600000,1.16,15811700000.0,134600000,134600000,8569800000.0,2627600000.0,199800000.0,134300000.0,421400000.0,995600000.0,1155900000.0,147600000.0,800000.0,6084700000.0,-93500000.0,2246300000.0,4945000000.0,34100000.0,,722900000.0,-51800000.0,-34700000.0,139600000.0,391500000.0,197600000.0,1.16,139600000.0,139600000.0,7241900000.0,0.0,121800000.0,63000000.0,-264000000.0,0.0,96900000.0,40300000.0,-52600000.0,142000000.0,-351300000.0,-1326200000.0,100000.0,116435288.0,6262000000.0,-200000.0,1574300000.0,-146400000.0,,,419500000.0,17800000.0,331400000,426700000.0,,428500000.0,77800000.0,342200000,1574300000.0,,,6900000.0,,,
2017-04-30,1832600000.0,1641800000.0,-87200000.0,1240500000.0,104200000.0,-20600000.0,114906128.0,334400000.0,6956900000.0,13997900000.0,0.0,1783800000,208400000.0,110400000,0.96,15639700000.0,110400000,110400000,8789500000.0,2511400000.0,153400000.0,130600000.0,438700000.0,905700000.0,1137000000.0,106000000.0,-26500000.0,6077100000.0,-62100000.0,2167000000.0,4445500000.0,88200000.0,,646800000.0,-41600000.0,-20800000.0,166800000.0,382500000.0,161900000.0,0.96,166800000.0,166800000.0,6850200000.0,0.0,139600000.0,51500000.0,0.0,0.0,-18100000.0,40300000.0,-55800000.0,953000000.0,-193700000.0,-1364200000.0,100000.0,114816602.0,6149900000.0,-418600000.0,1617500000.0,-143400000.0,40600000.0,,264200000.0,27200000.0,264300000,402400000.0,-79400000.0,477200000.0,114300000.0,306400000,1617500000.0,,,0.0,,,
2017-07-31,1750900000.0,1692100000.0,-84900000.0,1277800000.0,106000000.0,5900000.0,113600000.0,350200000.0,6958800000.0,13949500000.0,,1748900000,234700000.0,126800000,1.12,15641600000.0,126800000,126800000,8709700000.0,2514000000.0,157400000.0,93900000.0,433700000.0,981300000.0,1086800000.0,162400000.0,31500000.0,6092100000.0,-29900000.0,2170100000.0,4444800000.0,-71200000.0,,662100000.0,-38100000.0,87800000.0,183200000.0,401200000.0,189000000.0,1.12,183200000.0,183200000.0,6931900000.0,0.0,166800000.0,62200000.0,-170100000.0,,7300000.0,42000000.0,-69600000.0,783200000.0,-260100000.0,-1416900000.0,1500000.0,113500000.0,6104300000.0,-6600000.0,1595700000.0,-106700000.0,,,304300000.0,16400000.0,260900000,490100000.0,,477600000.0,59800000.0,337000000,1595700000.0,,,6600000.0,,,
2017-10-31,1854500000.0,1785800000.0,-88500000.0,1383800000.0,102200000.0,21100000.0,113600000.0,360900000.0,6811200000.0,13916200000.0,,1923600000,69900000.0,194600000,1.71,15702000000.0,194600000,194600000,8665700000.0,2517100000.0,162900000.0,112200000.0,481600000.0,1011700000.0,1168600000.0,138200000.0,-7800000.0,6086500000.0,-7000000.0,2172200000.0,4294100000.0,-32400000.0,,755000000.0,-68200000.0,-29800000.0,180300000.0,414600000.0,291800000.0,1.71,180300000.0,180300000.0,7036300000.0,0.0,183200000.0,97200000.0,-150000000.0,,-48800000.0,41600000.0,-60400000.0,963500000.0,-61100000.0,-1462000000.0,-2600000.0,113600000.0,6051100000.0,-100000.0,1615700000.0,-113700000.0,,,130300000.0,-2900000.0,340400000,383600000.0,,507400000.0,-193700000.0,435600000,1615700000.0,,,6100000.0,,,
2018-01-31,1089900000.0,1609900000.0,-88000000.0,2126700000.0,103700000.0,25700000.0,113600000.0,331900000.0,6435100000.0,13719300000.0,,1903300000,388700000.0,831300000,7.32,15329200000.0,831300000,831300000,7525000000.0,1746600000.0,165400000.0,91900000.0,422700000.0,909100000.0,1174800000.0,117300000.0,5900000.0,5949400000.0,-186100000.0,1380600000.0,4688500000.0,105200000.0,,728500000.0,-65500000.0,-30400000.0,186200000.0,383500000.0,116000000.0,7.32,186200000.0,186200000.0,7804200000.0,0.0,180300000.0,-715300000.0,-1110300000.0,,60100000.0,43100000.0,-80300000.0,254000000.0,-404000000.0,-1496100000.0,-5100000.0,113600000.0,5970800000.0,-200000.0,1633700000.0,-91100000.0,,,469000000.0,5900000.0,345000000,364700000.0,-791900000.0,471200000.0,147800000.0,448700000,1633700000.0,,,4100000.0,,,
2018-04-30,1033800000.0,1555000000.0,-88900000.0,2239200000.0,101200000.0,-59500000.0,113600000.0,327800000.0,6376300000.0,13746200000.0,,1781300000,202800000.0,185900000,1.64,15301200000.0,185900000,185900000,7410100000.0,1688300000.0,158400000.0,122400000.0,385600000.0,854400000.0,1090800000.0,101600000.0,1300000.0,5942200000.0,-300000.0,1377200000.0,4688000000.0,52400000.0,,690500000.0,-105800000.0,11900000.0,192600000.0,378600000.0,264200000.0,1.64,192600000.0,192600000.0,7891100000.0,0.0,186200000.0,78300000.0,-110000000.0,,36100000.0,47400000.0,-111600000.0,144000000.0,-196800000.0,-1527200000.0,2200000.0,113600000.0,5916500000.0,-100000.0,1729100000.0,-116700000.0,0.0,,314400000.0,6400000.0,311900000,377700000.0,-11500000.0,512100000.0,105600000.0,412800000,1729100000.0,,,-1400000.0,,,
2018-07-31,1544000000.0,1805800000.0,-88400000.0,2275600000.0,111900000.0,-400000.0,113700000.0,383300000.0,8038200000.0,15707200000.0,,1902500000,141700000.0,133000000,1.17,17513000000.0,133000000,133000000,9582200000.0,1853300000.0,162300000.0,92200000.0,504200000.0,1017400000.0,1224300000.0,141600000.0,-25200000.0,6621900000.0,-7900000.0,1550200000.0,6184900000.0,-65700000.0,,678200000.0,-2031500000.0,53400000.0,192000000.0,443600000.0,173100000.0,1.17,192000000.0,192000000.0,7930800000.0,0.0,192600000.0,40100000.0,,-1905000000.0,-52700000.0,53600000.0,-101300000.0,530000000.0,1790500000.0,-1568400000.0,-2400000.0,113700000.0,7095100000.0,-4700000.0,1827900000.0,-118800000.0,,,243000000.0,-600000.0,234600000,481900000.0,,532100000.0,-6100000.0,338600000,1827900000.0,,,4600000.0,,,
2018-10-31,1434500000.0,1787200000.0,-96500000.0,2367600000.0,111200000.0,-500000.0,113200000.0,382400000.0,7709700000.0,15387000000.0,,2021500000,125100000.0,187500000,1.66,17174200000.0,188500000,188500000,9144200000.0,299300000.0,168100000.0,87900000.0,561900000.0,966200000.0,1250200000.0,119200000.0,16300000.0,6474700000.0,-32900000.0,1525300000.0,5885100000.0,5300000.0,,771300000.0,312600000.0,14400000.0,171200000.0,415400000.0,269400000.0,1.66,171200000.0,171200000.0,8030000000.0,0.0,192000000.0,80900000.0,,2000000.0,-58500000.0,53600000.0,-77800000.0,390000000.0,-534300000.0,-1524300000.0,2500000.0,113200000.0,6925500000.0,-300000.0,3343000000.0,-116400000.0,,,202900000.0,-20800000.0,355900000,372900000.0,,552400000.0,-75600000.0,434200000,1818700000.0,,,5900000.0,,,
2019-01-31,1816400000.0,1726200000.0,-96500000.0,2392600000.0,110900000.0,16200000.0,113800000.0,373100000.0,7089600000.0,15201400000.0,,2011900000,333000000.0,121400000,1.07,16927600000.0,121400000,121400000,8906000000.0,1803800000.0,155600000.0,92400000.0,502600000.0,924700000.0,1238100000.0,117100000.0,-15200000.0,6438900000.0,-134800000.0,1449600000.0,5285800000.0,41600000.0,,773800000.0,-103900000.0,-13700000.0,206500000.0,430200000.0,157200000.0,1.07,206500000.0,206500000.0,8021600000.0,0.0,171200000.0,35800000.0,-300000000.0,-700000.0,59800000.0,51600000.0,-88100000.0,803300000.0,-282600000.0,-1575000000.0,100000.0,113800000.0,6759000000.0,-200000.0,1847900000.0,-153300000.0,,,421100000.0,35300000.0,343600000,493500000.0,0.0,519600000.0,79300000.0,319700000,1847900000.0,,,6000000.0,,,
2019-04-30,2341500000.0,1625200000.0,-96500000.0,2367600000.0,112300000.0,-11800000.0,113800000.0,369800000.0,6399300000.0,15086100000.0,,1902100000,181600000.0,71500000,0.63,16711300000.0,71500000,71500000,8740800000.0,1713000000.0,144000000.0,109800000.0,503800000.0,910300000.0,1209700000.0,142700000.0,-7500000.0,6310900000.0,-112700000.0,1398600000.0,4686300000.0,13500000.0,,692400000.0,-101400000.0,48500000.0,101300000.0,428700000.0,101900000.0,0.63,101300000.0,101300000.0,7970500000.0,0.0,206500000.0,30400000.0,-178000000.0,-1900000.0,-1600000.0,49100000.0,-92600000.0,1224500000.0,-274600000.0,-1619700000.0,100000.0,113700000.0,6718800000.0,-200000.0,1912400000.0,-181800000.0,,,274200000.0,-105200000.0,263700000,526000000.0,-93500000.0,591000000.0,102100000.0,263300000,1912400000.0,,,4200000.0,,,
2019-07-31,2290800000.0,1613500000.0,-96500000.0,2421900000.0,109600000.0,-8000000.0,113300000.0,380500000.0,6493100000.0,15178100000.0,,1778900000,148500000.0,153800000,1.36,16791600000.0,154600000,154600000,8783900000.0,307700000.0,145300000.0,77700000.0,473700000.0,1013300000.0,1079300000.0,205300000.0,20900000.0,6313300000.0,-4800000.0,1387200000.0,4685300000.0,-102100000.0,,699600000.0,-52100000.0,-61000000.0,48800000.0,438700000.0,206700000.0,1.36,48800000.0,48800000.0,8007700000.0,0.0,101300000.0,52100000.0,,0.0,30400000.0,49400000.0,-73000000.0,1094900000.0,-222600000.0,-1648600000.0,-200000.0,113200000.0,6661100000.0,-2900000.0,3707000000.0,-216700000.0,,,221500000.0,-52500000.0,260900000,444300000.0,,503100000.0,-40900000.0,365700000,2058400000.0,,,6200000.0,,,
2019-10-31,2310100000.0,1659200000.0,-100100000.0,2533000000.0,111400000.0,8100000.0,114100000.0,361500000.0,6385600000.0,15131800000.0,,1957800000,160600000.0,211200000,1.85,16791000000.0,211200000,211200000,8695700000.0,1801100000.0,300000000.0,74700000.0,522400000.0,1013300000.0,1203800000.0,214200000.0,11300000.0,6313600000.0,-4900000.0,1377600000.0,4584500000.0,100000.0,,754000000.0,-52100000.0,19700000.0,48800000.0,420900000.0,279100000.0,1.85,48800000.0,48800000.0,8095300000.0,0.0,48800000.0,67900000.0,-100000000.0,0.0,-48600000.0,49100000.0,-63400000.0,1127400000.0,-172600000.0,-1687100000.0,1000000.0,114100000.0,6602700000.0,-600000.0,3755800000.0,-248400000.0,,,224000000.0,0.0,333100000,660900000.0,,521800000.0,-114200000.0,439600000,1915500000.0,,,7500000.0,,,
