date,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,quarterlyOperatingExpense,quarterlyCapitalStock,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyGoodwill,quarterlyCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyBasicAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedEPS,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid
2014-06-30,3300000.0,,-6000000.0,75300000.0,45700000,45700000,100000,300000.0,99600000,-600000.0,0.0,-1000000.0,,49500000,2300000.0,61300000,200000.0,3400000.0,-4700000.0,-0.08,-200000,-2000000,,7000000.0,,14800000,-4000000,6200000,1600000,-5800000,58800000.0,,,26000000,13200000.0,0.0,2200000,11800000.0,-1000000.0,3800000,-3900000,-493900000,1900000,4500000,2200000,30900000,35600000,3200000.0,105500000,139700000,-6000000,34200000,75000000.0,1000000.0,-3400000.0,39900000.0,4500000.0,0.0,1700000,40100000,-6000000,-6000000,-0.09,0.0,49500000,-4000000,11600000.0,-2800000.0,,3500000.0,18900000.0,24400000,28600000.0,,,,
2014-09-30,3100000.0,,-5200000.0,76100000.0,49500000,52200000,100000,600000.0,115000000,-500000.0,0.0,-1000000.0,,63200000,2300000.0,74900000,200000.0,3800000.0,-2800000.0,-0.07,-100000,1400000,,7900000.0,,18500000,-3700000,11400000,6100000,-5000000,69000000.0,,,28000000,13800000.0,500000.0,6600000,11700000.0,-800000.0,13700000,-2800000,-499100000,2200000,3800000,7700000,33700000,40600000,3200000.0,123400000,159400000,-5200000,36000000,75800000.0,900000.0,-3900000.0,47200000.0,1700000.0,0.0,1700000,44400000,-5200000,-5200000,-0.08,0.0,63200000,-3800000,14300000.0,-2700000.0,,2900000.0,21800000.0,28300000,31400000.0,,,,
2014-12-31,2700000.0,,1400000.0,81700000.0,63200000,57800000,100000,700000.0,140200000,-600000.0,0.0,-1000000.0,-32800000.0,71800000,2300000.0,83600000,200000.0,3400000.0,-11000000.0,0.02,-100000,-10300000,,9900000.0,,21600000,-4600000,8400000,4900000,1600000,84300000.0,64000000.0,100000.0,31200000,14300000.0,0.0,5500000,11800000.0,500000.0,8600000,4000000,-497800000,2400000,3800000,3800000,36200000,40600000,3200000.0,145900000,184600000,1300000,38700000,76800000.0,1500000.0,-3500000.0,59400000.0,2200000.0,0.0,1600000,44400000,1300000,1300000,0.02,0.0,71800000,-4700000,16000000.0,-1700000.0,,2300000.0,24900000.0,24600000,42400000.0,,,,
2015-03-31,2600000.0,,-12900000.0,77800000.0,71800000,59200000,100000,1300000.0,148600000,-600000.0,0.0,-1000000.0,,54200000,2400000.0,83800000,200000.0,4700000.0,2200000.0,-0.17,-300000,-2400000,,10900000.0,,19800000,-8000000,3400000,4900000,-12700000,72800000.0,,,35700000,15900000.0,0.0,5500000,29600000.0,100000.0,-17600000,-10300000,-510700000,2400000,3700000,-4600000,39400000,37000000,3200000.0,146200000,189300000,-12900000,43100000,77800000.0,2000000.0,-22600000.0,46500000.0,1600000.0,0.0,1600000,40700000,-12900000,-12900000,-0.17,0.0,54200000,-25900000,18400000.0,-2400000.0,,1700000.0,26300000.0,20600000,40200000.0,,,,
2015-06-30,2500000.0,,-3700000.0,79600000.0,54200000,69600000,100000,800000.0,170700000,-600000.0,-500000.0,-700000.0,,67700000,2400000.0,97500000,100000.0,4500000.0,-5300000.0,-0.05,-300000,-3300000,,11700000.0,,24400000,-6300000,16400000,4300000,-3600000,93200000.0,,,40600000,20700000.0,0.0,4900000,29800000.0,0.0,13500000,-1000000,-514400000,2600000,3500000,10100000,45200000,44200000,3700000.0,170400000,218400000,-3700000,48000000,79600000.0,2400000.0,-4900000.0,66000000.0,2100000.0,0.0,1200000,47700000,-3700000,-3700000,-0.05,0.0,67700000,-7200000,22400000.0,-4000000.0,,1100000.0,27200000.0,27500000,45500000.0,,,,
2015-09-30,2400000.0,0.0,-42500000.0,80500000.0,67700000,117100000,100000,1600000.0,193300000,-500000.0,0.0,0.0,,85300000,2500000.0,113300000,100000.0,9600000.0,-10300000.0,-0.53,-300000,-1700000,,16700000.0,,64800000,-7400000,17900000,5400000,-42400000,105200000.0,,,46600000,22600000.0,0.0,5900000,28000000.0,36600000.0,17600000,-39700000,-556900000,2700000,4600000,10500000,52300000,58800000,3700000.0,203700000,256700000,-42500000,53000000,80500000.0,4200000.0,-7900000.0,74700000.0,9100000.0,0.0,300000,63400000,-42500000,-42500000,-0.53,0.0,85300000,-5700000,30600000.0,-8200000.0,,400000.0,30500000.0,35500000,55800000.0,,,,
2015-12-31,2200000.0,0.0,1600000.0,85000000.0,85300000,89600000,100000,800000.0,221200000,-600000.0,0.0,0.0,-38200000.0,86100000,2300000.0,115200000,0.0,8700000.0,-18300000.0,0.02,-300000,-17000000,,19000000.0,,28500000,-11600000,11300000,2200000,1600000,130800000.0,92900000.0,100000.0,54700000,23500000.0,0.0,2800000,29100000.0,500000.0,800000,4700000,-555400000,3100000,3900000,-300000,61100000,66900000,3700000.0,231300000,292000000,1500000,60700000,81400000.0,3900000.0,-9800000.0,91200000.0,5000000.0,0.0,100000,70800000,1500000,1500000,0.02,0.0,86100000,-12700000,35200000.0,-4600000.0,,0.0,39600000.0,40600000,74100000.0,,,,
2016-03-31,2000000.0,,-19200000.0,82100000.0,86100000,94300000,100000,600000.0,231200000,-600000.0,0.0,0.0,,77900000,1700000.0,106500000,100000.0,11100000.0,6800000.0,-0.23,-300000,-9600000,,21500000.0,,32200000,-11500000,-200000,3200000,-19200000,116200000.0,,,65900000,25100000.0,0.0,3800000,28600000.0,25200000.0,-8200000,-15700000,-574600000,3400000,4100000,-11700000,62100000,64100000,3700000.0,227400000,299400000,-19200000,72000000,82100000.0,4100000.0,-10800000.0,75100000.0,3700000.0,0.0,400000,68200000,-19200000,-19200000,-0.23,0.0,77900000,-11200000,46100000.0,-10900000.0,,,41100000.0,37400000,67300000.0,,,,
2016-06-30,1800000.0,,-20100000.0,83600000.0,77900000,105600000,100000,700000.0,246400000,-1700000.0,400000.0,0.0,,87500000,0.0,115600000,100000.0,10600000.0,-6000000.0,-0.24,-700000,8800000,,22400000.0,4300000.0,36300000,-10500000,20100000,-700000,-20100000,137300000.0,,100000.0,77000000,27600000.0,5200000.0,1000000,28100000.0,27600000.0,9600000,-16100000,-594800000,3900000,12500000,9600000,69300000,73900000,11800000.0,241000000,332800000,-20200000,91800000,83600000.0,2200000.0,-10100000.0,85500000.0,5600000.0,0.0,1200000,86400000,-20200000,-20200000,-0.24,0.0,87500000,-9600000,42900000.0,3700000.0,,,51800000.0,47500000,73800000.0,,,,
2016-09-30,1600000.0,0.0,-18600000.0,84100000.0,87500000,119600000,100000,500000.0,261800000,0.0,0.0,0.0,,97700000,0.0,127300000,200000.0,7500000.0,-3000000.0,-0.22,-700000,8100000,,26300000.0,5200000.0,43900000,-16100000,23000000,5100000,-18500000,148600000.0,,200000.0,88400000,29000000.0,0.0,5100000,29600000.0,29200000.0,10200000,-14300000,-613600000,4100000,14000000,6900000,75700000,86100000,11800000.0,258600000,361900000,-18800000,103300000,84100000.0,2800000.0,-9200000.0,101100000.0,9300000.0,0.0,1500000,100100000,-18800000,-18800000,-0.22,0.0,97700000,-17800000,44700000.0,-1700000.0,,,47500000.0,55600000,76800000.0,,,,
2016-12-31,200000.0,-100000.0,-7000000.0,84600000.0,97700000,122800000,100000,900000.0,283800000,0.0,0.0,0.0,-47200000.0,94500000,0.0,123700000,300000.0,9500000.0,-25000000.0,-0.09,-1000000,-13600000,,24500000.0,,43700000,-17600000,13300000,500000,-6100000,171200000.0,156600000.0,400000.0,109400000,29100000.0,0.0,500000,29200000.0,900000.0,-3200000,-3100000,-621000000,3600000,16600000,-4300000,79100000,102400000,11300000.0,280000000,402800000,-7400000,122800000,84600000.0,16600000.0,-9100000.0,116700000.0,2500000.0,0.0,1900000,119000000,-7400000,-7400000,-0.09,-700000.0,94500000,-17300000,45400000.0,-900000.0,,,54500000.0,70000000,101700000.0,,,,
2017-03-31,,,-40300000.0,85200000.0,94500000,134500000,100000,1200000.0,277800000,0.0,0.0,0.0,,153500000,75000000.0,181100000,500000.0,8900000.0,15800000.0,-0.49,-1300000,7300000,,17900000.0,8500000.0,48100000,-22900000,300000,80300000,-40400000,142300000.0,,1400000.0,123400000,30600000.0,0.0,5300000,27600000.0,400000.0,59000000,-36100000,-663300000,3700000,17700000,-22600000,86400000,171700000,11400000.0,330500000,467200000,-41700000,136700000,85200000.0,2500000.0,-7400000.0,94100000.0,2100000.0,0.0,1900000,189400000,-41700000,-41700000,-0.49,400000.0,153500000,-21400000,46500000.0,-1000000.0,,,48200000.0,69800000,85900000.0,,,,
2017-06-30,,,-14400000.0,87400000.0,153500000,131100000,100000,1500000.0,353700000,-75000000.0,0.0,0.0,-48700000.0,395900000,,496600000,3100000.0,10700000.0,-15300000.0,0.03,-1600000,-8500000,,16800000.0,8900000.0,45300000,-12000000,14300000,314400000,-13600000,170600000.0,173700000.0,-17300000.0,125000000,25300000.0,0.0,400000,100700000.0,7800000.0,242400000,-7400000,-660400000,3900000,336800000,2300000,85800000,105100000,11900000.0,656800000,795600000,2900000,138800000,86400000.0,700000.0,-84000000.0,117500000.0,-300000.0,0.0,1900000,441900000,2900000,2900000,0.03,1800000.0,395900000,-85300000,42800000.0,3800000.0,,320500000.0,53100000.0,73200000,101700000.0,,,,
2017-09-30,,0.0,-2500000.0,86700000.0,395900000,127500000,100000,2300000.0,384000000,0.0,0.0,0.0,-52300000.0,402100000,,525800000,4500000.0,27400000.0,-8700000.0,-0.02,-2200000,8900000,-1100000.0,23300000.0,8800000.0,43300000,-13500000,36200000,4300000,-500000,184600000.0,188400000.0,-500000.0,136100000,25400000.0,0.0,4300000,123700000.0,700000.0,6200000,6300000,-662400000,4300000,340700000,22700000,84200000,118200000,12000000.0,692900000,842900000,-2000000,150000000,86700000.0,1200000.0,-50500000.0,127000000.0,10700000.0,0.0,1900000,458900000,-2000000,-2000000,-0.02,1300000.0,402100000,-36600000,43300000.0,-600000.0,,324000000.0,57600000.0,82000000,110500000.0,,,,
2017-12-31,,,8600000.0,86900000.0,402100000,141500000,100000,3200000.0,419400000,0.0,0.0,0.0,-54800000.0,441500000,,548600000,4700000.0,46400000.0,-23600000.0,-0.11,-2600000,-5100000,,46700000.0,8700000.0,48700000,-17600000,41200000,100000,12000000,221000000.0,200400000.0,18000000.0,145600000,24900000.0,0.0,100000,107100000.0,8400000.0,39400000,17500000,-671800000,4200000,345800000,23600000,92800000,138900000,12100000.0,744700000,904100000,-9400000,159400000,86900000.0,2800000.0,-29900000.0,153500000.0,8600000.0,0.0,1700000,484700000,-9400000,-9400000,-0.11,-100000.0,441500000,-1100000,45200000.0,-1800000.0,,327600000.0,67500000.0,78900000,134300000.0,,,,
2018-03-31,,-1000000.0,-24000000.0,87300000.0,441500000,149600000,100000,2900000.0,421700000,,,,-58900000.0,420400000,,533900000,4800000.0,32900000.0,10700000.0,-0.28,-4900000,-10200000,,38900000.0,8500000.0,44800000,-15300000,-8700000,4200000,-30700000,184400000.0,211300000.0,200000.0,152400000,24600000.0,,4200000,113500000.0,2500000.0,-20800000,-13200000,-696000000,6000000,350000000,-24000000,104800000,125100000,12300000.0,729300000,896800000,-24200000,167500000,87300000.0,2800000.0,-32000000.0,118900000.0,2200000.0,,2800000,475100000,-24200000,-24200000,-0.28,10000000.0,420700000,-15400000,51600000.0,-6400000.0,,331300000.0,65500000.0,74500000,123900000.0,,,,
2018-06-30,,0.0,29600000.0,89400000.0,420700000,158500000,100000,6800000.0,482100000,,,,-65500000.0,300200000,,606100000,4800000.0,42500000.0,-38800000.0,0.34,-1300000,12200000,,59900000.0,8100000.0,47200000,-10300000,41400000,-800000,-4900000,242500000.0,222300000.0,-600000.0,156800000,25600000.0,,1000000,305900000.0,9400000.0,-120200000,41100000,-665800000,6700000,354600000,31100000,111300000,170800000,11900000.0,836000000,1007500000,30200000,171500000,88200000.0,4200000.0,-192100000.0,153600000.0,30700000.0,,2800000,525400000,30200000,30200000,0.34,37100000.0,300500000,-159900000,46200000.0,5400000.0,,335000000.0,88900000.0,88700000,162000000.0,,,,
2018-09-30,,-11300000.0,44800000.0,90300000.0,300500000,154700000,100000,3500000.0,562200000,0.0,,,-72300000.0,367400000,,668700000,4900000.0,155600000.0,-8100000.0,0.53,-300000,6000000,,57700000.0,7500000.0,50100000,-23800000,56800000,5400000,13900000,266700000.0,241900000.0,-1800000.0,169600000,27100000.0,,5400000,301300000.0,4100000.0,67200000,57500000,-619200000,7800000,358200000,33000000,104600000,193900000,18400000.0,914100000,1114300000,46600000,200200000,88500000.0,4600000.0,-115900000.0,168600000.0,17300000.0,0.0,12200000,552100000,46600000,46600000,0.52,33300000.0,367700000,4600000,55200000.0,-9000000.0,,338800000.0,98100000.0,114400000,169800000.0,,,,
2018-12-31,,0.0,-176900000.0,88700000.0,367700000,387400000,100000,2900000.0,663300000,0.0,,,-79800000.0,1137000000,,1385600000,8200000.0,161100000.0,-57000000.0,-2.03,1500000,-48900000,,75500000.0,,275300000,-17700000,33700000,701600000,-164600000,338000000.0,262900000.0,2800000.0,183100000,24600000.0,,200000,248600000.0,224300000.0,769400000,-160100000,-798900000,8600000,1030300000,16000000,112100000,222400000,18700000.0,1699500000,1916000000,-179700000,216500000,88700000.0,3300000.0,-112500000.0,222800000.0,6000000.0,-219000000.0,14700000,1252700000,-179700000,-179700000,-2.03,-300000.0,1137100000,30900000,70700000.0,-15500000.0,,1010300000.0,115200000.0,132300000,226700000.0,,,,
2019-03-31,,-1200000.0,-26600000.0,90300000.0,1137100000,183200000,100000,2700000.0,668600000,,,,-88400000.0,1285100000,,1358000000,14900000.0,222500000.0,21500000.0,-0.3,1600000,-12900000,,90300000.0,,59000000,-39300000,11800000,4900000,-14400000,280500000.0,337500000.0,300000.0,249100000,25000000.0,12300000.0,5000000,72900000.0,12500000.0,148600000,-1800000,-823700000,9900000,1070000000,-27500000,124200000,235400000,18600000.0,1690800000,1974000000,-26900000,283200000,90300000.0,2900000.0,-50700000.0,168800000.0,25500000.0,-100000.0,15500000,1305400000,-26900000,-26900000,-0.3,-4200000.0,1285700000,131300000,101100000.0,-30400000.0,,1022400000.0,111700000.0,116700000,204700000.0,,,,
2019-06-30,,0.0,-9300000.0,91100000.0,1285700000,207300000,100000,3500000.0,688300000,,,,-99000000.0,709200000,,1377500000,15000000.0,291300000.0,-12300000.0,-0.12,2000000,24200000,,97100000.0,,69000000,-46900000,64500000,-100000,-800000,336400000.0,388000000.0,1200000.0,289000000,29700000.0,,100000,668300000.0,9500000.0,-575900000,17300000,-834200000,11600000,1089400000,17600000,138300000,288200000,18700000.0,1744200000,2065900000,-10500000,321700000,91100000.0,2800000.0,-883800000.0,206500000.0,28400000.0,-200000.0,14000000,1377600000,-10500000,-10500000,-0.12,,709800000,-639400000,117900000.0,-16800000.0,,1034700000.0,129900000.0,155100000,217300000.0,,,,
2019-09-30,,0.0,45800000.0,92500000.0,709800000,190900000,100000,4300000.0,764300000,,,,-101600000.0,395600000,,1429900000,15100000.0,259200000.0,-18400000.0,0.5,1000000,-4200000,,101400000.0,,66700000,-49700000,94500000,6000000,56000000,396300000.0,437200000.0,0.0,335600000,24400000.0,,6800000,1034300000.0,15600000.0,-313700000,73800000,-788400000,12900000,1099000000,44800000,124200000,322400000,18400000.0,1815700000,2185700000,45800000,370000000,91300000.0,3100000.0,-622300000.0,246900000.0,24300000.0,-800000.0,16000000,1421400000,45800000,45800000,0.5,,396100000,-412800000,120400000.0,-2500000.0,,1047100000.0,149400000.0,180900000,234900000.0,,,,
