date,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyOtherNonCurrentAssets,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyNetPPE,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyBasicAverageShares,quarterlyDilutedEPS,quarterlyBasicEPS,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyGoodwill
2000-09-30,10781000.0,-7757000.0,,,,1223000.0,775731000.0,8555000,,2204000.0,-16439000.0,,-8000.0,385354000.0,83951000.0,,806000.0,8555000,8555000,,,,117800000.0,,,-17315000.0,3346000.0,-9411000.0,,3431000.0,,304000.0,2101000.0,,,,3844000.0,-207000.0,390377000.0,,,-30188000.0,-3404000.0,,1006000.0,3346000.0,3346000.0,6768000.0,259288000.0,16324000,-1694000.0,1220000.0,,,20168000,,12456000.0,-1675000.0,6104000.0,,,663737000.0,18528000,,137000.0,3391000.0,,1245000.0,,,,,,,,,
2000-12-31,10037000.0,-4853000.0,,,,1141000.0,761611000.0,12478000,,2342000.0,35740000.0,,10000.0,367710000.0,17150000.0,,-851000.0,12478000,12845000,,,,101700000.0,,,14944000.0,2190000.0,-9574000.0,,3214000.0,,305000.0,3346000.0,,,,4026000.0,-51760000.0,393901000.0,,,-37688000.0,-1050000.0,,3071000.0,2190000.0,2190000.0,6881000.0,258681000.0,16526000,-3484000.0,1077000.0,,,20552000,,11138000.0,-1101000.0,-27238000.0,,,638179000.0,18868000,,162000.0,-565000.0,,-1156000.0,,,,,,,,,
2001-03-31,13431000.0,-2853000.0,,,,1853000.0,765851000.0,11594000,,2208000.0,-21209000.0,,92000.0,369466000.0,14863000.0,,528000.0,11594000,11594000,,-1344000.0,,103500000.0,,,3872000.0,11454000.0,-9594000.0,,3103000.0,,305000.0,2190000.0,,,,4509000.0,91000.0,396385000.0,,,-19355000.0,-244000.0,,7001000.0,11454000.0,11454000.0,,258062000.0,16368000,699000.0,1228000.0,,,20877000,,13499000.0,-68000.0,-8107000.0,,,621320000.0,18576000,,150000.0,-1002000.0,,9264000.0,,,,,,,,,
2001-06-30,-318000.0,-2076000.0,,,,1724000.0,771419000.0,10385000,,2206000.0,-20382000.0,,-190000.0,373712000.0,18755000.0,,750000.0,10385000,10385000,,-865000.0,,107800000.0,,,-10385000.0,8099000.0,-9608000.0,,3201000.0,,305000.0,11454000.0,,,,4388000.0,-5048000.0,397707000.0,,,-20836000.0,-515000.0,,11011000.0,8099000.0,8099000.0,,257432000.0,15716000,1107000.0,1768000.0,,,20104000,,12876000.0,-13194000.0,-5846000.0,,,616986000.0,17922000,,188000.0,-822000.0,,-3355000.0,,,,,,,,,
2001-09-30,8705000.0,-4301000.0,,,,1536000.0,787414000.0,7473000,,2462000.0,-32246000.0,,-36000.0,390177000.0,15945000.0,,-853000.0,7473000,7473000,,-224000.0,,125800000.0,,,-16768000.0,9344000.0,-9698000.0,,3165000.0,-8414000.0,309000.0,8099000.0,,,,5703000.0,-610000.0,397237000.0,,,-12939000.0,-1188000.0,,16339000.0,9344000.0,9344000.0,6106000.0,256789000.0,13488000,-3482000.0,952000.0,,,19191000,,10109000.0,-1404000.0,7904000.0,,,615131000.0,15950000,,177000.0,3656000.0,,1245000.0,,,,,,,,,
2001-12-31,-3646000.0,-14527000.0,,,,1799000.0,1006628000.0,-489000,,2335000.0,-41051000.0,,-3248000.0,441988000.0,144220000.0,,-6368000.0,-489000,-489000,,958000.0,,107400000.0,,,-1141000.0,6974000.0,-9737000.0,,3133000.0,,50406000.0,9344000.0,,,,15184000.0,-5918000.0,564640000.0,,,-201915000.0,-3993000.0,,49844000.0,6974000.0,6974000.0,,327933000.0,5170000,-18129000.0,,,,20354000,,1524000.0,-5170000.0,-2753000.0,,,813552000.0,7505000,,60547000.0,17807000.0,,-2370000.0,,,,,,,,,
2002-03-31,-1286000.0,-15702000.0,,,,2264000.0,1008927000.0,11624000,,2941000.0,-31080000.0,,-29000.0,444598000.0,139771000.0,,-212000.0,12749000,11624000,,91000.0,,147312000.0,,,-6740000.0,4963000.0,-13784000.0,,3096000.0,,50406000.0,6974000.0,,,,5791000.0,-240000.0,564329000.0,,,-25939000.0,-394000.0,,37320000.0,4963000.0,4963000.0,6567000.0,290815000.0,18585000,-232000.0,,,,24376000,,15067000.0,-16353000.0,-10338000.0,,,823298000.0,21526000,,614000.0,-391000.0,,-2011000.0,,,,,,,,,
2002-06-30,-2198000.0,-15610000.0,,,,2728000.0,994646000.0,12632000,,2908000.0,-39236000.0,,33000.0,440444000.0,126364000.0,,891000.0,13512000,11960000,,1137000.0,,72800000.0,,,14680000.0,4218000.0,-13542000.0,,3435000.0,,44955000.0,4963000.0,,,,5920000.0,-7464000.0,554202000.0,,,-128923000.0,-160000.0,,61048000.0,4218000.0,4218000.0,6406000.0,347228000.0,17229000,1312000.0,,,,23149000,,15287000.0,-17485000.0,-30712000.0,,,820635000.0,20137000,,1507000.0,-2445000.0,,-745000.0,,,,,,,,,
2002-09-30,9583000.0,-20951000.0,,,,2136000.0,982567000.0,7573000,,2953000.0,-19212000.0,,1000.0,433258000.0,122115000.0,,-284000.0,8575000,10305000,,-1625000.0,,66500000.0,,,4694000.0,3566000.0,-13928000.0,,4295000.0,,44955000.0,4218000.0,,,,5307000.0,3429000.0,549309000.0,,,-22820000.0,-1847000.0,,21976000.0,3566000.0,3566000.0,6860000.0,346475000.0,18790000,-1234000.0,,,,24097000,,15638000.0,-6055000.0,-20984000.0,,,815271000.0,21743000,,263000.0,5344000.0,,-652000.0,,,,,,,,,
2002-12-31,9246000.0,-21657000.0,,,,2349000.0,954108000.0,12219000,,2940000.0,-31041000.0,,-9000.0,404967000.0,102633000.0,,203000.0,13222000,11488000,,1182000.0,,38900000.0,,,27349000.0,1737000.0,-13930000.0,,3560000.0,,44955000.0,3566000.0,,,,5634000.0,-7327000.0,549141000.0,,,-55993000.0,1170000.0,,65841000.0,1737000.0,1737000.0,6887000.0,345689000.0,17193000,1386000.0,,,,22827000,,12713000.0,-3467000.0,-41891000.0,,,811773000.0,20133000,,341000.0,-4835000.0,,-1829000.0,,,,,,,,,
2003-03-31,-10853000.0,-25431000.0,,,,2600000.0,955147000.0,9153000,,2952000.0,-28112000.0,,1000.0,409234000.0,106178000.0,,-13513000.0,10154000,9582000,,-1649000.0,,57700000.0,,,-279000.0,4851000.0,-13931000.0,,4390000.0,,44946000.0,1737000.0,,,,5833000.0,740000.0,545913000.0,,,-37209000.0,-375000.0,,24809000.0,4851000.0,4851000.0,6509000.0,344870000.0,17740000,-26111000.0,,,,23573000,,-996000.0,-9857000.0,4389000.0,,,806612000.0,20692000,,228000.0,12009000.0,,3114000.0,,,,,,,,,
2003-06-30,1847000.0,-27046000.0,,,,2641000.0,993741000.0,11342000,,3053000.0,-54621000.0,,-41000.0,448039000.0,121202000.0,,14081000.0,12344000,12492000,,1191000.0,,95800000.0,,,-50968000.0,3401000.0,-13957000.0,,3601000.0,,44947000.0,4851000.0,,,,5955000.0,-12762000.0,545702000.0,,,-38040000.0,-2263000.0,,40810000.0,3401000.0,3401000.0,6838000.0,344044000.0,18139000,23301000.0,,,,24094000,,26931000.0,-25084000.0,22587000.0,,,828112000.0,21192000,,825000.0,-11767000.0,,-1450000.0,,,,,,,,,
2003-09-30,-135093000.0,-27535000.0,,,,2561000.0,1150239000.0,14298000,,3515000.0,-68700000.0,,-5917000.0,484057000.0,141772000.0,,3181000.0,15384000,14306000,,1025000.0,,127700000.0,,,-151550000.0,4120000.0,-15874000.0,,4334000.0,,70003000.0,3401000.0,,,,6970000.0,-10344000.0,666182000.0,,,-97778000.0,-4311000.0,,67373000.0,4120000.0,4120000.0,6771000.0,343200000.0,20052000,-2407000.0,,,,27022000,,17094000.0,-152187000.0,135175000.0,,,966998000.0,23567000,,101844000.0,602000.0,,719000.0,,,,,,,,,
2003-12-31,-17312000.0,-28167000.0,,,,3687000.0,1208310000.0,14170000,,4049000.0,-89115000.0,,-729000.0,477556000.0,171371000.0,,-1018000.0,15591000,15537000,,5587000.0,,27800000.0,,,-54902000.0,4364000.0,-16222000.0,,3806000.0,,70041000.0,4120000.0,,,,11085000.0,1905000.0,730754000.0,,,-195675000.0,-2455000.0,,61024000.0,4364000.0,4364000.0,,437338000.0,17563000,-2585000.0,,,,28648000,,11290000.0,-28602000.0,43856000.0,,,990094000.0,21612000,,65682000.0,-5765000.0,,244000.0,,,,,,,,,
2004-03-31,-1963000.0,-29295000.0,,,,5912000.0,1267030000.0,14847000,,4265000.0,-34267000.0,,137000.0,515799000.0,102317000.0,,712000.0,16268000,15782000,,1253000.0,,43200000.0,,,-19181000.0,2613000.0,-17422000.0,,5122000.0,,70054000.0,5335000.0,-1068000.0,,14971000.0,13189000.0,1479000.0,750669000.0,,,-37142000.0,-2874000.0,-2228000.0,28671000.0,2613000.0,2613000.0,7731000.0,454691000.0,22702000,-5542000.0,,445000.0,,35891000,,13857000.0,-15820000.0,2602000.0,,-492000.0,1087997000.0,26967000,,5529000.0,-1579000.0,,-2722000.0,,,,,,,,,
2004-06-30,-37610000.0,-34485000.0,,,,5399000.0,1315655000.0,11314000,,4265000.0,-38800000.0,,3886000.0,562529000.0,126583000.0,,1460000.0,12735000,11854000,,1286000.0,,37300000.0,,,-17368000.0,10105000.0,-17950000.0,,4271000.0,,70059000.0,2613000.0,0.0,,10186000.0,16117000.0,3263000.0,752498000.0,,,-293002000.0,-28886000.0,,37847000.0,10105000.0,10105000.0,7746000.0,507273000.0,17143000,-24046000.0,,-255000.0,,33260000,,-5753000.0,-31857000.0,30613000.0,,-371000.0,1127289000.0,21408000,,3319000.0,1548000.0,,7492000.0,,,,,,,,,
2004-09-30,-2127000.0,-35778000.0,,,,5848000.0,1327832000.0,15585000,,5083000.0,-18200000.0,,26024000.0,573099000.0,121267000.0,,-1839000.0,17005000,13381000,,1155000.0,,28000000.0,,,-19985000.0,16921000.0,-18272000.0,,5436000.0,,70058000.0,10105000.0,0.0,,12926000.0,13157000.0,2982000.0,752796000.0,,,-57086000.0,8704000.0,,21921000.0,16921000.0,16921000.0,8594000.0,503931000.0,20282000,6865000.0,,1048000.0,,33439000,,30232000.0,-32359000.0,-3431000.0,,-642000.0,63521000.0,25365000,,1403000.0,231000.0,,6816000.0,,,,,,,,,
2004-12-31,-18073000.0,-35188000.0,,,,5845000.0,1300048000.0,17505000,,3785000.0,-31194000.0,,140000.0,541022000.0,74871000.0,,1798000.0,18926000,12258000,,0.0,,175068000.0,,702000.0,-2421000.0,1947000.0,-18311000.0,,4334000.0,,70061000.0,16921000.0,0.0,,10732000.0,13728000.0,3275000.0,756998000.0,,,-104183000.0,13335000.0,,67062000.0,1947000.0,1947000.0,8661000.0,323132000.0,18671000,15133000.0,,,,32399000,,36456000.0,-54529000.0,-49009000.0,,-718000.0,58049000.0,23002000,,2979000.0,-150000.0,,-14974000.0,,,,,,,,,
2005-03-31,-29456000.0,-27531000.0,,,,4813000.0,1321406000.0,25002000,,4586000.0,-628000.0,,12140000.0,554459000.0,70321000.0,,-347000.0,26004000,14578000,,469000.0,,33000000.0,111000.0,365000.0,-9399000.0,3149000.0,-18346000.0,,4948000.0,,70062000.0,1947000.0,0.0,,12912000.0,12770000.0,865000.0,765380000.0,,,-33760000.0,1944000.0,,4353000.0,3149000.0,3149000.0,7866000.0,477894000.0,20311000,-4437000.0,,-606000.0,,33081000,,16372000.0,-45828000.0,-5771000.0,,-570000.0,66064000.0,24897000,,435000.0,-9175000.0,,1202000.0,,,,,,,,,
2005-06-30,-2552000.0,-17222000.0,,,,5797000.0,1501369000.0,27272000,,4828000.0,-5565000.0,,32830000.0,683051000.0,46294000.0,,5000.0,28693000,14303000,,-363000.0,,106200000.0,708000.0,25251000.0,-26541000.0,9346000.0,-18385000.0,,4368000.0,,70079000.0,3149000.0,-19610000.0,,13861000.0,13277000.0,13426000.0,809283000.0,,,-25370000.0,3933000.0,1254000.0,4937000.0,9346000.0,9346000.0,8808000.0,497668000.0,23101000,-8730000.0,,-280000.0,,36378000,,17558000.0,-20110000.0,15180000.0,,-341000.0,71070000.0,31235000,,741000.0,1546000.0,,6197000.0,,,,,,,,,
2005-09-30,-23677000.0,-19623000.0,,,,6232000.0,1549377000.0,15110000,,6477000.0,-9835000.0,,42796000.0,726301000.0,51607000.0,,599000.0,16530000,12373000,,-560000.0,,150800000.0,,24786000.0,-50727000.0,11856000.0,-18930000.0,,5513000.0,,70082000.0,9346000.0,0.0,,11579000.0,14912000.0,-3133000.0,813716000.0,,,-40304000.0,-20085000.0,1254000.0,5094000.0,11856000.0,11856000.0,8496000.0,495808000.0,20082000,-784000.0,,-465000.0,,34994000,,22823000.0,-46500000.0,30414000.0,,-450000.0,80311000.0,26981000,0.0,6548000.0,642000.0,,2510000.0,,,,,,,,,
2005-12-31,-181182000.0,-20489000.0,,,,6570000.0,1733416000.0,16751000,,6459000.0,-1710000.0,,181519000.0,900390000.0,51086000.0,,-3709000.0,18172000,13011000,,3052000.0,,341683000.0,,13748000.0,-155820000.0,8234000.0,-19040000.0,,5539000.0,,70091000.0,11856000.0,17427000.0,,11827000.0,20924000.0,-21755000.0,828087000.0,,,-150533000.0,41577000.0,,2462000.0,8234000.0,8234000.0,10772000.0,493321000.0,19986000,-43420000.0,,-1587000.0,,40910000,,-25823000.0,-155359000.0,178021000.0,,-1379000.0,131074000.0,26434000,-2000.0,15544000.0,1262000.0,,-3622000.0,,,,,,,,,
2006-03-31,-16307000.0,-16473000.0,,,,7200000.0,1776345000.0,22027000,,6604000.0,-6746000.0,,-3047000.0,910537000.0,51981000.0,,3111000.0,23448000,15335000,,4624000.0,,256926000.0,,13593000.0,-19569000.0,20322000.0,-19435000.0,,8609000.0,,70103000.0,8234000.0,,,16672000.0,13889000.0,-163000.0,860640000.0,,,-95272000.0,-6668000.0,3596000.0,6125000.0,20322000.0,20322000.0,11935000.0,489700000.0,29581000,-9356000.0,,-1960000.0,,43470000,,19342000.0,-35649000.0,12315000.0,,1893000.0,1412571000.0,36185000,28000.0,24541000.0,606000.0,,12088000.0,,,,,,,,,
2006-06-30,-113571000.0,43929000.0,,,,7088000.0,1700522000.0,79199000,,5556000.0,-2871000.0,,10337000.0,765081000.0,24328000.0,,-2469000.0,80201000,15212000,,-1859000.0,,212708000.0,,11517000.0,55786000.0,4682000.0,-19801000.0,,,,45120000.0,20322000.0,,,11704000.0,13805000.0,-3835000.0,930462000.0,,,-130518000.0,-45826000.0,3783000.0,28826000.0,4682000.0,4682000.0,11217000.0,489733000.0,24328000,-42496000.0,,-2510000.0,,38133000,,-14361000.0,-99210000.0,-57065000.0,,-3535000.0,1344318000.0,29884000,-129000.0,7346000.0,-55112000.0,,-15640000.0,,,,,,,,,
2006-09-30,-102428000.0,44912000.0,,,,4663000.0,1819416000.0,20453000,,5694000.0,-1394000.0,,159620000.0,871712000.0,23269000.0,,5189000.0,21455000,13743000,,-6008000.0,,313881000.0,,7973000.0,-100319000.0,9211000.0,-20462000.0,,7802000.0,,45126000.0,4682000.0,0.0,,8813000.0,11903000.0,-3916000.0,944457000.0,,,-206076000.0,-15942000.0,3631000.0,2648000.0,95678000.0,9211000.0,12078000.0,489768000.0,26171000,-10753000.0,,-2306000.0,,38074000,,15548000.0,-117976000.0,89300000.0,,-3301000.0,1443794000.0,31959000,-2000.0,12720000.0,1458000.0,86467000.0,4529000.0,,,,,,,,,
2006-12-31,-101682000.0,80263000.0,,,,5096000.0,1916785000.0,55108000,,6670000.0,-7360000.0,,-1148000.0,818084000.0,30945000.0,,-3430000.0,57401000,30371000,,1663000.0,,260892000.0,,6340000.0,-42882000.0,1675000.0,-21136000.0,,5989000.0,,137138000.0,9211000.0,0.0,,16389000.0,23585000.0,9997000.0,1096505000.0,,,-109289000.0,-14504000.0,5219000.0,1476000.0,1675000.0,1675000.0,10487000.0,489804000.0,16949000,-16976000.0,,-1590000.0,,40534000,,-1968000.0,-99714000.0,37314000.0,,-2418000.0,1740489000.0,23619000,-100000.0,25785000.0,-36100000.0,,-7536000.0,,,,,,,,,
2007-03-31,5303000.0,85156000.0,,,,6321000.0,1987568000.0,25008000,,6968000.0,-4221000.0,,-5517000.0,792562000.0,32591000.0,,-1195000.0,26704000,20799000,,332000.0,,232442000.0,,5050000.0,-51790000.0,56561000.0,-21811000.0,,7582000.0,,92657000.0,1675000.0,,,17507000.0,15226000.0,6139000.0,1192872000.0,,,-135272000.0,42332000.0,5593000.0,,56561000.0,56561000.0,11615000.0,489840000.0,27487000,40993000.0,,-1146000.0,,42713000,,66343000.0,-61040000.0,40333000.0,,-2922000.0,1566550000.0,34455000,-89080000.0,185213000.0,-7176000.0,,54886000.0,,,,,,,,,
2007-06-30,-275686000.0,108475000.0,,,,5946000.0,2219043000.0,46959000,,7760000.0,-10946000.0,,-2749000.0,967052000.0,42158000.0,,798000.0,48655000,21914000,,0.0,,195000000.0,,3579000.0,-288003000.0,2516000.0,-25334000.0,,6032000.0,,92671000.0,56561000.0,,,19345000.0,15657000.0,2846000.0,1249227000.0,,,-80854000.0,26831000.0,6731000.0,,2516000.0,2516000.0,12443000.0,489876000.0,30764000,27053000.0,207591000.0,-895000.0,,46421000,,57737000.0,-333423000.0,176221000.0,,-2421000.0,1866716000.0,38524000,44540000.0,-12382000.0,-24728000.0,,-54045000.0,,,,,,,,,
2007-09-30,-69720000.0,130400000.0,,,,5230000.0,2340690000.0,45690000,,8298000.0,-32104000.0,,-3190000.0,1058642000.0,67650000.0,,3320000.0,47386000,22037000,,-766000.0,,195000000.0,,3123000.0,-114672000.0,26443000.0,-25464000.0,,8642000.0,,92676000.0,2516000.0,,,20620000.0,15308000.0,6116000.0,1277740000.0,,,-290550000.0,36072000.0,1630000.0,,26443000.0,26443000.0,11882000.0,739038000.0,32475000,39575000.0,47166000.0,-639000.0,,47783000,,69522000.0,-139242000.0,69077000.0,,-1509000.0,1970272000.0,40773000,0.0,11159000.0,-25318000.0,,23927000.0,,,,,,,,,
2007-12-31,-207364000.0,137599000.0,,,,6045000.0,2539605000.0,32669000,,9950000.0,-1773000.0,,-68886000.0,1127652000.0,70103000.0,,6841000.0,34365000,22559000,,-663000.0,,184500000.0,,1671000.0,-82252000.0,27499000.0,-20380000.0,,12914000.0,,92725000.0,26443000.0,,,20750000.0,18553000.0,18170000.0,1407285000.0,,,-64689000.0,-107702000.0,1597000.0,,31638000.0,27499000.0,13860000.0,718290000.0,33972000,-100403000.0,155609000.0,-1910000.0,,52525000,,-63968000.0,-143396000.0,147276000.0,,-1813000.0,2093343000.0,43922000,-44540000.0,171271000.0,-6022000.0,4139000.0,1056000.0,,,,,,,,,
2008-03-31,60456000.0,143258000.0,,,,7560000.0,2662760000.0,33053000,,10225000.0,-23130000.0,,219075000.0,1236724000.0,118849000.0,,6800000.0,33053000,23105000,,-1562000.0,,406535000.0,1610000.0,1115000.0,-174210000.0,11838000.0,-25698000.0,,17957000.0,,92730000.0,27499000.0,,,19358000.0,20156000.0,-163766000.0,1420795000.0,,,-373772000.0,30419000.0,2818000.0,2350000.0,16796000.0,11838000.0,15366000.0,618340000.0,35044000,38250000.0,150689000.0,-1587000.0,,55200000,,70792000.0,-10336000.0,87757000.0,,-2652000.0,2228739000.0,45269000,0.0,6152000.0,-9199000.0,4958000.0,-15661000.0,,,,,,,,,
2008-06-30,-205642000.0,144995000.0,,,,6040000.0,2672431000.0,30888000,,11031000.0,,,-224145000.0,1225430000.0,4916000.0,,-13738000.0,30888000,25805000,176070000.0,1008000.0,,,-29365000.0,,-39049000.0,4873000.0,-30846000.0,,8035000.0,90114000.0,92740000.0,11838000.0,,,24181000.0,19188000.0,171147000.0,1444441000.0,,,-121312000.0,17322000.0,3215000.0,,4873000.0,4873000.0,14665000.0,1024920000.0,37838000,2436000.0,26896000.0,-910000.0,2302634000.0,57026000,0.0,40795000.0,-246437000.0,-8711000.0,,-1769000.0,2302634000.0,49877000,0.0,20843000.0,11939000.0,,-6965000.0,,,,,,,,,
2008-09-30,355474000.0,145918000.0,,,,5242000.0,2637970000.0,28578000,,11653000.0,,,-304000.0,1168185000.0,4853000.0,,,30274000,27081000,126223000.0,818000.0,,,-4418000.0,,-17723000.0,2514000.0,-29352000.0,,18727000.0,66646000.0,92749000.0,4873000.0,0.0,,25440000.0,19160000.0,-294220000.0,1467583000.0,,,-165098000.0,,3848000.0,,2514000.0,2514000.0,14791000.0,1024967000.0,39413000,61588000.0,26598000.0,-1636000.0,2344838000.0,58573000,0.0,98701000.0,,-83337000.0,,-1654000.0,2344838000.0,51884000,0.0,20854000.0,-2292000.0,,-2359000.0,735000.0,,,,,,,,
2008-12-31,-326158000.0,143789000.0,45526000.0,1060412000.0,131316000.0,16558000.0,2649362000.0,27171000,2518046000.0,12493000.0,,45526000.0,-40635000.0,1105938000.0,4927000.0,,,28867000,28739000,101106000.0,-3805000.0,30280000.0,,-1525000.0,,-25322000.0,2626000.0,-30996000.0,,7608000.0,,92784000.0,2514000.0,,,22115000.0,21189000.0,286703000.0,1542209000.0,-149301000.0,0.0,-60308000.0,,3285000.0,,2626000.0,2626000.0,13660000.0,1026514000.0,35853000,-12234000.0,26290000.0,-1460000.0,2538435000.0,61921000,,26460000.0,,-1026000.0,0.0,-1426000.0,2389134000.0,48268000,0.0,80190000.0,2370000.0,,112000.0,694000.0,,,,,,,,
2009-03-31,34438000.0,129671000.0,1008805000.0,54205000.0,156971000.0,8892000.0,2638765000.0,25108000,2481794000.0,11990000.0,-734000.0,0.0,148000.0,1063010000.0,4863000.0,57963000.0,,26804000,24495000,98889000.0,-731000.0,0.0,1008805000.0,-2602000.0,,-10009000.0,1858000.0,-31286000.0,0.0,18495000.0,,92793000.0,2626000.0,0.0,,21437000.0,20711000.0,-94000.0,1573655000.0,-157882000.0,29606000.0,-70180000.0,,3321000.0,1041000.0,1858000.0,1858000.0,15431000.0,,37252000,11774000.0,,-387000.0,2541086000.0,57963000,,48784000.0,-14346000.0,-39543000.0,35710000.0,-537000.0,2383204000.0,48858000,,8975000.0,-30000.0,,-768000.0,1119000.0,,,,,,,,
2009-06-30,17711000.0,125789000.0,37440000.0,1014301000.0,169296000.0,9025000.0,2638159000.0,25258000,2468863000.0,12211000.0,-334000.0,37440000.0,4000.0,1051741000.0,4792000.0,58681000.0,,26954000,24141000,98364000.0,-1064000.0,9427000.0,,-601000.0,,-7179000.0,1573000.0,-31646000.0,0.0,7475000.0,,92801000.0,1858000.0,0.0,,21426000.0,21171000.0,11000.0,1583589000.0,-168347000.0,42060000.0,-54393000.0,,4866000.0,-50000.0,1573000.0,1573000.0,15436000.0,1006826000.0,37510000,-10769000.0,,-539000.0,2547692000.0,58681000,,28942000.0,-11231000.0,-22048000.0,0.0,-546000.0,2379345000.0,49073000,,12819000.0,3523000.0,,-285000.0,1017000.0,,,,,,,,
2009-09-30,38647000.0,116333000.0,35896000.0,1004526000.0,149133000.0,15981000.0,2651604000.0,20747000,2502471000.0,11509000.0,84000.0,35896000.0,-104000.0,1040422000.0,4732000.0,64388000.0,,22443000,22310000,98580000.0,0.0,53042000.0,,-611000.0,,-8069000.0,23251000.0,-31904000.0,0.0,18448000.0,,92820000.0,1573000.0,0.0,,21701000.0,27331000.0,-636000.0,1608329000.0,-178350000.0,0.0,-50650000.0,,2432000.0,2084000.0,23251000.0,23251000.0,15618000.0,986078000.0,37057000,12544000.0,,-1093000.0,2556225000.0,64388000,,48248000.0,-9601000.0,-18501000.0,0.0,-504000.0,2377875000.0,48828000,,35725000.0,2478000.0,,21678000.0,1016000.0,,,,,,,,
2009-12-31,14273000.0,62413000.0,29283000.0,994817000.0,115339000.0,1650000.0,2590962000.0,-23086000,2475623000.0,12775000.0,-426000.0,29283000.0,-6275000.0,1024100000.0,4703000.0,51589000.0,,-21390000,-13919000,72423000.0,-27548000.0,33763000.0,,571000.0,,-2806000.0,15225000.0,-32757000.0,16092000.0,7471000.0,,92825000.0,23251000.0,0.0,,-5321000.0,14045000.0,3911000.0,1564240000.0,-183956000.0,0.0,-257000.0,,511000.0,-3075000.0,15225000.0,15225000.0,15667000.0,962056000.0,37544000,-13366000.0,25290000.0,-14630000.0,2545100000.0,67681000,,23528000.0,-9255000.0,-28748000.0,0.0,460000.0,2361144000.0,23121000,,10541000.0,36455000.0,,-8026000.0,1020000.0,,,,,,,,
2010-03-31,39955000.0,46056000.0,29168000.0,1012563000.0,130155000.0,15810000.0,2601801000.0,14669000,2471646000.0,12045000.0,-269000.0,29168000.0,0.0,1041731000.0,4656000.0,63162000.0,,16365000,16106000,71778000.0,-3683000.0,35862000.0,,-8000.0,,-5800000.0,31243000.0,-32732000.0,0.0,18486000.0,,92834000.0,15225000.0,,,16077000.0,27665000.0,-750000.0,1557624000.0,-193610000.0,0.0,-253000.0,,660000.0,291000.0,31243000.0,31243000.0,15989000.0,994077000.0,35497000,11851000.0,,-89000.0,2548070000.0,63162000,,46446000.0,-6491000.0,-24628000.0,0.0,92000.0,2354460000.0,44111000,,8357000.0,122000.0,,16018000.0,1113000.0,,,,,,,,
