date,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOperatingExpense,quarterlyDilutedEPS,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyBeginningCashPosition,quarterlyFreeCashFlow,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyBasicEPS,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGrossProfit,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyOtherNonCashItems,quarterlyChangeInInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyOtherShortTermInvestments
1995-03-31,181600000.0,,200000.0,1590800000.0,-18200000.0,1054900000.0,-105400000.0,227100000,227100000.0,78700000.0,,151900000.0,16000000.0,330400000.0,,129400000.0,2051600000.0,476400000.0,0.255,1871700000.0,954700000.0,1635200000.0,200000000.0,-26700000.0,238300000.0,216000000.0,216000000.0,227100000.0,9423300000.0,5433000000.0,-9100000.0,893452000.0,,,,,1720700000.0,27800000.0,,402500000,4878700000.0,,0.255,,-148400000.0,878900000.0,,644000000.0,,4073000000.0,2514100000,,,216000000.0,-247700000.0,-96100000.0,402500000,,4852600000.0,1407400000.0,-9800000.0,356500000.0,,3471300000.0,3990300000.0,893452000.0,2326500000.0,4544600000.0,476400000.0,1077000000.0,-2021400000.0,311800000.0,,,,,
1995-06-30,-159700000.0,,3500000.0,1603800000.0,-16700000.0,1070900000.0,-115000000.0,239500000,239500000.0,307100000.0,,148700000.0,-2800000.0,275800000.0,,136600000.0,2100100000.0,498700000.0,0.27,1934800000.0,989800000.0,1707000000.0,216000000.0,192100000.0,238300000.0,213200000.0,213200000.0,239500000.0,9667200000.0,5586900000.0,26800000.0,894532000.0,,,,,1718300000.0,31200000.0,,424000000,4870500000.0,,0.27,,67500000.0,922700000.0,,632100000.0,,4185500000.0,2629700000,,,213200000.0,-154700000.0,-96100000.0,424000000,,5000700000.0,1381600000.0,-12000000.0,376100000.0,,3488900000.0,4080300000.0,894532000.0,2415900000.0,4796700000.0,498700000.0,1105800000.0,-2085400000.0,328500000.0,,,,,
1995-09-30,-552900000.0,,0.0,1602600000.0,-18300000.0,1095100000.0,-122600000.0,237700000,237700000.0,585900000.0,,173600000.0,-95900000.0,208600000.0,,135300000.0,2134900000.0,517200000.0,,1757600000.0,979800000.0,1645600000.0,213200000.0,463300000.0,238300000.0,117300000.0,117300000.0,237700000.0,9399000000.0,5614900000.0,17000000.0,,,,,,1387100000.0,30400000.0,,421700000,4528200000.0,,,,-56000000.0,938900000.0,,740200000.0,,4230500000.0,2584500000,,,117300000.0,-129300000.0,-110100000.0,421700000,-8600000.0,5128300000.0,1247500000.0,-7200000.0,373000000.0,,3280700000.0,3784100000.0,,2384900000.0,4870800000.0,517200000.0,1038900000.0,-2095600000.0,306600000.0,,,,,
1995-12-31,140500000.0,,-44700000.0,1650000000.0,-6400000.0,1109800000.0,-106400000.0,230500000,230500000.0,140200000.0,,258200000.0,110600000.0,455700000.0,,131400000.0,2174500000.0,517000000.0,0.26,1852200000.0,897600000.0,1650400000.0,117300000.0,33800000.0,238300000.0,227900000.0,227900000.0,230500000.0,9733200000.0,5710300000.0,20900000.0,896212000.0,,,,,1430800000.0,30100000.0,,398400000,4741100000.0,,0.26,,,915400000.0,,645100000.0,,4341900000.0,2565800000,-90300000.0,,227900000.0,-168200000.0,-109800000.0,398400000,,5249100000.0,1509400000.0,-14000000.0,361900000.0,,3231700000.0,4022900000.0,896212000.0,2426000000.0,4992100000.0,517000000.0,1053700000.0,-2167400000.0,292800000.0,,,,,
1996-03-31,-89800000.0,,-14700000.0,1684200000.0,-18400000.0,1153700000.0,-112400000.0,254900000,254900000.0,198000000.0,,202700000.0,-33300000.0,816100000.0,,147500000.0,2325300000.0,544000000.0,0.285,2054600000.0,950400000.0,1821100000.0,227900000.0,85600000.0,238300000.0,194600000.0,194600000.0,254900000.0,10376800000.0,6127900000.0,-22100000.0,896224000.0,,,,,1456500000.0,33900000.0,,454700000,5284100000.0,,0.285,,,998700000.0,,644600000.0,,4631200000.0,2819800000,-56900000.0,,194600000.0,-142600000.0,-109800000.0,454700000,,5394100000.0,2029900000.0,-23100000.0,402400000.0,,3254200000.0,4248900000.0,896224000.0,2648900000.0,5092700000.0,544000000.0,1213800000.0,-2305900000.0,315500000.0,,,,,
1996-06-30,-185600000.0,,-12300000.0,1671700000.0,-15900000.0,1160900000.0,-126000000.0,266900000,266900000.0,344000000.0,,165400000.0,18500000.0,786200000.0,,154900000.0,2356000000.0,567100000.0,0.3,2055300000.0,992900000.0,1859800000.0,194600000.0,218000000.0,238300000.0,213100000.0,213100000.0,266900000.0,10445600000.0,6195400000.0,-58400000.0,448210000.0,,,,,1402700000.0,32200000.0,,469900000,5234800000.0,,0.3,,,1037000000.0,,599100000.0,,4719800000.0,2896800000,77100000.0,,213100000.0,-137200000.0,-109800000.0,469900000,,5551300000.0,2074700000.0,101700000.0,421800000.0,,3160100000.0,4250200000.0,448210000.0,2678500000.0,5210800000.0,567100000.0,1288500000.0,-2363800000.0,310100000.0,,,,,
1996-09-30,-615400000.0,,0.0,1743900000.0,-16300000.0,1063800000.0,-168700000.0,266200000,266200000.0,635100000.0,,199500000.0,-64100000.0,772600000.0,1063300000.0,156700000.0,2450800000.0,563900000.0,,1979800000.0,,1833700000.0,213100000.0,466400000.0,238300000.0,149000000.0,149000000.0,266200000.0,10481000000.0,6293800000.0,-29200000.0,,,,,,967000000.0,30700000.0,,469900000,5127600000.0,,,,,1033800000.0,,791300000.0,,4865600000.0,2867500000,,,149000000.0,-93000000.0,-109700000.0,469900000,-48600000.0,5707700000.0,2106500000.0,207700000.0,422900000.0,,3021100000.0,4187200000.0,,2779200000.0,5353400000.0,563900000.0,1333900000.0,-2414800000.0,314500000.0,,,,,
1996-12-31,41200000.0,,0.0,1816900000.0,-9100000.0,1011000000.0,-113700000.0,254900000,254900000.0,184100000.0,,259100000.0,32900000.0,773200000.0,,150400000.0,2490600000.0,583300000.0,0.285,2016400000.0,1035600000.0,1805400000.0,149000000.0,70400000.0,238300000.0,181900000.0,181900000.0,254900000.0,10696400000.0,6367000000.0,27400000.0,894816000.0,,,,,1201200000.0,27500000.0,,441900000,5201500000.0,,0.285,,,1025200000.0,,620600000.0,,5001700000.0,2830600000,-70800000.0,,181900000.0,-194200000.0,-120900000.0,441900000,-59500000.0,5841700000.0,2085000000.0,-65900000.0,405300000.0,,3116500000.0,4329400000.0,894816000.0,2865400000.0,5494900000.0,583300000.0,1311800000.0,-2511100000.0,314200000.0,,,,,
1997-03-31,-54000000.0,,0.0,1824100000.0,-28400000.0,851900000.0,-113400000.0,280400000,280400000.0,228800000.0,,177600000.0,102300000.0,783800000.0,,165300000.0,2538000000.0,612200000.0,0.31,2254600000.0,1092100000.0,1987400000.0,181900000.0,115400000.0,238300000.0,284200000.0,284200000.0,280400000.0,10919500000.0,6220600000.0,-114700000.0,892224000.0,,,,,1308900000.0,29800000.0,,503900000,5501900000.0,,0.315,,,1116100000.0,,725900000.0,,5162600000.0,3103500000,-51600000.0,,284200000.0,-54700000.0,-120400000.0,503900000,-92900000.0,6001600000.0,2197400000.0,66800000.0,445700000.0,,3304500000.0,4698900000.0,892224000.0,2830700000.0,5417600000.0,612200000.0,1413600000.0,-2624600000.0,336000000.0,,,,,
1997-06-30,-250900000.0,,0.0,1836300000.0,-18000000.0,857200000.0,-146000000.0,296600000,296600000.0,464800000.0,,164000000.0,41200000.0,654700000.0,,175000000.0,2583200000.0,621800000.0,0.33,2284600000.0,1130900000.0,2067000000.0,284200000.0,318800000.0,238300000.0,325400000.0,325400000.0,296600000.0,11096500000.0,6283300000.0,-85900000.0,887500000.0,,,,,1425300000.0,30000000.0,,519600000,5576300000.0,,0.335,,,1141400000.0,,751700000.0,,5274800000.0,3208400000,168200000.0,,325400000.0,-175400000.0,-119800000.0,519600000,-112000000.0,6178500000.0,2104400000.0,-12000000.0,471600000.0,,3471900000.0,4813200000.0,887500000.0,2842900000.0,5520200000.0,621800000.0,1449700000.0,-2691600000.0,366900000.0,,,,,
1997-09-30,-279100000.0,,0.0,1881600000.0,-22100000.0,895100000.0,-202300000.0,290000000,290000000.0,620900000.0,,213300000.0,-104300000.0,570700000.0,,171000000.0,2735400000.0,633600000.0,,2200200000.0,1241900000.0,2005800000.0,325400000.0,418600000.0,238300000.0,221100000.0,221100000.0,290000000.0,11463300000.0,6746500000.0,-205900000.0,,,,,,1445100000.0,33600000.0,,516700000,6042600000.0,,,,,1150300000.0,,942100000.0,,5433700000.0,3156100000,,,221100000.0,-436300000.0,-119600000.0,516700000,-112200000.0,6348900000.0,2200200000.0,45100000.0,461000000.0,,3842400000.0,4716800000.0,,3116000000.0,5420700000.0,633600000.0,1629500000.0,-2698300000.0,413900000.0,,,,,
1997-12-31,116200000.0,,0.0,1874600000.0,-18400000.0,902800000.0,-112500000.0,282300000,282300000.0,246000000.0,,280900000.0,243100000.0,574300000.0,,158800000.0,2774000000.0,646400000.0,0.32,2226500000.0,1128500000.0,2029800000.0,221100000.0,133500000.0,238300000.0,464200000.0,464200000.0,282300000.0,11917500000.0,6960500000.0,-190900000.0,878400000.0,,,,,1845900000.0,35800000.0,,495300000,6267900000.0,,0.32,,,1141700000.0,,746800000.0,,5558300000.0,3171500000,-36300000.0,,464200000.0,-106400000.0,-130200000.0,495300000,-152400000.0,6501000000.0,2265800000.0,6100000.0,441100000.0,,4002100000.0,4957000000.0,887800000.0,3283700000.0,5649600000.0,646400000.0,1691500000.0,-2784300000.0,391700000.0,,,,,
1998-03-31,-113200000.0,,0.0,1877300000.0,-29100000.0,891100000.0,-152700000.0,307600000,307600000.0,340700000.0,,256900000.0,-37700000.0,601900000.0,,173000000.0,2806800000.0,673300000.0,0.345,2385900000.0,1171200000.0,2159700000.0,464200000.0,188000000.0,238300000.0,426500000.0,426500000.0,307600000.0,12110600000.0,7015300000.0,-230100000.0,881600000.0,,,,,1921000000.0,39700000.0,,549400000,6379700000.0,,0.35,,,1222700000.0,,725700000.0,,5676100000.0,3382400000,33100000.0,,426500000.0,-265500000.0,-130700000.0,549400000,-58500000.0,6677900000.0,2304900000.0,-5100000.0,480600000.0,,4074800000.0,5095300000.0,892400000.0,3317400000.0,5730900000.0,673300000.0,1703000000.0,-2869300000.0,405600000.0,,,,,
1998-06-30,-229800000.0,,0.0,1953900000.0,-24500000.0,909000000.0,-142900000.0,324800000,324800000.0,428700000.0,,244100000.0,-12800000.0,610400000.0,,182700000.0,2885300000.0,684800000.0,0.365,2445000000.0,1206200000.0,2211100000.0,426500000.0,285800000.0,238300000.0,413700000.0,413700000.0,324800000.0,12328700000.0,7150800000.0,-224000000.0,878800000.0,,,,,1994400000.0,37300000.0,,569300000,6556700000.0,,0.37,,,1254100000.0,,767100000.0,,5884800000.0,3465200000,103900000.0,,413700000.0,-212800000.0,-130400000.0,569300000,-166500000.0,6872300000.0,2344900000.0,31800000.0,507500000.0,,4211800000.0,5177900000.0,889000000.0,3356500000.0,5772000000.0,684800000.0,1734500000.0,-2999500000.0,365300000.0,,,,,
1998-09-30,-328700000.0,,0.0,1996500000.0,-27700000.0,944200000.0,-194500000.0,313900000,313900000.0,636200000.0,,207900000.0,-204000000.0,1056600000.0,,180400000.0,3011600000.0,672200000.0,,2416100000.0,1252700000.0,2195000000.0,413700000.0,441700000.0,238300000.0,209700000.0,209700000.0,313900000.0,12659800000.0,7658500000.0,-236200000.0,,,,,,1524400000.0,38900000.0,,560900000,6856500000.0,,,,,1233100000.0,,1036700000.0,,6070700000.0,3428100000,-159200000.0,,209700000.0,-514600000.0,-129700000.0,560900000,-122000000.0,7056500000.0,2834800000.0,43400000.0,494300000.0,,4021700000.0,5001300000.0,,3702700000.0,5803300000.0,672200000.0,1778200000.0,-3059100000.0,379000000.0,,,,,
1998-12-31,428000000.0,,0.0,1998400000.0,-6400000.0,1014700000.0,-136800000.0,302400000,302400000.0,275600000.0,,320300000.0,112000000.0,1243300000.0,,170000000.0,3053900000.0,691400000.0,0.345,2396100000.0,1138700000.0,2211600000.0,209700000.0,138800000.0,238300000.0,321700000.0,321700000.0,302400000.0,13161600000.0,8070900000.0,-166900000.0,872000000.0,,,,,2009200000.0,44900000.0,,523700000,7189700000.0,,0.345,,,1215100000.0,,831300000.0,,6212700000.0,3426700000,-26800000.0,,321700000.0,-604000000.0,-142400000.0,523700000,-94300000.0,7216500000.0,2890200000.0,800000.0,472400000.0,,4299500000.0,5090700000.0,881200000.0,4002300000.0,5971900000.0,691400000.0,1646900000.0,-3158800000.0,374500000.0,,,,,
1999-03-31,-147400000.0,,0.0,1926200000.0,-31100000.0,1013300000.0,-130200000.0,325900000,325900000.0,370700000.0,,229500000.0,-16100000.0,1286300000.0,,178400000.0,3048200000.0,698700000.0,0.37,2566100000.0,1242900000.0,2309800000.0,321700000.0,240500000.0,238300000.0,305600000.0,305600000.0,325900000.0,13255800000.0,8065600000.0,-250400000.0,868600000.0,,,,,2046000000.0,44800000.0,,580200000,7308700000.0,,0.375,,,1278900000.0,,872300000.0,,6241800000.0,3588700000,-272400000.0,,305600000.0,-226800000.0,-141700000.0,580200000,-122300000.0,7400700000.0,2918000000.0,-28100000.0,504300000.0,,4390700000.0,5190200000.0,877000000.0,4004100000.0,5947100000.0,698700000.0,1631700000.0,-3193600000.0,392300000.0,,,,,
1999-06-30,123100000.0,,0.0,1887400000.0,-15400000.0,1129600000.0,-142000000.0,345100000,345100000.0,472400000.0,,195100000.0,27200000.0,1333700000.0,,189100000.0,3068500000.0,695500000.0,0.395,2563100000.0,1308400000.0,2340000000.0,305600000.0,330400000.0,238300000.0,332800000.0,332800000.0,345100000.0,13534000000.0,8372800000.0,-299200000.0,865400000.0,,,164000000.0,,2301100000.0,48900000.0,,598500000,7485100000.0,,0.4,,,1294000000.0,,836600000.0,,6293900000.0,3634000000,-36700000.0,,332800000.0,-574500000.0,-141200000.0,762500000,-63100000.0,7604600000.0,2843900000.0,154800000.0,534200000.0,,4641200000.0,5161200000.0,875000000.0,4174700000.0,6048900000.0,695500000.0,1510200000.0,-3225400000.0,377900000.0,,,,,
1999-09-30,-576400000.0,,0.0,1921100000.0,-42000000.0,1081700000.0,-182600000.0,340200000,340200000.0,691800000.0,,263100000.0,-66700000.0,1317100000.0,,169800000.0,3154400000.0,684600000.0,,2516300000.0,1304800000.0,2332400000.0,332800000.0,509200000.0,238300000.0,266100000.0,266100000.0,340200000.0,13623500000.0,8499100000.0,-271600000.0,,4263000000.0,,156300000.0,,1953700000.0,51100000.0,,603100000,7443000000.0,,,,,1287700000.0,,1068800000.0,,6377800000.0,3620100000,,,266100000.0,-172800000.0,-141100000.0,759400000,-44000000.0,7803700000.0,2852600000.0,88000000.0,510000000.0,,4590400000.0,5124400000.0,,,6180500000.0,684600000.0,1535500000.0,-3223400000.0,420900000.0,,,,,
1999-12-31,-91900000.0,,0.0,1953100000.0,-4600000.0,1076300000.0,-125600000.0,324900000,324900000.0,303200000.0,,362400000.0,73400000.0,1400800000.0,,171100000.0,3142800000.0,701900000.0,0.375,2487600000.0,1191600000.0,2288800000.0,266100000.0,177600000.0,238300000.0,339500000.0,339500000.0,324900000.0,13629200000.0,8427400000.0,-314000000.0,866400000.0,4208300000.0,,163500000.0,,2065300000.0,52000000.0,,552600000,7440400000.0,,0.375,,-169200000.0,1254500000.0,,890400000.0,,6439100000.0,3543300000,,,339500000.0,-132100000.0,-154500000.0,716100000,-159300000.0,7974100000.0,2930700000.0,-1900000.0,496000000.0,,4509700000.0,5201800000.0,866400000.0,,6188800000.0,701900000.0,1529900000.0,-3296300000.0,421600000.0,,,,,
2000-03-31,949100000.0,,0.0,2023600000.0,-29500000.0,1134100000.0,-171800000.0,352800000,352800000.0,386400000.0,,245800000.0,33900000.0,1444500000.0,,185800000.0,3237200000.0,743300000.0,0.41,2647300000.0,1233200000.0,2514300000.0,339500000.0,214600000.0,238300000.0,373400000.0,373400000.0,352800000.0,14942600000.0,9461900000.0,-384900000.0,850120482.0,5090600000.0,,172100000.0,,3382200000.0,69000000.0,,637100000,8812600000.0,,0.415,,-108700000.0,1380400000.0,,1001100000.0,,6548500000.0,3894700000,,,373400000.0,-1299100000.0,-153400000.0,809200000,-232500000.0,8173500000.0,2950300000.0,1900000.0,538600000.0,,5862300000.0,5480700000.0,860487805.0,,6130000000.0,743300000.0,1505800000.0,-3311300000.0,436400000.0,,,,,
2000-06-30,453300000.0,,0.0,2011400000.0,-12100000.0,1099000000.0,-158200000.0,373700000,373700000.0,456400000.0,,294300000.0,29100000.0,1752900000.0,,200400000.0,3140600000.0,767300000.0,0.435,2803700000.0,1338900000.0,2605100000.0,373400000.0,298200000.0,238300000.0,402500000.0,402500000.0,373700000.0,15314200000.0,9650000000.0,-470500000.0,849318182.0,5410400000.0,,170900000.0,,3353600000.0,83200000.0,,669400000,9034000000.0,,0.44,,-31700000.0,1436700000.0,,1028500000.0,,6322000000.0,4041800000,-56500000.0,,402500000.0,-870700000.0,-152600000.0,840300000,7700000.0,8394700000.0,3018700000.0,63500000.0,574100000.0,,6015300000.0,5664200000.0,859080460.0,,6280200000.0,767300000.0,1265800000.0,-3181400000.0,446600000.0,,,,,
2000-09-30,-605900000.0,,0.0,2052700000.0,-28800000.0,1118200000.0,-236400000.0,371000000,371000000.0,693800000.0,,264900000.0,-121700000.0,2247700000.0,,198600000.0,3243400000.0,775400000.0,,2705600000.0,1390600000.0,2607800000.0,402500000.0,457400000.0,238300000.0,280800000.0,280800000.0,371000000.0,15164300000.0,9681600000.0,-578600000.0,,5320000000.0,,172000000.0,,2352700000.0,83400000.0,,681800000,8761500000.0,,,,204700000.0,1457200000.0,,1210600000.0,,6411600000.0,4065000000,,,280800000.0,-193300000.0,-152700000.0,853800000,7900000.0,8612900000.0,3542700000.0,-63500000.0,569600000.0,,5218800000.0,5482700000.0,,,6402800000.0,775400000.0,1295000000.0,-3168200000.0,443600000.0,,,,,
2000-12-31,-41300000.0,3100000.0,0.0,2217600000.0,13700000.0,1164800000.0,-150300000.0,357400000,357400000.0,277100000.0,,371500000.0,78900000.0,2278700000.0,,186700000.0,3263200000.0,774000000.0,0.415,2742900000.0,1397600000.0,2531500000.0,280800000.0,126800000.0,238300000.0,359700000.0,359700000.0,357400000.0,15513900000.0,9728200000.0,-623500000.0,850952381.0,5300200000.0,,171400000.0,,2447100000.0,83600000.0,,614000000,8949500000.0,,0.42,,-199500000.0,1388000000.0,,1185200000.0,,6524700000.0,3919500000,,,359700000.0,-153400000.0,-164000000.0,785400000,,8806200000.0,3548100000.0,0.0,544100000.0,,5401400000.0,5785700000.0,861204819.0,,6564400000.0,774000000.0,1269400000.0,-3261500000.0,465500000.0,,,,,
2001-03-31,-122800000.0,,0.0,2211800000.0,-36100000.0,1160000000.0,-140900000.0,358700000,358700000.0,396400000.0,,260400000.0,43900000.0,2279200000.0,,186700000.0,3302600000.0,790000000.0,0.415,2879500000.0,1462600000.0,2652500000.0,359700000.0,255500000.0,238300000.0,403600000.0,403600000.0,358700000.0,15737300000.0,9788000000.0,-661800000.0,854047619.0,5325400000.0,,180800000.0,,2521400000.0,79300000.0,,660800000,9056800000.0,,0.42,,-88300000.0,1450800000.0,,1263900000.0,,6470800000.0,4103300000,,,403600000.0,-234500000.0,-164100000.0,841600000,,9000900000.0,3548500000.0,0.0,545400000.0,,5508300000.0,5949300000.0,864337349.0,,6680500000.0,790000000.0,1269300000.0,-3168200000.0,454400000.0,,,,,
2001-06-30,-301200000.0,,0.0,2058900000.0,-58100000.0,1301600000.0,-118600000.0,330400000,330400000.0,339400000.0,,117600000.0,19600000.0,2276500000.0,,172800000.0,3280000000.0,731200000.0,0.385,2717200000.0,1521500000.0,2540300000.0,403600000.0,220800000.0,238300000.0,423200000.0,423200000.0,330400000.0,15477400000.0,9806600000.0,-770800000.0,858181818.0,5225000000.0,,184000000.0,,2394300000.0,72100000.0,,633400000,8767800000.0,,0.385,,-87900000.0,1364600000.0,,1163200000.0,,6671900000.0,3904900000,,,423200000.0,-5400000.0,-163700000.0,817400000,-41900000.0,9167500000.0,3571200000.0,0.0,503200000.0,,5196600000.0,5670800000.0,858181818.0,,6709600000.0,731200000.0,1294700000.0,-3391900000.0,471500000.0,,,,,
2001-09-30,-614500000.0,,0.0,1896800000.0,-305800000.0,1256300000.0,-144400000.0,-14700000,-14700000.0,694800000.0,,184700000.0,-67500000.0,2255600000.0,,10600000.0,3288000000.0,1477300000.0,,2551200000.0,1619400000.0,2394200000.0,423200000.0,550400000.0,238300000.0,355700000.0,355700000.0,-14700000.0,15046400000.0,9726300000.0,-741300000.0,,5182000000.0,,172300000.0,,2447500000.0,69300000.0,,-319600000,8932400000.0,,,,496900000.0,1157700000.0,,1127500000.0,,6664200000.0,3551900000,,,355700000.0,-154400000.0,-162200000.0,-147300000,-454600000.0,8990700000.0,3553300000.0,0.0,-4100000.0,,5379100000.0,5320100000.0,,,6114000000.0,786700000.0,1297700000.0,-3376200000.0,516400000.0,,,,,
2001-12-31,512000000.0,,0.0,1877700000.0,16100000.0,1278500000.0,-93700000.0,254700000,254700000.0,251600000.0,,160000000.0,111700000.0,2746900000.0,,113500000.0,3203600000.0,747900000.0,0.305,2447900000.0,1374700000.0,2124700000.0,355700000.0,157900000.0,238300000.0,467400000.0,467400000.0,254700000.0,15498100000.0,10239300000.0,-755200000.0,835081967.0,,,130700000.0,,2684900000.0,70100000.0,,422200000,9256500000.0,,0.305,,-71200000.0,1170100000.0,,986500000.0,,6623900000.0,3294800000,,,467400000.0,-653700000.0,-162800000.0,552900000,-18000000.0,9082600000.0,4050400000.0,0.0,368200000.0,,5206100000.0,5258800000.0,835081967.0,5757200000.0,6241600000.0,747900000.0,1303500000.0,-3420300000.0,465800000.0,,,,,
2002-03-31,-347500000.0,,0.0,1750600000.0,2000000.0,1482100000.0,-78300000.0,274700000,274700000.0,438400000.0,,185400000.0,-19300000.0,2738400000.0,,129900000.0,3124700000.0,724300000.0,0.325,2531400000.0,1363100000.0,2232100000.0,467400000.0,360100000.0,238300000.0,448100000.0,448100000.0,274700000.0,15533800000.0,10336200000.0,-754800000.0,845230769.0,5729400000.0,,138200000.0,,2513700000.0,61800000.0,,464400000,9162200000.0,,0.325,,64300000.0,1188700000.0,,1032000000.0,,6574900000.0,3420800000,,,448100000.0,-103600000.0,-163100000.0,602600000,11300000.0,9194200000.0,4068000000.0,0.0,404600000.0,,5094200000.0,5197600000.0,845230769.0,,6371600000.0,724300000.0,1329600000.0,-3450200000.0,467500000.0,,,,,
2002-06-30,-378900000.0,,0.0,1698000000.0,-32600000.0,1611500000.0,-79000000.0,281600000,281600000.0,488500000.0,,173000000.0,99900000.0,2749400000.0,,139300000.0,3108100000.0,716500000.0,0.335,2603600000.0,1471300000.0,2340200000.0,448100000.0,409500000.0,238300000.0,548000000.0,548000000.0,281600000.0,14896900000.0,9595700000.0,-658100000.0,828235294.0,4876100000.0,,140500000.0,,2343900000.0,60500000.0,,514000000,9240100000.0,,0.34,,222500000.0,1230500000.0,,1175900000.0,,6648900000.0,3570700000,,,548000000.0,-27400000.0,-163100000.0,654500000,2700000.0,8374900000.0,4076000000.0,0.0,420900000.0,,5164100000.0,5301200000.0,840597015.0,,5656800000.0,716500000.0,1326600000.0,-3540800000.0,451600000.0,,,,,
2002-09-30,-719600000.0,,0.0,1624000000.0,-61500000.0,1558000000.0,-133000000.0,249000000,248700000.0,639500000.0,,124000000.0,-167300000.0,2990000000.0,,122300000.0,3116000000.0,761300000.0,,2513000000.0,1448000000.0,2303000000.0,548000000.0,506500000.0,238000000.0,381000000.0,381000000.0,248700000.0,14545000000.0,9584000000.0,-647000000.0,,4910000000.0,,131600000.0,,1560000000.0,40600000.0,,473400000,8804000000.0,,,,216400000.0,1234700000.0,,1268000000.0,,6649000000.0,3537700000,,,381000000.0,-96300000.0,-163000000.0,605000000,-16000000.0,8461000000.0,4404000000.0,0.0,371300000.0,,4400000000.0,4961000000.0,,,5741000000.0,733300000.0,1414000000.0,-3533000000.0,443000000.0,,,,,
2002-12-31,-234000000.0,2000000.0,1000000.0,1671000000.0,-42000000.0,1556000000.0,-65000000.0,217000000,217000000.0,307000000.0,,174000000.0,56000000.0,3486000000.0,,104000000.0,3070000000.0,725000000.0,0.26,2395000000.0,1387000000.0,2095000000.0,381000000.0,242000000.0,238000000.0,437000000.0,437000000.0,217000000.0,14495000000.0,9556000000.0,-567000000.0,834615385.0,4930000000.0,,127000000.0,,1017000000.0,62000000.0,,421000000,8615000000.0,,0.26,,-33000000.0,1146000000.0,,1136000000.0,,6721000000.0,3241000000,-4000000.0,-26000000.0,437000000.0,-23000000.0,-165000000.0,548000000,,8513000000.0,4901000000.0,0.0,321000000.0,,3714000000.0,4939000000.0,834615385.0,,5880000000.0,720000000.0,1415000000.0,-3651000000.0,436000000.0,,,,,
2003-03-31,-138000000.0,2000000.0,-1000000.0,1679000000.0,-70000000.0,1540000000.0,-66000000.0,236000000,236000000.0,374000000.0,,138000000.0,169000000.0,3486000000.0,,112000000.0,3022000000.0,738000000.0,0.28,2547000000.0,1460000000.0,2265000000.0,437000000.0,308000000.0,238000000.0,606000000.0,606000000.0,236000000.0,14804000000.0,9522000000.0,-485000000.0,842857143.0,4960000000.0,,137000000.0,,1045000000.0,61000000.0,,475000000,8765000000.0,,0.28,,-34000000.0,1213000000.0,,1222000000.0,,6787000000.0,3478000000,,12000000.0,606000000.0,-73000000.0,-165000000.0,612000000,,8583000000.0,4900000000.0,-1000000.0,348000000.0,,3865000000.0,5282000000.0,842857143.0,,6039000000.0,734000000.0,1414000000.0,-3765000000.0,450000000.0,,,,,
