date,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyAccumulatedDepreciation,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue
1996-03-31,,272000000,-40200000.0,3600000,-10900000.0,23500000.0,0.0,-3400000.0,,378700000.0,-100000.0,,464500000.0,123400000.0,214200000.0,-400000.0,28333333.0,67200000.0,,-3500000.0,11100000,,147200000.0,248500000.0,,255300000.0,,200000.0,,19900000.0,-27500000.0,-0.12,,202100000.0,100000.0,12400000.0,-600000,,11600000.0,-11500000.0,33100000.0,38000000.0,-3900000.0,5200000.0,129300000.0,400000.0,-3400000.0,19300000.0,,-171300000.0,28333333.0,53100000.0,-8100000.0,-35200000.0,,-500000.0,293200000.0,-1100000.0,,30400000.0,-46700000.0,,,526700000.0,,312500000.0,8200000.0,8200000.0,-0.12,,7500000.0,,59900000.0,0.0,,,
1996-06-30,,294300000,-2300000.0,5400000,-4700000.0,24700000.0,0.0,1000000.0,,383700000.0,,,466600000.0,130700000.0,224400000.0,-400000.0,25000000.0,67800000.0,,-1300000.0,12800000,,147800000.0,269600000.0,,253000000.0,,0.0,,19300000.0,-9600000.0,0.04,,199800000.0,100000.0,11900000.0,1000000,,12500000.0,-4800000.0,34900000.0,-1000000.0,0.0,5500000.0,140400000.0,700000.0,1000000.0,19200000.0,,-177900000.0,25000000.0,53100000.0,-400000.0,5400000.0,,-400000.0,288700000.0,600000.0,,35700000.0,600000.0,,,532300000.0,,307900000.0,7800000.0,7800000.0,0.04,,7400000.0,,60100000.0,0.0,,,
1996-09-30,,305500000,10400000.0,3500000,-5500000.0,22200000.0,0.0,-4200000.0,,392800000.0,,,466600000.0,140800000.0,229300000.0,-500000.0,,63100000.0,,4100000.0,9500000,,143100000.0,283300000.0,,252000000.0,,0.0,,18700000.0,3600000.0,,,198300000.0,100000.0,12700000.0,-4200000,,8500000.0,-5600000.0,35900000.0,-1000000.0,0.0,5600000.0,136900000.0,100000.0,-4200000.0,18800000.0,,-178000000.0,,53600000.0,10200000.0,16700000.0,,2200000.0,288600000.0,-2000000.0,,33500000.0,11100000.0,,,536700000.0,,307400000.0,18000000.0,18000000.0,,,6000000.0,,71400000.0,0.0,,,
1996-12-31,,297800000,,16300000,-4200000.0,30300000.0,0.0,10100000.0,,372000000.0,,,464100000.0,116800000.0,217700000.0,-400000.0,41383875.0,73200000.0,,,16300000,,152800000.0,267500000.0,,255200000.0,,-100000.0,,14000000.0,,0.37,,196000000.0,0.0,14000000.0,10100000,,212500000.0,-4200000.0,,-13100000.0,0.0,5400000.0,,2100000.0,10100000.0,21800000.0,,-178000000.0,41383875.0,59200000.0,-600000.0,16700000.0,,2800000.0,286100000.0,12900000.0,,,12500000.0,,,525600000.0,,307900000.0,5200000.0,5200000.0,0.37,,,,,5800000.0,,,
1997-03-31,,303400000,,9700000,-7900000.0,30200000.0,0.0,5000000.0,,373400000.0,,,474700000.0,124300000.0,222900000.0,-400000.0,27777778.0,77300000.0,,,16800000,,157400000.0,273200000.0,,249100000.0,,-100000.0,,20500000.0,,0.18,,193500000.0,100000.0,13400000.0,5000000,,8000000.0,-8000000.0,33600000.0,5200000.0,0.0,5300000.0,137900000.0,300000.0,5000000.0,21800000.0,,-187800000.0,27777778.0,55500000.0,-9700000.0,-7000000.0,,-300000.0,286900000.0,4700000.0,,32900000.0,-15000000.0,,,531600000.0,,308700000.0,7700000.0,7700000.0,0.18,,,,57800000.0,0.0,,,
1997-06-30,,335200000,600000.0,12600000,-28500000.0,34800000.0,0.0,7300000.0,,401700000.0,100000.0,,503400000.0,137000000.0,236800000.0,-400000.0,28076923.0,84200000.0,,-300000.0,20100000,,164200000.0,300400000.0,,264700000.0,,0.0,,22200000.0,-8000000.0,0.26,,210400000.0,0.0,14700000.0,7300000,,7700000.0,-28600000.0,30900000.0,13600000.0,-100000.0,5600000.0,146000000.0,100000.0,7300000.0,21300000.0,,-194800000.0,28076923.0,54300000.0,300000.0,15200000.0,,-200000.0,308600000.0,7100000.0,,38900000.0,-13400000.0,,,566700000.0,,329900000.0,8100000.0,8100000.0,0.26,,7500000.0,,67200000.0,0.0,,,
1997-09-30,,341200000,-4300000.0,25100000,-7100000.0,41800000.0,0.0,18700000.0,,395800000.0,-400000.0,,510700000.0,117600000.0,251100000.0,-500000.0,,102500000.0,,1200000.0,33200000,,182500000.0,299400000.0,,278200000.0,,-1200000.0,,16700000.0,-200000.0,,,224700000.0,100000.0,8600000.0,18700000,,6600000.0,-9400000.0,11600000.0,-5400000.0,100000.0,5800000.0,146200000.0,-400000.0,18700000.0,18100000.0,,-200800000.0,,53400000.0,12300000.0,24700000.0,,500000.0,309900000.0,19200000.0,,34800000.0,15300000.0,,,579100000.0,,328000000.0,20300000.0,20300000.0,,,8100000.0,,71200000.0,0.0,,,
1997-12-31,,337900000,14400000.0,15400000,-15500000.0,37500000.0,0.0,11100000.0,,370600000.0,-100000.0,,525400000.0,114100000.0,229000000.0,-400000.0,41383875.0,113200000.0,,-1800000.0,23500000,,193200000.0,300400000.0,,256500000.0,,-400000.0,,22100000.0,20800000.0,0.4,,204900000.0,0.0,14000000.0,11100000,,10100000.0,-15400000.0,8700000.0,-23200000.0,0.0,5000000.0,125400000.0,-100000.0,11100000.0,18300000.0,,-208100000.0,41383875.0,51600000.0,-6300000.0,32400000.0,,-800000.0,317300000.0,10300000.0,,39300000.0,17000000.0,,,564600000.0,,335600000.0,14000000.0,14000000.0,0.4,,8100000.0,,66100000.0,20300000.0,,,
1998-03-31,,324400000,-28100000.0,11300000,-9900000.0,34800000.0,0.0,6800000.0,,374400000.0,0.0,,535500000.0,104700000.0,237200000.0,-400000.0,27200000.0,119500000.0,,-600000.0,19300000,,199600000.0,289600000.0,,269700000.0,,300000.0,,23500000.0,-25000000.0,0.25,,219400000.0,0.0,15500000.0,6800000,,5600000.0,-10400000.0,11600000.0,16900000.0,0.0,5100000.0,150400000.0,-100000.0,6800000.0,17700000.0,,-215600000.0,27200000.0,50300000.0,-6800000.0,-13700000.0,,-500000.0,319900000.0,6300000.0,,32000000.0,-24100000.0,,,574800000.0,,337600000.0,7300000.0,7300000.0,0.25,,8000000.0,,61100000.0,0.0,,,
1998-06-30,,328500000,-7400000.0,19000000,-11700000.0,41100000.0,0.0,11800000.0,,367200000.0,0.0,,548300000.0,97900000.0,237700000.0,-400000.0,27441860.0,130300000.0,,1900000.0,27400000,,210400000.0,287400000.0,,269300000.0,,1600000.0,,22100000.0,10900000.0,0.43,,216700000.0,0.0,13700000.0,11800000,,9100000.0,-13600000.0,11600000.0,-3000000.0,0.0,5200000.0,139500000.0,100000.0,11800000.0,15800000.0,,-223300000.0,27441860.0,52600000.0,-1400000.0,13500000.0,,2100000.0,325000000.0,13900000.0,,37300000.0,-100000.0,,,578500000.0,,340800000.0,5900000.0,5900000.0,0.43,,8400000.0,,49000000.0,0.0,,,
1998-09-30,,340700000,22400000.0,31600000,-10200000.0,55300000.0,0.0,20300000.0,,369600000.0,,,562100000.0,111500000.0,258500000.0,-500000.0,,150800000.0,,1100000.0,39700000,,230900000.0,285400000.0,,258100000.0,,-900000.0,,23700000.0,-2200000.0,,,199800000.0,-100000.0,15600000.0,20300000,,9900000.0,-14100000.0,5900000.0,-23200000.0,100000.0,4900000.0,141700000.0,-600000.0,20300000.0,11800000.0,,-231000000.0,,58400000.0,19300000.0,52800000.0,,5800000.0,331100000.0,26100000.0,,35500000.0,38700000.0,,,601400000.0,,342900000.0,25100000.0,25100000.0,,,8100000.0,,70100000.0,0.0,,,
1998-12-31,,336100000,8300000.0,26200000,-12900000.0,52600000.0,0.0,15900000.0,,360100000.0,-100000.0,,574200000.0,115000000.0,260000000.0,-400000.0,41383875.0,166300000.0,,4200000.0,34900000,,246400000.0,283500000.0,,245100000.0,,-300000.0,,26400000.0,10800000.0,0.58,,185400000.0,0.0,17700000.0,15900000,,6000000.0,-12800000.0,4600000.0,-16200000.0,0.0,4700000.0,130900000.0,-100000.0,15900000.0,11900000.0,,-238700000.0,41383875.0,59700000.0,8500000.0,37400000.0,,5500000.0,335500000.0,21400000.0,,34500000.0,24600000.0,,,607400000.0,,347400000.0,33700000.0,33700000.0,0.58,,8700000.0,,75900000.0,25100000.0,,,
1999-03-31,,329900000,-30500000.0,25300000,-26300000.0,54700000.0,0.0,14600000.0,,365300000.0,,,599000000.0,110600000.0,261300000.0,-400000.0,27547170.0,180500000.0,,-3400000.0,33700000,,260500000.0,275200000.0,,254700000.0,,-600000.0,,29400000.0,-41400000.0,0.53,,198000000.0,0.0,21000000.0,14600000,,7100000.0,-26000000.0,6300000.0,13900000.0,0.0,4100000.0,172300000.0,500000.0,14600000.0,12200000.0,,-245800000.0,27547170.0,56700000.0,-20600000.0,-8000000.0,,7000000.0,353200000.0,21600000.0,,37800000.0,-34000000.0,,,626700000.0,,365400000.0,13100000.0,13100000.0,0.53,,8400000.0,,66500000.0,0.0,,,
1999-06-30,,344200000,-15300000.0,29300000,-13000000.0,58400000.0,5600000.0,18300000.0,,378700000.0,,,611200000.0,129700000.0,288600000.0,-400000.0,41590909.0,198400000.0,,-3300000.0,38200000,,278400000.0,285800000.0,,249000000.0,,-100000.0,,29100000.0,-2000000.0,0.44,,195300000.0,100000.0,20200000.0,18300000,,9600000.0,-13400000.0,7900000.0,-1600000.0,-100000.0,4300000.0,174300000.0,400000.0,18300000.0,12100000.0,,-253900000.0,41590909.0,53600000.0,-7300000.0,7100000.0,,7000000.0,357300000.0,25300000.0,,44200000.0,-6300000.0,,,658000000.0,,369400000.0,5600000.0,5600000.0,0.44,,8900000.0,,77600000.0,0.0,300000.0,,
1999-09-30,,347300000,20900000.0,28900000,-19100000.0,54700000.0,15700000.0,16500000.0,,360600000.0,200000.0,,622300000.0,124200000.0,278400000.0,-700000.0,,214200000.0,,-3100000.0,37400000,,294300000.0,292600000.0,,236400000.0,,-1900000.0,,25800000.0,6200000.0,,,183800000.0,-100000.0,17300000.0,16500000,,10300000.0,-17400000.0,4400000.0,-15700000.0,100000.0,4600000.0,168000000.0,-1700000.0,16500000.0,13700000.0,,-258600000.0,,52700000.0,10000000.0,45000000.0,,6200000.0,363700000.0,22700000.0,,38200000.0,27600000.0,,,655800000.0,,377400000.0,15700000.0,15700000.0,,,8500000.0,,81600000.0,5600000.0,400000.0,,
1999-12-31,,354800000,2400000.0,25300000,-13400000.0,54100000.0,12800000.0,14900000.0,,343600000.0,-100000.0,,636200000.0,122000000.0,270600000.0,-600000.0,41383779.0,228500000.0,,6000000.0,33900000,,308500000.0,300700000.0,,221600000.0,,1000000.0,,28800000.0,14300000.0,0.36,,163200000.0,0.0,20200000.0,14900000,,11700000.0,-14400000.0,4100000.0,-21400000.0,0.0,3900000.0,153700000.0,200000.0,14900000.0,12500000.0,,-266300000.0,41383779.0,58400000.0,-2900000.0,31800000.0,,6600000.0,369900000.0,21500000.0,,36200000.0,17400000.0,,,653000000.0,,382400000.0,12800000.0,12800000.0,0.36,,8600000.0,,81700000.0,15700000.0,400000.0,,
2000-03-31,,373260000,6950000.0,13282000,-26295000.0,42893000.0,10471000.0,9023000.0,,347371000.0,,,654329000.0,125884000.0,265349000.0,-642000.0,41384000.0,236859000.0,,-12020000.0,22146000,,316898000.0,330367000.0,,221487000.0,,-7448000.0,,29611000.0,-32096000.0,0.22,,175350000.0,0.0,20747000.0,9023000,,10615000.0,-20968000.0,5041000.0,12365000.0,0.0,4699000.0,185831000.0,595000.0,9023000.0,19575000.0,,-274095000.0,41384000.0,46137000.0,-2332000.0,11608000.0,,155000.0,380234000.0,9178000.0,,30249000.0,-9360000.0,,,665158000.0,,399809000.0,10471000.0,10471000.0,0.22,,8864000.0,,90594000.0,12800000.0,414000.0,,
2000-06-30,,391979000,-11543000.0,26349000,-22032000.0,55949000.0,1702000.0,17144000.0,,353451000.0,,,673910000.0,131461000.0,274376000.0,-618000.0,41384000.0,253385000.0,,2977000.0,35633000,,332110000.0,336030000.0,,221990000.0,,-548000.0,,29600000.0,1053000.0,0.41,,172686000.0,0.0,20316000.0,17144000,,13934000.0,-21565000.0,4729000.0,-4957000.0,-1314000.0,4967000.0,184778000.0,-1063000.0,17144000.0,19822000.0,,-281658000.0,41274680.0,49304000.0,-8769000.0,18298000.0,,3175000.0,392252000.0,20319000.0,,35841000.0,-3267000.0,,,686450000.0,,412074000.0,1702000.0,1702000.0,0.41,,9284000.0,,90891000.0,10471000.0,414000.0,,
2000-09-30,,379375000,43088000.0,15635000,-34137000.0,48937000.0,28060000.0,11319000.0,,361972000.0,,,708101000.0,144439000.0,268970000.0,-616000.0,,264088000.0,-254000.0,3487000.0,24914000,,342559000.0,330438000.0,,217533000.0,,941000.0,,33302000.0,3541000.0,,,165037000.0,0.0,24023000.0,11319000,,9387000.0,,4657000.0,-8627000.0,0.0,4210000.0,181237000.0,357000.0,11319000.0,18576000.0,,-290227000.0,,52496000.0,26358000.0,69097000.0,,463000.0,417874000.0,11782000.0,,34704000.0,126030000.0,,,705420000.0,,436450000.0,28060000.0,28060000.0,,,9279000.0,,105078000.0,1702000.0,414000.0,,
2000-12-31,,386032000,-9561000.0,23211000,-33171000.0,55834000.0,11277000.0,12737000.0,,358775000.0,,,740443000.0,145661000.0,253169000.0,-621000.0,41112679.0,276205000.0,,3991000.0,31879000,,354676000.0,330198000.0,,213114000.0,,-620000.0,,32623000.0,14025000.0,0.31,,156546000.0,0.0,23955000.0,12737000,,10394000.0,-32607000.0,14242000.0,436000.0,0.0,4140000.0,167212000.0,1000.0,12737000.0,19007000.0,,-298279000.0,41112679.0,56568000.0,-16783000.0,16000000.0,,6335000.0,442164000.0,19072000.0,,34939000.0,-16607000.0,,,714340000.0,,461171000.0,11277000.0,11277000.0,0.31,,8668000.0,,96480000.0,28060000.0,414000.0,,
2001-03-31,,541593000,-43594000.0,-5272000,-266276000.0,41368000.0,4745000.0,-9802000.0,,831111000.0,,,1029150000.0,267166000.0,433622000.0,-612000.0,41112679.0,265790000.0,,-5746000.0,6880000,,344261000.0,500225000.0,77674000.0,563945000.0,,256000.0,109675000.0,46640000.0,-31802000.0,-0.24,,460346000.0,0.0,34488000.0,-9802000,,0.0,-27793000.0,63947000.0,307193000.0,0.0,7085000.0,305225000.0,239000.0,-9802000.0,23695000.0,,-310206000.0,41112679.0,103599000.0,-6532000.0,-47486000.0,,-2316000.0,718944000.0,-12118000.0,,0.0,-75279000.0,,,1176261000.0,,742639000.0,4745000.0,4745000.0,-0.24,,12152000.0,,125545000.0,11277000.0,414000.0,,
2001-06-30,,645836000,-209000.0,45486000,-23070000.0,94233000.0,8767000.0,25267000.0,,835452000.0,,,1049216000.0,280796000.0,457990000.0,-621000.0,41112679.0,290436000.0,,6241000.0,64094000,,368479000.0,551603000.0,82333000.0,554656000.0,,3404000.0,130060000.0,48747000.0,-390000.0,0.62,,444125000.0,0.0,30139000.0,25267000,,0.0,-27240000.0,59022000.0,-21804000.0,0.0,10014000.0,305614000.0,-1149000.0,25267000.0,20047000.0,,-322433000.0,41112679.0,110531000.0,4022000.0,48738000.0,,9056000.0,726783000.0,34323000.0,,0.0,21498000.0,,,1204820000.0,,746830000.0,8767000.0,8767000.0,0.62,,18608000.0,-428000.0,139441000.0,4745000.0,414000.0,,
2001-09-30,,641251000,30198000.0,31116000,-26611000.0,22515000.0,20916000.0,14723000.0,,833874000.0,,,1090963000.0,239922000.0,443272000.0,-613000.0,,302758000.0,,8251000.0,47078000,,380932000.0,618736000.0,83558000.0,593952000.0,,-2469000.0,95022000.0,-8601000.0,-8785000.0,,,467242000.0,0.0,30827000.0,13829000,,12934000.0,-24992000.0,5099000.0,-31646000.0,0.0,9536000.0,314400000.0,436000.0,14723000.0,20067000.0,,-338607000.0,,126710000.0,12149000.0,70581000.0,,8188000.0,752356000.0,22016000.0,,0.0,45589000.0,,,1215695000.0,,772423000.0,20916000.0,20916000.0,,,15962000.0,-297000.0,151265000.0,8767000.0,414000.0,,
2001-12-31,,656030000,51361000.0,23330000,-17527000.0,57865000.0,14398000.0,12991000.0,,760905000.0,,,1107809000.0,237387000.0,380747000.0,-621000.0,41112679.0,315128000.0,,-138000.0,40729000,,391644000.0,598165000.0,88974000.0,523518000.0,,-278000.0,92211000.0,34535000.0,54260000.0,0.32,,396945000.0,0.0,34535000.0,12991000,,13998000.0,,5177000.0,-70839000.0,0.0,8573000.0,260140000.0,922000.0,12991000.0,19999000.0,,-355117000.0,41112679.0,126573000.0,-6518000.0,81773000.0,,2688000.0,752692000.0,15679000.0,,0.0,81773000.0,,,1153438000.0,,772691000.0,14398000.0,14398000.0,0.32,,17399000.0,-1955000.0,143236000.0,20916000.0,414000.0,,
2002-03-31,,600753000,-64722000.0,-4372000,-15150000.0,28631000.0,8649000.0,1252000.0,,799930000.0,,,1121631000.0,275566000.0,425435000.0,-617000.0,41112679.0,315763000.0,,-12836000.0,13274000,,393641000.0,572122000.0,73987000.0,524364000.0,,-367000.0,82703000.0,33003000.0,-62482000.0,0.03,,410628000.0,0.0,33003000.0,1252000,,11461000.0,,60126000.0,68015000.0,0.0,7262000.0,322622000.0,-513000.0,1252000.0,19952000.0,,-371466000.0,41112679.0,113736000.0,-5749000.0,-58711000.0,,-13399000.0,750165000.0,-12147000.0,,0.0,-90942000.0,,,1195552000.0,,770117000.0,8649000.0,8649000.0,0.03,,17646000.0,-593000.0,141453000.0,14398000.0,414000.0,,
2002-06-30,,637116000,-9825000.0,14046000,-25886000.0,47000000.0,7813000.0,3266000.0,,818445000.0,,,1140203000.0,282313000.0,440293000.0,-616000.0,41112679.0,318413000.0,,4332000.0,31860000,,397910000.0,590116000.0,82590000.0,536132000.0,,-2278000.0,91705000.0,32954000.0,-8470000.0,0.08,,418064000.0,0.0,32954000.0,3266000,,9683000.0,-24199000.0,63207000.0,9900000.0,0.0,9031000.0,331092000.0,1509000.0,3266000.0,21803000.0,,-383934000.0,41112679.0,118068000.0,-836000.0,15705000.0,,3258000.0,756269000.0,6524000.0,,0.0,-8494000.0,,,1218365000.0,,778072000.0,7813000.0,7813000.0,0.08,,17814000.0,1026000.0,136516000.0,8649000.0,414000.0,,
2002-09-30,,639819000,37951000.0,-3100000,-23896000.0,31670000.0,14913000.0,-3174000.0,,831953000.0,,,1163341000.0,264881000.0,443918000.0,-613000.0,,314626000.0,,6831000.0,15014000,,394324000.0,608149000.0,84618000.0,567072000.0,,-574000.0,85347000.0,34770000.0,4300000.0,,,450161000.0,0.0,34770000.0,-3174000,,16866000.0,-23958000.0,3483000.0,-28239000.0,0.0,7137000.0,326792000.0,2091000.0,-3174000.0,21940000.0,,-401309000.0,,116911000.0,7100000.0,59346000.0,,-4972000.0,762032000.0,-8146000.0,,0.0,35388000.0,,,1227890000.0,,783972000.0,14913000.0,14913000.0,,,18114000.0,1227000.0,163892000.0,7813000.0,414000.0,,
2002-12-31,,627405000,20241000.0,10341000,-9484000.0,27999000.0,29337000.0,2756000.0,,823281000.0,,,1166362000.0,275166000.0,446742000.0,-621000.0,41112679.0,316761000.0,,56000.0,27851000,,395115000.0,599406000.0,112963000.0,548115000.0,,-517000.0,91916000.0,17658000.0,18486000.0,0.07,,434102000.0,1000.0,32045000.0,2756000,,17183000.0,-9116000.0,3525000.0,-16637000.0,0.0,9476000.0,308306000.0,16503000.0,2756000.0,24597000.0,,-417790000.0,41112679.0,114012000.0,14424000.0,40617000.0,,225000.0,748572000.0,2981000.0,,0.0,31501000.0,,,1219911000.0,,773169000.0,29337000.0,29337000.0,0.07,,17510000.0,-117000.0,145790000.0,14913000.0,414000.0,,
2003-03-31,,630592000,-94746000.0,1410000,-15837000.0,25673000.0,14397000.0,10765000.0,,852473000.0,,,1180804000.0,236906000.0,487798000.0,-616000.0,41112679.0,326910000.0,,9748000.0,19212000,,405329000.0,604919000.0,79359000.0,615567000.0,,-72000.0,110086000.0,24263000.0,-37049000.0,0.26,,491825000.0,0.0,35576000.0,10765000,,17960000.0,-15908000.0,4272000.0,57852000.0,0.0,9942000.0,345355000.0,37992000.0,10765000.0,24219000.0,,-433710000.0,41112679.0,123742000.0,-14940000.0,-56617000.0,,7381000.0,747094000.0,18146000.0,,0.0,-72525000.0,,,1259111000.0,,771313000.0,14397000.0,14397000.0,0.26,,17802000.0,-52000.0,140387000.0,29337000.0,414000.0,,
2003-06-30,,651877000,-11700000.0,26140000,-14552000.0,50945000.0,16667000.0,17441000.0,,855415000.0,,,1187583000.0,241036000.0,508880000.0,-621000.0,41112679.0,343730000.0,,7514000.0,45081000,,422189000.0,600932000.0,90228000.0,614379000.0,,-4061000.0,118612000.0,24805000.0,-12946000.0,0.42,,480150000.0,0.0,35107000.0,17441000,,0.0,-11122000.0,2635000.0,-13932000.0,0.0,9417000.0,358301000.0,18760000.0,17441000.0,30837000.0,,-448380000.0,41112679.0,134229000.0,2270000.0,30695000.0,,7740000.0,739203000.0,25181000.0,,0.0,19573000.0,,,1278920000.0,,770040000.0,16667000.0,16667000.0,0.42,,18941000.0,-12000.0,135285000.0,14397000.0,414000.0,,
2003-09-30,,709471000,59871000.0,25722000,-17056000.0,49387000.0,16606000.0,25073000.0,,809542000.0,,,1200437000.0,279589000.0,490708000.0,-609000.0,,368195000.0,,-22887000.0,45656000,,446696000.0,660084000.0,107503000.0,529953000.0,,4015000.0,127020000.0,23665000.0,17420000.0,,,415965000.0,0.0,34142000.0,25073000,,6201000.0,-17428000.0,2680000.0,-67050000.0,-2300000.0,9146000.0,340881000.0,10827000.0,25073000.0,31302000.0,,-464963000.0,,113988000.0,-61000.0,84197000.0,,-8147000.0,735474000.0,16926000.0,,0.0,66769000.0,,,1257484000.0,,766776000.0,16606000.0,16606000.0,,,19934000.0,30000.0,159164000.0,16667000.0,414000.0,,
2003-12-31,,1044367000,73448000.0,30800000,-322432000.0,77103000.0,98098000.0,10286000.0,,1387621000.0,,,1700051000.0,550165000.0,911511000.0,-998000.0,51757222.0,377482000.0,,9143000.0,56711000,,808444000.0,967264000.0,217738000.0,837456000.0,,213000.0,270535000.0,46303000.0,2032000.0,0.2,,714325000.0,0.0,46303000.0,10286000,,7434000.0,-20552000.0,11413000.0,285180000.0,-5185000.0,12444000.0,535444000.0,251000.0,10286000.0,73770000.0,,-488030000.0,51757222.0,123131000.0,81492000.0,118797000.0,,8321000.0,1212021000.0,18607000.0,,0.0,98245000.0,,,2197302000.0,,1285791000.0,98098000.0,98098000.0,0.2,,25911000.0,200000.0,310772000.0,16606000.0,668000.0,,
2004-03-31,,1384907000,-17376000.0,61510000,-20635000.0,127091000.0,47151000.0,32951000.0,,1306653000.0,,,1685825000.0,547450000.0,873053000.0,-1003000.0,66555733.0,409431000.0,,-7226000.0,94597000,,840193000.0,1257816000.0,221516000.0,759203000.0,,49000.0,209699000.0,65581000.0,-70163000.0,0.5,,643298000.0,0.0,65649000.0,32951000,,10641000.0,-19429000.0,12331000.0,-71382000.0,0.0,13524000.0,605562000.0,-1373000.0,32951000.0,108991000.0,,-519821000.0,66555733.0,115905000.0,-50947000.0,41062000.0,,13594000.0,1166004000.0,46545000.0,,0.0,21633000.0,,,2148048000.0,,1274995000.0,47151000.0,47151000.0,0.5,,33087000.0,,303361000.0,98098000.0,668000.0,,
2004-06-30,,1447995000,-26586000.0,45040000,-15463000.0,123249000.0,36839000.0,9814000.0,,1283115000.0,,,1678186000.0,568714000.0,934617000.0,-998000.0,66555733.0,418246000.0,,7200000.0,74162000,,849862000.0,1324746000.0,251866000.0,714401000.0,,558000.0,214812000.0,78209000.0,-22027000.0,0.15,,591297000.0,0.0,78209000.0,9814000,,57758000.0,-15856000.0,8175000.0,-60961000.0,-3806000.0,14690000.0,625208000.0,-8273000.0,9814000.0,48831000.0,,-527405000.0,66555733.0,123104000.0,-10312000.0,65888000.0,,12263000.0,1150781000.0,22077000.0,,0.0,50032000.0,,,2134229000.0,,1199612000.0,36839000.0,36839000.0,0.15,,29122000.0,854000.0,298431000.0,47151000.0,668000.0,,
2004-09-30,,1486454000,-52390000.0,135878000,11070000.0,158767000.0,38165000.0,75290000.0,,1321823000.0,-1168000.0,,1696295000.0,633502000.0,1017228000.0,-994000.0,,492542000.0,,-5822000.0,161546000,,922956000.0,1327687000.0,256064000.0,688321000.0,,-1124000.0,324187000.0,22889000.0,16713000.0,,,535866000.0,0.0,46704000.0,75290000,,38302000.0,-23805000.0,8428000.0,-56172000.0,0.0,11471000.0,609997000.0,20715000.0,75290000.0,50086000.0,,-517620000.0,,152455000.0,1326000.0,46657000.0,,46017000.0,1178675000.0,121307000.0,,54445000.0,22852000.0,,,2245989000.0,,1228761000.0,38165000.0,38165000.0,,,25668000.0,-348000.0,314565000.0,36839000.0,668000.0,,
2004-12-31,,1368247000,86157000.0,91015000,-23287000.0,155411000.0,171098000.0,48509000.0,,1308110000.0,,,1736238000.0,629222000.0,1059556000.0,-998000.0,66555733.0,540052000.0,,831000.0,121080000,,970422000.0,1212836000.0,318616000.0,678888000.0,,92000.0,276043000.0,64396000.0,51948000.0,0.73,,525602000.0,0.0,64396000.0,48509000,,47789000.0,-24160000.0,8454000.0,-11237000.0,0.0,12224000.0,558049000.0,1118000.0,48509000.0,50323000.0,,-566281000.0,66555733.0,153286000.0,132933000.0,167437000.0,,31400000.0,1169957000.0,79909000.0,,46198000.0,143277000.0,,,2279836000.0,,1220280000.0,171098000.0,171098000.0,0.73,,30065000.0,-392000.0,255954000.0,38165000.0,668000.0,,
