date,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyBasicEPS,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyOperatingIncome,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyEbitda,quarterlyPretaxIncome,quarterlyRepurchaseOfCapitalStock,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyInventory,quarterlyOtherShortTermInvestments,quarterlyResearchAndDevelopment
1996-03-31,6600000.0,187100000.0,58000000.0,,390100000.0,258800000.0,36500000.0,9900000.0,0.095,188600000.0,578700000.0,,4000000.0,21700000.0,-100000.0,316800000.0,,56700000.0,,9900000,9900000.0,200000.0,104210526.0,65800000.0,36300000.0,,0.0,-25500000.0,,,430300000.0,,,0.0,41000000.0,,40500000.0,0.095,-20600000.0,,261900000.0,40100000.0,,,,,69300000.0,69300000.0,,15900000.0,16200000,73900000.0,-700000.0,-1600000.0,156900000.0,,487000000,11500000.0,-75100000.0,23900000.0,-4900000.0,169000000.0,6500000.0,20200000,16400000.0,,81800000.0,-100000.0,4400000.0,9800000.0,104210526.0,,,,,,
1996-06-30,17200000.0,197300000.0,59100000.0,,394800000.0,251300000.0,36700000.0,10400000.0,0.1,188600000.0,583400000.0,,4500000.0,23200000.0,1600000.0,310400000.0,,57800000.0,,10400000,10400000.0,500000.0,104000000.0,66800000.0,35900000.0,,0.0,-3900000.0,,,379000000.0,,,0.0,40800000.0,,41200000.0,0.1,-800000.0,,273000000.0,42000000.0,,,,,79900000.0,79900000.0,,8500000.0,16600000,60700000.0,-2100000.0,7600000.0,156100000.0,,436800000,20400000.0,-75100000.0,-6100000.0,-3200000.0,182100000.0,6800000.0,21100000,17200000.0,,81000000.0,,500000.0,10600000.0,104000000.0,,,,,,
1996-09-30,-9400000.0,207600000.0,61000000.0,,383600000.0,228100000.0,36300000.0,10600000.0,,188900000.0,572500000.0,,4900000.0,24700000.0,100000.0,289100000.0,,57600000.0,,10600000,10600000.0,1000000.0,,69400000.0,36300000.0,,0.0,-3100000.0,,,346400000.0,,,0.0,40500000.0,,41200000.0,,21200000.0,,283400000.0,44000000.0,,,,200000.0,62900000.0,62900000.0,,700000.0,16400000,60800000.0,,-21300000.0,162500000.0,,404000000,-5900000.0,-83500000.0,-7800000.0,-3500000.0,166600000.0,7000000.0,21300000,17600000.0,,79000000.0,,3100000.0,-17100000.0,,,,,,,
1996-12-31,18600000.0,217600000.0,60900000.0,,380100000.0,218400000.0,36500000.0,10900000.0,0.105,193900000.0,574000000.0,,4600000.0,24100000.0,-400000.0,279300000.0,,58000000.0,,10900000,10900000.0,1000000.0,103809524.0,74300000.0,36800000.0,,0.0,-4400000.0,,,375600000.0,,,62900000.0,40600000.0,,41100000.0,0.105,-4000000.0,,294700000.0,41100000.0,,,,3000000.0,79800000.0,79800000.0,,1500000.0,16900000,48700000.0,,6600000.0,162500000.0,,433600000,22000000.0,-83500000.0,-1000000.0,-3400000.0,168200000.0,7100000.0,21500000,18000000.0,-1500000.0,79000000.0,100000.0,300000.0,16900000.0,103809524.0,,,,,,
1997-03-31,21700000.0,226900000.0,62900000.0,,420600000.0,251400000.0,37300000.0,11400000.0,0.11,197200000.0,617800000.0,,4400000.0,27800000.0,100000.0,314300000.0,,59400000.0,,11400000,11400000.0,1100000.0,103636364.0,72100000.0,35100000.0,,0.0,-6400000.0,,,378300000.0,,,0.0,42000000.0,,41700000.0,0.11,-700000.0,,303500000.0,43500000.0,,,,600000.0,100300000.0,100300000.0,,2500000.0,17700000,48800000.0,,12600000.0,166200000.0,,437700000,28000000.0,-83100000.0,-100000.0,-6300000.0,200100000.0,7500000.0,22100000,18900000.0,-4500000.0,83100000.0,100000.0,4700000.0,20600000.0,103636364.0,,,,,,
1997-06-30,8900000.0,238800000.0,62400000.0,,440200000.0,273100000.0,38400000.0,12000000.0,0.115,210600000.0,650800000.0,,4800000.0,28500000.0,0.0,335500000.0,,61800000.0,,12000000,12000000.0,1300000.0,102127660.0,73300000.0,33900000.0,,0.0,-37900000.0,,,368400000.0,,,0.0,48000000.0,,43200000.0,0.1175,-5700000.0,,315300000.0,63400000.0,,,,0.0,80300000.0,80300000.0,,2900000.0,18600000,44400000.0,,2900000.0,172800000.0,,430200000,19400000.0,-83500000.0,-1400000.0,-10500000.0,225800000.0,7800000.0,23400000,19800000.0,-1300000.0,89300000.0,-300000.0,900000.0,-20000000.0,104347826.0,,,,,,
1997-09-30,-33300000.0,249800000.0,88700000.0,,503900000.0,325700000.0,48100000.0,12600000.0,,240300000.0,744200000.0,1700000.0,5000000.0,34600000.0,11300000.0,414400000.0,,73200000.0,,12600000,12600000.0,600000.0,,71500000.0,54100000.0,,0.0,-20800000.0,,,405800000.0,,,0.0,75400000.0,,53100000.0,,-12300000.0,,324300000.0,65800000.0,,,,-2700000.0,56000000.0,56000000.0,,1400000.0,20100000,109100000.0,,-40300000.0,184400000.0,,479000000,-25500000.0,-91000000.0,22800000.0,-7800000.0,215200000.0,8100000.0,25100000,20700000.0,-4800000.0,93400000.0,-2800000.0,,-24400000.0,,,,,,,
1997-12-31,8100000.0,262600000.0,89300000.0,,513300000.0,331200000.0,45300000.0,12800000.0,0.1225,245500000.0,758800000.0,-4200000.0,5100000.0,35900000.0,1500000.0,420500000.0,,70700000.0,,12800000,12800000.0,800000.0,102400000.0,75100000.0,53400000.0,,0.0,-12400000.0,,,435700000.0,,,56000000.0,75000000.0,,50400000.0,0.125,-500000.0,,332900000.0,66800000.0,,,,,56100000.0,56100000.0,,500000.0,20300000,116500000.0,,-2100000.0,190800000.0,,506400000,15800000.0,-95400000.0,-3600000.0,-7700000.0,214200000.0,8200000.0,25400000,21000000.0,-4300000.0,95400000.0,,100000.0,100000.0,104489796.0,,,,,,
1998-03-31,14200000.0,273600000.0,84400000.0,,526200000.0,335600000.0,47300000.0,13300000.0,0.1275,248000000.0,774200000.0,-200000.0,6100000.0,32600000.0,-3300000.0,420000000.0,,75100000.0,,13300000,13300000.0,100000.0,102307692.0,76900000.0,51800000.0,,0.0,-9700000.0,,,449700000.0,,,0.0,73800000.0,,53400000.0,0.13,-1900000.0,,348700000.0,74900000.0,,,,,67900000.0,67900000.0,,,21700000,93400000.0,,3500000.0,191300000.0,,524800000,22100000.0,-94000000.0,900000.0,-7900000.0,242200000.0,8500000.0,27800000,21800000.0,-800000.0,97300000.0,,5500000.0,11800000.0,104313725.0,,,,,,
1998-06-30,1600000.0,287400000.0,84900000.0,,519000000.0,333600000.0,44900000.0,13900000.0,0.1325,262500000.0,781500000.0,-1700000.0,6700000.0,32400000.0,-100000.0,418500000.0,,74000000.0,,13900000,13900000.0,300000.0,102962963.0,80100000.0,52500000.0,,0.0,-15500000.0,,,451000000.0,,,0.0,73500000.0,,51600000.0,0.135,100000.0,,357200000.0,70400000.0,,,,3900000.0,67200000.0,67200000.0,,900000.0,22400000,80900000.0,1500000.0,-2700000.0,202900000.0,,525000000,19400000.0,-94000000.0,-4600000.0,-17800000.0,251800000.0,8900000.0,29100000,22800000.0,-7000000.0,108900000.0,0.0,1700000.0,-700000.0,104905660.0,,,,,,
1998-09-30,20300000.0,300300000.0,61500000.0,,566000000.0,368300000.0,46500000.0,14400000.0,,241500000.0,807500000.0,700000.0,5100000.0,35300000.0,3600000.0,429800000.0,,73600000.0,,14400000,14400000.0,1100000.0,,63700000.0,26200000.0,,0.0,28000000.0,,,471300000.0,,,0.0,77200000.0,,51600000.0,,7600000.0,,371400000.0,69900000.0,,,,5800000.0,101300000.0,101300000.0,,200000.0,22000000,101800000.0,-5600000.0,28100000.0,201500000.0,,544900000,33200000.0,-100900000.0,-28100000.0,-12900000.0,266300000.0,8800000.0,27100000,23200000.0,-5900000.0,100600000.0,,,34100000.0,,,,,,,
1998-12-31,3800000.0,314900000.0,57600000.0,,568600000.0,365500000.0,45200000.0,15200000.0,0.145,246200000.0,814800000.0,-100000.0,6000000.0,34000000.0,-100000.0,423100000.0,,74300000.0,,15200000,15200000.0,1000000.0,103050847.0,65000000.0,23600000.0,,0.0,700000.0,,,480900000.0,,,101300000.0,74900000.0,,51200000.0,0.1475,-4300000.0,,385200000.0,54700000.0,,,,16400000.0,114200000.0,114200000.0,100000.0,300000.0,23100000,111100000.0,,-6100000.0,211400000.0,,555200000,15100000.0,-105100000.0,-1900000.0,-11300000.0,254100000.0,8900000.0,29100000,24100000.0,,106300000.0,,500000.0,12800000.0,104827586.0,,,,,,
1999-03-31,-193300000.0,326700000.0,258400000.0,,781200000.0,582700000.0,84200000.0,16200000.0,0.1525,470900000.0,1252100000.0,-1400000.0,8300000.0,49200000.0,-800000.0,841100000.0,,120600000.0,,16200000,16200000.0,0.0,102857143.0,98100000.0,209200000.0,,0.0,-212800000.0,,,659300000.0,,,0.0,231700000.0,,92500000.0,0.1575,-2100000.0,,404200000.0,80000000.0,,,,100000.0,73500000.0,73500000.0,2200000.0,4600000.0,28100000,159900000.0,,-7500000.0,251400000.0,,779900000,16100000.0,-110300000.0,157600000.0,-209400000.0,418200000.0,9700000.0,36400000,25900000.0,,141100000.0,,6300000.0,-40600000.0,106229508.0,,,,,,
1999-06-30,16000000.0,342300000.0,218000000.0,,811000000.0,637400000.0,79900000.0,16800000.0,0.1575,472600000.0,1283600000.0,0.0,9100000.0,49600000.0,200000.0,855400000.0,,117600000.0,,16800000,16800000.0,1000000.0,103384615.0,99600000.0,168400000.0,,0.0,-8300000.0,,,654300000.0,,,0.0,230000000.0,,89000000.0,0.1625,400000.0,,422700000.0,85400000.0,,,,2100000.0,52000000.0,52000000.0,2700000.0,6000000.0,28600000,161800000.0,-2600000.0,5500000.0,259200000.0,,771900000,26800000.0,-116200000.0,-39100000.0,-10800000.0,469600000.0,10100000.0,37700000,26900000.0,,143000000.0,0.0,900000.0,-21500000.0,106666667.0,,,,,,
1999-09-30,15200000.0,359000000.0,180300000.0,,729600000.0,585000000.0,79700000.0,17300000.0,,490600000.0,1220200000.0,-300000.0,8200000.0,44900000.0,-2000000.0,765300000.0,,116400000.0,,17300000,17300000.0,1100000.0,,105400000.0,135400000.0,,53500000.0,-200000.0,,,651600000.0,,26100000.0,0.0,245500000.0,,87900000.0,,4100000.0,,448700000.0,90100000.0,,,-4400000.0,-300000.0,53500000.0,53500000.0,4900000.0,9500000.0,28500000,186300000.0,-3500000.0,3600000.0,255600000.0,,768000000,23800000.0,-115900000.0,-22300000.0,-8600000.0,389200000.0,10400000.0,36700000,27700000.0,,139700000.0,,7000000.0,1500000.0,,,,,,,
1999-12-31,13900000.0,353100000.0,172600000.0,,734800000.0,602500000.0,73700000.0,-5800000.0,-0.055,487300000.0,1222100000.0,-1200000.0,9400000.0,44900000.0,0.0,775100000.0,,113100000.0,,-5800000,-5800000.0,-37500000.0,105454545.0,103600000.0,127700000.0,,55200000.0,-10100000.0,,,696000000.0,,26100000.0,53500000.0,243500000.0,,83100000.0,-0.055,-1900000.0,,440700000.0,90000000.0,,,-6700000.0,1300000.0,55200000.0,55200000.0,2100000.0,7900000.0,30000000,202900000.0,,19500000.0,262100000.0,,809100000,22200000.0,-121900000.0,-8400000.0,-8300000.0,391700000.0,-3500000.0,39400000,-9300000.0,,140200000.0,100000.0,200000.0,1700000.0,105454545.0,,,,,,
2000-03-31,-51996000.0,368217000.0,240554000.0,,786578000.0,593009000.0,79281000.0,18100000.0,0.1725,512240000.0,1298818000.0,-455000.0,9846000.0,45161000.0,-2229000.0,833563000.0,,119335000.0,,18100000,18100000.0,677000.0,104927536.0,111913000.0,195393000.0,,47849000.0,-35030000.0,,,762464000.0,,26183000.0,55200000.0,251054000.0,,89127000.0,0.1725,2805000.0,,459058000.0,94902000.0,,,-6374000.0,1578000.0,47849000.0,47849000.0,2586000.0,8021000.0,30208000,197834000.0,,-64098000.0,288089000.0,,881799000,-39122000.0,-138816000.0,66920000.0,-12874000.0,387154000.0,10862000.0,40054000,28962000.0,,149273000.0,136000.0,8036000.0,-7333000.0,104927536.0,,,,,,
2000-06-30,38280000.0,386497000.0,256257000.0,,841294000.0,622225000.0,80188000.0,19100000.0,0.18,520704000.0,1361998000.0,-713000.0,9576000.0,46007000.0,378000.0,878482000.0,,121473000.0,,19100000,19100000.0,473000.0,104657534.0,118832000.0,210250000.0,,61920000.0,-50544000.0,,,736355000.0,,26249000.0,47849000.0,250109000.0,,89764000.0,0.1825,-40606000.0,,477650000.0,94809000.0,,,-8137000.0,2375000.0,61920000.0,61920000.0,3522000.0,7742000.0,31709000,212857000.0,2495000.0,18934000.0,310103000.0,,857828000,49040000.0,-158340000.0,16492000.0,-10760000.0,401626000.0,11460000.0,41285000,30560000.0,0.0,151763000.0,,1282000.0,14071000.0,106111111.0,,,,,,
2000-09-30,36748000.0,400791000.0,199766000.0,,851023000.0,683863000.0,77911000.0,19550000.0,,533353000.0,1384376000.0,-5404000.0,11276000.0,52946000.0,7128000.0,883629000.0,,121855000.0,,19550000,19550000.0,525000.0,,113819000.0,146820000.0,,65848000.0,-11031000.0,710979000.0,,748372000.0,,26386000.0,61920000.0,269043000.0,,89187000.0,,5895000.0,,495543000.0,74196000.0,,,-10986000.0,-2084000.0,65848000.0,65848000.0,3209000.0,18460000.0,32668000,224063000.0,13766000.0,4235000.0,304096000.0,,870227000,49183000.0,-153605000.0,-32165000.0,-12435000.0,441340000.0,11482000.0,43944000,31032000.0,-5562000.0,150491000.0,,6488000.0,3928000.0,,,,,,,
2000-12-31,36895000.0,419930000.0,190203000.0,,878029000.0,688022000.0,79469000.0,20100000.0,0.1875,520599000.0,1398628000.0,-871000.0,9359000.0,54844000.0,1874000.0,878225000.0,,112656000.0,,20100000,20100000.0,526000.0,105789474.0,113757000.0,135359000.0,,80150000.0,4646000.0,721458000.0,,816526000.0,,26461000.0,65848000.0,267074000.0,,79469000.0,0.19,1027000.0,,515099000.0,76421000.0,,,-11455000.0,741000.0,80150000.0,80150000.0,3045000.0,2394000.0,33187000,279001000.0,-172000.0,8209000.0,299383000.0,,929182000,36895000.0,-159615000.0,-28579000.0,,406627000.0,11554000.0,42546000,31654000.0,-2210000.0,139768000.0,96000.0,669000.0,14302000.0,107200000.0,,,,,,
2001-03-31,-14009000.0,436661000.0,223750000.0,264471000.0,923390000.0,678522000.0,86286000.0,21560000.0,0.1975,526068000.0,1449458000.0,-2851000.0,10755000.0,63191000.0,7200000.0,902272000.0,,121413000.0,,21560000,21560000.0,664000.0,106469136.0,121278000.0,160559000.0,,97557000.0,-17308000.0,754809000.0,,888456000.0,293499000.0,26688000.0,80150000.0,,,86286000.0,0.2025,-5079000.0,119171000.0,542036000.0,0.0,,,-12386000.0,925000.0,97557000.0,97557000.0,2863000.0,4546000.0,35127000,233091000.0,1734000.0,-40763000.0,307796000.0,,1009869000,-7455000.0,-167477000.0,43816000.0,,28215000.0,12393000.0,45882000,33953000.0,-1682000.0,140319000.0,126000.0,7767000.0,17407000.0,109164557.0,,,,,,
2001-06-30,19352000.0,449179000.0,231339000.0,,940543000.0,719203000.0,92691000.0,22520000.0,0.205,573256000.0,1513799000.0,134000.0,10034000.0,53593000.0,-9923000.0,950542000.0,,129461000.0,,22520000,22520000.0,601000.0,107238095.0,125106000.0,177746000.0,,99931000.0,-42040000.0,767677000.0,,911956000.0,349007000.0,26846000.0,97557000.0,299602000.0,,92691000.0,0.21,-1466000.0,,558479000.0,0.0,,,-12632000.0,870000.0,99931000.0,99931000.0,2797000.0,13480000.0,36770000,198854000.0,731000.0,-160000.0,319404000.0,,1041417000,32325000.0,-170856000.0,14023000.0,-12973000.0,157862000.0,12944000.0,46804000,35464000.0,-2830000.0,148548000.0,125000.0,2005000.0,2374000.0,109853659.0,,,,,,
2001-09-30,-55925000.0,472010000.0,259482000.0,,946159000.0,700659000.0,102375000.0,23580000.0,,610881000.0,1557040000.0,-621000.0,8792000.0,95174000.0,7203000.0,960141000.0,,141143000.0,,23580000,23580000.0,550000.0,,143238000.0,164308000.0,,49263000.0,-8926000.0,817160000.0,,835382000.0,295763000.0,26872000.0,99931000.0,317664000.0,,102375000.0,,-1374000.0,,591801000.0,0.0,,,-10620000.0,487000.0,49263000.0,49263000.0,3000000.0,19688000.0,38768000,197712000.0,,-76052000.0,322569000.0,,976525000,-46657000.0,-172590000.0,2891000.0,-9268000.0,187496000.0,13555000.0,47560000,37135000.0,-2801000.0,149979000.0,145000.0,7757000.0,-50668000.0,,,,,,,
2001-12-31,43663000.0,494237000.0,218868000.0,,939733000.0,764988000.0,96519000.0,25870000.0,0.235,662286000.0,1602019000.0,-1374000.0,8571000.0,97386000.0,2923000.0,983856000.0,,137521000.0,,25870000,25870000.0,444000.0,107791667.0,125255000.0,121482000.0,,45005000.0,-58760000.0,811663000.0,,890665000.0,344850000.0,26931000.0,49263000.0,366531000.0,,96519000.0,0.24,-6137000.0,,613040000.0,0.0,,,-16147000.0,3850000.0,45005000.0,45005000.0,2263000.0,64687000.0,41002000,191481000.0,-943000.0,22472000.0,333964000.0,,1028186000,55507000.0,-181518000.0,4682000.0,-11844000.0,163970000.0,13931000.0,49573000,39801000.0,-2003000.0,152446000.0,145000.0,725000.0,-4258000.0,110085106.0,,,,,,
2002-03-31,40546000.0,514583000.0,204875000.0,,895962000.0,701109000.0,104180000.0,26880000.0,0.245,662627000.0,1558589000.0,-575000.0,8216000.0,99263000.0,462000.0,905984000.0,,146540000.0,,26880000,26880000.0,375000.0,107520000.0,143867000.0,105612000.0,,54131000.0,-9097000.0,764469000.0,,1000071000.0,344921000.0,27137000.0,45005000.0,366442000.0,,104180000.0,0.25,-2347000.0,,647554000.0,0.0,,,-15295000.0,1157000.0,54131000.0,54131000.0,1825000.0,37502000.0,42360000,182216000.0,7741000.0,6083000.0,324908000.0,,1146611000,48335000.0,-172590000.0,-31763000.0,-7789000.0,136470000.0,14473000.0,50576000,41353000.0,0.0,152318000.0,169000.0,9429000.0,9126000.0,109714286.0,,,,,,
2002-06-30,26023000.0,540855000.0,212076000.0,,973329000.0,740493000.0,104551000.0,27920000.0,0.25,667366000.0,1640695000.0,244000.0,9165000.0,96232000.0,-3513000.0,952569000.0,,148099000.0,,27920000,27920000.0,377000.0,109490196.0,136925000.0,115844000.0,,50289000.0,-3474000.0,842478000.0,,1021023000.0,360409000.0,54388000.0,54131000.0,380841000.0,,104551000.0,0.255,-892000.0,,682437000.0,0.0,,,-10360000.0,1702000.0,50289000.0,50289000.0,1714000.0,2278000.0,43548000,231148000.0,-622000.0,-3407000.0,339592000.0,,1169122000,32372000.0,-189992000.0,-31293000.0,-6349000.0,146658000.0,15035000.0,52713000,42955000.0,0.0,149600000.0,193000.0,1391000.0,-3842000.0,111680000.0,,,,,,
2002-09-30,13349000.0,568957000.0,238072000.0,,974903000.0,740417000.0,106057000.0,29020000.0,,699081000.0,1673984000.0,-981000.0,9135000.0,152340000.0,9367000.0,978489000.0,,151517000.0,,29020000,29020000.0,325000.0,,158223000.0,85732000.0,,48469000.0,-21200000.0,845360000.0,,1060225000.0,322618000.0,54765000.0,50289000.0,390953000.0,,106057000.0,,-13633000.0,,689613000.0,0.0,,,-44887000.0,1790000.0,48469000.0,48469000.0,1694000.0,5962000.0,45460000,229579000.0,-9815000.0,-2281000.0,332049000.0,,1211742000,24549000.0,-182144000.0,-6329000.0,-11200000.0,182258000.0,15625000.0,54595000,44645000.0,0.0,149905000.0,173000.0,10127000.0,-1820000.0,,,,,,,
2002-12-31,13839000.0,598756000.0,233943000.0,,965143000.0,694298000.0,104203000.0,30140000.0,0.27,690860000.0,1656003000.0,-3266000.0,8643000.0,160599000.0,7780000.0,928241000.0,,151046000.0,,30140000,30140000.0,506000.0,109600000.0,147156000.0,73344000.0,,57258000.0,-3336000.0,826733000.0,,1067634000.0,311005000.0,54804000.0,48469000.0,393418000.0,,104203000.0,0.275,5453000.0,,722562000.0,0.0,,,-42844000.0,2272000.0,57258000.0,57258000.0,1231000.0,214000.0,46843000,212836000.0,20000.0,-15624000.0,333514000.0,,1218680000,22017000.0,-183228000.0,-12039000.0,-8178000.0,170243000.0,16229000.0,55486000,46369000.0,,150286000.0,193000.0,367000.0,8789000.0,111629630.0,,,,,,
2003-03-31,50736000.0,629445000.0,160580000.0,,974329000.0,725289000.0,110347000.0,31480000.0,0.28,687206000.0,1661535000.0,1322000.0,9045000.0,160580000.0,-52820000.0,885869000.0,,158861000.0,,31480000,31480000.0,555000.0,110456140.0,146267000.0,,,76884000.0,-2640000.0,822365000.0,,1043745000.0,325689000.0,55287000.0,57258000.0,393469000.0,,110347000.0,0.285,-23000.0,,770462000.0,0.0,,,-38971000.0,1095000.0,76884000.0,76884000.0,777000.0,37685000.0,48514000,201952000.0,249000.0,18269000.0,330117000.0,,1202606000,58243000.0,-182647000.0,-34036000.0,-7507000.0,159963000.0,16951000.0,57559000,48431000.0,,147470000.0,269000.0,12873000.0,19626000.0,112428571.0,,,,,,
2003-06-30,31038000.0,661120000.0,159147000.0,,974277000.0,685944000.0,107564000.0,32860000.0,0.29,687300000.0,1661577000.0,-1289000.0,8981000.0,159147000.0,42619000.0,845091000.0,,158114000.0,,32860000,32860000.0,168000.0,111389831.0,145894000.0,,,109979000.0,-54000.0,789514000.0,,972991000.0,332078000.0,55396000.0,76884000.0,395819000.0,,107564000.0,0.295,-2163000.0,,811149000.0,0.0,,,-34410000.0,8134000.0,109979000.0,109979000.0,557000.0,34543000.0,50550000,171183000.0,-39000.0,-4674000.0,331564000.0,,1131105000,36145000.0,-185977000.0,-7200000.0,-5107000.0,148140000.0,17694000.0,59531000,50554000.0,,145587000.0,,1808000.0,33095000.0,113310345.0,,,,,,
2003-09-30,26127000.0,692943000.0,211716000.0,,970097000.0,611414000.0,106658000.0,33530000.0,,700413000.0,1670510000.0,-2373000.0,8681000.0,193910000.0,-3440000.0,823130000.0,,157866000.0,,33530000,33530000.0,491000.0,,162502000.0,17806000.0,,126155000.0,-11626000.0,778056000.0,,905344000.0,299687000.0,55836000.0,109979000.0,395808000.0,,106658000.0,,-5263000.0,,842083000.0,0.0,,,-50669000.0,942000.0,126155000.0,126155000.0,687000.0,467000.0,51208000,196218000.0,2806000.0,-14200000.0,325438000.0,,1063210000,31139000.0,-183335000.0,-1688000.0,-5012000.0,115042000.0,18055000.0,59889000,51585000.0,,142103000.0,,12801000.0,16176000.0,,,,,,,
2003-12-31,31357000.0,726326000.0,207628000.0,,1034132000.0,626821000.0,109844000.0,33800000.0,0.295,687475000.0,1721607000.0,-1002000.0,8620000.0,192123000.0,-1036000.0,834449000.0,,162262000.0,,33800000,33800000.0,-562000.0,110819672.0,155240000.0,15505000.0,,160592000.0,-8773000.0,799770000.0,,972867000.0,286414000.0,55875000.0,126155000.0,388956000.0,,109844000.0,0.305,-459000.0,,881696000.0,0.0,,,-45833000.0,221000.0,160592000.0,160592000.0,816000.0,2320000.0,52418000,194719000.0,-146000.0,-3461000.0,325899000.0,,1135129000,38962000.0,-182620000.0,-2115000.0,-7605000.0,143368000.0,18200000.0,61038000,52000000.0,,143279000.0,204000.0,579000.0,34437000.0,114576271.0,,,,,,
2004-03-31,4805000.0,760226000.0,210113000.0,,1083551000.0,632606000.0,115127000.0,34775000.0,0.305,690344000.0,1773895000.0,211000.0,8606000.0,191096000.0,28000.0,842719000.0,,167912000.0,,34775000,34775000.0,887000.0,112177419.0,159199000.0,19017000.0,,171992000.0,-9732000.0,840157000.0,,955972000.0,301851000.0,56247000.0,160592000.0,390290000.0,,115127000.0,0.31,-4449000.0,,925616000.0,0.0,,,-50163000.0,0.0,171992000.0,171992000.0,756000.0,895000.0,52785000,207469000.0,2864000.0,-33664000.0,319384000.0,,1123884000,12821000.0,-178529000.0,15165000.0,-8016000.0,122391000.0,18725000.0,61391000,53500000.0,,140855000.0,193000.0,13017000.0,11400000.0,114016393.0,,,,,,
2004-06-30,5848000.0,790005000.0,215798000.0,,1093543000.0,619884000.0,112487000.0,29930000.0,0.26,704793000.0,1798336000.0,-11815000.0,8216000.0,190804000.0,2335000.0,835682000.0,,159118000.0,,29930000,29930000.0,-509000.0,112943396.0,174332000.0,24994000.0,,173302000.0,-26482000.0,844607000.0,,960418000.0,318789000.0,56314000.0,171992000.0,390291000.0,,112487000.0,0.265,-6253000.0,,957035000.0,0.0,,,-50848000.0,0.0,173302000.0,173302000.0,649000.0,1910000.0,46631000,194112000.0,-4149000.0,-19244000.0,315290000.0,,1119536000,14823000.0,-175120000.0,10596000.0,-8975000.0,105073000.0,16116000.0,54847000,46046000.0,,140170000.0,187000.0,1472000.0,1310000.0,115115385.0,,,,,,
2004-09-30,8642000.0,820468000.0,374447000.0,,1083513000.0,685914000.0,128951000.0,30470000.0,,987531000.0,2071044000.0,3834000.0,8712000.0,295689000.0,7222000.0,1060361000.0,,175383000.0,,30470000,30470000.0,842000.0,,288748000.0,78758000.0,,100075000.0,-158073000.0,902444000.0,,1040303000.0,377168000.0,56699000.0,173302000.0,547601000.0,,128951000.0,,1599000.0,,1005027000.0,0.0,,,-46703000.0,8100000.0,100075000.0,100075000.0,1344000.0,1257000.0,46432000,195918000.0,-9492000.0,2006000.0,364484000.0,,1215686000,21156000.0,-213302000.0,67706000.0,-12514000.0,111571000.0,16408000.0,55144000,46878000.0,,151182000.0,267000.0,12593000.0,-73227000.0,,,,,,,
