date,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedEPS,quarterlyEbitda,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyOtherNonCashItems,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNetIncomeContinuousOperations,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyBasicEPS,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyTotalNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherIntangibleAssets,quarterlyChangeInInventory,quarterlyGoodwill
2007-09-30,,-53703000.0,8497258000.0,,-4001000.0,385840000.0,166269000.0,6961000.0,1.64,137483000,3790111000,-5232000.0,98099000.0,1053096000.0,35910000.0,250532000.0,-80577000.0,59432000.0,22224000,,,,,-3731000.0,,709474000,8090300000.0,1569756000.0,259206000,822558000.0,85532000,-1104213000.0,-406958000.0,23055000,17799000.0,103537000,68916000.0,,,-1009637000.0,1.66,8674000.0,50257000.0,,,1569756000.0,5229629000,,165000000,-48237000.0,49957000.0,1667855000.0,80300000.0,98099000.0,248900000.0,,-195483000.0,69366000.0,,62411000.0,-52751000.0,10516189000,98568000,,-593091000.0,891474000.0,6051418000,,,,,,,,,,
2007-12-31,,-56648000.0,8622496000.0,,21926000.0,819022000.0,135704000.0,4943000.0,,138506000,3826875000,-2408232000.0,45964000.0,-420499000.0,-4608000.0,237377000.0,354165000.0,,24442000,,,,,-1884000.0,,791861000,8240986000.0,2243338000.0,246061000,-9864000.0,78156000,280046000.0,-381510000.0,11305000,-52135000.0,133627000,88318000.0,,,1969000.0,,8684000.0,45194000.0,,,2243338000.0,5623082000,,159221000,-54628000.0,60350000.0,2289302000.0,98099000.0,45964000.0,248903000.0,,-468613000.0,,,,11029000.0,11430078000,128659000,,-486413000.0,78454000.0,6888796000,,,,,,,,,,
2008-03-31,,-49911000.0,8710235000.0,,-64239000.0,808262000.0,,2143000.0,2.14,148158000,3865758000,-55519000.0,46793000.0,41892000.0,,,6494000.0,58482000.0,27982000,,-11662000.0,,,-207113000.0,,871731000,8277668000.0,,272267000,-56601000.0,90664000,-61440000.0,-432567000.0,24798000,829000.0,130860000,20377000.0,,,,2.15,,,,,2207650000.0,2170127000,,181603000,-50990000.0,57494000.0,46793000.0,45964000.0,46793000.0,248904000.0,720500000.0,,78518000.0,,61221000.0,,11449034000,125891000,,3915000.0,-36224000.0,7498075000,,,,,,,,,,
2008-06-30,,-18145000.0,8751414000.0,,-1394000.0,789525000.0,,-7576000.0,2.37,174519000,3947504000,474978000.0,53567000.0,304104000.0,,,-83467000.0,58329000.0,32407000,,,,,-739220000.0,,964704000,8267327000.0,,305777000,-76391000.0,116276000,-414551000.0,-484087000.0,143839000,6774000.0,143839000,117221000.0,,,,2.38,,,,,1972155000.0,1893668000,,189501000,-50866000.0,58243000.0,53567000.0,46793000.0,53567000.0,248906000.0,644500000.0,,73833000.0,,61014000.0,,11149587000,138870000,,887000.0,40830000.0,7113152000,,,,,,,,,,
2008-09-30,,-48552000.0,8254698000.0,,-1227000.0,462734000.0,,-13728000.0,0.58,141681000,3891520000,-425287000.0,711147000.0,-79187000.0,,207539000.0,76122000.0,60453000.0,26603000,,,,,-330285000.0,,952912000,7755813000.0,,268673000,-26993000.0,141681000,661027000.0,-498885000.0,28697000,657580000.0,38541000,75740000.0,,,,0.58,61134000.0,33367000.0,,21825000.0,2066849000.0,1893860000,,126992000,-50333000.0,56454000.0,711147000.0,53567000.0,711147000.0,248906000.0,3982108000.0,,69118000.0,,60716000.0,,11491229000,33572000,,-4206000.0,48747000.0,6954987000,,,,,,,,,,
2008-12-31,,-35378000.0,8201789000.0,,-10237000.0,427936000.0,,-56992000.0,,154737000,3911736000,25372000.0,726889000.0,129410000.0,,224465000.0,4313000.0,,41604000,,-21726000.0,,,-272268000.0,,1023071000,7655244000.0,,284624000,-40141000.0,97418000,-284882000.0,-546545000.0,-131983000,15742000.0,96519000,171214000.0,,,,,60159000.0,,,-164409000.0,1655297000.0,4227306000,,127047000,-50945000.0,57319000.0,726889000.0,711147000.0,726889000.0,248906000.0,1389067000.0,,67203000.0,,,,10984353000,91550000,,-29355000.0,131073000.0,6449875000,,,,,,,,,,
2009-03-31,406000.0,0.0,8200404000.0,0.0,-29485000.0,401848000.0,133937000.0,-53089000.0,0.57,82883000,3969713000,5084000.0,433654000.0,-3236000.0,,170975000.0,52325000.0,57178000.0,25968000,,,1603902000.0,730759000.0,-361640000.0,4397948000.0,989476000,7614375000.0,,263405000,-17570000.0,25966000,-393160000.0,-586029000.0,36028000,-293235000.0,37737000,103161000.0,124465000.0,0.0,,0.57,92430000.0,54478000.0,,70326000.0,1565839000.0,3837148000,,145009000,-31756000.0,56917000.0,433654000.0,726889000.0,433654000.0,248908000.0,1389067000.0,-8310000.0,61839000.0,9770374000.0,59555000.0,,10501133000,32768000,455863000.0,-876000.0,85591000.0,6001850000,,,,,,,,,,
2009-06-30,55458000.0,0.0,8226378000.0,0.0,9296000.0,376143000.0,125267000.0,-32285000.0,0.18,90731000,4391683000,-2420000.0,676768000.0,28406000.0,,216217000.0,44521000.0,67363000.0,25992000,,,1631695000.0,961792000.0,-220682000.0,4042931000.0,996051000,7590963000.0,,252968000,-29118000.0,35545000,165495000.0,-635415000.0,24808000,243114000.0,17512000,49213000.0,89035000.0,36737000.0,,0.19,36751000.0,38177000.0,,46023000.0,1512858000.0,4974645000,376143000.0,180672000,-32645000.0,55979000.0,676768000.0,433654000.0,676768000.0,249104000.0,1419500000.0,-4367000.0,57012000.0,9633258000.0,67406000.0,,10595050000,12543000,393917000.0,876000.0,20095000.0,5674626000,,,,,,,,,,
2009-09-30,-15258000.0,0.0,8214233000.0,0.0,-8447000.0,368753000.0,121875000.0,-42497000.0,-0.03,116747000,4366493000,-22952000.0,634072000.0,-62583000.0,,194386000.0,8862000.0,76832000.0,26781000,,,1570616000.0,975768000.0,-210645000.0,4069929000.0,973554000,7529171000.0,53053000.0,249603000,-24467000.0,56723000,-42551000.0,-685062000.0,16362000,-42696000.0,2449000,62438000.0,142748000.0,0.0,-94000.0,-0.03,55217000.0,44737000.0,,25005000.0,1585577000.0,3541591000,368753000.0,137663000,-17188000.0,60100000.0,687125000.0,676768000.0,634072000.0,249104000.0,1374076000.0,-1845000.0,65366000.0,9558166000.0,76938000.0,,10533934000,-2520000,304438000.0,0.0,37971000.0,5640545000,,,,,,,,,,
2009-12-31,,0.0,8257100000.0,0.0,-17066000.0,349669000.0,125982000.0,-33538000.0,,110482000,4388438000,6097000.0,343715000.0,-307966000.0,,157783000.0,16002000.0,,27078000,,,190735000.0,695029000.0,-30520000.0,5383713000.0,949669000,7518678000.0,58785000.0,246615000,-35875000.0,42297000,-42790000.0,-738422000.0,4546000,-290357000.0,-153000,60399000.0,124473000.0,0.0,-92000.0,,88832000.0,34734000.0,,9753000.0,1842989000.0,4892688000,,115486000,-18519000.0,62204000.0,402500000.0,634072000.0,343715000.0,249111000.0,,-237582000.0,,9792548000.0,,,10487577000,-5122000,291624000.0,0.0,24524000.0,5574448000,,,,,,,,,,
2010-03-31,,-11096000.0,8387102000.0,0.0,612000.0,344772000.0,137278000.0,-21902000.0,0.19,125687000,4537956000,-4982000.0,167654000.0,-60243000.0,,199867000.0,-14869000.0,77823000.0,27277000,,,160280000.0,337972000.0,-539453000.0,5290972000.0,949083000,7596931000.0,78048000.0,258633000,-13857000.0,68635000,-182500000.0,-790171000.0,26134000,-176061000.0,22195000,66682000.0,120545000.0,0.0,,0.19,58766000.0,23002000.0,,15548000.0,1917940000.0,4790649000,,131232000,-16283000.0,59568000.0,167654000.0,343715000.0,167654000.0,371283000.0,900000000.0,-41404000.0,57479000.0,10176268000.0,78258000.0,,10514240000,15079000,306742000.0,0.0,52825000.0,5451252000,,,,,,,,,,
2010-06-30,,0.0,8333310000.0,0.0,11699000.0,325228000.0,144168000.0,-30305000.0,1.75,129555000,4684002000,-46366000.0,339577000.0,307142000.0,,205102000.0,-3785000.0,78046000.0,30162000,,,1001181000.0,783584000.0,-307951000.0,4207411000.0,1081895000,7500874000.0,72993000.0,259721000,-20737000.0,72650000,-221191000.0,-832436000.0,23730000,171923000.0,144583000,85972000.0,106257000.0,0.0,,1.76,54619000.0,24645000.0,,8729000.0,1716151000.0,4573175000,325228000.0,132452000,-19016000.0,58697000.0,339577000.0,167654000.0,339577000.0,371137000.0,800000000.0,-129927000.0,57649000.0,9624450000.0,78466000.0,,10408034000,137038000,332813000.0,0.0,65235000.0,5208592000,,,,,,,,,,
2010-09-30,,0.0,8599674000.0,0.0,-33016000.0,320712000.0,144814000.0,-30936000.0,1.42,193698000,4788398000,52718000.0,270803000.0,-71909000.0,,286746000.0,-10202000.0,79437000.0,29588000,,,998578000.0,723599000.0,-197232000.0,4283083000.0,1180667000,7727764000.0,72090000.0,323280000,-204545000.0,136766000,-98260000.0,-871910000.0,86574000,-68774000.0,119045000,101395000.0,117136000.0,0.0,,1.43,36534000.0,21357000.0,,7033000.0,1685492000.0,4642410000,320712000.0,149980000,-19647000.0,60139000.0,342893000.0,339577000.0,270803000.0,371137000.0,800000000.0,-39031000.0,57225000.0,9864276000.0,79781000.0,,10587875000,111500000,294518000.0,2265000.0,-103150000.0,5281661000,,,,,,,,,,
2010-12-31,,-1916000.0,8890064000.0,0.0,-15235000.0,307678000.0,81058000.0,-22659000.0,,301469000,4879084000,11335000.0,332830000.0,-156175000.0,,151868000.0,1385000.0,,31985000,,,821538000.0,739221000.0,-198842000.0,4996874000.0,1172963000,7973771000.0,34052000.0,267245000,-139620000.0,70163000,151193000.0,-916293000.0,17959000,62027000.0,14753000,67009000.0,52872000.0,38149000.0,,,115377000.0,38149000.0,,9090000.0,1595342000.0,4601013000,,81705000,-4038000.0,62041000.0,366882000.0,270803000.0,332830000.0,371160000.0,650000000.0,-27890000.0,62089000.0,10561073000.0,,,11300294000,7209000,819443000.0,-13477000.0,-72611000.0,5818412000,,,,,,,,,,
2011-03-31,100279000.0,,9261545000.0,0.0,-17082000.0,294634000.0,123728000.0,-13011000.0,1.01,199860000,5095963000,141679000.0,234009000.0,30999000.0,,233955000.0,-39978000.0,79401000.0,30289000,,,274623000.0,659803000.0,-855575000.0,5408164000.0,1207504000,8307552000.0,64440000.0,334322000,-31396000.0,136363000,-209629000.0,-953993000.0,79369000,-98821000.0,88432000,79809000.0,164831000.0,0.0,161714000.0,1.02,100367000.0,150895000.0,26314000.0,8079000.0,1495887000.0,4898758000,,97592000,-15682000.0,67979000.0,298449000.0,332830000.0,234009000.0,371187000.0,,-179563000.0,65073000.0,10782563000.0,79838000.0,,11442366000,80887000,798412000.0,-2438000.0,48413000.0,5682787000,,,,,,,,,,
2011-06-30,-15751000.0,,10609660000.0,0.0,15113000.0,300093000.0,130735000.0,-21589000.0,6.26,161510000,5869095000,7271000.0,390229000.0,-95732000.0,,192994000.0,-491351000.0,83578000.0,31484000,502542000.0,,1752685000.0,806004000.0,-870827000.0,4471730000.0,1721440000,9601596000.0,55366000.0,300655000,-358018000.0,161510000,154913000.0,-1008064000.0,27440000,156220000.0,534003000,97039000.0,143032000.0,0.0,257749000.0,6.3,107661000.0,102710000.0,28452000.0,-68235000.0,1479050000.0,3978345000,,31484000,-15980000.0,68376000.0,445595000.0,234009000.0,390229000.0,371221000.0,1519240000.0,119873000.0,68990000.0,11838074000.0,84098000.0,,12644078000,526458000,575187000.0,-131656000.0,-260979000.0,6224415000,,,,,,,,,,
2011-09-30,,-116000.0,10619202000.0,0.0,-11655000.0,381211000.0,146445000.0,-24462000.0,0.08,164235000,6028544000,-109064000.0,394505000.0,-436786000.0,,194562000.0,-21872000.0,85696000.0,27532000,16488000.0,,772850000.0,852024000.0,-421100000.0,5862442000.0,1763403000,9548019000.0,54962000.0,308574000,-54043000.0,164235000,380214000.0,-1071183000.0,12457000,4276000.0,14624000,60848000.0,144312000.0,0.0,96887000.0,0.08,114012000.0,126405000.0,,-76350000.0,1818174000.0,5286441000,,30327000,-16022000.0,76203000.0,449467000.0,390229000.0,394505000.0,371235000.0,500000000.0,-306559000.0,75428000.0,12310621000.0,86169000.0,,13162645000,7079000,753305000.0,-6605000.0,6805000.0,6635292000,,,,,,,,,,
2011-12-31,,-1173000.0,11147151000.0,76562000.0,-7409000.0,357193000.0,142428000.0,-28445000.0,,169721000,5975547000,101754000.0,138192000.0,-238078000.0,,197036000.0,-63413000.0,,33098000,13073000.0,,646961000.0,644743000.0,-696039000.0,6188552000.0,1704506000,10010548000.0,25323000.0,323027000,-162399000.0,84357000,-93399000.0,-1136603000.0,13073000,-256313000.0,10353000,75164000.0,48367000.0,0.0,-182000.0,,125991000.0,126135000.0,,5142000.0,1879875000.0,5685397000,,112679000,-16182000.0,79753000.0,163515000.0,394505000.0,138192000.0,371235000.0,350000000.0,-69680000.0,76895000.0,12839109000.0,,,13483852000,2809000,737900000.0,-3606000.0,-87235000.0,6835513000,,,,,,,,,,
2012-03-31,,-11158000.0,11338420000.0,0.0,-36065000.0,373573000.0,137500000.0,-24376000.0,0.29,182148000,6162350000,15119000.0,133665000.0,-294192000.0,,212865000.0,-15005000.0,86744000.0,30153000,28608000.0,,653998000.0,595021000.0,-371549000.0,6217555000.0,1665547000,10135913000.0,25689000.0,337632000,-178119000.0,182148000,232834000.0,-1202507000.0,21348000,-4527000.0,33198000,56831000.0,147996000.0,0.0,122953000.0,0.29,124767000.0,116498000.0,29020000.0,-80663000.0,2022504000.0,5581046000,,30717000,-28453000.0,80663000.0,159354000.0,138192000.0,133665000.0,371268000.0,400000000.0,-154280000.0,80137000.0,13166692000.0,87125000.0,,13761713000,25256000,796547000.0,10452000.0,-121288000.0,6871553000,,,,,,,,,,
2012-06-30,,0.0,11512204000.0,91574000.0,-28088000.0,352151000.0,140910000.0,-28413000.0,1.14,192383000,6321812000,-35977000.0,256799000.0,-263855000.0,,280086000.0,-23779000.0,89789000.0,31581000,118457000.0,,334913000.0,866589000.0,-972999000.0,6713183000.0,1741160000,10242225000.0,23502000.0,349005000,-146934000.0,114571000,245885000.0,-1269979000.0,118457000,123134000.0,110584000,141104000.0,159805000.0,0.0,78354000.0,1.15,68919000.0,114003000.0,32728000.0,80424000.0,1014042000.0,6135232000,,165515000,-30702000.0,81365000.0,280301000.0,133665000.0,256799000.0,371279000.0,80000000.0,-83955000.0,82327000.0,13272524000.0,93351000.0,,14139113000,103040000,1767110000.0,-5213000.0,-5830000.0,7048096000,,,,,,,,,,
2012-09-30,,-190042000.0,11719628000.0,91574000.0,-20000000.0,360752000.0,147452000.0,-29281000.0,0.09,193069000,6371912000,-47834000.0,162363000.0,-271129000.0,,277461000.0,-19854000.0,93561000.0,84392000,28407000.0,,1653386000.0,784208000.0,-239593000.0,5506435000.0,1728150000,10380304000.0,21549000.0,361441000,-187690000.0,193069000,108672000.0,-1339324000.0,33214000,-94436000.0,25657000,68021000.0,210900000.0,0.0,222237000.0,0.09,83980000.0,100528000.0,35315000.0,-85685000.0,2092431000.0,4849233000,,84392000,-32117000.0,82133000.0,183912000.0,256799000.0,162363000.0,403525000.0,1376252000.0,-128383000.0,85828000.0,13500731000.0,93561000.0,,14284939000,7732000,774859000.0,-4065000.0,-119669000.0,7159821000,,,,,,,,,,
2012-12-31,,-12963000.0,11662953000.0,0.0,-15684000.0,321764000.0,159598000.0,-29587000.0,0.22,192994000,6469352000,-467759000.0,189984000.0,-341217000.0,,214366000.0,-22670000.0,90727273.0,21372000,18333000.0,,292239000.0,727778000.0,-685478000.0,6925955000.0,1701092000,10269630000.0,21429000.0,350734000,-179973000.0,99229000,281051000.0,-1393323000.0,18333000,27621000.0,27941000,87787000.0,46253000.0,136000.0,-222265000.0,0.22,136368000.0,73769000.0,48544000.0,9205000.0,2410875000.0,6520420000,,115137000,-29966000.0,107378000.0,189984000.0,162363000.0,189984000.0,452805000.0,70000000.0,334205000.0,82699000.0,13659976000.0,90727273.0,,14387754000,19960000,718326000.0,-50346000.0,600530000.0,7218194000,,,,,,,,,,
2013-03-31,,-57000.0,11732106000.0,0.0,3852000.0,322317000.0,143812000.0,-26117000.0,0.21,210593000,6466796000,-65416000.0,220104000.0,-174490000.0,,231660000.0,-36038000.0,91399000.0,21067000,29256000.0,-49996000.0,274965000.0,758706000.0,-987847000.0,7093597000.0,1665468000,10270331000.0,22994000.0,369971000,-11617000.0,129910000,102085000.0,-1461775000.0,29256000,30120000.0,26881000,102525000.0,49803000.0,0.0,,0.21,138311000.0,73666000.0,41950000.0,-14855000.0,2539958000.0,6678073000,,101750000,-38591000.0,85146000.0,220140000.0,189984000.0,220140000.0,452775000.0,,-10146000.0,81789000.0,13785259000.0,91615000.0,7409000.0,14543965000,18909000,722952000.0,-11299000.0,102525000.0,7368562000,,,,,,,,,,
2013-06-30,,-192443000.0,11663263000.0,607012000.0,2803000.0,296930000.0,138029000.0,-18622000.0,0.09,212840000,6284346000,215941000.0,198969000.0,127968000.0,,234354000.0,-19484000.0,91660000.0,21514000,31926000.0,-31917000.0,277026000.0,956562000.0,-250851000.0,7108210000.0,1631287000,10160569000.0,26266000.0,365145000,-49914000.0,130820000,-260066000.0,-1502694000.0,31926000,-21135000.0,28000000,110963000.0,53604000.0,11894000.0,,0.09,130791000.0,72415000.0,51646000.0,-11378000.0,2339480000.0,6710436000,,103534000,-40943000.0,87882000.0,198969000.0,220104000.0,198969000.0,272437000.0,40000000.0,-7892000.0,83746000.0,13445363000.0,91884000.0,-2513000.0,14401925000,8276000,699256000.0,-3756000.0,110963000.0,7385236000,,,,,,,,,,
2013-09-30,-72031000.0,0.0,11713705000.0,0.0,-14058000.0,293393000.0,167719000.0,-19249000.0,0.4,199986000,6330565000,-318319000.0,209098000.0,-195943000.0,,220855000.0,-18002000.0,91988000.0,20869000,30143000.0,-38217000.0,292893000.0,999711000.0,-367473000.0,7215336000.0,1636584000,10139703000.0,32863000.0,363765000,-47318000.0,112513000,109106000.0,-1574002000.0,30143000,10129000.0,41325000,96966000.0,54824000.0,0.0,39369000.0,0.4,142910000.0,69359000.0,51354000.0,4934000.0,2458229000.0,6819627000,,108342000,-33658000.0,91805000.0,209098000.0,198969000.0,209098000.0,272441000.0,340000000.0,-7965000.0,83536000.0,13575208000.0,92224000.0,-7914000.0,14574919000,37025000,729426000.0,-4589000.0,96966000.0,7508229000,,,,,,,,,,
2013-12-31,-76518000.0,-33000.0,12333780000.0,0.0,-42687000.0,263261000.0,145889000.0,-15211000.0,0.39,209979000,6574955000,262750000.0,206692000.0,-385970000.0,,232721000.0,-18753000.0,96831000.0,22742000,44362000.0,-30144000.0,334951000.0,804174000.0,-499264000.0,7292148000.0,1619150000,10687540000.0,32049000.0,374698000,-87722000.0,120874000,307815000.0,-1646240000.0,44362000,-2406000.0,41426000,75749000.0,61308000.0,0.0,249972000.0,0.39,141977000.0,114622000.0,60393000.0,9944000.0,2450106000.0,6919908000,,111847000,-35215000.0,92766000.0,206692000.0,209098000.0,206692000.0,272468000.0,220000000.0,-28653000.0,83371000.0,14154827000.0,97148000.0,-4552000.0,14959001000,37120000,750123000.0,-7003000.0,75749000.0,7627099000,,,,,,,,,,
2014-03-31,522000.0,,12282081000.0,0.0,-35117000.0,259929000.0,140346000.0,-14872000.0,1.53,221036000,6675242000,-185325000.0,447162000.0,-71801000.0,,244293000.0,-23925000.0,98196000.0,23257000,155906000.0,-18966000.0,356331000.0,1111802000.0,-451462000.0,7540966000.0,1688211000,10586513000.0,32130000.0,381128000,-48213000.0,131657000,224123000.0,-1695568000.0,155906000,240470000.0,150393000,88148000.0,65077000.0,49704000.0,24000.0,1.54,136835000.0,112852000.0,47296000.0,108297000.0,2587559000.0,7195419000,,112636000,-51652000.0,93680000.0,447162000.0,206692000.0,447162000.0,272472000.0,,-1573000.0,80712000.0,14251487000.0,98716000.0,11899000.0,15363289000,146090000,815873000.0,-5995000.0,88148000.0,7897297000,,,,,,,,,,
2014-06-30,84039000.0,,13727351000.0,339809000.0,39939000.0,223394000.0,164215000.0,-6196000.0,2.46,231373000,6829672000,-109632000.0,308103000.0,-246240000.0,,255245000.0,-85410000.0,95455000.0,23872000,131208000.0,-151566000.0,540557000.0,1220284000.0,-1565452000.0,8475577000.0,1797580000,11957923000.0,39912000.0,387227000,-86036000.0,136535000,-81233000.0,-1769428000.0,131208000,-139059000.0,239844000,188414000.0,65166000.0,193375000.0,8726000.0,2.47,131982000.0,128730000.0,51844000.0,78784000.0,2559646000.0,8166382000,223394000.0,118710000,-51291000.0,100349000.0,308103000.0,447162000.0,308103000.0,272475000.0,,-8452000.0,79163000.0,15497452000.0,95969000.0,-6009000.0,16717736000,235541000,679840000.0,-44388000.0,188414000.0,9016134000,,,,,,,,,,
2014-09-30,284408000.0,0.0,13945642000.0,753457000.0,-36690000.0,215527000.0,183001000.0,-2896000.0,0.68,231878000,6917739000,-193914000.0,253520000.0,-507222000.0,,254527000.0,-18968000.0,95734000.0,22649000,40052000.0,-46655000.0,827403000.0,1608010000.0,-500872000.0,8591864000.0,1813956000,12119615000.0,39293000.0,390274000,-148698000.0,137435000,351995000.0,-1826027000.0,40052000,-54583000.0,69246000,100644000.0,66659000.0,461891000.0,33948000.0,0.68,135747000.0,127811000.0,64184000.0,-8328000.0,2469086000.0,8288950000,,117092000,-51964000.0,101848000.0,253520000.0,308103000.0,253520000.0,296043000.0,,0.0,83158000.0,15629099000.0,96121000.0,-13226000.0,17237109000,64688000,729538000.0,16711000.0,100644000.0,9419267000,,,,,,,,,,
2014-12-31,216206000.0,-2000000.0,14069141000.0,462430000.0,-11728000.0,187148000.0,173246000.0,-6980000.0,0.59,226465000,7008489000,-136680000.0,281409000.0,28428000.0,,249175000.0,-28064000.0,96245763.0,22710000,42882000.0,-164823000.0,643361000.0,1337063000.0,-1120951000.0,8453371000.0,1752404000,12163976000.0,39429000.0,386627000,-86940000.0,129192000,-113714000.0,-1905165000.0,42882000,27889000.0,61323000,113175000.0,66614000.0,266873000.0,142623000.0,0.59,137452000.0,137634000.0,57369000.0,1306000.0,2620253000.0,8178787000,,119983000,-59916000.0,104124000.0,281409000.0,253520000.0,281409000.0,294057000.0,385000000.0,-11787000.0,81613000.0,15759524000.0,96245763.0,9314000.0,17096587000,56785000,647333000.0,204000.0,113175000.0,9096732000,,,,,,,,,,
2015-03-31,27087000.0,-200000.0,13978464000.0,0.0,-50380000.0,369626000.0,151427000.0,-11810000.0,0.44,230147000,7259850000,-177504000.0,330770000.0,230297000.0,,255611000.0,-27777000.0,98356818.0,25464000,42226000.0,-83772000.0,381506000.0,930077000.0,-1011608000.0,8546054000.0,1690578000,12004790000.0,47716000.0,396299000,-47117000.0,121810000,-271895000.0,-1973674000.0,42226000,49361000.0,47966000,90959000.0,66427000.0,0.0,120597000.0,0.44,140688000.0,162910000.0,50156000.0,2838000.0,2840640000.0,8089084000,,133801000,-62903000.0,114955000.0,330770000.0,281409000.0,330770000.0,333879000.0,520000000.0,-13193000.0,76459000.0,16150655000.0,98356818.0,7096000.0,17080732000,43277000,978670000.0,-117621000.0,90959000.0,8927560000,,,,,,,,,,
2015-06-30,82992000.0,0.0,13605872000.0,0.0,4025000.0,337571000.0,147028000.0,-10906000.0,-0.39,251388000,7240232000,-439565000.0,215896000.0,-488230000.0,,274588000.0,-41075000.0,100271795.0,23200000,-29179000.0,-25363000.0,553881000.0,1274966000.0,-212537000.0,8632553000.0,1657911000,11524226000.0,46251000.0,409074000,-75403000.0,51823000,230856000.0,-2081646000.0,-29179000,-114874000.0,-34228000,142500000.0,67985000.0,178252000.0,4402000.0,-0.39,134486000.0,161188000.0,64873000.0,696000.0,2994208000.0,8205984000,,222765000,-64407000.0,205517000.0,215896000.0,330770000.0,215896000.0,347688000.0,705000000.0,-4196000.0,76472000.0,15991992000.0,100271795.0,-13922000.0,17266958000,-39106000,1144720000.0,5510000.0,142500000.0,9186434000,,,,,,,,,,
2015-09-30,262437000.0,0.0,16240926000.0,0.0,-45546000.0,428334000.0,173228000.0,-15821000.0,1.64,260682000,7520836000,38786000.0,244360000.0,-1728493000.0,,284157000.0,-46303000.0,99791463.0,23475000,176753000.0,-18648000.0,446212000.0,1187449000.0,-923148000.0,10666662000.0,1772833000,14261102000.0,46432000.0,432066000,-97240000.0,114497000,1667417000.0,-1979824000.0,176753000,28464000.0,169621000,89540000.0,66654000.0,94000.0,-205000.0,1.64,147909000.0,204224000.0,66896000.0,153557000.0,2787059000.0,10130503000,,169660000,-64610000.0,153345000.0,244360000.0,215896000.0,244360000.0,505482000.0,949000000.0,-2274000.0,84917000.0,18303120000.0,99791463.0,-1672000.0,19490569000,163658000,912023000.0,-20309000.0,89540000.0,11112874000,,,,,,,,,,
2015-12-31,149128000.0,0.0,16681602000.0,850719000.0,69295000.0,399102000.0,196213000.0,-8749000.0,1.01,258579000,7569981000,-279656000.0,255399000.0,-279485000.0,,281313000.0,-82518000.0,99316667.0,22734000,96840000.0,-33929000.0,517669000.0,1096875000.0,-339950000.0,10914233000.0,1643546000,14620896000.0,45138000.0,425390000,-186682000.0,151779000,87039000.0,-2060706000.0,96840000,11039000.0,107692000,203485000.0,68023000.0,29000000.0,-33000.0,1.02,144077000.0,210883000.0,63491000.0,40858000.0,2919016000.0,10405748000,,129534000,-65458000.0,114421000.0,255399000.0,244360000.0,255399000.0,505449000.0,994000000.0,-3912000.0,88971000.0,18761066000.0,100300000.0,2093000.0,19857941000,101303000,850719000.0,-39313000.0,203485000.0,11431902000,,,,,,,,,,
