date,quarterlyTaxProvision,quarterlyNetPPE,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyDilutedAverageShares,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyStockBasedCompensation,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyCurrentLiabilities,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOtherCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedEPS,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGrossProfit,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyNetIncome,quarterlyRepaymentOfDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetOtherInvestingChanges,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory
2012-12-31,181000000,388000000.0,-783000000.0,272000000.0,-14000000,1201000000.0,31000000.0,,1201000000.0,64000000.0,2166000000.0,405000000,-533000000.0,,1000000.0,152000000.0,-233000000,328000000,-24000000,12930000000.0,10200000000.0,55000000.0,-352000000,,,-234000000.0,895000000,71000000.0,4000000.0,1553000000,5000000.0,,224000000,-448000000,1201000000,42000000.0,,-632000000.0,,-289000000.0,1364000000,2075000000.0,-206000000,-10000000.0,6637000000.0,304000000,946000000.0,483000000,1200000000,2730000000.0,59000000.0,1171000000.0,122000000.0,5212000000.0,207000000.0,,328000000,476000000.0,1130000000.0,872000000,5691000000.0,389000000,1095000000.0,123000000.0,6291000000.0,359000000,6399000000.0,224000000,-5000000.0,224000000,-6000000,,,,,,
2013-03-31,146000000,377000000.0,,428000000.0,30000000,2360000000.0,22000000.0,16000000.0,2360000000.0,68000000.0,2263000000.0,377000000,-85000000.0,734000000.0,-9000000.0,162000000.0,1182000000,131000000,-26000000,14421000000.0,10408000000.0,46000000.0,1159000000,-20000000.0,,0.0,263000000,67000000.0,-51000000.0,1201000000,5000000.0,0.32,231000000,-150000000,2360000000,60000000.0,339100000.0,69000000.0,,-39000000.0,708000000,2052000000.0,-538000000,134000000.0,8179000000.0,105000000,1101000000.0,415000000,1156000000,4013000000.0,53000000.0,,127000000.0,6407000000.0,210000000.0,0.315,342000000,717000000.0,1148000000.0,814000000,7078000000.0,399000000,1105000000.0,100000000.0,6240000000.0,367000000,6501000000.0,231000000,-11000000.0,231000000,0,,,,,,
2013-06-30,181000000,460000000.0,,656000000.0,-12000000,375000000.0,23000000.0,15000000.0,375000000.0,80000000.0,3399000000.0,481000000,-1773000000.0,726000000.0,10000000.0,188000000.0,-502000000,339000000,-28000000,14687000000.0,12422000000.0,51000000.0,-1985000000,-70000000.0,,-521000000.0,389000000,116000000.0,-96000000.0,2360000000,5000000.0,0.415,300000000,-1814000000,375000000,24000000.0,336300000.0,14000000.0,,-16000000.0,950000000,2349000000.0,-402000000,5000000.0,8414000000.0,311000000,1002000000.0,573000000,1467000000,2265000000.0,56000000.0,,214000000.0,6455000000.0,270000000.0,0.41,437000000,462000000.0,1332000000.0,1030000000,7412000000.0,457000000,1097000000.0,122000000.0,6269000000.0,379000000,7278000000.0,300000000,-6000000.0,300000000,3000000,,,,,,
2013-09-30,163000000,492000000.0,,681000000.0,18000000,439000000.0,23000000.0,12000000.0,439000000.0,80000000.0,3439000000.0,419000000,-2000000.0,718000000.0,14000000.0,184000000.0,-426000000,460000000,-22000000,14867000000.0,12503000000.0,67000000.0,64000000,-2000000.0,,-448000000.0,388000000,116000000.0,8000000.0,375000000,5000000.0,0.36,255000000,23000000,439000000,45000000.0,328400000.0,8000000.0,,0.0,887000000,2604000000.0,-225000000,5000000.0,8642000000.0,438000000,1135000000.0,481000000,1375000000,2364000000.0,26000000.0,,274000000.0,6485000000.0,309000000.0,0.355,435000000,581000000.0,1344000000.0,940000000,7507000000.0,459000000,1087000000.0,164000000.0,6220000000.0,379000000,7301000000.0,255000000,-4000000.0,256000000,0,,,,,,
2013-12-31,169000000,514000000.0,-883000000.0,637000000.0,11000000,408000000.0,17000000.0,30000000.0,408000000.0,78000000.0,3448000000.0,459000000,-29000000.0,,-22000000.0,179000000.0,-339000000,355000000,-39000000,14979000000.0,12569000000.0,85000000.0,-31000000,-28000000.0,,-336000000.0,426000000,141000000.0,4000000.0,439000000,5000000.0,,289000000,-46000000,408000000,61000000.0,,-59000000.0,,0.0,963000000,2892000000.0,-356000000,-61000000.0,8782000000.0,316000000,1294000000.0,526000000,1537000000,2410000000.0,71000000.0,1397000000.0,277000000.0,6482000000.0,333000000.0,,475000000,624000000.0,1371000000.0,1062000000,7488000000.0,536000000,1087000000.0,144000000.0,6196000000.0,450000000,7341000000.0,289000000,-11000000.0,290000000,-2000000,,,,,,
2014-03-31,118000000,522000000.0,,614000000.0,-7000000,757000000.0,18000000.0,0.0,757000000.0,81000000.0,3418000000.0,349000000,-17000000.0,704000000.0,-2000000.0,181000000.0,140000000,241000000,-28000000,15311000000.0,12571000000.0,35000000.0,349000000,31000000.0,16000000.0,-266000000.0,433000000,151000000.0,4000000.0,408000000,5000000.0,0.33,230000000,-28000000,757000000,19000000.0,312500000.0,11000000.0,,0.0,863000000,3123000000.0,-409000000,-35000000.0,9130000000.0,213000000,1253000000.0,437000000,1411000000,2740000000.0,121000000.0,,307000000.0,6900000000.0,326000000.0,0.33,482000000,607000000.0,1341000000.0,929000000,7877000000.0,492000000,1080000000.0,137000000.0,6180000000.0,409000000,7370000000.0,230000000,-4000000.0,231000000,0,,,,,,
2014-06-30,208000000,538000000.0,,769000000.0,61000000,372000000.0,1029000000.0,13000000.0,372000000.0,83000000.0,3859000000.0,592000000,-304000000.0,692000000.0,-5000000.0,183000000.0,-341000000,232000000,-30000000,16105000000.0,13534000000.0,31000000.0,-385000000,-77000000.0,,-503000000.0,430000000,226000000.0,-38000000.0,757000000,5000000.0,0.55,379000000,-275000000,372000000,14000000.0,302900000.0,7000000.0,,0.0,1105000000,3499000000.0,-511000000,-38000000.0,10071000000.0,202000000,2360000000.0,614000000,1610000000,2571000000.0,150000000.0,,318000000.0,6045000000.0,299000000.0,0.545,515000000,593000000.0,1525000000.0,1095000000,7711000000.0,481000000,828000000.0,160000000.0,6031000000.0,406000000,8126000000.0,379000000,-5000000.0,384000000,40000000,,,,,,
2014-09-30,155000000,525000000.0,,692000000.0,3000000,376000000.0,995000000.0,26000000.0,376000000.0,83000000.0,4119000000.0,442000000,-48000000.0,682000000.0,-1000000.0,158000000.0,-168000000,420000000,-27000000,16373000000.0,13789000000.0,38000000.0,4000000,49000000.0,,-298000000.0,463000000,209000000.0,-195000000.0,372000000,7000000.0,0.41,222000000,-226000000,376000000,33000000.0,449000000.0,9000000.0,,0.0,988000000,3654000000.0,-317000000,-51000000.0,10488000000.0,393000000,2548000000.0,522000000,1568000000,2584000000.0,97000000.0,,379000000.0,6153000000.0,310000000.0,0.41,529000000,687000000.0,1464000000.0,1039000000,7940000000.0,517000000,667000000.0,304000000.0,5883000000.0,432000000,8320000000.0,280000000,-4000000.0,287000000,-3000000,,,,,,
2014-12-31,129000000,554000000.0,-988000000.0,588000000.0,-102000000,367000000.0,1107000000.0,5000000.0,367000000.0,81000000.0,3944000000.0,364000000,-3000000.0,,-11000000.0,145000000.0,-365000000,425000000,-35000000,16014000000.0,13523000000.0,32000000.0,-9000000,3000000.0,,-355000000.0,560000000,225000000.0,-368000000.0,376000000,7000000.0,,434000000,-39000000,367000000,12000000.0,,6000000.0,,0.0,1005000000,3809000000.0,-348000000,-57000000.0,10410000000.0,390000000,2604000000.0,547000000,1676000000,2491000000.0,120000000.0,1542000000.0,329000000.0,6046000000.0,425000000.0,,598000000,744000000.0,1433000000.0,1078000000,7806000000.0,531000000,644000000.0,178000000.0,5602000000.0,445000000,8236000000.0,250000000,-6000000.0,235000000,-1000000,,,,,,
2015-03-31,125000000,534000000.0,,532000000.0,-27000000,321000000.0,453000000.0,-17000000.0,321000000.0,89000000.0,3846000000.0,375000000,-16000000.0,667000000.0,-38000000.0,163000000.0,12000000,63000000,-34000000,15782000000.0,13313000000.0,10000000.0,-46000000,-10000000.0,,-317000000.0,488000000,205000000.0,-569000000.0,367000000,7000000.0,0.38,250000000,-78000000,321000000,2000000.0,439000000.0,5000000.0,,-11000000.0,952000000,3903000000.0,-648000000,-48000000.0,10491000000.0,29000000,1765000000.0,491000000,1537000000,2469000000.0,57000000.0,,310000000.0,7036000000.0,406000000.0,0.37,565000000,654000000.0,1431000000.0,972000000,8726000000.0,481000000,618000000.0,175000000.0,5289000000.0,400000000,8152000000.0,250000000,-874000000.0,250000000,-6000000,,,,,,
2015-06-30,139000000,509000000.0,,494000000.0,-73000000,232000000.0,349000000.0,6000000.0,232000000.0,77000000.0,3843000000.0,428000000,-6000000.0,655000000.0,-40000000.0,120000000.0,-499000000,331000000,-18000000,15729000000.0,13261000000.0,13000000.0,-89000000,-62000000.0,,-207000000.0,501000000,277000000.0,-460000000.0,321000000,7000000.0,0.44,224000000,52000000,232000000,23000000.0,432000000.0,15000000.0,,-16000000.0,1006000000,4098000000.0,-427000000,-56000000.0,10243000000.0,313000000,1712000000.0,578000000,1654000000,2468000000.0,56000000.0,,313000000.0,6856000000.0,427000000.0,0.44,564000000,627000000.0,1505000000.0,1090000000,8531000000.0,512000000,600000000.0,181000000.0,5485000000.0,430000000,8189000000.0,286000000,-153000000.0,289000000,-2000000,,,,,,
2015-09-30,130000000,500000000.0,,589000000.0,-14000000,262000000.0,116000000.0,2000000.0,262000000.0,82000000.0,3839000000.0,413000000,-2000000.0,653000000.0,-4000000.0,119000000.0,-212000000,258000000,-24000000,15919000000.0,13200000000.0,556000000.0,30000000,-61000000.0,,-52000000.0,497000000,249000000.0,-508000000.0,232000000,7000000.0,0.43,279000000,0,262000000,-9000000.0,432000000.0,9000000.0,,0.0,992000000,4297000000.0,-645000000,108000000.0,10273000000.0,234000000,2108000000.0,509000000,1557000000,2719000000.0,38000000.0,,341000000.0,6941000000.0,395000000.0,0.43,574000000,703000000.0,1556000000.0,983000000,8165000000.0,474000000,562000000.0,237000000.0,5645000000.0,394000000,8180000000.0,279000000,-23000000.0,283000000,7000000,,,,,,
2015-12-31,117000000,488000000.0,-1073000000.0,556000000.0,-49000000,390000000.0,119000000.0,15000000.0,390000000.0,82000000.0,3760000000.0,343000000,-56000000.0,,-577000000.0,289000000.0,-203000000,625000000,-27000000,15864000000.0,13268000000.0,5000000.0,128000000,89000000.0,,-375000000.0,553000000,282000000.0,-633000000.0,262000000,7000000.0,,219000000,-275000000,390000000,19000000.0,,1000000.0,,-193000000.0,978000000,4517000000.0,-185000000,-2000000.0,10413000000.0,598000000,1579000000.0,474000000,1646000000,2596000000.0,30000000.0,1561000000.0,313000000.0,7616000000.0,421000000.0,,640000000,736000000.0,1479000000.0,1006000000,8834000000.0,532000000,567000000.0,190000000.0,5451000000.0,445000000,8164000000.0,219000000,-64000000.0,226000000,16000000,,,,,,
2016-03-31,111000000,466000000.0,,510000000.0,-17000000,333000000.0,25000000.0,-5000000.0,333000000.0,85000000.0,3747000000.0,380000000,0.0,630000000.0,-13000000.0,262000000.0,-155000000,62000000,-15000000,15878000000.0,13211000000.0,24000000.0,-57000000,-7000000.0,,-373000000.0,520000000,171000000.0,-614000000.0,390000000,7000000.0,0.42,204000000,-1000000,333000000,24000000.0,413000000.0,15000000.0,,-4000000.0,985000000,4621000000.0,-704000000,-58000000.0,10512000000.0,47000000,1375000000.0,482000000,1561000000,2667000000.0,21000000.0,,352000000.0,7965000000.0,414000000.0,0.42,592000000,720000000.0,1520000000.0,969000000,9137000000.0,487000000,529000000.0,205000000.0,5366000000.0,408000000,8207000000.0,263000000,-264000000.0,269000000,-1000000,,,,,,
2016-06-30,95000000,455000000.0,,468000000.0,-24000000,185000000.0,130000000.0,6000000.0,185000000.0,91000000.0,3703000000.0,510000000,0.0,616000000.0,-17000000.0,275000000.0,-422000000,329000000,-28000000,15690000000.0,13142000000.0,22000000.0,-148000000,-66000000.0,,-377000000.0,503000000,185000000.0,-680000000.0,333000000,7000000.0,0.66,408000000,-48000000,185000000,3000000.0,404000000.0,11000000.0,,-3000000.0,1104000000,4940000000.0,-584000000,-47000000.0,10345000000.0,301000000,1442000000.0,625000000,1708000000,2548000000.0,39000000.0,,323000000.0,7809000000.0,385000000.0,0.66,603000000,724000000.0,1574000000.0,1105000000,8903000000.0,480000000,535000000.0,167000000.0,5345000000.0,400000000,8174000000.0,408000000,-325000000.0,415000000,-1000000,,,,,,
2016-09-30,96000000,464000000.0,,536000000.0,-53000000,224000000.0,95000000.0,31000000.0,224000000.0,91000000.0,3738000000.0,321000000,,602000000.0,0.0,271000000.0,-391000000,436000000,-26000000,15850000000.0,13167000000.0,27000000.0,39000000,25000000.0,,-445000000.0,509000000,202000000.0,-643000000.0,185000000,7000000.0,0.37,167000000,-5000000,224000000,22000000.0,395000000.0,19000000.0,,3000000.0,921000000,5038000000.0,-450000000,50000000.0,10646000000.0,410000000,1522000000.0,465000000,1556000000,2683000000.0,36000000.0,,350000000.0,7901000000.0,440000000.0,0.36,592000000,806000000.0,1545000000.0,964000000,9124000000.0,499000000,515000000.0,180000000.0,5204000000.0,419000000,8179000000.0,219000000,-106000000.0,225000000,0,,,,,,
2016-12-31,151000000,482000000.0,-1132000000.0,553000000.0,65000000,300000000.0,82000000.0,14000000.0,300000000.0,86000000.0,3601000000.0,460000000,,,35000000.0,479000000.0,-209000000,546000000,-19000000,15758000000.0,13159000000.0,31000000.0,76000000,23000000.0,,-236000000.0,563000000,241000000.0,-762000000.0,224000000,7000000.0,,509000000,-202000000,300000000,20000000.0,,5000000.0,,-268000000.0,1109000000,5232000000.0,-340000000,28000000.0,10591000000.0,527000000,1561000000.0,481000000,1672000000,2599000000.0,34000000.0,1614000000.0,310000000.0,7841000000.0,393000000.0,,645000000,837000000.0,1495000000.0,1027000000,9030000000.0,546000000,557000000.0,163000000.0,5167000000.0,463000000,8040000000.0,304000000,-168000000.0,309000000,0,,,,,,
2017-03-31,55000000,504000000.0,,429000000.0,-144000000,267000000.0,132000000.0,58000000.0,267000000.0,91000000.0,3527000000.0,276000000,,588000000.0,-9000000.0,473000000.0,-84000000,255000000,-47000000,15862000000.0,13271000000.0,20000000.0,-33000000,-44000000.0,5000000.0,-208000000.0,538000000,200000000.0,-704000000.0,300000000,7000000.0,0.37,163000000,-224000000,267000000,21000000.0,389000000.0,3000000.0,,-188000000.0,905000000,5382000000.0,-602000000,-34000000.0,10527000000.0,208000000,1534000000.0,511000000,1613000000,2591000000.0,34000000.0,,395000000.0,7970000000.0,345000000.0,0.37,607000000,773000000.0,1560000000.0,1006000000,8993000000.0,495000000,690000000.0,194000000.0,5335000000.0,415000000,8077000000.0,215000000,-788000000.0,221000000,1000000,,,,,,
2017-06-30,93000000,514000000.0,,370000000.0,-78000000,206000000.0,105000000.0,11000000.0,206000000.0,91000000.0,3551000000.0,473000000,,578000000.0,-19000000.0,491000000.0,-211000000,188000000,-31000000,16149000000.0,13379000000.0,16000000.0,-61000000,-205000000.0,0.0,-293000000.0,532000000,222000000.0,-617000000.0,267000000,7000000.0,0.65,283000000,-69000000,206000000,1000000.0,384000000.0,13000000.0,,-82000000.0,1096000000,5696000000.0,-734000000,-54000000.0,10623000000.0,157000000,1466000000.0,642000000,1745000000,2770000000.0,35000000.0,,390000000.0,8158000000.0,392000000.0,0.64,634000000,711000000.0,1758000000.0,1111000000,9157000000.0,469000000,700000000.0,193000000.0,5526000000.0,389000000,8123000000.0,374000000,-81000000.0,380000000,2000000,,,,,,
2017-09-30,-59000000,523000000.0,,306000000.0,-144000000,6994000000.0,32000000.0,-54000000.0,6994000000.0,136000000.0,3634000000.0,164000000,,571000000.0,-98000000.0,513000000.0,6278000000,724000000,-25000000,23143000000.0,13666000000.0,12000000.0,6788000000,111000000.0,,-44000000.0,567000000,253000000.0,-586000000.0,206000000,5000000.0,0.38,191000000,-230000000,6994000000,0.0,381000000.0,59000000.0,,-216000000.0,867000000,5785000000.0,-173000000,-79000000.0,17403000000.0,699000000,1615000000.0,444000000,1651000000,9477000000.0,35000000.0,,382000000.0,14676000000.0,446000000.0,0.38,670000000,822000000.0,1652000000.0,981000000,15788000000.0,537000000,754000000.0,238000000.0,5740000000.0,457000000,8242000000.0,218000000,-282000000.0,223000000,0,,,,,,
2017-12-31,87000000,597000000.0,-1304000000.0,319000000.0,-1436000000,7309000000.0,30000000.0,1000000.0,7309000000.0,157000000.0,3983000000.0,-1050000000,-56000000.0,,-26000000.0,576000000.0,-32000000,462000000,-32000000,22555000000.0,12564000000.0,12000000.0,315000000,-120000000.0,,0.0,603000000,277000000.0,-585000000.0,6994000000,5000000.0,,-1045000000,-110000000,7309000000,17000000.0,,10000000.0,,-59000000.0,-290000000,4632000000.0,-386000000,-32000000.0,17945000000.0,430000000,1871000000.0,522000000,1864000000,9991000000.0,45000000.0,1901000000.0,410000000.0,14755000000.0,587000000.0,,745000000,1033000000.0,1838000000.0,1119000000,16074000000.0,597000000,335000000.0,255000000.0,4610000000.0,507000000,7073000000.0,-1144000000,-7000000.0,-1137000000,-2000000,,,,,,
2018-03-31,-20000000,928000000.0,,1994000000.0,-285000000,812000000.0,153000000.0,23000000.0,812000000.0,177000000.0,14148000000.0,-17000000,-8565000000.0,609000000.0,-13000000.0,728000000.0,2019000000,160000000,-48000000,34658000000.0,30137000000.0,18000000.0,-6497000000,-36000000.0,,0.0,193000000,283000000.0,-613000000.0,7309000000,6000000.0,-0.01,-8000000,-8675000000,812000000,15000000.0,422000000.0,67000000.0,,-64000000.0,353000000,4657000000.0,-870000000,-35000000.0,25064000000.0,112000000,2465000000.0,445000000,2307000000,4521000000.0,39000000.0,,419000000.0,19214000000.0,972000000.0,-0.01,1060000000,1730000000.0,2654000000.0,1247000000,22599000000.0,802000000,1231000000.0,299000000.0,7889000000.0,609000000,13102000000.0,-8000000,-13000000.0,3000000,2000000,,,,,,
2018-06-30,123000000,784000000.0,,1968000000.0,-190000000,392000000.0,646000000.0,3000000.0,392000000.0,196000000.0,13626000000.0,367000000,0.0,712000000.0,-63000000.0,1034000000.0,-1042000000,556000000,-34000000,33492000000.0,29586000000.0,28000000.0,-420000000,-140000000.0,,,410000000,300000000.0,-790000000.0,812000000,6000000.0,0.3,216000000,92000000,392000000,34000000.0,523000000.0,-42000000.0,,16000000.0,973000000,4867000000.0,-929000000,-45000000.0,23866000000.0,522000000,2696000000.0,753000000,2845000000,3906000000.0,38000000.0,,358000000.0,17683000000.0,1109000000.0,0.3,995000000,1473000000.0,2747000000.0,1850000000,21170000000.0,1097000000,1023000000.0,277000000.0,7936000000.0,687000000,13119000000.0,216000000,-1562000000.0,244000000,2000000,,,,,,
2018-09-30,43000000,810000000.0,,1901000000.0,-230000000,531000000.0,1653000000.0,18000000.0,531000000.0,185000000.0,13155000000.0,178000000,0.0,713000000.0,1000000.0,879000000.0,-829000000,931000000,-24000000,32912000000.0,28998000000.0,39000000.0,139000000,157000000.0,,,2921000000,280000000.0,-764000000.0,392000000,6000000.0,0.16,117000000,34000000,531000000,43000000.0,523000000.0,29000000.0,,-11000000.0,3284000000,4984000000.0,-488000000,-60000000.0,23093000000.0,907000000,3860000000.0,593000000,2592000000,3914000000.0,108000000.0,,349000000.0,15829000000.0,1089000000.0,0.16,934000000,1623000000.0,2578000000.0,1658000000,19233000000.0,1065000000,1015000000.0,304000000.0,8116000000.0,667000000,13139000000.0,117000000,-562000000.0,135000000,69000000,,,,,,
2018-12-31,195000000,800000000.0,-1193000000.0,1811000000.0,-144000000,986000000.0,1860000000.0,0.0,986000000.0,171000000.0,12743000000.0,494000000,0.0,,-13000000.0,835000000.0,-431000000,929000000,-41000000,32550000000.0,28319000000.0,,455000000,-65000000.0,,0.0,1162000000,325000000.0,-785000000.0,531000000,7000000.0,,269000000,-44000000,986000000,-12000000.0,,87000000.0,,-4000000.0,1827000000,5254000000.0,-648000000,9000000.0,22448000000.0,888000000,3997000000.0,809000000,2809000000,4231000000.0,,1993000000.0,313000000.0,15185000000.0,1040000000.0,,946000000,1563000000.0,2620000000.0,1863000000,18451000000.0,1054000000,935000000.0,249000000.0,8386000000.0,657000000,13006000000.0,269000000,-129000000.0,299000000,1000000,,,,,,
2019-03-31,153000000,802000000.0,,1700000000.0,-26000000,745000000.0,1387000000.0,,745000000.0,182000000.0,12464000000.0,571000000,-22000000.0,714000000.0,-164000000.0,1161000000.0,-652000000,542000000,-44000000,32444000000.0,28419000000.0,,-241000000,-10000000.0,5000000.0,,1069000000,314000000.0,-895000000.0,986000000,7000000.0,0.53,341000000,-94000000,745000000,30000000.0,524000000.0,44000000.0,,-34000000.0,1822000000,5663000000.0,-971000000,-43000000.0,22144000000.0,498000000,3475000000.0,779000000,2707000000,4025000000.0,,,364000000.0,14956000000.0,1573000000.0,0.53,930000000,1538000000.0,2625000000.0,1777000000,18669000000.0,998000000,955000000.0,236000000.0,8708000000.0,626000000,13037000000.0,384000000,-473000000.0,418000000,1000000,,,,,,
2019-06-30,-271000000,828000000.0,,1656000000.0,-41000000,1321000000.0,1686000000.0,,1321000000.0,161000000.0,12430000000.0,716000000,-185000000.0,716000000.0,-47000000.0,1891000000.0,9000000,674000000,-78000000,33845000000.0,28913000000.0,,576000000,-221000000.0,,,1001000000,325000000.0,-913000000.0,745000000,7000000.0,1.33,854000000,-126000000,1321000000,39000000.0,528000000.0,6000000.0,,,1197000000,6616000000.0,-904000000,-511000000.0,22624000000.0,596000000,3874000000.0,918000000,2885000000,4932000000.0,,,330000000.0,14823000000.0,1827000000.0,1.33,938000000,1570000000.0,2854000000.0,1947000000,18750000000.0,1029000000,542000000.0,293000000.0,9621000000.0,709000000,13222000000.0,947000000,-1518000000.0,987000000,3000000,,,,,,
2019-09-30,147000000,856000000.0,,1624000000.0,-184000000,813000000.0,611000000.0,,813000000.0,163000000.0,11975000000.0,444000000,-68000000.0,713000000.0,-31000000.0,2175000000.0,-1349000000,951000000,-67000000,32825000000.0,28512000000.0,,-508000000,147000000.0,,-221000000.0,1022000000,380000000.0,-1029000000.0,1321000000,7000000.0,0.35,225000000,-71000000,813000000,13000000.0,535000000.0,-3000000.0,,,1629000000,6859000000.0,-580000000,-18000000.0,21692000000.0,884000000,2837000000.0,782000000,2678000000,4313000000.0,,,442000000.0,14757000000.0,2028000000.0,0.35,914000000,1462000000.0,2695000000.0,1764000000,18855000000.0,982000000,529000000.0,384000000.0,9518000000.0,660000000,12977000000.0,262000000,-929000000.0,297000000,0,,,,,,
