date,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyGoodwill,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyResearchAndDevelopment
1995-06-30,493300000.0,100800000.0,,,-1600000.0,41100000.0,2622300000.0,400900000.0,172700000.0,400900000.0,143700000.0,0.08,13400000.0,-157000000.0,6700000.0,,3100000.0,-921400000.0,191500000.0,191300000.0,193800000.0,,228200000.0,,3543700000.0,,,,141800000.0,,,534100000.0,2800000.0,746250000.0,,-146400000,172300000.0,0.08,567100000.0,330000000.0,-1400000.0,38300000.0,689300000.0,1012400000.0,1190500000.0,,738200000,,-184700000,2625400000.0,59700000,3192500000.0,1879800000.0,36800000.0,59700000,59700000,746250000.0,33000000.0,261800000.0,1312700000.0,,400900000.0,,-157000000.0,,429600000.0,,,308600000.0,254700000.0,39800000.0,-1500000.0,,,674000000.0,,
1995-09-30,503000000.0,114200000.0,,,-2800000.0,46500000.0,2680800000.0,365800000.0,400900000.0,365800000.0,143900000.0,0.09,13700000.0,-213800000.0,6800000.0,,3600000.0,-958300000.0,130000000.0,129000000.0,49700000.0,,-35200000.0,,3639100000.0,,,,148100000.0,,,481800000.0,3200000.0,752222222.0,,-141900000,20800000.0,0.09,563900000.0,341200000.0,-1400000.0,38800000.0,646800000.0,1078700000.0,1219400000.0,,765000000,,-180700000,2684400000.0,67700000,3248300000.0,1866200000.0,-164100000.0,67700000,67700000,752222222.0,39600000.0,274600000.0,1382100000.0,,365800000.0,,-213800000.0,,442700000.0,,,322300000.0,273700000.0,38200000.0,100000.0,,,671100000.0,,
1995-12-31,1429820000.0,70040000.0,,,-2579000.0,26714000.0,2779307000.0,317363000.0,365800000.0,317363000.0,144033000.0,,13516000.0,-156543000.0,40110000.0,,3679000.0,-1005081000.0,50000.0,-374000.0,108542000.0,,-48375000.0,,3784388000.0,,,,117473000.0,245154000.0,,131156000.0,2193000.0,,,-1108298000,-326160000.0,,473136000.0,337900000.0,-49000.0,42371000.0,610621000.0,1120581000.0,1218183000.0,,748551000,,-1150669000,2782986000.0,43326000,3256122000.0,1828804000.0,-48001000.0,43326000,43326000,,32000.0,0.0,1427318000.0,,317363000.0,,-156543000.0,79781000.0,469400000.0,348476000.0,,279151000.0,281650000.0,41000000.0,48606000.0,,,661010000.0,,
1996-03-31,549000000.0,54800000.0,,,-6600000.0,21800000.0,2862800000.0,324700000.0,317400000.0,324700000.0,144600000.0,0.05,11400000.0,-132400000.0,8000000.0,,3500000.0,-1054200000.0,100000.0,-2000000.0,141700000.0,,7300000.0,,3917000000.0,,,,125900000.0,,,544600000.0,7500000.0,660000000.0,,-224800000,152700000.0,0.05,503000000.0,359600000.0,-3000000.0,44000000.0,681900000.0,1152000000.0,1221100000.0,,772500000,,-268800000,2866300000.0,33000000,3369300000.0,1903000000.0,9300000.0,33000000,33000000,660000000.0,32900000.0,270200000.0,1466300000.0,,324700000.0,,-132400000.0,,492300000.0,,,280200000.0,293600000.0,47900000.0,1300000.0,,,657300000.0,,
1996-06-30,585600000.0,140000000.0,,,-1500000.0,54700000.0,2903500000.0,478300000.0,324700000.0,478300000.0,144800000.0,0.11,11600000.0,-201300000.0,9200000.0,,3400000.0,-1102800000.0,131900000.0,132800000.0,222200000.0,,153600000.0,,4006300000.0,,,,107500000.0,,,639100000.0,4000000.0,775454545.0,,-146800000,183000000.0,0.11,664600000.0,387000000.0,-1600000.0,46100000.0,758200000.0,1235700000.0,1259400000.0,,910300000,,-192900000,2906900000.0,85300000,3571500000.0,2017600000.0,20900000.0,85300000,85300000,775454545.0,26100000.0,293700000.0,1553900000.0,,478300000.0,,-201300000.0,,517600000.0,,,392700000.0,310000000.0,49900000.0,1600000.0,,,655700000.0,,
1996-09-30,591900000.0,100300000.0,,,-3000000.0,39400000.0,2842200000.0,594000000.0,478300000.0,594000000.0,145000000.0,0.08,12200000.0,-161600000.0,9700000.0,,3300000.0,-1152900000.0,198000000.0,195200000.0,82000000.0,,115800000.0,,3995100000.0,,,,133100000.0,,,575600000.0,1800000.0,761250000.0,,-202000000,67300000.0,0.08,774000000.0,389100000.0,-1600000.0,46200000.0,720900000.0,1295000000.0,1283600000.0,,891500000,,-248200000,2845500000.0,60900000,3619500000.0,2004500000.0,-79600000.0,60900000,60900000,761250000.0,31800000.0,299300000.0,1615000000.0,,594000000.0,,-161600000.0,,547800000.0,,,343700000.0,332100000.0,52400000.0,-500000.0,,,652200000.0,,
1996-12-31,1707235000.0,46362000.0,,,-1595000.0,18225000.0,2969223000.0,581841000.0,594000000.0,581841000.0,145112000.0,,12327000.0,-182131000.0,32369000.0,,3266000.0,-1188405000.0,0.0,681000.0,169328000.0,,-12222000.0,,4157628000.0,,,,214232000.0,274891000.0,,158098000.0,2292000.0,,,-1377795000,-232639000.0,,750990000.0,383300000.0,-16000.0,47170000.0,765404000.0,1321550000.0,1309763000.0,,831870000,,-1424965000,2972489000.0,28137000,3723479000.0,2075167000.0,-12803000.0,28137000,28137000,,11560000.0,0.0,1648312000.0,,581841000.0,,-182131000.0,73440000.0,549600000.0,380747000.0,,282270000.0,349987000.0,51094000.0,40445000.0,,,650226000.0,,
1997-03-31,608600000.0,83400000.0,,,-4900000.0,32500000.0,3030000000.0,652400000.0,581800000.0,652400000.0,145400000.0,0.07,18200000.0,-115900000.0,10800000.0,,4100000.0,-1240300000.0,-200000.0,92900000.0,93500000.0,,70600000.0,,4270300000.0,,,,143700000.0,,,599500000.0,2400000.0,727142857.0,,-221100000,91000000.0,0.07,823100000.0,402300000.0,-3200000.0,48400000.0,761400000.0,1370800000.0,1395900000.0,,887100000,,-269500000,3034100000.0,50900000,3857200000.0,2157300000.0,-22400000.0,50900000,50900000,727142857.0,24200000.0,298700000.0,1699900000.0,,652400000.0,,-115900000.0,,548000000.0,,,339100000.0,358000000.0,50200000.0,-1000000.0,,,739200000.0,,
1997-06-30,626900000.0,153800000.0,,,-1700000.0,60000000.0,3272600000.0,577800000.0,652400000.0,577800000.0,145700000.0,0.12,116900000.0,-296600000.0,11900000.0,,4200000.0,-1264800000.0,3100000.0,1400000.0,220600000.0,,-74700000.0,,4537400000.0,,,,142300000.0,,,618400000.0,4600000.0,781666667.0,,-154300000,174300000.0,0.12,759200000.0,425200000.0,-1700000.0,47500000.0,915300000.0,1463000000.0,1324000000.0,,956900000,,-201800000,3276800000.0,93800000,4036000000.0,2239300000.0,-76000000.0,93800000,93800000,781666667.0,31000000.0,301900000.0,1796700000.0,,577800000.0,,-296600000.0,,531800000.0,,,425100000.0,385200000.0,49900000.0,-200000.0,,,636900000.0,,
1997-09-30,654000000.0,150400000.0,,,-3600000.0,57900000.0,3380900000.0,554100000.0,577800000.0,554100000.0,146800000.0,0.12,119600000.0,-165000000.0,10700000.0,,4100000.0,-1323100000.0,16300000.0,14600000.0,126800000.0,,-23600000.0,,4704000000.0,,,,164500000.0,,,608000000.0,19900000.0,770833333.0,,-172000000,84200000.0,0.12,757000000.0,435300000.0,-1700000.0,49900000.0,898600000.0,1553800000.0,1335900000.0,,997200000,,-221900000,3385000000.0,92500000,4142000000.0,2234500000.0,-38200000.0,92500000,92500000,770833333.0,32300000.0,289200000.0,1907500000.0,,554100000.0,,-165000000.0,,565100000.0,,,432100000.0,414600000.0,52300000.0,-100000.0,,,632100000.0,,
1997-12-31,1808785000.0,129356000.0,,,-2465000.0,48784000.0,3435693000.0,623343000.0,554100000.0,623343000.0,221207000.0,,121324000.0,-111427000.0,30054000.0,,4051000.0,-1375631000.0,10934000.0,10941000.0,169688000.0,,69202000.0,,4811324000.0,,,,160891000.0,256255000.0,,159348000.0,13435000.0,,,-1342596000,-336906000.0,,806416000.0,279442000.0,7000.0,49768000.0,868513000.0,1632115000.0,1368629000.0,,975521000,,-1392364000,3439744000.0,80572000,4246160000.0,2237142000.0,58261000.0,80572000,80572000,,18843000.0,0.0,2009018000.0,,623343000.0,,-111427000.0,76530000.0,559100000.0,426950000.0,,416421000.0,438981000.0,52376000.0,20858000.0,,,628106000.0,,
1998-03-31,658000000.0,114000000.0,,,-110100000.0,44000000.0,3613800000.0,506900000.0,623300000.0,506900000.0,223000000.0,0.09,14800000.0,-236000000.0,9500000.0,,4200000.0,-1424000000.0,-91300000.0,-95700000.0,215300000.0,,-116400000.0,,5037800000.0,,,,149700000.0,,,689800000.0,18800000.0,777777778.0,,-206800000,197300000.0,0.09,721200000.0,437600000.0,-4400000.0,52000000.0,886300000.0,1699900000.0,1357300000.0,,942600000,,-258800000,3618000000.0,70000000,4339200000.0,2243600000.0,-20700000.0,70000000,70000000,777777778.0,30700000.0,289300000.0,2095600000.0,,506900000.0,,-236000000.0,,543400000.0,,,399200000.0,443200000.0,47900000.0,4000000.0,,,624800000.0,,
1998-06-30,698900000.0,216600000.0,,,-1900000.0,83200000.0,3787400000.0,567200000.0,506900000.0,567200000.0,223400000.0,0.17,15200000.0,-235800000.0,7100000.0,,4100000.0,-1483900000.0,5200000.0,2900000.0,293100000.0,,60200000.0,,5271300000.0,,,,165500000.0,,,708300000.0,7000000.0,741111111.0,,-124900000,213700000.0,0.18,777100000.0,466700000.0,-2300000.0,54000000.0,931400000.0,1831100000.0,1403400000.0,,1078800000,,-178900000,3791500000.0,133400000,4568600000.0,2334800000.0,57300000.0,133400000,133400000,784705882.0,31000000.0,295200000.0,2233800000.0,,567200000.0,,-235800000.0,,558800000.0,,,520000000.0,485600000.0,47200000.0,6600000.0,,,622600000.0,,
1998-09-30,717000000.0,211000000.0,,,-4900000.0,81400000.0,3923100000.0,452200000.0,567200000.0,452200000.0,335900000.0,0.17,10700000.0,-201200000.0,7400000.0,,4000000.0,-1544800000.0,-95100000.0,-97700000.0,183900000.0,,-115000000.0,,5467900000.0,,,,197400000.0,,,654400000.0,9900000.0,762352941.0,,-124400000,113900000.0,0.17,659200000.0,482100000.0,-2600000.0,59600000.0,896200000.0,1958100000.0,1419400000.0,,1094900000,,-184000000,3927100000.0,129600000,4586300000.0,2315600000.0,-17300000.0,129600000,129600000,762352941.0,28400000.0,281100000.0,2270700000.0,,452200000.0,,-201200000.0,,561900000.0,,,533000000.0,516300000.0,48800000.0,6000000.0,,,622000000.0,,
1998-12-31,1823469000.0,163512000.0,,,-1959000.0,63081000.0,4137610000.0,378511000.0,452200000.0,378511000.0,335904000.0,,11996000.0,-274096000.0,32376000.0,,4231000.0,-1601409000.0,6613000.0,6629000.0,193835000.0,,-73632000.0,0.0,5739019000.0,,,,157415000.0,238412000.0,,203794000.0,8572000.0,,,-1280480000,-514287000.0,,574155000.0,474200000.0,16000.0,59612000.0,850653000.0,2044975000.0,1467425000.0,,1047680000,,-1340092000,4141841000.0,100431000,4715996000.0,2318078000.0,-80261000.0,100431000,100431000,,20734000.0,0.0,2397918000.0,,378511000.0,,-274096000.0,88799000.0,564303000.0,477448000.0,,483377000.0,549207000.0,50035000.0,-12908000.0,,,623309000.0,,
1999-03-31,733800000.0,156100000.0,,,-7400000.0,60300000.0,4345000000.0,405600000.0,378500000.0,405600000.0,335900000.0,0.12,8900000.0,-289100000.0,6400000.0,,4500000.0,-1649500000.0,10500000.0,5500000.0,310700000.0,,27100000.0,,5994500000.0,,,,161000000.0,,,796900000.0,17900000.0,736923077.0,,-178300000,271700000.0,0.13,619400000.0,490900000.0,-5000000.0,56800000.0,999100000.0,2099900000.0,1459800000.0,,1075600000,,-235100000,4349500000.0,95800000,4968900000.0,2458900000.0,21600000.0,95800000,95800000,798333333.0,24600000.0,280000000.0,2510000000.0,,405600000.0,,-289100000.0,,576900000.0,,,498700000.0,560700000.0,52100000.0,-9600000.0,,,619100000.0,,
1999-06-30,778000000.0,256600000.0,,,-3200000.0,98800000.0,4558900000.0,487600000.0,405600000.0,487600000.0,335900000.0,0.19,7700000.0,-279700000.0,4200000.0,,4400000.0,-1712500000.0,4800000.0,-700000.0,362400000.0,,82000000.0,,6271400000.0,,,,176700000.0,,,854600000.0,8000000.0,751428571.0,,-106400000,264100000.0,0.21,719000000.0,519400000.0,-5500000.0,59500000.0,1107800000.0,2249800000.0,1501500000.0,,1220500000,,-165900000,4563300000.0,157800000,5282300000.0,2609300000.0,82700000.0,157800000,157800000,830526316.0,32500000.0,288700000.0,2673000000.0,,487600000.0,,-279700000.0,,608400000.0,,,612100000.0,595600000.0,60800000.0,-400000.0,,,617200000.0,,
1999-09-30,785900000.0,208000000.0,,,-700000.0,81000000.0,4820900000.0,266700000.0,487600000.0,266700000.0,504200000.0,0.16,6900000.0,-333600000.0,4900000.0,,8200000.0,-1781600000.0,3700000.0,3400000.0,109400000.0,,-220900000.0,,6602500000.0,,,,170100000.0,,,773100000.0,4800000.0,747058824.0,,-149200000,46200000.0,0.17,488500000.0,527000000.0,-300000.0,63800000.0,1001200000.0,2294800000.0,1515200000.0,,1235200000,,-213000000,4829100000.0,127000000,5317600000.0,2516400000.0,-224200000.0,127000000,127000000,793750000.0,33700000.0,277800000.0,2801200000.0,,266700000.0,,-333600000.0,,662300000.0,,,572900000.0,620000000.0,53600000.0,-100000.0,,,617400000.0,,
1999-12-31,2098011000.0,152911000.0,,,-807000.0,59133000.0,5008166000.0,418819000.0,266700000.0,418819000.0,505005000.0,,7873000.0,-265434000.0,38645000.0,,12942000.0,-1840799000.0,198274000.0,198232000.0,219210000.0,,152108000.0,-90107000.0,6848965000.0,,,,156755000.0,222700000.0,,260814000.0,33588000.0,,,-1512664000,-551346000.0,,631005000.0,359637000.0,-42000.0,68560000.0,960466000.0,2385854000.0,1855859000.0,,1204387000,,-1581224000,5021108000.0,93778000,5652113000.0,2816325000.0,-46224000.0,93778000,93778000,,20929000.0,0.0,2835788000.0,,418819000.0,,-265434000.0,73448000.0,687600000.0,535024000.0,,516787000.0,692342000.0,65152000.0,31080000.0,,,871717000.0,,
2000-03-31,1201605000.0,155973000.0,,,-4411000.0,60330000.0,5121529000.0,542561000.0,418819000.0,542561000.0,507805000.0,0.093333,7254000.0,-191810000.0,17223000.0,,13039000.0,-1914483000.0,-4411000.0,-100013000.0,415565000.0,,123742000.0,-101363000.0,7036012000.0,45768000.0,,,209079000.0,218906000.0,,484279000.0,11271000.0,745735500.0,,-608462000,319922000.0,0.1,805465000.0,495855000.0,-5510000.0,,1306333000.0,2456615000.0,1820482000.0,,1242647000,,-675160000,5134568000.0,73512000,5940033000.0,3126815000.0,223755000.0,95643000,73512000,789534000.0,21355000.0,0.0,2813218000.0,0.0,542561000.0,,-191810000.0,122123000.0,716202000.0,559953000.0,,526445000.0,672656000.0,66534000.0,11139000.0,,,868023000.0,,
2000-06-30,1260122000.0,310865000.0,,,-3379000.0,120243000.0,5347314000.0,636650000.0,542561000.0,636650000.0,507897000.0,0.24,3875000.0,-304210000.0,17442000.0,,12920000.0,-1992549000.0,-3379000.0,2326000.0,395973000.0,,94089000.0,-6234000.0,7339863000.0,54756000.0,,,199442000.0,215111000.0,,427076000.0,14676000.0,745942500.0,,-458966000,184023000.0,0.253333,899190000.0,577562000.0,-2737000.0,,1327157000.0,2624070000.0,1922722000.0,,1460675000,,-527489000,5360234000.0,190622000,6259424000.0,3249879000.0,91763000.0,190622000,190622000,793069500.0,21498000.0,0.0,3009545000.0,0.0,636650000.0,,-304210000.0,117550000.0,728042000.0,642008000.0,,732633000.0,763345000.0,70127000.0,10624000.0,,,868121000.0,,
2000-09-30,1297755000.0,301073000.0,,,-828000.0,116775000.0,5568491000.0,580608000.0,636650000.0,580608000.0,507897000.0,0.233333,108655000.0,-303487000.0,17464000.0,,19294000.0,-2067430000.0,-828000.0,15849000.0,231596000.0,,-56042000.0,-1076000.0,7635921000.0,40526000.0,,,213065000.0,211317000.0,,478566000.0,20484000.0,748648500.0,,-495353000,-138106000.0,0.246667,859872000.0,555806000.0,-2731000.0,,1383900000.0,2781941000.0,1853237000.0,,1478834000,,-566864000,5587785000.0,184298000,6447657000.0,3237137000.0,-71891000.0,184298000,184298000,796548000.0,54331000.0,0.0,3210520000.0,0.0,580608000.0,,-303487000.0,121049000.0,747943000.0,543088000.0,,730891000.0,802213000.0,82053000.0,6819000.0,,,762612000.0,,
2000-12-31,1330367000.0,249453000.0,,,-1620000.0,94792000.0,5819725000.0,522995000.0,580608000.0,522995000.0,507897000.0,,108752000.0,-335137000.0,17760000.0,,18311000.0,-2148070000.0,-1620000.0,22372000.0,255152000.0,,-57613000.0,-1000.0,7967795000.0,,,,312716000.0,207522000.0,,377061000.0,23993000.0,,,-561807000,-328914000.0,,831536000.0,557210000.0,0.0,74544000.0,1298403000.0,2902007000.0,1919849000.0,,1467404000,,-636351000,5838036000.0,154661000,6669572000.0,3218252000.0,-79985000.0,154661000,154661000,,28005000.0,0.0,3451320000.0,0.0,522995000.0,,-335137000.0,,773388000.0,499874000.0,,694016000.0,852865000.0,80564000.0,4840000.0,,,760992000.0,,
2001-03-31,1336523000.0,196502000.0,,,-5019000.0,75457000.0,5986501000.0,684678000.0,522995000.0,684678000.0,761826000.0,0.15,110136000.0,-254328000.0,17012000.0,,34938000.0,-2232500000.0,-5019000.0,-4587000.0,420598000.0,,161683000.0,0.0,8219001000.0,19572000.0,299553000.0,,316112000.0,203728000.0,35795000.0,504846000.0,7002000.0,760225000.0,,-611120000,-77692000.0,0.16,1044414000.0,565494000.0,-6570000.0,77692000.0,1488421000.0,2858932000.0,1935326000.0,,1428617000,,-688812000,6021439000.0,121045000,7065853000.0,3423747000.0,166270000.0,121045000,121045000,807744000.0,63773000.0,0.0,3642106000.0,0.0,684678000.0,,-254328000.0,,780906000.0,537755000.0,,647711000.0,891186000.0,78817000.0,-5525000.0,,,754686000.0,,
2001-06-30,1387958000.0,287451000.0,,,-1815000.0,111818000.0,6104712000.0,968347000.0,684678000.0,968347000.0,762829000.0,0.22,110501000.0,-206433000.0,16460000.0,,34579000.0,-2318958000.0,-1815000.0,5880000.0,484222000.0,,283669000.0,0.0,8423670000.0,40203000.0,,,336029000.0,199933000.0,31916000.0,510103000.0,11127000.0,762139000.0,,-562579000,685834000.0,0.23,1329367000.0,598077000.0,-3432000.0,,1629315000.0,3020813000.0,2017789000.0,,1553785000,,-640792000,6139291000.0,175633000,7468658000.0,3647104000.0,277789000.0,175633000,175633000,806524000.0,59512000.0,0.0,3821554000.0,0.0,968347000.0,,-206433000.0,,806619000.0,632479000.0,,747166000.0,971452000.0,79570000.0,2813000.0,,,752602000.0,,
2001-09-30,1369700000.0,245870000.0,,,-100958000.0,94906000.0,6207858000.0,1489391000.0,968347000.0,1489391000.0,764607000.0,0.19,490154000.0,-206034000.0,14271000.0,,34602000.0,-2396661000.0,374042000.0,381738000.0,345340000.0,,521044000.0,0.0,8604519000.0,35218000.0,,,397310000.0,196138000.0,1361000.0,522085000.0,11134000.0,763811000.0,,-753844000,-43251000.0,0.2,1752466000.0,591308000.0,-3438000.0,,1927720000.0,3168340000.0,2117546000.0,,1335125000,,-835566000,6242460000.0,150964000,7994926000.0,4045266000.0,139306000.0,150964000,150964000,806860000.0,25645000.0,0.0,3949660000.0,0.0,1489391000.0,,-206034000.0,,800991000.0,482953000.0,,534134000.0,1063933000.0,78466000.0,156904000.0,,,751616000.0,,
2001-12-31,1332998000.0,97836000.0,,,-2808000.0,34331000.0,6445487000.0,2279861000.0,1489391000.0,2279861000.0,766774000.0,,514567000.0,-331048000.0,22084000.0,,31435000.0,-2456207000.0,872792000.0,887070000.0,234448000.0,,790470000.0,0.0,8901694000.0,,,,504831000.0,192342000.0,-31538000.0,672247000.0,14278000.0,,,-776677000,-504486000.0,,2520219000.0,604536000.0,0.0,80204000.0,2239185000.0,3228408000.0,2743903000.0,,1237647000,,-856881000,6476922000.0,63505000,8997141000.0,4983088000.0,-96600000.0,63505000,63505000,,46400000.0,0.0,4014053000.0,0.0,2279861000.0,,-331048000.0,,761530000.0,547540000.0,,476117000.0,1058143000.0,70561000.0,69610000.0,,,1327158000.0,,
2002-03-31,1338493000.0,35196000.0,,,-480419000.0,13811000.0,6458870000.0,2113523000.0,2279861000.0,2113523000.0,771250000.0,0.03,39983000.0,-109080000.0,26479000.0,,64608000.0,-2528918000.0,-68122000.0,-149811000.0,92553000.0,,-166338000.0,,8987788000.0,,,,410458000.0,188547000.0,26976000.0,759905000.0,20646000.0,769369000.0,,-774770000,71168000.0,0.03,2445300000.0,592265000.0,-6916000.0,,1743187000.0,3246314000.0,3114472000.0,,1257243000,,-859365000,6523478000.0,21385000,8968778000.0,4857659000.0,-16527000.0,21385000,21385000,810763000.0,46400000.0,0.0,4111119000.0,0.0,2113523000.0,,-109080000.0,,778115000.0,532841000.0,,479128000.0,1109750000.0,73181000.0,2719000.0,,,1701979000.0,,
2002-06-30,1418160000.0,169238000.0,,,-434592000.0,66940000.0,6505515000.0,2117835000.0,2113523000.0,2117835000.0,772556000.0,0.13,29917000.0,-144126000.0,26262000.0,,69497000.0,-2618074000.0,282886000.0,-145058000.0,293496000.0,,4312000.0,,9123589000.0,,,,383754000.0,184752000.0,30489000.0,636230000.0,10123000.0,772012000.0,,-674042000,191198000.0,0.13,2473009000.0,635613000.0,-3475000.0,,1687139000.0,3345137000.0,3137304000.0,,1472798000,,-760593000,6575012000.0,102298000,9048021000.0,4824443000.0,149370000.0,102298000,102298000,809401000.0,46440000.0,0.0,4223578000.0,0.0,2117835000.0,,-144126000.0,,815231000.0,637238000.0,,657567000.0,1174223000.0,69875000.0,-3020000.0,,,1661449000.0,,
2002-09-30,1433225000.0,124324000.0,,,383943000.0,49437000.0,6519781000.0,1944031000.0,2117835000.0,1944031000.0,774033000.0,0.09,30025000.0,-119273000.0,26847000.0,,73872000.0,-2720149000.0,-465195000.0,-74832000.0,20301000.0,,-173804000.0,,9239930000.0,,,,371253000.0,180956000.0,,517449000.0,9901000.0,773353000.0,,-768622000,-280409000.0,0.1,2360628000.0,643281000.0,-3481000.0,,1439880000.0,3416542000.0,3191618000.0,,1391191000,,-860662000,6593653000.0,74887000,8954281000.0,4631498000.0,-98972000.0,74887000,74887000,804605000.0,165769000.0,0.0,4322783000.0,0.0,1944031000.0,,-119273000.0,,818628000.0,521153000.0,,572563000.0,1232760000.0,79226000.0,50070000.0,,,1660907000.0,,
2002-12-31,1446207000.0,63924000.0,,,-8500000.0,21525000.0,6645464000.0,1815352000.0,1944031000.0,1815352000.0,776663000.0,,130454000.0,-230581000.0,26435000.0,-49232000.0,76326000.0,-2810193000.0,-19544000.0,-11957000.0,113859000.0,,-128679000.0,,9455657000.0,,-140173000.0,46877000.0,362027000.0,183797000.0,53658000.0,412238000.0,16087000.0,,,-773203000,33067000.0,,2231960000.0,652978000.0,0.0,93118000.0,1433828000.0,3455448000.0,3098305000.0,,1400539000,,-866321000,6721790000.0,42399000,8953750000.0,4532133000.0,-116722000.0,42399000,42399000,,112847000.0,0.0,4421617000.0,0.0,1815352000.0,,-230581000.0,,820653000.0,529109000.0,-10592000.0,579886000.0,1227475000.0,86016000.0,-5366000.0,,,1552781000.0,,
2003-03-31,1440000000.0,39000000.0,,,-6000000.0,15000000.0,6734000000.0,1889000000.0,1815000000.0,1889000000.0,778000000.0,0.03,132000000.0,-193000000.0,26000000.0,16000000.0,94000000.0,-2906000000.0,1000000.0,0.0,267000000.0,,74000000.0,,9640000000.0,,131000000.0,12000000.0,367000000.0,180000000.0,59000000.0,535000000.0,12000000.0,778000000.0,,-815000000,7000000.0,0.03,2276000000.0,651000000.0,-7000000.0,93000000.0,1548000000.0,3476000000.0,3097000000.0,,1351000000,,-908000000,6828000000.0,24000000,9104000000.0,4645000000.0,74000000.0,24000000,24000000,808000000.0,97000000.0,0.0,4459000000.0,0.0,1889000000.0,,-193000000.0,,819000000.0,514000000.0,-7000000.0,532000000.0,1243000000.0,95000000.0,14000000.0,,,1547000000.0,,
2003-06-30,1512000000.0,397000000.0,,,-14000000.0,151000000.0,6950000000.0,2204000000.0,1889000000.0,2204000000.0,782000000.0,0.3,132000000.0,-325000000.0,23000000.0,31000000.0,107000000.0,-3001000000.0,0.0,2000000.0,638000000.0,,315000000.0,,9951000000.0,11000000.0,134000000.0,136000000.0,341000000.0,176000000.0,74000000.0,575000000.0,20000000.0,780000000.0,,-719000000,27000000.0,0.32,2581000000.0,724000000.0,-4000000.0,95000000.0,1658000000.0,3718000000.0,3243000000.0,,1515000000,,-814000000,7057000000.0,246000000,9638000000.0,4901000000.0,313000000.0,246000000,246000000,820000000.0,111000000.0,0.0,4737000000.0,0.0,2204000000.0,,-325000000.0,,817000000.0,599000000.0,59000000.0,698000000.0,1388000000.0,87000000.0,273000000.0,,,1539000000.0,,
2003-09-30,1509000000.0,171000000.0,,,-1000000.0,65000000.0,7175000000.0,2034000000.0,2204000000.0,2034000000.0,786000000.0,0.13,131000000.0,-337000000.0,21000000.0,-15000000.0,99000000.0,-3066000000.0,1000000.0,26000000.0,141000000.0,,-170000000.0,,10241000000.0,5000000.0,-107000000.0,29000000.0,323000000.0,172000000.0,73000000.0,568000000.0,29000000.0,784000000.0,,-706000000,16000000.0,0.14,2425000000.0,695000000.0,-3000000.0,97000000.0,1572000000.0,3821000000.0,3259000000.0,,1553000000,,-803000000,7274000000.0,106000000,9699000000.0,4831000000.0,-196000000.0,106000000,106000000,827000000.0,102000000.0,0.0,4868000000.0,0.0,2034000000.0,,-337000000.0,,847000000.0,545000000.0,-72000000.0,706000000.0,1416000000.0,96000000.0,1000000.0,,,1525000000.0,,
