date,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedAverageShares,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDilutedEPS,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyBasicAverageShares,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyGoodwill,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyCommonStockIssuance,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyCurrentAccruedExpenses,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2007-12-31,312143000.0,0.0,1542100000.0,32247000.0,-1584854000.0,-111969000.0,10878000.0,-10342000.0,338602000.0,,,11252000.0,29070000.0,,79911000.0,69972000.0,0.0,-44983000.0,,61284000.0,232981000.0,-32058000.0,2869899000.0,1646800000.0,-8655000.0,34728000.0,29070000.0,488224000.0,488224000.0,533207000.0,451640000.0,466020000.0,488224000.0,-114552000.0,,731057000,,270346000.0,,171697000,270346000.0,1223099000.0,-39955000.0,876348000.0,-13768000.0,498267000.0,3126954000.0,1493287000.0,-7164000.0,241276000,-107923000.0,-10855000.0,,-2583000.0,369269000.0,460711000.0,581987000.0,,171697000,171697000,49755000.0,1335354000.0,,0.0,,995020000.0,,,,,,,,,,,
2008-03-31,348332000.0,0.0,1620856000.0,15282000.0,-1286211000.0,-104362000.0,11527000.0,-37858000.0,341589000.0,97534095.0,,8602000.0,23113000.0,,110586000.0,112033000.0,17604000.0,-23060000.0,0.67,26947000.0,92431000.0,6224000.0,2883403000.0,1732889000.0,-20816000.0,,23113000.0,465164000.0,465164000.0,488224000.0,0.0,438637000.0,465165000.0,-95788000.0,0.67,735934000,,127071000.0,,65484000,127071000.0,1150514000.0,-74076000.0,867373000.0,-13464000.0,471523000.0,2907067000.0,1522123000.0,4628000.0,103958000,8267000.0,2987000.0,97155124.0,8574000.0,299512000.0,608863000.0,621008000.0,,65484000,65484000,88003000.0,1306422000.0,,0.0,,1050600000.0,,,,,,,,,,,
2008-06-30,246767000.0,0.0,1710287000.0,15282000.0,-1310993000.0,-114243000.0,9630000.0,-2079000.0,342735000.0,95149888.0,,12813000.0,26396000.0,,34221000.0,145615000.0,19436000.0,-120639000.0,0.41,16586000.0,55531000.0,-80022000.0,2785097000.0,1855902000.0,-8519000.0,,26396000.0,344525000.0,344525000.0,465165000.0,0.0,295072000.0,344525000.0,-152781000.0,0.41,600025000,,78886000.0,,38945000,78886000.0,929195000.0,-43489000.0,855814000.0,-14583000.0,329790000.0,3021280000.0,1411537000.0,5207000.0,52490000,-34294000.0,1146000.0,94520011.0,-5688000.0,302545000.0,521139000.0,663015000.0,,38945000,38945000,75997000.0,1302805000.0,,0.0,,1081747000.0,,,,,,,,,,,
2008-09-30,246262000.0,0.0,1821479000.0,15282000.0,-1338445000.0,-138691000.0,9444000.0,34276000.0,351089000.0,94328208.0,,16341000.0,31251000.0,,129099000.0,151094000.0,12098000.0,13476000.0,0.76,29404000.0,100335000.0,-9592000.0,2901253000.0,1972573000.0,-13766000.0,,31251000.0,358001000.0,358001000.0,344525000.0,0.0,305559000.0,358001000.0,-149899000.0,0.75,569876000,,140415000.0,-5478000.0,70931000,140415000.0,928680000.0,-15314000.0,899902000.0,-14521000.0,332939000.0,3159924000.0,1470580000.0,-8426000.0,109164000,24183000.0,8354000.0,93870876.0,-5730000.0,291317000.0,429461000.0,711025000.0,,70931000,70931000,75527000.0,1340549000.0,,0.0,,1137641000.0,,,,,,,,,,,
2008-12-31,177637000.0,0.0,1924258000.0,23330000.0,-1363420000.0,-127661000.0,8675000.0,46961000.0,299192000.0,,,17440000.0,59739000.0,,51147000.0,130317000.0,0.0,-29571000.0,,-46200000.0,-49262000.0,-76514000.0,2817981000.0,2081655000.0,-40018000.0,27080000.0,26366000.0,328430000.0,328430000.0,358001000.0,0.0,235369000.0,328430000.0,-127679000.0,,408383000,,-12398000.0,-3453000.0,-3062000,20975000.0,736326000.0,-16977000.0,871984000.0,-14265000.0,258699000.0,3287678000.0,1427353000.0,-1699000.0,-38764000,84376000.0,-51897000.0,,3435000.0,141716000.0,387408000.0,772021000.0,,-3062000,-3062000,97441000.0,1281900000.0,,0.0,,1168654000.0,,,,,,,,,,,
2009-03-31,126783000.0,-7162000.0,1978665000.0,22198000.0,-1383364000.0,-103251000.0,7559000.0,38877000.0,290761000.0,92034025.0,,16060000.0,28921000.0,-8089000.0,67853000.0,169463000.0,0.0,-15536000.0,-0.2,-8526000.0,-26932000.0,-35398000.0,2759025000.0,2148128000.0,-22913000.0,,28921000.0,312894000.0,312894000.0,328430000.0,427345000.0,,312894000.0,-122266000.0,-0.2,254007000,1874000.0,9548000.0,,-18406000,13129000.0,610897000.0,0.0,829834000.0,-14267000.0,196982000.0,3362029000.0,1395305000.0,859000.0,-15792000,63036000.0,-8431000.0,92034025.0,-10926000.0,,240878000.0,817021000.0,,-18406000,-18406000,90541000.0,1259128000.0,,0.0,-7954000.0,1198323000.0,,,,,,,,,,,
2009-06-30,102953000.0,0.0,2057622000.0,23012000.0,-1401214000.0,-105035000.0,6972000.0,51554000.0,286329000.0,92040569.0,,14403000.0,28752000.0,-3111000.0,14037000.0,173426000.0,0.0,-35294000.0,-0.06,-3297000.0,-9040000.0,-90998000.0,2806899000.0,2231048000.0,-20095000.0,,28752000.0,277600000.0,277600000.0,312894000.0,427366000.0,,277600000.0,-100885000.0,-0.06,245501000,1453000.0,26684000.0,,-5743000,24781000.0,575851000.0,0.0,809825000.0,-14266000.0,203100000.0,3458836000.0,1444050000.0,-2308000.0,-3971000,-3685000.0,-4432000.0,92040569.0,7261000.0,,220720000.0,870006000.0,,-5743000,-5743000,84615000.0,1242736000.0,,0.0,-8599000.0,1240950000.0,,,,,,,,,,,
2009-09-30,116617000.0,0.0,2155632000.0,28333000.0,-1426158000.0,-82221000.0,6622000.0,23777000.0,289651000.0,92069764.0,,6673000.0,27924000.0,,-7365000.0,116931000.0,8707000.0,-80164000.0,-0.01,-1429000.0,-2260000.0,-89586000.0,2851637000.0,2272563000.0,-25218000.0,,27924000.0,197436000.0,197436000.0,277600000.0,427792000.0,,197436000.0,-96576000.0,-0.01,316932000,4602000.0,32286000.0,,-831000,31030000.0,579074000.0,0.0,794717000.0,-14277000.0,231685000.0,3581790000.0,1501322000.0,-3261000.0,3106000,-39121000.0,3322000.0,92069764.0,-25555000.0,,285902000.0,889321000.0,,-831000,-831000,90665000.0,1223587000.0,,0.0,-1368000.0,1269637000.0,,,,,,,,,,,
2009-12-31,171554000.0,441000.0,2183787000.0,29330000.0,-1453322000.0,-32045000.0,6217000.0,-2777000.0,300510000.0,,,6018000.0,31993000.0,,35732000.0,88153000.0,9350000.0,-27648000.0,,8978000.0,34696000.0,3687000.0,2923417000.0,2300764000.0,-24871000.0,19099000.0,31993000.0,169788000.0,169788000.0,197436000.0,0.0,,169788000.0,-60603000.0,,381729000,4598000.0,72906000.0,,25718000,72887000.0,622653000.0,0.0,806158000.0,-14277000.0,271604000.0,3637109000.0,1554213000.0,1047000.0,40894000,-38483000.0,10859000.0,,-28558000.0,,308842000.0,884914000.0,,25718000,25718000,97185000.0,1236086000.0,,0.0,-8518000.0,1282609000.0,,,,,,,,,,,
2010-03-31,169460000.0,0.0,2197358000.0,55742000.0,-1485664000.0,-45913000.0,6389000.0,14421000.0,306289000.0,93412230.0,,0.0,33733000.0,,56646000.0,109916000.0,0.0,26515000.0,0.32,12573000.0,41893000.0,10733000.0,2964875000.0,2307274000.0,-28922000.0,,33733000.0,196303000.0,196303000.0,169788000.0,428614000.0,,196303000.0,-44552000.0,0.31,466706000,9980000.0,82015000.0,,29320000,81489000.0,657601000.0,,821193000.0,-8481000.0,272438000.0,3683022000.0,1580392000.0,-960000.0,47756000,-21206000.0,5779000.0,92128325.0,1361000.0,,385217000.0,900269000.0,,29320000,29320000,101396000.0,1248431000.0,,0.0,-9377000.0,1307954000.0,,,,,,,,,,,
2010-06-30,166386000.0,-624000.0,2204630000.0,56470000.0,-1522039000.0,-32952000.0,5947000.0,-19941000.0,305954000.0,93316383.0,,5050000.0,33897000.0,,39445000.0,112441000.0,0.0,-18388000.0,0.13,4743000.0,16479000.0,6493000.0,2951203000.0,2317071000.0,-36134000.0,,35444000.0,177915000.0,177915000.0,196303000.0,429015000.0,,177915000.0,-37892000.0,0.13,448543000,-5257000.0,57870000.0,,11736000,56635000.0,634132000.0,,818639000.0,-14290000.0,265414000.0,3726669000.0,1575832000.0,8330000.0,22738000,-13459000.0,-335000.0,92185997.0,-4940000.0,,391908000.0,895441000.0,,11736000,11736000,109023000.0,1239444000.0,,0.0,-10243000.0,1310418000.0,,,,,,,,,,,
2010-09-30,185714000.0,-2374000.0,2200779000.0,60318000.0,-1533533000.0,-30023000.0,6027000.0,-22064000.0,305478000.0,93330104.0,,6000000.0,11363000.0,,61360000.0,100561000.0,0.0,13924000.0,0.36,5903000.0,38713000.0,31337000.0,3017305000.0,2301340000.0,-42836000.0,,34991000.0,191839000.0,191839000.0,177915000.0,429714000.0,,191839000.0,-25372000.0,0.35,480997000,7065000.0,79731000.0,,32810000,57290000.0,715965000.0,,837155000.0,-14294000.0,296717000.0,3734312000.0,1627895000.0,13605000.0,45927000,-3510000.0,5891000.0,92209089.0,4651000.0,,423707000.0,903943000.0,,32810000,32810000,121757000.0,1252322000.0,,0.0,-18621000.0,1331178000.0,,,,,,,,,,,
2010-12-31,230322000.0,4725000.0,2213836000.0,49965000.0,-1555848000.0,-48513000.0,5875000.0,-8114000.0,307865000.0,,,-14252000.0,30165000.0,,10403000.0,71912000.0,13395000.0,1955000.0,,11169000.0,39036000.0,-38110000.0,3070159000.0,2299139000.0,-40464000.0,11600000.0,30165000.0,193794000.0,193794000.0,191839000.0,0.0,,193794000.0,-334000.0,,570337000,17468000.0,75076000.0,,27867000,71324000.0,771020000.0,,850691000.0,-14331000.0,314090000.0,3769684000.0,1647433000.0,-870000.0,41159000,-66614000.0,2387000.0,,48179000.0,,499013000.0,896976000.0,,27867000,27867000,128502000.0,1276627000.0,,0.0,12632000.0,1333343000.0,,,,,,,,,,,
2011-03-31,210234000.0,0.0,2272843000.0,50413000.0,-1013846000.0,-45060000.0,9193000.0,-40045000.0,296655000.0,94311878.0,,15600000.0,29700000.0,,124520000.0,108589000.0,14804000.0,46011000.0,0.37,9499000.0,43033000.0,79460000.0,3204364000.0,2381432000.0,-21087000.0,,29700000.0,239805000.0,239805000.0,193794000.0,0.0,,239805000.0,-38464000.0,0.37,619007000,4746000.0,81926000.0,,34610000,77067000.0,822932000.0,,835559000.0,-14371000.0,377121000.0,3286689000.0,1748190000.0,9224000.0,47367000,44486000.0,,92683755.0,6596000.0,286412000.0,541940000.0,881182000.0,,33534000,34610000,132170000.0,1281900000.0,,0.0,-17530000.0,1371069000.0,,,,,,,,,,,
2011-06-30,236750000.0,0.0,2270706000.0,50099000.0,-1055140000.0,-51219000.0,17350000.0,-17271000.0,303782000.0,94580090.0,,2350000.0,39713000.0,,77634000.0,115686000.0,19620000.0,5819000.0,0.44,15394000.0,62143000.0,26415000.0,3251490000.0,2386392000.0,-26499000.0,,39713000.0,245624000.0,245624000.0,239805000.0,0.0,,245624000.0,-54544000.0,0.43,622829000,-2000.0,119206000.0,,40529000,117922000.0,865098000.0,,860249000.0,-15839000.0,385945000.0,3325846000.0,1761921000.0,18742000.0,78209000,-22227000.0,,92972678.0,-3325000.0,,504907000.0,876359000.0,,46749000,40529000,136287000.0,1309887000.0,,0.0,-10155000.0,1375976000.0,,,,,,,,,,,
2011-09-30,245129000.0,0.0,2224328000.0,251106000.0,-1105338000.0,-17843000.0,18971000.0,-87380000.0,301485000.0,94441681.0,,-29000000.0,43696000.0,,119119000.0,146762000.0,12075000.0,15351000.0,0.67,18838000.0,93435000.0,101276000.0,3244854000.0,2371090000.0,-18632000.0,,43696000.0,260975000.0,260975000.0,245624000.0,0.0,,260975000.0,-16388000.0,0.59,669702000,-22312000.0,156102000.0,,62316000,156102000.0,873764000.0,,906718000.0,-15847000.0,551771000.0,3329666000.0,1689419000.0,15014000.0,112406000,-5722000.0,18838000.0,93202401.0,1455000.0,,513600000.0,659489000.0,,74597000,62316000,118968000.0,1365251000.0,,0.0,-18222000.0,1137648000.0,,,,,,,,,,,
2011-12-31,281015000.0,-2891000.0,2283969000.0,251107000.0,-1144028000.0,-43500000.0,17868000.0,-33322000.0,302332000.0,94236703.0,,-63538000.0,43558000.0,,158434000.0,54472000.0,18031000.0,89736000.0,0.69,12189000.0,85309000.0,114934000.0,3393575000.0,2358954000.0,-15968000.0,7634000.0,43558000.0,350711000.0,350711000.0,260975000.0,0.0,,350711000.0,-35376000.0,0.68,696499000,12678000.0,146735000.0,,63871000,149626000.0,1034621000.0,,942978000.0,-15852000.0,602981000.0,3427997000.0,1791612000.0,-34358000.0,106068000,18851000.0,,93239059.0,8124000.0,310616000.0,546873000.0,652148000.0,,73120000,63871000,178172000.0,1404725000.0,,0.0,-9707000.0,1188631000.0,,,,,,,,,,,
2012-03-31,268574000.0,0.0,2245945000.0,252220000.0,-1165523000.0,-64241000.0,18533000.0,182916000.0,308880000.0,94714364.0,,-11745000.0,37967000.0,,93400000.0,122883000.0,46805000.0,233374000.0,0.24,9678000.0,42489000.0,29159000.0,3616806000.0,2368828000.0,-16079000.0,,37967000.0,584085000.0,584085000.0,350711000.0,0.0,,584085000.0,-42942000.0,0.23,665867000,13028000.0,98989000.0,,22081000,97310000.0,1247978000.0,,949151000.0,-15908000.0,576905000.0,3411468000.0,1998032000.0,24414000.0,59343000,-17424000.0,9678000.0,93407866.0,21299000.0,,568557000.0,881253000.0,,32811000,22081000,176805000.0,1419082000.0,,0.0,-18784000.0,1421127000.0,,,,,,,,,,,
2012-06-30,245066000.0,-293000.0,2254972000.0,252220000.0,-1209857000.0,-52691000.0,20137000.0,-20632000.0,313601000.0,95119964.0,,-4100000.0,48122000.0,,140033000.0,117457000.0,21612000.0,55972000.0,0.56,14637000.0,80782000.0,87342000.0,3659605000.0,2372429000.0,-15434000.0,,38564000.0,623209000.0,623209000.0,557623000.0,0.0,,613595000.0,-63429000.0,0.5,656103000,-3518000.0,145355000.0,,52238000,149334000.0,1287176000.0,,984032000.0,-17357000.0,570022000.0,3464829000.0,1991469000.0,11255000.0,101212000,18173000.0,13940000.0,93781404.0,-10738000.0,,506769000.0,873620000.0,,66145000,52238000,181856000.0,1456983000.0,3686000.0,0.0,-612000.0,1421447000.0,,,,,,,,,,,
2012-09-30,223319000.0,-60857000.0,2227715000.0,53334000.0,-1215123000.0,-25598000.0,17764000.0,-294912000.0,292266000.0,93880221.0,,-29633000.0,47689000.0,,131253000.0,127763000.0,18668000.0,-220144000.0,-0.03,-14817000.0,-13372000.0,105655000.0,3409532000.0,2355478000.0,-14321000.0,,47689000.0,403065000.0,403065000.0,623209000.0,0.0,,403065000.0,-56485000.0,-0.03,655330000,-282000.0,52081000.0,,-2571000,116336000.0,1054054000.0,,964077000.0,-17384000.0,386241000.0,3442838000.0,1782304000.0,35248000.0,68647000,51392000.0,,93880221.0,-30887000.0,,538994000.0,855518000.0,,1445000,-2571000,197771000.0,1441302000.0,,0.0,-219375000.0,1396063000.0,,,,,,,,,,,
2012-12-31,253023000.0,-296976000.0,2025957000.0,53334000.0,-1489484000.0,-112377000.0,14880000.0,306994000.0,191578000.0,94092591.0,,-8693000.0,326024000.0,,98392000.0,57332000.0,26536000.0,342545000.0,-1.49,-93216000.0,-228192000.0,-13985000.0,3544622000.0,2088472000.0,-13045000.0,3667000.0,41543000.0,745610000.0,745610000.0,403065000.0,481779000.0,353744000.0,745610000.0,-62841000.0,-1.49,695654000,29904000.0,-171769000.0,,-139853000,407167000.0,1456150000.0,,805661000.0,-17428000.0,440981000.0,3515441000.0,2066885000.0,-22273000.0,81143000,-14873000.0,-93216000.0,94092591.0,49536000.0,349632000.0,288487000.0,1191891000.0,,-134976000,-139853000,193823000.0,1289876000.0,572968000.0,0.0,-9862000.0,1625904000.0,,,,,,,,,,,
2013-03-31,289467000.0,1286000.0,1813520000.0,40444000.0,-1357213000.0,-84673000.0,15451000.0,-39108000.0,170623000.0,95717869.0,185990000.0,-5184000.0,557812000.0,,117679000.0,71813000.0,40517000.0,-534000.0,0.64,12062000.0,78295000.0,33006000.0,3550922000.0,2071323000.0,-11852000.0,,29817000.0,726851000.0,726851000.0,727385000.0,498999000.0,437807000.0,726851000.0,-79105000.0,0.63,651899000,36313000.0,123563000.0,,60267000,123904000.0,1479599000.0,,848394000.0,-17534000.0,518768000.0,3170733000.0,2013329000.0,-1640000.0,94087000,-15037000.0,12062000.0,94514188.0,5568000.0,441584000.0,527995000.0,1146443000.0,,66233000,60267000,177495000.0,1347113000.0,527995000.0,0.0,-18267000.0,1494561000.0,,,,,,,,,,,
2013-06-30,270936000.0,-44709000.0,1902849000.0,40444000.0,-1386176000.0,-122424000.0,14618000.0,-24448000.0,149822000.0,96260035.0,192052000.0,-8695000.0,609069000.0,,125749000.0,57672000.0,53612000.0,-18337000.0,0.57,1550000.0,67401000.0,3325000.0,3640512000.0,2152573000.0,-14441000.0,,28953000.0,708514000.0,708514000.0,726851000.0,513065000.0,484353000.0,708514000.0,-119638000.0,0.56,733099000,15694000.0,110972000.0,,53999000,152983000.0,1487939000.0,,883336000.0,-19057000.0,578409000.0,3289025000.0,2054077000.0,13413000.0,124030000,-3986000.0,1550000.0,95116950.0,2786000.0,477261000.0,580116000.0,1146122000.0,,65851000,53999000,179724000.0,1390747000.0,580116000.0,0.0,-1213000.0,1475668000.0,,,,,,,,,,,
2013-09-30,254520000.0,5968000.0,2048021000.0,41504000.0,-1412587000.0,-174024000.0,13756000.0,-68442000.0,161812000.0,96554316.0,198408000.0,-13648000.0,627604000.0,,180613000.0,63932000.0,66564000.0,-22276000.0,0.91,23343000.0,124356000.0,6589000.0,3752173000.0,2310361000.0,-7419000.0,,28971000.0,686238000.0,686238000.0,708514000.0,518981000.0,,686238000.0,-134447000.0,0.9,758149000,38022000.0,167083000.0,,87106000,159516000.0,1441812000.0,,951301000.0,-19141000.0,602580000.0,3460608000.0,2083991000.0,6092000.0,130545000,1282000.0,23343000.0,95488882.0,39577000.0,471331000.0,598633000.0,1126841000.0,,101013000,87106000,192758000.0,1470424000.0,598633000.0,0.0,-19099000.0,1481411000.0,,,,,,,,,,,
2013-12-31,313809000.0,9589000.0,2230938000.0,41504000.0,-1431571000.0,-221361000.0,12582000.0,77981000.0,147506000.0,96824404.0,220597000.0,94799000.0,-1223231000.0,,161756000.0,52319000.0,85648000.0,46498000.0,1.33,28726000.0,172629000.0,-59605000.0,4113494000.0,2512286000.0,-5544000.0,,35594000.0,732736000.0,732736000.0,686238000.0,531573000.0,,732736000.0,-193239000.0,1.32,880900000,40844000.0,220805000.0,,127795000,209440000.0,1601208000.0,,1126700000.0,-19205000.0,745333000.0,3662509000.0,2208161000.0,-12690000.0,173846000,-49786000.0,28726000.0,95890700.0,28122000.0,426506000.0,671460000.0,1126802000.0,,143903000,127795000,188520000.0,1657723000.0,671460000.0,0.0,-912000.0,1462828000.0,,,,,,,,,,,
2014-03-31,304766000.0,7411000.0,2344819000.0,42724000.0,-1466458000.0,-148605000.0,10838000.0,-71360000.0,173493000.0,96997489.0,223662000.0,-19112000.0,744683000.0,,179071000.0,66044000.0,106665000.0,-23523000.0,1.51,51666000.0,220005000.0,30466000.0,4246863000.0,2634525000.0,-4918000.0,,34811000.0,709213000.0,709213000.0,732736000.0,541275000.0,,709213000.0,-131234000.0,1.5,968478000,25246000.0,265654000.0,,145102000,258606000.0,1612338000.0,,1252507000.0,-19295000.0,799796000.0,3811277000.0,2200693000.0,-24148000.0,223795000,-58074000.0,51666000.0,96298231.0,17371000.0,575987000.0,709872000.0,1106942000.0,,168339000,145102000,120462000.0,1791951000.0,709872000.0,0.0,-19520000.0,1400897000.0,,,,,,,,,,,
2014-06-30,279048000.0,45293000.0,2431390000.0,42723000.0,-1501404000.0,-118445000.0,9570000.0,-127594000.0,193073000.0,97322144.0,201872000.0,-19747000.0,643407000.0,,240172000.0,70484000.0,101486000.0,-61731000.0,1.3,46429000.0,184903000.0,121727000.0,4146810000.0,2703746000.0,-3309000.0,,33113000.0,647482000.0,647482000.0,709213000.0,533794000.0,,647482000.0,-174309000.0,1.24,791310000,-1121000.0,227586000.0,,124784000,181016000.0,1443064000.0,-77324000.0,1278741000.0,-23933000.0,656395000.0,3932794000.0,2083629000.0,4644000.0,147903000,8754000.0,46429000.0,96124565.0,-55864000.0,487791000.0,610294000.0,1106861000.0,,138474000,124784000,127300000.0,1812509000.0,610294000.0,0.0,-913000.0,1427234000.0,,,,,,,,,,,
2014-09-30,270706000.0,-8629000.0,2612450000.0,193766000.0,-1509936000.0,-214892000.0,7744000.0,-158437000.0,202616000.0,94795437.0,193402000.0,-9863000.0,628439000.0,,170886000.0,99272000.0,107868000.0,-172181000.0,0.55,21499000.0,80449000.0,-44006000.0,4129817000.0,2905124000.0,-1985000.0,,38767000.0,475301000.0,475301000.0,647482000.0,528798000.0,,475301000.0,-184630000.0,0.54,730112000,20632000.0,126960000.0,,51580000,140440000.0,1224693000.0,-86892000.0,1227432000.0,-23491000.0,830950000.0,4122386000.0,2119365000.0,2670000.0,101673000,33507000.0,21499000.0,94271170.0,30262000.0,457021000.0,589672000.0,936525000.0,,58950000,51580000,149274000.0,1757148000.0,589672000.0,0.0,-20158000.0,1288415000.0,,,,,,,,,,,
2014-12-31,306802000.0,7057000.0,2778078000.0,193831000.0,-1541797000.0,-177828000.0,8890000.0,456260000.0,233225000.0,94340675.0,220737000.0,6138000.0,-1582458000.0,,210888000.0,53168000.0,59118000.0,476299000.0,1.43,35743000.0,176288000.0,33060000.0,4775340000.0,3089438000.0,-413000.0,,36047000.0,951600000.0,951600000.0,475301000.0,521022000.0,,951600000.0,-190849000.0,1.11,733499000,-60562000.0,221225000.0,,133144000,223644000.0,1685902000.0,-83480000.0,1262961000.0,-23194000.0,819830000.0,4319875000.0,2722123000.0,6395000.0,181469000,73739000.0,35743000.0,93324865.0,-13021000.0,319231000.0,509855000.0,1528207000.0,,140545000,133144000,140861000.0,1786373000.0,509855000.0,0.0,-30284000.0,1902293000.0,,,,,,,,,,,
2015-03-31,286370000.0,10175000.0,2946790000.0,45321000.0,-1588261000.0,-103913000.0,21542000.0,-263909000.0,224637000.0,92150576.0,195016000.0,-3184000.0,548928000.0,,37073000.0,82989000.0,67234000.0,-324883000.0,0.09,-5333000.0,7285000.0,-66840000.0,4586034000.0,3224795000.0,2304000.0,,46957000.0,626717000.0,626717000.0,951600000.0,518714000.0,,626717000.0,-98047000.0,0.09,576739000,21747000.0,75784000.0,,8654000,74768000.0,1361239000.0,-50156000.0,1204295000.0,-22919000.0,683275000.0,4535051000.0,2591754000.0,8703000.0,27811000,-43411000.0,-5333000.0,91757664.0,5866000.0,430406000.0,501971000.0,1506845000.0,,12618000,8654000,176997000.0,1727621000.0,501971000.0,0.0,-169828000.0,1908479000.0,,,,,,,,,,,
2015-06-30,316069000.0,71714000.0,3030352000.0,45322000.0,-1636112000.0,-127593000.0,17225000.0,-121876000.0,238269000.0,91326720.0,189267000.0,-7819000.0,573228000.0,,82138000.0,82834000.0,72367000.0,-142006000.0,1.15,19930000.0,121651000.0,-45455000.0,4664073000.0,3302453000.0,-433000.0,,47483000.0,484711000.0,484711000.0,626717000.0,513784000.0,,484711000.0,-102268000.0,1.15,637799000,10205000.0,186359000.0,,104580000,112054000.0,1361620000.0,-60829000.0,1229261000.0,-24900000.0,735518000.0,4666464000.0,2660301000.0,16225000.0,64571000,-110781000.0,19930000.0,91020729.0,25325000.0,546533000.0,525745000.0,1506732000.0,,101721000,104580000,179782000.0,1744854000.0,525745000.0,0.0,-1825000.0,1924783000.0,,,,,,,,,,,
2015-09-30,269086000.0,20313000.0,3087377000.0,46647000.0,-1673382000.0,-97398000.0,16211000.0,-91764000.0,242480000.0,90692425.0,197119000.0,-8067000.0,444554000.0,,133781000.0,81429000.0,14470000.0,-58003000.0,0.87,10216000.0,87466000.0,36383000.0,4547397000.0,3365925000.0,-19454000.0,,50492000.0,426708000.0,426708000.0,484711000.0,510338000.0,,426708000.0,-100020000.0,0.54,527000000,-64440000.0,154169000.0,,78073000,132938000.0,1181472000.0,-27042000.0,1259092000.0,-24750000.0,614387000.0,4760759000.0,2543551000.0,15185000.0,82446000,57749000.0,10216000.0,90144422.0,-2622000.0,465010000.0,394062000.0,1484836000.0,,77250000,78073000,201848000.0,1752336000.0,394062000.0,0.0,-21430000.0,1929164000.0,,,,,,,,,,,
2015-12-31,253234000.0,14640000.0,3158782000.0,47864000.0,-1689385000.0,-95315000.0,14881000.0,-89813000.0,223757000.0,89851013.0,228667000.0,-5768000.0,-1160388000.0,,43959000.0,46336000.0,25439000.0,-171774000.0,0.1,-13816000.0,-3052000.0,-51356000.0,4494043000.0,3461965000.0,-27776000.0,,49917000.0,254934000.0,254934000.0,426708000.0,509464000.0,,254934000.0,-125920000.0,0.1,484064000,10499000.0,61746000.0,,9310000,47943000.0,1032078000.0,-8256000.0,1235615000.0,-24652000.0,581942000.0,4848167000.0,2525470000.0,11110000.0,-1974000,-20683000.0,-13816000.0,89673051.0,-30605000.0,263156000.0,436121000.0,1488026000.0,,10764000,9310000,231745000.0,1719729000.0,436121000.0,0.0,-32089000.0,1943528000.0,,,,,,,,,,,
