date,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyStockBasedCompensation,quarterlyBasicEPS,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyBasicAverageShares,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyChangeInInventory
1995-07-31,,23500000,155200000,23500000,88900000.0,14800000.0,0.0,-4200000.0,74000000.0,200700000.0,2200000.0,-2900000.0,153000000.0,285100000.0,,183300000.0,215900000.0,-6900000.0,,-7400000.0,,0.2,228100000.0,66300000.0,,0.0,,,65400000.0,17900000.0,,65400000.0,29800000.0,14800000,14800000.0,,28700000.0,47700000.0,51100000.0,-5700000.0,100000.0,0.2,-9600000.0,1100000.0,400000.0,115700000.0,100000.0,-88200000.0,15800000.0,,9700000.0,-3600000.0,7800000.0,,22600000.0,95100000.0,74000000.0,71500000.0,,428800000.0,32800000.0,143700000.0,4000000.0,5100000.0,5100000.0,1500000.0,,,30400000.0,0.0,,,,,,,
1995-10-31,,25600000,159700000,25600000,112500000.0,16200000.0,0.0,-9100000.0,,203400000.0,-10900000.0,-2900000.0,155400000.0,285900000.0,,188300000.0,341200000.0,-4900000.0,,-9100000.0,,,231300000.0,47200000.0,,-500000.0,,,86900000.0,17100000.0,,66300000.0,30900000.0,16200000,16200000.0,,28500000.0,48000000.0,49700000.0,-9400000.0,200000.0,,-8300000.0,1300000.0,400000.0,110200000.0,300000.0,-88800000.0,17500000.0,,12900000.0,-4800000.0,8600000.0,,24800000.0,99500000.0,,77400000.0,,434700000.0,31800000.0,148800000.0,3500000.0,400000.0,400000.0,2800000.0,,,28300000.0,0.0,,,,,,,
1996-01-31,,14800000,131900000,14800000,77700000.0,9300000.0,0.0,-4700000.0,71538462.0,204200000.0,5600000.0,-3200000.0,155500000.0,283300000.0,,192700000.0,341200000.0,-6900000.0,,-12000000.0,,0.13,230000000.0,54200000.0,,0.0,,,62900000.0,16600000.0,,62900000.0,32100000.0,9300000,9300000.0,,31100000.0,48700000.0,63000000.0,-5200000.0,200000.0,0.13,2800000.0,1200000.0,700000.0,115400000.0,-100000.0,-91800000.0,18900000.0,,2900000.0,800000.0,5000000.0,,14300000.0,100900000.0,71538462.0,68500000.0,,434200000.0,31100000.0,150900000.0,-2300000.0,1200000.0,1200000.0,500000.0,,,24000000.0,400000.0,,,,,,,
1996-04-30,,21600000,151300000,21600000,90100000.0,13700000.0,0.0,-18100000.0,72105263.0,217700000.0,900000.0,-3300000.0,169200000.0,288000000.0,,199200000.0,225600000.0,-3000000.0,,1300000.0,,0.19,237900000.0,61200000.0,,0.0,,,68500000.0,16500000.0,,68500000.0,32000000.0,13700000,13700000.0,,29000000.0,48500000.0,75400000.0,-18100000.0,1600000.0,0.19,7200000.0,1500000.0,1000000.0,116800000.0,200000.0,-94900000.0,19400000.0,,15900000.0,4800000.0,7400000.0,,21100000.0,104300000.0,72105263.0,66500000.0,,455600000.0,43900000.0,167600000.0,-2200000.0,5900000.0,5900000.0,0.0,,,27300000.0,0.0,,,,,,,
1996-07-31,,18700000,146700000,18700000,85400000.0,11900000.0,0.0,-3100000.0,72121212.0,211600000.0,8300000.0,-3200000.0,160300000.0,285200000.0,,200600000.0,228500000.0,-4400000.0,,800000.0,,0.165,240700000.0,61300000.0,,0.0,,,66700000.0,18300000.0,,66700000.0,33000000.0,11900000,11900000.0,,28300000.0,51300000.0,65800000.0,-3500000.0,300000.0,0.165,-15700000.0,1300000.0,600000.0,118400000.0,-200000.0,-97600000.0,19700000.0,,21000000.0,1900000.0,6100000.0,,18000000.0,103000000.0,72121212.0,66500000.0,,452300000.0,44400000.0,167100000.0,17500000.0,7900000.0,7900000.0,400000.0,,,28000000.0,0.0,,,,,,,
1996-10-31,,29100000,179500000,29100000,124600000.0,18200000.0,0.0,-35700000.0,,265200000.0,,-3200000.0,207200000.0,317700000.0,,207100000.0,381400000.0,-11500000.0,,-13500000.0,,,245300000.0,54900000.0,,0.0,,,95500000.0,20600000.0,,72000000.0,37400000.0,18200000,18200000.0,,30500000.0,58000000.0,102800000.0,-35700000.0,0.0,,23300000.0,2000000.0,600000.0,118400000.0,100000.0,-100100000.0,20500000.0,,13800000.0,1400000.0,9500000.0,,27700000.0,107000000.0,,69400000.0,,510500000.0,65300000.0,192800000.0,-21900000.0,9200000.0,9200000.0,100000.0,,,35000000.0,0.0,,,,,,,
1997-01-31,,15600000,137300000,15600000,81800000.0,9200000.0,0.0,-3400000.0,70769231.0,264000000.0,4700000.0,-3500000.0,205100000.0,310700000.0,,209400000.0,387200000.0,-14100000.0,,-15200000.0,,0.135,238100000.0,55500000.0,,0.0,,,66200000.0,20200000.0,,66200000.0,38700000.0,9200000,9200000.0,,31700000.0,58900000.0,119700000.0,-3500000.0,1500000.0,0.13,500000.0,1900000.0,500000.0,128300000.0,0.0,-102700000.0,20500000.0,,-1300000.0,-4500000.0,4900000.0,,14100000.0,106700000.0,68148148.0,59300000.0,,502100000.0,64200000.0,191400000.0,-4800000.0,4700000.0,4700000.0,,,,26100000.0,9200000.0,,,,,,,
1997-04-30,,14400000,156100000,14400000,87800000.0,8900000.0,0.0,-4100000.0,71200000.0,266500000.0,10300000.0,-3500000.0,209000000.0,304300000.0,,208200000.0,392600000.0,-14000000.0,,6900000.0,,0.13,225300000.0,68300000.0,,100000.0,,,73400000.0,18200000.0,,73400000.0,39300000.0,8900000,8900000.0,,31100000.0,57500000.0,117500000.0,-4200000.0,1100000.0,0.125,-19200000.0,2100000.0,1100000.0,125700000.0,0.0,-103300000.0,20500000.0,,26100000.0,2300000.0,4700000.0,,13600000.0,104900000.0,68461538.0,61500000.0,,491800000.0,62100000.0,187500000.0,21900000.0,7000000.0,7000000.0,,,,30000000.0,0.0,,,,,,,
1997-07-31,,18600000,158900000,18600000,88800000.0,12200000.0,0.0,-3900000.0,69714286.0,279400000.0,,-3400000.0,220500000.0,316200000.0,,209400000.0,401400000.0,-12200000.0,,,,0.18,222300000.0,70100000.0,,0.0,,,70200000.0,18200000.0,,70200000.0,40700000.0,12200000,12200000.0,,29400000.0,58900000.0,118600000.0,-3900000.0,600000.0,0.175,-16000000.0,1900000.0,1400000.0,129600000.0,-200000.0,-105200000.0,20500000.0,,21500000.0,1800000.0,5900000.0,,18100000.0,104200000.0,67777778.0,73000000.0,,501700000.0,60800000.0,185500000.0,17600000.0,8800000.0,8800000.0,,,,28900000.0,0.0,,,,,,,
1997-10-31,,25500000,184400000,25500000,127200000.0,19700000.0,0.0,-4500000.0,,282500000.0,,-3400000.0,179700000.0,318800000.0,,210200000.0,417600000.0,-19600000.0,,,,,220500000.0,57200000.0,,-1100000.0,,,101700000.0,66500000.0,,76400000.0,36300000.0,19700000,19700000.0,,31500000.0,102800000.0,80700000.0,-4300000.0,3800000.0,,-8100000.0,1900000.0,2300000.0,122100000.0,200000.0,-108500000.0,22100000.0,,5900000.0,-7300000.0,6300000.0,,26000000.0,101700000.0,,61300000.0,,503000000.0,60400000.0,184200000.0,1600000.0,1500000.0,1500000.0,,,,37700000.0,0.0,,,,,,,
1998-01-31,,8900000,139200000,8900000,78600000.0,5000000.0,0.0,-4500000.0,66666667.0,283000000.0,6900000.0,-3700000.0,181300000.0,312700000.0,,212100000.0,418900000.0,-7900000.0,,-9100000.0,,0.075,211600000.0,60600000.0,,-100000.0,,,69700000.0,66000000.0,,69700000.0,35700000.0,5000000,5000000.0,,31000000.0,101700000.0,97200000.0,-4600000.0,100000.0,0.075,5200000.0,2300000.0,1000000.0,130700000.0,0.0,-111500000.0,21400000.0,,2800000.0,2600000.0,2600000.0,,7600000.0,100600000.0,66666667.0,56600000.0,,494600000.0,59900000.0,181900000.0,-1800000.0,4100000.0,4100000.0,200000.0,,,27500000.0,1500000.0,,,,,,,
1998-04-30,,12000000,167800000,12000000,85900000.0,500000.0,0.0,-3200000.0,50000000.0,300300000.0,6300000.0,-3600000.0,191700000.0,314300000.0,,214000000.0,415800000.0,-14900000.0,,100000.0,,0.01,193300000.0,81900000.0,,0.0,,,73900000.0,65400000.0,,73900000.0,43200000.0,500000,500000.0,,34000000.0,108600000.0,97200000.0,-3200000.0,200000.0,0.01,-19400000.0,2300000.0,-8900000.0,126300000.0,-100000.0,-115700000.0,21900000.0,,22700000.0,400000.0,300000.0,,800000.0,98300000.0,50000000.0,64600000.0,,493600000.0,59100000.0,179300000.0,19500000.0,4500000.0,4500000.0,0.0,,,29900000.0,0.0,,,,,,,
1998-07-31,,22600000,167200000,22600000,94000000.0,13800000.0,0.0,-2800000.0,65714286.0,290700000.0,9000000.0,-3600000.0,181000000.0,313100000.0,,214600000.0,426000000.0,,,-1000000.0,,0.21,197900000.0,73200000.0,,-100000.0,,,71400000.0,65400000.0,,71400000.0,44300000.0,13800000,13800000.0,,30800000.0,109700000.0,88300000.0,-2700000.0,300000.0,0.21,-15400000.0,2500000.0,800000.0,126200000.0,-100000.0,-118300000.0,21100000.0,,21700000.0,3400000.0,7100000.0,,20900000.0,96300000.0,65714286.0,65400000.0,,488600000.0,58100000.0,175500000.0,19000000.0,7900000.0,7900000.0,0.0,,,27300000.0,0.0,,,,,,,
1998-10-31,,27700000,186700000,27700000,123800000.0,1500000.0,0.0,-41300000.0,,324100000.0,-22300000.0,-3600000.0,207100000.0,328500000.0,,224100000.0,423900000.0,,,0.0,,,214800000.0,62900000.0,,200000.0,,,96100000.0,70500000.0,,71100000.0,46500000.0,1500000,1500000.0,,32000000.0,117000000.0,98500000.0,-4900000.0,20800000.0,,16900000.0,2500000.0,-15400000.0,124400000.0,200000.0,-122900000.0,24900000.0,,23000000.0,-1100000.0,8100000.0,,9600000.0,101200000.0,,74800000.0,,538900000.0,84300000.0,210400000.0,18100000.0,6800000.0,6800000.0,0.0,,,33800000.0,0.0,,,,,,,
1999-01-31,,12300000,157100000,12300000,84500000.0,7000000.0,0.0,-23000000.0,66666667.0,333400000.0,4500000.0,-4000000.0,213700000.0,321000000.0,,234600000.0,426900000.0,-7900000.0,,,,0.105,216000000.0,72600000.0,,100000.0,,,72200000.0,71800000.0,,72200000.0,47900000.0,7000000,7000000.0,,31500000.0,119700000.0,119600000.0,-23200000.0,2800000.0,0.105,15900000.0,2300000.0,700000.0,128500000.0,100000.0,-127200000.0,24700000.0,,11500000.0,4400000.0,3600000.0,,10600000.0,107400000.0,66666667.0,64500000.0,,549400000.0,96300000.0,228400000.0,-11700000.0,11200000.0,11200000.0,,,,29600000.0,6800000.0,,,,,,,
1999-04-30,,20900000,174800000,20900000,96900000.0,13000000.0,0.0,-16400000.0,66666667.0,356100000.0,22900000.0,-4000000.0,235300000.0,336400000.0,,235000000.0,435900000.0,-10200000.0,,,,0.2,211700000.0,77900000.0,,-100000.0,,,76000000.0,68200000.0,,76000000.0,52600000.0,13000000,13000000.0,,34500000.0,120800000.0,120100000.0,-16200000.0,2100000.0,0.195,-11600000.0,2600000.0,1400000.0,129100000.0,0.0,-123400000.0,21100000.0,,35900000.0,5900000.0,6700000.0,,19700000.0,111600000.0,65000000.0,81400000.0,,567800000.0,98700000.0,231400000.0,19700000.0,17100000.0,17100000.0,,,,33800000.0,0.0,,,,,,,
1999-07-31,,21200000,174400000,21200000,95700000.0,13400000.0,19400000.0,-14700000.0,67000000.0,364900000.0,,-4000000.0,242500000.0,340900000.0,,241400000.0,445300000.0,-5500000.0,,,,0.205,213100000.0,78700000.0,,-100000.0,,,74500000.0,72800000.0,,74500000.0,49600000.0,13400000,13400000.0,,33800000.0,122400000.0,137300000.0,-14700000.0,900000.0,0.2,7300000.0,2500000.0,1100000.0,132900000.0,-100000.0,-125300000.0,19000000.0,,10100000.0,2300000.0,6500000.0,,19900000.0,116100000.0,65365854.0,75100000.0,,578000000.0,102000000.0,237100000.0,-4600000.0,19400000.0,19400000.0,,,-10500000.0,30100000.0,0.0,12300000.0,,,,,,
1999-10-31,,25600000,194300000,25600000,134700000.0,14100000.0,16000000.0,-18000000.0,,370400000.0,,-3900000.0,251900000.0,341300000.0,,258700000.0,455500000.0,-5500000.0,,-25400000.0,,,221400000.0,59600000.0,,100000.0,,,109100000.0,66000000.0,,79700000.0,52500000.0,14100000,14100000.0,,35300000.0,118500000.0,149000000.0,-18200000.0,800000.0,,-12000000.0,2800000.0,-1400000.0,119500000.0,0.0,-130100000.0,20500000.0,,23800000.0,-3400000.0,7100000.0,,21200000.0,128600000.0,,67100000.0,,591800000.0,101400000.0,250500000.0,5600000.0,16000000.0,16000000.0,,,-7800000.0,35800000.0,19400000.0,12300000.0,,,,,,
2000-01-31,,19100000,152900000,11600000,93700000.0,4800000.0,28200000.0,-7500000.0,64000000.0,377300000.0,1900000.0,-4200000.0,258300000.0,345800000.0,,264700000.0,456000000.0,-3700000.0,,4200000.0,,0.075,219900000.0,59200000.0,,0.0,,,82100000.0,65800000.0,,74600000.0,53200000.0,4800000,4800000.0,,35000000.0,119000000.0,150300000.0,-7500000.0,400000.0,0.075,-600000.0,2600000.0,-1900000.0,125000000.0,0.0,-134000000.0,20800000.0,,21200000.0,12200000.0,2500000.0,,7300000.0,130700000.0,64000000.0,69400000.0,,597200000.0,99900000.0,251400000.0,13700000.0,28200000.0,28200000.0,,7500000.0,-6700000.0,38600000.0,16000000.0,12300000.0,,,,,,
2000-04-30,,32898000,186647000,25504000,109363000.0,12897000.0,24770000.0,-5659000.0,65028000.0,380751000.0,1497000.0,-4266000.0,266248000.0,351124000.0,,261077000.0,464694000.0,-8939000.0,,3692000.0,,0.2,220141000.0,77284000.0,,0.0,,,83859000.0,64192000.0,,76490000.0,50311000.0,12897000,12897000.0,,35323000.0,114503000.0,142647000.0,-5659000.0,1304000.0,0.1975,-20017000.0,2798000.0,-3254000.0,123939000.0,0.0,-130100000.0,20509000.0,,22648000.0,-3460000.0,6794000.0,,19691000.0,130977000.0,64884000.0,88539000.0,30000.0,600892000.0,98282000.0,249768000.0,16989000.0,24800000.0,24770000.0,,7394000.0,-7860000.0,35062000.0,28200000.0,12253000.0,,,,,,
2000-07-31,,34421000,184104000,26190000,110036000.0,14967000.0,20903000.0,-4146000.0,65088000.0,380768000.0,2069000.0,-4196000.0,265390000.0,362335000.0,,259088000.0,475465000.0,-3200000.0,,-21753000.0,,0.2325,227745000.0,74068000.0,,0.0,,,83846000.0,63971000.0,,75615000.0,51407000.0,14967000,14967000.0,,36028000.0,115378000.0,150441000.0,-4146000.0,2168000.0,0.23,-2615000.0,3051000.0,-529000.0,134983000.0,0.0,-130100000.0,20719000.0,,3514000.0,-3867000.0,7883000.0,,22850000.0,128988000.0,64476000.0,82989000.0,30000.0,608513000.0,96471000.0,246178000.0,-632000.0,20933000.0,20903000.0,,8231000.0,-10037000.0,31960000.0,24770000.0,12253000.0,,,,,,
2000-10-31,,44320000,216929000,37120000,125205000.0,22000000.0,785000.0,-6258000.0,,362817000.0,,-4191000.0,253008000.0,369238000.0,,263269000.0,493273000.0,-1812000.0,,9065000.0,,,247223000.0,91724000.0,,0.0,,,88085000.0,60800000.0,,80885000.0,49009000.0,22000000,22000000.0,,42130000.0,109809000.0,99231000.0,-6340000.0,5896000.0,,-51045000.0,3171000.0,350000.0,134922000.0,0.0,-136359000.0,20129000.0,,37614000.0,-20118000.0,11588000.0,,33588000.0,126910000.0,,79626000.0,30000.0,610040000.0,93763000.0,240802000.0,31274000.0,815000.0,785000.0,,7200000.0,-12466000.0,74151000.0,20903000.0,12253000.0,,,,,,
2001-01-31,,28747000,175333000,18362000,98020000.0,7526000.0,171000.0,-288635000.0,65856000.0,636993000.0,4006000.0,-4541000.0,487717000.0,381994000.0,,272812000.0,496256000.0,-372000.0,,-38194000.0,,0.115,253398000.0,77313000.0,,0.0,188494000.0,,79658000.0,97804000.0,,75532000.0,51472000.0,7526000,7526000.0,,42492000.0,149276000.0,366520000.0,-8284000.0,2479000.0,0.115,304214000.0,7814000.0,916000.0,150807000.0,0.0,-136359000.0,19350000.0,,-16277000.0,-614000.0,4233000.0,,11759000.0,136453000.0,64906000.0,74605000.0,30000.0,890391000.0,352594000.0,508397000.0,-24561000.0,201000.0,171000.0,,10385000.0,-11584000.0,46592000.0,785000.0,12253000.0,,,,,,
2001-04-30,,32318000,192825000,22369000,107119000.0,9007000.0,332000.0,-7249000.0,65922000.0,624110000.0,-3340000.0,-4563000.0,478902000.0,375111000.0,,274390000.0,500702000.0,-64000.0,,4270000.0,,0.14,256742000.0,85706000.0,,0.0,176025000.0,,84750000.0,93636000.0,,80724000.0,51572000.0,9007000,9007000.0,,0.0,145208000.0,354448000.0,-7249000.0,3074000.0,0.135,-13242000.0,7917000.0,-1054000.0,157588000.0,0.0,-136359000.0,19157000.0,,19886000.0,161000.0,4572000.0,,13579000.0,138031000.0,65236000.0,76973000.0,30000.0,880852000.0,348553000.0,505741000.0,12637000.0,362000.0,332000.0,,9949000.0,-15678000.0,47481000.0,171000.0,12253000.0,,,,,,
2001-07-31,,21580000,175333000,10636000,91672000.0,5627000.0,716000.0,-5297000.0,66166000.0,597087000.0,-4306000.0,-4583000.0,361090000.0,360021000.0,,272912000.0,501747000.0,-10000.0,,9940000.0,,0.085,264189000.0,83661000.0,,0.0,159844000.0,,81036000.0,188610000.0,,77022000.0,47387000.0,5627000,5627000.0,,0.0,235997000.0,241465000.0,-5297000.0,8439000.0,0.085,-15270000.0,7022000.0,4828000.0,154452000.0,0.0,-136359000.0,19706000.0,,22205000.0,384000.0,2997000.0,,8624000.0,136553000.0,65562000.0,76365000.0,30000.0,861276000.0,344996000.0,501255000.0,16908000.0,746000.0,716000.0,,10944000.0,-17745000.0,43260000.0,332000.0,12253000.0,,,,,,
2001-10-31,,31976000,187925000,21399000,97476000.0,2450000.0,7881000.0,-2339000.0,,598727000.0,,-4626000.0,355653000.0,362177000.0,,292842000.0,499570000.0,-16000.0,,16412000.0,,,263726000.0,90449000.0,,-32000.0,167822000.0,71404000.0,76077000.0,188078000.0,,72065000.0,51301000.0,2450000,2450000.0,,0.0,243074000.0,212974000.0,-2317000.0,2770000.0,,-38228000.0,6736000.0,-11791000.0,139186000.0,-2429000.0,-159510000.0,20112000.0,,47615000.0,7165000.0,1304000.0,,3754000.0,133332000.0,,15918000.0,62000.0,862453000.0,343106000.0,500276000.0,45298000.0,7943000.0,7881000.0,,10577000.0,-18792000.0,55357000.0,716000.0,12253000.0,,,,,,
2002-01-31,,20100000,144957000,13390000,79754000.0,5687000.0,9973000.0,-3107000.0,66792000.0,560184000.0,3265000.0,-4640000.0,324815000.0,331999000.0,,289501000.0,500617000.0,-65000.0,,12395000.0,,0.085,265368000.0,65203000.0,,0.0,139462000.0,,66364000.0,179916000.0,,66364000.0,55453000.0,5687000,5687000.0,,0.0,235369000.0,196052000.0,-3112000.0,1881000.0,0.085,-22791000.0,5678000.0,427000.0,133860000.0,0.0,-159510000.0,20699000.0,,28057000.0,2092000.0,2801000.0,,8488000.0,129991000.0,66304000.0,80956000.0,57000.0,825552000.0,342863000.0,493553000.0,24945000.0,10030000.0,9973000.0,5000.0,6710000.0,-20087000.0,47807000.0,7881000.0,12253000.0,,,,,,
2002-04-30,,24577000,163526000,17702000,87882000.0,7780000.0,4707000.0,-4318000.0,67692000.0,528617000.0,3820000.0,-4648000.0,290935000.0,310690000.0,,288064000.0,503749000.0,-122000.0,,21313000.0,,0.115,273642000.0,75644000.0,,-282000.0,141760000.0,,70180000.0,179871000.0,,70180000.0,57811000.0,7780000,7780000.0,,0.0,237682000.0,154835000.0,-4068000.0,7244000.0,0.115,-40927000.0,5438000.0,-888000.0,120028000.0,0.0,-159510000.0,19224000.0,,39788000.0,-5266000.0,3832000.0,,11612000.0,128554000.0,66602000.0,84168000.0,25000.0,802259000.0,343791000.0,491569000.0,35720000.0,4732000.0,4707000.0,32000.0,6875000.0,-22067000.0,51932000.0,9973000.0,12253000.0,,,,,,
2002-07-31,,23998000,160237000,16723000,85774000.0,7199000.0,5692000.0,-832000.0,67686000.0,506665000.0,4729000.0,-4692000.0,266035000.0,301502000.0,,284093000.0,506257000.0,-104000.0,,3405000.0,,0.105,282211000.0,74463000.0,327782000.0,0.0,139911000.0,,69051000.0,179911000.0,,69051000.0,60719000.0,7199000,7199000.0,,0.0,240630000.0,142400000.0,-832000.0,466000.0,0.105,-20991000.0,5281000.0,-868000.0,111779000.0,0.0,-159510000.0,18861000.0,,22608000.0,985000.0,3546000.0,,10745000.0,124583000.0,67016000.0,79983000.0,25000.0,788876000.0,16148000.0,487374000.0,21776000.0,5717000.0,5692000.0,0.0,7275000.0,-16402000.0,43652000.0,4707000.0,12253000.0,,,,,,
2002-10-31,,16330000,179036000,7703000,83804000.0,1406000.0,5872000.0,-2213000.0,,495582000.0,-9571000.0,-5031000.0,252647000.0,274573000.0,,287208000.0,502631000.0,-9000.0,,23272000.0,,,268890000.0,95232000.0,,0.0,135662000.0,73651000.0,76101000.0,171314000.0,,76101000.0,68040000.0,1406000,1406000.0,,0.0,242935000.0,120813000.0,-3385000.0,1433000.0,,-37706000.0,5316000.0,-456000.0,87100000.0,0.0,-168435000.0,18798000.0,,39941000.0,180000.0,693000.0,,2099000.0,118773000.0,,9374000.0,25000.0,764472000.0,344180000.0,489899000.0,36556000.0,5897000.0,5872000.0,0.0,8627000.0,-27566000.0,48809000.0,5692000.0,12253000.0,,,,,,
2003-01-31,,18164000,145323000,11116000,79257000.0,4989000.0,5596000.0,-987000.0,67640000.0,477004000.0,4671000.0,-5037000.0,230585000.0,265964000.0,,282923000.0,502583000.0,-20000.0,,-9887000.0,,0.075,273829000.0,66066000.0,,0.0,127413000.0,71156000.0,68141000.0,171354000.0,,68141000.0,75065000.0,4989000,4989000.0,,0.0,246419000.0,117110000.0,-992000.0,1287000.0,0.075,-6552000.0,4690000.0,730000.0,87569000.0,-1000.0,-168435000.0,26213000.0,,6821000.0,-276000.0,2458000.0,,7447000.0,114488000.0,67324000.0,0.0,20000.0,750833000.0,344168000.0,484869000.0,5829000.0,5616000.0,5596000.0,5000.0,7048000.0,-25021000.0,42319000.0,5872000.0,12253000.0,,,,,,
2003-04-30,,24199000,166679000,17044000,93097000.0,8090000.0,7613000.0,-721000.0,67596000.0,481352000.0,2685000.0,-5048000.0,225244000.0,272755000.0,,289195000.0,505626000.0,-5000.0,,7277000.0,,0.12,279094000.0,73582000.0,,0.0,130652000.0,,76053000.0,181603000.0,,76053000.0,74505000.0,8090000,8090000.0,,0.0,256108000.0,101667000.0,-1265000.0,186000.0,0.12,-22421000.0,4564000.0,-619000.0,88199000.0,1000.0,-168435000.0,22466000.0,,25207000.0,2017000.0,3983000.0,,12073000.0,120760000.0,67294000.0,78338000.0,20000.0,760446000.0,344465000.0,487691000.0,23942000.0,7633000.0,7613000.0,0.0,7155000.0,-23113000.0,45239000.0,5596000.0,12253000.0,,,,,,
2003-07-31,,25228000,166272000,17796000,91523000.0,8745000.0,8064000.0,-2228000.0,67734000.0,466582000.0,4573000.0,-5050000.0,207396000.0,274993000.0,,286432000.0,509320000.0,-13000.0,,-7352000.0,,0.13,292154000.0,74749000.0,,0.0,132862000.0,,73727000.0,181571000.0,,73727000.0,77615000.0,8745000,8745000.0,,0.0,259186000.0,93013000.0,-2228000.0,3774000.0,0.13,-11309000.0,4513000.0,-422000.0,87410000.0,0.0,-168435000.0,21194000.0,,13398000.0,451000.0,4308000.0,,13053000.0,117997000.0,67404000.0,75117000.0,20000.0,758736000.0,344552000.0,483743000.0,11170000.0,8084000.0,8064000.0,0.0,7432000.0,-17509000.0,39266000.0,7613000.0,12253000.0,,,,,,
2003-10-31,,32251000,189073000,24646000,101904000.0,13336000.0,6945000.0,-2857000.0,,466697000.0,,-5242000.0,211662000.0,277370000.0,,300609000.0,517414000.0,-35000.0,,17825000.0,,,300109000.0,87169000.0,,544000.0,151740000.0,83574000.0,77258000.0,172619000.0,,77258000.0,78310000.0,13336000,13336000.0,,0.0,255035000.0,71217000.0,-3078000.0,3660000.0,,-40284000.0,4296000.0,-640000.0,78557000.0,0.0,-185354000.0,19008000.0,,42121000.0,-1119000.0,6568000.0,,19904000.0,115255000.0,,8895000.0,27000.0,766806000.0,343935000.0,489436000.0,39043000.0,6972000.0,6945000.0,,7605000.0,-21316000.0,47976000.0,8064000.0,12253000.0,,,,,,
2004-01-31,,25200000,170640000,18140000,92873000.0,9664000.0,16902000.0,-2499000.0,71264000.0,431253000.0,2550000.0,-5351000.0,173126000.0,284066000.0,,299362000.0,521727000.0,-834000.0,,4440000.0,,0.14,339797000.0,77767000.0,,0.0,145468000.0,,74733000.0,172683000.0,,74733000.0,85444000.0,9664000,9664000.0,,0.0,258127000.0,35435000.0,-2504000.0,29868000.0,0.135,-12022000.0,3989000.0,99000.0,79929000.0,0.0,-185354000.0,28649000.0,,23714000.0,9957000.0,4760000.0,,14424000.0,114008000.0,69136000.0,88264000.0,22000.0,771050000.0,344327000.0,486984000.0,21210000.0,16924000.0,16902000.0,5000.0,7060000.0,-16654000.0,49427000.0,6945000.0,12253000.0,,,,,,
