date,quarterlyOtherCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,quarterlyBasicEPS,quarterlyOperatingIncome,quarterlyResearchAndDevelopment,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyGoodwill,quarterlyInventory,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyChangeInInventory
2015-09-30,0.0,700000000.0,-1500000000.0,-28155000000.0,300000000.0,53220000000.0,8400000000.0,9436000000.0,5166000000.0,5830000000.0,-4000000.0,979000000.0,10458000000.0,13294000000.0,4731000000.0,659000000.0,10661000000.0,-926000000.0,4638000000,112000000.0,100000000.0,100000000.0,3.03,3606000000,1287000000.0,141898000000.0,200000000.0,3593000000.0,3621000000.0,-700000000.0,33732000000.0,29229000000.0,42112000000.0,19278000000,4200000000.0,-18568000000.0,-900000000.0,-1800000000.0,32122000000.0,-1000000.0,66537000000.0,108649000000.0,7987000000.0,9844000000.0,3902000000.0,88000000.0,975100000.0,1100000000.0,8739000000.0,5586000000.0,61466000000.0,2950000000.0,30275000000.0,1613000000.0,2962000000,133000000.0,,2950000000.0,-1300000000.0,9500000000.0,-385000000.0,-1300000000.0,900000000.0,9480000000.0,9568000000.0,117000000.0,7538000000.0,2000000.0,95198000000.0,3300000000.0,3.01,2775000000.0,9517000000.0,,,,
2015-12-31,0.0,-1800000000.0,-800000000.0,-29607000000.0,717000000.0,53262000000.0,9500000000.0,11407000000.0,6028000000.0,6326000000.0,-1731000000.0,,11021000000.0,14262000000.0,5157000000.0,638000000.0,10727000000.0,-233000000.0,6226000000,99000000.0,100000000.0,100000000.0,,5081000000,1362000000.0,146124000000.0,-300000000.0,3771000000.0,5098000000.0,-2500000000.0,34269000000.0,29342000000.0,42504000000.0,22059000000,5300000000.0,-18615000000.0,-1000000000.0,-1400000000.0,33428000000.0,-1000000.0,67991000000.0,110495000000.0,8333000000.0,10652000000.0,4353000000.0,508000000.0,,-1800000000.0,8099000000.0,5187000000.0,61802000000.0,4463000000.0,32021000000.0,1551000000.0,4460000000,146000000.0,253000000.0,4463000000.0,-5400000000.0,7700000000.0,-2000000000.0,-1300000000.0,1000000000.0,7686000000.0,8194000000.0,128000000.0,6461000000.0,100000000.0,96071000000.0,4300000000.0,,3487000000.0,571000000.0,,,,
2016-03-31,-1000000.0,2400000000.0,-900000000.0,-28998000000.0,1500000000.0,53439000000.0,7700000000.0,8686000000.0,5302000000.0,7253000000.0,-400000000.0,964400000.0,12609000000.0,14925000000.0,6012000000.0,-983000000.0,10910000000.0,-2211000000.0,2181000000,133000000.0,100000000.0,100000000.0,2.09,1433000000,1458000000.0,146888000000.0,2500000000.0,3662000000.0,1034000000.0,-2100000000.0,34664000000.0,29627000000.0,47623000000.0,18685000000,5600000000.0,-18717000000.0,-1000000000.0,3000000000.0,40254000000.0,9247000000.0,71235000000.0,118856000000.0,8527000000.0,9999000000.0,5804000000.0,515000000.0,961700000.0,6700000000.0,8265000000.0,5223000000.0,69120000000.0,2013000000.0,34322000000.0,1690000000.0,2016000000,-253000000.0,,2014000000.0,-2000000000.0,14400000000.0,-1041000000.0,-1200000000.0,1000000000.0,14354000000.0,14869000000.0,147000000.0,5303000000.0,-200000000.0,103784000000.0,4600000000.0,2.09,4373000000.0,9266000000.0,,,,
2016-06-30,-1000000.0,334000000.0,-836000000.0,-28604000000.0,859000000.0,53565000000.0,14354000000.0,9702000000.0,5484000000.0,6449000000.0,1000000.0,960500000.0,11508000000.0,15733000000.0,5349000000.0,544000000.0,11092000000.0,-1035000000.0,4319000000,128000000.0,55000000.0,128000000.0,2.62,3253000000,1465000000.0,148071000000.0,-292000000.0,3837000000.0,3049000000.0,-2827000000.0,33585000000.0,30136000000.0,43524000000.0,20237000000,3443000000.0,-19044000000.0,-979000000.0,-3156000000.0,39638000000.0,9431000000.0,74532000000.0,118056000000.0,8782000000.0,10536000000.0,5480000000.0,600000000.0,957400000.0,-4338000000.0,8384000000.0,5259000000.0,68582000000.0,2505000000.0,36422000000.0,1685000000.0,2505000000,-37000000.0,,2504000000.0,-4522000000.0,10017000000.0,-717000000.0,-1340000000.0,1103000000.0,10017000000.0,10617000000.0,167000000.0,4887000000.0,55000000.0,102167000000.0,2464000000.0,2.61,5148000000.0,9267000000.0,,,,
2016-09-30,1000000.0,934000000.0,-856000000.0,-28164000000.0,1473000000.0,53759000000.0,10017000000.0,9013000000.0,5271000000.0,5601000000.0,4000000.0,957300000.0,10815000000.0,17010000000.0,4732000000.0,409000000.0,11104000000.0,-2041000000.0,4547000000,142000000.0,52000000.0,142000000.0,2.99,3412000000,1397000000.0,149585000000.0,92000000.0,3611000000.0,3263000000.0,-40000000.0,34447000000.0,30842000000.0,41433000000.0,19225000000,4213000000.0,-19738000000.0,-851000000.0,-4182000000.0,35563000000.0,9304000000.0,74173000000.0,115606000000.0,8291000000.0,10213000000.0,5346000000.0,929000000.0,954000000.0,-978000000.0,8138000000.0,5075000000.0,64000000000.0,2853000000.0,36401000000.0,1729000000.0,2854000000,8000000.0,,2853000000.0,-1050000000.0,9039000000.0,-159000000.0,-1337000000.0,1126000000.0,9039000000.0,9968000000.0,158000000.0,6920000000.0,2000000.0,98447000000.0,3362000000.0,2.98,4881000000.0,8936000000.0,,,,
2016-12-31,-1000000.0,-2429000000.0,-871000000.0,-29398000000.0,2191000000.0,53935000000.0,9039000000.0,10893000000.0,6209000000.0,5886000000.0,-2023000000.0,,11035000000.0,18246000000.0,4976000000.0,480000000.0,10830000000.0,-779000000.0,6270000000,1000000.0,37000000.0,141000000.0,,5007000000,1431000000.0,152759000000.0,-2553000000.0,3600000000.0,4986000000.0,-725000000.0,36275000000.0,30134000000.0,43888000000.0,21769000000,3217000000.0,-19303000000.0,-925000000.0,-1288000000.0,34655000000.0,8283000000.0,73581000000.0,117470000000.0,9182000000.0,10877000000.0,4705000000.0,701000000.0,,-1213000000.0,7478000000.0,4585000000.0,62803000000.0,4501000000.0,36199000000.0,1553000000.0,4505000000,136000000.0,424000000.0,4501000000.0,-2936000000.0,7826000000.0,-1286000000.0,-1329000000.0,1127000000.0,7826000000.0,8527000000.0,157000000.0,7513000000.0,1000000.0,99078000000.0,2292000000.0,,4689000000.0,729000000.0,,,,
2017-03-31,1000000.0,2047000000.0,-1293000000.0,-28710000000.0,1278000000.0,54104000000.0,7826000000.0,7772000000.0,5324000000.0,6240000000.0,1000000.0,947800000.0,12351000000.0,18327000000.0,5152000000.0,-329000000.0,10865000000.0,-1531000000.0,2657000000,1000000.0,4000000.0,129000000.0,1.86,1532000000,1533000000.0,153292000000.0,977000000.0,3557000000.0,1424000000.0,-110000000.0,36481000000.0,30681000000.0,42889000000.0,18155000000,3955000000.0,-19816000000.0,-819000000.0,-2134000000.0,34441000000.0,7719000000.0,74607000000.0,117495000000.0,8377000000.0,10383000000.0,4522000000.0,599000000.0,942400000.0,2270000000.0,7601000000.0,4549000000.0,62566000000.0,1750000000.0,36307000000.0,1609000000.0,1753000000,28000000.0,,1750000000.0,350000000.0,10096000000.0,-1273000000.0,-1321000000.0,1098000000.0,10096000000.0,10695000000.0,135000000.0,8340000000.0,54000000.0,99047000000.0,3136000000.0,1.85,4438000000.0,8502000000.0,,,,
2017-06-30,1000000.0,163000000.0,-1486000000.0,-28189000000.0,902000000.0,54235000000.0,10096000000.0,8794000000.0,5126000000.0,6279000000.0,-756000000.0,939600000.0,11541000000.0,18419000000.0,5160000000.0,111000000.0,10903000000.0,-575000000.0,3708000000,136000000.0,43000000.0,136000000.0,2.49,2515000000,1484000000.0,154234000000.0,-118000000.0,3617000000.0,2443000000.0,-60000000.0,35966000000.0,31291000000.0,45013000000.0,19289000000,3467000000.0,-20388000000.0,-749000000.0,-610000000.0,37612000000.0,8459000000.0,75481000000.0,120495000000.0,8401000000.0,10495000000.0,4594000000.0,599000000.0,934900000.0,1600000000.0,7436000000.0,4759000000.0,65985000000.0,2331000000.0,36517000000.0,1604000000.0,2332000000,76000000.0,,2331000000.0,-1705000000.0,11696000000.0,-926000000.0,-1403000000.0,1118000000.0,11696000000.0,12295000000.0,147000000.0,8061000000.0,1000000.0,101951000000.0,2718000000.0,2.48,4180000000.0,8296000000.0,,,,
2017-09-30,1000000.0,258000000.0,-949000000.0,-27521000000.0,895000000.0,54395000000.0,11696000000.0,8800000000.0,5442000000.0,5682000000.0,-347000000.0,933227429.0,10649000000.0,19627000000.0,4648000000.0,339000000.0,11057000000.0,-446000000.0,4408000000,1000000.0,35000000.0,123000000.0,2.93,3118000000,1342000000.0,155565000000.0,-455000000.0,3579000000.0,3065000000.0,-274000000.0,31697000000.0,31937000000.0,44742000000.0,19154000000,3570000000.0,-20880000000.0,-780000000.0,-2756000000.0,41327000000.0,8269000000.0,76895000000.0,121636000000.0,8150000000.0,10353000000.0,4352000000.0,600000000.0,929437441.0,-781000000.0,7722000000.0,4806000000.0,70182000000.0,2726000000.0,36782000000.0,1711000000.0,2726000000,114000000.0,,2726000000.0,-1923000000.0,10915000000.0,-875000000.0,-1396000000.0,1175000000.0,10915000000.0,11515000000.0,168000000.0,4299000000.0,41000000.0,101879000000.0,2790000000.0,2.92,3981000000.0,8459000000.0,,,,
2017-12-31,-1000000.0,-2049000000.0,-669000000.0,-26592000000.0,1132000000.0,54566000000.0,10915000000.0,10862000000.0,6451000000.0,6226000000.0,-1000000.0,,11552000000.0,17594000000.0,5147000000.0,5522000000.0,11116000000.0,-564000000.0,5783000000,146000000.0,38000000.0,146000000.0,,4636000000,1427000000.0,153126000000.0,5491000000.0,3746000000.0,4469000000.0,-293000000.0,37363000000.0,32331000000.0,49735000000.0,22544000000,5733000000.0,-21215000000.0,-965000000.0,-919000000.0,39837000000.0,8154000000.0,75621000000.0,125356000000.0,8928000000.0,11681000000.0,4510000000.0,608000000.0,,1057000000.0,9965000000.0,4919000000.0,70268000000.0,-1054000000.0,36788000000.0,1583000000.0,-1053000000,-2000000.0,545000000.0,-1054000000.0,-3818000000.0,11972000000.0,-2559000000.0,-1387000000.0,1150000000.0,11972000000.0,12580000000.0,164000000.0,6987000000.0,-2000000.0,107631000000.0,4768000000.0,,3741000000.0,572000000.0,,,,
2018-03-31,-1000000.0,2360000000.0,-814000000.0,-28583000000.0,810000000.0,54712000000.0,11972000000.0,8247000000.0,5736000000.0,6533000000.0,-89000000.0,925409434.0,13059000000.0,18166000000.0,5445000000.0,-540000000.0,11278000000.0,-713000000.0,2415000000,1000000.0,,116000000.0,1.82,1714000000,1405000000.0,156371000000.0,1692000000.0,3852000000.0,1136000000.0,-71000000.0,35733000000.0,32775000000.0,49122000000.0,19072000000,4602000000.0,-21497000000.0,-893000000.0,-2909000000.0,40410000000.0,8043000000.0,76162000000.0,125285000000.0,7778000000.0,10825000000.0,4754000000.0,893000000.0,920680222.0,28000000.0,10250000000.0,2942000000.0,71262000000.0,1679000000.0,36732000000.0,1753000000.0,1675000000,-413000000.0,,1679000000.0,-1764000000.0,12000000000.0,-800000000.0,-1382000000.0,1114000000.0,11949000000.0,12842000000.0,165000000.0,5977000000.0,16000000.0,106995000000.0,3709000000.0,1.81,3522000000.0,,,,,
2018-06-30,,-582000000.0,-1044000000.0,-28290000000.0,420000000.0,54827000000.0,12262000000.0,9199000000.0,5518000000.0,5971000000.0,370000000.0,919398606.0,11752000000.0,18520000000.0,4857000000.0,373000000.0,11024000000.0,-37000000.0,2949000000,-234000000.0,,125000000.0,2.63,3228000000,1364000000.0,157349000000.0,-1322000000.0,3718000000.0,2776000000.0,-51000000.0,35442000000.0,32233000000.0,46795000000.0,20003000000,2295000000.0,-21209000000.0,-1004000000.0,-2519000000.0,37851000000.0,7746000000.0,74828000000.0,121622000000.0,7445000000.0,10804000000.0,4059000000.0,966000000.0,915064434.0,-1302000000.0,10000000000.0,2518000000.0,67532000000.0,2404000000.0,36482000000.0,1742000000.0,2403000000,-280000000.0,,2404000000.0,-634000000.0,10960000000.0,-1290000000.0,-1437000000.0,1116000000.0,10741000000.0,11707000000.0,173000000.0,7646000000.0,36000000.0,102974000000.0,1291000000.0,2.61,3344000000.0,,,,,
2018-09-30,-1000000.0,1096000000.0,-627000000.0,-27820000000.0,1232000000.0,54987000000.0,11972000000.0,8803000000.0,5384000000.0,5340000000.0,-44000000.0,915212631.0,10704000000.0,19784000000.0,4363000000.0,304000000.0,10949000000.0,-592000000.0,4325000000,0.0,26000000.0,129000000.0,2.95,3463000000,1252000000.0,158612000000.0,271000000.0,3507000000.0,2996000000.0,-1000000.0,36822000000.0,32484000000.0,48257000000.0,18756000000,4232000000.0,-21535000000.0,-942000000.0,-437000000.0,35989000000.0,7300000000.0,73732000000.0,121990000000.0,7071000000.0,9953000000.0,3700000000.0,2932000000.0,911152848.0,771000000.0,9980000000.0,2272000000.0,65250000000.0,2694000000.0,36526000000.0,1893000000.0,2692000000,-275000000.0,,2694000000.0,-2969000000.0,12743000000.0,-2026000000.0,-1431000000.0,1138000000.0,11563000000.0,14495000000.0,191000000.0,10932000000.0,31000000.0,102072000000.0,3290000000.0,2.94,3135000000.0,,,,,
2018-12-31,1000000.0,-3219000000.0,-2050000000.0,-29490000000.0,1348000000.0,55151000000.0,11731000000.0,10687000000.0,6558000000.0,5875000000.0,-881000000.0,,11165000000.0,16796000000.0,4701000000.0,2481000000.0,10792000000.0,-1145000000.0,5738000000,2000000.0,5000000.0,139000000.0,,4812000000,1358000000.0,159206000000.0,916000000.0,3445000000.0,4434000000.0,-16000000.0,38227000000.0,32461000000.0,49146000000.0,21761000000,4119000000.0,-21668000000.0,-877000000.0,-4606000000.0,35605000000.0,7251000000.0,74237000000.0,123382000000.0,7432000000.0,11073000000.0,3941000000.0,618000000.0,,-127000000.0,12173000000.0,2386000000.0,68225000000.0,1952000000.0,36265000000.0,1682000000.0,1954000000,-185000000.0,3696000000.0,1951000000.0,455000000.0,11379000000.0,-1017000000.0,-1416000000.0,1111000000.0,11379000000.0,11997000000.0,193000000.0,10207000000.0,1000000.0,106452000000.0,3242000000.0,,3088000000.0,296000000.0,,,,
2019-03-31,,2458000000.0,-971000000.0,-29182000000.0,674000000.0,55287000000.0,11604000000.0,8043000000.0,5711000000.0,6023000000.0,193000000.0,893900000.0,12134000000.0,16481000000.0,4691000000.0,289000000.0,15309000000.0,-1768000000.0,3539000000,-1000000.0,,113000000.0,1.79,2020000000,1433000000.0,159396000000.0,1610000000.0,3481000000.0,1883000000.0,-1000000.0,38871000000.0,15309000000.0,52705000000.0,18182000000,4759000000.0,-22017000000.0,-614000000.0,1864000000.0,39727000000.0,6979000000.0,78223000000.0,130926000000.0,6987000000.0,10139000000.0,3952000000.0,872000000.0,889600000.0,5668000000.0,12183000000.0,2403000000.0,75448000000.0,1591000000.0,36281000000.0,1771000000.0,1593000000,73000000.0,,1591000000.0,-853000000.0,17271000000.0,-271000000.0,-1397000000.0,1446000000.0,17134000000.0,18006000000.0,210000000.0,10250000000.0,-1000000.0,114319000000.0,4145000000.0,1.78,2956000000.0,4634000000.0,,,,
2019-06-30,,119000000.0,-375000000.0,-28841000000.0,809000000.0,55404000000.0,17272000000.0,9010000000.0,4724000000.0,6641000000.0,1000000.0,890800000.0,11261000000.0,17645000000.0,5456000000.0,269000000.0,15200000000.0,-2101000000.0,4410000000,1000000.0,,135000000.0,2.82,2369000000,1407000000.0,160467000000.0,-987000000.0,3474000000.0,2768000000.0,-42000000.0,42351000000.0,15200000000.0,77517000000.0,19161000000,2941000000.0,-21641000000.0,-431000000.0,21031000000.0,58445000000.0,8014000000.0,77135000000.0,154652000000.0,7414000000.0,10151000000.0,4458000000.0,874000000.0,886300000.0,28263000000.0,12189000000.0,2228000000.0,94525000000.0,2498000000.0,35284000000.0,1745000000.0,2499000000,747000000.0,,2498000000.0,4162000000.0,129000000.0,-665000000.0,-1435000000.0,1294000000.0,45399000000.0,46273000000.0,348000000.0,14594000000.0,33000000.0,136876000000.0,2510000000.0,2.81,2730000000.0,,,,,
2019-09-30,-1000000.0,1135000000.0,-133000000.0,-29086000000.0,1598000000.0,55808000000.0,45534000000.0,8336000000.0,4042000000.0,6411000000.0,2269000000.0,892800000.0,11223000000.0,17956000000.0,5024000000.0,-151000000.0,14964000000.0,-5022000000.0,3623000000,,,220000000.0,1.89,1925000000,1553000000.0,160709000000.0,58000000.0,3382000000.0,1522000000.0,-32587000000.0,35066000000.0,14964000000.0,38121000000.0,18028000000,3619000000.0,-21608000000.0,-681000000.0,-8177000000.0,57797000000.0,7740000000.0,111498000000.0,149620000000.0,6753000000.0,9692000000.0,4235000000.0,733000000.0,886000000.0,-35310000000.0,15565000000.0,2221000000.0,96459000000.0,1672000000.0,57951000000.0,1712000000.0,1673000000,31000000.0,,1672000000.0,-30373000000.0,-378000000.0,-1010000000.0,-1436000000.0,1669000000.0,10087000000.0,10820000000.0,432000000.0,8530000000.0,26000000.0,131525000000.0,2938000000.0,1.87,15612000000.0,,,,,
2019-12-31,,-3220000000.0,-55000000.0,-28597000000.0,,55895000000.0,10225000000.0,11100000000.0,4896000000.0,6870000000.0,-1000000.0,893700000.0,12026000000.0,20841000000.0,5433000000.0,324000000.0,15006000000.0,,5997000000,-1000000.0,,210000000.0,4.14,4230000000,1596000000.0,162954000000.0,-2078000000.0,3851000000.0,3993000000.0,0.0,37701000000.0,15006000000.0,38420000000.0,21777000000,3451000000.0,,-645000000.0,-5674000000.0,54102000000.0,7763000000.0,113767000000.0,152186000000.0,7870000000.0,10677000000.0,,696000000.0,887100000.0,-1911000000.0,14526000000.0,2074000000.0,93500000000.0,3669000000.0,,1619000000.0,3669000000,117000000.0,,3670000000.0,127000000.0,8172000000.0,,-1438000000.0,1650000000.0,8172000000.0,8868000000.0,354000000.0,8797000000.0,,131201000000.0,2806000000.0,4.11,,,,,,
