date,quarterlyOtherCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,quarterlyBasicEPS,quarterlyOperatingIncome,quarterlyResearchAndDevelopment,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyGoodwill,quarterlyInventory,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyChangeInInventory
1995-03-31,0.0,,-1453000000.0,3579000000.0,1574000000.0,7531000000.0,7922000000.0,6664000000.0,15847000000.0,4546000000.0,-236000000.0,2340800000.0,,24086000000.0,3633000000.0,895000000.0,16824000000.0,,3568000000,,,,0.53,2118000000,913000000.0,12976000000.0,597000000.0,,2184000000.0,,27890000000.0,45604000000.0,41031000000.0,15735000000,2465000000.0,-28780000000.0,-567000000.0,-2019000000.0,12519000000.0,1937000000.0,39849000000.0,80880000000.0,14070000000.0,9071000000.0,,1418000000.0,2340800000.0,1150000000.0,14381000000.0,,28904000000.0,1289000000.0,,6211000000.0,1289000000,246000000.0,2004000000.0,1242000000.0,372000000.0,9072000000.0,-399000000.0,-152000000.0,1450000000.0,9072000000.0,10490000000.0,180000000.0,10106000000.0,0.0,56794000000.0,1898000000.0,0.52,,23025000000.0,,,,
1995-06-30,0.0,,-1230000000.0,3920000000.0,987000000.0,7448000000.0,9072000000.0,7631000000.0,15166000000.0,4857000000.0,-246000000.0,2301600000.0,,24846000000.0,3883000000.0,1108000000.0,16844000000.0,,4076000000,,,,0.75,2774000000,974000000.0,13478000000.0,-263000000.0,,2824000000.0,,28529000000.0,45605000000.0,41701000000.0,17531000000,2177000000.0,-28761000000.0,-635000000.0,-1175000000.0,11749000000.0,2085000000.0,39900000000.0,81601000000.0,14790000000.0,9900000000.0,,636000000.0,2301600000.0,821000000.0,14330000000.0,,28226000000.0,1716000000.0,,6162000000.0,1716000000,238000000.0,2147000000.0,1711000000.0,-281000000.0,9893000000.0,-387000000.0,-149000000.0,1302000000.0,9893000000.0,10529000000.0,188000000.0,11278000000.0,0.0,56755000000.0,1542000000.0,0.73,,23056000000.0,,,,
1995-09-30,0.0,,-1192000000.0,3184000000.0,228000000.0,7277000000.0,9893000000.0,6921000000.0,15133000000.0,4893000000.0,-170000000.0,2258400000.0,,21664000000.0,3858000000.0,775000000.0,16433000000.0,,3348000000,,,,-0.23,2028000000,1035000000.0,12343000000.0,-3000000.0,,237000000.0,,29016000000.0,44476000000.0,37642000000.0,16754000000,2223000000.0,-28043000000.0,-3559000000.0,-1808000000.0,10436000000.0,2807000000.0,39860000000.0,77502000000.0,14710000000.0,9833000000.0,,511000000.0,2258400000.0,-3453000000.0,14704000000.0,,26822000000.0,-538000000.0,,6520000000.0,-538000000,-1632000000.0,1682000000.0,-543000000.0,-3575000000.0,6440000000.0,-74000000.0,-147000000.0,1320000000.0,6440000000.0,6951000000.0,159000000.0,11076000000.0,0.0,55838000000.0,-1336000000.0,-0.23,,23427000000.0,,,,
1995-12-31,0.0,,,3093000000.0,360000000.0,7741000000.0,6440000000.0,9151000000.0,4511000000.0,8480000000.0,-3051000000.0,,3469000000.0,22423000000.0,5392000000.0,857000000.0,16579000000.0,,3148000000,,,,,671000000,3088000000.0,11630000000.0,-177000000.0,,2568000000.0,,31648000000.0,43981000000.0,40691000000.0,21920000000,3843000000.0,-27402000000.0,-806000000.0,-1382000000.0,10060000000.0,0.0,39601000000.0,80292000000.0,17441000000.0,12769000000.0,6551000000.0,442000000.0,,819000000.0,14354000000.0,20603000000.0,26221000000.0,1711000000.0,,6323000000.0,1711000000,-692000000.0,1807000000.0,1706000000.0,-1568000000.0,7259000000.0,-455000000.0,-143000000.0,1530000000.0,7259000000.0,7701000000.0,198000000.0,11569000000.0,-870000000.0,57869000000.0,3037000000.0,,2419000000.0,0.0,,,,
1996-03-31,0.0,,-1014000000.0,2876000000.0,137000000.0,8069000000.0,7259000000.0,6769000000.0,15855000000.0,4788000000.0,-778000000.0,2177200000.0,,21820000000.0,3697000000.0,773000000.0,16207000000.0,,3195000000,,,,0.36,1981000000,1091000000.0,12229000000.0,-616000000.0,,1547000000.0,,30332000000.0,43235000000.0,38854000000.0,16559000000,1161000000.0,-27028000000.0,-600000000.0,-673000000.0,9604000000.0,2134000000.0,38912000000.0,77766000000.0,16120000000.0,9790000000.0,,443000000.0,2177200000.0,-1306000000.0,14156000000.0,,25614000000.0,774000000.0,,6958000000.0,774000000,-285000000.0,1854000000.0,769000000.0,-1735000000.0,5953000000.0,-494000000.0,-141000000.0,1214000000.0,5953000000.0,6396000000.0,149000000.0,12343000000.0,0.0,55946000000.0,561000000.0,0.35,,22705000000.0,,,,
1996-06-30,0.0,,-1305000000.0,2722000000.0,95000000.0,8174000000.0,5953000000.0,7191000000.0,14875000000.0,5005000000.0,-63000000.0,2135600000.0,,21528000000.0,3889000000.0,827000000.0,16337000000.0,,3484000000,,,,0.63,2186000000,1116000000.0,13331000000.0,-681000000.0,,2174000000.0,,30629000000.0,42810000000.0,38936000000.0,18183000000,1582000000.0,-26473000000.0,-1124000000.0,-236000000.0,9478000000.0,2174000000.0,38538000000.0,77474000000.0,16246000000.0,10992000000.0,,481000000.0,2135600000.0,-57000000.0,14022000000.0,,25317000000.0,1347000000.0,,6720000000.0,1347000000,193000000.0,1817000000.0,1342000000.0,-1308000000.0,5896000000.0,-216000000.0,-192000000.0,1298000000.0,5896000000.0,6377000000.0,205000000.0,13580000000.0,0.0,55946000000.0,458000000.0,0.62,,22201000000.0,,,,
1996-09-30,0.0,,-1184000000.0,2649000000.0,499000000.0,8251000000.0,5896000000.0,7258000000.0,15494000000.0,5290000000.0,-79000000.0,2087200000.0,,21368000000.0,4175000000.0,694000000.0,16676000000.0,,3164000000,,,,0.62,1968000000,1115000000.0,14407000000.0,1074000000.0,,1979000000.0,,31071000000.0,42113000000.0,39379000000.0,18062000000,3230000000.0,-25437000000.0,-1172000000.0,-1211000000.0,9669000000.0,2115000000.0,38617000000.0,77996000000.0,15843000000.0,10804000000.0,,196000000.0,2087200000.0,910000000.0,14093000000.0,,25557000000.0,1285000000.0,,7166000000.0,1285000000,183000000.0,1795000000.0,1280000000.0,-1107000000.0,6806000000.0,-355000000.0,-188000000.0,1196000000.0,6806000000.0,7002000000.0,172000000.0,13462000000.0,0.0,56628000000.0,2058000000.0,0.6,,21941000000.0,,,,
1996-12-31,0.0,,,2569000000.0,739000000.0,8005000000.0,6806000000.0,9321000000.0,4767000000.0,6860000000.0,-91000000.0,,3640000000.0,21628000000.0,5093000000.0,864000000.0,17407000000.0,,4472000000,,,,,2461000000,1767000000.0,11189000000.0,1402000000.0,,2887000000.0,,34000000000.0,41893000000.0,40695000000.0,21519000000,4302000000.0,-24486000000.0,-3282000000.0,-1832000000.0,9872000000.0,0.0,40437000000.0,81132000000.0,17446000000.0,12198000000.0,6657000000.0,450000000.0,,881000000.0,14005000000.0,21595000000.0,25504000000.0,2023000000.0,,5870000000.0,2023000000,-526000000.0,1627000000.0,2018000000.0,-1573000000.0,7687000000.0,-548000000.0,-185000000.0,1304000000.0,7687000000.0,8137000000.0,190000000.0,12957000000.0,0.0,59504000000.0,1020000000.0,,1435000000.0,0.0,,,,
1997-03-31,0.0,,-1847000000.0,1723000000.0,158000000.0,8159000000.0,7687000000.0,6592000000.0,15777000000.0,4753000000.0,-65000000.0,2006800000.0,,19951000000.0,3684000000.0,657000000.0,17062000000.0,,3035000000,,,,0.59,1839000000,1069000000.0,12194000000.0,-1797000000.0,,1852000000.0,,31241000000.0,41010000000.0,37320000000.0,17308000000,349000000.0,-23948000000.0,-1053000000.0,-887000000.0,10402000000.0,2221000000.0,39207000000.0,76527000000.0,15739000000.0,10716000000.0,,504000000.0,2006800000.0,-1728000000.0,13480000000.0,,25335000000.0,1195000000.0,,5786000000.0,1195000000,185000000.0,1453000000.0,1190000000.0,-1074000000.0,5959000000.0,-114000000.0,-181000000.0,1196000000.0,5959000000.0,6463000000.0,172000000.0,13243000000.0,0.0,56576000000.0,-704000000.0,0.58,,22145000000.0,,,,
1997-06-30,0.0,,-1196000000.0,1764000000.0,380000000.0,8543000000.0,5959000000.0,7401000000.0,16037000000.0,5179000000.0,-75000000.0,1973800000.0,,20109000000.0,3958000000.0,734000000.0,17647000000.0,,3435000000,,,,0.73,2222000000,1221000000.0,13411000000.0,-69000000.0,,2180000000.0,,32559000000.0,42031000000.0,38639000000.0,18872000000,2585000000.0,-24384000000.0,-1491000000.0,-359000000.0,11675000000.0,2494000000.0,40180000000.0,78819000000.0,16060000000.0,11471000000.0,,358000000.0,1973800000.0,544000000.0,13111000000.0,,26151000000.0,1446000000.0,,5913000000.0,1446000000,137000000.0,1365000000.0,1441000000.0,-1686000000.0,6503000000.0,-500000000.0,-202000000.0,1213000000.0,6503000000.0,6861000000.0,179000000.0,14028000000.0,0.0,58710000000.0,1094000000.0,0.72,,22533000000.0,,,,
1997-09-30,0.0,,-1433000000.0,1403000000.0,372000000.0,9011000000.0,6503000000.0,7098000000.0,15831000000.0,5094000000.0,-87000000.0,1956000000.0,,19756000000.0,3932000000.0,624000000.0,17921000000.0,,3181000000,,,,0.69,2004000000,1162000000.0,14572000000.0,-185000000.0,,1983000000.0,,30590000000.0,42030000000.0,38190000000.0,18605000000,2157000000.0,-24109000000.0,-1331000000.0,-1039000000.0,13623000000.0,2241000000.0,40103000000.0,78293000000.0,16078000000.0,11507000000.0,,560000000.0,1956000000.0,-577000000.0,12988000000.0,,27947000000.0,1359000000.0,,5981000000.0,1359000000,162000000.0,1336000000.0,1354000000.0,-1676000000.0,5926000000.0,-630000000.0,-201000000.0,1177000000.0,5926000000.0,6486000000.0,183000000.0,12518000000.0,0.0,58537000000.0,826000000.0,0.68,,22182000000.0,,,,
1997-12-31,0.0,,,899000000.0,529000000.0,8853000000.0,5926000000.0,9518000000.0,5215000000.0,6485000000.0,-87000000.0,,3445000000.0,19816000000.0,5060000000.0,919000000.0,18347000000.0,,5105000000,,,,,3033000000,1425000000.0,11010000000.0,182000000.0,,3012000000.0,,33507000000.0,42133000000.0,40418000000.0,23723000000,3774000000.0,-23786000000.0,-3232000000.0,-805000000.0,13696000000.0,0.0,41081000000.0,81499000000.0,18106000000.0,14205000000.0,6193000000.0,447000000.0,,1180000000.0,12993000000.0,21915000000.0,28176000000.0,2093000000.0,,5139000000.0,2093000000,-484000000.0,1487000000.0,2088000000.0,-1719000000.0,7106000000.0,-373000000.0,-199000000.0,1415000000.0,7106000000.0,7553000000.0,194000000.0,13230000000.0,-1000000.0,61683000000.0,542000000.0,,819000000.0,0.0,,,,
1998-03-31,0.0,,-1753000000.0,812000000.0,435000000.0,9040000000.0,7106000000.0,6450000000.0,15356000000.0,4898000000.0,0.0,1946600000.0,,18865000000.0,3719000000.0,487000000.0,18223000000.0,,2775000000,,,,0.54,1552000000,1179000000.0,11815000000.0,-1161000000.0,,1523000000.0,,29992000000.0,42097000000.0,37571000000.0,17618000000,941000000.0,-23874000000.0,-1078000000.0,-1098000000.0,15029000000.0,1969000000.0,40373000000.0,77944000000.0,16248000000.0,11168000000.0,,394000000.0,1900400000.0,-1611000000.0,12702000000.0,,29087000000.0,1036000000.0,,5392000000.0,1036000000,0.0,1356000000.0,1031000000.0,-1413000000.0,5495000000.0,-770000000.0,-197000000.0,1223000000.0,5495000000.0,5889000000.0,179000000.0,12667000000.0,0.0,59079000000.0,-137000000.0,0.53,,22150000000.0,,,,
1998-06-30,0.0,,-1519000000.0,-160000000.0,377000000.0,9359000000.0,5495000000.0,7146000000.0,15023000000.0,5032000000.0,-120000000.0,1928600000.0,,18577000000.0,3812000000.0,631000000.0,18453000000.0,,3228000000,,,,0.77,2114000000,1220000000.0,13037000000.0,-19000000.0,,2083000000.0,,30050000000.0,42436000000.0,37011000000.0,18823000000,2399000000.0,-23983000000.0,-1325000000.0,-1366000000.0,14590000000.0,1756000000.0,40101000000.0,77112000000.0,15816000000.0,11677000000.0,,387000000.0,1879200000.0,-411000000.0,12522000000.0,,28485000000.0,1452000000.0,,5621000000.0,1452000000,0.0,1373000000.0,1447000000.0,-1448000000.0,5084000000.0,-380000000.0,-215000000.0,1114000000.0,5084000000.0,5471000000.0,161000000.0,13271000000.0,0.0,58535000000.0,1074000000.0,0.75,,21648000000.0,,,,
1998-09-30,0.0,,-1558000000.0,911000000.0,389000000.0,10056000000.0,5084000000.0,7467000000.0,16485000000.0,5297000000.0,-60000000.0,1909000000.0,,18635000000.0,4057000000.0,638000000.0,19005000000.0,,3480000000,,,,0.8,2170000000,1240000000.0,14306000000.0,505000000.0,,2132000000.0,,31512000000.0,43781000000.0,38802000000.0,20095000000,3201000000.0,-24776000000.0,-1572000000.0,-1239000000.0,15239000000.0,1790000000.0,40917000000.0,79719000000.0,17682000000.0,12628000000.0,,316000000.0,1856800000.0,469000000.0,12889000000.0,,29572000000.0,1494000000.0,,5548000000.0,1494000000,0.0,1444000000.0,1489000000.0,-1625000000.0,5553000000.0,-382000000.0,-211000000.0,1310000000.0,5553000000.0,5869000000.0,160000000.0,13237000000.0,0.0,61084000000.0,1629000000.0,0.78,,21912000000.0,,,,
1998-12-31,0.0,,,911000000.0,2744000000.0,10368000000.0,5553000000.0,7217000000.0,6252000000.0,6481000000.0,-70000000.0,,4115000000.0,19433000000.0,5074000000.0,956000000.0,19631000000.0,,5262000000,,,,,736000000,1407000000.0,10141000000.0,-150000000.0,,3302000000.0,,36827000000.0,44870000000.0,42360000000.0,22539000000,2732000000.0,-25239000000.0,-2795000000.0,-1290000000.0,15508000000.0,0.0,43740000000.0,86100000000.0,20271000000.0,15322000000.0,5900000000.0,393000000.0,,-178000000.0,12818000000.0,23510000000.0,29840000000.0,2346000000.0,,5200000000.0,2346000000,0.0,1514000000.0,2341000000.0,-1645000000.0,5375000000.0,-2679000000.0,-211000000.0,1345000000.0,5375000000.0,5768000000.0,213000000.0,13905000000.0,-5000000.0,66667000000.0,-63000000.0,,599000000.0,0.0,,,,
1999-03-31,0.0,,-1931000000.0,347000000.0,3799000000.0,10579000000.0,5375000000.0,7258000000.0,16791000000.0,5118000000.0,-97000000.0,1882900000.0,,18306000000.0,3937000000.0,630000000.0,18866000000.0,,3544000000,,,,0.8,2140000000,1181000000.0,11383000000.0,-878000000.0,,2100000000.0,,33281000000.0,43898000000.0,39801000000.0,20317000000,1876000000.0,-25032000000.0,-957000000.0,-1292000000.0,16285000000.0,2782000000.0,41950000000.0,81751000000.0,18194000000.0,13059000000.0,,501000000.0,1823800000.0,-520000000.0,12386000000.0,,30164000000.0,1470000000.0,,5241000000.0,1470000000,0.0,1493000000.0,1465000000.0,-961000000.0,4855000000.0,-3706000000.0,-208000000.0,1404000000.0,4855000000.0,5356000000.0,174000000.0,13708000000.0,0.0,63445000000.0,919000000.0,0.78,,23084000000.0,,,,
1999-06-30,0.0,,-1328000000.0,161000000.0,-2294000000.0,11885000000.0,4855000000.0,8224000000.0,17851000000.0,4139000000.0,-112000000.0,1870600000.0,,19158000000.0,2846000000.0,1652000000.0,17253000000.0,,6553000000,,,,1.32,4085000000,1293000000.0,13542000000.0,461000000.0,,4043000000.0,,35961000000.0,40015000000.0,43452000000.0,21905000000,1644000000.0,-22762000000.0,-1198000000.0,-2511000000.0,14330000000.0,3397000000.0,39895000000.0,83347000000.0,19727000000.0,13681000000.0,,1776000000.0,1812100000.0,610000000.0,12574000000.0,,28228000000.0,2391000000.0,,5039000000.0,2391000000,0.0,1324000000.0,2386000000.0,1490000000.0,5465000000.0,1013000000.0,-225000000.0,2468000000.0,5465000000.0,7241000000.0,197000000.0,14713000000.0,0.0,64189000000.0,446000000.0,1.28,,22642000000.0,,,,
1999-09-30,0.0,,-1285000000.0,630000000.0,-424000000.0,12097000000.0,5465000000.0,7564000000.0,19904000000.0,4884000000.0,-112000000.0,1869600000.0,,20068000000.0,3501000000.0,867000000.0,17463000000.0,,4137000000,,,,0.97,2680000000,1383000000.0,15074000000.0,779000000.0,,2629000000.0,,37778000000.0,40812000000.0,42877000000.0,21144000000,3240000000.0,-23349000000.0,-1218000000.0,-3028000000.0,13807000000.0,3778000000.0,42498000000.0,85375000000.0,20379000000.0,13580000000.0,,1444000000.0,1805200000.0,-883000000.0,12315000000.0,,27529000000.0,1762000000.0,,5130000000.0,1762000000,0.0,1407000000.0,1757000000.0,-1088000000.0,4582000000.0,-61000000.0,-223000000.0,1457000000.0,4582000000.0,6026000000.0,185000000.0,14096000000.0,0.0,65307000000.0,2022000000.0,0.93,,25035000000.0,,,,
1999-12-31,0.0,,,1161000000.0,1535000000.0,12009000000.0,4582000000.0,8883000000.0,6400000000.0,5861000000.0,4737000000.0,,4529000000.0,20511000000.0,4445000000.0,896000000.0,17590000000.0,,4835000000,,,,,3022000000,1416000000.0,16878000000.0,956000000.0,,2985000000.0,,39578000000.0,39616000000.0,43155000000.0,24182000000,3351000000.0,-22026000000.0,-3050000000.0,-1794000000.0,14124000000.0,0.0,44340000000.0,87495000000.0,21398000000.0,15299000000.0,5787000000.0,788000000.0,,461000000.0,11928000000.0,26087000000.0,27406000000.0,2089000000.0,,4868000000.0,2089000000,557000000.0,1354000000.0,2084000000.0,-1110000000.0,5043000000.0,-1195000000.0,-223000000.0,1256000000.0,5043000000.0,5831000000.0,171000000.0,14230000000.0,0.0,66984000000.0,301000000.0,,663000000.0,0.0,,,,
2000-03-31,0.0,,-1953000000.0,659000000.0,602000000.0,12696000000.0,5043000000.0,7011000000.0,17885000000.0,4878000000.0,-145000000.0,1830000000.0,,19518000000.0,3706000000.0,651000000.0,16959000000.0,,3361000000,,,,0.85,2133000000,1172000000.0,18085000000.0,-1510000000.0,,2170000000.0,,35611000000.0,39117000000.0,39139000000.0,19348000000,995000000.0,-22158000000.0,-712000000.0,-2305000000.0,14295000000.0,3882000000.0,43625000000.0,82764000000.0,19735000000.0,12337000000.0,,321000000.0,1777200000.0,-1758000000.0,12004000000.0,,27635000000.0,1519000000.0,,5070000000.0,1519000000,189000000.0,1336000000.0,1514000000.0,-384000000.0,3285000000.0,-129000000.0,-221000000.0,1228000000.0,3285000000.0,3606000000.0,152000000.0,13844000000.0,0.0,63246000000.0,283000000.0,0.83,,26666000000.0,,,,
2000-06-30,0.0,,-1671000000.0,112000000.0,278000000.0,12817000000.0,3285000000.0,7943000000.0,17857000000.0,5136000000.0,-117000000.0,1818000000.0,,19174000000.0,3867000000.0,832000000.0,16634000000.0,,4045000000,,,,1.1,2807000000,1269000000.0,19750000000.0,-1506000000.0,,2773000000.0,,33862000000.0,38506000000.0,39437000000.0,21651000000,1490000000.0,-21872000000.0,-859000000.0,-739000000.0,16859000000.0,3690000000.0,43512000000.0,82949000000.0,21145000000.0,13708000000.0,,274000000.0,1767600000.0,-298000000.0,11660000000.0,,29913000000.0,1941000000.0,,4759000000.0,1941000000,130000000.0,1394000000.0,1936000000.0,-1022000000.0,2987000000.0,-324000000.0,-237000000.0,1238000000.0,2987000000.0,3261000000.0,164000000.0,12315000000.0,0.0,63775000000.0,631000000.0,1.06,,26878000000.0,,,,
2000-09-30,0.0,,-1193000000.0,-160000000.0,455000000.0,13142000000.0,2987000000.0,7801000000.0,18315000000.0,4987000000.0,-144000000.0,1809800000.0,,19547000000.0,3726000000.0,841000000.0,16329000000.0,,3979000000,,,,1.11,2814000000,1261000000.0,21429000000.0,-780000000.0,,2804000000.0,,32812000000.0,38086000000.0,40037000000.0,21781000000,2063000000.0,-21757000000.0,-930000000.0,-1082000000.0,18676000000.0,3802000000.0,43839000000.0,83876000000.0,21898000000.0,13980000000.0,,153000000.0,1758100000.0,-107000000.0,11499000000.0,,31517000000.0,1963000000.0,,4909000000.0,1963000000,173000000.0,1342000000.0,1958000000.0,-1016000000.0,2880000000.0,-397000000.0,-236000000.0,1165000000.0,2880000000.0,3033000000.0,183000000.0,10695000000.0,0.0,64329000000.0,1133000000.0,1.08,,27510000000.0,,,,
2000-12-31,0.0,,,-295000000.0,58000000.0,12647000000.0,2880000000.0,9669000000.0,8192000000.0,5789000000.0,-159000000.0,,4516000000.0,20624000000.0,4340000000.0,1117000000.0,16714000000.0,,5861000000,,,,,3880000000,1449000000.0,23784000000.0,745000000.0,1266000000.0,3787000000.0,,36406000000.0,38455000000.0,43880000000.0,25616000000,4726000000.0,-21741000000.0,-3680000000.0,-2233000000.0,18371000000.0,0.0,44469000000.0,88349000000.0,12021000000.0,15947000000.0,4865000000.0,159000000.0,,683000000.0,1351000000.0,14447000000.0,31319000000.0,2670000000.0,,4765000000.0,2670000000,125000000.0,1623000000.0,2665000000.0,-1826000000.0,3563000000.0,-229000000.0,-235000000.0,1364000000.0,3563000000.0,3722000000.0,218000000.0,10205000000.0,0.0,67725000000.0,1046000000.0,,,13308000000.0,,,,
2001-03-31,0.0,,-926000000.0,-163000000.0,102000000.0,13185000000.0,3563000000.0,7608000000.0,17824000000.0,5011000000.0,-134000000.0,1781200000.0,,21466000000.0,3808000000.0,739000000.0,16514000000.0,,3830000000,,,,1.0,2597000000,1203000000.0,25160000000.0,-1103000000.0,,2489000000.0,,32902000000.0,38365000000.0,41975000000.0,21044000000,1935000000.0,-21851000000.0,-1276000000.0,-270000000.0,17923000000.0,4168000000.0,42815000000.0,84790000000.0,10550000000.0,13436000000.0,,74000000.0,1740900000.0,230000000.0,12499000000.0,,30422000000.0,1750000000.0,,5012000000.0,1750000000,-36000000.0,,1745000000.0,-1382000000.0,3793000000.0,-74000000.0,-234000000.0,1233000000.0,3793000000.0,3867000000.0,72000000.0,10910000000.0,0.0,63324000000.0,659000000.0,0.98,,26301000000.0,,,,
2001-06-30,0.0,,-724000000.0,-285000000.0,356000000.0,13948000000.0,3793000000.0,8038000000.0,17497000000.0,5044000000.0,-172000000.0,1777700000.0,,22591000000.0,3765000000.0,857000000.0,16611000000.0,,4195000000,,,,1.17,2994000000,1279000000.0,26824000000.0,204000000.0,,2902000000.0,,29949000000.0,38338000000.0,40574000000.0,21568000000,3452000000.0,-21727000000.0,-1144000000.0,-2274000000.0,18770000000.0,3916000000.0,43366000000.0,83940000000.0,10699000000.0,13530000000.0,,89000000.0,1738200000.0,-102000000.0,12630000000.0,,31400000000.0,2045000000.0,,4858000000.0,2045000000,-34000000.0,,2040000000.0,-1292000000.0,3691000000.0,-332000000.0,-248000000.0,1201000000.0,3691000000.0,3780000000.0,58000000.0,8536000000.0,0.0,61349000000.0,2308000000.0,1.15,,26755000000.0,,,,
2001-09-30,0.0,,-1768000000.0,-547000000.0,91000000.0,13852000000.0,3691000000.0,7391000000.0,18380000000.0,5002000000.0,-180000000.0,1767900000.0,,21977000000.0,3741000000.0,667000000.0,16820000000.0,,3610000000,,,,0.92,2389000000,1261000000.0,28116000000.0,1109000000.0,,2262000000.0,,32876000000.0,39075000000.0,40309000000.0,20428000000,4046000000.0,-22255000000.0,-1139000000.0,-1604000000.0,17654000000.0,3589000000.0,44785000000.0,85094000000.0,10632000000.0,13037000000.0,,297000000.0,1731800000.0,24000000.0,12587000000.0,,30241000000.0,1595000000.0,,4838000000.0,1595000000,-73000000.0,,1595000000.0,-2427000000.0,3715000000.0,-310000000.0,-243000000.0,1221000000.0,3715000000.0,4012000000.0,54000000.0,10907000000.0,0.0,63117000000.0,2907000000.0,0.9,,27965000000.0,,,,
2001-12-31,0.0,,-488000000.0,-662000000.0,189000000.0,14248000000.0,3715000000.0,8745000000.0,7047000000.0,7430000000.0,-169000000.0,,4223000000.0,23614000000.0,5883000000.0,967000000.0,16504000000.0,,2480000000,,,,,1315000000,1547000000.0,30142000000.0,766000000.0,,3300000000.0,,35119000000.0,38375000000.0,42461000000.0,22826000000,4832000000.0,-21871000000.0,-2101000000.0,-1161000000.0,15963000000.0,8440000000.0,45852000000.0,88313000000.0,10362000000.0,14081000000.0,4221000000.0,63000000.0,,2615000000.0,12024000000.0,,29580000000.0,2333000000.0,,4304000000.0,2333000000,2039000000.0,1593000000.0,2333000000.0,-1005000000.0,6330000000.0,-62000000.0,-241000000.0,1165000000.0,6330000000.0,6393000000.0,54000000.0,11188000000.0,0.0,64699000000.0,2731000000.0,,1278000000.0,25675000000.0,,,,
2002-03-31,94000000.0,,-1435000000.0,-881000000.0,67000000.0,14444000000.0,6330000000.0,6436000000.0,17606000000.0,5253000000.0,-140000000.0,1753000000.0,,23051000000.0,4053000000.0,499000000.0,16629000000.0,,2350000000,,,,0.69,1183000000,1200000000.0,31037000000.0,424000000.0,,1691000000.0,,30084000000.0,39375000000.0,37385000000.0,18551000000,2655000000.0,-22746000000.0,-1111000000.0,-3678000000.0,16665000000.0,4235000000.0,45671000000.0,83056000000.0,9563000000.0,12115000000.0,,134000000.0,1718400000.0,-2497000000.0,13256000000.0,,29921000000.0,1192000000.0,,4407000000.0,1192000000,538000000.0,,1192000000.0,-1457000000.0,3833000000.0,-273000000.0,-241000000.0,1167000000.0,3833000000.0,3967000000.0,30000000.0,8243000000.0,0.0,60005000000.0,1544000000.0,0.68,1786000000.0,27256000000.0,,,,
