date,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyBasicEPS,quarterlyEbitda,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyCostOfRevenue,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2010-09-30,-304000.0,14920000.0,4018466000,0.84,790921000,7412962000.0,-4532000.0,1433565000.0,419276000.0,1649101000.0,-27137000.0,-156088000.0,6334840000.0,3221341000.0,5801677000.0,292480000.0,-262000.0,,-55998000.0,641528000,10175663000.0,-7710000.0,2584901000.0,503149000.0,4729679000.0,2327000.0,2627696000.0,1392438000.0,8880430000.0,-54731000.0,2737374000.0,792037000.0,419276000,,739984000.0,1271918000.0,419276000.0,-16530000.0,0.0,4191621000.0,644883000.0,15809000.0,-72154000.0,-182245000.0,43166000.0,437967000.0,1154000.0,-3849110000.0,585098000.0,182329000.0,14914000.0,1544728000.0,483930000.0,383864000.0,0.0,194000000.0,0.83,-7685000.0,1952567000.0,613276000.0,6898000.0,411776000.0,16303724000.0,1669529000.0,9968884000.0,8123000.0,134479000.0,1649101000.0,1649101000.0,500751000.0,1265237000.0,5367000.0,722923000.0,62670000.0,,,
2010-12-31,-14486000.0,14124000.0,4169269000,0.79,722107000,6869027000.0,-299284000.0,1430428000.0,392794000.0,1190038000.0,6692000.0,-168617000.0,5968401000.0,3093592000.0,5960600000.0,459056000.0,-6453000.0,0.0,46482000.0,579488000,10399224000.0,-125511000.0,2738841000.0,499898000.0,4879312000.0,167000.0,,1393399000.0,9370276000.0,45492000.0,2511959000.0,850940000.0,392794000,,797123000.0,1076541000.0,392794000.0,-8779000.0,0.0,3775435000.0,317787000.0,56183000.0,-90633000.0,-676041000.0,44026000.0,441606000.0,5322000.0,-3937555000.0,619934000.0,186935000.0,3132000.0,1547447000.0,459012000.0,-459063000.0,0.0,145800000.0,0.79,-208347000.0,2023045000.0,538594000.0,20973000.0,368379000.0,16250273000.0,1694631000.0,10281872000.0,7772000.0,139487000.0,1190038000.0,1190038000.0,496710000.0,1649101000.0,5385000.0,754117000.0,245543000.0,,,
2011-03-31,-193000.0,13686000.0,4387579000,1.25,827413000,7261904000.0,-612622000.0,1560887000.0,623140000.0,1084470000.0,93428000.0,-169233000.0,6596423000.0,3249556000.0,6248255000.0,66496000.0,-1223000.0,,-552281000.0,682608000,10861069000.0,-76067000.0,2826692000.0,502710000.0,5155644000.0,7449000.0,2981230000.0,1391481000.0,10366874000.0,-81849000.0,2597310000.0,878279000.0,623140000,,821912000.0,1303265000.0,623140000.0,-877000.0,0.0,4012348000.0,750773000.0,80500000.0,-88353000.0,334797000.0,44025000.0,430978000.0,5097000.0,-4125959000.0,642618000.0,111773000.0,5557000.0,1824081000.0,144599000.0,-101897000.0,0.0,21000000.0,1.24,-542931000.0,2122296000.0,644140000.0,-320631000.0,56246000.0,17641206000.0,2079830000.0,11044783000.0,8913000.0,139248000.0,1084470000.0,1084470000.0,498562000.0,1186367000.0,5408000.0,866654000.0,667534000.0,,,
2011-06-30,-208000.0,14050000.0,4614914000,1.0,874194000,8104151000.0,-284754000.0,1618900000.0,498430000.0,1230662000.0,-2505000.0,-170017000.0,7557079000.0,4062155000.0,6281858000.0,43673000.0,-1760000.0,,-361652000.0,711050000,11192418000.0,24449000.0,2996014000.0,506297000.0,5101220000.0,974000.0,3146005000.0,1430842000.0,10408487000.0,-111824000.0,2622796000.0,907850000.0,483529000,,845145000.0,1305080000.0,498430000.0,-1089000.0,423774000.0,4041996000.0,1450332000.0,50962000.0,-87601000.0,27669000.0,45396000.0,435576000.0,1994000.0,-4149845000.0,628017000.0,114120000.0,15357000.0,1919679000.0,312570000.0,146192000.0,102175000.0,197482000.0,0.99,-204924000.0,2132013000.0,681011000.0,-205028000.0,224969000.0,18526175000.0,2105649000.0,10969096000.0,2785000.0,147787000.0,1230662000.0,1230662000.0,503265000.0,1084470000.0,5418000.0,864955000.0,870881000.0,,,
2011-09-30,-1558000.0,14615000.0,4580516000,1.04,893372000,8511256000.0,-511727000.0,1619019000.0,507617000.0,1318885000.0,-71357000.0,-167081000.0,7334419000.0,3635898000.0,6096891000.0,65736000.0,1627301000.0,-400000000.0,112221000.0,714284000,11526086000.0,7159000.0,2961497000.0,488776000.0,5123433000.0,3219000.0,2985354000.0,1483243000.0,9837446000.0,64985000.0,3522123000.0,904735000.0,490133000,,836433000.0,1230669000.0,507617000.0,-5321000.0,411515000.0,4875358000.0,1040806000.0,8821000.0,-82960000.0,20117000.0,48583000.0,424441000.0,454000.0,-4058957000.0,615671000.0,122566000.0,24682000.0,1794327000.0,787176000.0,88223000.0,97091000.0,200250000.0,1.04,-450839000.0,2037934000.0,690383000.0,58268000.0,704216000.0,18363265000.0,2308264000.0,11028846000.0,11719000.0,154406000.0,1318885000.0,1318885000.0,486253000.0,1230662000.0,5421000.0,770386000.0,341207000.0,,,
2011-12-31,-3682000.0,14023000.0,4319308000,0.91,807555000,7949450000.0,-170028000.0,1520943000.0,442197000.0,1177875000.0,-74543000.0,-173949000.0,6849346000.0,2976727000.0,6087297000.0,56517000.0,441300000.0,0.0,230687000.0,647082000,11794184000.0,-131464000.0,2798365000.0,485639000.0,5197601000.0,927000.0,2818892000.0,884648000.0,10017791000.0,78111000.0,3488198000.0,873861000.0,437115000,,804774000.0,1367571000.0,442197000.0,-1368000.0,386324000.0,4972723000.0,502063000.0,12817000.0,-94494000.0,-704031000.0,54172000.0,408906000.0,654000.0,-4061901000.0,635055000.0,116954000.0,-32371000.0,1715859000.0,711663000.0,-141010000.0,106848000.0,163700000.0,0.91,-109470000.0,2025396000.0,600815000.0,164439000.0,617169000.0,17983514000.0,2233378000.0,11134168000.0,13099000.0,152568000.0,1177875000.0,1177875000.0,483367000.0,1318885000.0,5425000.0,696776000.0,224223000.0,,,
2012-03-31,,12000000.0,4547000000,1.01,866000000,8809000000.0,-437000000.0,1636000000.0,486000000.0,1304000000.0,75000000.0,-174000000.0,7389000000.0,3777000000.0,,39000000.0,500000000.0,-443000000.0,-361000000.0,705000000,12108000000.0,20000000.0,2911000000.0,485600000.0,5489000000.0,-3000000.0,3134000000.0,1388000000.0,10118000000.0,-43000000.0,3521000000.0,931000000.0,471000000,,859000000.0,1391000000.0,486000000.0,-259000000.0,397000000.0,5032000000.0,1244000000.0,71000000.0,-84000000.0,190000000.0,50000000.0,287000000.0,1000000.0,,686000000.0,120000000.0,8000000.0,1824000000.0,323000000.0,126000000.0,98000000.0,192000000.0,1.0,-481000000.0,2100000000.0,663000000.0,-243000000.0,239000000.0,18944000000.0,2400000000.0,11555000000.0,123000000.0,153000000.0,1304000000.0,1304000000.0,482000000.0,1178000000.0,5000000.0,831000000.0,410000000.0,,,
2012-06-30,,12000000.0,4655000000,1.86,949000000,8820000000.0,448000000.0,1691000000.0,881000000.0,1692000000.0,-2000000.0,-172000000.0,7551000000.0,3936000000.0,,54000000.0,864000000.0,-557000000.0,-37000000.0,770000000,12821000000.0,-32000000.0,2964000000.0,476100000.0,5456000000.0,1000000.0,3164000000.0,1479000000.0,10084000000.0,-3000000.0,3468000000.0,921000000.0,527000000,,846000000.0,1298000000.0,881000000.0,-1000000.0,77000000.0,4884000000.0,1438000000.0,42000000.0,-100000000.0,-495000000.0,50000000.0,271000000.0,1000000.0,,694000000.0,118000000.0,23000000.0,1796000000.0,509000000.0,388000000.0,6000000.0,216000000.0,1.85,-106000000.0,2067000000.0,743000000.0,-96000000.0,409000000.0,18921000000.0,2368000000.0,11370000000.0,23000000.0,156000000.0,1692000000.0,1692000000.0,472900000.0,1304000000.0,5000000.0,785000000.0,135000000.0,,,
2012-09-30,0.0,12000000.0,4501000000,1.13,944000000,8761000000.0,80000000.0,1646000000.0,524000000.0,2054000000.0,-43000000.0,-169000000.0,7650000000.0,2928000000.0,,48000000.0,523000000.0,-396000000.0,17000000.0,765000000,13168000000.0,-29000000.0,2855000000.0,468100000.0,5506000000.0,-1000000.0,3062000000.0,1504000000.0,10253000000.0,39000000.0,4572000000.0,881000000.0,525000000,,811000000.0,1141000000.0,524000000.0,-5000000.0,0.0,5833000000.0,424000000.0,102000000.0,-90000000.0,-394000000.0,53000000.0,226000000.0,11000000.0,,785000000.0,120000000.0,27000000.0,1760000000.0,635000000.0,362000000.0,0.0,214000000.0,1.12,-62000000.0,2081000000.0,739000000.0,130000000.0,545000000.0,19023000000.0,2302000000.0,11373000000.0,55000000.0,152000000.0,2054000000.0,2054000000.0,464800000.0,1692000000.0,5000000.0,770000000.0,277000000.0,,,
2012-12-31,0.0,18000000.0,4221000000,2.13,1671000000,8739000000.0,956000000.0,1496000000.0,979000000.0,2779000000.0,-51000000.0,-350000000.0,7960000000.0,2651000000.0,5831000000.0,116000000.0,-1864000000.0,-624000000.0,84000000.0,609000000,13973000000.0,284000000.0,2725000000.0,463100000.0,5530000000.0,2000000.0,2742000000.0,601000000.0,10561000000.0,89000000.0,4589000000.0,887000000.0,972000000,243000000.0,816000000.0,524000000.0,979000000.0,-7000000.0,168000000.0,6088000000.0,459000000.0,68000000.0,-108000000.0,-872000000.0,61000000.0,320000000.0,3000000.0,-3837000000.0,799000000.0,244000000.0,870000000.0,1585000000.0,605000000.0,725000000.0,51000000.0,486000000.0,2.11,-74000000.0,1994000000.0,1458000000.0,196000000.0,497000000.0,19309000000.0,2258000000.0,11349000000.0,80000000.0,152000000.0,2779000000.0,2779000000.0,459700000.0,2054000000.0,5000000.0,676000000.0,293000000.0,,,
2013-03-31,,9000000.0,4009000000,0.78,894000000,8927000000.0,-134000000.0,1507000000.0,354000000.0,2662000000.0,94000000.0,0.0,8110000000.0,2802000000.0,,99000000.0,-27000000.0,-344000000.0,-228000000.0,660000000,14156000000.0,4000000.0,2502000000.0,454800000.0,5392000000.0,-3000000.0,2789000000.0,1235000000.0,10274000000.0,-38000000.0,4556000000.0,847000000.0,459000000,,779000000.0,1260000000.0,354000000.0,0.0,316000000.0,6125000000.0,456000000.0,36000000.0,-89000000.0,-305000000.0,60000000.0,,7000000.0,,1172000000.0,309000000.0,46000000.0,1514000000.0,366000000.0,-117000000.0,84000000.0,187000000.0,0.78,-59000000.0,1960000000.0,646000000.0,-175000000.0,277000000.0,19206000000.0,2182000000.0,11096000000.0,13000000.0,188000000.0,2662000000.0,2662000000.0,451700000.0,2779000000.0,6000000.0,749000000.0,155000000.0,,,
2013-06-30,,9000000.0,4219000000,1.04,857000000,8968000000.0,-42000000.0,1600000000.0,465000000.0,2768000000.0,-19000000.0,-171000000.0,8213000000.0,3711000000.0,,91000000.0,1000000.0,-333000000.0,-36000000.0,702000000,14451000000.0,45000000.0,2619000000.0,452500000.0,5359000000.0,-3000000.0,2907000000.0,1336000000.0,10225000000.0,5000000.0,3771000000.0,898000000.0,464000000,,833000000.0,1103000000.0,465000000.0,-1000000.0,235000000.0,5257000000.0,1301000000.0,92000000.0,-89000000.0,-359000000.0,59000000.0,,7000000.0,,1193000000.0,383000000.0,11000000.0,1490000000.0,643000000.0,106000000.0,64000000.0,190000000.0,1.03,-18000000.0,1936000000.0,654000000.0,-140000000.0,554000000.0,19199000000.0,2132000000.0,10986000000.0,1000000.0,144000000.0,2768000000.0,2768000000.0,449600000.0,2662000000.0,6000000.0,717000000.0,12000000.0,,,
2013-09-30,,8000000.0,3568000000,1.01,835000000,9283000000.0,-221000000.0,1420000000.0,452000000.0,3018000000.0,-32000000.0,-171000000.0,9582000000.0,3941000000.0,,75000000.0,4000000.0,-357000000.0,138000000.0,680000000,14716000000.0,53000000.0,2148000000.0,448900000.0,4854000000.0,2000000.0,2493000000.0,1282000000.0,10462000000.0,-3000000.0,3808000000.0,740000000.0,406000000,,676000000.0,1081000000.0,452000000.0,0.0,1951000000.0,5342000000.0,1328000000.0,58000000.0,-79000000.0,-438000000.0,60000000.0,,6000000.0,,1174000000.0,453000000.0,8000000.0,1308000000.0,811000000.0,250000000.0,394000000.0,222000000.0,1.01,-290000000.0,1667000000.0,628000000.0,100000000.0,732000000.0,19751000000.0,2121000000.0,10169000000.0,4000000.0,147000000.0,3018000000.0,3018000000.0,445900000.0,2768000000.0,6000000.0,616000000.0,292000000.0,,,
2013-12-31,,11000000.0,3554000000,0.93,767000000,10257000000.0,-59000000.0,1381000000.0,408000000.0,3618000000.0,-35000000.0,-186000000.0,9816000000.0,6034000000.0,4872000000.0,69000000.0,9000000.0,-1072000000.0,246000000.0,628000000,14943000000.0,-96000000.0,2173000000.0,440900000.0,4886000000.0,-1000000.0,2365000000.0,582000000.0,9703000000.0,60000000.0,2793000000.0,753000000.0,407000000,207000000.0,689000000.0,583000000.0,408000000.0,-5000000.0,148000000.0,4223000000.0,3551000000.0,20000000.0,-111000000.0,-38000000.0,60000000.0,294000000.0,4000000.0,-3163000000.0,769000000.0,507000000.0,-45000000.0,1247000000.0,708000000.0,600000000.0,317000000.0,166000000.0,0.93,-2000000.0,1709000000.0,573000000.0,132000000.0,597000000.0,19966000000.0,1999000000.0,10150000000.0,22000000.0,134000000.0,3618000000.0,3618000000.0,437700000.0,3018000000.0,6000000.0,634000000.0,384000000.0,,,
2014-03-31,,9000000.0,3569000000,1.12,806000000,11590000000.0,-66000000.0,1411000000.0,473000000.0,3547000000.0,-5000000.0,-181000000.0,10028000000.0,5360000000.0,,84000000.0,8000000.0,-1440000000.0,-321000000.0,667000000,15243000000.0,12000000.0,2158000000.0,425000000.0,4893000000.0,-4000000.0,2563000000.0,1204000000.0,8574000000.0,-49000000.0,4789000000.0,744000000.0,428000000,,682000000.0,919000000.0,473000000.0,-722000000.0,1940000000.0,6230000000.0,2833000000.0,27000000.0,-68000000.0,-329000000.0,64000000.0,,-1000000.0,,1231000000.0,522000000.0,9000000.0,1298000000.0,314000000.0,-71000000.0,361000000.0,184000000.0,1.11,-2000000.0,1699000000.0,612000000.0,-197000000.0,246000000.0,20170000000.0,1936000000.0,10142000000.0,1000000.0,130000000.0,3547000000.0,3547000000.0,421900000.0,3618000000.0,6000000.0,689000000.0,420000000.0,,,
2014-06-30,,12000000.0,3719000000,3.69,899000000,11496000000.0,3140000000.0,1500000000.0,1492000000.0,5297000000.0,-17000000.0,-174000000.0,9791000000.0,3923000000.0,,715000000.0,-4000000.0,-1465000000.0,613000000.0,763000000,16568000000.0,39000000.0,2219000000.0,407600000.0,4904000000.0,18000000.0,2598000000.0,1278000000.0,8435000000.0,-6000000.0,6140000000.0,737000000.0,494000000,,677000000.0,918000000.0,1492000000.0,-1759000000.0,0.0,7573000000.0,1070000000.0,54000000.0,-78000000.0,-1995000000.0,64000000.0,,8000000.0,,1297000000.0,515000000.0,7000000.0,1305000000.0,573000000.0,1750000000.0,0.0,212000000.0,3.66,-4000000.0,1700000000.0,706000000.0,-35000000.0,495000000.0,19936000000.0,1876000000.0,10145000000.0,10000000.0,129000000.0,5297000000.0,5297000000.0,404700000.0,3547000000.0,6000000.0,683000000.0,359000000.0,,,
2014-09-30,,9000000.0,3692000000,1.35,920000000,11227000000.0,-126000000.0,1510000000.0,531000000.0,4820000000.0,46000000.0,-166000000.0,9152000000.0,3874000000.0,,277000000.0,4000000.0,-611000000.0,-354000000.0,775000000,16909000000.0,-42000000.0,2182000000.0,396800000.0,4771000000.0,1000000.0,2519000000.0,1307000000.0,7796000000.0,-7000000.0,6034000000.0,735000000.0,507000000,,675000000.0,901000000.0,531000000.0,0.0,0.0,7353000000.0,1496000000.0,12000000.0,-126000000.0,-255000000.0,68000000.0,,2000000.0,,1258000000.0,418000000.0,17000000.0,1265000000.0,271000000.0,-477000000.0,0.0,217000000.0,1.34,-37000000.0,1693000000.0,724000000.0,-7000000.0,145000000.0,19028000000.0,1825000000.0,9876000000.0,12000000.0,128000000.0,4820000000.0,4820000000.0,394000000.0,5297000000.0,6000000.0,594000000.0,-148000000.0,,,
2014-12-31,,9000000.0,3504000000,1.17,831000000,10854000000.0,-106000000.0,1390000000.0,450000000.0,3990000000.0,-44000000.0,-190000000.0,8076000000.0,3533000000.0,4799000000.0,64000000.0,2000000.0,-830000000.0,-168000000.0,686000000,17173000000.0,46000000.0,2114000000.0,389200000.0,4667000000.0,-32000000.0,2293000000.0,638000000.0,6819000000.0,52000000.0,5981000000.0,704000000.0,461000000,194000000.0,644000000.0,525000000.0,450000000.0,-950000000.0,192000000.0,7321000000.0,1476000000.0,55000000.0,-89000000.0,-972000000.0,54000000.0,251000000.0,10000000.0,-3113000000.0,733000000.0,338000000.0,-40000000.0,1180000000.0,458000000.0,-830000000.0,49000000.0,196000000.0,1.16,-2000000.0,1686000000.0,657000000.0,169000000.0,369000000.0,17678000000.0,1799000000.0,9602000000.0,5000000.0,120000000.0,3990000000.0,3990000000.0,386400000.0,4820000000.0,6000000.0,512000000.0,-658000000.0,,,
2015-03-31,,14000000.0,3342000000,1.22,836000000,10955000000.0,-58000000.0,1372000000.0,458000000.0,2672000000.0,62000000.0,-186000000.0,6667000000.0,3744000000.0,,96000000.0,14000000.0,-1479000000.0,-160000000.0,697000000,17453000000.0,11000000.0,1970000000.0,379200000.0,4498000000.0,-10000000.0,2367000000.0,1083000000.0,4978000000.0,-58000000.0,5845000000.0,675000000.0,458000000,,616000000.0,986000000.0,458000000.0,,0.0,7211000000.0,1708000000.0,31000000.0,-83000000.0,-1397000000.0,54000000.0,,4000000.0,,1137000000.0,380000000.0,21000000.0,1187000000.0,442000000.0,-1318000000.0,0.0,206000000.0,1.21,-2000000.0,1624000000.0,664000000.0,-173000000.0,359000000.0,15937000000.0,1733000000.0,9270000000.0,1000000.0,118000000.0,2672000000.0,2672000000.0,376600000.0,3990000000.0,6000000.0,670000000.0,-1226000000.0,,,
2015-06-30,,10000000.0,3434000000,1.31,869000000,11042000000.0,-103000000.0,1410000000.0,480000000.0,2858000000.0,-22000000.0,-179000000.0,7033000000.0,2746000000.0,,61000000.0,-9000000.0,-307000000.0,-136000000.0,730000000,17755000000.0,-18000000.0,2024000000.0,368400000.0,4543000000.0,-42000000.0,2412000000.0,1147000000.0,5302000000.0,10000000.0,6994000000.0,680000000.0,480000000,,622000000.0,939000000.0,480000000.0,,0.0,8296000000.0,819000000.0,16000000.0,-64000000.0,-262000000.0,55000000.0,,-1000000.0,,1159000000.0,363000000.0,21000000.0,1191000000.0,448000000.0,186000000.0,0.0,216000000.0,1.3,-4000000.0,1636000000.0,696000000.0,-16000000.0,384000000.0,16348000000.0,1679000000.0,9315000000.0,2000000.0,118000000.0,2858000000.0,2858000000.0,366200000.0,2672000000.0,6000000.0,533000000.0,-1046000000.0,,,
2015-09-30,,9000000.0,3354000000,1.4,904000000,11014000000.0,8000000.0,1401000000.0,511000000.0,3001000000.0,-27000000.0,-177000000.0,6969000000.0,2724000000.0,,71000000.0,-1000000.0,-216000000.0,95000000.0,763000000,18066000000.0,-28000000.0,1953000000.0,367100000.0,4470000000.0,49000000.0,2339000000.0,1137000000.0,5086000000.0,16000000.0,7000000000.0,638000000.0,511000000,,581000000.0,948000000.0,511000000.0,-1000000.0,0.0,8290000000.0,812000000.0,1000000.0,-62000000.0,-395000000.0,59000000.0,,4000000.0,,1160000000.0,342000000.0,21000000.0,1153000000.0,706000000.0,143000000.0,0.0,214000000.0,1.39,0.0,1601000000.0,725000000.0,32000000.0,644000000.0,16104000000.0,1618000000.0,9135000000.0,14000000.0,120000000.0,3001000000.0,3001000000.0,365100000.0,2858000000.0,6000000.0,498000000.0,-1370000000.0,,,
2015-12-31,,8000000.0,3275000000,1.24,813000000,10501000000.0,-57000000.0,1334000000.0,450000000.0,3090000000.0,-43000000.0,-200000000.0,6720000000.0,2368000000.0,4655000000.0,57000000.0,8000000.0,0.0,94000000.0,679000000,18316000000.0,24000000.0,1941000000.0,365900000.0,4439000000.0,2000000.0,2203000000.0,589000000.0,5224000000.0,57000000.0,6896000000.0,655000000.0,450000000,169000000.0,598000000.0,519000000.0,450000000.0,-1000000.0,124000000.0,8133000000.0,526000000.0,11000000.0,-75000000.0,-472000000.0,58000000.0,212000000.0,1000000.0,-3078000000.0,684000000.0,256000000.0,-39000000.0,1086000000.0,703000000.0,89000000.0,46000000.0,184000000.0,1.23,0.0,1577000000.0,634000000.0,115000000.0,628000000.0,15729000000.0,1560000000.0,9009000000.0,5000000.0,121000000.0,3090000000.0,3090000000.0,363700000.0,3001000000.0,6000000.0,449000000.0,-1504000000.0,,,
2016-03-31,,9000000.0,3274000000,1.29,843000000,10215000000.0,-50000000.0,1378000000.0,468000000.0,2448000000.0,45000000.0,-200000000.0,6241000000.0,2716000000.0,,257000000.0,4000000.0,-480000000.0,92000000.0,722000000,18586000000.0,-213000000.0,1896000000.0,363900000.0,4504000000.0,0.0,2394000000.0,1086000000.0,5218000000.0,-29000000.0,6353000000.0,656000000.0,468000000,,597000000.0,995000000.0,468000000.0,-525000000.0,0.0,7499000000.0,650000000.0,39000000.0,-57000000.0,-1163000000.0,58000000.0,,3000000.0,,1088000000.0,151000000.0,4000000.0,1134000000.0,479000000.0,-642000000.0,0.0,200000000.0,1.29,-2000000.0,1598000000.0,668000000.0,-155000000.0,422000000.0,15437000000.0,1501000000.0,9196000000.0,6000000.0,117000000.0,2448000000.0,2448000000.0,362000000.0,3090000000.0,6000000.0,525000000.0,-1332000000.0,,,
2016-06-30,,11000000.0,3431000000,1.47,924000000,10272000000.0,-65000000.0,1464000000.0,525000000.0,2355000000.0,23000000.0,-198000000.0,6167000000.0,2824000000.0,,130000000.0,-3000000.0,-520000000.0,-131000000.0,792000000,18916000000.0,10000000.0,1967000000.0,358500000.0,4466000000.0,-8000000.0,2413000000.0,1116000000.0,4946000000.0,-25000000.0,6300000000.0,672000000.0,525000000,,617000000.0,999000000.0,525000000.0,213000000.0,0.0,7448000000.0,864000000.0,18000000.0,-64000000.0,-481000000.0,58000000.0,,5000000.0,,1102000000.0,149000000.0,17000000.0,1145000000.0,535000000.0,-93000000.0,0.0,226000000.0,1.46,0.0,1580000000.0,751000000.0,-55000000.0,471000000.0,15222000000.0,1441000000.0,9055000000.0,4000000.0,115000000.0,2355000000.0,2355000000.0,356600000.0,2448000000.0,6000000.0,519000000.0,-1470000000.0,,,
2016-09-30,,11000000.0,3495000000,1.51,941000000,10916000000.0,-522000000.0,1468000000.0,535000000.0,2299000000.0,-45000000.0,-195000000.0,6185000000.0,3486000000.0,,132000000.0,-5000000.0,-482000000.0,-12000000.0,808000000,19223000000.0,-25000000.0,2027000000.0,355500000.0,4711000000.0,0.0,2496000000.0,1180000000.0,4788000000.0,7000000.0,6329000000.0,660000000.0,535000000,,604000000.0,970000000.0,535000000.0,0.0,0.0,7430000000.0,1364000000.0,17000000.0,-81000000.0,-155000000.0,58000000.0,,6000000.0,,1164000000.0,131000000.0,13000000.0,1167000000.0,624000000.0,-56000000.0,0.0,228000000.0,1.5,-454000000.0,1702000000.0,763000000.0,12000000.0,543000000.0,15709000000.0,1480000000.0,9524000000.0,7000000.0,120000000.0,2299000000.0,2299000000.0,353500000.0,2355000000.0,6000000.0,582000000.0,-1468000000.0,,,
2016-12-31,,8000000.0,3399000000,1.46,907000000,10942000000.0,105000000.0,1393000000.0,507000000.0,2472000000.0,-26000000.0,-228000000.0,6123000000.0,2760000000.0,4783000000.0,169000000.0,9000000.0,-518000000.0,88000000.0,742000000,19505000000.0,-35000000.0,2006000000.0,350400000.0,4558000000.0,-5000000.0,2357000000.0,627000000.0,4254000000.0,56000000.0,7177000000.0,651000000.0,507000000,180000000.0,597000000.0,418000000.0,507000000.0,0.0,122000000.0,8182000000.0,652000000.0,10000000.0,-71000000.0,-456000000.0,63000000.0,73000000.0,3000000.0,-3131000000.0,752000000.0,134000000.0,9000000.0,1076000000.0,664000000.0,173000000.0,45000000.0,219000000.0,1.45,3000000.0,1652000000.0,726000000.0,66000000.0,593000000.0,15201000000.0,1463000000.0,9078000000.0,4000000.0,118000000.0,2472000000.0,2472000000.0,348300000.0,2299000000.0,6000000.0,511000000.0,-1807000000.0,,,
2017-03-31,,9000000.0,3471000000,1.55,927000000,11031000000.0,-57000000.0,1467000000.0,536000000.0,2493000000.0,56000000.0,-226000000.0,6430000000.0,2875000000.0,,256000000.0,1000000.0,-250000000.0,-216000000.0,809000000,19817000000.0,20000000.0,2004000000.0,349000000.0,4605000000.0,0.0,2534000000.0,1149000000.0,4493000000.0,-67000000.0,7205000000.0,658000000.0,536000000,,605000000.0,830000000.0,536000000.0,-652000000.0,0.0,8156000000.0,671000000.0,18000000.0,-64000000.0,-450000000.0,64000000.0,,-11000000.0,,984000000.0,121000000.0,4000000.0,1158000000.0,463000000.0,21000000.0,0.0,213000000.0,1.54,-3000000.0,1674000000.0,749000000.0,-148000000.0,399000000.0,15529000000.0,1411000000.0,9099000000.0,7000000.0,114000000.0,2493000000.0,2493000000.0,346200000.0,2472000000.0,6000000.0,574000000.0,-1643000000.0,,,
