date,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyCapitalStock,quarterlyChangeInAccountPayable,quarterlyBeginningCashPosition,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,quarterlyAccountsPayable,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyBasicEPS,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyEbitda,quarterlyChangeInWorkingCapital,quarterlyResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2011-12-31,3734000000.0,,0.0,4711000000.0,8657000000.0,695000000.0,1529000000.0,2243000000,101000000,1012000000.0,5055000000.0,202000000.0,114000000.0,230000000,,89000000,105000000,105000000,309000000.0,6000000,554000000,-80000000,1539000000.0,554000000.0,-24000000.0,554000000.0,62000000.0,212000000.0,112000000,-9000000.0,6881000000.0,482000000.0,91000000.0,227000000,-5000000,112000000,245000000.0,0.0,0.0,,1000000.0,2000000.0,-57000000.0,453000000,389000000,-559000000.0,246000000,912000000.0,,1662000000.0,,-1000000.0,-171000000.0,-3436000000.0,-2000000,3622000000.0,5000000.0,9000000.0,-1000000.0,261000000,189000000,43000000,-19000000,-11000000.0,87000000,-947000000.0,,2632000000,7058000000.0,3946000000.0,1826000000.0,143000000,-155000000,-113000000,340000000,,
2012-03-31,3632000000.0,0.68,0.0,4744000000.0,8953000000.0,658000000.0,1801000000.0,2363000000,-91000000,987000000.0,4947000000.0,223000000.0,108000000.0,221000000,236500000.0,167000000,163000000,163000000,328000000.0,1000000,463000000,-109000000,1638000000.0,463000000.0,-24000000.0,463000000.0,59000000.0,193000000.0,109000000,-34000000.0,6933000000.0,476000000.0,87000000.0,109000000,-3000000,-65000000,196000000.0,,,240100000.0,-7000000.0,2000000.0,186000000.0,554000000,550000000,-468000000.0,265000000,1128000000.0,,1904000000.0,0.69,-7000000.0,-127000000.0,,60000000,3648000000.0,10000000.0,11000000.0,1000000.0,395000000,-131000000,39000000,19000000,-2000000.0,227000000,-815000000.0,,2913000000,,4209000000.0,1986000000.0,285000000,-176000000,-81000000,190000000,,
2012-06-30,3605000000.0,0.52,0.0,4620000000.0,8729000000.0,669000000.0,1677000000.0,2387000000,-11000000,929000000.0,4875000000.0,223000000.0,106000000.0,232000000,237800000.0,130000000,124000000,124000000,341000000.0,-3000000,452000000,-76000000,1645000000.0,452000000.0,-24000000.0,452000000.0,57000000.0,143000000.0,107000000,-26000000.0,6723000000.0,486000000.0,78000000.0,76000000,1000000,-74000000,209000000.0,,,240500000.0,0.0,2000000.0,-86000000.0,463000000,527000000,-589000000.0,272000000,1009000000.0,,1888000000.0,0.52,7000000.0,-68000000.0,,65000000,3536000000.0,5000000.0,10000000.0,0.0,359000000,-98000000,38000000,12000000,0.0,195000000,-715000000.0,,2914000000,,4109000000.0,1848000000.0,255000000,-88000000,-82000000,158000000,,
2012-09-30,3553000000.0,0.48,0.0,4704000000.0,8946000000.0,690000000.0,1626000000.0,2204000000,-17000000,910000000.0,4825000000.0,223000000.0,107000000.0,220000000,237900000.0,120000000,116000000,116000000,362000000.0,-45000000,435000000,-114000000,1807000000.0,435000000.0,-24000000.0,435000000.0,56000000.0,130000000.0,108000000,-24000000.0,6730000000.0,482000000.0,74000000.0,123000000,-5000000,-113000000,234000000.0,0.0,,240800000.0,0.0,2000000.0,22000000.0,452000000,537000000,-483000000.0,255000000,1057000000.0,,2092000000.0,0.49,0.0,-120000000.0,,61000000,3626000000.0,6000000.0,9000000.0,1000000.0,345000000,-70000000,35000000,16000000,-16000000.0,181000000,-623000000.0,,2741000000,,4242000000.0,1905000000.0,282000000,-114000000,-85000000,208000000,,
2012-12-31,3418000000.0,,93000000.0,4765000000.0,8884000000.0,529000000.0,1583000000.0,2199000000,-48000000,103000000.0,4807000000.0,238000000.0,117000000.0,278000000,,-39000000,-40000000,-40000000,228000000.0,-117000000,387000000,-172000000,1819000000.0,387000000.0,-24000000.0,387000000.0,54000000.0,288000000.0,108000000,-43000000.0,6988000000.0,332000000.0,68000000.0,54000000,-8000000,4000000,222000000.0,0.0,,,7000000.0,2000000.0,24000000.0,435000000,420000000,-744000000.0,305000000,1150000000.0,16000000.0,1773000000.0,,-2000000.0,-484000000.0,-3863000000.0,-17000000,3745000000.0,6000000.0,3000000.0,1000000.0,106000000,143000000,40000000,-85000000,-127000000.0,-56000000,-687000000.0,24000000.0,2619000000,7608000000.0,4119000000.0,2181000000.0,115000000,-95000000,-164000000,218000000,,
2013-03-31,3493000000.0,-0.1,0.0,4716000000.0,8719000000.0,652000000.0,1646000000.0,2353000000,-140000000,1115000000.0,4771000000.0,236000000.0,116000000.0,226000000,239000000.0,-15000000,-24000000,-24000000,163000000.0,-78000000,247000000,-85000000,1797000000.0,247000000.0,-30000000.0,247000000.0,51000000.0,298000000.0,107000000,-5000000.0,6894000000.0,441000000.0,63000000.0,-163000000,-5000000,-9000000,204000000.0,,-85000000.0,239000000.0,-6000000.0,2000000.0,10000000.0,387000000,349000000,-777000000.0,255000000,1135000000.0,,1695000000.0,-0.1,16000000.0,-428000000.0,,-20000000,3643000000.0,8000000.0,6000000.0,3000000.0,123000000,-156000000,36000000,-67000000,-12000000.0,-35000000,-747000000.0,,2702000000,,4003000000.0,2123000000.0,94000000,21000000,-89000000,-74000000,,
2013-06-30,3458000000.0,0.19,0.0,4722000000.0,8654000000.0,705000000.0,1714000000.0,2379000000,-75000000,1091000000.0,4720000000.0,246000000.0,130000000.0,233000000,239700000.0,54000000,47000000,47000000,171000000.0,-25000000,172000000,-97000000,1698000000.0,172000000.0,-30000000.0,172000000.0,47000000.0,317000000.0,109000000,-27000000.0,6811000000.0,454000000.0,59000000.0,-20000000,3000000,88000000,248000000.0,,-101000000.0,242200000.0,0.0,2000000.0,-70000000.0,247000000,451000000,-786000000.0,281000000,1031000000.0,,1709000000.0,0.2,20000000.0,-31000000.0,,44000000,3613000000.0,6000000.0,-3000000.0,0.0,254000000,-103000000,34000000,-2000000,-27000000.0,98000000,-732000000.0,,2830000000,,3932000000.0,2091000000.0,170000000,-48000000,-92000000,72000000,,
2013-09-30,3579000000.0,0.26,0.0,4895000000.0,9021000000.0,689000000.0,1703000000.0,2335000000,225000000,1115000000.0,4961000000.0,274000000.0,131000000.0,238000000,239800000.0,72000000,64000000,64000000,267000000.0,-34000000,397000000,-206000000,1695000000.0,397000000.0,-30000000.0,397000000.0,48000000.0,295000000.0,110000000,-44000000.0,7058000000.0,451000000.0,55000000.0,276000000,-2000000,39000000,205000000.0,,40000000.0,242500000.0,0.0,2000000.0,42000000.0,172000000,507000000,-714000000.0,272000000,1075000000.0,,1821000000.0,0.27,14000000.0,-53000000.0,,81000000,3745000000.0,7000000.0,5000000.0,1000000.0,311000000,91000000,35000000,100000000,-104000000.0,153000000,-698000000.0,,2842000000,,4126000000.0,2097000000.0,235000000,39000000,-114000000,390000000,,
2013-12-31,3639000000.0,,55000000.0,5029000000.0,9188000000.0,538000000.0,1575000000.0,2259000000,123000000,202000000.0,4900000000.0,285000000.0,131000000.0,245000000,,43000000,41000000,41000000,313000000.0,-55000000,520000000,-178000000,1741000000.0,520000000.0,-30000000.0,520000000.0,44000000.0,277000000.0,122000000,-28000000.0,7059000000.0,397000000.0,87000000.0,144000000,-7000000,-41000000,200000000.0,,135000000.0,,0.0,2000000.0,6000000.0,397000000,446000000,-577000000.0,284000000,1113000000.0,11000000.0,1980000000.0,,23000000.0,-399000000.0,-4267000000.0,20000000,3824000000.0,8000000.0,3000000.0,9000000.0,229000000,135000000,35000000,-21000000,-27000000.0,63000000,-687000000.0,61000000.0,2705000000,8091000000.0,4159000000.0,2159000000.0,162000000,-18000000,-176000000,320000000,,
2014-03-31,3626000000.0,0.22,0.0,4999000000.0,9227000000.0,717000000.0,1724000000.0,2305000000,-243000000,917000000.0,4835000000.0,285000000.0,130000000.0,229000000,240900000.0,69000000,54000000,54000000,292000000.0,-36000000,277000000,-104000000,1911000000.0,277000000.0,-30000000.0,277000000.0,48000000.0,270000000.0,123000000,,7050000000.0,467000000.0,82000000.0,-174000000,-12000000,-172000000,202000000.0,,-149000000.0,244500000.0,-6000000.0,2000000.0,107000000.0,520000000,450000000,-574000000.0,261000000,1185000000.0,,2020000000.0,0.22,14000000.0,-33000000.0,,36000000,3794000000.0,8000000.0,1000000.0,4000000.0,276000000,-245000000,36000000,-23000000,-11000000.0,105000000,-669000000.0,,2755000000,,4228000000.0,2215000000.0,189000000,-71000000,-107000000,-67000000,,
2014-06-30,3814000000.0,0.48,0.0,4994000000.0,9442000000.0,682000000.0,1870000000.0,2483000000,126000000,906000000.0,4990000000.0,290000000.0,130000000.0,244000000,241800000.0,124000000,119000000,119000000,270000000.0,-11000000,403000000,-98000000,1847000000.0,403000000.0,-30000000.0,403000000.0,51000000.0,257000000.0,116000000,,7134000000.0,483000000.0,75000000.0,-57000000,-4000000,63000000,219000000.0,,-151000000.0,245700000.0,-1000000.0,2000000.0,-13000000.0,277000000,505000000,-556000000.0,276000000,1162000000.0,,2153000000.0,0.49,13000000.0,-27000000.0,,43000000,3776000000.0,8000000.0,2000000.0,24000000.0,334000000,-190000000,37000000,-9000000,-18000000.0,167000000,-582000000.0,,2988000000,,4448000000.0,2144000000.0,229000000,174000000,-107000000,50000000,,
2014-09-30,3758000000.0,0.76,0.0,4915000000.0,9409000000.0,629000000.0,1676000000.0,2369000000,179000000,838000000.0,4891000000.0,292000000.0,126000000.0,227000000,242600000.0,194000000,188000000,188000000,295000000.0,-38000000,582000000,-135000000,1788000000.0,582000000.0,-31000000.0,582000000.0,49000000.0,274000000.0,96000000,,7013000000.0,506000000.0,71000000.0,223000000,-28000000,-3000000,295000000.0,,139000000.0,246700000.0,0.0,3000000.0,37000000.0,403000000,515000000,-643000000.0,274000000,1176000000.0,,2234000000.0,0.77,9000000.0,-16000000.0,,-40000000,3703000000.0,6000000.0,-1000000.0,4000000.0,299000000,40000000,40000000,-12000000,-8000000.0,154000000,-425000000.0,,2884000000,,4494000000.0,2122000000.0,241000000,-41000000,-137000000,360000000,,
2014-12-31,4939000000.0,,89000000.0,5963000000.0,11002000000.0,594000000.0,1707000000.0,2502000000,278000000,219000000.0,6719000000.0,350000000.0,122000000.0,274000000,,-34000000,-38000000,-38000000,333000000.0,-97000000,860000000,-1269000000,2025000000.0,860000000.0,-30000000.0,860000000.0,57000000.0,267000000.0,110000000,,9051000000.0,487000000.0,95000000.0,167000000,-52000000,92000000,313000000.0,,163000000.0,,0.0,3000000.0,-45000000.0,582000000,449000000,-1053000000.0,317000000,1275000000.0,5000000.0,1778000000.0,,12000000.0,-390000000.0,-4361000000.0,12000000,4423000000.0,6000000.0,7000000.0,15000000.0,145000000,301000000,45000000,-7000000,-1031000000.0,-22000000,-493000000.0,35000000.0,2951000000,8784000000.0,5039000000.0,2332000000.0,132000000,1135000000,-250000000,417000000,,
2015-03-31,4829000000.0,0.02,754000000.0,5864000000.0,10751000000.0,705000000.0,1668000000.0,2139000000,134000000,1675000000.0,6504000000.0,350000000.0,119000000.0,246000000,243900000.0,17000000,5000000,5000000,327000000.0,-95000000,1003000000,-81000000,1869000000.0,1003000000.0,-31000000.0,1003000000.0,56000000.0,529000000.0,95000000,,8978000000.0,1614000000.0,94000000.0,-115000000,-12000000,54000000,347000000.0,66000000.0,-49000000.0,247200000.0,-7000000.0,3000000.0,-2000000.0,870000000,450000000,-1216000000.0,280000000,1191000000.0,,1773000000.0,0.02,68000000.0,-87000000.0,,2000000,4250000000.0,9000000.0,5000000.0,0.0,170000000,-81000000,42000000,-33000000,-13000000.0,19000000,-526000000.0,,2589000000,,4887000000.0,2474000000.0,170000000,189000000,-149000000,34000000,,
2015-06-30,4927000000.0,0.12,0.0,5983000000.0,10578000000.0,737000000.0,1754000000.0,2191000000,-395000000,1348000000.0,6614000000.0,350000000.0,119000000.0,249000000,244100000.0,41000000,29000000,29000000,339000000.0,-132000000,599000000,-152000000,1938000000.0,599000000.0,-31000000.0,599000000.0,53000000.0,127000000.0,99000000,,8736000000.0,650000000.0,92000000.0,0,-27000000,-47000000,190000000.0,0.0,-93000000.0,247500000.0,0.0,3000000.0,14000000.0,994000000,549000000,-1159000000.0,289000000,1209000000.0,,1658000000.0,0.12,28000000.0,-335000000.0,,34000000,4328000000.0,8000000.0,7000000.0,1000000.0,227000000,-55000000,41000000,-26000000,-34000000.0,75000000,-528000000.0,,2740000000,,4595000000.0,2122000000.0,260000000,-391000000,-147000000,147000000,,
2015-09-30,4716000000.0,0.22,0.0,5985000000.0,10236000000.0,795000000.0,1632000000.0,2165000000,-166000000,1316000000.0,6380000000.0,346000000.0,117000000.0,232000000,244200000.0,63000000,55000000,55000000,348000000.0,-22000000,433000000,-150000000,1850000000.0,433000000.0,-30000000.0,433000000.0,49000000.0,158000000.0,103000000,,8445000000.0,632000000.0,86000000.0,48000000,-13000000,39000000,200000000.0,0.0,89000000.0,246600000.0,0.0,3000000.0,-123000000.0,599000000,473000000,-1245000000.0,290000000,1068000000.0,,1603000000.0,0.23,13000000.0,-216000000.0,,49000000,4380000000.0,4000000.0,-1000000.0,0.0,264000000,3000000,41000000,8000000,-5000000.0,112000000,-503000000.0,,2638000000,,4251000000.0,2065000000.0,183000000,-216000000,-158000000,206000000,,
2015-12-31,4625000000.0,0.02,686000000.0,5986000000.0,9820000000.0,565000000.0,1449000000.0,1956000000,-176000000,1649000000.0,6274000000.0,365000000.0,116000000.0,255000000,239000000.0,9000000,4000000,4000000,422000000.0,-77000000,269000000,-217000000,1692000000.0,269000000.0,-29000000.0,269000000.0,47000000.0,170000000.0,102000000,-16000000.0,8191000000.0,1540000000.0,86000000.0,-21000000,-9000000,133000000,424000000.0,0.0,174000000.0,241000000.0,-100000000.0,3000000.0,-46000000.0,437000000,376000000,-1288000000.0,282000000,1061000000.0,,1629000000.0,0.02,8000000.0,-8000000.0,-4471000000.0,-39000000,4446000000.0,9000000.0,3000000.0,0.0,119000000,15000000,36000000,26000000,-16000000.0,-30000000,-528000000.0,18000000.0,2332000000,8917000000.0,3834000000.0,1917000000.0,94000000,-144000000,-209000000,188000000,,
2016-03-31,4725000000.0,0.24,0.0,6010000000.0,9840000000.0,652000000.0,1572000000.0,1939000000,-49000000,1223000000.0,6373000000.0,344000000.0,123000000.0,223000000,236100000.0,63000000,56000000,56000000,425000000.0,-11000000,208000000,-101000000,1689000000.0,208000000.0,-30000000.0,208000000.0,50000000.0,103000000.0,100000000,-12000000.0,8155000000.0,576000000.0,106000000.0,-11000000,-9000000,22000000,281000000.0,,-105000000.0,237900000.0,-2000000.0,3000000.0,-31000000.0,257000000,416000000,-1261000000.0,265000000,1027000000.0,,1499000000.0,0.24,10000000.0,-48000000.0,,27000000,4437000000.0,8000000.0,6000000.0,,240000000,-98000000,37000000,6000000,-12000000.0,90000000,-504000000.0,,2355000000,,3830000000.0,1782000000.0,151000000,-38000000,-99000000,88000000,,
2016-06-30,4654000000.0,0.36,1689000000.0,5936000000.0,9727000000.0,602000000.0,1546000000.0,2087000000,165000000,6330000000.0,6330000000.0,335000000.0,123000000.0,234000000,236000000.0,95000000,87000000,87000000,466000000.0,-28000000,383000000,-73000000,1522000000.0,383000000.0,-30000000.0,383000000.0,50000000.0,96000000.0,109000000,-2000000.0,8019000000.0,1559000000.0,97000000.0,265000000,-20000000,155000000,2269000000.0,,15000000.0,240000000.0,0.0,3000000.0,-25000000.0,218000000,457000000,-1296000000.0,252000000,991000000.0,,1708000000.0,0.37,17000000.0,-569000000.0,,32000000,4377000000.0,9000000.0,-7000000.0,,286000000,98000000,39000000,46000000,-2000000.0,127000000,-447000000.0,,2544000000,,3791000000.0,1689000000.0,457000000,-115000000,-90000000,355000000,,
2016-09-30,4469000000.0,0.23,20000000.0,5924000000.0,9707000000.0,655000000.0,1466000000.0,1965000000,66000000,1197000000.0,6147000000.0,427000000.0,123000000.0,221000000,236300000.0,65000000,55000000,55000000,471000000.0,-47000000,439000000,-96000000,1444000000.0,439000000.0,-30000000.0,439000000.0,52000000.0,88000000.0,113000000,-9000000.0,7936000000.0,575000000.0,97000000.0,304000000,-4000000,69000000,317000000.0,,84000000.0,240100000.0,-1000000.0,3000000.0,40000000.0,373000000,398000000,-1266000000.0,235000000,1026000000.0,,1588000000.0,0.23,5000000.0,-245000000.0,,-1000000,4298000000.0,8000000.0,6000000.0,,229000000,226000000,38000000,13000000,-9000000.0,64000000,-423000000.0,,2363000000,,3783000000.0,1789000000.0,163000000,-244000000,-101000000,405000000,,
2016-12-31,4136000000.0,0.53,1778000000.0,5634000000.0,9189000000.0,490000000.0,1435000000.0,1988000000,-25000000,5944000000.0,5944000000.0,350000000.0,121000000.0,242000000,236000000.0,138000000,128000000,128000000,427000000.0,-10000000,425000000,68000000,1344000000.0,425000000.0,-30000000.0,425000000.0,50000000.0,60000000.0,110000000,-7000000.0,7722000000.0,1422000000.0,66000000.0,109000000,-8000000,37000000,2211000000.0,,-29000000.0,241000000.0,0.0,3000000.0,72000000.0,450000000,407000000,-1671000000.0,180000000,1102000000.0,,1467000000.0,0.54,199000000.0,-298000000.0,-4566000000.0,29000000,4212000000.0,9000000.0,7000000.0,,327000000,129000000,38000000,-50000000,-7000000.0,167000000,-325000000.0,32000000.0,2395000000,8778000000.0,3555000000.0,1778000000.0,407000000,-326000000,-131000000,240000000,,
2017-03-31,4161000000.0,0.31,0.0,5653000000.0,9488000000.0,632000000.0,1508000000.0,2003000000,43000000,1386000000.0,5984000000.0,336000000.0,122000000.0,228000000,237400000.0,93000000,76000000,76000000,437000000.0,-43000000,457000000,-24000000,1486000000.0,457000000.0,-30000000.0,457000000.0,48000000.0,61000000.0,106000000,-15000000.0,7839000000.0,515000000.0,82000000.0,19000000,-2000000,-110000000,309000000.0,,-57000000.0,242500000.0,-8000000.0,3000000.0,77000000.0,414000000,466000000,-1576000000.0,259000000,1162000000.0,,1452000000.0,0.32,65000000.0,-18000000.0,,23000000,4186000000.0,10000000.0,-52000000.0,17000000.0,270000000,-91000000,37000000,4000000,-15000000.0,116000000,-300000000.0,,2469000000,,3835000000.0,1855000000.0,207000000,-31000000,-74000000,93000000,,
2017-06-30,4072000000.0,0.69,0.0,5708000000.0,9688000000.0,669000000.0,1629000000.0,2095000000,52000000,1401000000.0,5927000000.0,325000000.0,137000000.0,227000000,238300000.0,184000000,167000000,167000000,454000000.0,-27000000,509000000,-59000000,1520000000.0,509000000.0,-30000000.0,509000000.0,47000000.0,44000000.0,108000000,-4000000.0,7810000000.0,508000000.0,79000000.0,228000000,-9000000,-15000000,253000000.0,,-91000000.0,243700000.0,0.0,3000000.0,-4000000.0,457000000,521000000,-1508000000.0,218000000,1170000000.0,,1667000000.0,0.7,13000000.0,-161000000.0,,45000000,4228000000.0,9000000.0,90000000.0,3000000.0,384000000,-77000000,38000000,18000000,-18000000.0,229000000,-164000000.0,,2616000000,,3980000000.0,1883000000.0,303000000,-193000000,-73000000,301000000,,
2017-09-30,2845000000.0,0.6,3090000000.0,4216000000.0,9983000000.0,537000000.0,1247000000.0,1695000000,117000000,4302000000.0,4302000000.0,255000000.0,139000000.0,198000000,239000000.0,116000000,147000000,147000000,426000000.0,-46000000,637000000,-111000000,1084000000.0,451000000.0,-30000000.0,451000000.0,39000000.0,29000000.0,80000000,,7392000000.0,1181000000.0,56000000.0,291000000,-70000000,19000000,1938000000.0,,-28000000.0,244000000.0,0.0,3000000.0,16000000.0,520000000,474000000,-1358000000.0,238000000,891000000.0,,2591000000.0,0.62,8000000.0,-1326000000.0,,35000000,3035000000.0,6000000.0,-28000000.0,524000000.0,270000000,36000000,35000000,2000000,19000000.0,151000000,-48000000.0,,2169000000,,5767000000.0,3090000000.0,474000000,-125000000,-58000000,349000000,,
2017-12-31,2258000000.0,,1692000000.0,4265000000.0,10244000000.0,408000000.0,1283000000.0,1694000000,82000000,240000000.0,3608000000.0,266000000.0,140000000.0,215000000,,230000000,246000000,246000000,264000000.0,-26000000,708000000,-230000000,1073000000.0,470000000.0,-30000000.0,470000000.0,31000000.0,40000000.0,84000000,,6873000000.0,423000000.0,56000000.0,353000000,-26000000,14000000,202000000.0,0.0,-35000000.0,,-4000000.0,3000000.0,59000000.0,626000000,509000000,-1268000000.0,236000000,964000000.0,,2620000000.0,,-1000000.0,-636000000.0,-3985000000.0,-14000000,3098000000.0,11000000.0,4000000.0,503000000.0,331000000,46000000,35000000,-79000000,0.0,216000000,161000000.0,62000000.0,2203000000,7083000000.0,5979000000.0,3265000000.0,273000000,-170000000,-123000000,476000000,,
2018-03-31,2298000000.0,1.11,2254000000.0,4318000000.0,10703000000.0,533000000.0,1407000000.0,1755000000,-43000000,1353000000.0,3651000000.0,284000000.0,141000000.0,192000000,241000000.0,236000000,274000000,274000000,269000000.0,18000000,676000000,-136000000,1203000000.0,453000000.0,-39000000.0,453000000.0,27000000.0,36000000.0,82000000,,6934000000.0,1201000000.0,55000000.0,108000000,-21000000,-105000000,262000000.0,,-104000000.0,246000000.0,,3000000.0,36000000.0,719000000,540000000,-1198000000.0,242000000,993000000.0,,3769000000.0,1.14,-14000000.0,-55000000.0,,53000000,3117000000.0,,12000000.0,44000000.0,398000000,-219000000,38000000,2000000,-14000000.0,289000000,393000000.0,,2295000000,,6385000000.0,3283000000.0,298000000,-68000000,-55000000,163000000,,
2018-06-30,2311000000.0,1.71,1578000000.0,4681000000.0,11054000000.0,469000000.0,1377000000.0,1849000000,85000000,1085000000.0,3689000000.0,296000000.0,393000000.0,207000000,238700000.0,289000000,414000000,414000000,293000000.0,21000000,763000000,-496000000,1178000000.0,408000000.0,-39000000.0,408000000.0,29000000.0,255000000.0,84000000,,6984000000.0,561000000.0,118000000.0,429000000,-15000000,-2000000,192000000.0,,11000000.0,242700000.0,,3000000.0,19000000.0,676000000,555000000,-1330000000.0,254000000,993000000.0,,3064000000.0,1.73,8000000.0,19000000.0,,4000000,3014000000.0,,-8000000.0,15000000.0,406000000,-46000000,38000000,-88000000,-356000000.0,293000000,724000000.0,,2404000000,,6373000000.0,3295000000.0,301000000,132000000,-54000000,483000000,,
2018-09-30,2277000000.0,-0.05,1564000000.0,4679000000.0,10896000000.0,540000000.0,1394000000.0,1920000000,-66000000,1073000000.0,3630000000.0,303000000.0,388000000.0,213000000,237900000.0,229000000,-11000000,-11000000,280000000.0,13000000,697000000,-170000000,1231000000.0,446000000.0,-40000000.0,446000000.0,30000000.0,200000000.0,85000000,,6932000000.0,565000000.0,119000000.0,223000000,-1000000,-63000000,180000000.0,,-35000000.0,240800000.0,-40000000.0,3000000.0,12000000.0,763000000,524000000,-1354000000.0,251000000,998000000.0,,2958000000.0,-0.05,,-53000000.0,,27000000,3004000000.0,7000000.0,2000000.0,2000000.0,371000000,-5000000,37000000,-8000000,4000000.0,256000000,671000000.0,,2444000000,,6217000000.0,3302000000.0,273000000,-181000000,-71000000,294000000,,
2018-12-31,2224000000.0,-1.45,554000000.0,4995000000.0,7953000000.0,391000000.0,1272000000.0,1830000000,-203000000,1369000000.0,3593000000.0,0.0,275000000.0,218000000,235000000.0,91000000,-340000000,-340000000,296000000.0,-30000000,340000000,-162000000,1134000000.0,340000000.0,-38000000.0,340000000.0,29000000.0,96000000.0,93000000,,5204000000.0,1931000000.0,219000000.0,140000000,-37000000,84000000,212000000.0,3000000.0,116000000.0,237000000.0,-102000000.0,3000000.0,-54000000.0,697000000,406000000,-1316000000.0,243000000,961000000.0,,2520000000.0,-1.45,,-17000000.0,-4145000000.0,13000000,3064000000.0,5000000.0,-22000000.0,0.0,226000000,139000000,39000000,-22000000,0.0,104000000,292000000.0,86000000.0,2236000000,7209000000.0,2958000000.0,1611000000.0,163000000,-307000000,-133000000,273000000,,
2019-03-31,2323000000.0,0.51,55000000.0,5504000000.0,8640000000.0,476000000.0,1286000000.0,1637000000,104000000,1027000000.0,4059000000.0,612000000.0,277000000.0,216000000,233100000.0,130000000,119000000,119000000,279000000.0,66000000,444000000,-54000000,1228000000.0,444000000.0,-39000000.0,444000000.0,30000000.0,276000000.0,90000000,,5777000000.0,566000000.0,215000000.0,-101000000,-28000000,-90000000,110000000.0,16000000.0,-13000000.0,235100000.0,-33000000.0,3000000.0,-35000000.0,340000000,397000000,-1264000000.0,251000000,911000000.0,,2620000000.0,0.51,,-659000000.0,,52000000,3508000000.0,8000000.0,6000000.0,1000000.0,302000000,-223000000,37000000,14000000,0.0,182000000,360000000.0,,2034000000,3508000000.0,3136000000.0,1718000000.0,146000000,183000000,-70000000,-31000000,,
2019-06-30,2277000000.0,0.47,60000000.0,5487000000.0,8500000000.0,437000000.0,1310000000.0,1761000000,5000000,1010000000.0,4030000000.0,596000000.0,275000000.0,196000000,230600000.0,120000000,110000000,110000000,324000000.0,-4000000,449000000,-64000000,1094000000.0,449000000.0,-38000000.0,449000000.0,29000000.0,228000000.0,92000000,,5680000000.0,585000000.0,212000000.0,238000000,-10000000,135000000,101000000.0,0.0,-26000000.0,232100000.0,-82000000.0,3000000.0,-12000000.0,444000000,433000000,-1271000000.0,230000000,925000000.0,,2611000000.0,0.48,,-17000000.0,,50000000,3492000000.0,7000000.0,6000000.0,1000000.0,291000000,34000000,39000000,41000000,0.0,170000000,432000000.0,,2194000000,3492000000.0,3013000000.0,1650000000.0,203000000,-231000000,-66000000,304000000,,
