date,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyDilutedEPS,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyEbitda,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyCurrentDeferredRevenue
1995-06-30,1600000.0,1786900000.0,-20100000.0,944700000.0,33600000.0,442300000.0,746400000.0,1379400000.0,3161900000,137200000,,,1691100000.0,77100000.0,98400000.0,1307800000.0,3094700000.0,0.0,77100000.0,77100000,52600000.0,,,2548800000.0,1403600000.0,0.0,,,,541600000.0,204800000.0,500000.0,0.0,667900000.0,-50800000.0,613100000.0,9400000.0,475900000.0,133900000.0,133900000.0,,,,0.0,,50700000.0,127800000.0,896100000.0,,,9900000.0,-44000000.0,7800000.0,-52100000.0,-672900000.0,153500000.0,258200000.0,0.0,,,1569000000.0,55900000.0,150500000.0,-2700000.0,-1600000.0,38000000.0,228500000.0,,708400000.0,,3700000.0,,170800000,,,,
1995-09-30,1400000.0,1915500000.0,-20100000.0,1077000000.0,33900000.0,469800000.0,740100000.0,1425400000.0,3291900000,117400000,0.09,,1817100000.0,66200000.0,-27600000.0,1341100000.0,3256600000.0,0.0,66200000.0,66200000,56700000.0,,,2670800000.0,1439500000.0,0.0,,,,535600000.0,204500000.0,400000.0,0.0,730600000.0,-61200000.0,621100000.0,-62700000.0,503700000.0,90300000.0,90300000.0,0.09,,,133900000.0,,42300000.0,108500000.0,926700000.0,,735555556.0,9400000.0,-16300000.0,29100000.0,-61500000.0,-672900000.0,158100000.0,256300000.0,-100000.0,,,1599600000.0,-43600000.0,33900000.0,-21600000.0,-200000.0,-72000000.0,241100000.0,,806800000.0,,11400000.0,,151300000,735555556.0,,,
1995-12-31,700000.0,1925300000.0,-20100000.0,1035500000.0,34800000.0,469900000.0,777500000.0,1476100000.0,3301600000,125900000,0.1,,1813000000.0,70700000.0,-27800000.0,1386100000.0,3311400000.0,0.0,70700000.0,70700000,47900000.0,,,2671000000.0,1498400000.0,-100000.0,,,,569400000.0,208100000.0,400000.0,0.0,742000000.0,-76200000.0,630600000.0,-11400000.0,504700000.0,117200000.0,117200000.0,0.1,,,0.0,,45200000.0,115900000.0,971300000.0,,707000000.0,10300000.0,52900000.0,59200000.0,-78000000.0,-672900000.0,160500000.0,254300000.0,100000.0,,,1644200000.0,26900000.0,50200000.0,-84700000.0,12300000.0,-72500000.0,209600000.0,,766700000.0,,4500000.0,,160700000,707000000.0,,,
1996-03-31,100000.0,1900500000.0,-134900000.0,1067900000.0,37300000.0,479100000.0,772500000.0,1508500000.0,3257100000,102200000,0.08,,1840400000.0,56300000.0,74700000.0,1406700000.0,3307200000.0,0.0,56300000.0,56300000,39900000.0,,,2638500000.0,1466800000.0,100000.0,,,,559100000.0,213400000.0,400000.0,0.0,736100000.0,-55200000.0,618600000.0,5900000.0,516400000.0,74300000.0,74300000.0,0.08,,,0.0,,36000000.0,92300000.0,993100000.0,,703750000.0,10300000.0,-119200000.0,38200000.0,-56800000.0,-672900000.0,161200000.0,252400000.0,0.0,,,1666000000.0,-42900000.0,131500000.0,42200000.0,14300000.0,19400000.0,220800000.0,,808900000.0,,4700000.0,,139500000,703750000.0,,,
1996-06-30,200000.0,1922300000.0,87400000.0,1037500000.0,38700000.0,498500000.0,813200000.0,1568600000.0,3544500000,148500000,,,1850700000.0,83700000.0,95200000.0,1403100000.0,3325400000.0,0.0,83700000.0,83700000,50800000.0,,,2858800000.0,1474700000.0,0.0,,,,581700000.0,231500000.0,-200000.0,0.0,723900000.0,-32300000.0,685700000.0,12100000.0,537200000.0,107800000.0,107800000.0,,,,0.0,,53500000.0,137200000.0,990600000.0,,,11000000.0,-69100000.0,22300000.0,-39600000.0,-763500000.0,162000000.0,250500000.0,0.0,,,1754100000.0,33500000.0,134800000.0,-168000000.0,-10300000.0,19000000.0,236100000.0,,779100000.0,,4800000.0,,187200000,,,,
1996-09-30,,2077400000.0,-23500000.0,1206700000.0,38900000.0,519700000.0,811800000.0,1618500000.0,3679200000,131000000,0.1,,2018500000.0,73400000.0,53400000.0,1421200000.0,3498600000.0,0.0,73400000.0,73400000,55900000.0,,,2989600000.0,1480100000.0,0.0,,,,580800000.0,231000000.0,200000.0,0.0,761200000.0,-46900000.0,689600000.0,-34300000.0,558600000.0,127900000.0,127900000.0,0.11,,,107800000.0,,46900000.0,120300000.0,1001300000.0,,667272727.0,10900000.0,-33800000.0,64700000.0,-47500000.0,-763500000.0,166600000.0,253300000.0,0.0,,,1764800000.0,20200000.0,100900000.0,-56100000.0,-900000.0,-15900000.0,279700000.0,,862300000.0,,11600000.0,,169900000,734000000.0,,,
1996-12-31,,2010000000.0,-23200000.0,1078500000.0,39600000.0,518700000.0,905100000.0,1671700000.0,3610300000,137100000,0.11,,1983600000.0,76400000.0,-14800000.0,1441900000.0,3451900000.0,0.0,76400000.0,76400000,61800000.0,,,2914900000.0,1468300000.0,0.0,,,,683000000.0,222100000.0,0.0,0.0,766300000.0,-59300000.0,695400000.0,-5100000.0,558300000.0,87700000.0,87700000.0,0.11,,,0.0,,48900000.0,125300000.0,1025000000.0,,694545455.0,11800000.0,-25800000.0,24900000.0,-59600000.0,-763500000.0,165600000.0,251300000.0,0.0,,,1788500000.0,-40300000.0,44800000.0,-69700000.0,-15500000.0,-64000000.0,246800000.0,,806800000.0,,4700000.0,,176700000,694545455.0,,,
1997-03-31,0.0,1973900000.0,-26600000.0,1125400000.0,40400000.0,512600000.0,859400000.0,1706700000.0,3470300000,112800000,0.09,,1984800000.0,61600000.0,149600000.0,1448800000.0,3422700000.0,0.0,61600000.0,61600000,69100000.0,,,2804500000.0,1437900000.0,0.0,,,,623200000.0,236200000.0,-300000.0,0.0,745300000.0,-46300000.0,665800000.0,20900000.0,553000000.0,84100000.0,84100000.0,0.09,,,0.0,,39400000.0,101000000.0,1034700000.0,,684444444.0,11600000.0,-154100000.0,22600000.0,-47300000.0,-763500000.0,164700000.0,249400000.0,0.0,,,1798200000.0,-3600000.0,196900000.0,-71700000.0,8800000.0,81100000.0,275500000.0,,827300000.0,,6300000.0,,153200000,684444444.0,,,
1997-06-30,,1964400000.0,-26300000.0,1113800000.0,41400000.0,525300000.0,922300000.0,1771500000.0,3694700000,161200000,,,2036100000.0,91000000.0,99000000.0,1472200000.0,3436600000.0,0.0,91000000.0,91000000,47900000.0,,,2966800000.0,1400500000.0,-5300000.0,,,,685600000.0,236700000.0,100000.0,0.0,733800000.0,-60900000.0,727900000.0,11600000.0,566700000.0,117700000.0,117700000.0,,,,0.0,,58200000.0,149200000.0,1058400000.0,,,12100000.0,-61100000.0,27600000.0,-56500000.0,-873800000.0,166400000.0,247400000.0,100000.0,,,1932200000.0,33600000.0,155500000.0,-107800000.0,18700000.0,1400000.0,258600000.0,,827600000.0,,5500000.0,,202600000,,,,
1997-09-30,,2141800000.0,-25900000.0,1236100000.0,43300000.0,553000000.0,992900000.0,1825800000.0,3828200000,144300000,0.12,,2229000000.0,80100000.0,-24900000.0,1493700000.0,3635500000.0,-100000.0,80100000.0,80100000,54000000.0,,,3087600000.0,1406500000.0,100000.0,,,,752600000.0,240400000.0,100000.0,0.0,793600000.0,-55800000.0,740600000.0,-59800000.0,596300000.0,88500000.0,88500000.0,0.12,,,117700000.0,,51200000.0,131300000.0,1075800000.0,,667500000.0,13100000.0,-5100000.0,29500000.0,-56700000.0,-873800000.0,172400000.0,245500000.0,0.0,,,1949600000.0,-29200000.0,31800000.0,-60800000.0,3300000.0,-99600000.0,298200000.0,,908400000.0,,12600000.0,,187600000,667500000.0,,,
1997-12-31,,2157900000.0,-25600000.0,1187400000.0,44300000.0,551900000.0,1047200000.0,1855700000.0,3786100000,151300000,0.08,,2234600000.0,55500000.0,-12300000.0,1472600000.0,3630500000.0,-200000.0,55500000.0,83600000,52000000.0,,,3038600000.0,1395900000.0,-200000.0,,,,829200000.0,218200000.0,300000.0,0.0,810200000.0,-61800000.0,747500000.0,-16600000.0,596200000.0,99800000.0,99800000.0,0.09,,,0.0,,53500000.0,137100000.0,1097700000.0,,616666667.0,14500000.0,21000000.0,40200000.0,-64300000.0,-873800000.0,131400000.0,243500000.0,-100000.0,,,1971500000.0,11300000.0,52000000.0,-48800000.0,-23100000.0,-58000000.0,246800000.0,,900400000.0,,8300000.0,,195600000,693750000.0,,,
1998-03-31,-300000.0,2106500000.0,-29000000.0,1269600000.0,45900000.0,557100000.0,958500000.0,1729400000.0,3711800000,119600000,0.1,,2228100000.0,63600000.0,115100000.0,1493500000.0,3600000000.0,-100000.0,63600000.0,63600000,55500000.0,,,2989200000.0,1371900000.0,100000.0,,,,747800000.0,210800000.0,-200000.0,0.0,777700000.0,-56600000.0,722600000.0,32500000.0,603000000.0,94900000.0,94900000.0,0.1,,,0.0,,40600000.0,104200000.0,1113400000.0,,636000000.0,15200000.0,-121300000.0,87800000.0,-58000000.0,-962600000.0,138600000.0,241500000.0,200000.0,,,2076000000.0,-4900000.0,173100000.0,-65900000.0,-8200000.0,65000000.0,293300000.0,,888500000.0,,7200000.0,,165500000,636000000.0,,,
1998-06-30,300000.0,2180100000.0,-30400000.0,1324200000.0,47700000.0,574800000.0,1099200000.0,1796500000.0,4001300000,175800000,,,2423400000.0,97500000.0,-63900000.0,1600100000.0,3780200000.0,0.0,97500000.0,97500000,63700000.0,,,3203000000.0,1356800000.0,0.0,,,,867000000.0,232200000.0,-300000.0,0.0,790500000.0,-161300000.0,798300000.0,-4600000.0,622500000.0,110300000.0,110300000.0,,,,0.0,,62400000.0,159900000.0,1151100000.0,,,15600000.0,75800000.0,157300000.0,-164800000.0,-991900000.0,141000000.0,308000000.0,-100000.0,,,2143000000.0,15400000.0,100900000.0,-87900000.0,12900000.0,-63700000.0,317700000.0,,849200000.0,,5800000.0,,223500000,,,,
1998-09-30,100000.0,2339300000.0,-30200000.0,1464700000.0,48000000.0,607800000.0,1100200000.0,1852800000.0,4192600000,158800000,0.13,,2564900000.0,86400000.0,63900000.0,1620000000.0,3959300000.0,100000.0,86400000.0,86400000,64100000.0,,,3378000000.0,1394400000.0,0.0,,,,873100000.0,227000000.0,-200000.0,0.0,853100000.0,-53100000.0,814600000.0,-62600000.0,655800000.0,108300000.0,108300000.0,0.13,,,110300000.0,,55300000.0,141700000.0,1157900000.0,,664615385.0,16900000.0,-70800000.0,129200000.0,-58000000.0,-1030800000.0,152800000.0,309300000.0,100000.0,,,2188700000.0,-2000000.0,121900000.0,-33600000.0,-3400000.0,-14900000.0,331600000.0,,1003900000.0,,15000000.0,,206800000,664615385.0,,,
1998-12-31,0.0,2371000000.0,-30000000.0,1412800000.0,50100000.0,616900000.0,1200000000.0,1909100000.0,4246700000,160300000,0.13,,2612800000.0,86400000.0,-41600000.0,1660100000.0,4031100000.0,0.0,86400000.0,86400000,62700000.0,,,3419400000.0,1418300000.0,100000.0,,,,975500000.0,224500000.0,-200000.0,0.0,888100000.0,-83900000.0,827300000.0,-35000000.0,667000000.0,109200000.0,109200000.0,0.13,,,0.0,,55200000.0,141600000.0,1196900000.0,,664615385.0,18400000.0,36900000.0,126200000.0,-89600000.0,-1046900000.0,156300000.0,306900000.0,-200000.0,,,2243800000.0,1000000.0,48000000.0,-39600000.0,-1900000.0,-92800000.0,285200000.0,,1001400000.0,,7200000.0,,210400000,664615385.0,,,
1999-03-31,,2345500000.0,-33400000.0,1483500000.0,52900000.0,625100000.0,1138100000.0,1948300000.0,4164900000,137300000,0.11,,2621600000.0,72600000.0,151800000.0,1674200000.0,4019700000.0,0.0,72600000.0,72600000,65800000.0,,,3349600000.0,1398100000.0,0.0,,,,913600000.0,224500000.0,-100000.0,0.0,859500000.0,-57100000.0,815300000.0,28600000.0,678000000.0,112500000.0,112500000.0,0.11,,,0.0,,46400000.0,119000000.0,1208000000.0,,660000000.0,18400000.0,-155100000.0,125700000.0,-63600000.0,-1075500000.0,161700000.0,304500000.0,100000.0,,,2283500000.0,3200000.0,215400000.0,-67300000.0,-400000.0,82300000.0,332200000.0,,1025600000.0,,7800000.0,,190200000,660000000.0,,,
1999-06-30,,2408800000.0,-33100000.0,1427500000.0,54000000.0,697500000.0,1241900000.0,2032100000.0,4818600000,211200000,,,2669400000.0,116900000.0,124500000.0,1687800000.0,4096600000.0,100000.0,116900000.0,116900000,73100000.0,,,3855900000.0,1427200000.0,-100000.0,,,,997700000.0,244100000.0,-700000.0,149300000.0,852000000.0,-67600000.0,962700000.0,7500000.0,751500000.0,149300000.0,149300000.0,,382600000.0,,0.0,,74700000.0,191600000.0,1227700000.0,,,19100000.0,-95600000.0,33900000.0,-75500000.0,-1089400000.0,158000000.0,302100000.0,0.0,,,2317100000.0,36800000.0,200000000.0,-63500000.0,11400000.0,11400000.0,380300000.0,,1013300000.0,,8800000.0,,265200000,,,,
1999-09-30,-100000.0,2575500000.0,-33000000.0,1673200000.0,52900000.0,674200000.0,1289900000.0,2096700000.0,4657000000,189600000,0.15,,2963100000.0,97700000.0,-23900000.0,1823500000.0,4399000000.0,0.0,97700000.0,105700000,70100000.0,,,3740300000.0,1435900000.0,0.0,,,,1055200000.0,234700000.0,200000.0,143800000.0,910700000.0,-114300000.0,916700000.0,-45900000.0,727100000.0,143800000.0,143800000.0,0.15,382600000.0,,149300000.0,,66200000.0,171900000.0,1245900000.0,,651333333.0,18000000.0,13000000.0,158800000.0,-119700000.0,-1133200000.0,175200000.0,402400000.0,100000.0,,,2379100000.0,-5500000.0,95800000.0,-157000000.0,-1600000.0,-67100000.0,423700000.0,,1090700000.0,,21100000.0,,242500000,651333333.0,,,
1999-12-31,,2576100000.0,-32900000.0,1554800000.0,54000000.0,695400000.0,1362200000.0,2165700000.0,4651500000,184100000,0.155,,2917000000.0,101900000.0,34000000.0,1842400000.0,4418500000.0,0.0,101900000.0,101900000,74300000.0,,,3718000000.0,1501500000.0,0.0,,,,1133000000.0,229200000.0,-1800000.0,95900000.0,961800000.0,-74500000.0,933500000.0,-49800000.0,749400000.0,95900000.0,95900000.0,0.155,382600000.0,,143800000.0,,63800000.0,165700000.0,1265300000.0,,656956410.0,16700000.0,-83200000.0,34100000.0,-75800000.0,-1146500000.0,173500000.0,403600000.0,-100000.0,,,2411800000.0,-48000000.0,109800000.0,-13500000.0,-12900000.0,-40400000.0,460300000.0,,1060400000.0,,10200000.0,,238100000,667088036.0,,,
2000-03-31,,2670855000.0,-39569000.0,1862134000.0,55082000.0,709499000.0,1209163000.0,2228128000.0,4722935000,184288000,0.16,,3071297000.0,101995000.0,273243000.0,2058626000.0,4729481000.0,0.0,101995000.0,101995000,87320000.0,,1514143000.0,3774066000.0,1658184000.0,-199211000.0,,,,984376000.0,224787000.0,-88000.0,111756000.0,957636000.0,-191369000.0,948869000.0,19020000.0,764581000.0,111756000.0,111756000.0,0.16,382587000.0,,95900000.0,,63851000.0,165846000.0,1331061000.0,,658612804.0,18354000.0,-62361000.0,156606000.0,3660000.0,-1189349000.0,234743000.0,492822000.0,0.0,,,2520410000.0,15953000.0,269583000.0,-3181000.0,-6729000.0,108511000.0,498967000.0,,1206561000.0,,9153000.0,,239370000,667325916.0,,,
2000-06-30,,2733215000.0,-39949000.0,1782935000.0,58679000.0,764594000.0,1269452000.0,2332238000.0,5271764000,251965000,,,3052387000.0,144059000.0,158970000.0,2080740000.0,4813955000.0,0.0,144059000.0,144059000,117150000.0,,,4196526000.0,1761568000.0,0.0,,,,1023642000.0,245810000.0,131000.0,159128000.0,937899000.0,-79223000.0,1075238000.0,19737000.0,823273000.0,159128000.0,159128000.0,,382587000.0,,111756000.0,,90183000.0,234242000.0,1344693000.0,,,17854000.0,-106948000.0,51067000.0,-74573000.0,-1214825000.0,233008000.0,503039000.0,0.0,,,2559518000.0,47372000.0,233543000.0,-12615000.0,-4299000.0,31871000.0,545147000.0,,1186721000.0,,11889000.0,,310644000,,,,
2000-09-30,,2833248000.0,-39984000.0,1935810000.0,59712000.0,787497000.0,1121053000.0,2436209000.0,5360174000,249893000,0.215,,3056863000.0,143955000.0,115495000.0,2098262000.0,4931510000.0,0.0,143955000.0,143955000,0.0,610538000.0,1595725000.0,4263072000.0,1874647000.0,0.0,,,,874883000.0,246170000.0,633000.0,117575000.0,997143000.0,-71700000.0,1097102000.0,-59244000.0,847209000.0,117575000.0,117575000.0,0.215,382587000.0,,159128000.0,,89170000.0,233125000.0,1362632000.0,,664051868.0,17401000.0,-156098000.0,77004000.0,-70750000.0,-1262120000.0,232633000.0,502997000.0,0.0,,,2624752000.0,-41553000.0,186245000.0,-28837000.0,-5313000.0,-20304000.0,0.0,,1248268000.0,,35545000.0,,309605000,674185530.0,,,
2000-12-31,,2830462000.0,-40062000.0,1835887000.0,59238000.0,795674000.0,1312851000.0,2242270000.0,5290530000,243869000,0.21,,3148738000.0,139425000.0,38338000.0,2157856000.0,4988318000.0,0.0,139425000.0,139425000,0.0,589429000.0,1567018000.0,4191749000.0,1839580000.0,0.0,,,,1069355000.0,243496000.0,-46000.0,117506000.0,1021084000.0,-89244000.0,1098781000.0,-19071000.0,854912000.0,117506000.0,117506000.0,0.21,765175000.0,,117575000.0,,86364000.0,225789000.0,1404459000.0,,664089758.0,18034000.0,-37770000.0,48979000.0,-88607000.0,-1262120000.0,234823000.0,518574000.0,0.0,,,2666579000.0,-69000.0,126945000.0,-170778000.0,-6703000.0,-73291000.0,0.0,,1197479000.0,,11865000.0,,303107000,675760002.0,,,
2001-03-31,,2956344000.0,-46468000.0,1995199000.0,63286000.0,800156000.0,1288169000.0,2335167000.0,5344496000,243311000,0.21,,3283368000.0,139365000.0,207683000.0,2451532000.0,5407876000.0,0.0,139365000.0,139365000,0.0,674240000.0,1636241000.0,4237743000.0,2124508000.0,0.0,,,,1048464000.0,239705000.0,879000.0,114080000.0,1070328000.0,-86544000.0,1106753000.0,13517000.0,863442000.0,114080000.0,114080000.0,0.21,765175000.0,,117506000.0,,86327000.0,225692000.0,1482760000.0,,666107144.0,18498000.0,-210801000.0,49239000.0,-86236000.0,-1262120000.0,262155000.0,706617000.0,0.0,,,2744880000.0,-3426000.0,293919000.0,-111966000.0,-17101000.0,100863000.0,0.0,,1271720000.0,,13952000.0,,306597000,677731150.0,,,
2001-06-30,,2984882000.0,-47187000.0,2089895000.0,66004000.0,849500000.0,1231106000.0,2462145000.0,5789297000,301459000,,,3321001000.0,174165000.0,252570000.0,2483639000.0,5468521000.0,0.0,174165000.0,174165000,0.0,640839000.0,1658044000.0,4820574000.0,2147520000.0,0.0,,,,961421000.0,269685000.0,-1567000.0,135743000.0,1061893000.0,-91263000.0,968723000.0,10679000.0,667264000.0,135743000.0,135743000.0,,765175000.0,,114080000.0,,107884000.0,8982049000.0,1518593000.0,,,17843000.0,-235189000.0,53907000.0,-95545000.0,-1377105000.0,196209000.0,768837000.0,0.0,,,2895698000.0,21663000.0,348115000.0,-116615000.0,35316000.0,74868000.0,123332000.0,-5624000.0,1271817000.0,,14149000.0,,367463000,,,,
2001-09-30,,3121160000.0,-46986000.0,2131842000.0,66615000.0,864456000.0,1344826000.0,2579112000.0,5828678000,280605000,0.24,,3476668000.0,163952000.0,-47607000.0,2535822000.0,5656982000.0,0.0,163952000.0,163952000,0.0,707522000.0,1698006000.0,4683617000.0,2180314000.0,0.0,781727000.0,,,1081305000.0,263521000.0,769000.0,123586000.0,1139472000.0,-97817000.0,1145061000.0,-74304000.0,864456000.0,123586000.0,123586000.0,0.25,765175000.0,,135743000.0,,101558000.0,265510000.0,1556008000.0,,666765148.0,15864000.0,44966000.0,131336000.0,-88301000.0,-1377105000.0,198087000.0,,0.0,,,2933113000.0,-12157000.0,40694000.0,-140979000.0,-12075000.0,-185169000.0,0.0,-5624000.0,1292984000.0,,35619000.0,,347220000,677916766.0,,,
2001-12-31,,2984000000.0,-46654000.0,1932195000.0,68624000.0,836355000.0,1414440000.0,2690990000.0,5590966000,272956000,0.24,,3346635000.0,158533000.0,194029000.0,2594795000.0,5578795000.0,0.0,158533000.0,158533000,0.0,560405000.0,1625278000.0,4481655000.0,2232160000.0,0.0,,,,1078573000.0,335867000.0,290000.0,115843000.0,1092575000.0,-125315000.0,1109311000.0,46988000.0,836355000.0,115843000.0,115843000.0,0.24,765175000.0,,123586000.0,,98200000.0,256733000.0,1620462000.0,,661959339.0,16513000.0,-203337000.0,40217000.0,-126880000.0,-1377105000.0,194362000.0,779971000.0,0.0,,,2997567000.0,-7743000.0,320909000.0,-77677000.0,71349000.0,13057000.0,94199000.0,-5624000.0,1237374000.0,,14844000.0,,341580000,671799409.0,,,
2002-03-31,,3217857000.0,-59829000.0,2241166000.0,68238000.0,851668000.0,1305204000.0,2782545000.0,5620324000,258597000,0.23,,3546370000.0,151384000.0,288550000.0,2609129000.0,5826986000.0,0.0,151384000.0,151384000,0.0,653326000.0,1625314000.0,4510059000.0,2280616000.0,0.0,,,,877035000.0,428169000.0,877000.0,346083000.0,1089334000.0,-90385000.0,1110265000.0,-16375000.0,851668000.0,346083000.0,346083000.0,0.23,765175000.0,,115843000.0,,93772000.0,245156000.0,1646465000.0,,661144231.0,14318000.0,-62088000.0,282595000.0,-94162000.0,-1377105000.0,187970000.0,774694000.0,0.0,,,3023570000.0,230240000.0,382712000.0,-64248000.0,82963000.0,71197000.0,0.0,-5624000.0,1305245000.0,,21149000.0,,326835000,672528949.0,,,
2002-06-30,,3185289000.0,-59806000.0,2239357000.0,74774000.0,914900000.0,1617877000.0,2869417000.0,6310536000,348804000,,,3857234000.0,205918000.0,233615000.0,2804464000.0,5989753000.0,0.0,205918000.0,205918000,0.0,768317000.0,1760827000.0,5046832000.0,2132519000.0,0.0,,,,1176307000.0,441570000.0,869000.0,230439000.0,1117869000.0,-316783000.0,1263704000.0,25887000.0,914900000.0,230439000.0,230439000.0,,765175000.0,,346083000.0,,127553000.0,333471000.0,1697782000.0,,,16202000.0,-139525000.0,80114000.0,-107050000.0,-1519161000.0,184460000.0,922222000.0,0.0,,,3216943000.0,-115644000.0,340665000.0,-190654000.0,121255000.0,-61539000.0,41596000.0,-65435000.0,1349330000.0,,14716000.0,,423578000,,,,
2002-09-30,,3373931000.0,-59240000.0,2231144000.0,65796000.0,960635000.0,1820628000.0,2992849000.0,6424422000,309083000,0.28,,4051772000.0,182574000.0,39212000.0,2871526000.0,6245457000.0,0.0,182574000.0,182574000,0.0,709137000.0,1869128000.0,5154704000.0,2193685000.0,-25000000.0,,,,1265938000.0,554690000.0,3412000.0,163189000.0,1226885000.0,-108291000.0,1269718000.0,-109016000.0,960635000.0,163189000.0,163189000.0,0.28,765175000.0,,198439000.0,,113093000.0,295667000.0,1718941000.0,,654176221.0,16828000.0,-54196000.0,63490000.0,-88025000.0,-1519161000.0,230094000.0,922491000.0,0.0,,,3238102000.0,-35250000.0,127237000.0,-109899000.0,105609000.0,-234288000.0,38241000.0,-65435000.0,1420276000.0,,41936000.0,,374879000,663542498.0,,,
2002-12-31,,3340779000.0,-59155000.0,2426912000.0,67641000.0,937290000.0,1855959000.0,3105487000.0,6348797000,313791000,0.28,,4282871000.0,184567000.0,199526000.0,3143208000.0,6483987000.0,0.0,184567000.0,184567000,0.0,772765000.0,1878315000.0,5097716000.0,2201116000.0,-27056000.0,,,,1394647000.0,461312000.0,2606000.0,128574000.0,1270604000.0,-321832000.0,1251081000.0,-21751000.0,937290000.0,128574000.0,128574000.0,0.28,765175000.0,,163189000.0,,114327000.0,298894000.0,1804691000.0,,652030164.0,17503000.0,-42083000.0,86953000.0,-129774000.0,-1519161000.0,283246000.0,1055271000.0,0.0,,,3323852000.0,-34614000.0,329300000.0,-133482000.0,107879000.0,-39149000.0,0.0,-65435000.0,1408475000.0,,20714000.0,,381432000,664083274.0,,,
2003-03-31,,3450947000.0,-71941000.0,2702565000.0,70718000.0,962459000.0,1756286000.0,3202358000.0,6395278000,288346000,0.26,,4458851000.0,168411000.0,335365000.0,3204938000.0,6655885000.0,0.0,168411000.0,168411000,0.0,823336000.0,1946819000.0,5144473000.0,2197034000.0,0.0,,,,1279657000.0,476629000.0,2661000.0,186956000.0,1256397000.0,-92289000.0,1250805000.0,14207000.0,962459000.0,186956000.0,186956000.0,0.26,765175000.0,,128574000.0,,104320000.0,272731000.0,1829021000.0,,649267210.0,18276000.0,-277287000.0,106176000.0,-92593000.0,-1519161000.0,291224000.0,1084693000.0,0.0,,,3348182000.0,58381000.0,427958000.0,-129427000.0,106981000.0,73312000.0,0.0,-65435000.0,1522670000.0,,19321000.0,,359064000,657994124.0,,,
2003-06-30,,3629534000.0,-71518000.0,2701129000.0,68987000.0,976122000.0,2037861000.0,3373853000.0,6971840000,413055000,,,4738990000.0,242736000.0,363100000.0,3306987000.0,6936521000.0,289998000.0,242736000.0,242736000,0.0,633644000.0,2009627000.0,5582663000.0,2197531000.0,249000.0,,,,1249467000.0,498396000.0,-332000.0,337447000.0,1230080000.0,-159413000.0,1389177000.0,46601000.0,976122000.0,337447000.0,337447000.0,,765175000.0,,186956000.0,,150360000.0,393096000.0,1922660000.0,,,19627000.0,-176962000.0,122769000.0,-125245000.0,-1680477000.0,270367000.0,1113960000.0,15359000.0,,,3603137000.0,150491000.0,488345000.0,-105663000.0,160861000.0,13072000.0,0.0,-152381000.0,1637505000.0,,19341000.0,,482042000,,,,
