date,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyBasicAverageShares,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyCostOfRevenue,quarterlyCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyChangeInInventory,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyGrossPPE,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets
1997-06-30,46700000.0,195800000.0,109000000.0,,,,16100000.0,5900000.0,,0.11322,1600000.0,6000000.0,-17500000.0,196800000.0,0.0,,7138200000.0,900900000.0,179300000.0,-9700000.0,1648500000.0,-108300000.0,8500000.0,,,28300000.0,,,,-1844700000.0,-4300000.0,476300000.0,102100000,-208100000.0,18600000.0,0.11322,1320200000.0,,5236200000.0,-844800000.0,,,1118800000,,957300000.0,5600000.0,,775900000.0,1086100000.0,,102100000,102100000,904504000.0,1902000000.0,,-100000.0,,,,,,,,,,,,,,,,,,,,,
1997-09-30,53500000.0,227600000.0,125300000.0,,,,16200000.0,8400000.0,,0.128205,4000000.0,-4400000.0,-40700000.0,223100000.0,0.0,,7574000000.0,908108000.0,182400000.0,2100000.0,2428400000.0,375800000.0,9800000.0,,,18600000.0,,,,-2607100000.0,-4400000.0,-194400000.0,116200000,-225000000.0,20700000.0,0.128205,1429900000.0,,5510200000.0,394700000.0,,,1203300000,,-256200000.0,-5600000.0,,775900000.0,1157600000.0,,116200000,116200000,909308000.0,2063800000.0,,-100000.0,,,,,,,,,,,,,,,,,,,,,
1997-12-31,46700000.0,260400000.0,-261200000.0,,432700000.0,,16200000.0,2100000.0,,,-1700000.0,900000.0,-44200000.0,96700000.0,578500000.0,,7559600000.0,,52500000.0,2600000.0,108200000.0,-391700000.0,11700000.0,122300000.0,,20700000.0,72300000.0,23300000.0,,-1568600000.0,-4300000.0,389500000.0,105200000,-92400000.0,23300000.0,,1528500000.0,-300000.0,5423700000.0,-493200000.0,409400000.0,,1319500000,,405300000.0,1460200000.0,,775900000.0,1160800000.0,5270400000.0,105200000,105200000,,2135900000.0,,-100000.0,,,,,,,,,,,,,,,,,,,,,
1998-03-31,55800000.0,286300000.0,109200000.0,,,,16100000.0,7500000.0,,0.131535,3200000.0,8000000.0,-38900000.0,193600000.0,0.0,,7930700000.0,869061833.0,154700000.0,-9900000.0,1762200000.0,-148600000.0,12900000.0,,,23300000.0,,,,-1930000000.0,-4300000.0,37500000.0,120100000,-206700000.0,,0.138195,1637200000.0,-500000.0,5628300000.0,2300000.0,,,1254900000,,58300000.0,,,776100000.0,1310300000.0,,120100000,120100000,913064964.0,2302400000.0,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,55500000.0,315900000.0,107400000.0,,,,15200000.0,6500000.0,,0.134033,2100000.0,6500000.0,-44300000.0,182900000.0,0.0,,8285700000.0,869104399.0,138600000.0,7800000.0,1056100000.0,-64000000.0,14300000.0,,,,,,,-1221200000.0,-4400000.0,381000000.0,123000000,-177200000.0,,0.141525,1768300000.0,0.0,5874700000.0,-729300000.0,,,1335100000,,774900000.0,,,776200000.0,1389900000.0,,123000000,123000000,917684451.0,2411000000.0,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,62500000.0,355300000.0,81600000.0,,,,14700000.0,-29900000.0,,0.150683,-34600000.0,-6700000.0,44400000.0,218500000.0,0.0,,8336100000.0,870872000.0,262900000.0,10900000.0,891700000.0,309300000.0,13800000.0,,,,,,,-940700000.0,-4700000.0,-282400000.0,135100000,-173000000.0,,0.154845,1860800000.0,-41100000.0,5924400000.0,575700000.0,,,1363300000,,-506100000.0,-168400000.0,,776400000.0,1456300000.0,,135100000,135100000,897296000.0,2411700000.0,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,30600000.0,376200000.0,-260000000.0,,460500000.0,,15100000.0,7700000.0,,,5700000.0,3700000.0,-135400000.0,23000000.0,661100000.0,,8463100000.0,,-112400000.0,-13500000.0,-980200000.0,-58100000.0,15100000.0,103700000.0,,32100000.0,72500000.0,18600000.0,,-882300000.0,-4700000.0,-17400000.0,78500000,-42200000.0,18600000.0,,1932600000.0,-1000000.0,5906000000.0,-21900000.0,441900000.0,,1339100000,,-37300000.0,1955700000.0,,776600000.0,1456200000.0,5674300000.0,78500000,78500000,,2557100000.0,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,45200000.0,404800000.0,87900000.0,,,,16800000.0,310500000.0,,0.117383,305800000.0,17100000.0,-43300000.0,247700000.0,0.0,,9175900000.0,872316983.0,204400000.0,6700000.0,1660600000.0,-163700000.0,15000000.0,,,18600000.0,,,,-2164100000.0,-4700000.0,274300000.0,105300000,-546800000.0,,0.120713,2033700000.0,-300000.0,6490100000.0,-383600000.0,,,1410000000,,511000000.0,,,1070500000.0,1618000000.0,,105300000,105300000,897063459.0,2685800000.0,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,48600000.0,420100000.0,120100000.0,,,,20100000.0,-24300000.0,,0.124875,-29000000.0,5700000.0,-35500000.0,232700000.0,0.0,,9610300000.0,874380874.0,197200000.0,-4500000.0,2394200000.0,-139700000.0,15500000.0,,,,,,,-2626400000.0,-4700000.0,337700000.0,112100000,-208200000.0,,0.128205,2141000000.0,0.0,6847000000.0,-565400000.0,,,1524700000,,670500000.0,,,1040600000.0,1766500000.0,,112100000,112100000,897697698.0,2763300000.0,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,30200000.0,439700000.0,126000000.0,,,,19700000.0,8800000.0,,0.082418,4000000.0,-11000000.0,-43300000.0,220200000.0,0.0,,9744200000.0,880082775.0,176900000.0,-12200000.0,1332600000.0,-86400000.0,19200000.0,,,,,,,-1409700000.0,-4800000.0,234400000.0,74000000,-236400000.0,,0.084083,2211100000.0,0.0,6981500000.0,-334000000.0,,,1585200000,,461000000.0,-116000000.0,,1040800000.0,1854100000.0,,74000000,74000000,897862117.0,2762700000.0,,0.0,,,,,,,,,,,,,,,,,,,,,
1999-12-31,-7000000.0,447700000.0,-281300000.0,,243200000.0,,19800000.0,600000.0,,,4000000.0,800000.0,-25400000.0,74500000.0,412200000.0,,9704700000.0,,49100000.0,5600000.0,-129100000.0,100900000.0,22100000.0,-12400000.0,,8600000.0,73100000.0,14200000.0,,-971200000.0,-4800000.0,-56800000.0,3800000,-72900000.0,14200000.0,,2210500000.0,-300000.0,6951900000.0,509600000.0,229000000.0,,1604300000,,-413800000.0,1050600000.0,,1048600000.0,1760800000.0,6427700000.0,3800000,3800000,,2752800000.0,,0.0,,,,,,,,,,,,,,,,,,,,,
2000-03-31,-35200000.0,469200000.0,5200000.0,,275500000.0,,19900000.0,2300000.0,,-0.053333,-14900000.0,3600000.0,-38300000.0,181200000.0,-81800000.0,,9974500000.0,876000000.0,142900000.0,-3200000.0,727400000.0,-82900000.0,18400000.0,19500000.0,,14200000.0,73000000.0,11000000.0,,-1209100000.0,-4700000.0,326800000.0,-46600000,-169500000.0,11000000.0,-0.053333,2145600000.0,-16100000.0,7250900000.0,-342900000.0,264500000.0,-61900000.0,1601500000,,552300000.0,350500000.0,,1048700000.0,1843100000.0,6555100000.0,-46600000,-46600000,886800000.0,2723600000.0,5500000.0,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,-19300000.0,479400000.0,5000000.0,,720800000.0,,20000000.0,5600000.0,,-0.015833,7500000.0,6700000.0,-28600000.0,230800000.0,-33400000.0,,10552800000.0,877200000.0,202200000.0,-2100000.0,560200000.0,-58000000.0,19400000.0,33900000.0,,11000000.0,73200000.0,8900000.0,,-1460600000.0,-4800000.0,-296700000.0,-14100000,-240400000.0,8900000.0,-0.015833,2125600000.0,0.0,7822500000.0,317400000.0,711900000.0,-13400000.0,1652800000,,-91900000.0,688600000.0,,1048900000.0,1898000000.0,7056400000.0,-14100000,-14100000,891600000.0,2730300000.0,5300000.0,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,22300000.0,496400000.0,5000000.0,,263300000.0,,19800000.0,-6200000.0,,0.065833,-9900000.0,3100000.0,-36100000.0,285000000.0,81100000.0,0.0,10493500000.0,879600000.0,248900000.0,10300000.0,872200000.0,67000000.0,20300000.0,41900000.0,,8900000.0,73300000.0,19200000.0,,-1336100000.0,-5100000.0,211600000.0,58800000,-264800000.0,19200000.0,0.066667,2178200000.0,-1700000.0,7698500000.0,-228600000.0,244100000.0,100900000.0,1752000000,,434500000.0,235200000.0,,1049100000.0,1829100000.0,7065000000.0,58800000,58800000,891600000.0,2795000000.0,5500000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2000-12-31,17900000.0,504500000.0,5300000.0,,195700000.0,,18100000.0,700000.0,,,-299700000.0,5200000.0,-27300000.0,125400000.0,65900000.0,0.0,10051600000.0,,98100000.0,-10300000.0,2152900000.0,277300000.0,19500000.0,64700000.0,,19200000.0,73500000.0,8900000.0,,-2480600000.0,-5200000.0,223700000.0,48000000,164000000.0,8900000.0,,2220400000.0,0.0,7181800000.0,-434900000.0,186800000.0,84000000.0,1764700000,,509700000.0,519000000.0,,748800000.0,1567000000.0,6983300000.0,48000000,48000000,,2869800000.0,5100000.0,-300400000.0,,,,,,,,,,,,,,,,,,,,,
2001-03-31,36800000.0,509200000.0,4900000.0,,274000000.0,,12300000.0,,,0.096667,,5200000.0,-22400000.0,344300000.0,123400000.0,,10232700000.0,883200000.0,321900000.0,13400000.0,605700000.0,103900000.0,18100000.0,38600000.0,,8900000.0,73700000.0,22300000.0,,-1933900000.0,-5200000.0,33100000.0,86600000,-330900000.0,22300000.0,0.098333,2302000000.0,0.0,7300800000.0,-80100000.0,251700000.0,135700000.0,1773800000,,319700000.0,1019700000.0,,748900000.0,1528800000.0,7283000000.0,86600000,86600000,897600000.0,2931900000.0,4600000.0,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,45500000.0,506900000.0,5900000.0,,364300000.0,,12800000.0,0.0,,0.115,,14100000.0,-17500000.0,348200000.0,149200000.0,,10429700000.0,886800000.0,330700000.0,16400000.0,724100000.0,-20700000.0,19500000.0,41300000.0,,22300000.0,73800000.0,38700000.0,,1795100000.0,-5100000.0,265500000.0,103700000,-306300000.0,38700000.0,0.116667,2367000000.0,-34500000.0,7406900000.0,-192700000.0,325600000.0,162000000.0,1862600000,,417700000.0,-2808000000.0,,749000000.0,1540500000.0,7449200000.0,103700000,103700000,903600000.0,3022800000.0,4700000.0,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,41800000.0,506600000.0,6800000.0,,331000000.0,,12900000.0,0.0,,0.1075,-80300000.0,1600000.0,-20700000.0,425300000.0,138200000.0,,10858200000.0,883200000.0,404600000.0,-15300000.0,317200000.0,-36600000.0,20600000.0,98500000.0,,38700000.0,73300000.0,23400000.0,,18000000.0,-5200000.0,201800000.0,96400000,-360300000.0,23400000.0,0.109167,2388300000.0,-76700000.0,7757000000.0,-10500000.0,307600000.0,151100000.0,1860100000,,318800000.0,-674800000.0,,749100000.0,1573400000.0,7930000000.0,96400000,96400000,900000000.0,3101200000.0,5600000.0,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,52100000.0,498000000.0,7100000.0,,238600000.0,,14200000.0,364900000.0,,,355900000.0,5100000.0,-14300000.0,116800000.0,176800000.0,,11122400000.0,,102500000.0,-12200000.0,4943600000.0,77600000.0,22800000.0,125900000.0,,23400000.0,73400000.0,11200000.0,,-6510400000.0,-5100000.0,-65200000.0,124700000,-484900000.0,11200000.0,,2497400000.0,-9000000.0,7871700000.0,,227400000.0,191000000.0,1991700000,,-425900000.0,1096200000.0,,1095700000.0,1497100000.0,8226300000.0,124700000,124700000,,3250700000.0,4900000.0,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,85100000.0,499900000.0,7800000.0,,444800000.0,,18100000.0,0.0,,0.195,-20200000.0,8400000.0,-20900000.0,456200000.0,261300000.0,,11844200000.0,882000000.0,435300000.0,3700000.0,1467300000.0,-125800000.0,19000000.0,83000000.0,,11200000.0,220200000.0,14900000.0,,-202500000.0,-5100000.0,81000000.0,176200000,-432300000.0,14900000.0,0.2,2498900000.0,-23500000.0,8474500000.0,-5700000.0,429900000.0,279400000.0,2068600000,,266700000.0,-1676200000.0,,1095900000.0,1619300000.0,8788600000.0,176200000,176200000,898800000.0,3369700000.0,5100000.0,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,76500000.0,498300000.0,8800000.0,,464200000.0,,18100000.0,0.0,,0.1775,-143800000.0,7100000.0,-19900000.0,574900000.0,236900000.0,,12497200000.0,879200000.0,555000000.0,0.0,1761500000.0,-129400000.0,20900000.0,70800000.0,,14900000.0,218300000.0,14900000.0,,-19400000.0,-5100000.0,786200000.0,160400000,-431100000.0,14900000.0,0.1825,2517100000.0,-145800000.0,9117700000.0,-704200000.0,449300000.0,255000000.0,2258800000,,1097800000.0,-2153300000.0,,1096000000.0,1734000000.0,9310000000.0,160400000,160400000,897600000.0,3379500000.0,5400000.0,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,85200000.0,498100000.0,9200000.0,,582700000.0,,17600000.0,0.0,,0.2,-46900000.0,3400000.0,-21600000.0,524500000.0,263700000.0,,12885000000.0,871600000.0,502900000.0,2700000.0,837900000.0,-64500000.0,21600000.0,92800000.0,,14900000.0,217700000.0,17600000.0,,-115800000.0,-5500000.0,426500000.0,178500000,-474900000.0,17600000.0,0.205,2649100000.0,-44800000.0,9347400000.0,-439900000.0,565100000.0,281300000.0,2418600000,,764300000.0,-1175400000.0,,1096200000.0,1795100000.0,9565000000.0,178500000,178500000,887200000.0,3537600000.0,5900000.0,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,67300000.0,503100000.0,8500000.0,,584700000.0,,20800000.0,397800000.0,,,395900000.0,3700000.0,-27500000.0,356400000.0,219500000.0,,13564400000.0,,328900000.0,-700000.0,4198500000.0,40700000.0,22400000.0,169300000.0,,17600000.0,218000000.0,16900000.0,,-8267900000.0,-5400000.0,125500000.0,152200000,-753000000.0,16900000.0,,2796000000.0,-200000.0,9796400000.0,,567800000.0,240300000.0,2548400000,,-1046600000.0,3343900000.0,,1489000000.0,1742800000.0,10284300000.0,152200000,152200000,,3768000000.0,5600000.0,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,141800000.0,509200000.0,8800000.0,,851600000.0,,24100000.0,0.0,,0.33,-91300000.0,13600000.0,-26300000.0,567600000.0,433300000.0,,14154000000.0,871600000.0,541300000.0,6400000.0,3316800000.0,-207200000.0,20200000.0,140700000.0,,16900000.0,217000000.0,23300000.0,,-260500000.0,-5400000.0,406100000.0,291500000,-469900000.0,23300000.0,0.335,2988500000.0,-99500000.0,10200400000.0,-286800000.0,828300000.0,457400000.0,2720000000,,539600000.0,-3499900000.0,,1489200000.0,1938600000.0,10659900000.0,291500000,291500000,885200000.0,3953600000.0,5900000.0,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,138500000.0,525400000.0,10500000.0,,1141500000.0,,23700000.0,0.0,,0.3225,-76200000.0,22700000.0,-37800000.0,753200000.0,424800000.0,,15301300000.0,870400000.0,715400000.0,-5400000.0,1342800000.0,-141100000.0,24600000.0,341600000.0,,23300000.0,217400000.0,17900000.0,,-295300000.0,-5500000.0,-316100000.0,286300000,-682400000.0,17900000.0,0.33,3180200000.0,-93400000.0,10920700000.0,438800000.0,1123600000.0,448500000.0,2921000000,,23500000.0,-1692100000.0,,1489400000.0,2045000000.0,11765100000.0,286300000,286300000,886000000.0,4380600000.0,6800000.0,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,155300000.0,548000000.0,41600000.0,,655400000.0,,24000000.0,0.0,,0.3625,-107400000.0,3400000.0,-45000000.0,793900000.0,475100000.0,,16160600000.0,867600000.0,748900000.0,4000000.0,1682500000.0,-118000000.0,25700000.0,329700000.0,,17900000.0,216100000.0,21900000.0,,490100000.0,-5400000.0,1480300000.0,319800000,-682500000.0,21900000.0,0.3675,3395600000.0,-105400000.0,11570100000.0,-1476500000.0,633500000.0,499100000.0,3080600000,,1917300000.0,-2810100000.0,,1489600000.0,2152200000.0,12403900000.0,319800000,319800000,882000000.0,4590500000.0,6700000.0,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,168700000.0,584700000.0,12100000.0,,660100000.0,,23700000.0,0.0,,,-13600000.0,10300000.0,-62000000.0,322200000.0,526500000.0,,16281500000.0,,260200000.0,-9800000.0,2055900000.0,55900000.0,29800000.0,425000000.0,,21900000.0,216400000.0,12100000.0,,-10277300000.0,-5400000.0,-92100000.0,357800000,-318400000.0,12100000.0,,3729800000.0,-18500000.0,11250900000.0,1313500000.0,648000000.0,550200000.0,3170400000,,-1386500000.0,7965000000.0,,1489800000.0,2079600000.0,12532300000.0,357800000,357800000,,5030600000.0,6300000.0,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,218700000.0,616000000.0,12400000.0,,1136700000.0,,20500000.0,0.0,,0.5225,-205300000.0,25900000.0,-54200000.0,900500000.0,678700000.0,,17161900000.0,865600000.0,846300000.0,11000000.0,1650200000.0,-197200000.0,65900000.0,475100000.0,1386000000.0,12100000.0,217500000.0,23100000.0,,-465600000.0,-5400000.0,412700000.0,460000000,-684200000.0,23100000.0,0.5325,4159400000.0,-25800000.0,11620100000.0,-164200000.0,1113600000.0,699200000.0,3280300000,156400000.0,555200000.0,-1814600000.0,,1289900000.0,2248200000.0,13247700000.0,460000000,460000000,880000000.0,5541800000.0,5500000.0,-200000000.0,,,,,,,,,,,,,,,,,,,,,
2004-06-30,188700000.0,647900000.0,12100000.0,,1136800000.0,,19700000.0,0.0,,0.44,-55100000.0,10500000.0,-60800000.0,806500000.0,575000000.0,,17716700000.0,865200000.0,745700000.0,-1100000.0,-1242400000.0,-75100000.0,76500000.0,300900000.0,1507400000.0,23100000.0,217300000.0,22000000.0,,-2284400000.0,-5400000.0,435100000.0,386300000,-752500000.0,22000000.0,0.4475,4484100000.0,-60200000.0,11995500000.0,-476200000.0,1114800000.0,594700000.0,3367400000,52400000.0,763800000.0,2835100000.0,,1290000000.0,2322600000.0,13667700000.0,386300000,386300000,879200000.0,5721200000.0,6600000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2004-09-30,190500000.0,674600000.0,12100000.0,,2238700000.0,,20100000.0,0.0,,0.4425,-52200000.0,7700000.0,-52600000.0,704100000.0,579400000.0,,18495700000.0,864000000.0,651500000.0,12500000.0,144600000.0,-80900000.0,76800000.0,360700000.0,1548600000.0,22000000.0,217000000.0,34500000.0,,1193800000.0,-6500000.0,384200000.0,388900000,-639400000.0,34500000.0,0.45,4816300000.0,-53400000.0,12364700000.0,-319000000.0,2204200000.0,599500000.0,3438500000,43400000.0,660200000.0,-1925200000.0,,1290200000.0,2397600000.0,14319200000.0,388900000,388900000,876400000.0,6131000000.0,5900000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2004-12-31,204200000.0,666500000.0,11900000.0,,1396900000.0,,20500000.0,0.0,,,-1493500000.0,7600000.0,-24400000.0,251400000.0,617700000.0,,17184300000.0,,227000000.0,-14500000.0,165500000.0,30200000.0,72900000.0,444800000.0,1325000000.0,34500000.0,200400000.0,20000000.0,,827600000.0,-6000000.0,-239200000.0,413500000,1227600000.0,20000000.0,,3812900000.0,-1489100000.0,12028900000.0,60300000.0,1376900000.0,638200000.0,3695900000,26000000.0,-471800000.0,258900000.0,,1284300000.0,2278200000.0,13082000000.0,413500000,413500000,,5155400000.0,7000000.0,-6000000.0,,,,,,,,,,,,,,,,,,,,,
2005-03-31,202000000.0,660900000.0,11200000.0,,1059600000.0,,20800000.0,0.0,,0.51,-156700000.0,15700000.0,-16600000.0,658500000.0,614700000.0,,17723200000.0,796000000.0,641900000.0,-3200000.0,457600000.0,-193600000.0,70900000.0,310000000.0,1385900000.0,20000000.0,199600000.0,16800000.0,,-3314700000.0,-6000000.0,305700000.0,412700000,-505000000.0,16800000.0,0.5175,4061400000.0,-166400000.0,12428400000.0,-233000000.0,1042800000.0,635500000.0,3491800000,45400000.0,369400000.0,2368700000.0,,1284500000.0,2469200000.0,13404900000.0,412700000,412700000,807600000.0,5294800000.0,5400000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2005-06-30,192400000.0,704300000.0,10300000.0,,2286500000.0,,20700000.0,0.0,,0.4925,-214000000.0,12400000.0,-66300000.0,764300000.0,586700000.0,,18459200000.0,788400000.0,698000000.0,3000000.0,3127200000.0,-56000000.0,75800000.0,407800000.0,1495000000.0,16800000.0,197700000.0,19800000.0,,-1318600000.0,-5900000.0,382400000.0,394300000,-547300000.0,19800000.0,0.5,4241900000.0,-220500000.0,12868700000.0,131400000.0,2266700000.0,607400000.0,3590100000,94800000.0,106100000.0,-2289600000.0,,1284600000.0,2522400000.0,13994700000.0,394300000,394300000,800000000.0,5590500000.0,6600000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2005-09-30,142500000.0,695800000.0,9700000.0,,926100000.0,,20700000.0,0.0,,0.385,-82300000.0,7600000.0,-49500000.0,502100000.0,447800000.0,,19155100000.0,783200000.0,452600000.0,-12900000.0,-2560500000.0,-95500000.0,86100000.0,390000000.0,1746500000.0,19800000.0,197100000.0,6900000.0,,-7310000000.0,-5900000.0,369300000.0,305300000,-432700000.0,6900000.0,0.39,4461700000.0,-84000000.0,13344600000.0,-62700000.0,919200000.0,468500000.0,3622500000,0.0,106600000.0,9451200000.0,,1284800000.0,2627700000.0,14526700000.0,305300000,305300000,783200000.0,5810500000.0,6400000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2005-12-31,128100000.0,758700000.0,9000000.0,,779200000.0,,20400000.0,0.0,,,-9300000.0,8500000.0,-86900000.0,69100000.0,409700000.0,,18898600000.0,,-17800000.0,-1300000.0,-337300000.0,123600000.0,82900000.0,398700000.0,1510800000.0,6900000.0,197300000.0,5600000.0,,-21273600000.0,-5900000.0,-406100000.0,281600000,-61100000.0,5600000.0,,4726000000.0,-11900000.0,12791100000.0,-59000000.0,773600000.0,430100000.0,3599000000,0.0,-335600000.0,21636700000.0,,1284900000.0,2500700000.0,14274700000.0,281600000,281600000,,6107500000.0,6200000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2006-03-31,210900000.0,822500000.0,8900000.0,,719100000.0,,20500000.0,11500000.0,,0.5525,-214600000.0,11000000.0,-88000000.0,703700000.0,647500000.0,,19258200000.0,781200000.0,615700000.0,5000000.0,310700000.0,-130300000.0,81300000.0,375700000.0,1468900000.0,5600000.0,195900000.0,10600000.0,,-3946200000.0,-5800000.0,169400000.0,436600000,-484100000.0,10600000.0,0.56,4937800000.0,-231300000.0,12942300000.0,-52300000.0,708500000.0,668000000.0,3660900000,48300000.0,186300000.0,3239400000.0,,1285000000.0,2639700000.0,14521400000.0,436600000,436600000,791600000.0,6315900000.0,6800000.0,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,191500000.0,902700000.0,7900000.0,,737900000.0,,19400000.0,10900000.0,,0.51,-348200000.0,14300000.0,-105700000.0,642200000.0,591900000.0,,19602600000.0,776100000.0,536500000.0,7000000.0,205200000.0,-15400000.0,83800000.0,313200000.0,1673900000.0,10600000.0,775200000.0,17600000.0,,-5887400000.0,-5900000.0,259300000.0,400400000,-287000000.0,17600000.0,0.52,4506100000.0,-267500000.0,13180300000.0,-56500000.0,720300000.0,611300000.0,3707900000,0.0,135200000.0,5496100000.0,,1185200000.0,2662900000.0,14667800000.0,400400000,400400000,785900000.0,6422300000.0,6300000.0,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,193500000.0,941600000.0,7300000.0,,1072400000.0,,18500000.0,5000000.0,,0.53,-342300000.0,6200000.0,-73600000.0,457300000.0,603100000.0,,19846200000.0,763200000.0,383700000.0,-3100000.0,12733500000.0,-27900000.0,92500000.0,528200000.0,,17600000.0,761700000.0,14500000.0,,-3710300000.0,-6800000.0,94800000.0,409600000,-118100000.0,14500000.0,0.54,4587000000.0,-346700000.0,13132100000.0,-59900000.0,1057900000.0,621600000.0,3723800000,,-40900000.0,-9076900000.0,,1185400000.0,2698600000.0,14853500000.0,409600000,409600000,772200000.0,6714100000.0,6200000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2006-12-31,189800000.0,973400000.0,6800000.0,,586800000.0,,18900000.0,11400000.0,,,-352300000.0,11800000.0,-67000000.0,221400000.0,590700000.0,,19482100000.0,,154400000.0,-8900000.0,-3133000000.0,162200000.0,99000000.0,604300000.0,,14500000.0,748000000.0,5600000.0,,3118100000.0,-6500000.0,-451800000.0,400900000,122000000.0,5600000.0,,4646900000.0,-369000000.0,12635500000.0,-56900000.0,581200000.0,609600000.0,3693800000,,-270700000.0,202500000.0,,1185500000.0,2498200000.0,14689200000.0,400900000,400900000,,6846600000.0,5100000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2007-03-31,169200000.0,979700000.0,29500000.0,,604200000.0,,18900000.0,4500000.0,,0.49,-312100000.0,6500000.0,-33600000.0,636000000.0,532700000.0,,20011700000.0,737800000.0,602400000.0,4300000.0,2941300000.0,-94100000.0,98400000.0,629500000.0,1401300000.0,5600000.0,736200000.0,9900000.0,,-2964900000.0,0.0,178400000.0,363500000,-319600000.0,9900000.0,0.49,4714600000.0,-323100000.0,13081100000.0,-66100000.0,594300000.0,551600000.0,3686800000,143300000.0,197500000.0,-263600000.0,,1185700000.0,2633300000.0,15097500000.0,363500000,363500000,745300000.0,6930600000.0,5200000.0,,,,,,,,,,,,,,,,,,,,,,
