date,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyTaxProvision,quarterlyOperatingExpense,quarterlyNetPPE,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyBasicAverageShares,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyDilutedEPS,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,quarterlyEbitda,quarterlyOperatingIncome,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable,quarterlyPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation
2006-09-30,-4037000000.0,,5746000000.0,5732000000.0,7646000000.0,,18543000000.0,276000000.0,732000000.0,52849000000.0,,2965000000.0,280000000.0,8392000000.0,5697000000.0,479540598.0,,62000000.0,2380000000.0,-691000000.0,748000000.0,3611000000.0,0.0,109123000000.0,,71459000000.0,20000000.0,2121000000.0,14000000.0,302000000.0,9926000000.0,3.765979,1802000000,479960144.0,5732000000.0,-5332000000.0,-209000000.0,10000000.0,883000000.0,3441000000,2558000000,14000000.0,57000000.0,62188000000.0,31000000.0,-2037000000.0,13384000000.0,56886000000.0,,37664000000.0,20362000000.0,18007000000,8531000000.0,3.765979,25649000000.0,,0.0,9545000000.0,14717000000.0,7471000000.0,,41826000000.0,3290000000.0,102000000.0,904000000.0,1802000000,10574000000.0,39165000000.0,1802000000,,,,,,,,
2006-12-31,-8403000000.0,,6026000000.0,6020000000.0,7274000000.0,,19238000000.0,377000000.0,1529000000.0,54696000000.0,2762000000.0,5491000000.0,649000000.0,-2544000000.0,5656000000.0,,,-51000000.0,2660000000.0,-1633000000.0,4267000000.0,288000000.0,6114000000.0,112166000000.0,,72804000000.0,,5732000000.0,17000000.0,1654000000.0,10717000000.0,,1917000000,,6020000000.0,-1676000000.0,-210000000.0,-696000000.0,865000000.0,3495000000,2630000000,6000000.0,2634000000.0,61975000000.0,,1648000000.0,14974000000.0,63099000000.0,,39362000000.0,24560000000.0,23203000000,8496000000.0,,21645000000.0,,3969000000.0,8769000000.0,19044000000.0,2238000000.0,,37415000000.0,4159000000.0,428000000.0,243000000.0,1917000000,8020000000.0,42127000000.0,1917000000,,,,,,,,
2007-03-31,-8403000000.0,,8277000000.0,8277000000.0,7419000000.0,,19319000000.0,934000000.0,891000000.0,54351000000.0,,5829000000.0,10000000.0,-453000000.0,6398000000.0,581490174.0,,46000000.0,3620000000.0,-988000000.0,2650000000.0,2138000000.0,0.0,116784000000.0,,73032000000.0,,6020000000.0,,44642000000.0,10909000000.0,3.861321,2250000000,582329265.0,8158000000.0,-126000000.0,-514000000.0,,891000000.0,4346000000,3455000000,,1662000000.0,63600000000.0,,-653000000.0,,62754000000.0,,43752000000.0,26799000000.0,24476000000,8182000000.0,3.861321,21200000000.0,,0.0,10318000000.0,20130000000.0,10061000000.0,,36801000000.0,4346000000.0,175000000.0,0.0,2250000000,10720000000.0,44642000000.0,2250000000,,,,,,,,
2007-06-30,-8403000000.0,,6782000000.0,6782000000.0,7625000000.0,,19448000000.0,1087000000.0,1094000000.0,57836000000.0,,7617000000.0,182000000.0,1469000000.0,6989000000.0,578972901.0,,-580000000.0,4307000000.0,-1330000000.0,3732000000.0,-1474000000.0,0.0,124849000000.0,,81282000000.0,,8158000000.0,,48549000000.0,11853000000.0,4.695557,2723000000,579811992.0,6782000000.0,-6765000000.0,-644000000.0,,1094000000.0,5326000000,4232000000,,2402000000.0,69902000000.0,,-587000000.0,,66239000000.0,,43567000000.0,30211000000.0,27223000000,9677000000.0,4.695557,22389000000.0,,0.0,11246000000.0,21897000000.0,10741000000.0,,39691000000.0,5326000000.0,257000000.0,-5435000000.0,2723000000,14954000000.0,48549000000.0,2723000000,,,,,,,,
2007-09-30,-8403000000.0,,7200000000.0,7200000000.0,7878000000.0,,20792000000.0,672000000.0,1028000000.0,59341000000.0,,9594000000.0,189000000.0,-2452000000.0,7568000000.0,590300631.0,,1013000000.0,3944000000.0,-1152000000.0,4117000000.0,442000000.0,0.0,127625000000.0,,83506000000.0,,6782000000.0,,52079000000.0,12248000000.0,5.005416,2960000000,591139722.0,7200000000.0,-1361000000.0,-95000000.0,,1028000000.0,4881000000,3853000000,,2965000000.0,68865000000.0,,415000000.0,,67744000000.0,,44119000000.0,32545000000.0,25524000000,8667000000.0,5.005416,19775000000.0,,0.0,10402000000.0,20643000000.0,10703000000.0,,36320000000.0,4881000000.0,280000000.0,-209000000.0,2960000000,14979000000.0,52079000000.0,2960000000,,,,,,,,
2007-12-31,-16055000000.0,,7860000000.0,7860000000.0,7927000000.0,,21750000000.0,345000000.0,2420000000.0,61994000000.0,2368000000.0,9686000000.0,1458000000.0,-1981000000.0,9643000000.0,,,-564000000.0,3017000000.0,-1978000000.0,6033000000.0,734000000.0,6524000000.0,133625000000.0,-876000000.0,88297000000.0,,7200000000.0,0.0,5107000000.0,13991000000.0,,2435000000,,7860000000.0,-3657000000.0,-1016000000.0,,1557000000.0,4847000000,3290000000,,4055000000.0,72090000000.0,,1618000000.0,23552000000.0,78049000000.0,,45328000000.0,32209000000.0,27993000000,9869000000.0,,22085000000.0,,3663000000.0,9533000000.0,22283000000.0,2008000000.0,,39881000000.0,5710000000.0,608000000.0,5569000000.0,2435000000,12663000000.0,56685000000.0,2435000000,,,,,,,,
2008-03-31,-16055000000.0,,7244000000.0,7244000000.0,8387000000.0,,23213000000.0,596000000.0,1129000000.0,63948000000.0,,9537000000.0,406000000.0,-439000000.0,13066000000.0,590300631.0,,17000000.0,3207000000.0,-975000000.0,1982000000.0,-672000000.0,0.0,141401000000.0,-2107000000.0,92998000000.0,,7860000000.0,,57889000000.0,15879000000.0,4.004332,2371000000,591559268.0,7188000000.0,-2383000000.0,-661000000.0,,1430000000.0,5345000000,3915000000,,1007000000.0,78958000000.0,,-2059000000.0,,80003000000.0,,48403000000.0,35768000000.0,29809000000,9684000000.0,4.028168,25119000000.0,,0.0,11694000000.0,24765000000.0,10352000000.0,,43190000000.0,5044000000.0,-603000000.0,-1408000000.0,2371000000,15984000000.0,57889000000.0,2371000000,,,,,,,,
2008-06-30,-16055000000.0,,7531000000.0,7531000000.0,8309000000.0,,27591000000.0,933000000.0,1317000000.0,66350000000.0,,10329000000.0,444000000.0,1952000000.0,15381000000.0,583168356.0,,0.0,7124000000.0,-1353000000.0,4232000000.0,279000000.0,0.0,156264000000.0,-541000000.0,99585000000.0,,7188000000.0,,63067000000.0,19134000000.0,9.986996,5839000000,584846539.0,7531000000.0,-5600000000.0,-629000000.0,,1425000000.0,8154000000,6729000000,,2879000000.0,89115000000.0,,-3384000000.0,,82405000000.0,,56679000000.0,42203000000.0,37840000000,10683000000.0,10.010831,27920000000.0,,0.0,14795000000.0,29794000000.0,12740000000.0,,46912000000.0,8046000000.0,731000000.0,-4247000000.0,5839000000,17854000000.0,63067000000.0,5839000000,,,,,,,,
2008-09-30,-16055000000.0,,6047000000.0,6047000000.0,7639000000.0,,30173000000.0,695000000.0,1354000000.0,63760000000.0,,10140000000.0,529000000.0,264000000.0,15982000000.0,575196990.0,,-6000000.0,4930000000.0,-1758000000.0,2561000000.0,-1452000000.0,0.0,153589000000.0,-1792000000.0,96896000000.0,,7531000000.0,,61842000000.0,17087000000.0,6.626217,3821000000,576875173.0,6047000000.0,-4222000000.0,-692000000.0,,1414000000.0,6941000000,5527000000,,803000000.0,87344000000.0,,-4608000000.0,,79815000000.0,,56693000000.0,39477000000.0,35198000000,11806000000.0,6.650052,28422000000.0,,0.0,13393000000.0,28317000000.0,12250000000.0,,47867000000.0,6881000000.0,-128000000.0,-2464000000.0,3821000000,17154000000.0,61842000000.0,3821000000,,,,,,,,
2008-12-31,-16488000000.0,,7576000000.0,7576000000.0,6395000000.0,,24741000000.0,-1126000000.0,2790000000.0,60755000000.0,2490000000.0,8409000000.0,1137000000.0,-3909000000.0,11049000000.0,,,-68000000.0,-3724000000.0,-1445000000.0,5877000000.0,1561000000.0,9901000000.0,133088000000.0,0.0,88674000000.0,,6047000000.0,9269000000.0,751000000.0,10501000000.0,,-2632000000,,7576000000.0,-223000000.0,-594000000.0,,1831000000.0,-2104000000,-3935000000,,4432000000.0,73858000000.0,,1035000000.0,30403000000.0,77243000000.0,,44414000000.0,30760000000.0,22089000000,11036000000.0,,25667000000.0,,2754000000.0,6737000000.0,23234000000.0,1949000000.0,,43098000000.0,-1145000000.0,382000000.0,7423000000.0,-2632000000,13629000000.0,55198000000.0,-2632000000,,,,,,,,
2009-03-31,,-2535000000.0,3979000000.0,3979000000.0,5527000000.0,,19917000000.0,-1088000000.0,15487000000.0,58470000000.0,15754000000.0,7614000000.0,304000000.0,-2887000000.0,0.0,573099262.0,,-7000000.0,-2221000000.0,-850000000.0,329000000.0,-3351000000.0,0.0,120498000000.0,0.0,86253000000.0,,7593000000.0,,,8371000000.0,-1.859154,-1063000000,573518808.0,3979000000.0,-793000000.0,-345000000.0,-1145000000.0,1118000000.0,-799000000,-1483000000,,-521000000.0,65038000000.0,-938000000.0,2427000000.0,,,,34245000000.0,25893000000.0,15122000000,10542000000.0,-1.859154,23076000000.0,,0.0,6335000000.0,1118000000.0,9908000000.0,12029000000.0,39145000000.0,14004000000.0,-434000000.0,57000000.0,-1133000000,,51762000000.0,-1063000000,,,,,,,,
2009-06-30,,-846000000.0,7263000000.0,7263000000.0,5669000000.0,,16796000000.0,-1239000000.0,13955000000.0,60715000000.0,16397000000.0,7962000000.0,401000000.0,1710000000.0,0.0,585266084.0,,-11000000.0,-2093000000.0,-568000000.0,1746000000.0,2974000000.0,0.0,127118000000.0,-234000000.0,92208000000.0,,3979000000.0,,,8106000000.0,-1.358613,-792000000,585685630.0,7263000000.0,-482000000.0,-352000000.0,1295000000.0,,-464000000,-1184000000,,1178000000.0,65807000000.0,-1360000000.0,1437000000.0,,,,34910000000.0,25613000000.0,15176000000,12361000000.0,-1.358613,22164000000.0,,0.0,6228000000.0,2405000000.0,9545000000.0,15096000000.0,40194000000.0,12771000000.0,-508000000.0,86000000.0,-854000000,,57515000000.0,-792000000,,,,,,,,
2009-09-30,,,5884000000.0,5884000000.0,5918000000.0,,16900000000.0,-899000000.0,14581000000.0,61414000000.0,17005000000.0,5676000000.0,387000000.0,-3353000000.0,0.0,632674735.0,,-27000000.0,19000000.0,-575000000.0,2388000000.0,-1367000000.0,0.0,129337000000.0,3153000000.0,95007000000.0,,7263000000.0,,,9777000000.0,1.430119,903000000,670014291.0,5843000000.0,-658000000.0,-306000000.0,-2566000000.0,,1690000000,305000000,,1813000000.0,65429000000.0,-1006000000.0,1333000000.0,,,,34330000000.0,24796000000.0,16170000000,12928000000.0,1.430119,21787000000.0,,0.0,6623000000.0,1284000000.0,9343000000.0,16588000000.0,40633000000.0,14886000000.0,2000000.0,-83000000.0,918000000,,60291000000.0,903000000,,,,,,,,
2009-12-31,-23519000000.0,,5919000000.0,5919000000.0,5144000000.0,,16835000000.0,-1286000000.0,-38900000000.0,60385000000.0,17034000000.0,4135000000.0,604000000.0,-1817000000.0,2581000000.0,,,-285000000.0,-142000000.0,-799000000.0,2815000000.0,87000000.0,11000000.0,127697000000.0,-2919000000.0,94890000000.0,,5843000000.0,0.0,,10676000000.0,,1070000000,,5919000000.0,-851000000.0,-335000000.0,5393000000.0,,1726000000,684000000,,2016000000.0,62299000000.0,-1208000000.0,-1917000000.0,29738000000.0,83904000000.0,314000000.0,32807000000.0,23530000000.0,18642000000,3244000000.0,,20677000000.0,,1000000.0,5750000000.0,56858000000.0,6961000000.0,10052000000.0,38769000000.0,-38216000000.0,-455000000.0,101000000.0,1144000000,,61045000000.0,1070000000,,,,,,,,
2010-03-31,,-41000000.0,3756000000.0,3756000000.0,5000000000.0,,17873000000.0,-349000000.0,16764000000.0,57866000000.0,16385000000.0,4990000000.0,355000000.0,-719000000.0,0.0,633513826.0,,-396000000.0,370000000.0,-539000000.0,-719000000.0,-2103000000.0,0.0,123935000000.0,,91485000000.0,,5919000000.0,,,11719000000.0,0.834236,679000000,659945198.0,3668000000.0,-665000000.0,-282000000.0,-307000000.0,1202000000.0,1927000000,686000000,,-1258000000.0,60848000000.0,-551000000.0,-1742000000.0,,,,32450000000.0,24031000000.0,18652000000,12397000000.0,1.072589,19420000000.0,,0.0,6733000000.0,1202000000.0,7322000000.0,17234000000.0,36817000000.0,17450000000.0,39000000.0,-126000000.0,719000000,,59199000000.0,679000000,,,,,,,,
2010-06-30,,-355000000.0,2578000000.0,2578000000.0,4846000000.0,,19458000000.0,-75000000.0,1160000000.0,54715000000.0,15720000000.0,5599000000.0,308000000.0,-690000000.0,0.0,633513826.0,,-26000000.0,1708000000.0,-643000000.0,385000000.0,-1065000000.0,0.0,120743000000.0,,87148000000.0,,3668000000.0,,,12774000000.0,1.787648,1704000000,670853383.0,2578000000.0,-760000000.0,-309000000.0,52000000.0,1279000000.0,21770000000,20491000000,,-258000000.0,59869000000.0,-346000000.0,-2304000000.0,,,,33595000000.0,26531000000.0,21651000000,11258000000.0,2.69339,17234000000.0,,0.0,7366000000.0,1279000000.0,8158000000.0,16713000000.0,33338000000.0,20372000000.0,174000000.0,-117000000.0,1783000000,,57077000000.0,1704000000,,,,,,,,
2010-09-30,,,3477000000.0,3477000000.0,5126000000.0,,21625000000.0,-566000000.0,1182000000.0,57568000000.0,16443000000.0,5359000000.0,378000000.0,789000000.0,0.0,633513826.0,0.0,-244000000.0,800000000.0,-805000000.0,780000000.0,734000000.0,0.0,130626000000.0,0.0,93190000000.0,,2578000000.0,,,13249000000.0,2.121343,1350000000,644841557.0,3474000000.0,-835000000.0,-334000000.0,89000000.0,1208000000.0,21065000000,19857000000,,-25000000.0,64409000000.0,-773000000.0,-1094000000.0,,,,37436000000.0,27463000000.0,21039000000,11643000000.0,2.121343,20177000000.0,,0.0,7578000000.0,1208000000.0,8855000000.0,19179000000.0,36946000000.0,19831000000.0,95000000.0,-30000000.0,1366000000,,62475000000.0,1350000000,,,,,,,,
2010-12-31,-24534000000.0,,6207000000.0,6207000000.0,4006000000.0,,19583000000.0,-489000000.0,-208000000.0,54344000000.0,14373000000.0,6716000000.0,537000000.0,661000000.0,2490000000.0,,1363000000.0,-1399000000.0,-1022000000.0,-1321000000.0,3569000000.0,2845000000.0,2037000000.0,130904000000.0,0.0,88229000000.0,,3474000000.0,0.0,,13256000000.0,,-817000000,,6207000000.0,-1178000000.0,-332000000.0,237000000.0,706000000.0,-53658000000,-54193000000,,2248000000.0,64804000000.0,191000000.0,618000000.0,31647000000.0,78878000000.0,471000000.0,42675000000.0,30723000000.0,16683000000,1865000000.0,,19292000000.0,,6918000000.0,5725000000.0,67395000000.0,6900000000.0,10419000000.0,34081000000.0,-50712000000.0,-612000000.0,647000000.0,-533000000,,62430000000.0,-817000000,,,,,,,,
2011-03-31,,-487000000.0,3872000000.0,3872000000.0,3997000000.0,,21595000000.0,-166000000.0,19602000000.0,55477000000.0,15051000000.0,3718000000.0,459000000.0,-780000000.0,0.0,649876104.0,0.0,1000000.0,453000000.0,-1031000000.0,-1298000000.0,-2681000000.0,0.0,130084000000.0,,92018000000.0,,6412000000.0,,,14731000000.0,1.644637,1069000000,650295649.0,3872000000.0,-595000000.0,-294000000.0,-543000000.0,1151000000.0,2582000000,1431000000,,-2329000000.0,65084000000.0,-480000000.0,-1844000000.0,,,,38066000000.0,26957000000.0,22184000000,11372000000.0,1.644637,22758000000.0,,0.0,7994000000.0,1151000000.0,8508000000.0,21490000000.0,38127000000.0,21033000000.0,-519000000.0,541000000.0,619000000,,61161000000.0,1069000000,,,,,,,,
2011-06-30,,,3205000000.0,3205000000.0,4010000000.0,,23920000000.0,61000000.0,21713000000.0,56124000000.0,15134000000.0,3688000000.0,457000000.0,1106000000.0,0.0,649876104.0,,-25000000.0,1637000000.0,-1065000000.0,-573000000.0,-523000000.0,0.0,133519000000.0,,93393000000.0,,3872000000.0,,,14864000000.0,2.216684,1535000000,687215660.0,3205000000.0,-1251000000.0,-302000000.0,-260000000.0,,3255000000,2252000000,,-1638000000.0,67018000000.0,-250000000.0,-2811000000.0,,,,40126000000.0,27097000000.0,25126000000,11381000000.0,2.359696,24530000000.0,,0.0,8625000000.0,1161000000.0,8545000000.0,22135000000.0,39921000000.0,23965000000.0,-158000000.0,-186000000.0,1576000000,,62615000000.0,1535000000,,,,,,,,
2011-09-30,,,2800000000.0,2800000000.0,3678000000.0,,23397000000.0,154000000.0,1155000000.0,54052000000.0,14683000000.0,3626000000.0,477000000.0,294000000.0,0.0,649876104.0,,-54000000.0,782000000.0,-1267000000.0,770000000.0,-412000000.0,0.0,127328000000.0,,88691000000.0,,3205000000.0,,,13772000000.0,0.452871,659000000,675887930.0,2673000000.0,-1298000000.0,-309000000.0,824000000.0,,24299000000,23059000000,,-497000000.0,63952000000.0,-55000000.0,-1013000000.0,,,,38637000000.0,25925000000.0,24214000000,10288000000.0,1.024918,24061000000.0,,0.0,8194000000.0,1240000000.0,8527000000.0,19956000000.0,38027000000.0,22974000000.0,6000000.0,-31000000.0,628000000,,59586000000.0,659000000,,,,,,,,
2011-12-31,-26241000000.0,,3821000000.0,3821000000.0,3680000000.0,218000000.0,21689000000.0,833000000.0,107000000.0,54251000000.0,14053000000.0,2784000000.0,429000000.0,-1152000000.0,2623000000.0,649876104.0,,-52000000.0,-192000000.0,-1475000000.0,2878000000.0,1175000000.0,2242000000.0,121880000000.0,,86275000000.0,,2673000000.0,0.0,,1092000000.0,-1.549295,-1000000000,649876104.0,3821000000.0,-534000000.0,-289000000.0,-424000000.0,1117000000.0,-61440000000,-63177000000,,1403000000.0,61403000000.0,1667000000.0,-2220000000.0,30531000000.0,80492000000.0,367000000.0,35605000000.0,23824000000.0,22449000000,1504000000.0,-1.549295,23634000000.0,,0.0,6452000000.0,81967000000.0,8204000000.0,9267000000.0,37579000000.0,-59518000000.0,1309000000.0,1896000000.0,-1025000000,,56690000000.0,-1000000000,,,,,,,,
2012-03-31,,,4934000000.0,4934000000.0,3681000000.0,,21204000000.0,-190000000.0,0.0,54998000000.0,14205000000.0,2991000000.0,461000000.0,1398000000.0,3830000000.0,649876104.0,,1692000000.0,-174000000.0,-1249000000.0,505000000.0,939000000.0,0.0,124970000000.0,,86926000000.0,,3905000000.0,,,12879000000.0,0.023835,11000000,649876104.0,4934000000.0,-964000000.0,-294000000.0,-94000000.0,,1489000000,21501000000,,-744000000.0,63684000000.0,-326000000.0,-288000000.0,,,,38044000000.0,24146000000.0,22703000000,10334000000.0,0.023835,25523000000.0,,437000000.0,7939000000.0,1202000000.0,8276000000.0,7254000000.0,39538000000.0,21501000000.0,-21214000000.0,285000000.0,16000000,,57406000000.0,11000000,,,,,,,,
2012-06-30,,,4470000000.0,4470000000.0,3266000000.0,,19462000000.0,-219000000.0,20029000000.0,53170000000.0,13749000000.0,4794000000.0,456000000.0,-1744000000.0,3451000000.0,649876104.0,,-34000000.0,734000000.0,-1117000000.0,2268000000.0,-461000000.0,0.0,118921000000.0,,83701000000.0,,4937000000.0,,,12450000000.0,1.334777,959000000,687215660.0,4470000000.0,-816000000.0,-294000000.0,-902000000.0,1162000000.0,2352000000,1291000000,,1151000000.0,60638000000.0,-389000000.0,1381000000.0,,,,35220000000.0,25578000000.0,22478000000,10105000000.0,1.477789,21689000000.0,,398000000.0,6996000000.0,1158000000.0,8334000000.0,7028000000.0,35060000000.0,21320000000.0,-101000000.0,301000000.0,953000000,,54560000000.0,959000000,20029000000.0,,,,,,,
2012-09-30,,-80000000.0,2990000000.0,2990000000.0,3123000000.0,,19980000000.0,43000000.0,19544000000.0,53734000000.0,13854000000.0,4790000000.0,479000000.0,243000000.0,3819000000.0,649876104.0,,620000000.0,-686000000.0,-1217000000.0,-331000000.0,-1569000000.0,589000000.0,118631000000.0,,84737000000.0,,4470000000.0,,,11732000000.0,-1.096424,-709000000,649876104.0,2990000000.0,-1073000000.0,-297000000.0,-607000000.0,1292000000.0,1085000000,179000000,,-1548000000.0,59788000000.0,-57000000.0,-307000000.0,,,,33894000000.0,24731000000.0,19723000000,10107000000.0,-1.096424,21827000000.0,,870000000.0,6403000000.0,1287000000.0,7620000000.0,7023000000.0,35057000000.0,18436000000.0,-386000000.0,144000000.0,-709000000,,55112000000.0,-709000000,18387000000.0,,,,,,,
2012-12-31,-31424000000.0,-557000000.0,4398000000.0,4398000000.0,3228000000.0,161000000.0,19025000000.0,-1556000000.0,-59273000000.0,53660000000.0,1417000000.0,4239000000.0,478000000.0,-923000000.0,768000000.0,649876104.0,,-68000000.0,-5460000000.0,-1129000000.0,2892000000.0,1581000000.0,1655000000.0,114573000000.0,,82779000000.0,,2990000000.0,0.0,-2631000000.0,12601000000.0,-5.887322,-3808000000,649876104.0,4540000000.0,-862000000.0,-306000000.0,230000000.0,6076000000.0,25385000000,19309000000,,1763000000.0,59376000000.0,-1650000000.0,2044000000.0,25633000000.0,85084000000.0,160000000.0,31794000000.0,23818000000.0,19309000000,1280000000.0,-5.887322,21513000000.0,,493000000.0,5085000000.0,1236000000.0,2007000000.0,8306000000.0,35558000000.0,18073000000.0,-5252000000.0,267000000.0,-3904000000,8164000000.0,51723000000.0,-3808000000,-55825000000.0,,,,,,,
2013-03-31,,-21000000.0,7977000000.0,7977000000.0,2896000000.0,,18389000000.0,97000000.0,0.0,52507000000.0,9365000000.0,4234000000.0,478000000.0,4693000000.0,3163000000.0,734204765.0,,4748000000.0,-247000000.0,-927000000.0,-302000000.0,3442000000.0,0.0,115767000000.0,,79952000000.0,,4540000000.0,,,11558000000.0,-0.500542,-345000000,734624311.0,7977000000.0,-803000000.0,-34000000.0,-605000000.0,1161000000.0,20913000000,19752000000,,-1229000000.0,62812000000.0,36000000.0,-549000000.0,,,,35815000000.0,23208000000.0,19752000000,14963000000.0,-0.500542,21745000000.0,,0.0,6130000000.0,1161000000.0,7416000000.0,6923000000.0,39604000000.0,18591000000.0,-173000000.0,124000000.0,-344000000,,49522000000.0,-345000000,,,,,,,,
2013-06-30,,,6918000000.0,6918000000.0,2690000000.0,,18067000000.0,99000000.0,18497000000.0,51580000000.0,9123000000.0,4140000000.0,471000000.0,-2796000000.0,2170000000.0,750147497.0,,254000000.0,-673000000.0,-709000000.0,2359000000.0,-1093000000.0,0.0,112633000000.0,,77920000000.0,,7977000000.0,,,12499000000.0,-1.048754,-780000000,750567043.0,6918000000.0,-717000000.0,-3000000.0,742000000.0,1175000000.0,21372000000,20197000000,,1650000000.0,60970000000.0,-50000000.0,1272000000.0,,,,34713000000.0,24882000000.0,20197000000,14455000000.0,-1.048754,18943000000.0,,0.0,5866000000.0,1136000000.0,8243000000.0,6913000000.0,36088000000.0,19061000000.0,-766000000.0,-8000000.0,-772000000,,48263000000.0,-780000000,18497000000.0,,,,,,,
2013-09-30,,-1045000000.0,4428000000.0,4428000000.0,2703000000.0,,18495000000.0,-5000000.0,19065000000.0,51792000000.0,9001000000.0,3592000000.0,409000000.0,-1440000000.0,2505000000.0,750147497.0,,-31000000.0,-148000000.0,-806000000.0,-448000000.0,-2503000000.0,393000000.0,111166000000.0,,78663000000.0,,6918000000.0,,,11908000000.0,-0.286024,-193000000,750567043.0,4428000000.0,-621000000.0,-364000000.0,-669000000.0,1236000000.0,20879000000,19643000000,,-1254000000.0,58769000000.0,-16000000.0,-806000000.0,,,,32503000000.0,23224000000.0,19643000000,14373000000.0,-0.286024,18469000000.0,,398000000.0,5772000000.0,1135000000.0,7331000000.0,6957000000.0,35545000000.0,18508000000.0,-317000000.0,185000000.0,-143000000,,48923000000.0,-193000000,17930000000.0,,,,,,,
2013-12-31,-34999000000.0,-181000000.0,6072000000.0,6072000000.0,3115000000.0,52000000.0,19240000000.0,24000000.0,-55050000000.0,51232000000.0,999000000.0,4036000000.0,419000000.0,-216000000.0,352000000.0,750986589.0,,-21000000.0,-1292000000.0,-1010000000.0,2687000000.0,1824000000.0,1928000000.0,112308000000.0,,78283000000.0,,4428000000.0,0.0,-6577000000.0,12604000000.0,-1.644637,-1227000000,751825680.0,6232000000.0,-736000000.0,-14000000.0,1560000000.0,1567000000.0,21415000000,19848000000,,1677000000.0,59135000000.0,-60000000.0,847000000.0,24037000000.0,86231000000.0,179000000.0,34025000000.0,25235000000.0,19848000000,1189000000.0,-1.644637,17520000000.0,,669000000.0,4886000000.0,1263000000.0,3564000000.0,7933000000.0,33900000000.0,18585000000.0,-1520000000.0,274000000.0,-1316000000,7735000000.0,49793000000.0,-1227000000,-51618000000.0,,,,,,,
2014-03-31,,,5061000000.0,5061000000.0,3190000000.0,,18888000000.0,61000000.0,1080000000.0,50876000000.0,8716000000.0,5336000000.0,426000000.0,557000000.0,2251000000.0,750986589.0,,-672000000.0,-96000000.0,-875000000.0,-471000000.0,-1171000000.0,194000000.0,111348000000.0,,77825000000.0,,6232000000.0,,,12181000000.0,-0.286024,-205000000,751825680.0,5061000000.0,-1090000000.0,-57000000.0,-345000000.0,1080000000.0,20868000000,19788000000,,-1346000000.0,59284000000.0,-95000000.0,-906000000.0,,,,33523000000.0,25390000000.0,19788000000,12478000000.0,-0.286024,18226000000.0,,621000000.0,5547000000.0,1080000000.0,7679000000.0,6907000000.0,33894000000.0,18708000000.0,-344000000.0,-215000000.0,-157000000,,48735000000.0,-205000000,18034000000.0,,,,,,,
