date,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalRevenue,quarterlyBasicAverageShares,quarterlyOperatingIncome,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyDilutedEPS,quarterlyInventory,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlyBasicEPS,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyOtherCurrentLiabilities,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyEbitda,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2004-06-30,40894000,,,78097000,3971000,9175000,74976000,-8785000,91509000,63800000.0,11054000,,115870000,4466000,12695000,179557000,101460000,17361000,4466000,4466000,737000,28685000.0,24885000.0,67309000,63687000,0,,,53796000.0,-2765000,3819000.0,-1734000,36509000,24200000,13146000,0.07,7494000,-224000.0,,36509000,36509000,63800000.0,639000.0,,38161000,71828000,,7520000.0,3054000.0,,1800000,5036000,-2863000,-14445000,25203000,-162231000,4429000.0,-1978000.0,,0.07,,234059000,-1652000,15558000,,6016000,,0.0,7173000,-5285000.0,,33000.0,15025000,,,,
2004-09-30,44089000,,0.0,85501000,3559000,9226000,73310000,-4203000,80174000,65457143.0,9423000,,117399000,4582000,7307000,185789000,100288000,17074000,4582000,4582000,731000,29668000.0,27489000.0,57966000,68390000,0,,,51288000.0,-3318000,4948000.0,-53000,41191000,22208000,12785000,0.07,8053000,177000.0,,41191000,41191000,65457143.0,639000.0,,36509000,72514000,,7706000.0,3124000.0,,1664000,5030000,-3321000,-2628000,23345000,-163564000,4429000.0,-153000.0,,0.07,,236078000,4682000,10628000,0.0,1633000,828000.0,0.0,9391000,-5202000.0,,39000.0,12982000,,,,
2004-12-31,41371000,,0.0,80973000,3919000,9090000,74203000,-3294000,70822000,,3382000,,115574000,909000,-1265000,182809000,101836000,20197000,909000,1285000,850000,28005000.0,26675000.0,54431000,67235000,-428000,,,49528000.0,-5903000,4478000.0,93000,37249000,16391000,13009000,,6000000,2678000.0,,39628000,39628000,,639000.0,,41191000,75398000,,1940000.0,655000.0,,1535000,5030000,-5614000,-1808000,22009000,-166353000,4429000.0,129000.0,,,,241751000,-3362000,4349000,0.0,-4005000,444000.0,192000.0,8144000,-7331000.0,,0.0,7301000,,,,
2005-03-31,42740000,,,80413000,3771000,8700000,70544000,-2372000,71353000,63901000.0,2773000,,113284000,922000,3724000,181641000,101228000,20332000,922000,916000,839000,29348000.0,23520000.0,56109000,68357000,-4000,,,47022000.0,-2944000,3190000.0,200000,38617000,15244000,12471000,0.01,7591000,-1103000.0,,38617000,38617000,64567000.0,639000.0,,37249000,75671000,,1389000.0,473000.0,,1584000,5029000,-3118000,-2530000,21128000,-168238000,4429000.0,-26000.0,,0.01,,243909000,1368000,6842000,,3713000,-1432000.0,0.0,8363000,-7134000.0,,3000.0,6544000,,,,
2005-06-30,41087000,,,78314000,3807000,9347000,68046000,375000,81274000,68700000.0,5419000,,109133000,2748000,-5689000,180381000,102067000,17368000,2748000,2742000,28000,27085000.0,25200000.0,62701000,71248000,0,,,45766000.0,-3662000,4912000.0,475000,32368000,18573000,13154000,0.04,8630000,-2694000.0,,32368000,32368000,68700000.0,644000.0,,38617000,77650000,,4305000.0,1563000.0,,1589000,5027000,-4354000,-1252000,19988000,-168860000,4429000.0,-22000.0,,0.04,,246510000,-6249000,-1335000,,-8663000,1121000.0,0.0,8975000,-8946000.0,,28000.0,9226000,,,,
2005-09-30,44635000,,,80053000,3812000,8111000,66639000,2366000,79332000,66333333.0,4205000,,111274000,1990000,4291000,184797000,104744000,17136000,1990000,1921000,6000,30345000.0,24320000.0,63204000,73523000,0,,,45759000.0,-6880000,3744000.0,216000,36739000,16128000,11923000,0.03,7700000,1313000.0,,36739000,36739000,66333333.0,644000.0,,32368000,81773000,,2887000.0,966000.0,,1534000,5026000,-7008000,-48000,18542000,-171538000,4429000.0,13000.0,,0.03,,253311000,4371000,11299000,,6309000,-752000.0,0.0,9264000,-8679000.0,,17000.0,8017000,,,,
2005-12-31,42668000,,,83075000,4998000,9082000,74424000,4447000,76908000,,3736000,,117092000,2081000,852000,190772000,107697000,27372000,2081000,2116000,6000,25378000.0,25886000.0,59693000,73680000,-343000,4429000.0,,44502000.0,-7152000,2550000.0,12000,36000000,17215000,13479000,,6601000,-590000.0,,36000000,36000000,,644000.0,,36739000,85178000,,2298000.0,182000.0,,1450000,5026000,-6926000,-1365000,18090000,-173271000,,-6000.0,,,,258449000,-739000,7778000,,592000,-2787000.0,0.0,12264000,-10609000.0,,6000.0,8734000,,,,
2006-03-31,39102000,,,81152000,4133000,9687000,72885000,4813000,76400000,63952000.0,1899000,,111987000,366000,2405000,186472000,105320000,27663000,366000,366000,9000,26354000.0,22468000.0,60681000,74485000,0,4429000.0,,43250000.0,-2446000,1972000.0,231000,37188000,15719000,13820000,0.01,6829000,277000.0,,37188000,37188000,64772000.0,645000.0,,36000000,84505000,,588000.0,222000.0,,1542000,5022000,-2503000,-1274000,4906000,-174709000,11480000.0,-29000.0,,0.01,,259214000,1188000,4908000,,1180000,-1170000.0,0.0,7726000,-9282000.0,,11000.0,6032000,,,,
2006-06-30,52319000,,,71625000,5049000,11817000,126074000,1664000,87231000,78725000.0,1534000,,178393000,-3149000,-874000,320791000,249166000,29793000,-3149000,-3149000,151000,29806000.0,35607000.0,68831000,142398000,-79924000,72580000.0,,94000000.0,-82855000,2281000.0,-4760000,5731000,18400000,16866000,-0.04,16517000,-2027000.0,,5731000,5731000,78725000.0,808000.0,,37188000,136507000,,-4986000.0,-1837000.0,,1760000,5015000,-3093000,49179000,3965000,-176462000,36114000.0,-1574000.0,,-0.04,,312969000,-31457000,2219000,,-1965000,-584000.0,0.0,17498000,-9152000.0,,10000.0,6583000,,,,
2006-09-30,52683000,410000.0,,71291000,5682000,12424000,117061000,6287000,115229000,90050000.0,4362000,,169744000,1801000,5584000,316604000,245313000,25560000,1801000,1801000,307000,32866000.0,35046000.0,92761000,146860000,0,72221000.0,,88750000.0,-2471000,2751000.0,138000,6151000,22468000,18106000,0.02,14356000,883000.0,,6151000,6151000,90050000.0,809000.0,,5731000,134440000,,2478000.0,677000.0,,2022000,5009000,-2628000,-5321000,3770000,-180157000,34882000.0,-73000.0,,0.02,,314597000,420000,8212000,,409000,-71000.0,0.0,14808000,-9747000.0,,8000.0,10044000,,,,
2006-12-31,56796000,360000.0,,74661000,5822000,11721000,112685000,12376000,128130000,,11444000,,169481000,6089000,9917000,320806000,246145000,34685000,6089000,6089000,5036000,34319000.0,42381000.0,99143000,151325000,0,71856000.0,,78000000.0,-3455000,,-291000,5281000,28987000,17543000,,14562000,1734000.0,,5281000,5281000,,809000.0,,6151000,132149000,,9293000.0,3204000.0,,1860000,5004000,-3576000,-10908000,6683000,-184061000,33657000.0,-153000.0,,,,316210000,-870000,13493000,,-150000,-2104000.0,2000.0,17471000,-11733000.0,,0.0,17266000,,,,
2007-03-31,60481000,540000.0,,80771000,5744000,12581000,101628000,22097000,138612000,79833333.0,17043000,,162109000,9580000,11770000,323608000,242837000,35378000,9580000,9580000,3861000,39091000.0,44616000.0,103244000,161499000,0,71856000.0,,66250000.0,-2328000,,-429000,5271000,35368000,18325000,0.12,18248000,-2582000.0,,5271000,5271000,79833333.0,809000.0,,5281000,130015000,,14981000.0,5401000.0,,1633000,5000000,-2385000,-11837000,6603000,-187841000,32440000.0,-170000.0,,0.12,,317856000,-10000,14155000,,-151000,-1519000.0,0.0,16390000,-11635000.0,,87000.0,22787000,,,,
2007-06-30,62737000,465000.0,,89807000,5795000,14295000,94671000,31578000,159425000,79016667.0,17410000,,157408000,9482000,8470000,329503000,239696000,36171000,9482000,9482000,5859000,35998000.0,49323000.0,121925000,172095000,0,71856000.0,,58500000.0,-3311000,,-102000,6161000,37500000,20090000,0.12,19552000,-3175000.0,,6161000,6161000,79016667.0,811000.0,,5271000,128724000,,15982000.0,6500000.0,,1326000,5000000,-3357000,-7626000,6642000,-191248000,31223000.0,-31000.0,,0.12,,319972000,890000,11827000,,-4463000,525000.0,0.0,21739000,-11002000.0,,155000.0,23205000,,,,
2007-09-30,73501000,110000.0,,102568000,5647000,14285000,82434000,43679000,171831000,80666667.0,21010000,,155935000,12100000,8986000,339466000,236898000,31113000,12100000,12100000,12776000,45262000.0,54582000.0,130889000,183531000,-239000,71856000.0,,49750000.0,-4677000,1571000.0,-105000,5873000,40942000,19932000,0.15,20623000,-3438000.0,,5873000,5873000,80666667.0,815000.0,,6161000,128675000,,19739000.0,7639000.0,,1166000,5000000,-4466000,-9063000,6128000,-195156000,30239000.0,-566000.0,,0.15,,323831000,-288000,13452000,,-7479000,3012000.0,0.0,23239000,-11348000.0,,253000.0,26657000,,,,
2007-12-31,80708000,120000.0,,115093000,6028000,16838000,69646000,58050000,175445000,,25184000,,150354000,14371000,20667000,351338000,236245000,27225000,14371000,14371000,8417000,49579000.0,59401000.0,127395000,200984000,239000,71856000.0,,37500000.0,-5281000,4921000.0,66000,16335000,48050000,22866000,,22481000,1467000.0,,16335000,16335000,,815000.0,,5873000,128685000,,24330000.0,9959000.0,,920000,6250000,-5606000,-10530000,6667000,-199157000,29037000.0,448000.0,,,,327842000,10462000,26273000,,2207000,3598000.0,0.0,24879000,-8598000.0,,22000.0,31212000,,,,
2008-03-31,80708000,342000.0,,135898000,5792000,14701000,66828000,79511000,201956000,81097000.0,35167000,,147536000,21461000,23033000,370543000,234645000,28833000,21461000,21461000,5829000,48799000.0,58518000.0,146296000,223007000,0,71856000.0,,37500000.0,-4074000,495000.0,167000,38881000,55660000,20493000,0.26,27959000,-6479000.0,,38881000,38881000,82088000.0,817000.0,,16335000,128703000,,34489000.0,13028000.0,,845000,5000000,-4708000,-1121000,6256000,-199157000,27830000.0,1000.0,,0.26,,327860000,22546000,27741000,,881000,-702000.0,0.0,26909000,-9288000.0,,128000.0,40959000,,,,
2008-06-30,75139000,180000.0,,151992000,5845000,13980000,64611000,103590000,220858000,81326000.0,39735000,,139750000,24079000,5409000,389262000,237270000,26019000,24079000,24079000,7559000,39648000.0,65078000.0,161298000,249512000,0,71856000.0,,36250000.0,-8673000,2342000.0,133000,44596000,59560000,19825000,0.29,30300000,-4147000.0,,44596000,44596000,82178000.0,822000.0,,38881000,132698000,,39093000.0,15014000.0,,775000,5000000,-8756000,223000,6092000,-206059000,26624000.0,1326000.0,,0.3,,338757000,5715000,14165000,,-17981000,2021000.0,0.0,30491000,-8361000.0,,147000.0,45580000,,,,
2008-09-30,81956000,150000.0,,157195000,5799000,15371000,58762000,126584000,236227000,81516000.0,37312000,,140718000,22994000,17140000,413274000,256079000,19390000,22994000,22994000,6796000,45221000.0,72142000.0,177745000,272556000,-17440000,80063000.0,,35000000.0,-24844000,4372000.0,97000,43214000,58482000,21170000,0.28,29623000,1943000.0,,43214000,43214000,82185000.0,822000.0,,44596000,138993000,,36695000.0,13701000.0,,714000,5000000,-7568000,-1246000,6177000,-207865000,30846000.0,-24000.0,,0.28,,346858000,-1382000,24708000,,-5233000,1060000.0,0.0,31735000,-8303000.0,,28000.0,43111000,,,,
2008-12-31,71023000,22826000.0,,138469000,6997000,15709000,86774000,112555000,148451000,,-19538000,,157797000,-13972000,8753000,394375000,255906000,54274000,-13972000,-13972000,6696000,49780000.0,40424000.0,129369000,236578000,0,61133000.0,,32500000.0,-14799000,,-16053000,50814000,19082000,38620000,,22182000,8285000.0,,50814000,50814000,,822000.0,,43214000,143291000,,-20361000.0,-6389000.0,,684000,5000000,-16583000,-2937000,6623000,-211306000,35982000.0,-437000.0,,,,354597000,7600000,25336000,,24359000,-14807000.0,0.0,16243000,-29850000.0,,0.0,-12541000,,,,
2009-03-31,59496000,304000.0,,122541000,5937000,14757000,85528000,117365000,133000000,81896000.0,8763000,,145024000,4810000,1228000,388279000,265738000,54278000,4810000,4810000,6926000,37321000.0,41337000.0,103543000,243255000,0,66958000.0,,31250000.0,-18573000,,-237000,38178000,29457000,20694000,0.06,18142000,,,38178000,38178000,82082000.0,826000.0,-1250000.0,50814000,147692000,-12500000.0,7868000.0,3058000.0,-913000.0,658000,5000000,-6149000,-1440000,6840000,-214289000,38372000.0,-190000.0,,0.06,,361981000,-12636000,7377000,,-7005000,3227000.0,0.0,17175000,-29042000.0,304000.0,0.0,14463000,,,,
2009-06-30,66290000,159000.0,,144972000,6223000,15446000,84117000,129064000,155298000,82220000.0,20276000,,150407000,11699000,20760000,406011000,261039000,54117000,11699000,11699000,8195000,42128000.0,46404000.0,113353000,255604000,0,66958000.0,,30000000.0,-4063000,,-218000,57786000,41945000,21669000,0.14,20073000,,,57786000,57786000,82560000.0,826000.0,-1250000.0,38178000,146477000,0.0,19274000.0,7575000.0,-5067000.0,784000,5000000,-4145000,-1234000,6867000,-218723000,37397000.0,5000.0,,0.14,,365200000,19608000,24905000,,4797000,1997000.0,0.0,19162000,-28190000.0,159000.0,11000.0,26281000,,,,
2009-09-30,70696000,152000.0,,155062000,6027000,15240000,69109000,145137000,159936000,82227000.0,25396000,,139805000,16073000,13453000,412004000,256942000,36084000,16073000,16073000,7233000,45132000.0,44582000.0,113273000,272199000,0,69458000.0,,28750000.0,-2234000,4275000.0,137000,70674000,46663000,21267000,0.19,20436000,507000.0,,70674000,70674000,82578000.0,826000.0,-1250000.0,57786000,144016000,0.0,24819000.0,8746000.0,1822000.0,714000,5000000,-3849000,-2180000,7031000,-219707000,36437000.0,-930000.0,,0.2,,363723000,12888000,17302000,,-261000,7069000.0,0.0,20564000,-27364000.0,152000.0,0.0,31560000,,,,
2009-12-31,71277000,153000.0,,146377000,7039000,16087000,70017000,154345000,149572000,,16504000,,141294000,9208000,20107000,426171000,279794000,36143000,9208000,9208000,5348000,47522000.0,45572000.0,109942000,284877000,0,79085000.0,,27539000.0,-30842000,6335000.0,-637000,68182000,39630000,23126000,,19057000,3014000.0,,68182000,68182000,,826000.0,-1250000.0,70674000,151982000,-21487000.0,14918000.0,5710000.0,-990000.0,949000,5009000,-9495000,-1252000,8429000,-223565000,40298000.0,-50000.0,,,,375547000,-2492000,29602000,,11487000,2359000.0,0.0,18746000,-23782000.0,153000.0,0.0,22906000,,,,
2010-03-31,70922000,451000.0,,159686000,7024000,15765000,67667000,165823000,162782000,82288000.0,19583000,,138589000,11478000,10003000,437047000,277361000,36227000,11478000,11478000,6974000,42349000.0,47927000.0,120410000,298458000,0,79085000.0,,26287000.0,-4738000,5153000.0,-534000,76718000,42372000,22789000,0.14,20698000,-3383000.0,,76718000,76718000,82670000.0,829000.0,-1252000.0,68182000,150612000,0.0,18139000.0,6661000.0,-2355000.0,910000,5009000,-4779000,-1508000,8309000,-228117000,39355000.0,-260000.0,,0.14,,378729000,8536000,14782000,,-3932000,-779000.0,0.0,23564000,-23411000.0,545000.0,4000.0,26073000,,,,
2010-06-30,69421000,426000.0,,153998000,7206000,16237000,68590000,177194000,166210000,82444000.0,18914000,,138011000,11371000,6196000,448383000,294385000,37958000,11371000,11371000,7803000,42758000.0,46213000.0,123853000,310372000,0,81745000.0,,25035000.0,-20793000,5597000.0,-448000,66486000,42357000,23443000,0.14,24723000,-4607000.0,,66486000,66486000,82827000.0,829000.0,-1252000.0,76718000,158859000,-15284000.0,17577000.0,6206000.0,1714000.0,889000,5009000,-5612000,-1247000,9185000,-233274000,44596000.0,2000.0,,0.14,,392133000,-10232000,11808000,,-7939000,470000.0,0.0,21654000,-22710000.0,297000.0,3000.0,25672000,,,,
2010-09-30,74151000,1453000.0,,165582000,7623000,16094000,65193000,188576000,168685000,82452000.0,19318000,,139344000,11382000,14689000,461297000,295715000,35108000,11382000,11382000,7154000,46885000.0,46482000.0,125650000,321953000,0,84655000.0,,23782000.0,-9753000,6303000.0,-757000,77075000,43035000,23717000,0.14,26570000,-1581000.0,,77075000,77075000,82816000.0,829000.0,-1253000.0,66486000,158761000,-2910000.0,17704000.0,6322000.0,-269000.0,857000,5009000,-6857000,-1204000,8865000,-238149000,43434000.0,39000.0,,0.14,,396910000,10589000,21546000,,1118000,667000.0,0.0,22257000,-22335000.0,1453000.0,10000.0,26184000,,,,
2010-12-31,154830000,-149000.0,,185586000,10055000,19946000,763132000,198588000,227232000,,35496000,,917962000,10012000,24535000,1382258000,1196672000,50760000,10012000,10012000,25100000,81698000.0,87455000.0,161735000,464296000,0,376263000.0,,707030000.0,-748361000,5342000.0,-12492000,19202000,65497000,30001000,,45606000,4910000.0,,19202000,19202000,,930000.0,-28752000.0,77075000,393420000,-739988000.0,16923000.0,6911000.0,-5366000.0,6081000,3009000,-8839000,657114000,36035000,-238265000,390954000.0,-24152000.0,,,,631685000,-57873000,33374000,,9309000,2044000.0,0.0,70123000,-20988000.0,-149000.0,18000.0,33059000,,,,
2011-03-31,172207000,51911000.0,,218719000,19681000,30693000,425793000,245150000,439898000,108573000.0,88133000,-1601000.0,598000000,46562000,67943000,1405069000,1186350000,46810000,46562000,46562000,9599000,77360000.0,98091000.0,301391000,807069000,0,377997000.0,,370028000.0,-14085000,8955000.0,-566000,38046000,138507000,50374000,0.43,49765000,-5019000.0,,38046000,38046000,109165000.0,1175000.0,-340002000.0,19202000,393313000,-1601000.0,73339000.0,26777000.0,-12370000.0,14228000,9000,-12757000,-47771000,31157000,-247689000,383883000.0,-612000.0,20328000.0,0.43,,641002000,18844000,80700000,,4512000,3422000.0,0.0,74510000,-20400000.0,1214000.0,292843000.0,107248000,,,,
2011-06-30,151553000,96302000.0,,212306000,19055000,34092000,391539000,297377000,470610000,116060000.0,92235000,,543092000,52227000,22691000,1403822000,1191516000,46512000,52227000,52227000,12353000,63371000.0,109257000.0,325228000,860730000,0,378050000.0,9567000.0,329873000.0,-24025000,15154000.0,-2004000,12444000,145382000,53147000,0.44,63137000,-16018000.0,,12444000,12444000,118697727.0,1176000.0,264000.0,38046000,396004000,-9304000.0,82486000.0,30259000.0,-11166000.0,7745000,161000,-15113000,-39381000,31014000,-257567000,376881000.0,9000.0,,0.45,,653571000,-25602000,37804000,,-43975000,7410000.0,0.0,88021000,-19859000.0,990000.0,346000.0,109286000,,,,
2011-09-30,146434000,41949000.0,,222784000,18953000,35487000,367603000,338509000,455875000,117050000.0,74761000,,514037000,41132000,39511000,1416526000,1193742000,34014000,41132000,41132000,11205000,75282000.0,101127000.0,326674000,902489000,0,381635000.0,12898000.0,309719000.0,-19317000,23870000.0,-170000,28550000,129201000,54440000,0.35,66546000,-2157000.0,,28550000,28550000,117655000.0,1176000.0,-2000.0,12444000,399320000,-3501000.0,66141000.0,25009000.0,8130000.0,7409000,314000,-16151000,-20239000,29991000,-267380000,369898000.0,-237000.0,,0.35,,666700000,16106000,55662000,,-4749000,7287000.0,0.0,70838000,-19362000.0,882000.0,0.0,92503000,,,,
2011-12-31,127257000,30307000.0,,219680000,21220000,35863000,369398000,368006000,430866000,,59477000,,496655000,29497000,50566000,1417030000,1197350000,58245000,29497000,29497000,9235000,66845000.0,95807000.0,314306000,920375000,0,381369000.0,21733000.0,280020000.0,-26256000,31133000.0,-3805000,38936000,116560000,57083000,,50830000,17434000.0,,38936000,38936000,,1176000.0,-321002000.0,28550000,400222000,-10653000.0,50328000.0,20831000.0,5320000.0,7781000,10000,-16132000,-30056000,31112000,-278400000,362914000.0,18000.0,,,,678622000,10386000,66698000,,-1428000,6583000.0,0.0,60402000,-30904000.0,846000.0,-72000.0,79329000,,,,
2012-03-31,103641000,3835000.0,,193724000,20760000,37369000,342599000,396577000,387108000,117302000.0,52510000,,446240000,28571000,28881000,1402206000,1208482000,57610000,28571000,28571000,9840000,59553000.0,83373000.0,276469000,955966000,0,381369000.0,32848000.0,250018000.0,-33813000,34971000.0,-844000,27584000,110639000,58129000,0.24,58481000,-8337000.0,,27584000,27584000,117830000.0,1183000.0,-30002000.0,38936000,408547000,-11351000.0,44741000.0,16170000.0,12434000.0,6925000,10000,-24690000,-31110000,29787000,-288851000,355931000.0,-1172000.0,,0.24,,697398000,-11352000,53571000,,-4304000,3253000.0,0.0,44078000,-30013000.0,3071000.0,64000.0,72426000,,,,
2012-06-30,134677000,1855000.0,,248054000,21674000,36894000,349343000,432802000,436674000,117613000.0,63968000,,484020000,36225000,60483000,1479208000,1231154000,56725000,36225000,36225000,12654000,63338000.0,97436000.0,314138000,995188000,0,381369000.0,46359000.0,250015000.0,-44685000,42603000.0,-386000,72254000,122536000,58568000,0.31,56160000,-397000.0,,72254000,72254000,118141000.0,1183000.0,-3000.0,27584000,422664000,-16167000.0,57829000.0,21604000.0,-14063000.0,5753000,10000,-28806000,66000,29413000,-301323000,351349000.0,69000.0,,0.31,,723987000,44670000,89289000,,20535000,7288000.0,0.0,71329000,-28940000.0,1855000.0,0.0,85256000,,,,
2012-09-30,135625000,761000.0,,275023000,20524000,38523000,352277000,469974000,452732000,117678000.0,65776000,,487902000,37172000,24958000,1523483000,1248460000,52678000,37172000,37172000,12297000,76875000.0,99263000.0,327909000,1035581000,0,381369000.0,54424000.0,250163000.0,-40083000,49436000.0,-601000,87686000,124823000,59047000,0.31,63515000,-6627000.0,,87686000,87686000,118174000.0,1185000.0,-8000.0,72254000,438969000,-9898000.0,59307000.0,22135000.0,-1827000.0,5868000,80000,-30658000,-101000,29399000,-313718000,344299000.0,-93000.0,,0.32,,752687000,15432000,55616000,,-11216000,5111000.0,0.0,58670000,-28115000.0,2483000.0,0.0,85699000,,,,
2012-12-31,131684000,762000.0,,290262000,22413000,38927000,358296000,498776000,424915000,,49487000,,489980000,28802000,19665000,1552416000,1262154000,61539000,28802000,28802000,10847000,32691000.0,98131000.0,314088000,1062436000,4135000,381369000.0,62495000.0,250142000.0,-35251000,46615000.0,929000,103249000,110827000,61340000,,65065000,193000.0,,103249000,103249000,,1186000.0,-19000.0,87686000,453927000,-9008000.0,44908000.0,16106000.0,1132000.0,5508000,82000,-31396000,-247000,26961000,-326201000,337402000.0,-236000.0,,,,780128000,15563000,51061000,,3093000,-5314000.0,0.0,54014000,-31329000.0,1495000.0,8000.0,72829000,,,,
2013-03-31,122170000,768000.0,,312962000,21867000,42293000,371764000,531181000,445422000,117915000.0,58576000,,493934000,32405000,32477000,1591793000,1278831000,59909000,32405000,32405000,6651000,64275000.0,98211000.0,322686000,1097859000,0,381369000.0,73835000.0,250120000.0,-39128000,61735000.0,-128000,121777000,122736000,64160000,0.27,62664000,-390000.0,,121777000,121777000,118293000.0,1191000.0,-21000.0,103249000,462754000,-12535000.0,52823000.0,20418000.0,1451000.0,5625000,83000,-27005000,-1826000,29871000,-336637000,331002000.0,-1821000.0,,0.27,,799391000,18528000,59482000,,-14719000,16494000.0,0.0,57812000,-29427000.0,2883000.0,16000.0,80315000,,,,
2013-06-30,133981000,769000.0,,322970000,22076000,40793000,380734000,557599000,423593000,118196000.0,50802000,,514715000,26418000,41365000,1641825000,1318855000,59469000,26418000,26418000,5344000,68708000.0,91872000.0,309922000,1127110000,1981000,381369000.0,104297000.0,250099000.0,-57896000,71166000.0,-2380000,133571000,113671000,62869000,0.22,63114000,-3490000.0,,133571000,133571000,118588000.0,1192000.0,-19000.0,121777000,478967000,-32424000.0,42753000.0,16335000.0,4808000.0,5669000,85000,-28333000,-8000,28457000,-348512000,325765000.0,-5000.0,,0.22,,827479000,11794000,69698000,,10033000,7045000.0,0.0,65188000,-28473000.0,1992000.0,16000.0,70498000,,,,
2013-09-30,148235000,775000.0,,224331000,23131000,42588000,407093000,585250000,425786000,118208000.0,49978000,,555328000,27651000,6770000,1713635000,1489304000,51086000,27651000,27651000,4193000,99595000.0,106693000.0,310089000,1158307000,0,446742000.0,116250000.0,250076000.0,-153821000,105931000.0,359000,8011000,115697000,65719000,0.23,71280000,-5685000.0,,8011000,8011000,118480000.0,1192000.0,-22000.0,133571000,522262000,-121440000.0,45024000.0,17373000.0,-5310000.0,5313000,86000,-32755000,-11264000,39635000,-361585000,364415000.0,-11242000.0,,0.23,,883847000,-125560000,39525000,,-9165000,10168000.0,0.0,48554000,-27293000.0,2519000.0,0.0,73468000,,,,
2013-12-31,176804000,1139000.0,,1127502000,31713000,45982000,1046377000,607743000,428749000,,32650000,,1223181000,22493000,9379000,3244133000,2116631000,1971000,22493000,22493000,46513000,66394000.0,112844000.0,318404000,2020952000,0,701637000.0,115114000.0,866947000.0,-644580000,138759000.0,11929000,870857000,110345000,77695000,,65133000,11624000.0,,870857000,870857000,,1653000.0,-5518000.0,8011000,666573000,-612635000.0,23078000.0,585000.0,3475000.0,21501000,19888000,-32637000,1470544000,44643000,-381314000,588664000.0,-2403000.0,,,,1047887000,862846000,42016000,,26753000,-9114000.0,0.0,43742000,-29423000.0,2039000.0,840526000.0,76292000,,,,
2014-03-31,529727000,2452000.0,,1098438000,65669000,94929000,2924380000,554940000,931435000,164386000.0,15384000,,3454107000,-52803000,-88676000,5549859000,4451421000,106200000,-52803000,-51006000,32978000,149432000.0,435386000.0,755453000,1992464000,0,1476541000.0,149025000.0,2330494000.0,-2138538000,487686000.0,-25823000,143422000,175982000,160598000,-0.32,410521000,16700000.0,,143422000,143422000,164386000.0,1658000.0,-537445000.0,870857000,1681636000,-2081690000.0,-69296000.0,-18290000.0,7018000.0,58857000,62451000,-58172000,1443343000,79984000,-425024000,1054608000.0,-42535000.0,,-0.32,,2106660000,-727435000,-30504000,,-44228000,-9499000.0,0.0,316080000,-10199000.0,8459000.0,2504000.0,55230000,,,,
