date,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyDilutedEPS,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyFreeCashFlow,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyBasicEPS,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyBasicAverageShares,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredRevenue
2005-03-31,335935000,-12698000,4159000.0,0,-7359000,148140000,46595000,36167000,-154086000.0,-17301000,,82876000.0,47835000,80504000,98624000,,11649000,0.38,137364000,58244000,16747000,41648000,9276000.0,67806000,,484926000,1482361000,586912000,,311395000.0,11067000,0.39,40634000,52839000.0,539077000,586912000,1419000.0,268305000,,118719000.0,17611000,57880000,586912000,-12698000,46595000,,156504000,903772000,,613859000,291450000.0,,997435000,,-217000.0,949177000,-148490000.0,68947000,,,578589000,239634000.0,,0.0,112766000.0,111801000,-12088000,250000000.0,121156000.0,80595000,46595000,,289913000,22749000,39913000.0,,
2005-06-30,407439000,-13953000,5753000.0,0,-859000,140481000,54065000,34560000,-152132000.0,-27576000,,82227000.0,28322000,82550000,100612000,,12424000,0.46,139243000,66489000,16485000,41549000,1906000.0,68597000,,482531000,1492394000,615234000,,308728000.0,11103000,0.47,39264000,37093000.0,586912000,615234000,1420000.0,284630000,,116092000.0,14909000,66952000,615234000,-13953000,54065000,,167564000,973193000,,682581000,291375000.0,,1009863000,,-93000.0,1003242000,-100127000.0,78055000,,,519201000,228245000.0,,0.0,112102000.0,117066000,2958000,250000000.0,117722000.0,82861000,54065000,,290612000,25903000,40612000.0,,
2005-09-30,403791000,-11912000,6599000.0,0,6703000,140965000,25717000,36280000,-156835000.0,-186748000,,75514000.0,-126331000,75942000,94868000,,34969000,0.22,139943000,60686000,16982000,43429000,4777000.0,64030000,,484490000,1354763000,488903000,,308267000.0,10958000,0.23,42045000,31841000.0,615234000,488903000,1422000.0,273031000,,112981000.0,36047000,62655000,488903000,-11912000,25717000,,157523000,1000130000,,709730000,296778000.0,,870273000,,-198000.0,1028959000,-194580000.0,73613000,,,354633000,221857000.0,,0.0,144951000.0,115508000,-3126000,250000000.0,114942000.0,76645000,25717000,,290400000,18548000,40400000.0,,
2005-12-31,326286000,-12482000,8233000.0,-3103000,1072000,131554000,75598000,79975000,-162146000.0,-40390000,,71733000.0,4685000,59071000,102622000,,13546000,,141030000,89144000,16691000,33861000,842000.0,46589000,,515939000,1428931000,493588000,,294934000.0,10557000,,44243000,24417000.0,488903000,493588000,1423000.0,332270000,,,-47582000,95668000,493588000,-12482000,75598000,,198290000,1145299000,,603891000,303176000.0,,912992000,,10743000.0,1104557000,-216088000.0,106225000,,,283632000,256809000.0,,0.0,127768000.0,133980000,5283000,500000000.0,,81593000,75598000,,541408000,31041000,41408000.0,,
2006-03-31,338176000,-9979000,11428000.0,-4352000,363000,146378000,44155000,82461000,-168017000.0,-67169000,,91667000.0,-12365000,78431000,105775000,,9172000,0.42,141073000,53327000,19043000,31409000,10694000.0,68452000,,531463000,1439887000,481223000,,93297000.0,10903000,0.42,52242000,26952000.0,493588000,481223000,1428000.0,290218000,,104585000.0,14205000,63815000,481223000,-23684000,44155000,,169590000,1180469000,,636849000,309090000.0,,908424000,,-2052000.0,1148712000,-90116000.0,74718000,,,259418000,247352000.0,214632000.0,0.0,123355000.0,120628000,-13802000,500000000.0,105901000.0,85538000,44155000,,543620000,33471000,43620000.0,,
2006-06-30,362345000,-14699000,12477000.0,-2974000,4344000,161843000,47780000,89324000,-160192000.0,-46749000,,91459000.0,8333000,65667000,110006000,,8863000,0.46,144102000,56643000,19655000,31214000,10097000.0,50968000,,544779000,1469550000,489556000,,95422000.0,11669000,0.46,61398000,28672000.0,481223000,489556000,1433000.0,301899000,,103010000.0,743000,65889000,489556000,-14819000,47780000,,175895000,1218982000,,673650000,304294000.0,,924771000,,-2577000.0,1196492000,-79760000.0,77558000,,,250568000,238352000.0,215931000.0,0.0,127234000.0,126004000,-15334000,500000000.0,104337000.0,88968000,47780000,,545332000,35020000,45332000.0,,
2006-09-30,385893000,-13889000,13565000.0,-344000,-2869000,177291000,50376000,91567000,-166426000.0,-26668000,,84568000.0,22011000,62295000,107938000,,8669000,0.49,145691000,59045000,19138000,33277000,6133000.0,48406000,,554192000,1501908000,511567000,,98657000.0,12776000,0.49,51054000,31662000.0,489556000,511567000,1436000.0,301182000,,101845000.0,-8948000,66077000,511567000,-16245000,50376000,,174015000,1240486000,9165000.0,694509000,312117000.0,,947716000,,-1074000.0,1246868000,-57893000.0,78853000,,,261422000,225935000.0,218277000.0,0.0,139717000.0,127167000,-14624000,500000000.0,103074000.0,87397000,50376000,,545977000,32923000,45977000.0,,
2006-12-31,403461000,-12854000,14187000.0,-6661000,9331000,168437000,79889000,71511000,-160816000.0,14680000,,76131000.0,2599000,57201000,116690000,,14055000,,149262000,93944000,19470000,40702000,12989000.0,44347000,,617633000,1617313000,514166000,,131653000.0,10811000,,47073000,43665000.0,511567000,514166000,1441000.0,386930000,,,-56088000,107854000,514166000,-75626000,79889000,,224544000,1254930000,16380000.0,685834000,310078000.0,,999680000,,6209000.0,1326757000,-21434000.0,118665000,,,362383000,272157000.0,265207000.0,0.0,118467000.0,162386000,13907000,500000000.0,,95761000,79889000,,569096000,44920000,69096000.0,,
2007-03-31,371504000,-12816000,13188000.0,0,6687000,177684000,55937000,71379000,-166672000.0,-81707000,,96367000.0,-10480000,82687000,114754000,,10019000,0.54,149908000,65956000,18722000,53259000,25080000.0,69871000,,619524000,1628304000,503686000,,133477000.0,12905000,0.55,52311000,45699000.0,514166000,503686000,1450000.0,330777000,,101416000.0,3614000,72791000,503686000,-12092000,55937000,,187545000,1253496000,9580000.0,613771000,316580000.0,,1008780000,,651000.0,1378789000,-81517000.0,85696000,,,374808000,278636000.0,264760000.0,0.0,40330000.0,143232000,-10544000,500000000.0,103198000.0,93907000,55937000,,639725000,48774000,139725000.0,,
2007-06-30,389418000,-14491000,13335000.0,0,1791000,178491000,59909000,79939000,-173047000.0,-47731000,,98470000.0,40618000,104022000,123471000,,10635000,0.59,151967000,70544000,19115000,58822000,7145000.0,89531000,,632334000,1666741000,544304000,,134780000.0,13096000,0.6,53520000,48725000.0,503686000,544304000,1452000.0,352630000,,100327000.0,20976000,76940000,544304000,-17991000,59909000,,200411000,1288062000,12004000.0,643851000,325014000.0,,1034407000,,-1963000.0,1438698000,-74982000.0,90036000,,,378679000,270015000.0,265648000.0,-3500000.0,43621000.0,152219000,-713000,500000000.0,102130000.0,102223000,59909000,,644211000,41597000,144211000.0,,
2007-09-30,410515000,-17716000,14783000.0,0,6787000,191121000,53283000,83689000,-180193000.0,22233000,,90568000.0,46961000,80184000,129727000,,9227000,0.52,157901000,62510000,21974000,61741000,19000000.0,62468000,,652745000,1782258000,591265000,,139029000.0,13684000,0.53,52685000,61458000.0,544304000,626465000,1460000.0,352638000,-35232000.0,99821000.0,8859000,69232000,591265000,-60053000,53283000,,198959000,1326585000,5245000.0,688322000,338094000.0,,1129513000,,-887000.0,1491981000,-24250000.0,82916000,,35200000.0,455673000,269580000.0,272126000.0,-7105000.0,72813000.0,153679000,-11216000,500000000.0,101712000.0,105577000,53283000,,638263000,42347000,138263000.0,,
2007-12-31,384176000,-15319000,15209000.0,0,-6445000,175888000,98943000,68752000,-186512000.0,-12481000,,87348000.0,6068000,103614000,125095000,,25239000,,160856000,124182000,20838000,66575000,40202000.0,88295000,,643993000,1881055000,597333000,,141759000.0,13632000,,47451000,66232000.0,591265000,693014000,1471000.0,437003000,-355342000.0,,-26538000,129916000,597333000,-77771000,98943000,,255011000,1294979000,9432000.0,658434000,347368000.0,,1237062000,,8145000.0,1590924000,-19899000.0,143548000,,95681000.0,586076000,317792000.0,272626000.0,724000.0,72884000.0,181992000,16105000,500000000.0,,101996000,98943000,,636545000,50368000,136545000.0,,
2008-03-31,279301000,-14302000,11157000.0,0,2755000,196831000,68475000,70429000,-186512000.0,-16333000,,107678000.0,103227000,95928000,127895000,,15647000,0.67,163872000,84122000,19786000,58804000,12545000.0,81626000,,652650000,1974348000,700560000,57451000.0,144040000.0,13747000,0.68,57959000,79669000.0,597333000,758528000,1475000.0,371712000,-19738000.0,100401000.0,5300000,88366000,700560000,23411000,68475000,,216261000,1357383000,10731000.0,563680000,350384000.0,,1321698000,,-2325000.0,1659399000,-76758000.0,102113000,,57968000.0,616965000,317009000.0,274309000.0,0.0,59938000.0,155451000,-18585000,650000000.0,101983000.0,105837000,68475000,,793703000,49330000,143703000.0,,
2008-06-30,334020000,-18272000,9807000.0,0,2912000,206873000,83148000,80423000,-186512000.0,-16728000,,109865000.0,130121000,107360000,136515000,,-979000,0.82,165929000,82169000,22228000,60319000,3702000.0,89088000,,674057000,2064358000,830681000,57968000.0,153891000.0,25040000,0.83,58330000,95400000.0,700560000,830681000,1476000.0,398771000,0.0,99586000.0,-914000,87024000,830681000,39696000,83148000,,223539000,1413741000,11134000.0,620869000,352441000.0,,1390301000,,-11048000.0,1742547000,-77578000.0,112064000,,,650617000,304790000.0,273814000.0,0.0,58335000.0,175232000,-15099000,650000000.0,101035000.0,111935000,83148000,,792872000,47957000,142872000.0,,
2008-09-30,377488000,-16504000,10570000.0,0,-2087000,206231000,71503000,82378000,-186512000.0,-7979000,,101203000.0,61919000,102742000,129758000,,21987000,0.71,166569000,93490000,19946000,60620000,6875000.0,86238000,,669740000,2103782000,892600000,0.0,148716000.0,13678000,0.72,55011000,58751000.0,830681000,892600000,1478000.0,386310000,0.0,98891000.0,6757000,98032000,892600000,-19486000,71503000,,227790000,1458699000,11744000.0,666198000,353081000.0,,1434042000,,-940000.0,1814050000,-56718000.0,111710000,,,645083000,289271000.0,272077000.0,-2982000.0,71876000.0,158520000,-8822000,650000000.0,100566000.0,107463000,71503000,,792501000,45940000,142501000.0,,
2008-12-31,36120000,-19987000,6987000.0,0,-19608000,173051000,99353000,76992000,-200479000.0,-531898000,,87492000.0,-464078000,112218000,129936000,,13058000,,171588000,112411000,19628000,64843000,5524000.0,92231000,,666596000,1622898000,428522000,0.0,149652000.0,12806000,,47240000,-8581000.0,892600000,428522000,1481000.0,418331000,0.0,,-6357000,116332000,428522000,-24810000,99353000,,246268000,961893000,11729000.0,289506000,372067000.0,,956302000,,-5313000.0,1913403000,-26446000.0,129138000,,,661005000,291763000.0,268364000.0,0.0,53811000.0,172063000,21888000,500000000.0,,101464000,99353000,,672387000,62966000,172387000.0,,
2009-03-31,88059000,-22156000,3130000.0,0,829000,190927000,73347000,66349000,,-14033000,77110000.0,113575000.0,-40369000,80688000,120107000,-36086000.0,9922000,0.75,183823000,83269000,18332000,48487000,944000.0,58532000,5542000.0,711548000,1674535000,388153000,0.0,171707000.0,14411000,0.75,47592000,-20941000.0,428522000,431272000,1483000.0,333052000,-43119000.0,97304000.0,-14593000,85491000,388153000,-101361000,73347000,-24378000.0,205598000,1008822000,2152000.0,343535000,,5529000.0,962987000,,-1977000.0,1986750000,-63846000.0,100810000,7348000.0,43119000.0,665713000,279345000.0,289669000.0,0.0,40293000.0,127454000,-17792000,500000000.0,97927000.0,99159000,73347000,-46724000.0,665287000,61443000,14653000.0,,
2009-06-30,130757000,-35598000,2054000.0,0,7489000,196316000,69907000,541067000,,8158000,78741000.0,112936000.0,-29708000,93146000,131988000,0.0,14734000,0.72,203293000,84641000,19722000,54241000,3011000.0,57548000,-7387000.0,744360000,1802617000,358445000,0.0,177407000.0,14496000,0.73,51297000,8915000.0,388153000,505681000,1484000.0,362837000,-104117000.0,96147000.0,-7594000,86695000,358445000,-139715000,69907000,-451000.0,218683000,1071868000,2195000.0,400096000,,11196000.0,1058257000,,6984000.0,2056657000,-45039000.0,89378000,7158000.0,147236000.0,730749000,294936000.0,292312000.0,0.0,39669000.0,144154000,-792000,500000000.0,96996000.0,109583000,69907000,-6164000.0,671772000,567005000,171772000.0,,
2009-09-30,144650000,-22645000,2079000.0,0,-3823000,197088000,75936000,554542000,,-34052000,80216000.0,107494000.0,31972000,124570000,124708000,0.0,18097000,0.79,209172000,94033000,19310000,56037000,4204000.0,101925000,13915000.0,763714000,1885561000,390417000,129611000.0,181926000.0,13665000,0.8,50355000,19323000.0,358445000,578148000,1485000.0,373963000,-170106000.0,95235000.0,28955000,96112000,390417000,-63140000,75936000,25735000.0,220820000,1104903000,2074000.0,432214000,,28537000.0,1121847000,,-3311000.0,2132593000,-48327000.0,98835000,7251000.0,187731000.0,780658000,289650000.0,292960000.0,0.0,45141000.0,153143000,-35000,500000000.0,96513000.0,102675000,75936000,-11505000.0,672689000,635109000,172689000.0,,
2009-12-31,131772000,-13397000,2343000.0,0,5750000,178666000,104123000,49387000,-226965000.0,-50353000,72604000.0,94680000.0,-49306000,119859000,132413000,0.0,20586000,,210926000,124709000,19790000,58117000,10940000.0,106462000,-28975000.0,735555000,1907931000,341111000,99633000.0,182165000.0,14700000,,49573000,15574000.0,390417000,630257000,1488000.0,428848000,-201048000.0,,-46697000,126304000,341111000,-114812000,104123000,,258717000,1058982000,6655000.0,394568000,437891000.0,13267000.0,1172376000,,34580000.0,2236716000,-54165000.0,141752000,6498000.0,289146000.0,848949000,314247000.0,293077000.0,0.0,47159000.0,170131000,11796000,500000000.0,,109986000,104123000,-28163000.0,664414000,49206000,22766000.0,,
2010-03-31,12382000,-10165000,2285000.0,0,-1449000,189221000,75518000,523068000,,-18479000,72479000.0,117850000.0,-44099000,103155000,129411000,0.0,14554000,0.79,208957000,90072000,20076000,55774000,8852000.0,92990000,-6230000.0,732025000,1981242000,297012000,110726000.0,179557000.0,14985000,0.81,57823000,-7680000.0,341111000,692180000,1493000.0,367700000,-216748000.0,93629000.0,5019000,92357000,297012000,-116187000,75518000,13720000.0,221768000,1168200000,3552000.0,305204000,,18550000.0,1249217000,,-1950000.0,2312234000,-105019000.0,94999000,6031000.0,395168000.0,813042000,313951000.0,291734000.0,0.0,42825000.0,145932000,-16134000,700000000.0,95223000.0,106693000,75518000,-134136000.0,862996000,746045000,162996000.0,,
2010-06-30,56858000,-11064000,3621000.0,0,-1656000,191782000,84922000,513892000,,-21678000,74037000.0,118792000.0,13872000,111672000,130338000,0.0,17489000,0.9,210649000,102411000,20807000,59878000,10331000.0,100608000,-6622000.0,724541000,2036399000,310884000,216528000.0,172203000.0,15301000,0.92,59320000,-36143000.0,297012000,754473000,1496000.0,391055000,-264949000.0,92612000.0,4555000,105584000,310884000,-59485000,84922000,18637000.0,235922000,1223449000,2675000.0,362571000,,26087000.0,1311858000,,-2064000.0,2397156000,-74804000.0,108176000,6283000.0,443589000.0,812950000,314174000.0,289929000.0,0.0,41636000.0,155133000,-9035000,700000000.0,94278000.0,106939000,84922000,-10814000.0,860878000,805902000,160878000.0,,
2010-09-30,92243000,-26048000,3810000.0,0,3286000,208339000,94719000,552546000,,-18732000,75639000.0,120850000.0,-48092000,108942000,134238000,0.0,5802000,1.02,214773000,100521000,20524000,0,7667000.0,82894000,-7861000.0,767319000,2205646000,262792000,312313000.0,183182000.0,15232000,1.03,63332000,3522000.0,310884000,837098000,1497000.0,401038000,-443030000.0,91714000.0,-9094000,103815000,262792000,-156765000,94719000,3954000.0,238053000,1282384000,2496000.0,417410000,,29896000.0,1438327000,,-655000.0,2491875000,-65070000.0,106223000,6244000.0,574306000.0,923262000,337562000.0,292424000.0,0.0,38475000.0,162985000,-10602000,700000000.0,93286000.0,111306000,94719000,-11193000.0,864974000,892426000,164974000.0,,
2010-12-31,66055000,-15463000,3879000.0,0,2490000,204300000,126604000,52996000,-251365000.0,-1363000,77764000.0,106445000.0,45706000,134087000,146149000,0.0,18255000,,215060000,144859000,22867000,72932000,73734000.0,118624000,-22573000.0,741029000,2327670000,308498000,246329000.0,181316000.0,17040000,,64406000,-11795000.0,262792000,946419000,1511000.0,483578000,-309944000.0,,-10583000,148176000,308498000,-79078000,126604000,,294325000,1258873000,5100000.0,385850000,466425000.0,11909000.0,1586641000,,-10368000.0,2618479000,-51399000.0,165778000,6294000.0,637921000.0,1068797000,358237000.0,291657000.0,0.0,64103000.0,189253000,-1265000,700000000.0,,120518000,126604000,-26713000.0,873023000,77685000,22635000.0,,
2011-03-31,390346000,-16839000,4083000.0,0,4663000,223882000,94489000,546839000,,-27250000,78855000.0,133781000.0,-11638000,122761000,141879000,,18036000,1.01,216989000,112525000,22254000,60963000,14083000.0,105922000,17730000.0,763828000,2447162000,296860000,327921000.0,191432000.0,16160000,1.03,67404000,22279000.0,308498000,1039049000,1517000.0,427603000,-432189000.0,91649000.0,2330000,115895000,296860000,-121107000,94489000,-26836000.0,257774000,1296368000,3224000.0,716229000,,23132000.0,1683334000,,-1479000.0,2712968000,-73179000.0,118396000,7015000.0,742189000.0,1150794000,349397000.0,293517000.0,0.0,11934000.0,169829000,-17353000,400000000.0,93313000.0,117124000,94489000,-217835000.0,580139000,1110055000,180139000.0,,
2011-06-30,436176000,-18433000,5052000.0,0,9365000,243180000,100075000,553211000,,2523000,77594000.0,142958000.0,48054000,97218000,150957000,,16253000,1.07,218637000,116328000,23014000,67125000,28891000.0,78785000,-10539000.0,771848000,2571856000,344914000,362835000.0,195074000.0,17285000,1.09,67967000,32495000.0,296860000,1121677000,1523000.0,447627000,-397409000.0,91662000.0,-26999000,120567000,344914000,-53007000,100075000,-5816000.0,271524000,1346322000,196232000.0,767297000,,8440000.0,1800008000,,-2213000.0,2813043000,-80641000.0,123071000,6748000.0,776763000.0,1225534000,365331000.0,294020000.0,0.0,12299000.0,176103000,-18698000,400000000.0,93271000.0,125439000,100075000,-9175000.0,579025000,1191497000,179025000.0,,
2011-09-30,271578000,-16072000,5546000.0,0,-3235000,246258000,101257000,555197000,,-13226000,77537000.0,129653000.0,79012000,127333000,146952000,,20461000,1.1,221059000,121718000,23372000,62291000,2713000.0,111261000,2849000.0,776256000,2639615000,423926000,474371000.0,196305000.0,16600000,1.12,64393000,-783000.0,344914000,1194217000,1524000.0,454534000,-467899000.0,90688000.0,2798000,127264000,423926000,-20600000,101257000,20715000.0,274216000,1480532000,103842000.0,605579000,,25959000.0,1863359000,,-3380000.0,2914300000,-144165000.0,129633000,6882000.0,770291000.0,1159083000,354445000.0,298297000.0,-11000000.0,12496000.0,180318000,-10184000,700000000.0,92060000.0,121211000,101257000,-127637000.0,874953000,1262656000,174953000.0,,
2011-12-31,290832000,-34092000,6677000.0,0,14690000,212864000,137147000,54972000,-280986000.0,-22469000,72613000.0,109922000.0,-39936000,150062000,152303000,-100000.0,21534000,,237095000,158681000,23707000,73136000,14466000.0,115970000,-22568000.0,781130000,2723234000,383990000,324594000.0,191992000.0,16342000,,55317000,-36055000.0,423926000,1281351000,1528000.0,521420000,-451664000.0,,-15261000,164874000,383990000,-161262000,137147000,92000.0,317177000,1496656000,139801000.0,601863000,518081000.0,9449000.0,1942104000,,1248000.0,3051447000,-72850000.0,181700000,6934000.0,897361000.0,1226578000,367085000.0,297071000.0,0.0,13258000.0,204243000,27397000,700000000.0,,126237000,137147000,-19104000.0,894793000,80804000,29210000.0,,
2012-03-31,323657000,-15534000,5722000.0,0,5503000,233362000,88666000,576982000,,-11995000,72030000.0,136080000.0,43196000,111198000,142951000,-18414000.0,15829000,0.98,238955000,104495000,23347000,67050000,14554000.0,95664000,16012000.0,815937000,2839416000,427186000,462316000.0,205355000.0,14569000,1.0,61468000,-22936000.0,383990000,1353553000,1534000.0,420458000,-491322000.0,88992000.0,1541000,110217000,427186000,-62954000,88666000,-21306000.0,253168000,1551885000,92115000.0,648283000,,20050000.0,2023479000,,-4830000.0,3140113000,-68079000.0,112702000,7267000.0,926367000.0,1287531000,353746000.0,309088000.0,0.0,12814000.0,167290000,-18057000,700000000.0,90269000.0,117119000,88666000,-18042000.0,903602000,1436371000,203602000.0,,
2012-06-30,401354000,-31386000,5847000.0,0,329000,236763000,97724000,566907000,,-24542000,71014000.0,133388000.0,-57757000,105076000,152083000,0.0,16552000,1.09,251357000,114276000,23943000,71750000,4131000.0,73690000,-10083000.0,818264000,2883556000,369429000,353949000.0,199013000.0,16034000,1.11,62792000,-53589000.0,427186000,1392137000,1534000.0,451465000,-450290000.0,88317000.0,-16356000,120123000,369429000,-127727000,97724000,2570000.0,272206000,1620873000,100235000.0,721657000,,13658000.0,2065292000,,-2317000.0,3237837000,-103240000.0,122581000,7114000.0,1022708000.0,1262683000,355144000.0,306770000.0,0.0,12253000.0,179259000,-11270000,700000000.0,89381000.0,125682000,97724000,-10105000.0,899216000,1473385000,199216000.0,,
2012-09-30,447703000,-26128000,5923000.0,0,-2268000,246994000,99109000,598527000,,-16859000,70343000.0,128072000.0,-13136000,101353000,145505000,-12602000.0,16713000,1.12,261115000,115822000,23756000,70969000,2599000.0,75225000,-423000.0,859642000,2997140000,356293000,373665000.0,212870000.0,20622000,1.13,60258000,-29492000.0,369429000,1448441000,1535000.0,449952000,-443105000.0,87411000.0,-26759000,121745000,356293000,-108170000,99109000,-235000.0,267250000,1667261000,101483000.0,767562000,,20711000.0,2137498000,,-2235000.0,3336946000,-63963000.0,128172000,7306000.0,1092148000.0,1329879000,362371000.0,316269000.0,0.0,12885000.0,182702000,-7231000,700000000.0,88451000.0,115322000,99109000,-3788000.0,899699000,1528133000,199699000.0,,
2012-12-31,132781000,-31701000,7597000.0,-4434000,10693000,229565000,175944000,910424000,-314044000.0,-13139000,24772000.0,121470000.0,124742000,131653000,149564000,0.0,-22912000,2.0,273279000,153032000,24958000,90116000,7585000.0,99952000,-45342000.0,910424000,3168150000,1539025000,465429000.0,220145000.0,17606000,2.03,361866000,-26395000.0,356293000,1539025000,1537000.0,521766000,-431271000.0,86712000.0,-29365000,163839000,481035000,2457000,175944000,19534000.0,313403000,1700793000,7496000.0,494647000,587323000.0,60888000.0,2257726000,,-42837000.0,3512890000,-60596000.0,166298000,7496000.0,1057990000.0,1467357000,404556000.0,316834000.0,0.0,12353000.0,208363000,14903000,1045000000.0,87851000.0,122147000,175944000,-172000.0,1206146000,2028161000,1206146000.0,,
2013-03-31,133232000,-30637000,7185000.0,0,3857000,235883000,121059000,919636000,,-34581000,22556000.0,145338000.0,-8987000,127798000,146365000,0.0,-17652000,1.39,282716000,103407000,25312000,73656000,7478000.0,97161000,16499000.0,919636000,3207317000,472048000,707725000.0,214993000.0,18262000,1.41,343634000,-54671000.0,481035000,1589855000,1541000.0,430338000,-767541000.0,86049000.0,-19766000,109405000,472048000,-90453000,121059000,-45340000.0,255770000,1730817000,7431000.0,476866000,282716000.0,27820000.0,2287681000,,-991000.0,3633949000,-101367000.0,111798000,7431000.0,1117806000.0,1476500000,377412000.0,315145000.0,0.0,12656000.0,174568000,-12840000,1100000000.0,87215000.0,118660000,121059000,-10181000.0,1253951000,461943000,1253951000.0,,
2013-06-30,132909000,-30639000,6401000.0,-1575000,4848000,242641000,89314000,645510000,,-18495000,21625000.0,142715000.0,-17003000,109022000,150094000,0.0,15402000,1.03,295741000,104716000,24650000,83116000,11692000.0,78383000,9467000.0,941251000,3285529000,455045000,719547000.0,219453000.0,19422000,1.04,342044000,-53594000.0,472048000,1649722000,1543000.0,451115000,-796418000.0,85482000.0,-5993000,112692000,455045000,-107510000,89314000,1233000.0,262786000,1765417000,7876000.0,474953000,295741000.0,21203000.0,2344278000,,-3181000.0,3723263000,-69712000.0,113499000,7876000.0,1194677000.0,1520112000,365222000.0,315215000.0,0.0,12108000.0,188329000,-7982000,1135000000.0,86576000.0,123062000,89314000,-860862000.0,1290464000,86693000,155464000.0,,
2013-09-30,133761000,-31540000,6412000.0,0,3986000,256980000,98048000,682570000,,-8981000,19049000.0,134537000.0,-24044000,104765000,146680000,-26434000.0,14609000,1.14,313667000,112657000,23599000,79947000,16300000.0,73225000,-3381000.0,996237000,3425319000,431001000,633438000.0,230774000.0,20571000,1.15,359143000,-25174000.0,455045000,1699107000,1546000.0,457317000,-706867000.0,85185000.0,-17128000,119069000,431001000,-131403000,98048000,19421000.0,265749000,1806685000,8678000.0,492904000,313667000.0,39716000.0,2429082000,,-7009000.0,3821311000,-55119000.0,121587000,8678000.0,1268106000.0,1618634000,373844000.0,340393000.0,0.0,11964000.0,191568000,-9960000,1160000000.0,86364000.0,120563000,98048000,-15000000.0,1313781000,99151000,153781000.0,,
2013-12-31,133346000,-25634000,6852000.0,0,9778000,242800000,141582000,690789000,-334417000.0,-2531000,25436000.0,128056000.0,9795000,143291000,160280000,-14961000.0,27743000,1.65,324932000,169325000,26975000,85132000,33488000.0,117657000,-57818000.0,1015721000,3575229000,440796000,606522000.0,239112000.0,21440000,1.67,348626000,5879000.0,431001000,1803670000,1552000.0,565448000,-701290000.0,85006000.0,-37468000,176177000,440796000,-135363000,141582000,-3441000.0,336457000,1812056000,7723000.0,481972000,324932000.0,19770000.0,2559508000,,11350000.0,3962893000,-75382000.0,178802000,7723000.0,1362874000.0,1763173000,430985000.0,350350000.0,0.0,12962000.0,228991000,19393000,1190000000.0,86017000.0,130680000,141582000,-601000.0,1330084000,82053000,140084000.0,,
