date,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyChangesInAccountReceivables,quarterlyDilutedAverageShares,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyEbitda,quarterlyBasicEPS,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyOtherCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyChangeInAccountPayable,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyInventory,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyResearchAndDevelopment
1995-06-30,,80600000.0,80600000.0,,,0.0,377000000.0,,120900000.0,42000000.0,,225428571.0,8700000.0,-19000000.0,68100000.0,329300000.0,55700000.0,-504400000.0,607700000.0,0.0,36200000.0,,,881400000.0,-4200000.0,,-82700000.0,160800000.0,-1600000.0,,406600000.0,,,300000.0,,148300000,0.35,896700000.0,12100000.0,-14800000.0,1283600000.0,180100000.0,25300000.0,225428571.0,308300000.0,1103400000.0,948200000,-6900000.0,123000000,1205000000.0,2324000000.0,78900000.0,17200000.0,1040400000.0,50300000.0,78900000.0,78900000,0.35,113800000.0,,,619800000.0,1119000000.0,-82600000.0,,,256100000.0,-108500000.0,1900000.0,6600000.0,0.0,205400000.0,-20400000.0,424900000.0,328400000.0,,
1995-09-30,,93200000.0,93200000.0,,,0.0,392200000.0,,103100000.0,32000000.0,,222187500.0,9600000.0,-24200000.0,144400000.0,497600000.0,28000000.0,-517800000.0,823300000.0,0.0,101100000.0,,,910000000.0,12600000.0,,-6100000.0,160200000.0,6500000.0,,410100000.0,,,800000.0,,140400000,0.32,1067900000.0,-2500000.0,-17000000.0,1314200000.0,177100000.0,27900000.0,222187500.0,314700000.0,1100800000.0,934500000,-3300000.0,112500000,1382600000.0,2557700000.0,71100000.0,76900000.0,1243500000.0,54200000.0,71100000.0,71100000,0.32,119200000.0,,,617000000.0,1175100000.0,-205500000.0,,,252200000.0,-233000000.0,8300000.0,200000.0,0.0,205000000.0,-8100000.0,440400000.0,317500000.0,,
1995-12-31,,121700000.0,121700000.0,,,0.0,423900000.0,,101100000.0,32600000.0,,,13000000.0,-32500000.0,-99500000.0,420000000.0,37000000.0,-551200000.0,821400000.0,800000.0,93000000.0,,,975100000.0,28500000.0,,9600000.0,190900000.0,-17300000.0,,470100000.0,,,7700000.0,,139200000,,1081000000.0,-2400000.0,-17000000.0,1384400000.0,209900000.0,30200000.0,,358000000.0,1152200000.0,1009100000,,109000000,1439000000.0,2666700000.0,68500000.0,60500000.0,1282300000.0,56100000.0,68500000.0,68500000,,76500000.0,,,660000000.0,1227700000.0,8300000.0,,,255600000.0,36300000.0,46300000.0,5100000.0,0.0,240100000.0,-16000000.0,479300000.0,349100000.0,,
1996-03-31,,106800000.0,106800000.0,,,121700000.0,442900000.0,,124000000.0,46300000.0,,228529412.0,11500000.0,-35700000.0,-26400000.0,414500000.0,30000000.0,-568200000.0,855100000.0,0.0,108600000.0,,,1011100000.0,-14900000.0,,4100000.0,196800000.0,-4200000.0,,477700000.0,,,2500000.0,,158700000,0.34,1089000000.0,,-17100000.0,1395700000.0,206700000.0,30200000.0,228529412.0,349800000.0,1212900000.0,999500000,-1600000.0,128500000,1438800000.0,2723700000.0,77700000.0,72900000.0,1328000000.0,50900000.0,77700000.0,77700000,0.34,80400000.0,,,634100000.0,1284900000.0,-59800000.0,,,255000000.0,-97100000.0,43900000.0,7100000.0,0.0,236900000.0,-30000000.0,523300000.0,365400000.0,,
1996-06-30,,108700000.0,108700000.0,,,0.0,446200000.0,,137800000.0,49900000.0,,225384615.0,10700000.0,-26100000.0,-44400000.0,385000000.0,40500000.0,-582300000.0,834500000.0,-100000.0,57000000.0,,,1028500000.0,1900000.0,,-57900000.0,172700000.0,500000.0,,453200000.0,,,1300000.0,,174500000,0.39,1010900000.0,,-17000000.0,1397700000.0,204600000.0,30300000.0,225384615.0,352600000.0,1283600000.0,1023400000,-2400000.0,144200000,1363500000.0,2718900000.0,87900000.0,30900000.0,1321200000.0,53600000.0,87900000.0,87900000,0.39,83600000.0,,,644300000.0,1355400000.0,17700000.0,,,254600000.0,-10800000.0,44400000.0,4300000.0,0.0,234900000.0,1700000.0,521300000.0,379100000.0,,
1996-09-30,,126800000.0,126800000.0,,,0.0,453800000.0,,211400000.0,67100000.0,,236557377.0,9600000.0,-24600000.0,-125300000.0,286100000.0,35600000.0,-594100000.0,832600000.0,100000.0,149000000.0,,,1047900000.0,18100000.0,,14200000.0,178200000.0,13900000.0,,480100000.0,,,500000.0,,170000000,0.64,944400000.0,,-19200000.0,1410900000.0,198200000.0,31800000.0,225468750.0,373600000.0,1408800000.0,1009400000,1000000.0,138200000,1318000000.0,2732900000.0,144300000.0,124400000.0,1322000000.0,57600000.0,144300000.0,144300000,0.61,83100000.0,,,641200000.0,1414900000.0,-94000000.0,,,257600000.0,-5500000.0,58400000.0,82900000.0,0.0,230000000.0,16500000.0,511000000.0,368200000.0,,
1996-12-31,,200000000.0,200000000.0,,,0.0,494900000.0,,115500000.0,35200000.0,,,10200000.0,-39100000.0,193300000.0,492400000.0,35300000.0,-612000000.0,973400000.0,-1500000.0,96900000.0,,,1106900000.0,73200000.0,,700000.0,202800000.0,-9200000.0,,443900000.0,,,3100000.0,,160600000,,1139100000.0,,-19100000.0,1489800000.0,218400000.0,32800000.0,,364600000.0,1470000000.0,1044000000,,127800000,1503700000.0,2993400000.0,80300000.0,57800000.0,1503600000.0,57500000.0,80300000.0,80300000,,74400000.0,,,665000000.0,1489700000.0,-85500000.0,,,253000000.0,-219400000.0,54100000.0,-2300000.0,0.0,251200000.0,22400000.0,499900000.0,379000000.0,,
1997-03-31,,113400000.0,113400000.0,,,200000000.0,509100000.0,,120600000.0,42100000.0,,224285714.0,11000000.0,-27400000.0,-61100000.0,446400000.0,37100000.0,-630400000.0,981400000.0,0.0,81400000.0,,,1139500000.0,-86600000.0,,-6000000.0,198100000.0,-9900000.0,,459600000.0,,,4100000.0,,150100000,0.35,1104100000.0,,-19200000.0,1432000000.0,222500000.0,34800000.0,224285714.0,354200000.0,1529300000.0,1008800000,-400000.0,115300000,1458300000.0,2959600000.0,78500000.0,54000000.0,1527600000.0,54900000.0,78500000.0,78500000,0.35,77300000.0,,,636200000.0,1501300000.0,-79100000.0,,,255100000.0,-106900000.0,44200000.0,16300000.0,0.0,257300000.0,-11400000.0,523700000.0,372600000.0,,
1997-06-30,,134900000.0,134900000.0,,,0.0,519600000.0,,184400000.0,59500000.0,,227090909.0,12000000.0,-34600000.0,69700000.0,534200000.0,55000000.0,-642300000.0,975800000.0,0.0,50800000.0,,,1161900000.0,21600000.0,,-72900000.0,226000000.0,-700000.0,,456300000.0,,,1100000.0,,192600000,0.56,1216500000.0,,-18900000.0,1575500000.0,238100000.0,35600000.0,223035714.0,359000000.0,1635400000.0,1154000000,-1300000.0,157000000,1575500000.0,3125900000.0,124900000.0,16200000.0,1550400000.0,60600000.0,124900000.0,124900000,0.55,78400000.0,,,723300000.0,1550400000.0,-62900000.0,,,254900000.0,-98800000.0,43500000.0,39500000.0,0.0,273700000.0,2900000.0,527100000.0,430700000.0,,
1997-09-30,,155600000.0,155600000.0,,,0.0,541400000.0,,161100000.0,59300000.0,,231363636.0,11700000.0,-37000000.0,-33000000.0,521600000.0,71700000.0,-670400000.0,1023600000.0,100000.0,166900000.0,,,1211800000.0,20700000.0,,3800000.0,223000000.0,-5600000.0,,507800000.0,,,100000.0,,206400000,0.46,1252400000.0,-100000.0,-21100000.0,1607900000.0,234700000.0,37600000.0,221304348.0,366600000.0,1716000000.0,1163700000,-1700000.0,168800000,1619000000.0,3244600000.0,101800000.0,129900000.0,1636700000.0,68100000.0,101800000.0,101800000,0.44,82000000.0,,,722600000.0,1625600000.0,-74600000.0,,,257100000.0,-113300000.0,41400000.0,3900000.0,0.0,272300000.0,-8500000.0,544300000.0,441100000.0,,
1997-12-31,,124800000.0,124800000.0,,,0.0,570600000.0,,150600000.0,50400000.0,,,12200000.0,-46800000.0,-106500000.0,436800000.0,36900000.0,-691700000.0,1078700000.0,-2800000.0,163100000.0,,,1262300000.0,-30900000.0,,-15100000.0,226900000.0,1000000.0,,532900000.0,,,7700000.0,,234200000,,1196600000.0,,-21100000.0,1591300000.0,263800000.0,62700000.0,,377300000.0,1703300000.0,1221200000,,171500000,1573900000.0,3277500000.0,100200000.0,116300000.0,1686200000.0,74200000.0,100200000.0,100200000,,85400000.0,,,723200000.0,1703600000.0,-53700000.0,,,262600000.0,-81500000.0,40500000.0,-8600000.0,0.0,326500000.0,-27400000.0,562800000.0,498000000.0,,
1998-03-31,,106300000.0,106300000.0,,,124800000.0,586700000.0,,136400000.0,46400000.0,,225000000.0,11900000.0,-33800000.0,51900000.0,509400000.0,38800000.0,-724400000.0,1162100000.0,100000.0,83800000.0,,,1311100000.0,-18500000.0,,-40500000.0,223800000.0,4100000.0,,515100000.0,,,4200000.0,,183700000,0.4,1248300000.0,-100000.0,-21200000.0,1610600000.0,253400000.0,41000000.0,225000000.0,375500000.0,1772200000.0,1148600000,-2300000.0,142700000,1623800000.0,3398200000.0,90000000.0,50000000.0,1787600000.0,69300000.0,90000000.0,90000000,0.4,89600000.0,,,711500000.0,1774400000.0,-118100000.0,,,261600000.0,-154200000.0,44600000.0,5600000.0,0.0,294400000.0,-36200000.0,610000000.0,437100000.0,,
1998-06-30,,99800000.0,99800000.0,,,0.0,623700000.0,,152300000.0,52200000.0,,222444444.0,14000000.0,-566300000.0,340500000.0,521100000.0,68800000.0,-747400000.0,1478700000.0,-100000.0,78100000.0,,,1371100000.0,-6500000.0,,-64800000.0,221800000.0,-4900000.0,,509600000.0,,,1300000.0,,202100000,0.45,1252500000.0,200000.0,-21200000.0,1663200000.0,262700000.0,44900000.0,222444444.0,728000000.0,1851000000.0,1235100000,,157200000,1980500000.0,3834400000.0,100100000.0,-488200000.0,2171200000.0,75800000.0,100100000.0,100100000,0.45,65400000.0,,,770300000.0,1853900000.0,117000000.0,,,611400000.0,-425100000.0,40800000.0,9100000.0,0.0,307600000.0,-12600000.0,653300000.0,464800000.0,,
1998-09-30,,92300000.0,92300000.0,,,0.0,634100000.0,,141400000.0,47400000.0,,223809524.0,17600000.0,-44100000.0,-101400000.0,438800000.0,52500000.0,-775100000.0,1484000000.0,0.0,173700000.0,-5400000.0,,1409200000.0,-7500000.0,,14400000.0,208100000.0,-800000.0,,551500000.0,,,1600000.0,,202500000,0.42,1198400000.0,100000.0,-23400000.0,1677500000.0,266600000.0,47300000.0,223809524.0,732500000.0,1921500000.0,1231200000,,155200000,1930900000.0,3848100000.0,94000000.0,129600000.0,2170600000.0,81100000.0,94000000.0,94000000,0.42,67400000.0,,,762100000.0,1917200000.0,-30200000.0,,,611300000.0,-79700000.0,40100000.0,3800000.0,0.0,313900000.0,-8300000.0,664900000.0,469100000.0,,
1998-12-31,,96800000.0,96800000.0,,,0.0,572000000.0,,58600000.0,16200000.0,,,17100000.0,-31700000.0,-23000000.0,433600000.0,304600000.0,-710500000.0,1446200000.0,0.0,141300000.0,5500000.0,,1282500000.0,26200000.0,,86000000.0,187700000.0,1300000.0,,368400000.0,,,11900000.0,,111400000,,989700000.0,,-23400000.0,1304500000.0,111600000.0,34500000.0,,726700000.0,1993000000.0,362800000,,76900000,1716400000.0,3627300000.0,94800000.0,109600000.0,2322800000.0,66400000.0,94800000.0,42400000,,72800000.0,,,139800000.0,1910900000.0,-75000000.0,,,610100000.0,-94200000.0,50200000.0,-1100000.0,0.0,146100000.0,39800000.0,559300000.0,223000000.0,,
1999-03-31,,519900000.0,519900000.0,,,96800000.0,587600000.0,,104700000.0,35500000.0,,218051471.0,13600000.0,-190400000.0,-343500000.0,111200000.0,32900000.0,-749700000.0,1555300000.0,-100000.0,36700000.0,,,1337300000.0,423200000.0,,-67900000.0,193800000.0,3600000.0,,746200000.0,,,4600000.0,,152400000,2.73,1051200000.0,100000.0,-22700000.0,1819300000.0,233700000.0,43200000.0,217252747.0,727200000.0,2563500000.0,969800000,,109200000,1778400000.0,3995100000.0,593100000.0,-153700000.0,2175800000.0,61400000.0,593100000.0,69200000,2.72,80200000.0,,,583700000.0,2216700000.0,-249200000.0,,,609200000.0,730000000.0,56600000.0,9200000.0,0.0,276900000.0,-11300000.0,607500000.0,386100000.0,,
1999-06-30,,230700000.0,230700000.0,,,0.0,588600000.0,,142800000.0,49500000.0,,212045455.0,12300000.0,-167700000.0,-24400000.0,104400000.0,32900000.0,-775900000.0,1647100000.0,100000.0,91100000.0,,,1364500000.0,-289300000.0,,-44500000.0,203000000.0,-3400000.0,,735400000.0,,,1300000.0,,195300000,0.44,1042800000.0,100000.0,-22100000.0,1587700000.0,241600000.0,46700000.0,212045455.0,727100000.0,2634700000.0,1077900000,,148600000,1769900000.0,3856300000.0,93300000.0,-76600000.0,2268600000.0,65600000.0,93300000.0,93300000,0.44,80300000.0,,,641000000.0,2086400000.0,-188300000.0,,,606700000.0,-356000000.0,54800000.0,6600000.0,0.0,288300000.0,16000000.0,607200000.0,436900000.0,,
1999-09-30,,174600000.0,174600000.0,236200000.0,,0.0,596600000.0,,188000000.0,66500000.0,,209482759.0,12300000.0,-97400000.0,60800000.0,185200000.0,51100000.0,-792400000.0,1664200000.0,0.0,132800000.0,,,1389000000.0,-56000000.0,,-28300000.0,213700000.0,-2800000.0,,796500000.0,-63800000.0,,1300000.0,,232900000,0.58,1195400000.0,-300000.0,-23700000.0,1618400000.0,234300000.0,51300000.0,209482759.0,736800000.0,2732500000.0,1150500000,,181600000,1932200000.0,3930300000.0,121500000.0,35400000.0,2311900000.0,74100000.0,121500000.0,121500000,0.58,81900000.0,,,683300000.0,1998100000.0,-192300000.0,,,609400000.0,-249600000.0,53300000.0,15700000.0,174600000.0,285600000.0,-2800000.0,612900000.0,467200000.0,,
1999-12-31,,138000000.0,138000000.0,236200000.0,,174600000.0,646500000.0,,179400000.0,58400000.0,,,15200000.0,-249900000.0,80500000.0,297900000.0,53100000.0,-834400000.0,1820700000.0,0.0,1348500000.0,,,1480900000.0,-36600000.0,,16800000.0,253700000.0,-23000000.0,,783300000.0,-79900000.0,,5100000.0,,238200000,,1334900000.0,,-23300000.0,1611600000.0,263400000.0,42000000.0,,758200000.0,2830200000.0,1248300000,,196200000,2093100000.0,4131900000.0,121000000.0,1098600000.0,2520300000.0,108100000.0,121000000.0,121000000,,83300000.0,,,746700000.0,2038800000.0,-41800000.0,,,608000000.0,-1458700000.0,42100000.0,-3800000.0,138000000.0,305400000.0,-22900000.0,639400000.0,501600000.0,,
2000-03-31,,120875000.0,120875000.0,236698000.0,,138038000.0,651514000.0,,178993000.0,61674000.0,,204440000.0,17765000.0,-189311000.0,451813000.0,755208000.0,64165000.0,-847899000.0,1927271000.0,0.0,-291281000.0,,,1499413000.0,-17163000.0,,-155123000.0,264959000.0,5997000.0,,450950000.0,-78038000.0,,5449000.0,,241071000,0.58,1471117000.0,,-23339000.0,1760416000.0,264079000.0,48011000.0,202797000.0,791067000.0,2924155000.0,1251283000,,193060000,2262184000.0,4403366000.0,117319000.0,-480592000.0,2642950000.0,107598000.0,117319000.0,117319000,0.57,92676000.0,,,746133000.0,2141182000.0,-3307000.0,,,634295000.0,-177695000.0,49174000.0,1362000.0,120875000.0,312090000.0,-52020000.0,705122000.0,505150000.0,,
2000-06-30,,135711000.0,135711000.0,236784000.0,,120875000.0,673074000.0,,209412000.0,72679000.0,,204683000.0,23673000.0,111964000.0,9599000.0,795586000.0,114117000.0,-860520000.0,1926916000.0,0.0,118478000.0,,,1533594000.0,14836000.0,,-73792000.0,276258000.0,-1229000.0,,441258000.0,-99216000.0,,1248000.0,,279613000,0.67,1513102000.0,,-23352000.0,1847979000.0,280898000.0,53090000.0,202895000.0,814037000.0,3037536000.0,1379260000,,226523000,2327139000.0,4562086000.0,136733000.0,230442000.0,2714107000.0,119622000.0,136733000.0,136733000,0.67,94835000.0,,,818749000.0,2234947000.0,-599000.0,,,630018000.0,-113241000.0,64397000.0,4482000.0,135711000.0,333988000.0,-8324000.0,715837000.0,560511000.0,,
2000-09-30,,210860000.0,210860000.0,236805000.0,,135711000.0,706684000.0,,213974000.0,69512000.0,,204736000.0,27007000.0,-57190000.0,16001000.0,838548000.0,127199000.0,-893869000.0,1945135000.0,0.0,204805000.0,,,1600553000.0,75149000.0,,19471000.0,282822000.0,-15355000.0,,547353000.0,-124971000.0,,349000.0,,275589000,0.65,1668723000.0,,-25385000.0,2012307000.0,288813000.0,50159000.0,202937000.0,807395000.0,3143018000.0,1390486000,,225430000,2476118000.0,4791325000.0,130867000.0,147615000.0,2779018000.0,133575000.0,130867000.0,144462000,0.64,96430000.0,,,826084000.0,2315207000.0,-22000.0,,,629294000.0,-145657000.0,44526000.0,13895000.0,210860000.0,338972000.0,-37277000.0,768887000.0,564402000.0,,
2000-12-31,,186740000.0,181399000.0,236944000.0,,210860000.0,755548000.0,,169936000.0,35243000.0,,,29093000.0,-63364000.0,-67147000.0,842537000.0,83080000.0,-927943000.0,2078639000.0,0.0,207349000.0,0.0,,1683491000.0,-29461000.0,,-44350000.0,277910000.0,28094000.0,,484193000.0,-109579000.0,,1957000.0,5341000.0,250321000,,1604640000.0,,-25392000.0,1974849000.0,290222000.0,52124000.0,,845901000.0,3252319000.0,1379688000,,198197000,2450541000.0,4892116000.0,134693000.0,143985000.0,2917267000.0,146674000.0,134693000.0,134693000,,101732000.0,,903177000.0,839145000.0,2441575000.0,3928000.0,,,631846000.0,-165560000.0,67381000.0,-2139000.0,181399000.0,342346000.0,8225000.0,783200000.0,540543000.0,,
2001-03-31,,171580000.0,169768000.0,237106000.0,,181399000.0,787458000.0,,114364000.0,35278000.0,,204468000.0,26410000.0,-62518000.0,37146000.0,504948000.0,93849000.0,-957235000.0,2098145000.0,0.0,96102000.0,,,1744693000.0,-11631000.0,-3067000.0,-8354000.0,252100000.0,-3901000.0,,72973000.0,-147650000.0,,2266000.0,1812000.0,184078000,0.39,1243627000.0,,-25412000.0,1939676000.0,292912000.0,53190000.0,203222000.0,1217651000.0,3305992000.0,1247564000,,130888000,2461278000.0,4919128000.0,79086000.0,33584000.0,2979452000.0,120023000.0,79086000.0,79086000,0.39,0.0,413606000.0,864052000.0,823764000.0,2457850000.0,0.0,,,1033292000.0,-144879000.0,64336000.0,2753000.0,169768000.0,292912000.0,-10035000.0,794056000.0,423800000.0,,
2001-06-30,,361210000.0,360030000.0,237134000.0,,169768000.0,769207000.0,,251618000.0,108320000.0,,204353000.0,23095000.0,-40511000.0,-149542000.0,391003000.0,101954000.0,-935768000.0,2111096000.0,0.0,175304000.0,,,1704975000.0,190262000.0,-6938000.0,159164000.0,213394000.0,11238000.0,,151451000.0,-164607000.0,,546000.0,1180000.0,148215000,0.7,1219275000.0,,-25386000.0,2021844000.0,283548000.0,55702000.0,203150000.0,1232190000.0,3423905000.0,1138573000,,92513000,2451465000.0,5004101000.0,143298000.0,134793000.0,2982257000.0,131829000.0,143298000.0,143298000,0.7,0.0,463427000.0,769302000.0,762512000.0,2552636000.0,0.0,,,1032999000.0,164500000.0,67362000.0,179396000.0,360030000.0,283548000.0,34937000.0,784444000.0,376061000.0,,
2001-09-30,,222302000.0,221781000.0,237142000.0,,360030000.0,775055000.0,,3436000.0,829000.0,,204210000.0,21456000.0,-28313000.0,-223025000.0,221341000.0,68099000.0,-977295000.0,245701000.0,0.0,144938000.0,,,1752350000.0,-138249000.0,-22109000.0,69766000.0,224335000.0,10641000.0,,119401000.0,-129624000.0,,163000.0,521000.0,76962000,0.01,1036384000.0,,-27421000.0,1834424000.0,286177000.0,56871000.0,203086000.0,1250819000.0,3399091000.0,1088554000,,20091000,2287203000.0,4828102000.0,2607000.0,116625000.0,2993678000.0,131425000.0,2607000.0,2607000,0.01,0.0,471307000.0,762885000.0,782286000.0,2540899000.0,0.0,1904823000.0,,1038649000.0,-60162000.0,80745000.0,1238000.0,221781000.0,286177000.0,65653000.0,744495000.0,306268000.0,,
2001-12-31,,176862000.0,175865000.0,237303000.0,,221781000.0,761361000.0,,-130984000.0,-72832000.0,,,20207000.0,-35549000.0,-209854000.0,43780000.0,66296000.0,-994854000.0,173194000.0,0.0,559183000.0,,,1756215000.0,-45165000.0,-41000.0,78065000.0,207295000.0,-20681000.0,,155299000.0,-149465000.0,,970000.0,997000.0,109731000,,819171000.0,20466000.0,-27344000.0,1654928000.0,233709000.0,54200000.0,,1263492000.0,3395293000.0,985004000,,55531000,2082663000.0,4602202000.0,23546000.0,523634000.0,2947274000.0,127396000.0,23546000.0,-58152000,,0.0,412797000.0,675233000.0,695764000.0,2519539000.0,0.0,1946423000.0,,1033243000.0,-386973000.0,102853000.0,-168696000.0,175865000.0,233709000.0,47063000.0,660601000.0,289240000.0,,
2002-03-31,,166283000.0,165648000.0,237512000.0,,175865000.0,740347000.0,,65363000.0,20251000.0,,203818000.0,18240000.0,-21338000.0,107054000.0,177299000.0,75521000.0,-1021982000.0,188868000.0,0.0,-50109000.0,,,1762329000.0,-10217000.0,-802000.0,-140977000.0,207992000.0,-3789000.0,,97855000.0,-160468000.0,,3011000.0,635000.0,119533000,-1.22,837154000.0,-3842000.0,-27362000.0,1668800000.0,247102000.0,41021000.0,202660000.0,1227739000.0,3119999000.0,1009932000,,78512000,2064893000.0,4302223000.0,-247933000.0,-71447000.0,2633423000.0,142453000.0,-247933000.0,45112000,-1.22,0.0,354008000.0,704472000.0,684318000.0,2237330000.0,0.0,1628687000.0,,1032172000.0,-67162000.0,53114000.0,4017000.0,165648000.0,247102000.0,6084000.0,651486000.0,325614000.0,,
2002-06-30,,116861000.0,116417000.0,237613000.0,,165648000.0,736208000.0,,85400000.0,21293000.0,,203713000.0,18037000.0,-24285000.0,-155994000.0,44161000.0,84946000.0,-1054936000.0,1847730000.0,0.0,134970000.0,,,1791144000.0,-48967000.0,-298000.0,15770000.0,233201000.0,6905000.0,,74085000.0,-95518000.0,,2311000.0,444000.0,142291000,0.27,733310000.0,,-27385000.0,1647074000.0,255431000.0,39556000.0,202655000.0,1250013000.0,3147814000.0,1097152000,,102735000,1983323000.0,4315958000.0,55201000.0,110685000.0,2668884000.0,154564000.0,55201000.0,64107000,0.27,0.0,381863000.0,733969000.0,738986000.0,2332635000.0,0.0,,,1034688000.0,-27943000.0,60761000.0,75000.0,116417000.0,255431000.0,9927000.0,646472000.0,358166000.0,,
2002-09-30,,174632000.0,174331000.0,237656000.0,,116417000.0,722182000.0,,79258000.0,21916000.0,,203541000.0,15924000.0,-23738000.0,-36292000.0,44712000.0,66734000.0,-1082288000.0,1846849000.0,8434000.0,119289000.0,,,1804470000.0,57914000.0,-14039000.0,-3097000.0,205245000.0,14479000.0,,118698000.0,-89460000.0,,893000.0,301000.0,139602000,0.28,759334000.0,,-27365000.0,1730076000.0,255932000.0,41526000.0,202647000.0,1251633000.0,3176891000.0,1076095000,,98076000,2010967000.0,4365841000.0,56442000.0,95551000.0,2635765000.0,157486000.0,56442000.0,57342000,0.28,0.0,390679000.0,746709000.0,722087000.0,2354874000.0,0.0,,,1030109000.0,-25083000.0,64038000.0,-4168000.0,174331000.0,255932000.0,26048000.0,629045000.0,354008000.0,,
2002-12-31,,294959000.0,294448000.0,237680000.0,,174331000.0,704922000.0,,37178000.0,-5831000.0,,,17800000.0,-32944000.0,-55067000.0,23761000.0,216743000.0,-1070403000.0,202836000.0,-8434000.0,215923000.0,,,1775325000.0,120387000.0,-372000.0,105040000.0,199624000.0,3924000.0,,74979000.0,-38820000.0,,199000.0,511000.0,98680000,,696938000.0,,-27324000.0,1658001000.0,261490000.0,38900000.0,,1345824000.0,3164596000.0,1002871000,,59780000,2042762000.0,4437385000.0,15029000.0,182979000.0,2779384000.0,179056000.0,15029000.0,43009000,,0.0,398574000.0,669885000.0,681601000.0,2394623000.0,0.0,1654883000.0,,1030299000.0,-63884000.0,136469000.0,-7009000.0,294448000.0,261490000.0,32300000.0,595071000.0,321270000.0,,
2003-03-31,,294732000.0,294193000.0,237829000.0,,294448000.0,695896000.0,,77104000.0,18652000.0,,202949000.0,17933000.0,-19914000.0,-25537000.0,24382000.0,215077000.0,-1109733000.0,1862573000.0,0.0,60392000.0,,,1805629000.0,-255000.0,-699000.0,-50378000.0,231395000.0,4250000.0,,57160000.0,-32520000.0,,1173000.0,539000.0,130888000,0.29,686392000.0,,-27339000.0,1707054000.0,262014000.0,37823000.0,202431000.0,1359274000.0,3196728000.0,1027792000,,93065000,2045666000.0,4480600000.0,59471000.0,40478000.0,2773546000.0,178907000.0,59471000.0,58452000,0.29,0.0,373455000.0,689641000.0,672713000.0,2434934000.0,0.0,,,1031006000.0,-35110000.0,149361000.0,517000.0,294193000.0,262014000.0,-16582000.0,613236000.0,355079000.0,,
2003-06-30,,306905000.0,306905000.0,237932000.0,,294193000.0,707379000.0,,97271000.0,23883000.0,,203108000.0,17336000.0,-24778000.0,-56430000.0,24324000.0,217017000.0,-1164272000.0,1885681000.0,0.0,106084000.0,,,1871651000.0,12130000.0,-911000.0,15871000.0,251048000.0,-21392000.0,,40287000.0,28098000.0,,1154000.0,,153865000,0.36,712275000.0,,-27348000.0,1791809000.0,271600000.0,37782000.0,202480000.0,1347202000.0,3242161000.0,1124219000,,116083000,2059477000.0,4601886000.0,72781000.0,81306000.0,2810077000.0,182330000.0,72781000.0,73388000,0.36,0.0,396616000.0,731151000.0,736536000.0,2542409000.0,0.0,,,1001739000.0,-37524000.0,163133000.0,-3139000.0,306323000.0,271600000.0,,641872000.0,387683000.0,,
