date,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyGrossPPE,quarterlyDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyStockBasedCompensation,quarterlyCurrentLiabilities,quarterlyEbitda,quarterlyOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyCurrentAssets,quarterlyDilutedAverageShares,quarterlyBasicEPS,quarterlyCostOfRevenue,quarterlyOtherCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyResearchAndDevelopment
1998-03-31,919700000.0,58200000.0,886500000,886500000,12300000.0,,,11292900000.0,25304100000.0,,,1491600000.0,,,-51900000.0,212600000.0,,86900000.0,,-7559700000.0,,-491300000.0,886500000,,169383900000.0,141400000.0,-117500000.0,144017600000.0,-23400000.0,3354100000.0,,58100000.0,,192400000.0,,24966300000.0,4132100000.0,-1110700000.0,,287600000.0,-612100000.0,,23755600000.0,372300000.0,-1614200000.0,,0.0,17391000000.0,249300000.0,-1037200000.0,,7107400000,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,81200000.0,17700000.0,942000000,942000000,10600000.0,,,11512700000.0,22656900000.0,,,1542800000.0,,,-52500000.0,225600000.0,,,,-5059200000.0,4584600000.0,-2533400000.0,942000000,,176103200000.0,1466700000.0,-1289800000.0,149973700000.0,-3600000.0,9397200000.0,,,,-3880100000.0,,25729500000.0,-5490600000.0,-2523600000.0,,63900000.0,3034000000.0,,24645100000.0,389700000.0,-1004100000.0,,0.0,18369600000.0,2460000000.0,-1371000000.0,,7529500000,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,471400000.0,47100000.0,931100000,931100000,5100000.0,,,11837500000.0,25073900000.0,,,1605000000.0,,,-61200000.0,239600000.0,,,,-8112900000.0,4289700000.0,1122800000.0,931100000,,183922800000.0,3049600000.0,-441700000.0,157692100000.0,-11300000.0,-8579900000.0,,,,3469300000.0,,25830700000.0,14494300000.0,-3111600000.0,,344500000.0,-509600000.0,,24566100000.0,415500000.0,-722900000.0,,0.0,18454600000.0,2687300000.0,-913100000.0,,7711200000,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,5563700000.0,93000000.0,1006400000,1175400000,12000000.0,4944000000.0,,11679000000.0,26057000000.0,,72743000000.0,-18118300000.0,303000000.0,5247000000.0,-59400000.0,254200000.0,2847000000.0,,,-19339200000.0,4636000000.0,455900000.0,1006400000,,194398000000.0,-2399700000.0,5101000000.0,166867000000.0,-42700000.0,21823600000.0,1074000000.0,,2283000000.0,2924400000.0,-206000000.0,27131000000.0,-9814800000.0,-7622100000.0,,-1151000000.0,-2051300000.0,,25513000000.0,416600000.0,-6984800000.0,,5529000000.0,2651000000.0,2151400000.0,-462700000.0,,-5853100000,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,949000000.0,-57000000.0,1199000000,1199000000,129000000.0,,,12522000000.0,27464000000.0,,,2439000000.0,,,-69000000.0,249000000.0,3334000000.0,303000000.0,,-25036000000.0,4621000000.0,-5548000000.0,1199000000,,247070000000.0,7289000000.0,-181000000.0,213783000000.0,-26000000.0,18857000000.0,,,,-4886000000.0,,30967000000.0,-1005000000.0,-8314000000.0,246000000.0,2025000000.0,1947000000.0,,28235000000.0,522000000.0,-2973000000.0,,0.0,19897000000.0,7308000000.0,-1130000000.0,,9087000000,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,1179000000.0,-76000000.0,1277000000,1277000000,23000000.0,,,12723000000.0,29808000000.0,,,2462000000.0,,,-71000000.0,267000000.0,3334000000.0,246000000.0,,-8920000000.0,4821000000.0,-2851000000.0,1277000000,,255019000000.0,3482000000.0,-144000000.0,220844000000.0,-109000000.0,5315000000.0,,,,-2049000000.0,,31872000000.0,148000000.0,-4780000000.0,170000000.0,1768000000.0,1041000000.0,,29442000000.0,569000000.0,-4517000000.0,,0.0,20764000000.0,3525000000.0,-1323000000.0,,9424000000,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,5824000000.0,103000000.0,1267000000,1267000000,30000000.0,,,12895000000.0,28874000000.0,,,2487000000.0,,,-85000000.0,412000000.0,4152000000.0,170000000.0,,-15139000000.0,3676000000.0,229000000.0,1267000000,,259786000000.0,-387000000.0,5087000000.0,225218000000.0,-90000000.0,11153000000.0,,,,13665000000.0,,32300000000.0,679000000.0,-4044000000.0,273000000.0,6733000000.0,-9163000000.0,,29806000000.0,51000000.0,-994000000.0,,0.0,20125000000.0,-1677000000.0,-737000000.0,,8879000000,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,2369000000.0,-141000000.0,1312000000,1550000000,38000000.0,7007000000.0,,12737000000.0,28580000000.0,,103865000000.0,-25388000000.0,132000000.0,7139000000.0,-78000000.0,143000000.0,4152000000.0,273000000.0,,-22615000000.0,4404000000.0,99000000.0,1088000000,,268238000000.0,-1316000000.0,1592000000.0,233582000000.0,-50000000.0,15605000000.0,889000000.0,,2254000000.0,-2344000000.0,-2103000000.0,33306000000.0,2512000000.0,-3620000000.0,132000000.0,670000000.0,2465000000.0,,31040000000.0,579000000.0,-6919000000.0,,7512000000.0,2933000000.0,1110000000.0,-777000000.0,,-9034000000,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,2499000000.0,79000000.0,1346000000,1401000000,47000000.0,6917000000.0,,13617000000.0,28620000000.0,,105953000000.0,-4920000000.0,211000000.0,7128000000.0,-78000000.0,275000000.0,4152000000.0,132000000.0,,-18250000000.0,6218000000.0,-539000000.0,1346000000,,279259000000.0,123000000.0,1425000000.0,244039000000.0,-911000000.0,14777000000.0,1135000000.0,,2466000000.0,-387000000.0,-2043000000.0,33838000000.0,645000000.0,-3900000000.0,211000000.0,3948000000.0,1661000000.0,,32309000000.0,308000000.0,-3438000000.0,0.0,1991000000.0,2946000000.0,1480000000.0,-1074000000.0,1670000000.0,4782000000,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,1214000000.0,103000000.0,1407000000,1473000000,38000000.0,6435000000.0,,13969000000.0,30578000000.0,,108426000000.0,-5098000000.0,314000000.0,6749000000.0,-77000000.0,282000000.0,4152000000.0,211000000.0,,-14551000000.0,5379000000.0,1102000000.0,1407000000,,281214000000.0,2072000000.0,-98000000.0,245002000000.0,-9000000.0,11362000000.0,1042000000.0,,2727000000.0,847000000.0,-2455000000.0,34805000000.0,462000000.0,-3962000000.0,314000000.0,-145000000.0,-559000000.0,,33638000000.0,623000000.0,-4070000000.0,0.0,2096000000.0,2967000000.0,2851000000.0,-1312000000.0,1750000000.0,5059000000,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,1630000000.0,-34000000.0,1386000000,1453000000,29000000.0,5669000000.0,,13685000000.0,31913000000.0,,112497000000.0,-4985000000.0,280000000.0,5949000000.0,-94000000.0,294000000.0,6189000000.0,314000000.0,,-16055000000.0,5998000000.0,-5505000000.0,1386000000,,295406000000.0,1417000000.0,712000000.0,257372000000.0,-10000000.0,11450000000.0,1670000000.0,,3075000000.0,272000000.0,-2036000000.0,36571000000.0,585000000.0,-4881000000.0,280000000.0,5553000000.0,216000000.0,,32893000000.0,611000000.0,-3384000000.0,0.0,2064000000.0,3278000000.0,3217000000.0,-918000000.0,1723000000.0,4821000000,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,593000000.0,-24000000.0,1497000000,1564000000,30000000.0,5831000000.0,,11832000000.0,34267000000.0,1873000000.0,115022000000.0,-5568000000.0,256000000.0,6087000000.0,-86000000.0,325000000.0,6189000000.0,280000000.0,,-16526000000.0,5964000000.0,-5636000000.0,1497000000,,306577000000.0,1149000000.0,-568000000.0,265493000000.0,-17000000.0,12573000000.0,2070000000.0,,2380000000.0,-432000000.0,-2136000000.0,39619000000.0,782000000.0,-3834000000.0,256000000.0,4491000000.0,-147000000.0,,34304000000.0,634000000.0,-4310000000.0,-79000000.0,2198000000.0,3578000000.0,3217000000.0,-1161000000.0,1768000000.0,5484000000,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,2998000000.0,-3000000.0,1532000000,1538000000,25000000.0,5898000000.0,,12727000000.0,36260000000.0,,120714000000.0,-5409000000.0,253000000.0,6151000000.0,-87000000.0,293000000.0,6189000000.0,256000000.0,,-19677000000.0,6985000000.0,-901000000.0,1532000000,,320800000000.0,1366000000.0,1648000000.0,277526000000.0,-382000000.0,13852000000.0,3055000000.0,,3394000000.0,1435000000.0,-1256000000.0,41752000000.0,-51000000.0,-7271000000.0,253000000.0,1638000000.0,599000000.0,,35749000000.0,362000000.0,-5611000000.0,-46000000.0,2272000000.0,3561000000.0,4270000000.0,-1350000000.0,1890000000.0,5417000000,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,-1518000000.0,-5000000.0,1627000000,1627000000,24000000.0,6295000000.0,,12898000000.0,43038000000.0,,125171000000.0,-5797000000.0,248000000.0,6543000000.0,-87000000.0,338000000.0,6189000000.0,253000000.0,,-20912000000.0,6318000000.0,-2029000000.0,1627000000,,333191000000.0,2570000000.0,-3243000000.0,288995000000.0,-20000000.0,15651000000.0,2982000000.0,,3645000000.0,-3001000000.0,-1856000000.0,42655000000.0,-45000000.0,-7028000000.0,248000000.0,-103000000.0,-199000000.0,,37289000000.0,704000000.0,-7050000000.0,-64000000.0,2385000000.0,3602000000.0,8541000000.0,-1725000000.0,1977000000.0,5412000000,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,6291000000.0,-29000000.0,327000000,408000000,114000000.0,9641000000.0,,13062000000.0,51883000000.0,,205097000000.0,-7825000000.0,485000000.0,10126000000.0,-458000000.0,445000000.0,6870000000.0,248000000.0,,-69737000000.0,14743000000.0,-3752000000.0,327000000,,468675000000.0,6910000000.0,5286000000.0,416413000000.0,-1325000000.0,56159000000.0,4168000000.0,,4281000000.0,6561000000.0,-1194000000.0,50786000000.0,-453000000.0,-14938000000.0,485000000.0,6199000000.0,-1535000000.0,,45463000000.0,164000000.0,-3504000000.0,-52000000.0,617000000.0,4353000000.0,8618000000.0,-1005000000.0,1448000000.0,5480000000,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,-61000000.0,213000000.0,1866000000,1866000000,76000000.0,7392000000.0,,11647000000.0,53839000000.0,,215945000000.0,-7975000000.0,698000000.0,8090000000.0,-111000000.0,361000000.0,6876000000.0,485000000.0,,-56861000000.0,11892000000.0,-3784000000.0,1866000000,,492982000000.0,3274000000.0,-1096000000.0,439323000000.0,-563000000.0,57534000000.0,3286000000.0,,3207000000.0,-3295000000.0,-1725000000.0,52150000000.0,-287000000.0,-1409000000.0,698000000.0,2821000000.0,1371000000.0,,47218000000.0,804000000.0,-10201000000.0,-762000000.0,2717000000.0,4833000000.0,1683000000.0,-1035000000.0,2161000000.0,5819000000,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,4529000000.0,450000000.0,1980000000,1980000000,65000000.0,13221000000.0,6093000000.0,12722000000.0,54660000000.0,,227751000000.0,-7657000000.0,1148000000.0,14369000000.0,-110000000.0,388000000.0,6878000000.0,698000000.0,,-41993000000.0,11843000000.0,-674000000.0,1980000000,,507556000000.0,7023000000.0,2714000000.0,453327000000.0,-348000000.0,32548000000.0,3400000000.0,,3680000000.0,-2896000000.0,-2828000000.0,52675000000.0,-192000000.0,-11435000000.0,1148000000.0,-366000000.0,5685000000.0,,49088000000.0,892000000.0,-5285000000.0,-20000000.0,2959000000.0,4737000000.0,7356000000.0,-1815000000.0,2260000000.0,6130000000,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,1917000000.0,-418000000.0,1801000000,1801000000,64000000.0,12475000000.0,6205000000.0,13091000000.0,57363000000.0,3365000000.0,239284000000.0,-7896000000.0,730000000.0,13205000000.0,-111000000.0,411000000.0,6878000000.0,1148000000.0,,-35088000000.0,11502000000.0,-3438000000.0,1801000000,,524394000000.0,6303000000.0,-53000000.0,467865000000.0,-258000000.0,27038000000.0,3648000000.0,,3560000000.0,3860000000.0,-2064000000.0,54963000000.0,-845000000.0,-10844000000.0,730000000.0,5530000000.0,-5073000000.0,,50779000000.0,872000000.0,-7568000000.0,18000000.0,2767000000.0,4908000000.0,8509000000.0,-1970000000.0,2153000000.0,6379000000,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,5032000000.0,163000000.0,1842000000,1842000000,16000000.0,16324000000.0,6009000000.0,11441000000.0,58864000000.0,5015000000.0,253633000000.0,2621000000.0,893000000.0,17217000000.0,-123000000.0,295000000.0,6878000000.0,730000000.0,,-43264000000.0,10513000000.0,353000000.0,1842000000,,547295000000.0,5546000000.0,4310000000.0,486930000000.0,-176000000.0,34726000000.0,5321000000.0,,3449000000.0,5548000000.0,176000000.0,58783000000.0,-1844000000.0,-11210000000.0,893000000.0,4025000000.0,-1775000000.0,,52497000000.0,817000000.0,-3494000000.0,-158000000.0,2729000000.0,4797000000.0,6341000000.0,-722000000.0,2729000000.0,17150000000,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,7210000000.0,272000000.0,-104000000,-104000000,23000000.0,6993000000.0,6079000000.0,13088000000.0,62773000000.0,,233731000000.0,2702000000.0,1165000000.0,8158000000.0,-123000000.0,364000000.0,6878000000.0,893000000.0,,-67637000000.0,9112000000.0,-3043000000.0,-104000000,,561229000000.0,3908000000.0,5491000000.0,500546000000.0,-2000000.0,56034000000.0,5082000000.0,,26967000000.0,2842000000.0,691000000.0,59103000000.0,440000000.0,-13109000000.0,1165000000.0,9073000000.0,4951000000.0,,52270000000.0,-253000000.0,-6733000000.0,-319000000.0,-313000000.0,5382000000.0,6171000000.0,-1719000000.0,-313000000.0,17533000000,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,8890000000.0,-505000000.0,1954000000,2048000000,12000000.0,14258000000.0,6185000000.0,14471000000.0,63330000000.0,,252424000000.0,2589000000.0,660000000.0,14918000000.0,-123000000.0,445000000.0,6878000000.0,1165000000.0,,-59959000000.0,11041000000.0,-3401000000.0,1954000000,,591809000000.0,4734000000.0,6889000000.0,527873000000.0,-447000000.0,46270000000.0,6151000000.0,,29522000000.0,8240000000.0,2073000000.0,62257000000.0,-62000000.0,-16037000000.0,660000000.0,7234000000.0,-2106000000.0,,54101000000.0,876000000.0,-5868000000.0,-285000000.0,2924000000.0,5433000000.0,6642000000.0,-2001000000.0,2924000000.0,18927000000,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,4221000000.0,175000000.0,2276000000,2370000000,11000000.0,13198000000.0,6139000000.0,15780000000.0,67528000000.0,,268008000000.0,2833000000.0,835000000.0,14033000000.0,-122000000.0,459000000.0,6878000000.0,660000000.0,,-40115000000.0,9340000000.0,-5693000000.0,2276000000,,620612000000.0,3159000000.0,2182000000.0,550434000000.0,0.0,32619000000.0,8476000000.0,,29053000000.0,5156000000.0,5997000000.0,68355000000.0,-486000000.0,-9942000000.0,835000000.0,7739000000.0,-3212000000.0,,56255000000.0,1060000000.0,-4911000000.0,65000000.0,3430000000.0,5578000000.0,5896000000.0,-2039000000.0,3430000000.0,19891000000,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,7470000000.0,114000000.0,2337000000,2435000000,21000000.0,14478000000.0,7855000000.0,15147000000.0,69121000000.0,,288061000000.0,2841000000.0,949000000.0,15427000000.0,-170000000.0,423000000.0,6878000000.0,835000000.0,,-36617000000.0,7623000000.0,6754000000.0,2337000000,,647656000000.0,7143000000.0,6421000000.0,577501000000.0,-100000000.0,26429000000.0,6885000000.0,,30553000000.0,8604000000.0,3711000000.0,68170000000.0,-3665000000.0,-14107000000.0,949000000.0,-1300000000.0,-3848000000.0,,58422000000.0,1069000000.0,-6314000000.0,1000000.0,3504000000.0,5843000000.0,6751000000.0,-1049000000.0,3504000000.0,20306000000,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,15574000000.0,-27000000.0,2707000000,2412000000,30000000.0,8914000000.0,7633000000.0,14166000000.0,71340000000.0,,297557000000.0,3198000000.0,922000000.0,9836000000.0,-169000000.0,599000000.0,6878000000.0,949000000.0,,-73856000000.0,5938000000.0,55000000.0,2707000000,,678346000000.0,5409000000.0,14023000000.0,603590000000.0,-31000000.0,52807000000.0,7755000000.0,,32787000000.0,2029000000.0,4244000000.0,71253000000.0,3035000000.0,-21033000000.0,922000000.0,10178000000.0,12312000000.0,,60960000000.0,1259000000.0,-7497000000.0,-1872000000.0,4050000000.0,6006000000.0,4878000000.0,-1551000000.0,4050000000.0,22179000000,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,9220000000.0,998000000.0,2656000000,2837000000,40000000.0,16782000000.0,7683000000.0,15835000000.0,73095000000.0,,321632000000.0,2695000000.0,1920000000.0,18702000000.0,-170000000.0,561000000.0,6878000000.0,922000000.0,,-66842000000.0,7813000000.0,-1549000000.0,2656000000,,724154000000.0,8582000000.0,7195000000.0,643390000000.0,-92000000.0,47445000000.0,9901000000.0,,44047000000.0,6346000000.0,7315000000.0,76779000000.0,77000000.0,-20265000000.0,1920000000.0,7758000000.0,-953000000.0,,63446000000.0,1356000000.0,-6546000000.0,,4291000000.0,5999000000.0,11992000000.0,-2025000000.0,4291000000.0,23637000000,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,5071000000.0,113000000.0,2862000000,2862000000,50000000.0,16129000000.0,8133000000.0,16447000000.0,75993000000.0,,313211000000.0,2975000000.0,2033000000.0,18162000000.0,-169000000.0,543000000.0,6878000000.0,1920000000.0,,-65468000000.0,8650000000.0,-1734000000.0,2862000000,,735982000000.0,7487000000.0,3390000000.0,658255000000.0,-288000000.0,51447000000.0,6598000000.0,,50170000000.0,2034000000.0,1640000000.0,73577000000.0,-138000000.0,-15793000000.0,2033000000.0,-6668000000.0,-550000000.0,,66138000000.0,1401000000.0,-7600000000.0,,4389000000.0,5958000000.0,10998000000.0,-1681000000.0,4389000000.0,23809000000,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,6141000000.0,39000000.0,2512000000,2512000000,40000000.0,14672000000.0,8407000000.0,16934000000.0,80985000000.0,,325568000000.0,3025000000.0,2072000000.0,16744000000.0,-196000000.0,641000000.0,6878000000.0,2033000000.0,,-60066000000.0,9224000000.0,1043000000.0,2512000000,,776420000000.0,7360000000.0,5384000000.0,693165000000.0,-328000000.0,42283000000.0,9273000000.0,,57225000000.0,3222000000.0,4700000000.0,78903000000.0,-8000000.0,-18520000000.0,2072000000.0,15898000000.0,-3704000000.0,,68456000000.0,1280000000.0,-6774000000.0,,3958000000.0,5999000000.0,12305000000.0,-757000000.0,3958000000.0,25411000000,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,15149000000.0,-63000000.0,1701000000,1664000000,28000000.0,16102000000.0,8601000000.0,15137000000.0,84081000000.0,7042000000.0,349658000000.0,4289000000.0,2009000000.0,18111000000.0,-195000000.0,604000000.0,6878000000.0,2072000000.0,,-45438000000.0,9693000000.0,-2856000000.0,1701000000,,798660000000.0,8086000000.0,13700000000.0,713270000000.0,-575000000.0,20757000000.0,7042000000.0,,53675000000.0,13150000000.0,9593000000.0,80607000000.0,46000000.0,-25910000000.0,2009000000.0,5444000000.0,1693000000.0,,64393000000.0,583000000.0,-9501000000.0,0.0,2312000000.0,6192000000.0,10018000000.0,-1449000000.0,2312000000.0,25130000000,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,654000000.0,352000000.0,3684000000,3684000000,31000000.0,22017000000.0,8577000000.0,15724000000.0,91330000000.0,,364336000000.0,4050000000.0,2361000000.0,24378000000.0,-325000000.0,639000000.0,6878000000.0,2009000000.0,,-67543000000.0,11956000000.0,-6130000000.0,3684000000,,828256000000.0,9128000000.0,-1754000000.0,740415000000.0,-166000000.0,51017000000.0,7289000000.0,,57000000000.0,-2969000000.0,8374000000.0,82683000000.0,92000000.0,-18801000000.0,2361000000.0,3918000000.0,506000000.0,,67752000000.0,1613000000.0,-14205000000.0,,5443000000.0,6190000000.0,18620000000.0,-2408000000.0,5443000000.0,27112000000,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,12951000000.0,-623000000.0,3992000000,3992000000,5000000.0,17465000000.0,8423000000.0,15313000000.0,88746000000.0,9657000000.0,367154000000.0,3877000000.0,1738000000.0,19203000000.0,-316000000.0,384000000.0,6878000000.0,2361000000.0,,-73186000000.0,12864000000.0,19961000000.0,3992000000,,828642000000.0,-74000000.0,11292000000.0,734448000000.0,-2000000.0,63962000000.0,,,,9097000000.0,10805000000.0,88879000000.0,238000000.0,-10443000000.0,1738000000.0,-8535000000.0,787000000.0,,71428000000.0,1674000000.0,-13867000000.0,,5795000000.0,6225000000.0,-2408000000.0,-1659000000.0,5795000000.0,26861000000,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,9475000000.0,370000000.0,1717000000,1717000000,8000000.0,16238000000.0,8354000000.0,15177000000.0,93634000000.0,,369047000000.0,3409000000.0,2108000000.0,18346000000.0,-390000000.0,528000000.0,6878000000.0,1738000000.0,,-69806000000.0,9701000000.0,-2150000000.0,1717000000,,843397000000.0,1671000000.0,6844000000.0,748802000000.0,-2000000.0,58993000000.0,8551000000.0,,62608000000.0,7503000000.0,9175000000.0,89282000000.0,-119000000.0,-12422000000.0,2108000000.0,9100000000.0,-107000000.0,,73246000000.0,706000000.0,-14391000000.0,,2477000000.0,6841000000.0,3129000000.0,-2631000000.0,2477000000.0,26361000000,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,2058000000.0,-211000000.0,454000000,454000000,38000000.0,15342000000.0,8093000000.0,15333000000.0,99250000000.0,,424610000000.0,2353000000.0,1897000000.0,17239000000.0,-390000000.0,941000000.0,6878000000.0,2108000000.0,,-47098000000.0,9208000000.0,-10017000000.0,454000000,,853370000000.0,10226000000.0,545000000.0,761743000000.0,-106000000.0,43867000000.0,6607000000.0,,63973000000.0,-50000000.0,6967000000.0,86317000000.0,-10222000000.0,-15655000000.0,1897000000.0,10773000000.0,-15000000.0,,72330000000.0,-301000000.0,-10766000000.0,,302000000.0,7446000000.0,13658000000.0,-1513000000.0,302000000.0,27363000000,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,3066000000.0,-649000000.0,3195000000,3161000000,34000000.0,17343000000.0,8208000000.0,18001000000.0,97817000000.0,,434897000000.0,3021000000.0,1248000000.0,18591000000.0,-390000000.0,659000000.0,6878000000.0,1897000000.0,,-51550000000.0,13465000000.0,120000000.0,3195000000,,879798000000.0,7594000000.0,847000000.0,785347000000.0,-2000000.0,41650000000.0,6615000000.0,,67946000000.0,-420000000.0,5709000000.0,88390000000.0,-8013000000.0,-19937000000.0,1248000000.0,6366000000.0,191000000.0,,75433000000.0,1435000000.0,-8654000000.0,,4793000000.0,8059000000.0,15672000000.0,-2219000000.0,4793000000.0,27259000000,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,3912000000.0,892000000.0,3190000000,3190000000,29000000.0,21186000000.0,8425000000.0,18236000000.0,104983000000.0,,438499000000.0,2742000000.0,2140000000.0,23326000000.0,-390000000.0,679000000.0,6878000000.0,1248000000.0,,-39163000000.0,13063000000.0,-3595000000.0,3190000000,,900670000000.0,8611000000.0,1221000000.0,806730000000.0,-2000000.0,45866000000.0,5101000000.0,,74116000000.0,297000000.0,2201000000.0,87709000000.0,-24282000000.0,-20111000000.0,2140000000.0,-82000000.0,-452000000.0,,78192000000.0,1688000000.0,-6429000000.0,,5241000000.0,8415000000.0,16571000000.0,-2691000000.0,5241000000.0,26743000000,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,-974000000.0,-715000000.0,4224000000,4224000000,31000000.0,22716000000.0,8576000000.0,17540000000.0,114275000000.0,,453337000000.0,4167000000.0,1425000000.0,24141000000.0,-429000000.0,505000000.0,6878000000.0,2140000000.0,,-39268000000.0,13298000000.0,-9053000000.0,4224000000,,941544000000.0,3136000000.0,-924000000.0,838911000000.0,-3000000.0,34414000000.0,8497000000.0,,68489000000.0,-5238000000.0,6744000000.0,96154000000.0,-6574000000.0,-11352000000.0,1425000000.0,5289000000.0,-826000000.0,,81987000000.0,1943000000.0,-11312000000.0,,6301000000.0,9141000000.0,12622000000.0,50000000.0,6301000000.0,29199000000,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,825000000.0,165000000.0,3439000000,3439000000,69000000.0,25249000000.0,8628000000.0,17789000000.0,125354000000.0,,473336000000.0,2530000000.0,1590000000.0,26839000000.0,-429000000.0,14551000000.0,6878000000.0,1425000000.0,,-56919000000.0,13029000000.0,-6410000000.0,3439000000,,979414000000.0,37723000000.0,-324000000.0,869768000000.0,-13000000.0,17736000000.0,9546000000.0,,79292000000.0,-14277000000.0,9110000000.0,101677000000.0,20160000000.0,-15640000000.0,1590000000.0,8852000000.0,-1854000000.0,,84996000000.0,1471000000.0,-43532000000.0,,5352000000.0,4381000000.0,14925000000.0,-1149000000.0,5352000000.0,29993000000,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,8633000000.0,112000000.0,4130000000,4130000000,52000000.0,34711000000.0,8687000000.0,19731000000.0,133935000000.0,,89041000000.0,3949000000.0,1702000000.0,36413000000.0,-430000000.0,3605000000.0,6878000000.0,1590000000.0,,-41304000000.0,13377000000.0,-2310000000.0,4130000000,,999747000000.0,9807000000.0,6716000000.0,888426000000.0,-16000000.0,40716000000.0,10992000000.0,,75511000000.0,1557000000.0,9854000000.0,103055000000.0,-13801000000.0,-16863000000.0,1702000000.0,2796000000.0,-409000000.0,,88493000000.0,1726000000.0,-16324000000.0,-584000000.0,6172000000.0,4898000000.0,8352000000.0,-1917000000.0,6172000000.0,30645000000,,,,,,,,,,,,,,,,,,,,,,,,,
