date,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyEbitda,quarterlyDilutedEPS,quarterlyOperatingIncome,quarterlyDilutedAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyPretaxIncome,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration
2002-06-30,7394000000.0,,-12000000,42000000.0,,,8248000000.0,1149000000.0,-176000000.0,1002000000.0,1367000000.0,454000000.0,2429000000.0,2429000000.0,-156000000,6290000000,621000000,0.75,483000000,452000000.0,115000000,-5051000000.0,,1120000000,8068000000.0,381000000.0,,,11659000000.0,10098000000.0,,643000000,30000000.0,3017000000.0,4419000000.0,,,1062000000.0,8187000000.0,184000000.0,,,3555000000.0,16672000000.0,,5807000000.0,28331000000.0,6687000000.0,964000000,339000000,351000000,138000000,10839000000.0,3187000000.0,762000000.0,145000000.0,,-173000000,2429000000.0,339000000,,,43000000.0,483000000.0,3107000000.0,0,5407000000.0,20937000000.0,965000000.0,,,-51000000.0,0.76,446052632.0,,,
2002-09-30,7700000000.0,,30000000,723000000.0,,,8217000000.0,1107000000.0,-213000000.0,949000000.0,2429000000.0,455000000.0,3490000000.0,3490000000.0,-135000000,6542000000,684000000,0.64,553000000,453125000.0,-15000000,-5051000000.0,,1180000000,8204000000.0,429000000.0,,,11947000000.0,10257000000.0,,759000000,129000000.0,3153000000.0,4659000000.0,,,1061000000.0,8387000000.0,46000000.0,,,3730000000.0,16972000000.0,,5989000000.0,28919000000.0,6693000000.0,1045000000,290000000,300000000,131000000,10962000000.0,3319000000.0,763000000.0,147000000.0,,-104000000,3490000000.0,290000000,,,23000000.0,553000000.0,2254000000.0,0,5602000000.0,21219000000.0,950000000.0,,,-50000000.0,0.65,446153846.0,,,
2002-12-31,5865000000.0,,38000000,-171000000.0,,,814000000.0,1102000000.0,-1598000000.0,706000000.0,3490000000.0,455000000.0,2738000000.0,2738000000.0,-266000000,7780000000,-161000000,,475000000,,-118000000,-5058000000.0,,-440000000,8316000000.0,-559000000.0,107000000.0,,10626000000.0,9821000000.0,,-912000000,-217000000.0,3258000000.0,4262000000.0,,,-752000000.0,1433000000.0,5000000.0,,7380000000.0,3655000000.0,15132000000.0,1272000000.0,7305000000.0,25758000000.0,6217000000.0,-706000000,-347000000,-342000000,155000000,10072000000.0,1724000000.0,1365000000.0,141000000.0,,-194000000,2738000000.0,-347000000,,1009000000.0,-893000000.0,475000000.0,2250000000.0,0,2671000000.0,19893000000.0,0.0,4542000000.0,,-50000000.0,,,,,
2003-03-31,5839000000.0,,5000000,181000000.0,,,8171000000.0,1086000000.0,-1642000000.0,658000000.0,2738000000.0,450000000.0,2090000000.0,2090000000.0,-78000000,7059000000,611000000,0.55,472000000,454545455.0,-960000000,-5058000000.0,,544000000,8312000000.0,365000000.0,,,9894000000.0,8913000000.0,,155000000,115000000.0,3254000000.0,4458000000.0,-279000000.0,,-648000000.0,7220000000.0,10000000.0,,,3798000000.0,15121000000.0,,6587000000.0,25015000000.0,6201000000.0,466000000,250000000,250000000,139000000,10263000000.0,4062000000.0,607000000.0,140000000.0,,-232000000,2090000000.0,250000000,,,33000000.0,472000000.0,2067000000.0,0,3696000000.0,19176000000.0,,,,-54000000.0,0.56,446428571.0,,,
2003-06-30,6091000000.0,,2000000,-22000000.0,,,8132000000.0,1167000000.0,-1612000000.0,705000000.0,2090000000.0,450000000.0,2138000000.0,1909000000.0,-124000000,7709000000,558000000,0.54,410000000,448148148.0,-615000000,-5058000000.0,,845000000,8317000000.0,351000000.0,,,9586000000.0,8463000000.0,,455000000,109000000.0,3259000000.0,4645000000.0,0.0,,-181000000.0,4366000000.0,12000000.0,229000000.0,,3405000000.0,15209000000.0,2766000000.0,7299000000.0,24795000000.0,6075000000.0,721000000,242000000,242000000,148000000,10241000000.0,4166000000.0,164000000.0,119000000.0,,-411000000,1909000000.0,242000000,,,60000000.0,410000000.0,2054000000.0,0,3818000000.0,18704000000.0,,,,-55000000.0,0.54,448148148.0,,,
2003-09-30,6298000000.0,,11000000,-136000000.0,,,8101000000.0,1298000000.0,-1613000000.0,636000000.0,1909000000.0,451000000.0,2082000000.0,1835000000.0,-165000000,8078000000,689000000,0.48,538000000,452083333.0,-187000000,-5058000000.0,,285000000,8337000000.0,311000000.0,,,9714000000.0,8312000000.0,,-83000000,94000000.0,3279000000.0,4808000000.0,0.0,,-74000000.0,6864000000.0,18000000.0,247000000.0,,3552000000.0,15166000000.0,,7540000000.0,24880000000.0,6073000000.0,120000000,217000000,217000000,151000000,10270000000.0,4197000000.0,150000000.0,117000000.0,-18000000.0,-172000000,1835000000.0,217000000,,,-110000000.0,538000000.0,2158000000.0,0,3786000000.0,18582000000.0,,,,-54000000.0,0.49,442857143.0,,,
2003-12-31,6756000000.0,,35000000,-117000000.0,,,807000000.0,1434000000.0,-1204000000.0,843000000.0,1835000000.0,446000000.0,1250000000.0,1010000000.0,-320000000,8978000000,770000000,,556000000,,-314000000,-5180000000.0,,135000000,8669000000.0,505000000.0,91000000.0,,9401000000.0,8893000000.0,,-850000000,161000000.0,3489000000.0,5054000000.0,-203000000.0,,-825000000.0,1558000000.0,4000000.0,240000000.0,7879000000.0,4039000000.0,16774000000.0,1418000000.0,8422000000.0,26175000000.0,6072000000.0,-185000000,344000000,344000000,171000000,10526000000.0,1914000000.0,136000000.0,111000000.0,7000000.0,-646000000,1010000000.0,344000000,,1060000000.0,60000000.0,556000000.0,2348000000.0,-175000000,2326000000.0,19419000000.0,,4256000000.0,,-98000000.0,,,,,
2004-03-31,7024000000.0,,17000000,278000000.0,240000000.0,,8650000000.0,1611000000.0,-1214000000.0,832000000.0,1010000000.0,447000000.0,2124000000.0,2124000000.0,-106000000,8347000000,630000000,0.65,468000000,447692308.0,-95000000,-5180000000.0,,1062000000,8603000000.0,428000000.0,,,10157000000.0,8902000000.0,,609000000,137000000.0,3423000000.0,5247000000.0,,,1114000000.0,7170000000.0,18000000.0,,,4018000000.0,16666000000.0,,7879000000.0,26823000000.0,6072000000.0,956000000,291000000,291000000,162000000,10897000000.0,4825000000.0,121000000.0,108000000.0,,147000000,2124000000.0,291000000,,,68000000.0,468000000.0,2223000000.0,0,4593000000.0,19799000000.0,,,,-98000000.0,0.66,440909091.0,,,
2004-06-30,7034000000.0,,15000000,156000000.0,0.0,,8615000000.0,1522000000.0,-1220000000.0,1645000000.0,2124000000.0,443000000.0,2243000000.0,2243000000.0,-154000000,8776000000,687000000,0.66,533000000,448484848.0,-480000000,-5180000000.0,,734000000,8618000000.0,438000000.0,,,9619000000.0,8136000000.0,,284000000,142000000.0,3438000000.0,5445000000.0,,,119000000.0,6614000000.0,18000000.0,,,3677000000.0,16621000000.0,,8243000000.0,26240000000.0,6070000000.0,580000000,296000000,296000000,154000000,11070000000.0,5000000000.0,,106000000.0,,-135000000,2243000000.0,296000000,,,11000000.0,533000000.0,2054000000.0,0,4568000000.0,19206000000.0,,,,-98000000.0,0.67,441791045.0,,,
2004-09-30,7240000000.0,,8000000,259000000.0,-87000000.0,,8579000000.0,1547000000.0,-1219000000.0,688000000.0,2243000000.0,440000000.0,2910000000.0,2823000000.0,-133000000,8438000000,686000000,0.69,517000000,444927536.0,-247000000,-5180000000.0,,1039000000,8552000000.0,452000000.0,,,10252000000.0,8573000000.0,,563000000,145000000.0,3372000000.0,5654000000.0,-187000000.0,,580000000.0,7026000000.0,38000000.0,87000000.0,,3845000000.0,16392000000.0,,7921000000.0,26644000000.0,6070000000.0,906000000,307000000,307000000,169000000,10831000000.0,4761000000.0,,109000000.0,,-212000000,2823000000.0,307000000,,,44000000.0,517000000.0,1795000000.0,0,4441000000.0,19404000000.0,,,,-98000000.0,0.69,444927536.0,,,
2004-12-31,7021000000.0,,-11000000,-174000000.0,,,672000000.0,1726000000.0,-1532000000.0,557000000.0,2823000000.0,438000000.0,1456000000.0,1060000000.0,-376000000,9965000000,742000000,,450000000,,-1344000000,-5061000000.0,,89000000,8660000000.0,346000000.0,,,8953000000.0,8566000000.0,,-1027000000,-26000000.0,3599000000.0,5915000000.0,-208000000.0,,-1763000000.0,1451000000.0,90000000.0,396000000.0,7892000000.0,4094000000.0,16601000000.0,1346000000.0,9515000000.0,25554000000.0,5104000000.0,-287000000,372000000,372000000,171000000,9967000000.0,1967000000.0,15000000.0,102000000.0,,-508000000,1060000000.0,372000000,,812000000.0,-123000000.0,450000000.0,1864000000.0,0,2596000000.0,18533000000.0,,4028000000.0,,-111000000.0,,,,,
2005-03-31,7441000000.0,,2000000,84000000.0,,,8971000000.0,1818000000.0,-1557000000.0,499000000.0,1060000000.0,441000000.0,3133000000.0,2727000000.0,-89000000,8488000000,705000000,0.83,542000000,444578313.0,-133000000,-5061000000.0,,1548000000,8626000000.0,540000000.0,,,10732000000.0,9142000000.0,,1016000000,171000000.0,3565000000.0,6174000000.0,-134000000.0,,1667000000.0,7309000000.0,111000000.0,406000000.0,,4240000000.0,16146000000.0,,7946000000.0,26878000000.0,5104000000.0,1459000000,369000000,369000000,163000000,10295000000.0,5191000000.0,15000000.0,90000000.0,-10000000.0,252000000,2727000000.0,369000000,,,88000000.0,542000000.0,1781000000.0,0,3610000000.0,19437000000.0,,,,-110000000.0,0.84,439285714.0,,,
2005-06-30,7886000000.0,,804000000,23000000.0,,,8932000000.0,1933000000.0,-1405000000.0,503000000.0,2727000000.0,441000000.0,3476000000.0,3062000000.0,-119000000,9295000000,828000000,1.02,658000000,451960784.0,-277000000,-5061000000.0,,697000000,8613000000.0,670000000.0,,,11176000000.0,9749000000.0,,66000000,209000000.0,3552000000.0,6523000000.0,-302000000.0,,335000000.0,7608000000.0,176000000.0,414000000.0,,4287000000.0,16217000000.0,,8637000000.0,27393000000.0,4874000000.0,578000000,461000000,461000000,170000000,9758000000.0,4884000000.0,208000000.0,94000000.0,-8000000.0,-85000000,3062000000.0,461000000,,,106000000.0,658000000.0,1755000000.0,-39000000,3733000000.0,19507000000.0,,,,-112000000.0,1.03,447572816.0,,,
2005-09-30,7733000000.0,,-805000000,107000000.0,,,8894000000.0,1854000000.0,-1391000000.0,483000000.0,3062000000.0,434000000.0,3566000000.0,3140000000.0,-154000000,9201000000,882000000,0.96,706000000,444791667.0,-647000000,-5061000000.0,,893000000,8627000000.0,613000000.0,,,11037000000.0,9534000000.0,,290000000,186000000.0,3566000000.0,6840000000.0,-568000000.0,,78000000.0,7472000000.0,31000000.0,426000000.0,,4440000000.0,16320000000.0,,8585000000.0,27357000000.0,4874000000.0,739000000,427000000,427000000,176000000,10090000000.0,5216000000.0,208000000.0,93000000.0,-12000000.0,-168000000,3140000000.0,427000000,,,90000000.0,616000000.0,1648000000.0,0,3860000000.0,19624000000.0,,,-90000000.0,-110000000.0,0.97,440206186.0,,,
2005-12-31,7867000000.0,,27000000,-253000000.0,,,560000000.0,1998000000.0,-1553000000.0,495000000.0,3140000000.0,432000000.0,2673000000.0,2244000000.0,-503000000,10229000000,1082000000,,437000000,,-454000000,-5400000000.0,,56000000,9324000000.0,793000000.0,,,10529000000.0,9428000000.0,,-1266000000,225000000.0,3924000000.0,7278000000.0,-306000000.0,,-896000000.0,1422000000.0,88000000.0,429000000.0,8447000000.0,4579000000.0,17215000000.0,1475000000.0,9508000000.0,27744000000.0,4784000000.0,-447000000,568000000,568000000,196000000,10449000000.0,2291000000.0,202000000.0,93000000.0,-3000000.0,-498000000,2244000000.0,568000000,,196000000.0,0.0,721000000.0,1921000000.0,0,2728000000.0,19877000000.0,,4331000000.0,284000000.0,-130000000.0,,,,,
2006-03-31,7936000000.0,,6000000,5000000.0,,,9072000000.0,1950000000.0,-1635000000.0,511000000.0,2244000000.0,430000000.0,3139000000.0,2682000000.0,-98000000,9214000000,934000000,1.34,760000000,441044776.0,-630000000,-5400000000.0,549000000.0,1185000000,9284000000.0,877000000.0,,,11228000000.0,9767000000.0,,-129000000,286000000.0,3884000000.0,7737000000.0,-883000000.0,,438000000.0,7598000000.0,391000000.0,457000000.0,,4832000000.0,17211000000.0,,8454000000.0,28439000000.0,4762000000.0,1087000000,591000000,591000000,174000000,10736000000.0,5974000000.0,219000000.0,94000000.0,-28000000.0,-117000000,2682000000.0,591000000,,,211000000.0,760000000.0,1916000000.0,0,4255000000.0,20503000000.0,,,,-132000000.0,1.36,434558824.0,,,
2006-06-30,7658000000.0,,200000000,39000000.0,,,525000000.0,1935000000.0,-1660000000.0,491000000.0,2682000000.0,422000000.0,3386000000.0,2956000000.0,-165000000,9961000000,1131000000,1.34,943000000,432835821.0,-924000000,-5400000000.0,,1613000000,9291000000.0,851000000.0,,,10963000000.0,9903000000.0,,814000000,271000000.0,3891000000.0,8060000000.0,-718000000.0,,274000000.0,6408000000.0,117000000.0,430000000.0,8827000000.0,4367000000.0,17473000000.0,1519000000.0,9121000000.0,28436000000.0,4746000000.0,1448000000,580000000,580000000,188000000,10875000000.0,6129000000.0,41000000.0,92000000.0,27000000.0,-415000000,2956000000.0,580000000,,,103000000.0,840000000.0,1880000000.0,0,4230000000.0,20778000000.0,,,-103000000.0,-129000000.0,1.35,429629630.0,,,
2006-09-30,8083000000.0,,-118000000,-153000000.0,,,551000000.0,1933000000.0,-1666000000.0,627000000.0,2956000000.0,422000000.0,2683000000.0,2288000000.0,-190000000,9605000000,1090000000,1.46,905000000,430821918.0,-618000000,-5400000000.0,,652000000,9311000000.0,815000000.0,,,10956000000.0,10383000000.0,,418000000,186000000.0,3911000000.0,8541000000.0,-317000000.0,,-668000000.0,8409000000.0,180000000.0,395000000.0,9386000000.0,4865000000.0,18137000000.0,,8802000000.0,29093000000.0,4403000000.0,462000000,629000000,629000000,185000000,10627000000.0,6224000000.0,41000000.0,90000000.0,,-702000000,2288000000.0,629000000,,,102000000.0,803000000.0,2034000000.0,-353000000,4289000000.0,21010000000.0,,,-102000000.0,-128000000.0,1.48,425000000.0,,,
2006-12-31,6884000000.0,,44000000,-421000000.0,,,605000000.0,2221000000.0,-3561000000.0,719000000.0,2288000000.0,421000000.0,2293000000.0,1912000000.0,-440000000,10840000000,1351000000,,615000000,,-288000000,-5573000000.0,,333000000,9629000000.0,1049000000.0,,,10164000000.0,9553000000.0,,-847000000,320000000.0,4056000000.0,9269000000.0,-197000000.0,,-376000000.0,1858000000.0,68000000.0,381000000.0,9250000000.0,4595000000.0,18067000000.0,1584000000.0,9809000000.0,28231000000.0,4405000000.0,-107000000,729000000,729000000,217000000,11794000000.0,2868000000.0,34000000.0,85000000.0,,-421000000,1912000000.0,729000000,,,103000000.0,1031000000.0,1657000000.0,0,2434000000.0,21347000000.0,,3856000000.0,416000000.0,-149000000.0,,,,,
2007-03-31,7028000000.0,,79000000,285000000.0,85000000.0,,574000000.0,2099000000.0,-3561000000.0,545000000.0,1912000000.0,417000000.0,3074000000.0,2778000000.0,-84000000,9275000000,1207000000,1.6,1022000000,431250000.0,-601000000,-5573000000.0,,1482000000,9564000000.0,929000000.0,,,10860000000.0,9920000000.0,,68000000,239000000.0,3991000000.0,9842000000.0,-733000000.0,,866000000.0,7804000000.0,149000000.0,296000000.0,9353000000.0,4902000000.0,17993000000.0,,8365000000.0,28853000000.0,4405000000.0,1398000000,690000000,690000000,185000000,11905000000.0,7500000000.0,17000000.0,93000000.0,,-15000000,2778000000.0,690000000,,,112000000.0,910000000.0,1375000000.0,0,2602000000.0,21825000000.0,,,-112000000.0,,1.64,420731707.0,,,
2007-06-30,7159000000.0,,-90000000,-3000000.0,-7000000.0,,538000000.0,2137000000.0,-3557000000.0,611000000.0,2778000000.0,412000000.0,3337000000.0,3008000000.0,-170000000,10651000000,1415000000,1.82,1231000000,427472527.0,-866000000,-5573000000.0,,1404000000,9583000000.0,1138000000.0,,,11498000000.0,10564000000.0,,222000000,360000000.0,4010000000.0,10304000000.0,-661000000.0,,230000000.0,8322000000.0,105000000.0,329000000.0,9380000000.0,5239000000.0,18316000000.0,,9597000000.0,29814000000.0,4302000000.0,1234000000,778000000,778000000,184000000,12091000000.0,7789000000.0,105000000.0,93000000.0,,-308000000,3008000000.0,778000000,,,177000000.0,1054000000.0,1379000000.0,-295000000,2727000000.0,22655000000.0,,,-177000000.0,,1.87,416042781.0,,,
2007-09-30,7428000000.0,,-32000000,-8000000.0,-32000000.0,,502000000.0,1964000000.0,-3588000000.0,487000000.0,3008000000.0,411000000.0,3429000000.0,3094000000.0,-226000000,11095000000,1365000000,1.8,1163000000,425555556.0,-396000000,-5573000000.0,,935000000,9644000000.0,1119000000.0,,,11074000000.0,9891000000.0,,-200000000,353000000.0,4071000000.0,10605000000.0,-411000000.0,,86000000.0,7823000000.0,160000000.0,335000000.0,9369000000.0,4937000000.0,18713000000.0,,9949000000.0,29787000000.0,4303000000.0,709000000,766000000,766000000,202000000,12468000000.0,8165000000.0,104000000.0,79000000.0,,-453000000,3094000000.0,766000000,,,17000000.0,1146000000.0,1387000000.0,0,3035000000.0,22359000000.0,,,-17000000.0,-145000000.0,1.85,414054054.0,,,
2007-12-31,9805000000.0,,41000000,-331000000.0,,,463000000.0,2163000000.0,-1851000000.0,560000000.0,3094000000.0,409000000.0,2981000000.0,2648000000.0,-460000000,10841000000,1656000000,,922000000,,-437000000,-5985000000.0,,420000000,10305000000.0,1182000000.0,,,10940000000.0,9871000000.0,,164000000,383000000.0,4320000000.0,11247000000.0,-322000000.0,,-446000000.0,1806000000.0,-64000000.0,333000000.0,9387000000.0,4925000000.0,17986000000.0,1544000000.0,9717000000.0,28926000000.0,4303000000.0,-40000000,799000000,799000000,248000000,9250000000.0,2827000000.0,104000000.0,87000000.0,,-429000000,2648000000.0,799000000,,,-9000000.0,1124000000.0,1718000000.0,124000000,2743000000.0,19121000000.0,,4254000000.0,202000000.0,-175000000.0,,,,,
2008-03-31,9367000000.0,,1000000,99000000.0,185000000.0,,428000000.0,1906000000.0,-1838000000.0,469000000.0,2648000000.0,400000000.0,2947000000.0,2799000000.0,-104000000,9983000000,1374000000,1.75,1178000000,416800000.0,-802000000,-5985000000.0,35000000.0,882000000,10243000000.0,1084000000.0,,,11180000000.0,9874000000.0,,-637000000,354000000.0,4258000000.0,10805000000.0,-1185000000.0,,151000000.0,7864000000.0,64000000.0,148000000.0,9399000000.0,5413000000.0,17969000000.0,,8914000000.0,29149000000.0,4803000000.0,778000000,730000000,730000000,196000000,9908000000.0,5105000000.0,104000000.0,87000000.0,,71000000,2799000000.0,730000000,,,102000000.0,1069000000.0,1619000000.0,0,3060000000.0,19782000000.0,,,-109000000.0,-172000000.0,1.8,406600000.0,,,
2008-06-30,9334000000.0,,39000000,-4000000.0,52000000.0,,409000000.0,1993000000.0,-1816000000.0,433000000.0,2799000000.0,394000000.0,3310000000.0,3214000000.0,-170000000,11039000000,1565000000,2.15,1363000000,410232558.0,-920000000,-5985000000.0,-3000000.0,1491000000,10241000000.0,1305000000.0,,,11308000000.0,11256000000.0,,287000000,423000000.0,4256000000.0,10756000000.0,-745000000.0,,415000000.0,8262000000.0,53000000.0,96000000.0,9484000000.0,5218000000.0,18153000000.0,,9848000000.0,29461000000.0,3803000000.0,1321000000,882000000,882000000,202000000,8871000000.0,5068000000.0,1001000000.0,92000000.0,,-156000000,3214000000.0,882000000,,,206000000.0,1191000000.0,1623000000.0,43000000,3155000000.0,20127000000.0,,,-172000000.0,-168000000.0,2.21,399095023.0,,,
2008-09-30,9808000000.0,,-67000000,-113000000.0,25000000.0,,390000000.0,2030000000.0,-1833000000.0,396000000.0,3214000000.0,398000000.0,2534000000.0,2463000000.0,-229000000,10577000000,1443000000,1.92,1122000000,407100000.0,-1406000000,,837000000.0,1033000000,,1144000000.0,,,10710000000.0,10533000000.0,,-144000000,362000000.0,4294000000.0,11243000000.0,-408000000.0,,-751000000.0,2520000000.0,125000000.0,71000000.0,9560000000.0,5391000000.0,18647000000.0,1669000000.0,9455000000.0,29357000000.0,3804000000.0,804000000,782000000,782000000,214000000,9016000000.0,2701000000.0,1000000.0,85000000.0,,-378000000,2463000000.0,782000000,,,133000000.0,1122000000.0,1736000000.0,47000000,3140000000.0,19549000000.0,,4313000000.0,0.0,-170000000.0,1.97,397400000.0,,,
2008-12-31,2865000000.0,,7000000,-165000000.0,10000000.0,0.0,355000000.0,2030000000.0,-9149000000.0,501000000.0,2463000000.0,393000000.0,2229000000.0,2168000000.0,-423000000,11132000000,1479000000,,1267000000,,-810000000,-6411000000.0,-301000000.0,1015000000,10899000000.0,1169000000.0,,-38000000.0,10683000000.0,10542000000.0,,150000000,346000000.0,4488000000.0,11621000000.0,-593000000.0,40000000.0,-295000000.0,2051000000.0,8000000.0,61000000.0,9526000000.0,5296000000.0,22756000000.0,1684000000.0,9865000000.0,33439000000.0,3563000000.0,592000000,823000000,823000000,233000000,20032000000.0,3079000000.0,242000000.0,77000000.0,,-444000000,2168000000.0,823000000,0.0,,7000000.0,1267000000.0,1902000000.0,2000000,3736000000.0,30574000000.0,,4535000000.0,0.0,-227000000.0,,,,,
2009-03-31,2819000000.0,-779000000.0,-4000000,33000000.0,0.0,,351000000.0,2165000000.0,-9150000000.0,543000000.0,2168000000.0,386000000.0,2384000000.0,2384000000.0,-132000000,10373000000,1256000000,1.68,1005000000,397500000.0,-710000000,,620000000.0,1218000000,,978000000.0,,-156000000.0,11671000000.0,11365000000.0,,-300000000,312000000.0,4443000000.0,11583000000.0,-499000000.0,30000000.0,216000000.0,2452000000.0,16000000.0,,9684000000.0,6097000000.0,22862000000.0,1604000000.0,9368000000.0,34533000000.0,3563000000.0,1086000000,666000000,666000000,202000000,20349000000.0,3105000000.0,242000000.0,76000000.0,,-292000000,2384000000.0,666000000,120000000.0,,-3000000.0,1005000000.0,1921000000.0,0,3614000000.0,31714000000.0,,4902000000.0,0.0,-227000000.0,1.69,393400000.0,,,
2009-06-30,2820000000.0,-33000000.0,-10000000,68000000.0,0.0,,339000000.0,2162000000.0,-9109000000.0,473000000.0,2384000000.0,382000000.0,2672000000.0,2672000000.0,-167000000,11236000000,1338000000,1.88,1012000000,390900000.0,-672000000,,239000000.0,1136000000,,1054000000.0,,-31000000.0,11913000000.0,11287000000.0,,-74000000,320000000.0,4441000000.0,11547000000.0,-470000000.0,42000000.0,288000000.0,2378000000.0,7000000.0,,9725000000.0,6131000000.0,22875000000.0,1710000000.0,10224000000.0,34788000000.0,3563000000.0,969000000,734000000,734000000,208000000,20681000000.0,3146000000.0,242000000.0,76000000.0,,-208000000,2672000000.0,734000000,-2000000.0,,47000000.0,1012000000.0,1852000000.0,13000000,3698000000.0,31968000000.0,,4795000000.0,0.0,-222000000.0,1.9,386900000.0,,,
2009-09-30,3140000000.0,92000000.0,25000000,-208000000.0,,0.0,338000000.0,2245000000.0,-9119000000.0,841000000.0,2672000000.0,378000000.0,2709000000.0,2709000000.0,-182000000,11056000000,1354000000,2.07,996000000,385500000.0,-600000000,,289000000.0,1424000000,,1072000000.0,,-233000000.0,12443000000.0,11583000000.0,,86000000,275000000.0,4430000000.0,11881000000.0,-393000000.0,40000000.0,37000000.0,2377000000.0,9000000.0,,9944000000.0,6067000000.0,23299000000.0,1785000000.0,10060000000.0,35742000000.0,3563000000.0,1242000000,797000000,797000000,215000000,21019000000.0,3194000000.0,242000000.0,67000000.0,,-779000000,2709000000.0,797000000,71000000.0,,54000000.0,996000000.0,2079000000.0,3000000,3856000000.0,32602000000.0,,4934000000.0,0.0,-219000000.0,2.09,381400000.0,,,
2009-12-31,4129000000.0,,37000000,-126000000.0,,-242000000.0,311000000.0,2030000000.0,-8595000000.0,1027000000.0,2709000000.0,373000000.0,2391000000.0,2391000000.0,-371000000,12524000000,1495000000,,1211000000,,506000000,-6885000000.0,-2037000000.0,-605000000,11405000000.0,1180000000.0,,-15000000.0,12477000000.0,10703000000.0,,-203000000,353000000.0,4520000000.0,12351000000.0,-489000000.0,42000000.0,-318000000.0,1976000000.0,8000000.0,,9948000000.0,6061000000.0,22634000000.0,1648000000.0,11313000000.0,35111000000.0,5052000000.0,-976000000,827000000,827000000,229000000,20279000000.0,3096000000.0,0.0,86000000.0,,-239000000,2391000000.0,827000000,-210000000.0,,267000000.0,1211000000.0,2183000000.0,5000000,4076000000.0,30982000000.0,,5049000000.0,0.0,-240000000.0,,,,,
2010-03-31,4028000000.0,-549000000.0,-4000000,-293000000.0,107000000.0,,283000000.0,2247000000.0,-8608000000.0,706000000.0,2391000000.0,369000000.0,3288000000.0,3288000000.0,-92000000,10637000000,1209000000,1.45,936000000,377700000.0,-730000000,,1262000000.0,1649000000,,922000000.0,,-19000000.0,13919000000.0,11572000000.0,,-400000000,375000000.0,4436000000.0,12267000000.0,-516000000.0,41000000.0,897000000.0,2406000000.0,24000000.0,,9938000000.0,6610000000.0,22368000000.0,1645000000.0,9701000000.0,36287000000.0,5053000000.0,1557000000,547000000,547000000,199000000,20687000000.0,3122000000.0,,88000000.0,,-8000000,3288000000.0,547000000,217000000.0,,28000000.0,936000000.0,2476000000.0,0,3922000000.0,32259000000.0,,5274000000.0,0.0,-238000000.0,1.46,373500000.0,,,
