date,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOperatingCashFlow,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyNetPPE,quarterlyResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyOperatingIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInAccountPayable,quarterlyIncomeTaxPayable
1995-09-30,1731000000.0,-1096000000.0,48000000.0,3462000000.0,-58000000.0,115000000.0,0.0,-7747000000.0,,2981000000.0,,,787000000.0,1627000000.0,788000000.0,,1.890002,292000000.0,8951000000.0,,-94000000.0,3841000000.0,,11932000000.0,,21982000000.0,-309000000.0,,,,,1812000000.0,760000000.0,262161880.0,,994000000.0,666000000.0,6851000000,-9000000.0,1332000000,836000000,666000000.0,-996000000.0,496000000.0,1.890002,2463000000.0,11240000000.0,787000000.0,,16698000000.0,-59000000.0,10050000000.0,7384000000.0,,,,7580000000.0,,328000000.0,,10742000000.0,4012000000.0,-38000000.0,4388000000.0,,262161880.0,,1961000000.0,496000000,496000000.0,1131000000.0,,3856000000.0,1582000000.0,1895000000.0,,
1995-12-31,1605000000.0,-1053000000.0,46000000.0,3528000000.0,31000000.0,-147000000.0,0.0,-8110000000.0,,2935000000.0,968000000.0,,1299000000.0,1726000000.0,641000000.0,,,209000000.0,9356000000.0,,59000000.0,0.0,,12291000000.0,,22801000000.0,246000000.0,,,,,2018000000.0,666000000.0,,,1075000000.0,725000000.0,7298000000,-22000000.0,1201000000,687000000,725000000.0,-1093000000.0,432000000.0,,2413000000.0,11753000000.0,,,17466000000.0,-59000000.0,10510000000.0,7793000000.0,,,,7461000000.0,,350000000.0,,11048000000.0,4081000000.0,129000000.0,4885000000.0,4170000000.0,,,1949000000.0,432000000,432000000.0,1212000000.0,,3960000000.0,604000000.0,1043000000.0,,
1996-03-31,1655000000.0,-822000000.0,51000000.0,3438000000.0,9000000.0,5000000.0,0.0,-8494000000.0,,3252000000.0,,,951000000.0,1595000000.0,591000000.0,,1.470001,207000000.0,9597000000.0,,120000000.0,0.0,,12849000000.0,,23376000000.0,129000000.0,61000000.0,,,,1869000000.0,725000000.0,261089453.0,,1134000000.0,845000000.0,6955000000,,1165000000,642000000,845000000.0,-836000000.0,384000000.0,1.470001,2237000000.0,11883000000.0,951000000.0,,18091000000.0,-59000000.0,10527000000.0,7784000000.0,,,,7786000000.0,,289000000.0,,11493000000.0,4080000000.0,-75000000.0,4718000000.0,4260000000.0,261089453.0,,1956000000.0,384000000,384000000.0,1072000000.0,,4099000000.0,1875000000.0,2143000000.0,,
1996-06-30,1763000000.0,-737000000.0,47000000.0,3433000000.0,208000000.0,250000000.0,0.0,-8903000000.0,,3381000000.0,,,704000000.0,1702000000.0,501000000.0,,1.260001,175000000.0,9761000000.0,,96000000.0,0.0,,13142000000.0,,23595000000.0,-33000000.0,-2000000.0,,,,1751000000.0,845000000.0,261518452.0,,1232000000.0,941000000.0,6835000000,,1124000000,548000000,941000000.0,-858000000.0,326000000.0,1.260001,2250000000.0,11839000000.0,704000000.0,,18664000000.0,-59000000.0,10453000000.0,7637000000.0,,,,8378000000.0,,291000000.0,,11756000000.0,3941000000.0,-119000000.0,4585000000.0,4123000000.0,261518452.0,,1948000000.0,326000000,326000000.0,1126000000.0,,4202000000.0,1847000000.0,2254000000.0,,
1996-09-30,1830000000.0,-579000000.0,42000000.0,3422000000.0,2000000.0,-23000000.0,0.0,-9389000000.0,,3331000000.0,,,886000000.0,1650000000.0,317000000.0,,0.770001,111000000.0,9746000000.0,,241000000.0,0.0,,13077000000.0,,23892000000.0,307000000.0,-34000000.0,,,,1822000000.0,941000000.0,261303881.0,,1507000000.0,1182000000.0,6498000000,,968000000,359000000,1182000000.0,-622000000.0,206000000.0,0.770001,2009000000.0,12019000000.0,886000000.0,,19135000000.0,-72000000.0,10815000000.0,7860000000.0,,,,8394000000.0,,325000000.0,,11873000000.0,4036000000.0,-9000000.0,4489000000.0,4208000000.0,261303881.0,,1926000000.0,206000000,206000000.0,1041000000.0,,4159000000.0,1850000000.0,2233000000.0,,
1996-12-31,1382000000.0,-835000000.0,45000000.0,3220000000.0,-212000000.0,-728000000.0,0.0,-9830000000.0,,2989000000.0,1108000000.0,,1649000000.0,2084000000.0,366000000.0,,,128000000.0,9768000000.0,,331000000.0,0.0,,12757000000.0,,24076000000.0,814000000.0,27000000.0,,,,2050000000.0,1182000000.0,,,1811000000.0,1513000000.0,7685000000,,1019000000,411000000,1513000000.0,-590000000.0,238000000.0,,2495000000.0,12281000000.0,,,19598000000.0,-71000000.0,11319000000.0,7995000000.0,,,,8343000000.0,,298000000.0,,11795000000.0,4035000000.0,-24000000.0,5190000000.0,4563000000.0,,,1931000000.0,238000000,238000000.0,1476000000.0,,4286000000.0,673000000.0,1247000000.0,,
1997-03-31,1469000000.0,-521000000.0,32000000.0,3472000000.0,12000000.0,14000000.0,0.0,-10166000000.0,,3002000000.0,,,435000000.0,1727000000.0,499000000.0,,1.260001,174000000.0,9525000000.0,,67000000.0,0.0,,12527000000.0,,24349000000.0,-86000000.0,31000000.0,,,,1865000000.0,1513000000.0,262033166.0,,1580000000.0,1580000000.0,6642000000,,1096000000,531000000,1580000000.0,-382000000.0,325000000.0,1.260001,2258000000.0,12338000000.0,435000000.0,,19691000000.0,-71000000.0,11822000000.0,8053000000.0,,,,10228000000.0,,,,12011000000.0,4294000000.0,108000000.0,4384000000.0,4719000000.0,262033166.0,,1908000000.0,325000000,325000000.0,1162000000.0,,4285000000.0,2476000000.0,2377000000.0,,
1997-06-30,1351000000.0,-531000000.0,36000000.0,3663000000.0,40000000.0,-153000000.0,0.0,-10666000000.0,,3550000000.0,,,650000000.0,2053000000.0,413000000.0,,1.050001,145000000.0,9554000000.0,,-127000000.0,0.0,,13104000000.0,,25473000000.0,119000000.0,35000000.0,,,,2085000000.0,1580000000.0,263534736.0,,1453000000.0,1453000000.0,7521000000,,1021000000,449000000,1453000000.0,-624000000.0,268000000.0,1.050001,2502000000.0,12926000000.0,650000000.0,,20220000000.0,-72000000.0,12369000000.0,8379000000.0,,,,10353000000.0,,,,12547000000.0,4659000000.0,-108000000.0,5019000000.0,4943000000.0,263534736.0,,1907000000.0,268000000,268000000.0,1481000000.0,,4547000000.0,2594000000.0,2640000000.0,,
1997-09-30,1379000000.0,-831000000.0,30000000.0,3979000000.0,44000000.0,-2000000.0,0.0,-11052000000.0,,4200000000.0,,,845000000.0,1927000000.0,410000000.0,,1.050001,144000000.0,9545000000.0,,315000000.0,0.0,,13745000000.0,,26642000000.0,14000000.0,-60000000.0,,,,2071000000.0,1453000000.0,263234451.0,,2059000000.0,1768000000.0,7353000000,,1035000000,440000000,1768000000.0,-528000000.0,266000000.0,1.050001,2367000000.0,13554000000.0,845000000.0,,20597000000.0,-71000000.0,12897000000.0,8652000000.0,,,,10405000000.0,,291000000.0,,13088000000.0,4547000000.0,343000000.0,4986000000.0,5202000000.0,263234451.0,,1905000000.0,266000000,266000000.0,1332000000.0,,4902000000.0,2312000000.0,2997000000.0,,
1997-12-31,1282000000.0,-991000000.0,33000000.0,4096000000.0,41000000.0,102000000.0,0.0,-11524000000.0,,4186000000.0,1522000000.0,,666000000.0,2147000000.0,494000000.0,,,173000000.0,9856000000.0,,-323000000.0,0.0,,14042000000.0,,27278000000.0,-325000000.0,,,,,2297000000.0,1768000000.0,,,1780000000.0,1445000000.0,8278000000,,1134000000,527000000,1445000000.0,-1091000000.0,321000000.0,,2674000000.0,14006000000.0,,,21380000000.0,-72000000.0,13236000000.0,9055000000.0,,,,9504000000.0,,335000000.0,,13272000000.0,4847000000.0,-381000000.0,5604000000.0,5476000000.0,,,2144000000.0,321000000,321000000.0,1540000000.0,,4951000000.0,787000000.0,1285000000.0,,
1998-03-31,1994000000.0,-684000000.0,38000000.0,4408000000.0,0.0,627000000.0,0.0,-11847000000.0,,4516000000.0,1618000000.0,,43000000.0,1779000000.0,257000000.0,,0.630001,77000000.0,9927000000.0,,64000000.0,0.0,6000000.0,14443000000.0,,28067000000.0,-641000000.0,46000000.0,,542000000.0,,2098000000.0,1445000000.0,262247737.0,,1798000000.0,1509000000.0,6886000000,,837000000,295000000,1509000000.0,-581000000.0,180000000.0,0.630001,2074000000.0,14540000000.0,85000000.0,,21774000000.0,-72000000.0,13624000000.0,9478000000.0,-35000000.0,-639000000.0,,9612000000.0,,289000000.0,,13527000000.0,4906000000.0,0.0,4812000000.0,5386000000.0,256284600.0,-312000000.0,2127000000.0,180000000,180000000.0,1237000000.0,,5062000000.0,764000000.0,1317000000.0,,
1998-06-30,2973000000.0,-1324000000.0,53000000.0,4383000000.0,0.0,919000000.0,-1980000000.0,-11847000000.0,,4930000000.0,1642000000.0,,-310000000.0,1872000000.0,-1897000000.0,,-5.180005,-569000000.0,9990000000.0,,-332000000.0,0.0,12000000.0,14920000000.0,,28672000000.0,-1634000000.0,205000000.0,,521000000.0,,1972000000.0,1509000000.0,256499029.0,,1445000000.0,1177000000.0,7023000000,,657000000,136000000,1177000000.0,-930000000.0,-1328000000.0,-5.180005,2008000000.0,16600000000.0,,,21837000000.0,-72000000.0,13752000000.0,11529000000.0,-395000000.0,-925000000.0,,8212000000.0,,268000000.0,,12072000000.0,4904000000.0,0.0,5015000000.0,6584000000.0,256499029.0,-2000000.0,2129000000.0,-1328000000,-1328000000.0,1351000000.0,,5071000000.0,816000000.0,1300000000.0,,
1998-09-30,3598000000.0,-949000000.0,62000000.0,4290000000.0,0.0,559000000.0,0.0,-12451000000.0,,4753000000.0,1409000000.0,,130000000.0,1898000000.0,39000000.0,,0.14,12000000.0,9957000000.0,,80000000.0,0.0,3000000.0,14710000000.0,,28930000000.0,-819000000.0,173000000.0,,539000000.0,,2056000000.0,1177000000.0,256842314.0,,1507000000.0,1257000000.0,7152000000,,640000000,101000000,1257000000.0,-646000000.0,27000000.0,0.07,1999000000.0,17040000000.0,,,22408000000.0,-72000000.0,14220000000.0,12285000000.0,-384000000.0,449000000.0,,8167000000.0,,250000000.0,,11890000000.0,5023000000.0,0.0,5153000000.0,6631000000.0,256842314.0,24000000.0,2133000000.0,27000000,27000000.0,1359000000.0,,4755000000.0,850000000.0,1213000000.0,,
1998-12-31,2909000000.0,-264000000.0,63000000.0,3745000000.0,0.0,-187000000.0,0.0,-12839000000.0,,5148000000.0,1188000000.0,,1158000000.0,2152000000.0,227000000.0,,,68000000.0,10049000000.0,,196000000.0,0.0,78000000.0,15197000000.0,,28728000000.0,894000000.0,-260000000.0,,606000000.0,,2305000000.0,1257000000.0,,,1624000000.0,1453000000.0,8337000000,,896000000,290000000,1453000000.0,-808000000.0,159000000.0,,2442000000.0,16506000000.0,,,22888000000.0,-72000000.0,13531000000.0,11440000000.0,-119000000.0,-11000000.0,,8254000000.0,,171000000.0,,12222000000.0,5057000000.0,-415000000.0,5895000000.0,6226000000.0,,544000000.0,2633000000.0,159000000,159000000.0,1546000000.0,,5066000000.0,743000000.0,1245000000.0,,
1999-03-31,2255000000.0,-433000000.0,42000000.0,3636000000.0,484000000.0,-201000000.0,0.0,-12994000000.0,,6490000000.0,1778000000.0,,676000000.0,2696000000.0,244000000.0,,0.630001,73000000.0,9568000000.0,744000000.0,261000000.0,0.0,47000000.0,16058000000.0,,29663000000.0,243000000.0,208000000.0,,552000000.0,,2206000000.0,1453000000.0,263792593.0,,1990000000.0,1714000000.0,7232000000,-64000000.0,838000000,286000000,1714000000.0,-141000000.0,171000000.0,0.630001,2982000000.0,16291000000.0,,,22562000000.0,-72000000.0,13605000000.0,10341000000.0,187000000.0,-187000000.0,,8353000000.0,,276000000.0,,12888000000.0,4885000000.0,0.0,4250000000.0,5880000000.0,258300884.0,86000000.0,2629000000.0,171000000,171000000.0,1400000000.0,,5950000000.0,718000000.0,1543000000.0,,
1999-06-30,1877000000.0,-524000000.0,51000000.0,3765000000.0,0.0,223000000.0,0.0,-13295000000.0,,7076000000.0,2011000000.0,,1158000000.0,2779000000.0,295000000.0,,0.840001,89000000.0,9613000000.0,811000000.0,644000000.0,0.0,184000000.0,16689000000.0,,31747000000.0,634000000.0,,,565000000.0,,2484000000.0,1714000000.0,267009590.0,,2649000000.0,2358000000.0,7513000000,-15000000.0,911000000,346000000,2358000000.0,-714000000.0,206000000.0,0.770001,3125000000.0,17585000000.0,,,22908000000.0,-72000000.0,15058000000.0,10726000000.0,-232000000.0,631000000.0,,8487000000.0,,291000000.0,,13678000000.0,5338000000.0,30000000.0,4388000000.0,6365000000.0,259373454.0,-129000000.0,3119000000.0,206000000,206000000.0,1403000000.0,,6859000000.0,787000000.0,1729000000.0,,
1999-09-30,1495000000.0,-1002000000.0,37000000.0,3730000000.0,-484000000.0,-374000000.0,0.0,-12460000000.0,,9414000000.0,2435000000.0,,-156000000.0,2604000000.0,130000000.0,,0.35,39000000.0,8843000000.0,882000000.0,734000000.0,0.0,572000000.0,18257000000.0,,34272000000.0,-1158000000.0,,,526000000.0,1916000000.0,2512000000.0,2358000000.0,267867589.0,1827000000.0,3527000000.0,3092000000.0,7688000000,-147000000.0,693000000,167000000,3092000000.0,1185000000.0,91000000.0,0.35,2771000000.0,19352000000.0,,,21303000000.0,-73000000.0,16015000000.0,11898000000.0,-861000000.0,745000000.0,,8505000000.0,,435000000.0,,14436000000.0,5195000000.0,-30000000.0,4917000000.0,7891000000.0,260917739.0,-174000000.0,3114000000.0,91000000,91000000.0,1196000000.0,,7454000000.0,3563000000.0,1905000000.0,,
1999-12-31,2504000000.0,-725000000.0,25000000.0,3422000000.0,484000000.0,1077000000.0,226000000.0,-12602000000.0,,11578000000.0,3481000000.0,,250000000.0,2597000000.0,499000000.0,,,150000000.0,9246000000.0,1001000000.0,253000000.0,0.0,-322000000.0,20824000000.0,,37327000000.0,-475000000.0,,,550000000.0,3154000000.0,3015000000.0,3092000000.0,,1838000000.0,4044000000.0,3345000000.0,8498000000,-270000000.0,848000000,298000000,3345000000.0,-1058000000.0,349000000.0,,2895000000.0,20499000000.0,,,21848000000.0,-74000000.0,16503000000.0,12416000000.0,491000000.0,-2715000000.0,,8780000000.0,,699000000.0,,16344000000.0,5125000000.0,1984000000.0,5603000000.0,6897000000.0,,-444000000.0,3089000000.0,349000000,349000000.0,1046000000.0,,8083000000.0,750000000.0,1513000000.0,,
2000-03-31,3703000000.0,-688000000.0,47000000.0,4688000000.0,0.0,1270000000.0,0.0,-13240000000.0,,14737000000.0,4328000000.0,,-895000000.0,2886000000.0,640000000.0,,1.470001,192000000.0,9763000000.0,1015000000.0,-262000000.0,0.0,161000000.0,24500000000.0,,43159000000.0,-1583000000.0,346000000.0,,563000000.0,4775000000.0,3558000000.0,3537000000.0,324281390.0,2152000000.0,3862000000.0,3275000000.0,8768000000,,1250000000,687000000,3275000000.0,-574000000.0,448000000.0,1.400001,3573000000.0,22105000000.0,,,23003000000.0,-86000000.0,18659000000.0,13390000000.0,520000000.0,-2346000000.0,,9252000000.0,,587000000.0,,20570000000.0,5993000000.0,0.0,5195000000.0,6129000000.0,306906835.0,-1014000000.0,3086000000.0,448000000,448000000.0,1308000000.0,,8715000000.0,1528000000.0,1301000000.0,,
2000-06-30,4869000000.0,-1046000000.0,54000000.0,5446000000.0,0.0,1294000000.0,0.0,-13467000000.0,,15426000000.0,4529000000.0,,-37000000.0,3268000000.0,420000000.0,,0.630001,216000000.0,10214000000.0,1107000000.0,-192000000.0,0.0,217000000.0,25640000000.0,,45641000000.0,-1083000000.0,-261000000.0,,563000000.0,4824000000.0,3801000000.0,3275000000.0,321385392.0,6542000000.0,3697000000.0,3083000000.0,9255000000,,1037000000,474000000,3083000000.0,-1318000000.0,204000000.0,0.630001,3742000000.0,23684000000.0,,,23681000000.0,-87000000.0,20001000000.0,14781000000.0,50000000.0,-1144000000.0,,9236000000.0,,614000000.0,,21473000000.0,6268000000.0,0.0,5513000000.0,6111000000.0,309285405.0,-756000000.0,3086000000.0,204000000,204000000.0,1598000000.0,,8903000000.0,1935000000.0,1288000000.0,,
2000-09-30,5262000000.0,-1081000000.0,74000000.0,5557000000.0,0.0,342000000.0,0.0,-13645000000.0,,14090000000.0,3243000000.0,,-209000000.0,2531000000.0,758000000.0,,1.680002,227000000.0,10664000000.0,1171000000.0,-326000000.0,0.0,35000000.0,24754000000.0,,44177000000.0,-1290000000.0,278000000.0,,592000000.0,3496000000.0,3960000000.0,3083000000.0,323713962.0,6554000000.0,3093000000.0,2757000000.0,9493000000,,1424000000,832000000,2757000000.0,-452000000.0,531000000.0,1.610002,3363000000.0,23035000000.0,,,24309000000.0,-87000000.0,19423000000.0,15470000000.0,-188000000.0,-1132000000.0,,9680000000.0,,336000000.0,,20658000000.0,6718000000.0,0.0,6130000000.0,6248000000.0,311756831.0,-504000000.0,3106000000.0,531000000,531000000.0,768000000.0,,7565000000.0,1682000000.0,1216000000.0,,
2000-12-31,6391000000.0,-1316000000.0,319000000.0,5242000000.0,0.0,2213000000.0,789000000.0,-13857000000.0,,11301000000.0,1504000000.0,,-23000000.0,3245000000.0,413000000.0,,,278000000.0,11157000000.0,1144000000.0,544000000.0,0.0,-30000000.0,22458000000.0,,42343000000.0,-1339000000.0,-18000000.0,,804000000.0,1123000000.0,3492000000.0,2757000000.0,,6574000000.0,3655000000.0,3301000000.0,10064000000,,833000000,29000000,3301000000.0,-1747000000.0,135000000.0,,3274000000.0,23246000000.0,,,25014000000.0,-73000000.0,19885000000.0,16257000000.0,-143000000.0,-866000000.0,,9727000000.0,,354000000.0,,18612000000.0,7092000000.0,1433000000.0,6790000000.0,6374000000.0,,-31000000.0,4293000000.0,135000000,135000000.0,1467000000.0,,6989000000.0,3896000000.0,1192000000.0,,
2001-03-31,4937000000.0,-505000000.0,163000000.0,4533000000.0,0.0,540000000.0,272000000.0,-14036000000.0,,9616000000.0,846000000.0,,56000000.0,3051000000.0,-591000000.0,,-1.680002,-58000000.0,11236000000.0,1172000000.0,746000000.0,0.0,47000000.0,20852000000.0,,39521000000.0,-449000000.0,1174000000.0,,671000000.0,-272000000.0,2966000000.0,3301000000.0,313428258.0,6590000000.0,4397000000.0,4047000000.0,7752000000,,-106000000,-777000000,4047000000.0,239000000.0,-533000000.0,-1.680002,2274000000.0,22877000000.0,,,25272000000.0,-88000000.0,18669000000.0,13622000000.0,-322000000.0,65000000.0,,9106000000.0,,350000000.0,,16644000000.0,5644000000.0,0.0,5478000000.0,5719000000.0,313428258.0,326000000.0,6673000000.0,-533000000,-533000000.0,1252000000.0,,9255000000.0,1414000000.0,1251000000.0,,
2001-06-30,3982000000.0,-316000000.0,154000000.0,3842000000.0,0.0,-641000000.0,-170000000.0,-14355000000.0,,8969000000.0,989000000.0,,926000000.0,2664000000.0,-848000000.0,,-2.450002,-89000000.0,10245000000.0,1086000000.0,404000000.0,0.0,200000000.0,19214000000.0,,38728000000.0,610000000.0,359000000.0,,658000000.0,4000000.0,2761000000.0,4047000000.0,314699685.0,6653000000.0,4753000000.0,4451000000.0,7522000000,,82000000,-576000000,4451000000.0,43000000.0,-759000000.0,-2.450002,2088000000.0,22427000000.0,,,24600000000.0,-88000000.0,19514000000.0,12925000000.0,-206000000.0,885000000.0,,8259000000.0,,302000000.0,,16301000000.0,4995000000.0,0.0,5434000000.0,6182000000.0,314699685.0,509000000.0,6814000000.0,-759000000,-759000000.0,989000000.0,,9502000000.0,3049000000.0,1214000000.0,,
2001-09-30,2717000000.0,-254000000.0,166000000.0,3250000000.0,0.0,-1589000000.0,-1829000000.0,-14143000000.0,,5567000000.0,215000000.0,,286000000.0,2404000000.0,-2219000000.0,,-4.480004,-811000000.0,9711000000.0,1037000000.0,920000000.0,0.0,9000000.0,15278000000.0,,34259000000.0,32000000.0,-1451000000.0,,590000000.0,-578000000.0,2765000000.0,4451000000.0,316728254.0,6679000000.0,5643000000.0,5371000000.0,7406000000,,336000000,-254000000,5371000000.0,2047000000.0,-1408000000.0,-4.480004,2150000000.0,19490000000.0,,,23854000000.0,-89000000.0,18981000000.0,11345000000.0,-1112000000.0,289000000.0,,6762000000.0,,272000000.0,,14284000000.0,5114000000.0,0.0,5256000000.0,5863000000.0,316728254.0,505000000.0,6608000000.0,-1408000000,-1408000000.0,834000000.0,,8145000000.0,1450000000.0,1322000000.0,,
2001-12-31,870000000.0,-246000000.0,171000000.0,2756000000.0,0.0,-130000000.0,-1528000000.0,-13895000000.0,,6184000000.0,,,708000000.0,2501000000.0,-1853000000.0,,,-616000000.0,8913000000.0,1023000000.0,711000000.0,0.0,106000000.0,16249000000.0,,33398000000.0,462000000.0,151000000.0,,633000000.0,-214000000.0,2434000000.0,5371000000.0,,6764000000.0,6162000000.0,6082000000.0,7324000000,,421000000,-212000000,6082000000.0,148000000.0,-1237000000.0,,2289000000.0,19222000000.0,,,22808000000.0,-91000000.0,17149000000.0,9698000000.0,-633000000.0,288000000.0,,5434000000.0,,80000000.0,,13691000000.0,4583000000.0,4063000000.0,5035000000.0,6394000000.0,,498000000.0,8372000000.0,-1237000000,-1237000000.0,870000000.0,,9524000000.0,1015000000.0,1152000000.0,,
2002-03-31,1576000000.0,-103000000.0,162000000.0,2530000000.0,0.0,-292000000.0,-382000000.0,-14209000000.0,,5540000000.0,,,162000000.0,1937000000.0,-651000000.0,,-1.400001,-202000000.0,8288000000.0,892000000.0,-203000000.0,0.0,3000000.0,15484000000.0,,31752000000.0,59000000.0,26000000.0,,557000000.0,-617000000.0,2197000000.0,6082000000.0,321928249.0,6815000000.0,6000000000.0,5879000000.0,6021000000,-41000000.0,393000000,-164000000,5879000000.0,-118000000.0,-449000000.0,-1.400001,1773000000.0,18246000000.0,190000000.0,,22497000000.0,-90000000.0,16268000000.0,9588000000.0,-238000000.0,-83000000.0,,4895000000.0,,121000000.0,,13021000000.0,4115000000.0,0.0,4248000000.0,5815000000.0,321928249.0,235000000.0,7460000000.0,-449000000,-449000000.0,1042000000.0,,8658000000.0,1022000000.0,1198000000.0,,
2002-06-30,1529000000.0,-136000000.0,100000000.0,2462000000.0,0.0,75000000.0,-2419000000.0,-14470000000.0,,4042000000.0,,,527000000.0,2994000000.0,-3290000000.0,,-7.140007,-969000000.0,6770000000.0,944000000.0,513000000.0,0.0,260000000.0,13550000000.0,,30163000000.0,391000000.0,6000000.0,,543000000.0,-458000000.0,2263000000.0,5879000000.0,325313960.0,6900000000.0,6487000000.0,6392000000.0,6741000000,26000000.0,-228000000,-771000000,6392000000.0,-87000000.0,-2321000000.0,-7.140007,2223000000.0,19122000000.0,,,21240000000.0,-91000000.0,16613000000.0,9827000000.0,-1113000000.0,77000000.0,,2482000000.0,,95000000.0,,11041000000.0,4202000000.0,0.0,4518000000.0,6035000000.0,325313960.0,68000000.0,7414000000.0,-2321000000,-2321000000.0,2050000000.0,,9295000000.0,887000000.0,1396000000.0,,
2002-09-30,1457000000.0,-149000000.0,92000000.0,2869000000.0,0.0,-109000000.0,40000000.0,-14489000000.0,,4459000000.0,,,136000000.0,1893000000.0,215000000.0,,0.35,104000000.0,6391000000.0,961000000.0,-108000000.0,0.0,19000000.0,13644000000.0,,30221000000.0,-13000000.0,25000000.0,,502000000.0,-234000000.0,2364000000.0,6392000000.0,329742527.0,6905000000.0,6370000000.0,6284000000.0,6371000000,9000000.0,854000000,352000000,6284000000.0,-117000000.0,111000000.0,0.35,2245000000.0,18424000000.0,,,20880000000.0,-91000000.0,16577000000.0,9517000000.0,93000000.0,-602000000.0,,2501000000.0,,86000000.0,,11312000000.0,4123000000.0,0.0,4126000000.0,5696000000.0,327971100.0,-405000000.0,7450000000.0,111000000,111000000.0,1017000000.0,,8907000000.0,941000000.0,1457000000.0,,
2002-12-31,1629000000.0,-219000000.0,56000000.0,2869000000.0,0.0,-158000000.0,-204000000.0,-14328000000.0,,4802000000.0,,,514000000.0,1956000000.0,280000000.0,,,106000000.0,6104000000.0,957000000.0,223000000.0,0.0,119000000.0,14018000000.0,,31152000000.0,295000000.0,-34000000.0,,506000000.0,-523000000.0,2268000000.0,6284000000.0,,6947000000.0,6566000000.0,6507000000.0,7546000000,,1050000000,544000000,6507000000.0,-117000000.0,174000000.0,,2500000000.0,19913000000.0,,,20432000000.0,-92000000.0,17134000000.0,9810000000.0,-312000000.0,-28000000.0,,2582000000.0,,59000000.0,,11239000000.0,4437000000.0,96000000.0,5046000000.0,5913000000.0,,0.0,7189000000.0,174000000,174000000.0,1003000000.0,,10103000000.0,904000000.0,2429000000.0,,
2003-03-31,775000000.0,-113000000.0,93000000.0,2861000000.0,0.0,-952000000.0,218000000.0,-14465000000.0,,4732000000.0,,,479000000.0,1783000000.0,257000000.0,,0.49,88000000.0,5753000000.0,947000000.0,-217000000.0,0.0,2000000.0,13707000000.0,,29920000000.0,366000000.0,346000000.0,,433000000.0,-487000000.0,2204000000.0,6507000000.0,332156810.0,6948000000.0,6365000000.0,6290000000.0,6043000000,-18000000.0,626000000,193000000,6290000000.0,222000000.0,169000000.0,0.49,1976000000.0,18558000000.0,,,20218000000.0,-93000000.0,16213000000.0,8457000000.0,16000000.0,95000000.0,,2659000000.0,,75000000.0,,11362000000.0,3846000000.0,0.0,4067000000.0,5478000000.0,330213955.0,8000000.0,7184000000.0,169000000,169000000.0,897000000.0,,10101000000.0,906000000.0,2432000000.0,,
