date,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOperatingCashFlow,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyNetPPE,quarterlyResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyOperatingIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInAccountPayable,quarterlyIncomeTaxPayable
2017-06-30,46000000.0,-53000000.0,55000000.0,391000000.0,5000000.0,-151000000.0,-17000000.0,-1496000000.0,248000000.0,40000000.0,139000000.0,814000000.0,173000000.0,417000000.0,205000000.0,-34000000.0,0.8,73000000.0,859000000.0,138000000.0,-24000000.0,0.0,6000000.0,5084000000.0,-117000000.0,8295000000.0,120000000.0,19000000.0,868000000.0,86000000.0,-2199000000.0,614000000.0,829000000.0,169000000.0,2000000.0,792000000.0,742000000.0,1497000000,,346000000,273000000,805000000.0,-68000000.0,131000000.0,0.78,690000000.0,9271000000.0,6000000.0,-80000000.0,2355000000.0,-77000000.0,3211000000.0,2410000000.0,40000000.0,-124000000.0,164000000.0,945000000.0,16000000.0,50000000.0,749000000.0,-988000000.0,1211000000.0,-53000000.0,807000000.0,555000000.0,163100000.0,-43000000.0,4421000000.0,132000000,131000000.0,242000000.0,-5000000.0,6861000000.0,115000000.0,259000000.0,,
2017-09-30,47000000.0,-85000000.0,55000000.0,364000000.0,0.0,-152000000.0,-28000000.0,-1557000000.0,249000000.0,201000000.0,142000000.0,877000000.0,270000000.0,456000000.0,286000000.0,-243000000.0,1.3,73000000.0,889000000.0,141000000.0,-88000000.0,0.0,33000000.0,5282000000.0,-152000000.0,8618000000.0,185000000.0,102000000.0,896000000.0,88000000.0,-2126000000.0,473000000.0,805000000.0,169000000.0,2000000.0,653000000.0,653000000.0,1645000000,,426000000,338000000,717000000.0,-226000000.0,212000000.0,1.25,794000000.0,9436000000.0,8000000.0,-100000000.0,2446000000.0,-76000000.0,3336000000.0,2563000000.0,36000000.0,-112000000.0,158000000.0,981000000.0,16000000.0,0.0,932000000.0,-830000000.0,1382000000.0,0.0,851000000.0,2043000000.0,162300000.0,29000000.0,4423000000.0,213000000,212000000.0,248000000.0,-9000000.0,6873000000.0,873000000.0,2450000000.0,,
2017-12-31,52000000.0,-21000000.0,51000000.0,327000000.0,-2000000.0,-186000000.0,1000000.0,-1593000000.0,247000000.0,333000000.0,115000000.0,1041000000.0,761000000.0,459000000.0,465000000.0,-21000000.0,-3.56,1039000000.0,856000000.0,154000000.0,551000000.0,0.0,21000000.0,4258000000.0,-141000000.0,8208000000.0,740000000.0,9000000.0,861000000.0,89000000.0,-2562000000.0,593000000.0,717000000.0,161700000.0,2000000.0,1205000000.0,1205000000.0,1957000000,-21000000.0,600000000,511000000,1268000000.0,-33000000.0,-575000000.0,-3.56,970000000.0,9935000000.0,3000000.0,-125000000.0,2449000000.0,-76000000.0,3950000000.0,2931000000.0,1002000000.0,222000000.0,169000000.0,467000000.0,17000000.0,0.0,938000000.0,-1742000000.0,1523000000.0,0.0,987000000.0,2286000000.0,161700000.0,37000000.0,4419000000.0,-574000000,-575000000.0,257000000.0,-7000000.0,7004000000.0,832000000.0,2585000000.0,,
2018-03-31,492000000.0,-41000000.0,54000000.0,441000000.0,,1149000000.0,15000000.0,-1646000000.0,174000000.0,412000000.0,248000000.0,1069000000.0,-500000000.0,498000000.0,140000000.0,-1125000000.0,0.73,23000000.0,900000000.0,152000000.0,-410000000.0,1069000000.0,53000000.0,5430000000.0,195000000.0,9051000000.0,-541000000.0,77000000.0,1436000000.0,82000000.0,-2508000000.0,463000000.0,1268000000.0,170600000.0,2000000.0,795000000.0,795000000.0,1468000000,,253000000,171000000,858000000.0,-1089000000.0,117000000.0,0.69,669000000.0,10590000000.0,3000000.0,-66000000.0,2546000000.0,-84000000.0,3621000000.0,3096000000.0,7000000.0,-715000000.0,167000000.0,531000000.0,17000000.0,,1535000000.0,-1554000000.0,1179000000.0,,799000000.0,1072000000.0,161400000.0,-9000000.0,5304000000.0,117000000,117000000.0,279000000.0,-50000000.0,7494000000.0,343000000.0,2190000000.0,,
2018-06-30,347000000.0,-41000000.0,63000000.0,391000000.0,-1000000.0,-227000000.0,12000000.0,-1660000000.0,172000000.0,420000000.0,240000000.0,1049000000.0,425000000.0,549000000.0,227000000.0,-28000000.0,1.11,46000000.0,895000000.0,162000000.0,83000000.0,1049000000.0,6000000.0,5300000000.0,11000000.0,8881000000.0,384000000.0,2000000.0,1340000000.0,96000000.0,-2580000000.0,430000000.0,858000000.0,171700000.0,2000000.0,878000000.0,878000000.0,1760000000,,369000000,273000000,941000000.0,-67000000.0,180000000.0,1.05,822000000.0,10373000000.0,3000000.0,0.0,2555000000.0,-84000000.0,3581000000.0,2922000000.0,24000000.0,103000000.0,180000000.0,627000000.0,17000000.0,,1528000000.0,-1507000000.0,1159000000.0,,938000000.0,1096000000.0,162200000.0,46000000.0,5298000000.0,181000000,180000000.0,316000000.0,-148000000.0,7451000000.0,330000000.0,2153000000.0,,
2018-09-30,337000000.0,-46000000.0,62000000.0,367000000.0,0.0,-388000000.0,35000000.0,-1698000000.0,176000000.0,444000000.0,234000000.0,1127000000.0,338000000.0,607000000.0,270000000.0,-5000000.0,1.52,22000000.0,892000000.0,158000000.0,-90000000.0,1127000000.0,80000000.0,5299000000.0,-20000000.0,8963000000.0,292000000.0,11000000.0,1297000000.0,89000000.0,-2571000000.0,456000000.0,941000000.0,172600000.0,2000000.0,839000000.0,839000000.0,1862000000,,383000000,294000000,851000000.0,-40000000.0,247000000.0,1.43,901000000.0,10358000000.0,44000000.0,0.0,2590000000.0,-84000000.0,3664000000.0,3088000000.0,-12000000.0,-44000000.0,159000000.0,788000000.0,19000000.0,,1541000000.0,-1411000000.0,1179000000.0,,961000000.0,1168000000.0,162600000.0,24000000.0,5095000000.0,248000000,247000000.0,323000000.0,-384000000.0,7270000000.0,350000000.0,2175000000.0,,
2018-12-31,31000000.0,-69000000.0,62000000.0,356000000.0,-76000000.0,-314000000.0,7000000.0,-1363000000.0,169000000.0,344000000.0,201000000.0,1263000000.0,812000000.0,572000000.0,464000000.0,-6000000.0,2.58,40000000.0,895000000.0,165000000.0,406000000.0,,29000000.0,5137000000.0,-124000000.0,9409000000.0,743000000.0,5000000.0,1230000000.0,93000000.0,-2765000000.0,592000000.0,851000000.0,173400000.0,2000000.0,1246000000.0,1246000000.0,2254000000,,609000000,516000000,1257000000.0,-70000000.0,423000000.0,2.44,1088000000.0,10685000000.0,6000000.0,-66000000.0,2258000000.0,-85000000.0,4272000000.0,3096000000.0,-10000000.0,285000000.0,214000000.0,1051000000.0,20000000.0,,1514000000.0,-1293000000.0,1293000000.0,,1166000000.0,1210000000.0,163500000.0,10000000.0,5289000000.0,424000000,423000000.0,337000000.0,-311000000.0,7589000000.0,354000000.0,2300000000.0,,
2019-03-31,28000000.0,-66000000.0,60000000.0,425000000.0,,-201000000.0,11000000.0,-1348000000.0,163000000.0,357000000.0,222000000.0,1158000000.0,251000000.0,544000000.0,185000000.0,-368000000.0,0.92,33000000.0,1530000000.0,162000000.0,-360000000.0,116000000.0,45000000.0,6279000000.0,168000000.0,9993000000.0,185000000.0,2000000.0,1416000000.0,95000000.0,-2724000000.0,558000000.0,1257000000.0,174600000.0,2000000.0,886000000.0,886000000.0,1657000000,,324000000,229000000,897000000.0,-432000000.0,151000000.0,0.86,773000000.0,11083000000.0,10000000.0,-145000000.0,1530000000.0,-93000000.0,3714000000.0,2979000000.0,-6000000.0,-26000000.0,239000000.0,963000000.0,27000000.0,,1860000000.0,-1108000000.0,1150000000.0,,884000000.0,1235000000.0,164000000.0,-63000000.0,5287000000.0,152000000,151000000.0,327000000.0,-8000000.0,8104000000.0,364000000.0,2264000000.0,,
2019-06-30,28000000.0,-63000000.0,59000000.0,424000000.0,-3000000.0,-110000000.0,-18000000.0,-1385000000.0,175000000.0,364000000.0,180000000.0,1187000000.0,251000000.0,582000000.0,275000000.0,-3000000.0,1.25,67000000.0,1507000000.0,170000000.0,67000000.0,,25000000.0,6143000000.0,-58000000.0,9974000000.0,188000000.0,8000000.0,1332000000.0,96000000.0,-2737000000.0,544000000.0,897000000.0,176100000.0,2000000.0,953000000.0,953000000.0,1860000000,,445000000,349000000,964000000.0,-58000000.0,207000000.0,1.18,931000000.0,10928000000.0,-6000000.0,-25000000.0,1507000000.0,-94000000.0,3831000000.0,2876000000.0,23000000.0,-140000000.0,263000000.0,1051000000.0,30000000.0,,1852000000.0,-970000000.0,1206000000.0,,929000000.0,1117000000.0,164900000.0,2000000.0,5315000000.0,208000000,207000000.0,351000000.0,-658000000.0,8052000000.0,324000000.0,2233000000.0,,
2019-09-30,617000000.0,-60000000.0,60000000.0,460000000.0,0.0,-19000000.0,-11000000.0,-1417000000.0,159000000.0,333000000.0,172000000.0,1223000000.0,525000000.0,594000000.0,348000000.0,-252000000.0,1.6,80000000.0,1524000000.0,172000000.0,176000000.0,,12000000.0,6219000000.0,-80000000.0,10373000000.0,465000000.0,0.0,1331000000.0,99000000.0,-2759000000.0,557000000.0,964000000.0,176400000.0,2000000.0,1138000000.0,1138000000.0,1994000000,,512000000,413000000,1140000000.0,-312000000.0,267000000.0,1.51,1007000000.0,11457000000.0,22000000.0,0.0,1524000000.0,-94000000.0,4154000000.0,3656000000.0,24000000.0,79000000.0,253000000.0,1220000000.0,30000000.0,,2006000000.0,-1101000000.0,1295000000.0,,987000000.0,1259000000.0,166700000.0,-27000000.0,5112000000.0,268000000,267000000.0,359000000.0,-1096000000.0,7801000000.0,338000000.0,2190000000.0,,
