date,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyNonCurrentDeferredRevenue,quarterlyOperatingIncome,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,quarterlyPretaxIncome,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyDilutedAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyLongTermDebt,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlyCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyCostOfRevenue,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyChangeInAccountPayable,quarterlyEbitda,quarterlyOtherNonCurrentAssets,quarterlyResearchAndDevelopment,quarterlyGoodwill,quarterlyOtherCurrentLiabilities,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentAssets,quarterlyCurrentAssets
2014-12-31,769000000.0,-30187000000.0,,,5837000000.0,1919000000.0,145919000000.0,53453000000.0,47034000000.0,-38390000000.0,284121000000.0,5920000000.0,8574000000.0,,607531000000.0,,31485000000.0,109937000000.0,1186000000.0,-2402000000.0,92954000000.0,,-7125000000.0,4658000000.0,36937000000.0,4734000000.0,,,11225000000.0,6052000000.0,70612000000.0,,19375000000.0,,,1498000000.0,1222256000000.0,2251000000.0,,55623000000.0,28265000000.0,654565000000.0,47034000000.0,,,-53845000000.0,-4758000000.0,1959236000000.0,4658000000.0,2246567000000.0,34535000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,1668000000.0,200433000000.0,0.43,,16142000000.0,32306000000.0,151603000000.0,-170000000.0,50842000000.0,20900000000.0,302075000000.0,16091000000.0,5804000000.0,,,,24940000000.0,122207000000.0,3722000000.0,-703000000.0,192620000000.0,28537209302.0,-17480000000.0,12271000000.0,392000000.0,12369000000.0,,,17122000000.0,,70495000000.0,28537209302.0,21539000000.0,,0.43,872000000.0,1287648000000.0,-454000000.0,6310000000.0,47034000000.0,28265000000.0,719087000000.0,719087000000.0,,,-181550000000.0,-17026000000.0,1991148000000.0,12271000000.0,2296540000000.0,-311000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,4054000000.0,81816000000.0,0.0,,25096000000.0,29013000000.0,155770000000.0,86893000000.0,75369000000.0,-6374000000.0,310947000000.0,25147000000.0,5887000000.0,,736231000000.0,,25190000000.0,126912000000.0,5782000000.0,,138697000000.0,,6343000000.0,19218000000.0,24556000000.0,19365000000.0,,,22910000000.0,,70642000000.0,,19131000000.0,,0.0,1229000000.0,1340798000000.0,-7876000000.0,,50842000000.0,28265000000.0,811600000000.0,75369000000.0,,,-174833000000.0,16227000000.0,2065250000000.0,19218000000.0,2379555000000.0,25259000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,3737000000.0,370917000000.0,0.09,,3194000000.0,32237000000.0,133476000000.0,-95618000000.0,70303000000.0,22161000000.0,298789000000.0,3159000000.0,5902000000.0,,,,25160000000.0,129257000000.0,695000000.0,,90596000000.0,26088888889.0,-40189000000.0,2348000000.0,12563000000.0,2464000000.0,,,21504000000.0,,70643000000.0,26088888889.0,11451000000.0,,0.09,1149000000.0,1327621000000.0,-5075000000.0,6211000000.0,75369000000.0,28265000000.0,654826000000.0,654826000000.0,,,-253388000000.0,-37122000000.0,2020010000000.0,2348000000.0,2322352000000.0,10687000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,5858000000.0,-199363000000.0,,,1438000000.0,2598000000.0,163381000000.0,212816000000.0,76096000000.0,30360000000.0,322492000000.0,1534000000.0,9297000000.0,,770516000000.0,,32972000000.0,123055000000.0,545000000.0,-6508000000.0,83442000000.0,,31911000000.0,862000000.0,-56322000000.0,989000000.0,,,12000000000.0,7455000000.0,70637000000.0,,16953000000.0,,,1854000000.0,1459756000000.0,1914000000.0,,70303000000.0,28265000000.0,846612000000.0,76096000000.0,,,24042000000.0,34468000000.0,2122101000000.0,862000000.0,2448315000000.0,-62830000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,6105000000.0,207244000000.0,0.18,,6101000000.0,40195000000.0,150172000000.0,-705000000.0,108057000000.0,12293000000.0,314530000000.0,6058000000.0,6330000000.0,,,,26541000000.0,128302000000.0,694000000.0,-821000000.0,219981000000.0,29172222222.0,19338000000.0,5251000000.0,354000000.0,5364000000.0,,,20801000000.0,,70550000000.0,29172222222.0,13226000000.0,,0.18,1117000000.0,1496425000000.0,-724000000.0,6158000000.0,76096000000.0,28265000000.0,668221000000.0,668221000000.0,,,-193524000000.0,20062000000.0,2225343000000.0,5251000000.0,2543697000000.0,-467000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,65000000.0,11118000000.0,0.0,,7127000000.0,35842000000.0,149009000000.0,107256000000.0,72101000000.0,-3275000000.0,302948000000.0,7170000000.0,6518000000.0,,769624000000.0,,27281000000.0,117883000000.0,1887000000.0,,117756000000.0,,-19225000000.0,5144000000.0,-13534000000.0,5283000000.0,,,27592000000.0,,70448000000.0,,11495000000.0,,0.0,1579000000.0,1584812000000.0,-8211000000.0,,108057000000.0,28265000000.0,841725000000.0,72101000000.0,,,-118574000000.0,-9096000000.0,2282289000000.0,5144000000.0,2589046000000.0,-12713000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,878000000.0,300915000000.0,0.11,,4247000000.0,41521000000.0,151903000000.0,-112692000000.0,70551000000.0,-57017000000.0,308972000000.0,4204000000.0,6688000000.0,,,,27314000000.0,121013000000.0,930000000.0,,115784000000.0,28481818182.0,30374000000.0,3133000000.0,24908000000.0,3274000000.0,,,25191000000.0,,82987000000.0,28481818182.0,12247000000.0,,0.11,1674000000.0,1695254000000.0,-5497000000.0,6066000000.0,72101000000.0,28265000000.0,607695000000.0,607695000000.0,,,-248315000000.0,21343000000.0,2368203000000.0,3133000000.0,2681156000000.0,22448000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,1871000000.0,49747000000.0,,,6262000000.0,3713000000.0,145007000000.0,133884000000.0,67046000000.0,-56704000000.0,303621000000.0,6410000000.0,11609000000.0,,766423000000.0,,36244000000.0,122558000000.0,746000000.0,-2850000000.0,84333000000.0,,-24217000000.0,5599000000.0,77370000000.0,5664000000.0,,,13647000000.0,8748000000.0,54168000000.0,,7768000000.0,,,2142000000.0,1690043000000.0,2175000000.0,,70551000000.0,28265000000.0,833469000000.0,67046000000.0,,,-172262000000.0,-22722000000.0,2389303000000.0,5599000000.0,2696951000000.0,74520000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,1330000000.0,219027000000.0,0.21,,7556000000.0,50257000000.0,144329000000.0,-1597000000.0,52616000000.0,-133071000000.0,309087000000.0,7545000000.0,6782000000.0,,,,30824000000.0,128702000000.0,1262000000.0,-2016000000.0,271728000000.0,29280952381.0,12640000000.0,6149000000.0,105981000000.0,6283000000.0,,,24395000000.0,,53544000000.0,29280952381.0,8780000000.0,,0.21,1388000000.0,1806620000000.0,-1130000000.0,6443000000.0,67046000000.0,28265000000.0,564882000000.0,564882000000.0,737000000.0,,-349675000000.0,13770000000.0,2492466000000.0,6149000000.0,2805702000000.0,103965000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,703000000.0,40231000000.0,0.0,,8373000000.0,43470000000.0,146708000000.0,123713000000.0,47834000000.0,-63423000000.0,308595000000.0,8384000000.0,6666000000.0,,891194000000.0,,38269000000.0,125831000000.0,2175000000.0,,124437000000.0,,21856000000.0,6093000000.0,36911000000.0,6209000000.0,,,30767000000.0,,26137000000.0,,9426000000.0,,0.0,1875000000.0,1841170000000.0,-4062000000.0,,52616000000.0,28265000000.0,939028000000.0,47834000000.0,,,-226258000000.0,56492000000.0,2562368000000.0,6093000000.0,2875092000000.0,38927000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,2574000000.0,511529000000.0,0.51,,16691000000.0,49824000000.0,146335000000.0,-65461000000.0,54138000000.0,48284000000.0,322800000000.0,16634000000.0,7568000000.0,,,,38419000000.0,140409000000.0,1909000000.0,,146228000000.0,28594117647.0,-78979000000.0,14583000000.0,36897000000.0,14725000000.0,,,26743000000.0,,25111000000.0,28594117647.0,9283000000.0,,0.51,1631000000.0,1790201000000.0,-6970000000.0,6364000000.0,47834000000.0,28265000000.0,522146000000.0,522146000000.0,781000000.0,,-328009000000.0,-102732000000.0,2541463000000.0,14583000000.0,2868525000000.0,30171000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,6887000000.0,-91096000000.0,,,9005000000.0,5659000000.0,145675000000.0,92148000000.0,48586000000.0,-25466000000.0,320933000000.0,9108000000.0,13936000000.0,,810734000000.0,,48908000000.0,139202000000.0,3573000000.0,-2893000000.0,95703000000.0,,-1112000000.0,5428000000.0,21201000000.0,5535000000.0,,,14289000000.0,9741000000.0,18794000000.0,,4871000000.0,,,2650000000.0,1826052000000.0,4998000000.0,,54138000000.0,28265000000.0,859320000000.0,48586000000.0,,,-105865000000.0,34589000000.0,2572281000000.0,5428000000.0,2897591000000.0,18308000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,2195000000.0,,0.0,,,,146121000000.0,,,,323008000000.0,,,,849093000000.0,,45389000000.0,140831000000.0,,,,,,,,,,,37769000000.0,,19557000000.0,,3121000000.0,,0.0,,1943450000000.0,,,,28265000000.0,907066000000.0,57973000000.0,,,,,2715658000000.0,,3043178000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,3296000000.0,,,,,5268000000.0,149293000000.0,,,,318371000000.0,,,,870533000000.0,,55187000000.0,133022000000.0,,,,,,,,,,,16519000000.0,11991000000.0,20150000000.0,,,,,,2017628000000.0,,,,28265000000.0,921342000000.0,50809000000.0,,,,,2931113000000.0,,3254403000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,187000000.0,,,,,,170734000000.0,,,,368434000000.0,,,,932947000000.0,,51110000000.0,161644000000.0,,,,,,,,,,,41710000000.0,,55184000000.0,,8312000000.0,,,,2165256000000.0,,,,28265000000.0,990206000000.0,57259000000.0,,,,,3106271000000.0,,3479860000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
