date,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyIncomeTaxPayable,quarterlyRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyPretaxIncome,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyBasicEPS,quarterlyDilutedEPS,quarterlyResearchAndDevelopment,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredRevenue
1996-03-31,201300000,-3800000.0,201300000,,19900000,59500000.0,-47500000.0,-13100000.0,9800000.0,,1862900000.0,238700000.0,243200000.0,-3900000.0,,770100000.0,1334200000.0,-27300000.0,182300000,1100000.0,-3500000.0,,141800000.0,,,-200000.0,728100000.0,2100000.0,-122800000.0,19900000,19900000,,367400000.0,682700000.0,,51100000.0,,,37700000.0,1309200000.0,7800000.0,,12900000.0,-44500000.0,53700000.0,10100000.0,-553700000.0,296200000.0,57600000.0,,32400000.0,-28200000.0,-22000000.0,276000000.0,145000000.0,12500000.0,,1783600000.0,-8900000.0,,-72700000.0,198400000.0,2026800000.0,,,19000000.0,9800000.0,9800000.0,400000.0,31800000.0,83600000.0,,,,,,
1996-06-30,206900000,-24000000.0,206900000,,22300000,64900000.0,-39400000.0,7900000.0,10700000.0,,1890700000.0,238900000.0,282000000.0,-3900000.0,,788300000.0,1420500000.0,13700000.0,187700000,2800000.0,-3300000.0,,142000000.0,,,3000000.0,804000000.0,-1100000.0,-122800000.0,22400000,22400000,,377600000.0,663100000.0,,95000000.0,,,38800000.0,1320000000.0,10500000.0,,14200000.0,-28800000.0,29100000.0,7900000.0,-570700000.0,306500000.0,33000000.0,,38100000.0,11200000.0,900000.0,276200000.0,146600000.0,15700000.0,,1813400000.0,7000000.0,,-17600000.0,217200000.0,2095400000.0,,,19200000.0,10700000.0,10700000.0,400000.0,9800000.0,84400000.0,,,,,,
1996-09-30,218200000,-28500000.0,218200000,,76000000,79900000.0,-60700000.0,7500000.0,22500000.0,-35500000.0,1920500000.0,245300000.0,297900000.0,-3800000.0,,860600000.0,1471300000.0,73400000.0,198500000,4200000.0,4900000.0,,138300000.0,,,3800000.0,831300000.0,2900000.0,-118600000.0,76100000,76100000,,394700000.0,709100000.0,,103700000.0,-1300000.0,,35900000.0,1339300000.0,58900000.0,,16100000.0,-37000000.0,-9900000.0,7600000.0,-581200000.0,316100000.0,-6100000.0,,98600000.0,82400000.0,11800000.0,343800000.0,145400000.0,22500000.0,,1898700000.0,1800000.0,,45400000.0,215600000.0,2196600000.0,,0.0,19700000.0,22500000.0,22500000.0,400000.0,10700000.0,92300000.0,,,,,,
1996-12-31,-346400000,-24800000.0,220900000,,32700000,,168500000.0,,22900000.0,-31000000.0,1219300000.0,244600000.0,292100000.0,-3200000.0,,883300000.0,1349600000.0,-110200000.0,-364600000,10500000.0,-72300000.0,138100000.0,,134400000.0,,-3300000.0,637500000.0,-3400000.0,1007600000.0,32500000,16700000,,129800000.0,715700000.0,,91800000.0,-226500000.0,1105000000.0,39300000.0,1219300000.0,-43800000.0,,16400000.0,-33700000.0,-223700000.0,7600000.0,,337700000.0,-84400000.0,335200000.0,68200000.0,55600000.0,400000.0,0.0,0.0,19900000.0,,1792000000.0,,,21900000.0,237500000.0,2084100000.0,24900000.0,46900000.0,18200000.0,22900000.0,22900000.0,7500000.0,22500000.0,,,,,,,
1997-03-31,228100000,-292300000.0,228100000,,28500000,72000000.0,-268600000.0,-18700000.0,11100000.0,,1720300000.0,240600000.0,256700000.0,-7300000.0,,875000000.0,1624500000.0,20800000.0,210200000,7100000.0,-13400000.0,,156100000.0,,,2500000.0,916300000.0,500000.0,-138200000.0,28500000,28500000,,467600000.0,698500000.0,,57100000.0,,,38800000.0,1219700000.0,13200000.0,,13100000.0,-15800000.0,239000000.0,7300000.0,-500600000.0,335900000.0,246300000.0,,49500000.0,17800000.0,-11800000.0,614400000.0,152900000.0,21000000.0,,2075500000.0,-11600000.0,,2000000.0,241400000.0,2332200000.0,,34500000.0,17900000.0,11100000.0,11100000.0,400000.0,22900000.0,80400000.0,,,,,,
1997-06-30,253800000,-6600000.0,252600000,,31700000,86400000.0,-24000000.0,1100000.0,18100000.0,,1771900000.0,268700000.0,287900000.0,-3700000.0,,903700000.0,1686200000.0,41500000.0,234800000,3600000.0,7700000.0,,166200000.0,,,5500000.0,927300000.0,400000.0,-148400000.0,31800000,31800000,,490200000.0,745200000.0,,66900000.0,,,39900000.0,1262100000.0,8200000.0,,13600000.0,-17300000.0,-31300000.0,7500000.0,-509800000.0,352000000.0,-27600000.0,,56100000.0,62300000.0,7000000.0,655500000.0,169700000.0,24300000.0,,2159000000.0,-3300000.0,,45000000.0,241400000.0,2446900000.0,,-7400000.0,19000000.0,18100000.0,18100000.0,400000.0,11100000.0,91500000.0,,,,,,
1997-09-30,273600000,100000.0,273600000,,41700000,103800000.0,-46500000.0,7600000.0,43400000.0,-4700000.0,1793900000.0,377000000.0,343600000.0,-4400000.0,,944600000.0,1708200000.0,40500000.0,254300000,3300000.0,8100000.0,,169800000.0,,,800000.0,834300000.0,3100000.0,-150500000.0,41800000,41800000,,496900000.0,800600000.0,,89600000.0,-31700000.0,,36900000.0,1269300000.0,8700000.0,,19300000.0,-24000000.0,1700000.0,107200000.0,-524600000.0,359900000.0,6100000.0,,67200000.0,70100000.0,25300000.0,679700000.0,170100000.0,25400000.0,,2187300000.0,-10800000.0,,46100000.0,238300000.0,2530900000.0,,-24900000.0,19300000.0,43400000.0,43400000.0,1100000.0,18100000.0,99700000.0,,,,,,
1997-12-31,-385900000,-39600000.0,294300000,,-116200000,,-70200000.0,,33500000.0,-3100000.0,1227200000.0,437500000.0,373100000.0,200000.0,,839300000.0,1707700000.0,93900000.0,-404900000,-30600000.0,-9800000.0,177000000.0,,217800000.0,,-4500000.0,805900000.0,-1500000.0,1199500000.0,-116200000,-141100000,,132100000.0,698300000.0,,124200000.0,-28100000.0,1270200000.0,38400000.0,1227200000.0,-226000000.0,,17100000.0,-25500000.0,-23300000.0,110700000.0,,332200000.0,-229300000.0,683500000.0,-94000000.0,83600000.0,-9900000.0,0.0,0.0,-2700000.0,,2061100000.0,,,58100000.0,150400000.0,2434200000.0,50800000.0,-2200000.0,19000000.0,33500000.0,33500000.0,8200000.0,43400000.0,,,,,,,
1998-03-31,295700000,,295700000,,46200000,107200000.0,4700000.0,-5300000.0,19700000.0,,1759300000.0,406100000.0,375400000.0,-8900000.0,,899400000.0,1672700000.0,-21400000.0,278900000,11300000.0,-16400000.0,,188500000.0,,,5300000.0,779500000.0,100000.0,-171700000.0,46200000,46200000,,487100000.0,788300000.0,,123300000.0,,,38300000.0,1227300000.0,11400000.0,,17400000.0,-15100000.0,-17800000.0,110700000.0,-532000000.0,358700000.0,-8900000.0,,77700000.0,-700000.0,-13800000.0,727300000.0,195000000.0,31500000.0,,2100500000.0,-17100000.0,,-15800000.0,145900000.0,2475900000.0,,12600000.0,16800000.0,19700000.0,19700000.0,1100000.0,33500000.0,100400000.0,,,,,,
1998-06-30,322600000,,322600000,,58700000,122300000.0,-51100000.0,-1200000.0,8800000.0,,1783100000.0,396700000.0,392400000.0,-4500000.0,,956500000.0,1679500000.0,21100000.0,304700000,11000000.0,9000000.0,,200300000.0,,,-1500000.0,758000000.0,-1000000.0,-182400000.0,58700000,58700000,,524800000.0,864800000.0,,144100000.0,,,39300000.0,1237400000.0,21100000.0,,16200000.0,-25100000.0,-25700000.0,113700000.0,-545700000.0,391900000.0,-21200000.0,,99600000.0,65900000.0,-10900000.0,753300000.0,178600000.0,40900000.0,,2174800000.0,-4500000.0,,40800000.0,184100000.0,2567200000.0,,-2300000.0,17900000.0,8800000.0,8800000.0,1100000.0,19700000.0,104400000.0,,,,,,
1998-09-30,334200000,-16400000.0,334200000,,55200000,124100000.0,-53300000.0,2000000.0,27900000.0,800000.0,1807200000.0,301900000.0,430100000.0,-4400000.0,,818000000.0,1666700000.0,41100000.0,315500000,12300000.0,1100000.0,,210100000.0,,,-6400000.0,846300000.0,-4800000.0,-191400000.0,55200000,55200000,,518500000.0,891900000.0,,159000000.0,-109100000.0,,44000000.0,1252800000.0,14500000.0,,17100000.0,-32700000.0,-11900000.0,10700000.0,-554400000.0,387700000.0,-7500000.0,,93400000.0,84300000.0,19100000.0,721100000.0,184800000.0,38200000.0,,2154100000.0,1000000.0,,51600000.0,180200000.0,2584200000.0,,-100000.0,18700000.0,27900000.0,27900000.0,1100000.0,8800000.0,106400000.0,,,,,,
1998-12-31,-484500000,-26600000.0,331800000,,30100000,,-54900000.0,,27200000.0,2700000.0,1266700000.0,296200000.0,469500000.0,0.0,,849100000.0,1654200000.0,-45400000.0,-504600000,-11400000.0,-53200000.0,208400000.0,,159700000.0,,2800000.0,825600000.0,-2900000.0,1435300000.0,30100000,-3300000,,128800000.0,931200000.0,,37800000.0,-24500000.0,1358000000.0,47000000.0,1266700000.0,-87100000.0,,15400000.0,-32000000.0,-19100000.0,10700000.0,,403600000.0,37700000.0,707100000.0,83700000.0,73300000.0,-700000.0,0.0,0.0,20200000.0,,2150200000.0,,149100000.0,41300000.0,176400000.0,2619700000.0,74900000.0,200000.0,20100000.0,27200000.0,176300000.0,7200000.0,27900000.0,,,,,,,
1999-03-31,385200000,-19500000.0,385200000,,68600000,142700000.0,-44500000.0,-1700000.0,42500000.0,,1854900000.0,327000000.0,537100000.0,-8900000.0,,903700000.0,1697000000.0,43700000.0,364100000,15000000.0,-8700000.0,,242500000.0,,,-1300000.0,829000000.0,-3500000.0,-221400000.0,68600000,68600000,,541000000.0,984700000.0,,29400000.0,,,50500000.0,1273100000.0,18100000.0,,15000000.0,-23900000.0,-14700000.0,10900000.0,-581800000.0,417400000.0,-5800000.0,,113500000.0,74500000.0,15300000.0,717700000.0,191400000.0,44900000.0,,2172100000.0,-36600000.0,169800000.0,50600000.0,181300000.0,2709200000.0,,,21100000.0,42500000.0,212300000.0,1100000.0,27200000.0,124700000.0,,,,,,
1999-06-30,430900000,5500000.0,430900000,,76100000,157500000.0,21500000.0,6800000.0,139300000.0,,1877500000.0,315600000.0,575900000.0,-4500000.0,,993700000.0,1687200000.0,12000000.0,408600000,8900000.0,7000000.0,,273400000.0,,,5000000.0,811600000.0,200000.0,-251100000.0,76100000,76100000,,560000000.0,1091700000.0,,37800000.0,,,50200000.0,1283900000.0,18700000.0,,15300000.0,-28900000.0,-27600000.0,11000000.0,-593600000.0,433900000.0,-23100000.0,,125900000.0,102900000.0,96800000.0,758500000.0,170000000.0,49800000.0,,2236700000.0,10500000.0,114200000.0,74000000.0,194300000.0,2812600000.0,,,22300000.0,139300000.0,253500000.0,1100000.0,42500000.0,134600000.0,,,,,,
1999-09-30,460300000,-600000.0,460300000,,87300000,171500000.0,-83200000.0,20400000.0,171700000.0,-900000.0,1916200000.0,357700000.0,655100000.0,-4400000.0,,1078400000.0,1699200000.0,89700000.0,436200000,2000000.0,-5300000.0,,288800000.0,,,-5900000.0,780700000.0,5700000.0,-264700000.0,87300000,87300000,,560800000.0,1160800000.0,,39100000.0,-31100000.0,,44600000.0,1306300000.0,27300000.0,,15400000.0,-41400000.0,-33500000.0,10900000.0,-609900000.0,430200000.0,-29100000.0,,144600000.0,149100000.0,32400000.0,748900000.0,192300000.0,57300000.0,,2248500000.0,-14100000.0,151100000.0,107700000.0,193300000.0,2903600000.0,,-35700000.0,24100000.0,171700000.0,322800000.0,1100000.0,139300000.0,154500000.0,,,,,,
1999-12-31,-601700000,,537300000,,91300000,203000000.0,-52400000.0,,336100000.0,0.0,1971100000.0,416700000.0,733500000.0,-37600000.0,,1167000000.0,1748500000.0,-148000000.0,-626500000,-4300000.0,50500000.0,,334300000.0,,,-2700000.0,750000000.0,4100000.0,829500000.0,91300000,91300000,,132600000.0,1283100000.0,,69000000.0,,1331800000.0,40500000.0,1347800000.0,20500000.0,,17600000.0,,-32400000.0,10900000.0,-623300000.0,449200000.0,62100000.0,,162400000.0,132300000.0,47500000.0,811200000.0,206700000.0,71100000.0,,2355400000.0,,,226500000.0,196400000.0,3088900000.0,108900000.0,,24800000.0,336100000.0,336100000.0,7200000.0,171700000.0,199100000.0,,,,,,
2000-03-31,294400000,,694000000,,193200000,294400000.0,-66800000.0,,388500000.0,,2020000000.0,451500000.0,859600000.0,-4700000.0,,1394700000.0,1736600000.0,-2400000.0,262900000,31000000.0,-13500000.0,,399600000.0,,,-15000000.0,688300000.0,1100000.0,31500000.0,193200000,199100000,,129000000.0,1513900000.0,,88000000.0,,1285100000.0,39400000.0,1377300000.0,99500000.0,26600000.0,20100000.0,,-67400000.0,11600000.0,-642700000.0,467800000.0,-21700000.0,,315000000.0,186600000.0,52400000.0,845900000.0,216000000.0,115900000.0,,2457800000.0,,,186600000.0,234600000.0,3317400000.0,112000000.0,,31500000.0,388500000.0,388500000.0,7200000.0,336100000.0,223900000.0,,,,,,
2000-06-30,32700000,,144400000,,160500000,32700000.0,15200000.0,,34100000.0,,1907100000.0,416700000.0,214600000.0,-100000.0,,1559500000.0,1279400000.0,4800000.0,18400000,,-300000.0,,111700000.0,,,14200000.0,467800000.0,5300000.0,14300000.0,160500000,8800000,,84600000.0,1677800000.0,,21400000.0,,862700000.0,34200000.0,1302300000.0,10100000.0,-3500000.0,18400000.0,,113000000.0,213700000.0,-604800000.0,310300000.0,5500000.0,,10100000.0,-158400000.0,-30200000.0,1440300000.0,152400000.0,1300000.0,,2742600000.0,,,-158400000.0,,2957200000.0,111100000.0,,-2900000.0,34100000.0,34100000.0,7200000.0,388500000.0,50600000.0,,,,,,
2000-09-30,32500000,,144100000,,23200000,32500000.0,-22900000.0,,30200000.0,,1925300000.0,201100000.0,205000000.0,0.0,,632800000.0,1287500000.0,4600000.0,18700000,,-10800000.0,,111600000.0,,,-1300000.0,671700000.0,-100000.0,13800000.0,23200000,2600000,,94500000.0,639500000.0,,20800000.0,,1086400000.0,34200000.0,1311300000.0,5300000.0,-5300000.0,22500000.0,,-5100000.0,13700000.0,-614000000.0,320200000.0,-3700000.0,,1500000.0,24100000.0,-3900000.0,410700000.0,151100000.0,-1100000.0,,1722000000.0,,,24100000.0,,1927000000.0,,,13800000.0,30200000.0,30200000.0,6700000.0,34100000.0,36300000.0,,,,,,
2000-12-31,16400000,,134800000,,3600000,16400000.0,-27300000.0,,21500000.0,,1950700000.0,249000000.0,216400000.0,0.0,,636700000.0,1301100000.0,-6000000.0,2700000,-300000.0,10300000.0,,118400000.0,,,-700000.0,638400000.0,200000.0,13700000.0,3600000,3600000,,81500000.0,643400000.0,,25900000.0,,1052100000.0,34000000.0,1327800000.0,2900000.0,100000.0,7400000.0,,-6300000.0,36200000.0,-622900000.0,332200000.0,4400000.0,,-1800000.0,24900000.0,-8700000.0,358200000.0,159900000.0,-5400000.0,,1728100000.0,,,24900000.0,42100000.0,1944500000.0,,,13700000.0,21500000.0,21500000.0,6700000.0,30200000.0,52900000.0,,,,,,
2001-03-31,20500000,,144000000,,5900000,20500000.0,-13600000.0,,28600000.0,,1962800000.0,247400000.0,224400000.0,-100000.0,,645200000.0,1306800000.0,,6100000,4800000.0,-5900000.0,140300000.0,123500000.0,164300000.0,,-200000.0,643000000.0,2200000.0,14400000.0,5900000,6300000,,79500000.0,649600000.0,,23700000.0,,1059400000.0,31800000.0,1326800000.0,12200000.0,800000.0,15200000.0,,6900000.0,38700000.0,-636000000.0,336900000.0,-900000.0,,3100000.0,13800000.0,7100000.0,364400000.0,0.0,-3200000.0,,1732000000.0,,,13800000.0,40800000.0,1956400000.0,-2300000.0,,14400000.0,28600000.0,28600000.0,6700000.0,21500000.0,44400000.0,,,,,,
2001-06-30,27400000,,143200000,,4700000,27400000.0,-14200000.0,,18600000.0,,1972900000.0,229000000.0,206200000.0,0.0,,650500000.0,1290900000.0,,12900000,4700000.0,-12000000.0,136300000.0,115800000.0,142700000.0,,-6800000.0,646200000.0,2100000.0,14500000.0,4700000,4700000,,72700000.0,655300000.0,,21600000.0,,1061900000.0,29700000.0,1322800000.0,6300000.0,800000.0,14500000.0,,3200000.0,40300000.0,-650100000.0,343000000.0,-2300000.0,,4700000.0,1000000.0,-10000000.0,375300000.0,0.0,,,1740000000.0,,,-26000000.0,41900000.0,1946200000.0,-1900000.0,,14500000.0,18600000.0,18600000.0,6700000.0,28600000.0,46000000.0,,,,,,
2001-09-30,30700000,,144600000,,9000000,34200000.0,-6300000.0,,26900000.0,,1983000000.0,211800000.0,216100000.0,-100000.0,,662200000.0,1297400000.0,-1300000.0,16000000,5400000.0,-6300000.0,141400000.0,110400000.0,120700000.0,,100000.0,642000000.0,900000.0,18200000.0,9000000,9000000,,96200000.0,665000000.0,,19000000.0,,1085600000.0,28800000.0,1323000000.0,4300000.0,4000000.0,13200000.0,,-800000.0,42800000.0,-660000000.0,347400000.0,-3100000.0,,10600000.0,15400000.0,8300000.0,379900000.0,0.0,1600000.0,,1746300000.0,,,42400000.0,43400000.0,1962400000.0,-3900000.0,,14700000.0,26900000.0,26900000.0,6700000.0,18600000.0,48300000.0,,,,,,
2001-12-31,34800000,,145500000,,11100000,19100000.0,-21600000.0,,24700000.0,,1987600000.0,257500000.0,254400000.0,0.0,,676500000.0,1330600000.0,19100000.0,20400000,15500000.0,-9100000.0,130000000.0,126400000.0,160400000.0,,-900000.0,611700000.0,900000.0,-1300000.0,11100000,11100000,,91200000.0,680300000.0,,71800000.0,,1073100000.0,27900000.0,1327400000.0,20700000.0,3300000.0,9900000.0,,-26500000.0,46700000.0,-660200000.0,370200000.0,-3300000.0,,15500000.0,45900000.0,-2200000.0,386800000.0,0.0,4400000.0,,1756500000.0,,,-20100000.0,42300000.0,2010900000.0,-2900000.0,,14400000.0,24700000.0,24700000.0,6700000.0,26900000.0,50400000.0,,,,,,
2002-03-31,28300000,,142500000,,11700000,28300000.0,22800000.0,,56800000.0,,2003100000.0,252900000.0,259700000.0,-100000.0,,694200000.0,1301200000.0,-500000.0,13400000,1000000.0,23100000.0,129600000.0,114200000.0,163300000.0,10800000.0,30900000.0,580000000.0,-400000.0,14900000.0,11700000,11700000,,97200000.0,698700000.0,,45100000.0,,1048300000.0,28200000.0,1325200000.0,13700000.0,2100000.0,11300000.0,-17400000.0,-27900000.0,47900000.0,-677900000.0,371100000.0,600000.0,,15800000.0,37200000.0,32100000.0,404200000.0,0.0,4100000.0,,1740200000.0,,,19800000.0,,1999900000.0,-2200000.0,,14900000.0,56800000.0,56800000.0,6700000.0,24700000.0,41700000.0,,,,,,
2002-06-30,29100000,,137900000,,14500000,29100000.0,-16800000.0,,23500000.0,,2012800000.0,215600000.0,221700000.0,0.0,,709200000.0,1266800000.0,9500000.0,14500000,-2100000.0,2800000.0,131500000.0,108800000.0,161900000.0,10800000.0,-33300000.0,584700000.0,-2300000.0,14600000.0,14500000,17200000,,98500000.0,712700000.0,,36100000.0,,1051200000.0,30600000.0,1329900000.0,16100000.0,1600000.0,10500000.0,-21700000.0,-39900000.0,10300000.0,-682900000.0,368000000.0,-8600000.0,,20100000.0,23400000.0,-33300000.0,417100000.0,0.0,2900000.0,,1757800000.0,,,1700000.0,,1979500000.0,-3200000.0,,14600000.0,23500000.0,23500000.0,6700000.0,56800000.0,43400000.0,,,,,,
2002-09-30,22000000,,137600000,,10600000,22000000.0,-25200000.0,,35500000.0,,2022800000.0,204200000.0,221400000.0,-100000.0,,725800000.0,1266100000.0,-100000.0,6200000,2800000.0,16800000.0,112300000.0,115600000.0,153900000.0,10600000.0,-2900000.0,578700000.0,-4700000.0,15800000.0,10600000,10600000,,108900000.0,729600000.0,,38300000.0,,1061900000.0,35300000.0,1336300000.0,15600000.0,4000000.0,11500000.0,-24000000.0,3800000.0,10000000.0,-686500000.0,374300000.0,6800000.0,,10300000.0,33400000.0,12000000.0,427400000.0,0.0,-300000.0,,1774300000.0,,,9400000.0,,1995700000.0,-2900000.0,,15800000.0,35500000.0,35500000.0,6700000.0,23500000.0,40300000.0,,,,,,
2002-12-31,30000000,,148200000,,20400000,486800000.0,-15700000.0,,19000000.0,,2039700000.0,186300000.0,216200000.0,0.0,,748500000.0,1255900000.0,-300000.0,13900000,20100000.0,-32300000.0,118500000.0,,128600000.0,,400000.0,572600000.0,-1400000.0,472900000.0,20400000,17700000,,104200000.0,752900000.0,,44500000.0,,1069600000.0,34200000.0,1337400000.0,15700000.0,2600000.0,11700000.0,,-7200000.0,10000000.0,-702300000.0,392800000.0,-9200000.0,,17900000.0,6400000.0,-16500000.0,444600000.0,0.0,200000.0,,1792600000.0,,,69500000.0,10600000.0,2008800000.0,-2300000.0,0.0,16100000.0,19000000.0,19000000.0,6700000.0,35500000.0,47700000.0,,,,,,
2003-03-31,22700000,,140200000,,13600000,73200000.0,-3600000.0,,64000000.0,,2042600000.0,187500000.0,228100000.0,-100000.0,,767100000.0,1255800000.0,-800000.0,6800000,7000000.0,29200000.0,108800000.0,67000000.0,133400000.0,,1000000.0,571700000.0,-2100000.0,66400000.0,13600000,4700000,,103700000.0,771700000.0,50500000.0,19000000.0,,1068300000.0,36300000.0,1339800000.0,8300000.0,1600000.0,11500000.0,-12100000.0,100000.0,10000000.0,-702800000.0,392900000.0,-600000.0,,3600000.0,48500000.0,45000000.0,449000000.0,0.0,-1100000.0,,1799400000.0,,,36400000.0,10600000.0,2027500000.0,-2100000.0,,15900000.0,64000000.0,64000000.0,6700000.0,19000000.0,44100000.0,,,,,,
2003-06-30,30200000,,146300000,,-500000,30200000.0,-58800000.0,,191900000.0,,1344300000.0,187600000.0,376200000.0,0.0,,851700000.0,1251600000.0,-100000.0,14200000,100000.0,-19200000.0,116800000.0,116100000.0,141900000.0,,-38500000.0,570100000.0,700000.0,16000000.0,-500000,-500000,,97300000.0,964900000.0,,31900000.0,,1064000000.0,35600000.0,1344300000.0,-1000000.0,193700000.0,11700000.0,-20500000.0,188300000.0,10000000.0,,396600000.0,-3700000.0,,1500000.0,-1600000.0,127900000.0,485400000.0,0.0,2000000.0,,1840300000.0,,,-22100000.0,10600000.0,2216500000.0,-1500000.0,,16000000.0,191900000.0,191900000.0,7100000.0,64000000.0,35700000.0,,,,,,
2003-09-30,31100000,,146300000,,1000000,31100000.0,6000000.0,,230200000.0,,2069800000.0,196300000.0,397400000.0,-2500000.0,,851400000.0,1251800000.0,-400000.0,14900000,700000.0,19500000.0,113000000.0,115200000.0,139700000.0,,-6800000.0,568700000.0,-600000.0,16200000.0,4300000,4300000,,92900000.0,966200000.0,,18000000.0,,1055500000.0,36200000.0,1348900000.0,2700000.0,1500000.0,11600000.0,-20800000.0,-5500000.0,10000000.0,-720900000.0,393900000.0,-3100000.0,,6000000.0,37800000.0,38300000.0,461100000.0,0.0,1700000.0,,1820600000.0,,,17000000.0,10600000.0,2218000000.0,-1200000.0,,16200000.0,230200000.0,230200000.0,7100000.0,191900000.0,46600000.0,,,,,,
2003-12-31,9400000,,148500000,,-6400000,497300000.0,-27200000.0,,135400000.0,,2096800000.0,174800000.0,308100000.0,-2100000.0,,846200000.0,1189200000.0,17500000.0,-6800000,-10900000.0,-28200000.0,114600000.0,,119400000.0,,-5400000.0,513500000.0,-500000.0,504100000.0,-5200000,-5200000,,109400000.0,963700000.0,,21300000.0,,1014400000.0,36800000.0,1362500000.0,7800000.0,-3800000.0,11600000.0,,-50200000.0,9900000.0,-734300000.0,391500000.0,5700000.0,,-10600000.0,-17400000.0,-94800000.0,471700000.0,0.0,-5400000.0,,1844800000.0,,,36000000.0,10600000.0,2152900000.0,-500000.0,0.0,16200000.0,135400000.0,135400000.0,7100000.0,230200000.0,45500000.0,,,,,,
2004-03-31,30200000,,147800000,,1200000,89400000.0,-35600000.0,,188600000.0,,2117000000.0,186800000.0,364600000.0,-2200000.0,,847400000.0,1254300000.0,,17400000,-700000.0,25300000.0,109100000.0,58400000.0,134100000.0,,-7100000.0,564400000.0,-5200000.0,72000000.0,3400000,3400000,,111400000.0,970500000.0,59200000.0,25000000.0,,1067500000.0,41900000.0,1372000000.0,-1300000.0,2100000.0,10800000.0,-29000000.0,48800000.0,9900000.0,-745000000.0,391700000.0,-2100000.0,,5300000.0,40000000.0,53200000.0,477600000.0,0.0,1900000.0,,1860200000.0,,,11000000.0,10600000.0,2224800000.0,300000.0,,12800000.0,188600000.0,188600000.0,7100000.0,135400000.0,42800000.0,,,,,,
2004-06-30,32600000,,153900000,,7000000,84800000.0,-38600000.0,,156500000.0,,2140200000.0,183600000.0,341500000.0,-2200000.0,,854400000.0,1253800000.0,,19500000,4000000.0,-23200000.0,114400000.0,69100000.0,124100000.0,,-2700000.0,563900000.0,-2700000.0,65300000.0,9200000,9200000,,109100000.0,978100000.0,52200000.0,25900000.0,,1070200000.0,44700000.0,1401600000.0,4900000.0,800000.0,10900000.0,-37300000.0,-3800000.0,8800000.0,-738600000.0,397200000.0,-800000.0,,13500000.0,10300000.0,-32100000.0,478200000.0,0.0,4300000.0,,1890400000.0,,,-27000000.0,10600000.0,2231900000.0,700000.0,,13100000.0,156500000.0,156500000.0,7100000.0,188600000.0,50700000.0,,,,,,
2004-09-30,32600000,,163200000,,8900000,102600000.0,-65300000.0,,170000000.0,,2157400000.0,227900000.0,367200000.0,-2200000.0,,861200000.0,1321800000.0,5900000.0,19200000,23400000.0,29600000.0,127200000.0,60600000.0,161700000.0,,-38800000.0,563500000.0,2600000.0,83400000.0,11100000,11100000,,111300000.0,986000000.0,70000000.0,27900000.0,,1093900000.0,42100000.0,1414800000.0,9700000.0,800000.0,11300000.0,-27100000.0,-3200000.0,7900000.0,-742600000.0,419100000.0,-400000.0,,17600000.0,82000000.0,13500000.0,515200000.0,0.0,6500000.0,,1940600000.0,,,54900000.0,10600000.0,2307800000.0,1500000.0,,13400000.0,170000000.0,170000000.0,7100000.0,156500000.0,58300000.0,,,,,,
