date,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyTaxProvision,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyBasicEPS,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyBasicAverageShares,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyPretaxIncome,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyEndCashPosition,quarterlyDilutedAverageShares,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyInvestmentsAndAdvances
1995-10-31,223100000.0,-197000000.0,27000000.0,,358400000.0,509600000.0,,0.0,,1487700000.0,2800000.0,,926200000.0,76300000.0,242700000,-569500000.0,,0.0,,-30700000.0,1431400000.0,-27500000.0,,1200000.0,0.12,-88300000.0,1155900000,161100000.0,974166667.0,652800000.0,1495700000.0,193200000.0,191100000,-8000000.0,,,1252100000.0,2286800000.0,,75000000.0,294400000.0,,72800000.0,,1034700000.0,,646300000.0,51600000.0,146300000.0,116900000.0,266900000.0,,116900000,116900000.0,2100000.0,704800000.0,324200000.0,0.12,324200000.0,,,,,,318500000.0,0.0,974166667.0,,-16800000.0,-58500000.0,-100000.0,799100000.0,108500000.0,,,,
1996-01-31,217800000.0,221200000.0,33900000.0,,262500000.0,626300000.0,,0.0,,1640500000.0,-29500000.0,,957800000.0,101000000.0,301500000,-604800000.0,,,,1400000.0,1569300000.0,0.0,,9800000.0,,-79300000.0,1522200000,331400000.0,,551700000.0,1562600000.0,255600000.0,251200000,126900000.0,,,1280000000.0,2343100000.0,,255400000.0,267400000.0,,252100000.0,,1063100000.0,,895900000.0,50300000.0,150900000.0,154600000.0,324800000.0,,154600000,154600000.0,4500000.0,482600000.0,579600000.0,,579600000.0,,,21800000.0,,,375100000.0,0.0,,74900000.0,-16700000.0,-74900000.0,0.0,702600000.0,30400000.0,,,,
1996-04-30,226700000.0,-7200000.0,9700000.0,,205000000.0,466500000.0,,579600000.0,,1729600000.0,-19000000.0,,981000000.0,53300000.0,183900000,-604800000.0,,,,-39900000.0,1629700000.0,-14100000.0,,22100000.0,0.09,-69200000.0,1113200000,65900000.0,906666667.0,486900000.0,1585800000.0,134900000.0,131300000,-109600000.0,,,1269100000.0,2373300000.0,,-26800000.0,235100000.0,,-3300000.0,,1104200000.0,,646700000.0,52600000.0,156800000.0,81600000.0,282600000.0,,81600000,81600000.0,3600000.0,489700000.0,552700000.0,0.09,552700000.0,,,46800000.0,,,335200000.0,0.0,906666667.0,81700000.0,-21300000.0,-78500000.0,100000.0,643700000.0,41500000.0,,,,
1996-07-31,216600000.0,-82900000.0,13800000.0,,313900000.0,453500000.0,,0.0,,1651400000.0,-21100000.0,,1018700000.0,43000000.0,158100000,-686800000.0,,,,-137500000.0,1674300000.0,-134600000.0,,4500000.0,0.07,-81800000.0,1120300000,184100000.0,940000000.0,641500000.0,1705500000.0,108800000.0,104700000,62600000.0,,,1303900000.0,2459300000.0,,-38600000.0,260400000.0,,102300000.0,,1155400000.0,,666800000.0,53400000.0,166400000.0,65800000.0,295400000.0,,65800000,65800000.0,4000000.0,573100000.0,514200000.0,0.07,514200000.0,,,67200000.0,,,348800000.0,0.0,940000000.0,,-21100000.0,-89100000.0,-200000.0,807900000.0,136700000.0,,,,
1996-10-31,249400000.0,-136400000.0,-19300000.0,,390200000.0,595900000.0,,0.0,,1632200000.0,-1400000.0,,1067600000.0,87700000.0,267500000,-719900000.0,,-200000.0,,-147000000.0,1787700000.0,-146900000.0,,2300000.0,0.14,-95800000.0,1383000000,224200000.0,959285714.0,819200000.0,1787500000.0,222000000.0,216800000,37300000.0,,,1438600000.0,2628200000.0,,-36900000.0,342700000.0,,128400000.0,,1189600000.0,,787100000.0,50700000.0,176800000.0,134300000.0,328400000.0,,134300000,134300000.0,5200000.0,711900000.0,477300000.0,0.14,477300000.0,,,86300000.0,,,379100000.0,0.0,959285714.0,,-20900000.0,-116500000.0,0.0,996000000.0,122000000.0,,,,
1997-01-31,264900000.0,132700000.0,,,351800000.0,698200000.0,,0.0,,1654500000.0,-10800000.0,,1135700000.0,111800000.0,334500000,-762900000.0,,200000.0,,-142300000.0,1938400000.0,-199500000.0,,8200000.0,,-125000000.0,1667900000,360800000.0,,774900000.0,1898600000.0,283000000.0,276300000,158400000.0,,,1329300000.0,2626900000.0,,8400000.0,383000000.0,,235800000.0,,1297600000.0,,969700000.0,58200000.0,197500000.0,171200000.0,363700000.0,,171200000,171200000.0,6700000.0,578800000.0,485600000.0,,485600000.0,,,40100000.0,,,421900000.0,0.0,,125800000.0,-20600000.0,-151800000.0,100000.0,972400000.0,36100000.0,,,,
1997-04-30,263400000.0,-51000000.0,43700000.0,,296100000.0,498700000.0,,485600000.0,,1618600000.0,-49200000.0,,1174000000.0,50600000.0,186800000,-806300000.0,,100000.0,,-121100000.0,2002500000.0,-83500000.0,,10900000.0,0.09,-93800000.0,1231200000,-57900000.0,936666667.0,663800000.0,1980300000.0,134900000.0,130100000,-206000000.0,,,1136700000.0,2502400000.0,,-241000000.0,281500000.0,,-151700000.0,,1365700000.0,,732500000.0,56700000.0,220000000.0,84300000.0,311900000.0,,84300000,84300000.0,4700000.0,628700000.0,244600000.0,0.09,244600000.0,,,86200000.0,,,368600000.0,0.0,936666667.0,127100000.0,-20200000.0,-99300000.0,0.0,883800000.0,64600000.0,,,,
1997-07-31,189100000.0,-162800000.0,93600000.0,,384500000.0,531900000.0,,0.0,,1560000000.0,30100000.0,,1234400000.0,41700000.0,179400000,-849000000.0,,,,-130500000.0,2052000000.0,-137200000.0,,9900000.0,0.07,-117600000.0,1345200000,106700000.0,992857143.0,782500000.0,2083400000.0,111200000.0,109600000,-38200000.0,,,1201100000.0,2576700000.0,,-24500000.0,307800000.0,,-10900000.0,,1375600000.0,,813300000.0,69800000.0,234200000.0,69500000.0,352500000.0,,69500000,69500000.0,1500000.0,791900000.0,220100000.0,0.07,220100000.0,,,90200000.0,,,422300000.0,0.0,992857143.0,135800000.0,-20000000.0,6100000.0,0.0,1016700000.0,5400000.0,,,,
1997-10-31,154700000.0,-188000000.0,37400000.0,,433300000.0,783600000.0,,0.0,,1472900000.0,2900000.0,,1319500000.0,98700000.0,335300000,-849000000.0,,,,-242700000.0,2196600000.0,259200000.0,,3000000.0,0.19,-141300000.0,1765900000,248300000.0,865789474.0,1007100000.0,2168500000.0,263200000.0,267200000,12400000.0,,,1763000000.0,3225100000.0,495900000.0,407600000.0,458600000.0,249200000.0,107000000.0,,1462100000.0,,982300000.0,68100000.0,745100000.0,164500000.0,454000000.0,,164500000,164500000.0,100000.0,980500000.0,627800000.0,0.18,627800000.0,,,115200000.0,,4100000.0,516400000.0,627800000.0,913888889.0,142700000.0,-19800000.0,-101000000.0,100000.0,1752200000.0,-100000.0,,,,
1998-01-31,184500000.0,245700000.0,0.0,,417000000.0,936000000.0,,627800000.0,,1584000000.0,16100000.0,,1365200000.0,129300000.0,419400000,-938700000.0,,,,-98800000.0,2392800000.0,-140100000.0,,6900000.0,,-132900000.0,2165500000,547600000.0,,991500000.0,2303900000.0,344900000.0,344300000,262900000.0,,,1830900000.0,3337500000.0,496000000.0,285400000.0,472900000.0,266000000.0,414700000.0,,1506600000.0,,1229500000.0,75100000.0,762000000.0,215600000.0,516600000.0,,215600000,215600000.0,900000.0,733200000.0,913200000.0,,913200000.0,,,101600000.0,,,591700000.0,913200000.0,,141300000.0,-19500000.0,-119700000.0,-200000.0,1753500000.0,100000.0,,,,
1998-04-30,184800000.0,-90000000.0,,,376400000.0,763500000.0,,913200000.0,,1694600000.0,-19700000.0,,1475100000.0,81600000.0,291400000,-997600000.0,,100000.0,,-68200000.0,2509400000.0,-63800000.0,,11200000.0,0.15,-174200000.0,1719700000,180700000.0,907333333.0,999000000.0,2472700000.0,217700000.0,216600000,-72900000.0,,,1844400000.0,3481700000.0,496100000.0,-76900000.0,525300000.0,292000000.0,6500000.0,,1637300000.0,,956200000.0,74800000.0,788100000.0,136100000.0,472100000.0,,136100000,136100000.0,1100000.0,823300000.0,836300000.0,0.15,836300000.0,,,97300000.0,,,546900000.0,836300000.0,907333333.0,162200000.0,-19400000.0,-193900000.0,-100000.0,1787100000.0,0.0,,,,
1998-07-31,216100000.0,-281400000.0,,,530300000.0,847500000.0,,836300000.0,,1529300000.0,-11800000.0,,1576400000.0,82100000.0,297400000,-1056700000.0,,0.0,,-311700000.0,2626800000.0,-317400000.0,,15600000.0,0.15,-174800000.0,1905000000,213700000.0,912666667.0,1265000000.0,2633100000.0,219000000.0,219700000,-14200000.0,,,1834000000.0,3583100000.0,496300000.0,-321100000.0,641700000.0,292500000.0,38900000.0,,1749100000.0,,1057500000.0,77700000.0,788800000.0,136900000.0,550100000.0,,136900000,136900000.0,0.0,1102700000.0,515200000.0,0.15,515200000.0,,,93000000.0,,700000.0,627800000.0,515200000.0,912666667.0,172700000.0,-19500000.0,-216100000.0,100000.0,2053800000.0,0.0,,,,
1998-10-31,195000000.0,-270300000.0,,,536400000.0,1107800000.0,,515200000.0,,1256000000.0,11100000.0,,1748800000.0,142600000.0,471100000,-1116500000.0,,,,-519500000.0,2845400000.0,-105300000.0,,5700000.0,0.28,-242100000.0,2399900000,60700000.0,848928571.0,1687600000.0,2865300000.0,380300000.0,387200000,-271900000.0,,,1841400000.0,3754800000.0,496400000.0,-243700000.0,624800000.0,314800000.0,-181400000.0,,1913400000.0,,1292100000.0,83900000.0,811200000.0,237700000.0,636700000.0,,237700000,237700000.0,-100000.0,1374900000.0,271500000.0,0.27,271500000.0,,,526400000.0,,6800000.0,720600000.0,271500000.0,880370370.0,164500000.0,-19100000.0,-201500000.0,0.0,2498800000.0,100000.0,,,,
1999-01-31,250100000.0,319400000.0,,,684100000.0,1343900000.0,,271500000.0,,1573700000.0,-8400000.0,,1876400000.0,188300000.0,599500000,-1172000000.0,,,,7300000.0,3121400000.0,-431800000.0,,16900000.0,,-206500000.0,3029900000,939100000.0,,1553100000.0,3048400000.0,502100000.0,509500000,557100000.0,,,1871800000.0,3963900000.0,496500000.0,293800000.0,778300000.0,340600000.0,732600000.0,,2092100000.0,,1686000000.0,90000000.0,837100000.0,313800000.0,744400000.0,,313800000,313800000.0,-100000.0,1056400000.0,565300000.0,,565300000.0,,,90700000.0,,7300000.0,834400000.0,565300000.0,,215700000.0,-18900000.0,-214900000.0,-100000.0,2390200000.0,0.0,,,,
1999-04-30,263900000.0,-143100000.0,,,617600000.0,1038500000.0,,565300000.0,,1837800000.0,-2700000.0,,1997900000.0,121400000.0,423400000,-1243400000.0,,,,-100300000.0,3323800000.0,-28100000.0,,30200000.0,0.24,-219000000.0,2277700000,142000000.0,843333333.0,1397500000.0,3241300000.0,323800000.0,328400000,-289700000.0,,,1918500000.0,4127900000.0,545000000.0,-109100000.0,682100000.0,347600000.0,-77000000.0,,2209400000.0,,1239200000.0,95000000.0,892600000.0,202400000.0,615100000.0,,202400000,202400000.0,0.0,1198500000.0,456100000.0,0.22,456100000.0,,,97800000.0,,4600000.0,710100000.0,456100000.0,920000000.0,211400000.0,-18900000.0,-221700000.0,100000.0,2290100000.0,100000.0,,,,
1999-07-31,283100000.0,-304700000.0,,,742400000.0,1110700000.0,-49800000.0,456100000.0,50200000.0,1927500000.0,-16800000.0,,2229700000.0,117500000.0,417400000,-1313700000.0,,,,-141300000.0,3500600000.0,175200000.0,15000000.0,18200000.0,0.23,-331000000.0,2453300000,152500000.0,851304348.0,1843000000.0,3543400000.0,313300000.0,316500000,-175200000.0,,,2221400000.0,4678600000.0,542300000.0,-35200000.0,687100000.0,365800000.0,-178500000.0,,2457200000.0,,1342600000.0,100900000.0,908100000.0,195800000.0,693300000.0,,195800000,195800000.0,0.0,1502300000.0,436000000.0,0.22,421000000.0,,,413500000.0,,3200000.0,794200000.0,421000000.0,890000000.0,227400000.0,-19100000.0,-362800000.0,0.0,2751100000.0,100000.0,,,,
1999-10-31,306600000.0,-317300000.0,,,725600000.0,1410900000.0,-52600000.0,421000000.0,50200000.0,1918100000.0,-20400000.0,,2473500000.0,181100000.0,613300000,-1399200000.0,,,,-318800000.0,3796700000.0,147400000.0,,4400000.0,0.37,-315800000.0,3045400000,226700000.0,851351351.0,2223600000.0,3872700000.0,496100000.0,506700000,-202300000.0,,,2617300000.0,5345300000.0,808900000.0,64700000.0,861500000.0,394700000.0,-89100000.0,,2728000000.0,,1634500000.0,106600000.0,1203600000.0,315000000.0,797600000.0,,315000000,315000000.0,0.0,1825000000.0,485700000.0,0.35,485700000.0,,,636500000.0,,10600000.0,904200000.0,485700000.0,900000000.0,254500000.0,-19000000.0,-321200000.0,-100000.0,3427200000.0,0.0,,,,
2000-01-31,285400000.0,360900000.0,,,805900000.0,1736100000.0,-29900000.0,485700000.0,50400000.0,2233000000.0,0.0,,2715300000.0,237900000.0,798800000,-1488000000.0,,,,-146700000.0,4172800000.0,-604600000.0,,23400000.0,,-372900000.0,3858900000,956700000.0,,1752900000.0,4203300000.0,651800000.0,665100000,367600000.0,,,2197800000.0,5188800000.0,784900000.0,-35300000.0,778000000.0,418000000.0,583800000.0,,2991000000.0,,2122800000.0,133700000.0,1202900000.0,413900000.0,937300000.0,,413900000,413900000.0,100000.0,1462000000.0,450400000.0,,450400000.0,,,169000000.0,,13400000.0,1071000000.0,450400000.0,,275700000.0,-18800000.0,-372900000.0,0.0,2955800000.0,0.0,,,,
2000-04-30,315709000.0,-194586000.0,,,728121000.0,1262101000.0,-16499000.0,450352000.0,46546000.0,2427794000.0,-50779000.0,,2905064000.0,135353000.0,511798000,-1589299000.0,,,,-163266000.0,4408281000.0,324746000.0,,38632000.0,0.28,-321103000.0,2731990000,40332000.0,850325670.0,2029037000.0,4494363000.0,370829000.0,379782000,-393072000.0,,,2403930000.0,5657591000.0,769287000.0,-14180000.0,669455000.0,431473000.0,-280771000.0,,3253661000.0,,1469889000.0,132016000.0,1200760000.0,235476000.0,750303000.0,,235476000,235476000.0,0.0,1652049000.0,436172000.0,0.27,436172000.0,,,631461000.0,,8953000.0,882319000.0,436172000.0,888020166.0,348597000.0,-18872000.0,-371882000.0,0.0,3229797000.0,0.0,,,,
2000-07-31,375013000.0,-431357000.0,,,922866000.0,1249070000.0,-8109000.0,436172000.0,46654000.0,2499141000.0,-2012000.0,,3244940000.0,105717000.0,439776000,-1693730000.0,,,,-141447000.0,4573338000.0,339829000.0,,18338000.0,0.22,-472724000.0,2947714000,28441000.0,849641253.0,2400099000.0,4938670000.0,289637000.0,301356000,-315265000.0,,,2783729000.0,6374436000.0,1022871000.0,-108312000.0,617785000.0,452325000.0,-444283000.0,,3590707000.0,,1698644000.0,138420000.0,1475196000.0,183920000.0,809294000.0,,183920000,183920000.0,0.0,2080856000.0,327860000.0,0.21,327860000.0,,,859448000.0,,11719000.0,947714000.0,327860000.0,880119755.0,345767000.0,-18863000.0,-474736000.0,0.0,3875295000.0,0.0,,,,
2000-10-31,475605000.0,-490734000.0,,,1032095000.0,1410107000.0,-14775000.0,327860000.0,46768000.0,2620166000.0,11796000.0,,3621474000.0,107114000.0,466845000,-1781194000.0,,,,-52463000.0,4721976000.0,570133000.0,,16990000.0,0.22,-531785000.0,3414668000,-19675000.0,848754207.0,3239255000.0,5402668000.0,293462000.0,313945000,-372785000.0,,,3395308000.0,7361459000.0,1003542000.0,24341000.0,724804000.0,498496000.0,-551460000.0,,3966151000.0,,2004561000.0,152900000.0,1502038000.0,186348000.0,943262000.0,,186348000,186348000.0,0.0,2567502000.0,352201000.0,0.21,352201000.0,,,1482356000.0,,20483000.0,1096162000.0,352201000.0,871570698.0,344677000.0,-18884000.0,-519989000.0,0.0,4741293000.0,0.0,,,,
2001-01-31,335103000.0,662082000.0,,,1067207000.0,1743105000.0,-32335000.0,352201000.0,46961000.0,2928239000.0,24743000.0,,4007685000.0,156204000.0,616707000,-1893552000.0,,,,-35382000.0,4974773000.0,-679229000.0,,78145000.0,,-533050000.0,4579088000,1242107000.0,,2799144000.0,5901237000.0,427957000.0,449678000,812455000.0,,,2648050000.0,7012908000.0,780246000.0,56593000.0,702033000.0,505279000.0,709057000.0,,4364858000.0,,2835983000.0,167029000.0,1285525000.0,271753000.0,0.0,,271753000,271753000.0,0.0,1904153000.0,408794000.0,,408794000.0,,,1029904000.0,,33736000.0,1293427000.0,408794000.0,,357173000.0,-18869000.0,-508307000.0,0.0,4084669000.0,0.0,,,,
2001-04-30,350144000.0,-150422000.0,,,912215000.0,1125174000.0,-44909000.0,408794000.0,47070000.0,3075038000.0,-4958000.0,,4120883000.0,66379000.0,400910000,-1893552000.0,,,,,5090262000.0,505265000.0,,23155000.0,0.14,-311131000.0,3179656000,66047000.0,854333157.0,2658996000.0,6014435000.0,181859000.0,204762000,-262118000.0,,,3062055000.0,7535423000.0,1270289000.0,254295000.0,0.0,531100000.0,-245084000.0,,4473368000.0,715557000.0,2054482000.0,196148000.0,1801389000.0,115480000.0,920412000.0,,115480000,115480000.0,0.0,2048822000.0,663089000.0,0.13,663089000.0,,,1031224000.0,,24038000.0,920412000.0,663089000.0,875873227.0,352485000.0,-18950000.0,-316089000.0,0.0,4460385000.0,0.0,,,,
2001-07-31,396371000.0,-101620000.0,,,1081819000.0,1041082000.0,-50874000.0,663089000.0,47294000.0,3248829000.0,182000.0,,4221567000.0,51589000.0,354326000,-1893552000.0,,,,,5160981000.0,-34217000.0,,76123000.0,0.1,-277258000.0,3245219000,376400000.0,859671047.0,2787114000.0,6115119000.0,141340000.0,168310000,68701000.0,,,3268546000.0,7848597000.0,1268036000.0,59863000.0,0.0,544618000.0,99142000.0,,4580051000.0,763625000.0,2204137000.0,186016000.0,1812654000.0,89751000.0,872772000.0,,89751000,89751000.0,0.0,2149223000.0,722952000.0,0.1,722952000.0,,,941670000.0,,28863000.0,872772000.0,722952000.0,883662826.0,358484000.0,-19079000.0,-277076000.0,0.0,4599768000.0,0.0,,,,
2001-10-31,355478000.0,-441128000.0,,,1156302000.0,950639000.0,-50336000.0,722952000.0,47366000.0,3053627000.0,-1729000.0,,4241924000.0,164254000.0,211219000,-1893552000.0,,,,,4943789000.0,334043000.0,,14967000.0,-0.21,-207869000.0,3333373000,-49577000.0,862420054.0,3443627000.0,6135476000.0,-14583000.0,3757000,-84214000.0,,,3744218000.0,8342117000.0,1273025000.0,76558000.0,0.0,571838000.0,-257446000.0,,4597899000.0,1008075000.0,2382734000.0,207462000.0,1844863000.0,-178837000.0,946882000.0,,-178837000,-178837000.0,0.0,2589230000.0,799510000.0,-0.21,799510000.0,,,1279250000.0,,23748000.0,946882000.0,799510000.0,862420054.0,355975000.0,-19147000.0,-209598000.0,0.0,5288490000.0,0.0,,,,
2002-01-31,331685000.0,906237000.0,,,1105117000.0,1026589000.0,-69069000.0,799510000.0,47430000.0,3009581000.0,0.0,,4161290000.0,-32817000.0,181547000,-2458241000.0,,,,,4890375000.0,-533806000.0,,24860000.0,,-143820000.0,4089625000,924969000.0,,2056233000.0,6619531000.0,-66975000.0,-39313000,762816000.0,,,3044550000.0,7591326000.0,1961397000.0,236239000.0,0.0,564115000.0,781149000.0,,4546776000.0,909227000.0,3063036000.0,220860000.0,2525512000.0,-34158000.0,0.0,,-34158000,-34158000.0,0.0,1677116000.0,1035749000.0,,1035749000.0,,,41889000.0,,32541000.0,1065902000.0,1035749000.0,,385486000.0,-19197000.0,-147864000.0,0.0,4581745000.0,0.0,,,,
2002-04-30,345423000.0,-3761000.0,,,935218000.0,879078000.0,-61493000.0,1035749000.0,47534000.0,3077891000.0,-322000.0,,4096600000.0,35239000.0,300545000,-2458241000.0,,,,,4927129000.0,1300961000.0,,16629000.0,0.04,-96880000.0,2890840000,73387000.0,866685894.0,1849123000.0,6554841000.0,71917000.0,112661000,-163366000.0,,,4351038000.0,8867468000.0,3355337000.0,1283442000.0,120813000.0,585117000.0,-23493000.0,,4516430000.0,793092000.0,2011762000.0,187884000.0,3940454000.0,36678000.0,766417000.0,,36678000,36678000.0,0.0,1686424000.0,2319191000.0,0.04,2319191000.0,,,,,48117000.0,766417000.0,2319191000.0,874012082.0,419830000.0,-19226000.0,-97202000.0,0.0,5789577000.0,0.0,,,,
2002-07-31,342658000.0,-160906000.0,,,882086000.0,1090535000.0,-41713000.0,2319191000.0,47602000.0,3163625000.0,1960000.0,,4007674000.0,54554000.0,369653000,-2458241000.0,,,,,4964519000.0,7394000.0,,26701000.0,0.07,-87572000.0,3268309000,136566000.0,869518765.0,2397287000.0,6465915000.0,111334000.0,168455000,-128550000.0,,,4583213000.0,8997614000.0,2873132000.0,67638000.0,137471000.0,563570000.0,48994000.0,,4414401000.0,877730000.0,2177774000.0,201198000.0,3436702000.0,56780000.0,922080000.0,,56780000,56780000.0,0.0,1853726000.0,2386829000.0,0.06,2386829000.0,,,500000000.0,,66964000.0,922080000.0,2386829000.0,876609916.0,406727000.0,-19307000.0,-85612000.0,0.0,5833989000.0,0.0,,,,
2002-10-31,330914000.0,-875458000.0,,,1443870000.0,1315609000.0,-39338000.0,2386829000.0,48360000.0,3388542000.0,-8298000.0,,3870053000.0,113041000.0,498725000,-2458241000.0,,,,,5060483000.0,71929000.0,,92016000.0,0.15,-32310000.0,3644956000,73764000.0,879275933.0,3104547000.0,6328294000.0,248311000.0,306216000,-290027000.0,,,5653473000.0,9908919000.0,2875683000.0,114289000.0,200271000.0,540147000.0,41454000.0,,4255446000.0,960447000.0,2329347000.0,192509000.0,3415830000.0,135270000.0,1009393000.0,,135270000,135270000.0,0.0,2821441000.0,2501118000.0,0.15,2501118000.0,,,499959000.0,,67475000.0,1009393000.0,2501118000.0,968163722.0,385393000.0,-20087000.0,-32095000.0,0.0,6520377000.0,0.0,,,,
2003-01-31,303332000.0,781903000.0,,,1159301000.0,1627929000.0,-30340000.0,2501118000.0,48401000.0,3658212000.0,10076000.0,,3776843000.0,120584000.0,624582000,-3049477000.0,,,,,5289480000.0,-1806000.0,,17926000.0,,-86522000.0,4650604000,954639000.0,,2726574000.0,6826320000.0,369313000.0,425297000,394401000.0,,,5739725000.0,9902004000.0,2895794000.0,887396000.0,0.0,621424000.0,868117000.0,,4162279000.0,1067294000.0,3022675000.0,199285000.0,3517218000.0,248729000.0,0.0,,248729000,248729000.0,0.0,2047879000.0,3388514000.0,,3388514000.0,,,499979000.0,,66043000.0,1202632000.0,3388514000.0,,385436000.0,-19732000.0,-76446000.0,0.0,6243792000.0,0.0,,,,
2003-04-30,321633000.0,-58247000.0,,,926786000.0,1277252000.0,-30485000.0,3388514000.0,48544000.0,3872857000.0,5652000.0,,3639879000.0,129449000.0,559872000,-3049477000.0,,,-3707000.0,,5472199000.0,-495425000.0,,24327000.0,0.23,-55782000.0,3352771000,-29375000.0,888814002.0,1918641000.0,6689356000.0,331921000.0,388735000,-411924000.0,,,5250892000.0,9298817000.0,2907545000.0,-570643000.0,208377000.0,599774000.0,-85157000.0,,4047925000.0,783478000.0,2075519000.0,171137000.0,3507319000.0,202472000.0,888517000.0,,202472000,202472000.0,0.0,2111388000.0,2817871000.0,0.22,2817871000.0,,,,,66441000.0,888517000.0,2817871000.0,979608262.0,408046000.0,-19752000.0,-48889000.0,0.0,5425960000.0,0.0,,,,
2003-07-31,315277000.0,-160841000.0,,,1174406000.0,1325711000.0,-20131000.0,2817871000.0,48632000.0,4107044000.0,-3259000.0,,3510478000.0,133819000.0,568418000,-3049477000.0,,,-25043000.0,,5661663000.0,-1226449000.0,,29394000.0,0.23,-54513000.0,3685299000,375243000.0,891701717.0,2073917000.0,6559955000.0,343126000.0,395726000,7089000.0,,,5733335000.0,9671438000.0,2908577000.0,-909458000.0,76580000.0,581900000.0,320730000.0,,3938103000.0,822931000.0,2359588000.0,172692000.0,3490477000.0,209307000.0,929985000.0,,209307000,209307000.0,0.0,2273645000.0,1908413000.0,0.22,1908413000.0,,,,,61849000.0,929985000.0,1908413000.0,987514041.0,,-19843000.0,-57607000.0,0.0,5564394000.0,427625000.0,,,,
2003-10-31,335152000.0,-297618000.0,,,1243170000.0,1527429000.0,-9322000.0,1908413000.0,48700000.0,4400749000.0,1207000.0,,3433535000.0,167871000.0,630096000,-3049477000.0,,,2911000.0,,5924205000.0,-100148000.0,,16821000.0,0.29,-70934000.0,3929456000,339293000.0,893709825.0,2569116000.0,6483012000.0,430438000.0,473762000,-107397000.0,,,6321292000.0,10184512000.0,2627169000.0,177399000.0,181253000.0,587478000.0,268359000.0,,3863220000.0,882205000.0,2402027000.0,156334000.0,3214647000.0,262567000.0,1053667000.0,,262567000,262567000.0,0.0,2594508000.0,2037149000.0,0.28,2037149000.0,,,262488000.0,,51706000.0,1053667000.0,2037149000.0,990020341.0,,-19724000.0,-69726000.0,-1305820000.0,5783763000.0,429685000.0,,,,
2004-01-31,300000000.0,901706000.0,,,1178000000.0,1837608000.0,22000000.0,2037149000.0,49000000.0,4783000000.0,-758600000.0,,3368000000.0,221861000.0,784614000,-3611000000.0,,,128839000.0,,6241000000.0,1186022000.0,,40458000.0,,-90771000.0,4886474000,1485839000.0,,2492000000.0,6979000000.0,577515000.0,620777000,809232000.0,,,6689000000.0,10343000000.0,2487000000.0,536702000.0,0.0,581000000.0,1395068000.0,,3654000000.0,1031000000.0,3048866000.0,163837000.0,3068000000.0,355654000.0,0.0,,355654000,355654000.0,0.0,1704000000.0,2261000000.0,,2261000000.0,,,283000000.0,,54004000.0,1216831000.0,2261000000.0,,286000000.0,-19681000.0,-849778000.0,1305820000.0,5560000000.0,0.0,,,,
