date,quarterlyChangeInInventory,quarterlyDilutedEPS,quarterlyOtherCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyOtherNonCashItems,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyEndCashPosition,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,quarterlyPurchaseOfInvestment,quarterlyChangeInAccountPayable
2007-09-30,-91000000.0,0.61,526000000.0,,-827000000.0,,2486000000.0,683000000.0,1376000000.0,3143000000.0,-1261000000.0,641000000.0,6292000000.0,0.0,-4214000000.0,,36000000.0,88000000.0,4216000000.0,,651000000,203000000.0,-1100000000.0,14000000.0,-96000000.0,72000000.0,,4039000000.0,8430000000.0,,3689000000.0,6640000000.0,483000000.0,,-166000000.0,608000000.0,2750000000,510000000,2024000000.0,-668000000.0,2142000000.0,14147000000.0,0.0,1976000000.0,,1374000000.0,651000000.0,7507000000.0,4166000000.0,0.62,1649000000.0,395000000,395000000.0,663000000.0,,1818000000.0,395000000.0,1818000000.0,,2320000000.0,-21000000.0,866000000.0,-109000000.0,1818000000.0,457000000.0,-183000000.0,546000000.0,30000000.0,141000000.0,7855000000.0,0.0,1185000000.0,442000000.0,,,,
2007-12-31,50000000.0,,0.0,,-214000000.0,,1818000000.0,683000000.0,1485000000.0,920000000.0,-940000000.0,,6916000000.0,0.0,-4337000000.0,,93000000.0,116000000.0,4487000000.0,,763000000,221000000.0,196000000.0,94000000.0,32000000.0,,,4379000000.0,8824000000.0,,3812000000.0,7555000000.0,594000000.0,,-268000000.0,751000000.0,3009000000,610000000,2664000000.0,721000000.0,1902000000.0,15294000000.0,0.0,2026000000.0,2467000000.0,1524000000.0,,7739000000.0,4566000000.0,,1690000000.0,478000000,478000000.0,654000000.0,,2539000000.0,478000000.0,2539000000.0,,2334000000.0,-4000000.0,875000000.0,-106000000.0,2539000000.0,455000000.0,-288000000.0,425000000.0,34000000.0,153000000.0,8378000000.0,639000000.0,418000000.0,483000000.0,,,,
2008-03-31,-105000000.0,0.67,645000000.0,,-545000000.0,29000000.0,2539000000.0,683000000.0,1380000000.0,3095000000.0,-749000000.0,632000000.0,6997000000.0,0.0,-4549000000.0,,91000000.0,105000000.0,4633000000.0,,706000000,190000000.0,-1026000000.0,61000000.0,-384000000.0,,,4671000000.0,9182000000.0,,3236000000.0,7013000000.0,534000000.0,,-157000000.0,362000000.0,2877000000,550000000,2731000000.0,-803000000.0,2008000000.0,14972000000.0,0.0,2096000000.0,,1497000000.0,644000000.0,7959000000.0,4739000000.0,0.68,1768000000.0,429000000,429000000.0,640000000.0,,1736000000.0,429000000.0,1736000000.0,,2536000000.0,1000000.0,830000000.0,-138000000.0,1736000000.0,461000000.0,-189000000.0,141000000.0,17000000.0,156000000.0,7975000000.0,112000000.0,1097000000.0,205000000.0,,,,
2008-06-30,-50000000.0,0.85,624000000.0,,-388000000.0,,1736000000.0,683000000.0,1627000000.0,3331000000.0,-711000000.0,626000000.0,7219000000.0,13000000.0,-4654000000.0,,-18000000.0,128000000.0,4680000000.0,,862000000,222000000.0,-103000000.0,49000000.0,-82000000.0,,,5078000000.0,9334000000.0,,3393000000.0,7559000000.0,672000000.0,,-207000000.0,720000000.0,3189000000,702000000,3172000000.0,411000000.0,1686000000.0,15470000000.0,0.0,2217000000.0,,1562000000.0,638000000.0,7911000000.0,4858000000.0,0.87,1761000000.0,544000000,544000000.0,703000000.0,,2147000000.0,544000000.0,2147000000.0,,2571000000.0,-5000000.0,925000000.0,-137000000.0,2147000000.0,444000000.0,-194000000.0,62000000.0,39000000.0,160000000.0,8251000000.0,-112000000.0,1026000000.0,513000000.0,,,,
2008-09-30,-52000000.0,0.74,625000000.0,,-589000000.0,,2147000000.0,683000000.0,1521000000.0,3089000000.0,-966000000.0,625000000.0,7059000000.0,-42000000.0,-4591000000.0,,69000000.0,86000000.0,4598000000.0,,775000000,230000000.0,-489000000.0,54000000.0,-35000000.0,302000000.0,,5415000000.0,9189000000.0,,3324000000.0,7437000000.0,558000000.0,,-251000000.0,813000000.0,3151000000,610000000,3185000000.0,44000000.0,1641000000.0,15209000000.0,0.0,2101000000.0,,1630000000.0,638000000.0,7772000000.0,4826000000.0,0.76,1703000000.0,472000000,472000000.0,681000000.0,,2191000000.0,472000000.0,2191000000.0,,2520000000.0,-32000000.0,911000000.0,-136000000.0,2191000000.0,417000000.0,-260000000.0,235000000.0,37000000.0,165000000.0,8150000000.0,0.0,1054000000.0,562000000.0,,,,
2008-12-31,44000000.0,,0.0,,-464000000.0,,2191000000.0,683000000.0,1602000000.0,829000000.0,-1885000000.0,,6229000000.0,-279000000.0,-4412000000.0,,-91000000.0,118000000.0,4609000000.0,,887000000,226000000.0,-313000000.0,116000000.0,-169000000.0,-547000000.0,,5795000000.0,9021000000.0,255000000.0,3635000000.0,7148000000.0,687000000.0,,-339000000.0,620000000.0,3131000000,702000000,3362000000.0,-60000000.0,584000000.0,15405000000.0,0.0,1980000000.0,1731000000.0,1529000000.0,,8257000000.0,5541000000.0,,1654000000.0,569000000,569000000.0,674000000.0,,2131000000.0,569000000.0,2131000000.0,,2361000000.0,-1000000.0,900000000.0,-135000000.0,2131000000.0,390000000.0,-350000000.0,394000000.0,35000000.0,150000000.0,9176000000.0,680000000.0,327000000.0,281000000.0,,,,
2009-03-31,-86000000.0,0.83,0.0,45000000.0,-566000000.0,,2131000000.0,683000000.0,1488000000.0,,-1977000000.0,613000000.0,6099000000.0,-25000000.0,-4470000000.0,-164000000.0,9000000.0,119000000.0,4598000000.0,38000000.0,665000000,212000000.0,-393000000.0,59000000.0,-457000000.0,,,6152000000.0,9068000000.0,,3122000000.0,6690000000.0,637000000.0,0.0,-171000000.0,237000000.0,2824000000,665000000,3675000000.0,-428000000.0,1998000000.0,14953000000.0,0.0,1940000000.0,,1336000000.0,621000000.0,8263000000.0,5673000000.0,0.84,1642000000.0,516000000,518000000.0,611000000.0,,1703000000.0,518000000.0,1703000000.0,,2421000000.0,2000000.0,823000000.0,-160000000.0,1703000000.0,401000000.0,-196000000.0,235000000.0,31000000.0,148000000.0,8795000000.0,139000000.0,1622000000.0,66000000.0,,,,
2009-06-30,1000000.0,0.96,0.0,-103000000.0,-300000000.0,,1703000000.0,683000000.0,1638000000.0,,-1752000000.0,607000000.0,6552000000.0,17000000.0,-4653000000.0,-380000000.0,1112000000.0,135000000.0,4757000000.0,36000000.0,747000000,231000000.0,-409000000.0,76000000.0,-46000000.0,,,6580000000.0,9410000000.0,,3395000000.0,7072000000.0,724000000.0,-102000000.0,-216000000.0,811000000.0,3123000000,747000000,3593000000.0,99000000.0,1981000000.0,15743000000.0,0.0,2133000000.0,,1485000000.0,612000000.0,8671000000.0,5574000000.0,0.97,1756000000.0,591000000,589000000.0,660000000.0,,1802000000.0,587000000.0,1802000000.0,,2496000000.0,-1000000.0,891000000.0,-158000000.0,1802000000.0,511000000.0,-301000000.0,239000000.0,29000000.0,154000000.0,8969000000.0,426000000.0,1647000000.0,595000000.0,,,,
2009-09-30,-31000000.0,0.87,0.0,,-100000000.0,,1802000000.0,683000000.0,1632000000.0,,-1609000000.0,605000000.0,7086000000.0,45000000.0,-4817000000.0,151000000.0,-1086000000.0,126000000.0,4963000000.0,32000000.0,681000000,228000000.0,119000000.0,53000000.0,-1000000.0,,,6954000000.0,9780000000.0,,3468000000.0,8064000000.0,658000000.0,-54000000.0,-247000000.0,875000000.0,3145000000,732000000,4136000000.0,816000000.0,2039000000.0,16954000000.0,0.0,2229000000.0,,1513000000.0,612000000.0,8890000000.0,6175000000.0,0.88,1836000000.0,532000000,530000000.0,672000000.0,,2571000000.0,530000000.0,2571000000.0,,2628000000.0,-51000000.0,900000000.0,-157000000.0,2571000000.0,538000000.0,-256000000.0,33000000.0,23000000.0,164000000.0,9643000000.0,-276000000.0,1553000000.0,628000000.0,,,,
2009-12-31,56000000.0,,0.0,,-250000000.0,,2571000000.0,683000000.0,1767000000.0,807000000.0,-1777000000.0,,7191000000.0,-13000000.0,-4901000000.0,-6000000.0,99000000.0,139000000.0,5159000000.0,34000000.0,931000000,246000000.0,-329000000.0,79000000.0,88000000.0,,,7343000000.0,10060000000.0,375000000.0,4464000000.0,8271000000.0,715000000.0,0.0,-380000000.0,986000000.0,3470000000,733000000,3440000000.0,168000000.0,342000000.0,17354000000.0,0.0,2302000000.0,1915000000.0,1703000000.0,,9083000000.0,5470000000.0,,1825000000.0,576000000,572000000.0,788000000.0,,2786000000.0,572000000.0,2786000000.0,,2557000000.0,7000000.0,1034000000.0,-157000000.0,2786000000.0,513000000.0,-393000000.0,711000000.0,44000000.0,172000000.0,9934000000.0,946000000.0,376000000.0,606000000.0,,,,
2010-03-31,-94000000.0,0.86,0.0,-33000000.0,-435000000.0,,2786000000.0,683000000.0,1631000000.0,,-2033000000.0,602000000.0,6429000000.0,0.0,-4886000000.0,-13000000.0,9000000.0,172000000.0,5064000000.0,30000000.0,719000000,227000000.0,119000000.0,91000000.0,-514000000.0,,,7030000000.0,9950000000.0,,4284000000.0,8015000000.0,700000000.0,-234000000.0,-230000000.0,279000000.0,3140000000,721000000,4056000000.0,-113000000.0,2167000000.0,17166000000.0,0.0,2254000000.0,,1509000000.0,609000000.0,9151000000.0,6223000000.0,0.87,2002000000.0,528000000,525000000.0,683000000.0,,2673000000.0,525000000.0,2673000000.0,,2477000000.0,-2000000.0,910000000.0,-174000000.0,2673000000.0,556000000.0,-464000000.0,697000000.0,19000000.0,166000000.0,10507000000.0,139000000.0,1529000000.0,49000000.0,,,,
2010-06-30,-25000000.0,0.9,0.0,-5000000.0,-677000000.0,,2673000000.0,683000000.0,1638000000.0,,-2348000000.0,593000000.0,5898000000.0,0.0,-4885000000.0,-4000000.0,24000000.0,133000000.0,4983000000.0,33000000.0,695000000,219000000.0,-789000000.0,29000000.0,-6000000.0,,,7376000000.0,9868000000.0,,4085000000.0,7375000000.0,670000000.0,-20000000.0,-237000000.0,783000000.0,3194000000,698000000,4119000000.0,-373000000.0,2149000000.0,16487000000.0,0.0,2072000000.0,,1556000000.0,596000000.0,9112000000.0,6268000000.0,0.9,1956000000.0,537000000,535000000.0,721000000.0,,2300000000.0,535000000.0,2300000000.0,,2384000000.0,-3000000.0,940000000.0,-174000000.0,2300000000.0,522000000.0,-257000000.0,695000000.0,25000000.0,169000000.0,10353000000.0,64000000.0,1651000000.0,546000000.0,,,,
2010-09-30,25000000.0,1.01,0.0,11000000.0,-161000000.0,,2300000000.0,683000000.0,1659000000.0,,-1971000000.0,584000000.0,6531000000.0,0.0,-5242000000.0,-4000000.0,23000000.0,159000000.0,5208000000.0,29000000.0,777000000,207000000.0,-308000000.0,49000000.0,99000000.0,,,7717000000.0,10450000000.0,,4199000000.0,8140000000.0,753000000.0,-20000000.0,-232000000.0,1006000000.0,3224000000,777000000,4360000000.0,488000000.0,2241000000.0,17563000000.0,0.0,2205000000.0,,1565000000.0,587000000.0,9423000000.0,6601000000.0,1.02,2027000000.0,594000000,595000000.0,670000000.0,,2788000000.0,595000000.0,2788000000.0,,2500000000.0,-117000000.0,882000000.0,-171000000.0,2788000000.0,518000000.0,-252000000.0,523000000.0,24000000.0,171000000.0,10800000000.0,22000000.0,1670000000.0,774000000.0,,,,
2010-12-31,114000000.0,,0.0,-95000000.0,-180000000.0,,2788000000.0,683000000.0,1618000000.0,745000000.0,-2139000000.0,,6567000000.0,18000000.0,-5331000000.0,-546000000.0,91000000.0,41000000.0,5260000000.0,28000000.0,673000000,262000000.0,-738000000.0,-93000000.0,53000000.0,,,7925000000.0,10591000000.0,346000000.0,4041000000.0,7989000000.0,467000000.0,-45000000.0,-264000000.0,935000000.0,3498000000,523000000,4363000000.0,-103000000.0,765000000.0,17489000000.0,0.0,,2111000000.0,1880000000.0,,9500000000.0,6652000000.0,,2015000000.0,426000000,423000000.0,833000000.0,,2685000000.0,423000000.0,2685000000.0,,2371000000.0,-37000000.0,1095000000.0,-169000000.0,2685000000.0,500000000.0,-291000000.0,24000000.0,27000000.0,179000000.0,10693000000.0,109000000.0,429000000.0,671000000.0,,,,
2011-03-31,-61000000.0,0.981067,0.0,-68000000.0,-637000000.0,,2685000000.0,683000000.0,1675000000.0,,-1875000000.0,577000000.0,6734000000.0,0.0,-5392000000.0,-3000000.0,585000000.0,154000000.0,5419000000.0,28000000.0,741000000,214000000.0,-688000000.0,91000000.0,-486000000.0,,,8316000000.0,10811000000.0,,3889000000.0,7761000000.0,731000000.0,-14000000.0,-198000000.0,371000000.0,3284000000,745000000,4351000000.0,-517000000.0,2202000000.0,17413000000.0,0.0,2399000000.0,,1609000000.0,581000000.0,9652000000.0,6553000000.0,0.99,2060000000.0,577000000,570000000.0,716000000.0,,2168000000.0,570000000.0,2168000000.0,,2517000000.0,-4000000.0,930000000.0,-180000000.0,2168000000.0,500000000.0,-212000000.0,23000000.0,10000000.0,158000000.0,10442000000.0,130000000.0,1673000000.0,173000000.0,,,,
2011-06-30,-153000000.0,1.07,0.0,-89000000.0,-478000000.0,,2168000000.0,683000000.0,1835000000.0,,-1772000000.0,570000000.0,6997000000.0,106000000.0,-5365000000.0,-4000000.0,-567000000.0,174000000.0,5481000000.0,33000000.0,818000000,239000000.0,-498000000.0,69000000.0,-270000000.0,,,8754000000.0,10846000000.0,,4031000000.0,7809000000.0,803000000.0,-188000000.0,-210000000.0,632000000.0,3536000000,831000000,4378000000.0,-150000000.0,2088000000.0,17741000000.0,0.0,2491000000.0,,1701000000.0,575000000.0,9932000000.0,6466000000.0,1.08,2168000000.0,629000000,615000000.0,765000000.0,,2018000000.0,615000000.0,2018000000.0,,2648000000.0,-13000000.0,1004000000.0,-178000000.0,2018000000.0,702000000.0,-292000000.0,22000000.0,15000000.0,169000000.0,10497000000.0,160000000.0,1581000000.0,422000000.0,,,,
2011-09-30,-58000000.0,1.01,0.0,55000000.0,-298000000.0,,2018000000.0,683000000.0,1771000000.0,,-2049000000.0,566000000.0,6952000000.0,0.0,-5368000000.0,-2000000.0,85000000.0,149000000.0,5426000000.0,33000000.0,745000000,239000000.0,-306000000.0,58000000.0,-4000000.0,,,9154000000.0,10794000000.0,,4165000000.0,8002000000.0,727000000.0,-27000000.0,-235000000.0,922000000.0,3479000000,745000000,4447000000.0,320000000.0,2041000000.0,17843000000.0,0.0,2347000000.0,,1708000000.0,571000000.0,9841000000.0,6488000000.0,1.02,2119000000.0,578000000,576000000.0,787000000.0,,2338000000.0,576000000.0,2338000000.0,,2621000000.0,-4000000.0,1026000000.0,-176000000.0,2338000000.0,710000000.0,-262000000.0,95000000.0,18000000.0,176000000.0,10653000000.0,170000000.0,1586000000.0,687000000.0,,,,
2011-12-31,-43000000.0,0.82,0.0,-127000000.0,-170000000.0,,2338000000.0,683000000.0,1765000000.0,795000000.0,-2591000000.0,562000000.0,6585000000.0,17000000.0,-5448000000.0,-14000000.0,-71000000.0,76000000.0,5525000000.0,25000000.0,563000000,254000000.0,355000000.0,-46000000.0,-25000000.0,,,9429000000.0,10973000000.0,353000000.0,4857000000.0,8650000000.0,548000000.0,-361000000.0,-317000000.0,892000000.0,3594000000,625000000,4749000000.0,567000000.0,2639000000.0,19073000000.0,1403000000.0,,267000000.0,1829000000.0,566000000.0,10423000000.0,7388000000.0,0.82,2317000000.0,472000000,463000000.0,886000000.0,,2905000000.0,463000000.0,2905000000.0,738000000.0,2628000000.0,-62000000.0,1140000000.0,-175000000.0,2905000000.0,826000000.0,-661000000.0,446000000.0,15000000.0,167000000.0,12245000000.0,-38000000.0,1755000000.0,575000000.0,,,,
2012-03-31,-72000000.0,1.04,0.0,24000000.0,-575000000.0,,2905000000.0,683000000.0,1714000000.0,,-2449000000.0,559000000.0,6725000000.0,43000000.0,-5480000000.0,47000000.0,530000000.0,144000000.0,5637000000.0,28000000.0,868000000,269000000.0,-548000000.0,54000000.0,-367000000.0,,,9831000000.0,11117000000.0,,4857000000.0,8117000000.0,732000000.0,-304000000.0,-239000000.0,413000000.0,3388000000,693000000,4411000000.0,-633000000.0,2552000000.0,18784000000.0,0.0,2341000000.0,,1674000000.0,563000000.0,10667000000.0,6963000000.0,1.05,2488000000.0,588000000,588000000.0,752000000.0,,2272000000.0,588000000.0,2272000000.0,,2737000000.0,57000000.0,1021000000.0,-188000000.0,2272000000.0,917000000.0,-500000000.0,798000000.0,27000000.0,175000000.0,11820000000.0,156000000.0,1625000000.0,413000000.0,,,,
2012-06-30,-28000000.0,1.19,0.0,90000000.0,-385000000.0,,2272000000.0,683000000.0,1872000000.0,,-2737000000.0,550000000.0,6551000000.0,31000000.0,-5498000000.0,,-89000000.0,156000000.0,5623000000.0,35000000.0,777000000,306000000.0,-576000000.0,65000000.0,92000000.0,,,10306000000.0,11121000000.0,,4870000000.0,8048000000.0,817000000.0,-17000000.0,-264000000.0,943000000.0,3572000000,777000000,4432000000.0,81000000.0,2532000000.0,18446000000.0,0.0,2225000000.0,,1700000000.0,553000000.0,10398000000.0,6964000000.0,1.2,2467000000.0,661000000,661000000.0,789000000.0,,2353000000.0,661000000.0,2353000000.0,,2730000000.0,62000000.0,1095000000.0,-186000000.0,2353000000.0,887000000.0,-250000000.0,882000000.0,27000000.0,180000000.0,11834000000.0,-83000000.0,1421000000.0,679000000.0,,,,
2012-09-30,-36000000.0,1.06,0.0,-42000000.0,-105000000.0,,2353000000.0,683000000.0,1810000000.0,,-2549000000.0,548000000.0,7129000000.0,-74000000.0,-5677000000.0,,100000000.0,183000000.0,5862000000.0,34000000.0,777000000,290000000.0,460000000.0,78000000.0,-163000000.0,,,10642000000.0,11539000000.0,,4458000000.0,9105000000.0,766000000.0,-174000000.0,-259000000.0,805000000.0,3477000000,777000000,5614000000.0,838000000.0,2563000000.0,19825000000.0,0.0,2324000000.0,,1667000000.0,552000000.0,10720000000.0,8177000000.0,1.07,2498000000.0,583000000,583000000.0,743000000.0,,3191000000.0,583000000.0,3191000000.0,,2831000000.0,14000000.0,1033000000.0,-184000000.0,3191000000.0,867000000.0,-421000000.0,333000000.0,31000000.0,179000000.0,12635000000.0,132000000.0,1493000000.0,546000000.0,,,,
2012-12-31,7000000.0,0.89,0.0,-113000000.0,-415000000.0,,3191000000.0,683000000.0,1905000000.0,766000000.0,-2810000000.0,548000000.0,6938000000.0,107000000.0,-5771000000.0,-4000000.0,642000000.0,80000000.0,6098000000.0,33000000.0,752000000,291000000.0,-451000000.0,-214000000.0,141000000.0,,,10888000000.0,11869000000.0,451000000.0,4759000000.0,9260000000.0,574000000.0,-20000000.0,-399000000.0,945000000.0,3753000000,574000000,5580000000.0,79000000.0,455000000.0,20390000000.0,1058000000.0,2425000000.0,1161000000.0,1848000000.0,555000000.0,11130000000.0,8653000000.0,0.9,2502000000.0,494000000,494000000.0,1040000000.0,,3270000000.0,494000000.0,3270000000.0,878000000.0,2803000000.0,22000000.0,1331000000.0,-246000000.0,3270000000.0,814000000.0,-398000000.0,350000000.0,28000000.0,178000000.0,13412000000.0,199000000.0,406000000.0,945000000.0,,,,
2013-03-31,-181000000.0,1.0,0.0,85000000.0,-534000000.0,,3270000000.0,683000000.0,1756000000.0,4068000000.0,-2757000000.0,545000000.0,6961000000.0,10000000.0,-5663000000.0,-301000000.0,-224000000.0,141000000.0,6205000000.0,32000000.0,898000000,246000000.0,-600000000.0,38000000.0,-417000000.0,,,11194000000.0,11868000000.0,,4778000000.0,8814000000.0,693000000.0,-67000000.0,-292000000.0,386000000.0,3448000000,715000000,5157000000.0,-581000000.0,3382000000.0,20318000000.0,0.0,2319000000.0,,1692000000.0,551000000.0,11504000000.0,8539000000.0,1.01,2506000000.0,552000000,552000000.0,795000000.0,,2689000000.0,552000000.0,2689000000.0,,2963000000.0,3000000.0,1041000000.0,-246000000.0,2689000000.0,1131000000.0,-349000000.0,710000000.0,31000000.0,183000000.0,13317000000.0,173000000.0,1662000000.0,94000000.0,,,,
2013-06-30,-125000000.0,1.07,0.0,-73000000.0,-183000000.0,,2689000000.0,683000000.0,1939000000.0,4105000000.0,-2765000000.0,543000000.0,7282000000.0,0.0,-5750000000.0,-3000000.0,241000000.0,153000000.0,6361000000.0,40000000.0,1011000000,273000000.0,2895000000.0,-101000000.0,14000000.0,,,11517000000.0,12111000000.0,,4516000000.0,12185000000.0,743000000.0,-20000000.0,-347000000.0,763000000.0,3669000000,828000000,8624000000.0,3300000000.0,3296000000.0,23751000000.0,0.0,2342000000.0,,1730000000.0,549000000.0,11566000000.0,11920000000.0,1.09,2498000000.0,590000000,590000000.0,838000000.0,,5989000000.0,590000000.0,5989000000.0,,3069000000.0,-68000000.0,1111000000.0,-244000000.0,5989000000.0,1053000000.0,-367000000.0,411000000.0,24000000.0,183000000.0,16436000000.0,144000000.0,1654000000.0,763000000.0,,,,
2013-09-30,-106000000.0,0.99,0.0,58000000.0,-146000000.0,,5989000000.0,683000000.0,1946000000.0,4582000000.0,-2600000000.0,543000000.0,7749000000.0,4000000.0,-5806000000.0,-222000000.0,248000000.0,138000000.0,7518000000.0,39000000.0,879000000,290000000.0,-500000000.0,148000000.0,93000000.0,,,11792000000.0,13324000000.0,,4996000000.0,9597000000.0,682000000.0,-3685000000.0,-398000000.0,966000000.0,3774000000,672000000,8652000000.0,-3613000000.0,3856000000.0,25250000000.0,0.0,2766000000.0,,1828000000.0,549000000.0,15653000000.0,12508000000.0,1.0,3780000000.0,544000000,544000000.0,984000000.0,,2376000000.0,544000000.0,2376000000.0,,3581000000.0,55000000.0,1274000000.0,-267000000.0,2376000000.0,2682000000.0,-4079000000.0,414000000.0,51000000.0,207000000.0,17504000000.0,126000000.0,1673000000.0,966000000.0,,,,
2013-12-31,101000000.0,0.59,0.0,,-50000000.0,,2376000000.0,683000000.0,1954000000.0,1103000000.0,-1976000000.0,543000000.0,8463000000.0,0.0,-5963000000.0,-14000000.0,1029000000.0,105000000.0,7832000000.0,39000000.0,703000000,437000000.0,-150000000.0,-309000000.0,64000000.0,,,11852000000.0,13795000000.0,302000000.0,5906000000.0,10004000000.0,431000000.0,-79000000.0,-488000000.0,1083000000.0,4368000000,453000000,8126000000.0,357000000.0,1122000000.0,25869000000.0,0.0,2911000000.0,1268000000.0,2414000000.0,548000000.0,15865000000.0,11477000000.0,0.6,4205000000.0,326000000,326000000.0,1064000000.0,,2733000000.0,326000000.0,2733000000.0,760000000.0,3499000000.0,19000000.0,1501000000.0,-266000000.0,2733000000.0,2294000000.0,-567000000.0,1040000000.0,49000000.0,250000000.0,17383000000.0,42000000.0,442000000.0,595000000.0,,,,
2014-03-31,-233000000.0,1.01,0.0,,-250000000.0,,2733000000.0,683000000.0,1961000000.0,4468000000.0,-1946000000.0,542000000.0,8671000000.0,96000000.0,-6115000000.0,-510000000.0,-70000000.0,153000000.0,7962000000.0,31000000.0,964000000,313000000.0,-852000000.0,-17000000.0,-319000000.0,,,12142000000.0,14077000000.0,,5645000000.0,9388000000.0,709000000.0,-59000000.0,-421000000.0,559000000.0,3951000000,728000000,7517000000.0,-684000000.0,3406000000.0,25261000000.0,0.0,2708000000.0,,1990000000.0,548000000.0,15873000000.0,10923000000.0,1.02,4227000000.0,556000000,556000000.0,920000000.0,,2049000000.0,556000000.0,2049000000.0,,3748000000.0,24000000.0,1233000000.0,-266000000.0,2049000000.0,2268000000.0,-384000000.0,1177000000.0,48000000.0,236000000.0,16568000000.0,142000000.0,1416000000.0,138000000.0,,,,
2014-06-30,-127000000.0,0.95,0.0,,-200000000.0,,2049000000.0,683000000.0,2041000000.0,4484000000.0,-2145000000.0,542000000.0,8662000000.0,-2000000.0,-6214000000.0,-16000000.0,-13000000.0,141000000.0,8152000000.0,41000000.0,971000000,325000000.0,-220000000.0,-14000000.0,-420000000.0,,,12378000000.0,14366000000.0,,5795000000.0,9487000000.0,661000000.0,-117000000.0,-423000000.0,599000000.0,4264000000,718000000,7528000000.0,-183000000.0,3619000000.0,25629000000.0,0.0,2914000000.0,,2223000000.0,548000000.0,16142000000.0,11147000000.0,0.96,4226000000.0,520000000,520000000.0,998000000.0,,1866000000.0,520000000.0,1866000000.0,,3836000000.0,-15000000.0,1323000000.0,-265000000.0,1866000000.0,2329000000.0,-542000000.0,1311000000.0,47000000.0,253000000.0,16942000000.0,109000000.0,1435000000.0,599000000.0,,,,
2014-09-30,-108000000.0,0.86,157000000.0,,-50000000.0,,1866000000.0,683000000.0,2073000000.0,4460000000.0,-2654000000.0,542000000.0,8404000000.0,9000000.0,-6060000000.0,0.0,271000000.0,139000000.0,8448000000.0,43000000.0,836000000,455000000.0,-55000000.0,66000000.0,-154000000.0,,,12563000000.0,14508000000.0,,5990000000.0,9631000000.0,586000000.0,-147000000.0,-481000000.0,914000000.0,4197000000,578000000,7753000000.0,212000000.0,3394000000.0,25563000000.0,15000000.0,2842000000.0,,2124000000.0,547000000.0,15932000000.0,11147000000.0,0.86,4016000000.0,447000000,468000000.0,1040000000.0,,2078000000.0,468000000.0,2078000000.0,,3704000000.0,39000000.0,1495000000.0,-282000000.0,2078000000.0,2185000000.0,-619000000.0,1515000000.0,36000000.0,258000000.0,17137000000.0,70000000.0,1283000000.0,433000000.0,,,,
