,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyGrossPPE,annualInterestExpense,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,trailingInterestExpense,trailingChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualCurrentAssets,trailingOperatingExpense,trailingNetIncomeContinuousOperations,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyStockholdersEquity,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyChangeInInventory,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualCapitalExpenditure,trailingGrossProfit,quarterlyOtherNonCashItems,annualCostOfRevenue,annualTotalRevenue,quarterlyDilutedEPS,annualCapitalStock,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,trailingTaxProvision,annualGrossProfit,annualTotalNonCurrentAssets,annualOtherCurrentAssets,annualBasicEPS,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyCapitalExpenditure,quarterlyTotalRevenue,annualPurchaseOfBusiness,quarterlyOperatingIncome,annualChangeInInventory,trailingNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualOperatingExpense,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualInvestingCashFlow,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualCashDividendsPaid,annualPretaxIncome,trailingCashDividendsPaid,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualDilutedEPS,quarterlyResearchAndDevelopment,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualDepreciationAndAmortization,trailingChangeInInventory,annualBasicAverageShares,quarterlyGoodwill,quarterlyAccountsReceivable,annualStockholdersEquity,quarterlyCurrentAccruedExpenses,annualGoodwill,annualTotalAssets,quarterlyCostOfRevenue,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,trailingChangeInWorkingCapital,quarterlyInventory,quarterlyLongTermDebt,annualRetainedEarnings,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualPurchaseOfInvestment,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,annualOperatingIncome,quarterlyOperatingExpense,trailingTotalRevenue,trailingOtherIncomeExpense,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,annualCommonStockIssuance,annualEndCashPosition,quarterlyCashDividendsPaid,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualCurrentLiabilities,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,quarterlyCashAndCashEquivalents,trailingNetOtherInvestingChanges,annualEbitda,quarterlyCurrentDebt,annualDilutedAverageShares,annualGrossPPE,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualNetOtherInvestingChanges,annualOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualChangeInAccountPayable,annualNonCurrentDeferredRevenue,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingBasicEPS,trailingPurchaseOfInvestment,annualStockBasedCompensation,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingChangeInAccountPayable
1301529600,,,,,,,,,204800000.0,,,2600000.0,-37743000.0,,,,3520700000.0,95125000.0,591100000.0,,,,,,,,,,,3942200000.0,845100000.0,,-155200000.0,1973300000.0,-228200000.0,,,867600000.0,-88002000.0,,,,,,449600000.0,,,0.554071,,24600000.0,718300000.0,,,-5250000.0,,,3631800000.0,1065000000.0,859095000.0,3098000000.0,,238100000.0,3581354000.0,4095100000.0,,,,,,220700000.0,,-73000000.0,1602000000.0,,762700000.0,,,,,,,,-500300000.0,,,,,,-219400000.0,513700000.0,,,480200000.0,478400000.0,,,,,,,213300000.0,0.0,,,,,,,,,673700000.0,,254200000.0,,,734400000.0,,-600000.0,,591900000.0,2745300000.0,,,,,139400000.0,,,,,,,,104900000.0,,,,,111800000.0,,,,-2200000.0,,,,2192700000.0,,,421500000.0,2194000000.0,,1973300000.0,,,10000000.0,,,,-155947000.0,46500000.0,,,74374000.0,4492800000.0,478400000.0,,,8124600000.0,-498100000.0,0.554071,207200000.0,4163000000.0,440700000.0,,859095000.0,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,,,,,,121000000.0,,,-551400000.0,21241000.0,,,,3726000000.0,41191000.0,342100000.0,-148068000.0,,,,,,,,,,4000700000.0,1081800000.0,,164100000.0,1453800000.0,-111900000.0,,,1097400000.0,19554000.0,,,,,,-466800000.0,,,0.771742,,25800000.0,962000000.0,,,-5000000.0,,,3271500000.0,697800000.0,857983230.0,3075600000.0,,301900000.0,3763391000.0,4130100000.0,,,,,,225400000.0,,-126500000.0,1801500000.0,,998700000.0,,,,,,,,-631100000.0,,,,,,-519400000.0,204100000.0,,,660100000.0,658000000.0,,,,,,,185400000.0,0.0,,8147000.0,,,,,,,880000000.0,,219100000.0,,,704100000.0,,6700000.0,,609400000.0,2740400000.0,,,,,149800000.0,,,,,,,,98700000.0,,,,,111300000.0,,,,-1400000.0,,,,1973300000.0,,,274700000.0,1679200000.0,,1453800000.0,,,10000000.0,,,,-9327000.0,46900000.0,,,-206335000.0,4522600000.0,658000000.0,,,7794100000.0,-471400000.0,0.771742,210200000.0,3773400000.0,77600000.0,,857983230.0,,,,,,,,,,,,,,,,,,,,,
1317340800,,,,,,,,,136500000.0,,,221600000.0,-81687000.0,,,,3944300000.0,58242000.0,332000000.0,-110400000.0,,,,,,,,,,4109300000.0,1036700000.0,,1300000.0,1243100000.0,-470700000.0,,,1058900000.0,-14459000.0,,,,,,1714400000.0,,,0.781636,,24400000.0,917500000.0,,,0.0,,,3331200000.0,796200000.0,852828660.0,3073400000.0,,252500000.0,3903782000.0,4210100000.0,,,,,,535800000.0,,-161900000.0,1745900000.0,,962000000.0,,,,,,,,-632800000.0,,,,,,-210700000.0,868200000.0,,,665000000.0,663000000.0,,,,,,,151400000.0,0.0,,,,,,,,,807800000.0,,294300000.0,,,687000000.0,,-1400000.0,,623900000.0,2740600000.0,,,,,119800000.0,,,,,,,,96900000.0,,,,,110900000.0,,,,-1400000.0,,,,1453800000.0,,,1048700000.0,1778900000.0,,1243100000.0,,,10000000.0,,,,-310100000.0,46700000.0,,,72194000.0,4668400000.0,663000000.0,,,7999600000.0,-521100000.0,0.781636,245100000.0,3869600000.0,706300000.0,,852828660.0,,,,,,,,,,,,,,,,,,,,,
1325289600,,,,-117946000.0,-135552000.0,8406700000.0,186600000.0,,182491000.0,,,-94414000.0,-19757000.0,104500000.0,-3986815000.0,-273700000.0,12874000.0,107156000.0,438740000.0,-15332000.0,285600000.0,3082700000.0,,,,,2336400000.0,0.0,,4015304000.0,965051000.0,-2079100000.0,-33276000.0,848118000.0,-272314000.0,1104300000.0,,1041281000.0,-121318000.0,317400000.0,-1344500000.0,-15250000.0,-646200000.0,,,2800700000.0,6818700000.0,,1048200000.0,29781000.0,850839000.0,,,-5000000.0,,1424000000.0,3101503000.0,992877000.0,,3033541000.0,651900000.0,311812000.0,3852054000.0,4419885000.0,,4018000000.0,4991100000.0,107156000.0,2.730781,521955000.0,-421600000.0,-275867000.0,1669298000.0,-33276000.0,901875000.0,-204225000.0,,4037500000.0,10000000.0,2336400000.0,,2192600000.0,-610810000.0,-3986815000.0,2344300000.0,,392600000.0,,-395017000.0,484146000.0,-1083100000.0,2735700000.0,539027000.0,536972000.0,-6900000.0,3448600000.0,,82663000.0,174500000.0,182500000.0,43665000.0,0.0,2.730781,,-140600000.0,,,,854951130.0,17000000.0,881593000.0,4015300000.0,72255000.0,17000000.0,8073800000.0,628017000.0,-2375000000.0,-12852000.0,,651896000.0,2735732000.0,3852054000.0,883600000.0,,,125191000.0,,-449500000.0,2070200000.0,,3082800000.0,438800000.0,3625400000.0,139406000.0,,,110400000.0,1370100000.0,93436000.0,522000000.0,,848100000.0,-588700000.0,,,,1243135000.0,-4000000.0,954700000.0,8846000.0,1370073000.0,4419900000.0,848118000.0,,3923300000.0,10000000.0,854951130.0,8406700000.0,848100000.0,-48130000.0,42122000.0,12600000.0,110600000.0,-75785000.0,4961198000.0,536972000.0,,,8062701000.0,-1778000.0,,285626000.0,4026418000.0,208279000.0,3865000000.0,,,,,,,,,,,,,,,,,,,,,,
1333152000,,,294694000.0,,,,,,144929000.0,,,24879000.0,-12509000.0,,,,7427000.0,99719000.0,450793000.0,,,,,,,,,,,4472142000.0,1060935000.0,,98000.0,1518181000.0,117375000.0,,,1075284000.0,11812000.0,,,,,,,,,0.73,,25431000.0,939677000.0,,,0.0,,,3406577000.0,958022000.0,849978000.0,3041083000.0,,318769000.0,4017084000.0,4495890000.0,,,,,,227261000.0,,-177417000.0,1805936000.0,,972909000.0,,,,,,,,-160130000.0,,,,,,670063000.0,720407000.0,,,623562000.0,621430000.0,,,,,,,44191000.0,0.0,,,,,,,,,824534000.0,,89360000.0,,,730652000.0,,7235000.0,,609079000.0,2735885000.0,,,,,131193000.0,,,,,,,,102375000.0,,,,,109961000.0,,,,-159811000.0,,,,848118000.0,,,8846000.0,1745442000.0,,1518181000.0,,,10000000.0,,,,0.0,44314000.0,,,59047000.0,5087278000.0,621430000.0,,,8493855000.0,-319000.0,0.73,323012000.0,3999105000.0,542990000.0,,849978000.0,,,,,,,,,,,,,,,,,,,,,
1341014400,,,18200000.0,,,,,,80200000.0,,,-248126000.0,31817000.0,,,,4137700000.0,14400000.0,384900000.0,-33184000.0,,,,,,,,,,4553300000.0,975900000.0,,0.0,1079371000.0,-353416000.0,,,979400000.0,-44712000.0,,,,,,-14191000.0,,,0.66,,25400000.0,853300000.0,,,-5000000.0,,,3071700000.0,758400000.0,849500000.0,3038400000.0,,310000000.0,4130282000.0,4666200000.0,,,,,,373800000.0,,-230303000.0,1659900000.0,,875600000.0,,,,,,,,-489330000.0,,,,,,-438810000.0,377067000.0,,,565300000.0,563500000.0,,,,,,,113700000.0,0.0,,,,,,,,,820500000.0,,243400000.0,,,680500000.0,,18300000.0,,625600000.0,2731000000.0,,,,,130000000.0,,,,,,,,103800000.0,,,,,109800000.0,,,,-450349000.0,,,,1518181000.0,,,1204800000.0,1453200000.0,,1079400000.0,,,10000000.0,,,,-146495000.0,44200000.0,,,4013000.0,5301400000.0,563500000.0,,,8373100000.0,-797000.0,0.66,525400000.0,3796800000.0,146764000.0,,849500000.0,,,,,,,,,,,,,,,,,,,,,
1348963200,,,-5946000.0,,,,,,0.0,,,341663000.0,56808000.0,,,,7427000.0,153079000.0,427479000.0,-99185000.0,,,,,,,,,,6577143000.0,536412000.0,,-37506000.0,1157805000.0,-301676000.0,,,869048000.0,-56581000.0,,,,,,3358000.0,,,0.26,,339991000.0,425498000.0,,,0.0,,,5289535000.0,1103883000.0,848419000.0,3136806000.0,,219802000.0,4144424000.0,4856167000.0,,,,,,379702000.0,,-258224000.0,1552379000.0,,447774000.0,,,,,,,,-303287000.0,,,,,,78434000.0,699719000.0,,,219261000.0,217866000.0,,,,,,,54436000.0,0.0,,,,,,,,,580525000.0,,412634000.0,,,683331000.0,,3527000.0,,646419000.0,2731195000.0,,,,,219097000.0,,,,,,,,421274000.0,,,,,109444000.0,,,,-203723000.0,,,,1079371000.0,,,8846000.0,1537507000.0,,1157805000.0,,,10000000.0,,,,-5946000.0,29631000.0,,,97607000.0,5552236000.0,217866000.0,,,10841771000.0,-379000.0,0.26,417751000.0,4240689000.0,441495000.0,,848419000.0,,,,,,,,,,,,,,,,,,,,,
1356912000,,,245400000.0,55807000.0,-14739000.0,9412300000.0,172400000.0,,12200000.0,,,-67200000.0,-20309000.0,101300000.0,-4255600000.0,-147100000.0,4146100000.0,259400000.0,475500000.0,-15000000.0,439900000.0,4287900000.0,,,,,1934600000.0,0.0,,4765100000.0,898400000.0,2097700000.0,-22500000.0,2459500000.0,-163100000.0,1080900000.0,,853400000.0,-91203000.0,359400000.0,1611400000.0,-10000000.0,-1051900000.0,,-316100000.0,3095000000.0,6669300000.0,0.63,1537800000.0,26700000.0,755000000.0,,,-5000000.0,,946700000.0,4287900000.0,857100000.0,845600000.0,4737500000.0,682700000.0,232300000.0,2350126000.0,5156700000.0,,3574300000.0,6095800000.0,259400000.0,2.28,134300000.0,3200000.0,-386000000.0,1651100000.0,0.0,812600000.0,-180684000.0,,5594600000.0,10000000.0,1934600000.0,,848100000.0,1230900000.0,-4255600000.0,1941300000.0,,149200000.0,,1301700000.0,239000000.0,-663200000.0,4203900000.0,533200000.0,531800000.0,-3140000000.0,2973500000.0,,387700000.0,141400000.0,12200000.0,274000000.0,0.0,2.28,,-271700000.0,,,,848300000.0,17000000.0,752000000.0,4765100000.0,359400000.0,17000000.0,10383700000.0,797700000.0,278100000.0,-7300000.0,,682700000.0,4203900000.0,2350126000.0,752000000.0,,,141400000.0,,-152441000.0,1998600000.0,,4737500000.0,475500000.0,3425100000.0,40800000.0,,,92300000.0,2593800000.0,92300000.0,134300000.0,,2459500000.0,-2326100000.0,,,,1157800000.0,-294400000.0,857100000.0,1537800000.0,2593800000.0,5156700000.0,2459500000.0,,3471600000.0,10000000.0,848300000.0,9412300000.0,2459500000.0,-152441000.0,54300000.0,1000000.0,274000000.0,-137807000.0,6095800000.0,531800000.0,,,10383700000.0,2099500000.0,0.63,439900000.0,5594600000.0,-147000000.0,4146100000.0,845600000.0,,,,,,,,,,,,,,,,,,,,,
1364688000,,,-70190000.0,,,,,,35800000.0,,,8300000.0,-5745000.0,,,,2646600000.0,328700000.0,518500000.0,,,,,,,,,,,5058300000.0,867400000.0,,10800000.0,2462300000.0,-376200000.0,,,805700000.0,-31115000.0,,,,,,-1400000.0,,,0.59,,25400000.0,723700000.0,,,,,,4360200000.0,921600000.0,845600000.0,4771900000.0,,234900000.0,2642584000.0,5349200000.0,,,,,,204500000.0,,-316800000.0,1623000000.0,,770000000.0,,,,,,,,-203100000.0,,,,,,2900000.0,594500000.0,,,497000000.0,495400000.0,,,,,,,280400000.0,0.0,,,,,,,,,672300000.0,,357300000.0,,,817300000.0,,800000.0,,692400000.0,4204100000.0,,,,,167400000.0,,,,,,,,35700000.0,,,,,108800000.0,,,,-202900000.0,,,,2459500000.0,,,3342900000.0,2666800000.0,,2462300000.0,,,10000000.0,,,,-70200000.0,53100000.0,,,79664000.0,6416700000.0,495400000.0,,,10776900000.0,-200000.0,0.59,562700000.0,5693500000.0,277700000.0,,845600000.0,,,,,,,,,,,,,,,,,,,,,
1372550400,,,0.0,,,,,,0.0,,,-177900000.0,16426000.0,,,,2850300000.0,288400000.0,452700000.0,-64600000.0,,,,,,,,,,5198500000.0,680100000.0,,2679000.0,1939700000.0,-573900000.0,,,604400000.0,-32512000.0,,,,,,16200000.0,,,0.44,,27400000.0,535800000.0,,,-5000000.0,,,3875000000.0,664200000.0,845000000.0,4765600000.0,,166800000.0,2846222000.0,5636400000.0,,,,,,392900000.0,,-385500000.0,1410200000.0,,565300000.0,,,,,,,,-238500000.0,,,,,,-522700000.0,305900000.0,,,374100000.0,372700000.0,,,,,,,282400000.0,0.0,,,,,,,,,571000000.0,,206500000.0,,,805800000.0,,17000000.0,,683000000.0,4204400000.0,,,,,156400000.0,,,,,,,,39100000.0,,,,,108400000.0,,,,-169100000.0,,,,2462400000.0,,,3342200000.0,2332600000.0,,1939700000.0,,,5000000.0,,,,-188400000.0,50800000.0,,,101299000.0,6779300000.0,372700000.0,,,10654300000.0,200000.0,0.44,622200000.0,5429800000.0,-79600000.0,,845000000.0,,,,,,,,,,,,,,,,,,,,,
1380499200,,,29500000.0,,,,,,0.0,,,31500000.0,-9769000.0,,,,3093400000.0,284200000.0,456900000.0,-59400000.0,,,,,,,,,,5382800000.0,689600000.0,,7400000.0,1795300000.0,-451300000.0,,,617000000.0,-69104000.0,,,,,,-11400000.0,,,0.41,,24100000.0,538900000.0,,,0.0,,,3730300000.0,736100000.0,841900000.0,4789600000.0,,195200000.0,3089414000.0,6032100000.0,,,,,,363500000.0,,-488200000.0,1384500000.0,,580900000.0,,,,,,,,-160400000.0,,,,,,-144300000.0,467200000.0,,,345500000.0,344200000.0,,,,,,,289500000.0,0.0,,,,,,,,,582700000.0,,274200000.0,,,767500000.0,,1700000.0,,704600000.0,4204600000.0,,,,,170600000.0,,,,,,,,36100000.0,,,,,110200000.0,,,,-101000000.0,,,,1939600000.0,,,3344800000.0,2158800000.0,,1795300000.0,,,5000000.0,,,,0.0,49200000.0,,,1148000.0,7205300000.0,344200000.0,,,10935600000.0,32000.0,0.41,643000000.0,5525700000.0,-21000000.0,,841900000.0,,,,,,,,,,,,,,,,,,,,,
1388448000,,,155200000.0,-97188000.0,136107000.0,10986700000.0,196600000.0,,0.0,,,80400000.0,-98100000.0,102600000.0,-4510500000.0,-281400000.0,3401100000.0,238400000.0,500700000.0,-157400000.0,651600000.0,3411100000.0,,,,,1618500000.0,0.0,,5533700000.0,728100000.0,5000000.0,-600000.0,1672700000.0,-358200000.0,769300000.0,,658500000.0,-10844000.0,282800000.0,-786800000.0,-10000000.0,-1703300000.0,,-99000000.0,3267200000.0,5952900000.0,0.48,3349200000.0,25600000.0,574200000.0,,,-5000000.0,,163600000.0,3411100000.0,783500000.0,838300000.0,4784400000.0,693900000.0,172400000.0,3394827000.0,6476200000.0,,2685700000.0,7718700000.0,238400000.0,1.92,208300000.0,-59100000.0,-512800000.0,1535200000.0,0.0,615900000.0,-143575000.0,,5567900000.0,0.0,1618500000.0,,2459500000.0,-258200000.0,-4510500000.0,1624200000.0,,153600000.0,,-122600000.0,499300000.0,-1759600000.0,4204900000.0,407500000.0,406200000.0,-573800000.0,2372600000.0,,0.0,164300000.0,0.0,290400000.0,0.0,1.92,,-94100000.0,,,,842700000.0,17000000.0,597800000.0,5533700000.0,282800000.0,17000000.0,11129800000.0,876700000.0,-860200000.0,-2400000.0,,693900000.0,4204900000.0,3394827000.0,597800000.0,57142000.0,,164300000.0,,-74000000.0,1866900000.0,,4784400000.0,500700000.0,2532100000.0,42600000.0,,,93200000.0,1881000000.0,93200000.0,208300000.0,,1672700000.0,-100800000.0,,,,1795300000.0,17100000.0,783500000.0,3349200000.0,1881000000.0,6476200000.0,1672700000.0,,2965100000.0,0.0,842700000.0,10986700000.0,1672700000.0,155196000.0,43500000.0,17700000.0,290400000.0,-46004000.0,7718700000.0,406200000.0,,57142000.0,11129800000.0,5000000.0,0.48,651600000.0,5567900000.0,-13500000.0,3401100000.0,838300000.0,,,,,,,,,,,,,,,,,,,,,
1396224000,,,,,,,,,47600000.0,,,-6900000.0,-84300000.0,,,,3624300000.0,285500000.0,502300000.0,-52500000.0,,,,,,,,,,5705100000.0,673700000.0,,200000.0,1473100000.0,-388200000.0,,,602000000.0,-102061000.0,,,,,,-9200000.0,,,0.39,,24500000.0,522700000.0,,,,,,3389400000.0,852900000.0,833800000.0,4677700000.0,,204100000.0,3618190000.0,6685500000.0,,,,,,273000000.0,,-323700000.0,1354400000.0,,562900000.0,,,,,,,,-152600000.0,,,,,,-199600000.0,334700000.0,,,324600000.0,323400000.0,,,,,,,73900000.0,0.0,,,,,,,,,607900000.0,,303000000.0,,,752400000.0,,-4200000.0,,749900000.0,4205200000.0,,,63180000.0,,246600000.0,,,,,,,,39100000.0,,,,,109900000.0,,,,-100000000.0,,,,1672700000.0,,,3356200000.0,1746100000.0,,1473100000.0,,,0.0,,,,-64700000.0,40500000.0,,,-10074000.0,7875300000.0,323400000.0,,,11264700000.0,-29000.0,0.39,701200000.0,5530600000.0,11000000.0,,833800000.0,,,,,,,,,,,,,,,,,,,,,
1404086400,,,-16873000.0,,,,,,35700000.0,,,-129500000.0,27500000.0,,,,3878200000.0,283600000.0,565000000.0,-13000000.0,,,,,,,,,,5946900000.0,711300000.0,,4600000.0,1335400000.0,-387900000.0,,,644700000.0,-58684000.0,,,,,,-3800000.0,,,0.4,,25400000.0,558300000.0,,,0.0,,,3312700000.0,1025600000.0,833400000.0,4505400000.0,,225800000.0,3872096000.0,6933700000.0,,,,,,289900000.0,,-375600000.0,1487400000.0,,597200000.0,,,,,,,,-96000000.0,,,,,,-137700000.0,348700000.0,,,338400000.0,337300000.0,,,,,,,76700000.0,0.0,,,,,,,,,649200000.0,,224900000.0,,,842700000.0,,-5700000.0,,754600000.0,4005500000.0,,,64140000.0,,271700000.0,,,,,,,,47500000.0,,,,,110500000.0,,,,-83300000.0,,,,1473100000.0,,,3359400000.0,1625300000.0,,1335400000.0,,,200000000.0,,,,-16900000.0,36900000.0,,,-39843000.0,8195200000.0,337300000.0,,,11507900000.0,300000.0,0.4,776000000.0,5531000000.0,-26900000.0,,833400000.0,,,,,,,,,,,,,,,,,,,,,
1412035200,,,81800000.0,,,,,,84600000.0,,,90100000.0,-76200000.0,,,,4102900000.0,364900000.0,641400000.0,-323400000.0,,,,,,,,,,5848900000.0,642300000.0,,0.0,1034174000.0,-329800000.0,,,631200000.0,-39741000.0,,,,,,-18000000.0,,,0.39,,26300000.0,493800000.0,,,0.0,,,2955500000.0,1224200000.0,829200000.0,4432800000.0,,173900000.0,4096772000.0,7189600000.0,,,,,,208000000.0,,-411600000.0,1474600000.0,,547100000.0,,,,,,,,-423000000.0,,,,,,-301200000.0,435600000.0,,,325800000.0,324300000.0,,,,,,,63900000.0,0.0,,,,,,,,,598400000.0,,298200000.0,,,843400000.0,,-22500000.0,,750000000.0,4005700000.0,,,67324000.0,,214000000.0,,,,,,,,84100000.0,,,,,110100000.0,,,,-99600000.0,,,,1335364000.0,,,3357500000.0,1242200000.0,,1034200000.0,,,200000000.0,,,,,34600000.0,,,68956000.0,8581600000.0,324300000.0,,,11537100000.0,71000.0,0.39,870700000.0,5657000000.0,24000000.0,,829200000.0,,,,,,,,,,,,,,,,,,,,,
1419984000,,,306120000.0,-233700000.0,-7019000.0,12284700000.0,138600000.0,,102700000.0,,,-83600000.0,-100700000.0,103500000.0,-4848300000.0,-682800000.0,4351600000.0,283500000.0,549700000.0,-293800000.0,871100000.0,2411700000.0,,,,,1333000000.0,0.0,,5804500000.0,623500000.0,400000.0,0.0,401700000.0,-554300000.0,754600000.0,,613900000.0,-59577000.0,326200000.0,-1308700000.0,0.0,-1534700000.0,,-28700000.0,3285500000.0,5787700000.0,0.43,3353500000.0,27300000.0,492500000.0,,,0.0,,-174900000.0,2411700000.0,1178600000.0,816600000.0,4293600000.0,766000000.0,149300000.0,4346818000.0,7472800000.0,,2502200000.0,8897100000.0,283500000.0,1.61,338600000.0,-129900000.0,-423800000.0,1471300000.0,,525500000.0,-260063000.0,,5472200000.0,200000000.0,1333000000.0,,1710400000.0,-391800000.0,-4848300000.0,1337900000.0,,269500000.0,,-670200000.0,240700000.0,-1660100000.0,4006000000.0,349200000.0,348000000.0,-381000000.0,2068600000.0,,306328000.0,91200000.0,102700000.0,43900000.0,0.0,1.61,,-59500000.0,,,,828200000.0,17000000.0,621900000.0,5804500000.0,326200000.0,17000000.0,11308800000.0,857400000.0,-1063400000.0,-9800000.0,,766000000.0,4006000000.0,4346818000.0,621900000.0,66723000.0,,91200000.0,,-130300000.0,1359800000.0,,4293600000.0,549700000.0,2232700000.0,88400000.0,,,92900000.0,740300000.0,92900000.0,338600000.0,,401700000.0,-98000000.0,,,,1071900000.0,-40800000.0,1178600000.0,3353500000.0,740300000.0,7472800000.0,401700000.0,,2652200000.0,200000000.0,828200000.0,12284700000.0,401700000.0,-130500000.0,26500000.0,4900000.0,43900000.0,-26058000.0,8897100000.0,348000000.0,,66723000.0,11308800000.0,-1087000.0,0.43,871100000.0,5472200000.0,-183100000.0,4351600000.0,816600000.0,,,,,,,,,,,,,,,,,,,,,
1427760000,,,254800000.0,,,,,,29700000.0,,,-143300000.0,-24700000.0,,,,4553600000.0,282600000.0,470900000.0,-370100000.0,,,,,,,,,,5636500000.0,553000000.0,,0.0,192138000.0,9000000.0,,,478000000.0,-54699000.0,,,,,,-11200000.0,,,0.35,,24900000.0,410100000.0,,,,,,1999800000.0,1047800000.0,805400000.0,4530400000.0,,129200000.0,4548761000.0,7545600000.0,,,,,,83800000.0,,-245800000.0,1274800000.0,,436900000.0,,,,,,,,-400800000.0,,,,,,-171800000.0,221500000.0,,,283700000.0,282400000.0,,,,,,,38400000.0,0.0,,,,,,,,,589200000.0,,297200000.0,,,796800000.0,,-3700000.0,,842900000.0,4006300000.0,,,67213000.0,,370900000.0,,,,,,,,41100000.0,,,,,109800000.0,,,,-80500000.0,,,,363970000.0,,,3350800000.0,276000000.0,,192200000.0,,,250000000.0,,,,,25900000.0,,,39050000.0,9248100000.0,282400000.0,,,11247900000.0,-200000.0,0.35,865100000.0,5578200000.0,-24300000.0,,805400000.0,,,,,,,,,,,,,,,,,,,,,
