date,annualNetIncome,annualNonCurrentDeferredRevenue,annualGoodwill,annualTotalAssets,annualPretaxIncome,quarterlyTotalAssets,trailingNetIncome,annualLongTermDebt,annualAccountsReceivable,annualCashDividendsPaid,quarterlyLongTermDebt,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsReceivable,annualSaleOfInvestment,annualCommonStockIssuance,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,annualOperatingIncome,annualDepreciationAndAmortization,annualTotalRevenue,annualPurchaseOfInvestment,quarterlySellingGeneralAndAdministration,annualRetainedEarnings,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualInvestingCashFlow,quarterlyGoodwill,annualCashFlowFromContinuingFinancingActivities,quarterlyNetIncomeCommonStockholders,annualEndCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,annualAccountsPayable,quarterlyCashDividendsPaid,annualNetPPE,quarterlyCurrentDebt,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualOtherIntangibleAssets,quarterlyInterestExpense,annualOtherShortTermInvestments,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,annualRepurchaseOfCapitalStock,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,annualInterestExpense,annualBeginningCashPosition,annualGrossPPE,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,annualCapitalExpenditure,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualCurrentDebt,annualTaxProvision,quarterlyRepaymentOfDebt,quarterlyNetPPE,annualCurrentDeferredRevenue,quarterlyTaxProvision,annualCapitalStock,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualNetOtherFinancingCharges,trailingTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyRetainedEarnings,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,trailingSellingGeneralAndAdministration,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyOperatingIncome,annualDilutedEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingInvestingCashFlow,trailingChangeInAccountPayable,annualOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyTotalNonCurrentAssets,annualOperatingExpense,trailingCashDividendsPaid,trailingChangeInWorkingCapital,quarterlyCurrentLiabilities,annualCostOfRevenue,quarterlyGrossProfit,trailingBasicAverageShares,annualEbitda,trailingOperatingIncome,quarterlyResearchAndDevelopment,annualChangeInInventory,quarterlyBasicAverageShares,trailingOperatingCashFlow,trailingPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyChangesInAccountReceivables,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,trailingNetOtherFinancingCharges,annualInventory,quarterlyOtherIncomeExpense,annualStockBasedCompensation,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,annualDilutedAverageShares,trailingResearchAndDevelopment,quarterlyBasicEPS,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingSaleOfInvestment,annualCurrentAssets,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingFreeCashFlow,quarterlyCurrentAssets,quarterlyEbitda,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,trailingRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualAccumulatedDepreciation,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,annualBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyOtherNonCurrentAssets,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualOtherIncomeExpense,trailingDilutedAverageShares,annualOtherNonCurrentLiabilities,annualGrossProfit,trailingCommonStockIssuance,trailingOperatingExpense,quarterlyAccumulatedDepreciation,trailingEndCashPosition,trailingChangeInCashSupplementalAsReported,annualOtherCurrentAssets,trailingCapitalExpenditure,quarterlyStockBasedCompensation,quarterlyDilutedAverageShares,annualBasicAverageShares,trailingStockBasedCompensation,trailingCostOfRevenue,annualOtherCurrentLiabilities,trailingInterestExpense,trailingRepurchaseOfCapitalStock,trailingGrossProfit,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBeginningCashPosition,quarterlyChangeInInventory,annualCurrentLiabilities,trailingBasicEPS
2014-12-31,963000000.0,,1061000000.0,992856000000.0,3361000000.0,987706000000.0,,133213000000.0,6848000000.0,,133213000000.0,,96626000000.0,518000000.0,6848000000.0,106860000000.0,17000000.0,50424000000.0,-1313000000.0,238309000000.0,4723000000.0,692000000.0,14881000000.0,-113588000000.0,1717000000.0,,320000000.0,888000000.0,-7419000000.0,1061000000.0,-4663000000.0,546000000.0,17113000000.0,17113000000.0,2625000000.0,-449000000.0,,5742000000.0,,2100000000.0,,12019000000.0,49352000000.0,594000000.0,8822000000.0,95401000000.0,-24806000000.0,178000000.0,1034000000.0,933025000000.0,594000000.0,238308000000.0,7152000000.0,-678000000.0,-31000000.0,-31000000.0,49352000000.0,29663000000.0,,35859000000.0,17180000000.0,2100000000.0,1194000000.0,7717000000.0,-53000000.0,213000000.0,26748000000.0,5742000000.0,925000000.0,-151846000000.0,29663000000.0,16460000000.0,-375000000.0,,,637000000.0,,46634000000.0,-63000000.0,,859000000.0,-36676000000.0,2100000000.0,,68000000.0,925000000.0,,-2421000000.0,-503000000.0,,934360000000.0,,8565000000.0,,11644000000.0,-449000000.0,144000000.0,388000000.0,,9888000000.0,,-1216000000.0,7527000000.0,3097000000.0,1034000000.0,2502000000.0,,,-9634000000.0,2100000000.0,783000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,,,,1053383000000.0,,,,,140299000000.0,5340000000.0,90026000000.0,7476000000.0,6514000000.0,,,,,257639000000.0,,,,,1272000000.0,,1185000000.0,1769000000.0,,1064000000.0,,1769000000.0,,24102000000.0,9169000000.0,956000000.0,,,,,,,59512000000.0,,8919000000.0,,-20782000000.0,164000000.0,,987411000000.0,587000000.0,,-3982000000.0,1049000000.0,,,,,,,,,,,,,29128000000.0,5340000000.0,926000000.0,,36527000000.0,17113000000.0,,,,-463000000.0,,53503000000.0,,,,-41177000000.0,2088000000.0,,450000000.0,,,-396000000.0,,,,,-6517000000.0,,,,,1635000000.0,,,,,-3982000000.0,4330000000.0,1255000000.0,,,,2289000000.0,,1635000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,,,,864920000000.0,,,,,137579000000.0,,85896000000.0,-2930000000.0,6218000000.0,,,,,240106000000.0,,,,,1775000000.0,,1508000000.0,1359000000.0,,1024000000.0,,1359000000.0,,21302000000.0,-3933000000.0,725000000.0,,,,,,,61222000000.0,,8334000000.0,,-12810000000.0,158000000.0,,817577000000.0,589000000.0,,1056000000.0,-9000000.0,,,,,,,,,,,,,14817000000.0,4853000000.0,928000000.0,,29786000000.0,24102000000.0,,,,-1169000000.0,,46767000000.0,,,,-35285000000.0,2021000000.0,,451000000.0,,,-1028000000.0,,,,,61000000.0,,,,,1959000000.0,,,,,1056000000.0,4548000000.0,1295000000.0,,,,-53000000.0,,1959000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,,862039000000.0,,,,,132893000000.0,,86724000000.0,4729000000.0,6043000000.0,,,,,238922000000.0,,,,,1726000000.0,,1011000000.0,1064000000.0,,955000000.0,,1064000000.0,,26365000000.0,-2955000000.0,579000000.0,,,-929000000.0,,,,69701000000.0,,8517000000.0,,-11071000000.0,152000000.0,,815398000000.0,591000000.0,,14631000000.0,34000000.0,,,,,,,,,,,,,7552000000.0,4727000000.0,928000000.0,,29040000000.0,21302000000.0,,,,-1500000000.0,,46022000000.0,,,,-43352000000.0,2007000000.0,,375000000.0,,,482000000.0,,,,,12641000000.0,,,,0.0,1386000000.0,,,,,14631000000.0,3913000000.0,1276000000.0,,,,-6947000000.0,,1386000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,4926000000.0,,985000000.0,841769000000.0,7334000000.0,837855000000.0,,128554000000.0,6228000000.0,-1393000000.0,128554000000.0,,87000000000.0,-5667000000.0,6228000000.0,62638000000.0,34000000.0,47832000000.0,-2485000000.0,230489000000.0,5959000000.0,634000000.0,17513000000.0,-54314000000.0,2338000000.0,,1706000000.0,734000000.0,4196000000.0,985000000.0,-11165000000.0,734000000.0,20379000000.0,20379000000.0,1915000000.0,-380000000.0,,5156000000.0,0.0,2027000000.0,,10577000000.0,51446000000.0,582000000.0,7990000000.0,87000000000.0,-9651000000.0,160000000.0,1155000000.0,792245000000.0,582000000.0,230489000000.0,-1481000000.0,-34000000.0,,-20000000.0,51446000000.0,27990000000.0,,33760000000.0,17113000000.0,2027000000.0,,7603000000.0,,4926000000.0,11141000000.0,5156000000.0,928000000.0,-153429000000.0,27990000000.0,26365000000.0,-353000000.0,,,2573000000.0,,44972000000.0,3608000000.0,,1924000000.0,-33615000000.0,2027000000.0,,649000000.0,928000000.0,,-1543000000.0,1040000000.0,,793299000000.0,,-1057000000.0,,10224000000.0,-380000000.0,0.0,2355000000.0,,5128000000.0,,-6926000000.0,-1128000000.0,4723000000.0,1155000000.0,5410000000.0,,,-6454000000.0,2027000000.0,1202000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,885659000000.0,,,,,126097000000.0,,88545000000.0,,5701000000.0,,,,,251919000000.0,,,,,,,,,,980000000.0,,,,,,992000000.0,,,,,,,55145000000.0,,,,,,,835954000000.0,620000000.0,,,,,,,,,,,,,,,,,4159000000.0,931000000.0,,32100000000.0,,,,,,,49086000000.0,,,,,1972000000.0,,,,,,,,,,,,,,,,,,,,,,1109000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,4975000000.0,624000000.0,903000000.0,842216000000.0,6314000000.0,842216000000.0,,120457000000.0,5588000000.0,-2521000000.0,120457000000.0,,82912000000.0,,5588000000.0,34250000000.0,,47257000000.0,1084000000.0,212407000000.0,6314000000.0,536000000.0,17813000000.0,-29071000000.0,,24371000000.0,,,6134000000.0,903000000.0,-19057000000.0,,16164000000.0,,,1170000000.0,,4394000000.0,,2002000000.0,,8553000000.0,18144000000.0,581000000.0,,82912000000.0,,,495000000.0,794353000000.0,581000000.0,212407000000.0,,,,-52000000.0,18144000000.0,5897000000.0,,30941000000.0,20379000000.0,2002000000.0,,7825000000.0,,4975000000.0,,4394000000.0,39000000.0,-124790000000.0,5897000000.0,,-351000000.0,,,,,47257000000.0,-4370000000.0,,1705000000.0,,2002000000.0,,,39000000.0,,,10000000.0,,794353000000.0,,,624000000.0,8202000000.0,1170000000.0,,,,809000000.0,24371000000.0,,,,495000000.0,4609000000.0,,,,2002000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,,,,862051000000.0,,,,,115308000000.0,3394000000.0,73135000000.0,,4897000000.0,,,,,227650000000.0,,,,,,,,,,868000000.0,,,,,,1253000000.0,,,,,,,17894000000.0,,,,,,,811692000000.0,623000000.0,,,,,,,,,,,,,,,,,3394000000.0,39000000.0,,4963000000.0,,,,,,,49685000000.0,,,,,1938000000.0,,,,,,,,,,,682000000.0,,,,,,,27679000000.0,,,,357000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,5464000000.0,362000000.0,816000000.0,846216000000.0,8085000000.0,843878000000.0,,112054000000.0,4528000000.0,-2564000000.0,112054000000.0,,69730000000.0,,4528000000.0,35717000000.0,7000000.0,50406000000.0,703000000.0,201151000000.0,7200000000.0,520000000.0,18411000000.0,-25553000000.0,1600000000.0,27022000000.0,1017000000.0,1015000000.0,11754000000.0,816000000.0,-3948000000.0,1015000000.0,18977000000.0,,,1112000000.0,,3606000000.0,,1801000000.0,,-5253000000.0,21989000000.0,653000000.0,,69730000000.0,,,479000000.0,794734000000.0,653000000.0,201153000000.0,,,,-26000000.0,21989000000.0,4362000000.0,,30243000000.0,16164000000.0,1801000000.0,,8110000000.0,,5464000000.0,,3606000000.0,39000000.0,-99180000000.0,4362000000.0,,-264000000.0,,,,,48429000000.0,2553000000.0,,2539000000.0,,1801000000.0,,543000000.0,39000000.0,,,0.0,,795095000000.0,,,362000000.0,-5517000000.0,1112000000.0,,1560000000.0,,-13546000000.0,27022000000.0,,,4368000000.0,479000000.0,5546000000.0,,,,1801000000.0,1560000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,1254000000.0,1225000000.0,,,,1225000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463000000.0,,,,,,,,,,,,,1718000000.0,,,,,,4489000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,,,,,903499000000.0,,,,,132324000000.0,,,,,,,,,230186000000.0,,,,,,,1402000000.0,1380000000.0,,,,1380000000.0,,,,1479000000.0,,,,,,,38276000000.0,,,,,,,854808000000.0,,,,,,,,,,,,,,,,,,108000000.0,,,3495000000.0,,,,,,,47957000000.0,,,,,1775000000.0,,532000000.0,,,,,,,,,341000000.0,,,,1933000000.0,,,27374000000.0,,,4394000000.0,414000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,,,,,,,,,,,,,,,,,,,,,,,,1346000000.0,,1542000000.0,775000000.0,,,,775000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582000000.0,,,,,,,,,,,,,2124000000.0,,,,,,4646000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,4761000000.0,180000000.0,918000000.0,887030000000.0,6986000000.0,884603000000.0,,133475000000.0,51000000.0,-2607000000.0,133475000000.0,,,,51000000.0,34385000000.0,4000000.0,50932000000.0,-1764000000.0,195145000000.0,,520000000.0,18304000000.0,-28760000000.0,4276000000.0,28339000000.0,639000000.0,1330000000.0,5451000000.0,918000000.0,15983000000.0,1330000000.0,47529000000.0,,,1002000000.0,,61000000.0,,1659000000.0,,6915000000.0,49988000000.0,921000000.0,,31223000000.0,,,403000000.0,834752000000.0,921000000.0,197524000000.0,,,,,49987000000.0,3621000000.0,,13787000000.0,18977000000.0,1659000000.0,,8345000000.0,,4761000000.0,,61000000.0,,-135816000000.0,3621000000.0,,-286000000.0,,,,,49048000000.0,28349000000.0,,2116000000.0,,1659000000.0,,513000000.0,,,,,,835295000000.0,,,180000000.0,6629000000.0,1002000000.0,,1153000000.0,,2119000000.0,28339000000.0,-111000000.0,,4718000000.0,403000000.0,4869000000.0,,,,1659000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,,,,,904935000000.0,,,,,135695000000.0,,33369000000.0,,,,,,,200171000000.0,,,,,,,1140000000.0,1119000000.0,,,,1119000000.0,,,,,,,,,,,45631000000.0,,,,,,,851312000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,52788000000.0,,,,,2920000000.0,,443000000.0,,,,,,,,,,,,,1582000000.0,,,,,,4576000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,,,,909945000000.0,,,,,133134000000.0,,31294000000.0,,,,,,,195113000000.0,,,,,,,614000000.0,588000000.0,,,,588000000.0,,,,608000000.0,,,,,,,52171000000.0,,,,,,,859222000000.0,,,,,,,,,,,,,,,,,,,39000000.0,,4218000000.0,,,,,,,49862000000.0,,,,,2825000000.0,,297000000.0,,,,,,,,,,,,,911000000.0,,,28528000000.0,,,3435000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,,,,922391000000.0,,,,,135928000000.0,,33135000000.0,,,,,,,199397000000.0,,,,,1462000000.0,,1368000000.0,1345000000.0,,,,1345000000.0,,,,,,,,,,,54936000000.0,,,,,,,867981000000.0,,,,,,,,,,,,,,,,,,,17116000000.0,,1470000000.0,,,,,,,53511000000.0,,,,,3100000000.0,,543000000.0,,,,,,,,,,,,,1911000000.0,,,34930000000.0,,,4626000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
