date,quarterlyDilutedEPS,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualEbitda,annualRepaymentOfDebt,annualGrossPPE,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,annualInterestExpense,quarterlyOperatingExpense,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyChangeInInventory,quarterlyCashAndCashEquivalents,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,trailingGrossProfit,trailingCapitalExpenditure,annualTotalNonCurrentAssets,annualCapitalExpenditure,quarterlySaleOfInvestment,annualSellingGeneralAndAdministration,annualDilutedAverageShares,trailingInterestExpense,quarterlyNetOtherInvestingChanges,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,annualOtherNonCashItems,quarterlyEbitda,trailingNetOtherFinancingCharges,trailingTaxProvision,annualInventory,annualOperatingExpense,annualNetOtherFinancingCharges,annualPurchaseOfBusiness,annualCurrentDebt,annualCostOfRevenue,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyOtherCurrentLiabilities,trailingFreeCashFlow,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyOperatingCashFlow,quarterlyTaxProvision,annualNonCurrentDeferredTaxesLiabilities,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncome,quarterlyPurchaseOfBusiness,trailingCashDividendsPaid,annualChangeInInventory,quarterlyCurrentAssets,annualBasicAverageShares,quarterlyCurrentLiabilities,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,trailingOperatingExpense,quarterlyChangeInWorkingCapital,quarterlyNetPPE,quarterlyNonCurrentDeferredRevenue,trailingCostOfRevenue,quarterlyPretaxIncome,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,annualChangeInWorkingCapital,quarterlyAccountsReceivable,quarterlyGoodwill,annualRetainedEarnings,annualNetOtherInvestingChanges,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,annualGoodwill,annualFreeCashFlow,quarterlyDilutedAverageShares,annualCommonStockIssuance,annualOtherShortTermInvestments,annualPretaxIncome,annualCashDividendsPaid,annualBasicEPS,quarterlyTotalNonCurrentAssets,annualNetIncome,annualTotalRevenue,annualAccountsPayable,trailingInvestingCashFlow,trailingOperatingIncome,annualAccountsReceivable,trailingResearchAndDevelopment,annualPurchaseOfInvestment,annualOtherCurrentAssets,quarterlyLongTermDebt,annualInvestingCashFlow,quarterlyNetIncome,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,annualEndCashPosition,annualTaxProvision,annualTotalAssets,trailingPurchaseOfInvestment,annualStockholdersEquity,annualOperatingIncome,annualLongTermDebt,annualNonCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyBasicAverageShares,annualDepreciationAndAmortization,annualCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualSaleOfInvestment,trailingEndCashPosition,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,annualDilutedEPS,quarterlyInventory,quarterlyNetOtherFinancingCharges,annualOperatingCashFlow,annualCurrentAssets,quarterlyCashDividendsPaid,annualNetPPE,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentDeferredRevenue,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,trailingOtherIncomeExpense,trailingChangeInAccountPayable,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,trailingOtherNonCashItems,annualInvestmentsAndAdvances,trailingRepurchaseOfCapitalStock,annualIncomeTaxPayable,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,trailingBasicEPS,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,annualOtherIncomeExpense,trailingDeferredIncomeTax,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOperatingCashFlow,trailingBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyAccumulatedDepreciation,annualAccumulatedDepreciation
2010-12-31,,,,2768758813.75,-5212428906.31,3978519878.93,27730000.0,1368252869.36,1263070210.04,9134559252.97,875924470.84,213478738.07,1313507514.52,4776502662.87,100711454.45,,6338337214.73,1992643338.0,6341571459.55,43519749.66,,,7461794142.92,-550300866.1,-253311585.44,4806033999.82,1992504543.0,,185627881.81,1992643338.0,5326345725.43,,-974953581.21,8667661312.16,2735429.96,3141844.0,1778984696.65,-183520139.17,372633534.18,9517844045.86,236944274.32,473955164.75,,,5040728668.56,4909408871.81,1998954124.74,-2073615548.63,4790646771.07,30619947740.29,,,27730000.0,,3978519878.93,,771636483.94,6791118403.41,,120536359.86,43519749.66,3117022691.64,16284756691.1,,-43906095.53,,-859194806.16,20707226032.44,1992504543.0,15917546019.54,,,,,,,3978519878.93,,,419839741.48,,380626112.57,3234244.82,7831702997.16,-340969084.08,6794354374.64,422781218.07,3117022691.64,215107855.42,,28169020175.36,422781218.07,1135786937.37,,2046417648.24,3234244.82,2172536599.05,-545640492.3,0.6867,7461794142.92,1368252869.36,37411066143.7,8667661312.16,,,6794354374.64,,-1325394647.69,2735429.96,66097628.34,-2742973070.79,263138926.6,,100711454.45,299303381.62,1285243919.43,6039572872.91,393551902.4,28169020175.36,,9134559252.97,1881709531.6,66097628.34,,,367210671.56,,6338337214.73,4790646771.07,,382743476.63,15917546019.54,45215471.33,-1203405352.18,54115423.27,430389080.66,,1686141048.7,-1169273684.97,263138926.6,16284756691.1,6039572872.91,0.6867,5040728668.56,11416629.56,1686087803.47,20707226032.44,-117964910.93,3978519878.93,45215471.33,875924470.84,367210671.56,,6341571459.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,0.4259,,,,,,,,,9940449840.71,852654199.67,,1294132935.37,,,,6346293360.84,,6349304392.06,177006191.07,,,,,108192025.5,,,,-154895633.76,1992643338.0,6039572872.93,,-1645059518.77,9406329560.01,7429680.96,46315962.0,,-172302250.87,579213245.75,11868196385.35,,1320516989.77,,,,,,,,,,,15730000.0,,3853866854.86,,44295535.34,,,277909665.58,,3965616324.85,,,,,,23540741938.04,,18551941461.35,,,,,,,3853866854.86,,,1237911686.85,,258566211.44,3011031.22,9994850204.23,,8081017686.98,359747989.04,,,,31565411457.59,,,1992471550.0,,,,,,8024669519.55,,,,,,,,,,40514388.68,,848593633.21,,72550138.98,960002021.27,1244016634.85,,,,,,,,,0.4259,483460748.21,,,6724073124.07,1992471550.0,,,44668015.23,-1951591169.04,82605302.92,,,1873346181.12,-2121241321.17,848593633.21,19035402209.56,6083868408.27,,4774926742.18,27357932.28,,,-104041005.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,,,,,,,,22727156541.94,1201596663.19,,1299365586.0,,,,16040795064.8,,16043585529.62,263734542.9,,,,,179101250.54,,,,302810388.03,2688910538.0,6083868408.27,,-5518523383.16,11611418249.95,2735429.96,13324331314.79,,-27143866.77,544669834.16,13341993556.56,,706822904.61,,,,,,,,,,,15730000.0,,3847023276.21,,9671818024.53,,,60107875.67,,4141210168.1,,,,,,34742480053.37,,19371073043.45,,,,,,,3847023276.21,,,594064042.91,,412290077.21,2790464.82,11497958136.4,,10628194370.55,2618617456.44,,,,45327263967.29,,,,,,,,,10584783913.92,,,,,,,,,,40022025.99,,454602907.88,,112156274.62,533956167.24,1264667191.54,,,,,,,,,,597456771.09,,,4596632728.0,,,,44120549.77,1865689691.74,112758861.7,,,1844035420.16,-422528385.6,454602907.88,19968529814.54,15755686432.8,,6509011942.93,13401356690.4,,,-119876533.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,0.1333,,,,,,,,,22550611760.25,1188176555.98,,1383290860.92,,,,14770598985.77,,14773249719.99,261376494.87,,,,,192872346.79,,,,192838305.42,2688910538.0,15755686432.8,,-2646941325.1,13080558113.14,2735429.96,1.0,,-88223128.79,600002813.99,14376031043.37,,714059480.22,,,,,,,,,,,15730000.0,,4103544922.77,,-1635399195.99,,,133794503.45,,4950643566.65,,,-58491820.3,,,36739743377.78,,21922113509.05,,,,,,,4103544922.77,,,580617630.75,,-503617813.02,2650734.22,12392737368.46,,12357839535.25,2646163906.59,,,,47996574464.3,,,2688324981.0,,,,,,11256831086.52,,,,,,,,,,39704137.85,,358353719.94,,91101173.21,446823127.3,1337055294.67,,,,,,,,,0.1333,786958535.72,,,4956310187.47,2688324981.0,,,44281764.84,-351141797.7,133441849.47,,,1983293674.91,-84678681.96,358353719.94,22709072044.77,14289586563.12,,7444488863.27,-269767676.19,,,-390176287.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,,,,3976066533.97,-12753307894.8,4039587999.2,730000.0,2042238482.84,8344259259.99,23078472247.95,1276234104.08,461796943.2,1513834074.6,6210448737.91,351465119.44,,14850053673.66,2688910538.0,14852712437.66,266287608.24,,,11671997740.99,-413535764.5,-3853561.91,5423073375.17,2420574236.0,,-218015115.22,2688910538.0,14289586563.12,,-2942783667.77,12659470260.73,144481908.13,-1.56,2446029681.53,-125866518.07,614938416.79,14630725823.16,703735997.52,688055752.01,,,8297482726.0,5584284100.73,13010780972.23,-4054228225.39,5674728861.48,46882191570.13,,,730000.0,,4039587999.2,,263544896.11,8017680933.98,,105253288.87,266287608.24,5196260657.58,21686357160.46,,-1506480445.84,,-1565903432.74,35995825182.31,2420574236.0,20855910247.67,,,,,,,4039587999.2,,,555188694.57,,1191663771.69,2658764.0,12501953331.77,-1055795030.7,10606364608.21,2988894594.17,5196260657.58,122737944.47,,47667822923.3,2988894594.17,1358902247.32,,13370647276.23,2658764.0,3035102055.06,-775317296.73,0.8437,11671997740.99,2042238482.84,54899872504.11,12659470260.73,,,10606364608.21,,0.0,144481908.13,52311466.84,-3790423474.66,329215777.85,,351465119.44,449935405.7,1486624100.18,14554707997.9,589072373.53,47667822923.3,,23078472247.95,2433396833.25,52311466.84,,,830446912.79,,14850053673.66,5674728861.48,,479167535.71,20855910247.67,76924942.82,437043275.0,132867057.44,476312060.92,,2128772491.39,-1161975085.93,329215777.85,21686357160.46,14554707997.9,0.8437,8297482726.0,-148165974.26,1772438011.82,35995825182.31,-161223470.36,4039587999.2,76924942.82,1276234104.08,830446912.79,,14852712437.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,0.2144,,,,,,,,,23654899823.97,1313209726.29,,1602879906.39,,,,14366088337.58,,14368674736.58,266108238.62,,,,,2872191.3,,,,11616533.4,2688910538.0,14554707997.9,,-1929985629.59,13638476861.64,106005053.88,2000000.0,,-116668810.26,725898567.48,16657603310.67,,896708479.02,,,,,,,,,,,730000.0,,4047720201.61,,-462310846.26,,,150935584.19,,5772829430.32,,,-74874698.45,,,37416309256.06,,21766781679.93,,,,,,,4047720201.61,,,831463472.17,,-141145216.9,2586399.0,14328824836.8,,13149596468.06,3102151024.48,,,,49347515235.25,,,2689220022.0,,,,,,11931205979.19,,,,,,,,,,41770947.91,,576568772.74,,444220090.49,680527887.98,1556560466.63,,,,,,,,,0.2144,904454342.7,,,5487981293.83,2689220022.0,,,73732855.21,0.0,65245006.85,,,2328778473.87,-115622812.93,576568772.74,22671236022.63,14092397151.64,,7784935389.5,-29297565.86,,,-143503128.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,,,,,,,,,23772539187.17,1305879322.97,,1577523039.52,,,,14596847974.89,,14600091654.29,273110102.43,,,,,2651360.84,,,,-35609421.05,2688910538.0,14092397151.64,,-2469115604.41,14259530344.2,114480252.02,7000000.0,,-126476739.05,732466092.92,16963592242.79,,1046368833.18,,,,,,,,,,,730000.0,,4061661918.83,,274682144.31,,,203990059.67,,5902827893.41,,,-128481247.52,,,38624780975.22,,22839909638.76,,,,,,,4061661918.83,,,866202383.0,,508225702.88,3243679.4,14653603110.35,,13682141263.25,3171104036.26,,,,50697749546.94,,,,,,,,,12072968571.72,,,,,,,,,,41770947.82,,571147238.1,,465411634.02,662212323.33,1532087363.8,,,,,,,,,,968031512.46,,,5472667710.05,,,,87775014.95,,180166450.18,,,2309989132.44,-263539306.73,571147238.1,23807941151.22,14367079295.95,,8098908066.4,4848926.91,,,-108641152.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,0.1485,,,,,,,,,24066067403.84,1418569144.98,,1626863133.8,,,,13208934004.13,,13211918851.01,285191334.43,,,,,106814688.69,,,,-28640145.33,2688910538.0,14367079295.95,,-2779605597.14,15270986075.21,34548454.73,41526309.0,,-204753226.37,614008433.7,17526107760.1,,715787632.03,,,,,,,,,,,830000.0,,4101435406.34,,-1429810987.31,,,109727153.26,,6249809401.2,,,-218535890.73,,,38962205594.44,,22618318393.69,,,,,,,4101435406.34,,,609560010.06,,-107768095.24,2984846.88,15285236192.6,,14824836654.71,3177020754.35,,,,51129667412.23,,,2687680108.0,,,,,,12167461817.79,,,,,,,,,,43641158.61,,399120496.01,,638437492.57,499832856.8,1581596785.93,,,,,,,,,0.1485,1157911134.64,,,4865456825.49,2687680108.0,,,58764041.0,,106227621.97,,,2240871567.5,-277429336.27,399120496.01,23776229528.33,12937268308.64,,8785139443.11,40409755.25,,,-586644207.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,,,,4096701824.07,-8897811021.29,4259436100.38,730000.0,2052871698.55,-1253807196.51,24639299336.2,1406711756.8,472381266.74,1810373865.93,14554707997.9,946442304.08,,13525398266.52,2688910538.0,13528318745.48,282348608.09,,,12267108010.98,-708908385.33,67270560.75,6429917378.68,2688764504.0,,574792828.23,2688910538.0,12937268308.64,,-1719104190.15,14574916196.92,455393423.9,4535891.0,2460587850.64,-261009609.65,595503925.72,16930814505.63,493216731.04,1098076179.98,,,9809700268.5,6617639945.64,-56479830.57,-493536646.03,4900043194.98,58792600853.73,,,730000.0,,4259436100.38,,363632492.75,9285516965.46,,162486199.94,282348608.09,6718267387.05,23368162104.43,,-71644809.33,,-1466409342.55,38801929974.15,2688764504.0,22098058426.35,,,,,,,4259436100.38,,,780500982.47,,182554194.83,2920478.96,14524936713.98,-2001361922.98,12604314317.55,3172826135.09,6718267387.05,522159795.25,,51069037985.13,3172826135.09,441866585.57,,55062200.0,2920478.96,3087726847.7,-891225616.98,0.7635,12267108010.98,2052871698.55,68078117819.19,14574916196.92,,,12604314317.55,,,455393423.9,40772765.91,-401270935.38,506035191.7,,946442304.08,618014782.53,1759672762.32,13300900801.39,627138997.06,51069037985.13,,24639299336.2,2667877019.82,40772765.91,,,1270103678.08,,13525398266.52,4900043194.98,,536593709.63,22098058426.35,105364369.43,,317575197.51,179608801.58,,2405877791.65,255320520.55,506035191.7,23368162104.43,13300900801.39,0.7635,9809700268.5,-72440946.87,1150774970.9,38801929974.15,-52437129.0,4259436100.38,105364369.43,1406711756.8,1270103678.08,,13528318745.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,0.2327,,,,,,,,,25262937447.25,1381077730.98,,1833056414.9,,,,12914801874.27,,12915185874.07,278176735.65,,,,,5243069.89,,,,-4220814.15,2688910538.0,13300900801.39,,-2939593862.2,15680422502.48,130348810.68,13720000.0,,-254629746.75,782300640.17,19590198049.21,,926828297.13,,,,,,,,,,,730000.0,,4359539942.28,,-606857569.45,,,157754803.57,,7343931406.84,,,-22533928.56,,,40529366761.26,,23198375515.54,,,,,,,4359539942.28,,,894585043.38,,-512455992.68,383999.8,16974840994.14,,16069025666.06,3191703824.19,,,,52938336254.53,,,2688715169.0,,,,,,12408969493.27,,,,,,,,,,53378356.91,,625664019.79,,978999325.42,736830239.81,1766898303.24,,,,,,,,,0.2327,1311094417.98,,,4788489817.81,2688715169.0,,,82509417.4,-7825272.0,32243253.75,,,2615357055.07,-232097064.04,625664019.79,24509469933.52,12694043231.94,,8731679978.43,9899680.44,,,-106782812.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,,,,,,,,24916854336.27,1521760716.18,,1742041682.11,,,,12505394929.22,,12505697308.22,305315545.7,,,,,407252.09,,,,107737897.16,2688910538.0,12694043231.94,,-2761039972.16,16258544144.96,307133889.6,11558103.0,,-159361399.8,777432797.49,19127703748.93,,971682288.92,,,,,,,,,,,730000.0,,4514225318.48,,-386653406.52,,,154291839.01,,7256763263.87,,,-980534167.31,,,41131657283.43,,24801467421.22,,,,,,,4514225318.48,,,814599376.23,,437155077.22,302379.0,16608229269.33,,16076298888.27,3657260174.31,,,,54201618384.49,,,,,,,,,13069961101.06,,,,,,,,,,64100168.91,,563945386.15,,1094993128.72,660307537.22,1703047214.19,,,,,,,,,,1464948843.33,,,5048683813.12,,,,98146937.27,7825272.0,157082912.69,,,2519474479.6,-997105514.59,563945386.15,26266416264.55,12307389825.42,,9263618434.89,11109467.26,,,-85638711.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,0.1815,,,,,,,,,25399988761.58,1532133047.09,,1755644706.16,,,,12272045700.6,,12272409063.6,302356968.32,,,,,200583594.81,,,,22734023.88,2688910538.0,12307389825.42,,-2627012341.64,16408011371.05,312787501.28,4040000.11,,-191015071.77,662219302.37,19339735450.36,,744575417.68,,,,,,,,,,,730000.0,,4457043274.66,,-231381722.28,,,161075052.46,,7744558043.03,,,-15442014.06,,,41908679479.39,,24977474078.73,,,,,,,4457043274.66,,,744575417.68,,23242375.56,363363.0,16921871441.83,,16672007761.89,3657260174.31,,,,54996366665.01,,,2689075746.0,,,,,,13087687185.62,,,,,,,,,,78760910.31,,488067247.9,,1174773835.9,583500365.22,1702704132.67,,,,,,,,,0.1815,1556431714.53,,,5361362224.92,2689075746.0,,,88604957.35,0.0,0.0,,,2417864008.53,60620497.66,488067247.9,26533905793.26,12076008103.14,,9769886286.63,693838.45,,,-762569413.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,,,4224305612.76,-10475403841.04,4808917838.33,26408904.0,2242925141.06,-655533948.22,25953812431.68,1540312990.95,413746740.28,2010214125.22,13300900801.39,1197100172.34,,12978484745.4,2688910538.0,12978824731.2,288812292.71,,,13796548488.3,-905058429.66,44738971.72,7135276599.06,2689036256.0,,54458638.18,2688910538.0,12076008103.14,,-2147757665.04,16875846156.19,369560057.67,6157032.64,2626618313.84,-300052211.34,679765191.88,20165180108.85,480081586.53,1220833264.25,,,10996520054.33,7340956928.39,-527907657.26,-589166384.17,5897961043.81,67980142497.05,,,26408904.0,,4808917838.33,,569358750.03,10242674860.3,,161106352.38,288812292.71,8252646241.75,27310540109.04,,429343725.76,,-1179719486.52,42514973082.06,2689036256.0,25698892182.37,,,,,,,4808917838.33,,,807086523.97,,120449804.19,339985.8,17475200791.75,-2248600603.23,15183536841.51,3643294327.24,8252646241.75,180709745.07,,56311521570.36,3643294327.24,68391264.29,,35475135.75,339985.8,3260846361.26,-1055396286.51,0.8341,13796548488.3,2242925141.06,78222817357.35,16875846156.19,,,15183536841.51,,,369560057.67,125195461.62,-892799680.3,565248487.22,,1197100172.34,645980171.59,1962626948.96,12645366853.17,634228047.42,56311521570.36,,25953812431.68,2901717931.91,125195461.62,,,1611647926.67,,12978484745.4,5897961043.81,,549712511.22,25698892182.37,171933770.36,,413746740.28,250972888.51,,2689979317.1,275782400.67,565248487.22,27310540109.04,12645366853.17,0.8341,10996520054.33,-549610643.41,973449693.95,42514973082.06,-100405348.98,4808917838.33,171933770.36,1540312990.95,1611647926.67,,12978824731.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,0.218,,,,,,,,,26449507621.9,1501033490.2,,1847236204.96,,,,12431870199.28,,12432215775.28,286339846.03,,,,,604287.36,,,,-95738121.06,2688910538.0,12645366853.17,,-3006425683.3,17979395445.29,210591148.15,600000.0,,-178967422.44,877620201.54,21274115894.43,,956482976.05,,,,,,,,,,,34408904.0,,4820467725.59,,-563971404.4,,,176896792.66,,8838309783.35,,,-33952322.96,,,44394967503.37,,27114599722.97,,,,,,,4820467725.59,,,855432822.86,,-743558169.26,345576.0,18549259487.93,,17682358638.39,3643294327.24,,,,58237874041.0,,,2689114458.0,,,,,,13842906537.63,,,,,,,,,,125960741.67,,586226951.91,,1147474756.91,678536030.2,1796048998.08,,,,,,,,,0.218,1560315344.61,,,6276106143.64,2689114458.0,,,157518857.3,,101050153.19,,,2724856406.5,-180847894.9,586226951.91,28674915067.58,12081395448.77,,11146814516.24,-63905130.32,,,-122841493.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,,,,,,,,26561424776.64,1759007976.4,,1923128768.4,,,,11735194215.96,,11735571808.56,377838718.13,,,,,367677755.65,,,,129160723.95,2688910538.0,12081395448.77,,-2725439139.5,20432247772.5,268448772.03,5739912.88,,-222498287.15,930707563.27,22738900431.0,,1225578339.12,,,,,,,,,,,46408904.0,,5039337200.41,,-795655937.05,,,225564796.41,,8871532420.81,,,-719785228.39,,,47855089681.74,,31704088146.35,,,,,,,5039337200.41,,,1061670040.92,,613207520.39,377592.6,19885064099.33,,20785905226.89,4456347176.94,,,,63152696902.21,,,,,,,,,15297607220.47,,,,,,,,,,108906555.67,,731775967.03,,1170923992.2,836105244.51,1858911543.87,,,,,,,,,,1658209266.0,,,7151992870.21,,,,223471731.47,,163908298.2,,,2853836331.67,-742438381.16,731775967.03,33362297412.35,11285739511.72,,11887018995.37,-118003388.2,,,-826760573.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,0.2211,,,,,,,,,27106099017.58,1702111105.21,,2002217222.82,,,,11093517309.48,,11093967574.68,371863514.13,,,,,165253943.82,,,,94617573.12,2688910538.0,11285739511.72,,-4072725770.29,21850576800.02,555111654.01,1600000.0,,-249786767.15,843310912.44,24702971084.0,,1005343893.17,,,,,,,,,,,46526792.88,,5111846822.0,,-647340881.78,,,178064731.77,,9439080570.26,,,-352555861.61,,,49379113588.55,,32890785920.44,,,,,,,5111846822.0,,,877478437.1,,219583825.4,450265.2,21857442948.74,,22581025312.26,4457807378.32,,,,64717088104.86,,,2689203346.0,,,,,,15337974516.31,,,,,,,,,,105576555.67,,594582859.85,,973789382.73,699413705.33,1941962073.0,,,,,,,,,0.2211,1451769452.53,,,7422993011.58,2689203346.0,,,176040357.95,-400000000.0,127865456.07,,,2845528135.26,-705478022.43,594582859.85,34342555372.97,10638398629.94,,12192443584.7,-357463340.58,,,-130744954.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,,,,4969665230.6,-13253941195.55,4993662385.1,20730000.0,2591129073.77,-1454946411.54,27822129424.69,1861577368.33,584925706.02,2237836346.13,12645366853.17,128014341.58,,11608054131.64,2688910538.0,11608559790.64,380162990.98,,,15682237969.05,-1291493056.86,443356325.93,7781150376.87,2689009001.0,,-18903761.39,2688910538.0,10638398629.94,,-3449350602.46,20435884468.15,355940975.59,9260087.12,2992014885.02,-640240580.12,742712217.49,23682906217.27,642098635.65,1264818159.68,,,13088152517.58,8010418542.31,-630240204.21,-1146573352.11,7932394326.58,80994124189.65,,,20730000.0,,4993662385.1,,552021811.69,11404769437.05,,227190624.94,380162990.98,10009323194.5,33241406394.33,,-40279939.15,,-1586956578.62,48658320187.73,2689009001.0,32002545346.86,,,,,,,4993662385.1,554263213.86,,1005150529.92,,-45052098.02,505659.0,20702357653.65,-2197780738.88,19941255695.95,4473418643.01,10009323194.5,109136414.62,,64340558156.78,4473418643.01,44181078.51,,17200000.0,505659.0,3799731830.8,-1251566669.73,0.9636,15682237969.05,2591129073.77,92398893626.7,20435884468.15,,,19941255695.95,,-707900000.0,355940975.59,105408373.67,-1844573224.17,678543294.98,,128014341.58,777959904.98,2184227761.92,11190420441.63,807716945.78,64340558156.78,,27822129424.69,3394350894.74,105408373.67,554263213.86,,1238861047.47,,11608054131.64,7932394326.58,,585007693.78,32002545346.86,402813375.94,-7900000.0,259667629.76,976892312.76,,2980548563.62,-215808925.68,678543294.98,33241406394.33,11190420441.63,0.9636,13088152517.58,-90868345.11,1335674135.37,48658320187.73,-171219647.61,4993662385.1,402813375.94,1861577368.33,1238861047.47,,11608559790.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,0.2727,,,,,,,,,28564487657.54,1948421682.7,,2143687874.83,,,,10913639574.59,,10914237217.79,402200541.22,,,,,607176748.6,,,,116243941.77,2688910538.0,11190420441.63,,-4447762177.83,22104349059.67,238558760.49,4900000.0,,-403744331.39,1019832391.52,25125001197.57,,1176714306.83,,,,,,,,,,,15730000.0,,5073178076.84,,-675431995.25,,,183559471.5,,10741177374.1,,,-174894626.51,,,50584689237.48,,34058221910.05,,,,,,,5073178076.84,562308731.02,,1024423410.8,,-545828629.43,597643.2,21961480931.22,,22802376868.62,4783947362.63,,,,67328196957.52,,,2688941935.0,,,,,,16743507720.04,,,,,,,,,,105408373.67,,733274465.8,,156023776.03,840863939.3,2074737251.72,,,,,,,,,0.2727,1295208287.36,,,8206489246.87,2688941935.0,,,433226402.62,-600000000.0,152290896.03,,,3163520266.35,-441906466.42,733274465.8,35353430197.41,10514988446.38,,12798311522.8,27508677.94,,,-150195434.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
